-0.00415405-0.0363862j -0.028178+0.0630554j -0.0456996-0.0114535j -0.0425538-0.0315598j 0.000221831+0.00521702j 0.00353772-0.0139494j -0.0323166-0.0834835j -0.0157015-0.0237212j -0.00338192-0.0373644j -0.00937345+0.00996658j 0.000286993+0.0303313j 0.0161363-0.0194493j 0.00505018+0.0291389j 0.0209312+0.021823j 0.0352877-0.0468505j -0.0150359-0.0052763j -0.00715075+0.049108j 0.0244165+0.031973j 0.0303642-0.0112441j -0.003007-0.00566916j 0.0022861+0.00176892j -0.0227655-0.0126336j -0.0161782-0.0127988j -0.0274677-0.00744089j 0.0178392-0.0328172j 0.00340664+0.0302931j -0.0149708+0.00295683j 0.0205191-0.0133924j -0.00149377-0.0167557j -0.0109713-0.0178441j -0.00116637-0.0180278j -0.00859549-0.0215007j 0.00841308-0.00371889j -0.00942781-0.0113869j -0.0226144-0.018863j -0.0235827-0.00839814j -0.00521262+0.00738412j -0.0105582+0.0279769j -0.0150056+0.0101461j 0.00104976+0.0101241j 0.023196+0.0103186j 0.00818999-0.0205375j 0.00441199-0.00792663j 0.0128391-0.0392483j 0.033957+0.00254148j -0.00532408+0.0155207j -0.0095896-0.00311324j -0.00923285-0.0099314j 0.0101058+0.0356204j -0.00643392-0.00791095j -0.0121145-0.0275898j 0.0106139-0.00977208j 0.00386514+0.0132547j -0.00730762-0.0148074j 0.0192663+0.0305188j 0.0397524+0.0285278j -0.00991892+0.0229486j 0.0218294+0.0246283j 0.0164968-0.0144855j -0.00662329+0.0234133j -0.027724+0.031714j 0.0146911+0.0213096j -0.0313732+0.0497053j 0.0083621-0.0101623j -0.0347685+0.0126294j -0.0103065-0.000693641j 0.0219278+0.00824117j 0.0183993-0.00261283j -0.0425795-0.0527278j -0.0261021-0.0650922j -0.00850051+0.0306596j -0.0813813+0.0934491j -0.027655+0.113725j -0.108012-0.0588415j 0.0701304-0.0484695j 0.0703597-0.00554371j -0.0231803+0.0278809j -0.0135056+0.061109j 0.0205726+0.00287785j -0.0148893-0.0666484j 0.0135129+0.0383085j 0.0513971-0.0630891j 0.0620547-0.0629599j 0.0674463-0.00592866j 0.00794502+0.0811484j 0.01174-0.0460294j -0.00195126-0.0137829j 0.138402-0.0296319j -0.0395749+0.115147j 0.124529-0.0341013j 0.107691-0.231035j -0.19921+0.135786j 
0.0038508+0.0120315j -0.00458852+0.0373912j 0.0350029-0.00146814j -0.0652842+0.00450769j 0.00643294+0.0586923j -0.0523302-0.0378207j -0.0438385-0.0630918j 0.0589759-0.00251051j 0.03901-0.0179909j -0.00659086-0.0343288j 0.000229751-0.00961636j 0.0196411-0.00839887j 0.00112851+0.0485551j -0.0325533-0.0220707j -0.0217281-0.0270771j -0.040408+0.0352092j -0.0103921+0.0606215j 0.0334875+0.0476136j -0.00739438-4.66074e-05j 0.0429728-0.0127932j -0.0233025+0.0268565j 0.0142676-0.0407723j -0.0232068-0.011157j 0.0407527-0.0253805j -0.0172967-0.0117554j 0.0219365+0.0385796j 0.0134859-0.0279948j 0.0356381-0.0558159j 0.0812873+0.0182301j -0.021242-0.0719243j 0.016694+0.0351041j -0.0456109-0.0533696j 0.0316849+0.00635641j -0.0647595-0.0214311j -0.0747823-0.0238156j -4.46126e-05+0.0279086j 0.00291136+0.015781j -0.0042757-0.00374424j 0.0227432+0.00987364j -0.0627201-0.000104497j -0.0687406-0.0657573j -0.030665+0.00858533j -0.0336635+0.0345814j -0.0122395-0.0106276j 0.0147078-0.0143415j 0.0442496-0.0195785j -0.0336439+0.0444643j -0.00873809-0.0265751j 0.0305722+0.0143607j 0.052862-0.0148852j -0.0445413-0.000734992j -0.0102765-0.010841j 0.0225836-0.00886227j 0.030938-0.0337175j -0.0229143+0.0307757j -0.052064-0.0177238j 0.00205285+0.0241584j 0.0311393+0.00051063j -0.00937366+0.0071591j -0.0419819+0.015388j -0.0141188-0.0421984j -0.00498963+0.0177137j -0.00204893+0.0380651j -0.00189241-0.0393273j 0.047262+0.00191778j 0.0234619-0.0267272j -0.0172265-0.0212942j -0.0044443-0.0103682j -0.0381889-0.045641j 0.0154407+0.0052202j 0.0194872-0.00234515j 0.0618451+0.0123124j -0.0121122+0.0349234j 0.032977-0.0276681j 0.0561814+0.0250951j -0.0161823-0.117212j -0.0161579+0.033484j 0.0778916+0.0325436j -0.0319413+0.0240987j 0.0158747+0.0195381j -0.048536+0.00355594j 0.0145176-0.0363683j 0.0407765-0.0771772j -0.00831441-0.0121616j -0.0122929+0.0122703j 0.00626569+0.00455236j -0.0444405+0.00737991j 0.064711+0.0203638j 0.000743399+0.0146013j -0.00841172+0.0192752j 0.0113122-0.054876j 0.0127424+0.00845733j 
0.0189026+0.0275374j 0.00848939-0.0319657j 0.0142774-0.023939j 0.0363311-0.045774j -0.015833-0.0462035j 0.0359072+0.012816j 0.03451+0.0361007j -0.0451733+0.0598868j 0.0274625-0.0387133j -0.0236364-0.0138146j -0.00236346-0.00642723j -0.00657013-0.011092j -0.0135829+0.0267894j -0.0486177-0.0221224j 0.00582208-0.0201801j 0.00891073-0.0427212j -0.0101621+0.0482339j 0.0584297-0.0424759j 0.0553687+0.0234662j -0.002223-0.00773415j 0.0407958-0.0686494j 0.00376312+0.00870295j -0.0237895-0.00510651j -0.0146934+0.0257557j 0.0616947-0.0473457j 0.0499429+0.0079907j 0.0296796+0.0111449j 0.0287866+0.0243001j -0.0288038-0.0295649j -0.0654304+0.0470854j -0.00733544-0.0107606j 0.0575022+0.0481033j 8.41523e-07-0.0855954j 0.0274875+0.072658j 0.0318479-0.0156048j -0.0353767+0.0287824j 0.0255948+0.0263517j -0.0476848+0.030915j 0.0262912+0.0310278j 0.00348903+0.023192j 0.0039109-0.00479536j 0.00174227-0.0254129j -0.0186001+0.0108997j 0.0127155+0.0155508j -0.0395933-0.045132j -0.0170846+0.0104641j -0.00347648+0.0159936j -0.0468948+0.0312608j 0.011232+0.0171292j -0.0250768-0.0262751j 0.0315903-0.00441963j 0.0252269-0.000649841j -0.0478969+0.0502721j 0.0308681+0.0308488j -0.0249156-0.00957399j -0.00847668+0.00224457j -0.0431419+0.0287514j -0.0257464+0.0204433j 0.0131496-0.039864j 0.0240179+0.0343428j -0.0172326+0.00822017j -0.0401319+0.00897361j 0.00652405+0.0282484j -0.0111059-0.00808771j 0.0400155+0.0102259j 0.00228504-0.037801j -0.0660582+0.0150849j 0.0286724+0.0205842j 0.0237874+0.0171231j 0.0193842-0.0604744j -0.00671792-0.0129706j -0.0396208+0.0160007j -0.0216275-0.00905056j 0.00543879+0.00665481j -0.0139102-0.0504996j -0.0175405-0.00410441j -0.00980434-0.0198828j -0.0253984+0.0296411j -0.0212563+0.00187275j 0.0104529-0.0430163j 0.0242699-0.0388606j 0.0114248-0.0353425j 0.0262411-0.0145314j -0.0391165-0.0363588j -0.00169444+0.00200941j 0.0148086-0.0220073j 0.0102546+0.0424786j -0.0226669-0.00781179j 0.0141534+0.0295336j -0.0134458-0.014655j -0.0134694+0.0127974j -0.0330901-0.00162245j 
0.0348459+0.0383114j -0.02165+0.0160844j 0.0368647+0.0222569j -0.00548139-0.0381422j 0.018544+0.0252016j -0.0455313+0.0232225j -0.0323788-0.0391956j -0.0164555-0.012381j -0.0100438+0.0261757j 0.0152375-0.0188512j 0.0234537-0.04184j 0.0110634-0.0162117j -0.0116851-0.0176863j 0.010813+0.0132015j -0.0160623-0.0650758j -0.0170806+0.0113616j -0.0203535+0.0242538j 0.0285194+0.0350489j -0.00307364+0.00376428j -0.0191638-0.0120054j -0.0213828-0.0429454j -0.00989922+0.0144864j -0.0018711-0.0155857j -0.0018328+0.0137297j -0.000298806-0.00372198j 0.0189484-0.00595529j -0.0302795-0.0146977j 0.0152884-0.0180719j 0.0201862+0.00812817j 0.0222677+0.0107285j 0.0146716-0.000849334j 0.0106757+0.0174346j -0.0140086+0.00631689j -0.0108334-0.0221453j -0.0170217-0.042446j -0.0219004-0.027083j 0.0110424-0.0274595j -0.00582185-0.026662j 0.0018272+0.0173713j 0.00291791-0.00159982j -0.03068-0.0161023j 0.0249902+0.0141462j 0.0109403+0.0242613j 0.00598657-0.00588031j -0.0418815+0.0245177j 0.0267787+0.0214017j -0.0184275+0.00496854j -0.0371606+0.0125907j -0.0201809+0.00769938j -0.0216489+0.00361152j -0.00157889-0.0325149j 0.00928122-0.00644382j -0.0127321-0.00732305j -0.0400417-0.0211825j 0.00325658+0.0227456j -0.0059002+0.0131448j 0.0211183+0.00646572j -0.0370033-0.004779j -0.0290135+0.00356023j -0.0212956+0.0122657j 0.0155119+0.0189656j 0.0285823+0.00815238j -0.0305872+0.0204235j 0.00424478-0.00798954j 0.0392515+0.00339343j 0.00963473-0.00168465j 0.0107976-0.0060829j 0.0079756-0.0105072j -0.00724011-0.0473026j 0.00116625-0.0248507j -0.00161499+0.0249814j 0.0064739+0.0236841j 0.0238289+0.024031j 0.000365288-0.00402721j 0.000712298+0.0284862j 0.0515521-0.018917j -0.0315115+0.0103821j 0.00116244+0.0206814j 0.00225948-0.0238075j -0.0197991-0.00477998j 0.0128485+0.00858213j 0.0100171-0.02414j 0.00301875+0.00560578j -0.00376421+0.0103105j 0.00891989-0.00230025j 0.0301809-0.0112524j -0.00423439+0.0192182j 0.0220158+0.0166478j -0.00678123+0.0294871j -0.00576754+0.0138605j 0.0083096-0.025151j -0.0148906+0.00529284j 
0.00856107+0.0181978j -0.0106055-0.00440156j 0.0295376+0.0203712j -0.0134626-0.0185771j 0.0223753-0.00616986j -0.050664-0.00140291j -0.00894582+0.00722705j -0.00363427+0.000609661j 0.0496627-0.0202657j -0.0115278-0.0367675j 0.000359209+0.00498185j -0.0254709+0.00627445j 0.0197676+0.0525828j -0.052546-0.01853j 0.00923777-0.0103151j 0.016896+0.00165188j -0.0332206+0.0201856j 0.0534965-0.00289869j 0.0158454+0.012827j 0.0554436-0.0158213j 0.00320227+0.0430737j -0.050332+0.0156473j -0.00558508-0.0110998j 0.005759-0.00653238j 0.0108076+0.00115729j 0.00988872+0.00628664j 0.0238229+0.00676634j -0.0129018-0.00388438j 0.0427339-0.016359j -0.000580951-0.0026911j -0.0268276+0.0142298j 0.01626-0.0235721j -0.0159373-0.00726716j -0.0187099-0.0649561j -0.0247559-0.0217381j 0.0010113-0.00636679j -0.0222589+0.0399911j 0.0353022+0.0177539j 0.00686721-0.00269391j 0.00806019+0.0173796j -0.0394076-0.0268569j 0.0120946-0.0252434j 0.00851225-0.0229719j 0.018237-0.0107606j 0.0284729-0.0197418j 0.014661-0.010245j -0.0269265+0.0570392j 0.00939148-0.0157894j 0.0127385-0.0537975j 0.0196763+0.0217727j -0.0498367+0.0368271j 0.015985+0.028078j 0.0356348+0.034765j 0.0499257-0.0145439j -0.00101791-0.0125433j -0.0137157+0.0101207j 0.0136653+0.0091302j -0.00761409+0.0463747j 0.035931-0.0117023j 2.47529e-05-0.0370324j -0.0224807-0.0392947j -0.0431343+0.00129098j 0.0247004-0.0144343j -0.0184764-0.0282198j 0.0843097+0.0347236j 0.0434659-0.00346174j 0.00337753-0.0283431j 0.0267397+0.0149984j 0.0514949+0.0138375j -0.01234-0.00408954j 0.012201+0.0100893j 0.0134889-0.0210184j 0.000558531+0.00832316j -0.02246-0.0101319j 0.00264512-0.0646593j -0.0378346-0.00929094j 0.0274791-0.0102566j 0.0482456+0.0128515j -0.0229613+0.0163509j -0.0059749+0.0207948j 0.0234666-0.0319919j 0.00646203+0.00534271j 0.0579991-0.00786916j 0.0156168-0.0401375j 0.0130526-0.0188997j 0.00615346+0.00713511j -0.0064131+0.0379238j 0.00079113+0.00754578j -0.0132626-0.0112395j -0.0166362-0.00275945j 0.00515595-0.0175576j 0.00586562-0.0192433j 
-0.0156496-0.0253939j -0.0325968-0.00158407j -0.039945+0.0548321j 0.00402127+0.0425713j 0.039295+0.0381435j -0.0291615+0.0825482j -0.0646298+0.00785948j -0.0347993-0.0915254j -0.015726+0.0332112j 0.0315646+0.0216359j -0.0167589+0.000698777j -0.0130199-0.0309497j -0.0175816-0.0010089j 0.0329993+0.0235526j -0.00205284+0.0523723j 0.0545671+0.0457932j 0.00650853-0.0670274j -0.0432788+0.0403443j -0.0938089+0.034957j 0.0274135-0.0253464j -0.0237893+0.0454359j -0.0107673+0.0370021j 0.0464563+0.0188439j -0.0231293-0.0327106j -0.0685612-0.0154934j -0.0550806+0.00792699j -0.0411098-0.02679j -0.0157218-0.00318475j 0.0197275-0.00890241j 0.0628406-0.0538681j 0.0416293+0.0128357j -0.0472553-0.0724129j 0.0135034+0.0640489j -0.0175571-0.0490706j -0.0629755+0.0175925j 0.0273064-0.00591498j -0.0492846-0.0393427j 0.0274314-0.0575366j 0.0267384+0.00242972j 0.00613167-0.0309742j -0.00534515+0.0404798j 0.0114199+0.00543357j 0.0474566-0.0345411j 0.00238792+0.00760681j 0.0221821+0.06981j 0.042374+0.0376499j -0.0184611-0.0132668j 0.0134116+0.00503705j 0.0177473+0.037567j 0.0119877-0.00473091j -0.0818022-0.0329282j 0.000785064+0.012906j 0.0436495-0.0373862j -0.0246885-0.0341606j -0.01481+0.0159489j 0.00870085+0.072909j -0.00145874-0.0119135j 0.00337528-0.0167929j -0.0356546-0.00434373j -0.0294114+0.000511086j 0.00115268-0.00212779j 0.0402715+0.0214407j 0.0299836-0.00518746j 0.0129122+0.0479129j -0.0337758-0.0186904j 0.0388972+0.0345379j 0.0397185+0.0389286j -0.0571523+0.0106041j 0.0219918+0.0325879j 0.0205939+0.0290924j 0.0275112+0.00291234j 0.00912922-0.0355106j -0.0122545+0.00916825j 0.0159439-0.0156572j 0.0140001+0.000921124j -0.0408797+0.0297476j 0.0114007+0.00246532j -0.0104336-0.0221904j 0.024709+0.00526036j -0.00787008+0.036046j -0.0526477+0.0244237j -0.000692053+0.0137457j -0.0190505-0.0044194j 0.00556976+0.0237968j -0.00965422-0.00490934j -0.0473725+0.0088265j 0.0286737-0.0659085j 0.000417344-0.0104784j 0.0072306-0.0207732j 0.0395978+0.00419226j 0.00328258+0.0106993j 0.0143621+0.018717j 
0.0448193+0.0444769j 0.0245072-0.0120483j 0.0681061-0.033738j 0.016353-0.055599j -0.03194-0.0157797j 0.0382462-0.0612773j 0.0718563-0.010588j 0.0448444+0.0826424j -0.00977712-0.00716983j 0.0178391+0.0103584j 0.0319078-0.0133288j 0.0426509+0.0417855j 0.0117595-0.0542876j -0.000376089+0.0112639j -0.0237696-0.0400988j -0.0309253-0.0546813j 0.0159906+0.0345289j 0.014138-0.0136551j 0.069352-0.0466573j 0.002983+0.000257371j -0.0251384-0.0575565j -0.0128426-0.0361042j -0.0686939-0.0201206j 0.00649544+0.00451952j 0.0825181-0.0277237j 0.0213564+0.0123164j 0.0244718+0.0275498j 0.0222034+0.00364927j -0.0420926+0.00644004j -0.0752423+0.0407851j 0.012491-0.0421709j 0.0117597+0.0703458j 0.0427129-0.0717855j 0.0225104+0.0862036j 0.0333473+0.0264564j -0.0421273+0.000817101j 0.0584211+0.0385597j -0.0526523+0.0195152j -0.0239072+0.00989188j 0.011214-0.0408833j 0.00607669-0.0226276j -0.0130442+0.0143774j -0.00726632+0.0525206j 0.0373903+0.00519144j -0.014882-0.0378665j -0.00349608-0.0196253j 0.0102381-0.043793j -0.0216386+0.00432923j 0.0148798+0.0410012j -0.0343996+0.00764887j 0.0707639-0.00766335j 0.00919791-0.0606889j -0.0597779+0.0218144j 0.0239474+0.0246793j -0.00497784+0.0221135j 0.0245749-0.0644959j -0.0287286+0.0184011j -0.00604804-0.0215974j 0.0124828+0.00318391j 0.0359164+0.0524042j 0.0160962+0.0443455j -0.0440025-0.00954092j -0.0107006+0.0250553j 0.00207477-0.0708428j 0.0461238-0.0264203j -0.00286568-0.0268224j -0.0551701-0.00539082j 0.0325056-0.00318148j -0.0119972-0.0211301j 0.0198-0.0312724j -0.00431596+0.00845863j -0.0368475+0.0497706j -0.0406927-0.0140053j 0.0217229+0.00570465j -0.00650085+0.0136468j 0.0131185-0.0211908j -0.0280672-0.00636501j -0.0153182+0.0139605j -0.0236332-0.0103999j 0.013706-0.0564078j -0.0202034-0.0207449j 0.0301274-0.0628306j 0.0198628-0.0318843j -0.0448629-0.0254245j 0.00612153+0.0026813j 0.0413981-0.0172721j -0.0365903+0.0437472j 0.00642698+0.0066648j 0.0344621+0.0282368j -0.04283-0.00540847j -0.0347952+0.00763119j -0.0318566-0.00103823j 
0.0379057+0.0535088j -0.0801504-0.0305575j 0.0150114+0.0879054j 0.0779267-0.0358088j 0.0734445+0.041048j -0.0681322+0.111382j -0.062632+0.0228956j -0.0837045-0.0603952j -0.0193772+0.0519245j 0.0242082+0.00783255j -0.0131075-0.0265851j -0.0286178-0.0502502j -0.0245904+0.0109129j -0.0139642+0.0461296j -0.0335419-0.00427437j 0.0581386+0.0714034j 0.00491073-0.0072254j 0.03907+0.0527903j -0.096146+0.0248428j 0.023961-0.054981j 0.0110652+0.0438391j -0.0542428+0.0726516j 0.0216432+0.034914j -0.00132278-0.0182622j -0.0713957-0.0358879j -0.0143979+0.0122657j -0.0864861-0.0124104j 0.0105724-0.0313455j 0.0392567-0.0225214j 0.0685684-0.0313234j 0.019808-0.0549634j -0.00455095-0.0268233j -0.0308432+0.0500515j -0.0202365-0.05977j -0.0899622-0.0176225j 0.0222524-0.0196994j -0.00399555-0.0507728j 0.0401961-0.0247544j 0.00451325-0.0112118j 0.0178588-0.00763243j -0.0176216+0.0228764j 0.0109919-0.0216706j 0.0575034-0.00828168j -0.0033702-0.0366646j 0.0145723+0.055677j 0.031374+0.0422217j -0.0706442-0.0319757j 0.00890937+0.00364757j 0.0471235+0.0708584j 0.0218353+0.00312483j -0.0502834-0.0373853j -0.0235942+0.0192003j -0.0104245-0.00218247j -0.0147503-0.0539256j -0.020065+0.0219299j -0.0125479+0.0684034j 0.0222794-0.0046789j -0.0316983+0.00906316j -0.0305742-0.00382017j 0.00152904+0.00808117j 0.0165895-0.00807116j 0.0311443+0.0249024j 0.0212858+0.0364407j 0.0161752+0.00169135j -0.00379266+0.00185733j -0.000182162+0.0525505j 0.063969+0.0500602j -0.0189571+0.0299891j -0.00560065+0.0139403j 0.0273995-0.0096896j 0.0176973+0.00505304j 0.00447515-0.0254265j 0.00809307+0.0295599j 0.00461003+0.0013047j -0.00477335+0.0338947j 0.0094148+0.0259085j -0.0143573-0.00631151j -0.0133225-0.0159328j 0.0146181+0.00375792j 0.00872344-0.0115754j 0.0162583-0.00547244j -0.0100438-0.0166207j 0.00935762+0.0160718j -0.00625255+0.0194105j -0.0133113-0.012669j -0.0271482-0.0310669j 0.0347379-0.0241284j -0.0239536-0.00248733j 0.00547381+0.00494239j 0.0199139+0.000971556j -0.00414371+0.0098004j -0.0138348+0.0105001j 
-0.0843479-0.110227j 0.0668875+0.0365705j -0.100586-0.0581819j -0.0797772+0.0931269j -0.0612022-0.0210719j 0.0497565-0.0798204j 0.00967824-0.0275316j 0.0545287-0.0310764j -0.0150308-0.0550186j -0.039271+0.0359883j -0.00174017+0.0554308j 0.0162553+0.00310163j 0.0191385+0.0299674j 0.043735-0.000387669j 0.0425738+0.0752046j -0.0321674-0.0584225j -0.0185162-0.0468352j -0.0480025-0.0207966j 0.0286617+0.0432237j -0.0131014+0.0286877j -0.00264973+0.00224244j 0.0740376-0.063766j 0.0275045-0.0201443j -0.00426932-0.00230688j -0.00186345+0.0806424j -0.00814334-0.0272099j 0.0285632+0.016271j -0.0235979+0.0274285j -0.00144588+0.00372662j -0.0100077-0.0589206j -0.0123424+0.0696291j -0.00734606-0.0410329j 0.0283541-0.00277221j 0.0128792+0.0330429j 0.061468+0.0586036j 0.00170617+0.0146712j -0.0104737+0.0349225j -0.0414166-0.0153066j -0.00975082-0.017581j -0.0800344+0.0268328j 0.022204+0.0269751j 0.00422373+0.0120866j -0.0592488+0.021521j -0.00459303+0.0430918j 0.00192604-0.00293399j -0.0249293-0.00457248j 0.0747967+0.0226971j 0.0364858+0.00383257j 0.0179583-0.0562996j -0.0178832-0.0152592j 0.033945+0.0251061j -0.0180921-0.0252475j 0.0142323-0.0287805j 0.00458472+0.00595659j 0.0376686-0.0126755j -0.00416387-0.0315793j 0.0212738-0.000543668j 0.037912-0.0373072j 0.0177985+0.00241369j 0.00592079-0.00906333j 0.00249128+0.00425701j -0.00627669-0.0163794j -0.00863252-0.0290425j -0.051534+0.0215547j -0.0239468-0.0092796j 0.0131689-0.0148946j -0.0241351-0.0247765j -0.0120093-0.0052036j 0.00529491+0.0105228j -0.0350481+0.0346866j -0.00633155-0.00839297j 0.00524636-0.0213086j -0.00874567-0.0116201j -0.00070987-0.0279313j 0.0297285-0.0164212j -0.047776-0.00616182j 0.0158198+0.0208443j 0.00951292+0.0146879j 0.0150601+0.00782927j -0.0201344+0.0354213j -0.0198894+0.0221526j 0.0163771+0.0547332j -0.0122494-0.0161847j 0.0133856-0.00465399j -0.00270106+0.0188638j -0.00404325+0.0385206j 0.00185167-0.020591j 0.0305937-0.017463j -0.0168824-0.010793j 0.0414799+0.00616749j 0.0220008-0.0119888j 0.0194264+0.0194348j 
-0.0233053-0.0478192j 0.0282019+0.0329766j -0.0362401-0.0113003j -0.0388687+0.0360034j -0.00446637-0.00601621j 0.0223365+0.0213088j -0.0325071-0.0115583j -0.00362412-0.0483257j -0.0103275+0.0512939j 0.0356872-0.00715206j 0.0313019-0.0101099j 0.0289482+0.0134162j 0.0102448-0.0372947j 0.0750874-0.00803685j 0.0442252+0.0369996j -0.0287445-0.0158163j -0.0165635-0.0149676j -0.0746453+0.00730977j 0.00973642+0.0156805j 0.0105731-0.0243451j 0.0204173-0.00507888j 0.046787-0.00906791j 0.0152689+0.00134206j 0.00776962-0.0179276j -0.0152656+0.0131972j -0.0192002+0.0342003j 0.014493-0.00580319j -0.0259527+0.0401189j -0.00146115-0.00987713j 0.0279888-0.00425667j 0.012949+0.00436546j -0.003824-0.0176175j 0.00207042-0.00584089j -0.00073073+0.00976283j -0.0179559-0.001775j 0.0203007+0.0042079j -0.0243925-0.00991134j 0.00187226-0.0371663j -0.0165048-0.00939467j -0.0194172-0.0126123j -0.0179198-0.0235722j -0.0196752+0.0264255j 0.0051084+0.0109309j -0.00209607+0.0462494j 0.0137591+0.0113573j 0.00994717-0.00684793j 0.0191077+0.00128633j 0.00250418+0.00762483j -0.00970124+0.00666242j 0.0171021+0.0224531j 0.0108134+0.00471203j -0.0178846-0.0335313j -0.00390295-0.0374038j 0.000262986-0.000856423j -0.0310084+0.00194178j -0.0156294+0.0274631j -0.0159027-0.0170294j -0.0265615-0.0340467j -0.020023+0.0178206j 0.0275332+0.0218094j 0.00362496-0.0139005j 0.0133787+0.019582j -0.0174837-0.0250103j 0.032714+0.0160965j 0.006699-0.00324862j -0.0144643-0.00203181j -0.00442001-0.00790804j -0.0181189-0.018302j 0.00409435+0.00986935j 0.00175802+0.035434j -0.0158446-0.00295124j 0.00276851-0.0157213j -0.00168678+0.00455932j 0.0130712+0.00772382j 0.0118954-0.00383008j -0.004376-0.0121898j 0.00791681+0.0235944j -0.0144145-0.00681102j 0.0137559-0.0217229j -0.0163359+0.00942261j -0.0265065+0.027582j -0.015344+0.0258825j -0.0342752+0.00505441j 0.0124162+0.0177085j -0.00265861+0.0044884j -0.0163492+0.00841802j 0.0253266-0.0447978j 0.0088493-0.0039j -0.00243756-0.00981544j 0.0224511-0.000332425j 0.00908028-0.00217461j 0.0139507+0.0120982j 
0.051662+0.0514843j -0.00610643+0.00713688j 0.0590979+0.00475328j 0.0284189-0.0534588j 0.0332738+0.00380611j -0.00211004+0.0363888j 0.00526718+0.0125127j 0.00111918+0.0326775j -0.0182048+0.0110661j 0.00351667-0.00281827j 0.0168298-0.00454834j -0.0026286+0.00249997j 0.00893517-0.00615807j -0.00458932+0.0319352j -0.0257493-0.0262424j 0.032139+0.0203983j 0.0353007+0.00910483j 0.00382579+0.0277296j -0.0205975-0.040049j -0.0216294+0.00212349j 0.00662529-0.00571011j -0.0216806-0.0298135j -0.0366621+0.0137863j 0.0121698+0.0109085j -0.00769338+0.0117309j 0.0144234+0.0317437j -0.0416303-0.00914635j -0.0221176-0.0123386j 0.0245504+0.0348946j -0.0200657+0.0223147j -0.000292893-0.0342843j -0.0129257-0.00424281j -0.0207353+0.0233646j 0.0125283+0.0211692j 0.0091643-0.00768959j 0.00393507-0.00732758j 0.0380706-0.0341321j 0.00592842+0.0346321j -0.0130329-0.00921688j 0.026423-0.00443258j 0.019545-0.00183318j -0.00737273+0.0267346j -0.00309079+0.0505804j -0.0172762-0.027136j 0.00873394+0.00997146j 0.00423179-0.0356937j -0.0245144-0.0263423j 0.00326748+0.0216516j -0.0092776+0.0252015j 0.00962289-0.0109806j -0.000372079-0.0344033j -0.0152434-0.0163035j -0.0136714-0.032672j -0.0293084+0.0419912j 0.0112223+0.000146935j 0.0100238+0.0233535j 0.00962134+0.0129526j 0.00791227-0.0238785j -0.0017042-0.0027033j -0.0307427+0.00412678j 0.0093876+0.0183777j 0.00592558-0.0229624j -0.00963913-0.0110508j 0.0174067+0.00919121j 0.00253898-0.0141154j 0.0123741-0.0214275j -0.00338572+0.0173118j -0.00329599-0.0125138j -0.00505998+0.00941763j -0.002207-0.0191112j -0.0304596+0.0165844j -0.00963504+0.0117376j 0.000693788-0.0366327j -0.00768177+0.0190139j -0.00267581+0.00922741j 0.0248859+0.0256896j -0.011092-0.00608861j -0.0228288-0.0175429j 0.0081524-0.0286598j 0.0136546-0.0268776j 0.00945836+0.014j -0.0251227-0.00918662j -0.033486+0.00946751j -0.00254633+0.0295128j 0.00674759+0.00683535j 0.00374084-0.0122047j -0.0177862-0.0133108j -0.0226259+0.00865225j 0.00204835+0.00189606j -0.0328741+0.00156771j -0.0169272+0.0194236j 0.00399519-0.0143346j 
