-0.00137916-0.0238588j -0.00462992-0.0067811j 0.00231353-0.00121806j 0.00514606-0.0597485j -0.00314441-0.00820934j 0.00214123-0.00535117j 0.000356386+0.00197999j -0.00107867+0.00713139j 0.00139761+0.0165508j -0.00277406+0.000919421j 0.00055453+0.00353147j 0.000291884-0.00272174j 0.00230066-0.00468047j 0.00038882-0.00731585j -0.00094349+0.00361871j 0.00101083+0.00223066j 0.000292069-0.00831683j -0.00313522+0.00494018j 0.00113819+0.00233438j -0.000643572+0.000641266j 0.000324924+0.00934922j -0.000554802-0.00945552j -0.00157756+0.00278671j -0.00183343-0.00582006j 0.0021459-0.0168452j 0.00114454-0.00228388j -0.00352305-0.000184328j -0.00224619+0.0317909j -0.000438139-0.00584566j 0.000442332+0.110761j 0.0103272-0.032542j 0.000714164-0.0264497j 0.00138383+0.010782j -0.000420621+0.00353372j 0.00016312+0.0104297j 0.000134779+0.00260939j 0.00118817-0.0198159j 0.000778416-0.0254443j -0.0019999-0.00584086j 2.77991e-05-0.00732181j -0.00152104-0.000600705j -0.000953935-0.0286061j -0.000313631-0.0183138j 0.000188213-0.0106511j -0.00174756+0.00900003j -0.000238715-0.0342557j -0.00194739+0.0144815j 0.00186727-0.0032112j -0.00315861-0.0762836j 0.0173815-0.134797j 0.0123954+0.158822j 0.0258623-0.0840197j 
-0.000285211+0.00479184j -0.000387624+0.00722102j 0.0019646+0.00592271j 0.000301371+0.00345926j 0.00124907+0.00179734j -0.00165536+6.22952e-05j -0.000779824+0.00884252j -0.000343988-0.00193238j 0.00174081+0.0117412j -0.000720186-0.0126966j -0.0044138+0.00312653j 0.00299386-0.000402463j 0.000836621+0.00204254j 0.00277675+0.00477571j -0.00306643-0.00496126j -0.000305589-0.00455623j -0.000554506-0.00282111j 1.35864e-05+0.0185844j -0.00314417+0.0021162j -0.00221471+0.00376795j 0.00334427+0.00537731j 0.00164551-0.00266874j -0.00221039-0.00112671j 0.000310679+0.00969667j 0.00216892+0.0067492j 0.000781775+0.011738j 0.000566718+0.00419735j 0.00119001+0.00348282j -0.00068436-0.0129112j 0.00122682-0.00162096j 0.000784286+0.00675101j -0.000400022-0.00259405j 0.000193492+0.00122099j 0.000156149+0.00934337j 0.000494093-0.00748645j -0.000358311+0.00509243j 0.000188348+0.0154428j -0.00343529-0.00222173j -0.000415924-0.0538886j -0.0010528+5.92309e-05j 0.000725159+0.00926664j -0.00186476+0.00989492j 0.00230125+0.00432636j -0.00106426-0.0151069j 0.00135657-0.00273798j -0.000210691+0.00448843j 0.00221885-0.00426246j 0.000517944-0.0106062j 0.00217574-0.00476533j 0.000429446-0.00331293j -0.000414054+0.00172718j 0.000561059-0.000355838j 
0.00140659+0.00436282j -0.00467+0.000294272j 0.000281898-0.0173095j -0.000434027-0.00205386j 0.0012546-0.0151221j -0.00994004-0.00494448j -0.00431492+0.00252291j 0.0012179+0.00323155j 0.00459971-0.0282876j 0.00227035-0.0117634j 0.00495956-0.00235867j 0.000843778-0.00622571j -0.000866434+0.00180259j 0.00877119+0.0277219j 0.0024292+0.0135792j -0.00311217-0.00725083j -0.0022826-0.00836344j -0.00260307+0.0140798j -0.00519024-0.0163959j -0.00449327+0.00345907j 0.00203605-0.00651984j 0.00766417-0.00284504j 0.00550301-0.0045657j -0.00901523-0.00709587j -0.000332845+0.0290191j 0.00174615+0.0140929j 0.00562731-0.0126644j 0.00138013-0.017258j -0.000694467-0.00535723j 0.00527502-0.0228824j 0.00359519+0.00322662j -0.00293915+0.00413739j -0.0018512+0.00119655j -0.00390303+0.0350909j 0.00384097-0.00877862j 0.000177109-0.00829084j -0.00688908+0.0289829j -0.00656499+0.0126185j -0.00253844+0.0198631j -0.000778896-0.00753638j 0.000492847+0.00623603j -0.00341598+0.0235954j -0.00327804+0.00372456j -0.0014257-0.016273j 0.00172085-0.0250948j -0.00147597+0.0261891j 0.003085-0.0103428j 0.00228858-0.0157154j 0.0116359-0.038053j 0.00541755-0.0260471j 0.00261157+0.00396111j -0.000633905-5.19666e-05j 
-0.00592286+0.0117127j -0.00187345+0.0179503j 0.000122888-0.026616j -0.0012593+0.00457726j 0.00662533-0.0321541j -0.00839808+0.0281046j -0.00408275+0.0230312j -4.59499e-05+0.00109599j -0.000615014-0.0490648j 0.00423674+0.00189479j 0.00224219+0.0137366j 0.000192695-0.00218088j -0.000673439-0.00604988j -0.00696287+0.037803j -0.00862129+0.0245551j 0.00061826-0.0115271j 0.0040322+0.00234281j -0.00570297+0.0530878j 0.00498738-0.0131121j 0.00351326+0.00179573j 0.00181193-0.00277048j 0.00276465-0.0226271j 0.00595167-0.0128322j 0.00427224-0.00801468j -0.0047968+0.0518131j -0.00427026+0.0150707j 0.000842242-0.0406007j 0.00334443-0.0115091j -0.00680306-0.0168951j 0.00809393-0.0254868j 0.00154526+0.0450119j -0.00650428+0.0312166j 0.00288113+0.0214392j 0.00393355+0.0181359j 0.0014943-0.0409254j -0.000131846-0.0255197j -0.0022854+0.0991168j -0.00413062+0.052126j -0.00443096+0.0330806j -0.00129835-0.0248013j -0.00218025+0.0567525j -0.00745574+0.0727119j -0.00361007-0.0163534j -0.00202645-0.0576754j 0.00878937-0.00890604j -0.00194179+0.026797j -0.00145256-0.0163159j 0.00533082-0.0678108j 0.0143069-0.0656274j 0.00978549-0.0500304j 0.0062622+0.00688365j -0.00165049-0.00346616j 
-0.00102148-0.00168652j 0.000983499+0.00638463j 0.0030049+0.00270197j -0.000488422+0.00751874j 0.000198842-0.00152685j 8.11698e-05+0.00616471j 0.00179296+0.0124344j -0.000636259+0.0011976j 0.00195546+0.0108576j -0.000746033-0.00821402j 0.000412985+0.0116561j 0.00358181+0.0051291j -0.00130814+0.000345288j 0.00319077+0.012809j -0.00483168-0.010589j -0.00134774-0.0211365j 0.000797047+0.000796868j 0.000373823+0.0143417j -0.00199067+0.00447825j 0.000491694-0.00367309j 0.00112972+0.0113042j 0.00284087-0.00111092j -0.000527584+0.000300047j -0.000652487+0.0185045j 0.000636475+0.00603116j 0.000918795+0.0233825j -0.00212901-0.00323055j 0.000641601+0.0117663j -0.000911443-0.0246439j -0.00263075-0.0151613j -0.00198235+0.0236453j -0.000207159+0.0381111j -0.00228836-0.00417654j -0.00254852+0.00100216j 0.000354564-0.0130627j 0.00154568-0.00458918j -0.00239905+0.035947j 0.000213009-0.0378437j -0.00118736-0.104439j -0.00278164-0.0474083j 0.000127302+0.0291616j -0.00101183+0.0322263j -0.000665008-0.0130998j -0.000805296-0.00813744j -0.00197823+0.00564592j -0.00115435+0.00142962j 0.00131347+0.0117399j 0.000828581-0.0169294j -0.000939816-0.0108693j 0.000541089-0.00479699j -5.25494e-05+0.00401448j -0.000345358-0.00662202j 
0.00230846-0.00147087j 0.00207525-0.0039652j 0.0036502+0.00183232j -0.00371366-0.00065227j -0.00284792+0.0036239j 0.00607558+0.0146763j 0.00333606-0.00896805j 0.000743205+0.0035012j 0.00121785+0.00126467j -0.00384116+0.0069698j 0.00631497-0.00520521j 0.00255119+0.00609631j -0.0121784-0.00728822j 0.00391633-0.0114131j -0.00408083+0.00181672j 0.00191288+0.00349322j 0.00082467+0.00856574j 0.00106733-0.010223j -0.00328516-0.000799928j 0.00479074-0.00466065j -0.00482823+0.00229129j 0.0065808+0.00273729j -0.000895967+0.00413725j -0.00475288-0.00128586j -0.00343179-0.0111126j -0.00472754-0.0110802j -0.00228531-0.0033818j 1.42184e-06+0.00573538j 0.000727248+0.00171824j -0.00221385-0.00040284j -0.00193408+0.00164572j -0.000710412+0.0106229j -0.00581191+0.000892313j -0.0128644-0.0307158j -0.00150085-0.00369839j -0.00215897-0.012839j 0.00322913+0.0214259j 0.00240268-0.00984849j 0.000754898+0.0264533j 0.00114888-0.0236935j -0.000467787-0.00107122j 0.00121304-0.00568502j 0.000364988-0.0110205j -0.0033536+0.00821629j -0.00954342+0.00998595j 0.000523263-0.0109886j -0.00170431+0.00595976j 7.39794e-05+0.000239686j -0.00152199+0.00188157j -0.000582536+0.00704741j -0.00018838+0.000282565j -8.05507e-05-0.00269689j 
0.000927258+0.0203658j -0.00107221-0.000576836j 0.000684699+0.00254244j -0.000561198-0.00860049j 0.00111814-0.0168846j -0.00445309-0.0113191j 0.000159813-0.00579365j 0.00353758-0.0155407j 0.00172999-0.00990201j -0.000894392-0.00334065j 0.00155863-2.20583e-05j -0.00306799-0.0153228j -0.00252789-0.00344245j 0.00217598+0.00994527j -0.00826571+0.00855628j 0.00272563+0.0128184j -0.000622207-0.0222444j -0.00114577+0.0321199j 0.000185626+7.36493e-05j 0.00378584+0.0101158j 0.000228558-0.00993074j 0.00333343-0.0119199j 0.000493105-0.0192785j -0.00175139-0.0136236j -0.00175699+0.0131856j -0.00297253+0.00224193j -0.000316782+0.000933818j 0.00234049-0.00388841j -0.00181908+0.0121166j 0.00623221+0.00303477j 0.00155549-0.0166601j -0.000778806-0.0829025j -0.000821288+0.00761285j -0.00206662+0.0140625j 0.00128284+0.00273468j 3.55762e-05+0.0343492j -0.00158057-0.0321912j -0.00235793+0.0884704j -0.00183933+0.00738082j -0.00202582+0.0943241j -0.000422837-0.0132784j -0.00148347-0.00407259j -0.00121688+0.0335201j -0.00175764-0.0230758j 0.00302899-0.025225j 0.000110238+0.0044959j 0.00215542-0.0384934j 0.00227205-0.0134003j 0.00864967-0.00838484j 0.00231141-0.00364069j -2.66974e-05-0.000100493j 0.00289327+0.00200235j 
-0.000612061-0.00418095j -0.000576662+0.00120229j 0.00274537+0.00796726j 0.000275977+0.00326558j -1.56998e-05-0.00410397j -0.00147832-0.0029564j 0.00151989+0.00623128j 0.0011538-0.010235j 0.00122067+0.00939982j -0.000744661-0.00103631j 0.00107286-0.0020496j -0.000874121-0.00643325j 0.00278159+0.00236184j 0.00354903+0.00586119j -0.000392816-0.00966079j -0.00149927-0.0100801j -0.00173651-0.0232117j 0.000662747+0.016656j 0.00361135+0.00475562j 0.00312732+0.00876964j -0.00106271-0.00493614j 0.000730618+0.00970956j -0.000475624-0.00313602j -0.00185435+0.016415j 0.00164707+0.00765779j 0.00245344+0.0251211j -0.00137569+0.012384j -0.000553386+0.00453542j 0.000372421-0.0209424j -0.00055144-0.0326949j 0.000101903+0.0114013j 0.00150317+0.015238j -0.00244389-0.0150791j 0.00137226+0.0205919j -0.000875364+0.00537556j 0.0028613+0.0228992j -0.00778962-0.0353477j 0.0015479-0.00689655j -0.00300554-0.109426j 0.00516196+0.0187461j 0.000931202-0.0110514j -0.00352027-0.0176278j -0.00010909+0.00641421j -0.000337837-0.0104146j 0.000855861-0.00823701j -0.00204447+0.00587479j 0.002423+0.00968317j 0.00162402-0.00315721j -0.000350014-0.0142077j 0.000632695-0.00162678j -0.00168868+0.0070823j 0.00154035-0.00802942j 
0.00240236+0.0123833j -0.00120614+0.00472456j -0.00223919-0.0243909j -0.00307355-0.00160871j -0.000975891-0.00342384j -0.00328171-0.000653662j -0.00464603+0.00474339j -0.00280304+0.0256223j 0.000827055-0.0166688j 0.00444278-0.0118824j -0.00283517-0.010861j 0.00129402+0.012189j -0.0040761+0.00310931j -6.02507e-05-0.00414032j 0.00335714+0.0257307j 0.00209631+0.00206941j -1.99137e-05+0.0218925j 0.000630834-0.00953048j -0.00215169-0.0112788j -0.000449465-0.00324258j 0.00144067-0.0028679j 0.00144977-0.0180626j -0.000609499-0.00746211j 0.00273073-0.0234548j -0.00268596+0.00532562j -0.00417765-0.0180882j 0.00260884-0.030814j 0.00323765-0.0236261j -0.00125347+0.0388631j 0.000160626+0.0475952j 0.000774567-0.0329485j -0.00711383-0.0379104j 0.00180891+0.0292981j -0.00270422-0.028814j -0.00156304-0.00492857j 0.0013296-0.0120028j 0.00236443+0.0277105j 0.00630509+0.0302259j 0.000422658+0.158792j 0.00161606+0.00235803j -0.00121078+0.0029744j -0.000960991+0.0421926j 0.00161924+0.0229449j -0.00128513+0.0396855j -0.00170429-0.00572251j 0.00212952+0.0181368j -0.0054077-0.0128322j -0.00325004-0.0042604j 0.00165849+0.0149643j 0.000413163-0.0218228j 0.00517249-0.0144539j -0.00389932+0.0187597j 
-0.00185789-0.0154449j -0.00477881+0.00580767j -0.00527423+0.000234106j 0.000218834+0.0015463j -0.00326933+0.0232805j -0.00432384-0.0225151j -0.00275182+0.0111997j 0.010562+0.00604019j -0.00937849-0.0072135j -0.00633031-0.0325454j 0.000428901-0.0186527j -0.00255357+0.00525774j 0.00605674+0.019129j 0.00620917-0.00615319j -0.00532608-0.00904339j -0.00302796+0.00088598j -0.000392977-0.00691201j -0.00239592-0.0435736j -0.00137466-0.00786394j 0.00607416+0.00674516j 0.000446458-0.00444897j 0.00129956+0.0222597j 0.00186261+0.0114313j 0.003524-0.00894161j 0.00560969-0.00871985j 0.0021359-0.0117268j -0.000194125+0.0182365j -0.00443095-0.033325j 0.00528354+0.00805648j 0.000192892+0.0161456j 0.00666221-0.034277j -0.000703132+0.0282592j 0.000978419-0.0378709j 0.00705771+0.0807563j 0.00401251+0.0394959j 0.00247292-0.00750404j -0.0124883-0.046528j -0.00939336-0.0640852j 0.00241229+0.0451949j -0.000469481-0.0273539j 0.00336277-0.0419814j 0.00325345-0.0246367j 0.000688799+0.00606766j 0.00539058+0.0127811j 0.00698414-0.0244718j 0.000230777+0.0330593j 0.00901281+0.00380294j -0.00645392+0.0606454j 0.00355059+0.0218199j -0.0020113-0.0128576j -0.00160921-0.00871152j -0.00336439+0.0230869j 
-0.00352658-0.0112038j -0.00330056+0.0151783j 0.00706841+0.00638423j 0.000208993+0.00360142j 0.0050741-0.00951717j 0.00595314+0.0416305j -0.00371735+0.0286571j 0.00398316-0.031747j 0.0062814-0.0373429j 0.00305196+0.0111062j -0.00340855-0.0517201j 0.00110513-0.0367908j -0.00210027+0.0113332j -0.00657511+0.00515134j 0.000604645+0.0138498j 0.00313813+0.0165762j 4.72707e-05-0.0494777j -0.0041071-0.00768562j -0.000458584-0.00859778j 0.000277356+0.00587023j 5.19525e-05-0.0236681j 0.00110692+0.0110402j -0.000788387-0.00904069j -0.00225414-0.0125295j -0.00344617+0.0131113j -0.00207785+0.0103234j 0.000678641+0.00144251j -0.00240141-0.0322434j 0.000704523-0.0165995j 0.00383561-0.0637259j -0.00162522+0.0114736j 0.00253044+0.129372j -0.00383127-0.0523402j -0.000351096+0.0277919j 0.000658285+0.0175181j 0.000415321+0.00546265j -0.00404345-0.0459047j -0.00249205-0.00620714j -0.00257981+0.00352182j -0.000384871-0.00499346j 0.000185766-0.0840831j -0.00423225-0.0946107j -0.00187645-0.00166938j -0.00288035-0.00615635j -0.00177681-0.0186587j -0.00376505+0.0311456j 0.000635051+0.0201274j 0.00701183+0.0205523j 0.00106161-0.0507393j 0.00829227-0.0451399j -0.00089717+0.00528281j -0.00238456+0.00961673j 
0.00088244+0.0218013j 0.00140007+0.0377299j 0.00270401+0.0299312j 0.00168818+0.0162054j 0.00334572+0.0222648j 0.00555278+0.0049183j 0.00984872+0.0733166j 0.00227224+0.0185421j 0.005786+0.0403914j 0.00314782-0.0881694j -0.00434405-0.0288387j 0.00382461+0.0117324j -0.000519346+0.00130226j -0.00404734-0.000592564j -0.00397211+0.0105227j -0.00713047-0.0217346j 0.00147578-0.00566225j -0.000140669+0.00390497j 0.00144393-0.00953738j 0.00074489+0.000990305j -0.00233882+0.00173494j 0.00406935+0.00358801j 0.00504685-0.00480963j 0.00428746-0.000570361j 0.000685213-0.00593499j -0.00198745+0.00326695j 0.00391523+3.26057e-05j 0.00599016-0.0215175j 0.000129112+0.019198j 0.00235643+0.0607629j 0.00160943-0.0863226j -0.010563-0.07792j 0.00094999+0.00248567j -0.00142916+0.0209483j 0.00244118+0.0240641j -0.000629436-0.00485691j -0.000957003+0.030769j -0.00323111-0.0161295j 0.00157296-0.00745838j -0.00126947+0.00412074j -0.000880452-0.0373084j 0.00198911+0.0626409j -6.18411e-05+0.0629083j -0.00194847+0.0574953j 0.000998003-0.0465681j 0.00681375+0.0731409j 0.00337362-0.0255113j -0.0035716+0.0381982j 0.00663712+0.0339012j -0.00237861-0.038964j 0.00218424-0.0215019j -0.00381475+0.0418515j 
-0.00749685+0.0262538j 0.00928005+0.00893863j 0.00292859+0.0127526j -0.00260429+0.0318941j 0.00263947-0.0148082j -0.00798597+0.052577j 0.00707798+0.0976342j -0.011615+0.0522803j -0.00655179-0.00120756j -0.00531996+0.0122515j -0.00306167-0.0720857j -0.00316872-0.0514155j -0.00552174-0.0209664j 0.00233642+0.00484509j 0.00506547+0.0253747j 0.000993072-0.0294676j 0.000700712-0.0280171j 0.00114184+0.0377729j -0.00406169-0.0139518j -0.00190257-0.00207106j -0.000529373-0.0214493j 0.000593964-0.00504107j 0.00305637-0.00990683j 0.00754108-0.00551491j -0.00582348+0.0216083j -0.00604664+0.0274119j 0.00560247-0.0575754j 0.00956302+0.0123734j -0.00547307-0.0240733j -0.00695815+0.0245352j -0.00434977+0.00344977j -0.00719474+0.0386536j 0.00547115+0.0283614j -0.00222113-0.0716564j -0.00228331-0.00460042j -0.00177233-0.00455963j 0.0107255+0.0516806j 0.00715243+0.0365534j -0.000301935-0.00180175j -3.39908e-05+0.00289156j -0.00527409-0.052595j -0.00241581+0.019894j 0.00087817+0.0418619j 0.00118359+0.0302001j -0.00177224+0.0218393j -0.000920067+0.0928481j -0.00872856+0.0565105j -0.00133605-0.0515375j -0.00595699-0.0206789j 0.00114642-0.0194432j 0.00513396-0.00823531j -0.00597818-0.0140712j 
-0.00249285+0.0238703j -0.00122747+0.0118282j 0.00256105-0.00326147j 0.00364406-0.00102427j -9.9016e-05-0.0116119j -0.00652651-0.0347083j 0.00468395-0.057728j 0.00129772-0.0376019j 0.00196091+0.0397586j -0.00207434-0.0456243j 0.000378926+0.0581887j -0.000853907-0.00582049j -0.00196312-0.014877j 0.000146843-0.0214379j 0.000880052+0.0225598j 0.000618121+0.0775575j 0.000982488+0.00315106j 0.00429547+0.0262746j 0.000828295+0.0203835j -0.00103129-0.00410998j 0.000689509+0.0263117j -0.00288096-0.0404656j -0.00138017-0.046866j -0.00324128-0.0607461j -0.000599953-0.034661j -0.00568524+0.0230643j -0.00123823-0.0528567j -0.000266959-0.0249293j 0.00384369-0.0141437j 0.0131404+0.0977233j -0.00725957-0.02433j 0.00771502+0.204129j 0.000917563-0.0342281j -0.00320498-0.0121699j -0.00428884-0.032639j -0.00153463+0.00808264j 0.00996556+0.0134583j 0.00728215+0.0321469j 0.000464741+0.00208058j 0.000203129+0.0240018j 0.000127987+0.0193586j 0.00336446+0.0222937j 0.00142421+0.0173722j -0.0037659+0.0312563j 0.00368843-0.0251331j 0.00535096-0.0420466j 0.00529242-0.0727687j 0.000650671+0.0370799j -0.00128673+0.0225691j 0.0098454-0.00294119j -0.0049711-0.0233429j -0.00846593+0.0317101j 
0.0133698+0.00285143j -0.00625476-0.0418923j -0.0131842-0.0165684j 0.001934-0.000311425j -0.00936105+0.0301938j 0.00334604-0.11118j 0.00477335+0.00315765j 0.00592593+0.0766457j 0.00061527+0.00889215j 0.00316275+0.0593328j -0.00490896-0.0345425j 0.000709895-0.0414931j -0.000148747-0.041572j -0.000839144-0.00804828j -0.00173584-0.00387998j -0.0052321-0.0155081j -0.000807642-0.0062216j 0.000916145+0.00944702j -0.00111847-0.0102126j 0.00218995+0.00850468j -0.00172441-0.00463088j 0.00323355+0.0108111j 0.003606+0.0251509j 0.00484627-0.0210381j 0.00237836-0.0164574j 0.000174282+0.00696091j 0.00354187-0.0474303j 0.00376413+0.0552368j 0.00047942-0.055234j -2.18348e-05+0.101843j 0.00847711+0.0243684j -0.00164839+0.0670655j 2.98041e-05-0.0199271j -9.19877e-06+0.0168549j 0.00130891-0.0190491j 0.000356319-0.00515589j -0.00221414+0.0401419j -0.00220848+0.035021j 0.00507105+0.00457484j -0.000585867-0.00245415j 0.00339756+0.0106302j 0.00885915+0.027691j 0.00209346+0.000761046j 0.000209417-0.0594328j 0.00180121+0.0328576j 0.00900187+0.0636841j 0.00647194+0.0665044j -0.0109152-0.0564109j 0.00339905-0.0114955j -0.00393782+0.154158j -0.00170043+0.00738849j -0.00403763-0.0974905j 
0.0163685+0.0804949j 0.0178298-0.0671759j -0.00894943-0.0369113j -0.0141825+0.0146164j 0.00655019-0.0272753j 0.00559094+0.0707315j -0.0103863-0.065864j 0.000788477+0.104465j -0.00201583+0.0148972j 0.00559172+0.0183809j 0.00572596+0.0267614j 0.000856132-0.00718125j 0.00374651+0.0546937j 0.00220108+0.0214912j -0.00204035-0.0284822j 0.000645246-0.0155318j -0.00137467-0.0206597j 0.00215389+0.012593j 0.00153753+0.02175j 0.00177588+0.0144369j 0.000464182-0.000247298j -0.000757408-0.00688075j -0.00175707-0.0268513j -0.000138104-0.0476894j 0.0048864+0.0653425j 0.00680858+0.0831591j 0.00161293-0.0714181j -0.00594211-0.0639535j 0.00605682+0.00980431j -0.0136077+0.02466j 0.00021523+0.0682317j 0.00223066+0.0326389j -0.00519903-0.0253798j 0.00626429+0.0258696j 0.00374257+0.0124875j 0.00246711+0.0127483j -0.0146145-0.0522361j -0.00952205-0.0318269j -0.000688587+0.0178226j 0.000187954+0.00667816j 0.00415622+0.0287192j -7.99557e-05+0.0363191j -0.00164122+0.00592192j 0.00261672+0.0125128j -0.00456538+0.00290042j -0.00686462+0.0143207j 0.000101164+0.0117766j -0.0103739-0.0198572j -0.010794+0.0445681j 0.00263135-0.0872083j 0.00177028-0.0203092j -0.00808036+0.0448793j 
-0.000134159-0.000102765j -0.00022369+0.00216578j 0.000166878-0.00126569j 9.06853e-05-0.00225287j 0.000201838+0.000215932j -2.34039e-06-0.000440747j -0.000674651-0.000687654j -0.000442464-0.000769289j 0.000542016-0.00152818j 0.000409571-0.000735795j -0.000226379+0.00169024j 9.91018e-05+0.0018894j 0.000292819-0.000701873j 0.000261195+0.000771699j 0.000320808-0.0013322j -0.000518944+0.000222863j 0.0004455+0.00188115j 0.000155314-0.000312718j -4.96438e-05+0.000936783j -0.000284395+0.000214796j 6.04774e-05+0.000347956j -0.000421003-0.000582258j 5.56093e-05+0.000285702j -0.000841202+0.00140739j -0.000154657-0.000286887j 0.000560069-0.00123027j 0.000650462+0.00197499j -0.000385316-6.17806e-05j -0.000277944+0.00154875j 0.000195523-0.00208484j 0.000554769+5.08787e-05j -0.0004959-0.00305856j 0.000399543+0.000895106j 0.000135044+0.000161007j -0.00599368-0.00299543j -0.00125754-0.000320112j -0.00244325-0.000959857j -0.000900729-0.000404769j 0.0001024-0.000147893j -0.00108473-0.00024856j -0.00493548+0.00203753j 0.00300394+0.00254827j 0.00146011-0.00096523j -0.00224272-0.00194931j 0.000459136+0.000636721j -0.00243417-0.00413031j 0.000126283+0.000364128j 7.1056e-05-0.000460696j 0.000183921-0.00133562j -0.000120584+0.00212551j 0.000135558+0.000773371j 0.000181389-0.00191097j 
-0.00024976-0.000448497j 0.000412449-0.00128185j -0.000289946+0.00152555j 0.000324226+0.00202005j -0.000120241-0.000891155j -0.000234601+2.97555e-05j 0.00103611+0.00171303j -6.86096e-05+0.000471038j -0.000725103+0.00169233j 6.53504e-05-0.0012734j 0.000805184+0.00138704j -0.00063089+4.50876e-05j 0.000765781-0.000776332j -0.000579157-0.000274208j 0.000702669+0.000263369j -0.000463022-0.000614359j 4.3958e-05-0.00119485j -0.00011398+0.000515601j 0.00084679+0.000341451j 0.000428301-8.43215e-05j -0.000623244+0.000751187j -0.000969938-0.000321484j 0.00110596-0.00018832j 0.000419792+0.000583079j -0.000471244-0.000202319j 0.000291672+0.00120182j 0.000792782-0.000671996j -0.000700877+0.000718186j -0.000429428-0.00184097j 0.000574043+0.00159235j 0.000473969+0.000294645j 1.78886e-05-9.62616e-06j 0.00162385+0.000657219j -2.07781e-05-0.000544737j 0.00197646+0.000459647j -0.00886223-0.00153911j -0.00432894+0.000642926j 0.00508222+0.00109925j -0.000662209-0.00311428j -0.0061114-0.00101812j 0.00243297+0.000322487j -0.00200078+0.00112522j 0.00806676+0.00307232j -0.00155818+0.000918271j -0.000921369-0.000840069j -0.00129477+0.000871859j 0.000380344-0.00122484j -0.000510587+0.00168761j 0.000419668+0.00251494j -0.000104249-0.00396285j -0.000132488-0.000940129j -0.000103859+0.00317137j 
-0.00102145-0.00188949j -0.0024451+0.00481463j 0.000124261-0.000362522j 0.000885104-0.00188921j 0.00081312+0.000851174j -0.00440324-0.005133j -0.000381998+0.00175298j 0.000705426-0.00515362j -0.00159278-0.00200993j -0.00224311-0.00283998j 0.00101165+0.000245934j 5.99597e-05+7.27437e-05j 0.000221216-0.00171028j 0.00289898+0.000570544j -0.00113482+0.00166936j -0.000600107+0.00123664j -0.000633409+0.000669772j -0.000338771-0.000152408j -0.00179409-0.0017926j 0.0020269-0.000370429j -3.51529e-05+0.000126716j 0.00213249-5.69488e-05j 0.00157101+0.00059619j -0.00180399+0.00118565j 0.002182-0.00171552j -0.000996085-0.0034159j 0.00148754+0.00358978j -0.00157989+0.000836127j -0.00416113+8.35841e-05j 0.00356994-0.000787509j -0.000381836-0.00474047j -0.00352602+0.000432985j -0.00680226+0.0019846j 0.0222762+0.00410438j 0.00197982-0.00023856j -0.000850909-9.84023e-05j 0.000355723+0.00120375j -0.000816541+0.000555053j 0.00150039-0.000164408j -0.000857302-8.38977e-05j 0.00261341+0.000143066j 0.00442098-0.000345896j -0.00141488-0.00107014j -0.0163565-0.00389445j -0.0087976-0.00519658j 0.00939567-0.000128196j -0.00555358-0.000750265j 0.00495279-0.000371628j -0.00106929-0.00360195j 0.000638969+0.00658784j 6.59782e-05+0.00125647j 0.000411644-0.00425652j 
-0.00770436+0.0681638j 0.00893455+0.105151j 0.0113756-0.0165748j -0.00578917-0.062613j 0.0128591+0.0452511j 0.00103007+0.0406701j -0.00827423-0.0270064j 0.00315875+0.013748j 0.00043439+0.00401174j 0.0021682-0.0234524j 0.00445774+0.0175811j -0.00159384+0.00920438j 0.00220048+0.0345812j 0.00116094+0.00690334j -0.000218353+0.00299754j 0.00266261+0.0107924j -0.000493736-0.00342729j 0.000252269-0.00301516j 0.00171009+0.00514336j -9.25875e-05+0.00775552j 0.000967963+0.00556839j -0.00286575-0.0226464j -0.0035678-0.0289588j -0.00603665-0.0245974j 0.00213193+0.0269947j 0.0052959+0.00981435j -0.00656159+0.00849185j -0.00567184-0.0837456j 0.00144889+0.106558j -0.00125031-0.0138202j -0.00318583-0.0798007j 0.00349101+0.0226959j -0.00204045-0.0226105j 0.00134586+0.0199056j 0.000284253+0.0105421j 0.000522371+0.00849839j -0.00409184-0.0570953j -0.00219164-0.036385j -0.0046042-0.00561462j -0.000165082+0.00198283j 0.000301146+0.0287469j -0.00568227+0.00701241j -0.00258733-0.00732443j -0.00108509-0.00265028j -0.000430819-0.00329481j -0.00696337-0.033877j -0.00057991+0.0368009j 0.00173908-0.092227j -0.0043799-0.101655j 0.00609807+0.196551j 0.00511207+0.0317129j -0.00217836-0.155032j 
