0.0140796-0.000965654j -0.0016321+0.0559632j 0.0019115-0.0567424j 0.00578907-0.00931063j -0.00399303+0.00613622j -0.000608103+0.0322519j 0.00891156+0.00788558j -0.000764858+0.0261763j -0.00409274-0.00422025j 0.00438967-0.0088913j 0.000794567+0.00889762j -0.0168103-0.0407917j 0.00554199+0.00324237j 0.0276292+0.0140265j 0.00207427-0.00959532j -0.00487142+0.0136078j 0.00593191+0.0355873j 0.000573983+0.012215j -0.00125479-0.00859358j -0.00104688+0.0199889j 0.00243972+0.0104997j -0.00130968+0.0181099j 0.000508158+0.00669497j 0.00282107+0.0320564j -0.0060107+0.00714445j 0.00112358-0.0206622j -0.00548349-0.0190827j -0.00201882+0.0338281j 0.001243-0.00162851j -0.000345928+0.00408718j -0.00259519+0.00638365j 0.00202642+0.0164043j -0.00165115+0.0195012j 0.000604781+0.0161924j -0.00700644-0.000193198j -0.0043808-0.00218538j -0.00307979-0.0613903j -0.00164162+0.00269241j 0.00817921+0.0425127j -0.0149337-0.00619314j 0.00137421-0.0146747j -0.0175507+0.0515225j -0.019706+0.0705983j -0.0539233-0.028835j -0.0055-0.0164875j 0.00388612+0.0981419j 0.017008+6.77804e-05j -0.000319019-0.0219701j -0.00202077-0.0569097j 0.00338492+0.0295059j -0.0024154-0.00540551j 0.00226546+0.0134752j -0.000133897-0.0145852j 0.000702682-0.0467189j 0.0152291-0.00327084j -0.00516051+0.024045j -0.00159045-0.00916927j 0.00283411+0.00297429j -0.000415279+0.0272994j 0.00159398+0.0359053j 0.00330483-0.00985403j -0.00758333-0.0251774j -0.000849771+0.0447574j -0.0137188-0.0922486j -0.000347823+0.0265262j 0.00141032-0.029335j 0.0103862-0.230514j 0.0110804+0.342208j 0.019912-0.270401j 
-0.0038014-0.000509247j -0.00263897+0.0196242j 0.00339363+0.0190858j -0.0033548-0.0005154j -0.00947752+0.00925099j 0.00185121+0.00247437j -0.00311518+0.00651884j 0.00222361-0.00402427j -0.0116164+0.0025059j 0.00150356-0.00706482j -0.00750805+0.00173755j 0.00170461-0.00661788j 0.0104945+0.0030718j 0.000278383-0.000683357j -0.00356565-0.0160145j -0.00292194+0.00400921j -0.00871912-0.00208476j -0.000705645+0.00262725j -0.00973677-0.00244693j -0.00281048-0.0196116j 0.00232739+0.00562467j 0.0129133+0.0258079j 0.0025318+0.014071j 0.00079712-0.0209862j -0.0158309+0.0178801j -0.00869856+0.00833347j 0.00760207+0.00641534j -0.0177573+0.0214747j -0.00181901-0.0184812j 0.00184478+0.0038088j 0.0111499+0.00511448j 0.00681531-0.0120249j -0.0173653+0.00515526j -0.00735044-0.0220563j 0.000109049-0.0047159j 0.00044115+0.00332567j -0.0020109+0.00291119j -0.00103748+0.0234255j 0.0059839+0.0073229j 0.00865095+0.0287592j 0.010063-0.00629636j 0.00515449+0.0130182j -0.00353418-0.00379238j 0.00367098-0.0219457j -0.00554354-0.0156318j -3.79756e-06-0.0150606j -0.00388591+0.00314948j 0.00183511+0.00388448j 0.0010947-0.0137924j 0.00513476+0.0594757j -0.00327367-0.00696949j -0.0293915-0.00041701j -0.0253205+0.0219699j 0.00376566-0.000925981j 0.00707172+0.0412317j 0.00455786-0.0372603j 0.00265732-0.0132684j -0.00113123+0.00316837j 0.00388054+0.000497004j -0.000660813-0.00565645j -0.00553446+0.00209227j -0.00120323+0.00432626j 0.00376659-0.0080986j -0.00328042+0.0484816j 0.00012767+0.116685j -0.000464634+0.0449252j -0.00234706-0.0911778j -0.00119068-0.00479117j 3.7155e-05+0.071809j 
-0.0104671-0.0493976j -0.0035798+0.0172656j 0.000319108-0.0286437j -0.0161627+0.0116407j 0.0131293-0.0121828j -0.000443253-0.011824j 0.00296731+0.00546181j 0.00602127-0.00730258j -0.00938671+0.0116234j -0.000861715-0.00432733j -0.000890177+0.00910268j -0.000262987-0.0185051j -0.00719345+0.00692043j -0.00283064+0.0147243j -0.000166022+0.0322665j 0.0172046-0.0210604j -0.00575369+0.0242239j -0.00134508-0.0174419j -0.0046706-0.0239837j -0.00390241+0.012363j -0.015973+0.00252756j -0.00710056+0.034844j -0.0119225-0.00110624j 0.0309787-0.00294084j 0.0167728+0.0309009j 0.0266323+0.00174419j 0.00735136+0.0276258j 0.00107329+0.00822021j -0.0157996-0.00895937j -0.00244823+0.00916182j 0.00450197+0.00149259j -0.00199146+0.00036262j -0.0109739+0.011313j -0.00839875-0.0192951j -0.00292714+0.00684727j 0.0131163+0.00587415j -0.017122-0.00957497j 0.00503333+0.0284985j -0.00124162-0.0114189j 0.00109205+0.0364638j 0.00775755-0.0120988j -0.00925363+0.00423431j -0.0106607-0.00468388j 0.00453545-0.0218916j 0.00468735-0.0318968j -0.000218381+0.0103909j -0.000335773+0.019105j -0.00538966-0.00479377j 0.000416552-0.0607801j 0.000686733-0.0252132j 0.00311117-0.014782j 0.0120119-0.0143897j 0.00854703+0.00782574j -0.000225609+0.0356767j 0.00607846+0.0438045j -0.00586173-0.0329573j -0.00422092+0.00870721j -0.000663012+0.0283969j -0.00257827+0.00165742j 0.0014288-0.0187144j 0.00153063+0.0167041j -0.000822007+0.0312262j 0.00496168+0.00251529j 0.000166275+0.0532903j 0.000116672+0.00403259j -0.000320981+0.0459901j -0.00237709-0.109194j 0.00289688-0.00314684j -0.000358211+0.0529363j 
0.00847671-0.000272079j 0.018845-0.00355128j 0.0424875+0.00758076j -0.0228085+0.0221493j -0.0158004-0.0166802j -0.000719602-0.0129775j -0.00402056+0.000113264j 0.0168608-0.0069335j 0.00809452+0.00548688j 0.00144126+0.00477426j 0.0178406-0.00478424j -0.000627724-0.00211626j -3.96106e-06+0.0159287j -0.00364406+0.0105461j 0.00228255+0.000490096j -0.000257651-0.0186244j -0.00391702-0.0279431j -0.0049629-0.0240761j -0.0484048+0.0228723j 0.0306859+0.0374201j 0.0281286+0.0260165j 0.0582089+0.0159746j -0.0192158-0.0122204j 0.0143519-0.002407j -0.0640095+0.0279825j -0.0723557+0.00624495j 0.0076909+0.0151182j -0.0278974+0.0148531j -0.0450556+0.000561697j -0.0272591+0.00208809j 0.0546516+0.00722724j -0.0256311+0.0124636j -0.0335301+0.00586738j -0.0194862+0.000859464j -0.0221998+0.0123852j 0.0068501+0.00369688j 0.00587702-0.00224543j 6.35328e-05+0.0110747j 0.00295509-0.0161449j 0.00454805+0.0375458j -0.000850467-0.00774781j -0.00237907+0.0110744j 0.0105989-0.00670833j -0.00141051-0.023373j 0.00299682-0.036031j -0.00642288-0.0176601j 0.00524641+0.00239263j -0.000882761-0.0899108j -0.00296648-0.00613197j -0.00187851+0.0124692j 0.00228898+6.88894e-05j 0.00956615-0.0129122j 0.00762114+0.0182377j -0.00215256+0.01245j 0.00206822+0.0441246j -0.00187521-0.0220009j 0.00204732-0.0332056j -0.00372778+0.00531536j -0.00713506+0.0287341j 0.00286948+0.00495185j -0.000991869+0.0132253j 0.00101654+0.0109475j 0.00141471-0.0345644j -0.002941+0.0347989j -0.000359407-0.034772j -0.00230813+0.130926j 0.00119764-0.108013j -0.00321617-0.00228525j 0.00202376+0.0611862j 
-0.0010597-0.033987j -0.0221893+0.026689j 0.0186629-0.00746167j 0.0232743+0.0338022j 0.00354899+0.0144815j 0.00337642-0.00492087j -0.00674889+0.0109666j 0.0111838-0.0106927j 0.00674096+0.000969226j -0.00858489+0.00323307j -0.0158689-0.000610213j -0.00914721+0.0188337j 0.0108695-0.00806877j 0.0100312-0.00134872j -0.0043304+0.00401298j -0.00400344-0.00994014j -0.0204199+0.0807607j 0.0152342+0.0733114j 0.0138321+0.0334235j -0.00416128-0.00383599j 0.0209729+0.000666861j 0.0221352-0.000419397j 0.0279635+0.0164606j -0.0381316-0.00291048j -0.00899935-0.0195018j -0.0634985+0.00118773j -0.0063224-0.0233002j 0.0244383-0.0247443j 0.026717-0.00117615j 0.00391814+0.00115164j -0.0143302-0.00404135j 0.0140662+0.000402239j 0.00920949-0.000465429j 0.00556495+0.0105368j 0.0168303-0.0145951j 0.00644157+0.000714028j -0.0127745-0.0259797j -0.0101551-0.0429704j -0.0135449+0.0420847j 0.0151258-0.0452222j 0.0203508+0.0152579j 0.00133915+0.00255445j -0.00262552+0.0222269j 0.00407798+0.0478616j 0.00375574+0.0582747j -0.00282385+0.0755547j -0.0102813-0.0063997j 0.00947422-0.0367763j -0.00250724+0.0330993j -0.00414939-0.00443814j -0.00165268+0.0257391j 0.00354514+0.00297593j 0.00202312-0.026052j -0.00329366-0.0180711j -0.00222205-0.0569646j 0.00219621+0.0240742j 0.00307228+0.0305029j 0.00164819-0.000408738j -0.00094753-0.0313773j -0.00320405+0.0057681j 0.000323025-0.0151585j -0.00395112-0.00792803j 0.00358426+0.0109949j 0.00382876-0.0321451j -0.000122148-0.0142754j 0.000396046-0.0817686j -0.00213027+0.179825j -0.00130476-0.00371355j -0.00307274-0.0990498j 
-8.38091e-05-0.119251j 0.00907279+0.0216453j 0.013763+0.0343758j -0.0459187-0.00954924j 0.0114271+0.00803469j -0.00100744-0.0250603j -0.0190355-0.0253384j -0.00226791-0.0094465j 0.0049492+0.00412001j 8.33538e-05+0.0108535j 0.0063097-0.00671108j -0.00688391-0.0159833j -0.015418+0.0197182j -0.00579152+0.00615543j -0.000570647-0.0415659j 0.0175271+0.00629527j -0.0127464-0.0466602j -0.00127297+0.0789812j -0.000366149-0.0386569j 0.00259381+0.0254352j -0.0121305-0.0108948j 0.0102173-0.0143202j -0.0119126-0.0103353j 0.0333892-0.00130645j -0.00302918+0.00465625j 0.0149231+0.00103954j 0.00481118+0.00438262j -0.00525705-0.00279678j -0.0197996+0.0138962j -0.00238697-0.000734816j 0.0218834-0.00440007j -0.0117869+0.0028001j -0.0126949+0.000207994j -0.0117368+0.015626j -0.00725958-0.00166195j 0.00781192-0.012988j -0.030628+0.0294995j 0.00156224+0.00174962j -0.000336544-0.000731323j 0.00260934-0.00584j 0.000108748-0.0348614j -0.0152096-0.00179517j -0.0113237+0.00901919j 0.0154351-0.00975099j 0.0140093-0.0097938j 0.000272084+0.0338756j 0.00196845-0.0161169j -0.00577786+0.00188334j 0.00259202+0.0478707j 0.00190613-0.00301731j 0.00183447-0.00415033j -0.00398674-0.0187947j -0.00353955+0.0225432j -0.000519128+0.0245726j -0.00558488-0.00345963j 0.00421585+0.00303402j 0.00190611+0.0181991j -0.00253486+0.00368752j -0.000458092-0.0186597j -0.00559399-0.0518531j 0.000126171+0.0388886j 0.00652659-0.0354065j -0.00346941+0.0203595j 0.00452066-0.0256441j 6.27233e-05+0.00980011j -0.00131742+0.0625701j -0.00279033+0.00328705j 0.00421992-0.0386452j -0.00857519-0.0192384j 
-0.0252708+0.00535044j 0.0107745+0.0694954j 0.00494016-0.0354597j 0.000499375+0.0567591j -0.0207934+0.00314386j 0.0147852-0.002081j -0.000392656-0.0018139j 0.00312025+0.0166823j 0.00338088-0.0145616j -0.00553778-0.0042453j -0.0110224-0.0206012j 0.00105236-0.0188393j 0.0191239+0.0317928j -0.00144264+0.00890476j -0.00516585+0.059262j 0.00114891-0.00497429j -0.0163283-0.0808425j -0.0192233+0.0345422j 0.0242002+0.0243348j -0.00575685-0.0117667j 0.00335579-0.00661816j 0.0211404-0.00103301j 0.00438673+0.0119203j -0.0284918-0.00501978j -0.0287227+0.00733027j -0.00517728+0.0088654j 0.0258589+0.0169043j -0.0148191+0.00211293j 0.0167472-0.0133931j 0.000447443-0.0128919j -0.0178451+0.00611774j 0.00930918+0.0032389j -0.00774778-0.019524j -0.00168008-0.0223469j -0.00415257+0.0124218j -0.00520902+0.0100272j 0.000374715+0.0467591j 0.0115818+0.0340272j 0.013507-0.0185125j 0.00674017+0.000727487j -0.00682197-0.0341366j 0.00534905-0.0235787j -0.0202416+0.00145738j 0.00471139-0.020648j -0.0138974+0.00817349j 0.0127013-0.0526572j 0.0011658+0.00624966j 0.00584651-0.0417259j -0.000736057-0.0751078j -0.000455754+0.0416005j -0.00153504+0.00384058j 0.00260423+0.00614792j -0.00262321-0.00485748j -0.00202078-0.00774807j 0.0153263-0.0261967j -0.00668446+0.0116974j -0.00541417+0.00906261j 0.00141229-0.0112595j 0.00290054-0.0180479j 0.00831115-0.0346904j -0.000963668-0.00557931j -0.00159915-0.0227326j 0.00857102+0.0142837j -0.00432809+0.0134161j -8.07483e-05-0.000453162j -1.8402e-05-0.0153979j -0.00357357-0.0245175j 0.00647905+0.0343105j 0.00256207-0.0131134j 
-0.0173711-0.00871709j -0.0411331-0.0278461j -0.00184808-0.0597281j 0.0212014-0.034995j 0.00532059+0.0439066j 0.00208978-0.000108624j 0.000128423-0.0224615j 0.0110204+0.0221314j -0.0103175+0.0107372j -0.000526661-0.00318462j -0.00926024+0.0024932j -0.00913169-0.0591256j 0.00359406-0.025574j 0.00882363+0.0279535j -0.0133886+0.112832j 0.0146091+0.11503j -0.0103996-0.0322265j 0.0111568-0.0143886j 0.0042946+0.0099576j 0.0074907+0.020309j -0.000496352-0.00256791j 0.00148875+0.0291333j 0.0315523-0.003031j -0.00934751-3.34173e-06j 0.0155388+0.0188166j -0.0215166-0.00536631j -0.00308982+0.0365624j 0.0117883+0.0380674j 0.0102307-0.00218354j 0.00283653-0.00440313j -0.013753+0.0157525j 0.0128308+0.0245207j -0.00259556-0.00771313j -0.00325686-0.00818188j 0.01134+0.0149683j 0.0100983+0.003261j -0.0200409+0.0269308j -0.00285899+0.0755298j -0.00951578-0.0185612j 0.00585365+0.0848499j 0.0184862-0.0102239j -0.0030257+0.0407054j -0.00813614+0.0165749j 0.0103909-0.0442508j 0.00787687-0.106679j -0.00572742+0.015122j -0.0111074+0.0553881j 0.00338001+0.0136149j -0.00191792-0.00627559j -0.000976302+0.00455099j 0.000503745-0.0248471j 0.00136308+0.0012501j 0.000286848+0.0112109j -0.00142191+0.0430425j -0.001343+0.0521326j 0.000941368-0.0432295j 0.00175628-0.018531j 0.00137774-0.01539j -0.000848572-0.037245j -0.00426571-0.00926676j 0.000927998-0.0298084j -0.00198276-0.00983766j 0.00332983-0.029476j 0.00383213+0.0560842j 0.000256947-0.00261213j 0.000344568-0.0564034j -0.0016939-0.0854961j -0.0022769-0.0134949j -0.00390521+0.0592055j 
-0.0555636-0.0510143j 0.0178954-0.16145j 0.00268325+0.0158551j 0.017814+0.012591j -0.0216055-0.00571651j 0.0280188-0.000836056j 0.0154238-0.0153251j 0.0126593-0.0157526j -0.0105127+0.0254506j -0.0119293-0.0229242j -0.0104015-0.0057542j 0.0312305+0.0341009j 0.00727235+0.0123356j -0.0169337-0.00933337j -0.00387293+0.0923091j -0.00087861-0.100958j -0.0126203-0.00117963j -0.0159999+0.0245033j 0.0139332-0.00465204j 0.00739698-0.00315422j -0.00252126+0.00446634j 0.00821543-0.00934719j 0.0126796+0.0131953j -0.0394786-0.00716392j -0.0218727-0.000849122j -0.00257177+0.00908252j 0.0163413+0.00126849j -0.0302547-0.0205421j 0.0176399-0.00709772j -0.000321714-0.00218706j -0.0290846+0.00579464j 0.0152413-0.00964151j -0.0131947-0.00557711j -0.00268161-0.00722388j -0.0122921-0.00857716j -0.00742267+0.00749596j 0.000368031-0.0161957j -0.00181437-0.000702297j 0.0226536-0.0127227j -0.0101008+0.00719656j 0.0019865-0.0282501j 0.0114445-0.0418066j -0.00909478-0.00825102j 0.00242337+0.0149169j -0.016362+0.00610233j 0.0110223-0.0056854j -0.00772069+0.0534118j 0.00525796-0.0470353j 0.00231744+0.0562652j -0.00434068-0.00158423j 0.0020344+0.0137858j 0.0010944+0.00274562j 0.00095745-0.00523727j -0.00374424+0.00414199j -0.0153774+0.0145209j 0.00816508-0.0079954j 0.00404705+0.0329257j -0.00214812+0.0241078j 0.000927286-0.0290153j -0.0024654-0.0128123j 0.00234167-0.0012904j 0.00696084-0.0248278j -0.0037725+0.0232943j 0.000980763+0.0175066j 0.000451314-0.00868442j -0.000223875-0.016311j -0.0040923-0.036289j 0.000163525-0.0348166j -0.00639296+0.0281858j 
-0.00819295+0.140484j -0.0439182-0.0608185j 0.00262703+0.0246182j -0.00138194-0.0032945j 0.00634295+0.0140049j -0.00277901+0.0207447j -0.00186498+0.00470565j 0.00478779+0.0104945j -0.00635087-0.01308j 0.00555942-0.00193142j -0.00186827-0.000231305j -0.0162499+0.0329674j -9.38688e-05-0.0349389j 0.0100244-0.0161785j -0.0174383+0.0324821j 0.0193924+0.0664066j -0.00101737-0.0335462j 0.00727681-0.0135702j 0.00264465+0.00327698j 0.00960728+0.0130047j -0.00273252-0.00430623j 0.00419554+0.00767344j 0.0257262-0.012052j 0.0143011-0.0157332j 0.0125922+0.0117834j -0.0104649-0.000921378j -0.00264471+0.0188375j 0.0132851+0.00918498j -0.00303757+0.0014749j -0.000762005-0.00187086j -6.90837e-05+0.00406419j 0.0075532+0.00808004j -0.00560354-0.00660248j -0.00818281-0.000261925j 0.00495662+0.0136747j 0.00854601+0.00202988j -0.0205718+0.0216144j 0.00830381+0.0265711j -0.0143289+0.00445611j 0.0143328+0.020067j 0.0023188+0.00612673j -0.00676877+0.0214226j -0.00283417-0.00649585j 0.0141209-0.0391371j 0.00364314-0.060226j -0.0112979+0.0152217j -0.00488678+0.0253826j 0.000415183+0.0158079j -0.0074667-0.0208988j 0.00271953+0.00078919j -0.00113923-0.0197664j 0.0024435-0.010429j -0.000204961+0.0167175j 0.00137463+0.0328537j 0.0158677-0.0158181j -0.0081603-0.00938512j -0.00439775-0.0144393j 0.00189899-0.0259094j -0.00121369-0.0176393j 0.000740477-0.0212407j -0.00077025-0.0204723j -0.00518035+0.0149475j 0.00999479-0.0566456j 0.00108212+0.0581637j 4.75922e-05+0.00356301j 0.000110555-0.0213949j -0.00115045-0.0776585j -0.0048248+0.000845934j 0.000953044+0.0555491j 
0.0326597+0.147588j -0.0145606+0.162048j 0.0127746-0.0227464j 0.00881013+0.128752j -0.00150389-0.0209168j -0.00644011+0.00437925j -0.000396082+0.0584557j -0.00638198+0.0247207j 0.00109509-0.0651919j 0.00246907+0.0165611j 0.00112671-0.0137136j -0.00201066+0.0215569j 0.00584822+0.0264516j 0.00383369-0.000873173j -0.0065416+0.0279685j -0.0207685-0.00606281j 0.0192322+0.0131903j 0.0159148+0.0125153j -0.0128945-0.019512j -0.0129609+0.0292432j 0.00945306-0.00806371j -0.00920118-0.00864779j 0.000813743+0.0454537j 0.0140397+0.00845613j -0.00230237+0.00690751j -0.00894519-0.0047227j -0.015265-0.0201224j 0.00546369-0.0142378j -0.000243741-0.00719448j -0.0017229-0.00237381j 0.000449436-0.00547818j 0.00494691+0.00540491j -3.26627e-06-0.0174104j 0.00202812-0.0152252j 0.00102909-0.00246295j -0.0024377+0.0133849j 0.00902568-0.0566098j -0.00729172+0.0277596j -0.0030078-0.00765568j 0.00418087+0.0430659j 0.00601576-0.0625219j 0.00206439-0.0723328j 0.0214199-0.0473346j -0.0108235+0.0668963j -0.00461396+0.000557484j -0.00254407+0.00958653j -0.00549388-0.00125723j -0.00146028+0.0117385j 9.04641e-05+0.00295109j -0.00131302-0.00276364j 0.00126248-0.00228448j -0.0032151-0.00156071j 0.000997593+0.00206682j 9.09077e-05+0.00179071j -0.0198568-0.00648788j 0.0111727-0.00672856j 0.0095116-0.0197965j -0.00108-0.0110855j -0.00204644+0.00962712j -0.00872694+0.0240804j 0.00252492-0.0134199j 0.00332646-0.00433437j -0.00992712-0.0117397j 3.99468e-05-0.0048367j 9.61176e-05+0.00176183j 0.000443185-0.0017859j 0.00468012-0.0135229j -0.00776759+0.0235885j 0.000345712+0.0456764j 
-0.0138957+0.160608j -0.0324374-0.133292j 0.00732417+0.100901j -0.0104182+0.0063107j 0.00261706-0.00849415j 0.00245817+0.0306993j -0.00102903+0.0136084j 0.00161996-0.0142559j -0.00262696-0.0134125j 0.00308323-0.00588667j -0.000648517-0.00216553j -0.00394431+0.114204j -0.00338072-0.0363364j 0.00162023-0.0551278j -0.0215081-0.0403319j 0.0140336-0.0198753j 0.00127588-0.00497432j 0.0030203+0.0264765j 0.00933299+0.00426165j 0.00461495+0.00359598j -0.00209326-0.0167612j 0.00536115-0.0161766j 0.0213582-0.0195721j 0.0148175-0.037076j -0.000165585-0.0127411j -0.00418264+0.0130518j -0.00104226-0.0107277j 0.0060209-0.0401958j -0.000790724+0.00330889j -0.001346+0.0040481j -0.00333658-0.00605945j 0.00737284-0.0266983j -0.00665961+0.00733161j -0.00636137+0.0151867j -0.00173029-0.0066878j 0.00479853-0.00613137j -0.0208168-0.00700425j 0.00483729-0.0515836j -0.00380567+0.027084j 0.00478824-0.0746332j -0.00457477+0.0152808j -0.00814673-0.00036388j -0.00259532-0.0314722j 0.015483+0.0409652j 0.00650955+0.0494118j -0.00282211+0.0379193j -0.00652821+0.010189j -0.000549701+0.00358887j -0.00197282+0.00816062j -0.000279569-0.00351678j 0.00136996-0.00713745j -0.00100104-0.0031833j 2.36745e-06+0.00676376j -0.00157261+0.0160899j -0.0117239+0.0146961j 0.0068955-0.0167288j 0.00447805-0.015835j -0.00144975-0.00844668j -0.00111277-0.00965587j -0.00921819+0.0205066j 0.00216565-0.0146745j 0.00653286-0.0408807j -0.00484663+0.0213226j 0.00695302-0.0353816j 0.000270672-0.00637164j -0.000275461+0.00799824j -0.000341913+0.0634757j -0.00266018-0.0273567j -0.00849933-0.0241034j 
