-0.053947-0.0724518j -0.0166071+0.0296594j 0.0269379-0.0526597j 0.0257285-0.0454368j 0.0254712+0.0456013j 0.0266626+0.0395396j 0.0161622-0.093058j -0.147119+0.00231274j 0.048813+0.100856j -0.0132126-0.00312907j 0.0198733-0.0154538j -0.0137124-0.00885122j 0.0473075-0.0601609j 0.00730513+0.017206j -0.0083305+0.0251881j 0.0554805+0.0572471j 0.00226979+0.0679708j 0.0582078+0.0293357j -0.0337584-0.0342423j -0.0191679+0.050916j 0.00576196-0.0993829j 0.0206859-0.07908j -0.0309091-0.0102178j -0.0309047-0.0443114j 0.0264984-0.0140396j 0.0324107-0.0540827j 0.0130987-0.0183951j -0.0206249+0.000926754j 0.0129485+0.00812727j 0.00368305-0.0363137j -0.0169414-0.0677656j 0.0233653-0.00807103j 0.0978541+0.123988j 0.0577196+0.0679779j 0.0325885+0.0229215j -0.150416-0.114872j -0.0701794+0.000196909j -0.0126406+0.0194945j -0.175346-0.0794851j -0.101402+0.133269j -0.0500869+0.149882j -0.0196014-0.0620575j -0.0519051-0.111129j 0.0350102-0.0616385j -0.0801593+0.120992j 0.108625-0.0106365j 0.0127113+0.0238533j 0.0414763-0.0745586j 0.0327967-0.0826607j 0.02752+0.039662j 0.0584045+0.0182861j -0.0745116-0.0343846j -0.0301926-0.0133433j -0.0309568+0.0405653j -0.0103042+0.0431688j 0.00946377-0.0403806j 0.0883527+0.0797023j -0.0231145-0.0429145j -0.0101581+0.176712j -0.181891-0.0166791j -0.0307791-0.204569j -0.0240802+0.0357476j 0.0472123+4.21383e-07j -0.110315+0.000860862j 0.0309231-0.0270552j -0.0270478+0.0206444j -0.0177156+0.0194168j 0.0427238-0.144004j -0.0853416-0.077046j 0.0129168+0.179033j 
-0.0277687-0.00610189j 0.00453517+0.0504104j 0.00253316-0.0178538j -0.0329478-0.000371992j -0.03388+0.0319948j -0.0359311+0.0469347j 0.0285926+0.0346243j -0.0509434-0.0065124j 0.00826233-0.0429071j 0.048391-0.00415565j -0.0685141-0.0167519j 0.0224521+0.0173177j 0.0403736+0.0629896j -0.02993+0.0249041j -0.0675652-0.0297602j 0.0968993+0.058539j -0.00525472-0.00912474j 0.120362+0.0597003j 0.104525+0.0286337j -0.0105157-0.159482j -0.0744752-0.100937j -0.033897+0.00156508j 0.154567+0.0790232j 0.182112-0.0314515j -0.0366705+0.112888j 0.100199-0.0781544j -0.0573234-0.0429233j 0.178675-0.0596047j -0.0467906+0.0150309j -0.0623656-0.126029j -0.00288983+0.0418561j -0.208139+0.0418604j -0.0591985+0.0505585j 0.0933856-0.00144293j -0.0857776-0.00188541j -0.00306658-0.0434891j -0.0121048-0.0365432j -0.0938705+0.0358535j 0.0403202+0.0617736j -0.0572469+0.00203345j -0.0104288-0.0156653j -0.0552597-0.0385527j -0.0351069-0.000604194j 0.0412045-0.047537j -0.0180751-0.036881j -0.0824337+0.0334319j -0.0242762-0.0374021j 0.085813+0.00166346j 0.138257+0.261232j 0.00748093-0.000599177j 0.0208708+0.00159771j -0.0176331+0.00764973j -0.0923076-0.126115j 0.140128-0.0471037j 0.187232-0.008613j -0.0720571-0.186595j -0.0839783+0.0684757j 0.0639861+0.0202045j -0.0191023+0.0093032j -0.0433378+0.00369669j -0.0507294+0.035924j -0.0189982+0.00826068j 0.0221262+0.0282316j 0.00894173-0.0121012j -0.00941971-0.0281711j -0.0189312-0.165537j -0.0180482-0.0100372j -0.0176019-0.00752j 0.00887189+0.00157899j 0.015023-0.00261934j 
0.0529173-0.033028j 0.0323615+0.0105577j -0.107251-0.0561657j 0.0519967+0.0263151j -0.093614-0.0539644j -0.0404577+0.0378836j -0.128914+0.0141763j -0.0802675-0.0622236j 0.0518471+0.0629638j 0.00662564-0.00429559j -0.0531269-0.0914782j 0.0389519-0.00627717j -0.00783401-0.0566153j 0.0219186+0.0499176j 0.0187233-0.0135922j 0.0499351+0.00877241j -0.0380942+0.15457j 0.0168933-0.0708898j 0.166621+0.214738j 0.125851+0.154277j -0.00940786+0.00823017j 0.0668558+0.0243975j -0.0215557+0.0383269j -0.12329-0.022925j 0.054962+0.00795981j 0.154499-0.0403682j -0.00192079-0.0256408j -0.0955231-0.0976656j 0.0662524+0.0118055j -0.147761+0.0212564j -0.00679487-0.00277147j -0.047888+0.0175268j 0.0840334-0.035462j -0.0518245+0.00130193j -0.0684829-0.0429106j -0.0733788-0.0504706j 0.000968064-0.0187098j -0.0594785-0.00636401j -0.0644013+0.0168688j -0.0664001+0.0429975j 0.0487978+0.0493446j 0.0279214+0.00161927j 0.056295+0.0368779j 0.0875332-0.071061j -0.0235864+0.064711j 0.00292522+0.0576443j 0.0651655-0.0062082j -0.0465676+0.0268146j 0.0170924-0.0396309j -0.099697-0.0262322j -0.0430382-0.00505043j -0.0447883-0.0649856j 0.0908936+0.0188759j 0.0210563-0.0212682j -0.015534+0.00160159j -0.0426801-0.0246233j -0.00507807+0.016915j 0.0767065+0.016442j 0.0215727-0.0185455j 0.040043+0.0178626j -0.0300272-0.0570069j -0.0330208+0.0617025j 0.0133514+0.082817j 0.0369709-0.00446012j -0.0389391-0.0479402j 0.0829974+0.0678404j 0.046792+0.0172036j 0.0324527+0.0106009j -0.0166023-0.00205962j 0.0220555+0.0402907j 
-0.00905265-0.0160277j 0.0361367+0.0547157j 0.00398041+0.0426339j 0.0305574-0.0858362j -0.0481176-0.0965169j -0.00109671-0.00210153j 0.0656442+0.0107399j 0.0103618-0.0700641j -0.0632479-0.0220257j -0.104413+0.0934858j -0.0342818-0.15855j 0.0172251+0.141777j 0.0692952-0.0384758j 0.0248289+0.0926352j 0.044332+0.0759722j -0.237189-0.0167668j -0.0424237-0.0768569j 0.01708+0.0113233j 0.196823+0.0337317j 0.10924+0.0283109j -0.0976917-0.0876636j 0.0311081-0.00602447j 0.061085+0.0553115j -0.105641+0.0481764j -0.00886705-0.00926642j 0.112581-0.0763593j -0.0653989-0.0455235j -0.0445404+0.0447839j 0.0188758-0.0384419j 0.0656695-0.0239711j -0.164473+0.0184207j 0.0144676-0.000276363j -0.0252323-0.0231579j 0.0931188-0.0475691j -0.0393233+0.0417408j 0.0196662-0.0173282j 0.00848674+0.0515231j 0.0106832-0.0591938j -0.0134919+0.00424606j 0.0604308-0.0400365j 0.070924+0.0291475j -0.0394843+0.0383262j 0.00476266+0.0587173j -0.0719324+0.0700152j 0.0238236-0.00165058j -0.0021232-0.0808318j -0.0595034-0.0606322j 0.131733+0.00466841j 0.0470674-0.00903874j 0.0516495-0.117262j -0.047422+0.0983378j 0.102372+0.111644j -0.089472-0.0314305j -0.0364129+0.0284079j 0.00462639+0.00506981j 0.100813-0.0256168j 0.108096+0.0410426j -0.0300318-0.0366235j 0.045851+0.0508233j 0.0160139-0.048048j 0.0698131+0.0711159j 0.0244064+0.0068506j -0.0586944-0.0312411j 0.0940725-0.0408502j -0.0471027-0.187315j -0.126102+0.0523728j -0.0354251-0.0421352j 0.0636787+0.0304198j -0.0515085+0.0161056j 0.0535149+0.0120864j 
0.0290013+0.0259276j -0.0104747-0.0362365j -0.167799-0.114393j -0.0350926-0.0188598j -0.00917568+0.136563j -0.0461875-0.0709043j -0.0610197-0.112557j 0.000701902+0.0772243j -0.00244301+0.021005j 0.00381295+0.0555578j 0.0223953+0.00488334j 0.0250672+0.0606983j -0.00742826-0.119041j 0.0837767+0.0584508j -0.053338-0.0542074j -0.00172752-0.0530543j 0.0517715+0.10258j -0.00679313-0.00361494j 0.0936278+0.0826033j -0.0564908-0.170582j 0.0054417+0.00392108j -0.0345459+0.0130091j -0.19881-0.056568j -0.0638372-0.0936281j -0.0293325-0.0157654j -0.0349004-0.0324935j 0.0646542+0.0288647j -0.0893551-0.102612j -0.0789608-0.00130415j 0.0389199-0.141197j 0.0952545-0.0514147j 0.0497333-0.0235686j -0.00842757+0.00738454j -0.0587858+0.139867j 0.0104476-0.00362352j 0.0488785-0.0843947j 0.0467515+0.05654j 0.0316102-0.0144932j -0.01408+0.0592269j -0.0383284-0.050901j 0.0120908+0.0186071j 0.0137084-0.0213252j 0.113538+0.0393439j -0.00752656+0.0193157j 0.00119379+0.0435817j 0.0354961+0.00390433j -0.0292148-0.0099374j -0.0496596+0.00363691j -0.0459388-0.058549j 0.174489+0.0546206j 0.0417661-0.0111558j -0.0660363+0.0222727j -0.102107+0.0394628j 0.0810563-0.00682797j -0.188722-0.0220259j 0.0232562+0.0329954j 0.051571+0.000400828j -0.105586-0.0109866j 0.0578302-0.00710251j 0.0221861-0.0278565j 0.0121517+0.029682j 0.0165865+0.0251801j -0.0333497+0.0255241j 0.0392729-0.00706098j -0.0183636-0.00228928j -0.182882-0.232286j 0.0434031-0.00832891j 0.0598408+0.0501323j -0.0353881+0.0128323j 0.0267076+0.0252425j 
0.071374+0.0301669j -0.0379534-0.0726997j 0.0258471-0.131589j -0.0828279-0.0129334j 0.0191667-0.049407j -0.120488-0.0721506j -0.0819659+0.0281053j -0.0342179+0.0169231j -0.0110252-0.0409656j 0.11614+0.086461j -0.0896744+0.000904312j 0.103706+0.0519569j -0.0694743-0.0767308j 0.0574091-0.047703j -0.0627262+0.0378479j -0.104123+0.0319467j 0.0577119-0.00941253j 0.0992835-0.0328296j 0.130447-0.133909j -0.106682-0.0813217j -0.0879814-0.166608j 0.0161208+0.0326221j -0.0603548+0.0760093j -0.0352668-0.0111223j 0.0768796-0.00402388j 0.107268-0.0510633j 0.0839824-0.0560676j -0.0958745-0.0321817j -0.0157085-0.0408552j -0.0214587+0.00645799j 0.0822438+0.138884j 0.0631785-0.0091913j -0.00699615-0.0139785j -0.00816929+0.0293574j -0.0784054+0.00197715j -0.00301556+0.092892j -0.0989217-0.0509954j -0.00961149+0.0403077j -0.0154043+0.00759479j 0.0335371-0.0306134j -0.107242+0.0254695j 0.0321729-0.0198481j 0.0233728-0.021954j -0.0299118-0.0218431j 0.0403375-0.112533j -0.0767607-0.0022717j 0.0164395-0.00763022j 0.0197621-0.0494172j -0.0301301-0.0944326j -0.0651975+0.0395489j -0.163532-0.0314531j -0.109268+0.0408391j 0.0981679-0.00823311j 0.0127508+0.106032j 0.00942721-0.0214864j -0.0554174-0.0098257j -0.0892748+0.0046472j -0.0227739-0.0394251j -0.00490179+0.091893j -0.0118232-0.0187547j 0.0261678-0.104094j -0.110667-0.0165302j 0.0862099-0.0510887j 0.025712-0.0117235j -0.0118318-0.142074j 0.065121-0.0193522j -0.0872672-0.108697j -0.0445344-0.0484644j 0.0490665-0.0340531j -0.0453622-0.0434982j 
0.0544698-0.0148356j -0.00176376+0.105954j -0.137989-0.0575062j 0.0621042+0.0708473j 0.0323639-0.130654j 0.0175262-0.0699178j 0.0401927-0.0815977j 0.0659418-0.090726j -0.0954959-0.0616891j -0.0778473-0.0779893j 0.0855529+0.0938099j -0.0214384+0.0643119j -0.0539906-0.00830812j 0.0386191+0.0317031j -0.0481206-0.0113397j -0.0733975+0.021458j 0.024654-0.0104025j -0.00704077-0.0356519j -0.0211504+0.144413j -0.0625844+0.0725926j 0.0182052+0.0977433j 0.0883349+0.0324524j 0.0499378-0.031594j 0.166242+0.0164336j -0.0773753+0.00939154j -0.0507465+0.0906715j -0.0187422+0.00147162j -0.0335239-0.0210599j -0.0105078-0.0361425j 0.0979649+0.0508494j 0.0518617+0.178059j 0.0717875+0.0487672j -0.0248949-0.0900513j 0.0697017-0.0169403j 0.0657295-0.0150649j -0.0183179+0.0314942j -0.0359892+0.00398552j 0.00744193-0.0575585j -0.00276305-0.0316156j -0.0087373-0.0771647j 0.0758995+0.0434389j 0.0114832-0.0352347j -0.0198214-0.000470069j -0.0207833+0.0266082j -0.0636141+0.0449661j 0.0328453-0.0135994j -0.140926-0.0227796j -0.0212481+0.0272661j -0.122608+0.0645221j 0.0307555-0.00377849j -0.0251893+0.0947106j 0.000474522+0.0232376j -0.0241084-0.0603676j -0.0706959+0.158413j 0.0134568-0.0583116j 0.0959314+0.0220191j 0.0167868-0.0138264j -0.0383177-0.0391258j 0.00887035+0.0429296j -0.012245-0.0681464j -0.0267747-0.0459297j 0.0595306+0.0231675j -0.0686414+0.016369j -0.0292495+0.0159702j -0.00278158+0.0528434j -0.0595745-0.0378536j -0.109464+0.022968j 0.00099339+0.033802j -0.033445+0.0237465j 0.010993+0.0152441j 
-0.0310706+0.0617928j -0.15601-0.19401j -0.0222043-0.0352735j -0.12976+0.0312674j -0.00104488-0.0499199j 0.046735-0.0881743j 0.00375169-0.075062j -0.0330022-0.0115653j 0.0182938-0.18465j -0.0415498-0.12848j -0.0585638+0.00735016j -0.0027741-0.0589698j -0.185997+0.0865137j 0.0711007+0.0588686j -0.0291951-0.00106903j -0.0975366-0.0122042j 0.108375-0.0635148j 0.0414557+0.0645635j 0.212722+0.116658j 0.12842-0.111947j -0.0970016+0.0533763j -0.114236-0.100125j -0.0540445+0.0485979j -0.093837-0.0375221j -0.0979587+0.0580188j 0.0105065+0.0521817j 0.0604556-0.0912813j -0.0230127+0.0393827j -0.0489398-0.071305j -0.0827731-0.00895955j -0.00377703+0.0422712j 0.0948273+0.0383969j 0.00540841+0.000103906j -0.070831-0.0493193j 0.0890559+0.0801815j -0.00252815-0.0751242j -0.0455559-0.0229928j -0.117313+0.0858897j 0.0796296-0.0629751j 0.0151254+0.0171343j -0.0192474-0.0164481j -0.0787748+0.0435384j -0.149321-0.0464295j -0.0405464-0.0182187j 0.0404528+0.0550412j 0.032489-0.0311402j -0.0850672+0.075615j -0.0441625-0.0227519j -0.0758174-0.0535306j 0.04004+0.0278984j 0.066507+0.0109983j 0.0265818-0.101289j -0.0779902+0.0147659j 0.0626646-0.0368449j -0.0158113-0.0042465j 0.0113303-0.032766j 0.0237064+0.0560945j 0.0926149-0.000748632j -0.000330268-0.0554858j -0.0808364+0.0441249j 0.0425909+0.0154477j 0.0658205-0.0853616j -0.00943813-0.0449253j -0.166669+0.0483301j -0.0194171-0.192513j 0.0213091-0.0243931j 0.0578826+0.0868196j -0.0771016-0.0388483j 0.0196252-0.00595224j -0.0987015-0.0287866j 
0.0149338-0.107731j 0.115417+0.0541318j 0.0205356-0.014078j 0.00123145+0.0476617j 0.0248423+0.140142j 0.0818182-0.0591461j 0.0206955-0.0592175j 0.0223788-0.0078044j 0.0672147+0.060904j -0.0473617+0.0402545j -0.0220128+0.0541166j -0.0700111+0.0792846j -0.00218694-0.0255601j -0.0314168-0.0238809j -0.00571622+0.0455586j -0.0362881+0.00110186j 0.0714004+0.0108208j 0.0254402+0.0262267j 0.0626527-0.16414j 0.0207839-0.137087j 0.0848109+0.0485555j 0.0265607-0.00108291j 0.120869+0.0800991j -0.0690537+0.0457194j -0.0632093+0.0327789j -0.0725177+0.00645132j -0.0610592+0.0766982j 0.0301819-0.0015938j -0.0153959-0.0171121j 0.0459214-0.0704845j 0.0395701-0.00178207j -0.050178+0.0870421j 0.00851638-0.0346874j 0.000907171+0.0995413j 0.0832476+0.0230054j 0.0673155-0.00978873j 0.0358952-0.0830719j -0.0831273+0.0284176j 0.0369071-0.0750309j 0.0453724+0.0147595j 0.00604997-0.00571525j -0.0581017-0.0146621j -0.00080458+0.023794j -0.00107393-0.0440133j 0.0286963+0.0258944j -0.0717251-0.0952967j 0.106219+0.0273655j 0.00955277+0.0100163j 0.0640704+0.00415949j 0.0695153-0.0480692j -0.0533333-0.0600563j 0.0129027-0.0245803j -0.11317-0.0026186j -0.0208852+0.00596187j 0.0230521-0.0334926j 0.0401534+0.00682664j 0.108209+0.0307814j -0.049394-0.0689528j -0.0267895-0.00807477j 0.00829414-0.0449137j 0.0660378-0.0979774j 0.033527+0.0332629j -0.0776206+0.0452711j 0.000545807+0.0363517j 0.00707771+0.0310337j -0.0161946+0.000965763j 0.109206-0.0872019j 0.103874-0.0284482j -0.0465584+0.0188732j 0.0994491-0.0241789j 
-0.0260356+0.15315j -0.0854521-0.0448465j -0.0672346+0.122492j 0.040439-0.0709261j -0.0140094-0.0352395j -0.0816612-0.0873172j -0.0344395+0.00768573j -0.00263891+0.0340584j 0.0127982+0.0209167j -0.0854407+0.0942046j -0.127281+0.121758j -0.00613211+0.0428446j 0.108696-0.0974505j 0.0303406+0.024914j -0.0816454+0.0891466j 0.0602286+0.00101621j -0.0604166-0.0483261j 0.0185144+0.104579j -0.0396232+0.0799309j 0.0063715-0.00821142j -0.152601+0.015806j -0.036849-0.0269269j -0.0280636+0.0562978j -0.00645762+0.0112926j -0.0136737-0.077393j -0.0540947-0.0174203j -0.0533329+0.0134516j 0.0142493-0.0123021j 0.0538166+0.0659142j -0.0314825-0.0477898j -0.019876+0.0324059j -0.0957228-0.050219j -0.0271627+0.0448145j -0.0359363-0.128239j -0.0443078+0.027773j 0.00977554+0.0173849j 0.0335709+0.0215417j 0.0240469-0.0852474j -0.0258136+0.00986415j 0.00886985+0.0149656j 0.0423743-0.0897844j -0.030344+0.0303927j 0.0563449-0.063571j 0.119626+0.0130976j -0.00669633-0.0250857j -0.0526447-0.0555776j -0.138166+0.0127289j 0.0323679-0.0801719j -0.077083-0.0427595j 0.0549405+0.00301501j 0.112237+0.0852289j 0.0327146+0.109524j -0.0380608-0.0139649j -0.027257-0.0120626j -0.0048334+0.0129597j 0.0224545+0.0232225j 0.047494-0.0557095j 0.0491311+0.00879796j -0.0115335-0.0277939j -0.0925615+0.0441589j -0.0514217+0.0169324j -0.0224331+0.0637935j -0.0543604+0.116374j -0.0120961+0.0185383j -0.00135344+0.040551j -0.000567505-0.010086j -0.0261102+0.065175j -0.118281-0.0548057j 0.0413639+0.0270915j -0.0603489-0.0248331j 
-0.167505-0.179793j 0.0723736-0.132242j -0.0150879+0.124964j 0.0291196+0.152795j 0.00622845-0.0366476j 0.0693946-0.146041j 0.0107936-0.00869477j -0.0979417+0.00778578j -0.026692+0.112973j -0.114306+0.0586578j 0.0229909+0.207981j 0.0231514-0.0178415j -0.0329578+0.0497354j 0.0776353+0.03983j 0.0621123+0.0324327j -0.000226222-0.00875671j -0.0537156+0.118909j 0.0247069-0.0462151j -0.0619466-0.0155403j 0.046619+0.06484j 0.127783-0.0221468j -0.0341797+0.105796j -0.0156329+0.0675768j -0.0228248-0.0884567j 0.0534006-0.0418321j 0.0591368+0.0138441j 0.0229767-0.0410774j -0.0194793-0.0591233j -0.0461111-0.00678081j -0.0307077+0.0417795j -0.00454206+0.0904634j 0.0257382-0.0159057j -0.0325944+0.0809441j -0.0300478+0.0040303j 0.0505308+0.0240494j -0.0381631-0.0575231j -0.118093+0.0222706j 0.00459985-0.030236j 0.0157832-0.0595425j -0.0737828-0.0515595j 0.101285-0.00178324j -0.00337911+0.109017j -0.124524-0.0708993j -0.0525482-0.0714116j -0.00454838+0.0910334j 0.0682458-0.051841j -0.0510863+0.0330442j 0.0473085+0.0439826j 0.0511535-0.0495562j -0.0146038+0.0253082j 0.0696368+0.0500401j 0.14116+0.14528j 0.0160685+0.0105335j -0.00107482+0.00829924j 0.00788296-0.0464011j -0.0294725-0.0151495j -0.013404-0.00541677j 0.106271-0.101527j 0.0544408+0.101302j -0.0410598-0.017627j -0.0887098+0.0327731j 0.00142366-0.0429963j 0.114014+0.0438858j -0.0248164+0.0156457j 0.00686057+0.0149951j 0.00822119+0.00886451j 0.138278-0.0345597j -0.167883+0.0494572j -0.01133+0.0253263j -0.222725+0.0317427j 
-0.0228881+0.0530832j -0.0164269+0.0162124j -0.0752533-0.0447209j 0.131219+0.0516868j -0.0538615+0.048729j 0.116489+0.0141551j 0.0369339-0.0338878j -0.0229657+0.0294327j 0.107693-0.0669055j 0.0404316-0.0527831j 0.0168758-0.124392j -0.175074-0.102176j -0.0234925+0.107343j -0.00606529+0.00141491j 0.0166837-0.117041j -0.0811409-0.113614j -0.0308368-0.0316345j 0.0037007+0.094744j 0.0319154+0.0315483j -0.0265474-0.0195836j 0.00307318-0.00373332j 0.0332543-0.0194501j 0.025768-0.0173127j 0.000957216-0.0662971j -0.0286548-0.0398897j -0.00741199-0.0222523j -0.0417826-0.0222393j 0.00159027-0.0135136j 0.00876087+0.0227023j 0.0477853-0.00221605j 0.00797927-0.0108732j -0.016258+0.0516725j 0.0436597-0.0380447j 0.0594433+0.0275661j 0.0482925+0.131759j 0.0323184+0.0116307j 0.101343-0.0355243j -0.132095-0.153299j 0.0546965+0.00992738j -0.0566847-0.0195767j 0.0708561+0.0327827j 0.127103+0.045249j 0.0943352+0.0173823j -0.153292-0.0469418j 0.0199223-0.106507j 0.0770406-0.0136367j 0.0994319+0.0323365j -0.114897-0.08814j 0.0281679+0.0371025j 0.0150266-0.0104207j -0.0404919-0.0693919j 0.0157392-0.120967j -0.0970578-0.00104103j 0.0172797+0.00527557j 0.12009+0.0304012j 0.0237438-0.0077256j -0.0195135+0.0239275j -0.00747237+0.0374799j 0.0271467-0.0288618j -0.0466761-0.0382356j 0.0899513-0.0371457j -0.0794786-0.0750736j 0.196656-0.0570419j -0.196192+0.0359358j 0.00199527+0.0251317j -0.0188791-0.00784608j 0.0088189-0.0181745j -0.536244+0.0288857j -0.119737+0.0542306j -0.369287+0.0343123j 
-0.182419-0.00979177j 0.0456783-0.212921j -0.163287+0.0515274j 0.0972691+0.0254553j 0.030464+0.0856515j 0.0474412-0.101932j -0.0410396+0.0195043j 0.0785192+0.08957j 0.0458848-0.0191546j 0.0470233+0.0606397j -0.171192+0.0703623j 0.0120595-0.110557j 0.0875847+0.0407177j 0.0729284-0.106532j -0.158244-0.112022j -0.0942939+0.16433j -0.0315724+0.114791j -0.0378411+0.00509034j -0.00331161-0.0215419j -0.0151183+0.0550824j 0.0508755-0.03088j -0.0512838+0.0814315j 0.086733+0.02795j -0.0348469+0.00157969j -0.0384324+0.0156359j 0.0401755+0.0234252j -0.0237692-0.00835273j 0.0915242-0.045207j -0.0228366+0.0177108j -0.00249037-0.0208092j 0.0252318+0.0275397j -0.000203083-0.0017904j -0.0399886+0.0651977j 0.0522531-0.080338j 0.0634418-0.0338244j 0.0209856-0.00900485j -0.0610648+0.0790131j -0.0593271+0.0492699j 0.0710749-0.00608383j 0.031338-0.0568669j 0.0446601+0.0462607j 0.0583748+0.00556322j -0.056292+0.0347472j -0.0597272-0.00525944j -0.0235501+0.0394119j -0.143074+0.0697708j 0.0276079-0.0579045j -0.142369-0.00143006j -0.0219998-0.00503961j 0.00582691-0.00237657j 0.0530061+0.0349281j 0.109244+0.0975576j -0.0371172-0.0434493j 0.00878969-0.0177805j 0.064034+0.000606093j -0.0234049+0.00816539j -0.0558172-0.0369808j -0.00374279+5.2863e-05j 0.0479286+0.00726788j -0.02688-0.0412053j 0.0486871+0.0737017j -0.0524214+0.00106186j 0.0135575-0.0139361j 0.0118287+0.00417497j -0.00179347+0.0023197j 0.00107018+0.000989781j -0.0170162-0.00406565j 0.0563844+0.122587j -0.0759951+0.0866517j 0.0732339+0.0522737j 
0.0545893-0.233059j 0.182007-0.0515798j -0.105294-0.0615648j -0.182065+0.0527457j 0.0930576+0.0333893j 0.0961762-0.014782j -0.0512013+0.0238638j 0.0896383-0.0487004j -0.0186159-0.0313316j 0.0337569-0.0785116j -0.0789454+0.0440374j -0.0718275+0.0328364j -0.12375+0.00724229j -0.2066-0.0328551j -0.119719+0.047875j 0.0702241+0.0952653j 0.161338+0.0432393j -0.0273241-0.123885j 0.0433906-0.0185836j 0.0829686+0.0119724j 0.0394818+0.0233637j 0.133917-0.00771569j 0.0257773-0.0185045j -0.0234459+0.0204188j -0.0284141-0.0484536j -0.0368638+0.00794142j -0.0276334+0.0220063j -0.0899064+0.0605568j 0.0745929-0.0858575j 0.0536411+0.00238166j -0.0399237-0.0392116j -0.0398347+0.0504051j 0.118262+0.000645795j 0.0225487+0.0457269j 0.0402208+0.0610434j 0.0879399+0.0162569j 0.192052+0.0174854j -0.230624-0.0120473j 0.0489375+0.068872j -0.182154-0.0118193j 0.0995284+0.0135867j 0.248056+0.00390145j 0.0262415+0.0235175j -0.0475871+0.0373302j -0.0451503+0.058059j 0.0269279+0.019604j -0.0167004+0.00152492j -0.104458+0.0308042j -0.0242495+0.00955759j 0.0121743-0.0170924j 0.0251513-0.0194243j 0.0711723-0.0944696j 0.0134821+0.0220421j -0.00762035-0.00261863j -0.047231+0.0119352j -0.0225332+0.0116163j -0.00767053+0.0132268j -0.0373694+0.0719285j -0.0318083+0.0406779j -0.0206171-0.00704818j -0.00418819-0.0318721j 0.0283757+0.0175022j 0.116943-0.067375j -0.0698359+0.14693j 0.00719168-0.0180748j -0.00541044+0.00707013j 0.00953974-0.00258572j -0.455741+0.0967321j 0.00412775+0.0854457j -0.285265-0.0531549j 
