0.0107494-0.0180308j -0.0089237-0.00745457j 0.0107939+0.00112235j 0.00398997-0.0141729j -0.014783+0.00293082j 0.00141929+0.00479514j -0.000155098-0.00070504j 0.00151549+0.000312528j -0.00298427+0.00774283j -0.00334292+0.00112454j -0.00656895-0.000174055j -0.00455086-0.00410276j 0.00187557+0.00735051j -0.00356692+0.000608988j 0.00267861+0.00335461j 0.00293174-0.0041542j -0.00687208-0.00376014j -0.0094342+0.00302593j -0.00273356+0.000889249j 0.00138376+0.00142126j -0.00211411+0.00297948j 0.000220113-0.00173207j -0.00143805+0.00109649j -0.00637611-0.00365812j -0.00509997+0.00701227j 0.00192827+0.000476994j -0.00926694+0.014975j -0.0102903+0.0113498j 0.00603614-0.00309696j -0.006563+0.0211315j 0.0277901+0.0165776j 0.00140332-0.00515967j 0.00484281+0.00680484j -0.00184812-0.00198639j -0.000992848+0.0016058j -0.00237603+0.00232826j 0.00742523-0.00264551j 0.00103146-0.00166344j -0.00718041-0.00254232j -0.00159063-0.000280473j 0.000452999+0.00395834j 0.00643348-0.00220009j -0.00173172-0.00613222j 0.000722498+0.0002861j -0.00647745-0.00237439j 0.00269391-0.0162152j -0.0121312-0.00900912j 0.01524+0.0126094j 0.00657646-0.0224001j 0.0285444-0.000362238j -0.0022404+0.029901j 0.0199647+0.00217826j 
-0.000350173-0.0044656j -0.00564735+0.00695526j 0.000226667+0.000418719j -0.00772355+0.00809389j 0.00489535-0.00452221j -0.00246475-0.0103574j -0.0115327-0.00329262j 0.0101343+0.000640026j 0.00314003-0.0112322j 0.000353202-0.00300033j -0.00712526-0.00599622j 0.00255139-0.00929515j 0.000717374+0.0105524j -0.000118167+0.013672j -0.00439728-0.00179046j 0.000572333-0.00205614j -0.00270579-0.00191111j -0.00749941-0.00119655j 0.00225807+0.00358516j 0.00461525-0.0127232j 0.00115567+0.0145238j 0.00103677-0.000578753j 0.00272262-0.00429739j -0.000510631+0.00533561j 0.000264746-0.0132805j -0.00387315+0.00294275j 0.00929017-0.0107893j -0.000516503+0.0087416j 0.00732652-0.00409625j -0.00291358-0.00700461j -0.00138178-0.00211775j -0.00111493+0.00118099j -0.0213581-0.0133011j 0.00423583-0.00863694j 0.00250399-0.000404049j -0.00111015-0.00109386j -0.00499612-0.00421445j -0.00276874-0.000796013j -0.00261777-0.00334581j -0.000434949+0.000663153j 0.00196344-0.00118208j 0.00201325-0.00399355j 0.00210061+0.00521861j 0.00236442+0.0109526j -0.00651164+0.0272803j -0.00262497-0.00822434j 0.00926103-0.0106534j 0.010347+0.00256171j 0.000995182-0.0083065j -0.00321541+0.000184672j -0.00447239+0.00598045j 0.00396117-0.00116133j 
0.0047354+0.00412476j -0.00156114-0.0025243j 0.0043749+0.00194987j -0.00090042-0.000351128j 0.00390465-0.00298649j 0.00518029-0.0130658j -0.00301852-0.00235783j 0.0105981+0.000640121j 0.00529567-0.00785357j -0.00233305-0.00609177j -0.00244632+0.0048922j 0.00505968+0.00148137j 0.00163776+0.00199646j -6.75575e-05+0.00904717j -0.00230461+0.00251356j -0.000401059-0.000163394j -0.0012212-0.00629482j -0.00626044+0.00459304j 0.000821543-0.00664113j 0.00107406-0.00232736j -0.00287977-0.00385544j 0.000467175-0.00846461j 0.00444273+0.00675067j -0.000594775-0.00710734j -0.0030254+0.00358208j -0.00306111+0.0114327j 0.00905796+0.00539784j -0.00163704+0.00665393j 0.000390446-0.0103168j -0.00216977-0.0150519j -0.000670791-0.00120905j -0.00800303+0.00946093j -0.0159474-0.00217247j 0.00989879-0.026544j 0.00298516-0.0040596j 2.40329e-05+0.0010362j -0.00869816+0.00528678j -0.00824827+0.00388835j -0.0113949+0.00161572j -0.00121829+0.00095433j -0.00249144+0.000155522j -0.00559769-0.00151366j -0.00117381-0.00602885j -0.0031306-0.0030127j 0.00587164-0.0387445j -0.00109921-0.011005j 0.0063783-0.00096573j 0.0141581-0.00745938j 0.00538062-0.00998474j 2.65751e-05-0.00565023j -0.00564639+0.00349641j 0.00447624-0.00140297j 
-0.000175234+0.0020165j 0.00430722-0.00107173j 0.00235864-0.00346784j 0.00112372-0.00443732j 0.000896759-0.000738971j 0.00484562-0.00260467j 0.00322963-0.00209141j -0.0043986+0.00953767j 0.00148084+0.00833377j -0.00111561+0.00847881j 0.000658993+0.000984615j 0.00227912+0.00727907j 7.00531e-05-0.001565j -0.00290337-0.0085057j -0.000387503-0.00534402j -0.00133886-0.000602282j -0.0011592-0.000783711j 0.000293226+0.00185733j -0.000372308+0.0137561j -0.00220852+0.00426575j -0.00026117-0.00619606j 0.000530902-0.00751379j -0.00192231+0.00212524j 0.000315009+0.00112759j -0.00251318-0.00737011j -0.001564+0.00309317j 0.00167507-0.00413174j 0.00209097+0.0071075j -0.000668335+0.0151651j -0.00159979-0.00224011j 5.39277e-06+0.00345161j -0.000765163+0.0126902j -0.00269142+0.0279838j -0.00860877-0.00599057j -0.000103896-0.00790167j 0.000359354+0.00233186j 0.0029849+0.012394j 0.000922503+0.0110264j -0.00164124-0.00370561j 0.000485528+0.00284075j 0.00474433-0.00911821j 0.000349173-0.0121584j -0.00343667+0.00310184j -0.0066418+0.0429681j -0.0118153+0.0245879j 0.00203376-0.0246411j -0.00244929+0.0186798j -0.000383052-0.012362j -0.00186629+0.00945981j -0.00214522+0.000336827j -0.00153391+0.000233579j 0.00113311-0.00239661j 
0.00607633+0.00515327j -0.00124306+0.00369776j 0.000247155+0.0137318j 0.00234676+0.000109252j 0.000222691-0.0076515j 0.00238916+0.0107452j 0.000299152+0.0125765j 0.00443566-0.0070618j 0.00209873+0.00599991j 0.000171019+0.00200281j 0.00445295+0.00639176j -0.00407983-0.00204292j 0.0049494-0.0127831j 0.00318399+0.015008j -0.00201591-0.0129679j -0.000529246+0.00944221j 0.000965737+0.0119791j -8.64326e-05-0.0030532j 0.0047854+0.00118897j -0.000792791+0.000359342j 0.00642898+0.00390601j -0.00272342+0.00475841j -0.00374498-0.00425204j -0.00672067+0.0010805j 0.00236237-0.00707378j -0.000644635-0.00111091j -0.00256028-0.0111709j -0.00600539+0.00343113j 0.00230148-0.0107955j 0.000532355-0.0128989j -0.00116458-0.0119946j 0.00945669-0.00864441j -0.00281036-0.0094961j 0.00306658+0.0271846j 0.00173963+0.00359972j 0.00240184-0.00426505j -0.00417418-0.00381545j -0.00171947+0.000981605j -0.00359851-0.00103378j 0.00330163-0.00159907j 0.00650159+0.00080015j 0.00555595-0.000302404j 0.000299041+0.00612637j 0.00524704-0.0138636j 0.002796+0.0211625j -0.00171967+0.0096725j 0.010963-0.0327266j 0.0122333+0.0182001j -0.00491165-0.0112424j -0.00371427-0.0104135j -0.00695712+0.00168111j 0.0063521+0.0115663j 
0.0018509+0.00557787j 0.00179431-0.000903052j -0.000280842+0.0072954j 0.00100864-0.00397223j 0.00147688-0.00594623j 0.00191504-0.00195007j 0.000858535+0.00240888j 0.00243957+0.00451962j 0.00248218+0.00801706j -0.0013526+0.00505167j 0.00275994+0.00233029j 0.00105326+0.00677012j 0.00299895-0.0078986j 0.000684692+0.0120868j -0.00347863-0.013856j -0.000691119+0.00629872j -0.000166762+0.00363259j -0.00111473-0.00375701j 0.000869138+0.00455984j -0.00411062+0.0112367j -0.00253949+0.000291763j -0.00386557-0.000135419j -0.00245588+0.0110069j -0.00066582-0.0019516j 0.00262372+0.00160666j -0.00119346+0.00227285j 0.00208264+0.00128318j -0.00256623-0.000405392j -0.000429625-0.00634682j 0.000869951+0.00201994j 0.000111452-0.00316088j 0.0050155+0.00310642j -0.00146313+0.014743j -0.00163135-0.00311205j -0.000280443+4.21737e-05j 0.00256766+0.00144024j -0.00439947+0.000378065j -0.00304578-0.00343141j -0.00222564+0.000593205j 0.00229079-0.00038785j 0.00583604-0.00186669j 0.00246762-0.00886633j -0.00251226-0.0126793j 0.00199554-0.00683673j -0.000269294-0.060698j -0.00108227-0.0139438j 0.00392414+0.0266742j 0.00346048-0.00901814j -0.00275213+0.0243775j -0.00446228-0.00434642j -0.00418322+0.000106222j 0.00401256+0.00309052j 
0.00111459-0.000869957j 0.00114288-0.000386297j -0.00130578-0.00281259j -0.000362502-0.00449141j 0.000898688+1.54084e-05j 0.00401141+0.00183787j -0.00199003-0.00116519j 0.00266692-0.00561278j -0.00215529-0.00026598j -0.00296535-0.000613969j 0.00218995+0.00130278j 0.00252301+0.00173524j 0.00440385-0.00686592j -0.00115415-0.0144788j 0.00274045+0.0104074j 0.00132994+0.00242097j -0.000852443+0.00110952j 0.00221005+0.00515502j -0.00201964-0.0124558j 0.00410809+0.00957836j -0.00131765-0.00591241j -0.000553674+0.000204546j -0.00158659+0.000843229j 0.00132296-0.00157352j 0.000417588+0.0117199j 0.000733556-0.00689163j 0.00107578+0.0138898j 0.000598214+0.00368699j 0.00610233+0.00780019j 0.007861+0.00714475j 0.00737591+0.0156872j 0.00167176-0.00423976j 0.0035958-0.00159459j -0.00135057+0.00785927j 0.000437679+0.00363466j -0.000754324-0.000319031j -0.00132681-0.00556063j -0.000354193-0.00419195j 0.0066314+0.00463765j -0.000487207-0.00199462j -0.00108829+0.00317496j -0.000861483+0.0119648j -0.00274202+0.00573691j -5.50534e-05-0.00310793j 0.00285449+0.0125607j -0.00146857+0.0196307j -0.0118952+0.00263829j -0.01546+0.0104489j 0.00465761+0.00271296j -0.00110747-0.0117473j -0.00323791-0.0096158j 0.00196688+0.00302016j 
-0.000738244+0.000712623j 0.00067247-0.000150249j -0.000394224-3.54713e-05j -0.000298297-0.00170025j 1.95979e-05-0.00134621j 0.00144174+0.000233216j 0.00113135-0.000636823j -0.000558074+0.00571013j 0.000369549+0.00550093j 0.00103921+0.00569319j -0.000908978-0.00308077j -0.000887403+0.00322445j 0.00263225+0.00114809j -0.00444305-0.00417599j -0.000666239-0.00831277j -0.00162593-0.000506254j -0.000453846+0.000888736j 0.000493763-0.000629229j 0.00301759+0.00872466j -0.00232765+0.000151409j 0.00137687+0.00191548j -0.000268062-0.000569499j -0.00272573-0.00274346j 0.00266641+0.00364575j -0.003127-0.00784994j 0.000448893+0.00214083j -0.0018565-0.00748873j 0.00248359+0.00551313j 0.00267882+0.0161308j -0.00282618-0.00147501j -3.05619e-05+0.00622364j 0.0033316+0.0064076j 0.00574932+0.0202749j -0.00866239+0.00251586j -0.00332811-0.00499024j 0.00098245+0.000748371j 0.00448574+0.00506621j 0.00329747+0.00779253j -0.00188043-0.00580638j 0.0012252+0.0018945j 0.000726134-0.00967301j -0.000590074-0.0143731j -0.000885308+0.00910756j 0.00476306+0.0569503j -0.000727988+0.057822j -0.00277065-0.0279436j 0.000949627+0.0173539j -0.0021117-0.0126412j -0.002961+0.0111709j -0.00148263+0.00150833j 0.000888395+0.00055615j -4.11156e-05-0.00147983j 
0.0116214-0.00504219j -0.012841-0.000175155j -0.00296065+0.00236123j -0.000159294+0.00529451j -0.000726989-0.00123454j 0.00841536+0.0189011j -0.0126752+0.0109359j 0.0216863-0.0133314j 0.000119236+0.00139525j 0.00380168-0.00535232j 0.00236397-0.00734925j -0.000153543+0.00133343j 0.0060052+0.00594807j -5.21477e-05-0.0133246j 0.00175255+0.000707612j 0.000658924-0.0057744j -0.00372216-0.00288981j -0.000484771-0.00245848j 0.000908477-0.00784351j 0.000294294-0.012475j 0.00123819-0.000168708j -0.00290132-0.000468705j -0.00192112+0.00513297j -0.00867425+0.00284849j -0.00086182-0.000113714j 0.00236899+0.0113616j -0.00308812+0.00829316j -0.0101522+0.00661234j 0.00140258-0.00406798j 0.00271489-0.0178721j 0.000564139+0.00813146j 0.000262999-0.00773977j -0.0112172+0.00817366j -0.000886575+0.00197642j 0.00105927-0.00514277j -0.0058953+0.00149996j -0.0113725+0.0150806j -0.00470291+0.0117953j -0.00607646-0.0017827j -0.00548615+0.00197509j 0.000257979-0.0101778j -0.00308126-0.00622119j 0.00564177+0.00444916j -0.00302501+0.028536j -0.0039171-0.00389208j -0.00341298-0.0161511j 0.00683355+0.00105093j 0.00392525-0.0024517j 0.00104524-0.00296906j 0.00129921-0.0230968j -0.00352013-0.00474337j 0.00625868+0.0137259j 
-0.00711666+0.00407388j 0.00870453+0.0019437j 0.000758655+0.00269213j -0.00286289+0.00309674j 0.000819093+0.00267141j -0.00170701-0.00752532j 0.00536377+0.00276091j -0.00878689-0.00241968j -0.00171681+0.00913536j -0.00542014+0.012126j 0.00131533-0.00885081j 0.00272743+0.00625795j -0.00143221-0.000130754j -0.000762009-0.01663j 0.00142078-0.026617j -0.00176208+0.00209881j -0.000195357-0.000233987j 0.00239871+0.00859944j -0.00460216-0.0132519j 0.000787049-0.0113948j -0.00186972+0.0177034j 0.0028497+0.000669746j 0.000330216-0.000541253j 0.00557814-0.00694472j -0.00270206+0.0113627j 0.000560432+0.0111605j 0.00193459-0.00241734j 0.00384485+0.000763702j -0.00412042+0.00653897j -0.00691261+0.00514655j 0.000784867-0.00159367j 0.00719927+0.00396646j 0.00453123+0.00212442j -0.00324396+0.0127304j -0.00382191+0.00550934j 0.00575544-0.000594448j 0.0038125-0.0218292j -0.00195896-0.0125605j -0.00954976+0.000943616j 0.00401683-0.00382596j -0.00651441+0.00861339j 0.00377719-0.000886326j -0.00325957-0.000984531j -0.000241541-0.0073275j -0.00125559+0.00802222j 0.00389205+0.00270316j -0.00136785+0.00793256j -8.98324e-05-0.00522977j -0.00346434+0.00935004j -0.000706463+0.0123779j 0.00358075+0.00344832j -0.00466815-0.00739731j 
0.000352667+0.00107495j -0.000664826+0.000797774j 0.000489413+0.00274147j 0.00111679+0.00405745j -0.000328627+0.00234701j 0.000927053-0.000502798j 0.00183824+0.00350182j 0.00088847-0.0054769j 0.00157837+0.00424968j 0.000814201+0.00361042j -0.00168695-2.93474e-05j 0.00181409-0.00132656j 0.00100432+0.0047284j -0.000607354-0.0153092j -0.000189205-0.00922784j -0.00317529-0.00268565j 0.00103788-0.00141967j 0.00104629+0.00469381j -0.00176842-0.0200671j -0.00196622-0.0230808j 0.00260386+0.00835864j -0.000557425-0.00214268j 0.00175067+0.00308966j -0.000302763-0.0110989j 3.90698e-05+0.00958606j 0.00190496+0.0151553j -0.00103985+0.00890035j -0.00129352+0.00336027j -0.00202687-0.000366605j -0.00431283-0.00313932j -0.00132838-0.00103621j 0.00267831-0.000444372j -0.00292119-0.00251296j 0.000452001-0.00401518j 0.000477669-0.00239679j 0.0014754+0.000620657j -0.00297793-0.000379577j -0.00431772+0.00152732j -0.00586747+0.00097069j 0.00104519-0.000404284j -0.00608546+0.000198613j -0.00276764-0.00342221j 0.000741473-0.00183406j 0.00121173+0.0057899j -0.000639818-0.00483306j 0.00166599-0.00705901j 0.0044054+0.00207084j 0.00345338-0.00595637j -0.00211609+0.000679669j -0.00105891-0.000902798j -0.000207065+0.00142591j 0.000132533+0.000379793j 
-0.00317262+0.00246559j 0.00306619+0.00161892j 0.000526545-0.00117627j -0.0013409+0.00159986j -0.00175979+0.000837354j 0.00079799+0.00871255j 0.000899673-0.00039026j -0.0070272-0.000325071j -0.00465002-0.00573114j 0.00108246+0.00160916j 0.00162543+0.0146667j -0.00247976-0.0171232j -0.00423161-0.00232147j -0.00032129-0.0103248j 0.00383226+0.0120897j 0.000801225-0.00183734j 0.00127115-0.00273227j -0.00300915-0.00222746j -0.00272274+0.000780081j -0.00228683-0.00949858j 0.00039275-0.00785045j -0.00182632-0.00601559j -0.000552443+0.0145168j -0.00260517-0.0129046j -0.00348145-0.00742487j -0.00610604+0.00859704j -0.000426151+0.0038502j 0.000632846-0.0121471j -0.00369283-0.00121009j -0.00231819-0.0093906j -0.00585441-0.000377135j 0.00453485-0.000833507j 0.00141149-0.0102031j -0.000718492+0.0175369j -0.00280121-0.00656366j 0.00130309-0.000464536j 0.00301403+0.0165548j 0.000227936+0.0146496j 0.0031379-0.00284099j 0.00436179+0.00165269j -0.00313078-0.004158j -0.00192457-0.00346594j -0.000132842-0.00210938j 0.00243967+0.00962775j -0.0025241-0.00711403j -0.00246581-0.012557j -0.00290083-0.00667753j 0.00616512-0.00876675j -0.00098176-0.0185582j 0.00243496+0.00275336j 0.000900102+0.00562547j -0.00114672-0.00393095j 
-0.00456575-0.00143218j 0.00733581+0.00592164j 0.00351862-0.00451062j -0.00135404-0.00726649j -0.00157331-0.00742818j 0.00181635+0.00166147j 0.00136803-0.00116964j -0.0120196-0.00753792j -0.00408473-0.00500134j -0.00357144-0.000446826j 0.00131998-0.00969875j 0.00164559+0.00317303j -0.00344875-0.00873763j 0.00206289+0.00658323j 0.00245343+0.00712897j 0.00688999+0.0122703j 1.7305e-05-0.00353592j 0.00195102+0.0109858j -0.00453851-0.00713853j 0.000585482+0.0123236j -0.000315031+0.00364486j 0.00205247-0.00761046j -0.00379741-0.00527418j 0.00266685+0.00032381j -0.00385641+0.0101471j -0.00324304+0.00534762j 0.00310038-0.00369862j 0.0048463-0.00315926j -0.00491689+0.00331249j -0.00578214-0.0211579j -0.00325171+0.00217709j 7.02795e-05-0.00194783j 0.000499877-0.0261035j -0.00155933+0.0376657j -0.00352124-0.00606639j 0.0098899-0.00707067j 0.00654643+0.0217602j -0.00348719+0.0197059j -0.00232171+0.00671693j 0.00597238+0.00147438j -0.0045379-0.00168708j -0.00846937+0.00670023j -0.0136293+0.00412928j 3.74314e-05+0.00370875j 0.000230062-0.0133252j -0.00495194-0.00566311j -0.00672356-0.0139456j 0.00429122-0.0103539j 0.000152318-0.0351119j 0.00257336-0.00716931j -0.000177456+0.000346747j -0.00249879-0.00556884j 
-0.00106953-0.0013754j 0.000918575+0.000905365j 0.000339668-0.00205805j -0.00378471+0.00512926j 0.0028114+0.00166769j -0.000263877+0.00391794j -0.00207174+0.00670879j -0.00040824+3.15852e-06j -5.49405e-05+0.000828083j 0.00285363+0.00665136j -0.00433962+0.0191927j 0.00329718-0.0171004j 0.00154798+0.00132554j 0.00193967-0.00803576j -0.00561452+0.0105515j 0.000199904-0.00853446j -0.00154645+0.00643189j -0.00416007-0.00714634j -0.00220019+0.0107209j -6.45447e-05+0.000180599j 0.00345519-0.00528803j 0.000635512+0.00377608j -0.00419103+0.013924j -0.0018131-0.00848079j 0.0025219-0.00857044j -0.00496696+0.00242697j 7.84749e-05+0.00421885j -9.78621e-05-0.000863335j 0.00643372-0.00211663j -0.0015248+0.000813469j -0.00173429+0.00217905j 0.00633851-0.00350849j -0.00666746-0.00573196j -0.000735137+0.00467449j -0.00289022+0.00420367j 0.0237697+0.00422342j 0.00621488-0.0114367j -0.0167637-0.0111032j 0.00568033+0.00272706j 0.0161454+0.00279987j -0.00510031-9.87036e-05j 0.00369727-0.00174114j -0.0171649-0.00960171j 0.00580155-0.00441081j 0.0025902+0.0100588j 0.00242528+0.00441785j 0.00309334-0.00120456j 0.00504387+0.00500399j -0.000319605+0.00883484j -0.00425777+0.00159187j -0.00261217+0.00295634j 0.00395819+0.00126566j 
0.00804667-0.00261663j -0.00839747-0.0016606j 0.0024391+0.00106864j 0.000247191+0.00212199j 0.000761023+0.00216786j 0.00518061+0.000688977j -0.00554296+0.000136484j 0.00953072-0.00201413j 0.00741648-0.00293992j -0.000730026-0.00769488j -0.00695228-0.012644j 0.00440156+0.0116145j -0.00478708+0.00377263j 0.00359268+0.00299982j -0.00242946-0.00708059j 0.00138394-0.00312226j -0.000812086-0.00435918j 0.0031076+0.00040841j -0.00382782-0.00389023j -0.0028457-0.00577044j 0.00246873-0.00224188j 0.00630918-0.000839249j -0.00334867-0.00764969j -0.000961304+0.0092494j 0.00377921+0.00114584j 0.00185326-0.00917849j -0.0057175+0.000189054j 0.00259342+0.00647976j 0.000659039-0.00165285j 0.000795998+0.00682847j -0.000816714+0.000375066j -0.0100386+0.00280834j -0.0086467+0.0113798j 0.00147591-0.0249542j -0.00390951-0.00396325j 0.0246869-0.00582534j 0.0188576+0.00791847j -0.0128564+0.0085128j -0.00100596+0.00538606j 0.0179802+0.00060509j -0.00552595-0.00563594j 0.0093696-0.00412433j -0.0254088-0.000358978j 0.004493+0.00477592j 0.00173881-0.000380709j 0.00836621-0.000800996j -0.000555681+0.00521479j -0.00395673+0.00406764j -0.00229699+0.00378712j 0.00272534-0.00470476j 0.00157387-0.00557107j -0.000827289+0.00500174j 
-0.00122959+0.00300631j 0.00432146-0.00196072j -0.000227987-0.00231412j -0.00145214-0.00144604j 0.000973365+0.00242649j -0.000367758+0.00429194j -0.00060156-0.0107843j -0.00122083+0.0109459j -0.00304017-0.0139499j -0.00368201-0.00807796j 0.00191958+0.00659348j 0.00129558-0.0111708j -0.00272879-0.0109057j -0.000655532-0.00994136j 0.00154756-0.0231424j 0.000357614+0.0123358j 0.00527472-2.86777e-05j 0.000497826-0.00586716j -0.000175255-0.0134184j -0.00253658-0.0169895j 0.000793409-0.00560366j -0.00188458-0.00656221j 0.00127009+0.0033198j 5.63006e-05+0.00161945j -0.000968018-0.0117157j -0.00786907-0.0132428j -0.00192206-0.00106863j 6.95572e-05-0.0078047j 0.0020258-0.00377058j 0.0105645+0.0135789j -0.00142353-0.00408454j 0.00309166-0.00275571j 0.0042197-0.0105756j -0.00373566+0.00369455j -0.00122252-0.00386758j -0.00185369-0.00147168j 0.00462884+0.00978154j 0.00701792+0.00706688j 0.0167885-0.00656181j 0.00211903-0.000294548j 0.00539098-0.00476628j 0.00581195-0.00596809j 0.00348874-0.00219489j 0.000834236-0.00354591j 0.000233601-0.00122656j -0.000772712+9.46595e-05j -0.00284546-0.000707807j -4.04613e-05+0.0103346j 0.00264361+0.00572704j -0.000634277+0.00740409j -0.00244133+0.00161151j 0.00119852+0.000493241j 
0.00161648+0.00943986j 0.00383862-0.00443617j 0.00293044+0.00566173j 0.000889253+0.00295519j 0.00167519+0.00609125j 0.00101777+0.00783521j 0.00142302-0.0141766j -0.00317643-0.00269978j 0.00264108+0.00548094j -0.00530531+0.00671541j -0.00418102-0.00941206j -0.00297984-0.000323172j -0.0014449+0.00822461j -0.00185735+0.00631635j 0.00299323+0.0214011j 6.58086e-05+0.00067902j 0.000126067-0.000972562j 0.000342671-0.00692516j -0.00281572-0.00693799j -0.00269889-0.0112934j -0.00145064+0.0136413j 0.00186566+0.0118587j -0.000628018-0.011994j -0.000688175-0.00570098j -0.00245334-0.00469556j -0.00521535-0.00754741j -0.000465016+0.00591635j 0.00030355-0.00297588j -0.00062267-0.00819967j 0.00546977+0.00545241j -0.00623668-0.00577673j -0.00104878+0.00872802j 0.00339123+0.0219304j -0.00109706+0.0153207j -0.00309878-0.00383802j 0.00148142-0.00108323j 0.00236594+0.0120541j 0.00210105+0.0103931j 0.0113645-0.0042954j 0.00174402+0.00213012j -0.00727739-0.00378178j 0.00191538-0.00474245j 0.00181696+0.000716438j 0.00456058+0.00252248j -0.00185782+0.00151281j 0.00331724-0.00596994j -0.00281817-0.00202218j 0.00210969+0.00160129j 0.00126949-0.00404356j 0.000917662+0.00595956j -0.000985713+0.00263534j 0.000281667-0.00137743j 
-0.00149803+0.000941106j -0.000545629+9.82627e-05j 0.00277813-0.00235433j -0.00305439-0.00473388j -0.000481078-0.0103025j -0.000561949+0.0241578j -0.00715717-0.0055656j -0.00399841+0.00351574j -0.000318653-0.00831725j 0.000114577-0.00446177j 0.00151711-0.0148508j 0.00139951-0.00430957j -0.00448786-0.00204793j -0.0029463+0.00655809j 0.00162581+0.00677817j 0.00598403+0.010221j 0.000171807-0.00427943j -0.00491876-0.000306327j -0.0022305-0.00954922j -0.00138296+0.00271414j -0.00208697+0.00466237j 0.00355078-0.00543788j -0.000199729-0.00677047j 0.00183993+0.00647581j -0.00509398+0.00206894j -0.00220821+0.00398215j 0.00447332-0.00501343j 0.000887789-0.00211151j 0.000886421-0.000210809j -0.00733327-0.0216643j -0.00425408+0.00802909j -0.00588088+0.00541882j -0.00142562+0.0156938j -0.00659909-0.00930417j 0.0029906+0.00140502j 0.00202448+0.000536421j -0.00356476-0.010538j -0.00399349-0.00377617j -0.00139001+0.00233143j 0.0017865+0.000374714j -0.00307917+0.00595838j -0.00895445+0.00543771j -0.00830592+0.00239777j 6.51669e-05+0.00746985j -0.0012289-0.0053027j -0.00545813-0.0048342j -0.00208879+0.000888726j 0.00406027-0.0169967j 0.00345229-0.0183341j 0.00663144-0.00264812j 0.00478314+0.00146075j -0.00195025-0.00556104j 
-0.000957531+0.00202205j -0.00415925+0.000436727j -0.000626055+0.000713841j 0.00248458-0.00456515j -0.00455112+0.00237456j 0.00136097+0.00575834j 0.00189305-0.0101945j -0.00117501+0.000372434j 0.00350827+0.00474535j 0.00528878+0.0124605j 0.00045317+9.89914e-05j -0.00106444-0.00263987j -0.00556035-0.00757674j -0.000698834-0.0107003j 0.00678156+0.00409246j 0.00748626+0.0112416j 0.00438995+0.00351675j 0.00282072-0.00140481j 0.00025897+0.000852598j -0.000779349-0.00668498j 0.000940628+0.00212327j -0.00822422-0.00747255j -0.00358325-0.00676984j -0.0044171+0.00143025j -0.00146853-0.00465203j 0.000614326+0.000941053j -0.0055938-0.00614709j 0.00106527-0.00545388j -0.00173323+0.0051862j 0.00343782-0.00774004j -0.00173953-0.00295654j 0.0118518+0.000577541j -5.00784e-05-0.0101785j -0.00940102-0.0872699j -0.00384074-0.00203876j 0.000867833-0.00119605j 0.00382944-0.00672106j 0.00421671-0.00428856j 0.0085451-0.0043312j 0.00246612-0.000259586j 0.000768416-0.00329305j 0.00372512-0.00796736j 0.000234365-0.00112577j 0.00232219+0.0121284j -0.00281435-0.000481905j -0.00344705-0.0101085j -0.00302444+0.00110448j 0.000276245-0.00109505j -0.00296795-0.000314615j -0.00140473-0.00133283j -0.00342415+0.00348831j 0.00198046+0.00153894j 
-0.0028147-0.00402445j -0.0123794-0.004045j -0.00556559-0.00534571j -0.000293629-0.00444537j -0.0031462+0.00136903j -0.00634766-0.00469058j -0.00742345-0.00979659j 0.0114942+0.00932242j -0.00222634-0.00980141j -4.61848e-05-0.00310028j 0.00235116+0.00630505j 0.000464395-0.0102268j 0.00589062+0.00112947j -0.00314893-0.00694403j -0.00212749-0.010568j 0.00319106+0.00186888j 4.73829e-05+0.00271679j -0.0027299-0.00708303j -0.00112191-0.00900923j 0.00387657+0.000140108j 0.00317582-0.00222561j -0.00260559+0.00418408j -0.00263466-0.00209077j -0.00654735+0.00414284j 0.00250204+0.00170591j 0.00574095+0.00400749j -0.00192704-0.00307489j -0.00492852-0.00239238j 0.00439384-0.00406203j -0.0055264-0.0107028j 0.00329444+0.00756532j 0.0076291+0.0065219j -0.00234202+0.0529421j 0.0141511+0.025735j 0.00306322+0.00556756j 0.00375495+0.00832199j -0.00876984-0.0193076j -0.00578519-0.0141058j 0.00643081+0.000655168j 0.00300086+0.00209471j 0.00435017+0.00330795j 0.00266904+0.00101686j -0.00192361-0.00162757j 0.00183497+0.00145157j -0.000812055+0.00462735j -0.00599229+0.00499691j -0.000161817+0.00315138j 0.00306753-0.00397578j -0.00359418+0.00952804j -0.00641731-0.0085306j -0.00488358+0.00312436j 0.00679253+0.00363537j 
