0.0107494-0.0180308j -0.0089237-0.00745457j 0.0107939+0.00112235j 0.00398997-0.0141729j -0.014783+0.00293082j 0.00141929+0.00479514j -0.000155098-0.00070504j 0.00151549+0.000312528j -0.00298427+0.00774283j -0.00334292+0.00112454j -0.00656895-0.000174055j -0.00455086-0.00410276j 0.00187557+0.00735051j -0.00356692+0.000608988j 0.00267861+0.00335461j 0.00293174-0.0041542j -0.00687208-0.00376014j -0.0094342+0.00302593j -0.00273356+0.000889249j 0.00138376+0.00142126j -0.00211411+0.00297948j 0.000220113-0.00173207j -0.00143805+0.00109649j -0.00637611-0.00365812j -0.00509997+0.00701227j 0.00192827+0.000476994j -0.00926694+0.014975j -0.0102903+0.0113498j 0.00603614-0.00309696j -0.006563+0.0211315j 0.0277901+0.0165776j 0.00140332-0.00515967j 0.00484281+0.00680484j -0.00184812-0.00198639j -0.000992848+0.0016058j -0.00237603+0.00232826j 0.00742523-0.00264551j 0.00103146-0.00166344j -0.00718041-0.00254232j -0.00159063-0.000280473j 0.000452999+0.00395834j 0.00643348-0.00220009j -0.00173172-0.00613222j 0.000722498+0.0002861j -0.00647745-0.00237439j 0.00269391-0.0162152j -0.0121312-0.00900912j 0.01524+0.0126094j 0.00657646-0.0224001j 0.0285444-0.000362238j -0.0022404+0.029901j 0.0199647+0.00217826j 
-0.00384108+0.000230395j -0.00171088-0.000681205j -0.00519311-0.00402117j -0.00933378-0.00831517j -0.00373722-0.00964807j 0.00104126+0.00184175j 0.00396671+0.00530607j -0.00321785+0.00766847j -0.00181256-0.00489379j -0.00357964-0.00336466j 0.00732054+0.0163041j -0.00254292-0.0247913j -0.00287108+0.0143j 0.00927848-0.000603878j 0.00101796-0.000909829j 0.00506022-0.00478867j -0.00109889+0.0211575j -0.00263937-0.00156716j 0.00563194-0.0135498j 0.00321835+0.0131878j -0.00172604+0.014j 0.00554074+0.0125742j -0.000409487-0.0130852j 0.00340328+0.00214241j -0.000822947+0.0127386j -0.0035779+0.00185601j -0.0084163+0.00674758j -0.00648871+0.00597741j -0.00439093+0.00127256j -0.000915161-9.24326e-05j 0.0010963-0.00301307j -0.00138802-0.00063309j -0.00822277-0.00886449j 0.0036734-0.00872289j 0.0150709-0.0158546j 0.00141383-0.00281223j 0.0119266+0.00504927j 0.0072277+0.00291618j 0.00124154+0.000917924j 0.00218853-0.00163395j 0.0146973-0.0161116j -0.0068971+0.00484035j -0.00228344+0.0027138j 0.00119404-0.00118997j -0.0108227-0.00413223j 0.00749474-0.00434219j -0.0077439+0.0017378j -0.00075093-0.00580196j -0.00300135+0.00618989j 0.0014418+0.00242621j 0.00329397+0.000556085j 9.04844e-05+0.000504506j 
0.00132429-0.00153841j 0.00324393+0.000415751j 0.00122157+0.000260918j 0.00251992+0.00287815j -0.00137654+0.00808667j -0.00591458+0.00035045j -0.00134775-0.00339607j 0.00704808-0.00635281j -0.00662777+0.00746694j -0.00629277+0.00090366j 0.00360581-0.0140552j 0.00106969+0.0161143j -0.00383922-0.00821831j 0.004167+0.00917233j 0.00388165+0.0022635j 0.000789965+0.00182014j -0.00373095-0.0118494j 0.0049749+0.00263911j 0.00922536+0.00440999j 0.0124607-0.0142869j -0.00519281-0.00904758j -0.00532353-0.0123769j 0.00177471+0.0124193j 0.000988533-0.00493919j -0.00692432-0.00685512j -0.00532692+0.00582831j -0.00446657-0.00137385j 0.00231492-0.00674106j 0.000899524-0.00169261j 0.00340072-0.000258276j -0.004677+0.00507254j 0.00155807-0.000245833j -0.00512244+0.000291116j 0.00285338-0.00336989j 0.00217787-0.0199695j -0.000790139-0.000782304j 0.00113551-0.0142682j -0.000673236-0.00991443j -0.00173437+0.00209108j 0.00145674-0.00222834j 0.00524643-0.0186034j 0.00156544+0.0152555j -0.00109184+0.00341062j -0.00294593-0.0118287j -0.00472777-0.00643114j 0.00345018-0.00054292j -0.00800787+1.15428e-05j 0.00631498-0.00112674j -0.00151162-0.00123986j 0.000487273-0.00478318j -0.00144647+0.00246522j 0.000615727-0.00160377j 
-0.00105925-0.00516652j 0.00048166-0.0057128j -0.000902336-0.00721898j -0.0050881-0.0130057j 0.000882238+0.00410316j -0.00643616+0.0112502j -0.00188828+0.00562762j -0.000507514+0.000568893j -0.000637973-0.00378424j -0.00504892-0.00587947j 0.00564845+0.00615827j 0.00266621-0.0101929j 0.00126102+0.00396526j 0.00785823+0.0035504j -0.00919403-0.00634839j 0.00246523+0.000429537j 0.00738328+0.00268818j -0.000231791+0.00288411j 0.00345292-0.00172063j 0.00510809+0.0165861j -0.00583376+0.0123809j -0.00226578+0.0082359j -0.000249864+0.000482916j -0.000417845-0.00552264j 0.00213222+0.00245745j -0.00530723-0.000940059j -0.000291447+8.51126e-05j 0.00167307+0.00199246j -0.000373799-0.00559962j 0.0129205+0.00192833j -0.00101578-0.00570066j -0.00467475+0.00232119j -0.00549231-0.00834643j 0.00775219-0.0145017j -0.0187982-0.00558465j -0.00279627-0.00200828j -0.00880699+0.000358949j -0.00865878+0.000192541j -0.00396548-0.000947201j -0.00355465-0.00120145j -0.016319-0.0103957j 0.0182048-0.000542316j 0.00446331-0.000938897j -0.0191407-0.00833393j -0.00226217-0.0115907j 0.0061082-0.00567254j 0.00365115-0.00123579j 0.00735115+0.0100645j 0.00219838+0.00424277j -0.00120169+0.00515221j -0.00654906+0.0018855j -0.000358955+0.00231225j 
0.000715855-0.000522179j -0.00251667+0.00136152j 0.0028453-0.00115754j 0.00350494-0.0006555j 0.00610555-0.000964761j -0.0124146+0.003205j -0.000121422-0.000526525j -0.00388441+2.06878e-06j 0.00407356+0.0066154j -0.00051204+0.00715029j -0.00149055+0.00175722j 0.00517906+0.00288772j -3.3036e-06-0.00428658j -0.00325162+0.0049526j -0.00954441+0.00420855j -0.00384441+0.00416711j -0.00263212+0.00179138j -0.00139488-0.00467503j -0.00700479+0.000308077j -0.00955503-0.0104701j 0.00569617-0.00568912j 0.0106951-0.00729697j 0.00122918-0.00112418j -0.00193467+0.00402003j 0.00364833+0.000445631j -0.00073633+0.000201939j 0.00207395+0.00425414j -0.00506825+0.00367288j -0.00536908+0.00331175j 0.0132181+0.000572004j -0.00245076-0.0024421j -0.00482482-0.00258619j -0.00636803-0.0133488j 0.00571952-0.0212022j 0.00943581+0.00946852j 0.000748471+4.36532e-05j -0.00780297+0.00182811j -0.0089338-4.33059e-05j -0.00246207+0.000653969j -0.000760343-0.000175937j 0.0107083+0.0113177j 0.00563977-0.0078784j -0.00327477-0.00706622j -0.0212007-0.00754721j -0.00960573-0.0232789j 0.0153278+0.00261424j -0.0067471+0.00144689j 0.0056904-6.50983e-05j 0.0111433+0.00018551j 0.00664091+0.000384678j 0.00211844-0.00142848j 0.00182593-0.000955053j 
0.00220687+0.00140481j 0.00428725-0.00526188j 0.0013653+0.000184698j 0.00528152+0.00512632j 0.00253243+0.0184453j -0.00332439+0.0031156j 0.00726415+0.00208875j -0.000813157-0.00783005j 0.00156085-0.0147009j 0.00258684-0.00501781j 0.0128124-0.00767991j -0.00772967-0.0142651j 0.0055838+0.0191854j -0.00998988-0.0197114j 0.00787931-0.00701499j -0.00737583-4.88128e-05j 7.01889e-05+0.00274591j 0.00203876+0.00459575j 0.00724413+0.0115253j 0.00145733+0.0134198j -0.00263136+0.025548j -0.00191544+1.76411e-05j 0.0106752+0.00542327j -0.011951+0.0117818j -0.00235361+0.00170961j 0.0112201+0.0033161j 0.000597357-0.00653598j 0.000858848+0.000107561j -0.00141018-6.73926e-05j 0.000138141+0.00661665j -0.00170376+0.00117265j 0.00139927-0.00601882j -0.00887117+0.00346705j 0.00839111-0.00499179j 0.00759051+0.00452616j 0.00171179-0.000687271j -0.00897355+0.0117065j -0.00674244+0.00922725j -0.00506974+0.00788303j -0.000187615+0.000289916j 0.0090855+0.0070769j 0.000307593+0.00168031j -0.00155655-0.00318067j 0.00192022-0.00165475j -0.000237678-0.00800791j -0.00233572+0.0071111j -0.00517432-0.0072787j 0.00368701-0.00719673j 0.00295096-0.000645634j -0.000375945-0.0046658j 0.00212118+0.00608379j 0.00123554-0.00201467j 
0.000483863+0.0104341j -0.00651811-0.00565047j 0.00169101+0.0118177j -0.00151275+0.00296905j 0.00418684+0.0111147j 0.00184121-0.00221494j -0.00611343-0.00382625j 0.00621795-0.0122482j 0.00150302-0.0161766j -0.00189924+0.000900358j -0.0240547-0.0155833j 0.0071502+0.00254206j 0.0117965+0.00753624j -0.000931473-0.0207584j 0.00114358-0.00767067j 0.000773415-0.00209474j -0.00127799-0.0118978j -0.00846697+0.0018379j -0.00752831+0.0139521j 0.00516565+0.00819726j 0.00770988+0.014681j 0.004557-0.0058939j -0.0106423+0.0134627j 0.0102295+0.00194432j 0.00503583-0.0136759j -0.00384334-0.00569287j 0.00425705-0.00135967j 0.0038396-0.0067884j -0.000181826+0.00457444j -0.00562142+0.000847817j 0.00503668+0.000357096j 0.0048338+0.000130983j 0.0191915-5.91228e-05j -0.00686003-0.00467843j 0.00803298-0.00576033j -0.0011563+0.00130649j -0.00560157-0.00407657j -0.000438351-0.00595226j 0.00655515-0.000875102j -0.00239125-6.52907e-05j 0.0066632-0.00152639j -0.00705496+0.00169262j 0.00186946-0.000579548j -0.00233487-0.00527795j 0.00729023-0.00321877j 0.00629056-0.0020347j 0.00711923+0.00540576j -0.00497849+0.00402741j 0.00499674-0.00458534j 0.00020492-0.00144925j 0.00207836-0.00626072j -0.0011535-0.000152869j 
0.00591436-0.006419j 0.000399666+0.00553782j -0.00191899-0.00918548j 0.00552646+0.00873039j 0.00554125-0.00341845j -0.00483096+0.0112133j -0.00641971-0.00940993j 0.00939465+0.0100319j -0.00578032+0.0139156j 0.00756435+0.00793039j 0.0181075-0.00549264j -0.00651192+0.0158682j -0.000571807-0.00182659j -0.00825792-0.0136811j 0.00422565+0.00459927j -0.00318685+0.000727916j -0.00193167-0.00629371j 0.00552237-0.000533037j 0.00798+0.00678652j -0.00383489-0.0119634j -0.00272308-0.0189957j -0.00538307-0.00665283j 0.00723919-0.00853311j -0.00940043+0.00233202j -0.00786042-0.00575521j -0.0099047+0.00485049j 0.00307165-0.0037156j 0.00202878+0.000793782j 0.00242849-0.00824021j 0.0139948-0.0119229j -0.0121118+0.00230108j 0.000734331-0.00174822j -0.00636779+0.000330179j -0.0123413+0.00734421j 0.00153688+0.00385439j -0.00385707+0.00076043j 0.00826569-0.00647899j 0.00695631-0.00332231j -0.000627926-0.00520921j -0.0012572-0.0002654j -0.00326811+0.00201891j -0.013583-0.00691931j -0.00481422-0.00394965j -0.00263259-0.00204131j 0.00564012+0.00120302j 9.65574e-05-0.00112478j 0.00327384-0.00368327j 0.0190983+0.00428306j 0.00351987+0.00273273j 0.00211575+0.00156269j -0.00418462+0.00709468j 0.00229821-0.000781553j 
-0.00533846-0.00991132j 0.000868727-0.00199397j -0.00598737-0.0250308j -0.00060674+0.00564256j -0.00190662+0.0115863j 0.00700299+0.0185132j 0.000960626-0.000748457j -0.0109541+0.00976678j 0.00158546+0.0189412j 0.00485396+0.0166213j -0.00590617-0.00973825j 0.0124179+0.00686452j 0.00447318+0.00400285j 0.00163925-0.0290821j 0.00410382-0.00298829j 0.000425755+0.000267933j -0.00218674+0.0108657j 0.000248049-0.00260192j -0.00119391+0.0148374j 0.00720919+0.000490313j -0.000835891-0.00299506j 0.00435372-0.0131259j -0.00109993-0.00625093j 0.00296748+0.0112356j 0.0102766+0.00145546j 0.00652554-0.00259605j -0.00115538+0.000269871j 0.000129624+0.00309264j 0.000106688-0.00235239j -0.00419397+0.0039738j 0.00598525-0.0129492j -0.00317427+0.00436155j 0.000796022+0.00405011j 0.0167778+0.00646257j 0.00265555-0.00647694j -0.00342413-0.00111257j -0.00420013+0.00797419j -0.00313137+0.00769657j 0.000913429+0.0051809j -0.00129008+0.00280784j 0.00261529-0.00396449j 0.0076599+0.00154259j 0.00109942+0.00170691j 1.32132e-05-0.00776615j 0.00417596-0.00529283j 0.00646526+0.000542668j 0.0047873-0.00900591j -0.00746629+0.00717071j -0.0022961-0.00620598j -0.00210879+0.00295071j -0.000493578-0.00276382j -0.000782555+0.0026645j 
0.00224941-0.00105469j 0.000508473+0.00453362j 0.00350059+0.00924732j 0.00810969+0.00421114j -0.000184708-0.0047231j -0.00285689-0.00187015j 0.0100227-0.00153398j -0.00071823-0.00344467j 0.0150697-0.00514821j 0.0172309-0.00502862j 0.00765367+0.00125846j 0.00124073+0.00362579j 0.0127854-0.00956752j 0.00580455+0.00485376j 0.0170557+0.00643074j -0.0191961-0.000528431j 0.00770617+0.000415721j -0.00131775+0.00445428j 0.0160823-0.0023938j 0.0139486-0.00241128j 0.00308607-0.00209655j 0.00956064+0.00326445j -0.00156294+0.0020165j -0.00540346-0.00546829j 0.00827202-0.00513796j 0.0131758-0.00613459j 0.003851-0.0050656j 0.010422+2.17245e-06j 0.00576999-0.00460027j -0.00884619+0.00877644j 0.00316111+0.00314662j 0.00595547-0.00501435j 0.0180577-4.19549e-05j 0.00976482-0.00288632j 0.00976651-0.0054063j 0.00718956-0.00150238j -0.026931-0.0025488j -0.0206246-0.00116545j 0.00247511+0.00799884j 0.000318451+0.000788967j 0.00639289+0.000133713j -0.000923897+0.00520291j -0.00204319-0.000998625j 1.21166e-05-0.000721817j 0.0127024+0.001713j 0.00394028-0.00638631j 0.0111934+0.000871274j -0.00198459-0.000555623j 0.00210924+0.00647294j -0.00503413+0.00184611j -0.0034368+0.00225418j -0.000521598+0.00109068j 
0.00611711+0.000895846j -0.00598038+0.0063387j 0.0057738+0.00767081j 0.00219655-0.000395099j 0.00259281-0.0117677j 0.00766038+0.0024077j -0.00801632+7.92096e-05j 0.00804696-0.00465339j -0.00140405-0.0143912j -0.0010976-0.00525467j 0.00113303+0.00378997j -0.00597862-0.0134734j 0.00395689+0.00281476j 0.000209467+0.0127644j -2.07981e-05+0.00134349j 0.00014442+0.00223453j 0.000783955-0.00296533j -0.00841161+0.00376104j -0.00187669-0.00557685j -0.0112862+0.00907693j 0.000633938+0.0147737j 0.0030199+0.00616769j -0.0025577+0.00700594j 0.00159757-0.00546653j -0.0115183+0.000291168j -0.00323437+0.00239856j 0.00152877+0.000212042j 0.00489666+0.000938609j -0.00359701+0.000157312j 0.00067329+0.00634114j -0.000831836+0.0151835j 0.0117422-0.00318278j 0.0276623-0.00427323j -0.0078354-0.0070819j -0.00546117+0.00072229j 0.00293958+6.89696e-05j -0.00615398-0.00290296j -0.00112055-0.00550096j 0.00599833-0.00474059j 0.00212062-0.00310158j -0.00339639+0.00156742j -0.00405636+0.000209182j -0.00313806-0.00441339j -0.00236345+0.00129139j -0.00696267+0.00252544j -0.00691349+5.25906e-05j -0.0046664+0.0144319j -0.000236332-0.0093081j -0.000245245+0.015745j 0.00160486+0.00159425j 0.00231901+0.00328588j 0.000369469-0.00351505j 
0.0110838-0.0112578j -0.00260438+0.00873108j 0.0160975-0.0137862j 0.00498412+0.00215738j 0.00793295-0.00599903j 0.00187859+0.00947394j -0.00932695-0.00382208j -0.0144329-0.000522706j 0.00755662+0.00250451j 0.00538879+0.0102086j -0.0104342+0.00417891j 0.00160917-0.00120384j 0.00250529+0.00273847j 0.00860423+0.00743151j 0.0264714+0.00163937j -0.00122771+0.00183295j -0.00147326+0.0110131j 0.00182115-0.000851044j -0.00347981+0.0027325j -0.0107433-0.00799354j 0.0159199+0.00251015j 0.0128124-0.00971125j -0.00787397-0.00433021j -0.00744003+0.00528542j -0.00467084+0.00485517j -0.00732715+0.00547342j 0.00628443+0.000224772j -0.000875484+0.00408609j -0.0102718-0.00177783j 0.00454089-0.000726652j -0.0112782+0.00560747j 0.00529682+6.60308e-06j 0.0280355-0.00395986j 0.0310155+0.00857024j -0.0102049-0.00607311j -0.00354944-0.000314124j 0.0177986+0.00327509j 0.0143035+0.0014708j -0.00729763-0.00200066j 0.00169982-0.000625227j -0.00670987+0.000588167j 0.00110133+0.00415802j 0.00463261+0.00038687j 0.00389855-0.00501738j -0.00101272+0.00479978j -0.00905792-0.00509854j -0.0073208-0.00112516j 0.00507772-0.00470307j -0.00435718-0.00252856j 0.00262792-0.00199983j 0.00262178+0.00367808j 0.00222411-0.00363054j 
0.00148276-0.00769384j 0.000985212+0.00734154j 0.00875294-0.00422482j 0.000947339+0.00413311j 0.00444978+0.00874131j -0.00551558+0.00747752j -0.00490521+0.000339484j 0.00740639-0.0160295j -0.0039684-0.01809j -0.0101227-0.00212991j 0.00328615-0.0135929j 0.00376826-0.00841803j -0.00286994+0.0118314j 0.00334979-0.013904j -0.00689613-0.00239689j 0.00683247+0.00197146j -0.00202019-0.0123122j -0.00400683+0.00861775j -0.00901473+0.0136507j -0.00177173+0.0120713j -0.00394331+0.0212669j -0.00200141-0.00575545j -0.00249487+0.00889814j 0.000228839+0.00152536j -0.00506403-0.00791807j -0.0118297+9.08476e-05j 0.00568022-0.00671302j 0.00523927-0.00401267j -0.00407471-0.00298913j 0.0167591-0.00216514j -0.00530454+0.000566853j 0.00037932+2.05706e-05j -0.00815816-0.00226642j 0.0291769+0.00404407j 0.00441618+0.00222337j -0.00434032+0.00295241j 0.016833-0.00606138j 0.0122228-0.00692529j -0.00990468-0.00542764j -0.000127075-0.000165316j 0.00560937-0.000892749j -0.00077918-0.00552003j 0.00332305-0.003617j 0.00123723-8.5745e-05j -0.00106206-0.00202551j 0.00485665-0.00470979j -0.00161047+0.00278801j 0.00703031+0.00629066j 0.00165499-8.32848e-05j 0.00254771-0.000481888j -0.00467024+0.00121087j 0.00179872+0.000225464j 
-0.00751092-0.0198697j 0.00071543+0.021826j -0.00366911-0.012376j 0.00314246+0.0133166j -0.00832684-0.00921743j 0.0182468-0.0155685j 0.00384847-0.00358473j 0.00661495+0.00101693j -0.00635466-0.0124432j 0.00463534-0.00901359j -0.00107403-0.00439396j -0.00570129-0.0111022j -0.00198612+0.0102736j -0.00527658+0.00831889j -0.00188713+0.00787483j 0.00089225-0.002983j -0.00057151-0.00409194j 0.000176786+0.00447554j 0.00342452-0.00117156j 0.00339279-0.00892704j -0.0031603+0.00995495j -0.00569409-0.000251735j 0.00256703-0.00417321j 0.0104799+0.00177965j 0.00046697-0.000776743j 0.00618141-0.00551107j -0.00322098-0.00463649j 0.00648381-0.000925314j 0.00521615-0.00250784j -0.00988222+0.0130308j 0.0058855+0.000648478j 0.00223613-0.00174887j -0.00762181-0.00771837j -0.0471864-0.00319383j 0.00342148+0.0027j -0.000929753+6.70033e-05j -0.0208456-0.00426775j -0.0121194-0.00342785j 0.00756276+0.00340812j -0.00167767+0.000659839j 0.00454926+0.00294754j 0.00393925+0.00258569j -0.000958029-0.00057267j 0.00603813+0.000822784j 0.00184374-0.00545227j 0.000398137+0.00239787j 0.00613979+0.00705787j -0.0131708-0.00653647j -0.0017576+0.00295846j -0.00236352-0.00519932j 0.00125751-0.000959204j 0.00217968-0.000805214j 
0.00115511-0.00111793j 0.00160379-0.0201253j -0.00363412-0.011803j -0.00195919-0.00559052j -0.000830771+0.00815825j -0.0114566-0.0332347j -0.00204494-0.0127372j -0.0134301+0.0116657j 0.00952032-0.0166371j 0.0121501-0.0185474j 0.000975661+0.0039139j 0.00435427+0.00523366j -0.00925206+0.0273497j -0.00205913+0.0074172j 0.019876-0.00530235j 0.0107665-0.0162354j 0.00558166-0.0114165j 0.00796036-0.00552821j 0.00693841+0.00136902j -0.00723277-0.0016629j 0.00333299-0.001093j -0.0112659+0.00216659j -0.00766394+0.000914685j -0.00553015+0.00251049j -0.00252973+0.0016379j -0.0044386+0.00674309j -0.00304368+0.0112207j -0.00447031+0.000524967j 0.000586537+0.0082901j 0.00120867-0.0169963j -0.0200604-0.00235329j -0.00331712-0.00390129j -0.0137615+0.00299313j -0.0521133-0.0130448j -0.00926717+0.00180012j -0.00643623+0.00309653j 0.0236333-0.0110524j 0.0164749-0.00781862j -0.00955964-0.000146178j -0.000208871+0.0014825j -0.00989028-0.00168189j -0.00814449-0.00402869j 0.00221852-0.00139297j 0.00365292+0.00224138j -0.00735127-0.00561486j -0.009169-0.0102484j -0.00735011-0.00669554j 0.00846165+0.00441487j -0.0064339-0.0124382j 0.00523178-0.00479313j 0.000744613-0.000293107j 0.00383685+0.00188306j 
0.00294723+0.0038393j 0.000768364+0.00352827j 0.00650905+0.00804977j -0.00810754-0.00171995j 0.00106177+0.000209653j 0.0088643+0.0220189j -0.00916623+0.0116489j -0.0104973-0.00119115j 0.0167379+0.00819047j 0.0192379+0.0098329j -0.00635849-0.00402832j 0.00342514-0.00235032j -0.0140793-0.0135138j -0.00680416-0.00575505j 0.0130089-0.00563042j 0.0174338+0.00092051j 0.0054982+0.00836474j -0.0049636+0.00103239j 0.00109475-0.00200881j -0.00149131+0.00489047j 0.00598754+0.00143106j -0.00614379+0.00360344j -0.00614173+0.00653382j 0.00145916+0.00206713j -0.00540887+0.00327829j 0.00130017-0.00204974j -0.000251995-0.000363025j -0.00389792+0.00130393j 0.00360456-0.00216248j -0.00945781-0.00243828j 0.0008798-0.00248872j -0.00292314-0.013448j -0.0310316+0.00975298j -0.0667332+0.00658935j -0.000467706+0.000502208j -0.00262528+0.000844551j -0.00591071+0.00133028j -0.00438576-0.00374633j -0.00403694-0.00376589j -0.000666712-0.00161889j -0.00184306+0.000135672j -0.00435582+0.00410817j 0.000435891-0.000680064j 0.00900392-0.0110965j -0.00386071-0.00469117j -0.00970175+0.00974289j -0.00479083+0.00641527j -0.00175151-0.00169996j -0.00124707+0.00213211j -0.000898507+0.000844613j 0.00571454+0.000920658j -0.00208193-0.00410571j 
-0.00112321+0.00163219j 0.00369583+0.0123803j 0.00983338+0.0095083j 0.0081764-0.00313802j 0.00798641-0.0109032j -0.0168056+0.00846142j 0.014801-0.000507845j -0.0116301-0.0107265j 0.0105303+0.000287411j 0.0036181+0.00190935j -0.0056444+0.00218618j 0.0155714-0.00223112j 0.00351549-0.00976452j 0.00742512-0.001519j -0.00689759+0.00295493j -0.0167878+0.0112609j -0.00681438+0.00515046j 0.0052102-0.000227854j 0.0116582-0.00467937j -0.000987087+0.00040328j -0.00174746+0.00622645j 0.00749703+0.000543847j 0.0104075+0.00382249j -0.0018556-0.00491379j 0.00410484-0.0038495j 0.000980876-0.00762399j 0.00379534+0.00605774j -0.00123999-0.00645943j 0.00580943+0.0144483j 0.0199151+0.00256297j 0.00140543+0.00012913j -0.0107431-0.00475959j -0.0456458-0.00463437j 0.00846772+0.00378951j -0.00493069+0.00538897j -0.00572781+0.001542j 0.0152611-0.0165134j 0.00917587-0.0109767j 0.00766483+0.0047893j -0.00288006+4.00322e-05j -0.00511462-0.0002031j 0.000487719-0.00489325j -0.0025747-0.00181392j -0.0139034+0.00998524j -0.00233771+0.00453706j 0.00460506-0.0124685j -0.000433133+0.00754754j -0.00104192+0.00616374j 0.00229878+0.0104005j 0.00362845-0.00412236j -0.00170272-0.00769172j 0.00357737+0.00659948j 
-0.00792442+0.00426037j -0.00138833-0.00309097j -0.0153443+0.0115342j -0.00779624-0.00662862j -0.0010071+0.00240707j -0.0312354-0.00604287j -0.00946536+0.00947706j 0.00367525+0.00253497j -0.00458003+0.000642427j -0.00139542-0.00690798j 0.00983651+0.00401456j -0.00556465-0.00203651j 0.0031942+0.000756349j -0.00164153+0.0079432j -0.00238529+0.00219231j 0.00543533-0.00719737j 0.000751417+0.00320539j -0.000735841-0.00662379j -0.000171009-0.00690359j 0.00541835-0.00711956j 0.00525524-0.00722883j 0.000598489+0.00577666j -0.00111193-0.00263442j -0.00398272+0.00515675j 0.0046829-0.00229179j 0.00408264-0.0014755j 0.001424+0.00676624j -0.0114034+0.00874458j -0.00194933+0.00959955j -0.0107758-0.0134979j -0.00326502-0.00464852j -0.00277623-0.0103032j 0.0186304-0.00225839j 0.0391189-0.00494488j 0.00274291+0.000999666j 0.00255205-0.00307599j 0.00183084+0.00324714j -0.000266834+0.00587282j -0.00408892+0.0011429j 0.00150801-0.000366795j -0.00271384-0.0021518j -0.00220492+0.0031724j -0.00136605+0.00755365j -0.00426748+0.00920425j -0.000413069+0.0152644j 0.00350881+0.00489643j -0.00445622-0.00507698j -0.00146042-0.00865792j 0.0113815-0.0198875j 0.00308546-0.00825764j 0.0125932-0.00283255j -0.000482836-0.00708744j 
0.00167165-0.00143026j -0.00803465-0.000964909j 0.00317517-0.00222172j -0.00514433-0.0019746j 0.00800865-0.00193851j 0.00431927-0.0037015j -0.00359412-0.00375052j 0.00646871+0.00540514j 0.00917461+0.00671923j 0.00113987+0.0109682j -0.0101378+0.00454814j 0.0106607-0.00554962j 0.0082941-0.00441987j 0.00303364+0.00190544j -0.0092887-0.00396742j -0.00618154+0.00381432j -0.0030395+0.00962458j -0.0164388-0.00629681j 0.00338408-0.00102119j 0.0027965-0.00213121j -0.000690868+0.00354444j 0.00675392-0.00106027j 0.00833099+0.00384091j 0.00511886-0.000836244j -8.2357e-05-0.003j 0.00455815+0.00162516j 0.00853551+0.00259212j 0.002658+0.00649822j -0.0040569+0.00231244j 0.00102307+0.00649766j 0.0178861-0.000116984j -0.0094677+0.0113782j -0.0408395+0.0050926j 0.0021806-0.00455594j 0.00200544-0.00539239j -0.00456632-2.57661e-05j -0.00159996+0.0102136j -0.000238919+0.0075717j 0.00764178+0.00552731j -0.00226832+0.000180895j 0.00412827+0.00292455j 0.00916853+0.012341j 0.0022613+0.00246794j -0.00192222-0.00686254j 0.00159867-0.00278511j 0.00463785+0.0113163j -0.00442816+0.00536039j -0.0118537-0.0194926j 0.01413-0.0108946j 0.000888066-0.00485779j 0.0166558-0.00406567j -0.00403595-0.0146007j 
-0.00891775-0.00718761j -0.00432082+0.0127425j -0.0156712-0.00251056j -0.0114354+0.00988965j -0.00171206-0.00365525j -0.0237539+0.00200708j -0.0197313+0.00100464j -0.00431256+0.00849778j -0.0121386+0.00268819j 0.00642843+0.000413319j 0.00206823-0.0140469j -0.00395784+0.000983829j -0.00308074+0.00770168j 0.000517847+0.00298503j 0.00136296+0.00309792j 0.00657212-0.00367177j -0.00477415-0.000836004j 0.00259371-0.00293344j -0.00280107+0.000658911j 0.00353205-0.00204936j 0.00139192+0.00864471j 0.00066153-0.00186801j -0.00161948+0.0083322j 0.00107187+0.0052646j 0.00359912-0.00204562j -1.25149e-06-0.00967494j 0.00389323+0.0149587j -0.0144725+0.00795187j 0.015571+0.00432918j -0.00723971+0.00663365j -0.00710964-0.0045054j 0.00256861-0.0192626j 0.00762839-0.000271098j 0.0228593+0.000959428j 0.000506965+0.00406154j 0.000500914-6.97846e-05j -0.00667333-0.000559173j -0.00305736-0.00399189j 0.00596418+4.38272e-05j 8.74016e-05+9.41844e-06j -0.00212391-0.00463131j -0.00325625-0.00344487j -0.00171832-0.0014134j -0.00114813+0.00352627j -0.00521981-0.0161119j -0.00521637-0.00163398j -0.00964688+0.016262j -0.00534071+0.00211824j -0.00832685+0.00905404j -0.00297483-0.014209j 0.000471944-0.00598757j 0.00693139+0.00200701j 
