-0.00412308+0.00455586j 0.0036451+0.00777013j -0.000468575-0.00769837j 0.00451192-0.000218346j 7.49872e-05+0.00405634j -0.00276354-0.00585886j -0.00434875+0.00129514j -0.000192029+0.00657767j -0.000746637-0.000219671j -0.000441959+0.00173991j 0.00113289-0.00439239j 0.00492079+0.00502563j 0.000478432-0.00613124j 0.0021654-0.00231092j -0.000862527-0.0033296j 0.00142698+0.00227073j -0.00059876-0.00311178j 0.00161003+0.000475024j -0.00170791-0.00383377j 0.00234594-0.00203077j -0.0003601-1.32479e-05j -0.000455804+0.000780797j -0.000451858-0.00651465j 0.00222004+0.00190449j -0.00112042-0.00211217j -0.00256876-0.00114568j 0.000700352-0.00109465j 0.000712734-0.00277583j -0.000282437+5.81833e-05j -0.00022843+0.00550027j -0.000218674-0.00314501j -0.000564073-0.00194851j -0.000154545-0.00116138j -0.000233827-0.00146178j 0.00124965-0.000273192j 0.000164231-0.00222068j 0.00257433+9.25718e-05j 0.000897082-0.00372699j -0.00060306-0.000917688j -0.00117937+0.00150702j -0.0011858+0.0009962j 0.000786888-0.00119415j 0.00115493+0.000863286j -0.000335269-0.000999967j 0.000602618-0.00246993j 0.00320486-0.00165429j 0.00107752+0.00207172j 0.00111644+0.000410446j 0.0010088-0.000769005j -0.000854302-0.0030066j -0.000204548-0.000355275j -0.00167717-0.00134122j -0.000372336-0.00396404j -0.00068881-0.00242245j -0.00247971-0.00311491j 0.000244071-0.000126187j -0.00117138+0.00231635j -0.000614084-0.00384033j -0.000777144-0.0018479j -0.000978123-0.0027025j 0.00067165+0.00204306j 0.00119577+0.0046627j 0.00159943-0.0027609j -0.00369706-0.00221711j -0.000668894+2.46913e-05j -0.000847729+0.00697052j -0.00454311-5.11952e-05j 0.00459694-0.00421823j -0.00119971+0.00644118j -0.000907051-0.00557231j -0.00870557+0.000110899j 0.00554277+0.0172989j -0.00671234-0.0146874j -0.0201277-0.0320026j 0.0113359-0.0681521j -0.0353032+0.010981j 0.0107875-0.32902j 
-0.000827878+0.0017634j 0.00140038+0.00175707j 0.000847167-0.000729486j 0.000458334+0.00101252j -0.000741509-0.00156858j 0.000838016-0.00079159j 0.000360613-0.0018817j -0.00142529-0.00530811j 0.00312603-0.0049036j 0.00250293+0.00676245j 0.000920228-0.00660685j 0.00365831+0.00839944j -0.000158065-0.00604645j 0.00161031-0.00174652j 0.00274952+0.00120581j 0.0014938-0.00573172j -0.00112676-0.00940521j -0.00260044-0.00289462j -0.00193458+0.00703324j 0.00132081-0.0558103j 0.00396588-0.0721604j -0.00177487-0.0374801j -0.0086149-0.0996872j 0.00388776-0.0391542j 0.00206325+0.0247573j 0.00462048+0.0600342j 0.00434194-0.0174464j 0.00137767-0.00339315j 5.71172e-05+0.0449667j 0.00065098+0.0206872j 0.00167752+0.0497354j 0.00209895-0.0538963j 0.00187249-0.00274284j -0.00302767+0.034808j -7.12201e-06-0.0326516j 0.000336593+0.00667716j -0.000471225-0.0253557j 0.00129391-0.0135631j -0.00118507-0.00576537j -0.00267249-0.0166539j 0.00233302+0.00381848j -0.00111752+0.0227303j 0.00321295-0.0327062j -0.00252879-0.0111332j 0.00092469-0.00967749j -0.00243466+0.000163235j -0.00345505-0.00290611j 0.00157957-0.00762383j -0.000105089-0.008684j -0.00316266+0.00222409j -0.00166598-0.00695132j 0.00250982+0.00715864j 0.00180538+0.00394462j 0.00166727-0.00956142j -0.00448768+0.0117499j 0.00126758+0.00247645j -0.00202706+0.00922185j 0.00113293-0.01405j -0.00246987-0.00640512j -0.00274535-0.00812062j 0.00158934+0.000382364j -0.000282159+0.0123642j 0.00444619-0.00485571j -0.000686921+0.0011239j -0.000891321+0.0060637j 0.00326534-0.0082239j 0.00196207+0.00453834j 0.00190361-0.00400992j 0.00218568+0.00266397j 0.000873945-0.00417927j -0.000102481-0.000502036j -3.4563e-05-0.00217235j 0.0010354-0.000724857j -0.00138026+0.00106526j 0.00034881+0.00239885j -0.00127654+0.00130597j -0.000413837-0.00183571j 
-0.000349882-4.68511e-05j 0.000140414+0.000624498j 0.000234544+0.00206077j -0.00173381-0.000349755j -0.000701702-0.00235583j 0.00136307+0.00186424j 0.00134129+0.000190336j -0.000542386-0.000412048j -0.00396902+0.00105702j 0.00130963-0.00941949j 0.00357745+0.0170365j -0.00456701+0.00158079j 0.00181899+0.00989624j -0.00285734+0.000522591j -0.00361788+0.0294832j 0.00578618-0.00650214j 0.00163357-0.0163274j 0.00154593-0.0333539j -0.00327551-0.0548375j 0.0116071+0.146671j 0.00373472-0.0451431j -0.00325147-0.0287165j -0.00205939-0.0730193j -0.00272428+0.0376659j 0.00350368-0.0678489j -0.00179326-0.00708163j -0.00174329-0.0259664j -0.000389619+0.0496087j 0.00318139+0.00182519j 0.000546621-0.0030874j 0.000481616+0.0147725j 0.00266067-0.0362083j -0.000347462-0.0119302j -0.000838662+0.0263598j -0.0050689+0.0346905j -0.0038196+0.00260389j -0.0039788+0.000167278j -0.000479284-0.0227919j 0.000415014-0.021414j -0.0032907+0.0193095j -0.000909342+0.030013j 0.00443796-0.0253542j -0.00439362+0.00654333j 0.00797788-0.0188836j -0.00339098+0.0166713j 0.000444365+0.0114898j -0.000554396+0.0185019j 0.00520123-0.00414863j 0.00410038-0.0156538j 0.00269886-0.00638322j 0.000986984+0.00762641j -0.00353476-0.00599728j -0.000254592+0.00858272j -0.000721747+0.00179142j 0.0010833+0.00873768j 0.00280552+0.00163031j -0.00347919+0.00641338j -0.00253977+0.00405651j -0.00645179+0.0143455j 0.00202978-0.00114196j 0.000248986-0.00342694j 0.00118692+0.0041076j -0.00109614-0.00493797j -0.0001734-0.00416768j 0.00238465+0.00100833j -0.00138872-0.00340525j 0.00291395-0.00757039j -0.00226899+0.0083378j -0.00454806-0.0031337j 0.000710219+0.00494498j -8.54317e-05+0.000715257j 0.000327665+0.00231885j -0.00138932+0.00216177j -0.000357219-0.0027019j -0.00151148+0.0012588j 0.000590388-0.00150715j 0.0007831+0.000428995j 
0.000137723+0.000948726j 0.000551307-0.00014098j 0.000284022+0.00342139j -0.00207171-0.000367042j 0.000759338+0.00304179j -0.0039506-0.00612855j -0.00283123+0.00488849j 0.000461434+0.00164923j 0.00104648-0.00938573j 0.00294489+0.000933381j -0.00453009-0.00627844j -0.000737932-0.0136091j -0.00435368-0.00725736j 0.00218573-0.0113897j 0.00648937-0.0165078j 0.000375803-0.0175429j -0.00129002-0.00820635j 0.00233914+0.00437897j 0.0105334+0.173525j -0.00505919+0.0659793j 0.00400454-0.00134723j -0.00286764-0.00768729j -0.00212947+0.036317j -0.00633587-0.0146175j -0.000114139-0.0375859j -0.00188306+0.0443476j -0.000982289+0.0100958j 0.00122775+0.03443j -0.0025123-0.0296926j 0.000590993+0.0114707j 0.00130891-0.00950088j 0.000696272-0.00469464j -0.00306381+0.0194436j 0.0011609+0.00147155j 0.00271463+0.00755925j 0.00160566-0.0107148j 0.00165721+0.014844j -0.00262519+0.0357093j 0.00615786-0.0180885j 0.0022834-0.0209895j -0.00291502+0.0151606j -0.00125216+0.0065814j 0.00402329-0.01671j 0.00509008-0.000372095j 0.00418183-0.0152356j 0.000370329-0.010223j 0.00125083-0.0133505j 0.00134156-0.00610007j -0.00167487+0.00330696j -0.0028178-0.00222278j 0.00147503-0.0144006j -0.00130526+0.00736132j -0.000177902-0.0165431j 0.00250511+0.0157357j -0.000836858-0.00460422j 0.0019915+0.000640449j 0.000920462-0.0061943j 0.00222079-0.00613969j 0.00534076-0.00414519j -0.0015056+0.00891075j 0.00399991-0.000541226j 0.00284608-0.00784249j -0.00469793+0.0156153j 0.00277145+0.0110796j -0.00111703+0.00712663j 0.00173416-0.00155983j 0.000171299+0.0016707j -0.000542813+0.00105972j -0.00114278-0.000215281j -0.00046699+0.00130388j -0.00174136+0.00167018j 0.000999079+0.00433081j -0.00106687+0.003184j -0.000870697+0.00263749j 0.00111546+0.000592654j 0.000572039+0.00154859j -0.0011864+0.00147588j 
-0.000993114-0.000128778j 8.57293e-05+0.00151592j -0.00304071-0.00410494j 0.00154488-0.00449976j -0.00108628-0.00307989j -0.00197443-0.00117416j 0.00162228+0.00888364j 0.00501044-0.00344516j 0.00188881+0.011384j -0.00391873-0.00438155j 0.000833054-0.00867013j -0.000760074-0.00284105j -0.00238017+0.0132956j -0.00150028+0.0193483j 0.00123789+0.00222733j -0.00465087+0.0100979j -0.000948355+0.0298793j -0.00304482-0.114151j -0.000318394+0.0190755j -0.000371458-0.0460889j 0.00625835+0.0438493j -0.00507952-0.104301j 0.00109571+0.0153928j 0.00370305+0.0541349j -0.00044388+0.0835469j 0.00118001+0.0198708j -0.00104843-0.0148653j -8.21986e-05+0.00477405j 0.00307942-0.0154091j 0.00362388-0.0312666j 0.00273503+0.0146019j -0.00564289+0.0318603j 0.00231882-0.0061264j -0.00155239+0.00720828j -0.000699669-0.0160324j -0.000878609+0.00130955j -0.00081284-0.00840592j -0.00104443+0.00600937j -0.000251444-0.00418569j -0.000991277-0.00717104j -0.00264638-7.76796e-05j 0.000545972+0.00193057j 0.00248747-0.00875427j -0.00550483+0.0059728j -0.00217003+0.0103332j -0.00287358+0.0169787j -0.000294503+0.00261016j -0.00093836+0.0107674j -0.000597995+0.000532661j -0.000426047+0.0122313j 0.000784733+0.00107806j 0.000452731+0.00189207j -0.00028237+0.00277092j -0.00264926-0.00552239j 0.00129493-0.00728452j -0.00274664-0.0048423j 0.00160412-0.00290747j -0.00100184-0.00149412j 0.000486164-0.00242528j -0.0023092+0.00635566j -0.000438078+0.00548551j -0.0039583+0.00524221j -0.000127682+0.000462448j 0.000302841-0.00403167j -0.00276759-0.00884984j -0.00239283+0.0050008j -0.000338315+0.00408356j -0.00087841+0.00465912j 0.00087082-0.00183697j -0.00154653-0.00357018j -0.0017034+0.00570284j 0.00133709-0.000139027j 8.41329e-05-0.00162641j -6.57528e-05-0.00418715j -0.00250508+0.00222144j -0.000498765+0.00260248j -0.00156723-4.52122e-05j 
-0.00149074-0.00217929j -0.0011176+0.00185661j 0.00298827+0.00395661j -0.00168199+0.00508753j 0.00156742+0.00762734j -0.00160046-0.00385222j -0.00440383-0.00447913j -0.00369964+0.0101224j -0.000732342-0.00950708j 0.000792104+0.00294348j -0.00449872+0.00237331j 0.000289531-0.00727284j 0.00103889-0.0157522j 0.0074345-0.033473j -0.00506374-0.0623391j 0.00929222+0.147473j -0.00023132-0.0586444j 0.00432498-0.0109014j 0.00771554-0.0219113j 0.00519478+0.0583921j 0.00644828+0.0437394j -0.00201523+0.00970408j -0.00397193-0.0678468j 0.00119724-0.0790533j -0.00310694-0.0151074j 0.00286656+0.0305873j -0.00514792-0.00245645j 0.000454158-0.00361818j 0.00328983-0.00782496j -0.00417867+0.0571667j 0.00334457-0.00685284j 0.00368637-0.00757134j -0.00122948-0.0162517j -0.00283987+0.00186694j 0.00328493-0.00555907j 0.000189642+0.0122375j -0.000590849-0.0117768j -0.00318634+0.00502628j -0.00281123+0.0113413j -0.00417712-0.00495726j 0.00637518-0.00592756j 5.62054e-05-0.0148831j 0.00455549-0.00575938j 0.00051029+0.00683429j -0.000101445-0.0078135j 0.00415295-0.0157663j -0.00143784-0.0022748j 0.000742602-0.00882526j 0.000764743-2.78067e-05j 0.00117103-0.012198j 0.00375043-0.00336689j 0.00061786+0.00687195j -0.000629218-0.000659003j 0.000955624+0.00344659j -0.000710299-0.0153259j 0.00276859+0.0130702j -0.00370123-0.00711185j 0.00257579+0.0114298j 0.00702892-0.0153588j 0.0043324-0.00830757j 0.00105497-0.00106523j 0.00136231-0.00167865j 0.000972064+0.0037096j -0.00216597+0.00763323j 0.00079056+0.0101206j 0.00177187+0.00732619j -0.0028685-0.00171748j 0.000799952-0.00494647j -0.0012346-0.00107305j -0.00108615+0.00683332j 0.00029079+0.00101561j 0.000748975+0.00277917j -0.00183039+0.00366737j -0.000121089+0.00203993j 0.0015936-0.00141065j -0.001229-0.00223563j 0.00176448-0.0027996j 
-0.00135015-0.00100515j -0.000430683+0.00195245j -0.000915733-0.00174218j 0.000589272-0.000736113j -0.00289079+0.000434488j -0.00444219-0.00868452j -0.00318458+0.00857801j 0.00341994+0.00187244j -0.000853127+0.00286635j -0.00190993-0.0107802j 0.000301021-0.00437542j -0.00254171+0.00481748j -0.0016565+0.000755888j 0.00163019-0.0101848j 0.00371582+0.0211858j 0.00427865-0.0548529j -0.0113405-0.163285j -0.00638495-0.0938141j -0.00260596+0.0177194j -0.00348153-0.0430625j 0.00502582+0.0023516j 0.00230514-0.0266938j 0.00222945+0.0282012j 0.00273308+0.0104542j 0.00522384-0.0257027j 0.000602734+0.0120639j 0.000254896-0.0256585j 0.00356043-0.000836935j 0.00325837-0.0305439j -0.00475562+0.0278252j 0.00128233+0.00630758j -0.00942979+0.0585968j -0.00236435+0.0160975j 0.0028197-0.00269274j 0.00551006-0.0226855j -0.00523293+0.0155051j -0.000257414-0.00888097j -0.00222788+0.0163101j -0.00305797+0.00701916j -0.000614056+0.0049734j -0.00321724+0.0210152j -0.00100732+0.00765744j 0.00446941-0.0118721j 0.00265078-0.00447958j 0.00462648-0.00922659j -0.0037432+0.0061474j -0.000807761+0.00209926j 0.00349125+0.0124025j -0.00190574+0.0086494j -0.00139481+0.00563606j -0.00105869-0.00725779j -0.00248457+0.00900241j 0.000809435+0.0040499j -0.00281969+0.00788557j -0.0025885+8.19158e-05j -0.000633858-0.00197566j 0.000629779+0.0015667j 0.000510049-0.00102095j 0.00129084-0.00369988j -0.00337982+0.00664175j 0.00257928+0.000738247j -3.47202e-05+0.00823774j -0.00164663+0.00143546j -0.000137648+0.00541248j -0.00156735-0.00523976j -0.00111537+0.000973915j 0.0001588+0.000363325j -0.00188341+0.00767953j -0.00240669-0.000648468j 0.0003068-0.000773692j -0.00317928+0.00398774j 0.00161521+0.00531376j -0.00156285+0.00294611j -0.000975152-0.00166014j -0.00110709+0.00238771j -0.00134071+0.00143142j -0.000546271-0.00185616j 
-0.000820737-0.00270219j -0.00161482+0.000763075j -0.000524215-0.00523602j 0.00344282+0.00116614j -0.000348302+0.00430716j -0.00291531+0.00184201j 0.00246171+0.00400859j 0.000177727+0.00136087j -0.00217441+0.00264503j -0.00146385-0.0104225j 0.00315593-0.00607849j -0.000977682+0.0122878j 0.000803748+0.00151017j 0.0085711-0.0329993j -0.0114492-0.175269j -0.00660414-0.0590335j -0.00439222+0.0593269j -0.00306911-0.0615434j 0.000692585-0.0601626j 0.00320578-0.0337188j -0.00591764+0.00855129j -0.00160622-0.0134149j -0.00451776+0.0224486j -7.20882e-05-0.0227832j 0.00443793+0.00726408j -0.00181434-0.00203863j 0.00088751-0.0286315j -0.000510535-0.0297234j 0.00453098-0.0120754j -0.000702069+0.00106749j 0.000458508-0.0253922j 0.00224928+0.0107659j 0.000536235-0.0130865j -0.00545847+0.0234941j -0.00574313+0.0231083j 0.00969388-0.026953j 0.00172135-0.0181455j -0.00294376+0.017135j -0.00499844+0.00623797j 0.00205794+0.0154868j -0.00236968-0.0105093j -0.00170962-0.0172227j 0.000227406+0.0111806j -0.00446109+0.00832241j 0.000487136-0.00396511j 0.00278279-0.00248645j -0.00221836+0.00184968j -0.00408236+0.00795136j -1.98216e-05+0.00019327j 0.000425315+0.0168889j -0.000650744+0.00169295j 8.7086e-06+0.00325863j 0.000433577+0.00117672j -0.00423965+0.000859084j -9.28315e-05-0.00710786j -0.00123843+0.0012528j 0.00241371-0.00328227j 0.00149742+0.00901499j 0.00296553-0.0136082j -0.000250856+0.0080727j 0.00206917-0.00278705j 0.000278177+0.0035773j 0.00345601-0.00265971j 0.00175043-0.00486385j -0.0021347-0.000241158j -0.00273966+0.00387798j 0.000359259-0.000142441j 0.00214007+0.0025283j 0.00197522+0.00187429j -0.00175512-0.00582486j -0.00112029+0.00684547j 0.0021812-0.00275212j 0.00119803-0.00102269j 0.00154859-0.000164649j 0.000396901-0.00283637j -0.0011635-0.000592539j 0.000680134-0.0021243j 
-0.000281191+0.00292649j 0.00201193+0.000950024j -0.00159796+0.00160605j -0.00187884-0.00399021j 0.00109298-0.002585j -0.000279527+0.00224746j 0.0027329+0.00584437j 0.00165274-0.00817015j 0.00312074-0.00612731j 0.00374113-0.00583273j -0.000232693-0.00643288j -0.00191292-0.0188753j -0.00258517+0.130157j -0.000871588-0.0849985j 0.000752856+0.0537409j 0.00820657+0.0596279j 0.00822573+0.0288358j -0.00737274+0.00587956j 0.00577212-0.0046294j 0.00203887+0.0226943j -0.00150208-0.0792921j 0.00771488-0.074233j -0.00316372+0.0330528j 0.00370703-0.0165431j -0.00081417+0.00756691j -0.00122796+0.0156976j -5.44009e-05+0.0285961j -0.0012962+0.00342488j -0.00314341+0.0324987j 0.00621185-0.0134264j 0.00230896+0.00756116j 0.00421992-0.0158826j 0.00279274-0.0210246j 0.000724354+0.0056166j -0.000766937+0.000681542j -0.00125122+0.00769285j -8.39854e-05+0.0162248j -0.0025798+0.00810761j 0.00314418-0.00452674j -0.00540843+0.00782142j 0.00239026-0.0066936j -0.00490729+0.011386j -0.00614484+0.00120905j 0.00165772-0.00611944j -0.00285117+0.0180084j 0.00145351-0.00577429j 0.000296981-0.00401097j -0.000556803-0.00385445j -0.0018613-0.00840904j -0.000509294-0.0029371j 0.0033068-0.00321445j 0.0021937-0.00293615j -0.00340672-0.00165826j 0.00289399-0.00485946j 0.00145058-0.00165768j 0.000849293-0.00512833j -0.000336184-0.000448208j 0.00132655-0.00902783j -0.00332003-0.000307896j 0.0019551-0.00054521j 0.00184984-0.0030505j -0.00192624+0.00182957j 0.00152564-4.27682e-05j -4.8728e-05-0.0070873j 0.00163627+0.00449608j 0.000763681-0.00339337j 0.00266712-0.000654808j -0.00134918-0.000332273j 1.06183e-05-0.00622379j -0.00143246+0.00197251j -0.000449255+0.00205784j 0.000148626+0.00115864j -0.0004676-0.000264322j -0.00120706-0.00205435j -0.0016623+0.00354596j 0.000782272+0.00273599j -0.00197287+0.00211604j 
-0.00108912+0.00160441j 0.00125629+0.00206465j 0.001946-0.00118514j 0.00134369+0.00362555j 0.00222797+0.0104744j -0.00420439+0.000951179j -0.00206647+0.00198355j -0.00265855+0.0168036j -0.00492387+0.00338666j -0.00163809+0.00423995j -0.00614213+0.00542541j 0.00403249-0.0285811j -0.000262828-0.0860703j -0.00997407-0.148929j 0.000918621+0.0914419j 0.00494228-0.0426259j -0.00521281+0.0271339j -0.00396145-0.0453501j 0.00169387+0.0134763j -0.00227638+0.0034588j -0.00738317+0.0325052j 0.00281827+0.0669949j 0.00709118-0.0113118j 0.00592892-0.0280562j -0.00248836-0.0109603j -0.00461303+0.0301237j 0.0052103-0.00362868j 0.00824568-0.0153629j -3.4734e-06-0.000140955j 0.00261754-0.0240493j -0.00024899+0.0038461j 0.00260301-0.00104762j -0.0010857-0.00154687j 0.000650966-0.0172457j -0.00178113+0.0127497j -0.00249818+0.00197537j 0.0023451-0.00591021j -0.00200126+0.000153043j 0.000343692+0.0120563j 0.00316258+0.0108631j 0.00121373+0.00796409j 0.00177686-0.00231759j -0.00121457+0.00210175j 0.00376832-0.0042486j -0.0012695+0.00197724j 0.000827905+0.00107828j -0.000155175+0.0102611j 0.00261738-0.00210541j -0.000534746-0.000850346j 0.000162454-0.00212718j 0.00134895-0.00172787j -0.00217679+0.00563676j 0.000343654-0.00370369j -0.00173811+0.0124197j -0.00025119+0.000901541j 0.00298781-0.000162922j -0.00102656+0.000436574j 0.00120371+0.00492623j 0.0018237-0.00111024j 0.000824796+0.00231243j 0.00150054-0.00376977j 0.00499743-0.00522464j -0.0022302-0.00399816j -0.00147386+0.0101553j 0.00135113+0.00410966j 0.000758788+0.00617114j -0.00392896-0.000492655j -3.12922e-05-0.00237368j -0.00150409+0.00140665j -0.000433587+0.00719217j 0.00216455+0.00142369j 0.00292425-0.00333162j -0.00012129+0.00506383j -0.000237785+0.00442491j 0.00268198-0.00130142j -0.00158583+0.0020503j -0.000769312-0.00221111j 
-0.000924329-0.0027813j -0.0016984+0.000967852j 0.00434144+0.00624953j -0.00300313+0.00642495j -0.00179677-0.00324074j 0.00397366-0.00542053j -0.00187599-0.0150575j -0.00278448-0.00937018j 0.00670623-0.0166346j -0.00274545+0.0148467j 0.00606398-0.0704205j 0.0124721+0.196544j 0.000761146-0.0582133j 0.00690025-0.0481638j 0.00757495-0.0318838j 0.00784549+0.0410597j 0.000203987-0.00790223j -0.00589669+0.0348605j 0.00470659-0.0179488j -0.00112024-0.0308436j 0.00137826-0.0066151j 0.00622923+0.00135297j 0.00571054-0.0255239j -0.00529141+0.00718677j 0.00205931-0.0223769j -0.000678454+0.00854788j -0.00592554+0.007322j 6.70055e-05-0.00897046j 0.00368664-0.00914698j 0.00314867+0.00508j -0.00138037-0.00808625j -0.00117078-0.011771j -0.00331578+0.00503159j -0.00205825-0.00639638j 0.00362009-0.0205536j 0.00547248-0.0150668j -0.000184131+0.0141117j 0.00284952+0.00580884j -0.00213289-0.00078298j 0.000174478-0.00602649j -0.00068503-0.00179031j -0.00351719+0.00542773j 0.00397519-0.011839j 0.00113958+0.00154396j 0.00500414-0.0225066j 0.000475737-0.0140911j -0.000295981-0.00761507j -0.00395541+0.00505209j -0.000319507-0.00209431j -0.000977212-0.00152743j -0.00502898-0.00467132j 0.00111002-0.00191299j 0.00367886-0.0060557j 0.00069491+0.00182537j -0.00479063+0.0058906j 0.000103694+0.00555535j -0.000617976+0.00577436j 0.00451371-0.00683467j 0.000562954-0.0121649j -0.00164204-0.00930046j -0.00026483+0.000969138j -0.000622275+0.00383046j 0.00426006+0.00218605j 0.00194955-0.000506097j -0.00182416+0.00741104j 0.00158772-0.00370256j 0.000313124-2.96549e-05j 0.00548214-0.0031328j 0.000376349+0.0112004j 0.00220908-0.00324494j -0.000149233-0.00181597j -0.00107146+0.000410122j -0.000494423-0.000210575j -0.00113375-0.00128759j -0.000687997+0.00174953j -0.000528229-0.00485501j 0.00319331-0.00236027j 
0.00215431-0.00329204j -0.00245325-0.00387546j -0.000731552-0.000620652j -9.04386e-05-0.000648557j 0.00207359+1.28511e-05j 0.00246332+0.0158069j 0.00490743-0.00789903j -0.00365158-0.00111586j -0.0101575+0.0240549j -0.00232279-0.0777566j 0.0170674+0.201966j -0.00489902+0.104475j 0.00771823-0.00447858j -0.000214086+0.022861j -0.0076812-0.0314329j 0.0028672-0.0423104j 0.000245297+0.024386j -0.000392637+0.00262655j -0.00180148-0.0285241j -0.0109189+0.0319694j 0.00194995-0.000298422j 0.00247638+0.022793j -0.00467935-0.0178205j -0.0020048+0.0180735j -0.00137365-0.0193627j 0.000272119-0.0196135j -0.00706381+0.0229671j 0.00453313-0.0127653j -0.0020358-0.00292021j -0.00442389+0.00706554j -0.00155047+0.0117783j -0.00393937+0.0131039j 0.00503478+0.000944128j 0.00528743-0.00674648j -0.000310849+0.00443526j 0.000734619-0.0017174j -0.00476116-0.00268141j 0.00359331-0.0103573j -0.00284598-0.0120945j 0.00313362+0.00624466j -0.00386854+0.00391094j 0.00265042-0.00425804j -0.000631211+0.00356031j 0.00124308+0.00284084j 0.00224111-0.00278584j -0.000684071-0.00171857j -0.00046479+0.0113008j -0.00131384-0.000133751j 0.00316127+0.00270065j 0.00149591+0.000218807j 6.72425e-05-0.00109529j 0.00055073-0.0063543j 0.00328801+0.0103417j -0.00218047-0.00478389j -0.00118466+0.0013868j -0.00093811+7.39695e-05j -0.0017188+0.00572337j -0.00166475+0.0100541j -0.000448781+0.000914507j 0.00215368-0.00515509j -0.00143433-0.00732912j 0.00199088+0.0033797j 0.00151782-0.00335504j -0.000179101-0.000371933j 0.000882154-0.00506655j -0.00205247-0.00304801j 0.0021107-0.00386613j -0.0017041+0.00850695j -0.00230855-0.0016539j -0.000255991-0.00144996j 0.000215504+0.000754148j -0.000361853-0.00112843j 0.00112722-0.00212778j 0.00297231+0.000327815j 0.000734774-0.0060124j 0.0021555-0.00393467j 0.00181518+0.00264683j 
0.000639633+0.00287147j 0.00168-0.000570676j 0.00516536+0.00699161j -0.00306695+0.0065465j 0.00420247+0.00386619j 0.0023872+0.0085688j 0.00172932-0.0168034j -0.00519+0.00702811j 0.00553941+0.0208488j 0.00829476+0.215463j 0.00310526+0.0584032j 0.0114647+0.0350788j 0.00993465-0.0333542j -0.010851-0.0297352j -0.00131496+0.0227343j -0.00643086+0.0151329j -0.00877577+0.047416j 0.0038501+0.0244118j 0.00432918+0.0135721j -0.00153474+0.0250341j 0.00901978-0.0207836j 0.00430818+0.0236804j 0.00205401-0.0399939j 0.000310643-0.00565477j -0.00164326+0.0111108j 0.0046228-0.00961001j -0.00315148+0.025555j 0.00374299-0.00358209j -0.00308749+0.0098419j -0.000235577+0.00417998j 0.00159534-0.00383352j -0.00214357-0.00244143j -0.00260799+0.0123821j -0.00270972+0.00279974j 7.22643e-05-0.00661537j 0.000537909-0.00307524j 0.00091224-0.007894j 0.00429928-0.00590501j 0.000655041+0.000606254j 0.00168391-0.00450573j 0.00279563-0.00611928j 0.00172289+0.00928706j 0.00161735+9.83437e-05j -0.00196742-7.75087e-07j -0.000790311-0.00458315j -0.000448075-0.000971617j -0.000487718-0.00304669j -0.000801586-0.00479908j 0.000106172-0.000323867j -0.000107132-0.00703424j -0.000587329-0.000767022j 0.00157272-0.00249571j -0.00033312-0.000334502j 0.00378478-0.00403309j -0.00100197+0.00236856j 0.000614441+0.00288178j -0.00149708+0.000531389j 0.00148003-0.00617866j 4.58052e-05+0.000239823j 0.00185158-0.0124923j -0.0037073+0.00113702j 9.60201e-05-0.0080099j 0.000499412+0.000317916j 0.000259374+0.00257353j 0.001337+0.00420221j 0.00229204+0.00215732j -0.00368259+0.000981778j 0.00407994-0.00809472j -7.47585e-05+0.00992176j 0.00199898+0.00469678j 0.00381417-0.00380949j 0.000599511-0.00588044j 0.000735854+0.00294703j -0.00129763+0.00413164j 0.0020022+0.000634483j 0.000609204-0.00121095j 0.000664429+0.000605212j 
