2.09773e-05+0.00388338j -0.00779218+0.0101221j 0.00668358-0.0383555j 0.00759232+0.00325284j -0.00319875+0.0201442j -0.00267273+0.00224117j -0.00352334+0.00768492j -0.000689439+0.00492742j 0.0116935-0.00968159j -0.00403984-0.00313436j -0.0101113+0.00148948j 0.00830714-0.00105058j -0.0172202+0.00278809j 0.00393473+0.0075586j -0.00116567+0.00349276j 0.000633978+0.00649717j 0.00384799+0.00345599j 0.00609333+0.00478555j 0.00515895+0.00159237j 0.000409676+0.00881443j 0.000760871+0.00614445j 0.00493084+0.00256647j 0.0211818+0.0178626j 0.000636853+0.00470244j 0.0181234-0.00628354j -0.00161664+0.0103854j -0.00843397-0.0131633j -0.000343375+0.00307938j 0.000942203-0.00208051j 0.00212153+0.00406463j 0.00787881+0.00133914j 0.00182643+0.00250821j -0.00218521+0.00083461j 0.00826409+0.00044593j -0.00400359-0.00267921j 0.00343182-0.00596777j 0.00510968-0.00561795j 0.00220459-0.00755019j -0.00380853+0.00104987j -0.00320495+0.000292422j -0.00174997-0.00141796j -0.0015171-0.0023708j -0.00163968+0.00523833j 0.00127182+0.000212612j 2.47937e-05-0.00441962j 0.00259676-0.0100995j 0.00794708+0.00014221j 0.00652982-0.00201691j 0.000512125+0.00454889j -0.00139392+0.00136821j 0.000363172-0.00183919j -0.00332769-0.00183646j -0.00304366-0.000127901j 0.00206529-0.0123931j 0.00160624+0.00228477j 0.000457049+0.00196777j -0.00346816+0.00418868j 0.00711961+0.00894374j 0.00563376-0.00495206j -0.00448781-0.000212982j 0.00521509+0.00184092j -0.00544576+0.0101015j 0.0092355-0.00300429j 0.00144825+0.0102521j -0.00681107+0.00698676j 0.00465262+0.00775834j -0.00143038-0.0113457j 0.0020332-0.0085236j 0.00307179-0.00176661j 0.00354314-0.00408861j 0.0036433+0.000333347j 0.00175177-0.000395294j 0.00454034+0.00764362j -0.00174415-0.00403071j -0.00213345-0.00463475j -0.00224635+0.000305397j 0.00299765+0.00396875j 0.00315195+0.00026101j 0.00247603-0.00186537j 0.00379224+0.00310571j 0.00013211-0.00201098j 0.00352078+0.00294053j 0.00644747+0.000666612j 0.00250863-0.00221952j 0.00236182-0.00051153j 0.00479283-0.00604612j -0.00146467+0.000625411j -0.00221158-0.00846421j -0.000690355-0.0114799j -0.00614547-0.00494925j -0.00296771+0.0104145j -0.00729763-0.00491987j 
0.00325105+0.00148926j -0.00701182+0.00490903j 0.000889888+0.000292175j 0.00181492-0.000432215j -0.00353451-0.00745664j -0.00152546+0.00229102j -0.00972145+0.0014675j 0.0014097-0.00954002j -0.00705171-0.00375989j 0.0165423+0.00254053j 0.011166-0.0284568j -0.00925878-0.00399502j 0.00908951-0.0177275j -0.00970678+0.00526001j -0.00205544+0.0113627j 0.0105417-0.00122389j 0.0132785+0.00865535j -0.00503002-0.00211001j -0.0149986+0.00840592j 0.00325737-0.00377544j -0.00154429-0.00652305j -0.0169681+0.0105628j 0.00944421+0.00515561j -0.00370224-0.00134871j -0.0141573-0.00355513j -0.000493493+0.00270291j -0.0164645+0.00330404j -0.0179228-0.000847177j -0.00584819+0.0047226j -0.00907087+0.00357734j -0.00473196-0.000419111j -0.00451852-0.00614167j 0.00103013-0.000800219j -0.000422765+0.00905193j 0.00247572+0.00260495j 0.00692705+0.000941437j 0.00736139+0.00243481j -0.000501944-0.00719349j -0.0104765+0.000678589j 0.00203699-0.000773414j -0.00601669-0.00161084j -0.0052568+0.000705981j -0.00915461-0.00478308j 0.0115613-0.000474619j -0.0165096-0.00157818j 0.0012641-0.00127832j 0.00268773+0.0047643j -0.00851399-0.00419943j 0.00511311-0.00380487j -0.00596837+0.00306289j -0.00352414+0.00678624j -0.0104226-0.0103366j 0.00148921+0.00546945j -8.8206e-05+0.000816048j 0.0118364+0.0114919j 0.00394974-0.00144808j 0.012606+0.00984313j -0.00447776+0.0115236j -0.00837004+0.0080646j 0.0160906-0.00635712j -0.00157458-0.0027619j -0.00360262-0.00361251j -0.010534+0.00777929j -0.0012488-0.00853772j -0.00440766-0.000152738j 0.00547865+0.00571663j -0.00125257+0.00202546j -0.000837699+0.0037011j -0.00287202+0.000631516j 0.00330333-0.00137836j 0.00252775+0.00568223j 0.00495384-0.000659644j 0.00642586+0.00451068j 0.000730429-0.00153923j 0.000838166+0.00153508j 0.00121431+0.00200073j -0.00377795-0.00215529j 0.00441831+0.00466341j -0.00064845+0.000711524j -0.000333665-0.000880053j 0.00399099+0.00464586j 0.00651956+0.00522222j 0.013457-0.00193297j 0.00195533+3.42046e-05j 0.0135994-0.000892179j -0.00271498-0.0130417j -0.0139901-0.00537148j 0.00242812-0.00330108j 0.00105448+0.000781635j -0.00244116-0.00745347j -0.0103706-0.000153021j -0.00701643-0.0108756j 
-0.00188952-0.00187201j 0.00260543+0.00143049j 0.0098832-0.00440429j -0.000733623-0.00235838j 0.000106811+0.00157829j 0.0094927-0.00945225j 0.022242+0.00159401j -0.00996965+0.00266616j -0.00465337-0.00385781j -0.0131426-0.00256436j 0.00822504-0.00341585j 0.0197142-0.00162694j -0.00601737-0.00364675j -0.0333226+0.00265544j 0.0144291+0.00298421j 0.0159619+0.00334921j -0.0133973+0.00376705j -0.0083122-0.00367142j -0.00396997+0.00177259j 0.00921693-0.00720493j -0.00851121+0.0021019j 0.00283429-0.00307793j -0.00546623+0.00267045j 0.00021038+0.00311924j -0.0150624-0.00106361j -0.00412046-0.00108209j -0.0050846+0.00835873j 0.00873055-0.000578899j 0.00199556+0.00507023j -0.0159113+0.0105161j -0.00043067+0.000222666j 0.0183158-0.000467539j -0.0126709+0.00388068j -0.0111354+0.00271398j 0.00849091-0.00169277j -0.00423959-0.00221504j 0.00699149+0.00542698j 0.00103027-0.00509097j 0.0104039+0.000291887j -0.0171366-0.00258398j 0.00465346+0.00437739j 0.000653792+0.000792511j -0.0113695+0.00280193j 0.0125264+0.00150334j 0.00357536-0.00110143j -0.00969476-0.0025903j 0.00931332-0.00240442j 0.0225182-0.00322174j -0.0106071-0.00691056j 0.00400394+0.00483046j -2.44296e-05-0.00208046j 0.00672556+0.00225156j -0.0158367+0.004674j 0.00772407-0.0007345j 0.0166863+0.0119674j -0.0109108-0.000163165j -0.010513+0.0057412j 0.0216783+0.00178509j -0.00158455+0.00669903j -0.0261749+0.00721158j 0.0175211+0.00234731j -0.00205091-0.00164966j -0.00275172+0.00253082j 0.0032028-0.00514789j 0.000513409-0.00445325j -0.00209183+0.00093474j -0.00278643+0.0017638j 0.00125751-0.000799715j 0.00580656-0.00415686j 0.00344499-0.00274865j 0.00862712+0.00515059j 0.00899978-0.00294843j 0.000247705-0.00847981j 0.00547875-0.000955133j -0.00517112-0.000137871j -0.00173469-0.00148831j 0.00521449+0.00283621j -0.0038541+0.00126202j -0.00553986-0.00124539j -0.00353923-0.00284843j -0.000791141+0.00385085j -0.00168219+0.000808208j -0.00216166-0.00550837j 0.00102181+0.00156557j -0.00741589-0.00333799j 0.00232374-0.00287924j -0.00267041-0.00367633j -0.00368955-0.00195976j 0.00020281-0.00122252j -0.00174438-0.00293437j -0.00068004+0.000219908j -0.00553576-0.00328376j 
-0.00436024-0.00175591j -0.00237296-0.00163467j 0.0129026+0.00204001j -0.011536+0.00521591j 0.0174714-0.00382629j 0.0167928+0.00107391j 0.0141485-0.0105305j 0.010019-0.0148142j 0.0184547+0.00144307j 0.0174594+0.00677581j 0.0112588+0.00249004j -0.0184547-0.00149174j -0.00550054+0.00475361j 0.0014409-0.00337544j 0.0162792-0.00563312j -0.0100483+0.00112368j 0.00603807+0.0011176j -0.00299678+0.00449656j -0.00838584+0.00419237j 0.0100808+0.00392251j -0.0122679-0.00542175j 0.000312386+0.00169545j 0.00238986-0.00711501j 0.00461758-0.000144483j 0.00287594-0.00140845j -0.00609202-0.00582105j -0.000276352+0.00481421j 0.00486915-0.0018698j 0.00845035-0.000871327j 0.0145861-0.00639031j -0.0051447-0.000710051j 0.0052482-0.00189906j -0.00454223-0.0037784j -0.0111968-0.00246815j 0.00180506-0.00185719j 0.0043392+0.003379j -0.0151258+0.00305031j 0.00209862-0.00282764j 0.00989474+0.000692103j -0.0086604+0.00373445j -0.00587371+0.00246155j -0.0132589+0.00298582j -0.00250974+8.46677e-05j 0.0109352+0.000415326j -0.00663283+0.0028662j 0.00226723+0.00344052j -0.0030814-0.000750717j 0.00453723+0.00134306j 0.005469-0.00938961j 0.000417847+0.00640252j -0.00492024+0.00323824j -0.00151011+0.0115814j 0.00337539-0.00174396j 0.00595807-0.0124232j -0.00761112+0.00780187j 0.00138408+0.00660607j -0.0041378-0.0091519j 0.00409588+0.00742796j -0.00366473-0.00026832j -0.00951458-0.00162355j 0.0176673+0.00758839j -0.00308784-0.00114458j -0.0140439+0.000808814j 0.00394726-0.00126366j -0.00412534+0.00774301j -0.0123135-0.00156429j 0.00290673+0.00171405j 0.00296886-0.00308374j 0.00650683+0.0018559j 0.00398721+0.000336364j 0.00296239-0.000815151j 0.0051358-0.00103916j 0.00239254-0.00738j 0.000572345-0.000907809j -0.00769888-0.00624179j -0.000414881+0.0016903j 0.00217465+0.0086668j -0.0100389-0.00692643j -0.00282313-0.00135597j -0.00282948-0.000966287j -0.00646491+0.00128309j 0.00267109-0.000499048j -0.00648773+0.00327305j 0.000844521+0.00346592j -0.00970939-0.0043549j 0.00187515+0.00587673j -0.001096-0.00627126j -0.000586511+0.000798724j 0.00281818-0.00865444j 0.00336433+0.00163908j -0.000946688-0.00374269j -0.0013546+0.00160137j 
-0.00420566+0.00193743j 0.00148672-0.00471811j -0.0153262-0.00411113j 0.0200775+0.00234061j -0.00278093-0.00846191j -0.00226113+0.0104611j 0.00861217-0.004058j -0.0147734-0.00108318j 0.00918677-0.00915074j 0.0113299+0.00817202j 0.00108047-0.0130658j 0.00603978-0.00262205j -0.00958591+0.0102428j -0.00678889+0.00135149j -0.0204998-0.00388147j 0.000542877-0.000964152j -0.00348889+0.00776214j -0.00646569+0.00946377j -0.00864601+0.00522564j -0.00806187+0.00488605j -0.00215723-0.0141193j -0.00616286-7.68925e-06j -0.000746409-0.00569372j -0.0202467-0.000339644j 0.00418524-0.00314336j 0.00392388+0.00384677j 0.00237196+0.000158458j 0.00551592-0.000144515j 0.0131152+0.00287794j 0.0109581+0.00021376j 0.00923904-0.00227499j -0.00319337+0.0102624j 0.0166973-0.00440492j 0.00885352-0.00292428j -0.00100423-0.0029615j 0.00282521+0.00255595j -0.0148112+0.00580082j 0.00853678-0.00602914j 0.00748739-0.00253434j -0.00618735+0.00385607j 0.0131493-0.0040823j -0.0115107+0.00621798j 0.00215352+0.00374698j 0.00227623+0.0104704j -0.0154346-0.000723908j 0.000259989-0.00240276j -0.00445044+0.00887211j -0.0158514+0.00589966j -0.0108365+0.00332628j 0.00244152-0.00289793j -0.00272045-0.00958306j -0.000672871+0.0123926j 0.00675101+0.00127633j -0.00688734-0.00410653j 0.0099684-0.00145929j 0.00448315-0.00535728j 0.0125674-0.00691519j -0.00299324+0.00226571j 0.0131238-0.0116075j 0.000650254-0.0116202j 0.00647801+0.00193741j -0.00489822-0.00256284j 0.00310867-0.00447454j -0.000484884+0.00772982j -0.00775212-0.00819461j -0.00686945+0.00221533j -0.00354014+0.00286981j -0.00753425-0.00100336j 0.0108699-0.00184192j -0.00015445-0.00319368j -0.0013756+0.00238997j 0.00451485-0.00438006j 0.000610732-0.00884812j 0.00348285+0.00190586j 0.00276111-0.000634359j 0.00099167-0.000286263j 0.00248273+0.00341912j -0.00761217-0.000281162j 0.00264431+0.000982989j 0.000332498-0.00483403j -0.00129664+0.00175842j 0.00538438-0.00147058j -0.00344612-0.00368002j -0.0020832-0.000533127j 0.0027606-0.00159405j -0.00488696+0.00254831j -0.00162501-0.00767521j -0.00308037-0.00485736j -4.96978e-06-0.00422661j -0.00357805-0.00222854j 0.0022279+0.00251516j 0.00245637+0.00127956j 
-0.00141866-0.00145118j -0.000154737+0.00141402j -0.0110235+0.00114744j -0.00769295-0.00877197j -0.00862955+0.00534799j -0.00123478+0.00252104j -0.00722211+0.000753679j -0.0211572+0.00721343j 0.0243299-0.00971049j 0.0161082-0.00550158j 0.000230597+0.00358548j -0.013936+0.000950261j -0.0187779+0.00219793j -0.00276297-0.00041044j -0.00724761+0.00114403j 0.00911139+0.00145858j -0.0074195+0.00109158j -0.00699079-0.00189571j -0.000586172-0.00976957j -0.0128115-0.00133054j -0.000237924+0.00989739j -0.00623607+0.00277456j 0.003953+0.00873496j -0.00135712+0.00818138j 0.00355195+0.000310359j 0.00150408+0.00140478j -0.00107094+0.00324125j 0.00991912+0.00617012j -0.00375852+0.00767629j -0.0116127+0.0135014j -0.00395203+0.00621009j 0.0114127-0.00161664j -0.00233635+0.00482991j -0.00785215-0.00304072j -0.0124297-0.000229565j 0.00554665+0.00402982j 0.00767404+0.00698029j 0.00898621+0.000299318j 0.029588+0.00269059j -0.01013+0.00115736j 0.00894185+0.00079517j -0.0191253-0.00578096j 0.0150741-0.00166278j 0.00454208-0.00570191j 0.00446859+0.004804j 0.00900194+0.00594967j -0.000859966-0.00615874j 0.00931765-0.00212316j 0.000443145+0.00241555j 0.0107301+0.00433365j 0.00811994-0.0027238j -0.000297853+0.00200856j 0.00335253+0.00678615j -0.00879195+0.00895319j -0.000312523+0.00993827j -0.00429402+0.000707965j -0.0105691+0.0156451j -0.00647955-0.00344459j -0.00357807+0.00750159j -0.00537799+0.0130717j -0.00169214-0.00483279j 0.00323858+0.000271186j 0.00433124+0.000552445j -0.00308634-0.00613124j 0.00779753+0.00337472j 0.00321029-0.00195601j 0.0021278-0.000496574j 0.00605275+0.00317276j 0.000120915+0.000461322j -0.00328161+0.00236603j -0.0076331-0.00360787j -0.00187798+0.00377804j 0.00141958+0.00578348j -0.00376762-0.00135899j 0.00479252-0.000625452j 0.00297877+0.00173206j 0.00413653-0.00246426j 0.00488299+6.52526e-05j -0.00369343-0.000474332j 0.00483403+0.00516115j -0.000186057+0.000843607j -0.00913561+0.000577765j 9.46643e-05-0.000316898j 0.000683786+0.00263227j -0.0047215-0.000661552j -0.000461522-0.00367273j 0.00313278+0.00403999j 0.00462076+0.00452677j -0.000826425+0.00323717j 0.00577761+0.00147449j 0.00183779-0.000159857j -0.00499082-0.0032356j 
0.00108343-0.000331428j -0.0010356+0.00344318j -0.00790071+0.00795231j -0.00133076-0.00582419j -0.00745002+0.004359j -0.00427212-0.00473795j -0.0140793+0.00647706j 0.00146284+0.00851506j 0.00737481-0.00220646j -0.00300796-0.00501437j 0.00132347+0.00856466j -0.00323266+0.00421143j 0.00484002-0.00573288j 0.00563075-0.00325856j 0.000319641+0.00152736j 0.00279125-0.000567942j -0.00179617-0.00188407j 0.0068146-0.0039527j -0.00181016+0.012846j 0.00114641-0.0127555j 0.00578972+0.002769j 0.00872117-0.00551226j 0.00132365-0.00273806j -0.000296013-0.00266656j -0.0019892+0.00438621j -0.000411528-0.00218436j -0.00221751+0.00103589j -0.00102709+0.00563413j -0.0126738+0.0021746j -0.00674495+0.0040124j -0.00282052+0.0020796j 0.00632575-0.00721989j -0.0111784+0.00428551j -0.00436607-0.00560897j -0.00657367+0.00306216j -0.000463774+0.0102156j 0.00441613-0.00291995j 0.00841383+0.00261728j 0.00298937+0.000937645j 0.00559395+0.000654815j 0.00763305+0.00232033j -0.000710109-0.00531962j -0.00718475-0.0037848j -0.00114341-0.00504337j -0.00683125+0.00503258j -0.0152096+0.00805929j -0.00406244+0.00189609j -0.00407563-0.0157889j -0.00138848-0.0015369j 0.00677262-0.0167787j -0.00448795-0.0203917j -0.00161571-0.0012274j 0.000904494+0.00913468j 0.00671484-0.00905825j -0.0155947+0.0115477j 0.0156853+0.0083734j 0.00765642-0.00170138j -0.00072457-0.0138966j 0.00339275-0.0043627j -0.0123351-0.0124388j 0.00124687-0.0028205j -0.00559027+0.000644717j -0.00500889+0.000952027j 0.00679203+0.000404435j -0.000413278+0.0033205j -0.00724592+0.00966667j -0.00313575+0.00142681j -0.00762775-0.00268129j -0.000752989-0.00436089j 0.00128369-0.00919931j -0.0083913+0.00125089j -0.00815307-0.0031716j -0.00937536+0.0031245j -0.00655087+3.12245e-05j 0.00304972+0.0014599j 0.00238737-0.000196623j -0.00536917+0.00567421j -0.00328595+0.00214459j 0.0291476+0.00312085j 0.0140662-0.00180806j -0.0027439+0.000354788j 0.0389842+0.00495108j -0.000718009+0.00207922j -0.011917-0.01011j 0.000389125-0.00263981j 0.00642021-0.00394919j -0.00501237+0.00267493j -0.00402223-0.00182623j -0.000407044-0.00125608j -0.0020988-0.00230429j -0.000795338-0.00421641j 0.00053751+0.00362837j 
-0.00107443+0.00321398j -2.67088e-05-0.00342291j 0.00270274+0.00319344j 0.00376287-0.000843518j 0.00323722+0.00309674j -0.00130103-0.00491254j -0.00344389-0.000246399j -0.00187073-0.000336103j 0.00613381+0.000500389j -0.00871185+0.0133428j -0.00727393-0.0074471j 0.00285311+0.00337843j 0.00645109-0.00959415j 0.00359903-0.000352777j -0.00158739+0.0143901j 0.00359483+0.00362873j -0.00917624+0.002743j -0.00511471+0.00670766j -0.000906965+0.00247224j -0.000390037+0.0102942j 0.00147745+2.07274e-05j -0.00384853+0.00474547j 0.0126418+0.0127324j 0.00605226+0.00901054j -0.00168441+0.00698198j -0.000466233-0.00386749j -0.00066853+0.00432952j -0.00214439-0.00216308j 0.0171738+0.00619362j 0.00833262+0.00217596j -0.000235985+0.00589092j -0.00562198-0.00315328j 0.00418849-0.000788991j 0.00696915+0.00496678j 0.00522955-0.00193854j -0.00249707+0.00875985j -0.0110338+0.00867558j 0.00732917+0.00400707j -0.0049079-0.00482978j 0.00184851-0.00258429j 0.000275002+0.00396006j 0.0026613-0.00370354j -0.00295539-8.10328e-06j -0.00150694+0.00502399j -0.0039401-0.00525279j -0.00897835-0.00194121j 0.00508542+0.0103468j -0.00320427+0.000161666j 0.000690109-0.00356733j 0.00469641-0.0131948j -0.00342325-0.00537329j 0.00452713-0.00561649j 0.00541011-0.00572015j 0.00599677+0.00551919j 0.00666722+0.0151648j 0.00603208+0.00293502j 0.0106711-0.00736361j -0.00316653+0.00580702j 0.00344616+0.0162879j 0.00256742-0.00715604j 0.0111167-0.0106197j 0.000688893+0.00501714j -0.000177962+0.00906863j -0.0139672+0.00634881j 0.0162266+0.0132664j -0.00828892-0.0112428j 0.0207551-0.010754j 0.0126723-0.00523493j -0.00563182+0.00326298j -0.00102253+0.00139679j -0.00261993+0.00333369j 0.00135005+0.00040056j -0.00478323+0.0050208j -0.00334968-0.00311738j -0.00206135-0.000827483j 0.00252637+0.000962035j 0.00256583-0.00209687j 0.00432224-0.00988616j 0.00186169-0.00451496j 0.0101262+0.00376929j -0.00334035+0.00395934j 0.0011559-0.00198867j -0.017156+6.38892e-05j -0.00293492+0.000344963j -0.0155719-0.000295489j 0.0109057+0.0122077j 0.0242618+0.00287313j 0.0056971+0.00180422j -0.007144-0.00322883j 0.0123741+0.00254252j 0.00487075+0.00735967j 0.00174936-0.00567929j 
-0.00141817-0.00542343j -0.00367473-0.000382999j 1.59409e-05+0.00409212j -0.000706647+0.00335755j 0.00299417+0.000238857j 0.000587154-0.00464274j -0.00537202-0.000564057j 0.00082121-0.00449775j -0.00216042-0.000142869j -0.000131593+0.0151298j 0.00207951+0.00154028j 0.00191244+0.00893583j 0.00348631+0.0127051j -0.00323583-0.00184245j -0.00646764-0.00502494j 0.00758234+0.0126261j -0.00339957+0.00865289j -0.0049041-0.00854759j -0.00468921+0.00782673j -0.00416023+0.0102789j -0.00211552+0.013424j -0.00685389-0.011274j 0.00797081+0.00225421j 0.00408064-0.00651081j -0.00738737-0.00438125j -0.00791847+0.00927352j -0.00818023-0.00342217j -0.00664113+0.0047368j 0.00824201-0.00472467j 0.00342676-0.00592414j -0.00872945-0.00834242j 0.00127033+0.00437689j 0.00565152-0.00505756j -0.00456292-0.00431339j 0.00486255-0.00199068j 0.0017309-0.00468327j -0.00527842-0.00847672j 0.00178794-0.00765098j -0.00370307+0.00675292j -0.00288725+0.00262199j -0.00820887+0.00122779j -0.00226356+0.00568955j -0.000171007-4.21066e-05j -0.00667937+0.00401709j -2.32941e-06+0.00376687j -0.00675986+0.00171299j 0.00684851-0.00610121j 0.00491173-0.00299269j 0.00221222-0.00167675j 0.00922812+0.00127122j -0.00377295-0.00397195j 0.00485562+0.00426829j -0.00658647+0.00612167j -0.00257316-0.00323436j 0.00476688+0.00828651j 0.00478815+0.00725201j -0.00201688-0.00329117j -0.013588-0.00534368j 0.00642603-0.0102561j 0.00218209-0.000610788j 0.0123536+0.00753107j 0.0153194+0.0129473j 0.0159822-0.00982421j 0.00782904-0.0080157j 0.00367167-0.00349762j -0.00383485+0.00295743j 0.00590567+0.00248268j -0.0010444+0.00158201j 0.000621156-0.00548605j -7.78736e-05-0.00502712j -0.0082313-0.00480802j 0.000581669+0.0025813j -0.00597872-0.0011825j 0.00191024-0.00127727j 0.0014622+0.00187062j -0.000452471+0.00110115j -0.00531701-0.00497732j -0.00561102-0.00405168j 0.0036317-0.00237178j 0.00164569+0.00689177j 0.00490303+0.0089856j 0.00900986+0.000680193j 0.00787512-0.00418904j -0.00227339+0.000548567j 0.00733969-0.00835683j 0.00535558-0.00155334j -0.00715405-0.00402454j 0.00372144+0.00560967j 0.00355835+0.00304604j -0.00293995+0.00712238j -0.00537524+5.07588e-05j -0.00785844-0.00484909j 
-0.00278519+0.0041872j -0.0121952+0.00271038j 0.000523382+0.00496576j 0.0254185+0.00447941j -0.0017573+0.00476055j -0.00614125-0.00446199j -0.00560093+0.00168039j -3.43315e-05+0.0042256j 0.0199086-0.00361838j 0.000196946+0.00530424j -0.009803-0.0008712j 0.0221529+0.00305882j 0.00566741+0.00829962j -0.000244636+0.00653525j -0.00388431+0.0048732j 0.0019598-0.000428908j 0.00280424+0.0062262j -0.0105321-0.00127943j 0.00173471+0.009603j -0.000442933+0.010636j -0.000414522-0.00419466j -0.00215977+0.00214052j 0.00413266+0.00659311j 0.00215199+0.00200682j 0.000505735-0.000578088j 0.00518404+0.00424371j -0.0104946+0.00135963j 0.000995777+0.00220833j -0.00435951+0.00877853j 0.00042627+0.00248077j 0.00316552-0.00520916j -0.00230631+0.00865603j -0.00456082+0.00151551j -0.00252624+0.00288941j 0.00303659-0.00261349j 0.00899611+0.000734634j 0.00217407+0.00763926j -0.00904134+0.00107853j -0.00727487-0.00269114j -0.00408344+0.00565398j -0.00551288+0.004705j 0.00940623+0.000464944j 0.000800348+0.00116327j -0.0011451-0.00282404j 0.005909-0.00375855j 0.0101613+0.00620109j -0.0136105-0.000404173j -0.0139113+0.00288409j -0.00118867-0.00291924j -0.018802+0.0133091j 0.00571325+0.00366183j -0.00974919+0.0114475j -0.000603163-0.00353279j 0.000848067-0.00453833j -0.0154304+0.00822365j -0.00187927-0.00303176j -0.00972443+0.00521341j 0.00437314+0.00231112j -0.00414757-0.000228558j 0.0102251+0.00179476j -0.000614954+0.00347207j -0.0192818+0.000875236j -0.000141942+0.00681664j 0.00244756-0.00865511j 0.0102636-0.0016669j -0.00115763+0.0066661j -0.002094-0.00930663j -0.00201426-0.00122249j -0.00604013-0.000774574j -0.0055058+0.00242136j 0.00513293+0.00537534j 0.00774945-0.000700829j -0.00193453+0.00451373j 0.00254806-0.00367746j 0.00688711-0.0039955j 0.0018054-0.000365094j -0.000780622+0.00020719j -0.00387101-0.00253619j -0.00203126+0.000379943j 0.00352184-0.00370335j 0.0139654+0.00345341j 0.00242954+0.00637238j 0.00895201+0.0101563j 0.00476374+0.00254839j 0.00521445-0.00167657j -0.00684471-0.00498513j -0.00518791+0.00686718j 0.0013689-0.000291009j 0.00391754-0.00448063j 0.0017622+0.00229609j -0.00779963-0.00410094j 0.00212803+0.00528249j 
-0.00422352+0.00307581j 0.000728475-0.0028064j -0.00279852-0.0073307j -0.00116407+0.00177338j -0.000303493-0.00297955j -0.00053643+0.00401437j 0.0105422-0.00416024j 0.00431224-0.00760654j 0.00162086-0.00956803j -0.0028282+0.00366615j 0.0009787-0.0050499j -0.00321675-1.87431e-05j -0.00306472-0.00550492j -0.000418968-0.00918757j 0.00735382-0.000645342j -0.00814428+0.00769279j 0.00864837-0.0137525j 0.00355526+0.00752958j -0.00938118+0.00779615j -0.009908+0.00374196j -0.0105059-0.00954085j -0.00284289-0.000571614j -0.00283528-0.00153676j 0.000569844-0.000754547j 0.00543779+0.00489011j 0.00696471-0.000650355j -0.0108794-0.0143362j 0.00304755-0.0095102j 0.00240219-8.42838e-05j 0.00196791+0.00965365j -0.00399446+0.00292246j 0.00742062-0.0126062j 0.00277304-0.00614018j -0.0084923-0.00305207j -0.00386359+0.00196468j 0.0117988+0.00769602j -0.00882089-0.00638797j 0.00206307-0.0129634j -0.00339949-0.00352264j 0.00215198+0.00616296j -0.00638114-0.00608663j 0.00175844-0.00833664j 0.000673708-0.00968932j 0.00824865-0.000208419j 0.00183112-0.0106082j 0.00075072+0.0070372j -0.00317331-0.0020799j 0.00348404+0.00686539j -0.00167618+0.0189182j -0.00368856+0.000948688j 0.001648-0.00128894j 0.00904074-0.0124608j -0.000677011-0.00788481j -0.00419+0.0110001j -0.000601165-0.0160941j -0.0183596+0.0046873j -0.0123815+0.00265992j 0.000154648-0.00127897j -0.000526749+0.00339101j 0.00350908+0.0148676j -0.00302784-0.00430988j 0.0151216-0.00597656j 0.00655059-0.00251315j 0.00894688-0.0012407j 7.37146e-05+0.00174929j -0.00567369-0.00229586j -0.00201031-0.000452435j -0.00590672+0.000591144j -0.00427116+0.000762441j -0.00576371+0.00506901j -0.00541937+0.00202528j 0.0162912+0.000154058j -0.0246499+0.0019384j 0.0100084-0.00196241j 0.00653558-0.000600144j 0.00171807+0.000568241j -0.00102354-0.00403622j 0.0171663+0.00640515j 0.0172658-0.00041767j 0.0201542-0.00174112j 0.00869149-0.00449994j 0.0214339+0.00170866j 0.00571887+0.000288481j -0.00376446-0.00207812j 0.00988734+0.00321913j 0.0153631+0.00810495j 0.0039322+0.0130504j -0.000785879-0.00452502j 0.00712155+0.00989752j -0.000915897-0.00508785j 0.00450159-0.00594944j 0.00502681+0.00456449j 
