2.09773e-05+0.00388338j -0.00779218+0.0101221j 0.00668358-0.0383555j 0.00759232+0.00325284j -0.00319875+0.0201442j -0.00267273+0.00224117j -0.00352334+0.00768492j -0.000689439+0.00492742j 0.0116935-0.00968159j -0.00403984-0.00313436j -0.0101113+0.00148948j 0.00830714-0.00105058j -0.0172202+0.00278809j 0.00393473+0.0075586j -0.00116567+0.00349276j 0.000633978+0.00649717j 0.00384799+0.00345599j 0.00609333+0.00478555j 0.00515895+0.00159237j 0.000409676+0.00881443j 0.000760871+0.00614445j 0.00493084+0.00256647j 0.0211818+0.0178626j 0.000636853+0.00470244j 0.0181234-0.00628354j -0.00161664+0.0103854j -0.00843397-0.0131633j -0.000343375+0.00307938j 0.000942203-0.00208051j 0.00212153+0.00406463j 0.00787881+0.00133914j 0.00182643+0.00250821j -0.00218521+0.00083461j 0.00826409+0.00044593j -0.00400359-0.00267921j 0.00343182-0.00596777j 0.00510968-0.00561795j 0.00220459-0.00755019j -0.00380853+0.00104987j -0.00320495+0.000292422j -0.00174997-0.00141796j -0.0015171-0.0023708j -0.00163968+0.00523833j 0.00127182+0.000212612j 2.47937e-05-0.00441962j 0.00259676-0.0100995j 0.00794708+0.00014221j 0.00652982-0.00201691j 0.000512125+0.00454889j -0.00139392+0.00136821j 0.000363172-0.00183919j -0.00332769-0.00183646j -0.00304366-0.000127901j 0.00206529-0.0123931j 0.00160624+0.00228477j 0.000457049+0.00196777j -0.00346816+0.00418868j 0.00711961+0.00894374j 0.00563376-0.00495206j -0.00448781-0.000212982j 0.00521509+0.00184092j -0.00544576+0.0101015j 0.0092355-0.00300429j 0.00144825+0.0102521j -0.00681107+0.00698676j 0.00465262+0.00775834j -0.00143038-0.0113457j 0.0020332-0.0085236j 0.00307179-0.00176661j 0.00354314-0.00408861j 0.0036433+0.000333347j 0.00175177-0.000395294j 0.00454034+0.00764362j -0.00174415-0.00403071j -0.00213345-0.00463475j -0.00224635+0.000305397j 0.00299765+0.00396875j 0.00315195+0.00026101j 0.00247603-0.00186537j 0.00379224+0.00310571j 0.00013211-0.00201098j 0.00352078+0.00294053j 0.00644747+0.000666612j 0.00250863-0.00221952j 0.00236182-0.00051153j 0.00479283-0.00604612j -0.00146467+0.000625411j -0.00221158-0.00846421j -0.000690355-0.0114799j -0.00614547-0.00494925j -0.00296771+0.0104145j -0.00729763-0.00491987j 
0.00136173+0.000544753j -0.000731554-0.00118052j 0.000132046+0.00193656j 0.00307874+0.00355034j -0.00415107+0.0030048j -0.00222867-0.0070781j 0.00545794-0.00214773j -0.000448508+0.00659091j -0.00137693+0.000380775j -0.00122747+0.00889159j 0.00233612+0.0106723j 0.00211306-0.00526328j -0.000885968-0.00583964j -0.000496404+0.0144393j 0.000200212-0.00664922j -0.00121453-0.00579107j -0.00110277-0.0114213j -0.00286928-0.0120202j 0.00222102+0.0157498j 0.000690344+0.00025285j -0.00405756-0.0148359j 0.000883959+0.00476389j -0.000641426+0.00185334j 0.00128848+0.00148961j -0.00222654-0.00467777j -0.000644251-6.1908e-05j 0.000266626-0.00569787j -0.00404288-0.00396756j -0.00466346+0.00510211j -0.00180095+0.00336673j 0.00846496+0.000722281j 0.00275101+0.00297923j 0.00299238-0.00138133j 0.0024579+0.00557j 0.00654279+0.0045768j -0.00143501-0.00792981j 0.0143059+0.000496618j -0.00875654-0.0054819j -0.00247867+0.000835424j -0.0101665-0.00279701j -0.0131041+0.00011367j -0.00770355+0.00639249j -0.00639568-0.00538405j -0.00419012-0.00506527j 0.0012854+0.0172175j -0.00403918-0.0176688j -0.00251134-0.00709952j 0.00282319+0.0151042j 0.00735359-0.00364116j 0.0109387-0.00103973j -0.000835379+0.00903616j -0.0120212+0.00230986j 0.00989731-0.00893536j -0.00630153+0.0118344j -0.00287741-0.00153457j -0.00456813-0.00191538j -0.00254578+0.00572071j -0.00570598+0.00564261j -0.0158477+0.00600852j -0.00269405+0.00119905j 0.00362499-0.00291605j 0.0171029-0.00364483j 0.0145938+0.0010305j -0.009622+0.00277481j 0.00554412+0.00171973j -0.0111672-0.00298354j 0.00353999+0.000114403j 0.00653395+0.000198917j 0.0147028+0.00331598j 0.00649248+0.00304914j -0.00136511-0.00062184j -0.0186915+0.00245447j -0.00170886+0.000318209j -0.00787845+0.00255744j 0.00492752-0.00257941j 0.0017536-0.00060924j -0.00359854+0.00102517j -0.0274831-0.000760739j 0.0163702-9.24221e-05j 0.00349116+0.000934437j -0.0263046-0.00334694j 0.0239524+0.000758372j -0.0212098+0.0012672j -0.00947951+0.00124839j -0.00798604+0.00235448j -0.000943199+0.00211959j 0.00127595-7.90432e-05j -0.00126904-0.00090669j -0.00331228-0.00236754j 0.000274562-0.000523865j 0.000984203+0.000105575j 0.00144701+0.000793796j 
0.00279244+0.00065327j 0.000448152-0.00102982j -0.00573773+0.000307374j 0.00230306+0.00564233j -0.00761157-0.0065254j 0.00644728+0.0138193j -0.00499893-0.00268413j -0.00124734-0.00548455j 0.000130366+0.00167901j -0.00148911-0.00269721j 0.00149328-0.00377701j -0.00186091-0.0131397j 0.00435652+0.0115542j 0.00393826-0.0024945j 0.00146143+0.000703826j -0.00334944+0.00382662j 0.00187062+0.00796496j -0.000213446-0.000870342j 0.00476324+0.000123981j 0.000524288-0.00520175j -0.00087655+0.00445397j -0.00747116-0.00889689j 0.00390043-0.00109018j 0.00177402+1.86467e-06j 0.003844-0.00346403j -0.00630547+0.0131233j -0.000711235-0.00879252j 0.00029924-0.00949186j -0.000472028-0.00397668j 0.00660257+0.0108541j 0.00327825+0.00585912j -0.00369889-0.01519j 0.0118652+0.0143061j 0.00283782+0.000147805j 0.0131989+0.0044008j 0.0056996+0.00950583j -0.0118461+0.00066484j -0.0103632+0.00530508j 0.00573137+0.0113931j -0.00335631-0.0142083j -0.00605603+0.000682034j 0.0099162-0.0148528j 0.00122438-0.0227964j -0.00542975-0.0148492j 0.00135881+0.0162231j 0.00334458-0.0118017j 0.00691322+0.00390504j -0.00498207-0.014175j 0.00529876-0.0062162j 0.00493376-0.0367514j 0.000399961-0.0169052j -0.00394148-0.0142704j -0.00246903+0.00768702j 0.0079397-0.00701707j -0.00387974+0.00042462j -0.0136387+0.00968579j -0.00995597+0.0165133j -0.00041219-0.00938647j -0.0122305+0.0164497j 0.00709645+0.0136515j 0.00671777-0.0271574j -0.0127835-0.00585265j -0.00578272+0.00357648j -0.00686064+0.00981194j -0.00976713+0.0050217j -0.00968421-0.0141446j -0.00312071+0.0082665j -0.00445402+0.000153074j 0.00731749+0.011086j -0.0161623+0.00231181j 0.00670631+0.00274119j -0.00141644-0.00114983j 0.0108271+0.001366j -0.0036708+0.000291275j 0.0334441+0.00274728j 0.0116916+0.00209116j 0.0213355+0.0109968j -0.00833667-0.00533868j 0.00597697-0.000395228j 0.0140992+0.00238128j 0.00953362-0.00027802j 0.00446794-0.00184416j 0.004242+0.00116805j -0.00427464+0.00181612j 0.0154855+0.00639676j -0.000752676+0.00110748j -0.0108497-0.00210975j -0.000224977-0.000687772j -0.00286162-0.00221963j -0.00144826-0.000621571j -0.000638857+0.000106173j 0.000893525+0.00090113j 
-0.0031064-0.000694261j 0.00251084-0.000446193j 0.000937882-0.000167663j -0.00632597-0.00201315j 0.00889127+0.00183601j -0.00688146-0.00540791j 0.00161343+0.000517616j 0.00388212+0.000365834j -0.000607459-2.04804e-05j 0.00511044+0.00220295j 0.00660976+0.000700537j -0.00237666+0.00859744j -0.00504029-0.00510038j -0.00122689-0.000487774j 0.00125045-0.0026613j 0.00323708-0.00101946j -0.000932061-0.00237537j -0.00033639+0.000794859j 0.00178691+0.00258455j -0.000511763-0.00052476j -0.0026977-0.00249521j -0.000105879+0.000893018j -0.00170341+0.000830674j -0.00266089+0.00202719j 0.000954698+0.00339487j 0.00505288-0.0066242j 0.0011559+0.00225132j -0.00211555+0.00704109j -0.00153283+0.00244031j -0.00640177-0.00364672j -0.00279947-0.00348308j -0.000312176+0.00654005j -0.00987599+0.00148608j -0.00312024-0.00111171j -0.0034619-0.00481796j 0.00393495-0.00532078j 0.0101593-0.00127234j 0.00667227+0.00416313j 0.000804814+0.0095997j 0.00267432-0.00458187j -0.00203929+0.0031819j 0.0188553-0.00140103j -0.000148028+0.00685484j 0.00105495+0.00596332j -0.00836342+0.0027049j 0.00155901+0.000390113j 0.0074935-0.0043665j -0.00837681+0.000793719j 0.00349118-0.00405001j 0.0195719+0.00732586j 0.00439378+0.00564405j 0.0120324+0.00662068j -0.00987473+0.00303175j 0.00697431-0.000214503j -0.00246821-0.00221629j 0.00230851-0.0017616j -0.000524806-0.00625969j 0.00940478-0.000823331j 0.00467714-0.0060903j -6.75248e-05-0.00687607j -0.00238348+0.0124805j 0.00257781+0.00259746j 0.0066604-0.00133805j -0.00487197-0.00321928j -0.00158869-0.00294447j -0.00500699+0.00391858j 0.0126892-0.0029616j -0.00530125+0.000419084j 0.0162633-0.00281466j -0.0287685-0.00407514j 0.0124572-0.00190077j 0.0107977+0.0012606j 0.0194619-0.000287575j 0.00812535+0.000174033j 0.0736909+0.000166944j 0.0249631-0.000492713j 0.0631898-0.00346604j -0.0219803+0.00547869j -0.00437733+0.000296694j 0.0146961-0.000734377j 0.0081848-0.00203638j -0.0131603-0.000674314j -0.0131791-0.00238225j -0.0228766-0.00447192j 0.0083772-0.000751134j -0.00976692-0.00181873j 0.00572439-0.00034585j 0.00690952+0.00112221j 0.00426861+0.00216201j 0.00262869+0.000147134j 0.00170612+0.00116953j 0.000148271-0.000637189j 
-0.00111231+0.000181737j -0.00319673+0.0028866j -0.00563302+0.000752509j -0.00169122+0.00261193j 7.27008e-05-0.00309083j 0.00246444+0.00505621j 0.00170178-0.001556j 0.00132668-0.00755514j 0.0053599+0.00330856j 0.00786852+0.000167609j 0.000185664+0.000175287j -0.00108996-0.00231391j -0.00264677-0.00376015j -0.00131003-0.00144594j 0.000398009-0.00283834j -0.00134677+0.00746788j 0.0022622-0.00690368j 0.00138139-0.00881189j 0.00152223-0.000718192j 0.00139971-0.00100566j -0.00166194+0.00433144j -0.00074568+0.000701582j -0.000629165-0.00155088j 0.000573774-0.000477285j 0.00129676-0.00582181j 0.000124122+0.000729788j -0.0110388+0.000908973j 0.00185193-0.00164681j -0.00279969+0.00146993j -0.00490095-0.000373279j 0.00799496-0.000643012j -0.00520442-0.000654447j -0.00282742-0.00171003j -0.00442732+0.0054523j 0.00178314+0.0106794j 0.001488+0.00232634j 0.0023546+0.00235295j 0.0199949-0.00381646j 0.0230269-0.0126579j -0.0143388+0.00737417j -0.00219767-0.0051811j 0.0225076+0.000745632j -0.0154378-0.00170744j -0.00136273+0.0036703j 0.00755271-0.00813411j 0.00386219+0.00282611j 0.00849943+0.0064661j -0.0271053-0.00119449j 0.00707536-0.0020776j 0.00355957-0.000460443j -0.00883944+0.00579331j 0.00218375-0.000101191j -0.00929739-0.00503416j 0.00690481+0.00576809j -0.00899975-0.00182186j 0.00163867-0.000321623j -0.00525958-0.0065746j 0.00335825+0.0034001j -0.00294994+0.00105582j 0.00120709-0.00561149j -0.00203104-8.38948e-05j 0.00710705-0.00442147j 0.0014766+0.00324111j -0.00102996-0.000504683j -0.00525732+0.00376589j 0.00709527-0.00292641j -0.00192449-0.00275567j 0.00684597-0.00246485j -0.00375311-0.000785851j 0.0218344+0.000392245j -0.00496157+0.00145996j -0.00684094-0.000317704j -0.00933284+0.00038957j -0.00282418+0.00032231j -0.0393226+0.00140419j -0.0131682+0.000355773j -0.0304995-0.00126872j 0.0017545+0.00599723j -0.000387536+0.000694227j -0.0137426-0.00143012j -0.018055-0.00403631j 0.00319171-0.00123409j -0.00161903-0.00413564j 0.00680205-0.00203811j -0.00994712-0.000800251j 0.00457208-0.000679719j -0.000617323+0.000977279j -0.00114611-0.00261427j 0.00318581+0.00305765j 0.000161414-0.00232033j 0.000436666+0.00137422j 0.000730483-0.00141615j 
-0.00320048-0.000517373j 0.00153313+0.000598327j 0.00153597-0.0022364j -0.000613659-0.00681621j 0.00529652+0.00167959j -0.00153886-0.000956167j -0.00232965+0.00608833j 0.000876176+0.00112816j 0.00230869+0.0092223j 0.000151799+0.00642789j 0.00106712+0.00996115j -0.00469576+0.00511675j 0.00651024+0.000649267j -0.00437999-0.016687j 0.00182114+0.00965221j 0.00665001+0.00252723j 0.00636398+0.00820654j 0.00466276+0.0276309j -0.000233499+0.0147943j -0.00371727-0.0130924j -0.0024089-0.00215854j -0.000897458-0.00901062j -0.00179275+0.00645757j -0.00242313+9.52336e-05j 0.000609801+0.000932777j 0.00195714+0.00140127j 0.00323708+0.00848953j 0.00355088+0.00209626j 0.00782568-0.00303545j 0.00168643+0.00447323j 0.00549101+0.00220786j -0.00290298-0.00131108j 0.00246853+0.0014931j 0.00359494+0.00758133j -0.000537227-0.000909994j -0.0140834-0.0136066j 0.00489136+0.0067749j -0.000906345-0.00431107j 0.00510204-0.00299829j -0.00594454-0.00117764j 0.00658051+0.000980894j 0.00628711+0.0131021j 0.00546181-0.00647895j 0.00626745-0.00775886j -0.000797375+0.0256347j 0.00543274-0.021057j -0.00187704-0.013027j -0.00468893+0.0106331j -0.00921438-0.00659169j -0.00227659+0.00292723j 0.0069674+0.00705061j 0.004322+0.00599157j -0.0063169+0.00432397j -0.00173727+0.00321079j 0.0125149-0.00790712j -0.00301799-0.00223317j -0.00178268+0.00688949j 0.00362963-0.000923787j 0.00797836-0.00134312j 0.00880853+0.00864685j -0.0025377+0.0166512j -0.00540786+0.0067673j -0.001235+0.00100377j 0.00364979-0.00683112j -0.000255974-0.0105179j -0.00565271+0.00452244j -0.00252201-0.00227438j 0.00243348-0.00149134j -0.00600456-0.00552309j -0.00343761-0.0040771j -0.0191317-0.000144784j -0.0318739+0.00254014j -0.00726114-0.00493347j -0.02345-0.000160146j 0.00191065-0.000542111j 0.00494929-0.000626754j -0.00473438-0.000360673j 0.0100345+0.000984505j 0.0120878+0.00109754j 0.0104952-1.55949e-05j 0.00763388+0.00301999j 0.00421613+0.000307364j 0.00693419-0.000281014j -0.00133922-0.00051217j -0.00069024-0.000946425j 0.00409297-0.000889366j 0.00427382+0.000675315j -0.00111731+0.00141843j 0.000952898+0.00140589j 0.000149906+0.00102987j 0.000152749+0.000191076j -0.000918927+0.000214746j 
0.00100444-0.000737662j -0.000744203-0.00130846j -0.00381629+0.00160718j 0.00285144+0.00466862j 0.00054231+0.00411966j -0.00261583-0.0080512j -0.00477779-0.00147717j -0.00242912+0.00573743j -0.0024534-0.0110759j 0.00358766-0.00986597j 0.00172323-0.00993369j 0.00120071+0.0140452j 0.00131521+0.00407077j 0.00144813+0.0013071j -0.0073953-0.00278683j 0.00040932-0.00451961j 0.00182914+0.000176252j 0.000902009+0.00568501j 0.00415345+0.00840365j -0.00311913-0.000118397j -0.00125063-0.00809344j -0.00110357+0.00169382j -0.0015276-0.00234497j 0.00338942+0.00357513j 0.00291311+0.00944489j -0.000519113-0.00215649j -0.00191525-0.00590186j 0.0145217+0.00359489j -0.00471697+0.00347036j 0.000770732-0.0002227j -0.00241727+0.000930233j -0.00157291+0.00187794j 0.0222899+0.0130123j -0.00844602-0.0026975j -0.0114551-0.0164987j 0.0198212-0.000260997j -0.00144127-0.00647602j -0.00583508+0.0130167j 0.00159489+0.0382275j -0.00296993-0.0250961j 0.00165868+0.0123642j 0.00534866-0.0186083j -0.00428698+0.0046789j -0.00824583-0.00470271j -0.00283487+0.0183338j -0.0114222-0.010485j -0.00105804-0.0124136j -0.0144623-0.00198372j -0.00087522-0.00543484j 0.00109571-0.00476561j 0.00256368-0.000455956j 0.00614778+0.00128893j -0.000334344+0.011239j 0.00558895-0.00294565j 0.00766715-0.005291j 0.00501224+0.00260384j 0.00631685+0.00559872j 0.0105462-0.0105337j 0.00600019+0.00236986j -0.00310356+0.00982828j 0.00751426+0.00369575j 0.00439676+0.00336826j 0.00554022-0.000610033j -0.0023482-0.000801697j -0.000842821-0.00839585j 0.00403747+0.00165048j 0.00113548+0.000308078j 0.00917478+0.000860126j 0.000164177-0.000478888j 0.0076315-0.00559445j -0.00447126-0.00313686j -0.00108856+0.00149421j -0.00520835-0.000789966j 0.000906077+0.000259848j -0.0255392+0.00550315j -0.00730487+0.00145022j -0.0118333+0.00607591j 0.00531595-0.00242311j -0.0101394-0.000188609j -0.00947147+0.00312013j -0.00222376+0.00127273j -0.0111598-0.000301619j -0.00126935-0.000451817j 0.0121721-0.000798877j -0.00866191+0.00138341j -0.000674073-0.00229809j 0.00632122+0.00094211j -0.00124359+0.00205969j 0.000314604+0.00123948j 0.00057862+0.00129041j -4.64028e-05+0.000418527j -0.000435812-5.89941e-06j 
-0.00731969+0.00180933j -0.00300951+0.00367414j 0.00386603+0.0039788j -0.00221327-0.0042658j 0.00104169-0.0031761j 0.00344141+0.007024j -0.00556013+0.000383836j 0.00702694-0.010454j 0.00667652-0.00530231j -0.00168882-0.0117622j 0.00403908-0.00663861j 0.00260234+0.00158803j 0.00210424+0.000571906j -0.00360073-0.00623619j 0.0074778+0.00548191j 0.000416272+0.0124711j -0.000959022-0.0126868j -0.00138436-0.0116692j -0.00560727-0.00158185j 0.00336402+0.0111384j -0.00239083+0.00644359j 0.00184823+0.0068881j -0.00127311-0.00267575j -0.001294+0.00208778j -0.00247794-0.00881127j 0.000931415-0.00370207j -0.0107582+0.00164879j -0.000657846+0.00766966j -0.002268+0.00216221j -0.007223-0.0178765j 0.00628157-0.00657324j 0.00682871+0.00757703j 0.00162438-0.0141913j -0.00627969-0.0112185j -0.00440111+0.00528344j 0.00450353+0.0105857j -0.00672846+0.00942396j -0.0129203-0.000883334j -0.00999756+0.00730687j 0.00186362-0.00971323j 0.000350743+0.00025624j -0.00120543-0.00419763j -0.00686355-0.00221814j 0.00169725+0.00176553j 0.00141756-0.00088798j 0.000206811-0.00107738j -0.00756979+0.0128958j 0.00694824+0.013414j 0.00406156-0.000246145j -0.0102282+0.000581702j -0.00204116-0.00115486j 0.00192283+0.000199035j -0.000372633-0.01058j 0.000382098+0.00280894j -0.00747123+0.00540152j -0.0105498-0.00164392j -0.000395098-0.0168804j 0.00873334+0.0125294j 0.00042436-0.00568616j 0.000862729-0.0214199j 0.00627602-0.000190619j 0.00506104-0.00673036j -0.00429532+0.0011843j 0.00540204-0.000878217j -0.0124607+0.0106163j -0.000857816-0.000529777j 0.000909849-0.00524598j 0.0117722-0.00129607j 0.0109039-0.00348334j -0.00494288+0.00127273j -0.0178751+0.00111642j -0.0529294+0.000271566j 0.0055613-0.00121246j -0.0338635-0.000179987j 0.0152579-0.000548879j 0.00897428-0.000354546j 0.00621346+0.000910725j -0.00381987+0.00797193j 0.00706492+0.00171206j 0.002643-0.000481614j -0.00875771-0.00746283j -0.00192525-0.00153114j -0.000624602-0.0039469j -0.00473283-0.00222006j 0.00206567-0.0035648j 0.00200799+0.000995784j -0.00118493+7.20705e-05j 0.00112758-0.00671744j 0.00644828+0.000139884j 0.000345202-0.00497777j 0.00162638+0.000278024j 0.00174819-0.00145949j 
0.0032737-0.000453118j 0.000314087-0.000536937j 0.00329964+0.00322262j -0.00194168+0.00045285j 0.00328503-0.00746955j 0.00453001+0.015349j 0.0159297-0.00156752j -0.00359596-0.00698811j 0.00217817+0.00433537j -0.00318337-0.0129931j 0.000466735-0.00232678j 0.00823473+0.00108177j -0.00483608+0.0100861j -3.76454e-06-0.0204825j -0.00062589+0.0194141j -0.0091991+0.010655j -0.000553427+0.00271041j -0.00218708+0.00626679j -0.000847108+0.00255032j 0.00166605+0.00200541j -0.00541799-0.00494875j 0.00252999-0.00658306j 0.00159453-0.0067712j -0.00024601+0.00599337j 0.00622808-0.0020868j 0.00973041-0.00252681j 0.00151509-0.00545016j -0.00913289+0.00239537j -0.0066735-0.00138717j -0.0137987+0.00399346j -0.00432179+0.00356672j 0.00989106+0.00600323j -0.0140266+0.00430279j -0.00801161-0.00247227j 0.00358898+0.00269799j 0.00731582-0.00522967j 0.00522858+0.00305475j 0.0151249+0.00508224j -0.00703693+0.00764463j -0.00286798-0.00780279j -0.00860745+0.000182675j -0.00407332+5.42347e-05j 0.00245758-0.0110603j 0.00393559+0.000137087j -0.00400167+0.0187399j -0.00412005-0.0132197j 0.00647911-0.00298627j 0.00217871+0.01195j 0.0103299-0.00668012j -0.00978523-0.003795j 0.000793024+0.00681787j 0.00354466+0.00392502j 0.000695477-0.00664151j 0.00301717+0.00185687j -0.0144668+0.00410832j 0.0091448-0.00446157j 0.0154349+0.00526695j -0.00434929+0.00894334j -0.0107416-0.00381366j -0.00585937-0.0117151j -0.00038266+0.000674971j 0.007106-0.00279924j 0.00448602-0.00438651j -0.00507464+0.00195125j 0.00356011+0.0108136j 0.00582397-0.00216165j -0.00140272+0.000651466j -0.00141286+0.0025129j 0.00197898+0.0106685j 0.0138551-0.00193462j 0.00704958+0.00402449j 0.0148895+0.00240787j 0.00849424+0.0127923j 0.0156264+0.00161565j -0.00252166+0.00960126j -0.00257063+0.00188944j -0.00477311-0.00509195j -0.0105218-0.000928169j -0.00690706-0.00395184j -0.016686-0.00181751j -0.0113304+0.00157786j -0.0015589+0.00138804j -0.0108493+0.000481403j -0.00517968-0.00602753j -0.000230869+0.00455624j -0.00701174-0.00279259j -0.00255211+0.00268938j 0.00446517+0.00483018j -0.00193119+0.00324746j 0.00135121+0.00211538j 0.000267419-0.00108684j 0.000766928+0.0010952j 
-0.0133107+0.00428148j -0.00352955+0.0032451j -0.0039221-0.00265304j 0.013678+0.00407242j -0.00566719+0.00408742j -0.0080698-0.00211931j -0.0177045+0.00776801j 0.00242245-0.0120615j 0.00749665-0.00660039j -0.00807656-0.00352885j -0.0024837-0.00102079j 0.00307406+0.00465103j 0.00217454+0.00487927j -0.00159973-0.0107383j -0.000272039-0.0172563j 0.00338668+0.00704652j 0.000204505-0.00196479j -0.00535187+0.00922355j -0.00322368+0.0010572j -0.00136267-0.0139995j -0.00566167+0.00722975j -0.00249291-0.00334308j 0.00286052+0.000988932j -0.00792985-0.00641288j 0.00251352+0.000299048j -0.00455616+0.000771066j 0.000797902-0.000637487j 0.00232871-0.00436218j 0.00831359+0.0105077j 0.00965759+0.0115044j -0.00970995+0.0004416j -0.0132988+0.00139879j -0.00607337+0.00887226j -0.00362634+0.00983012j -0.0031374+0.00667964j 0.00257377-0.00351186j 0.00558315-0.00222258j -0.00421731-0.00328754j -0.0100586-0.00516099j 0.00572168+0.00305669j 0.0020683-0.00164187j -0.00328909+0.00816437j 0.00382061+0.0069217j -0.00392328-0.0037098j 0.00241046+0.00251215j 0.00267488-0.00772508j -0.00749961-0.00854597j 0.000609284-0.014227j 0.00024641-0.00758866j -0.0034182-0.00745881j 0.00286929+0.0102218j -0.00337388-0.00476815j 0.00803611+0.00448394j -0.00334014-0.00493851j -0.00830932-0.00297786j 0.00556235+0.00355157j 0.000702764+0.00508811j -0.00503597-0.00546891j 0.00802273+0.0133001j -0.00144808+0.00767789j 0.00556577+0.0031182j 0.0214875-0.00296844j 0.00719861+0.0103529j -0.00709215-0.00107602j -0.00928375-0.0032972j 0.00725973-0.0104508j 0.00513012-0.00485698j 0.00140135-0.00689552j 0.00956552+7.9368e-05j 0.00491752-0.00144664j 0.0142635+0.00142922j 0.0194898-0.00172439j 0.0082468-0.00506996j 0.0138506+0.0021506j -0.00841035+0.00133813j -0.00212842-0.000516331j 0.00853516+0.00822413j -0.0145944+0.011752j -0.0125403+0.00151469j -0.0128784-0.00530538j -0.0129078-0.0120112j -0.00671953-0.00386243j -0.0143067-0.00378255j -0.000313625-0.0029516j -0.00813752+0.00673414j -0.00161396-0.00195745j -0.00158067-0.00152922j -0.00190605-0.00266722j 0.00470927-0.00167741j 0.00243349-0.00122359j 0.00323853+0.00401931j 0.00479784+0.00289594j 
-0.00654525-0.00157482j -0.011803+0.00146403j 0.00404083+0.00331503j 0.00384826-0.00820235j 0.0083639+0.00258465j -7.73286e-05+0.012344j -0.00104885-0.00872938j 0.00854618-0.00597179j 0.0118987+0.00702807j 0.00504037+0.0153993j -0.00381471+0.00238647j 0.00336093-0.0334725j 0.00525812+0.00376041j 0.00186465+0.00575j -0.00195792+0.00746917j -0.00257505+0.00134324j 0.00391464+0.00872881j 0.00405262+0.00273528j -0.0059751-0.00243998j -0.00192205-0.000862645j -0.00586534-0.00202685j -0.0022621-0.00822847j -0.0044243+0.00326679j -0.00781447+0.00913438j 0.00324794+0.00664813j 0.000558303-0.00145481j -0.010283-0.00373101j 0.00238799-0.00284279j -0.00219589+0.00179296j -0.00516798+0.00589216j 0.0192695-0.00379939j 0.00630109-0.00176657j 0.00632738+0.00384502j 0.00513526-0.0048443j -0.017809+0.000185983j -0.0102129+0.00970581j 0.0143306-0.00812886j -0.0150123+0.00709131j 3.16112e-05+0.0139266j 0.00541325-0.0115325j 0.00609757+0.000418776j 0.00204611-0.0167116j -0.000597414+0.00471771j 0.00352407-0.00321663j -0.00713108-0.00105969j -0.00373553+0.00494066j -0.0054114-0.00791172j -0.0032344-0.00491057j 0.00596122+0.0029681j 0.00256094-0.000474065j -0.00891823+0.000641799j 0.00420658-0.00847016j 0.00224128+0.00905453j -0.00341111-0.00180596j -0.00306433-0.0118283j 0.00150946+0.00544213j 0.00636333+0.000831903j -0.00381871-0.00893044j -0.000951894-0.00637744j -0.00344898+0.00722025j -0.00756022+0.00604309j 0.00746533-0.00276959j 0.000127034-0.00538625j 0.0036492-0.00263677j -0.0063503-0.00206373j 0.00724557-0.00150424j 0.00781641+0.0039198j -0.000468143+0.00110034j 0.000101489-0.00384951j 0.00277775-0.00785677j 0.00952905-0.00227065j 0.0144984-0.00120702j -0.00892904-0.00251133j 0.0146418+0.000768684j -0.00388261+0.00457217j -0.00320857+0.0014242j 0.00770619+0.00274902j 0.00471242+0.00794541j -0.00372151-0.000449826j 0.0005621+0.000694162j -0.00909181-0.00357645j -0.00292329-0.00242624j -0.00387635-0.00767562j -0.00448502-0.00561695j -0.00467102-0.00206281j 0.00295662-0.00448173j 0.00675339+0.00205426j 0.00129227+0.000238864j 0.00734248+0.00788608j 0.000755317-0.00197443j 0.00351914-0.00097444j -0.000412042-0.00229913j 
