-0.0894107+0.104335j 0.0379578-0.013077j 0.0013294+0.0262086j -0.107085+0.0183463j 0.000388504+0.0446618j 0.0165031+0.0250692j -0.0815832+0.00337441j -0.0454225+0.0200177j 0.0134234+0.0270799j 0.0022386+0.0313975j 0.0517229-0.0258151j 0.0225044+0.0461198j -0.0541911+0.000217621j -0.0142939+0.00883189j -0.0194842-0.0137326j -0.01508-0.00436877j 0.0178833-0.00919656j 0.00156478+0.0195399j 0.0021702-0.0207058j -0.0311849-0.0116581j -0.0268419+0.0273277j 0.0216025+0.0199307j -0.0222385+0.0435078j 0.0199499+0.0214394j -0.00175093+0.000316959j -0.0323251-0.0139685j -0.0210328-0.013415j -0.0035869+0.0315763j 0.053867-0.0209949j 0.022611-0.0006889j -0.0341684-0.0225476j 0.00836768-0.0113467j -0.0134742-0.0108702j 0.0331157-0.0182272j -0.00928324+0.0318714j 0.0234066-0.010265j -0.0187263-0.0366763j 0.0305871-0.0229933j 0.010578-0.0133956j -0.018902+0.0284303j 0.0156547-0.0216118j 0.0119835+0.0153748j 0.0017829+0.0346985j 0.0157051-0.0169569j -0.0134022-0.0107017j -0.0768192+0.0490446j -0.0265829-0.000929502j -0.00535322-0.0231065j -0.0302798+0.0785336j -0.0794379-0.0348742j -0.126871-0.0931776j -0.0862201+0.0357749j 0.183939-0.395232j 0.254147+0.130826j -0.0203748-0.0726663j -0.224126-0.184726j 
0.0846458+0.0989197j 0.0733915-0.181991j -0.0739306-0.0722307j -0.0179242-0.0524466j -0.0152295-0.0899543j -0.0893837-0.0111667j -0.0472301-0.0466443j 0.0489274+0.013546j 0.0430562+0.037749j 0.0146317+0.0340991j -0.0863256-0.162988j -0.0344983-0.102505j 0.131586-0.0850377j 0.151295+0.0931425j 0.18693+0.00330261j -0.0965965+0.114258j -0.00959431-0.00985659j 0.0769801+0.0112612j 0.0766821+0.0256272j 0.0496915-0.0599955j 0.0474139+0.0837028j 0.0190133+0.00178079j 0.0852191+0.0400452j -0.0811193+0.053567j -0.017243-0.0394613j 0.00759296+0.0512491j -0.00425991-0.100521j 0.00930369-0.031651j -0.0635522+0.0890908j 0.024273-0.00507913j 0.03112-0.0143405j 0.0553009-0.0512646j -0.0104649-0.0114335j -0.0684268-0.00814016j -0.0106799-0.0312658j -0.0349744+0.000485983j 0.082151-0.00354915j 0.0334396-0.0151948j 0.0834668-0.0424505j 0.00578993+0.0699801j -0.0260346-0.0218661j -0.0180337+0.00345274j -0.0298938+0.0380386j 0.0190533-0.00732262j 0.0506263-0.0219321j -0.0284017-0.056009j -0.0456115-0.0429075j -0.0099186+0.00761756j -0.0373293+0.0174039j 0.0321479+0.0244667j 0.0169965-0.0281908j 0.0204065+0.0144011j -0.00816178-0.0245022j -0.0273054+0.00618752j -0.0509435+0.063642j 0.0760403-0.0222737j 
0.145945-0.26252j -0.13353-0.1799j 0.144265+0.0400432j -0.000455315+0.105677j -0.114072+0.0951664j 0.0831152+0.0993474j 0.0457386-0.0606369j -0.105059-0.0276399j -0.00296015+0.142249j -0.0695189+0.0332318j -0.0256785+0.143594j -0.215644-0.063036j 0.0268689+0.0558937j -0.207891+0.11842j 0.113136+0.175747j -0.182812+0.0163957j -0.0170193+0.0167059j -0.0390723-0.112328j -0.0492063+0.0185645j 0.113949+0.0629178j -0.0426576+0.0815526j -0.00926012-0.0476782j 0.0263505+0.0503128j 0.00907096-0.0281666j 0.0481827-0.0721151j 0.0503909-0.0171727j -0.0343832-0.0266987j -0.00304755-0.0165394j 0.06116+0.0505982j -0.064037+0.00151502j 0.0576709+0.0190816j -0.0393398+0.0347487j 0.043075+0.0279514j 0.00335274+0.0247058j -0.00476308-0.0293363j -0.0296165-0.0207217j -0.0340127-0.00464117j 0.0560608-0.0157339j 0.000585748-0.075619j -0.0196351+0.0688378j 0.0335841-0.0188712j -0.0409826+0.0130598j -0.0253743+0.00243364j 0.0294891+0.0272139j 0.0382819-0.0581949j 0.0427976-0.0150869j -0.0126518-0.0419351j -0.0490535+0.0117313j -0.0423375-0.0320694j 0.0171393+0.066934j 0.0724445-0.0635884j 0.0557383+0.0687483j 0.00626843-0.130605j 0.0192064+0.103283j -0.0350374+0.00634051j -0.0250401+0.0457015j 
-0.223047-0.125812j -0.110657+0.199343j -0.1802-0.0192435j -0.0171132-0.129276j 0.031412+0.0549531j -0.022604+0.0372907j -0.026345+0.040413j -0.104434-0.00918573j 0.0378496+0.0303385j -0.00130459-0.156219j 0.0557414-0.0291302j -0.0169302+0.0599447j -0.0166558+0.0530254j -0.0831626-0.0918946j -0.240618-0.0861847j -0.046-0.274512j -0.147942+0.0049484j 0.0584864+0.0661342j 0.0548072-0.101996j 0.128175+0.0325225j 0.0736291+0.0627217j -0.0117985-0.0487831j 0.0227775+0.112855j 0.040838+0.0787215j -0.0126804+0.0644705j -0.0817235+0.0110014j 0.025104+0.0452758j -0.0013291+0.0203617j -0.0117419+0.000934057j -0.0695011+0.0135653j 0.0258617+0.0132367j -0.0443516+0.00208337j -0.00064613+0.0140543j -0.0510081-0.0497312j 0.0241726+0.0026613j -0.0267325-0.0174613j -0.0922083-0.0429522j -0.0231841+0.00371947j 0.0655767+0.0156j -0.0700768-0.00836671j 0.0955064+0.0332604j -0.0407049-0.0249937j 0.0173245-0.00377241j -0.0149315-0.01241j 0.0454949-0.0273498j -0.00704797+0.0751935j 0.0900809+0.0271662j -0.0888304-0.0802472j -0.00995678+0.0401212j -0.0758847+0.00654127j -0.0224369+0.0854472j 0.000747245-0.00630532j -4.54545e-05-0.0026661j -0.050746+0.0397033j 0.00377771+0.00515674j 0.0430226-0.00216433j 
0.0714698-0.0547071j -0.0937811-0.118655j -0.0421402+0.0170497j 0.0783342-0.191747j -0.077818-0.0488413j 0.00666727+0.0325065j 0.0751454-0.0491855j 0.0239946+0.0254854j 0.0262206+0.100297j 0.0271326+0.0472638j -0.205645+0.0537638j 0.0556067+0.00371777j -0.0575949+0.101335j 0.0464594+0.0804841j 0.0104876+0.079097j -0.0396897-0.0346655j 0.0586163+0.0305629j -0.088621-0.0928333j -0.107483-0.0816238j 0.021462-0.0968244j -0.0238281-0.131695j -0.00344754-0.17124j 0.00684514-0.0996416j 0.00530554-0.0534676j 0.013704-0.023476j 0.0295494+0.0583148j -0.0460348-0.00821555j -0.0189108+0.061147j 0.0610124+0.0273097j -0.022161-0.0181853j 0.0141455-0.0161438j -0.0185913+0.0383056j 0.0088631-0.0585235j 0.0345238+0.0878732j 0.0468077-0.0474112j -1.37377e-05+0.0737815j 0.038518+0.057321j -0.0337848-0.00253779j -0.035882-0.00437029j 0.0395757-0.0419617j -0.0538523+0.0025328j -0.0392856-0.0293568j -0.0439651-0.0633159j 0.0319287-0.0117522j -0.07422-0.119281j -0.0421547-0.0533954j -0.0971392-0.0843796j 0.0681935+0.0145326j -0.0178249+0.0431335j 0.0952277+0.0646912j 0.0217788+0.0539038j 0.084011+0.0212778j -0.0684667-0.0307178j 0.094477-0.0877079j 0.0249477-0.0213072j -0.0458931+0.00153303j 
0.0349645+0.110393j 0.0820663-0.0659701j 0.0131826-0.0230948j 0.0676604+0.0691409j -0.115088+0.0162436j -0.0105384+0.0829716j 0.0737147+0.0342123j 0.0557844+0.004667j 0.144331-0.0741201j -0.0524326+0.0733421j -0.158552-0.0481081j 0.162505+0.104321j -0.0755659-0.168085j -0.0322396-0.122349j 0.0277643-0.150141j 0.0226551-0.0165967j 0.0213899+0.0959044j -0.0218441-0.0261623j 0.0202174+0.0357093j -0.00650003-0.0603633j 0.0481308+0.0127095j -0.05809-0.0234808j 0.0429393-0.00993563j 0.0295874+0.0406211j -0.00582942-0.0152623j -0.00951769-0.000699237j 0.0361137-0.0587046j -0.076062+0.0212727j 0.00872885+0.0478191j -0.00734155+0.0278345j 0.0428823-0.0530023j 0.0377057-0.0228739j 0.00309299+0.0107625j -0.0284754-0.0225666j 0.00933082-0.0668733j -0.0421034-0.00580588j -0.0590446-0.0162296j 0.0642045-0.0130319j 0.000374184-0.017596j -0.00760778+0.0565273j 0.0135407+0.00634853j 0.0431839+0.04644j -0.0428875+0.0669654j 0.0108167+0.0118317j 0.00667342+0.0114738j 0.0283584-0.0450487j -0.0174619-0.0301327j 0.00297946+0.0131551j 0.00184524+0.0287941j 0.0304347-0.0333314j -0.00870559-0.0318701j 0.00829212+0.065487j 0.00831303-0.0676678j 0.0186537+0.0619333j 0.0697528-0.0462217j 0.0510332-0.0742572j 
0.00491987+0.129045j 0.244305+0.0275248j 0.0885832+0.0359468j 0.138309+0.0285989j 0.0381041+0.0230653j 0.0362221+0.00684487j -0.028746-0.164824j -0.16117+0.0077838j -0.189824-0.0473636j -0.17541-0.071014j 0.0292204-0.0418682j -0.0953589-0.147976j 0.0289939+0.0968914j 0.0172845-0.0835947j -0.0145532+0.0555257j 0.110892-0.018088j -0.0186784-0.0187861j -0.0539744-0.00175758j 0.0424559+0.00702869j 0.030684-0.065308j -0.0334851+0.0342183j 0.00158915-0.0602533j -0.042631+0.00222025j 0.0118202+0.0414325j -0.00765451-0.0121899j 0.0619823-0.0041628j -0.0173524+0.00852023j -0.0396379-0.0144763j 0.0408677-0.0240803j 0.0233493-0.00732864j 0.00583978+0.0186757j 0.0605567+0.00679921j -0.0529635+0.0152185j 0.0810996-0.0232345j 0.0159734-0.0366635j 0.0257683-0.0222107j 0.00860172+0.0157479j -0.0200175+0.0112746j -0.0772413+0.00229328j 0.025834-0.00559223j -0.0288005+0.00114741j 0.0705038+0.0358521j -0.0398034-0.020222j -0.0177287+0.00513781j -0.0622789+0.0244776j 0.000808801-0.000761144j -0.0171055-0.00962298j 0.0817294+0.0475897j 0.0711205-0.0142613j 0.0274755+0.000140056j -0.0205386-0.033595j 0.0194003+0.0314238j -0.0386991-0.0791969j 0.104159+0.020902j -0.0241427-0.040077j -0.0883732+0.0968072j 
-0.160241+0.022816j 0.0779984+0.0560311j -0.00603258+0.0772467j 0.0117464-0.117919j -0.0890083-0.106846j -0.0682695-0.12973j 0.218081+0.0753045j 0.0749319-0.018687j 0.129432+0.0441148j -0.0888889-0.0123593j -0.0731416-0.0925984j 0.0135644+0.191367j 0.00418948-0.125152j 0.00780106+0.0375879j -0.0428919+0.00521823j -0.0198113+0.0423187j -0.0410763-0.0208804j 0.0248793-0.0158927j 0.00219753+0.0588413j 0.0254598+0.0004447j -0.0361327+0.0331489j 0.0521003+0.00257553j -0.000313211+0.0456513j -0.0535262+0.0107328j -0.0108773-0.0140643j -0.00868393+0.039951j 0.00918822-0.0291643j 0.0287337+0.000562164j 0.0115591+0.0445905j -0.0286624+0.0168884j 0.0163149+0.0400169j -0.00325554+0.0552441j -0.055217-0.0154791j -0.0205971+0.0109805j -0.0207093+0.0139218j -0.000390999-0.0265587j -0.0427248-0.000774321j -0.052214-0.0174415j -0.00329228-0.0473391j 0.0216309+0.0718371j 0.0656373+0.00691499j -0.00195642+0.0321678j 0.038911-0.040304j -0.0169072+0.0444851j 0.0018508-0.00829412j 0.00396745-0.00153438j 0.0580715-0.00379739j 0.0321084+0.0484591j 0.00212265-0.0468767j -0.0059418-0.0232344j 0.0287146-0.0322775j 0.0855901+0.124897j -0.051562-0.105236j 0.0336098-0.0267994j -0.0442271+0.0750469j 0.00377637-0.00350187j 
-0.0718408+0.0423334j -0.0021975+0.0509361j 0.196929-0.181939j 0.239581+0.096604j -0.0339697+0.156506j 0.234452+0.0996617j 0.0551712-0.107678j -0.201928-0.0945861j -0.0397288-0.137998j -0.0306018-0.137954j -0.0212169+0.0542377j 0.0425303-0.152956j -0.0932404-0.0575711j 0.0137222+0.0623902j 0.0438906-0.0561184j 0.000712557+0.0754146j 0.109201+0.135142j -0.0731018-0.0532466j -0.014561-0.0890998j 0.0480248-0.0782616j 0.0419162-0.0275972j 0.00954506-0.0396103j 0.0422964+0.0117398j -0.0378051-0.0206271j -0.0401486+0.00589157j -0.052521+0.0172581j 0.0163668-0.0196242j -0.0112899+0.0129914j 0.0897394+0.0782972j -0.0210096+0.0219515j 0.0256103+0.000309631j 0.00651311+0.0343952j -0.0250915-0.0177188j -0.0227223-0.0245436j 0.028509-0.0386999j -0.00631074-0.009644j -0.0477056+0.0144802j -0.00878613-0.0233886j -0.0555129-0.0121705j 0.0506766+0.0331304j -0.0110533+0.0177072j -0.000638406-0.00412315j -0.022874+0.000813479j 0.0628087+0.0366294j -0.00986814+0.0245128j 0.0469672-0.0224231j -0.0731787-0.00698701j 0.0682546+0.0552485j -0.068265-0.0334304j 0.0859203-0.0283244j 0.0804938+0.0711396j 0.0985923+0.0777914j -0.0491759-0.00154259j 0.0644939-0.0575825j -0.00322082-0.0573643j -0.0315483-0.0273422j 
-0.0909565-0.112429j -0.112079+0.0258052j -0.122161-0.0287137j -0.0361852+0.146542j 0.406021+0.204826j -0.0742309+0.221133j -0.0555199-0.220535j 0.162611-0.0519322j 0.152643+0.193997j 0.0490856-0.0757118j 0.0563573-0.0593362j 0.0155673+0.063829j 0.0253178-0.0812334j -0.00512361+0.0109654j -0.0212271+0.0447605j 0.00242068+0.00149797j -0.0175255+0.023828j 0.04275-0.021043j -0.0298178-0.0252998j -0.0284738-0.0253359j -0.0124913-0.0147443j 0.0357423+0.0314j 0.0330792+0.000430776j 0.0478921+0.0120336j 0.0584036-0.0124333j -0.0162617-0.011091j 0.0258094-0.0264528j -0.0457801+0.019092j -0.0867157+0.0489989j -0.0193134+0.0294861j 0.00563519-0.00350606j -0.0197838+0.0087096j 0.0128438+0.0239916j -0.0011829+0.0258069j -0.00586682+0.0570011j -0.00903875-0.0067723j -0.00737499-0.0363905j 0.0267955+0.0240053j 0.0914559-0.0237131j -0.0710188+0.0332914j 0.0549614-0.00605229j -0.00265517+0.00469915j 0.032844-0.0187967j -0.0685324+0.0431034j -0.00354652-0.010857j -0.0756462+0.000271539j 0.0797569-0.0193389j -0.0751024-0.0547052j 0.0542318-0.00995875j -0.0919469-0.0306228j -0.0787716-0.0564994j -0.0446168+0.000591248j 0.0464453+0.02763j -0.0694156+0.00631115j 0.0413174+0.0553546j 0.0399635-0.134559j 
-0.0802395+0.051979j 0.180418+0.11011j 0.136211-0.259141j 0.165782+0.0389545j -0.252669+0.231784j -0.184482+0.0345185j 0.156654+0.0533294j 0.149946+0.354963j -0.0930208+0.0748811j -0.0294236-0.0587087j 0.040234+0.0282121j -0.0275272-0.0154197j -0.0255798+0.0588654j 0.0320174-0.00664743j 0.0518429+0.0163053j 0.0584681-0.000799706j 0.105655-0.0802152j -0.0890912+0.0462466j -0.0456523-0.0176003j 0.00515108-0.0424872j 0.00200008+0.0131807j -0.00473715-0.0567387j -0.0238482+0.0176207j -0.00262513-0.0390462j -0.0207782-0.0369513j 0.00143046+0.035048j -0.0172649-0.0108739j 0.0159131+0.0515986j 0.0804616-0.0264202j 0.0318953+0.000851967j -0.0135036+0.0050331j 0.0493549-0.01405j 0.0151323+0.00565882j 0.0344876-0.0163106j 0.0309634-0.0171121j -0.0333191+0.00363305j -0.0279529+0.0275342j 0.0273959-0.0280806j -0.0659797-0.0202552j 0.0288335+0.0548997j -0.0545249-0.0126647j 0.00935784-0.0324417j -0.0545628-0.0124744j 0.0294519+0.00744834j -0.0200223-0.00674606j 0.0792084+0.0436194j -0.0618439+0.00986137j 0.00224385+0.00659827j 0.0161324-0.0617443j 0.0777336+0.0408308j 0.0115931-0.0198919j -0.0061522-0.0121092j -0.047901-0.00766974j 0.0767095-0.0525139j -0.0688715+0.126587j -0.0213969+0.0665927j 
0.00420091+0.0710293j -0.256514+0.180356j -0.263892-0.345958j -0.318211+0.114592j 0.0567751-0.212306j -0.0576695+0.0636126j 0.0695157+0.00757956j -0.0538479+0.00803605j 0.100316-0.0136183j 0.0175323-0.0453007j -0.00554615+0.000470164j -0.0313744-0.0709187j 0.0121338-0.000194111j 0.0177344-0.00719957j -0.0117761+0.00600643j -0.00278741+0.0112249j 0.0217856-0.00321871j 0.0224467-0.0178939j 0.00861763+0.0502106j 0.0277383+0.0284676j 0.000320082-0.0197883j 0.0436413-0.0228937j 0.00135406-0.0558752j 0.00843564-0.0208206j 0.0215983-0.0209954j 0.0193204+0.0276178j -0.0118632-0.00745005j 0.025563-0.0101102j -0.0389431+0.05603j 0.0111194+0.00520048j 0.00657955+0.0249104j -0.0159521+0.0136331j 0.024283-0.00238826j -0.074538+0.0242964j 0.0180459-0.00685952j -0.0116163+0.0164837j 0.0289708+0.0291887j -0.036303-0.00784412j 0.0525985-0.0191278j -0.0470464+0.0127771j 0.018248+0.00498833j 0.0093264-0.00910082j 0.0491745-0.024704j 0.00164877+0.0327932j 0.0993865+0.0174398j -0.0222541-0.0147442j 0.0494133-0.000905832j -0.0477948+0.0299419j 0.0581896-0.0282994j -0.062887-0.028419j 0.0444342+0.033277j -0.0821531+0.00226684j 0.0401408+0.0311275j 0.056299+0.0268036j -0.0554715-0.107041j 0.0388343+0.0111689j 
0.223617-0.184842j -0.0211513+0.0722779j -0.254615+0.131775j 0.18473+0.39525j -0.0844057-0.037212j 0.126867-0.0933462j 0.079542-0.0345845j 0.0294591+0.0772935j -0.0041368+0.0223628j 0.027933-0.000368971j -0.0771878-0.0483542j 0.0116356-0.0131616j 0.0155028+0.0182928j -0.00221622+0.033588j -0.0125637+0.0153914j 0.018147+0.0228013j 0.0198172+0.0270421j -0.0121879-0.0132835j -0.0304956-0.0181136j -0.015171+0.0402825j 0.0258466+0.0115068j 0.0118879+0.0289368j 0.0340383+0.0106303j 0.0091389-0.0138833j 0.00855913+0.0110352j -0.0327829+0.030647j 0.018545-0.00534763j 0.0154545+0.0276628j -0.0542606-0.0177934j -0.0141152+0.00242804j -0.03148+0.0226833j 0.00126117-0.00375842j -0.0152149+0.0267475j -0.0277864-0.0417508j -0.0182164+0.0181044j -0.0301137-0.0217597j -0.0294072+0.0156147j -0.00487337-0.0200575j -0.000831847+0.019811j -0.0190222-0.00934464j -0.0166057+0.00507009j 0.0194429-0.0148327j 0.0175525+0.00778872j -0.053009+0.00175362j -0.0196486+0.0476324j 0.0518561+0.0257796j -0.00258042+0.0305939j 0.0134877-0.026676j 0.0467376+0.0188646j 0.0810236+0.00277241j -0.0155637+0.0258985j 0.000162641-0.0446821j -0.107007-0.0178848j -0.00103632+0.026066j 0.0375207+0.0125688j 0.0897031+0.104363j 
