0.00708592-0.0250947j 0.0065764+0.0472556j -0.0536098-0.00449621j 0.0125305+0.00639879j 0.00384627+0.0115689j 0.0124868-0.0170479j -0.00965216-0.0410551j 0.0184373-0.0214392j 0.0445299+0.0132181j -0.0244981+0.0508755j 0.00563538+0.0101252j 0.00163504-0.0100621j 0.0154599-0.0188521j 0.00122642-0.00142581j -0.0332426-0.0118967j -0.000964871+0.0277619j -0.0264321+0.010934j -0.0313216+0.0135014j 0.0264426+0.00131469j -0.0293342+0.0351771j -0.0555863-0.000555194j 0.0345763-0.0105371j 0.0193348-0.000763496j 0.0251465-0.0067592j 0.00335915+0.0146576j 0.0385275-0.0274205j 0.0303187+0.0169798j 0.0111313+0.00974544j 0.0658385-0.0253658j 0.0232005-0.0124035j 0.00690328-0.0104421j -0.0101755-0.044863j -0.0359701-0.026646j -0.00101395-0.0437584j 0.0182587+0.0072786j -0.0205304-0.00536639j 0.0194475+0.0053124j -0.008036-0.036999j 0.0211289+0.027082j -0.00752191-0.0193141j 0.016549+0.0246048j -0.00906796-0.00251111j 0.027764+0.0192386j -0.0201543+0.0022606j -0.00134955-0.0358422j -0.0149436-0.0156772j 0.0104739+0.0175989j -0.00527821-0.0161716j -0.0176134-0.0393639j -0.000285162-0.0249004j 0.0126697-0.0424067j -0.00905625+0.0150301j 0.0139417-0.0107538j -0.0220945+0.0776665j 0.00415903+0.0303838j 0.02922+0.0130017j 0.0244072-0.0100752j 0.0337136-0.0087023j 0.00455338+0.0207555j 0.0119663+0.0144682j -0.00207837-0.0134963j 0.00527512-0.00199703j 0.00512898-0.00442243j 0.00408241+0.0076879j 0.0021848-0.0014446j 0.00386711-0.00418843j 0.00424507-0.0080849j 0.00516263+0.00560423j -0.00130449+0.00128741j 
0.0277298+0.0223543j -0.00554199-0.0095172j 0.0202175-0.00655755j -0.00151649-0.0157118j -0.0488553+0.0787615j 0.0598164+0.0135902j -0.0137858-0.0607726j 0.0831707-0.0709789j -0.0448075+0.00818841j 0.0251215-0.0361135j 0.0357441-0.0225698j 0.064548-0.000920415j 0.0599158+0.0361235j 0.0232949-0.00995337j -0.087888-0.118918j -0.0957168-0.0485788j -0.119664-0.00912362j -0.0632858-0.000187227j -0.115125-0.0933297j -0.0261164-0.13543j 0.0331147-0.0601138j -0.0126791-0.0180995j -0.00606157+0.021179j -0.0124488+0.036566j 0.0069639+0.105285j -0.0829266-0.0347498j 0.0552042+0.0695025j 0.158862+0.0288588j -0.0746275-0.0746183j 0.189584+0.0611086j 0.00827373+0.0937005j 0.0270869+0.0342958j -0.0163856-0.0256086j 0.124103+0.045627j -0.0537322+0.0477423j 0.043425-0.0810024j 0.038192-0.0520844j -0.0206153+0.0810609j 0.0276455+0.0203163j 0.00242666-0.000213515j 0.0219891+0.09903j -0.0583717-0.0335052j 0.0724003-0.0357429j -0.0642984+0.0262239j 0.0539998-0.0366178j 0.00834556+0.0721187j -0.0201024-0.0783896j 0.00936818+0.0526693j 0.0215501-0.0748262j -0.0149533+0.065742j -0.0265839+0.102049j -0.0731032-0.00185843j -0.0687109+0.104126j -0.0637076-0.0271256j -0.00738269-0.00654872j 0.0605645+0.122064j -0.0127354-0.0227903j -0.0365659-0.00662038j -0.0214413+0.0171138j 0.00188062-0.0465185j -0.0122302-0.0281784j 0.0166705+0.00838766j -0.00385399-0.00907587j -0.0119126-0.0137859j 0.000653893+0.0109109j -0.0127536-0.0354488j 0.0233911+0.021927j -0.00410855-0.00139904j -0.00406742-0.00625454j 
0.0204879-0.00184799j 0.0125487-0.0710409j 0.0294849+0.0290869j 0.0480502-0.0037662j 0.0048225+0.0275964j -0.0119823-0.0512437j 0.0453245-0.0118749j 0.00361382-0.0395714j 0.0202471+0.0458551j -0.0176589-0.0441577j -0.0164071-0.0143832j -0.0520559+0.176362j -0.0233587+0.0696746j -0.111171+0.0195348j 0.0248059-0.0145129j -0.0415739-0.0530574j -0.0284999-0.0631292j 0.0336776-0.0776449j -0.0104593+0.0105276j 0.087621-0.0491531j 0.0940428-0.0374285j -0.047385+0.0656808j 0.0365407+0.0207117j 0.0179815+0.0240638j -0.00281312+0.013812j -0.0940472+0.0469687j -0.0532345+0.029403j -0.0689446+0.00227844j -0.0216182+0.0561893j 0.00681497+0.0356081j 0.0630377-0.0609307j 0.0107837+0.0338593j 0.0749068-0.0685952j -0.0162486+0.0390369j 0.0247003+0.0441722j -0.0286316-0.0939926j 0.00484769+0.0581341j -0.0579279-0.0372038j 0.0318806+0.0732253j 0.0252612+0.0482455j -0.0429448+0.0406071j 0.0466154-0.0169165j -0.00525739+0.00183653j 0.0307674-0.00189439j -0.0909483-0.0365888j 0.00169161-0.0111184j 0.00778525+0.0018861j 0.00528647-0.0123739j -0.00189393-0.0508398j -0.0237087-0.00571065j -0.0653838-0.031588j 0.0172919-0.0553006j -0.0153314+0.0706309j 0.095544+0.00035952j 0.00310755+0.0196047j -0.0427684+0.0295789j -0.0180318+0.00763334j -0.0135941+0.0695617j -0.0158985+0.0202191j 0.00768587-0.0157192j -0.0518424+0.0457818j 0.0200583-0.011125j -0.0245052+0.00699407j -0.0267181+0.0174953j 0.00601993+0.00552772j -0.0261901+0.017148j 0.0287702-0.0242688j 0.0111503+0.000906953j 0.00587653-0.00309424j 
-0.0080045+0.00374625j -0.011987+0.0477859j 0.0875943-0.0130646j 0.0154759-0.0568644j 0.0883833-0.000133624j 0.0319465+0.0201092j -0.0416568-0.0493058j -0.0368942-0.0313098j 0.0340599-0.0169875j -0.0424478+0.0189886j 0.0216756+0.0279119j -0.0500315-0.0880508j -0.0513834-0.0346222j 0.0623521-0.0230391j 0.00489642-0.000772785j 0.130059-0.0220857j 0.121055+0.0415058j 0.144325+0.00460143j -0.0516783+0.0415401j 0.042778-0.064679j 0.000649462+0.0272632j -0.0161113+0.0876055j -0.00362005+0.0588571j -0.00978567+0.0774549j -0.0340124-0.0163037j -0.00111497+0.0489751j -0.0332247+0.0594887j 0.0140188-0.0504414j -0.0333379+0.0207062j -0.00648951+0.0369664j 0.0377913+0.0224772j 0.0207736-0.0611368j 0.0339386+0.00443115j 0.0341427-0.0353934j 0.0247516-0.0304384j 0.0662924+0.0554553j 0.035169-0.00209365j -0.0219257-0.0419777j 0.0604229-0.0423122j 0.0142659-0.0137809j 0.0359004-0.0650343j -0.0193888+0.0587914j -0.00456479-0.0219529j 0.0236507+0.00431479j -0.029529-0.0267834j -0.0436948+0.000169273j 0.0287129+0.0224318j -0.023971-0.00975101j -0.0873088+0.0323447j -0.0173456+0.00355496j -0.0535506-0.0195565j 0.0356913+0.0344081j 0.0208155-0.0532356j 0.135391-0.0161909j 0.0420313-0.042437j 0.0168809-0.0350354j -0.114734-0.0210612j -0.018691-0.0338452j 0.00525258-0.0319997j -0.0318094+0.00833295j 0.0183417-0.0480534j 0.00803778-0.0187381j 0.0232283-0.0275497j -0.000709854-0.0106253j -0.00663063+0.00968838j 0.0175318-0.0308785j -0.00499019+0.0342827j -0.0152374-0.000699009j -0.00933249+0.000535957j 
-0.0946964-0.0521829j -0.128894-0.0814972j 0.0361654-0.0110814j 0.0231299-0.000720814j 0.0216993+0.0817169j 0.0206926+0.0375902j 0.0190549-0.0174385j -0.0321721-0.0492449j 0.0129311-0.0075365j 0.0807293+0.0211124j 0.037206-0.00557733j 0.1853+0.132483j -0.0116876-0.0203646j 0.105734-0.0302709j 0.0767062+0.0259723j 0.0974569+0.0557757j 0.107572+0.0650241j 0.0448396-0.00637932j 0.050743+0.0930483j 0.0199621+0.0966655j -0.0701532-0.0501492j 0.0134185-0.0816109j -0.0276958+0.00821651j 0.00460675-0.00899085j -0.0292644+0.0128325j 0.128908+0.0875668j 0.0187059-0.0438336j 0.0262367-0.0224375j -0.0144693+0.00579739j 0.00500727-0.0240287j -0.0575126-0.0166582j 0.0389723+0.0428411j -0.0617892-0.111018j 0.0168535-0.0321163j 0.0157059-0.0124132j -0.0376833+0.0349828j 0.0565939+0.0675369j 0.0492242-0.0207268j 0.00914034+0.0212364j 0.0404225-0.00956254j -0.0746151-0.00664713j 0.0350851+0.0129463j -0.0260752+0.000926595j 0.0270384+0.0308948j 0.0289941+0.000609675j -0.0393477-0.0140279j 0.0869946+0.04818j -0.0733899-0.0348421j 0.0377241+0.0184118j 0.00380272-0.0247031j 0.035664-0.0414689j -0.0596541+0.00340465j 0.0646524-0.0130865j -0.081226+0.0930953j -0.0299078+0.0303839j -0.0737828-0.0392254j 0.0123528-0.11504j 0.131235+0.0112858j -0.0495333-0.0679156j -0.0176235-0.00672536j -0.00137215-0.0816172j -0.00805399+0.0235443j 0.00232966-0.045619j -0.0137603-0.00322015j 0.00308132+0.0150413j -0.0179929-0.10066j 0.0509309+0.055899j 0.00285048-0.0151448j -0.0251438-0.00395641j 
-0.0222298-0.0147112j 0.0157295+0.067404j -0.162671-0.126329j -0.0543004-0.0811206j -0.000447878-0.0530787j -0.0619409-0.0046678j 0.0649363+0.00665467j 0.025581+0.0459162j -0.0347404-0.0621184j -0.0116902+0.0255611j -0.0598465+0.0191304j 0.197703+0.0567151j 0.0663439+0.0594458j -0.0823619-0.171918j 0.0891734-0.0149943j -0.124835-0.131364j 0.0174937-0.00870783j -0.0731396-0.0638049j -0.0511037+0.026743j 0.0360487+0.00174582j 0.0426273+0.0353929j -0.0520248-0.0547177j 0.0315474+0.0668476j 0.0184002+0.0205071j 0.0930313+0.0682129j 0.0210024-0.0384631j -0.0264657-0.00514947j -0.0235613-0.0855928j 0.0767613-0.0242128j -0.0130357+0.0392326j 0.047739+0.0433304j -0.00751835+0.0354314j -0.0398272+0.00257106j -0.0369868+0.00202848j -0.0231606-0.0416595j -0.0853547+0.0816047j -0.0182232-0.082221j 0.0203978-0.0173232j -0.0303419-0.0803856j 0.0174087-0.0105155j -0.00415617-0.0750508j 0.0182396+0.0676377j -0.0757962-0.107031j 0.0568498+0.0483025j -0.013975-0.0277996j 0.013681+0.0375645j -0.0118438-0.055117j 0.00489906+0.0541605j 0.0201722+0.0757624j 0.0174307+0.0143113j 0.0328643-0.000816641j 0.0284133+0.0869634j 0.0398466-0.0539194j 0.0165867+0.0200576j -0.00453068-0.0402501j -0.0308878-0.0759657j 0.039756-0.0301993j 0.0442346-0.0948922j 0.0173139-0.0191604j 0.00916253-0.0199212j -0.0378918-0.0689215j 0.00557982+0.0152754j -0.0223596-0.0618644j -0.00057911-0.0170948j 0.0016914+0.0135562j -0.0495286-0.0642312j 0.0412018+0.0665645j 0.01793-0.00791608j -0.0234669+0.000406248j 
0.00444273+0.00450882j 0.0175734+0.0598895j -0.0414684-0.0455036j -0.00474955-0.0306286j 0.0144589-0.00477368j -0.0121417-0.00259648j 0.0103196-0.0113839j -0.000703634+0.00524923j -0.0104101-0.031693j -0.011279-0.0484494j 0.000785311-0.0366413j 0.0615235-0.0750909j 0.0202031-0.025861j 0.0105237+0.0304611j 0.0171117+0.0284909j -0.0291393+0.00639392j -0.00427393+0.00588657j -0.0697773-0.0982624j -0.00584387+0.0203835j 0.0149991+0.017954j -0.0340636-0.000486805j -0.0123772+0.0140501j -0.0264461-0.0373465j 0.00350537+0.00510084j 0.0298283+0.0133374j 0.0600044+0.0523747j -0.0173914-0.00152209j -0.0233881+0.0610708j 0.0895331+0.0900273j -0.0180516-0.0656492j 0.0165016-0.0496414j 0.112153-0.0937147j 0.119752-0.0418305j 0.0854737-0.0814457j -0.00467924-0.0440309j 0.0101841+0.122037j 0.0618314-0.00275787j 0.00748799-0.0174857j 0.026066+0.00105252j 0.00298599-7.28702e-05j 0.0352289-0.00396019j -0.0287267+0.00838898j 0.0193926-0.0227909j 0.0120575+0.0232571j 0.0380442+0.00315683j -0.022363+0.0116634j 0.0408064-0.038924j -0.0399157+0.0341311j -0.0225831-0.0291084j -0.016566+0.0112908j -0.0212202-0.0339037j -0.0127929+0.0127332j 0.0102174-0.026511j 0.0652069+0.0113452j 0.0501455-0.0207628j 0.0104877+0.0389909j -0.0100186-0.2135j 0.0655766-0.143421j -0.0866996-0.0758228j -0.0156278-0.0391565j -0.0480786-0.107839j 0.0102339+0.0152745j -0.040453-0.0576993j 0.023587-0.0172846j -0.0122722+0.00875462j -0.0531543-0.107884j 0.072431+0.0289929j -0.0174292-0.0596014j 0.00252927-0.0330912j 
0.00997114+0.00722308j 0.00510322-0.0104684j 0.0390146+0.0614377j 0.000682606-0.00547557j -0.0286164+0.00918312j -0.00306134+0.0358821j -0.0216398-0.0230356j 0.0371479+0.00265398j -0.0051742+0.00665259j -0.0428383-0.053406j -0.0445327+0.0413562j -0.0198104+0.0445096j -0.0302679+0.021573j 0.052543+0.0461471j 0.0492266+0.00901902j 0.0214598-0.01687j -0.030016+0.0278353j -0.0368628-0.0114784j 0.0387293+0.00635426j 0.0269286+0.0143777j -0.00506464+0.0739243j 0.0536532+0.0281597j -0.0354246-0.0255201j 0.0123346+0.0174095j -0.0496454-0.0310093j 0.0517012-0.0411678j -0.00949323+0.0115259j 0.0292229-0.0134715j 0.0951432-0.109711j -0.0123729-0.00677698j -0.0576127-0.0768295j -0.026602+0.0114001j 0.0189251+0.0131973j -0.0110845+0.0138161j -0.0397207+0.0318924j -0.0308655+0.00607332j -0.00138087+0.0233853j -0.0355135-0.0177741j 0.0414013+0.000872883j 0.0225837+0.0680336j -0.0232406-0.0679541j 0.0019219+0.027095j 0.0982157-0.072117j -0.0765495+0.0576475j -0.0183158+0.00494448j -5.76604e-06+0.00794329j -0.00145706-0.0158523j 0.00225695+0.00596379j -0.0167064+0.0401213j -0.0176761-1.25902e-05j -0.0432813-0.0603922j -0.103031-0.0553233j -0.0258356+0.0153138j -0.0988588-0.0213048j -0.00607305-0.0156477j 0.0797635-0.0869311j 0.060925-0.116255j 0.0102135-0.0377378j -0.00214283-0.0537134j 0.0248649-0.0608145j -0.0548176-0.0499896j -0.00162504+0.00779964j -0.0433197-0.0441339j -0.00099268-0.0145053j 0.00116962+0.0304934j -0.0185005+0.0102324j 0.0313566+0.0391087j -0.015821+0.0011858j 0.0016105+0.00806562j 
-0.011547+0.00257322j -0.0258526-0.0261135j -0.0420836+0.0308345j 0.013257+0.0293244j 0.00346926+0.100439j -0.0211316+0.0281447j 0.0116687+0.0172826j 0.00848609-0.0821349j 0.00527128+0.0152486j 0.0428826-0.0300293j -0.0208025+0.00287072j 0.0308786+0.00255749j 0.0601528-0.0114432j -0.0591679-0.0177121j -0.0746317+0.058895j -0.0121888+0.0407904j -0.0292774+0.000711952j -0.035748+0.0600091j -0.0147885+0.00749534j -0.103048+0.0313272j -0.117079+0.0328674j 0.0316002-0.0383138j 0.0695931-0.0101709j 0.0491811-0.0530691j 0.0993465-0.0387385j 0.0185062+0.00293004j 0.0156598-0.0214574j -0.0344685-0.0226543j 0.124464+0.0616642j 0.021572+0.0376532j 0.0494031-0.0115676j 0.00201592-0.000474221j -0.113743-0.00736324j -0.0228653+0.029357j 0.0197536+0.00735351j 0.0076913-0.00125787j 0.00382372+0.0136295j 0.0306438-0.0223412j -0.052393+0.0888651j -0.0249965-0.0132897j 0.0356185+0.00988446j -0.0383828+0.0795774j -0.0311869+0.0246287j 0.0171159-0.00244496j 0.0357388-0.277038j -0.0119343-0.0833296j -0.00873788+0.0868931j 0.00383207-0.0339565j -0.0354473-0.220236j 0.0148937-0.00617824j 0.0444975-0.0251771j 0.075302+0.0900279j 0.0223816+0.0325661j 0.0402104+0.0931916j -0.0184457-0.0235157j 0.0367735+0.0350276j -0.0244031-0.0203231j 0.00283669-0.00467926j 0.000604068+0.00912508j 0.00233313+0.0031335j 0.00701342-0.00666191j -0.00672805-0.0300322j -0.0138988-0.00176904j -0.01058+0.00858774j -0.00777229+0.00929102j -0.000584619+0.000288509j -0.00240841-0.000697059j -0.000177435+0.000832035j 0.000464749+0.000315216j 
0.00690872+0.00327499j 0.0322874+0.0563864j -0.0357127-0.0569692j -0.0532837-0.0205526j 0.0280601+0.0287155j 0.0183302+0.0339474j -0.0243128-0.00365072j -0.0112246-0.0456256j -0.0105762-0.00750706j -0.0249903-0.0087325j -0.0243516-0.000376661j 0.0134897-0.0648369j -0.0166349+0.022098j -0.00768819+0.0342827j 0.00191067-0.111645j -0.0557048-0.0236607j 0.0733499+0.0348041j 0.0340278-0.0414679j -0.00576065-0.00590129j 0.0143087+0.00278404j 0.0889818+0.0270248j 0.021648+0.0139647j 0.0351497-0.0200646j 0.0501183+0.0185286j -0.0235992+0.0160686j 0.0254316-0.0121964j 0.00617128+0.00857732j -0.031625+0.00510938j -0.0611817-0.0881654j 0.0113028-0.00842032j 0.0525063-0.00794906j -0.0228395+0.0238373j 0.0445266+0.0424268j -0.0064372+0.0557684j 0.00159876-0.0112911j -0.0783737+0.0315505j 0.00667622+0.0848664j -0.0535359-0.115024j 0.0538706+0.0593894j 0.0292443-0.0246643j 0.0190619+0.120562j -0.0266405-0.115722j 0.0622343+0.0652595j -0.0465922-0.00327122j -0.0342572+0.0398423j -0.00606498+0.00635086j 0.0157994-0.0255979j -0.0205345+0.00662716j 0.0229689-0.0149986j -0.0339076-0.058289j -0.0424677-0.172979j -0.0861764-0.0141736j 0.0262193-0.090669j -0.0208528+0.23358j 0.0291527+0.147111j -0.0108837+0.00702457j 0.118495-0.0792627j 0.0708937-0.0801557j 0.0764249+0.016852j 0.0315012+0.0192312j 0.0786422-0.00149243j -0.0278871-0.00533087j 0.0860646-0.0173974j -0.0204673+0.014832j 0.000643183+0.0125673j 0.0676693-0.0459161j -0.0723888-0.022537j 0.000921182-0.0113526j 0.0150892-0.00710082j 
0.0299404+0.024893j 0.0289174+0.0361889j -0.0188278+0.067163j -0.0121222+0.0516694j 0.0285335-0.0145026j 0.0128071+0.00539462j -0.0188569-0.00132759j -0.011095+0.0473102j -0.00479607+0.0160289j -0.00120181-0.0504563j 0.0234508+0.0114003j -0.0787926-0.115183j -0.00452349+0.00167369j 0.0429411-0.0762037j -0.0785053-0.0617591j 0.0270638-0.0243408j -0.0517953+0.00191078j -0.00646695+0.0292189j 0.0228068-0.0358735j -0.014275-0.0293596j -0.0350687+0.00699611j 0.0425215-0.0139854j -0.00660668+0.0298718j 0.000705736+0.00428403j -0.0468936+0.0416644j 0.00881738-0.0492346j 0.00956531-0.00566148j 0.0445077-0.0239651j -0.0191043-0.032184j 0.00777764-0.00201548j -0.00344848+0.0945012j -0.00502612-0.00261931j 0.0443595+0.0752774j 0.00247303-0.0105016j 0.0594619+0.103947j -0.0440705+0.0162336j 0.0288067+0.0503075j -0.0257148+0.0380804j 0.0363647+0.00781238j 0.0207819+0.0594339j -0.000684506+0.0225737j -0.00854492-0.0318916j 0.039376-0.101833j -0.0301169+0.0881856j -0.0199981+0.0246433j 0.00160019-0.00802013j -0.00318507+0.0109064j -0.000160996-0.025809j 0.00801159+0.020189j -0.0234923-0.000420913j -0.0511188-0.0110337j -0.0447677-0.026286j -0.000326905+0.0687517j 0.0148048+0.0617688j 0.0293159+0.0298337j -0.00698655-0.0597648j 0.0506993-0.175168j 0.0571858+0.0245543j -0.0298514-0.0368903j 0.0250945-0.0795314j -0.126353+0.0103262j 0.015395-0.0162969j -0.0793223+0.0557056j -0.0131096-0.0171481j 0.00772876+0.0135651j -0.134848-0.0132378j 0.125182+0.0188388j 0.0328435-0.0549256j -0.0536029-0.0210641j 
-0.0428254-0.0458827j -0.026242-0.0455754j -0.0928745-0.132857j -0.0290159-0.0168399j 0.0368101+0.012477j -0.00723813-0.0110938j 0.0195235+0.0327498j -0.0752969-0.0372989j -0.00336501-0.0239536j 0.0456896+0.0528774j -0.0342126-0.109691j 0.104922+0.0983844j 0.0337352+0.0531257j 0.0584458-0.00905928j 0.0103737-0.0365558j -0.0297507-0.036047j -0.0126642-0.0288888j -0.0944316-0.096872j -0.012556-0.027468j 0.0217837+0.00608908j -0.0397247-0.100961j 0.023784-0.0215908j -0.0312572-0.00355432j 0.016789+0.0030837j 0.0199433+0.0955683j 0.0409783+0.0197456j -0.00293615-0.00803251j 0.0534148+0.0260852j 0.0190648+0.0495604j -0.0313602-0.0751474j -0.0516769+0.0251472j 0.0123322-0.0135181j -0.0322685-0.0511368j 0.0033632-0.0503354j -0.0667688-0.00683512j -0.0380808-0.173917j -0.00523221-0.0304919j -0.00562651+0.0634441j 0.0396121+0.00950314j 0.0275248-0.0133224j 0.0069564+0.130111j -0.0131736-0.107457j 0.0688837+0.0694089j -0.0526039-0.0644989j -0.00740846+0.0256402j 0.00133756+0.0105913j -0.0119617-0.0422749j 0.00631685+0.0120523j -0.0237881-0.0571206j -0.00546416+0.00760141j -0.0175588+0.0540682j -0.0705563-0.0627363j 0.0153605+0.0795313j -0.0594561-0.0205441j 0.000281527+0.0702885j 0.0433821+0.119301j 0.0307892+0.158935j 0.0304019+0.0958604j -0.0101102+0.0914419j -0.0207588+0.0301291j -0.0334344-0.000843715j 0.00644478-0.0149918j -0.0165067+0.0343446j -0.00732206+0.0316121j 0.00187446-0.0223196j 0.0157728+0.0333423j -0.00061997-0.0407086j -0.00153617+0.0330395j 0.0184472+0.0212446j 
0.020174+0.0156731j 0.082763+0.103707j -0.0557959-0.0741535j 0.00681493-0.0386832j 0.0407773+0.0456192j -0.0181446+0.000264188j 0.0117816-0.00212293j 0.0115714-0.00269129j -0.00740134-0.00355231j -0.0231157-0.0448879j -0.0412664-0.111187j -0.133719-0.156461j -0.0622908-0.0781465j 0.0106841+0.0430655j -0.00805135+0.00039968j -0.00909924-0.0330986j 0.00344358+0.0758237j -0.0242613+0.0152009j -0.0492301-0.0975403j -0.0125991+0.0176706j -0.0458253+0.108522j 0.00562349+0.0251135j -0.00836798-0.010754j 0.00107999+0.0442879j 0.0211092+0.031702j 0.0413804-0.0152933j -0.00706964+0.0124521j 0.0602644+0.0173767j 0.053224+0.018732j -0.00963553-0.0875146j 0.0658356+0.106614j 0.0123451-0.110487j 0.0712463+0.127659j 0.0168911-0.0660363j -0.0323524+0.0328326j -0.0401814-0.125013j -0.0721331+0.0334669j 0.00565631-0.0515865j -0.0224769+0.0850609j -0.00883413+0.043306j 0.0107206+0.0922504j 0.000340481-0.0871847j -0.00580819+0.0330982j -0.0273143-0.00649474j -0.0434858-0.017201j 0.0418173+0.00113507j -0.0889239-0.022204j 0.0728118-0.00211928j -0.00550416-0.0281278j 0.0166138-0.0307323j 0.0114928-0.0631658j 0.0136039-0.0610493j -0.0139203+0.0371054j -0.038778+0.0700303j -0.0164195+0.0690478j 0.0578589+0.0238j 0.066865+0.0376385j -0.0376421-0.00113861j 0.024858+0.0800828j -0.0124152-0.00325006j -0.0854813+0.0709764j 0.00798933-0.00478127j -0.0379647+0.0192783j 0.00217441+0.0124033j -0.00187114-0.00427369j -0.0459636+0.0227364j 0.0556308-0.0381011j 0.00820757-0.0104209j 0.00656587+0.027651j 
-0.0116877-0.0150256j -0.0166647-0.0445818j 3.84834e-05-0.0253344j -0.0082518-0.0194119j -0.00753291-0.0037306j -0.00176378-0.00292886j 0.00569204+0.0066921j 0.00143824-0.0233953j 0.00252434-0.00316919j -0.00277712+0.0163614j -0.031914-0.0128301j 0.0419309+0.0861356j -0.00386177+0.0409268j -0.000876374+0.068885j 0.0424342+0.0163875j -0.021582+0.0311159j 0.0275423-0.00911428j -0.00537072-0.0148848j -0.0337787-0.00793805j 0.00557588+0.0119008j 0.0126108+0.0102264j 0.00777334+0.0252002j -0.00873237-0.0242659j 0.0111605+0.00861464j 0.0224328+0.0033933j -0.0195641-0.000509524j -0.00869504+0.00819239j -0.0179309+0.0247507j 0.0152374+0.0221075j -0.00641716-0.0731973j -0.0290034-0.0217028j 0.0101838-0.0779942j -0.00365227-0.0105639j 0.00979384-0.0897663j 0.049332+0.0788561j -0.112572-0.0595405j -0.0954926+0.115675j -0.0425194+0.0708084j -0.0720208+0.0546084j -0.0248709+0.0785624j -0.0501019+0.00551429j 0.0576795-0.0274745j -0.121546-0.0233782j 0.0650915+0.0512233j -0.0468257+0.0585121j 0.0280875-0.0482314j -0.0370361+0.084944j 0.0367435-0.0901634j 0.0676655-0.0304128j -0.00246594-0.00149896j -0.0198592+0.0139028j 0.0950957-0.0968999j -0.0239527+0.130605j 0.0940841-0.00989279j 0.011604+0.0266799j -0.08515-0.0445764j 0.062402-0.0936869j 0.0229148+0.134371j -0.0808424-0.0351252j 0.0394393-0.0472484j -0.274319-0.00179388j 0.031629-0.00129949j -0.130597+0.00488446j -0.0321822+0.00317753j 0.0215673-0.00224696j -0.197661-0.0253892j 0.130782+0.0624207j 0.0637697-0.0121757j -0.079666-0.0323951j 
