0.0595101-0.101123j 0.122301-0.167472j -0.281181+0.200141j -0.191829+0.116658j -0.204765-0.155611j -0.392415-0.302946j 0.290203-0.0623472j 0.0250439+0.160477j 0.291412-0.131373j 0.548419-0.328782j -0.016539-0.492786j 0.546087-0.00956719j 0.0265569+0.937898j 0.777952+1.71258j 2.26783-0.73419j 0.187404+0.082027j -0.190901-0.148294j -0.437054-0.0874867j -0.272859-0.120675j 0.30366+0.444712j -0.406077-0.620397j -0.115663+0.0572041j 0.521784-0.186497j -0.0292715-0.358477j 0.384964-0.299888j 0.374397-0.522465j -0.0475724+0.312651j 0.00638191+0.400033j 0.220984+0.591954j 0.116303+0.18356j -0.00311126-0.519562j -0.183028-0.143707j 0.596614+0.152909j 0.40884-1.06207j -1.14931-0.94235j -3.06407+1.5795j -1.44543-2.3719j -0.0286929+0.13692j -0.0761047+0.0255901j -0.22734-0.124088j 0.266175-0.0302005j -0.0364215-0.0240921j -0.0057507-0.0373862j -0.244471+0.367716j 0.00526021+0.0276247j 0.182576+0.328455j -0.145214-0.135328j -0.0250323+0.252499j -0.377188+0.329828j -0.143012-0.0245237j 0.0630088+0.495934j -0.462523-0.348447j -0.3434+0.14313j -0.381561+0.191987j -0.469876-0.106366j -0.0296176-0.160323j -0.111565+0.246992j -0.137468+0.288597j -0.698331-0.0135072j 0.491239-0.238402j 0.194307+0.133276j 0.587301-0.659829j 0.231895+0.150385j -0.428218+0.639953j -0.0530876+0.0223234j -0.0123207+0.684973j -0.0313635+0.562529j 0.0191866+0.250698j -0.0233726-0.453136j 0.557906+0.523918j 0.211283+0.227681j -0.188295-0.0572602j -0.755585-0.255503j -0.149702-0.182675j 0.278847+0.289946j 0.692555-0.0724885j -0.00390192+0.451987j 0.13919-0.0495333j -0.739042+0.259449j 0.211167-0.0640788j -0.222268+0.157762j -0.0237905-0.206518j -0.488323+0.314993j 0.314593-0.300039j -0.207669-0.11981j 0.0559734+0.629576j 0.2801-0.88151j -0.448203-0.468751j 1.72853+0.359662j 0.281905+0.589801j -1.23361+1.6121j 1.16947+0.973497j -0.323179-3.49424j -0.0183099-1.15356j -4.11428+0.194679j 
0.182944+0.545132j 0.0950626+0.16472j -0.178844+0.423884j -0.269279+0.363499j -0.05183+0.560342j -0.267306+0.70369j 0.0659083-0.690497j 1.95654-1.10531j -0.391409+0.466701j 0.243506-0.193475j 1.78138+0.906876j 1.33291-0.429003j 0.55593+2.14517j -1.16378+0.0753773j 2.07071+0.836773j -0.316131+0.340315j 0.127272-0.396839j -0.153162+0.0108892j -0.0611883-0.280529j 0.128323-0.207877j 0.0718268+0.0928809j 0.269281-0.131361j -0.437781-0.0327417j -1.20668-0.712556j -0.443298-0.0791282j -0.433516-0.370114j 0.543579+0.0719751j 0.922215+0.31038j -0.939267-1.80193j 0.337763+0.407313j 0.346006-1.16725j -0.235435-0.764332j 0.132516+1.32703j -1.51307-1.42077j -0.376487-0.00133724j 0.583631-1.1526j 0.16843-0.83838j -0.12817-0.0142956j -0.435109+0.0635415j 0.0526413-0.0420046j 0.265172-0.185381j -0.346062-0.18281j -0.101686-0.0735622j -1.18693-0.0671811j 0.155087+0.139733j 0.0837813-0.431588j 0.181162+0.247523j -1.46857-0.548891j 0.10774-0.00430136j 0.525611-0.175175j -0.492587-0.239875j 2.35206+0.745521j 0.850081+0.159461j 1.96831+0.517541j 1.1197+0.180764j 0.205274-0.200595j 0.763945+0.432635j -0.10071-0.0336291j 0.311746-0.100842j -2.49644-0.984135j -0.486239-0.434575j -0.393841-0.377786j -0.16962-0.394743j 2.83748+0.970681j 0.0518546+0.212345j 1.45561+0.19316j 3.00383+0.665916j 0.702681+0.0504617j -2.41084-0.421267j 1.22501+0.25422j 0.678907-0.317548j -0.583462+1.00835j -1.31222-0.461053j -1.44036-0.326422j 1.67943+0.678192j 0.594989+0.476227j 1.30538-0.0225207j 1.07685+0.324049j -0.162536+0.2005j -1.12621-0.329242j -1.74752-0.44532j 2.7693+1.85256j -1.20408+0.0536871j -1.14769-0.402844j 0.471952+0.200847j 0.652269+0.0926334j 0.934524-1.0208j 0.784575+0.355986j 1.66118-0.0144825j 0.581786-0.0165441j 0.127973-0.563914j -0.0387623+0.770025j -0.12968-0.757625j -0.272843-0.594992j -0.00172764+0.183901j 
-0.024673-0.0128983j -0.0526765+0.0466236j -0.04658+0.0588773j -0.327413-0.244014j -0.0364381-0.179007j 0.280526-0.168071j 0.128277+0.276263j 0.193995-0.828916j 1.04788+0.805967j -1.13812-0.561709j -2.05428-0.242954j 0.610545+0.282806j -1.59937+1.36753j -0.67715-1.55893j 0.592866-0.363322j 0.00473303-0.0363214j 0.0624284+0.0440112j -0.0412582-0.0409481j -0.0611644-0.256292j -0.349294+0.132015j 0.470313+0.00596314j 0.148976+0.0242906j -0.572594-0.167908j -0.579711+0.304631j -0.538218+0.365518j -0.840763-0.795904j -0.226441+0.0760696j 0.451325-0.047675j 1.56746+0.506275j 0.615774+0.0305484j 0.434326-1.10758j -0.502421+3.10633j 1.09267+1.822j -0.0585745+0.494796j 0.943605+0.0112501j 0.108504+0.573963j 0.12934-0.13696j -0.162365+0.0062993j -0.0221297-0.0813545j 0.286277+0.0177312j 0.0771244+0.0174422j -0.814926+0.0933013j 0.0265414+0.017274j -3.18009+0.189547j 0.78525+0.140319j -0.977869-0.279489j 1.28461+0.0878593j -4.06988+0.196589j -0.661623-0.132387j 1.2212+0.363187j -0.266889+0.245778j 7.14084-0.453933j 1.90912+0.89559j 6.07961+0.243809j 3.07979+0.0728501j 0.904202-0.359496j 2.0776+0.497301j 0.16699-0.128469j 0.916591+0.103898j -7.01469+0.510626j -0.877807-0.367964j -2.10419-0.190906j 0.232534+0.907169j 7.41104+0.243301j 0.54321+0.0551882j 5.14405+0.948084j 4.89058-0.335143j 1.29905-0.0896556j -3.61875+0.255936j 6.1417+0.699002j 0.428439-0.616213j 0.658074-0.794806j -6.81646-0.760032j 2.2425+0.308135j 4.7949-0.289568j 2.84551+0.518746j 1.59807+0.676478j 0.00144724-0.0713852j -2.90769-0.45311j 2.01856-0.178737j -1.26588-1.10206j 6.10843+0.0306204j -3.30962-0.980363j -0.711266+0.184882j 2.74712-0.0667363j 2.37985+0.523052j 0.797087+1.21767j 1.2154-0.361533j 1.49942-0.590324j 2.56945+0.902506j -1.17812-0.33154j -0.231995-0.459695j -0.432072+0.261638j 0.21468+0.0739602j -0.224162-0.0657594j 
-0.41216+0.164098j -0.315967+0.39067j 1.25925+0.331811j -0.240933+0.595252j -1.37169+0.685537j -0.642118+1.19939j 0.392826+0.253965j 0.725109+1.12781j -0.283614+0.819599j -0.454561+0.687732j -1.7967-0.761532j 1.4519+0.107489j -0.114883+1.35213j 0.114432-0.275765j 0.534793-1.23037j -0.261752-0.242954j 0.538591+0.0236754j 0.418861+0.203992j -0.389802+0.366557j 0.358464-0.374978j 0.0499514+0.448023j 0.257617+0.495249j -1.61108-0.942656j -0.577449-0.880585j -1.16737+0.1689j -2.42887-0.745945j 0.501599-0.25885j 0.302582+1.07151j 2.18416+0.236088j 0.100418+0.222848j -1.19184-1.26739j -2.01046-1.10134j 2.13152-0.883426j -0.0341157+0.868822j -0.602586-1.38392j -0.133502+0.663896j 0.230781-0.831253j -0.383281-0.0397714j -0.245912-0.245622j 0.83381+0.0152582j 0.379503-0.406381j -2.48433+0.518283j -0.258782+0.658981j -9.44893+0.679513j 1.63803-0.0597921j -2.39355-1.37655j 2.82953-0.961186j -11.6831+0.299905j -1.86957+0.486145j 4.23931+1.98783j -0.390491-0.824356j 20.5827-1.34496j 6.08947+3.34895j 17.9805+0.797748j 8.74589-0.193509j 2.63415-0.0246456j 6.14631+2.12264j 0.67103+0.393709j 3.40681+0.31863j -20.3932+1.55867j -2.90287-0.0854547j -5.45323-0.682227j 0.641769+2.73947j 22.1924+1.46369j 0.702256-0.36222j 14.9574+2.77344j 15.3197-2.13375j 4.40413+0.587211j -11.4611+2.7742j 17.6321+2.45562j 3.85422-0.718893j 0.91447-0.724395j -19.0126-3.58402j 0.374153-1.09879j 6.91726-0.41736j 6.81761+1.21613j 5.86266+1.27432j 5.66688+1.83945j -9.41905-0.800739j 10.2814-0.564947j -5.0154-0.49246j 18.5537+1.2321j -7.26311-3.01668j 1.95271-1.28951j 8.1672+1.1403j 6.98436+1.34422j -0.221056+1.17765j 2.14751+0.694431j 4.00602+1.35679j 6.1821+1.00741j -2.17791-0.476899j -1.59701+0.320458j -0.544419-0.0590449j 1.0851-0.0536495j -0.706701+0.0910573j 
-0.461355-0.37984j 0.735308-0.0782478j 0.152868-0.33347j 0.0706807-0.420387j 0.275239+0.182115j 0.117804+1.37059j 0.295199+0.390272j 0.105265+0.101498j -0.310084-0.863667j -1.01779-0.984676j 2.37494-0.164774j 0.636055+2.28307j 0.0332324+0.797632j 0.830677-0.378093j 0.735757+0.16882j 0.0125186-0.477145j -0.514086-0.213766j 0.141197-0.360544j 0.223423-0.302677j -0.417948-0.0364354j 0.188595+0.697346j 0.429917-0.16092j -1.20102+0.0867715j -0.503232-0.19337j -1.28179-1.12583j -1.76791-0.946987j 0.574072-0.0871404j -0.718593+1.0607j 1.24586+0.970168j 0.603863-0.0361095j -2.19325+1.23154j 0.27402+0.782388j 0.536569+1.36892j -0.42082-0.326984j -0.995928-0.836846j 0.148963-0.238697j 0.208471-0.249474j -0.109634+0.043003j -0.387445-0.511057j 0.511944+0.332972j -0.318176+0.376303j -1.19251+0.175991j 0.514228+0.41417j -5.46276+0.314161j 1.31813+0.108165j -1.32053-0.674139j 2.27608+0.125775j -6.6337+0.256174j -0.816837+0.0919681j 2.20965+0.835232j -0.716881-0.397403j 12.0848-0.51296j 2.91132+1.70881j 10.6459+0.0224758j 4.32228-0.19881j 0.961912-0.0296352j 3.06361+1.49919j 1.27632+0.351565j 1.84147+0.276357j -11.6674+0.0915316j -2.03807-0.196715j -3.54833-0.506631j 0.361353+1.90836j 12.6709-0.596399j -0.316942-0.234586j 8.17456+2.43004j 8.7104+0.86856j 3.27632+0.864904j -5.32472+1.03656j 10.0981+0.367602j 3.44704-0.190958j 0.763252+0.516121j -11.6676-2.04641j -0.191152-1.3049j 4.94781-0.140511j 3.24767+0.501145j 3.19795-0.0111831j 2.84155+1.05284j -4.8935+0.0164634j 6.49137+0.539411j -0.61675+1.22893j 10.4896+0.583121j -3.40862-1.01647j 1.79715+0.00692303j 4.94484+1.04178j 3.10347+0.431977j 2.11557+0.227642j 1.25715+0.198694j 3.25093+0.544353j 4.10273+0.327195j -0.715188-0.0509494j -1.57811-0.139376j -0.300226+0.0492614j 0.162961+0.20276j -0.36708+0.00644312j 
-0.140454-0.0281411j -0.666742+0.332451j -0.524409+0.694831j -0.453242-0.969648j -0.416569-0.634627j 0.038828+0.492095j -0.380157+0.19705j 0.728921+0.49091j -1.11885+0.92402j 0.341273+1.55792j -0.345464-1.56702j -0.866006-1.64742j 0.348095-1.9717j 1.82391-0.275498j 0.880257+1.52926j -0.107847-0.0681955j 0.533639+0.205988j -0.547613+0.0980242j 0.174844-0.787345j -1.51533+0.206967j 1.27227+0.263595j 0.528415+0.306315j -2.67584-1.13055j -1.24404-0.501749j -3.60561+0.514796j -1.46149-0.519103j 1.82366+0.333605j 1.11337+0.552425j 1.08982+0.181816j 1.61794+0.865772j -2.85751-0.843531j -0.612743+1.44354j 1.98785+0.13219j -0.52362-0.670234j -0.988933-0.0522475j -0.488097+0.285777j 0.513624+0.129519j -0.742412+0.0348112j 0.0441123-0.2719j 1.18809+0.0370476j 0.462843-0.00876184j -3.38741+0.355011j 0.210937-0.315021j -12.8774+0.777584j 2.8581+0.460876j -3.94675-0.964161j 4.60572+0.0403877j -16.3756+0.712506j -2.50623+0.0523584j 5.13018+1.60686j -0.964589-0.0905956j 28.5467-1.83376j 8.09752+3.34447j 24.4315+0.8563j 11.6972+0.275259j 3.78153-0.205909j 8.65143+1.69395j 1.20782+0.0598094j 5.83592-1.07045j -28.2667+1.01102j -4.30976+0.123156j -5.96105-1.70957j 1.07985+2.7359j 30.1006-0.0768612j 1.43276-1.1415j 20.5525+3.58878j 21.575-3.78983j 5.60165+1.0861j -15.8267+2.20177j 23.4227+4.02472j 4.55811+0.429691j 1.02464-0.0576326j -26.0636-2.84223j 1.2592-0.210786j 10.0535-2.02178j 9.8759+0.408559j 8.32576+0.853972j 7.02298+2.19032j -12.61-2.16433j 15.5496-2.04358j -4.68631+3.15401j 23.163+2.34818j -11.4644-3.15788j 2.42085-0.653316j 12.5235+2.48882j 10.2627+0.813965j -1.10306+1.96559j 3.22+0.686821j 5.27012+1.2333j 8.57729+1.61546j -2.71994-0.999441j -2.31853+0.296128j -1.39624+0.0196809j 0.448969+0.293093j -0.679515-0.233046j 
0.100986-0.593035j 0.513812+0.44236j 0.633613+1.12669j 1.67427-0.276316j 0.591677-0.300573j -0.404629-0.704868j -0.826578-1.30008j 0.93964-0.265099j -0.4272+0.042657j -1.63952+2.00505j -0.421367+0.847378j 0.650194+0.814895j -2.14773+0.423209j 0.625499-0.129269j 0.974902-0.752051j 0.525137-0.306915j -0.435851-0.296871j 0.355652+0.283816j 0.468201-0.041122j 0.21811+0.718j -1.07183+0.118297j 0.606895-0.056366j 0.00873613-0.641616j -0.443116+1.29771j -0.0171005-0.105805j -0.240664+0.197164j 0.648474+0.394983j 1.25483-0.417004j 0.743021-0.744041j 0.290576-0.148427j 0.947343+0.502333j -0.119818+0.545582j -0.807419+0.165742j -0.132476+0.460263j 0.057011-0.0109984j -1.73415+0.141069j -0.0591161+0.17552j 0.191784+0.0603986j -0.00382309-0.377137j 0.0212261+0.255186j -0.509417+0.0971361j -0.0391646+0.151905j 0.155287+0.360017j -1.01819+0.272832j 0.396956+0.0431726j 0.152109-0.22126j 0.639215+0.248742j -1.40947+0.2687j -0.204552-0.117703j -0.0353524+0.0247992j 0.0753718+0.0137932j 1.71605-1.30824j 0.664036+1.31484j 1.98019+0.699233j 0.849803-0.236839j -0.860551+0.0512149j 0.415641+0.0421467j 0.268606+0.464997j -0.417826-0.409477j -1.4323+0.0842598j -1.13065+0.0535062j -1.36307-0.522781j 0.176844-0.267831j 2.86715+0.666388j 0.287125-0.129614j 1.50687-0.548259j 1.53027-0.522622j 0.25442-0.0858166j -1.67743-0.406894j 2.04193+0.306213j 0.111815-2.33326j -0.607689+1.54732j -1.65155+0.393098j -0.136784+0.410106j 1.28462+0.0308503j 0.64394+1.49295j 1.19794-0.78959j 0.360968-0.141462j -0.48813-0.137905j 1.48022-0.620338j -0.0817821+0.527328j 1.99771-0.350749j 0.130361-1.1404j 0.970804-0.775695j 0.666552+0.391139j 0.317472+0.26975j 0.330353+0.740452j -0.255751+0.492752j -0.119427+1.68683j 0.993785-0.402609j -0.225661-0.590132j -0.473543+1.71564j -0.471622-0.559576j -0.262143+0.296803j -0.0348765-0.000511109j 
0.126429+0.572459j 0.0591124-0.124223j 1.09552+0.0229049j 0.423455+0.952535j -1.4951-0.53516j 0.529152+0.454104j 2.45392-1.17491j 0.990312+0.510727j 0.380589+0.0719682j 1.14717+0.91593j 0.796035+1.59842j -0.697754-0.313572j 0.602263-0.264128j -0.709512+1.10672j 0.370095-1.13493j -0.213605+0.449534j -0.080167-0.197704j 0.70542+0.450222j -0.208333+0.394368j 2.46515+0.15482j -1.38269+0.421098j -1.69338-0.130034j 4.44758+0.320832j -0.22744-0.262997j 1.93256+0.428203j 3.10098+1.72047j -0.835807-0.810718j -1.57942-0.781046j -2.88385+0.0159129j -2.73642+0.667249j 2.63528+0.573614j 2.05021+1.65825j -2.39256-0.920938j -0.12854-0.630183j 1.3385+0.861272j -0.214241-0.203062j -0.0377322-0.355306j 0.711195-0.0612767j -0.084271+0.691402j -1.40346-0.235075j -0.00360127-0.353474j 3.70076-0.355116j -1.13051-0.0814342j 15.0306-0.728833j -3.22665-0.202866j 4.94122+0.74929j -5.63799+0.366928j 19.2282-0.466158j 3.18-0.51464j -5.92575-1.33323j 0.429551+0.490579j -33.7802+1.75507j -8.72057-3.12074j -29.5156-0.704337j -14.2134+1.01823j -3.64451-0.257325j -8.62861-2.17916j -0.795572-1.69209j -6.46083+0.577438j 31.6171-3.13011j 5.61414-0.479607j 7.45444+1.90483j -0.921232-4.93928j -36.4589-1.32808j -2.21767+0.503763j -23.1161-4.17474j -25.6524+2.19814j -6.31135-0.665508j 18.0042-1.64076j -27.5345-3.20897j -5.27381+0.143038j -2.76235+0.596372j 31.1485+2.78272j -0.392838-0.74647j -12.9301+2.40652j -11.7805-0.706518j -8.90185-0.947779j -8.38398-2.14182j 13.7453+2.87596j -17.7955+3.01685j 4.57537-0.540688j -28.2179-3.4247j 11.9097+2.80614j -1.14253-0.192362j -14.5703-1.30532j -10.8895-0.915552j 0.226716-2.5412j -4.28121-0.208924j -6.12037-2.08401j -10.4687-1.53973j 2.879+0.313377j 3.35817+0.168151j 1.54089+0.05995j -0.0961091+0.0319103j 0.632275+0.144026j 
0.47046+0.471514j -0.315051-0.433457j 0.284323+1.33305j -0.170643+1.63254j 0.618206+0.754587j 0.060171+0.300368j -2.15794+0.927883j -0.999537+0.235324j -0.157064-0.0436857j 2.06451-0.969533j 0.325241-0.245496j -1.27587+0.338361j 0.134475+0.432777j -0.666001+1.03462j 0.688912-0.549648j 0.0365038+0.658285j -0.200635-0.0807983j 0.0949179+0.717133j -0.901154+0.231621j 1.20026-0.113179j -1.33473+0.14827j 0.0117275+0.118618j 0.546933+0.439448j -0.90598-0.317047j 1.02556-0.0471112j 1.755+0.965449j -1.15632-0.50159j -1.99244-1.07617j -0.214964+0.339354j -2.34251+0.0772337j 1.08884+0.353888j 0.548859+0.840235j -0.798055+0.0460571j 0.578876+1.51928j -0.204629+0.630013j -0.689324-0.521638j -0.390079-0.3424j 0.328819+0.0112825j -3.53525e-05+0.726013j -0.742657-0.154648j -0.0671995-0.423319j 1.79662-0.178314j -0.990447-0.149734j 7.66745-0.38964j -1.6422-0.261996j 2.41385+0.521916j -2.85541-0.0595726j 9.99972-0.239269j 1.48555-0.0714481j -2.96356-0.479322j 0.505693+0.0402019j -18.4108+1.61849j -3.93012-2.48653j -13.2986-0.0357048j -7.01981+0.839228j -2.1642-1.09092j -5.97495-2.34229j 0.257937-0.954107j -3.02741+0.485551j 17.0953-0.946627j 3.28095-1.12629j 3.72843+1.03233j -0.263255-1.81045j -18.3143-0.61025j -0.45685+0.615577j -12.3642-1.66923j -11.2638+1.10434j -3.6776-0.771323j 9.31649-1.67096j -15.7345-1.73465j -2.91518+0.451076j -1.49291-0.757569j 15.778+2.00679j -1.27335+1.58456j -6.66037+1.24289j -5.84483-0.72189j -4.44719-0.0509279j -3.77812-2.04046j 7.60594+0.666335j -8.9159+1.78239j 2.80904+0.245333j -14.6317-0.498996j 6.15815+3.55587j -1.3234+1.54567j -7.27265-0.911888j -5.65089-1.21017j -0.394657-1.35772j -1.94769-0.733461j -2.952+0.669507j -5.75471-1.56297j 1.43477+0.274159j 2.23301+1.05365j 0.384551-0.345933j -0.272975-0.162057j 0.50472+0.165678j 
-0.0167927+0.198288j 0.119778+0.201374j 0.184979+0.647099j -0.882584+0.0428462j 0.364462-0.703885j 0.930256+0.488767j 0.212898-1.44437j 0.191229-1.48099j 0.400618+0.626884j -0.253933-1.56705j 0.886417-0.292096j 1.38197-0.985731j -1.19106-0.118646j -0.284675-0.668834j 0.723962-0.0665214j -0.0987956+0.176487j -0.0574558-0.290279j 0.0796213+0.392116j -0.540542-0.168437j 0.822044+0.572698j -0.76186+0.65956j -0.586353-0.388926j 1.80164-0.10101j -0.000900579+0.78696j 2.06828+1.1087j 1.44678-0.582576j 0.674314+0.0517194j -2.4369+0.155058j -1.5049-0.576133j -2.47956+0.219487j 1.97232-0.167388j 0.449474-1.6737j -2.66854-0.84471j 0.850844-0.0951716j 1.09385+0.592774j -0.0276511+0.0486961j 0.114747-0.103383j 0.556424-0.0285907j -0.0845224+0.220827j -1.00453-0.175014j 0.139986-0.236593j 2.86963-0.368931j -0.716853-0.150995j 11.4075-0.974434j -2.03832-0.0146781j 3.45713+1.32745j -3.46298+0.90439j 14.6424-0.723193j 2.29126-0.249078j -4.50994-1.70751j 0.386591+0.0787021j -25.9643+2.40246j -6.29052-3.33336j -21.8005-0.241399j -9.90548+0.90208j -3.49194-0.472804j -7.20257-2.27741j -1.35877-1.41149j -6.05026+0.173895j 25.1473-3.68122j 3.84033-0.801282j 4.46677+0.83159j 0.306136-4.24077j -27.3335-1.69067j -1.1348-0.355114j -17.3485-2.67353j -18.496+2.2558j -5.11934+0.377143j 14.9917-1.92127j -21.8854-2.266j -4.75803+0.686981j -2.45119-0.0404816j 22.5965+2.25938j -0.0144894+0.214043j -8.33482+2.15651j -8.42163-0.803226j -6.52491-0.522866j -7.17228-1.84494j 10.9244+1.79116j -13.8814+1.9559j 5.66237-1.69164j -22.0459-1.44353j 8.04138+2.97796j -0.566399+0.175133j -10.0466-2.11519j -7.99744-1.2588j 0.00629732-0.423572j -3.29124-0.268254j -4.35017-0.676097j -7.95208-0.792577j 2.15812+0.294559j 2.67391+0.131194j 0.969011+0.148243j -0.307991+0.102655j 0.498283+0.0328579j 
-0.877536+0.408663j 0.349333+0.17964j 0.952854+0.805597j -0.701538-1.03386j 0.602091+0.0692557j 0.228234+0.820413j -0.101269-1.41818j -0.549721+0.221876j 0.767721-1.14247j 0.427384-0.941774j -0.667723+0.760222j -0.22793-0.0771867j -0.041208+0.555762j 1.77452-0.625483j 1.30642-0.336457j -0.709374-0.112613j 0.0998362-0.00814283j 0.767776+0.984878j -0.0830508-0.118434j 1.42115+0.44476j -1.18839+0.400635j -0.158672-0.513211j 1.24778+0.563935j 1.81497-0.48478j 1.29923+0.412714j 2.16592+0.414422j -1.3026+0.744511j -0.413076-0.0798697j -1.16756+0.42131j 0.207875+1.07425j 1.9735+0.702372j 0.362268+0.697906j -1.93758-0.755173j -0.289785-0.678975j -0.0923232+0.545653j -0.299192+0.318154j 0.591689-0.295522j 0.496784-0.166611j -0.466072+0.275561j -0.764328-0.270574j 0.396294-0.291728j 2.18562-0.145578j -1.03198-0.0871457j 9.15727-0.337743j -2.0482-0.275331j 3.46976+0.0829511j -3.15026+0.223212j 11.5558-0.643761j 2.10492+0.49326j -4.32649-1.03942j 0.628373-1.14476j -20.6826+1.65875j -5.82241-2.27249j -17.4783+0.316137j -7.71616+0.571072j -2.26385+0.65189j -6.61105-2.10826j -1.21394-0.332991j -4.66588+0.450653j 19.9062-1.70571j 3.25226+0.607049j 4.18052+0.750899j -0.883312-1.99947j -22.349-0.563441j -0.447919+0.8363j -14.7041-1.31407j -15.192+1.88303j -4.43884-0.87033j 12.8182-3.49296j -17.9386-0.928718j -3.62652+2.00069j -1.37584-0.909147j 17.7694+2.74284j -1.325+0.620621j -7.3057+3.06089j -6.81751-1.33988j -5.65973-0.00846918j -4.80008-2.52182j 9.22003+1.77357j -11.2595+1.8281j 2.97563-1.01075j -16.9161-1.45626j 7.70691+2.57879j -0.533447-0.80377j -8.88284-1.22393j -6.7534-0.894885j -0.306851-0.714148j -2.38551+0.335439j -2.73537-0.347801j -7.1993-0.89941j 1.99226+0.0406141j 2.47581+0.547856j 1.02002+0.180042j 0.321138+0.427487j 0.243896+0.031831j 
0.219179-0.0368103j -0.885276+0.8439j -1.08685-0.111382j -0.415439+0.0981735j 1.61471+0.107978j -0.7869+0.621543j -0.343645-0.306758j 0.73163+1.39624j 1.79655+1.2579j -0.552352-0.496771j -0.00377225+1.67864j 0.958133+1.5037j 0.258421-0.326364j 1.09606-0.65023j -0.220394+0.260076j 0.0371209+0.0901491j 0.776815-0.114491j -0.704622-0.133525j -0.0576315+0.227115j -0.899196+0.152433j -0.0585836+0.0443752j 0.422896-0.278093j -0.133851-0.526168j -0.117987-0.710985j 1.26608+0.925363j -0.306641+0.618979j 1.0559-1.01518j -0.189257-0.591872j 0.0311771+0.659425j 0.0998832+0.103453j -0.926986-0.204635j 0.45056+0.177538j -0.590963-0.506741j 0.405258+0.440299j -0.100299-0.577163j -0.0138682+0.453543j -0.0159611+0.05119j -0.111939+0.0167907j 0.341098-0.0837516j -0.0314362-0.185857j 0.543025-0.510316j 0.0857689-0.0820727j 0.326635+0.00348808j -0.00791699-0.409909j 0.064428+0.0769029j -0.25988+0.68251j -0.0569876+0.14071j 0.02416-0.182274j -0.156526+0.0320452j 0.259451-0.261402j 0.150641-0.133731j -0.359661+0.168502j 0.245517+0.207428j 0.0724606-0.0339073j 1.04405-0.20535j 0.626256-0.0447441j -0.611934+0.462202j -1.28308+0.0372144j 0.0858399-0.768694j 0.0583209-1.32713j 0.642578+0.153201j 0.681072-0.63917j -0.867657-0.788045j 1.27053-0.685841j -0.274876+2.26704j -1.40068+0.490968j -1.1766+0.12737j 0.275721-2.14393j -0.985735-0.880162j 0.752826+0.402237j 0.149346-0.00455051j 0.0902966+0.371421j 0.821188+0.344275j -0.830353-1.22482j 0.638653-0.268393j 0.0942579+0.215607j -0.0944728+0.0932415j 0.195376+0.502304j 0.709806+0.29113j -1.8395+1.30582j -0.221458+0.984506j 0.775156-0.286422j 0.0187908+0.543478j -0.38685-0.478907j -0.108234+0.102287j -0.367285-0.564392j 0.513226+0.999256j 0.0920428+0.299682j -0.68308+0.47477j 0.677586+0.280029j -0.348217+0.196026j 0.0210161-0.0389092j 0.0563169-0.0173375j 0.169524-0.213244j -0.0553453+0.0395213j 
0.318147+0.04295j -0.0477522+0.116245j -0.142136-0.54947j -0.12475+0.540986j 0.263251-0.313673j 0.146834-0.436653j 0.271465-0.457866j 1.34142-0.0608188j -2.34277-1.2842j 1.95275+0.115283j 0.108311-0.54512j 1.25383+1.45874j -0.436074-1.15573j -0.213809-0.71553j -0.682559-0.303016j 0.318127+0.128534j -0.0421127+0.280651j 0.0330255-0.229127j -0.157461+0.396159j -1.24854-0.121829j 1.30228-0.961847j 0.328162+0.141865j -1.72154-0.836427j -0.48717+0.334651j -1.42303-0.415299j -2.0833-0.241834j 2.60533+1.07423j -0.4596+0.219298j 1.03741+0.925139j 0.668071+0.981265j -1.18073+0.293601j -1.58337+1.02329j 0.852099+0.826277j 0.0983633+0.0677028j -0.391504-0.0326475j 0.172666+0.195252j -0.273747+0.0599334j -0.488212+0.0983473j 0.32709-0.0735866j 0.873933+0.0999267j -0.190372+0.0750797j -2.32813+0.388978j 0.708157+0.345701j -9.78807+0.852084j 1.76334-0.174025j -2.90685-0.757798j 3.1291-1.07529j -12.4207+0.567233j -2.01803+0.0438596j 3.89002+1.2461j -0.420807+0.456786j 22.428-2.00352j 5.22132+2.52356j 17.9169-0.0605397j 9.18607-2.08339j 2.74949+0.433896j 6.30603+2.40522j -0.211168+1.97119j 4.92502+0.868916j -20.5117+0.894132j -3.37343+0.250757j -3.80726+0.205818j 0.768609+2.0197j 23.8105-0.244857j 1.05093-1.02875j 14.9271+1.68271j 15.7575-2.13785j 4.20539+1.12218j -11.1881+3.0881j 18.1298+1.54118j 3.57812-0.245089j 1.11639+0.0988118j -19.9814-2.29925j -0.66378+1.00269j 6.68911-0.618751j 7.2297+0.259143j 6.13454+0.0048526j 6.75853+0.745171j -9.5328-1.64914j 10.8764-4.3068j -4.34803+0.7274j 19.4366+2.04447j -6.91634-2.62093j 0.404308-0.301994j 8.68581+1.06028j 6.58735+0.757323j 0.371405+1.65678j 2.83931+0.0777554j 3.84454+0.331579j 7.13957+1.35711j -2.01535-0.373028j -2.1162-0.451206j -0.937848-0.0860007j 0.262789-0.287619j -0.403532-0.024432j 
