-0.00185072-0.00334222j -0.0243653+0.0104068j -0.00331545-0.0104187j 0.0341631+0.0075011j 0.00471378-0.0064787j -0.0885984+0.00259464j 0.0629289+0.00981848j 0.0147216+0.0110048j -0.0345947+0.017175j -0.145262+0.0108049j -0.0140176-0.00400624j 0.0160778+0.0193421j -0.0361374-0.0080983j 0.0211794-0.00488204j 0.00940988-0.00377198j -0.00408462-0.0285384j 0.0116677-0.00910936j 0.00145492+0.00302101j -0.0130987-0.0127333j 0.00202006+0.020198j 0.00242526+0.00434039j 0.00924158-0.016201j 0.0140956+0.00643199j 0.00139563+0.0143631j 0.0220063-0.0233064j 0.0296205-0.000744703j -0.00164367-0.0214541j -0.0241704-0.019437j -0.0544345+0.00869059j -0.00673857+0.00909378j 0.00366108-0.00303767j -0.0107171+0.00546775j 0.00463922-0.00514171j 0.0062719-0.00530565j 0.0124438+0.00838911j -0.00497927-0.00823395j -0.00417742+0.00214452j 0.00280232-0.0102053j -0.00269969-0.00418886j -0.0113703-0.00126389j 3.44001e-05-0.0195699j -0.00672315-0.0058747j 0.00215331-0.0360373j 0.0348078-0.00359305j 0.00708266-0.00710048j -0.0161373+0.00635914j 0.0311718+0.0176834j 0.00918329-0.00866339j -0.00208753+0.00738935j -0.0126031-0.001841j -0.00964866+0.00549507j 8.33069e-05+0.00127256j 0.00123735+0.00811802j -0.00460947+0.00327182j 0.0014136+0.00102638j 0.00395627-0.000775104j 0.000681955+0.0025149j -0.00423111+0.00461194j 0.00543216-0.00263032j 0.0121497-0.000192349j -0.0147819-0.00369049j 0.000860567-0.000600257j 0.0055213+0.00437642j 0.00620003+0.00876783j 0.00498534-2.82696e-05j -0.00220199-0.00754503j 0.00971108-0.00134803j 0.00148927-0.014281j -0.00917922+0.00335188j 0.000437952-0.0150111j -0.0066369-0.00454414j 0.00295513+0.00346299j -0.00583911-0.00717986j 8.89993e-05-0.0056419j 0.000189871-0.0106164j -0.00111943+0.0166458j 0.00428539-0.00170867j 0.00992347+0.00322747j -0.00115121-0.00242141j -0.00565987-0.00242788j -0.00224374-0.00232389j 0.00208312+0.000697837j 0.00136391-0.00212165j 0.00192623+0.000288199j 0.00425461+0.00221735j 0.00389188+0.00195956j 0.000918549+0.0011864j 0.00429817+0.000583345j -0.000740661-0.00604345j 0.000393077+0.00420812j -0.002855+0.00174514j -0.0148297+0.00324268j -0.00329346-0.00798084j 0.00429418+0.00215807j 0.00350271-0.00312467j 
-0.0661263+0.0215669j -0.25142+0.016808j 0.177294+0.0125126j 0.0102188-0.0257962j 0.0105626+0.0251225j -0.0614011+0.0248521j 0.0637195-0.0211097j -0.0426223+0.00136118j -0.0479657-0.0314793j 0.000345757+0.0192759j -0.07762-0.00704756j 0.142869+0.0512701j 0.0946619-0.00565635j -0.0124776-0.0114775j 0.0359548-0.00718495j -0.155093-0.00978748j -0.128968+0.0548807j 0.072731-0.0100017j -0.0767747+0.0372746j 0.0809387+0.0145722j 0.0114948+0.0115855j -0.0822645+0.0380139j 0.102236-0.0467404j 0.166424-0.0570918j -0.0716237-0.0865394j -0.0890956+0.0170271j 0.0243897-0.153537j 0.130323-0.134691j 0.0820773+0.0649718j 0.0453071+0.0151579j 0.0425773+0.000351253j 0.0159472-0.00341772j 0.0103948-0.00921906j -0.0211912-0.0264905j -0.0276245+0.0155318j -0.00620326+0.00953156j 0.0171818-0.0102197j 0.0303492-0.00585207j -0.00251756-0.00286462j 0.028323+0.020123j -0.00319684+0.00599341j 0.0224066-0.0127622j -0.00694152-0.00579235j -0.075933+0.00296055j 0.0260667+0.050054j -0.122777-0.0256975j -0.0208187+0.00351522j -0.0175239-0.0280835j 0.021822-0.019426j 0.0757987-0.00579251j 0.00557933+0.0091538j 0.0312604-0.0029932j -0.0119629+0.01096j 0.0050198+0.00271452j -0.0182699+0.00342676j -0.0088466-0.000588117j 0.00823605+0.00126967j 0.0279168-0.00888909j -0.00494873+0.000582856j -0.0179451-0.00817718j 0.0389549+0.0152378j -0.0104451+0.00733796j 0.0193107+0.00421017j -0.00217584-0.00161293j 0.00522024+0.0155735j 0.0122659-0.00149872j -0.0305544-0.00367537j -0.0131503+0.000618653j 0.0111566-0.00278686j 0.019391+0.013918j 0.0222252+0.012703j 0.0346467+0.00086327j 0.0342781-0.00125313j 0.00384521-0.00567187j 0.00622624-0.0194852j 0.0240612-0.0120368j -0.00512618-0.0186854j -0.0153358-0.000762408j 0.000414808-0.00175451j -0.0102436-0.00737198j -0.00164571-0.00014659j 0.00194255+0.0155816j 0.00160052-0.0010285j -0.0150047+0.0159178j 0.00903628-0.0151803j -0.00585827-0.013287j 0.0073267+0.00699928j 0.00735181-0.000687835j 0.0181886+0.0210674j 0.041783+0.00892382j 0.022088-0.018962j 0.0085762-0.00035797j 0.000383-0.00539135j 0.003881-0.00873835j -0.0179083-0.00522808j 
-0.0189201-0.0515436j -0.037961-0.0417474j 0.0403565-0.011195j 0.00958636-0.0163756j 0.0419708-0.0428142j 0.0362817-0.0843338j -0.0207337-0.00149578j -0.0668615-0.000308308j 0.0637126+0.0268842j -0.0101233-0.0875745j -0.0145846+0.0263638j 0.0135008-0.0491454j -0.0117735+0.00941079j 0.0185929+0.0280136j 0.040458-0.0585607j -0.064007+0.0128797j -0.0697642-0.0589078j 0.0296381+0.00273128j -0.0837913-0.0216023j 0.036803-0.0865751j -0.00881204+0.0130045j -0.0880439-0.00553255j 0.0869265+0.0343224j 0.175992-0.0340045j 0.0522618+0.0142506j -0.0184744-0.00338917j 0.13605+0.216418j 0.0767433+0.189482j -0.112758-0.0446365j 0.00273404-0.013862j -0.00503901-0.0167637j -0.00329083-0.00147494j 0.0216423+0.0220758j -0.00671413+0.00503135j -0.00297921-0.0101905j -0.0120258-0.00289598j -0.00172369-0.00549618j 0.0273248+0.0189333j -0.0180075-0.00643313j 0.00870919-0.00175736j -0.0121216-0.00602695j 0.0240534+0.00652943j 0.00769613+0.0221948j -0.0202078-0.00452273j 0.0907193-0.0678221j -0.0854324+0.00915163j 0.0315583+0.00585455j -0.0910926+0.0136851j -0.0347865+0.00926752j -0.00600944+0.00902175j -0.0166842-0.000265084j -0.0305361+0.00156948j 0.0267633-0.0111809j -0.00564201-0.0166425j 0.00561945-0.00352948j -0.00752791+0.00320528j 0.0155379-0.00402158j 0.00885003+0.000371471j -0.00986406-0.00297344j -0.0282597+0.00139343j 0.0412442-0.0143211j 0.00658022-0.00867935j 0.0119429-0.0141595j 0.0115843-0.00329925j 0.0139829-0.0216744j 0.0107058+0.00754876j -0.00887712+0.0113588j -0.00592053+0.00211171j 0.0198129+0.00748443j 0.0220042-0.0178434j 0.00558834-0.0154338j 0.0144279-0.000387349j 0.0108412-0.00828862j -0.00314113+0.00336591j -0.0109715+0.00548153j -0.0271918+0.00255773j 0.00861974+0.0153117j 0.0431779-0.00809297j 0.0174205+0.00210209j -0.0113263-0.00169751j -0.00557995-0.00536249j 0.0110886+0.00531494j -0.00100116+0.000292625j -0.00904724-0.00462937j 0.0088776+0.00133352j 0.0108571-0.00409974j -0.00581142-0.00318303j -0.0189244+0.0408939j 0.0251136-0.0195696j -0.0281203-0.00362617j -0.00915307-0.0111573j 0.0208001-0.00900679j -0.0275116+0.00547608j 0.00450705+0.00190222j -0.00461687+0.0036611j 
0.0262966+0.0254465j -0.0377205-0.0153244j 0.05806-0.0101322j -0.0695177+0.0340702j -0.0973438+0.0535961j -0.0230527-0.057082j 0.0323892+0.0156308j -0.0414266+0.0264889j -0.0314516+0.0159627j -0.0239521+0.0142913j -0.0437422+0.0181858j 0.0184792-0.0130978j -0.00665839+0.0601228j 0.0149648-0.0435937j 0.030062+0.00513643j 0.0170358-0.0328099j -0.0380052-0.0367j -0.0457991+0.0407582j 0.0407888-0.00562242j 0.0342565+0.00956908j 0.0901975-0.0630867j -0.00165991-0.023139j 0.10673-0.0407058j -0.0619552+0.0652283j -0.165441+0.0675038j 0.0361688-0.051542j 0.131333-0.0612025j -0.0492179+0.0550393j 0.0175484+0.0105733j 0.00968175-0.00101432j -0.0241653-0.0538985j -0.00709253-0.0030012j -0.0424677-0.0161906j 0.00853798+0.0144176j -0.0188862-0.00674901j 0.00215622+0.00350335j 0.0313825+0.00910955j -0.000130343-0.00303469j 0.00553314+0.00036621j -0.00336994-0.0114736j 0.000837212-0.00342806j 0.0218735+0.000731175j 0.0244469+0.000830519j 0.00911589-0.00262449j 0.0366899-0.0116513j 0.0272785+0.0157624j -0.0128819-0.0194119j 0.0042789-0.0138826j 0.00532156+0.00581645j -0.0208857-0.0143718j 0.00369758-0.00405047j -0.0212086-0.0259578j 0.0113912+0.00658149j 0.00133188-0.00661071j 0.0144951+0.00376948j -0.0057875-0.0112085j 0.0141352+0.00168816j 0.00281236+0.00376592j 0.0173373+0.0009051j 0.0238686-0.00506629j -0.0282857-0.000557257j -0.000112656+0.00267626j 0.0126093-0.012503j 0.00435078+0.0129086j 0.00865722+0.00140205j 0.0121284+0.010043j 0.00444234-0.00679652j 0.0063229+0.00167372j -0.0125789-0.00121675j 0.0139703-0.0126202j -0.0130858-0.00458067j -0.0311234-0.00164837j 0.0325282-0.0200779j -0.0367954-0.0246041j 0.0273286+0.0295795j 0.0197278-0.015293j -0.0209696-0.0108203j -0.00356511-0.0214652j 0.012827+0.00486203j 0.00155181+0.00474492j -0.000851443-0.00740692j -0.00422607+0.00160633j 0.00241539+0.00259928j -0.0165208-0.00246486j 0.00238243+0.00633724j -0.0254173+0.00876173j 0.00589907+0.0209533j -0.0168683-0.00784289j -0.0142317+0.0217721j -0.00217563-0.0307791j 0.0024505+0.00176603j -0.0127439+0.0100791j 0.0040218-0.000444959j -0.00797855+0.00614103j 0.0104021+0.00595904j 
0.0590612-0.0472489j -0.0458373+0.0262941j 0.0425963+0.003872j -0.0659486-0.0397611j -0.0882407-0.0752445j -0.0450184+0.0546386j 0.0119668+0.00318041j -0.0322185-0.00966592j -0.0314961-0.00152546j 0.0250788-0.0270335j -0.0349483-0.02426j -0.0359166+0.0172335j -0.00246854-0.0892342j 0.0447946+0.0463892j 0.00438266+0.0204343j -0.0129111+0.0252126j -0.0257885+0.0292448j -0.0144079-0.012583j 0.0720582-0.057703j 0.0401899-0.0174598j 0.1168+0.0218521j 0.0406158+0.0511963j 0.133793+0.00303336j -0.142496+0.0130152j -0.270801+0.00877392j 0.0420736+0.0965931j 0.148523+0.0645603j -0.0352641-0.051199j 0.0226564-0.0391486j 0.0164062-0.00274546j 0.00741077+0.0787795j -0.0100066-0.0023341j -0.0416044+0.00596406j 0.0132742-0.0109658j -0.0313749+0.00224413j -0.00178103-0.00465882j 0.0363468-0.0083866j 0.00591078+0.00804034j 0.000251687-0.00677546j 0.00301845+0.00184965j 0.00145283-0.00468273j 0.0156068-0.00747387j 0.00041892-0.00558464j 0.0122696+0.0108206j 0.0415073-0.00155144j 0.0681433+0.0160953j -0.0110637-0.000996j 0.0224693-0.00835547j 0.0311448+0.00257551j -0.0195897+0.023592j -0.0326023+0.0045309j -0.0205996+0.0354222j 0.0041388-0.0119132j -0.0047726+0.025989j -0.0199162-0.0137343j 0.00628966+0.000645609j -0.0194502-0.00600745j -0.00239602-0.00241866j 0.00420632-0.00416859j -0.0157856+0.0107489j -0.00578891+0.00775523j 0.00291569-0.00817204j -0.0191421-0.00359219j -0.0101014-0.0268253j 0.00294185-0.00717602j -0.00425349+0.00214965j 0.00456754-0.00271892j 0.00202315-0.00309699j -0.0396697+0.0059598j -0.0275363+0.00702641j 0.0313767-0.00200449j 0.0197103+0.00832698j 0.00316707+0.0154085j -0.0200302+0.022108j -0.0135771-0.0228312j -0.0331644+0.00450374j -0.000232443+0.0317973j -0.00464979+0.0283925j -0.00283212-0.00903278j -0.00337938+0.00245679j 0.00700373+0.00818003j -0.0012935+0.00802892j 0.00527823-0.000413253j -0.0120086+0.0056963j 0.0200108-0.00100428j 0.0192298+0.00212959j 0.0327866+0.0227353j -0.0184498+0.0222016j -0.00426855+0.0306813j -0.0101763-0.0036383j 0.000516847+0.017363j 0.00963732+2.73669e-05j -0.0103889-0.0047839j 0.0117523+0.000676202j -0.0023208-0.00733018j 
-0.0309147-0.0186101j 0.107067+0.0191667j -0.125334+0.011745j 0.0905835-0.0381155j 0.020532-0.00654572j 0.0213505+0.00691307j -0.0423162-0.00698277j 0.063794+0.00982437j -0.0648333-0.00494204j -0.00296601-0.00784476j 0.0811734-0.00807297j -0.0476226+0.0225023j 0.0191581-0.0697811j -0.0346754+0.0388258j 0.00725206-0.0422882j 0.0532222-0.0276614j 0.0609408+0.0394505j 0.0171017-0.00728123j 0.0456622-0.0339143j -0.00731992-0.0403624j -0.0932486+0.0173842j -0.0142657+0.0893999j -0.0766852-0.0868386j 0.0122436-0.0354039j 0.206836-0.0805924j -0.0894633+0.10025j -0.118754-0.0450601j 0.0165548-0.0638941j -0.0200971+0.0152842j -0.0169571+0.00183887j 0.0218001+0.0341523j 0.0126938+0.0105671j 0.0337716+0.0152514j -0.000772864-0.0129619j 0.0334772+0.00172686j 0.00837342-0.00438099j -0.0269119-0.0124308j -0.0128165+0.006376j -0.0121287-0.0095269j -0.0157268+0.0186397j 0.00250101-0.00143212j -0.0109868-0.0101118j 0.0352721-0.00359405j 0.0323112-0.00909203j -0.0354458+0.0113071j -0.0214893-0.00169874j -0.0302937-0.0145351j -0.00959645-0.0388614j -0.0132104-0.0146625j 0.0132233+0.0198496j -0.00820365+0.00383675j 0.0317854+0.0200139j -0.0137327+0.00305327j -0.00294517+0.00576851j -0.0110511-0.000854024j 0.0100641-0.000812442j -0.0128193+0.000174498j -0.0112662-0.0132935j 0.0159519+0.000301569j -0.0209558+0.00526049j 0.0235783+0.00889928j -0.00669094-0.0045173j 0.0148759-0.0021278j 0.00080483-0.00012177j -0.0062463-0.000392296j -0.0138614+0.000529585j -0.000791181-0.00658041j 0.00246664+0.00521456j 0.00821853-0.00242715j 0.0162131+0.0106572j 0.0015157+0.00296676j -0.00970478+0.00862566j -0.00770328+0.00634819j 0.0106017+0.00344489j -0.00945198+0.00620884j 0.00157389-0.0172553j 0.0126604+0.0107402j -0.000228668+0.00387107j -0.00907125-0.000427567j -0.00371636+0.0139427j 0.021666+0.000960543j 0.0105306+0.0139653j 0.000803311+9.23623e-05j 0.0124413-0.00654101j 0.000114191-0.0046629j 0.00947643-0.00619997j -0.0168312-0.0174832j 0.0142471-0.00629718j 0.00088337-0.0176336j 0.00793826+0.0187528j -0.00355469-0.00165306j 0.00476804-0.0101683j 0.000866311+0.00652977j 0.0051313-0.0056977j -0.00724294-0.0010876j 
-0.0204655-0.0185788j -0.0474901+0.00878714j -0.00604754-0.00915591j 0.0341854+0.00945928j 0.222362-0.025052j 0.123482+0.0157288j -0.0548547+0.0340159j -0.127261+0.000471711j 0.226959-0.000635405j -0.20493-0.0115875j -0.0312228-0.0165502j -0.0173857-0.00804202j 0.0262157+0.0259676j -0.00268451-0.0368974j -0.0105057+0.144862j -0.064466+0.0719813j -0.0525404+0.0575387j -0.0131387+0.0249985j -0.0197554+0.0124498j -0.0747604+0.016128j -0.0745123-0.0892748j -0.0876943+0.0234357j -0.0126116-0.049833j 0.0436113+0.107069j 0.053024+0.237072j -0.100371-0.0187984j 0.0610214-0.0740978j 0.0419382-0.0425661j 0.0230713-0.0221021j -0.00535592-0.0123129j 0.0272402+0.0188288j -0.00887947-0.0231683j 0.013184-0.0224396j 0.01096-0.00111191j -0.0121423-0.0162479j 0.00319235+0.0156198j -0.00915703+0.00407751j 0.00180322+0.00711815j 0.0112668+0.0144979j 0.0132064-0.0125955j 0.0241687+0.00179394j 0.0204922+0.0144773j 0.00118834-0.0151332j -0.0208949-0.0104228j 0.00666856+0.0171921j -0.0342169+0.0259444j -0.00689362-0.00788866j -0.0501322+0.00475844j 0.00499267+0.0275295j 0.0232923+0.00328626j -0.00559568+0.000897063j 0.0188532-0.00706786j -0.00209777-0.0072867j 0.00124799+0.0169264j -0.00160012-0.00116509j 0.00835576-0.0103995j -0.00449574-0.00255089j -0.00912251+0.0127804j 0.0152278+0.00451391j -0.0229872+0.00753358j 0.0276267+0.00822708j 0.014445+0.00893466j 0.00582881-0.00569874j 0.00199587-0.00658407j 0.0141684+0.00100409j -0.0178101-0.00315316j -0.00985071-0.0071621j 0.00930114+0.00603047j -0.018399-0.00226533j 0.00568687-0.00271116j 0.013019-0.00796025j 0.011388+0.0109755j 0.0201101+0.0158795j 0.00769854+0.00327745j -0.00686595+0.00250102j -0.021279-0.00320576j 0.00312338+0.0143443j -0.00546858+0.0116764j 0.00388832-0.00187172j 0.00727738-0.00197611j -0.0169084-0.00170251j -0.00618166-0.0279884j -0.00119216+0.00241036j 0.00251833-0.015912j -0.00714253+0.00478896j -0.000890366-0.0105165j -0.0174671+0.0354683j -0.00856187-0.0290814j -0.0287584-0.00208269j 0.0243487+0.00188642j -0.00656086-0.00522246j 0.0103576-0.00303254j -0.00419379+0.00308669j 0.00111159-0.00505584j -0.00984372+0.00104502j 
-0.0879046-0.000157644j 0.0204786-0.00673736j -0.0515988-0.00784048j 0.0709996+0.0234663j -0.0660708-0.00978659j -0.0536312-0.00408177j -0.0248991+0.0185468j 0.0627339-0.0107818j -0.234846-0.00735153j 0.118914-0.0157216j 0.071599-0.00467198j 0.0316998+0.00036235j 0.0131734+0.0182973j -0.0156358-0.0184098j -0.0410122+0.0496804j 0.00219568+0.00248088j 0.00764014+0.0241076j -0.0359522+0.000594006j 0.0230695+0.0214861j -0.0255437+0.0371731j -0.0354854-0.0197378j -0.0547674-0.0264039j 0.0357701+0.022037j -0.0651532+0.0232524j -0.00817338+0.0528674j -0.0430375-0.0336046j 0.0722072-0.0341535j 0.0994229-0.0124836j -0.00307685+0.00838072j 0.0267056+0.00129482j 0.0345376-0.00491032j 0.0224208-0.00123604j -0.0111891-0.0175144j 0.0251051+0.00556674j -0.0135352-0.00896853j 0.0044514+0.00060622j 0.0084803+0.00781098j -0.0282077+0.0124026j 0.0200738-0.00234272j -0.0154651-0.0204514j 0.0207955-0.0105064j 0.0134885+0.0306114j -0.00339451+0.0309817j -0.0172817+0.00281462j 0.0390747-0.00775345j -0.00841226+0.00931063j 0.0198207+0.0280454j -0.0344075-0.0234238j 0.018359+0.0149414j 0.0164261-0.00701237j -0.0016133+0.00651641j 0.00829613-0.00890911j -0.00304173-0.00344697j 0.00684036+0.00958524j -0.00182531+0.00268289j 0.000501353-0.0040106j 0.000133918+0.00241288j -0.00343841+0.0156969j 0.00577711-0.00272101j -0.00597785+0.00607339j 0.0189947-0.00748591j 0.0166685+0.00230193j -0.0081778+0.000344741j -0.00396761+0.00376822j 0.0160981-0.0028612j -0.00443286-0.00315382j 6.11522e-05-0.00461188j 0.00688945-0.00477065j -0.014762+0.00428785j -0.00471391-0.00859374j 0.0039055-0.00329701j -0.000163743+0.00499005j 0.00451734-0.00330381j -0.00198256+0.00872119j 0.00042287-0.00071294j 0.0108512-0.00648166j -0.0056119+0.00945729j -0.00111733+0.00241347j 0.0047805-0.00252376j 0.0075374+0.00251852j -0.00756533+0.00108276j -0.00527495-0.0139194j -0.000504239+0.000432983j -0.001126-0.00217064j -0.00250504+0.00182861j -0.00310343-0.000248233j -2.99734e-05+0.0101934j -0.00341388-0.00735541j -0.00773555+0.0076224j 0.0102765-0.00427504j -0.00256051+0.00417948j 0.00972936-0.000681967j -0.000547091+0.00498186j -0.00178133-0.00198853j -0.0047813+0.00182541j 
0.0224234+0.00346434j 0.0608814-0.00392979j -0.106881-0.00536076j 0.0431507+0.0228381j 0.211823+0.00236323j 0.119932-0.0166864j -0.113881+0.0124365j -0.130163-0.00127777j 0.164099+0.00678539j -0.278381-0.00788359j 0.00419568+0.0239729j -0.0761515+0.00909728j 0.0161715+0.0159647j -0.00402229+0.0164219j -0.0311362-0.0766269j 0.00412174-0.0696019j -0.0405942+0.0320252j -0.103314+0.00158939j 0.113314+0.060915j -0.082694+0.0302421j -0.013317+0.0487405j -0.120908+0.019116j 0.0699099+0.0131015j -0.157125-0.132001j -0.0411727-0.184011j -0.145258-0.00701096j 0.154013-0.0666462j 0.0015803-0.0537489j 0.0756472+0.0637949j -0.0028541-0.00420066j 0.0279906-0.0425331j 0.00183298+0.00771898j -0.0201027+0.00842116j 0.0194313-0.00358801j -0.00800556+0.00688987j -0.00514322-0.00883013j 0.0112744-0.00689957j -0.0315384-0.011182j -0.00056795-0.00792039j -0.0139657+0.0176926j 0.0161783+0.00758601j 0.0366104-0.0109446j -0.0184748-0.00842844j -0.00371286-0.005098j 0.000321629+0.0256089j 0.0123135-0.0446954j -0.0268902-0.00110114j -0.0411492-0.0248092j 0.0264494-0.00285215j 0.0108947-0.00596723j 0.00459058-0.000267573j 0.0183915-0.0125318j -0.0130607+0.00354123j 0.0188096-0.0034984j -0.0078843+0.00332863j -0.00136053+0.0112839j 0.00907019+0.0136785j -0.0207016+0.0233374j -0.00587225-0.00469046j -0.00552698-0.0143994j 0.0203441-0.00220464j 0.0206709+0.00715043j -0.0179314+0.00703146j -0.00925719+0.00685336j 0.0250867-0.00205716j 0.00236159+0.000323435j 0.0177439-0.00089136j 0.0050088-0.0102092j -0.00224796-0.000107703j -0.00885811-0.0178137j 0.000182364-0.00933229j -0.0109752-0.0134956j -0.00110071-0.00404158j 0.00256396+0.00530441j 0.0116068-0.00774992j 0.0209437-0.0131936j -0.00777244+0.00917882j -0.00488447+0.00346162j 0.00307969+0.00445069j 0.00789664+0.00670594j 0.0151382-0.00554985j -0.00197329+0.00979912j 0.000366451-0.00277457j 0.000432583-0.00126302j -0.00468077-0.00107541j -0.00780634+0.0012462j 0.0216985-0.0311563j -0.00190225-0.00186762j 0.0327999+0.0282218j 0.00556176-0.0214044j 0.00687021+0.00621504j 0.00892218+0.0130932j 0.0100558+0.0139161j -0.00664489-0.00819765j -0.00463966+0.00430698j 
0.00314824+0.0145047j 0.0472482-0.0464435j -0.00719099-0.0304276j -0.0020557+0.00647842j 0.00766157-0.0179942j -0.00918194+0.00180917j -0.0195276-0.0261713j 0.0177375+0.00452342j 0.000706223+0.0253287j 0.00880689+0.00732916j 0.00997051+0.0261798j 0.001423-0.00690909j -0.00300293+0.0979118j 0.0161723-0.054034j -0.00497214-0.026611j 0.00918938+0.0238158j -0.00894148+0.0292856j 0.0275088-0.0386291j -0.03517+0.0770027j 0.00714994-0.0487194j 0.0401208-0.0852544j 0.0642147-0.0199391j -0.0305846-0.059552j 0.0170315-0.0563246j -0.0193454+0.0324434j 0.018274-0.0683678j -0.0370435-0.0596199j -0.00857138+0.0337441j -0.0182798+0.0466879j -0.0125862-0.00756492j -0.0146446-0.0780898j -0.00778085-0.0257038j -0.00401968+0.0100602j -0.00340428-0.0103812j 0.00412112-0.0345535j 0.0208741+0.00124337j 0.00974382+0.00607562j 0.00785518-0.0129374j -0.022032+0.00192196j -0.0010296-0.00535829j -0.0160943+0.00611751j 0.0026923+8.90773e-05j -0.000282611-0.00461031j 0.00106985-0.00770156j 0.00273663+0.0123102j 0.00301485-0.0160957j -0.00112281-0.000205447j 0.021029-0.0122377j -0.0115592-0.0129435j -0.00790862-0.0237763j 0.0195519-0.00891523j -0.00766265-0.0308162j 0.00609688-0.0191916j 0.0109374-0.026958j 0.0391686+0.00632348j -0.00357156-0.00174107j 0.0128789-0.000938331j -5.59192e-05+0.00296227j -0.00352731+0.00181079j -0.0171863+0.00284944j -0.00504461-0.00594986j 0.00865777-0.00430062j 0.00731109-0.00870759j 0.000977425-0.00987368j -0.0376583-0.0180154j 0.00166109+0.0102853j 0.00382495+0.00519373j 0.00528478+0.0193137j -0.0292219+0.00428601j -0.0252443+0.00861003j 0.0120541-0.00708991j 0.0215039+0.0162311j -0.0114811+0.0302537j 0.01781+0.0166508j 0.0154356-0.0156164j 0.0126844+0.0163916j 0.00401051-0.00990546j 0.00874533-0.00688443j 0.00624723+0.0107732j 0.00306664-0.00922377j 0.000659723-0.0122749j -0.00869657+0.00325147j 0.000640278+0.00242069j -0.0124983-0.0153542j 0.00413038+0.00629837j -0.00412878-0.000714236j -0.0114288+0.00473806j -0.00790899-0.00633386j -0.00654204+0.00329512j 0.00335148+0.00207114j 8.43019e-05-0.00323078j -0.0102279+0.0132581j 0.00821612+0.00805361j -0.00796634-0.00205951j 0.00716804+0.00117377j 
0.0743873-0.0506938j -0.108237+0.00343771j 0.143022-0.0197047j -0.127143+0.0326393j -0.116617-0.0376731j -0.0714104-0.00868678j 0.138109+0.0386632j -0.0284943-0.00823731j 0.0163472+0.0437157j 0.143568+0.00450095j -0.0901461+0.00537593j 0.0286138-0.0649615j 0.00928774+0.0156863j -0.0139702+0.043734j 0.0809936+0.0403651j 0.100687+0.0229511j -0.0261623+0.162178j 0.0354792+0.0308165j -0.0459602+0.123672j 0.00921403-0.00290637j 0.0749158-0.024025j 0.0760901+0.133037j -0.0487846+0.000459175j 0.120986-0.16285j 0.0694124-0.00669986j 0.0785873+0.0428467j -0.0389918-0.0674555j -0.0191826-0.131198j -0.025984+0.0181451j -0.0190859-0.0693948j -0.0239873+0.00371823j -0.00105662-0.00586787j -0.00879722+0.00751507j -0.0142228-0.02124j 0.000238087-0.004695j -0.00136335+0.00151592j 0.00231956-0.0195111j 0.0153948+0.019905j 0.0138509+0.000867641j 0.00831273+0.0130115j -0.0188559+0.0129113j -0.0197091+0.00934701j 0.020168-0.00974698j 0.00251567-0.0247587j 0.00900603+0.0426378j -0.0185668-0.0442082j 0.0167992-0.00343707j -0.00138794-0.0426847j -0.0256388+0.0262301j -0.0217514+0.00903581j 0.00381422-0.00334309j -0.0197461+0.00397161j 0.00621272-0.010886j -0.0188168-0.00303205j 0.00756224-0.00937726j -0.00211177-0.00290603j -0.0153483+0.0083041j -0.0253889+0.0415765j -0.0103424+0.00463086j 0.000881263-0.00711969j -0.006512+0.00447076j 0.0159756+0.00353872j -0.0236275+0.0129391j 0.0046849-0.00498968j 0.00112759-0.0195485j 0.0115114-0.0168853j 0.0373206-0.0035062j 0.0283803-0.0141784j 0.00857187+0.00434825j -0.0133348-0.0253897j -0.0274999-0.0180296j -0.0166909-0.00603711j 0.00685744+0.0133158j -0.0112587-0.00163179j -0.000424816-0.00866415j -0.00873107-0.0187777j 0.00583087+0.0168632j 0.02252-0.0111917j 0.0263496+0.00942822j 0.0101374+0.000307427j -0.0139976-0.0196788j 0.00817967-0.00878562j -0.000528779-0.000235638j -0.00913857-0.00806745j 0.0113275+0.00363639j 0.0138593+0.000698883j -0.0218618-0.00228626j -0.00381205-0.00541477j 0.00126574-0.0156715j -0.0140032-0.00355503j 0.00106958-0.000942368j -0.015323+0.000437748j 0.0030196+0.0114535j 0.00321898+0.00305018j 0.0108973+0.00429394j 
