-0.00278612-0.0443777j -0.03137+0.0688562j 0.0662068+0.035716j -0.0299268-0.0192528j -0.00561371+0.00509426j -0.0142249-0.0113442j 0.0205029+0.0704326j 0.0161243+0.0540363j 0.0180203+0.0168639j 0.00393364-0.0265002j 0.0171345-0.00933573j 0.0177208+0.038476j -0.0227793-0.00446183j 0.00837777+0.0228425j -0.0210878-0.0161905j 0.0140028-0.0328834j -0.0585441+0.00580965j 0.0223837-0.0379307j -0.0138286+0.0239618j -0.0108154-0.0302931j 0.0329166+0.00886342j 0.0300126-0.000253104j 0.00510566+0.0111309j 0.0020143+0.00760314j -0.0139449+0.0434911j 0.000305047+0.0268592j -0.028725+0.0386537j -0.0239971-0.0301267j -0.00807712+0.00950456j 0.0271688-0.00923804j -0.0226956+0.000492842j -0.00231477-0.0171294j -0.00742006-0.0102351j 0.0136088+0.00674594j 0.0152596+0.0209864j 0.0237182+0.0237251j -0.00764801-0.012359j -0.0102224+0.0288851j -0.0103491-0.075615j 0.00292792-0.0179406j 0.00404952-0.00991687j -0.00260293-0.00719525j -0.00538286+0.0567934j 0.0118046-0.0115408j -0.0130268-0.00299047j 0.0181378-0.021718j 0.00926722+0.0037437j 0.0331545+0.013254j 0.0495972+0.032955j 0.0398045+0.00868613j -0.0100759-0.00484601j 0.0336906+0.000186742j -0.000927117+0.0859838j -0.022674+0.0358365j 0.0146623-0.099735j -0.000599931+0.05244j 0.00812021+0.0277365j 0.00921177-0.0260455j -0.0333841-0.0012731j -0.0101654+0.0145404j 0.00334944+0.0232491j 0.00662345+0.01046j 0.0210315-0.0979995j -0.0292027+0.000243987j -0.0622402-0.0607973j 0.0326327+0.00791675j 0.00133316-0.0714292j 0.00724431-0.0384432j -0.0857375-0.0747577j -0.0213638-0.00206076j 0.0204023-0.0917423j 0.0436025+0.00830398j -0.0343094+0.0859052j 0.0407081+0.0129048j -0.029902+0.0266929j 0.0736854-0.0435256j 0.00207514+0.0189103j 0.0806711-0.0814777j 0.124401+0.00359872j -0.0205711+0.0663525j -0.00353069+0.0682694j 0.0622163-0.0825289j -0.0418527+0.0438932j -0.0738744+0.0226284j 0.0384851+0.0875092j -0.0167279-0.0215426j -0.026698-0.0320669j 0.174656-0.041183j 0.0182986-0.115891j -0.120059+0.0401333j 0.122083-0.260285j -0.223897+0.159279j 
-0.00514224+0.00695347j -0.0196362-0.0186803j -0.0262364-0.0269285j -0.0176838+0.0167701j 0.0265191-0.0494332j 0.0481257+0.0578808j -0.00374632+0.0344305j -0.0768314-0.027251j -0.0189413-0.0170887j 0.0134406-0.0325153j -0.0148068+0.00750007j 0.000862709+0.0265368j 0.0133954-0.0146323j -0.0475979-0.0117455j 0.0305731+0.0343978j -0.0258544-0.0227308j -0.000895652-0.0119147j -0.0234595-0.0160007j 0.00273144+0.00744225j 0.0400176-0.0115064j -0.0209554+0.00456668j -0.00942356-0.0099198j 0.00538481+0.00548374j 0.0130123-0.0111718j 0.0150982+0.0146453j 0.0101597-0.00737793j -0.00196417+0.015982j 0.0127755-0.0139322j 0.028732+0.0359154j 0.0262913+0.00431871j -0.00175308+0.0113337j 0.0109269+3.6004e-05j -0.0137913+0.01833j 0.0299625+0.0245172j 0.0298309+0.0110412j 0.0249844+0.0094651j -0.0126117-0.0360482j 0.00858796+0.0314779j -0.00657687-0.0143646j 0.0220682-0.0268093j -0.000496925-0.0284304j -0.0142412-0.0162372j -0.0227498-0.0154962j 0.0106321-0.00551074j -0.00449026+0.0292204j -0.00267099-0.00439332j 0.00247528-0.00231022j -0.0102962-0.0262105j 0.00819391-0.020886j -0.0197026-0.0332385j -0.0166759+0.00791913j 0.020724-0.0149621j -0.0196636-0.0362746j -0.0131079-0.0069242j 0.0161379+0.0015078j 0.0247046+0.0151968j -0.0322813-0.0394188j 0.00921023+0.0376312j 0.00365224+0.00661796j 0.00970858-0.0122852j -0.00956808-0.00491105j 0.0199013+0.0293852j -0.0214973-0.0332175j -0.0129284-0.00399731j -0.00119192-0.0151099j -0.00460714+0.00977805j -0.0628895+0.0284184j 0.0136699+0.00461372j 0.00415359+0.00538299j 0.0110763-0.00282439j 0.0130263-0.00676564j -0.00494981-0.00764796j -0.0129988+0.0139176j 0.039212-0.0070072j 0.0199369-0.011946j -0.0156305+0.0190443j 0.00152515+0.024966j 0.0132148-0.0178591j -0.0237038-0.0235911j 0.00656342-0.0279004j 0.00274896-0.00151803j 0.0396539-0.0326231j -0.0223299+0.0232003j -0.0030505+0.0286107j -0.00094183-0.0236022j 0.0242407+0.00459433j -0.0275884+0.0517051j 0.0311065+0.00570536j -0.00921617+0.0126973j 0.0233013-0.0176949j -0.00711219-0.0103912j 0.00166621-0.017827j 
0.0253175+0.0250651j 0.000167297+0.0186445j -0.0229006+0.00143273j -0.0215505-0.0316041j -0.0297808-0.00798061j -0.00300332-0.00721716j 0.0212919+0.0160742j -0.00252862+0.00266617j 0.00555572-0.00529421j -0.0167681+0.0138154j 0.00256293-0.0109846j 0.0333844-0.0159694j -0.0133844-0.0076248j 0.0021052-0.00763666j 0.0181053-0.0147953j 0.00900816-0.00288493j -0.00200851-0.00443159j -0.00432511-0.0103825j -0.00914013-0.000337455j 0.00659659-0.00405383j 0.0161011+0.00223556j 0.00272992+0.0172633j -0.00492166+0.0110152j -0.00273813+0.00900078j -0.00198803+0.000702128j 0.00533887+0.00419919j 0.00454594+0.0232069j 0.0215412-0.000430689j -0.028816+0.0174545j 0.025938+0.0164081j -0.0111879+0.0247261j 0.0050816-0.00991904j 0.0176135-0.00575569j -0.020471+0.0117779j 0.0018921+0.0122447j 0.000827153+0.00298547j -0.000277519-0.00684491j 0.00452899+0.00766868j 0.00276661-0.00405348j -0.0309916+0.00079958j -0.00536851+0.0170957j -0.00312456-0.00931336j -0.00925826-0.00861377j -0.000421898+0.00777145j -0.00100536+0.0127265j 1.20272e-05+0.00576383j -0.0022761+0.00189226j 0.0107137-0.00487912j 0.00899857+0.0126316j 0.0195892-0.00430836j -0.00043041-0.0123496j 0.0226434+0.00229643j 0.0294551-0.0133298j -0.00842666-0.0123309j -0.0230031+0.0202891j -0.00514466+0.00780902j 0.0115316-0.0202938j 0.000627381+0.00667708j -0.026552-0.00337791j -0.00544161+0.00771138j -0.0100418-0.0186164j -0.00466282-0.0190839j 0.0148092+0.00339995j -0.00379658-0.00972636j -0.0113144-0.0134173j 0.0073684-0.0105853j -0.0237794-0.00341558j -0.00587287+0.00375546j -0.00988237-0.00805623j -0.000305972-0.000410504j -0.00389114+0.00642728j -0.0154087+0.00495905j 0.0087145-0.0242819j 0.00460578-0.000568209j -0.0057212-0.00503503j -0.0102429+0.0130608j 0.000495131-0.0177017j -0.0198234+0.0207462j 0.0029732-0.00302984j -0.00222723+0.00581299j 0.00637695+0.0106513j -0.0148767+0.00639285j 0.0141103-0.00735755j 0.00666328-0.0147562j -0.0135623+0.0107485j 0.0038435-0.0160006j -0.00725841-0.0136375j -0.00340867+0.00648357j 0.016675-0.00455231j 0.00577116+0.000908592j 0.00260988-7.55956e-05j 0.0129478-0.0155872j 
0.00209712+0.001545j -0.0106045+0.0155916j -0.0043919-0.0171609j -0.013643-0.0100598j 0.00307695-0.0170812j 0.0285219+0.0126901j 0.0235674+0.0190915j -0.0183044+0.0303213j -0.00969194+0.0122492j -0.0205008+0.0155474j 0.00808856-0.00978522j 0.0141792-0.00711611j -0.00158033-0.00327269j 0.00775697+0.012811j -0.0235018+0.00627164j 0.00501809-0.0273625j -0.00526663-0.0120619j 0.00188969-0.00251362j -0.0125024+0.000983452j -0.00711668+0.00112417j -0.00623521+0.0130053j -0.0274583+0.00105605j 0.0106815-0.00614563j 0.00664421+0.0105042j 0.00168077+0.00620962j -0.000637637+0.0146447j -0.00493337-0.0266713j -0.00594554-0.0179715j 0.00416169+0.00100903j 0.00233457-0.00245942j 0.000614192-0.000890309j -0.0213464+0.00924833j 0.0174621-0.000950702j 0.0134603+0.00563204j -0.000673666+0.0331686j -0.00500691+0.00730568j 0.00977785-0.0150313j 0.00159094+0.00780708j -0.0033019+0.00328024j -0.00737292+0.00492132j 0.00848318-0.00605845j -0.00919594+0.0175704j 0.0055418+0.000653864j 0.0201999-0.00843254j -0.0058441-0.0183551j 0.00889769-0.0053806j -0.01248+0.00670207j 0.00627063+0.000540265j 0.00112964-0.0104326j -0.01085+0.0106046j 0.0166912-0.0135351j 0.00235036+0.00985309j -0.010496-0.0233562j 0.00291193-0.0120611j 0.0022738-0.0121813j -0.00424125+0.0117887j 0.0160632-0.00210331j -0.0141854-0.00213662j -0.00728769+0.0130273j -0.0133116+0.00874462j -0.00689847+0.0076842j -0.00935889-0.0204001j 0.00337592+0.0083357j -0.000819289+0.00603493j -0.00508158-0.00457195j -0.00801184-0.00807725j -0.0229552-0.0190007j 0.000124421-0.00459236j -0.0208048-0.0122698j -0.00354627+0.00434926j -0.0109352-0.00825822j -0.0108691+0.00920778j -0.00527523-0.00895823j 0.0138813+0.00505539j 0.00826227-0.00709627j 0.00775434+0.00402511j -0.000283577-0.00308797j -0.0175958-0.00456212j -3.13039e-05+0.0156687j -0.00716349-0.00444578j 0.00459837+0.0183524j -0.0188889+0.0115006j 0.00754851+6.76513e-05j -0.00628065-0.00678285j 0.00344215+0.00107245j 0.00792604-0.00997989j 0.00406707-0.0106263j 0.00638452-0.00760714j 0.00465039+0.00279365j -0.0125323-0.00986432j 0.00448663-0.00816497j 0.00664227-0.00354161j 
-0.00760151-0.00327415j -0.0075294+0.00412732j -0.00583371+0.00684306j -0.00317136+0.00735769j -0.00690813+0.0171938j 0.0218242-0.00251906j 0.00645677+0.000394248j 0.00509735-0.0142566j 0.0143904-0.0118092j 0.00771336-0.01408j -0.00370833-0.00437142j 0.00221678+0.0210126j 0.0230561-0.00528008j -0.00266654+0.002127j 0.00106389-0.00802355j -0.0448158+0.0179355j -0.0144698-0.00686225j 8.21065e-05-0.0019471j 0.00591815-0.0131627j 0.0167078-0.0169792j 0.0108006-0.00956724j 0.0146833+0.00415091j 0.000665288+0.000597859j -0.0135653-0.00925642j 0.00173776-0.00709831j 0.0228487+0.0140552j -0.0123023+0.000627714j -0.0471312+0.00754867j 0.0054134-0.0150183j -0.0111028+0.0281251j -0.00144384-0.0118677j 0.00351352+0.0135297j -0.023996+0.0126978j -0.0291488-0.0089309j 0.0284381-0.00722661j 0.0199123+0.0268592j -0.000945961-0.0120043j 0.00819833+0.00240796j 0.00035402-0.00372115j -0.0104719+0.0116296j -0.00862547+0.00368333j -0.00699595-0.00351095j 0.0153935-0.0151175j -0.0151421-0.0140418j 0.00707978+0.0118847j -0.0170104-0.0054709j 0.016688+0.0217252j -0.0146752+0.00471998j 0.00305905+0.00227484j 0.0243084+0.00855206j -0.0270005-0.000877976j 0.00516402+0.00339357j -0.0216971+0.00652618j 0.0235417-0.000581293j 0.00543869-0.00266196j 0.00234658-0.0201075j -0.0056901+0.00634945j -0.0293197+0.0215188j 0.0460482-0.0167233j 0.0159565+0.0113237j 0.00757294-0.00408463j -0.00587373+0.00692576j -0.0116321+0.0256173j 0.00217136-0.00208804j -0.0160712-0.0122417j -0.000922354+0.00910816j -0.0125565+0.00384129j -0.00303504+0.00349765j -0.00350707-0.00360088j 0.0142767+0.0115676j 0.00127074-0.00813858j 0.0121349-0.0262782j -0.0234292-0.020268j 0.00286609-0.0047159j -0.00344159-0.00048092j -0.0157532-0.0149902j 0.0171082+0.0050219j 0.0182905+0.0208137j 0.00665968+0.00474784j -0.00243183-9.72168e-05j 0.00796024+0.000200649j -0.0398283+0.000848614j -0.0245732-0.0157458j 0.00644406-0.0138717j -0.00218496+0.00256196j -0.0238579+0.0174103j -0.000734787-0.0118191j -0.00121346+0.0110534j 0.002434-0.00342477j 0.0126504+0.0020584j 0.00675569+0.00173073j 0.00600739-0.00102087j 
-0.0176524-0.0116629j -0.00491295-0.0235663j 0.00193609-0.00660894j 0.0112237+0.0222507j 0.0142824-0.0191966j 0.0122947+0.010037j -0.00325352+0.0127413j -0.0247984-0.00948368j -0.0154483-0.0115512j 0.00594233+0.0118591j -0.00615178+0.00912312j -0.0010087-0.0139783j 0.00854354-0.00180074j -0.0230247+0.00741181j -0.00491916+0.00824677j 0.00333955+0.0115309j -0.00702323-0.0022882j -0.00922728-0.00455667j 0.00416149+0.0112487j 0.0154961-0.0114654j -0.00749838+0.00275593j 0.0152004+0.0116829j 0.00536596-0.0173138j -0.0105895-0.00685044j 0.00837099+0.000874717j 0.00385382-0.0125046j -0.0163426-0.0169223j 0.00373085+0.0194505j 0.0176116-0.014886j -0.0225595-0.0111687j -0.013576-0.0136572j 0.0170646+0.00559871j -0.0216055+0.0174258j -0.000466207-0.00812375j 0.00543627+0.00877414j 0.000543902-0.0193978j 0.00164875+0.00577924j 0.00504547+0.00884165j 0.000599093+0.00239645j 0.0117722-0.00757253j 0.00460583-0.00707191j -0.0303034+0.00187781j 0.0118939-0.00264023j 0.0088803-0.00619042j 0.00207688+0.0107053j 0.0109293-0.00785921j 0.0251994-0.00860206j -0.0125953-0.0108412j 0.00467966-0.0088168j -0.00454421-0.00416374j -8.14827e-05-0.00375083j -0.00435875+0.00271076j -0.0125895+0.0134409j 0.0077515+0.00062694j 0.0190393-0.00685602j -0.00693538+0.0174135j -0.0175522-0.0112828j 0.00550894-0.000757822j 0.00701745+0.0288128j -0.000386059-0.013076j -0.00532775+0.0145354j 0.00710155+0.00963354j -0.0120297-0.0145989j -0.0127744+0.00802782j 0.00759601+0.00769776j -0.00273797+0.00221004j -0.00483289+0.015197j 0.00166766-0.00506361j 0.00487178+0.00166297j 0.0122605-0.0105593j 0.00801186+0.0107084j 0.00720214-0.0174836j 0.00626776+0.0107684j -0.00210134-0.0102691j 0.0169995+0.0113099j 0.00682467+0.0231377j -0.00397256+0.00256932j -0.00218439-0.0130722j -0.0122578-0.0105264j 0.0143315-0.00305846j 0.00393985-0.011762j 0.00936559-0.00556927j -0.0136563+0.00555428j 0.00385721+0.0175361j 0.00029294-0.00817992j 0.00355406+0.0049475j -0.0143409+0.0214177j 0.0149788-0.00364111j -0.0138104+0.00928005j 0.0141431-0.00894211j -0.00163547+0.00107263j -0.00760996+9.69082e-05j 
-0.00078918+0.00629822j 0.00399776+0.0113103j 0.00248018+0.0136311j 0.00561036-0.00313293j 0.00416193+0.0115888j -0.0236352+0.00908963j 0.00186667-0.0101354j 0.0224426-0.028305j 0.00977152+0.00561498j 0.00626232-0.0522337j 0.0249454-0.00688038j -5.67609e-05+0.0413052j 0.00331327-0.00846197j -0.00904309+0.00465483j 0.00735209-0.0211112j -0.0176016+0.0182296j 0.0253316+0.00605886j -0.0143928+0.00725224j 0.0263079-0.0168702j 0.0269265+0.00780794j 0.0111816-0.00334732j -0.00884445+0.00378247j -0.00292081+0.000555185j -0.018825+0.00244145j 0.0076226-0.0087419j -0.0143612+0.00833496j 0.0268519+0.0223744j -0.012993-0.0140902j -0.00497948+0.0159575j 0.00966863+0.00770426j 0.0111523+0.00975677j 0.0129182-0.0160142j -0.00487675+0.00535253j -0.0188439+0.014176j 0.00570187+0.010056j 0.0302904+0.0213506j -0.0305796-0.0233037j 0.0255746+0.01691j -0.00176719+0.000426078j -0.00677151+2.382e-05j -0.00333745-0.00175483j 0.0102946-0.0149399j 0.00942676+0.00223145j -0.00250788-0.00544093j 0.00447978+0.0105476j 0.0119999-0.013628j 0.0122683+0.0205664j 0.0160841-0.000990143j -0.017244+0.020952j 0.00539169-0.0138273j 0.00101094+0.00936335j -0.0133523+0.0120718j 0.0152056+0.000587901j 0.0121474+0.0162793j -0.0246479+0.000566913j 0.0118978-0.023852j 0.017885-0.00329068j -0.00456831-4.9101e-05j -0.00844042-0.0224338j -0.0114093-0.00286133j 0.00757105-0.0193472j 0.0228802-0.00266577j 0.00819123+0.0181536j -0.0222517-0.00461992j -0.00705441-0.0163852j 0.0242245+0.00196307j 0.0220679-0.000803221j -0.00886564-0.00861966j -0.0107476-0.0120763j 0.00636625+0.000145457j -0.0122828-0.000574509j 0.0207483-0.00608149j -0.00834537-0.0146856j 0.000514942+0.00682857j -0.0200455-0.000416451j -0.0163851-0.0142792j -0.00287562+0.000120302j -0.00439623+0.0270977j 0.0268793+0.00472437j -0.0156691-0.00683437j -0.000132483+0.000118571j 0.00894537-0.00584301j -0.00289581-0.00118964j 0.00604673-0.00767944j -0.0193006+0.0114424j -0.0226481+0.00197067j -0.00159724-0.0175856j -0.0105498+0.0126308j 0.0211243-0.012067j -0.00968182+0.00611071j 0.00451408-0.00320309j 0.00528138+0.00152124j 
-0.0199287-0.0194768j 0.0139524+0.00650772j 0.0478021+0.0105144j -0.0122122+0.0330907j 0.00498593-0.00491126j -0.0186801+0.0161311j -0.00369309-0.00453837j -0.00350923+0.00318108j 0.00187497-0.00101269j 0.0102879-0.0226735j 0.0179102+0.0292299j -0.00987142+0.0234934j 0.0139368-0.00600081j 0.00380858+0.0279033j 0.0269445+0.00232041j 0.0400801+0.00124012j -0.0213719+0.00111351j 0.00803296+0.00258433j 0.0228416+0.0210316j -0.0196969-0.00987352j -0.0131363-0.0251377j -0.00200925-0.0135255j -0.00515156-0.00484695j -0.00152651-0.00825336j -0.00689519-0.00257982j -0.0193377-0.00649152j -0.0121463-0.00781496j 0.0189093-0.0189159j -0.0076016+0.00312012j 0.00101905-0.00755298j -0.0329481+0.00896828j -0.00632189-0.0144466j 0.0244669+0.0254353j -0.00395768-0.000401209j 0.0133262+0.00179567j -0.00090606-0.0212213j 0.0164373+0.00435267j 0.00778211+0.013308j 0.0229328-0.0064j 0.0140632+0.00212474j -0.00457289-0.0131483j 0.00661215-0.0130599j 0.00701547+0.016781j 0.00199073-0.00153339j -0.00858689+0.00238096j 0.00414127-0.0102239j -0.00745649-0.0131778j -0.00283349-0.0260737j -0.00353986-0.0188408j -0.017414-0.0302154j 0.0182376-0.00377237j -0.00526989-0.00540239j 0.019888-0.0145932j -0.024752+0.0141687j 0.0104012-0.00110625j 0.00654966+0.0134195j 0.0010561-0.00576732j 0.0212896-0.00343034j -0.0109583-5.70274e-05j -0.0134971-0.00119055j 0.00127807-0.011242j 0.0222355+0.00683754j -0.00907229-0.0323275j 0.00442237+0.0131747j 0.0264091+0.00469389j 0.00632071-0.0144852j 0.0220082+0.00987813j -0.00735819+0.000900659j -0.00261886+0.00837953j -0.0135316-0.0132314j 0.00709687+0.00707081j -0.0127977+0.00238571j 0.00657047+0.032409j 0.00618238-0.0130815j 0.000142842-0.00342733j -0.00864112-0.0113821j 0.0108278+0.0125332j 0.00498956-0.0111116j 0.00553837-0.0132362j -0.00289614-0.00445487j -0.00857236+0.00255296j 0.0382897-0.00759111j 0.00631746+0.00795935j -0.0128583+0.0207757j -0.00247908-0.0079269j 0.0105214+0.00167504j 0.0104231+0.0164384j 0.00346771-0.0054522j 0.00740189+0.00211969j -0.0148979+0.00194436j 0.00555394-0.0182255j -0.00422057-0.000449452j 
0.00330527-0.0119071j 0.0235875-0.0129132j -0.00328502+0.0187874j 0.0274252-0.0192403j -0.00229615+0.0244218j -0.0243059-0.0383923j -0.00590045-0.0553894j 0.0467314-0.0193731j 0.00622262+0.0107373j 0.0444307-0.0219279j 0.00602342+0.00378526j -0.0153773-0.00503504j -0.00252307+0.0264523j 0.0138139+0.0243019j -0.000273082+0.0272655j 0.013592-0.00759686j -0.00603242-0.0137012j -0.011313+0.0286308j 0.000783149-0.0105614j 0.00795098-0.0248313j 0.0121807-0.000295724j -0.00244369-0.000139495j -0.00633131+0.0145967j 0.00615566+0.0133698j -0.0144168-0.0207244j -0.00491815-0.00866725j 0.00893854+0.00791372j 0.0129242-0.00450902j -0.0193869-0.00149427j 0.0129351-0.0136133j 0.0029365-0.00145145j 0.00545998-0.0180359j 0.00863342+0.00867387j -0.0141065+0.0128841j -0.0329823+0.000205921j 0.00607927-0.000927744j -0.0146267+0.0192975j -0.0172255-0.011786j -0.00511914-0.00917492j -0.0126622-0.0114459j -0.0144826+0.00952455j 0.00188834-0.00657912j -0.00885422-0.0102251j -0.0114104+0.00697301j -0.0010403+0.00496447j -0.0176466-0.0112461j 0.0163836+0.00188535j -0.00647218-0.00238759j -0.0132336-0.00348275j 0.00648311-0.00196648j -0.00467011+0.0122597j 0.0032267-0.000318477j 0.0219512+0.0107696j 0.00863502-0.00897254j 0.00142622+0.00203927j -0.0133099-0.0206194j -0.0119239+0.00505346j 0.00183151+0.0114365j 0.0344126-0.0177073j 0.00594323-0.0181315j 0.0187027-0.0112502j 0.0157547-0.00798798j 0.0106723-0.00554792j 0.00625179+0.00339588j 0.00647384+0.0112715j 0.00265712-0.00279838j 0.0127573-0.000915411j 0.00114404+0.00541298j 0.0177844+0.00961879j -0.0112437-0.0117601j 0.0176752+0.0182505j -0.00738736-0.0140504j -0.00527143+0.000831049j -0.0218993-0.00139449j -0.0129562+0.0130252j -0.00800789-0.00160874j -0.00526633-0.00643378j 0.00779759+0.00563825j 0.00036888-0.0033355j -0.000584007+0.0110651j 0.000600028-0.0124496j 0.0131576+0.0061067j -0.00955415+0.00316228j 0.00138041-0.000992661j -0.00507987+0.000487497j -0.00710739+0.0112867j 0.00389631+0.00718888j -0.010527+0.00403109j -0.00619904-0.00758935j 0.00384143+0.0149123j -0.00642904+0.0106979j -0.00740289+0.00797518j 
-0.0167734-0.0090913j -0.00875182+0.00822853j 0.000755465-0.013951j -0.0234164+0.00226275j -0.00791288-0.0258505j 0.0187328+0.0127736j 0.0219707+0.0357691j -0.01698+0.0271629j 0.00784666-0.00720245j -0.02543-0.0141425j 0.0335285-0.0444635j -0.00504591+0.0126209j -0.000239809+0.00163486j 0.0238346+0.00197915j 0.00342852-0.00469424j -0.00285699-0.0183877j -0.00911086-0.00208308j -0.00811878-0.00875495j 0.00826183+0.00895603j -0.0328947-0.0206687j -0.00598795+0.000146127j -0.00139696-0.00730573j -0.00898522-0.0108672j 0.00912792+0.00293805j 0.00570654+0.0144543j 0.00789618+0.0185269j 0.00663916+0.00131991j -0.00256874-0.0229275j -0.00940302+0.00429331j 0.0245982-0.00147918j 0.00752273+0.017017j -0.0184167+0.00759735j 0.00864724-0.0315572j -0.00870566+0.00411926j -0.00597282+0.0163096j 0.00266933-0.000752306j -0.00524996-0.0101761j -0.00412647+0.00784864j -0.00690343-0.010633j 0.0122071+0.0204238j -0.0199405+0.00193372j -0.00105869+0.0192098j -0.00724812+0.0358535j 0.0131317-0.0106127j -0.0120734+0.0090081j 0.0145048+0.00262998j 0.00150254-0.000626964j -0.00395583-0.00132091j 0.0101387+0.00593053j -0.0179686+0.0112597j -0.0137054-0.00700957j 0.00203971+0.00185304j -0.00117521-0.00908839j -0.00566926-0.00926259j 0.00398336-0.00336486j 0.00347577-0.00626683j 0.0198268+0.00069092j -0.0433748+0.0155504j -0.00655213+0.00514855j 0.0158712+0.0208092j -0.0151965+0.00645355j -0.0179634-0.0119148j 0.0167484-0.00629959j -0.0238909-0.00206337j -0.00868345+0.00549246j 0.00349518-0.0124115j -0.0134073-0.0175773j 0.00216905-0.00537414j -0.00668404-0.00169215j 0.00339216+0.00406932j 0.00863201-0.0102261j 0.0123618+0.00647132j -0.0218305-0.00256963j 0.0252491-0.00178244j 0.019006+0.00347386j 0.0293427-0.0101506j 0.0112862+0.0118499j -0.0141305-0.00734003j 0.0251579+0.0248504j -0.0158913-0.00386651j -0.010973+0.00665665j 0.00192857-0.0109183j -0.0150165-0.000426079j -0.00391594+0.00347157j 0.00329413+0.00054244j 0.00612922-0.00896462j -0.00208398-0.00821673j 0.0181074-0.0141174j 0.00885164+0.00427657j -0.0196008-0.00939961j 0.00873703-0.0253348j 0.00458936+0.00485377j 
0.0154998-0.0161425j -0.0170959+0.0155194j 0.00374807-0.0314953j 0.0344343+0.00738863j -0.018027+0.00711242j 0.00579509+0.0131691j 0.00737888-0.000613024j 0.0306447+0.0336006j -0.00917337+0.00944891j -0.0409813-0.0216368j 0.00654032-0.0172656j 0.0325117+0.00311511j -0.00660885-0.0289223j 0.00928681+0.0258396j 0.00285339-0.0548462j -0.0260743-0.00115015j 0.00537996-0.0227878j -0.00576975+0.000917772j 0.0234876-0.0429662j 0.00065795-0.0269343j -0.00408384+0.0263171j -0.00894955+0.0283981j -0.0297453+0.00414561j 0.00969438-0.00566364j 0.0260598+0.0186649j -0.00627235+0.0221288j 0.0253902-0.0320759j -0.0409838-0.00962487j -0.00911411-0.0214876j -0.0247355-0.0122999j 0.0199893-0.0249065j -0.0238247+0.024408j -0.0387905-0.0332979j -0.0191648-0.00610673j -4.5875e-05+0.0160187j -0.00577645+0.0117036j -0.00119918-0.0188919j 0.00483173-0.00465548j -0.00418876+0.0255409j 0.0118372+0.00567364j -0.00912029+0.0069701j 0.0247559+0.041418j -0.00973449+0.00466942j 0.00547927+0.0038716j -0.00150548-0.00749942j -0.00994871+0.0198642j -0.0112585+0.0152811j 0.00949681+0.0100928j 0.00250363+0.00694002j 0.00107172+0.00262092j 0.0079666-0.0143299j -0.00461236+0.0135018j -0.00550721-0.0322956j 0.0134613-0.00798054j -0.0215764+0.0237887j 0.002887-0.0058629j 0.0293089-0.00606149j -0.033168-0.000661151j 0.0179679-0.0266272j 0.00729259+0.0235643j -0.0134942+2.53738e-05j -0.0184381-0.0210652j 0.0357958+0.00301936j 0.00508704-0.0134419j -0.0184106-0.0192424j 0.00329069+0.0031435j -0.00911267-0.0284495j -0.0171422+0.00110656j -0.0239821-0.0101928j -0.00266655+0.0110189j -0.00684919-0.0122906j -0.0115783+0.00650751j -0.0254307-0.0242745j 0.000692164+0.0197544j 0.00176295-0.0118281j 0.0249831-0.0186101j -0.000377613+0.00228673j -0.00165836+0.0294974j 0.0146989+0.00885505j 0.00216264-0.00498667j 0.00453696+0.0116068j -0.0323437+0.0117047j -0.0131488-0.0282364j 0.00440319-0.00635104j 0.0147011-0.00715324j -0.0202258-0.00586535j 0.0146466-0.0208467j -0.00924405-0.00814582j 0.00572802+0.00187358j -0.018446+0.00967733j -5.67907e-05+0.00108948j -0.00175605+0.0231193j 
