-0.0062696+0.00236849j -0.00997733-0.0043094j 0.00749923+0.00102813j 0.00332944+0.000303367j -0.000301532+0.00874253j -0.00122854+0.00461168j -0.00155362-0.00662328j -0.00401068+0.000481102j 0.00079615-0.00341927j 0.00398627+0.00417011j 0.000550817+0.00525702j -0.00018003-0.00446604j 0.00153342+0.00331198j 0.000430829+0.00276342j 4.11908e-06-0.00343195j -0.00143621+0.00020178j -7.49377e-06+0.00150348j 0.00316949-0.0017357j 0.0024561+0.00412187j -0.00233963+0.000178071j -0.00199917+0.00603707j 0.00138781+0.00465024j 0.000606363-0.00773919j 0.0074629+0.00797615j -0.0103225-0.00295083j -0.00561397+0.0169738j 0.00964883-0.00798499j -0.00947617-0.00985298j -0.000242212-0.00835068j 0.00271867+0.00670277j -0.000397026-0.00410281j 0.000402108+0.00708672j 0.00284846-0.0146282j -0.00201592+0.00523405j 0.000125366+0.00578224j 0.00302534+0.00694704j 0.00784352+0.00259551j 0.00062693+0.00181331j -0.00603069-0.00930636j -0.00249659+0.00919529j 0.00308393+0.00253646j 0.00561357-0.00228223j -0.00153278-0.0111337j 0.0106125-0.00514297j -0.0139104+0.00601134j 0.00684973-0.00270908j -0.00699368+0.00517055j -0.00142555-0.00226409j -0.00149877+0.000171433j -0.00821505-0.000560853j 0.00886984-0.0107571j -0.00614563-0.00174477j -0.00389712+0.00697238j 0.00331298-0.00797558j -0.0019344+0.0030143j 0.00461808-0.00254543j 0.00409159+0.0127523j -0.00834702+0.00756477j -0.00487251-0.00379897j 0.0111797-0.00276419j 0.0144013-0.00604974j -0.000316023+0.00547387j 0.00229603-0.00174628j -0.00901342-0.00171593j 0.00346863-0.0133962j -0.00100619+0.00082856j -0.00466214+0.00130268j -0.00395018-0.001132j -0.00031859+0.00471864j -0.00212408-0.00715417j 0.00436362-0.00417692j 0.00336777-0.00584376j -0.00159849-0.00155546j -0.00344302-0.000382324j 0.00609662-0.00529833j -0.00233589+0.000962353j -0.00126579-0.00679081j 0.00230441-0.000548926j 0.00611737+0.00176362j 0.00491921+0.00849375j 0.0043984-0.00340946j 0.00109164+0.00634681j 0.00164946-0.00400762j 0.00340549+0.00415923j 0.00738443-0.00120351j -0.00239206-0.00467682j 0.00217475-0.00224035j -0.00636325+0.00156027j -0.0174877+0.0107059j -0.0671468-0.0354275j -0.0482881+0.047197j 0.0255471+0.0179961j 0.00635807-0.0116325j -0.010089-0.0587043j -0.100369+0.0323865j 
0.00114883+0.000821079j -0.00212916-0.000358712j -0.00552602-0.00370232j 0.00642654-0.00126419j 0.000365124-0.00475033j 0.00200187-0.000574005j 0.0039486+8.26152e-05j 0.00122826+0.0101612j -0.000555727-0.00327948j 0.00342432-0.00704282j -0.00836556+0.00402692j 0.00361213+0.00127514j 0.00621293+0.00588784j -0.00910759+0.00310607j -0.00759981-0.00150653j 0.000247447-0.00760668j -0.00463973+0.00813801j 0.00253551+0.00275152j 0.00240824-0.00905487j 0.00175002-0.0149997j -0.00486848+0.00175197j 0.00356786+0.00464479j 0.00130768-0.00347912j 3.15081e-05+0.00256404j -0.00335938+0.00804894j 0.0018999-0.00033069j 0.00392674-0.00518849j -0.000525434-0.00239059j 0.000112479-0.000864425j -0.00336222-0.00402712j -0.00453334+0.0198802j -1.1291e-05-0.0212506j -0.00294391+0.00611059j -0.00275759+0.0452477j -0.000867676-0.0664654j -0.00250398+0.0207786j 0.00744888-0.00980114j -0.00182661+0.036603j 0.00755437-0.0145167j 0.00405044+0.0155346j -6.46344e-06+0.0151377j -0.00208023+0.0130186j 0.00567555+0.00972829j -0.00776822+0.00647023j -0.000220473+0.0107272j 0.00328791+0.022877j 0.00585519+0.0076163j 0.00519225-0.0140118j -0.00201986-0.00451402j -0.00249038-0.0100753j -0.0151351+0.0246029j 0.00382964+0.00382543j -0.00656588-0.0167433j 0.00108567-0.00389235j -0.0100373+0.0488181j 0.00151313+0.0303859j 0.00662954-0.0119992j 0.00494242+0.00471311j 0.00724212-0.00206551j -0.00194924-0.00439309j 0.00339662-0.00520128j 0.00244135+0.000599548j 0.0197338+0.00791988j 0.00511043-0.00655741j -0.00856674-0.0088884j -0.00933348+0.0111691j -0.00907671-0.00889666j -0.00104348-0.00190892j 0.00467223+0.015289j 0.0160577+0.00290836j 0.0017634+0.0185425j 0.00880093-0.000564214j -0.000895946+0.00219658j -0.00267159+0.00920429j -0.00925156-0.0139753j -0.00260203-0.000529214j 0.00641449+0.00293256j -0.00308998+0.0085812j -0.0101105-0.00999268j 0.0106248-0.0108935j -0.00756479+0.00352877j -0.0110025-0.0123019j 0.00410258+0.00995027j 0.000374969-0.000577692j -0.0173877-0.000134396j 0.00673932-0.00176513j -0.0015733+0.00479563j 0.0173556-0.00965451j 0.0132442-0.0106953j 0.00678969+0.00975891j 0.000378014+0.00353276j 0.0179318-0.00840144j 0.00127372+0.00196446j 0.00823807-0.000166625j 0.000796352-0.00311076j 
-0.00239379+0.00775279j -0.0100694-0.00302288j -0.00564705+0.0128844j -0.0253742+0.000567034j 6.78368e-05-0.0173115j -0.00914121+0.000875925j 0.00415786+0.00786449j -0.0033277+0.0203128j -0.00383231-0.00879873j 0.000727655+0.0174443j 0.000454962-0.00261517j -0.011724+0.00886493j 0.00391645+0.00593487j -0.010928-0.00539287j 0.0147593+0.00238746j 0.00627382+0.0223815j 0.0145794+0.0019725j 0.00711237+0.00237686j 0.00384194+0.0162502j -0.00849+0.0117982j 0.00109012-0.00090001j -0.0105363+0.0198487j -0.0039187-0.00010245j 0.0100601+0.00339431j -0.0150747-0.0182913j 0.00539234+0.0341089j 0.00688952+0.00108373j 0.00405148-0.00478019j 0.00928527+0.00129299j 0.00970824+0.000626796j 0.00163121+0.000897246j -0.00411156+0.0128255j 0.0101096+0.00149453j -0.0058309-0.00392518j 0.00637118+0.01867j -0.00518538-0.0256593j -0.00106441-0.00440589j 0.00422263+0.0138931j -0.0272117+0.00401428j -0.000593133-0.00520701j 0.0108597+0.00922165j -0.00719672+0.0256732j 0.00861758-0.0136862j -0.00258187+0.0226907j -0.00191245+0.00132202j 0.0321639+0.00764835j 0.0116791-0.000859593j 0.0278054+0.0225071j -0.00573004+0.000636964j 0.020064-0.00234126j 0.00909768-0.01933j 0.00190004-0.00783659j -0.00788783+0.0050876j -0.00679928+0.00182098j 0.00476966-0.0123969j -0.00445105+0.00983018j 0.0168853-0.00556173j -0.00928816+0.0133655j 0.0127735+0.0315133j 0.00592567-0.00182025j -0.0106994-0.0011957j 0.00514274+0.016049j 0.0220526+0.0249876j -0.012771-0.000854118j 0.0112983-0.0171555j -0.00039456+0.00609901j -0.0343791-0.0020631j 0.00991236-0.00817151j 0.0183477+0.0250793j 0.00748224-0.00694082j -0.00331448+0.0191935j -0.0051684+0.00844473j 0.0165826+0.00539656j -0.00976791+0.0209668j -0.0106494+0.0107008j 0.00881358-0.030692j 0.0130691-0.0210118j -0.00432789+0.0120158j 0.0279037+0.00314228j 0.00709389+0.00273555j -0.00322939+0.0301014j -0.0020844+0.0288998j -0.0169655-0.0119425j 0.00748807-0.0135534j 0.0351554+0.0119113j -0.0132865-0.0153779j -0.00222947-0.00246203j -0.000359532+0.00556463j 0.0153617+0.00160577j -0.00152825-0.0072555j -0.0110962-0.0256554j -0.0175452+0.0158742j -0.021113-0.00909149j -0.0156109+0.00383013j 0.0137809+0.00307212j 
0.00743211-0.00534579j 0.00590191-0.00104491j 0.0152028-0.00233j 0.00511195-0.000694894j -0.00745667-0.00260574j -0.00490023-0.000396178j 0.00520558-0.0152304j -0.00266765-0.0222307j 8.13782e-05+0.00111668j 0.0113134+0.0196645j -0.00397362-0.00243284j 0.0120456+0.00753844j -0.00906685-0.00543044j -0.0284963-0.0100633j -0.0211224-0.00811519j -0.0136777+0.0018964j -0.0171697-0.0063486j -0.0214374+0.00361407j 0.00497974-0.00386702j -0.0063267-0.00796983j 0.00758568+0.00111788j 0.00443341-0.00960323j 0.0133533+0.00569381j -0.0187751-0.0253995j 0.0202085-0.013555j -0.00828263-0.00174065j -0.0133499+0.0162621j 0.00727883-0.0144627j 0.0106042+0.00372072j -0.00550904-0.0168906j 0.00289813-0.00550323j 0.0210794+0.00548645j -0.0191497-0.00158467j 0.00952677-0.00167062j 0.00362811-0.00434414j 0.00925691-6.07735e-05j 0.000536654+0.00592414j 0.00825552+0.0132011j 0.00666229+0.00164341j -0.000831402+0.0209476j -0.0170104-0.00705589j -0.000933624-0.00568413j -0.00377917-0.00519111j 0.0166886-0.0127426j 0.0109352-0.0247045j 0.0104729-0.020393j 0.00218326+0.0239155j 0.0140237+0.0159949j -0.014876-0.00194972j -0.00223368+0.00290207j 0.00502786-0.0160543j -5.82726e-05+0.0256931j -0.0186063-0.000519434j -0.00628198-0.0186394j 0.00860692+0.015442j -0.0185747-0.018107j -0.00219039-0.0047306j -0.0042007-0.0145778j -0.00626181+0.0195713j -0.0149348-0.00274607j -0.00410347-0.0263358j 0.00330396-0.0132937j 0.00191923-0.0212455j 0.00537657+0.00981825j 0.0163462+0.0259458j -0.00436377-0.00555607j -0.00279824-0.0014686j 0.00764033+0.00947089j -0.0083236-0.00929324j -0.0264169-0.0194366j -0.0205153+0.00252478j 0.0495766-0.0289819j -0.00608612-0.0194827j 0.00681804-5.75836e-05j 0.00802393+0.026445j 0.00663072+0.0262759j -0.0212381-0.0383219j 0.00951333-0.0118972j 0.0255829-0.000393182j -0.0130609+0.0640434j -0.000369283-0.021789j 0.0414043-0.025844j 0.0274969-0.0102615j 2.85188e-05+0.0147243j 0.00788951-0.000594425j 0.00769577+0.0153782j -0.00771361-0.0171909j -0.0470946+0.00289959j -0.0217519+0.00475868j -0.00626391-0.012261j 0.00438053+0.0364394j 0.00997037+0.00405824j 0.0197807-0.00461092j 0.00505906-0.00888521j -0.0230048+0.00528711j 
0.010195+0.00145827j -0.00103756+0.000802496j -0.00302336-0.00291287j 0.00258419-0.0098887j 0.00280762-0.000609091j -0.00320476+0.00117405j 0.00128702-0.00953453j 0.00235374-0.00554271j -0.00302107+0.00795307j 0.00879062+0.000878701j -0.0136945-0.0132986j 0.0111901+0.00416492j 0.0127203+0.00535005j 0.0346911+0.00351582j 0.0345676-0.00173718j 0.00790577+0.0079744j 0.0150037+0.00204214j -0.0159228-0.00679209j 0.00138564-0.00443508j 0.00423181-0.00112571j 0.00651286-0.0045274j -0.00570542+0.00915693j -0.00732055+0.0106216j -0.00476415-0.00383839j 0.00533335-0.000112707j -0.00465659+0.00258181j -0.00706396+0.0087473j 0.00257584-0.00727925j -0.00427319+0.000273516j -0.00962861-0.0102581j -0.0138926-0.000700151j -0.0413771-0.00686157j -0.00849455+0.00277579j 0.00593899+0.00721282j -0.00688233-0.0170871j 0.00361546+0.00601127j 0.00353597-0.00296421j -0.00632041+0.0113623j 0.0125114+0.00962495j -0.00777368+0.0147134j -0.00602451-0.00558106j -0.00769737-0.00248139j 0.00507198+0.0128596j 0.00170257-0.000322676j 0.00969541-0.0158926j -0.00626902-0.0194533j -0.00144103+0.00595626j 0.0159475-0.000179293j -0.00853563-0.0197409j 0.00242072+0.0146797j 0.0126746-0.00955519j -0.0035721+0.000447455j -0.00572064+0.00717536j -0.0076885-0.013455j 0.00713449+0.00340011j -0.0185684+0.000348761j 0.00524483-0.00965365j 0.000567264-0.011197j 0.0122344+0.0300833j -0.00933452+0.0157468j -0.0136219-0.0101121j 0.00552012+0.00196103j -7.84571e-05+0.000490461j 0.00816481+0.00527168j 0.00814665+0.026537j 0.00422189+0.00075393j -0.00247994-0.00877525j -0.00603996+0.0192164j -0.000252961-0.00495478j -0.0103935+0.000961563j -0.00557847+0.00252737j 0.0236106+0.000133068j 0.00266396-0.00949885j 0.0253029-0.00711883j -0.00433339+0.0157723j 0.00828098+0.0036802j -0.0120057-0.0158565j -0.005338-0.00466205j 0.00369694-0.0153949j -0.00596849+0.0283243j -0.00249681-0.0179621j 0.0108736-0.021437j 0.0129753+0.0203058j 0.000712215+0.00511284j -0.00832302+0.00584697j 0.0134696+0.00665471j 0.00586531+0.00215018j -0.0110304+0.00283128j -0.019734+0.0103619j 0.00403833+0.014857j 0.00995969+0.0213452j 0.0250616-0.00134305j 0.00269182+0.00470558j 0.0157052-0.00398385j -0.0109564-0.00546989j 
-0.000799618-0.00952624j 0.00830968+0.00727983j 0.0201221-0.00495118j 0.00283348+0.0130961j -0.00115685-0.00432048j 0.00241918+0.00258244j 0.00344982+0.00151857j 0.00112153+0.00408132j 0.000747825-0.0195578j -0.00262679+0.0231406j 0.0105756+0.0137918j -0.0218459+0.0169756j -0.00883173-0.00783436j 0.0171542+0.011299j 0.0349275+0.00121045j 0.00656686-0.00502338j 0.0190502-0.00560136j -0.00784154+0.0134073j -0.0076399+0.0132704j 0.0117928-0.0155226j 0.0191376+0.00109365j -0.0157376-0.00258894j 0.00901703+0.00423548j -0.00835307-0.00722264j 0.00589165+0.000243044j 5.40871e-05-0.0283666j 0.00567277-0.0178145j -0.00404078+0.00680434j -0.00420685+0.00791918j -0.00601279+0.0151868j 0.00638643-0.00965883j -0.0180212+0.00920529j -0.0129872-0.00797164j -0.00221159+0.00279247j 0.00833031+0.00740719j -0.0124483-0.0208408j 0.0131034+0.00648028j 0.0153638+0.0182492j -0.0102859-0.0270602j -0.00291794-0.00867982j -0.0050969+0.0118801j 0.00345692-0.0114663j -0.00341937-0.00674708j 0.00579619-0.00775448j 0.000826545+0.0220477j 0.00618899+0.0095569j 0.00160388+0.0110367j -0.0191939-0.00300128j 0.00739304+0.0332017j 0.00191287-0.00162791j -0.0134566-0.0012213j 0.0193166+0.0146611j -0.0161383-0.00790184j -0.00093484+0.000966642j -0.000951535+0.00725844j -6.59114e-05-0.00830826j -0.00692466-0.00153847j -0.00717263+0.0116048j -0.0141532-0.0089757j -0.0130608-0.0300273j 0.00810873-0.00477899j -0.0114615-0.0179935j -0.0262742-0.00646318j -0.0202416+0.0122741j 0.00912712+0.00392803j 0.006296-0.0240346j -0.0159429+0.0234173j 0.0302279-0.0179484j 0.000125066-0.00552122j -0.0029411+0.000582058j -0.0265449+0.0149148j -0.00421552-0.00570801j -0.0125059-0.0052376j -0.00464607-0.00230005j 0.0133401+0.0269887j 0.0158875+0.0277171j -0.0111274-0.00880254j -0.0154185-0.00987691j 0.01631-0.0267998j -0.00396216+0.00344534j 0.00953921-0.0186834j 0.0270683+0.00257464j 0.0206507-0.00703379j 0.00336357-0.0232059j 9.81987e-05-0.00935149j 0.0153103+0.0154932j 0.0125805-0.00763343j 0.00235332-0.0225384j -0.00320483+0.00405037j -0.0115266-0.00820976j 0.00253201+0.0117013j -0.00294745-0.00948032j 0.028821-0.0113385j 0.00170908-0.00694079j -0.0104024+0.00162447j 
0.00847795+0.0110104j -0.0123694+0.00773279j 0.00226022+0.00357526j -0.014882+0.00802481j 0.011072-0.0137488j -0.00128802-0.00872665j -0.01939+0.0109295j -0.012633+0.025346j -0.00387397+0.00291709j 0.000224292+0.00653006j -0.0127033+0.00870151j 0.0126188+0.0128755j -0.00112284-0.00369053j -0.0135369+0.00853261j -0.00936501+0.00700597j -0.00410242+0.00249013j -0.0232855+0.0158029j -0.0158572+0.00152937j -0.00707925+0.0161618j -0.0180102+0.00322852j 0.0108828-0.0141292j 0.0024595+0.0177186j -0.000378699-2.72289e-05j 0.0127933+0.0202658j -0.0106929+0.00278234j 4.80999e-05+0.0106016j -0.000461563+0.00370666j 0.00267345+0.00381122j -0.0027298+0.0228793j 0.00446529-0.00629352j -0.00179805-0.0139055j 0.0134344-0.00643617j -0.00869801-0.0120198j -0.00449354-0.00612953j -0.00172992-0.00504484j 0.00800374-0.00698593j 0.00898383-0.00260953j 0.00293804+0.00673782j -0.00240093-0.00677629j -0.0138607-0.0180531j 0.00820308+0.00613203j -0.0113421+0.0122723j 0.0124822-0.018909j 0.00083469+0.0301085j 0.00904032+0.0176747j 0.0108066+0.00811462j 0.0123919-0.0142732j -0.0236418-0.0234795j 0.015696+0.0341713j 0.0118821+0.0154292j 0.00295807-0.0113081j 0.00744012-0.00914228j -0.0071276+0.00104329j 0.00702908+0.00381041j -0.0106887-0.00840784j 0.00590536+0.00853295j 0.00796098+0.00650534j 0.0108741+0.00225224j 0.00504326-0.00477769j -0.0210092+0.00129587j -0.0314672-0.000726172j -0.00961419-0.0136944j 0.00623281+0.0230202j -0.0284164-0.0194273j -0.00634355+0.036197j -2.69743e-05-0.0239998j -0.0185574+0.0138333j -0.00613712+0.0254895j -0.0128747+0.000862736j -0.0143114-0.0197173j -0.0137276+0.0131592j 0.0328273-0.0109125j 0.0134-0.00583584j 0.023051-0.0183496j 0.0120036-0.00627303j 0.0188716+0.0322059j 0.0161404-0.0213387j -0.0133082-0.0148189j -0.025131-0.0463964j 0.0227659-0.0208068j -0.0144259-0.0203851j 0.0240054-0.0320218j 0.0317748+0.00892284j -0.00685727+0.00359114j -0.0442016-0.0208122j 0.00413502+0.0388635j -0.00581807+0.0115187j 0.0235451-0.0181829j 0.000535101-0.0147126j 0.00659661+0.0155619j 0.0185653+0.0104136j 0.0200834-0.0221347j 0.0421322-0.00535915j 0.0249677-0.00118626j -0.0028593-0.00728057j 
-0.0007356-0.000536103j -0.00166172-0.00536028j -0.00560113-0.00624348j 0.0116595-0.00862911j 0.0066172-0.00253859j 0.0093754+0.0026153j 0.000103065-0.00321914j -0.00420673-0.00683842j 0.000370164-0.000634362j 0.00652571-0.00786596j -0.00271499+0.006828j 0.0278143+0.0166007j -0.000736135+0.00056058j 0.0173655+0.000458059j -0.00989968+0.00818331j -0.0140766+0.00753482j -0.0052811-0.0162588j 0.00676941+0.00434309j -0.000793254+0.00263497j -0.00694488+0.0137703j -0.0144157-0.00591228j 0.0169223+0.00540605j -0.00185926+0.011435j -0.00536031-0.00732947j 0.00278864+0.00305611j 0.00643009+0.00398106j 0.00406369-0.00218342j 0.00182792+0.0122979j -0.00692894-0.00116011j -0.00613122-0.0103661j -0.0131513-0.0104232j -0.00924637+0.0111176j 0.00422835-0.00597081j 0.00321515-0.0194266j -1.97394e-05+0.020466j 0.00625933+0.00209423j -0.00159427+0.0245472j -0.000811985-0.0289534j 0.0178439+0.0216029j 0.00521188-0.0144794j 0.00733953+0.00301699j -0.0140811-0.00945956j -0.00385551+0.00884883j -0.0168347-0.000643983j -0.00498578-0.0287682j -0.0137216-0.0187597j -0.00970867-0.00511489j 0.00645102+0.0184986j -0.0101431+0.00805943j -0.00420987-0.020811j 0.00972733+0.0118591j -0.0196684-0.00797382j 0.00848356-0.010084j 0.00658341-0.00840655j -0.0128713+0.00809264j 0.00916731-0.00065074j -0.00851964+0.00279096j 0.00358673-0.00149796j 0.00273702-0.022689j 0.0103497+0.0127193j -0.0144907+0.00116815j -0.00381502+0.00146461j 0.0157042+0.00657786j 0.0118211-0.0193081j -0.0188288-0.0240509j -0.0191-0.0116684j -0.00273481-0.0293027j -0.00907581+0.00849118j 0.0235156+0.0187679j -0.000514838-0.0166034j -0.000858204+0.0116034j 0.0152405-0.00685205j 0.0061965+0.00533859j -0.0134112+0.00531901j -0.00253944-0.0281708j 0.00763719-0.0135147j 0.0241022-0.0161171j 0.0116993+0.00686776j -0.009611+0.0185039j 0.0260107-0.00715626j 0.0154124+0.0358514j -0.0287956+0.00565043j -0.0213733-0.00533987j 0.0105516+0.00998655j 0.00316695-0.0265595j -0.004352+0.023606j -0.0140951-0.0181767j -0.0175818-0.00759711j 0.025489-0.00166451j -0.0040996-0.0142537j 0.00399148+0.0156337j -0.00821391+0.00226227j 0.0271364-0.0127367j 0.000606757-0.00103737j -0.013827+0.00278675j 
-0.00465144-0.000295682j 0.00480488-0.00354015j 0.00315574+0.00368535j -4.94246e-05-0.00239021j -0.00413989+0.00257471j 0.000806672-0.00205316j -0.00017267-0.00770304j -0.00608069-0.00562163j 0.00413531+0.0012183j 0.00247828-0.00662234j -0.0154489+0.0094522j 0.00525147+0.0161297j 0.0025183-0.00525496j 0.000143523-0.00400663j -0.015146+0.0102715j 0.00296342+0.00809756j -0.00993696-0.015659j -0.00466729+0.00286714j 0.00219679+0.0162617j -0.00519365+5.85681e-05j -0.00343381+0.00268144j 0.00536744-0.00468424j 0.00639848-0.00872306j -0.00188686-0.00723702j -0.00209708+0.00481696j 0.00366091-0.00638705j -0.00424263-0.00383648j -0.00502786-0.00965867j -0.00294417+0.00168322j -0.0020553-0.00361983j 0.00276297-0.000567562j 0.0118109+0.00404628j 0.000434822+0.00278385j 0.00126004+0.00182655j -0.00365797-0.0170073j 0.00188982+0.011067j -0.000852326-0.0100516j 0.00471494+0.00381051j -0.00168999-0.00471599j 0.00664731+0.00580733j 0.00199963-0.00852935j 0.0182173+0.00818038j -0.00931127-0.00878096j -0.00547376+0.0180738j -0.00356592+0.00559794j 0.00191496+0.00725671j 0.018837-0.00405325j -0.00214302-0.0114022j 0.00251986-0.0246615j 0.00284+0.0156216j -0.00294127+0.00279313j 0.00196778+0.0145524j -0.00688658-0.00453316j 0.00526042-0.00791457j 0.00683102-0.0129968j -4.26569e-05-0.025638j -0.0141385+0.00861471j -0.00954199+0.00203655j -0.000628356+0.00457023j 0.0176666-0.0136078j 0.0286076-0.00266673j 0.000372088+0.00662124j 0.013069+0.00361351j 0.00180288+0.000215411j 0.00269662-0.0164855j -0.00633504+0.0158838j 0.00728688-0.00337444j -0.00536997-0.00575938j 0.0197322-0.00372367j 0.015598+0.0173432j -0.0168528+0.0197777j -0.00102257-0.0139327j -0.0114956-0.00483835j 0.00357056-0.0092858j 0.00310392+0.00487174j 0.0193281+0.00675209j 0.0055907+0.0123783j -0.018041+0.0116635j -0.0145808+0.00247771j -0.0139103-0.0193383j 0.0164426+0.0199416j -0.0111767-0.0105659j -0.00390435+0.0222599j 0.0114399+0.00708579j -0.00715173-0.0209024j -0.0106915-0.013868j -0.014129+0.00864048j 0.00752817-0.00649669j 0.00586013+0.00989536j 0.00164558-0.00697505j -0.0071861-0.0102997j 0.00108249+0.00123811j -0.0116856+0.00264762j -0.00818461+0.00154262j 0.00384752+0.00231881j 
0.000448736-0.0114735j 0.00569277+0.00464948j 0.0100173-0.00594176j 0.0170878+0.00872085j 0.00669871+0.0138149j 0.00465365-0.0150655j 0.000599369+0.0204506j -0.00295066-0.00139596j -0.00165347+7.97871e-05j 0.0157998+0.0142698j -0.00328131+0.018718j -0.00419716+0.000902391j 0.00705262+0.0111419j -0.0102081+0.0170559j 0.00501306-0.0122359j 0.0124953-0.00685739j -0.00665696-0.00782752j -0.0016338+0.00886161j -0.00252287-0.00806333j 0.0124905-0.00594816j -0.0102444-0.00361707j -0.0106659+0.00121619j 0.000792233+0.00880969j -0.0130754-0.00848501j 0.0234262+0.00677607j 0.0038559-0.00390094j 0.00767077+0.013137j -0.00640714+0.0154531j 0.0014813+0.00867087j 0.000122037-0.00194489j 0.00815588-0.00372662j -2.30498e-05-0.00401283j 0.00208501-0.0150343j 0.00386739+0.0061785j 0.0141191-0.0253339j -0.00411105+0.011797j -0.0136909-0.0192861j 0.0129638+0.0131418j -0.00706168-0.0190197j 0.0144734+0.0194194j 0.0101888+0.01672j 0.000256026+0.00284729j 0.00644398+0.00886537j -0.00777325-0.00155429j -0.0123892+0.0078327j 0.0113103+0.00545837j -0.0134944-0.00656144j 0.000627426-0.0116643j -0.00428399-0.00140643j -0.00905937+0.0111027j -0.00851534-0.0120432j -0.000363439-0.0171629j 0.00599398+0.00378605j -0.0155684-0.0158922j -0.0102654-0.00402135j 0.0191038-0.0125541j 0.00096573+0.0173186j -0.00427987-0.00659662j -0.00328471-0.0210718j -0.0050282+0.00522218j 0.0202801+0.0291696j 0.013263+0.00882563j -0.0373182-0.0206105j 0.00599116+0.0113031j -0.0208109-0.0306697j 0.00358295-0.0165271j -0.0238824+0.0141855j 0.0243608-0.0469008j 0.0145038+0.0177817j 0.00661795-0.0103691j -0.00286427+0.00225101j 0.00113944-0.0257926j 0.00202532+0.0174965j -0.0535361+0.0240275j 0.0120039-0.00811472j -0.00816307-0.0145222j 0.0170197-0.0244679j 0.0251228-0.00576863j 0.0274913+0.0261291j 0.0138968+0.0204838j 0.0225386+0.0415162j -0.00693068+0.0523836j -0.0196435-0.0624194j 0.00653854-0.027626j 0.0429435-0.0258081j 0.0117581+0.037631j 0.00554718-0.0505209j -0.0448485+0.00748551j 0.0339381-0.00199526j -0.0267036-0.0260593j 0.00074506+0.0266179j -0.048519+0.00501644j 0.0421673-0.0274935j 8.21772e-05-0.00595306j -0.0233535+0.0077975j 
0.00648372+0.00934452j -0.00711738-0.00232777j 0.00677723+0.00969068j -0.00216687+0.00154651j -0.00695696-0.00941395j -0.00394696+0.0021073j -0.00886713-0.0122611j -0.0170904-0.00876866j 0.00152645+0.00857192j -0.00422116-0.0046795j 0.0287926-0.0126329j 0.015861+0.0112926j -0.0312128-0.0194488j 0.0270708+0.00107631j 0.0014932-0.00537834j -0.0369458+0.00206894j 0.0130688+0.0037188j 0.00886745-0.00334478j -0.0212371+0.00773253j -0.0148281+0.000175445j 0.00686769-0.000770207j 0.00188268+0.00186841j -0.00331817-0.0132675j -0.00364443+0.00178992j 0.0042885+0.00332807j -0.00429633-0.0351809j -0.00260681-0.0405108j -0.00129728-0.0209229j 0.00470149-0.0244436j 0.0021281+0.0277094j -0.000885679+0.0145203j 0.00901985-0.00229751j 0.00279324+0.0294059j 0.00613067+0.042143j 0.00724486+0.0102459j 0.0123212-0.0242354j -0.0159232+0.0302834j -0.0203326+0.0107439j -0.00150361+0.0138795j 0.00379004+0.0110536j -0.0042434+0.0141726j -0.00240649+0.00460693j -0.00183525-0.00836402j 0.00247425-0.0188522j -0.0123241-0.0151709j 0.00948218-0.00114418j 0.00275708+0.00849665j 0.00211459-0.0103764j 0.000373468-0.0140511j 0.00390201-0.0121351j 0.00113165+0.0208724j -0.00269857-0.000118511j 0.0108001+0.0108809j -0.00012746-0.000405693j 0.00241266+0.0140742j 0.00786398-0.000498706j 0.00187725+0.00876138j 0.00120145-0.00356016j 0.00696704+0.00324703j -0.003854-0.00371934j 0.00751664-0.000524891j -0.0110374+0.00252419j 0.0169587+0.00395407j -0.00281587-0.00678932j -0.00632303-0.00263897j -0.0183302+0.00900054j 0.00517475-0.00697826j -0.0024363-0.00496172j -0.0040277+0.00867631j -0.0166537-0.0311128j 0.00633961-0.00629335j -0.00267551-0.00682101j -0.000435946-0.00522529j -0.0171878-0.0109139j 0.00474326-0.0132954j -0.010215-0.00410465j 0.0152128-0.0162582j 0.00737301+0.00247268j -0.0124151+0.0470914j 0.0119938+0.0245106j -0.000734045+0.0315052j 0.000778807+0.0234492j -0.0104663-0.0143172j 0.00336644+0.0121987j 0.0125289-0.0199286j -0.0126957+0.0140507j -0.0225069-0.000300904j -0.0363837+0.0169979j 0.0130111-0.0085298j 0.00199698-0.00624609j 0.00386143+0.00128974j -0.0154268+0.00427112j 0.00416411-0.00609903j 0.00193176+0.00567966j 0.0016534+0.00077481j 
