-0.0238912+0.0574946j 0.0194727-0.0306813j 0.0362131+0.00585193j -0.032576-0.0412205j 0.0104477-0.0269221j 0.0181345-0.0257893j 0.0304149-0.0298167j -0.0414614-0.0351754j -0.0306888-0.0300755j 0.0240702+0.00686951j 0.0159679-0.000715069j 0.0286082-0.0354739j -0.0606597-0.0604594j 0.0213121+3.95527e-05j 0.0419268+0.00101566j 0.0141818+0.0258038j 0.014221-0.0120541j -0.0164934+0.0337103j -0.00641061+0.03962j 0.0030023-0.0182386j -0.0137474-0.0272453j 0.002887-0.0587076j -0.02425-0.0109825j 0.00440544+0.0143673j -0.0324516-0.0084823j 0.00842248-0.0230181j -0.0134038-0.012106j -0.0159521-0.0258834j 0.028367-0.0681016j 0.068508-0.0251964j -0.0212481+0.0844694j -0.0144675-0.0583818j 0.0317845+0.0341875j -0.0141977+0.0176375j -0.0128839+0.0283237j 0.0285102+0.0499538j -0.0168664-0.0465956j 0.0137446-0.0145588j 0.00967085-0.0154652j -0.00721652+0.0256978j 0.0939468-0.0174379j 0.0253991+0.00365943j 0.0190268-0.0758089j 0.0554052+0.0587663j -0.0496351+0.13029j 0.00685378-0.0271676j -0.0554478+0.0085225j 0.0331757+0.0431604j -0.0381059+0.002842j 0.0447536+0.0455616j -0.00721184+0.0304575j -0.0395165-0.015112j -0.0608909+0.0280464j 0.00598685+0.00914625j 0.0384875-0.00250462j -0.0289749+0.117889j 0.0119865+0.0850087j -0.0849658+0.0427511j -0.0418434+0.0284174j -0.099909+0.0632667j 0.0242562-0.000815267j 0.121517+0.0246837j -0.0117009+0.0157225j 0.0101248+0.00633892j -0.0208778+0.00788579j 0.02118-0.0247003j -0.017225-0.023434j 0.0299281-0.0084711j 0.111954-0.245579j -0.221833+0.139817j 
0.0840676+0.0694668j 0.0351829-0.00966808j 0.0241165-0.0646028j -0.0452428-0.0825998j -0.00630034+0.0847599j -0.0545767+0.0124463j 0.0737227+0.0881916j 0.0845869+0.0185103j -0.0233742-0.00772829j 0.0446392+0.0303314j -0.00300259+0.0803604j -0.01441+0.0310622j -0.025032+0.0291531j -0.00606133-0.0502375j 0.0604405-0.0547777j -0.0305323+0.0705479j 0.0242679-0.00310635j 0.0601318+0.11894j 0.0616543-0.0923046j 0.00984266-0.0830532j 0.0680365+0.054642j 0.0598976+0.0754542j -0.0439048-0.0267581j -0.0105829+0.00373465j 0.0575235+0.0309392j 0.0205784-0.0260959j 0.0768848+0.0821606j 0.0311312-0.053623j -0.0821709-0.0348952j 0.0195217+0.00737853j -0.0440085-0.00541853j 0.108339+0.15372j 0.00408766-0.0293739j -0.00504694-0.0351221j 0.100988-0.0476974j 0.04787+0.123483j 0.0943921+0.0573325j -0.0487308-0.0386792j 0.0412533-0.107843j 0.129374+0.0424363j -0.0539541-0.0346136j 0.0395514-0.0416337j 0.000490527-0.0723294j 0.0127501-0.0443225j -0.132373+0.0231898j -0.0446923-0.0188673j 0.00443183+0.0159671j -0.0936418+0.056109j -0.0365847-0.037623j -0.0159844-0.0813282j 0.123077-0.0659824j 0.026269-0.0116622j -0.00528949-0.027761j 0.0400114-0.00812182j 0.0960282-0.0235647j 0.00387093+0.0718321j 0.0527426+0.00779421j -0.0637375+0.0391285j -0.129051-0.02812j -0.0555998+0.0677507j 0.0146908-0.0492897j -0.0742879-0.0261376j 0.0571584-0.0419429j 0.0467595+0.00634647j -0.0812465-0.00552919j 0.0762859+0.00185214j 0.0311085+0.0345126j -0.0687536+0.0200773j 0.0348713-0.0557147j 0.0192954+0.0107937j 
-0.0831766-0.0603601j -0.0643465-0.121319j 0.093082+0.130436j 0.120495-0.00464088j -0.0173528-0.0712398j -0.0416246-0.046686j 0.0374945-0.04042j 0.0509686+0.0145816j -0.0676145-0.00185024j 0.118562+0.0799219j 0.170432+0.0640747j -0.0163987-0.00438402j -0.0264495-0.0444752j -0.0656647+0.00511225j 0.0286787-0.0781087j -0.0144179-0.0242542j -0.077764-0.0195448j -0.0826031+0.104607j 0.0150907+0.0577705j -0.126432+0.0194847j -0.0443203-0.0938593j 0.0339928+0.074898j -0.0192021+0.0325354j -0.0259352-0.0373738j -0.10174-0.0551073j 0.0213495-0.0423725j -0.0137546-0.0144241j -0.0297757+0.00171617j -0.0951842+0.0394005j -0.0109791-0.0329864j 0.0149647+0.0355013j 0.000561364+0.0514896j -0.0385777+0.0753826j 0.00259723-0.00495768j -0.0219651-0.0681157j 0.0130576+0.0346258j 0.0208389-0.0467794j 0.103258+0.0426145j -0.0288748+0.0488942j 0.00210409-0.0491922j 0.0467691+0.0451585j 0.0102285+0.0478153j 0.0534173-0.0570037j -0.00470964+0.0927965j 0.0645797-0.0224583j -0.0390353-0.000584029j 0.0412624+0.0021837j -0.0674087-0.0233091j 0.0355403+0.0225905j -0.053187-0.000846097j 0.0279427+0.0456761j -0.011335+0.0446323j 0.0311141-0.0137469j 0.0337559+0.0378919j -0.0784229-0.0233763j -0.0421622+0.0914211j -0.0740271+0.010758j -0.0735986+0.0667342j 0.0210197-0.0311188j -0.0475691+0.0250457j 0.0815519-0.0525178j -0.0479227+0.0936012j -0.0143286+0.00750962j -8.87323e-05-0.00591895j 0.0118169-0.0108269j 0.04652-0.0321934j 0.0663986-0.00568221j 0.0234169+0.0492776j -0.0505626-0.0840272j 0.0234069+0.0290967j 
0.0826007+0.142892j -0.128085-0.0558272j 0.194389+0.00530108j -0.0880871-0.172987j 0.00160719+0.0630916j -0.0665417-0.0722848j 0.00450243+0.175894j -0.0779495-0.0186365j -0.129772-0.0369439j 0.140222+0.052916j -0.0422787-0.0709509j 0.0704314-0.00900916j 0.00771253-0.00839724j -0.0527345+0.0780771j 0.0871648+0.0147641j -0.0292897-0.0849193j 0.0673689-0.0412851j -0.0439877+0.0232005j -0.028117-0.0229504j -0.00709272+0.0165162j 0.155615+0.0771758j -0.0229938+0.0260645j 0.00559785+0.0884019j -0.00839081-0.0171014j 0.0199623-0.0688648j 0.0154199+0.0384372j 0.0405471-0.0381328j -0.0131259+0.0331489j -0.0513111-0.0628222j -0.118934+0.0209242j 0.092268-0.0593251j 0.0215827+0.00707882j 0.122636+0.0242361j 0.0306362+0.0306475j 0.0427752+0.0389653j -0.0419886+0.0190714j -0.00558991-0.0225864j 0.0538365-0.00324183j 0.0180994-0.00180719j -0.0315698-0.0873488j 0.013172+0.000715842j 0.00276715-0.00709521j -0.12251+0.131933j -0.280582-0.021851j -0.127445-0.0182684j -0.0701068-0.0269299j 0.00246545+0.00119953j 0.0201677-0.033516j -0.029537+0.00892994j 0.00784967-0.0245063j -0.00125422-0.0136578j -0.00443182+0.00170095j 0.0215102-0.00778348j 0.0332633-0.0135866j 0.0427751-0.0355949j -0.038099-0.0436906j 0.0159717+0.0427835j -0.0015227-0.0414671j 0.030293+0.0747526j 0.0178123-0.000459526j -0.000587101+0.0522239j -0.0319713-0.0289187j 0.00464884-0.0765818j 0.00176587-0.00560564j 0.00199711-0.0645592j -0.0407114-0.0189036j 0.0655892+0.0283142j -0.0761416-0.0332699j 0.0149927+0.0308034j 0.0576473+0.00408619j 
0.040239-0.0168734j 0.113404+0.105306j -0.0777619-0.145738j -0.0835558+0.048269j 0.0336321+0.00898781j 0.0651802+0.0739499j -0.0300613+0.0585055j -0.0269238+0.027563j 0.123045+0.0197535j -0.0934352-0.00863476j -0.111791+0.00876848j 0.0326409-0.0678122j 0.0124392+0.0705939j 0.0308233-0.0412241j -0.0983329+0.0268725j -0.000306956-0.00976336j 0.0414467+0.0724787j 0.0433996+0.0269275j -0.0245913-0.0324671j 0.0739588+0.0510271j -0.0418316+0.0155445j 0.018247-0.121558j -0.00929073-0.0330575j -0.0313464-0.00115968j 0.0432496+0.0471369j -0.0254619+0.0316851j 0.0188998+0.016462j 0.007292-0.0294934j 0.0623343+0.0053389j -0.00835232+0.0375738j -0.0285176-0.0108254j -0.0658342-0.0103509j -0.00307649-0.0286272j 0.0015606-0.0257759j -0.000512141+0.0283053j -0.0477654-0.0362179j -0.0213595+0.0355648j -0.0777503-0.0380733j 0.0340465+0.0710912j 0.0642714+0.119892j -0.0928716-0.0651472j 0.0508856-0.0255643j -0.0709701-0.0789318j 0.0146413-0.0547128j -0.0447875-0.0434452j 0.00746587-0.0424672j -0.0915943+0.0133662j 0.0595406+0.0191064j -0.00563445-0.0223787j 0.0369204-0.029583j -0.0363133-0.0479503j -0.00683922-0.0147777j -0.0623564+0.00497412j -0.0465693-0.00806182j 0.004435+0.00919808j 0.0037377+0.00697518j -0.0248751+0.00208146j 0.0844217-0.00656537j -0.0328107-0.0167952j 0.0143789-0.0128564j -0.0799813-0.0149454j 0.0838055-0.0204979j 0.017711-0.00240254j -0.0182163+0.0443219j -0.0020802+0.019177j 0.0152842-0.0247589j -0.0606205+0.00718378j 0.0390204-0.020215j 0.0339499+0.0213253j -0.0107685-0.0188654j 
-0.088138-0.0944968j -0.0279654-0.0424577j -0.0332083+0.0798262j 0.0864771+0.0418705j 0.0736799-0.00194424j 0.0433555-0.0471374j -0.00993815+0.0662405j 0.0679337-0.0729184j -0.0380433+0.0553156j 0.0500325-0.0261392j -0.0087219+0.0274724j 0.0407376-0.0759757j 0.0293426+0.0230791j -0.0145181-0.0401807j -0.0256272-0.0225342j 0.0208471-0.0107913j -0.0893901+0.0633584j 0.0619793+0.0482693j 0.0151855+0.0250028j -0.0325692+0.0313659j -0.0348386-0.028244j -0.0152705+0.00412585j -0.0285195+0.0351882j 0.0253786-0.00600381j -0.0682336-0.0237491j -0.0136478+0.0102107j -0.0189645-0.039494j -0.0413172+0.0448259j -0.0235088-0.0549896j 0.0322178+0.00462737j 0.0237712+0.065431j -0.00717808+0.0160168j 0.0303323+0.0159208j -0.0254083-0.019678j -0.0235902+0.031711j 0.0325639-0.0195601j -0.0218723+0.0656727j 0.0418103-0.00287223j -0.0414712+0.0258522j -0.0666718+0.0129161j 0.0228416+0.0030288j 0.0627707-0.0312748j 0.107917-0.0731932j 0.0234077+0.0300484j -0.0270995+0.0647521j 0.0322403-0.00192914j 0.038416+0.0355229j -0.0209287-0.0476843j 0.0265413+0.0175943j -0.00851901+0.0799454j 0.0298077-0.00135672j 0.00393784+0.0114443j 0.0223567+0.0388772j 0.0324813+0.0021925j -0.0277054-0.0333014j -0.0137808+0.0582167j -0.00442279+0.00619719j -0.0394976+0.0123652j 0.0301797+0.00697188j -0.0135683+0.0105828j 0.00342989-0.0502614j 0.0220864-0.0190948j -0.00224859+0.0191999j -0.00546958-0.0167695j 0.0209411-0.00486749j -0.064966-0.0502386j 0.0378191-0.00311566j 0.00110411+0.0245199j -0.000737456-0.0419181j -0.0438639-0.0147568j 
0.0272529+0.00278133j 0.0510001+0.0277374j -0.0121935-0.0522809j -0.00410404+0.0100483j -0.0153369-0.011143j 0.0047818+0.0239552j -0.00195399-0.0486555j 0.0244117+0.0347142j 0.0199484-0.00444319j -0.0512734+0.0358797j 0.0257249+0.0253558j -0.0129776+0.0357819j -0.00890127-0.0270178j -0.0142246+0.024394j -0.00623296+0.0018931j -0.0112329+0.0268177j 0.0354471+0.0262817j -0.0121042-0.0296936j 0.0101411-0.00716235j -0.0165062+0.0105682j -0.0376057+0.00881955j -0.00655285+0.024903j -0.0069853-0.030057j 0.00556625+0.00604809j 0.0313749+0.0340772j 0.0263321+0.00806706j -0.0241046+0.00384843j -0.00684346+0.018223j -0.017724+0.00192725j 0.0463259-0.00295344j -0.012836-0.0361292j 0.0164393-0.0060584j -0.00409336-0.0319092j -0.0542705-0.00154934j 0.014572-0.0123986j 0.00606499-0.0326068j 0.00966304+0.0249376j -0.0376888-0.0209891j 0.00777739-0.0468482j 0.0474169+0.0268j 0.00504699-0.0175267j -0.0509781+0.0613183j -0.0131055+0.0278084j 0.0459394-0.0227384j 0.00737947-0.0246237j 0.0143595+0.000999436j -0.0174304-0.0232158j 0.00813015+0.0127737j 0.00898411+0.00394429j -0.018829-0.0393892j -0.00495566-0.00440775j 0.00526494+0.0197057j -0.00438482+0.00177989j -0.0099596-0.00706459j 0.0067868-0.0192319j -0.00469708-0.0134558j -0.00723158+0.0103266j 0.00753405+0.0328306j -0.0274708-0.0158338j -0.000890586-0.00419778j -0.00677949-0.028316j -0.000973465+0.00667315j 0.000388918-0.00613527j -0.011591+0.0182839j -0.028992-0.00437803j -0.0551179+0.0323346j 0.00397754+0.00830948j 0.00254082+0.00406617j 0.0101346-0.000659765j 0.0130854-0.00731508j 
-0.037764-0.0989784j 0.0620288+0.0242948j -0.071018+0.025281j 0.0708857+0.0784215j -0.000912342-0.0215903j 0.0360178-0.0275243j -0.00154534-0.1376j 0.0466008+0.0474268j 0.0111202+0.0374154j -0.0285415-0.0226707j 0.0644943+0.0212246j -0.0226459+0.0119755j -0.0313071-0.00330077j 0.011555-0.027277j -0.0295148-0.0222566j -0.00820178+0.0308716j -0.0162468+0.0328584j 0.023426-0.0311758j 0.0326094-0.00440157j -0.0181412+0.00479887j -0.0708067+0.00436972j 0.0419791+0.0257137j -0.0166052-0.0202339j -0.0147651+0.00400871j 0.00718806+0.0122564j 0.00296937+0.00547102j -0.0160793-0.00629979j 0.0382929+0.01517j -0.0377412+0.00250078j 0.0486979-0.00156602j -0.020215-0.00293654j 0.00554782+0.0434929j -0.0298025-0.0101988j -0.0240646-0.0776764j 0.0386904-0.000568196j 0.0295393-0.0268889j 0.024127+0.060762j -0.0391617-0.0338216j -0.0253869-0.00944822j -0.00172214+0.0617173j -0.00313158-0.00853184j -0.0165646-0.00421238j 0.0629021-0.0413763j 0.0883785-0.00140928j 0.0454837+0.0447236j 0.0232655+0.0141412j 0.00275116-0.00707551j -0.002641+0.0213368j -0.0134023+0.00322141j -0.0130513-0.0103768j 0.0123912-0.00654022j 0.0236597-0.0132653j 0.0416172+0.0129112j -0.00738255+0.0139744j -0.0301563+0.0439957j 0.0375311+0.0413725j -0.0177382-0.0218454j -0.00146868+0.0333502j 0.00663389-0.0275537j 0.0145709-0.00482219j 0.025616-0.0514448j -0.0259034+0.0139526j -0.0016149+0.01673j 0.00591778-0.00867606j 0.00317239+0.00839944j -0.0217699+0.00416275j 0.0129944-0.00692555j 0.0365646+0.0223671j 0.00862708-0.0155061j 0.016934-0.0417305j 
-0.0546886-0.0665744j -0.0212781-0.0369229j -0.0184829+0.058425j 0.0998339+0.0538202j 0.0191718-0.0297769j 0.0120332-0.00142227j -0.008164+0.0346153j 0.0388405+0.0246319j 0.0578094+0.0584368j -0.00914653+0.00153233j 0.00514409+0.0278588j -0.0364465-0.0639651j 0.0107021+0.0318806j 0.0127489-0.00447418j 0.00300256-0.00393889j 0.0216513+0.00479741j -0.0412654-0.0453881j 0.0245549+0.0329986j 0.0377368+0.0423653j 0.0125342+0.0109527j -0.0440289-0.065147j 0.0440889-0.0168904j -0.00666157-0.0204904j -0.0091659+0.0114098j -0.0173159-0.0452126j -0.0110168-0.0234897j -0.00942791+0.0196237j -0.00997734-0.0177977j 0.00714525+0.0597273j 0.0126193-0.0343956j -0.0264057+0.0196686j -0.0403078-0.00402342j -0.0124656+0.0128512j -0.0077473-0.000947253j 0.032521+0.0058182j -0.0146585+0.00632853j -0.0274952+0.0243979j 0.00987291+0.0199449j -0.0185379+0.0273636j -0.0218488-0.0261117j -0.0211409+0.0167862j 0.0128774+0.00892638j 0.0192595-0.0421665j 0.0419431+0.0518186j 0.0426+0.00195927j -0.0176949+0.00448245j 0.0219749+0.0223611j -0.0114165-0.00212095j 0.00618648+0.00551685j -0.0157161+0.030218j 0.00424991-0.0154051j -0.0126643-0.00673378j 0.0407317+0.016079j 0.0247653+0.00361561j -0.0258027+0.00687475j 0.00371097+0.0175083j -0.022512+0.0104565j 0.0291124+0.0151062j 0.0476959-0.0271889j 0.0318919+0.0107785j 0.023552-0.00781373j -0.00814714+0.0396078j -0.00896368+0.0113624j -0.0182372-0.0452041j 0.0135252-0.0186138j 0.00150676-0.00614783j 0.00943654+0.00293454j 0.0274887+0.00646577j -0.0394184+0.00962091j 0.0214985-0.030689j 
-0.00700186-0.0257635j 0.0181914+0.0160142j -0.0256994-0.0126018j 0.0394797+0.0330674j -0.0120992-0.0101379j 0.0182192-0.00517978j -0.014304-0.0331176j -0.00165013+0.0136669j 0.0418305+1.69584e-05j -0.037784-0.00560578j 0.0113026+0.0294806j -0.0235197-0.00766174j 0.0069801+0.00938149j -0.017848+0.00680862j -0.0197221+0.0175336j -0.00842005+0.0123794j -0.0399473-0.00228563j 0.0390436-0.0047319j -0.0104716-0.0220108j -0.0152437+0.00571214j -0.0148205+0.00906169j -0.0349923+0.00611515j -0.00997595-0.00703653j 0.0034258+0.0141073j 0.0218238-1.22371e-05j -0.0228247-0.00604686j 0.0115997+0.0226049j -0.0243466+0.0111776j 6.99935e-05+0.00821494j 0.0369069+0.0154332j -0.0250085-0.0312472j -0.0291988+0.00279117j 0.00197104+0.0389597j -0.0237729+0.00819926j 0.0116967-0.0155297j 0.0103787+0.00505318j -0.0119485+0.0441062j -0.0158313-0.0174583j 0.00262661+0.00511413j -0.00918532+0.0152441j 0.0143097+0.0131022j -0.00589179-0.0113931j 0.0407555-0.00428944j 0.0201542-0.00847421j 0.0307782+0.0151189j 0.00186128+0.00402583j -0.0162598+0.000460159j 0.0289377+0.0223478j 0.0530385-0.0278138j 0.0031032-0.0099605j -0.00369978-0.0217539j 0.0139533-0.00112541j 0.0187662+7.81246e-05j -0.00398088+0.00129388j 0.00261507+0.0107194j 0.00139067-0.00475185j 0.00194408-0.00945116j -0.00235671-0.000548499j 0.0131422-0.016128j 0.0240047-9.91733e-05j -0.00975426+0.000802012j -0.00926844+0.00252958j -0.0488046+0.0197363j -0.0237592-0.00327645j 0.050051-0.0176948j 0.0104181-0.0024552j -0.0110981+0.00675602j 0.012677+0.00614948j -0.0145753+0.0175093j 0.00706741-0.0162146j 
0.0130315+0.0407938j -0.012536-0.0436772j 0.0454297+0.00928957j -0.00323895-0.0397206j -0.0203816-0.000660157j -0.0288524-0.0253347j 0.0269727+0.0149603j 0.0148635+0.0193624j -0.0246661-0.00272655j 0.0134848+0.0460796j 0.0201936+0.0397561j -0.016536+0.00639899j -0.0465998-0.00724684j -0.0136641+0.00698052j 0.0483818-0.0185348j -0.0103126+0.0177409j -0.00452873-0.0223583j -0.0298189+0.0096935j 0.0149816+0.0165989j -0.018698-0.034342j 0.0432426-0.00392036j 0.00916819+0.0642702j -0.000884758-0.0148988j -0.002443-0.0117239j 0.0226714+0.0164568j -0.0235453-0.0220612j 0.00406458+0.0347701j 0.00865311-0.0346788j -0.0150553-0.00202376j 0.00429236+0.0166706j 0.0251164+0.00980128j 0.00538602-0.0237231j -0.00756619-0.00981279j -0.00159866+0.0110631j 0.0119559-0.0232526j 0.0103321+0.0280891j 0.0201897-0.0243542j 0.0125937+0.0305615j -0.00697491-0.0376472j 0.0220077-0.0445729j -0.0155866+0.015866j 0.00119349+0.00828784j -0.00940575-0.00154549j 0.0283104+0.0166974j -0.000685812+0.0317257j 0.00901405+0.0143322j 0.00920517+0.00693889j -0.0037159-0.00395404j -2.88541e-05-0.0223696j -0.0102146+0.00514536j 0.0176378+0.00566621j -0.013016+0.00119282j 0.036458+0.000651716j -0.00177935+0.0055031j 0.0281586+0.00507046j 0.0319044-0.00425949j 0.0145285+0.0286192j 0.00277319+0.00703514j 0.0087509-0.00145671j -0.0118306+0.0100244j 0.0139673+0.0116408j -0.0110567+0.021729j -0.0114983-0.0327473j -0.00772028+0.0190647j 0.0057359-0.016752j 0.021311+0.00783167j 0.0185097-0.0087161j -0.0176057-0.00844795j 0.0214868-0.0259681j 0.0179327-0.00489524j 
0.0141105+0.00745837j -0.00316247+0.00360465j -0.000642436-0.00372689j -0.0111457-0.0177734j 0.00355667-0.0120143j -0.0101288-0.00366099j -0.00638185-0.0105946j -0.0159966-0.0180285j -0.0188779+0.0157332j -0.000832876-0.0117499j -0.00138768+0.000996782j 0.0118636+0.000418565j 0.0171272+0.000516077j -0.00587311-0.012182j 0.0149505-0.0147937j -0.0061601+0.00305612j 0.0115078+0.0158977j -0.00535493-0.0170197j -0.0178367-0.0400089j -0.000321812+0.0140176j 0.0138169+0.0309596j -0.0169391+0.0098706j -0.00395059-0.00781469j -0.00381333+0.00902897j -0.00439094+0.000315904j 0.0202747-0.00989206j 0.0198263+0.00448843j -0.0190948+0.00347991j -0.000163012-0.00922264j -0.0211433-0.00995392j 0.0129667-0.00130986j 0.0126349+0.0270417j 0.00685686-0.0051929j -0.0161365+0.00979863j -0.00453594+0.00142142j 0.0115191-0.00192961j 0.00956845+0.000109408j 0.00454676-0.00854585j -0.0144941+0.0290153j 0.0195506+0.00584565j 0.00448001-0.00418981j 0.0281778-0.0374583j 0.0129636+0.00519119j -0.0278022-0.0138581j -0.0165326+0.0190777j -0.0092407-0.00350936j -0.00779448-0.00200327j -0.00536922+0.0296328j -0.0176708+0.00131116j 0.00477272-0.00837487j -0.00201312+0.0131852j 0.00846067+0.0282741j -0.00638077-0.000671464j 0.00885311-0.00352272j 0.0101481-0.0103542j -0.0172834-0.0141762j -0.00268288+0.00634031j -0.00292473+0.011707j -0.000251064-0.0101531j -0.0023012+0.000652762j -0.000839709+0.00846481j -0.000995599-0.019093j 0.0113325+0.00851467j -0.0090831-0.00773299j -0.0492284+0.00710327j 0.0564203-0.0180191j -0.00875612-0.00404982j 0.00374595+0.00331154j 0.00535897+0.00103957j -0.00177561+0.000810084j 
0.0125204+0.0295886j 0.00600305-0.00517213j 0.0355015-0.0331688j 0.000286273+0.00384081j -0.0271629-0.0155444j 0.0225718+0.00299411j 0.00565518+0.0113039j -0.000516173+0.0230682j 0.0281215-0.0812226j 0.024362+0.0281111j -0.0249423+0.0571179j -0.0116685-0.0189261j -0.0844745+0.0288769j -0.0512304+0.0545157j -0.00807388+0.0579347j 0.0387898+0.00166329j -0.0839792-0.00191502j 0.0594411+0.0187729j -0.00847977-0.0489569j -0.0802087-0.0293254j 0.0900883-0.0109741j -0.0436865+0.00620525j -0.0365936-0.083202j 0.0273207+0.0194565j -0.00134812+0.105723j -0.0593315+0.0106236j -0.063075+0.0288398j -0.0337471-0.0832283j -0.00561364-0.0233881j -0.058888+0.0772488j -0.0496456+0.00213337j -0.0466589-0.0833961j -0.00841904-0.00219726j -0.019597+0.0236678j 0.071081+0.00285828j -0.0807314+0.0354851j -0.101326-0.0570277j -0.028365+0.0097058j 0.0135021+0.0245688j -0.000968246+0.00290785j 0.0636563+0.078666j -0.0149628+0.00445858j 0.00795759-0.0139425j -0.00265604+0.0100075j 0.0417444+0.0143486j -0.0165368+0.0189113j -0.0330127-0.0343393j 0.0170778-0.077333j 0.106264-0.172673j -0.0223192+0.0199984j 3.78647e-06-0.0591804j -0.0105288+0.0237838j 0.00756254+0.0125682j -0.00564856-0.0247874j 0.0207015+0.00208267j 0.00469332-0.00115789j 0.0190487-0.0276205j -0.0217287+0.0086923j 0.00147071-0.00859707j -0.0145958-0.0129106j -0.0439827+0.00428346j 0.0169841+0.00279568j -0.199515-0.0197472j -0.183193+0.00667773j 0.300469+0.0275117j 0.0184161-0.00795j -0.000973284+0.0114621j -0.00366358-0.00579254j 0.00716462-0.00304818j 0.00785856+0.00200717j 
-0.00450899-0.00658046j -0.0237346-0.0105926j -0.0234152+0.0468875j -0.00204537-0.0196019j 0.0404807+0.0325687j -0.0389568-0.0156624j 0.0155679-0.00920869j 0.00552501-0.00960312j -0.039045+0.0780224j 0.0264704-0.0200386j 0.0325233-0.0480587j 0.0104391+0.0261715j 0.104753-0.046099j 0.0578807-0.0331419j 0.0111372-0.032831j -0.0260829+0.0139276j 0.104079-0.00411992j -0.061367-0.00694103j 0.0243912+0.0183282j 0.0620674+0.0339097j -0.0494678-0.0347207j 0.0403116+0.0335401j 0.0473825+0.0489566j -0.0436063+0.0121726j -0.00234593-0.0568222j 0.0800046+0.0259373j 0.0897938-0.0399772j 0.0303845+0.0365219j -0.00988293+0.017356j 0.0524319-0.059407j 0.0407649-0.0270947j 0.0422216+0.0474809j 0.00461735-0.00305196j 0.0185619-0.0168427j -0.092659+0.00439765j 0.0944411-0.0141315j 0.0722418+0.0671688j 0.0472113-0.0074635j -0.0180097-0.0309003j -0.0214129-0.0429763j -0.0641921-0.0487906j -0.006652-0.0491274j 0.0269488+0.047827j 0.0140151+0.00710145j -0.0368154-0.0148872j 0.0107292-0.0242659j 0.00693491+0.00973973j -0.0476917+0.055206j -0.1158+0.172777j 0.00413824-0.038086j 0.00882454+0.0507547j -0.0164816-0.025955j -0.00761163-0.0128147j 0.00215539+0.011164j -0.00486327-0.0129381j 0.00759997-0.0212508j -0.0152704+0.0367064j 0.0304322-0.0104733j 0.0263821-0.00371065j 0.0133012+0.013893j 0.0144196+0.0163557j -0.0266547+0.0039368j 0.245986+0.014871j 0.202142+0.0262551j -0.319614-0.0170849j 0.0272413-0.00248323j 0.00420881-0.00493294j -0.0100798+0.00819617j -0.00115142+0.00926082j 0.00575169-0.00550151j 
-0.0108326-0.0194609j 0.00977651+0.0197392j -0.0284312+0.0126559j -0.00117823+0.0195902j 0.000880915+0.00600388j 0.00778638+0.00287634j -0.00262716-0.0239685j 0.0131918-0.0187172j 0.000583595+0.0172798j -0.0212775-0.01339j -0.00676631-0.00955689j -0.00651618+0.027829j 0.00313177+0.0140037j 0.00299206-0.00795962j -0.0145886-0.0155618j 0.00694277-0.00301975j -0.0159858-0.0126005j 0.000140506+0.013401j 0.0044162-0.0203535j -0.0122738-0.0094212j 0.00581769+0.0145469j -0.022632-0.0012898j 0.00544497+0.00439665j -0.0073401-0.014168j 0.0126499+0.0123484j -0.0209101-0.0170712j -0.0181738-0.0141918j 0.0171974-0.0266435j 0.0100249-0.00487768j -0.017254+0.00239698j -0.0125655-0.00638573j -0.0227409-0.0278727j -0.0118968+0.00949253j 0.0016814+0.0105584j 0.01091-0.0190669j -0.0125821+0.00486042j 0.00621025+0.00791565j -0.0111269+0.0128937j 0.0152024-0.0133113j -0.0155007+0.00692905j 0.00428709-0.00240133j -0.0257757-0.000579183j -0.0049391-0.0181776j 0.0160662+0.00479594j 0.00517955-0.00921949j 0.00720886+0.0177026j -0.0117915+0.00974061j -0.00571618-0.010075j 0.00500742-0.01746j 0.0255087+0.0159377j 0.000558156-0.027242j -0.00507827+0.0255105j 0.00132476+0.00282519j -0.00437529+0.00788203j 0.00610762-0.000952749j 0.0267553+0.000639849j 0.00176868-0.0141884j -0.00688904-0.0196521j -0.00922509+0.0165188j 0.0145338-0.00681076j 0.000959787-0.00104761j -0.00614067+0.00884768j -0.0361845+0.00735269j -0.0331974-0.00757893j 0.038793+0.0149011j 0.0113279+0.0212976j -0.0120319-0.00367366j 0.00899791+0.000467672j -0.00423242+0.0100857j -0.00637687+0.00304742j 
