-0.0685527-0.0866495j -0.00509669-0.0349147j 0.00129781-0.0236761j 0.0399005-0.0948631j 0.0151827+0.0214792j 0.00194287+0.0438226j -0.00746445-0.0102121j 0.0445389-0.000660259j -0.0129688+0.0226836j -0.00723239+0.0454066j -0.0234205+0.0153237j -0.00284801+0.0326953j 0.00446004+0.0198406j 0.0140522-0.00790523j 0.0010516-0.0216998j -0.00784428-0.0159031j -0.0135745+0.0255336j -0.00887205+0.0159906j 0.0156114+0.0221462j -0.0127096+0.00858043j -0.01471-0.00196848j -0.0467624+0.0213548j 0.00207944-0.0204258j -0.00443152+0.017632j -0.00102946+0.0190418j -0.000563678-0.0264796j -0.0174996-0.0214029j 0.0010643-0.017695j -0.0141667+0.0089173j 0.00050844+0.00151114j 0.016538+0.00770021j -0.0166549-0.00187896j -0.00666251+0.037323j -0.0412671+0.0161942j 0.00783061+0.00307133j -0.0141182+0.0237048j 0.00815404-0.00350466j 0.00142165-0.0126778j -0.00465078-0.02424j -0.0220629-0.000688185j 0.00962727+0.0127268j -4.71048e-05+0.04138j 0.000992402-0.00157811j -0.0110937-0.0213396j -0.0045033+0.00461788j -0.0103583+0.0243922j -0.0102374+0.000693243j -0.0152138+0.000689203j -0.00411314+0.0124165j -0.0133924+0.000359346j -0.0142917+0.00653261j 0.0049492+0.0271737j -0.0184889+0.00116087j 0.0130411-0.0105718j 0.00387515-0.00173332j -0.00304611+0.00675743j -0.00740887+0.00610405j 0.000602423+0.0028422j 0.0358489+0.0125929j 0.00961616+0.0211668j -0.0178108+0.0109503j 0.0016984-0.00304853j -0.0222033+0.0165971j -0.0111846-0.0195064j -0.0310078+0.00938296j 0.0245355-0.0204293j -0.0106416-0.00315026j 0.0171613-0.0150071j 0.000705612+0.0150178j -0.00795058+0.0211943j 0.0178071+0.0156583j 0.0061424+0.0107776j -0.0194133-0.0107214j -0.00876687-0.00319464j -0.0578238-0.0118666j -0.0473453-0.00816329j -0.00763984-0.01624j -0.0127605+0.0720512j 0.00625752-0.060579j 0.033565-0.0615087j 0.0339097+0.0693857j 0.0248852+0.00178621j -0.0827667+0.03638j -0.0559771-0.0082347j 0.000725698-0.0128771j -0.05133-0.0186032j -0.00570334-0.097457j 0.134007+0.0187391j 0.0120725+0.0418199j -0.0217609-0.00102615j 0.00898606-0.00953263j 0.0327293-0.0247959j -0.146579-0.0832745j -0.0525235+0.00280937j -0.116847-0.129986j 
0.0653074-0.0206376j -0.0191298-0.0165721j -0.0769304+0.0618865j -0.046732-0.0307736j -0.0287566+0.0161135j 0.0136836-0.00333559j -0.0414742+0.00484932j -0.00649121-0.0267726j 0.0374931-0.031062j 0.0261166-0.0026563j 0.000986241+0.00134913j -0.00185847+0.0116228j 0.00117708+0.00606491j -0.006376-0.00598407j -0.0086423+0.00626083j 0.00149655-0.00451359j 0.00881301+0.0013181j -0.0127686+0.0275248j -0.00441235-0.0310568j -0.00809811-0.0240546j 0.035188+0.0122479j 0.0444475-0.00733025j -0.00211-0.00453375j 0.039141+0.0203336j 0.0294703-0.00987513j -0.0391842-0.0031385j -0.0113624+0.00736893j -0.0038295+0.0362343j -0.0434727+0.0202764j -0.0127577-0.00939194j -0.0201228+0.00888776j -0.00458157+0.00215459j 0.00572076+0.00872156j 0.00354098+0.00761188j 0.0089632+0.0373655j 0.0139648+0.0389978j 0.0186724+0.00160053j -0.000491767+0.0191029j -0.0314553+0.00624652j 0.0140442-0.0119715j 0.033287-0.0162939j -0.0246688+0.00266809j 0.0278358+0.020763j -0.00574829+0.0207921j -0.00862435-0.0221388j 0.00835901-0.00682893j -0.00277446+0.0103817j 0.0100597+0.00211484j -0.0331392+0.019482j 0.0340446-0.0165563j 0.0301516-0.035017j 0.0085074+0.00136812j 0.0479424-0.000543876j -0.0203596+0.029626j 0.00300478-0.0131676j 0.0162199-0.00437395j 0.00901753-0.0329278j -0.00172304+0.0247218j -0.015176-0.0190338j 0.0130146-0.0428661j -0.00199707+0.0217013j -0.0037244+0.000621121j -0.00578345-0.00857114j 0.00452878+0.00875387j 0.0279411+0.0108927j -0.00799959+0.00295704j 0.00841216-0.0170099j -0.0148302-0.0245411j -0.0210423-0.00137635j 0.0128326+0.0202564j 0.00760682-0.0119228j 0.0322726+0.00416734j 0.0140447+0.00876246j 0.0187907+0.016264j 0.0131459-0.0294584j -0.0183552+0.0288791j -0.0524848-0.00448184j -0.0319208+0.00126656j 0.00948479-0.0155146j -0.0062066+0.0237109j -0.0248111+0.0172014j -0.0199114+0.0132647j 0.0119158-0.00502249j -0.00910627-0.0175711j 0.00688451-0.00885489j 0.00148424+0.0213029j 0.0129995-0.0102855j -0.0116109-0.00227289j -0.0146359-0.00347731j 0.0276625-0.00936961j 0.00514319+0.014117j -0.00449878+0.0146346j -0.00444752+0.018717j 0.0364057-0.0031842j 0.0351421-0.0443551j 
-0.0399185+0.0493279j 0.0233397-0.0181204j 0.0792842-0.0304203j -0.033999+0.00345224j -0.000137626-0.026645j -0.0123416+0.0382332j 0.018619-0.0157945j 0.0415341-0.0113692j -0.0223757+0.033318j 0.000436401+0.00429894j 6.87709e-05-0.00311904j 0.00348199+0.000389616j 0.00207486+0.000729033j 0.0129196+0.0151813j 0.00402962-0.0145775j -0.0129664+0.0117549j -0.00487143-0.002741j 0.000294737-0.0271708j 0.0388147-0.00440168j 0.0118717-0.00184331j -0.0218458+0.0111163j -0.0270474+0.0644101j -0.0309793+0.0116327j -0.0209063+0.00934234j 0.0439184-0.00736842j 0.0276919-0.00882491j -0.0288293-0.0506349j 0.0123485-0.0135358j 0.0160553-0.0360348j 0.0162783+0.0288741j -0.00355086-0.0246985j 0.0218233+0.0051771j -0.0319993+0.00488122j -0.0226904-0.0268089j -0.02399-0.00691571j -0.00246169-0.00866359j -0.0180552+0.0245485j 0.00779913+0.022088j 0.00133382-0.0064376j -0.0341558+0.0107993j -0.00402367+0.0606443j 0.013027-0.0175131j -0.058086+0.000583528j -0.0352161-0.00066825j -0.0109403+0.0236543j 0.0334367-0.0251238j -0.0357999-0.00451387j 0.00494902-0.0355992j 0.021337-0.0271557j -0.00666098+0.00571261j 0.010347+0.00988937j 0.0043284+0.00964503j -0.0155325+0.0126116j -0.0262928+0.00205135j 0.00388357+0.00312463j 0.00631308+0.0319555j -0.0174293+0.0546384j -0.0450954-0.017562j -0.00175635+0.00367193j 0.0390274+0.0441828j 0.0253023+0.011746j -0.029256-0.0257572j 0.0121764+0.00477252j -0.00994617-0.0132041j 0.0279437+0.0191253j 0.00770282+0.0190204j 0.00430886+0.00113406j -9.339e-05-0.00578731j 0.0125226+0.0176749j -0.0143149-0.00707129j -0.0100407+0.0171467j 0.00281482-0.00207481j -0.00206864-0.00659918j -0.00456993-0.0239234j 0.00169378+0.0208521j -0.00336803-0.0116522j 0.0158272-0.0102798j 0.0177603-0.0134401j 0.0165453+0.0341307j 0.00453189+0.00802841j -0.00661018+0.000462925j 0.0178768+0.0178564j 0.0229951+0.00638895j 0.00616581+0.0644032j 0.000527137-0.0135795j -0.00842363+0.0135215j -0.0436637-0.0350258j 0.0045133+0.00441689j -0.0142473-0.018877j -0.0313284+0.0127007j 0.0029419-0.0341175j -0.0183977-0.0379487j 0.00190349-0.0202232j -0.0152877-0.0355283j -0.0489683+0.0324243j 
-0.01189-0.0454747j 0.0184643+0.0102322j -0.019063+0.000685743j 0.0303892+0.00396377j 0.0237854+0.0248509j -0.00489-0.00163535j -0.0289529+0.000438251j -0.0168395+0.018255j 0.0212485-0.00224329j 0.000417908-0.00749125j 0.00106073-0.00902782j 0.0209438+0.0111095j 0.0214223-0.00857959j -0.016331-0.00539729j 0.00327153-0.00189052j 0.00699209+0.00052332j 0.008533+0.00563157j -0.0114218+0.0169671j -0.0137585+0.00101962j -0.0196091-0.0095849j 0.0107525-0.00572254j 0.00403133-0.0132247j -0.00624436-0.0246311j 0.0181837-0.00994641j 0.00587434+0.00128541j -0.0376528-0.0109596j -0.010554-0.0177342j -0.0270472-0.00848616j -0.015951+0.015719j -0.00871278-0.00923887j 0.0254753-0.0029545j -0.0158878+0.0050576j 0.0161185-0.00700604j 0.0102274+0.00640275j 0.00124758+0.00876354j 5.65639e-05-0.0024336j -0.0105676+0.0185026j -0.0119111-0.00358598j 0.0125656+0.0314978j 0.016632-0.00163852j 0.0174191-0.0299368j -0.00747643+0.0381791j 0.0165091+0.00841935j -0.0095628+0.0175186j -0.00562417-0.0376066j -0.0296727+0.0255255j 0.00193031-0.0134606j -0.00539432+0.0293052j -0.0079422+0.00673188j -0.0165082+0.00705982j -0.0320704+0.0114466j 0.0197293+0.0115461j -0.00158938+0.0241282j 0.0332605+0.0275461j 0.00108193-0.0253775j -0.00244266-0.0142784j 0.0147102-0.00254837j 0.00519524+0.0094628j 0.0186748+0.0049213j -0.00279698-0.00475187j 0.0273601+0.00306483j -0.0204453+0.0152273j -0.00622324-0.00759306j -0.00259918+0.00600439j -0.0139972+0.0526893j -0.0103821+0.0138845j -0.0156544-0.00608227j 0.0166196+0.0133403j -0.0166427-0.0243826j -0.00616959+0.00451914j -0.0163755+0.00175287j -0.0139379-0.0138738j -0.010486+0.0153904j 0.00783338+0.0296883j -0.000679523-0.0222954j 0.00259362-0.0245389j 0.00666267+0.0100386j -0.00732458-0.00739657j -0.00387615-0.00193938j -0.00373176-0.00482338j 0.0121548+0.0213701j 0.00316972+0.0171797j -0.0144263+0.00545604j -0.014082-0.0207739j 0.00102356+0.0200739j -0.0121545+0.00141253j 0.0200107-0.0100753j 0.00735572-0.0204277j -0.00105034+0.017197j 9.62685e-05-0.00972896j -0.00349568+0.0124772j 0.0117733-0.00182169j 0.00219008+0.00616047j 0.00251909+0.0185704j -0.00356954+0.00474271j 
-0.00935067-0.0065623j -0.00604143+0.0294603j -0.00489133+0.0196042j 0.0299545-0.0122041j -0.0039159-0.000594455j 0.00457412-0.00254267j 0.0398928-0.0161629j 0.00800703+0.0344037j -0.00954892+0.0112033j -0.0384452-0.0220295j -0.00411402-0.00877502j -0.00408694+0.00729309j -0.00224261+0.00100212j -0.0060033+0.01418j 0.00513684-0.0141676j 0.00865795-8.40963e-05j -0.00441019+0.00228409j 0.0142996+0.00959777j 0.00283299+0.00565637j 0.0110995+0.0117058j -0.0104185-0.0120674j -0.0202117-0.00635345j 0.0103373-0.00919505j -0.00424761-0.0292924j -0.0142891-0.000230745j 0.00123264+0.0287649j 0.019815-0.00106766j 0.0121531-0.0196628j -0.0185793-0.00551598j -0.00356476+0.00342858j 0.00673421-0.0197981j -0.000445781+0.008515j 0.0130873-0.00659411j 0.00455665-0.0065956j -0.0235879-0.0110897j -0.0200707-0.0025032j 0.0155096+0.0089511j -0.0110464+0.00744096j -0.00385052+0.00645683j -0.00180008-0.0162851j -0.0141961-0.0253813j -0.0067117+0.0157965j 0.0212044-0.0174308j 0.0106594+0.0101669j -0.000247349+0.0415745j -0.0137668+0.00720155j 0.0346115+0.00396459j -0.00837164+0.00662372j 0.00711988-0.0279272j 0.0194092-8.01837e-05j -0.0338005+0.0193239j 0.00211331-0.00897319j 0.00782814-0.00318363j 0.0238074+0.0035632j -0.0366917+0.0179119j 0.0122186+0.0103489j -0.00850693+0.000226918j 0.0112087+0.00577833j 0.0261125-0.0294464j 0.00553651-0.00417565j -0.00708746-0.0177692j 0.0292688+0.00799332j -0.00947824-0.00283543j 0.0196235-0.00698691j -0.0158268-0.0260577j 9.38705e-05-0.0110875j -0.0014111-0.00689601j -0.0199002-0.0158215j -0.00399701+0.0163008j 0.00918836+0.00823869j 0.000253085+0.0039386j 0.00834782+0.000237989j 0.00388806-0.00623409j -0.00947608-0.0167304j -0.040208-0.00385357j -0.00401162+0.00688524j 0.00503671+0.00859205j 0.0111462-0.00266804j -0.000118029-0.0222824j 0.00452784+0.00472907j -0.0046558-0.0150445j -0.0017035+0.00703202j -0.0163205-0.0115155j 0.008465+0.00150852j -0.00147282-0.00546668j 0.0119758+0.0151515j 0.00937702+0.0202285j 0.0111416+0.0198116j 0.00825003+0.0122344j -0.0020672-0.0109463j 0.00783667-0.0115177j -0.0108339+0.0249877j -0.0102747-0.0213592j -0.0202495+0.015569j 0.0148306+0.000616114j 
0.00100446+0.0142609j -0.00743923+0.0304841j 0.0164292+0.0169362j 0.00823077-0.00926887j 0.0171311+0.00385477j -0.00193464+0.00713099j 0.000485185+0.00630635j 0.0163912+0.00436354j 0.00799546-0.000812411j -0.00267829+0.0242237j 0.0131721-0.0113201j 0.01145-0.0172403j -0.0128305-0.013701j -0.00558149+0.015754j -0.00918542-0.00333029j 0.00682535+0.00315937j 0.00389708+0.000985974j 0.00701352+0.000883465j 0.00480556+0.006733j 0.0063012+0.0054825j -0.0083358-0.00488766j -0.00766085-0.00422534j 0.0112876-0.00998967j 0.00173048+0.00333879j -0.0193407+0.000296443j -0.00999539+0.0158598j 0.00957685-0.0200851j 0.00761275-0.00905987j 0.00218203-0.00616451j 0.00918246+0.00223991j 0.00901836-0.00977376j -0.00562498-0.0142656j -0.0102875-0.00214363j 0.0131862-0.00696077j -0.00305997+0.00149331j -0.000551185+0.00470076j 0.0109919+0.011018j 0.00583737-0.00549788j 0.0115429+0.00532624j -0.00720519+0.00358515j -0.0104556+0.00609208j 0.00282415+0.00655623j 0.00101183-0.0073324j 0.00934023+0.0078122j 0.0077309-0.0074493j -0.00762371+0.0104453j 0.032827-0.0205999j -0.0106294-0.00451783j -0.0174051-0.00233054j -0.000804601-0.0164166j -0.0369183+0.0151371j 0.0285157-0.00532452j -0.0207003-0.00666169j 0.0295178+0.0154333j -0.0116653+0.00546598j 0.0022714+0.0217175j -0.00153022+0.0211353j 0.0421507+0.0100611j 0.00955847-0.00960545j -0.0217358-0.0113494j 0.0169589-0.0143132j 0.0183429-0.0255066j -0.0202858+0.0211171j -0.0010869-0.00500791j -0.0273094-0.0232694j 0.00139383-0.00433082j -0.0145734-0.00307432j -0.019981-0.00996086j -0.00819813-0.0107983j 0.0130124-0.0133987j 0.000459596+0.00381546j -0.003196-0.0197408j -0.000766071-0.0142189j 0.00706154+0.000682752j -0.0206291-0.000871507j 0.0156577-0.00929059j 0.0253097+0.0126616j -0.00506961-0.0078534j -0.00597989-0.0123283j 0.00556568+0.000335685j 0.0159111-0.00585943j 0.0105828-0.000563804j -0.00826186+0.00192789j 0.00673414-0.00546267j 0.00463292+0.0117493j 0.000931943+0.00852658j -0.0155645+0.00658261j 0.010881+0.00241341j 0.00985226+0.00929353j -0.00289115-0.00752765j -0.0129747+0.00512988j -0.0024877+0.00583847j -0.0148055-0.018268j -0.0168175+0.00330676j -0.00537506+0.0143193j 
0.0124226+0.0218711j 0.029812+0.0330968j 0.0364931-0.013573j -0.0099487+0.0115609j 0.00381398+0.00184212j -0.00309176-0.0188961j 0.0188453-0.0365963j 0.0126263+0.0181068j 0.000797521-0.0180913j 0.0112235+0.0140801j -0.000673835-0.0170668j 0.0162154-0.0105838j 0.000435096-0.00863204j -0.00499584-0.00808481j 0.0164871-0.000982887j 0.00566475+0.00706364j 0.0134017+0.00832705j -0.00380787-0.0123985j 0.000685251+0.0056826j -0.0129265-0.00794171j -0.0100749+0.00603151j -0.021885+0.0157977j -0.00298202-0.00112837j -0.00675321+0.0185132j 0.00199369-0.0062099j 0.0231292+0.00542964j -0.0079735-0.033093j -0.0109027+0.00360777j 0.0276847+0.0146121j -0.0144633-0.00571537j -0.0109731-0.000600021j 4.08516e-05+0.00268619j 0.00491713-0.00401197j 0.00118717-0.00653803j 0.00940228+0.0227054j 0.00347323-0.00111249j -0.0104288-0.0158632j 0.000233288+0.00885012j 0.0116044-0.00278326j 0.00758603+0.0190143j 0.000712857+0.0358608j 0.00666506-0.00880501j -0.0102591-0.0122441j 0.000567375-0.00361456j 0.0196992-0.0363232j -0.00259626-0.00583376j -0.00965755-0.0185325j -0.0101624+0.0059j -0.00262411-0.00908202j 0.0139683+0.00528261j 0.0106351+0.00492779j -0.0132833+0.00311926j -0.0284882+0.00634188j -0.0201735-0.0366556j 0.00316421-0.0029095j 0.00151488+0.0280361j -0.00571802+0.00816667j 0.0148552-0.0160859j -0.00569989+0.011713j -0.0113564+0.000337189j -0.00457221+0.00711495j -0.0175029-0.0290834j -0.00442858-0.00777719j -0.0192748+0.0314895j -0.0163047+0.0280941j 0.0122611+0.00124048j -0.000944795+0.00877575j 0.0193655+0.0187195j -0.00107598-0.00583496j -0.0122456-0.0070691j -0.00374147-0.0124224j -0.00592799-0.0210598j 0.0161751-0.00356854j 0.00297041+0.0127209j 0.00833553+0.000956964j 0.0238841+0.00264482j 0.0268846+0.00714952j -0.00865677-0.00947965j -0.0148064+0.00274005j -0.0102098+0.00626988j 0.00891164+0.00306203j 0.00497048-0.0101611j -0.00973565-0.00705633j 0.0193715+0.00159994j -0.00113531+0.0111113j 0.0045805+0.00870287j -0.00967011+0.0104353j -0.00517613-0.0151773j -0.00274534-0.00488472j -0.00137103-0.00879131j 0.00184614+0.00284738j -0.00210707-0.0214019j 0.00900538-0.00391367j 0.00639334-0.00582997j -0.0221116+0.0276923j 
0.020477+0.020922j -0.0180484-0.00958696j 0.0028859+0.0397837j -0.0238274-0.0158565j 0.0102159-0.00743115j -0.0117353+0.0392439j -0.0144159+0.0221874j 0.00952038-0.0075883j 0.00322123-0.0173264j 0.0206774-0.00419069j 0.0101512+0.0105139j -0.0100645-0.00163886j 0.0091488-0.0161628j -0.00441825+0.00112602j 0.00945223-0.00366537j -0.00784668+0.00615227j 0.000214248-0.00333499j -0.0132557+0.0114857j 0.0200705-0.0271612j -0.000533842+0.00198763j 0.0107902+0.00209739j 0.015126+0.000995629j -0.0178194+0.0138228j 0.0196591-0.00404178j -0.00838266+0.0056479j -0.0338046-0.00184198j 0.0123032-0.0188562j 0.0132238+0.0131455j 0.0118266-0.0112837j -0.0062462-0.0097063j 0.00286562-0.0220383j -0.00182411-0.00288177j 0.0012992+0.0011225j 0.0199416+0.00114797j -0.0151501-0.0170078j 0.0177686+0.0137671j -0.0152615+0.0314731j 0.0129799-0.0049602j -0.015947-0.0194546j -0.00455904-0.00988073j 0.0264502+0.00915878j -0.0236015-0.00206307j -0.00384095+0.0233928j -0.0314352+0.0137652j -0.0335014+0.0248078j 0.0109518-0.0166172j 0.0133954+0.014722j 0.0214296-0.0212901j 0.0295552+0.00449168j -0.0204084+0.000687582j -0.0305455-0.0189064j 0.0186177+0.00768093j 0.00529518+0.0188872j -0.00543477-0.0108379j -0.0173115-0.0371178j -0.00837892+0.031742j -0.018296+0.0148056j -0.0201962-0.0287915j 0.0247071-0.00264856j 0.0296275+0.0383334j 0.0102014+0.0110398j -0.0129222-0.0113399j 0.0245793-0.010419j -0.0128525+0.0136993j 0.0451586+0.00632919j -0.000399042+0.000626529j 0.00558852-0.0116432j -0.0192027-0.0465736j -0.018702-0.00545282j -0.00875119-0.00357546j -0.0068832+0.0184603j 0.0120701-0.0383829j -0.00535622-0.00826265j 0.0126798+0.00210494j -0.00363798-0.00849699j -0.0110347+0.00301816j -0.00163484-0.0155995j 0.014748-0.0156041j 0.00801904+0.0313986j -0.0225135+0.0307979j 0.00506504+0.0211191j -0.000649254+0.0235883j 0.0113862+0.00295348j -0.0179341+0.0428249j 0.00100781-0.000963515j -0.0084734-0.00592684j -0.00377165-0.00584031j 0.0027921-0.0108073j -0.0232401-0.0187326j -0.0224879+0.019272j -0.0194086-0.0124708j -0.00916418+0.0034195j 0.000154183-0.00164663j -0.00227844-0.0239054j 0.00157786-0.00170135j 
-0.0105016+0.00794836j 0.00626624+0.0157446j 0.0101093-0.00808552j -0.00240371-0.0358251j 0.00531935-0.00586974j -0.00266015+0.0114273j 0.00339572-0.008613j 0.00942597+0.0211629j -0.0182619+0.0175246j 0.00907556+0.0218355j 0.0023197+0.0172297j -0.0160485+0.0053465j 0.00952699+0.00792234j 0.01601-0.00737038j 0.00254145+0.0095203j 0.000364389-0.00984811j 0.00143711+0.00193986j -0.00777749-0.0177169j 0.000774875+0.0118509j 0.00369622-0.00012953j -2.99801e-05+0.00498072j -0.00456925+0.0302582j -0.00607412+0.0163412j -0.0148393+0.0128312j -0.00587474-0.000989023j 0.0226071+0.00143535j 0.022838-0.00142136j 0.0372243-0.0139085j -0.00546902-0.0111834j -0.00298414+0.002958j 0.0150825-0.00408338j -0.000998651-0.000478908j -0.00539459-0.00281683j -0.0195908-0.00742753j 0.00271015+0.0202352j 0.00564342-0.0128067j 0.00326482-0.0138611j -0.00249358+0.00174885j -0.00208819-5.02681e-05j -0.00796045+0.00449867j -0.00763449-0.00114404j 0.00439477-0.00831876j 0.00914391-0.0127517j 0.00408236-0.0169859j 0.0174878+0.0031658j -0.000200496-0.0119923j 0.0265154-0.00686735j -0.00287896-0.00548677j 0.00869752-0.0217031j -0.00166446+0.0108657j 0.0135621+0.0170327j 0.00490486+0.00636949j -0.00620778+0.0048087j 0.0115106-0.0170301j -0.0128898+0.0101177j -0.0285429+0.00851082j -0.0059911+0.00932044j 0.0163486-0.0083136j 0.0151725-0.0159645j -0.0142482-0.00913611j -0.0107291-0.00547825j -0.00712764-0.0321114j -0.0221485+0.00573567j -0.0052705+0.00575283j -0.0191584+0.0136592j -0.0102659+0.00448491j -0.000786897-0.0199661j -0.00382944+0.00656216j 0.00877738+0.00814812j -0.0114217-0.0107703j -0.00028003-0.0169284j -0.0195954+0.0104491j -0.0210848+0.00732535j -0.00172156+0.0163081j -0.0142568-0.00158606j -0.00638886-0.00351715j 0.0210849+0.00324555j -0.00770446-0.000592627j -0.00357337-0.0177129j 0.0159594-0.00236641j -0.00545063+0.000988705j 0.00453756-0.00439786j -0.0100583+0.0187016j -0.00718015-0.00276683j 0.00419866-0.00712707j -0.00191581+0.0150488j -0.0005883+0.00880615j 0.0199923-0.00413554j 0.00199274+0.00449288j -0.00262215+0.00772423j 0.0058189-0.00608516j -0.00214901+0.000766909j -0.00126385-0.0109633j -0.0126427-0.0065738j -0.0189992+0.00549896j 
0.0442218-0.00267011j 0.0151471+0.0218547j -0.0195082+0.00163346j -0.00816334-0.000488649j -0.0289077+0.00380476j 0.00374945-0.00218628j -0.0152651-0.00891771j -0.0266819+0.0231773j 0.0183258-0.0112239j 0.0139971-0.0136448j 0.0146745-0.00376736j -0.00982728-0.00464946j 0.0105448+0.000183129j -0.00721305-0.012736j -0.000314202+0.00959752j -0.00490653+0.0025782j 0.0117845+0.00461569j -0.00994345-0.00012296j -0.015341-0.00379401j -0.0193022-0.00323174j 0.0196427-0.00248123j 0.0293658-0.00991522j 0.0202869+0.0217902j 0.0210744+0.0204305j 0.00283072-0.032837j -0.0321812-0.0414885j 0.0134285+0.00721193j -0.0132577+0.00517485j 0.00928225-0.00343138j -0.0203266-0.0111322j -0.0107435-0.0134468j -0.00115671+0.00886575j 0.0160478+0.0236553j -0.0076858+0.0140499j -0.00423251+0.0158414j 0.0162824+0.00532885j -0.0286203+0.00801419j -0.0118696-0.016523j -0.0117368+0.0162973j 0.000380544+0.0150833j 0.0296983-0.026236j -0.0144005+0.0176272j 0.0128688+0.0423657j -0.0107379+0.0120238j -0.0172547-0.0293323j -0.0321558-0.0172588j 0.0341116+0.0388079j -0.000542985-0.0135444j 0.0237556+0.00426437j 0.00914066+0.0184705j -0.0236169-0.0280246j -0.0169735+0.0281751j -0.00555038+0.000352111j -0.00458474+0.023012j 0.0174756-0.0287458j -0.0180845+0.0117615j 0.00518681-0.00252362j -0.00317208-0.00155684j -8.38496e-05-0.0038207j 0.0158489-0.0354238j 0.00774716+0.0107635j -0.01219+0.0513561j 0.0142634+0.0226439j 0.0036569+0.0599182j 0.0380755-0.00220121j -0.00669166-0.00463048j -0.00697356+0.02403j -0.0114068+0.0251734j -0.0134456-0.0280207j 0.0118142+0.0144152j -0.00497832-0.0329193j -0.0149325-0.00217715j -0.0203947-0.0103376j 0.00810413+0.0207442j 0.0148791+0.00834425j 0.0154899+0.00675352j 0.000199514+0.00127889j 0.0132998-0.015806j -0.0220124-0.00283662j -0.00973365+0.0139109j 0.0342054-0.00418325j -0.00818156-0.00368959j -0.00468922-0.00877935j 0.00484765-0.00150047j -0.000112408-0.00594926j 0.0076043+0.0155974j 0.018134+0.0143167j -0.034151-0.0352394j 5.33533e-05-0.00302081j 0.00666745-0.00587337j 0.0226105-0.00542629j 0.00805657-0.00161451j 0.0189001+0.0379038j 0.0241227-0.00447924j 0.0099389+0.000115977j 
-0.0577434-0.0445873j -0.000519683-0.0216425j -0.00134992-0.0296207j 0.0583254+0.0532215j 0.0365557+0.0577695j 0.000251674+0.0243968j 0.0460054+0.0147707j -0.0314534-0.00759103j -0.000726601+0.00844563j -0.0250903-0.0222638j -0.0130391-0.0134422j 0.00447977+0.0141409j -0.020195-0.0131235j 0.0113398+0.0102786j 0.00263377-0.0118291j 0.0184587+0.0250718j -6.32511e-05-0.0129869j 0.00854734+0.0198816j -0.0114148-0.00544828j -0.0169087+0.0186026j -0.00364506-0.0161643j 0.00264195-0.0283221j -0.00326172-0.0295074j -0.0274837-0.0642739j -0.00880374+0.0174665j -0.00781895+0.0170619j -0.0255767+0.00984365j -0.0302256-0.0305411j -0.00352259-0.0142997j 0.031579+0.0162235j -0.00170869+0.024345j -0.00860647-0.0127951j -0.00744225-0.0106632j 0.0164261-0.00229477j -0.0226046-0.0267423j -0.0317952+0.00113137j -0.00943307+0.0383374j -0.00456893-0.014967j 0.0167783+0.0139695j 0.00153265-0.014184j 0.00282278-0.0409324j -0.00233259+0.030777j -0.00614087-0.00634899j -0.00989878+0.023002j 0.00853206+0.030534j -0.0230343+0.0304952j -0.0136397+0.00382969j -0.0256926+0.0218616j -0.0185409-0.0211549j 0.00250635-0.00439606j -0.0622671-0.00503558j -0.0169116-0.00128056j 0.0206406-0.015791j -0.0259996+0.0328113j 0.00121109-0.0147267j 0.0474604-0.0183491j 0.0272853-0.0153622j -0.00539933+0.0131541j -0.0154903+0.0112246j 0.0226879+0.0160805j 0.015302-0.00522403j -0.0179699+0.0299308j 0.0276985+0.00102929j -0.0016169+0.00240831j 0.00530127+0.0109813j 0.017397-0.0197832j 0.00638369+0.0178953j 0.0175996-0.0087518j -0.0110267+0.00170683j 0.00641581+0.00572027j 0.0148181+0.0322115j 0.00356158-0.00511434j 0.0086083-0.00910128j -0.0147801-0.0418134j 0.0138072+0.00420836j 0.000122203-0.0278175j -0.025912+0.00246815j 0.0136085+0.0159896j -0.0120406+0.0122598j -0.0018789-0.0138284j -0.0129392-0.00467033j 0.0018069-0.00538748j 0.00211733-0.0236644j -0.00464918-0.00990801j -0.00728331+0.00528583j -3.65434e-06-0.0144472j -0.00721098-0.0140324j -0.00504613+0.0164174j 0.0230063+0.0120038j -0.00122649-0.0239585j -0.00170959+0.0053973j 0.013682+0.00630926j -0.0151354-0.0171594j -0.00735615+0.0263416j 0.00191329-0.00228722j 
