0.00403769+0.0131125j -0.00342894+0.00353355j -0.0021271-0.000113263j 0.00337912+0.0123414j -0.00203893-0.00336809j 0.00199609-0.0137783j 0.00375961+0.0148273j -0.00105019+0.00595739j 0.00324333+0.00709316j -0.000189309-0.0099269j 0.0015002-0.00803421j 0.00164669+0.0211986j -0.00195672+0.0272994j -0.0021023-0.0131132j 0.0022673+0.00659961j 0.00114204+0.00391229j -0.00092771+0.00654793j -0.000848963+0.000550588j 0.000983958+0.00485827j 0.00236427+0.0166028j -0.00158191+0.00313966j -0.000499822+0.00533359j 0.000543314+0.00022933j -0.000846287+0.00136693j 0.000797587-0.00752112j -0.00139473-0.00253345j -0.000156807+0.00948581j 0.00174044+0.00819406j -0.000609392-0.021234j 0.00135517+0.0124695j 0.000998454-0.00880216j -0.000107751-0.00624801j 0.00230979+0.00493716j 0.000522618-0.00126734j 0.000743877+0.00179938j -0.00203354-0.00629558j -3.95491e-06+0.00266661j -0.00228665+0.00377669j -0.00121338+0.00745292j 0.000579805-0.0027057j 0.00272702+0.00848561j 0.00122347-0.00510794j -0.000329394-0.0101145j 0.00219857-0.0033304j 0.000414144+0.00217614j -0.000363577+0.00593646j 0.000138086-0.00324755j 0.0004823-0.000989142j -0.00120143+0.0142723j -0.00234381+0.00165243j 0.00131368-0.00899443j 0.00197857+0.00544551j -0.00132247+9.51864e-05j 6.53222e-05-0.0140348j 0.000190416-0.00278725j 0.00020633+0.00590761j -0.000769014+0.00147366j -0.0033591-0.0093835j 0.00153095-0.00923847j 0.000219865-0.00479002j -0.00324615+0.00272586j -0.000993095+0.00840612j -0.000284851+0.000762849j -0.000227666+0.00180207j -0.00305279+0.0060383j 0.000626659+0.00578867j 0.00369433+0.0150186j 0.00541538+0.00584117j 0.00384908+0.00365009j 0.00493836-0.00918695j -0.000839374-0.00213116j 0.000916293+0.0118391j -0.00208536-0.00784278j -6.11689e-05+0.0268616j 0.00622205-0.0115418j 0.00281559+0.00481481j -0.00365252-0.0382807j 0.0200377-0.000706991j 0.0116264+0.0882713j 0.00374543-0.0572839j 0.00536233+0.0457729j -0.00565135+0.0342878j -0.00903238-0.0339803j 0.00190114+0.0257408j -0.00190245+0.00685266j -0.00396137-0.0177863j 0.00106865+0.00253423j -0.00206793-0.0111224j 0.00549302+0.0202675j 0.000307509+0.0965206j 0.0142742-0.0518051j 0.000523412+0.927853j 
0.000775513-0.00105691j -0.000321322-0.00392257j 0.000540697+0.0117753j 0.000714883+0.00823639j -5.39904e-05+0.00410748j -0.00037993-0.0181233j 0.000534816-0.0636102j -0.00149097-0.0660664j -0.00267742-0.0200112j 0.00356288+0.0164488j 0.00207002+0.000641567j 0.00179988+0.0869393j 0.000784589+0.0940878j 0.000511504-0.121264j 0.00312476-0.0448922j -0.000155089-0.162719j -0.000531949-0.106232j 0.00429177+0.24428j -0.000697739-0.0208622j 0.00204474+0.125746j 0.00136462+0.0620466j -0.00184572-0.295273j -0.00190101-0.0513666j -0.00710205-0.0913259j 0.00173525+0.102036j -0.0026295+0.0321696j 0.00471887-0.0326955j -0.00417017-0.0295724j 0.00565339+0.123918j 0.00330273-0.253675j -0.000468771+0.0759078j 0.00254442-0.262962j -0.000674434+0.221286j -0.00128857+0.143153j 0.00214021+0.121676j -0.00761118+0.0499886j -0.000967048+0.0363379j -0.00109395-0.318084j 0.000891601-0.0976647j -0.00425244-0.17614j -0.00952162+0.119266j 2.36032e-05+0.0303929j -0.00039637+0.00358514j -0.00100471+0.153972j -0.00140196+0.141793j 0.0018039-0.0281254j 0.00135079+0.137511j -0.0021973+0.101334j -0.00220646+0.257776j -0.00227692-0.0614109j 0.00093725-0.0301858j 0.000613353-0.0119122j 0.00260268-0.115617j -0.00226143+0.107863j 0.000503374-0.101981j 0.00135125+0.0625524j 0.00284593+0.0147435j -0.0039538+0.0920624j -0.00164782-0.0135104j -0.00236291-0.022152j -0.00217697-0.0340953j -0.000705071+0.0120274j -0.00106256+0.0585319j -0.00231709-0.0110438j -0.00128958+0.0806327j 0.0018365+0.0467751j -3.3071e-05-0.0131375j 0.000719633-0.0504439j 0.000360824+0.00332894j 2.08113e-05-0.0545504j -0.00138274+0.0555858j -0.000240089+0.0965315j -0.00269132-0.0668683j 0.000619161-0.0760275j -0.000380968-0.0173232j 0.00122045-0.0923742j -0.000634079-0.113882j -0.000913876+0.032703j 0.00048443-0.00211765j 6.25201e-05+0.00593132j 0.00129749-0.0635138j -0.0012887+0.0484184j -0.00065921+0.0334541j 0.000509436-0.0482724j 0.000280385-0.00959238j 0.000256508+0.0179927j 0.000717916-0.0154872j -0.000280298-0.00368343j 0.000237818-0.0113257j 3.80669e-05+0.00749478j 0.000509828-0.0060818j -0.000449358-0.000869178j 
-0.00127518+0.0045297j 0.000491735-0.00502401j -0.00083278-0.00892165j -0.000996731-0.00742137j 1.75432e-05-0.00678435j 0.00197693+0.0838383j -0.000736907+0.0172772j -0.00216335-0.0200594j -0.000689683+7.38331e-05j 0.000989253-0.00110169j 0.000160518-0.071265j 0.00209521-0.0624055j -0.000976279-0.0700714j -0.00150782-0.0338665j 0.00216322-0.157341j -0.00334404+0.0816597j 0.00172258+0.0833536j 0.00334454+0.283505j -0.000182142-0.272219j -0.00385066-0.177046j 1.20522e-05+0.0236263j -0.00389603-0.00852481j -0.00127015-0.0922727j -0.00443834+0.0631762j -0.000588674-0.166017j 0.00468288-0.0195253j 0.00312205+0.00769547j -0.00550107-0.194585j 0.00269177-0.0327855j 0.00374671-0.0481281j 0.00373281-0.148474j -0.000519924-0.201637j -3.92479e-05-0.000209354j -0.00299302+0.123486j 1.24225e-05+0.0186699j -0.00021213+0.110387j -0.0013213-0.132623j 0.0032754+0.23187j -4.3377e-05+0.133911j 0.00226911-0.109025j -0.00453982+0.098999j 0.000441842-0.0716078j 0.00276049+0.0687053j 0.00114634-0.270246j 0.00149705-0.00115965j 0.000983242+0.0436491j -0.000813061+0.0439708j 0.00278311+0.0295789j -0.00155592-0.0104997j -0.000586012+0.0226391j 0.00365462-0.126232j 0.000561537-0.0253641j -0.000186265-0.017555j 0.00110161-0.0260185j -6.90736e-05+0.0152766j -0.00142204+0.254397j 0.000559336+0.161886j 0.00294193-0.0312153j 0.000999048-0.260227j 0.00283135+0.0196802j -0.00511411+0.051208j 0.00193386+0.0175236j -0.001055+0.0989404j -0.00131514-0.0047755j -0.00202379+0.0661105j 0.000447012-0.0555685j -0.00180558+0.13313j 0.000755716+0.106025j -0.00206162+0.00390271j -0.00041168+0.15717j -0.000652217+0.11778j 6.84963e-05-0.0638065j -0.00118291+0.0645793j 0.000466069-0.173523j -6.32706e-05+0.0816606j 0.000436737+0.106252j 0.00242304+0.0105967j 0.00161392+0.00226874j -0.00157497+0.00757075j 0.00102822-0.0448921j 0.00160665+0.0545363j 0.000302413+0.000131525j -0.000263855-0.0482641j -0.000470093+0.00638899j -0.000426959+0.0170341j 0.000478504-0.0462897j -0.00174742-0.0316725j 0.000341044-0.00824636j -0.000394676+0.0110955j -0.000615774-0.0131608j 0.000337757-0.00161162j 0.00188824-0.00753106j 
-0.000268572-0.012649j -0.000540704-0.00368542j -0.00229048+0.00644692j 0.00159219+0.0002406j 0.000891205-0.000171955j 0.00245881+0.0085456j -0.00162498+0.028965j -0.00170013+0.0279749j -0.0031008-0.025644j 0.000109112+0.0269623j 0.00111693+0.019751j 0.000846087+0.104135j 0.00207377-0.129681j -0.00221941-0.103659j 0.000485142+0.0114448j 0.00109567+0.214562j -0.000815052+0.140714j 0.00171519+0.285935j 0.00337192+0.048172j -0.00309779-0.172186j 0.000620479-0.0860671j 0.00238583-0.031476j -0.0027713-0.158975j -0.00164274-0.147117j 0.00163478+0.114517j 0.00330086+0.16927j 0.00180046-0.227805j -0.000878614+0.0430161j 0.00695036+0.0383122j 0.00394968-0.122873j 0.00265103+0.0798712j 0.00305131+0.147665j 0.00804602-0.0657334j 0.000812124-0.143617j 0.000229119-0.214862j -0.00151886-0.130995j -0.00101627+0.142738j 0.00326717-0.0456725j -4.03403e-05-0.0759339j 0.000241094+0.0417156j -0.00103543+0.170464j 0.000793956+0.0682446j 0.00198385-0.099678j 0.00101958+0.0764041j -0.00284955-0.0584704j -0.0033855-0.0514773j -0.00178419-0.0586561j 0.00374006-0.285849j -0.000111925-0.0422909j 0.00123999+0.0813748j -0.00172038+0.0912735j 0.00328478-0.139712j 0.00226546-0.136929j 0.000780164+0.10384j 0.00196697-0.00941926j -0.000515086-0.0257286j 0.000574326+0.0765876j -3.05228e-05-0.0109677j -0.000321888-0.110742j -0.00189054+0.200849j -0.00152971+0.133462j 0.00260704-0.076139j -0.000765546-0.0691939j -0.000354672-0.0459517j -0.000687144+0.0525482j -0.00201136-0.0224289j -0.00044377+0.063522j 0.000405721+0.143426j 0.00146441+0.0248815j 0.00243738-0.153874j -0.0014466-0.0767292j 0.00240735-0.0454873j -0.00108594-0.0591197j -0.000194144+0.0497095j 0.00167807-0.0191546j 0.000153658+0.0893205j 0.000685131-0.145191j 0.0018585-0.0647177j 0.000988977+0.010454j -0.000691994-0.0876095j 0.00146929-0.0218567j -0.000397889-0.0803682j 0.000558788-0.00922806j -0.000672525+0.0069043j 0.00117277+0.0127348j 0.000485798-0.00818018j -0.000723794-0.0392266j -0.00122806+0.0127984j -0.00125954+0.00233389j -0.000382254-0.00970014j 0.00144368-0.00975127j 0.000385971-0.00791195j 
-0.000474268+0.0086243j 0.00100943-0.0118326j 0.00239472+0.0205926j -0.00195143-0.0122205j -0.00168161+0.0014557j 0.00420732+0.0327318j -0.00302399+0.00492121j 0.000321103-0.0179915j 0.00296103-0.0996337j 0.00289979+0.134043j -0.00157562-0.0255437j 0.00292203+0.0856145j -0.000253966+0.235914j 0.00142336-0.0332667j -0.00872372+0.0381669j -0.00122217-0.0206475j 0.00115418-0.075855j -0.00292205-0.248804j 0.00738903+0.122651j 0.00318778-0.0425978j 0.00397786-0.226981j 0.00158281-0.12667j -0.00115568-0.0365807j -0.00359826-0.0676181j -0.00302576-0.141341j 0.003217+0.320411j -0.00135568+0.0360712j -0.00291475-0.17436j 0.00150892-0.0765285j -0.00291778-0.105442j 1.93725e-06-0.109354j -0.00441524+0.111449j -0.00472291-0.0757643j -0.000177652-0.218684j -0.00363225-0.0666556j 0.00175317-0.101772j 0.00309021+0.0734989j -0.000148077+0.0772379j -0.000478594+0.0484543j -0.000675721+0.0950128j 0.00342535+0.0132895j 0.00138343-0.0607767j 0.00225949+0.0932077j -0.000149775-0.0346258j -0.00493768+0.149089j -0.00117363+0.0206255j -0.00083596+0.0286947j 0.00455306-0.00131426j -0.00444381+0.32304j 0.0068878-0.0217187j -0.00201076-0.226348j -0.00529722-0.00120157j 0.00345263-0.0762513j 0.00472904-0.0664549j 0.000105947+0.152053j -0.00106125+0.203486j -0.00131261+0.0621528j 0.00081683-0.0678979j 0.00258007+0.0190575j 0.00281694-0.055825j -0.00558864+0.0600432j 0.0028281-0.0572405j 0.00180126+0.122944j -0.00115441-0.0887384j 0.000742668+0.181378j -0.00445435+0.109952j -0.0049755-0.0532802j -0.00299207+0.0312249j 0.00128801-0.0120422j 0.00402078+0.061476j -0.00258107+0.0222831j -2.01324e-05+0.0702857j 0.00132841-0.0251739j -0.00226725+0.150322j -0.000346855+0.0499483j 0.00071103+0.0269267j -0.000762674+0.0076562j -0.000385592+0.023627j -0.00117488+0.0167173j 0.00227639+0.0758325j 0.000630845-0.00258147j -0.00097741-0.0293856j -0.000264146+0.00565647j 0.00107591+0.0115419j 0.000232403+0.000722515j -0.000603681+0.010572j -0.00346594+0.0100841j -0.000597017-0.00456587j -0.000475626-0.00996029j 0.00263028-0.0137526j -0.000535417-0.00297438j 0.000934463-0.0136672j 
-0.00019161+0.0190777j -0.000498463-0.00193682j 0.00219871-0.0482157j -0.00156992-0.000406339j -0.00477622-0.0448628j 0.00229065+0.00878625j 0.00374788-0.0309504j 1.79725e-05+0.0150076j -0.000365855-0.126323j 0.00114133+0.0666048j -0.000640532-0.0310419j -0.000105301+0.0870131j 0.0014748-0.013221j 0.00516047-0.0860042j 0.00229136-0.141708j 0.00428691-0.0717271j -0.000639214+0.326354j -0.00278334-0.250294j 0.000590902-0.304803j 0.00497765+0.0494008j -0.000678262-0.259853j -0.00570374-0.097j 0.00306147-0.213397j -6.91656e-05+0.0397137j -0.0036878-0.10953j -0.00509479-0.0903113j 0.00175569+0.00530509j -0.00243438+0.0523521j 0.0016317+0.136495j -0.00354635+0.0231504j -0.00118973+0.288379j -0.00101141+0.0754289j -0.0023485-0.061053j 9.7934e-05+0.0794974j 0.000799799-0.127566j 0.00298717+0.0158827j 0.00510042+0.00282897j -0.00392124-0.135105j 0.001085+0.110608j -0.00474277-0.0555268j -0.00106081+0.0725598j -0.00177533-0.11683j -0.00257372-0.105271j -0.00146988+0.0432397j -0.00341565-0.0893637j -0.00229985-0.021688j -0.00366499+0.147808j -0.0031118+0.0519181j -0.00585645+0.0906404j -0.00264764+0.152371j 0.000638446+0.144115j -0.0044701+0.00365261j -0.0050922+0.0560735j -0.000480351-0.179766j 0.00193868+0.0900392j 0.00238303+0.0087097j -0.00242888-0.0899725j -0.00361379+0.119453j 0.00244979-0.0618004j -0.000347975-0.0991854j -0.00108374-0.060347j -0.0019261-0.0181817j 0.00178908-0.0761902j 0.00111365-0.0803318j 0.00125395-0.101723j 0.00139316-0.0420397j 0.00534676-0.118948j -0.00187282-0.000489215j 0.0012285-0.0355022j -0.000670735+0.00735116j 0.000711143+0.0612962j -0.00313942+0.044004j 7.86153e-05+0.0734435j -0.000925108-0.0359892j -0.00103929+0.00192632j -0.000554051+0.124077j -0.00172653-0.00105844j -0.000557154-0.0194976j 0.000330358+0.0423828j 0.00154091+0.0231231j -0.00133841-0.0301313j -0.000425402-0.00398826j -0.0017938-0.00942802j 0.00137372+0.0123308j -0.0012378-0.0181478j 0.000417278-0.0139592j -0.001242-0.0390982j 0.00284609-0.0366929j 0.00135372+0.00916555j -6.86186e-05-0.0101279j 0.000655716-0.002023j 0.000281606+0.00213459j 
-0.000316198+0.00451536j -0.000905311-3.7423e-05j 0.001339-0.0177542j 0.00022346-0.0215152j -0.00132049-0.0129803j 0.00185439-0.0594782j 0.00117693-0.0633142j 0.00308193+0.0484391j -0.00192321+0.112657j -0.0031746-0.0410614j 0.00144642-0.021024j -0.00090451-0.0401448j 0.00065555-0.0916573j 0.0031051-0.0648777j -9.0104e-05-0.0286707j 0.00143117-0.006336j -0.00117661-0.0351392j -0.00195548+0.0240506j 0.00140502-0.0310811j 0.00251994+0.195263j -0.00313734-0.077674j -0.00419862-0.285441j -0.00171429-0.120919j 0.00242113+0.202828j 0.00155303+0.245991j -0.00401707+0.0915462j -0.00179549+0.111505j -0.00427475+0.0685063j -0.000424576+0.066833j 0.00225763-0.165934j -0.00107733+0.154917j -0.00155519-0.216744j -0.00108236-0.0194741j -0.000729595+0.0996798j -0.00167769+0.0662696j 0.00316185-0.0303921j 0.00337924+0.214458j -0.00284332+0.189381j -0.00512031+0.0924326j -0.00509625+0.42412j 0.000427409-0.0471441j -0.000842589-0.125119j -0.00151771+0.0417318j -0.00160619+0.0341394j -0.00237702-0.109802j 0.00050475+0.101486j -0.000526951-0.118671j -0.0022365-0.0830476j -0.0022838-0.165461j -0.000644332+0.0505554j 0.000664514-0.104452j 5.12384e-05+7.11956e-05j -0.00347902+0.189795j -0.000436831-0.0769639j 0.00271156+0.04053j 7.48419e-05+0.0487104j -0.000522529+0.121983j -0.00326354-0.123434j 0.000435807-0.0341186j -0.000178197+0.0780718j 0.000183488+0.0543406j -0.0017541+0.0971735j 0.00282901-0.0508317j 0.00155095+0.0133568j -0.000247959+0.0498888j -0.000202713+0.0798043j 0.00090457-0.0281534j -0.0021715+0.0139253j 0.00038159-0.00638429j 0.000827221+0.0956859j -0.000257089-0.0142167j -0.00340966+0.0264591j 0.000308873-0.0963459j -0.00082397+0.0634384j -0.000384547+0.0179121j -0.00108266-0.0122462j -0.000127885+0.0231698j -0.000349561+0.0154906j 0.000893663-0.0142171j 0.000748475+0.0134129j -0.00173142-0.0241479j -0.000114465+0.0464038j 0.000155326-0.0293196j -0.000331023-0.0709167j -0.000802232-0.00833526j 0.000271821+0.0454108j 0.000121443+0.0123459j 0.00101971-0.00420022j 0.0011676-0.0125728j 0.00155539+0.00900281j 0.000115142+0.00248055j -0.000154457+0.00286367j 
0.00065807+0.000697483j 0.000164977-0.0122787j 0.00106674+0.00647699j -0.00219584-0.0334141j 0.00101816+0.0430308j 0.00422979+0.0403453j -0.0025826-0.0011139j -0.00261894-0.0115316j 0.00280363+0.0391938j 0.00203219+0.103272j -0.00010512-0.0380744j 0.000133472+0.101925j -0.00147642+0.195656j -0.000867585-0.00869734j -0.00290339-0.0653468j -0.00439999-0.236322j 0.00209936+0.0448073j -0.00073374-0.027559j 0.000727574+0.173826j -0.000618484-0.260061j -0.00298961-0.201629j 0.00341158+0.0648809j -0.00129589-0.0177123j -0.00181259+0.0207375j -0.00452132+0.205054j -0.00589212+0.156964j -0.000626294+0.233088j -0.00431703+0.0596499j -0.00585337-0.178392j -0.00383558-0.112806j 0.00485193-0.139856j -0.00414085-0.00371791j -0.00478388-0.0698022j -0.00137352+0.236404j -0.00290279+0.263431j 0.0041447-0.0351912j 0.00181013+0.0478384j -0.00128881+0.0128039j -0.00326855-0.0573673j 0.00212753-0.107976j 0.00162414+0.127383j 0.00316726-0.0995473j -0.00212215-0.034695j 0.000671871-0.0531794j 0.00285893-0.132343j 0.00459258-0.118243j 0.00150036+0.167968j -2.77501e-05-0.25128j -0.000897445-0.197348j -0.00153106-0.052649j -0.0026995+0.218015j -0.00166356+0.175647j 0.00240204+0.0704807j 0.00184879+0.0527787j -3.44167e-05+0.0323251j -0.00354499+0.0651961j 0.00239616-0.0352654j -0.00191286+0.0248177j 0.00263219+0.0322141j 0.00366345+0.0360608j -0.00307074+0.0075026j 0.00232938+0.0140984j -0.00146773+0.0105717j -0.000506176+0.0319775j 0.00400973-0.0834075j 0.000490249-0.0675668j -0.00208027+0.0426121j 0.00146036-0.0493632j -0.00157748-0.0306931j -0.000487744-0.0494817j 0.000562317+0.0525266j -0.00205065+0.0640521j 5.99116e-05+0.00624143j -0.000101888-0.015595j 0.000174441-0.00876527j -0.000517132+0.0384012j -0.000657718+0.0301901j 0.000393844-0.00964312j -0.00203676+0.0230188j 0.000669557-0.0496522j 2.1789e-05+0.014717j -0.00166142-0.0300588j 0.0009875-0.000105834j 1.34362e-05-0.0345502j -0.000267414+0.0170091j -0.00167444-0.0238591j -0.0028358+3.63019e-05j -0.000300242+0.00119462j 0.000184629-0.00116381j 0.000590581-0.0139089j -0.00011295-0.00346143j 0.000790185-0.00472974j 
-0.000496874-0.0054408j -0.00149958+0.00177575j -0.00170357-0.00955591j 0.00120042+0.012214j 0.00129372-0.0121507j -0.0032268+0.0308925j 0.00230859+0.0249432j -0.00347745+0.0454966j 0.00451735-0.1627j 0.0015041+0.154067j -0.00234479+0.263001j -0.00515923+0.0310554j 0.00244546+0.139258j 0.00222566+0.166293j 0.00407818+0.220522j 0.00281992-0.370411j -0.000846634-0.274112j -0.00175776+0.16098j -0.00221162-0.100641j -0.00155697-0.031143j -0.00541591-0.190986j 0.00268027-0.191241j 0.00240056+0.0411299j 0.00154107-0.100919j -0.00330246-0.13091j 0.00212475-0.0818508j -0.00937895-0.155639j 0.00554176+0.153257j 0.00034199+0.127494j -0.0114442+0.149037j -0.00190089-0.0409474j 0.00577199+0.0142547j 0.00443991-0.162053j 0.00384912+0.0917569j 0.00258327-0.175591j -0.00142962+0.0753207j -0.00240044-0.046135j 0.000556926+0.0638529j 0.000242833+0.0553512j 0.00322665+0.107884j -0.00698728+0.110984j -0.00250408+0.0733671j -0.00179904+0.113278j 0.000889955-0.0108377j 0.00311403-0.0155531j -9.65662e-06-0.0448031j 0.00357122-0.0816018j 0.00390072-0.0659137j -0.00145895-0.14945j -0.00272463+0.163167j 0.00307039-0.0143958j 0.00254996+0.0349465j -0.00116151+0.0559343j -0.00105354-0.0379522j -0.00316501-0.0769336j -0.00149372+0.00342121j 0.000643351-0.0271492j -0.000182225+0.00158798j -0.00155326-0.0665091j -0.000353558-0.0454163j 0.00120442+0.0157711j -0.00148859+0.0482911j -0.000515097+0.00387132j 0.0012362+0.0628466j 0.00059177+0.0498878j -0.000203198+0.0365086j 0.00425632+0.10112j 0.00572273-0.0570172j 0.000234264+0.137517j -0.000814526+0.0343463j 0.0004288+0.0499479j 0.00336812+0.0789355j -0.00198601+0.00602024j -0.000294131-0.0257848j 0.0010376-0.0110779j 0.00240244-0.0687226j -0.00130977-0.0493473j 0.00174095-0.0205573j 0.00019469+0.00377081j -0.00125392-0.017718j 0.00131549+0.00632052j 0.00194985-0.0487694j -0.00100923+0.0201493j 0.00106252+0.0724923j -0.00111169+0.00251052j -0.000162127-0.00393589j 0.00231199-0.028117j 0.000700186-0.00394442j -0.000875273+0.00838183j -0.00133242+0.00157702j 0.00160439-0.00498859j 0.000277685-0.00215402j 
-0.00112377+0.00352936j 0.00111531-0.0046617j -0.000899903-0.00732601j -0.00119724-0.0607907j -0.000274992-0.0190204j 0.00282611+0.0273327j -0.000314038-0.111928j -0.00175603+0.109845j -3.69379e-05+0.0574243j -0.00295237+0.0775592j 0.00213959-0.134035j -0.00334325+0.0526364j 0.00232359-0.0124959j 0.00373395+0.0314776j -2.69646e-05-0.4611j -0.000849836-0.298987j 0.00683848-0.00459431j 0.00136959+0.290118j 0.00167585+0.00997094j -0.00445695+0.196441j -0.00321603-0.0443468j 0.00344309+0.0359199j 0.00337645-0.0351968j 0.00362098+0.124304j -0.000286462-0.218065j 0.00116276+0.103035j -0.00650644+0.0277798j -0.00147889+0.156291j 0.005437+0.0118675j -0.00312034+0.0886396j 0.00138139-0.213067j -0.000213122+0.163448j -0.000594319+0.196607j -0.00160007-0.111284j 0.00243451-0.122222j 0.00172305-0.0434992j 0.00206658+0.104455j -0.00245633-0.0311746j 0.000906904-0.0425298j 0.00301437+0.046466j -0.00160088-0.133929j 0.0016935-0.00703592j 0.00538048-0.0787923j 0.00103374-0.0171697j 7.00566e-05-0.0101687j -0.00373134+0.0510345j 0.00313452-0.102677j 0.00125426-0.12416j -0.000729353+0.00408423j -0.0010618-0.110975j -0.000688845+0.0105626j 0.000577696+0.0614882j 0.00101518-0.117617j -0.000252504-0.145245j 0.000684711+0.028806j -0.00140659-0.127711j 0.000737602-0.0576919j -0.00189468-0.0372962j -0.00240574+0.0265211j -0.00209032-0.0698127j -0.00130968-0.0471244j 0.00045234-0.0755534j -7.06615e-05+0.00789439j -0.000372392-0.0565587j 0.00270135+0.0136351j -0.00348966-0.0100492j 0.00128302+0.0195353j 4.05773e-05+0.0230975j -0.00187451-0.0456025j -0.000902832-0.0420709j 0.000337325+0.0566396j -0.000536309-0.0833164j -0.0028893+0.0641273j 0.00115225-0.0121718j 0.000634889+0.0333028j -0.00161157-0.041282j 0.00248537+0.0227124j 0.00111326+0.0764064j -0.00398964-0.0463107j 0.00121754-0.00803241j -0.000156839+0.00502016j 0.00213073+0.0151864j 0.000956737-0.0432914j -0.00103331-0.0795179j 9.01173e-05-0.0101462j 0.000506131+0.0440047j -0.000666862+0.0241165j -6.52122e-05-0.0138749j 0.00102911-0.0103586j -0.000172158+0.0094745j -0.000929981+0.0031219j 0.00168561+0.00491785j 
0.00222759-0.00979216j -0.00243143-0.000187j -0.00105539-0.00909961j 0.00137328-0.0268645j 0.000497173+0.05374j 0.0010625-0.0632538j -0.0019161+0.0540074j -0.00463818+0.0470371j 5.88089e-05+0.326541j -0.00380191-0.28508j 0.00125299+0.201993j -0.00162792+0.0733663j -0.00426632-0.525913j -0.00647536+0.212704j 0.00515452+0.0376674j 4.14845e-05-0.201809j -0.00276093+0.0337028j -0.000766835-0.122381j -0.00455475+0.219832j 0.000973888+0.0124496j -0.00601785-0.151948j 0.00592905-0.0358571j -0.000979195-0.127624j -0.00117735-0.0529173j -0.00281857-0.125275j 0.00527703-0.00162355j -2.49689e-05+0.0716023j 0.000473313-0.0932352j -0.00543033+0.19607j 0.00348046-0.0914209j 0.00145606-0.0317222j -0.00159232+0.0536181j -0.000840076+0.063052j 0.00143336+0.0246695j 0.00267301+0.0258021j 0.00436089-0.0940535j 0.00332184-0.111448j -0.00567914+0.0877805j -0.000273304+0.0461262j 0.00195474-0.0597369j 0.00605361+0.0198667j 1.1061e-05+0.0371669j -0.00130792-0.00908612j -0.00238329-0.0271547j 0.00098131+0.0381935j 0.00401846+0.00059463j -0.00320743+0.0803638j 0.00388284-0.0487728j 0.000253426+0.10981j -0.00725296+0.0173881j 0.00416911+0.00514091j 0.000830758+0.0941336j -0.00257748-0.0948316j -0.00400503+0.0171339j -0.000179729-0.0568222j -0.00493655+0.0881777j 0.000258093-0.0832762j -0.000123832-0.0316026j -0.0021755-0.0233163j 0.00303388+0.0119575j -0.00179178+0.0308835j 0.00169081+0.0124389j -0.00242829+0.0497559j 0.000393709+0.00343713j 0.00213275+0.0992104j 0.00581257-0.037267j 0.00285592+0.0018407j 0.000173149+0.00421713j -0.000679805+0.0610591j -0.000888242+0.018781j 0.00234459+0.0777032j -1.51342e-05+0.0426842j 0.000327806+0.018506j 0.00227973+0.0346494j 0.00150186-0.017801j -0.000673815-0.00765022j -0.000257831-0.0146946j 0.00157814-0.0492021j 0.00160751+0.0177014j -0.00096087-0.0038717j 0.000132818-0.0175882j -0.000216262+0.00399758j 0.00221671+0.0174048j -0.0006473+0.0074335j -0.000610537-0.00889245j -0.00186934+0.0119667j 0.00104624-0.0163882j 0.000678678-0.0206813j 0.00189933-0.00883658j -0.000610174-0.0040289j 0.00172354-0.0069432j -0.000945574+0.00402935j 
