0.0840437-0.0502772j 0.0210897-0.017661j -0.0320204+0.0735871j -0.0223485+0.108496j 0.0544598-0.0486002j -0.0145391-0.0150506j 0.00653719+0.0363095j 0.015552-0.11224j 0.0212105+0.0445403j 0.00862094+0.0602578j -0.03057+0.051278j 0.00254258-0.0897405j -0.00275793+0.0434685j 0.027872-0.0235758j 0.00909053-0.0233887j -0.000200312-0.0325647j 0.00854931-0.0242929j 0.0229195-0.0290964j -0.0529243+0.0616892j -0.00908906-0.0025109j -0.00367428+0.019693j 0.00548236-0.0162564j -0.00126927-0.00564481j -0.0324969+0.0576968j 0.0247918-0.0159571j -0.0940628+0.0471662j 0.0335707-0.0014774j 0.005234-0.0461393j -0.0115903-0.0162192j 0.0184161-0.0185876j 0.0179308+0.00740275j 0.0680162-0.0589658j -0.044964+0.0115409j 0.0672729-0.015884j 0.0157457-0.0280699j 0.0309151-0.0340571j -0.124214+0.0758108j -0.0241077+0.0061543j -0.031906-0.00117006j -0.131562+0.150849j -0.0426345-0.181192j -0.00668178-0.00203718j -0.217563-0.0429516j 0.110625-0.206914j -0.0209868-0.0265999j -0.0815521+0.0175071j -0.138606+0.0691466j 0.0824339+0.0852514j 0.0594072-0.0983392j 0.0120171-0.0418555j 0.0991395+0.0646317j 0.047665-0.0508807j -0.0836766-0.0199381j -0.00925319+0.0606427j 0.00680127-0.0572902j -0.045796-0.0197975j 0.010074+0.00547018j -0.00473472+0.0199805j 0.0250271-0.0236821j 0.00481827-0.0233963j -0.00235266+0.006757j 0.0178055-0.00162556j -0.0457682-0.0135845j -0.00557317-0.0255877j 0.00382622-0.0050888j -0.00991185-0.0308977j 0.0129608+0.0116726j -0.0184464-0.0296281j -0.00941821+0.0138683j -0.0269208-0.0233974j -0.000874595+0.0143168j -0.0331741-0.00993916j 0.0231559+0.0059323j -0.00512731+0.00962524j 0.0220017+0.0265672j 0.0221985-0.0172743j -0.0173828-0.00377029j -0.0450834+0.00527615j 0.0247645+0.000114654j -0.00294361-0.0326829j -0.0163729+0.00707209j -0.00158902+0.00631011j -0.00891789+0.00179169j 0.0112355-0.0215306j -0.00739994+0.00381678j -0.0153203+0.0286399j 0.000100318-0.00109984j 0.01189-0.0132618j 0.00681726+0.0031577j -0.0536341-0.00481705j -0.0664507+0.0643477j -0.0524572-0.0481884j 0.0439908+0.0704692j -0.00774616+0.0273293j -0.123112+0.0783185j 0.0552984+0.0434984j -0.00101072-0.0161041j 0.0559496+0.0906831j 
0.0445042-0.0439866j 0.0128254+0.0165932j -0.0430305-0.0322909j 0.0263413-0.0279785j 0.0274675-0.0756709j -0.105511+0.017335j -0.0640465-0.0166j 0.0302695+0.00398951j 0.00891713-0.059659j 0.110547+0.0164111j 0.0922831-0.0727502j 0.0889782-0.0319154j -0.0131621-0.0159293j -0.0101351-0.0602694j 0.011332-0.073673j 0.00469979+0.0974565j 0.0410652-0.133334j -0.0345419+0.0159063j 0.138913+0.00363947j 0.0450457+0.0329376j 0.0402764-0.0514115j -0.0617272+0.0925212j 0.0546086-0.0100059j -0.0651953+0.0977746j 0.00366986+0.0590212j 0.0332972-0.0734637j 0.04398+0.0358765j -0.0253231-0.018404j -0.0957889+0.0149277j -0.0404112+0.0706506j 0.0253351+0.0743136j -0.0911307-0.0397539j 0.0313427+0.0976951j 0.146237+0.0653552j -0.0700226+0.0184441j -0.02328-0.164289j -0.0452653+0.0573574j 0.0225996-0.0579097j -0.0410256-0.0152799j -0.0211047+0.114511j 0.0390154-0.0843739j 0.00464062+0.00859374j -0.0123811+0.0798469j 0.0771676+0.0343045j -0.0324465+0.00587614j -0.0241451-0.0176147j -0.0708074+0.0298101j 0.0119914-0.00379642j 0.0413487-0.0275715j -0.00891719+0.017026j -0.0333174-0.0171938j 0.0228437-0.013347j -0.0296309-0.00901022j -0.0459067+0.018342j 0.0517498-0.0103107j -0.00604759-0.0192285j -0.0189356+0.000342412j -0.00210643+0.00752348j 0.0210033+0.00285018j 0.00816377+0.00474203j 0.00345698+0.03033j -0.0124544-0.00640119j 0.0140881+0.0286022j -0.0116779-0.00292209j -0.00364242+0.0103659j 0.0468502-0.02714j 0.00768813-0.0121496j 0.0108092-0.0117622j 0.0114839+0.0204409j 0.0075765+0.00184768j 0.0162205-0.0186003j -0.0219906-0.000318115j 0.0101852+0.00814664j 0.0161359+0.0374478j 0.0291495-0.0113216j -0.0114194-0.00313724j -0.0366197+0.0150225j 0.0243625+0.0375373j 0.0293921-0.00212032j 0.0124179-0.012749j -0.0314885-0.00270798j 0.00395589+0.0204057j 0.00322242-0.0164335j 0.0252793+0.0100416j 0.0192127-0.00275118j -0.0113569-0.00691208j -0.0172502+0.00270849j -0.00990671+0.01078j -0.00705144-0.012177j -0.00554284+0.0243831j -0.00506917-0.00468206j 0.00972801-0.0164141j 0.0141614+0.00948314j 0.00102535+0.00500164j -0.0068333+0.00545214j 0.00358824+0.00634001j -0.00340691+0.0144436j 0.0107262+0.0016983j 
-0.0114019-0.0269759j 0.00796316-0.0124093j -0.00560102+0.0302571j 0.0565513+0.0811434j -0.0664688-0.0835589j -0.0311603+0.0309824j -0.0501113-0.104412j -0.0478687-0.0535568j 0.147686-0.0767654j 0.0799174+0.0168826j -0.0299759-0.08491j 0.0678723+0.0561824j -0.115736+0.0340599j -0.100364-0.0885831j -0.00173603+0.0219572j 0.0820881-0.184992j -0.0386268+0.00741599j -0.0532162+0.0724276j -0.13858-0.113933j 0.00129216-0.0372752j -0.0690708+0.089286j -0.0336176+0.0495726j 0.109221-0.0778473j 0.0602673+0.0377308j -0.013114-0.0699477j 0.0624568-0.0361838j -0.179554-0.0106967j -0.0250767+0.068907j -0.0820645-0.0776525j -0.0720014+0.0677209j -0.0731351+0.156345j -0.136919-0.0498346j -0.0140701-0.0449005j 0.0487298-0.0897459j 0.0369766+0.0756594j -0.130541-0.0689391j -0.181731+0.041898j -0.0195247+0.106395j -0.0217862-0.074221j -0.021705-0.00747338j 0.00838133+0.00393147j 0.0546684+0.0192795j 0.104556-0.0250478j -0.0648506+0.0267705j 0.0503306-0.0115329j 0.0402349+5.95331e-05j 0.00892917-0.0388531j 0.00347717-0.0251715j -0.000260083-0.0335221j 0.0658802+0.0176895j 0.0255659+0.0260586j 0.0450825+0.0252016j -0.028434-0.0105307j 0.00736948+0.0165695j -0.000239367+0.0110101j 0.0127931-0.00975094j -0.00502209+0.0315094j 0.0385+0.00707584j 0.0021117-0.0037139j 0.0167132-0.0359255j 0.00599261-0.0205569j 0.00171055-0.0156868j 0.0410119+0.00506539j 0.00198191+0.00305687j -0.0153832-0.00715895j -0.0149469-0.00425361j -0.0151543+0.00662838j 0.0145321-0.0168106j -0.00848617-0.00966452j 0.00919727+0.00608231j -0.0135578-0.0272178j 0.0302025-0.00851776j 0.0174973+0.024472j 0.00275273+0.00974194j -0.00597393-0.0128567j -0.00198068-0.0216914j -0.027801+0.00444339j -0.0104634-0.0341841j 0.00134152+0.0319763j 0.00440177-0.00502071j -0.0100448+0.0109002j -0.0233418-0.0235727j -0.00202919-0.00830611j 0.00313403-0.000719898j -0.00327125-0.00865966j 0.0263285+0.00468289j 0.0205799+0.00379888j 0.0135702-0.0191867j 0.00825532-0.00650401j -0.00113407-0.00671017j 0.00413182-0.0104609j -0.00227144+0.00527304j -0.0034417+0.00712686j 0.00658155+0.00751675j 0.00558332+0.000431714j -0.00966764-0.00402266j 0.0130955+0.00781086j -0.00695816-0.00330391j 
-0.0107908+0.0175495j 0.0148745+0.0185796j 0.00556456-0.0466342j -0.0366761-0.0118634j -0.0582433+0.00594743j 0.0904568-0.0184894j -0.0262475+0.0330158j 0.0219663+0.111822j 0.021261+0.0355024j -0.0225212+0.069309j 0.0190312-0.0123118j 0.0755671+0.0422274j -0.0116247+0.064451j -0.0366926-0.071761j 0.0542276-0.0520715j -0.0401605-0.00985847j 0.0742301-0.105217j 0.0478931-0.015687j 0.0442965+0.0578062j 0.00433091+0.100996j -0.0241192+0.0267188j 0.0283982+0.0478483j -0.0591796+0.00598435j -0.0759156-0.0618238j -0.0541414+0.0372925j 0.110717+0.0902599j -0.0172418+0.0759311j 0.0877288-0.0252234j -0.00239433-0.10704j 0.0609631+0.0203853j 0.00331607+0.0996244j -0.0302569+0.0152246j 0.0265144-0.0853369j 0.0638004+0.148287j 0.100619-0.0623435j 0.0495042-0.0996948j 0.0223883-0.0853073j 0.0254949+0.152926j 0.106716-0.0928136j 0.00292045+0.109192j -0.00359446+0.110627j 0.0661119-0.0160717j -0.0422818+0.00766159j -0.130593+0.0549368j -0.0862378-0.0887412j 0.0580308-0.0523696j 0.0519758-0.0324502j 0.00174503-0.026151j 0.0132549-0.000308565j -0.0253016+0.00615054j 0.0369589+0.019055j 0.0104304+0.00994416j -0.00713322-0.0367833j -0.00924606+0.000957223j -0.0258807+0.00395058j -0.000659948-0.0264996j -0.00426726-0.0159519j -0.00975675-0.0157219j 0.000479607+0.0150327j -0.0203695-0.013975j -0.00158843+0.000472815j -0.000121698+0.0106238j -0.00623388+0.00959053j -0.0330664-0.00430079j 0.0282231-0.0159182j -0.00787819+0.0442811j 0.0110738+0.0282731j -0.0109437+0.00623465j 0.00938836-0.0112811j 6.42182e-05-0.0066738j 0.00547236+0.00590708j 0.0415896+0.0229682j 0.00264513+0.0143845j -0.0113557+0.0422043j -0.00907153+0.00411417j 0.00189768+0.00987373j -0.0141305-0.0501203j 0.00894251+0.028038j -0.0127269-0.00938189j 0.00745629+0.00726664j -0.0215884+0.00587186j -0.00799617+0.0148319j 0.0132949+0.0201121j 0.0313407-0.0254576j -0.00210664-0.010543j 0.0202528+0.0106482j 0.0285713-0.00783622j -0.0214304-0.0181655j 0.0157323+0.00135454j -0.0161208+0.00607183j 0.00589156-0.019383j -0.0141281+0.0122346j -0.0118217-0.00227042j -0.00292563+0.00994651j 0.00631615-0.00777949j 0.0112784-0.00118335j -0.0155354+0.00830083j 0.015858+0.0241251j 
0.0182639-0.0413324j -0.0105897-0.032782j -0.0303453+0.037327j 0.0197523-0.0332824j 0.0558611-0.00925361j -0.00219982-0.0692867j 0.0182167-0.00902837j -0.0115574-0.0628343j -0.00374977-0.027214j -0.0555657+0.00430097j -0.0270037-0.0858735j 0.128684-0.0121424j 0.0389907-0.0926076j -0.0287739+0.0518999j 0.00352002+0.0698638j 0.0670224-0.042786j 0.0740351-0.0164817j 0.054476+0.0769556j 0.0529076-0.054648j 0.251023+0.110779j -0.0532012+0.101829j -0.0323758-0.0187842j 0.0214321+0.0864866j -0.0845012-0.00159001j 0.113014-0.0966097j 0.0862484+0.107057j 0.0970227+0.108436j -0.00934975-0.0241187j 0.0102101-0.218223j 0.0383993+0.0125753j -0.0657085-0.101656j -0.0423418+0.0117018j 0.00567889+0.0744632j -0.0380274+0.0323884j -0.0465945+0.0577075j -0.0547598+0.100189j -0.105902+0.0440459j 0.0258233+0.129112j 0.0962757-0.0972862j 0.0037361+0.155208j -0.0214542+0.0800329j 0.0380068-0.0503541j -0.0883098-0.0123737j 0.0687812-0.0491638j 0.0475556+0.0892246j -0.0126143+0.040895j -0.00409919+0.0371012j -0.0163541+0.022275j 0.00221544+0.00803085j 0.0061184-0.00933248j -0.00759197-0.0341136j 0.0130279+0.0115721j 0.0312563+0.0324098j -0.0207796+0.0340759j 0.0213155+0.0102878j -0.0210461+0.0268372j -0.00810872-0.0233274j -0.012657-0.0233117j 0.0236663+0.00484396j 0.0284024+0.0142156j -0.00347185-0.00134584j 0.0123574-0.0400922j -0.0154532-0.00170673j 0.00231087-0.0162754j -0.00531331+0.00663608j 0.00727745+0.0297008j 0.00532598+0.0129194j 0.0447124+0.00634788j 0.018359-0.0138889j -0.00298203-0.0127108j -0.00186802+0.0135762j -0.00555794+0.00751575j 0.0186049+0.0138133j -0.0121568-0.0128479j -0.0258769+0.00304626j -0.0117919-0.0146487j -0.00667069+0.0182757j 0.01242-0.00301342j -0.0277638-0.00731333j 0.0135286+0.0387256j -0.00356484+0.00496277j -0.00874927-0.0122717j -0.0237536-0.0101123j -0.000933923+0.00225477j -0.025846-0.000390469j 0.0161156-0.00064899j 0.00684523-0.0130442j 0.00905752-0.00246047j 0.0290267+0.00201568j 0.0134218-0.0125264j -0.00108412+0.016074j -0.0111399+0.00517295j -0.00321392-0.0162369j -0.00674748+0.00821406j -0.00903645+0.0129218j -0.0031476+0.0128146j 0.0154996+0.00177065j -0.0090654-0.0283827j 
-0.00712431+0.00822072j 0.000912805-0.0201289j -0.00596087+0.0364472j -0.00166969-0.0318239j 0.041487+0.0241238j 0.0143703-0.0857149j 0.0297667+0.05613j -0.0165336-0.00167652j 0.0224615+0.068947j -0.0438418+0.0100631j 0.0136806-0.0381594j -0.0143559+0.104456j -0.116376-0.0856637j -0.00842233-0.176502j 0.0418483-0.0699913j 0.143158+0.135893j 0.0527892-0.0798369j 0.0088291-0.118249j -0.0713273+0.0410783j -0.087569+0.0430581j 0.0418133+0.00241146j -0.0571625-0.075413j -0.0180123+0.0346564j -0.0556886+0.0289941j -0.0170355+0.172447j 0.00369713-0.0503893j -0.0786915+0.0651859j 0.0431228-0.0396672j 0.0561817-0.0251542j -0.0327312-0.00978981j -0.15163-0.0718879j -0.166921-0.0417109j 0.068877-0.00846244j -0.0991139-0.0447844j 0.051283+0.0168478j 0.0270262-0.156411j -0.0716951-0.0160525j -0.183389+0.0641922j 0.126679+0.00790185j 0.0228917-0.0488849j -0.0895278+0.103513j 0.0638687+0.0701382j -0.0463717-0.0173494j 0.106552-0.0532726j 0.0414855+0.0408878j -0.0281288+0.0610549j -0.0230496+0.012023j -0.014489-0.00543928j 0.0181424+0.0516076j 0.024501-0.0193236j -0.0401827-0.00179691j -0.014717+0.0417049j 0.0364311+0.0298296j 0.00207128-0.0283805j 0.00154443+0.00590978j 0.0245188+0.0362797j -0.00300683-0.00998375j 0.0223916+0.0170141j -0.0199204-0.00923278j 0.0197777+0.0267433j -0.0191832-0.0116687j -0.00847218+0.0303627j -0.0111009+0.0438861j 0.0252867+0.00850886j 0.0358197-0.00695816j 0.0021603-0.0119314j -0.00978599+0.026512j 0.0219163+0.0567183j -0.00369035+0.0329048j 0.0141508+0.0115842j -0.0282285+0.00452827j -0.0222743+0.00360277j -0.0186677-0.00142714j -0.0345965+0.0125473j 0.00282415-0.0262254j 0.014133-0.0229054j 0.0190551-0.0106845j 0.00477057+0.0110727j 0.00948201-0.00197847j -0.0118078+0.00301247j -0.00976291-0.0133942j 0.0173833-0.0192322j 0.0225663-0.0117594j 0.00979382+0.00338135j 0.00666974+0.00930167j 0.00635195+0.0153486j 0.00240292+0.0250179j 0.023413+0.00174654j 0.00622523+0.0277337j 0.0096377-0.00979596j -0.0147928+0.0145887j 0.0016185+0.000931464j -0.00586276-0.00665366j 0.000569113-0.0105849j -0.0115782-0.00774426j -0.00302489-0.00582761j 0.00496101-0.0292214j -0.0327423-0.0164801j 
0.00933627-0.00960625j 0.0175175+0.0315569j -0.026539-0.0392606j -0.00454927+0.0139638j -0.029559+0.0138828j -0.0347002+0.0429281j 0.0134451+0.0100979j 0.0210922-0.0191448j -0.0502768-0.00555772j 0.0685791+0.00233912j 0.117558+0.082253j -0.0836815-0.0406362j -0.0107875+0.00245425j -0.0238923-0.254321j 0.0517304+0.0499024j 0.00804976+0.00842135j 0.0393568-0.200433j 0.168356+0.013627j -0.0517451-0.042102j -0.0335508-0.111469j -0.042126+0.0477855j -0.0868015-0.0236829j -0.00616441+0.100581j 0.0458806-0.0186592j 0.0935536+0.0818846j 0.081639+0.11478j 0.0308907-0.00146594j 0.0418985+0.0405443j 0.010546+0.0248362j -0.00712718+0.0383278j 0.217573+0.0386296j 0.00333288+0.0431892j 0.0227287-0.0614376j -0.0507584+0.0407386j 0.0426241+0.0226667j -0.111706-0.0807132j 0.0250993+0.0494274j -0.0534815-0.0362638j 0.0204592+0.136947j -0.0980611-0.113984j -0.0205693-0.0504568j -0.00131208+0.067368j 0.0106889+0.0236161j 0.0287551-0.0466028j -0.0236765-0.0460658j -0.0141535+0.00123536j -0.0494389+0.0124607j -0.0130472+0.020681j 0.0549857-0.013425j -0.000567714-0.0118065j -0.0339045+0.024157j -0.047668-0.0277557j -0.0242874-0.0156155j -0.00411154-0.0151571j 0.00177936-0.0446441j 0.0101978+0.00727223j 0.0109866+0.0139899j 0.000684622+0.0130761j -0.0206649-0.0309104j 0.0117439-0.0140035j 0.0346395+0.00643611j 0.0142703+0.0154604j -0.0126432+0.0320325j 0.0183301+0.0115968j -0.00757174-0.02821j -0.00635249-0.0216822j -0.00958927-0.0206334j 0.01509+0.0108517j 2.81937e-05+0.00182145j -0.015682-0.0319954j 0.0017677-4.22691e-06j -0.0132567-0.0121643j 0.00353837+0.01288j -0.0159768-0.0271436j -0.0404871+0.0115271j -0.0141692-0.0127334j -0.00126234-0.00825179j -0.00511962-0.00895523j 0.00778724-0.0128599j -0.0108333+0.0199943j -0.0144346+0.0170431j -0.0490293-0.00851352j -0.000213289+0.0195956j 0.028129+0.0028769j -0.0322105-0.00250782j -0.00088816+0.00632991j -0.013654+0.0217263j 0.0074504+0.0193127j -0.00797615+0.00778494j 0.0104714+0.00818225j -0.00354366-7.72134e-05j -0.00339569-0.0114744j 0.0106975-0.0115174j -0.0193099-0.0148954j -0.00943081+0.00350813j -0.00166189-0.00230231j -0.0170839-0.00634855j -0.0024148+0.0229905j 
0.00535437-0.0252276j 0.0114631+0.00420867j -0.0436536-0.0108194j 0.0136995-0.00918412j -0.0551303+0.042147j -0.00767793+0.047809j 0.0555651-0.0503847j 0.00831399-0.0219697j 0.0232571-0.0268033j 0.00248738+0.0929278j 0.0416576+0.101397j -0.111917-0.0095098j -0.101674-0.0326897j 0.0103037+0.0383686j -0.0157934+0.0602572j 0.0512028-0.0475345j -0.0495909+0.19859j -0.0915161-0.0517934j 0.0373848+0.0287805j -0.0701543+0.0578089j 0.0713779+0.0501377j -0.165111-0.0465833j 0.129571-0.1962j 0.0174592+0.0525331j -0.0957052-0.0612607j 0.018158+0.0576199j -0.0686186-0.0607273j 0.00985261+0.0999327j -0.0716363-0.0284261j 0.286631-0.166818j 0.00243624+0.113005j 0.0555609-0.0697648j -0.177154-0.179133j 0.0375154+0.0951997j 0.269115+0.0123764j -0.0543426-0.0649732j 0.0280242-0.0421802j 0.0167244-0.0386122j 0.0844742+0.126938j 0.0105605+0.00936739j -0.00847243+0.033746j 0.0765374+0.0559593j -0.0422759+0.0122327j 0.027232-0.0883158j -0.0456786-0.0283653j -1.62897e-05-0.0112814j -0.0132559+0.0237268j -0.0366144+0.0534999j 0.0504723-0.0414897j -0.0106414-0.00621619j -2.33745e-05-0.00848111j -0.0382235-0.0135898j -0.0104101-0.0160696j -0.0134491+0.00942007j -0.0261342-0.0163715j 0.0129177+0.0013176j -0.0245136-0.00386454j -0.0262055+0.000106226j -0.0250863+0.0191995j 0.00772805-0.00753732j 0.00108455-0.00384931j 0.001837-0.0567902j 0.0189145-0.0178408j 0.00372407+0.0134278j -0.00826883+0.00555702j -0.0159826+0.00214679j -0.00867573+0.0270399j -0.00774169-0.0370691j 0.000581778-0.0155021j -0.0038585+0.00832887j 0.0145845-0.00299444j 0.00983385+0.00893856j 0.0128909+0.0203268j 0.00542393+0.0263919j 0.00526196+0.0130416j -0.00470757-0.00769865j -0.0124851+0.00282007j 9.75339e-05+0.00534711j -0.00465979-0.0129987j 0.0145879+0.000540797j 0.01245-0.00430842j -0.000309136+0.000786963j -0.0246494-0.00388654j -0.00510808+0.00988318j -0.00308135+0.0234904j 0.00240455+0.00921047j -0.0094613+0.00726912j -0.00118416+0.00390633j 0.00289159+0.0054754j 0.00991362-0.00350496j -0.00154858+0.000485855j -0.00331493-0.00530636j -0.00316142-0.00666594j -0.00762369+0.00551456j 0.00237725+0.0171975j -0.0112161+0.015831j -0.0112161+0.0167152j 0.0139031+0.0119252j 
0.0122416+0.00630552j -0.00477879+0.0212158j -0.0490731-0.0593971j -0.0252152-0.0221106j -0.0225191+0.0436415j 0.036639-0.081914j -0.0263544+0.087823j 0.0938103+0.0856645j -0.0147808-0.0515119j 0.0571117+0.174371j -0.0807703-0.0186323j 0.0536462-0.0200263j -0.105401-0.0667518j -0.0854944-0.096932j 0.0151666-0.0793629j -0.0747103+0.0188137j -0.0364459+0.0207526j -0.137025-0.109467j 0.0257814+0.00338381j -0.125889-0.0111306j 0.118458-0.0301518j 0.113954-0.0273273j 0.0220196-0.17252j 0.0566152+0.0975537j -0.0267853+0.0505682j -0.0334688-0.0289603j -0.0190363-0.0504963j 0.0648553-0.0254828j 0.0656914+0.0998094j -0.0500802+0.28688j 0.0530901+0.0380993j -0.0604605+0.173555j 0.0288729+0.0871002j 0.048033+0.026731j -0.0815386+0.0234197j -0.0405336+0.13875j 0.0104986+0.0361825j 0.0527692+0.0842586j -0.0122501-0.00566838j 0.0162208+0.0703532j 0.0740322+0.0260715j -0.0166082-0.127887j -0.003036-0.00869242j -0.0152746-0.141856j -0.0790504-0.0381126j -0.0239552-0.011278j 0.0151017+0.0327378j -0.0474039+0.0348047j -0.0137012+0.00168606j -0.0135062-0.0306287j -0.0142702-0.0272377j 0.0373513+0.0511874j 0.0159375+0.018625j 0.0315197+0.014794j 0.0270848-0.0211432j 0.0107906+0.0302583j 0.0118661+0.00311573j 0.0238965+0.0093311j -0.000324963-0.0196452j -0.0164917-0.0157761j -0.0150005+0.0169808j -0.0180571+0.00271486j 0.0170132-0.00955144j 0.0108648+0.00101248j -0.0320533+0.0318055j -0.0218388-0.00382134j -0.00899422+0.0124094j -0.00436903-0.0215825j -0.0134629+0.0110042j 0.0201784-0.0101088j -0.00450918+0.0496225j 0.0076365+0.0089613j 1.33933e-05-0.0272901j 0.00478428+0.0217067j -0.0348934+0.00818715j -0.00131405-0.0150748j 0.00742809-0.0257225j 0.0107759-0.0254464j -0.00408421-0.0364005j 0.00547108-0.0179809j 0.0267178+0.015465j -0.00687904+0.00488176j -0.0153437+0.0031315j -0.00751866-0.0295743j -0.00285774+0.0207196j -0.000618662-0.0155899j -0.00153523-0.00447452j 0.00750427-0.000238821j 0.00647592+0.00952277j 0.0025167-0.0147572j 0.00164265+0.0132761j 0.00237014+0.0114792j -0.0174811-0.00216927j -0.00480864+0.0146375j 0.0190721+0.0166367j -0.0106022+0.0304858j -0.00109864-0.00169277j 0.00304261+0.00617437j 
-0.00435057+0.00112614j 0.00111717+0.00269111j 0.0227757+0.00364031j 0.000662603+0.00650157j 0.00456831-0.0310717j -0.0173648+0.0342675j 0.0439724+0.0417039j -0.00676745-0.114642j -0.0507058-0.044554j -0.0128917+0.0245611j -0.107127-0.0102703j 0.0352337+0.00340305j -0.0550533+0.0747522j 0.0661718-0.0905732j -0.109658-0.14588j 0.0657986+0.1463j -0.130696+0.0417612j 0.0656275+0.104083j 0.066188-0.0917202j 0.011529-0.028895j -0.0661678+0.0725258j -0.0211718-0.0553923j -0.0201009-0.164082j -0.0850075-0.0576948j 0.0661774+0.0178063j 0.104968-0.144116j 0.0928447+0.0672106j -0.095787-0.00945643j 0.00164612-0.0568657j 0.156524+0.000268268j -0.0298757-0.0278879j -0.118864-0.0782692j -0.0855858-0.0500412j -0.179397-0.0940547j 0.145685+0.0463748j -0.133519-0.0447805j -0.0496449+0.00310829j 0.0123765-0.131702j -0.108065-0.0817518j -0.0679976+0.0705669j 0.0231138-0.0335257j -0.114191-0.0647585j -0.0272111+0.0270081j -0.0360782+0.0996301j 0.0301109+0.0104997j 0.0171914+0.0144623j -0.000317852+0.00615247j -4.10381e-05-0.0282977j -0.0145271-0.0244476j 0.00319122+0.00862099j -0.000423534-0.00533887j 0.00368682-0.00308631j -0.0137374-0.0209853j 0.0116378-0.0374868j 0.00479517-0.0276027j 0.00567542-0.0139813j -0.0330059-0.0377867j -0.0124928+0.0108583j 0.00516606-0.0300061j -0.0137095+0.0335625j 0.0017701-0.00528452j 0.0272118+0.0202032j 0.0144462-0.0123552j 0.00350645+0.0315664j 0.030126+0.0228835j 0.0206399-0.0290684j 0.0213989+0.0114478j 0.0323785-0.000837547j 0.00516048-0.00446082j 0.00411557-0.00130108j 0.00616059+0.0305349j -0.0218171-0.0158258j 0.00470083-0.00112216j -0.00246079+0.0060774j -0.035615-0.0258998j 0.0041277-0.00693544j 0.00981062-0.0137502j -0.0180331-0.00249132j -0.0166869-0.00567271j 0.00700833-0.00288388j 0.00248705+0.0107921j -0.0132574+0.00916413j 0.00829706+0.0068171j -0.00064547-0.00480118j 0.00621469-0.0161649j -0.0220027-0.0107273j -0.00506127-0.0192877j -0.022669+0.00717781j 0.00407582-0.0164656j -0.0179037+0.00959419j 0.0112232+0.00513367j 0.00124725+0.00573229j -0.002629+0.003092j -0.00948873-0.00498497j -0.0128097-0.00990108j 0.00955728-0.0130411j 0.00304469-0.00601082j -0.0069201-0.00102007j 
-0.0211248+0.00584438j 0.00681984-0.0217613j 0.0856294+0.0509444j 0.0564698-0.0393554j 0.0369756-0.0746434j -0.123858+0.0590238j 0.00916351-0.0329336j -0.0012357-0.0699967j 0.029827+0.0311716j -0.0387123-0.00578548j 0.0873349+0.0339431j -0.102711+0.0514121j 0.157047+0.0127252j 0.0645592+0.0924132j -0.0254736+0.0637448j -0.188672+0.00170297j -0.160961+0.0126225j -0.192035+0.0624408j -0.0275477+0.106319j -0.11839-0.031741j -0.0712872-0.0133783j 0.0191719-0.0834149j 0.107565+0.112158j -0.0272306+0.00503934j 0.244152-0.0179226j -0.141074+0.0964561j -0.0571299+0.00153555j 0.135627-0.155353j 0.0742707-0.0603415j -0.0889686+0.0243409j 0.147375+0.0289074j -0.00674057+0.0546827j 0.11193-0.0146072j -0.0331319+0.103524j 0.0852701+0.0110073j -0.0315373+0.0671853j -0.0355195+0.0316651j 0.0993307-0.00350706j 0.126957-0.10748j -0.0333222-0.0170585j 0.0113695+0.00797543j 0.112368+0.0269838j -0.0569181+0.00599242j 0.0121058+0.0977416j 0.0493233+0.0334526j 0.00372617+0.0280569j -0.0408104-0.00119263j 0.0166262-0.0260341j -0.00400467-0.0137681j -0.00186065+0.0277161j -0.00634149-0.00994219j 0.00408338-0.0135581j -0.00425555-0.0168729j -0.0542532-0.0154552j -0.0114131+0.0283913j -0.0268671-0.0236762j 0.0258439+0.00903639j -0.0109756-0.0309877j 0.00919204+0.0140653j -0.0630832+0.0195162j -0.0386225-0.0117229j 0.0228253-0.00939042j 0.00718505+0.0229115j -0.0100518-0.00273904j -0.00952327+0.0350749j -0.0163277+0.0174143j -0.00101412-0.0153941j 0.0117281+0.0223958j 0.0181482-0.0197587j -0.000804199+0.0380568j -0.00900902+0.0269122j -0.0160914+0.0144722j 0.0175025+0.0243061j 0.00444962+0.0161692j 0.0107364-0.0359701j -0.00766481-0.0114965j -0.0180764-0.0255251j -0.0210657-0.0167956j 0.00335664-0.0024213j 0.0148335-0.00163324j 0.00315134+0.0101643j -0.000518094+0.0111456j -0.00847021-0.0205791j -5.06817e-05+0.00703613j 0.00356445+0.00276152j -0.00045396-0.00946942j 0.00243594-0.00673098j -0.0172818-0.0134696j 0.0164864-0.0101017j -0.0111917-0.000446768j -0.00888271-0.00715906j -0.00365791+0.00514611j -0.0057428+0.00439349j -0.000718509-0.00389698j -0.0129822-0.0177261j 0.00646383-0.0144978j 0.0130345+0.0091211j 0.0025412-0.0174279j 
