-0.221902-0j 0.756529-0j -0.204667-0j -0.206788-0j -0.179083-0j -0.147736-0j -0.0472024-0j -0.029055-0j -0.032158-0j 0.0767293-0j -0.0169487-0j 0.0775245-0j -0.0296603-0j -0.0104865-0j -0.0173018-0j -0.0183514-0j -0.010705-0j -0.00279265-0j -0.0189018-0j -0.00272824-0j -0.0206279-0j -0.00297737-0j -0.0159783-0j -0.00230626-0j -0.0161439-0j 0.0440222-0j -0.00233016-0j 0.00635406-0j 0.0544747-0j -0.0120329-0j 0.00786275-0j 0.0317769-0j -0.0104208-0j -0.0017368-0j 0.0045866-0j -0.00150411-0j -0.01489-0j -0.00744499-0j -0.00214918-0j -0.0061418-0j -0.00752214-0j -0.00107459-0j -0.000886493-0j -0.00108573-0j -0.00339886-0j -0.000490584-0j -0.000749379-0j -0.000108164-0j 
0.00445724-0j -0.0148183-0j -0.0082003-0j -0.0395596-0j -0.0105867-0j 0.00345295-0j -0.0177223-0j 0.000583615-0j -0.00190105-0j 0.000510663-0j -0.0016986-0j 0.00246353-0j 0.0034975-0j 0.000210638-0j -0.000806625-0j 0.00176003-0j -0.00303265-0j 0.00181731-0j 0.000379673-0j 5.4801e-05-0j -0.00121944-0j -0.000176011-0j 0.000320949-0j 4.6325e-05-0j 0.00154831-0j -0.000584415-0j 0.000223479-0j -8.43531e-05-0j -0.00106701-0j 0.00354915-0j -0.000154009-0j 0.000246083-0j -0.000417527-0j 0.000512275-0j 3.5519e-05-0j -6.02648e-05-0j -0.00284854-0j -0.000440119-0j -0.000411151-0j 0.00347064-0j 0.00017581-0j -6.35256e-05-0j 0.000500943-0j 2.5376e-05-0j -0.00127611-0j -0.000184191-0j 0.00311319-0j 0.00044935-0j 
-0.000112562-0j -0.000751131-0j -0.00010382-0j -9.60648e-05-0j 0.000177806-0j -0.000290165-0j 0.000310233-0j 0.00212098-0j -0.00459475-0j -0.00560116-0j 0.00123724-0j -0.00518277-0j -0.00423788-0j 0.000765503-0j 0.00489029-0j 0.00122685-0j 0.000909282-0j -0.009018-0j -9.58818e-06-0j -0.0189737-0j 2.04807e-05-0j 0.0405285-0j -8.10518e-06-0j -0.0160391-0j -7.49975e-06-0j 2.23308e-05-0j -0.014841-0j 0.0441898-0j -5.4086e-05-0j 1.19471e-05-0j -0.107029-0j 6.24123e-05-0j -5.28609e-06-0j 0.0236416-0j 0.123506-0j -0.0104605-0j -6.91725e-06-0j 7.39186e-06-0j -0.0136883-0j -3.62515e-06-0j -1.47741e-05-0j 0.0146275-0j -0.00717368-0j -0.0292359-0j 2.23387e-05-0j 0.0442053-0j 3.74134e-05-0j 0.0740362-0j 
0.000111408-0j 0.000125849-0j 0.000608319-0j -0.000207089-0j 8.41878e-05-0j -0.000220138-0j 2.36985e-05-0j -0.00209923-0j -0.00232342-0j 0.00545155-0j 0.00610976-0j -0.00185586-0j -0.0126865-0j -0.00963188-0j 0.00249349-0j -0.0012415-0j 0.00229549-0j -0.00020177-0j 9.48984e-06-0j 0.0187791-0j 1.03564e-05-0j 0.020494-0j -2.38088e-05-0j -0.0471144-0j 8.10518e-06-0j -1.46073e-05-0j 0.0160391-0j -0.028906-0j -2.68949e-05-0j -3.01421e-05-0j -0.0532214-0j 5.28609e-06-0j -9.77174e-06-0j -0.0596473-0j 0.0104605-0j -0.019337-0j 4.42566e-05-0j 4.75183e-05-0j 0.0875779-0j -6.15075e-06-0j 3.53619e-06-0j 0.0940324-0j -0.0121715-0j 0.00699764-0j -5.06455e-06-0j -0.0100221-0j 3.76233e-07-0j 0.000744516-0j 
0.00191025-0j -0.00209642-0j 0.00345804-0j 0.0035494-0j 0.00444522-0j -0.00114604-0j 0.00429791-0j -0.0118313-0j 0.0127221-0j 0.0101864-0j 0.0344349-0j 0.0104555-0j 0.0230303-0j 0.0211453-0j 0.0128703-0j -0.0221696-0j 0.0204796-0j -0.0208364-0j -0.0156556-0j -0.0022454-0j 0.0165989-0j 0.00238068-0j 0.0130219-0j 0.00186765-0j 0.0133659-0j 0.0240981-0j 0.00191699-0j 0.00345625-0j -0.014291-0j -0.0483107-0j -0.00204968-0j -0.00798643-0j -0.0510972-0j -0.00692892-0j -0.00114545-0j -0.00732857-0j 0.0241957-0j -0.029666-0j 0.00347025-0j 0.048449-0j 0.0169343-0j -0.00425481-0j 0.00694876-0j 0.00242879-0j 0.0292983-0j 0.00420208-0j -0.0173866-0j -0.00249366-0j 
0.00545899-0j -0.0120698-0j -0.0149434-0j 0.00465889-0j -0.00807425-0j -0.0417653-0j -0.0150455-0j 0.000714779-0j -0.00154845-0j -0.00185623-0j 0.000416955-0j 0.000578714-0j 0.00423873-0j 0.00327962-0j 0.00164805-0j 0.000387137-0j -0.000909464-0j -0.0030391-0j 0.000465002-0j 6.71173e-05-0j -0.00099326-0j -0.000143365-0j -0.00116663-0j -0.000168389-0j 0.000363718-0j 0.000358832-0j 5.24982e-05-0j 5.17929e-05-0j 0.00257942-0j -0.000579401-0j 0.000372308-0j 0.0010029-0j 0.000240044-0j -8.36294e-05-0j 0.000144756-0j 3.46474e-05-0j -0.000995644-0j -0.00455737-0j -0.000143709-0j 0.00017581-0j 0.000670898-0j -0.000657799-0j 2.5376e-05-0j 9.68358e-05-0j 0.00321535-0j 0.000464096-0j -0.00181446-0j -0.000261894-0j 
0.000955124-0j 1.53573e-05-0j -0.00436231-0j -0.000864731-0j 0.000139482-0j 0.0061633-0j -0.000798228-0j -0.00591567-0j -9.31953e-05-0j 0.025632-0j -0.00345081-0j 0.00508097-0j 0.000425648-0j -0.015244-0j 0.00689498-0j 0.0461478-0j -0.0317642-0j 0.0027944-0j -0.00782782-0j -0.0011227-0j -0.000121594-0j -1.74396e-05-0j 0.032767-0j 0.00469958-0j 0.00649534-0j -0.00604055-0j 0.000931588-0j -0.000866361-0j 0.000526855-0j -7.093e-05-0j 7.55637e-05-0j 0.00853441-0j -0.0548631-0j -1.01731e-05-0j 0.00122404-0j -0.00786869-0j -0.029666-0j -0.000313334-0j -0.00425481-0j 0.00748571-0j 0.0775135-0j -4.49396e-05-0j 0.00107363-0j 0.0111173-0j -0.0273845-0j -0.00392759-0j 0.00183112-0j 0.000262627-0j 
-0.000159187-0j 0.000174702-0j -0.00028817-0j -0.000295783-0j -0.000370435-0j 9.55033e-05-0j -0.000358159-0j 0.00299952-0j -0.00322535-0j -0.00258248-0j -0.00873005-0j -0.00265071-0j -0.00583872-0j -0.00536083-0j -0.00326292-0j 0.00562051-0j -0.00519205-0j 0.00528253-0j -1.35597e-05-0j -0.0268329-0j 1.43767e-05-0j 0.0284496-0j 1.12786e-05-0j 0.0223188-0j 1.15765e-05-0j 2.0872e-05-0j 0.0229085-0j 0.0413029-0j -1.23778e-05-0j -4.18431e-05-0j -0.0244941-0j -6.91725e-06-0j -4.42566e-05-0j -0.0828019-0j -0.0136883-0j -0.0875779-0j 2.09565e-05-0j -2.56944e-05-0j 0.0414702-0j 4.19629e-05-0j 1.46672e-05-0j -0.0508459-0j 0.083039-0j 0.0290245-0j 2.5376e-05-0j 0.0502157-0j -1.5059e-05-0j -0.0297997-0j 
-0.000787937-0j 0.00261953-0j 0.00144962-0j 0.00699322-0j 0.00187148-0j -0.0006104-0j 0.00313288-0j 0.00488018-0j -0.0158966-0j 0.00427016-0j -0.0142037-0j 0.0206-0j 0.029246-0j 0.00176135-0j -0.00674498-0j 0.0147173-0j -0.0253589-0j 0.0151963-0j 0.00645762-0j 0.000926178-0j -0.0207407-0j -0.00297471-0j 0.00545882-0j 0.000782927-0j 0.0263343-0j -0.00993997-0j 0.00377697-0j -0.00142563-0j -0.0181481-0j 0.0603653-0j -0.00260287-0j 0.00418548-0j -0.00710145-0j 0.00865784-0j 0.000600298-0j -0.00101852-0j -0.048449-0j -0.00748571-0j -0.00694876-0j 0.0590299-0j 0.00299025-0j -0.00107363-0j 0.00846631-0j 0.000428874-0j -0.0217046-0j -0.00311296-0j 0.0529504-0j 0.00759436-0j 
-0.00246663-0j 0.0109471-0j 0.00223856-0j -0.0243127-0j -0.0232121-0j -0.0209363-0j -0.0266665-0j -0.000322972-0j 0.00140442-0j 0.000278067-0j -0.0001884-0j -0.00302005-0j -0.00127456-0j 0.000577224-0j 0.00249188-0j 0.00640366-0j -0.00218854-0j -0.0044376-0j -0.00021011-0j -3.03268e-05-0j 0.000900869-0j 0.000130029-0j 0.000174763-0j 2.52249e-05-0j -0.00189808-0j -0.000162137-0j -0.000273965-0j -2.34025e-05-0j -0.000775615-0j 0.000525507-0j -0.00011195-0j 0.0015164-0j 0.000343793-0j 7.58504e-05-0j 0.000218874-0j 4.96223e-05-0j 0.00172258-0j -0.00161006-0j 0.000248633-0j 0.00127611-0j -0.00321535-0j -0.000232392-0j 0.000184191-0j -0.000464096-0j 0.00188935-0j 0.000272704-0j 0.000139349-0j 2.01133e-05-0j 
-7.95936e-05-0j -1.27977e-06-0j 0.000363526-0j 7.20609e-05-0j -1.16235e-05-0j -0.000513608-0j 6.6519e-05-0j 0.00149976-0j 2.36272e-05-0j -0.0064983-0j 0.000874861-0j -0.00128815-0j -0.000107912-0j 0.0038647-0j -0.00174804-0j -0.0116995-0j 0.00805298-0j -0.000708446-0j -6.77987e-06-0j -0.0134165-0j -1.05316e-07-0j -0.000208406-0j 2.83803e-05-0j 0.0561609-0j 5.62577e-06-0j -5.23187e-06-0j 0.0111327-0j -0.0103532-0j 4.56322e-07-0j -6.14343e-08-0j 0.000903001-0j 7.39186e-06-0j -4.75183e-05-0j -0.00012157-0j 0.0146275-0j -0.0940324-0j -2.56944e-05-0j -2.71386e-07-0j -0.0508459-0j 6.48356e-06-0j 6.71363e-05-0j -0.000537037-0j 0.0128301-0j 0.132854-0j -2.37184e-05-0j -0.0469355-0j 1.58598e-06-0j 0.00313845-0j 
-0.000965022-0j 0.00213367-0j 0.00264165-0j -0.000823584-0j 0.00142734-0j 0.00738314-0j 0.0026597-0j 0.00597698-0j -0.0129481-0j -0.0155218-0j 0.00348657-0j 0.0048392-0j 0.0354442-0j 0.0274241-0j 0.0137809-0j 0.00323724-0j -0.00760492-0j -0.0254129-0j 0.00790894-0j 0.00113433-0j -0.0168937-0j -0.00242297-0j -0.0198425-0j -0.00284589-0j 0.00618627-0j 0.00610315-0j 0.00088726-0j 0.000875339-0j 0.0438718-0j -0.00985469-0j 0.00629228-0j 0.0170577-0j 0.00408277-0j -0.0014134-0j 0.00244648-0j 0.000585567-0j -0.0169343-0j -0.0775135-0j -0.00242879-0j 0.00299025-0j 0.0114109-0j -0.0111173-0j 0.000428874-0j 0.0016366-0j 0.0546879-0j 0.00784357-0j -0.030861-0j -0.00442621-0j 
6.56614e-05-0j -0.000218294-0j -0.000120802-0j -0.000582769-0j -0.000155957-0j 5.08667e-05-0j -0.000261074-0j -0.00123724-0j 0.00403016-0j -0.00108259-0j 0.00360096-0j -0.00522257-0j -0.00741456-0j -0.000446544-0j 0.00171001-0j -0.00373119-0j 0.00642909-0j -0.00385261-0j 5.59311e-06-0j 0.011068-0j -1.7964e-05-0j -0.0355484-0j 4.72802e-06-0j 0.00935613-0j 2.28088e-05-0j -8.60925e-06-0j 0.0451356-0j -0.0170366-0j -1.57185e-05-0j 5.22839e-05-0j -0.0311049-0j 3.62515e-06-0j -6.15075e-06-0j 0.103463-0j 0.00717368-0j -0.0121715-0j -4.19629e-05-0j -6.48356e-06-0j -0.083039-0j 5.11273e-05-0j 2.58993e-06-0j -0.0128301-0j 0.101174-0j 0.00512513-0j -1.87989e-05-0j -0.0372005-0j 4.58616e-05-0j 0.0907541-0j 
0.000543841-0j -0.00362479-0j 0.000501602-0j 0.0141965-0j -0.00258968-0j -0.0356362-0j -0.00193524-0j 7.12086e-05-0j -0.000465028-0j 6.23075e-05-0j 4.15383e-05-0j 0.00176345-0j -0.00042891-0j 2.57005e-05-0j -0.00417347-0j 0.00125987-0j 0.00542619-0j -0.0068658-0j 4.6325e-05-0j 6.68643e-06-0j -0.000298294-0j -4.3055e-05-0j 3.91599e-05-0j 5.65224e-06-0j 0.00110832-0j 3.57479e-05-0j 0.000159972-0j 5.15977e-06-0j -0.000261007-0j -0.000174005-0j -3.76732e-05-0j -0.00253971-0j 2.55396e-05-0j -2.51154e-05-0j -0.000366575-0j 3.68632e-06-0j 0.00102224-0j -0.00010766-0j 0.000147547-0j 0.00311319-0j -0.00181446-0j -1.55394e-05-0j 0.00044935-0j -0.000261894-0j -0.000139349-0j -2.01133e-05-0j 0.000155494-0j 2.24436e-05-0j 
0.000436043-0j -0.0019352-0j -0.000395725-0j 0.00429791-0j 0.00410336-0j 0.00370104-0j 0.00471401-0j -0.00270069-0j 0.0117437-0j 0.00232519-0j -0.0015754-0j -0.0252536-0j -0.0106578-0j 0.00482674-0j 0.0208371-0j 0.0535473-0j -0.0183006-0j -0.0371071-0j -0.00357364-0j -0.000512546-0j 0.0153223-0j 0.00219759-0j 0.00297245-0j 0.00042632-0j -0.0322833-0j -0.0027577-0j -0.00463021-0j -0.00039552-0j -0.013192-0j 0.00893802-0j -0.00189205-0j 0.0257915-0j 0.00584737-0j 0.00128193-0j 0.00369913-0j 0.000838654-0j 0.0292983-0j -0.0273845-0j 0.00420208-0j 0.0217046-0j -0.0546879-0j -0.00392759-0j 0.00311296-0j -0.00784357-0j 0.0321348-0j 0.0046089-0j 0.0023701-0j 0.00033993-0j 
8.04185e-05-0j -0.000177806-0j -0.000220138-0j 6.8632e-05-0j -0.000118945-0j -0.000615262-0j -0.000221641-0j -0.0015153-0j 0.00328265-0j 0.00393513-0j -0.000883927-0j -0.00122685-0j -0.00898594-0j -0.00695266-0j -0.00349379-0j -0.000820715-0j 0.00192803-0j 0.00644277-0j 6.85013e-06-0j 0.0135555-0j -1.46321e-05-0j -0.028955-0j -1.71861e-05-0j -0.034009-0j 5.35808e-06-0j 5.28609e-06-0j 0.0106029-0j 0.0104605-0j 3.79985e-05-0j -8.53539e-06-0j 0.075194-0j 1.47741e-05-0j 3.53619e-06-0j -0.0168904-0j 0.0292359-0j 0.00699764-0j -1.46672e-05-0j -6.71363e-05-0j -0.0290245-0j 2.58993e-06-0j 9.88327e-06-0j -0.132854-0j 0.00512513-0j 0.0195577-0j 4.73666e-05-0j 0.0937322-0j -2.67295e-05-0j -0.052894-0j 
-3.63369e-05-0j 0.000161266-0j 3.29771e-05-0j -0.000358159-0j -0.000341947-0j -0.00030842-0j -0.000392835-0j 0.000684687-0j -0.00297731-0j -0.000589491-0j 0.000399401-0j 0.00640238-0j 0.00270201-0j -0.00122369-0j -0.00528269-0j -0.0135755-0j 0.00463962-0j 0.00940752-0j -3.09522e-06-0j -0.00612502-0j 1.3271e-05-0j 0.0262616-0j 2.57451e-06-0j 0.00509461-0j -2.79614e-05-0j -2.38851e-06-0j -0.0553319-0j -0.00472654-0j -1.14259e-05-0j 7.74144e-06-0j -0.0226103-0j 2.23387e-05-0j 5.06455e-06-0j 0.0153193-0j 0.0442053-0j 0.0100221-0j 2.5376e-05-0j -2.37184e-05-0j 0.0502157-0j 1.87989e-05-0j -4.73666e-05-0j -0.0469355-0j 0.0372005-0j -0.0937322-0j 2.78327e-05-0j 0.0550773-0j 2.05281e-06-0j 0.00406223-0j 
-9.61385e-05-0j 0.000640779-0j -8.86715e-05-0j -0.00250962-0j 0.000457795-0j 0.00629966-0j 0.000342105-0j 0.000595445-0j -0.00388856-0j 0.000521014-0j 0.000347343-0j 0.014746-0j -0.00358654-0j 0.000214907-0j -0.0348985-0j 0.010535-0j 0.0453737-0j -0.0574117-0j 0.000787913-0j 0.000113006-0j -0.0050735-0j -0.000727663-0j 0.000666047-0j 9.55272e-05-0j 0.0188507-0j 0.000608015-0j 0.00270365-0j 8.7204e-05-0j -0.00443931-0j -0.00295954-0j -0.000636705-0j -0.0431963-0j 0.000434387-0j -0.00042447-0j -0.0061954-0j 6.23015e-05-0j 0.0173866-0j -0.00183112-0j 0.00249366-0j 0.0529504-0j -0.030861-0j -0.000262627-0j 0.00759436-0j -0.00442621-0j -0.0023701-0j -0.00033993-0j 0.0026447-0j 0.000379313-0j 
8.01154e-06-0j -5.33983e-05-0j 7.38929e-06-0j 0.000209135-0j -3.81496e-05-0j -0.000524971-0j -2.85088e-05-0j -0.000150959-0j 0.00098584-0j -0.000132089-0j -8.80596e-05-0j -0.00373845-0j 0.000909271-0j -5.44841e-05-0j 0.00884758-0j -0.00267088-0j -0.0115033-0j 0.0145552-0j 6.82431e-07-0j 0.00135044-0j -4.39429e-06-0j -0.00869571-0j 5.7688e-07-0j 0.00114157-0j 1.63271e-05-0j 5.26617e-07-0j 0.0323092-0j 0.0010421-0j -3.845e-06-0j -2.56333e-06-0j -0.00760875-0j -3.74134e-05-0j 3.76233e-07-0j -0.0050725-0j -0.0740362-0j 0.000744516-0j 1.5059e-05-0j -1.58598e-06-0j 0.0297997-0j 4.58616e-05-0j -2.67295e-05-0j -0.00313845-0j 0.0907541-0j -0.052894-0j -2.05281e-06-0j -0.00406223-0j 2.29064e-06-0j 0.00453287-0j 
