1.00719-0j 0.102152-0j 0.103211-0j 0.0586083-0j 0.00845938-0j 0.0725241-0j 0.010468-0j 0.0423057-0j 0.00610631-0j 0.0411828-0j 0.00728015-0j 0.0480466-0j 0.000606679-0j 0.0294224-0j 0.00849351-0j 0.0420407-0j 0.00520119-0j 0.000707793-0j 0.0173409-0j 0.000433433-0j 0.00743182-0j 0.000619319-0j 0.00306547-0j 0.000255456-0j 0.0317002-0j 0.00528337-0j 0.0358092-0j 0.00323539-0j 0.000660421-0j 0.0292381-0j 3.89157e-05-0j 0.0295411-0j 0.0059682-0j 0.00365476-0j 0.0255833-0j 0.00487302-0j 0.000746025-0j 0.0211052-0j 0.0029841-0j 0.00492352-0j 4.396e-05-0j 0.00674321-0j 0.000609127-0j 0.00426389-0j 0.00301503-0j 0.00261109-0j 0.00061544-0j 3.58932e-05-0j 0.00351753-0j 0.000532986-0j 0.00215404-0j 0.00112387-0j 3.62651e-05-0j 0.000688226-0j 0.000439691-0j 3.14065e-05-0j 2.59091e-05-0j 0.000140483-0j 8.27807e-06-0j 
7.3866e-05-0j -0.0248968-0j 0.0244387-0j 0.000301974-0j -0.00416706-0j 5.3188e-06-0j -7.33963e-05-0j -0.000426644-0j 0.00588744-0j -0.00064041-0j 0.0053551-0j 3.52366e-06-0j 0.00135764-0j 0.000151596-0j -2.94648e-05-0j -0.000210444-0j -0.00126764-0j -7.47002e-06-0j -0.000262955-0j -0.000321377-0j 0.00175973-0j 0.000446134-0j 0.00219883-0j 0.000557454-0j -0.0319946-0j -0.00128767-0j 0.00155262-0j 1.667e-05-0j -0.000325321-0j -0.0295096-0j -3.854e-05-0j 0.0289667-0j 6.24874e-05-0j -8.08954e-07-0j -0.000367531-0j -0.00118766-0j 1.5787e-05-0j 0.0416928-0j 1.53753e-05-0j 0.00116581-0j 1.87024e-06-0j 0.026739-0j -0.000300054-0j -1.47918e-05-0j -1.50924e-05-0j 1.91493e-07-0j 0.000294533-0j -3.55466e-05-0j 0.00167799-0j -3.73705e-06-0j -2.1723e-05-0j 0.00107615-0j 3.48925e-05-0j -1.39317e-05-0j 0.000423932-0j -4.42719e-07-0j 5.02221e-05-0j 0.000271881-0j 3.22091e-05-0j 
0.000468873-0j -0.00224944-0j -0.00227275-0j -0.0052774-0j -0.000376497-0j -0.00653045-0j -0.000465891-0j -0.00380943-0j -0.00027177-0j 1.91716e-05-0j 0.0310089-0j 2.23668e-05-0j -4.06429e-05-0j 1.36968e-05-0j 0.036177-0j 1.9571e-05-0j 0.0221538-0j -4.74167e-05-0j 8.07261e-06-0j -2.90367e-05-0j 0.0316549-0j -4.14896e-05-0j 0.013057-0j -1.71136e-05-0j -5.98298e-05-0j 0.000471684-0j 1.667e-05-0j -0.113049-0j -0.0230503-0j 1.3611e-05-0j 1.41175e-05-0j 1.37521e-05-0j -0.000131423-0j 0.0314981-0j 1.19097e-05-0j -0.000107306-0j 0.00642238-0j 9.82496e-06-0j 0.0257181-0j -0.000108418-0j -3.93347e-06-0j 3.13912e-06-0j 0.00524385-0j -9.38928e-05-0j 0.0259846-0j 0.0225033-0j 0.00529819-0j -3.21166e-06-0j -7.74576e-05-0j 0.00458837-0j 0.0185643-0j -2.47481e-05-0j -3.24494e-06-0j 0.00593138-0j 0.00378521-0j -2.8102e-06-0j -2.3183e-06-0j 0.00120939-0j -7.40708e-07-0j 
0.000327019-0j -0.00691574-0j -0.00228729-0j 0.00133689-0j 0.000192964-0j -6.98866e-05-0j -1.00873e-05-0j -0.00188884-0j -0.00027263-0j 0.000939406-0j 0.000166065-0j 1.55999e-05-0j 1.38388e-05-0j 0.000628426-0j 2.7577e-06-0j 0.00276514-0j 0.000111091-0j 2.29808e-07-0j -0.00116415-0j 9.25759e-06-0j 0.000488813-0j 4.07344e-05-0j -0.000205795-0j -1.71496e-05-0j 0.000723103-0j 0.000120517-0j 1.16266e-05-0j 7.38014e-05-0j 1.50647e-05-0j -0.00197942-0j 8.87693e-07-0j -0.000654669-0j 1.93777e-06-0j 1.18664e-06-0j 7.77777e-06-0j -0.000329904-0j 2.42222e-07-0j 0.00279664-0j -0.000202024-0j -0.000109112-0j 1.42731e-08-0j -0.000604321-0j -4.1238e-05-0j 1.2963e-06-0j -6.68169e-05-0j 7.93815e-07-0j -1.36389e-05-0j -2.42997e-06-0j 0.000466106-0j 1.62037e-07-0j 0.00028543-0j -0.00010072-0j -8.03682e-07-0j -6.16783e-05-0j 5.82632e-05-0j 9.54812e-09-0j 3.43319e-06-0j -1.259e-05-0j -7.41874e-07-0j 
-5.52572e-05-0j 0.000806507-0j 0.000814865-0j 0.000309366-0j -0.00636285-0j 0.000382821-0j -0.00787362-0j 0.000223312-0j -0.00459295-0j -2.25939e-06-0j -0.00553017-0j -2.63595e-06-0j 0.0211225-0j -1.61419e-06-0j -0.00645186-0j -2.30646e-06-0j -0.00395094-0j 0.0246429-0j -9.51366e-07-0j 0.0150907-0j -0.00564538-0j 0.0215626-0j -0.0023286-0j 0.0088941-0j 7.05101e-06-0j -0.000169116-0j -1.96458e-06-0j -0.000139199-0j -0.19377-0j -1.60408e-06-0j -0.0226898-0j -1.6207e-06-0j 4.71197e-05-0j 3.87841e-05-0j -1.40357e-06-0j 3.84731e-05-0j 0.0539889-0j -1.15788e-06-0j 3.16671e-05-0j 3.88718e-05-0j 0.00632193-0j -3.69949e-07-0j 0.0440818-0j 3.3664e-05-0j 3.19953e-05-0j 2.77087e-05-0j 0.0445386-0j 0.00516183-0j 2.77714e-05-0j 0.0385716-0j 2.28585e-05-0j 8.87308e-06-0j 0.00521532-0j 7.30341e-06-0j 0.0318199-0j 0.0045166-0j 0.00372601-0j 0.0101666-0j 0.00119048-0j 
0.0370971-0j 0.00189145-0j -0.0017787-0j -0.00110288-0j -0.000159187-0j -0.00262837-0j -0.000379372-0j -0.00308244-0j -0.000444912-0j -0.000774971-0j -0.000136997-0j 0.00176966-0j -1.14164e-05-0j 0.00164323-0j 0.000312834-0j 0.000712892-0j 0.000290486-0j 2.60695e-05-0j -0.000379698-0j 2.42071e-05-0j 0.000126023-0j 1.05019e-05-0j -6.71218e-05-0j -5.59348e-06-0j -0.00059653-0j -9.94216e-05-0j 0.00131893-0j -6.08831e-05-0j -1.24277e-05-0j 0.000541372-0j -7.32309e-07-0j -0.0005091-0j 0.000219822-0j 0.000134613-0j -0.00279664-0j 9.02287e-05-0j 2.74777e-05-0j 0.00151308-0j 5.52536e-05-0j -8.485e-05-0j 1.61914e-06-0j 0.0016441-0j 1.12786e-05-0j -0.000466106-0j -5.19598e-05-0j -0.00028543-0j -1.06062e-05-0j 6.64597e-07-0j 0.00025218-0j -5.82632e-05-0j 0.000154428-0j 0.000274016-0j -6.24979e-07-0j 0.0001678-0j 3.15225e-05-0j -3.43319e-06-0j 1.85748e-06-0j 3.4252e-05-0j 2.01832e-06-0j 
0.00423718-0j 0.020002-0j -0.0205388-0j -0.000491813-0j 0.00678673-0j -0.000300209-0j 0.0041427-0j 0.000177977-0j -0.00245597-0j 0.000173253-0j -0.00144874-0j -0.000403184-0j -0.000367289-0j -0.000367362-0j 0.00337142-0j -0.000174025-0j 0.00307187-0j 0.000854734-0j 7.29519e-05-0j 0.000778792-0j 0.00145519-0j 0.000368926-0j -0.000610023-0j -0.000154655-0j -0.0261235-0j -0.00105138-0j -0.0295096-0j 1.3611e-05-0j -0.000265623-0j -0.0472903-0j -3.14677e-05-0j 0.0485593-0j -0.00118766-0j 1.53753e-05-0j 0.0625717-0j -0.00190327-0j -0.000300054-0j 0.0171133-0j 2.46395e-05-0j 0.00195434-0j -3.55466e-05-0j -0.00555694-0j -0.000480847-0j 0.00251829-0j -2.53007e-05-0j -3.26015e-05-0j 0.00049375-0j -5.69647e-05-0j 0.000688753-0j 0.000636228-0j -8.9165e-06-0j -0.000223647-0j 5.84933e-05-0j 2.89531e-06-0j 0.000174008-0j 7.53724e-05-0j 2.06143e-05-0j -5.65029e-05-0j -6.69375e-06-0j 
6.03113e-05-0j 0.000429747-0j -0.00042184-0j -0.0237226-0j 3.55879e-05-0j -0.000417837-0j 6.26827e-07-0j 0.0335165-0j -5.02805e-05-0j 0.0762064-0j 0.00889356-0j -0.000419302-0j -7.70294e-06-0j -0.0180394-0j -4.89341e-05-0j 0.0250421-0j -0.00210526-0j 4.2383e-08-0j 0.0312907-0j 1.82342e-06-0j 0.0029225-0j -2.53125e-06-0j 0.00365174-0j -3.16286e-06-0j 0.00013336-0j -0.00323932-0j -6.47163e-06-0j -0.00263275-0j -0.000267315-0j 0.000123002-0j 1.63715e-07-0j -0.000120739-0j 0.000157196-0j 0.000127761-0j 1.53195e-06-0j -0.00298773-0j 1.29721e-05-0j -0.000173784-0j -0.00242827-0j 0.00293276-0j -7.94468e-09-0j -0.000111454-0j -0.000246553-0j -3.7211e-05-0j 0.00238359-0j -3.02431e-05-0j 0.000242017-0j 1.51e-07-0j 0.00422122-0j -3.07072e-06-0j 0.00343079-0j 0.00270721-0j -1.48221e-07-0j 0.00220028-0j 0.000348343-0j 1.88064e-09-0j -2.1334e-07-0j 0.000223404-0j -1.36822e-07-0j 
2.52213e-06-0j -6.15236e-05-0j -6.21612e-05-0j 1.46762e-07-0j 0.000978259-0j 1.81609e-07-0j 0.00121053-0j 1.05939e-07-0j 0.000706145-0j 1.03127e-07-0j -4.38464e-06-0j 1.20314e-07-0j -0.0100609-0j 7.36772e-08-0j -5.11541e-06-0j 1.05275e-07-0j -3.13254e-06-0j -0.0117377-0j 4.34237e-08-0j -0.00718786-0j -4.47598e-06-0j -0.0102705-0j -1.84625e-06-0j -0.00423637-0j -3.21833e-07-0j 1.29008e-05-0j 8.96705e-08-0j -3.28469e-08-0j -0.000309635-0j 7.32157e-08-0j -0.247504-0j 7.39744e-08-0j -3.59448e-06-0j 9.15196e-09-0j 6.40637e-08-0j -2.93488e-06-0j 8.62718e-05-0j 5.28499e-08-0j 7.47254e-09-0j -2.9653e-06-0j 0.0689607-0j 1.68858e-08-0j 7.04406e-05-0j -2.56802e-06-0j 7.54998e-09-0j 6.53848e-09-0j 7.11706e-05-0j 0.0563062-0j -2.11851e-06-0j 6.16356e-05-0j 5.39397e-09-0j -6.76875e-07-0j 0.0568897-0j 1.7234e-09-0j 5.08467e-05-0j 0.0492679-0j 0.040644-0j 1.62458e-05-0j 0.0129859-0j 
-0.0237916-0j 0.00061418-0j 0.00656353-0j 0.000352376-0j 5.08611e-05-0j -0.00171314-0j -0.00024727-0j -0.00329562-0j -0.000475682-0j 0.000247607-0j 4.37711e-05-0j -0.00113494-0j 3.64759e-06-0j 0.000176899-0j -0.000200631-0j 0.00267351-0j 3.12716e-05-0j -1.67192e-05-0j -0.0019488-0j 2.60597e-06-0j 0.000472614-0j 3.93845e-05-0j -0.000344503-0j -2.87086e-05-0j 0.000190594-0j 3.17657e-05-0j -0.000845873-0j 1.94524e-05-0j 3.97071e-06-0j 0.000175791-0j 2.33976e-07-0j 0.00187861-0j -0.000140979-0j -8.63316e-05-0j -0.000604321-0j 2.92985e-05-0j -1.76224e-05-0j -0.0016441-0j 1.79416e-05-0j 0.000313102-0j -1.03841e-06-0j 0.00206049-0j 3.66231e-06-0j -0.00010072-0j 0.000191735-0j -6.16783e-05-0j 3.91378e-05-0j 2.15804e-07-0j -0.000274016-0j -1.259e-05-0j -0.0001678-0j 0.000343415-0j 2.30622e-06-0j 0.000210298-0j -3.4252e-05-0j -7.41874e-07-0j -2.01832e-06-0j 4.29269e-05-0j 2.52949e-06-0j 
0.00415922-0j 0.0205388-0j -0.0207432-0j 0.00049691-0j -0.00685706-0j 0.000299489-0j -0.00413277-0j -0.000164682-0j 0.00227252-0j -0.000175048-0j 0.00146375-0j -0.000395765-0j 0.000371095-0j -0.00012506-0j 0.00330939-0j 0.000178622-0j 0.00104575-0j 0.000839007-0j -0.000351932-0j 0.000265123-0j -0.00149364-0j -0.000378672-0j 0.00294285-0j 0.000746082-0j 0.0263942-0j 0.00106228-0j -0.0289667-0j -1.37521e-05-0j 0.000268376-0j -0.0485593-0j 3.17938e-05-0j 0.0490426-0j -0.00116581-0j 1.50924e-05-0j -0.0206948-0j -0.00195434-0j -0.000294533-0j 0.0160932-0j 2.53007e-05-0j 0.0019738-0j -3.48925e-05-0j 0.059385-0j -0.00049375-0j -0.000832893-0j -2.55525e-05-0j 1.07825e-05-0j 0.000498665-0j -5.84933e-05-0j 0.000647695-0j -0.000210424-0j -8.38497e-06-0j 0.00239004-0j 5.90755e-05-0j -3.09412e-05-0j 0.000163635-0j -2.49284e-05-0j 1.93855e-05-0j 0.000603826-0j 7.15338e-05-0j 
-8.70519e-06-0j 0.00593025-0j -0.00582114-0j -3.55879e-05-0j -0.0229818-0j -6.26827e-07-0j -0.000404789-0j 5.02805e-05-0j 0.0324699-0j -0.0109995-0j -0.00127555-0j 6.05211e-05-0j 0.0152431-0j 0.00260376-0j 7.01833e-06-0j -0.00361452-0j 0.000301945-0j -8.38704e-05-0j -0.00451642-0j -0.0036083-0j -0.000419158-0j 0.00500902-0j -0.000523747-0j 0.00625888-0j -1.92489e-05-0j -0.0447007-0j 9.34099e-07-0j -1.96458e-06-0j -0.00179418-0j -1.77539e-05-0j -0.000652484-0j 1.74272e-05-0j 0.00216921-0j 9.53361e-08-0j -2.21117e-07-0j -0.0412289-0j 8.7067e-05-0j 2.50836e-05-0j -1.812e-06-0j 0.0404703-0j 3.16633e-05-0j 1.60869e-05-0j -0.00165483-0j -0.000513489-0j 1.77866e-06-0j -2.25677e-08-0j 0.00162438-0j -0.000601806-0j 0.0582503-0j -2.06103e-05-0j 2.56008e-06-0j 0.0373579-0j 0.000590733-0j 1.64187e-06-0j 0.00233803-0j -7.49525e-06-0j 0.000850263-0j 0.00149946-0j 0.000545302-0j 
0.00345965-0j -0.000345258-0j 0.000354523-0j 0.038636-0j -5.79607e-05-0j 0.0235839-0j -3.538e-05-0j -0.0139816-0j 2.09748e-05-0j -0.0206164-0j -0.00240601-0j 0.0479774-0j 2.0839e-06-0j 0.0437147-0j 0.00559913-0j 0.0207083-0j 0.00510166-0j -4.84955e-06-0j -0.008681-0j -4.41868e-06-0j 0.00241674-0j -2.09319e-06-0j -0.0010131-0j 8.77475e-07-0j 0.000108888-0j -0.0026449-0j 0.000123002-0j -0.00214963-0j -0.000218262-0j 0.000197116-0j 1.33673e-07-0j -0.000202405-0j -0.00298773-0j -0.00242827-0j -0.000260812-0j -0.00478794-0j -0.000246553-0j -7.1332e-05-0j -0.00389139-0j 0.00491643-0j 1.51e-07-0j 2.31625e-05-0j -0.00039511-0j 0.00633513-0j 0.00399582-0j 0.00514886-0j 0.000405713-0j 2.41982e-07-0j 0.00173266-0j 0.000522787-0j 0.00140821-0j -0.000562617-0j -2.48476e-07-0j -0.000457266-0j 0.000142982-0j -3.20177e-07-0j -8.75683e-08-0j -4.64282e-05-0j 2.84346e-08-0j 
-5.27724e-05-0j -0.0527907-0j -0.0174598-0j -0.00021574-0j 0.00297709-0j 1.12779e-05-0j -0.000155628-0j 0.000304809-0j -0.00420619-0j -0.000151596-0j 0.00126764-0j -2.51742e-06-0j 0.000321377-0j -0.000101412-0j 2.10507e-05-0j -0.000446223-0j 0.000848004-0j 5.33684e-06-0j 0.000187864-0j 0.000214989-0j 0.00373131-0j 0.000945974-0j -0.00157092-0j -0.000398265-0j 0.0228581-0j 0.000919958-0j 0.000367531-0j -1.19097e-05-0j 0.000232421-0j -0.0625717-0j 2.75343e-05-0j -0.0206948-0j 1.47918e-05-0j -1.91493e-07-0j 0.000245864-0j -0.00251829-0j 3.73705e-06-0j 0.0884046-0j 3.26015e-05-0j -0.000832893-0j 4.42719e-07-0j -0.0191032-0j -0.000636228-0j 9.89516e-06-0j 1.07825e-05-0j -1.28101e-07-0j -0.000210424-0j -7.53724e-05-0j 0.00355798-0j 2.49994e-06-0j -4.60611e-05-0j -0.000768839-0j -2.49284e-05-0j 9.95329e-06-0j 0.000898897-0j 2.96161e-07-0j 0.00010649-0j -0.000194241-0j -2.30113e-05-0j 
-7.53892e-06-0j 0.00254102-0j -0.00249426-0j 0.00596146-0j 0.000425299-0j 0.000105002-0j 7.49098e-06-0j -0.00842267-0j -0.000600884-0j 6.53616e-05-0j 0.105719-0j -3.59632e-07-0j -0.000138564-0j -1.54722e-05-0j -0.000581684-0j 2.14784e-05-0j -0.0250254-0j 7.62405e-07-0j 2.68378e-05-0j 3.28004e-05-0j 0.0347401-0j -4.55333e-05-0j 0.0434085-0j -5.6895e-05-0j -1.667e-05-0j 0.000131423-0j 8.08954e-07-0j -0.0314981-0j -0.00642238-0j -1.53753e-05-0j 3.93347e-06-0j 1.50924e-05-0j -6.37759e-06-0j 0.00152852-0j -1.91493e-07-0j 0.000121215-0j 0.000311661-0j 2.1723e-05-0j -0.0290516-0j -0.000118985-0j -1.90881e-07-0j 1.39317e-05-0j -0.00592356-0j 1.50969e-06-0j 0.0285171-0j -0.000361827-0j 0.00581456-0j 3.62796e-06-0j -0.000171259-0j -7.37755e-05-0j 0.0410457-0j -0.000109834-0j -3.56121e-06-0j 0.026324-0j 0.00836911-0j 4.51848e-08-0j -5.12577e-06-0j 0.00536739-0j -3.28733e-06-0j 
-0.000499357-0j -0.00476436-0j 0.00489221-0j 5.79607e-05-0j 0.0374296-0j 3.538e-05-0j 0.0228475-0j -2.09748e-05-0j -0.013545-0j 0.00297572-0j 0.00034508-0j -0.00692494-0j -0.00412377-0j -0.00630967-0j -0.000803051-0j -0.00298899-0j -0.000731701-0j 0.00959662-0j 0.00125299-0j 0.00874398-0j -0.000346618-0j 0.00414216-0j 0.000145304-0j -0.00173641-0j -1.57167e-05-0j -0.036498-0j -1.77539e-05-0j -1.60408e-06-0j -0.00146494-0j -2.84512e-05-0j -0.000532751-0j 2.92147e-05-0j -0.0412289-0j -1.812e-06-0j 3.7645e-05-0j -0.0660708-0j -0.00165483-0j 1.02959e-05-0j -2.90379e-06-0j 0.0678438-0j -0.000601806-0j -3.34322e-06-0j -0.00265193-0j 0.087421-0j 2.98171e-06-0j 3.84212e-06-0j 0.00272309-0j -0.000964416-0j 0.0239096-0j 0.00350887-0j 1.05082e-06-0j -0.00776378-0j 0.000990296-0j -3.41216e-07-0j 0.000959676-0j 0.00127606-0j 0.000349002-0j -0.00031162-0j -0.000113326-0j 
0.00339599-0j -0.000354523-0j 0.000358052-0j -0.0390364-0j 5.85614e-05-0j -0.0235274-0j 3.52951e-05-0j 0.0129372-0j -1.9408e-05-0j 0.0208301-0j 0.00243094-0j 0.0470946-0j -2.1055e-06-0j 0.0148817-0j 0.00549611-0j -0.0212554-0j 0.00173675-0j -4.76032e-06-0j 0.0418786-0j -1.50424e-06-0j -0.00248058-0j 2.14849e-06-0j 0.00488739-0j -4.23309e-06-0j -0.000110017-0j 0.00267231-0j 0.000120739-0j 0.00217191-0j 0.000220524-0j 0.000202405-0j -1.35058e-07-0j -0.00020442-0j -0.00293276-0j -0.00238359-0j 8.62602e-05-0j -0.00491643-0j -0.000242017-0j -6.70798e-05-0j -0.00399582-0j 0.00496536-0j 1.48221e-07-0j -0.000247529-0j -0.000405713-0j -0.00209526-0j 0.00403559-0j -0.00170292-0j 0.000409751-0j 2.48476e-07-0j 0.00162937-0j -0.000172905-0j 0.00132427-0j 0.00601249-0j -2.50949e-07-0j 0.00488664-0j 0.000134459-0j 1.05894e-07-0j -8.23482e-08-0j 0.000496162-0j -3.03871e-07-0j 
8.8847e-07-0j -0.000911046-0j 0.000894283-0j -0.000349466-0j 0.0071876-0j -6.15531e-06-0j 0.000126599-0j 0.000493745-0j -0.010155-0j -7.70294e-06-0j -0.018854-0j 4.2383e-08-0j 0.072013-0j 1.82342e-06-0j 0.000103738-0j -2.53125e-06-0j 0.00446306-0j -0.000396229-0j -3.16286e-06-0j -0.0170467-0j -0.00619559-0j 0.0236641-0j -0.00774153-0j 0.0295689-0j 1.96458e-06-0j -4.71197e-05-0j -9.53361e-08-0j -3.87841e-05-0j -0.0539889-0j 1.812e-06-0j -0.00632193-0j -1.77866e-06-0j 2.2866e-06-0j 1.88209e-06-0j 2.25677e-08-0j -4.346e-05-0j 0.00261994-0j -2.56008e-06-0j -3.57718e-05-0j 4.26604e-05-0j 0.000306787-0j -1.64187e-06-0j -0.0497957-0j -5.41277e-07-0j 3.51136e-05-0j -4.45524e-07-0j 0.0488794-0j -0.00583091-0j 6.14026e-05-0j -0.000620185-0j 5.05403e-05-0j 3.93795e-05-0j 0.00572362-0j 3.24132e-05-0j 0.0703539-0j -7.26216e-05-0j 0.00823822-0j 0.0451203-0j 0.00528344-0j 
-0.00598652-0j 0.0144382-0j -0.0135775-0j 0.000177977-0j -0.00245597-0j 0.000424151-0j -0.00585303-0j 0.000497426-0j -0.00686419-0j 0.00012506-0j -0.00104575-0j -0.000285577-0j -0.000265123-0j -0.000265176-0j 0.00238799-0j -0.000115042-0j 0.0022174-0j 0.000605412-0j 6.12736e-05-0j 0.000562162-0j 0.000961983-0j 0.000243885-0j -0.000512369-0j -0.000129897-0j -0.0188569-0j -0.000758926-0j 0.0416928-0j 9.82496e-06-0j -0.000191737-0j 0.0171133-0j -2.27146e-05-0j -0.0160932-0j 0.00167799-0j -2.1723e-05-0j -0.0884046-0j 0.000688753-0j 0.000423932-0j 0.04783-0j -8.9165e-06-0j -0.000647695-0j 5.02221e-05-0j 0.0519716-0j 0.000174008-0j -0.00355798-0j 8.38497e-06-0j 4.60611e-05-0j -0.000163635-0j 2.06143e-05-0j 0.00192499-0j -0.000898897-0j -2.49207e-05-0j 0.00209168-0j -1.93855e-05-0j -2.70786e-05-0j 0.000486335-0j -0.00010649-0j 5.76149e-05-0j 0.000528447-0j 6.26038e-05-0j 
-4.30885e-05-0j 0.000911228-0j 0.000301377-0j 0.0169482-0j -2.54253e-05-0j -0.000885974-0j 1.32911e-06-0j -0.0239453-0j 3.59221e-05-0j 0.0180394-0j 0.00210526-0j 0.000299564-0j -1.82342e-06-0j 0.0120676-0j 3.49602e-05-0j 0.0530989-0j 0.00140834-0j -3.02799e-08-0j -0.0223552-0j -1.21979e-06-0j 0.00619683-0j -5.36723e-06-0j -0.00260893-0j 2.25966e-06-0j -9.52772e-05-0j 0.00231428-0j -1.53195e-06-0j 0.00188093-0j 0.000190979-0j 0.000260812-0j -1.16964e-07-0j 8.62602e-05-0j 3.7211e-05-0j 3.02431e-05-0j -1.02481e-06-0j -0.00633513-0j 3.07072e-06-0j -0.000368489-0j -0.00514886-0j -0.00209526-0j -1.88064e-09-0j 7.96263e-05-0j -0.000522787-0j 2.48927e-05-0j -0.00170292-0j 2.02315e-05-0j -0.000172905-0j 3.20177e-07-0j 0.0089506-0j 2.05419e-06-0j 0.00727459-0j -0.00193412-0j 1.05894e-07-0j -0.00157195-0j 0.000738621-0j -1.25807e-09-0j -4.52363e-07-0j -0.000159608-0j 9.77505e-08-0j 
-0.000432456-0j -0.00204145-0j 0.00209623-0j -0.00970921-0j -0.000692668-0j -0.00592662-0j -0.000422813-0j 0.00351356-0j 0.000250662-0j -1.76825e-05-0j -0.0286005-0j 4.11498e-05-0j 3.74862e-05-0j 3.74937e-05-0j 0.0665574-0j 1.77613e-05-0j 0.0606439-0j -8.72359e-05-0j -7.44562e-06-0j -7.94852e-05-0j 0.028728-0j -3.76533e-05-0j -0.0120429-0j 1.57844e-05-0j -1.3611e-05-0j 0.000107306-0j -1.53753e-05-0j -0.0257181-0j -0.00524385-0j -2.46395e-05-0j 3.21166e-06-0j 2.53007e-05-0j 0.000121215-0j -0.0290516-0j 3.26015e-05-0j 0.000194252-0j -0.00592356-0j 8.9165e-06-0j -0.0465563-0j -0.000199464-0j 3.62796e-06-0j -2.89531e-06-0j -0.00949271-0j -0.000257022-0j 0.0478056-0j 0.0616006-0j 0.00974745-0j 5.81394e-06-0j -7.02955e-05-0j 0.0125602-0j 0.0168477-0j 2.28259e-05-0j -5.96995e-06-0j -0.00547069-0j 0.00343521-0j -7.69266e-06-0j -2.10394e-06-0j -0.00111546-0j 6.83178e-07-0j 
-0.000490169-0j -0.00489221-0j 0.0049409-0j -5.85614e-05-0j -0.0378175-0j -3.52951e-05-0j -0.0227927-0j 1.9408e-05-0j 0.0125332-0j -0.00300656-0j -0.000348656-0j -0.00679752-0j 0.00416651-0j -0.00214799-0j -0.000788275-0j 0.00306795-0j -0.000249092-0j 0.00942004-0j -0.00604466-0j 0.0029767-0j 0.000355775-0j -0.00425159-0j -0.000700969-0j 0.00837672-0j 1.58795e-05-0j 0.0368762-0j -1.74272e-05-0j 1.6207e-06-0j 0.00148013-0j -2.92147e-05-0j 0.000538272-0j 2.95055e-05-0j -0.0404703-0j -1.77866e-06-0j -1.24506e-05-0j -0.0678438-0j -0.00162438-0j 9.68213e-06-0j -2.98171e-06-0j 0.0685191-0j -0.000590733-0j 3.57278e-05-0j -0.00272309-0j -0.0289134-0j 3.01139e-06-0j -1.27073e-06-0j 0.00275019-0j -0.000990296-0j 0.0224843-0j -0.00116051-0j 9.88179e-07-0j 0.0829688-0j 0.00100015-0j 3.64645e-06-0j 0.000902468-0j -0.00042204-0j 0.000328197-0j 0.00333017-0j 0.00121107-0j 
-4.05529e-08-0j 6.94983e-05-0j -6.82195e-05-0j -1.65786e-07-0j -0.00110506-0j -2.92006e-09-0j -1.9464e-05-0j 2.34231e-07-0j 0.00156129-0j 3.51589e-07-0j -1.49485e-05-0j -1.93451e-09-0j -0.0343007-0j -8.32272e-08-0j 8.22497e-08-0j 1.15535e-07-0j 3.53857e-06-0j 0.000188729-0j 1.44364e-07-0j 0.00811956-0j -4.91222e-06-0j -0.0112715-0j -6.13794e-06-0j -0.014084-0j -8.96705e-08-0j 3.59448e-06-0j 4.35148e-09-0j -9.15196e-09-0j -8.62718e-05-0j -8.27059e-08-0j -0.0689607-0j 8.11842e-08-0j -1.74431e-07-0j 4.44121e-10-0j -1.03007e-09-0j 3.3153e-06-0j 4.18655e-06-0j 1.16851e-07-0j -8.44114e-09-0j -3.2543e-06-0j 0.00334648-0j 7.49406e-08-0j -7.95712e-05-0j 4.12908e-08-0j 8.28582e-09-0j -1.05131e-10-0j 7.81071e-05-0j -0.0636046-0j -4.68404e-06-0j -9.91027e-07-0j 1.19261e-08-0j -3.00403e-06-0j 0.0624343-0j 7.64859e-09-0j 0.000112422-0j -0.00079217-0j 0.089864-0j 7.21002e-05-0j 0.0576327-0j 
0.00383935-0j 0.00468829-0j 0.0501021-0j -5.68644e-05-0j 0.000784695-0j 0.000276457-0j -0.00381494-0j 0.000531829-0j -0.00733892-0j -3.99574e-05-0j 0.000334123-0j 0.00018315-0j 8.4708e-05-0j -2.85469e-05-0j -0.0015315-0j -0.000431436-0j 0.000238709-0j -0.000388271-0j 0.000314487-0j 6.05183e-05-0j 0.00360766-0j 0.000914626-0j -0.00262973-0j -0.000666699-0j 0.00602488-0j 0.000242481-0j -0.026739-0j -3.13912e-06-0j 6.12609e-05-0j 0.00555694-0j 7.25743e-06-0j 0.059385-0j -0.00107615-0j 1.39317e-05-0j -0.0191032-0j 0.000223647-0j -0.000271881-0j -0.0519716-0j -2.89531e-06-0j 0.00239004-0j -3.22091e-05-0j 0.0651344-0j 5.65029e-05-0j -0.000768839-0j -3.09412e-05-0j 9.95329e-06-0j 0.000603826-0j 6.69375e-06-0j -0.00209168-0j -0.000194241-0j 2.70786e-05-0j 0.00262143-0j 7.15338e-05-0j -3.39367e-05-0j -0.000528447-0j -2.30113e-05-0j -6.26038e-05-0j 0.000662285-0j 7.84593e-05-0j 
