-0.0110775+0.0134442j -0.0269304-0.00341547j -0.024572+0.000556378j -0.0192534+0.0105026j -0.00906875+0.00230602j -0.0117522+0.00626663j -0.035663+0.00707442j -0.0155473+0.00179095j 0.0186253-0.00126393j -0.012186+0.00109588j 0.0200328-0.000695429j 0.0389197-0.00384166j 0.0394959-0.0030868j -0.0120442-0.00129675j -0.0366075+0.00185617j 0.00715291+0.000759954j -0.0336829+0.000393095j -0.0511644+0.00333599j 0.000592029-0.00353431j 0.0400324-0.00138182j -0.031605+4.03122e-05j 0.0711226+0.00014821j -0.0127943+0.000305448j -0.0446185+0.000991014j -0.0412793-0.00211375j 0.0627646-0.00205465j 0.00419764-0.00223702j -0.0204762-0.000510126j -0.0071876-8.53037e-05j -0.0244132+0.00157077j 0.02221+0.00259874j -0.00317144-0.000345844j 0.00419284-0.0007152j 0.0698535-0.00297518j -0.0295749-0.000189794j 0.0128926+0.00138277j 0.0112928-0.00326035j 0.0265713-0.00306297j -0.11158-0.00480638j 0.0674836-0.00186917j -0.0543085+7.50265e-05j 0.119678+0.00626339j 0.0524005+0.00116306j 0.11042+0.0033533j -0.207565+0.00898617j -0.270291-0.00612401j -0.241334-0.00469757j 0.0749305+0.00509226j -0.195004-0.00380269j 0.122928-0.00737016j 0.374743+0.00107417j -0.0275022+0.000543992j 0.22687+0.00142546j 0.0510483+0.00118029j -0.203238+0.00080101j 0.140453-0.0030803j 0.0164453+0.000444472j -0.0162028-0.00202001j 0.00960765+5.41065e-05j -0.0650169+3.34192e-05j 0.0732252+0.00566567j 0.00379377+0.00540991j 0.0104523-0.00346227j 0.0847726-0.00182001j 0.0539574+0.00371001j 0.0597978+6.89294e-05j -0.00942154-0.00328157j 0.0649764-0.00156106j 0.0175866-0.00102366j 0.0686912+0.00308873j -0.0416851-0.00382214j 0.0829042+0.00310804j -0.0443894+0.000295458j -0.0281028-0.00310261j -0.0474277+0.00208528j -0.0097574+0.00186528j 0.0515872+0.0050557j -0.0424981+0.000264142j -0.0471704+0.00299204j 0.0335522-0.00369373j 0.00801339+0.00220893j 0.0268386+0.000982907j -0.0275276+0.00479913j 0.0213316+0.00463878j -0.0041217+0.00452006j 0.0138318-0.00410855j -0.0465962-0.00734227j 0.015211-0.0115982j -0.00118343+0.00112553j -0.0307945-0.00941514j -0.0249328-0.00340409j -0.0168597+0.0419379j 0.0769064-0.000635726j 0.0372839-0.0349729j -0.0139308+0.0506486j -0.0760741-0.0174423j -0.00911052-0.0689865j -0.230126+0.0201107j 
-0.00848964+0.0494442j -0.0190661+0.00753037j -0.0191229+0.0245461j -0.0619605-0.0543197j 0.0621086+0.0136718j -0.0365457+0.0510386j -0.0565652+0.000635008j 0.0342336+0.0296658j -0.00530071-0.00135715j 0.00453384+8.18949e-05j 0.1151+0.00128101j 0.0133685-0.0115943j -0.0662796-0.00812248j -0.0391475+0.000949854j 0.0486564-0.00921075j 0.0708797-0.00239221j 0.00492198-0.00628816j 0.00317573+0.00137154j -0.11441+0.00517168j -0.0658041+5.27172e-05j 0.0189842-0.00450652j -0.0500175-0.00369979j -0.0161019-0.00416306j 0.0139808-0.00125907j 0.0099442+0.00932888j -0.0353445+0.000528946j -0.0110514+0.00481784j 0.0209753+0.00332103j -0.0175722+0.00191549j 0.0115527-0.00267933j -0.0212371-0.00832418j 0.0797702+0.00548048j 0.015491+0.00111652j -0.111979+0.00524195j 0.0684191+0.00691386j -0.0642455-0.00997251j 0.13216+0.0113426j -0.0539178+0.00634997j -0.0241221-0.0108496j -0.152803-0.0108615j 0.139808-0.00837504j -0.00699208+0.0127837j -0.0358701-0.00352576j 0.132681+0.0152812j -0.117709+0.0250655j 0.0117546+0.0326866j 0.0883622-0.0329549j 0.0196403+0.00349621j 0.0200112+0.00481309j 0.0660417+0.0130377j 0.0184881+0.0115818j -0.0612167+0.00488643j -0.017971+0.00269058j 0.0207988-0.0027157j 0.00333992+0.00236859j -0.0188637-0.022583j -0.0160105-0.00954217j -0.0226639-0.00496095j 0.02044-0.00765891j 0.00962545+0.00773061j 0.00312433+0.0100594j 0.0255755-0.0198289j -0.00866248-0.00935897j 0.00444387-0.0123709j -0.00154604-0.00440466j 0.0105826-0.00607595j -0.0124571-0.00316306j 0.00397878+0.0025043j -0.0140472+0.010345j 0.0143385-0.000823269j -0.00910414+0.00157276j 0.013386-0.0100504j -0.00423432-0.00453343j -0.00678489-0.00848529j -0.00324533-0.00157657j -0.00630411+0.0103569j 0.000557592+0.00618579j 0.0112849-0.0198934j 0.0140085-0.0052085j 0.00195037-0.00506398j 0.00271523+0.00846076j 0.00553772-0.00063847j -0.000771944-0.00617117j 0.014726+0.00701165j 0.00118734-0.00922209j 0.0109549+0.000666365j 0.00834829+0.0122871j -0.00308246+0.00174888j 0.00877948+0.0123611j 0.00625522-0.00623883j -0.0314915-0.00549992j -0.0202774+0.0142326j -0.0152674-0.00219448j 0.00369386+0.0162171j 0.060432+0.0197996j 0.0307431-0.000111296j 0.0349941+0.00549666j -0.0091594+0.0090766j 
-0.0115968+0.0526732j -0.00233991+0.0043909j -0.0470254+0.0155169j -0.0480441-0.0105119j 0.111361-0.00241573j -0.00414273+0.0314225j 0.06952+0.0085414j -0.0489374+0.00177165j -0.169554-0.00488663j 0.0776879+0.00333161j -0.0236124-0.00270506j -0.0736975-0.0129073j 0.0887476-0.00468842j 0.00186952-0.00195882j 0.112853-0.00317498j 0.0434481-0.00224102j -0.000763393-0.0029251j 0.0528502+0.00620933j 0.122699-0.00489635j 0.0030096+0.000327463j -0.00763765+0.00234236j -0.0227747-0.00336203j 0.0910609+0.00163038j -0.0792926+0.00294022j 0.1386+0.00226689j 0.107904-0.00539412j 0.120128-0.00186354j 0.0489031+0.00136595j -0.0281707+0.00187397j -0.0591276+0.00219584j -0.134134-0.000260712j -0.0668085-0.000601447j -0.0682974-0.000909139j 0.154001+0.00286096j 0.0331536-0.00197731j 0.0213464+0.00322976j -0.241641-0.000531444j -0.0690393-0.0019181j 0.015169-0.0109473j 0.141185-0.0186098j -0.0546704-0.00195231j -0.204285-0.00017905j 0.0786734+0.00460917j -0.189214+0.00100005j 0.133953+0.0161544j -0.019239-0.00662515j -0.0418177-0.0235874j 0.0398998+0.0129978j 0.0643714+0.00162436j -0.0335443-0.00282743j -0.0148724+0.00617023j 0.0455801+0.00499874j -0.0279544+0.00406391j 0.0395902+0.00341663j 0.0188017+0.00245484j -0.00260184-0.00741081j 0.015052-0.0037502j 0.00845908-0.00280525j -0.0175103-0.00651122j 0.0126225+0.00377569j -0.0124505+0.00577939j -0.0100187+0.00221262j 0.00585173-0.00176548j -0.0236247-0.00568423j 0.00790995+0.0022647j -0.0218834-0.000491873j 0.014446+0.00310166j -0.0164279-0.0052831j -0.00373669+0.00594924j -0.0142922-0.00337412j 0.0174878+0.00163188j -0.0216574-0.00116864j 0.0137622+0.00331764j 0.00879194+0.00395276j -0.000511184+0.003831j 0.00751686+0.00490947j -0.00100711+0.000975276j -0.0059954+0.00501618j 0.00621887+0.00783735j -0.0150957-0.00304313j 0.00341027+0.00114995j -0.00298741-0.00645207j -0.0141851+0.00459009j -0.015618-0.00383517j -0.00447155+0.0117799j 0.00708406-0.00570435j 0.0187897-0.00411662j 0.0079994-0.0188963j 0.00120697-0.0137914j -0.0142717-0.00113731j 0.0551013+0.0112694j -0.0143748-0.0190662j -0.00276474+0.000682813j -0.00891692-0.0365892j -0.073021-0.0144092j -0.0594363+0.00861348j -0.00910654-0.0245348j 0.042552+0.00935585j 
0.00193217-0.00828669j -0.0102913+0.0487483j -0.020483-0.0110581j 0.0456938-0.0116694j -0.0483243-0.0242334j 0.0597429-0.0075326j -0.0352449+0.012177j 0.0308984+0.0147032j 0.101499-0.00429594j 0.036091+0.00071217j -0.0314036-0.0112825j 0.0265386+0.00244288j -0.0641998+0.0013639j 0.0158135+0.0040665j -0.0169242+0.00161383j 0.0195022-0.00154456j 0.0653013+0.00610565j -0.0509376-0.000804885j 0.034707+0.000625327j -0.0337512-0.00352687j -0.0127069+0.00377135j 0.0214014-0.00506809j -0.0676655+0.000558647j -0.0108355+0.0070739j -0.0419892+0.00172186j 0.0493411-0.00489156j -0.0267443-0.00179728j -0.0952874-0.000463535j 0.0160258+0.00168401j -0.0360998+0.000828198j 0.0112552-0.00199222j -0.0421575-0.00360065j -0.0173799+0.00179278j -0.0355412+0.00597349j -0.0244436-0.00156391j 0.0576779-0.000152006j -0.0907318-0.0148062j 0.0291177+0.000729959j 0.072171+0.00162469j 0.112795-0.000578545j -0.361666+0.00566299j -0.0201385+0.00371271j 0.328372-0.0021974j 0.18252+0.00105823j 0.0036994+0.0104736j 0.149376+0.0178153j 0.105798+0.0157221j 0.0642433+0.0147236j 0.0255242-0.00622391j 0.0533543-0.00549961j -0.0275749-0.00108413j 0.0147053-0.00468746j -0.00727155+0.00520481j 0.0544143+0.0024588j -0.0276246-0.00118589j -0.0145083-0.00387549j 0.0281143-0.00287122j 0.00717926-0.00348686j -0.00858617+0.00505547j -0.0123379-0.00237384j 0.0338735+0.0024069j -0.00554776+0.00769745j 0.0347963+0.00515578j 0.00653763+0.00457727j 0.0184193+0.0050435j -0.0128048+0.000334977j 0.00818362-0.00333472j -0.0125633-0.00263033j 0.0260622+0.0030849j -0.0133187+0.00241322j -0.0069287-0.00436628j -0.00457187+0.00469042j 0.00801164-0.00121735j -0.0104559-0.000611155j 0.0150643-4.27025e-05j 0.00354203-0.00660705j 0.0281583+0.000273082j 0.0129353+0.00515926j -0.00249599+0.000830854j 0.00213272+0.0022913j -0.000607278-0.00271467j -0.0329482+0.0010953j 0.0106187+0.00302311j 0.0133178+0.00813812j 0.0202553+0.011453j -0.0221371+0.00865874j -0.00220497-0.0225198j -0.00163195+0.00184913j 0.0133405+0.0128999j 0.0288759+0.0101088j 0.00986448+0.0271002j 0.0452214+0.0027709j -0.00692568+0.00543068j 0.0494595+0.00704889j 0.0589162-0.0219298j -0.0839407-0.0178271j 0.0373692+0.00709942j 0.011901+0.0230292j 
0.000958554+0.00337484j -0.00296541+0.011397j 0.0199116-0.0108452j 0.0196167-0.0030123j -0.131295-0.00536305j 0.0212616-0.0048929j -0.143923+0.00577618j 0.0237453+0.00615637j 0.197803+0.00289602j -0.0857799-0.000490087j 0.0360488-0.00292295j 0.015704+4.02997e-05j -0.148102-0.0012134j 0.00205411-0.000698618j -0.0867846-0.00134674j 0.0272194-0.00158375j 0.0454135+0.00426442j -0.110491-0.000639248j -0.09441-0.0018936j -0.0609288-0.00108391j 0.0402964+0.0031646j 0.0588634-0.00141777j -0.0637634+0.000180977j 0.172612+0.00589386j -0.189317-0.00200556j -0.0656599-0.00277214j -0.0765199-0.00239766j -0.0720907-0.00208506j -0.0816814+0.00030307j -0.0488855-0.000413193j 0.0348171-0.00199333j 0.15655-0.00286408j 0.131073+0.00215652j -0.254906+0.00548494j 0.0521825-0.00218071j -0.0834393+0.000161285j 0.162445-0.00621829j -0.133941+0.00196634j 0.0318996-0.00540145j -0.194379-0.00722878j -0.117423+0.00623679j -0.211316-0.00385935j -0.183146-0.0103426j -0.331017-0.017507j -0.0686804+0.00063223j -0.067753-0.0055061j -0.133694-0.00188249j 0.129589+0.0094564j 0.0129823-0.00845313j -0.00202465+0.000106161j 0.0102919+0.000385067j 0.023205-0.00184865j 0.00523443+0.00277394j 0.0432502-0.000230588j -0.0154712+0.000416638j -0.0054634-0.00160828j -0.00453256+0.000558895j 0.0029771+0.000606823j -0.0146485-0.000559993j 0.00122727-0.00302712j -0.00515511+0.000331088j -0.00320099+0.00588583j 0.0271797+0.00873811j 0.00368649+0.00732025j 0.0090494+0.0025591j -0.0257199-0.00428082j -0.00148638-0.000189095j -0.0132998-0.00106739j -0.0178324+0.00578173j 0.000188678-0.00157575j 0.00386845-0.00226365j 0.00925168+0.00062935j -0.00308976-0.00118951j 0.00206478-0.00361179j 0.00267655+0.00859152j 0.00117368-0.00678145j 0.00661244-0.0067466j -0.0100645+0.00569974j -0.00526918-0.00325514j -0.0259804-0.00496244j 0.00821681+0.000882331j 0.00733644-0.00637667j -0.0236938-0.000521341j -0.0130967+0.00879545j -0.00636414+0.0058014j -0.00807388-0.0027253j -0.0133944-0.016904j 0.0221614-0.00270436j -0.00666609-0.00343098j 0.0272084+0.0159272j -0.020202+0.013699j -0.0218457-0.0188691j -0.0706355-0.00230026j -0.0331462-0.00769671j -0.0704189-0.0201829j -0.0587173-0.00319579j 0.00108167-0.00397651j -0.00490028+0.00129025j 
-3.76758e-05+0.00325913j -0.00378986+0.00487204j 0.012404-0.00815598j 0.0264966-0.0138564j -0.0969206-0.00833634j 0.0271673-0.00114949j -0.141003+0.00668578j 0.0330195+0.0034324j 0.076518+0.0108263j -0.0547508+0.00043242j -0.0559626-0.00135484j 0.0101617-0.00419688j -0.10257+0.0030053j 0.0600458+0.0015736j -0.101957+0.00231495j 0.0709935+0.00293224j -0.0637357-0.000883373j -0.139877-0.00382805j 0.00956072+0.00983006j -0.0395869+0.00121231j 0.0605888+0.000844486j 0.0797405+0.0040819j 0.0406541+0.00548839j 0.165721+0.000764387j -0.0768239+1.98633e-05j 0.0366148+0.00263006j -0.0710462+0.00222013j -0.0291811+0.00324104j -0.0963022-0.00466374j -0.0403609+0.000844846j 0.0357147-0.00216666j -0.062882-0.00575378j 0.107913-0.00483529j 0.0719067+0.00503482j 0.00571472+0.00214789j -0.151+0.00197387j -0.00258471+0.00226481j -0.0227572+0.0064035j -0.131031+0.000308034j 0.436843-0.000456117j 0.0803925+0.00595718j -0.263058+0.00624339j -0.0928384-0.00792758j 0.205137+0.0160352j 0.0639526-0.00203018j 0.0806029+0.00879079j -0.0559085+0.0056282j -0.0658787+0.00639678j 0.109936-0.00146951j -0.0213994+0.00685815j 0.0415735-0.000286498j 0.0235481+0.00593656j 0.0248808-0.00370136j 0.0187012+0.00576889j 0.00357251-0.00701918j 0.00438462+0.00259359j -0.0203605+0.000281482j -0.0192578+0.000928058j -0.0237972-0.0098561j 0.0181525-0.00210651j -0.000758322-0.00274676j 0.00283577+0.00112606j -0.021819+0.00881496j -0.020685+0.00395741j 0.0202871+0.001113j -0.000476808-0.00401672j 0.0117883+0.00201213j -0.00910826-0.0024055j -0.00176005-0.00629521j 0.0140615+0.00353125j 0.0201141+0.00173839j 0.0153774+0.00588861j 0.0120186+0.00401906j 0.0241998+0.00063971j -0.0244706+0.00132296j 0.00123498+0.000881592j -0.00352129+0.00582237j -0.00743404-0.00135181j 0.000156512-0.0102341j 0.00810551-0.00208607j -0.00974648+0.00030881j -0.0234503-0.00810541j 0.009251-0.0159298j -0.0161952-0.0177767j 0.0361735+0.0146295j -0.00730565+0.00283196j -0.0186075+0.00757338j 0.0100069-0.00351144j 0.0237387-0.00329484j 0.00237871+0.00121326j 0.024832+0.00972599j -0.048799-0.00648769j 0.00613915+0.0273612j 0.112919+0.00819122j -0.0379141+0.00195268j 0.0493914+0.0215426j 0.0139849+0.00533438j -0.00314988-0.00379928j 
0.00682055-0.0123502j 0.003611-0.0206455j 0.00865581-0.00439957j -0.0300173+0.00979167j 0.0632273+0.0141436j -0.0505561-0.00997446j -0.00124852-0.00795976j -0.0863075-0.00114476j -0.122571+0.00292433j -0.123436-0.000602241j 0.0883831+0.0062552j -0.186761+0.00432957j 0.00122934-0.000256708j -0.0179446-0.00397341j 0.180037-0.00207263j 0.113317-0.00166847j -0.0377136+0.00137545j 0.0642532-0.000807814j 0.0187238-0.00340382j 0.0255082+0.00073565j 0.0478852-0.00194074j 0.0398102+0.00175732j 0.23485-0.000794773j 0.00742822-0.00386372j 0.0445389-0.00217798j -0.133304+0.00460844j -0.0297226+0.00103588j -0.0127785-0.00352306j -0.0379619-0.00098499j -0.0241367-0.00453887j -0.305035-0.0048975j -0.0632342+0.00243012j 0.141644+0.0051531j -0.035315-0.00117116j 0.115801-0.00121857j -0.184725-0.000637666j -0.214495-0.00155024j -0.366656+0.000856368j -0.0233605-0.00334232j -0.0329318+0.00991038j -0.325031-0.0044557j 0.00503849-0.00313022j -0.0314904+0.00159681j 0.135149-0.000288772j -0.0740514-0.00782533j 0.0311138-0.000387075j 0.0215275+0.00444562j 0.0382322-0.0103299j -0.0276759-0.00335731j -0.0151223+0.00451306j 0.018352-0.00255011j 0.0150423-0.0020981j -0.0269193-0.000249262j -0.000291439-0.00611728j -0.043152+0.00539218j 0.0164186-0.00193151j 0.00432994+0.00345758j 0.000801767+0.0022345j -0.0218504+0.000845818j -0.0213164-0.00230635j -0.0157961-0.000740583j 0.00934228+0.00210442j 0.0256122+0.00117342j 0.0315522+0.00452129j 0.00806234-0.00201863j -0.00802637-0.00180875j 0.00537895-0.00254956j 0.0143984+0.00408742j 0.00589614+0.008262j 0.00879504-0.0036583j 0.00300691-0.00527502j 0.00344053-0.00726699j -0.000546701-0.00628436j -0.0091361-0.00115094j -0.00344361+0.00391265j -0.0134051+0.0018123j 0.00523411-0.00953909j 0.00455967-0.00131797j -0.00140977-0.00274458j -0.000653242-0.0039705j 0.0017632+0.00809991j -0.00643758-0.0034179j -0.0168032-0.00768197j 0.0193089+0.0105884j 0.00818934+0.00122262j 0.0239136+0.0160572j 0.00541285-0.00669268j 0.0110478-0.00907874j 0.0363513-0.00268371j -0.00257917+0.00925316j 0.0306188+0.00730275j 0.0305921-0.0132407j -0.0892476-0.0135732j 0.0189777+0.012013j 0.027233+0.0052436j 0.00597416-0.00454489j -0.0121221+0.000523257j -0.0259563-0.0107672j 
-0.00187053+0.0256644j 0.0054628-0.00679003j -0.00693094+0.00137288j 0.00492671-0.00121254j -0.0720871+0.00267577j 0.0732153+0.0129152j -0.0225582+0.00124594j 0.00921141-0.00491564j 0.180122+0.00130067j 0.0956744-0.000940863j 0.0193065-0.00199404j 0.0143276-0.00632202j -0.0659682-0.000442802j -0.0490329-0.00240965j -0.0825389-0.00338634j -0.0832491-0.00356944j 0.17211-0.00156327j 0.0408102+0.00306362j 0.00908815-0.000221472j -0.0686715+0.0017006j 0.0201534-0.00213665j -0.129819+0.00202851j -0.1388+0.000211359j 0.125087+0.000250717j -0.0109396-0.00190968j -0.0813481+0.00112043j 0.0534766+0.0012249j -0.10062+0.00304743j 0.138433+0.000279603j -0.0299965+0.00280558j -0.0103728-0.0012639j -0.0101158-0.0012674j -0.0763843-0.00363847j -0.131674-0.000164899j 0.0850582+0.00372525j 0.0625435-0.00441984j -0.0370455+0.00117709j -0.157118-0.00153173j 0.401994+0.000879124j 0.216786-0.00431171j -0.146155-0.00236691j 0.346258+0.00681455j -0.0523727+0.00279921j 0.0570612+0.0120123j 0.0365909+0.00135497j -0.0164434-0.00353608j -0.0336633-0.00590672j 0.0075246-0.000581652j -0.00376946+0.00093925j -0.0326145+0.00264277j -0.000388673+0.00313264j 0.0409327-0.00387448j 0.00820614+0.0039182j -0.00930336+0.000862625j 0.0360221+0.00561544j -0.0123567-0.00338516j 0.00223642-0.00210354j 0.00737758+0.000444566j -0.027456+0.00129633j -0.00108731+0.00283282j -0.00469335+0.00102517j 0.0325285-0.00046233j -0.0158598-0.00104573j 0.0158003-0.000650642j 0.00291017-0.0020226j -0.0176474-0.00140316j -0.00646937-0.00329397j 0.00979938-0.00379067j 0.0279168+0.00231446j -0.00441906-0.000839116j 0.00407967+0.00067985j -0.0015223+0.000399001j -0.0177093+0.000159884j -0.00631722+0.00227552j 0.0153108+0.00193854j -0.0125646+0.00307863j -0.0280874+0.000683743j -0.00843274-0.00451573j -0.023576-0.00515331j 0.00452929-0.00338446j 0.000325695-0.00211836j -0.0277157-0.00199113j 0.0219537+0.012992j 0.0138315-0.00295279j -0.00413546-0.00836478j -0.0432339+0.00313511j 0.0118355+0.000323308j 0.00628797+0.0049314j 0.0216041+0.0170519j -0.011967-0.000806641j -0.0232657+0.0129019j 0.0920854+0.0117295j 0.0143939-0.00279283j 0.0212837-0.00121271j -0.0284374+0.00681172j 0.0363594+0.0151812j -0.0236662-0.00880228j 0.00897616-0.00158829j 
-0.00182662-0.00165247j 3.10248e-05-0.000127236j -0.0217577-0.00589832j -0.0142415+0.00392586j 0.105927-0.00192534j 0.00903127-0.00693547j 0.202837-0.00317963j -0.0153214+0.00115987j -0.117693-0.0022675j 0.148771+0.00238799j -0.0203709-0.00177101j 0.128527-0.00104252j 0.177075+0.00199194j -0.0601325-0.00044562j 0.0127843+0.00333988j -0.00837216-0.00149663j 0.145899+0.00435202j 0.0288147+0.000131289j 0.0547743-0.00245354j 0.214402+0.00248039j -0.0168616+0.000360973j -0.0355152+0.000272213j -0.0701845-0.00240772j -0.113631+0.00386095j -0.0151414-0.00397482j 0.155128+0.00132798j 0.204948+0.00108935j -0.0609013-0.00294421j 0.0598359-0.000940285j 0.0165678-0.00287107j 0.116676+0.00146853j -0.13208-0.00208492j -0.00173659+0.00377656j -0.148575+3.52133e-05j -0.137477-0.00241933j 0.22271-0.00353909j 0.412087-0.00557396j -0.328684+0.000374908j -0.191373-0.001245j 0.0404183+0.00240586j -0.0710379+0.00406831j -0.072773-0.00214602j -0.110958-0.000573219j 0.0448662+7.59623e-05j 0.00228863-0.00208626j 0.0906303+0.000846435j 0.0321966+0.00364097j 0.0810187-0.00776699j 0.000878473-0.00239428j -0.00304505-0.00277843j 0.0183247+0.00249194j -0.00664773+0.000666862j -0.00811302+0.00377429j -0.0153661+0.00131857j -0.0105697+0.00218123j -0.0317591-0.00230453j -0.0400951+0.000861909j 0.0147187+0.00307709j 0.00762046+0.0075485j -0.00908137-0.00227925j -0.0255806-0.00416476j 0.0318478+0.00302138j 0.0190728+0.000446646j -0.0111022-0.0031666j 0.00886145+0.000545102j -0.0135547-0.00109281j -0.00480549-0.00317439j -0.0117401-0.00481163j -0.00487594-0.000289749j 0.0112-0.00208159j -0.00182486-0.00337868j 0.0138114-0.000282102j -0.011046-0.00555385j 0.0201713+0.00164649j -0.00950399-0.00351889j -0.0120924-0.00485177j -0.00421784-0.00251261j 0.011471+7.25577e-05j 0.00391027-0.00214342j -0.0308032-0.0073685j -0.000941827-0.00172184j 0.0115245-0.000780675j -0.0230569-0.00575803j 0.00434996+0.00716097j -0.0046996-0.012089j -0.0178664-0.00523635j -0.0206797-0.00705566j -0.0103449-0.003698j -0.00519675+0.0111768j -0.0458903+0.0117666j -0.0482969+0.00108846j -0.00779009-0.0049424j -0.0609868+0.000900063j 0.0402337+0.00773212j 0.00393558-0.000296276j 0.00130433+0.00338194j 0.0025917+0.00157373j 0.00285424-0.00152672j 
0.00294916+3.6343e-05j -0.00249742-0.0048511j 0.0102155+0.000157297j 0.0139071-0.0029283j -0.0766336+0.00396539j 0.0308764+0.000587758j -0.0536533-0.000889908j 0.035408-0.00162579j 0.0713684+0.00534783j 0.0879254-0.0018712j 0.102332+0.000463882j -0.0242134+0.00038243j 0.0945359-0.00183802j 0.0614721-0.00139272j -0.0624914-0.000816181j -0.182432-7.50427e-05j 0.111916+9.86798e-05j -0.107342+0.000284547j 0.0287335+0.00278736j -0.113391-0.000375612j -0.245764-0.00234655j 0.114484+0.00244533j 0.0362104+0.00283958j -0.021245-0.00444317j -0.226065+0.000283388j -0.0407168+0.00408113j 0.202311+0.00379776j -0.0671135-0.0012565j 0.0435644-0.000917235j -0.0376787-0.00312943j -0.0748388-0.00321083j 0.446853+0.00176717j -0.0389681+0.00101916j 0.295479+0.00210011j 0.0417666-0.00334465j 0.374152+0.00200293j -0.142781+0.00152353j -0.0807072+0.000466382j -0.0252756-0.00241817j -0.103898-0.00183815j -0.015691-0.00210693j -0.133302-0.00242422j -0.070941-0.00321959j 0.0504506+0.00580877j -0.00517055-0.00383572j 0.0599497+0.00304085j 0.0506858+0.00080273j -0.0579891-0.00169005j 0.0159931+0.00171524j 0.0139121+0.00372746j 0.013582-0.0018977j 0.04958-0.00177332j 0.0166219+0.00117147j 0.0164585+0.00182284j 0.00560041+0.000722572j 0.0118778+0.000539621j 0.0128537+0.00348836j -0.000318614-0.000894753j -0.00167428-0.00204829j -0.0022177-0.000262377j -0.0128967+0.00227172j 0.00539761-0.00352928j -0.0126232+0.00252925j 0.0121083+0.00520718j -0.00654386+0.000763996j -0.00102017-0.00282085j -0.0221701+0.000631009j 0.00136117+0.00197751j -0.0118633+0.00242792j 0.0051729-0.0026961j -0.00487322+0.00165033j -0.0096085-0.0011871j 0.00342608-0.00125245j 0.00218387+0.00106981j -0.0200371-9.5092e-05j 0.00209021+0.00108559j 0.0378217+0.00489691j -0.00659864-0.00393089j -0.00890715+0.00300416j 0.00364119-0.00530698j -0.00122693-0.00243626j -0.0164355-0.00612844j -0.0162118-0.00380967j 0.0277696+0.00160826j 0.00345721-0.0038061j 0.0112134+0.00556875j 0.0115425-0.00809185j 0.0408884-0.000376733j -0.05463-0.00809996j -0.0044052-0.0050751j 0.0316544+0.00413421j 0.008712-0.00512609j -0.0273416-0.00692103j -0.00255486-0.000798754j -0.00121562+0.000280597j 0.0300365+0.00323304j 0.0085941+0.0011655j -0.0085977-0.00490138j 
-0.000313218+0.00968421j -0.00157366-0.00722864j -0.00897981+0.011189j 0.0318244-0.000986544j -0.0363111+0.00557509j 0.125307+0.0107589j 0.0117675-0.00046814j 0.0426427-0.00407612j 0.0552964+1.80201e-05j 0.224174-0.000917386j -0.200959+0.00185503j 0.142609-0.00239813j -0.0731442-0.00179161j 3.43741e-05-0.00149037j -0.124412-0.00465419j 0.0296117-0.000668215j -0.0455287-0.00372296j -0.123547+0.00219277j 0.318081+0.000894258j 0.0605583-0.00104433j 0.12005-0.00267388j 0.107628+0.000686667j -0.179713+0.00126687j -0.00716694-0.00541195j -0.0265428+0.00395291j 0.118584+0.00301803j -0.0884719-0.000174832j 0.0240486+0.00323729j -0.00752876+6.84814e-05j -0.252317+0.000939591j 0.132038-0.00191083j -0.0563819+0.00334949j 0.256069+0.00208336j -0.0791873-0.00301115j -0.373109-0.00199357j -0.130407+0.00271663j -0.255871+0.0046005j -0.128831-0.00256582j -0.0325632-0.0038705j -0.20442-0.00466219j 0.00435844-0.00514354j 0.0158889-0.00210468j -0.0484925+0.00176042j 0.0329879+0.00445457j -0.00730167+0.00091966j -0.020716-0.000171259j 0.0306696-0.00445389j -0.071308+0.000221982j -0.00131079+0.0051168j -0.00294998+0.00334522j -0.026755+0.000785071j 0.0163539-5.15843e-05j -0.0421548-0.000409508j -0.0291126+0.000252349j -0.0032527+0.00334981j 0.00327103-0.00151573j 0.0203478-0.00209907j 0.00576174-0.000430644j -0.0248428-0.00381875j -0.00296228+0.00348043j -0.0117519+0.00241549j 0.00554087-0.00249622j -0.0186344-0.00086464j 0.00739367+0.000928157j -0.0275424+0.000276276j 0.00715866+0.000335414j -0.0133511-0.00307746j 0.00844043-0.00103849j -0.0106148+0.00343945j 0.0117752+0.0025705j 0.00398465+0.00385908j -0.0149433-0.002973j 0.00934918+0.00339944j -0.0175261-0.00290198j -0.00198921-0.00133946j 0.0197232+0.00450268j 0.0237738-0.00114228j -0.0234491-0.00480229j -0.00617532-0.000785715j 0.00704851+0.00285571j 0.0177509+0.00638215j 0.00110653+0.00109083j -0.0110211+0.00157804j 0.00213675+0.000996784j -0.0129705+0.00502711j 0.00514609+0.00368265j -0.0382433-0.00112651j 0.000444398-0.00757232j 0.00543737-0.00742594j 0.0102986-0.00399405j 0.0376979+0.00125046j 0.0146897-0.00237577j -0.0188128-0.00799249j -0.0347433-0.00461387j 0.014033+0.00286921j 0.0323373+0.00257156j -0.00492552-0.00168831j 0.0078067+0.000215396j 
