-0.148246-1.83586e-14j -0.0372463-6.8484e-05j -0.040082-0.000483622j 0.0938809-0.00170195j -0.0302766-0.00049188j -0.0243453-0.00111041j 0.0965064-0.00242149j -0.0330263+0.00133691j -0.0141287-0.000928684j -0.12185+0.002493j -0.0792675+0.00102544j -0.0272952+0.00305745j 0.304826-0.00223887j -0.244753-0.00421331j 0.658957-0.00617106j -0.150661+0.00383784j 0.0155827+0.00631408j 0.0185091+0.00485603j -0.0684328+0.00266413j -0.0201143-0.00536863j 0.0392321+0.00171285j 0.0542559-0.00382828j 0.0343121-0.00286303j 0.000826875+0.000941319j 0.03941-0.00368502j 0.00719218+0.00834022j 0.0291217-0.000901042j -0.0327503-0.00131712j 0.0449211+0.000399866j 0.0178524-0.00305885j -0.0334085+0.00227723j 0.047774-0.00155532j 0.00245736-0.00838346j -0.110484+0.00175621j -0.0671431-0.00266272j 0.11907-0.00237762j -0.0486621-0.0240866j 0.0267126+0.000554115j -0.0369643+0.00383946j -0.00900922-0.00737132j -0.0242258+0.000410128j -0.037351+0.00269813j -0.0146071-0.0019356j -0.00140455+0.00884234j -0.00717228+0.000132247j -0.00338854-0.000268753j -0.028607+0.00308563j 0.0180452+0.00411464j -0.00979617+0.0060818j 0.0171636-0.00287777j -0.00696098-0.00160087j 0.00242515+0.00434752j -0.00432069+0.00557917j 0.0172618+0.0016779j -0.00347835-0.00152426j -0.00761337-0.0065042j 0.0150769-0.00481686j -0.00593872-0.00220514j 0.00641454+0.00432504j -0.00483663-0.00170062j -0.000966739-0.00115819j 0.00771297+0.00574384j 0.0153048-0.00187619j -0.0105664-0.00496016j -0.00215528+0.00161925j 0.00626724-0.000296038j 0.00879958-0.0010064j -0.0144798-0.00466357j 0.00660549+0.00688801j -0.0150262+0.00262976j -6.40289e-05-0.00471705j 0.0143455+0.00164947j 0.00146958+0.00179629j 0.00583042+0.00602441j -0.000607578+0.000119214j -0.000465318+0.00651871j 0.0114298+0.0110729j 0.0139543+0.00679387j 0.00184516-0.0105733j -0.0149566-0.00934829j 0.0282631+0.00430406j 0.023583-0.0113815j 0.0194487+0.00419574j 0.0232296+0.004833j -0.0157743+0.00735135j -0.00250627-0.0270826j -0.00749991-0.00749807j -0.00695144-0.0075798j -0.00919997-0.0426323j -0.0599484+0.0774436j -0.0128761-0.142693j 0.0115754+0.0140287j 0.00363174+0.0555225j -0.0179643-0.0747738j -0.122636-0.0327492j 
-0.00979617-0.0060818j 0.00289759+0.00130015j 0.00429024-0.0118656j 0.00601706-0.0108674j -0.00521806+0.0014836j 0.0017345+0.00174699j 0.00392783-0.002598j 0.00356582+0.00595008j 0.00191824-0.0184993j -0.0176168-0.0157139j -0.00606331+0.0228445j 0.000280282-0.035121j 0.0479189-0.000594569j -0.00883949-0.00505464j -0.00666471-0.0130039j -0.0126322-0.00537425j -0.005973+4.49832e-05j 0.00155996+0.00558932j 0.00141189+0.00525681j 0.00655805+0.0061965j -0.00121851-0.00145748j 0.00873298-0.00015279j 0.00985928+0.00279683j 0.00387858+0.00204927j 0.0185165+0.0127579j -0.00977687-0.0147434j -0.000315847-0.000626933j -0.0154013-0.000639205j 0.0488764+0.00258697j 0.0176887-0.00859155j 0.0137589+0.00775295j 0.0466512+0.0542898j 0.0138127+0.0488326j -0.0471488+0.0415129j -0.025226+0.00612303j -0.00788836+0.0177365j -0.00727847+0.000966914j 0.00585398+0.0092712j -0.00973228+0.00447814j -0.000963848-0.00214706j -0.000616488+0.00138408j -0.0100474+6.64467e-05j -0.00431477+0.00366439j -0.00848329+0.00355073j 0.00845931+0.000715579j 0.00419511+0.00590322j 0.000225913+0.00319918j 0.00475298+0.00430751j -0.00941722+1.8284e-15j 0.00043392+0.00131209j -0.00295295+0.00132687j -0.0114867+0.00651313j 0.0124249-0.0056597j 0.0124269+0.00247425j -0.00755177+0.00403505j 0.0114456+0.00432212j 0.00652707+0.00751545j -0.00428207+0.00916737j 0.0101658+0.00288775j -0.00152781+0.000562813j -0.0174759+0.00437644j 0.00416381+0.012131j 0.00723356+0.00591987j -0.0106033-0.0012645j -0.00669538+0.00576707j 0.00882166-0.0118818j 0.00642803-0.0118206j 0.0201503+0.000598643j -0.0149746+0.0112619j -0.0473646-0.0207636j 0.0192304-0.0412186j 0.0204542-0.0066681j -0.0663513+0.0559781j 0.0225264+0.00407322j -0.032095+0.146524j 0.0275834-0.218305j -0.155996+0.208832j -0.0591163-0.127206j -0.150708-0.0411575j 0.0912217+0.0520914j 0.0714375-0.0054945j 0.196404+0.0129999j 0.246374+0.138084j -0.153701-0.0601893j 0.0677007-0.0392533j -0.044404-0.0606209j 0.027935+0.00483859j 0.0924082+0.067271j -0.0887423+0.242951j 0.0103167+0.000693031j -0.00899096-0.00965856j 0.0228976+0.0105416j 0.0172692-0.0503109j 0.00521902+0.00395687j 0.0031293+0.00617587j 
0.0171636+0.00287777j 0.0161325-0.00464704j -0.000581828-0.00266167j -0.00106909-9.57379e-06j 0.015411-0.000564078j 0.00450573-0.00426373j 0.0114423-0.0029047j -0.0114766-0.00455465j 0.00354136-0.0115951j 0.00252566+0.00304885j 0.0158198+0.038925j -0.0388853+0.00564525j -0.0319584+0.00347285j -0.00569415+0.00768649j -0.019239+0.00633355j 0.0130274-0.000191088j -0.0116072-0.00602851j -0.00685016-0.00550846j -0.00870699-0.00720473j -0.00741177-0.0063068j -0.000431849-0.000537983j 0.011227+0.011476j 0.00868147+0.00955211j 0.00116539+0.00102955j -0.00150744-0.00341423j 0.0137579+0.00989151j 0.0161717+0.0113426j -0.00723438-0.0033965j 0.0328234+0.0232232j 0.0445888+0.0145851j 0.00382465-0.0237056j 0.00845029-0.0144535j 0.00863348-0.0631759j -0.00726481-0.0328752j -0.0120962-0.0120254j -0.00222865-0.0354j -0.00168736+0.000611488j 0.000928769-0.00651347j -0.00425092-0.00846959j 0.00155634-0.00186401j -0.00126883+4.11021e-06j 0.000962668-0.000488292j 0.00137884+0.00146825j 0.00902384+0.000200674j 0.00189149-0.00047105j -7.50611e-05-0.00331168j 0.00407911-0.00409622j 0.000798477-0.0007844j 0.00043392-0.00131209j -0.00530833+1.31308e-15j -0.00874996-0.00421956j 0.00537508-0.00206017j 0.00596713+0.00220359j -0.00221214+0.00545589j -0.00825669-0.0058162j -0.012487+0.00217324j -0.0114025+0.00427133j 0.00590402+0.00185512j 0.00280734+0.00156955j -0.00113338-0.00741399j 0.00256914-0.00839624j 0.0191001+0.00321757j 0.0010424-3.35553e-05j -0.00979336-0.00950019j 0.0060261-0.0209763j -0.0113952+0.00171567j -0.023232+0.010305j -0.0196758+0.00919356j -0.0112712+0.00558179j 0.0151394-0.0296467j 0.0193191-0.00210116j 0.0194984+0.0178045j -0.065723-0.0457079j -0.0555111+0.165016j 0.0101988+0.0339262j 0.0792268-0.15741j -0.0631977+0.13567j 0.108261-0.0647008j 0.0899379+0.103693j -0.00517701+0.0139063j -0.203438-0.0813958j 0.0227096+0.0050646j -0.0472018-0.0196212j -0.314657-0.142927j -0.0252424+0.0482813j -0.146665+0.0398838j 0.0504936-0.0329386j -0.0890795+0.0475729j 0.0804023-0.329434j 0.00614413+0.011923j -0.000506026-0.00768396j 0.0167334+0.0592629j 0.0152918-0.0169443j 0.00808026+0.00329882j 0.00258023+0.00235532j 
-0.00696098+0.00160087j -0.00340935+0.000476726j 0.00278891-0.00128972j 0.0202734-0.00431576j -0.00294999-0.00548443j -0.0220706-0.00871435j 0.00569525-0.0109178j -0.0136394+0.00121092j 0.00313415+0.0256822j 0.0194801+0.0291476j -0.0437381+0.00029347j -0.0116978+0.0159136j -0.017196+0.00824944j -0.0253563+0.0155616j 0.0104559-0.0143308j -0.00301707+0.000799009j -0.00535326-0.00611717j -0.00632308-0.00397967j -0.0143599-0.00628701j -0.00873078-0.0012412j 0.00733265+0.00179405j 0.0134524+0.012082j 0.0172597+0.0161261j 0.00665562+0.00406133j -0.00586576+0.004327j 0.0120261-0.00436738j 0.0247157+0.0186113j -0.0044369-0.00319611j 0.0518183+0.0371291j -0.00380007+0.0180043j -0.038078-0.061141j -0.00835087+0.0271265j -0.0273704+0.0102603j 0.00835459-0.0133637j -0.0254174-0.00361222j -0.0175275+0.0113122j -0.0126348-0.0234049j -0.0042612+0.00441123j -0.00222277-0.00351053j 0.00246526+0.000996166j -0.00464353+0.00549573j -0.00132812-0.00429269j 0.000781519-0.00152482j 0.00292723-0.0029888j -0.00287194+0.00292051j -0.00976205+0.00413739j 2.13345e-05-0.0100046j -0.00262364+0.00387421j -0.00295295-0.00132687j -0.00874996+0.00421956j -0.00514206-2.98372e-16j 0.00182906-0.00461137j 0.00806893-0.00233199j -0.00676541+0.00812393j -0.0194214+0.00664618j -0.0042445-0.000529067j -0.00780812+0.0125284j 0.0190739-0.000436019j -0.00853853+0.00865666j -0.00854045-0.0115547j 0.00683817-0.00157614j -0.000978917+0.00614355j -0.00139234-0.00289053j -0.00801977-0.0124649j 0.00391089+0.00862742j 0.00081188+0.00820101j -0.0109159+0.0135395j -0.00690418-0.00300129j -0.0688127+0.0056616j -0.0090502-0.0105044j 0.0343153-0.0183824j 0.0368933-0.0744932j -0.075292+0.148023j -0.0866096+0.137016j 0.045548-0.150551j -0.105335+0.0920647j -0.0702923-0.0214548j 0.0302147+0.0454246j 0.328699+0.139904j 0.167691+0.112295j 0.119575+0.0238039j -0.0281655-0.0341666j 0.0813347+0.0001319j 0.0690871-0.00188617j -0.021358+0.00937235j -0.0577979+0.0555494j -0.0823084+0.0814552j -0.0395393+0.32437j -0.0607358+0.0749576j 0.0133449-0.00498182j -0.0112106-0.0167519j 0.0171523-0.015832j -0.023722-0.0114887j 0.000836896+0.00499488j 0.00440503-0.000421046j 
0.00242515-0.00434752j -0.0139099+0.00406958j -0.00619817-0.00444351j -0.00713612-0.00617207j 0.00604262+0.00274935j -0.0120619+0.00362685j 0.000550265-0.00542256j 0.0071218+0.0103286j -0.0193563+0.0173793j 0.029193-0.0101315j 0.0314433-0.0173624j -0.0306933-0.0247384j 0.0231761-0.00696438j 0.00606543+0.0259631j -0.0272988+0.00810168j -0.0023059-0.00271686j 0.00904336+0.00073215j 0.00915215+0.00773043j 0.00731052+0.00758935j 0.00165218+0.00194042j -0.0014864+0.00229333j -0.00557091-0.00950888j -0.00220861-0.00556217j 0.00453315+0.000740599j 0.0038731+0.00607533j -0.00341967-0.00543522j -0.0194529-0.0112446j -0.00858619+0.00175798j 0.02216-0.0128957j -0.0605616-0.0211272j 0.0203657-0.00181137j 0.00531285+0.0583231j 0.0126404-0.0492136j -0.00476208+0.0221656j -0.0121544-0.0383547j -0.0214422-0.0232389j 0.00427391-0.0126287j -0.000191042+0.00695698j -0.00348556+0.00889779j -0.000466248+0.00238847j -0.000306568-0.0016574j 0.00185216+0.000515841j 0.00377045-0.00185164j 0.000237787+0.000439436j 0.0102922-0.0017347j -0.00263502+0.00560696j 0.00347437-0.00059685j -0.00946132-0.000353889j -0.0114867-0.00651313j 0.00537508+0.00206017j 0.00182906+0.00461137j -0.012013+2.46331e-15j -0.000434438-0.0094826j 0.0039905-0.000370474j -0.00981266+0.0110019j 0.00758706+0.00735784j -9.20362e-05+0.014475j -0.0177339+0.00737175j 0.00112872-0.00270964j -0.00700071-0.00238643j -0.00606411+0.0119232j -0.0183204+0.00211289j 0.0227469-0.00198392j -0.00467902+0.00857637j -0.00817041+0.0202094j 0.00381499-0.0138349j 0.0221371-0.00477382j 0.0368256-0.0273917j 0.00448232-0.00414812j -0.0636594-0.0146035j 0.00979061-0.0327948j 0.0415502-0.0498323j -0.0527358+0.22045j 0.10933-0.147339j -0.00235274+0.0207527j -0.110475+0.0201334j -0.055669+0.00177179j -0.116713-0.0128447j -0.129759-0.0593466j 0.281949+0.136514j -0.0152884+0.0474847j -0.116903-0.052476j -0.160452-0.0437666j -0.0195701+0.00268139j 0.0314622-0.0437016j 0.00947015-0.0796309j 0.0632803-0.323568j -0.160672+0.0381779j -0.00360196-0.117345j 0.013855+0.017437j 0.0152621-0.00548031j 0.0213607+0.00921543j -0.000837935-0.00634757j 0.00267812+0.00293601j -0.00247362-0.00721063j 
-0.00432069-0.00557917j -0.0255402+0.00334547j -0.000271326+0.00689044j 0.00213781+0.0124156j -0.0020525+0.000278375j -0.0234344-0.00848159j -0.00286985+0.0153646j 0.00238452-0.0116937j -0.00979922-0.0154682j 0.0463123+0.00528297j 0.00799238+0.0272372j -0.0121348+0.0102595j 0.0153287+0.00146665j -0.0130401+0.00392498j -0.010182-0.00477895j -0.00449922-0.00377768j 0.0157983+0.00323247j 0.00464417+0.00138635j 0.00424925-0.0004246j -0.00142705+0.000171877j 0.00379021+0.00683052j -0.00961535-0.0102317j -0.0105406-0.0101739j -0.00784765-0.00565891j 0.00295178-0.00139946j -0.0129098-0.00101149j 0.00355077-0.00497734j 0.0228617+0.0012802j -0.058738-0.0239893j 0.0460748+0.0237398j -0.00316732-0.0238849j -0.0209276+0.0512984j -0.00207128-0.0242895j 0.0130429+0.0138111j 0.0253515-0.0267037j 0.0183641-0.000823668j 0.0018127-0.0137323j -0.000916273+0.0034975j 0.0029366+0.00888745j -0.00659819+0.00232091j -0.000701296-0.00204603j -0.00191944+0.00118479j 0.00378584-0.00682537j 0.00374026+0.00177926j -0.00194449-0.00604578j -0.00823861+0.00382726j -0.00959245+0.0029476j 0.00433378+0.00584484j 0.0124249+0.0056597j 0.00596713-0.00220359j 0.00806893+0.00233199j -0.000434438+0.0094826j -0.00896374-4.35069e-15j 0.00746335-0.00203846j 0.0030378+0.00657325j 0.00504959-0.0171248j -0.000207263-0.00908523j -0.00415943-0.00656616j 0.00443043+0.0013146j 0.00964718+0.00857789j 0.0194525+0.00296585j -0.00567441-0.00732914j -0.00573005+0.0102129j -0.00183158-0.00519599j 0.00848919-0.00600387j 0.00979664+0.00620389j 0.00033942-0.00486066j -0.0128137+0.00185202j 0.00384571+0.0169808j 0.0141659+0.146988j -0.0702623+0.0415455j -0.0649242+0.00558657j 0.191234-0.220407j -0.0776445+0.0709882j -0.0251409+0.0329214j -0.0194255-0.00057366j -0.0800664-0.0832387j -0.0759757-0.0685891j 0.0512199+0.0119984j 0.054363-0.0351891j -0.272399-0.161445j 0.189716+0.0736616j 0.0567907-0.0110272j 0.127384+0.100357j -0.00263039-0.0550421j 0.0713762-0.0593714j -0.00403252-0.228274j -0.118222+0.193749j -0.051662+0.0625108j -0.000190156+0.00272021j -0.00559079-0.00329623j 0.0106797-0.046807j -0.0106073+0.00218812j 0.00163396-0.00402915j 0.0083416+0.000444008j 
0.0172618-0.0016779j 0.00442817-0.00355501j 0.0129608-0.00207454j 0.000781172+0.00171555j -0.00451783-0.00304207j 0.0132543-0.00910282j 0.00242923+0.00302536j -0.00848113-0.00340315j 0.0157576+0.0225928j -0.00426195+0.0276606j 0.0338953+0.017449j 0.0144211+0.0130357j 0.0488769+0.0183571j 0.015796+0.00350294j -0.00990958+0.012533j 0.00944056+0.00107133j -0.00688866+1.30507e-05j -0.00854282-0.00340777j -0.00542928-0.000962145j -0.00164234-0.000113959j -5.20006e-06-0.0033842j 0.0108182+0.00298054j 0.0117294+0.00494574j 0.00379324+0.00357296j -0.0054922-0.00107092j 0.00753688+0.000660039j 0.0207813+0.00558858j 0.00802016-0.0016824j 0.0383908+0.00498152j 0.0265578-0.00299668j -0.0480992+0.0304067j -0.0293188+0.00858532j -0.0198109-0.00404078j -0.00275608+0.0456263j -0.00299723-0.0108888j -0.00714304-0.0104709j 0.000508065+0.00315287j -0.00438527-0.00327354j -0.00698697+0.00388299j 0.00129742-0.0015786j -4.18703e-05-0.00297233j -0.00603995+0.00274868j 0.00620304-0.000565954j 0.000162906+0.00395213j -0.00489666-0.00602922j -0.00353991-0.00219501j -0.0073728-0.00111735j 0.00892874-0.000949038j 0.0124269-0.00247425j -0.00221214-0.00545589j -0.00676541-0.00812393j 0.0039905+0.000370474j 0.00746335+0.00203846j 0.0040786-2.498e-16j -0.0114057-0.00513195j -0.00736281-0.000285068j 0.00382393+0.00565076j 0.014746+0.00258568j 0.00675414+0.00312172j -0.00815073-0.00293179j -0.00392275-0.0046112j 0.010102+0.00582394j -0.0181701-0.00292195j -0.013544-0.00838027j 0.0195075-0.00979755j 0.0205182+0.0211114j -0.0140242+0.00749674j -0.0234143+0.0102098j -0.0304009-0.0415811j -0.0117891+0.022952j 0.0171732+0.00715874j 0.073956-0.0676853j -0.00213958+0.0449076j -0.123674+0.23863j 0.151716-0.114847j -0.0212811+0.0636185j -0.0974131-0.0312733j 0.0451211-0.00921809j -0.0650815+0.090902j -0.0241775+0.00375423j -0.137391-0.0652274j -0.287515-0.153213j 0.194843+0.172068j 0.070458-0.023253j -0.00375188-0.054959j 0.043114-0.105837j 0.133017-0.118833j 0.039029-0.240299j -0.00347912+0.0611767j -0.00360657+0.0019575j 0.0020325+0.00792871j 0.0156155-0.0163363j 0.00717292-0.0280227j 0.00310385-0.00375586j -0.000421684+0.000700518j 
-0.00347835+0.00152426j 0.00402318+0.00124067j -0.0139531-0.00427421j -0.00757366-0.00283278j 0.00651291+0.00692544j 0.00347004+0.00156471j 0.00411236+0.00510682j -0.00240724+0.0219375j -0.0247896-0.0302206j -0.0100884+0.00939475j 0.0542363+0.018094j -0.0215161-0.00966227j 0.0067694-0.00350445j -0.00342389+0.00603037j -0.00200457+0.00536326j 0.000901202+0.000409227j -0.00821744-0.00786191j -0.00146339-0.00403324j -0.00530286-0.00297177j -0.000370977+0.00113811j -0.00609899-0.00496562j 0.0136649+0.014512j 0.0139246+0.0171218j 0.000799276+0.00344546j 0.000763375+0.010467j 0.00231154-0.00454598j 0.0173862+0.0216766j 0.0292839+0.00268448j 0.0437967+0.0494309j 0.00464008+0.040479j 0.0226975+0.00720193j -0.0207696+0.0356289j 0.0174102+0.00862222j -0.00260547-0.0222315j -0.00879706-0.0216742j -0.0077554-0.00788983j 0.00152562-0.00961996j -0.00652743+0.00304623j -0.00422051-0.00827026j 0.00363184-0.000319301j -0.00633295+0.00274748j 6.12026e-05-0.00303979j 0.00533791+0.000964918j 0.00280415-0.000327675j -0.00359755+0.00447773j -0.00767667+0.00603747j 0.00380705-0.00844724j -0.00613474-0.000236642j -0.00755177-0.00403505j -0.00825669+0.0058162j -0.0194214-0.00664618j -0.00981266-0.0110019j 0.0030378-0.00657325j -0.0114057+0.00513195j -0.0317523+1.72171e-15j 0.00811514+0.00913208j -0.0174196+0.0173691j 0.00354962-0.00152298j -0.00493928+0.0049755j 0.00598745-0.0107946j -0.00881129+0.00685899j 0.00242759+0.00314131j 0.0126868+0.0112968j 0.00034035-0.0119626j 0.0322062-0.00329487j 0.0165235+0.0164289j -0.021236-0.00282372j -0.020956+0.0582854j -0.0688464+0.0146454j -0.0496502+0.0132896j 0.157896-0.256173j 0.0839438-0.0435195j 0.0351747-0.11639j -0.147446-0.142586j -0.187067-0.0209803j 0.262626+0.16451j -0.0907232-0.0719609j -0.163629-0.086452j -0.01705+0.016242j -0.0250133+0.0147485j 0.0529436-0.0185895j -0.0567132+0.0672439j -0.0880629+0.127618j 0.0805711-0.260405j -0.0171097+0.00268805j -0.0162311-0.0493335j -0.0189996+0.0195535j -0.0326246+0.0208114j 0.0210601-0.0149934j 0.000752452+0.00392565j -0.00137507-0.00322848j 0.00336466+0.00376295j -0.0193294+0.00242942j -0.00506253+0.000567307j 0.00597827-0.00185161j 
-0.00761337+0.0065042j -0.00907454-0.00336156j -0.0149287+0.00425528j -0.012493-0.00362435j 0.00170096-0.00334978j -0.00161285+0.0153045j -0.00702495-0.020781j 0.00367726-0.0214005j -0.014112+0.000497546j 0.00171623-0.0014436j 0.00862043-0.0348792j -0.0176448+0.0220815j 0.00422261-0.0363491j 0.000294464+0.00880298j -0.00445955-0.00367027j -0.00421681-0.000497829j 0.00635595+0.00399342j 0.00469768-0.000546871j -0.00475879-0.00779718j -0.0120946-0.00722159j 0.00893888+0.00768397j 0.000221703+0.00731152j -0.0120335+0.00074964j -0.00523404+0.00305872j -0.0138055+0.000753964j 0.0437761+0.0256261j -0.000508516-0.00898166j -0.0522699-0.0308871j -0.0150649+0.0456171j -0.00489841-0.0082936j 0.0104844+0.0173158j -0.0128218+0.0343257j -0.0263102+0.0105027j 0.0126837-0.020521j 0.00889558-0.03627j -0.00648823-0.00716999j -0.00711035-0.0107612j -0.00463104+0.00193149j 0.00874158-0.00373894j -0.00439016+0.00401481j 0.000338998+0.00333516j 0.00629372+0.00178722j -0.00459923-0.00783268j 0.00378695-0.00581228j -0.0113674+0.00471893j -0.0050898+0.00527602j 0.00500652+0.00182421j 0.00445026-0.00188541j 0.0114456-0.00432212j -0.012487-0.00217324j -0.0042445+0.000529067j 0.00758706-0.00735784j 0.00504959+0.0171248j -0.00736281+0.000285068j 0.00811514-0.00913208j -0.0109272-4.996e-15j -0.0304887-0.0159446j 0.001348-0.00758282j 0.0101245-0.00166419j 0.00937599+0.00286256j -0.0180698-0.00617567j -0.0136771-0.0111997j -0.0464958+0.00556942j -0.00307646+0.0140314j -0.0236655-0.0124146j -0.00386086+0.0148328j -0.0246146+0.0799952j -0.0202074+0.043723j 0.00786907+0.0688797j 0.254887-0.220423j 0.0491418+0.159841j -0.093452+0.17484j -0.191659-0.118356j -0.00520488+0.00504012j -0.0790772-0.0915868j 0.0980806+0.0239791j -0.00171534+0.0384507j 0.20577+0.176732j -0.0995069-0.077448j 0.121598+0.100587j -0.0461641+0.0127569j 0.0321872+0.0324871j 0.012021+0.0683272j 0.147909-0.134984j 0.00842863-0.014741j 0.00480639-0.0869642j -0.0226409-0.0758468j -0.0305922+0.0430433j 4.01002e-05+0.0489928j 0.0120189+0.00598123j -0.000321231-0.008315j -0.00559781-0.00566837j -0.00548701-0.00367586j 0.00360353+0.00455861j -0.00326343-0.00139686j 
0.0150769+0.00481686j 0.000707104-0.00140383j 0.00934502+0.00226064j 0.00527485-0.00493103j 0.00349653+0.00957405j -0.0068803+0.0160232j 0.00187969+0.00268398j 0.00099527+0.0176019j 0.0300494-0.0211177j 0.0421911+0.00493419j -0.0136776+0.0183221j 0.00340164-0.0115327j 0.0070464-0.00675192j -0.00221227+0.00582885j 0.00536201+0.00660331j 0.0127422+0.00800511j 0.000187697-0.000709982j -0.00787026-0.0068329j -0.00597208-0.00365042j -0.011686-0.00428858j 0.0027919-6.82487e-05j 0.00103311+0.00368439j 0.00252817+0.00973368j -0.000368931+0.00772192j -0.028421-0.0177045j 0.0364408+0.0176417j -0.00338748+0.00175623j 0.0210376+0.0189437j 0.0176704+0.027768j 0.0222945-0.0272084j 0.0262722-0.021216j -0.0457381-0.0273083j 0.0142719-0.0144199j -0.0132016+0.0204311j 0.00146532-0.00947528j -0.00667613-0.0118039j 0.0065286-0.00629511j -0.00729741-0.00692193j -0.000845649+0.00167699j 0.00249929+0.00180352j 0.00108678+4.13891e-05j 0.00368144+0.00100734j 0.001954-0.00223006j 0.0057682-0.00263364j -0.00476298-0.00726166j -0.0150303+0.00171707j -0.0018154-0.00477915j 0.000330351-0.00361947j 0.00652707-0.00751545j -0.0114025-0.00427133j -0.00780812-0.0125284j -9.20362e-05-0.014475j -0.000207263+0.00908523j 0.00382393-0.00565076j -0.0174196-0.0173691j -0.0304887+0.0159446j -0.03098-1.23859e-14j 0.00976282-0.00293753j 0.00710382-0.00421328j -0.0026808-0.0149641j 0.000408238-0.0018872j 0.0256136-0.0137698j -0.0135636+0.0057509j 0.0118385+0.00567585j 0.00397268-0.0308682j -0.00663799+0.0161294j -0.014905+0.0110054j -0.0546095+0.0858632j 0.081802-0.0818186j 0.0732135-0.163788j 0.217833-0.148976j 0.112816+0.0867628j -0.092831-0.154259j -0.0273983-0.0366178j 0.126122+0.0674521j 0.00175304+0.109136j 0.259795+0.139566j -0.194029-0.0645956j 0.00287785+0.110464j 0.0331276+0.0531405j -0.0988986+0.0515467j 0.092774-0.205594j 0.0512773-0.0553628j 0.0062843+0.199282j 0.000150842-0.0135108j -0.0060285+0.0288019j 0.00789244-0.0337267j 0.0135684+0.0178815j -0.0234208+0.0131969j -0.00165621+0.00596411j 0.00248637-0.00255764j 0.00656036-0.00352488j -0.00757966-0.0158199j -0.00321911-0.0026278j -0.00439528-0.00236554j 
-0.00593872+0.00220514j -0.00831393+0.00355515j -0.0136417+0.00144454j -0.0174972+0.00257046j 0.0080805+0.014704j 0.00129209+0.0124174j -0.00322948+0.0151352j 0.0252967+0.00363754j -0.0264486+0.0202519j -0.011501+0.019553j 0.0152094+0.0162061j -0.0383301-0.0175842j -0.004268+0.00875991j -0.00465902-0.00126963j 0.00296345+0.0055399j -0.00323439-0.000205939j 0.00666181+0.00370021j 0.00998642+0.00711671j 0.00923894+0.00980733j 0.0041525+0.00866696j -0.001591-0.00126147j -0.0183257-0.0220634j -0.00876995-0.0107095j 0.00702892+0.00527951j -0.0168186+0.000755963j -0.00391676-0.0178201j -0.0682665-0.0528548j 0.0241384+0.0216085j -0.0157818-0.0219027j 0.000529353-0.0193218j -0.00247332+0.0363888j -0.0563177+0.0210956j 0.00935107+0.0327782j -0.0178978-0.0164935j 0.00923299-0.000905637j 0.00779174+0.00435049j 0.00855662+0.00516536j -0.00393335+0.005708j 0.0019772+0.00255985j -0.00120492+0.00324341j 0.00139524-0.00331596j 0.00216593+0.005468j 0.000519394-0.00453345j -0.00872511+0.00176902j 0.00412782+0.00308213j -0.00162228+0.0023949j -0.00599472+0.00251143j 0.00382109-0.00476123j -0.00428207-0.00916737j 0.00590402-0.00185512j 0.0190739+0.000436019j -0.0177339-0.00737175j -0.00415943+0.00656616j 0.014746-0.00258568j 0.00354962+0.00152298j 0.001348+0.00758282j 0.00976282+0.00293753j -0.0484568+2.17881e-15j 0.0123443-0.00548331j -0.0267988+0.000272227j -0.0025216+0.0181022j -0.0208828-0.000407537j -0.0132668-0.00069642j 0.0227675+0.020453j -0.0354596+0.0196509j 0.0613142-0.0101768j 0.136013-0.0644305j 0.0266792+0.0662636j 0.242785-0.19892j -0.0395107-0.125665j 0.0931118+0.0278741j 0.0483218-0.0107582j 0.0458204+0.0545999j 0.210566+0.220777j 0.0704644+0.138939j 0.185636+0.162343j -0.0992093-0.0153823j 0.0641302-0.100643j 0.132906-0.131233j 0.0369424-0.0214826j -0.0317823+0.0700695j -0.0389318+0.162335j 0.0468553-0.0905526j 0.02485-0.0654139j -0.00578844+0.00836698j 0.0173981-0.00399906j -0.0219339-0.022831j 0.00880895+0.0191862j -0.00527932+0.0170038j -0.00452837+0.00166825j 0.00447671+0.000910011j -0.00193136-0.00893816j -0.00174444+0.00334606j -0.00389211-0.00439777j -0.00172485-0.00208276j 
