-0.148246-1.83586e-14j -0.0372463-6.8484e-05j -0.040082-0.000483622j 0.0938809-0.00170195j -0.0302766-0.00049188j -0.0243453-0.00111041j 0.0965064-0.00242149j -0.0330263+0.00133691j -0.0141287-0.000928684j -0.12185+0.002493j -0.0792675+0.00102544j -0.0272952+0.00305745j 0.304826-0.00223887j -0.244753-0.00421331j 0.658957-0.00617106j -0.150661+0.00383784j 0.0155827+0.00631408j 0.0185091+0.00485603j -0.0684328+0.00266413j -0.0201143-0.00536863j 0.0392321+0.00171285j 0.0542559-0.00382828j 0.0343121-0.00286303j 0.000826875+0.000941319j 0.03941-0.00368502j 0.00719218+0.00834022j 0.0291217-0.000901042j -0.0327503-0.00131712j 0.0449211+0.000399866j 0.0178524-0.00305885j -0.0334085+0.00227723j 0.047774-0.00155532j 0.00245736-0.00838346j -0.110484+0.00175621j -0.0671431-0.00266272j 0.11907-0.00237762j -0.0486621-0.0240866j 0.0267126+0.000554115j -0.0369643+0.00383946j -0.00900922-0.00737132j -0.0242258+0.000410128j -0.037351+0.00269813j -0.0146071-0.0019356j -0.00140455+0.00884234j -0.00717228+0.000132247j -0.00338854-0.000268753j -0.028607+0.00308563j 0.0180452+0.00411464j -0.00979617+0.0060818j 0.0171636-0.00287777j -0.00696098-0.00160087j 0.00242515+0.00434752j -0.00432069+0.00557917j 0.0172618+0.0016779j -0.00347835-0.00152426j -0.00761337-0.0065042j 0.0150769-0.00481686j -0.00593872-0.00220514j 0.00641454+0.00432504j -0.00483663-0.00170062j -0.000966739-0.00115819j 0.00771297+0.00574384j 0.0153048-0.00187619j -0.0105664-0.00496016j -0.00215528+0.00161925j 0.00626724-0.000296038j 0.00879958-0.0010064j -0.0144798-0.00466357j 0.00660549+0.00688801j -0.0150262+0.00262976j -6.40289e-05-0.00471705j 0.0143455+0.00164947j 0.00146958+0.00179629j 0.00583042+0.00602441j -0.000607578+0.000119214j -0.000465318+0.00651871j 0.0114298+0.0110729j 0.0139543+0.00679387j 0.00184516-0.0105733j -0.0149566-0.00934829j 0.0282631+0.00430406j 0.023583-0.0113815j 0.0194487+0.00419574j 0.0232296+0.004833j -0.0157743+0.00735135j -0.00250627-0.0270826j -0.00749991-0.00749807j -0.00695144-0.0075798j -0.00919997-0.0426323j -0.0599484+0.0774436j -0.0128761-0.142693j 0.0115754+0.0140287j 0.00363174+0.0555225j -0.0179643-0.0747738j -0.122636-0.0327492j 
0.00641454-0.00432504j 0.00418577+0.000317171j -0.00138709-0.00510454j -0.0106792+0.00241896j 0.00383046-0.00722566j 0.0231431-0.00776941j -0.00683425-0.00343861j 0.0116829-0.0113344j -0.020983-0.00510377j -0.0475196+0.000813196j -0.0440883-0.0130491j -0.0149758-0.00273635j -0.0150196+0.005481j -0.00139509+6.15661e-05j -0.00318138-0.000776121j 0.00133334-0.00350275j -0.00693775-0.000357171j -0.000145916+0.00346894j -0.000151655+0.00381564j 0.00505134+0.00157711j -0.00611059-0.00737472j 0.0115242+0.00161977j 0.00716118-0.00340685j -0.00372893-0.00403054j 0.0132737+0.00738293j -0.0119766-0.0110415j 0.0406282+0.0064671j -0.0101098-0.0124677j 0.0379406-0.0120833j 0.0320645-0.0563093j -0.0189802+0.055365j 0.00794369+0.0313534j -0.0165393+0.0219796j 0.0072395+0.00763102j -0.000573073+0.00162157j -0.00557445-0.00590877j -0.00261207+0.00374626j -0.00233287+0.00327876j -0.00762869+0.00363309j -0.00029357-0.000623754j -0.00189724-0.0040676j -0.00820786+0.00433999j 0.00756959-0.00241542j -0.00195247+0.00637818j -0.000113686-0.000133873j 0.00368918-0.00120567j -0.00650671+0.00241663j 0.0108654-0.00159867j 0.0101658-0.00288775j 0.00280734-0.00156955j -0.00853853-0.00865666j 0.00112872+0.00270964j 0.00443043-0.0013146j 0.00675414-0.00312172j -0.00493928-0.0049755j 0.0101245+0.00166419j 0.00710382+0.00421328j 0.0123443+0.00548331j 0.0173219-8.43943e-15j -0.00975575+0.00755212j -0.0281329-0.00439803j 0.0219767+0.00302601j -0.00439319+0.00573268j -0.0494942-0.0132543j 0.00163828-0.00124331j 0.0280795+0.011238j -0.0337297+0.0526465j -0.00133045+0.0591991j -0.216915+0.123814j 0.027103+0.0439852j 0.0783528-0.0491542j -0.0583272-0.0713493j -0.0347681-0.0886032j 0.265352+0.0594952j -0.175523-0.268784j -0.0388563-0.0371283j 0.0372982+0.0918614j -0.0807792-0.171385j 0.111891-0.162701j -0.0744989+0.044072j -0.123387+0.157824j -0.0732015+0.0400001j 0.0821628-0.163754j 0.00703175+0.0289593j -0.00444651+0.00206885j 0.00553698+0.00265497j 0.0352097-0.025445j 0.0188502-0.0452398j -0.00851521+0.0110275j -0.000587823+0.000349185j 0.000133816+0.00624273j 0.01243-0.00395257j 0.00869805-0.0125533j 0.0036612-0.00236418j 0.00162209+0.00145372j 
-0.00483663+0.00170062j -7.48913e-05-0.00186781j -0.0208785-0.00337544j -0.0287566-0.000969255j -0.0102774+0.00207306j -0.00157861-0.00275409j -0.0295644+0.00965965j 0.013479+0.00182771j 0.0530708+0.0248121j -0.00417535+0.0102207j -0.0247646+0.0235184j -0.00726579+0.00267289j 0.00396649+0.00182668j 0.00177523-0.00821368j -0.000164295+0.00133887j -0.00509014-0.00441581j 0.000815603+0.00182495j 0.00753158+0.00670424j 0.00564166+0.000990908j 0.00847132+0.00221824j -0.00153473+0.00183704j -0.00695594-0.000622929j -0.00391757+0.00170223j -0.00342995+0.00671546j 0.0155352+0.0110246j -0.020159-0.00338427j -0.0151377-0.0139473j 0.00719035-0.0349502j -0.0269634+0.0449834j 0.00540115-0.0612096j -0.00894926-0.0208657j -0.00144683+0.0325162j 0.00884225-0.0101729j 0.000923462-0.0140491j 0.00344415-0.0282372j 0.00916815-0.0230498j 0.00509431-0.0027846j 0.00126807+0.00406205j -0.000135717-0.00415526j -0.0042712+0.00061894j -0.0020731+0.00124297j 0.00104011+0.000857488j 0.00108539-0.000843643j -0.00267974-0.000891084j -0.000466436+0.00564442j 0.00233323+0.0057161j 0.00489789+0.00574728j -0.00126415-0.00361043j -0.00152781-0.000562813j -0.00113338+0.00741399j -0.00854045+0.0115547j -0.00700071+0.00238643j 0.00964718-0.00857789j -0.00815073+0.00293179j 0.00598745+0.0107946j 0.00937599-0.00286256j -0.0026808+0.0149641j -0.0267988-0.000272227j -0.00975575-0.00755212j 0.024382+1.34823e-14j -0.00768246+0.00723811j -0.0515825+0.00732873j 0.0375756+0.0257183j -0.00753719+0.00720907j -0.0482695+0.0253755j 0.0405621-0.0289788j -0.0351469+0.0590664j 0.145589-0.00539221j 0.0294215-0.0892212j 0.0191713+0.147343j -0.142782-0.0341859j 0.138571+0.0339863j -0.236617-0.107195j 0.0106211+0.0825802j 0.0568568+0.118214j -0.0206772-0.125336j -0.144543-0.180172j -0.125144+0.0719029j 0.0345122-0.0246054j -0.171691+0.144486j -0.0728343+0.235193j 0.0617167-0.165141j -0.0704747-0.0379324j 0.0866447-0.0995803j -0.00923097+0.000949739j 0.0210977-0.0294265j -0.0320828+0.0266437j 0.00883197+0.0156859j 0.0273302+0.0071436j -9.00276e-05+0.00340615j 0.001613+0.00400171j -0.00205228-0.002883j -0.00774727+0.00936426j 0.000810682+0.000991089j 0.0065102-0.00444667j 
-0.000966739+0.00115819j 0.00859803-0.00372931j -0.00993443-0.00111205j -0.00744935+0.00396717j 0.00302844-0.00997374j -0.00714632-0.00929586j -0.00283431-0.00440489j 0.0185155-0.0218957j 0.000423189-0.0357252j 0.0177979+0.013258j 9.19142e-05-0.0409333j -0.0169684-0.00872131j 0.0175914+0.00129904j -0.000926681-0.00699724j -0.000207449-0.001995j 0.00217603+0.00208838j -0.00485287-0.00108351j -0.00190012-0.00281886j 0.000875566+0.00489814j 0.0101745+0.0160153j -0.00274236-0.00839951j -2.10287e-05-0.00229639j 0.00894214+0.0159849j 0.00519836+0.0130061j -0.0273525-0.0123939j -0.0502346-0.0494219j -0.00079199-0.00130848j 0.0163646+0.0494617j -0.0141608+0.0356865j 0.0134329+0.000561714j 0.000772315-0.0104079j 0.00375508-0.00208311j -0.0226374+0.0123096j -0.00780241-0.0121632j 0.00797355-0.0133565j 0.0164503-0.0052032j 0.00589252+0.00719262j 0.00071784-0.00376297j -0.00197955-0.00591826j 0.000575142-0.000723612j 0.000812764-0.000187366j -0.00188147+0.0015098j -0.00058207+0.00122827j -0.00659848-0.00283757j -0.000332487+0.00949192j -0.0031955-0.00568093j -0.00716715-0.0051137j 0.00072621-0.00339066j -0.0174759-0.00437644j 0.00256914+0.00839624j 0.00683817+0.00157614j -0.00606411-0.0119232j 0.0194525-0.00296585j -0.00392275+0.0046112j -0.00881129-0.00685899j -0.0180698+0.00617567j 0.000408238+0.0018872j -0.0025216-0.0181022j -0.0281329+0.00439803j -0.00768246-0.00723811j 0.00870914-2.42861e-15j -0.00362886-0.0132936j 0.0478226+0.0259655j 0.0239257+0.00827125j -0.0509775+0.0753595j 0.0343074+0.00789816j 0.304638-0.137346j -0.105365+0.105163j -0.0442605+0.157391j -0.164816-0.180633j 0.119496+0.189739j -0.116994-0.162657j -0.140286-0.0427482j -0.0709848-0.0532165j -0.038027+0.0518047j -0.113283-0.0490034j -0.0150818-0.154543j 0.0645729-0.154562j -0.0463042+0.0868315j -0.0775491-0.0319105j -0.0627518+0.0518572j 0.0445499-0.110406j -0.0274466-0.00916581j 0.0444804-0.041379j -0.0118109-0.0100357j 0.018055-0.00668533j -0.0236566+0.0111279j -0.0064166+0.0126375j 0.0220106+0.00525692j -0.0106435-0.00279831j -0.00188726+0.00564246j -0.00648599-0.00412199j -0.00836699+0.00915892j -0.00370466-0.00315153j 0.0065202-9.32977e-05j 
0.00771297-0.00574384j -0.0178774+0.00552303j 0.01097+0.00176874j 0.00690703+0.00456317j -0.00809812-0.00111537j 0.00440515+0.00670503j -0.0219242-0.000623704j -0.0458106-0.00866792j 0.00668541-0.0192113j -0.00396264+0.00438489j -0.0414613+0.00118499j 0.00778868-0.0275608j -0.0110248+0.0109503j 0.000596349+0.00602701j -1.34514e-05+0.00796274j 0.00395923-0.0008677j 0.00771952-9.55876e-05j -0.000909123+0.00227473j 0.00260815+0.00574529j 0.000616002+0.0028177j 0.00228672+0.00307366j -0.00568992-0.0130147j 0.00801201-0.0113516j 0.0114606+0.00669219j -0.0257838-0.0201362j -0.0185552-0.00730836j -0.00295643-0.028976j 0.0263109-0.0232958j 0.0338486-0.0645834j 0.011952-0.0148853j 0.00698723-0.000163418j -0.0184983+0.0120556j -0.00700829-0.0251503j -0.0103131+0.0187715j 0.00482696+0.0209938j -0.0074445+0.0105814j 0.00234201-0.00413414j -0.00434191+0.00524915j -0.00528476+0.0122689j 0.000651068+0.00212065j -0.00021367-0.00353573j -0.00463077+0.00254747j 0.00707779-0.00624664j 0.000854021+0.000410644j 0.00555147-0.00935447j -0.0119515+0.00318231j -0.00833177-0.00749501j -0.0015375+0.00432532j 0.00416381-0.012131j 0.0191001-0.00321757j -0.000978917-0.00614355j -0.0183204-0.00211289j -0.00567441+0.00732914j 0.010102-0.00582394j 0.00242759-0.00314131j -0.0136771+0.0111997j 0.0256136+0.0137698j -0.0208828+0.000407537j 0.0219767-0.00302601j -0.0515825-0.00732873j -0.00362886+0.0132936j 0.0481876-2.31391e-13j 0.0178275-0.0420096j -0.0185421-0.00166688j -0.0241364-0.00510913j 0.0458033-0.00488605j 0.173675-0.0188724j -0.0476357+0.0999226j -0.0304802+0.0915074j 0.0929155-0.0633771j -0.206747-0.117517j -0.16399-0.288132j -0.0837539-0.0861821j -0.0667906+0.0613373j 0.0366453+0.0974091j 0.172395-0.0332673j 0.0792259+0.0415111j -0.178597+0.280849j 0.0624442-0.0724735j 0.059358+0.0560935j 0.0410235-0.0322407j -0.0778727+0.0563617j 0.0349919+0.00307236j -0.054673+0.0555873j 0.0035841+0.0105623j 0.0101348+0.0255181j 0.0489793-0.0198785j 0.0015329-0.0216846j -0.0183174-0.00820508j -0.00107865+0.00294705j 0.0032217-0.000483943j 0.00854739-0.0050097j 0.00411414-0.00368475j -0.000417706-0.00170325j -0.00138076+0.000771547j 
0.0153048+0.00187619j 0.00152583-0.00429626j 0.00210863+0.00546506j -0.0116779-0.000525421j 0.0107812-0.00190484j 0.0320965-0.00619047j -0.0195105-0.000656201j 0.00668649+0.0185085j -0.0245266-0.00726555j 0.00179838-0.00180707j -0.0093192-0.00204096j -0.00914197+0.00184457j -0.00906355+0.017141j 0.00253299-0.0047431j 0.00719567+0.00219359j 0.0112401+0.00329286j 0.00174539+0.00233964j -0.00316282-0.00182104j 0.004453-0.00283808j 0.0009198-0.0107157j -0.00423991+0.00553319j -0.00346644+0.00305502j 0.00249914+0.0035004j 0.00468167+0.00321872j -0.00951446-0.0369985j -0.0126589+0.0559166j -0.000504971+0.00508493j 0.0350476-0.00269881j -0.0236485+0.0491956j -0.0103377+0.00401363j -0.00234413+0.0278975j 0.0117258-0.0432423j 0.00629059-0.00170757j -0.000751496-0.0117189j 0.00028736-0.000202211j 0.000345928-0.0198111j 0.0080267+0.000687127j 0.00190084-0.0103317j 0.000870831+0.00112288j -0.00132633-0.00206415j 0.00070747+0.00180475j 0.00261833-0.00250396j 0.00375456+0.000775295j 0.0115025-0.00496824j 0.00201956-0.00380242j 0.00116178-0.014455j 0.00764041-0.00197332j -0.0110525-0.00257538j 0.00723356-0.00591987j 0.0010424+3.35553e-05j -0.00139234+0.00289053j 0.0227469+0.00198392j -0.00573005-0.0102129j -0.0181701+0.00292195j 0.0126868-0.0112968j -0.0464958-0.00556942j -0.0135636-0.0057509j -0.0132668+0.00069642j -0.00439319-0.00573268j 0.0375756-0.0257183j 0.0478226-0.0259655j 0.0178275+0.0420096j 0.0441909-5.38597e-14j 0.0192917-0.0123765j 0.122191-0.0141288j -0.0473668-0.00190546j 0.0307048-0.143106j -0.161168-0.151498j 0.043221+0.0392052j 0.205938+0.155492j 0.0862011+0.180801j -0.0983194-0.0872841j 0.0502651-0.0923978j 0.0517382-0.0237898j 0.0790891+0.0677331j -0.114579+0.200554j -0.232601+0.211409j -0.129753-0.000818269j -0.00360011-0.0141607j -0.0663126+0.149702j 0.0664225+0.053199j -0.0104311-0.0380146j -0.0476773+0.0358797j -0.0391901-0.042396j -0.0094388+0.0104434j -0.011179-0.0148215j -0.00836286+0.0343986j 0.0180489-0.00636277j 0.0348417-0.020932j -0.00359771+0.0031843j 0.00864622+0.00182627j -0.0121206+0.00457292j -0.00640718+0.00728513j -0.00152808+0.00166025j -0.00208976-0.00704869j 
-0.0105664+0.00496016j 0.005621-0.00175368j -0.00468253+0.000239086j 0.00127608-0.00401623j -0.0254912-0.00135211j -0.0177429-0.000916818j -0.0265131-0.00293067j -0.0298771+0.00889041j -0.0440859+0.0112538j 0.00090255+0.0117048j -0.0357092+0.02238j -0.00139022-0.00431307j -0.000655027-0.00616298j -9.72212e-05-0.000155887j -0.00401136+0.00346899j -0.00405646+0.00277503j -0.00196134-0.00191422j -0.00224475-0.00395265j -0.00297445-0.00314566j 0.000894226+0.00627977j 0.00221144-0.000570111j -0.00394988+0.0114701j 0.00303462+0.00946201j 0.0062947-0.00108181j -0.00639482-0.00799611j -0.000148808-0.03598j -0.0400456+0.0511572j -0.000303671-0.0142036j -0.0269735+0.0512672j -0.00947234+0.0293444j 0.00447575-0.011603j -0.0140688+0.039117j 0.00285513-0.0361914j -0.00703909+0.00359768j 0.00398841-0.00866141j 0.00864945-0.00725317j 0.00390955-0.00644889j -0.000241747-0.00155763j 0.00337442-0.00884763j 0.000583699-4.17367e-07j -0.000317129+0.00406583j 0.00472542-0.0036155j -0.00500782+0.00357851j -0.00300963-0.00246516j -0.0104239+0.00639933j -0.0021196+0.00642948j 0.00745204-0.00326053j -0.00669034-0.000560261j -0.0106033+0.0012645j -0.00979336+0.00950019j -0.00801977+0.0124649j -0.00467902-0.00857637j -0.00183158+0.00519599j -0.013544+0.00838027j 0.00034035+0.0119626j -0.00307646-0.0140314j 0.0118385-0.00567585j 0.0227675-0.020453j -0.0494942+0.0132543j -0.00753719-0.00720907j 0.0239257-0.00827125j -0.0185421+0.00166688j 0.0192917+0.0123765j 0.0759075-1.63564e-13j -0.114977+0.00532623j -0.020552-0.051931j 0.0602431+0.0646583j -0.0720196-0.0416034j -0.262903-0.339029j 0.040158-0.0598467j -0.0131514+0.0956412j 0.122056-0.204401j 0.0765584-0.094404j 0.112588-0.124647j 0.234786-0.148252j 0.124186-0.0950684j -0.0137777+0.0475676j 0.0515115-0.00298966j -0.0508668-0.0126372j 0.0102502-0.02342j 0.0251299-0.0356672j 0.0764261-0.0156121j -0.0421422+0.0185806j 0.0255097-0.0189219j 0.00240029-0.00201207j 0.00549656-0.00636437j -0.0224344+0.0108167j -0.0274577+0.0177604j 0.00719265+0.00225205j -0.000775318+0.0015714j -0.00254568-0.00243259j -0.00497872+0.000176056j -0.0112183+0.00806198j -0.00441511+0.000868186j 0.00331675-0.000764674j 
-0.00215528-0.00161925j 0.0104484+0.000362571j -0.00877231-0.00338421j -0.00393687-0.000636944j -0.0028191-0.0100069j 0.027436-0.00434276j -0.00747429-0.00741677j -0.00818553-0.0123529j 0.00349401+0.0331211j 0.00903553-0.00722843j 0.00109503-0.00438269j -0.0124569+0.00727822j 0.0015145+0.0108874j -0.000642459-0.00712815j 0.000388921-0.00227216j -0.00149408-0.00169212j -0.0079168-0.0036472j 0.00261136+0.000415722j 0.00010549+0.00290474j 0.00203743+0.00579758j -0.00309084-0.00802126j 0.00399745-0.00417424j 0.00280518+0.00133288j -0.0023633+0.00692187j 0.00969685-0.00890321j -0.0407331-0.0618107j -0.0251981-0.0665957j -0.0459276-0.0116575j 0.0244957+0.0088756j 0.012051+0.0119511j -0.0151504+0.00997278j -0.000184194-0.0445666j -0.00736328+0.00146315j -0.0125517-0.0174761j -0.00515398+0.0156162j 0.00528922+0.0096197j 0.000186382+0.0119396j 0.00516966-0.00109138j -0.00790599-0.00372067j -0.000929295-0.00353311j 0.000691386-0.000744025j -0.00889504+0.00124044j -0.00107581+0.00308578j -0.000217395+0.00130755j 0.0118228+0.00361461j 0.0047952-0.00477862j 0.00519263-0.00223641j 0.00466608+0.00165991j -0.00669538-0.00576707j 0.0060261+0.0209763j 0.00391089-0.00862742j -0.00817041-0.0202094j 0.00848919+0.00600387j 0.0195075+0.00979755j 0.0322062+0.00329487j -0.0236655+0.0124146j 0.00397268+0.0308682j -0.0354596-0.0196509j 0.00163828+0.00124331j -0.0482695-0.0253755j -0.0509775-0.0753595j -0.0241364+0.00510913j 0.122191+0.0141288j -0.114977-0.00532623j -0.327271+2.35922e-16j 0.111587-0.0420665j 0.00156302+0.327519j -0.0347487+0.237517j 0.0327838+0.0249919j 0.153212+0.118468j 0.0290864+0.127876j 0.095455-0.0482461j 0.107324+0.0457471j -0.0657515-0.0433628j -0.0955161+0.0981593j -0.0923271+0.104804j -0.00978553+0.0553024j -0.0129773-0.0432562j -0.000640826+0.0369403j -0.00758298+0.00182088j 0.0205783-0.018575j -0.0287246+0.00221821j 0.00339945+0.0168925j -0.041387-0.00233562j -0.00352863+0.00138367j -0.0133459+0.0126463j 0.00611678+0.0149356j 0.0104609-0.00820528j 0.0028167-0.0104853j -0.00638569-0.00493318j -0.00257148+0.00287427j 2.93686e-05+0.00401808j 0.00139764-0.00219436j -0.000358374-0.00239175j 0.00134224+0.00297839j 
0.00626724+0.000296038j 0.000507344-0.000706876j 0.0132815+0.00151238j 0.008615-0.00123678j 0.00437659-0.00129277j -0.000524513-0.000458815j 0.0201686+0.00626231j 0.0121158+0.00446111j -0.0417923+0.0108232j 0.0181603-0.0209929j -0.00318867+0.0175229j -0.0155991+0.0192086j 0.00454434-0.00506102j 0.00273151-7.58199e-05j 0.00163835-0.00427017j 0.00304488+0.00363451j 0.00139121+0.00303366j -0.00389964-0.00215115j -0.00225835+0.00199474j -0.0064442+0.000123967j -0.000516135-0.000211518j 0.00292175-0.00232932j -0.00358398+0.00781383j -0.00634679+0.00933804j 0.0115033-0.0329572j 0.0431548-0.00123692j 0.0294402+0.00377316j -0.0142039+0.0704331j -0.000367926-0.0323347j -0.00723005-0.00643778j -0.00410912+0.0154449j 0.0095195-0.0169795j 0.00290543+0.00298792j 0.00740131-0.0106612j -0.00564415+0.00671946j -0.00699778+0.0106486j -0.0044647+0.00705057j 0.000645872-0.00364994j 0.00191304+0.00303463j 0.000431744-0.000944508j 0.00296847-3.16642e-05j 0.000939548+0.000368158j -0.00173231+0.00438927j -0.00209138+0.00247714j 3.75498e-05-0.00855127j 0.00487489-0.00377759j -0.00117492+0.00706386j 0.00503576-0.0073942j 0.00882166+0.0118818j -0.0113952-0.00171567j 0.00081188-0.00820101j 0.00381499+0.0138349j 0.00979664-0.00620389j 0.0205182-0.0211114j 0.0165235-0.0164289j -0.00386086-0.0148328j -0.00663799-0.0161294j 0.0613142+0.0101768j 0.0280795-0.011238j 0.0405621+0.0289788j 0.0343074-0.00789816j 0.0458033+0.00488605j -0.0473668+0.00190546j -0.020552+0.051931j 0.111587+0.0420665j -0.144859+1.04347e-13j 0.222053+0.259907j 0.0133937-0.328878j -0.00292382+0.0863479j 0.122386-0.132451j -0.107848-0.0364643j 0.275894-0.1042j 0.0360907-0.042917j 0.00387459+0.0440689j -0.148824+0.0919382j -0.0459287+0.04492j 0.0231814-0.0519036j 0.024401-0.0673194j -0.000716515+0.00927646j 0.00929411-0.0210025j -0.0111901+0.0203416j -0.00526685+0.00525j 0.0254268-0.015043j -0.00411618-0.000339863j -0.00236948-0.00265386j -0.0126328+0.00482708j -0.00346287-0.00382816j 0.00762546-0.00342768j -0.00433295+0.00996112j 0.000406628-0.00449172j 0.00105476+3.31127e-05j -0.00164831-0.000725464j 0.00743991-0.0072717j 0.00196916-0.00103761j -0.00539066+0.00161928j 
0.00879958+0.0010064j -0.00357719-0.00260224j 0.0168556+0.0047449j 0.0132419+0.00546872j -0.00306964+0.00936532j -0.033086-0.0239072j -0.0302532-0.00989754j -0.0172033+0.00477464j 0.0133246-0.0118785j -0.00858649-0.0140907j 0.0020144+0.00579718j -0.00521813+0.00697061j 0.00744573-0.00256802j 0.000523361+0.000440908j 0.0021616-0.00190245j 0.0095212+0.00796766j 0.00246329+0.00198241j -0.0135516-0.0125691j -0.00491825-0.00196533j -0.0060772-0.00217034j -0.00213355-0.0114813j 0.00563395+0.0153518j 0.00895974+0.0265728j 0.00746623+0.0153071j -0.0352897-0.0792838j 0.0276901-0.0235833j 0.0333773+0.00685946j 0.0393263+0.0380164j -0.0134586-0.0163307j 0.00551541+0.0142679j -0.00156218-0.0151374j 0.00653311-0.00390613j -0.00575304-0.0114406j 0.00154229-0.0097441j -0.0012093-0.000853429j 0.00081958+0.00897297j -0.0012743+0.00216944j -0.00414601-0.00824232j 0.00429933+0.000464926j 0.00201222-0.000491253j 0.00276542+0.00191866j 0.00430462-0.00221779j 0.000504859+0.00417923j 0.00162626+0.000414702j -0.0110434-0.00868998j -0.000319026-0.0049094j -0.00742416-0.0028749j -0.000105706-0.00674947j 0.00642803+0.0118206j -0.023232-0.010305j -0.0109159-0.0135395j 0.0221371+0.00477382j 0.00033942+0.00486066j -0.0140242-0.00749674j -0.021236+0.00282372j -0.0246146-0.0799952j -0.014905-0.0110054j 0.136013+0.0644305j -0.0337297-0.0526465j -0.0351469-0.0590664j 0.304638+0.137346j 0.173675+0.0188724j 0.0307048+0.143106j 0.0602431-0.0646583j 0.00156302-0.327519j 0.222053-0.259907j -0.0707471-1.43774e-14j -0.0619609+0.00151801j 0.0411215+0.0360781j -0.0164149-0.0242467j -0.0601235+0.0144171j 0.0452982-0.0106908j -0.0305489+0.0197091j 0.0423772+0.00614102j -0.0515883+0.0105689j -0.00568709+0.00240683j -0.00351752-0.0328187j 0.0213271-0.0141485j -0.0313111-0.0083248j 0.013511-0.00666694j 0.00823683+0.0163134j 0.00529202-0.000273292j 0.00888116-0.00313177j 0.0121448-0.0113478j -0.00883676-0.00321625j -0.00318151-0.00374301j -0.00933533-0.00322379j -0.00680745-0.00250139j 0.00568265+0.0129938j -0.00392056-0.00260101j 0.00058081-0.000915168j -0.00645164-0.00521479j -0.00274019-0.00213486j -0.00201623-0.0016177j -0.00211454+0.000583585j 
-0.0144798+0.00466357j -0.00407046+0.000153423j -0.0109476+0.00480322j -0.0112525-0.00433816j -0.00938129-0.000870042j 0.0153101+0.00462561j 0.0112984+0.0209209j 0.00348695+0.0208767j 0.0169954-0.0141485j 0.0172394+0.0130967j -0.0132982+0.00958498j -0.00779398+0.0102616j 0.0039615-0.0109112j 0.00157726+0.00338213j 5.03464e-05-0.00628257j -0.00755424-0.000650233j -0.000145086-0.00217087j 0.00206921-0.00494956j -0.00451915-0.0100131j -0.00567771-0.00944871j 0.00489285+0.0122631j 0.00398895+0.0170278j -0.000932581+0.023018j -0.00867449-0.0106526j 0.0133081+0.0213117j 0.057514-0.0422318j 0.0432926-0.0457936j 0.0115023-0.0476761j -0.0182352+0.00862247j -0.0107406+0.00520147j 0.00714802-0.00297167j 0.00244168-0.00493449j 0.00833137-0.00424944j 0.00667416-0.0222274j -0.00965782-0.00964162j -0.00359338+0.0161952j -0.0079784-0.00310944j -0.000744994+0.00567762j 0.00671513-0.00992495j 0.000847693+0.000974929j -0.0016996+0.00681365j 0.00516949-0.00670584j -0.00279721+2.516e-05j 0.00302453+0.00303636j -0.00897829+0.0070492j 0.00144915-0.00229031j 0.0114519+0.00276278j -0.00607987-0.00185464j 0.0201503-0.000598643j -0.0196758-0.00919356j -0.00690418+0.00300129j 0.0368256+0.0273917j -0.0128137-0.00185202j -0.0234143-0.0102098j -0.020956-0.0582854j -0.0202074-0.043723j -0.0546095-0.0858632j 0.0266792-0.0662636j -0.00133045-0.0591991j 0.145589+0.00539221j -0.105365-0.105163j -0.0476357-0.0999226j -0.161168+0.151498j -0.0720196+0.0416034j -0.0347487-0.237517j 0.0133937+0.328878j -0.0619609-0.00151801j -0.331869-2.61596e-14j 0.0622797-0.0250073j -0.110241+0.0100397j -0.122845+0.0165911j 0.0545658-0.0631895j -0.043958+0.0371635j 0.0533371-0.0165226j -0.0240507+0.0348324j 0.0123719-0.0216163j -0.00999743-0.0162349j -0.0187861+0.000201942j 0.00314257-0.0097055j 0.00222675-0.0102607j 0.00251865+0.0253297j 0.00050153+0.00442238j -0.00285288-0.0187219j 0.0164891-0.0148889j -0.00213703-0.00133302j -0.00695831-0.00344499j -0.0112003-0.00284637j -0.00271835+0.00712329j -0.000504774+0.00843536j 0.0032558-0.00347916j -0.00448999-0.00418546j -0.00135935-0.00100929j -0.00334967-0.00446177j 0.000338338+0.00107337j -4.40576e-05+0.00322048j 
