0.161657+4.57967e-16j 0.12035+0.0124229j -0.0972652-0.0988605j 0.0590215+0.0987247j -0.0373736+0.0189011j -0.0172252-0.0258526j -0.0252048-0.0922009j 0.0210116+0.102455j 0.0199135-0.0712403j -0.0235284+0.0184822j -0.00693092-0.0408497j 0.0170945-0.0185128j 2.62799e-05+0.0622799j 0.00224832+0.0144641j 0.0280304+0.0198945j -0.00274152-0.0217027j 0.085017-0.0133755j -0.0143661-0.011029j -0.0531787+0.0314956j 0.00942916+0.0549587j 0.103594+0.00798246j -0.0469504+0.021364j 0.0769514-0.0652761j -0.222232-0.0833147j 0.0545651-0.237876j -0.0767288+0.102038j 0.0755182+0.0988686j 0.0537082+0.0219948j -0.134174-0.10716j 0.0925491+0.026721j -0.0635128-0.0135895j 0.0363357+0.0537802j 0.0209943+0.0535597j 0.0114239-0.0411624j -0.00199455-0.00193581j 0.0191066+0.0451919j -0.00532219-0.0190714j -0.00699749+0.00232908j 0.0121686-0.0385971j -0.0174874-0.00589058j -0.00426751-0.0319617j 0.00619191+0.00692821j 0.020031-0.0165222j -0.00994344+0.0267514j 0.00586984-0.0349104j 0.0161106-0.00585822j 0.00693912-0.0176491j -0.0146086-0.0019894j 0.00524079+0.0207569j 0.044376+0.00655389j -0.0105818+0.0219464j 0.0108576-0.0207137j -0.0155904-0.0147645j 0.0105892+0.00377551j -0.0137982+0.0173148j -0.00590669+0.0246396j -0.00741399+0.00800931j -0.00560872+0.00287015j 0.0231585-0.0304886j 0.0125317+0.015624j 0.00419947-0.0573241j 0.0453453-0.111994j -0.048809-0.108543j -0.238598-0.0529464j -0.0201993+0.128857j 0.0239957-0.132471j 0.027108+0.0177738j -0.0230299-0.00625142j 0.136432+0.049552j 
-0.0767288-0.102038j -0.0108887+0.0888328j 0.0546833+0.125311j -0.0239911+0.0255352j -0.0427988-0.190177j 0.143607-0.160797j 0.144742+0.213973j 0.0989578+0.171602j 0.071571-0.192748j 0.153188+0.104185j 0.113256-0.0255667j 0.0691819+0.0568279j -0.0480884-0.127627j -0.0240305+0.0168078j -0.0197728+0.00989989j 0.00903717+0.0281422j -0.0237657-0.0326406j -0.00496854-0.197325j 0.0511222+0.0498514j 0.0207255+0.0722302j -0.0528135+0.0627448j 0.0891307+0.0228587j 0.0144901-0.0156331j 0.100705-0.06166j -0.0834501+0.110445j 0.0562039-1.34753e-14j 0.0319335-0.0178409j -0.0440177-0.121983j -0.00137742-0.00265618j 0.0963513+0.141747j 0.101352-0.044514j -0.025077-0.0975027j 0.0144828-0.0246687j -0.000632778-0.0708641j -0.049304+0.0302119j 0.0107539+0.027077j -0.0156232-0.0435375j -0.0146644-0.0182117j -0.0185986+0.00040349j 0.00133507-0.0186406j -0.022451+0.0119828j 0.00218303+0.0072943j -0.0120868-0.00526002j -0.00882455+0.00408004j -0.0212184-0.00766936j 0.0119957-0.014073j -0.0118265-0.00233911j -0.0124055+0.000670662j 0.000102516-0.00427464j 0.00366344-0.0159657j 0.0122534+0.00321546j -0.000807015-0.00812973j 0.0121934-0.0136667j 0.0213086+0.0135456j 0.0143324-0.00766221j 0.00573671+0.00954076j -0.00314632+0.00979886j -0.0111735-0.0120203j 0.0204498+0.00549959j 0.0121631-0.00332767j -0.00658607-0.00244589j -0.0174516-0.00667362j -0.00580635-0.0294314j -0.0177042-0.0048907j -0.000571858+0.0164619j 0.0064536-0.00394659j -0.0327136+0.00111189j 0.021832+0.00146113j 0.021886+0.0371738j 
0.0755182-0.0988686j -0.159614-0.1599j -0.0674077-0.116607j 0.0952395+0.245087j -0.322047-0.0173791j -0.0381638-0.0602957j 0.0919955+0.152671j -0.0486573-0.225829j -0.266803-0.177999j -0.046823-0.0872528j 0.00198448-0.00848988j 0.160396+0.100925j 0.00833852+0.0876206j -0.00518184+0.0268181j -0.0399171-0.0119335j 0.0372151+0.00472389j 0.00909536+0.110207j -0.00668668+0.0526923j -0.0141424-0.0302043j -0.0267264+0.0280405j 0.0442449+0.0867785j -0.0620296+0.00557592j 0.00305518+0.0430898j -0.0325408-0.0225382j 0.121793-0.0550696j 0.0319335+0.0178409j -0.0908598+1.55431e-15j 0.025482+0.035822j 0.067967+0.123555j -0.141425+0.0497981j 0.109072+0.145222j -0.0172634+0.0212132j -0.0670858-0.114914j -0.0787168+0.0134101j 0.00788293+0.0231127j -0.00404836+0.00861501j -0.0141733+0.0157929j -0.00748873+0.0138387j -0.000716329+0.00485141j 0.0164556-0.0111827j 0.00820501+0.0216873j 0.00855671-0.0137524j -0.0104042+0.0133327j 0.00388208+0.0200561j 0.00135045+0.00638975j -0.0108346-0.0234458j -0.00473504+0.0128297j 0.0155563+0.0173229j -0.0116775+0.00316486j -0.0156088+0.00635269j 0.00296148-0.00300235j -0.0105143+0.00116691j -0.00173939+0.00612223j -0.00365698-0.0135242j 0.000643051-0.00848788j 0.0093004-0.00393516j 0.00429913+0.0036228j -0.00252449-0.00693326j -0.0133779-0.0158591j -0.00640706-0.00538014j 0.0100758+0.00933951j -0.00412289+0.00366853j -0.00100424+0.00102727j 0.0206382+0.0377997j 0.0122592-0.00916543j -0.0283239+0.00968996j -0.000809822+0.00542672j 0.0114421+0.027837j -0.0286446-0.0210293j 
0.0537082-0.0219948j 0.14935-0.0689611j -0.102678-0.131461j 0.0487472+0.160494j 0.081302-0.0334514j -0.300657+0.228851j 0.134438+0.213798j 0.0461733-0.0641572j 0.0250169+0.0529384j 0.0201824+0.0310377j 0.052888-0.0180676j -0.00535633-0.0333642j 0.0206194-0.0172668j 0.0414475-0.0187251j -0.0144057-0.0448034j -0.0314813+0.0184126j -0.0159193-0.100808j 0.016292+0.0538567j -0.0154221+0.0897892j -0.00758052-0.0112195j -0.012664-0.123007j 0.0296978+0.0246771j -0.0402662+0.0931452j 0.0159275+0.0649547j -0.0629774-0.100012j -0.0440177+0.121983j 0.025482-0.035822j -0.0444025-1.17753e-14j -0.17121-0.00620935j 0.0646-0.00608069j -0.115295+0.106381j 0.0402939+0.0577659j -0.0337909-0.044649j 0.0196605+0.00857784j 0.063682-0.0426995j 0.0179261+0.0279361j -0.047828-0.0173758j -0.0142042-0.0182452j 0.0392046-0.0428386j -0.002389-0.0181067j -0.0189734-0.0185711j 0.0145233+0.0117896j 0.0242557+0.00993554j 0.00128509+0.00778672j 0.0107109-0.0142785j 0.0082901-0.0133008j 0.0121058-0.000418072j -0.0159161-0.0113317j 0.00704194+0.0217894j -0.00114756-0.0108478j -0.0142016+0.00515767j 0.00500742+0.0102138j -0.0255688+0.000706518j -0.0192976+0.0161556j -0.00923897-0.0151504j -0.00926831+0.00359881j -0.00142031+0.0026442j 0.0300146-0.018764j -0.00787701+0.00132376j -0.0163989+0.000597932j -0.0147686-0.0308581j 0.0428583-0.0299638j 0.0283039-0.0098357j -0.0222506-0.0494021j -0.0141628-0.0193578j 0.0207517-0.005308j 0.0386729-0.036174j -0.0692423-0.0103263j 0.0140668+0.0150525j 
-0.134174+0.10716j 0.0331212-0.0493836j -0.078787-0.117351j 0.0400113-0.111983j -0.0313736-0.274091j 0.161399+0.171583j 0.283241-0.110957j -0.114744-0.161884j 0.112218+0.0831279j -0.00975188-0.121159j 0.0579709+0.0396151j -0.00103627+0.0360848j -0.0919777-0.0631215j -0.0303718-0.0491826j -0.0175469+0.0267117j 0.0291409+0.0344883j -0.00210415+0.0290398j 0.0377268+0.0405119j -0.0011796-0.0305089j -0.0862825-0.0511414j -0.0208107+0.0255237j -0.00124332-0.0884941j -0.005364-0.00127488j 0.0883693-0.0483052j 0.00753951+0.0643739j -0.00137742+0.00265618j 0.067967-0.123555j -0.17121+0.00620935j 0.0635213-4.77396e-15j 0.109406-0.134941j 0.0772647+0.00440222j 0.0291293+0.0387467j -0.000441011+0.0556164j 0.00837717-0.0584869j -0.0340637-0.0309345j 0.052554-0.00169225j 0.00123412+0.0428509j -0.0158752+0.0279685j -0.0319979-0.0341116j -0.0377469+0.00612085j -0.0117083-0.00518173j 0.0130809-0.00678042j 0.00767917-0.029082j 0.00464742+0.00670621j -0.0115188-0.0188356j -0.0164979+0.000599742j 0.00305396-0.0166357j -0.0193815+0.0117593j 0.00991229-0.00652012j -0.00639473+0.00259863j 0.0134608+0.00927474j 0.00761026-0.0093237j 9.81148e-05+0.0142522j 0.0199625+0.0110312j -0.011695+0.019762j 0.00157415+0.0119387j 0.00569381-0.00126476j -0.0193844-0.00530388j 0.0190398+0.00806042j 0.00102846+0.00527969j -0.0187579+0.00911988j -0.0119149-0.0325194j -0.0265719-0.0126934j -0.0442962-0.00288358j -0.0121728+0.0301314j 0.024299-0.0368169j -0.0201202-0.00273337j 0.00809231+0.0131419j 0.0577168+0.0121234j 
0.0925491-0.026721j -0.0742079+0.022458j 0.0959074+0.0661145j 0.0305709+0.0314858j 0.0477045+0.0814718j -0.0205905+0.00569749j -0.0664011+0.0369561j -0.0211697-0.00984795j -0.0413247+0.0253038j -0.0252864-0.00144592j -0.0392928+0.0170828j 0.000508672+0.0314121j 0.00479514-0.0166257j -0.0266111+0.0150545j -0.00606822+0.00257748j 0.0155232-0.0124131j -0.0494327+0.00776944j 0.014094+0.0115889j 0.0339386-0.0318617j 0.0215682-0.00682657j -0.0640546+0.0141391j -0.0109027-0.00632663j -0.0208206+0.0506623j 0.0880415+0.0167073j 0.000213523+0.166188j 0.0963513-0.141747j -0.141425-0.0497981j 0.0646+0.00608069j 0.109406+0.134941j -0.0157845+1.76942e-15j 0.113474+0.0113127j -0.0842386-0.0745266j 0.0411156+0.0488143j 0.0199066+0.00543272j -0.00587772-0.0442982j 0.0168859+0.0841228j 0.0131455+0.0352512j -0.00861473+0.0299657j -0.00322773-0.0320478j -0.0103312-0.0486883j 0.00222505-0.019938j 0.00783919-0.00904767j -0.000708157-0.0190363j -0.0306119+0.0194587j 0.000591959-0.0589424j 0.0141621-0.0181981j 0.0104684-0.00997663j -0.0254814+0.00144031j 0.00108051+0.000580074j 0.0395882+0.00100019j -0.0140747+0.0284966j 0.0263703-0.011924j 0.0119044-0.00208723j 0.0771946-0.0170932j -0.0287237+0.0385384j -0.0610553+0.0225795j -0.0260469+0.0342668j -0.0324056+0.00616563j 0.0395395-0.0113781j 0.064895-0.0410234j -0.00573232-0.0430996j 0.0503841-0.13539j -0.126503-0.125265j -0.244176+0.0275347j -0.0114299+0.191231j 0.00428524-0.166521j -0.041612+0.0546324j 0.0249036+0.0157081j 0.157408+0.0606449j 
-0.0635128+0.0135895j -0.10096+0.0302548j 0.047337+0.0533359j -0.070087-0.0525443j -0.0242614-0.00231881j 0.0380553-0.0825078j -0.0185476+0.0176244j -0.0223237-0.0619384j -0.0528574+0.0363895j -0.00667408-0.034109j 0.0029532+0.0295495j 0.0149969-0.0108862j 0.00945014-0.0357819j -0.0267491-0.0126322j -0.0261733-0.015271j 0.0372522+0.0137853j 0.0312531-0.0206963j -0.0233781-0.0237j 0.0118108-0.0124j -0.0665401-0.00892673j 0.0285099-0.0300364j 0.000397199+0.00172113j -0.0529621-0.0839706j 0.0426133+0.0992669j -0.104203+0.0123607j 0.101352+0.044514j 0.109072-0.145222j -0.115295-0.106381j 0.0772647-0.00440222j 0.113474-0.0113127j 0.0408468+7.76289e-16j 0.049065+0.0420788j 0.0557447+0.0623814j -0.0152597-0.040016j 0.0242204+0.0659611j 0.0117689+0.0713704j 0.0274006-0.0606041j -0.0141152+0.0157532j 0.0359926-0.0344936j -0.00575681-0.000617308j 0.0245112-0.0958947j 0.0016754+0.0377893j 0.00319579-0.00681124j 0.0214988+0.0111693j 0.032371-0.0759465j -0.00957781+0.012483j -0.000449043-0.00858814j 0.0183097-0.0322238j 0.00321627+0.0154609j 0.00396405-0.0449099j -0.0178277+0.00356115j -0.0133544+0.00771778j -0.0133017-0.0301056j -0.0293947+0.041268j 0.0175237-0.0216678j 0.00722689-0.0397251j -0.0146853+0.00185526j 0.0463614-0.0472485j -0.016616-0.0305694j -0.0310455+0.0655192j -0.012087-0.0637304j 0.0788049-0.00352766j 0.190674-0.0658928j -0.138742-0.264381j -0.13996-0.0537545j 0.0519524-0.070009j 0.0422103-0.111773j -0.165833-0.0189129j 0.0434779+0.00690623j 
0.0363357-0.0537802j 0.0349775-0.0712677j 0.0194243-0.0149412j 0.0307098-0.00374637j -0.00241463-0.00103823j -0.0249323+0.0303535j -0.0051658+0.0379119j -0.0413725-0.0251303j -0.00954062+0.000832881j -0.0451626+0.00251532j 0.00792966+0.0185906j 0.00981342-0.0155008j -0.0128518+0.0198058j -0.0119778+0.0289314j -0.00140138-0.0485128j 0.0129981+0.0104789j -0.000103456+0.00689399j -0.0298902-0.0457215j 0.0125864+0.0587328j -0.023761+0.0840455j -0.0145474-0.0214714j -0.0519704+0.0954503j -0.0534615-0.0382948j 0.0021868-0.010872j 0.0840647+0.051632j -0.025077+0.0975027j -0.0172634-0.0212132j 0.0402939-0.0577659j 0.0291293-0.0387467j -0.0842386+0.0745266j 0.049065-0.0420788j -0.0640142-5.13478e-16j 0.049535+0.0220849j -0.0538521-0.0554039j -0.0853657-0.0671794j 0.030425+0.0180172j 0.006203-0.108159j -0.0241971-0.00259551j -0.0937206-0.0970547j 0.039841+0.0573428j -0.0284994-0.0535875j 0.0137074-0.00505527j -0.0141823-0.0109754j 0.0318099+0.0101667j -0.0248945-0.0121033j -0.0352445+0.050365j -0.00932731-0.0265118j -0.000209655+0.00798159j 0.0389508+0.0431747j -0.0387557+0.12822j -0.000780203-0.00693295j 0.0178652-0.00922719j 0.0150039-0.0247988j 0.0458168-0.0450661j 0.0167968+0.0493939j -0.00621428+0.0345927j 0.0518357+0.0258816j -0.157644-0.0212163j 0.100802-0.0428143j 0.161357+0.0990906j -0.00967651+0.00225601j -0.180266+0.368418j 0.054675-0.00550705j -0.106865-0.0178397j 0.0988948+0.0186355j -0.0313913-0.0197162j 0.0597336-0.125499j 0.0529059-0.16036j 0.0414992-0.0547058j 
0.0209943-0.0535597j -0.0220226+0.0477929j 0.0307222-0.00319407j -0.0298251+0.0132799j -0.0340775+0.00660085j 0.0194324-0.0185509j 0.000991422+0.0230093j 0.0137708+0.0158087j -0.00777827+0.0143038j 0.0233728+0.0228274j -0.0241351-0.0069767j -0.00491901-0.0242216j -0.00916892-0.013408j -0.0215301+0.00846496j -0.00410843+0.00397427j 0.00262838-0.014324j -0.00797264+0.00444738j -0.00440282-0.0224329j -0.00894627+0.00828199j -0.0715489+0.0194473j 0.0058025-0.0236566j -0.0364946-0.0308346j 0.0524588-0.108885j 0.0609842-0.0167951j -0.0972822+0.026531j 0.0144828+0.0246687j -0.0670858+0.114914j -0.0337909+0.044649j -0.000441011-0.0556164j 0.0411156-0.0488143j 0.0557447-0.0623814j 0.049535-0.0220849j -0.0219212+4.996e-16j 0.0783469+0.0199861j -0.0313883-0.0219468j -0.00150609+0.0170626j -0.059052-0.0493393j -0.0159303+0.0499305j -0.00334363-0.0512412j -0.035383-0.0490844j 0.00133125-0.0387893j -6.1733e-05-0.0398475j 0.018135-0.0192644j 0.0457388-0.0547545j -0.0170738-0.0993493j -0.0256533+0.0608212j 0.00366491-0.0215199j -0.0112392+0.00829869j 0.020617+0.00762408j -0.0584018+0.113037j 0.0117945+0.0222495j -0.0107511+0.0232736j -0.0611021+0.0392315j -0.0559454+0.0101649j -0.0535336+0.0366113j 0.00353297-0.074391j -0.0230873+0.02614j 0.128885-0.125763j 0.122269+0.118261j -0.119022+0.229546j -0.0189783+0.102711j -0.170659-0.0340512j -0.0289441+0.20561j -0.0901479+0.013762j -0.090674+0.0328954j 0.0724971+0.124433j 0.0276105+0.0451045j -0.0638929+0.0542861j 0.0197488-0.198711j 
0.0114239+0.0411624j -0.00447892+0.000947473j -0.00620712+0.022946j 0.0339664-0.0245271j 0.0600886-0.0145222j -0.0126987-0.000844891j -0.0164798-0.014268j -0.0261444-0.0227711j 0.0025851+0.00290645j -0.0306697-0.0217804j 0.0218517-0.00869562j 0.00986116-0.00674035j 0.00567012+0.00118238j 0.0196422-0.0130689j -0.0085879-0.0141506j 0.019619+0.0265446j -0.00189065-0.00903958j -0.0361622+0.0492722j 0.031151-0.00547642j 0.0361048+0.00277766j 0.00540447-0.0286769j 0.0504175-0.00201075j 0.0245195-0.0349869j -0.0545266-0.0178253j 0.0187855+0.0565266j -0.000632778+0.0708641j -0.0787168-0.0134101j 0.0196605-0.00857784j 0.00837717+0.0584869j 0.0199066-0.00543272j -0.0152597+0.040016j -0.0538521+0.0554039j 0.0783469-0.0199861j -0.0967741-5.68989e-16j 0.107432+0.0128374j 0.0429738-0.0277699j 0.040371-0.0112373j -0.0182878-0.0694822j -0.0120491+0.0241359j 0.0786911+0.0239946j -0.0682079+0.0397118j 0.0601159+0.0205497j -0.0309914+0.003706j 0.0448952+0.0155896j -0.0100217+0.0466651j -0.0309837-0.000367376j -0.0159773+0.0265208j 0.0442674-0.0644744j -0.00791669-0.00483329j 0.0280211+0.0714989j -0.071757+0.0174502j -0.0265876-0.00754783j -0.0744471-0.0707137j 0.0387487+0.0604008j 0.00850727-0.201077j 0.148413+0.0452542j 0.011486-0.0622587j 0.0183761-0.14227j 0.0916777-0.0892915j 0.00669393+0.10686j -0.0840442-0.14016j 0.250694+0.0215307j -0.182839+0.155249j 0.0170936-0.0438055j -0.0153714+0.13618j -0.069888-0.00431198j -0.108429+0.00767906j 0.169695+0.123671j -0.0508588+0.238313j 
-0.00199455+0.00193581j 0.0312773-0.0171671j -0.0273632+0.0107428j 0.00892755-0.00421231j 0.00597085-0.0221392j 0.00788401-0.0113399j 0.0184064+0.00767834j 0.0170521+0.0263768j 0.0378905+0.0177991j 0.00802332+0.020361j 0.000671433-0.0210725j 0.0105317+0.000479994j -0.00689008-0.00368094j 0.0223217+0.00908856j 0.0048533+0.00660624j -0.0125075-0.0212883j 0.00774648-0.0172866j 0.0136955-0.01277j -0.00697842-0.02277j -0.00625282-0.00143854j 0.035628-0.0085595j 0.0179137-0.0181275j -0.0503349+0.0144842j -0.00807978-0.0606761j -0.00218675-0.0135102j -0.049304-0.0302119j 0.00788293-0.0231127j 0.063682+0.0426995j -0.0340637+0.0309345j -0.00587772+0.0442982j 0.0242204-0.0659611j -0.0853657+0.0671794j -0.0313883+0.0219468j 0.107432-0.0128374j 0.0700903-5.13478e-16j 0.104446-0.00649919j 0.0572745-0.0123778j 0.0847484+0.015838j -0.0179321-0.0409201j 0.00444135-0.0343776j -0.0180104-0.0416042j -0.00223091+0.0217241j -0.0201548-0.0571755j 0.0637159-0.0507523j -0.0812997-0.0720617j -0.0814861-0.0150409j 0.0146002+0.0830468j 0.00474329-0.072626j -0.087696-0.0398692j -0.0214301-0.00231649j 0.110718+0.0234698j -0.101195-0.0447795j -0.0737502-0.0629807j 0.130923-0.0155986j -0.0408689-0.0141986j -0.00693374-0.16427j 0.0129598-0.0458783j -0.0986032+0.0890743j -0.0192189+0.0403289j -0.130288-0.0219598j -0.0755093+0.0416789j 0.0650086-0.0819631j -0.00729855-0.0211476j 0.00102106+0.156289j 0.0505165-0.0387242j -0.112657+0.0293003j 0.118645+0.00748391j 0.0814968+0.311579j -0.343724-0.0648207j 
0.0191066-0.0451919j 0.0104159+0.0138471j 0.0102776+0.0106732j 0.00592437+0.0124802j 0.00813005+0.00146132j -0.00970681-0.0141623j 4.17865e-05-0.000828251j -0.022158+0.00861024j 0.0115795-0.00922828j -0.0125485+0.00294978j -0.00858373-0.0128855j 0.00789104-0.00961501j 0.00288102+0.00130194j -0.000196765-0.0113361j 0.00298273+0.0169489j 0.0121568-0.00726918j -0.0104119-0.0287565j 0.0283447-0.0207436j -0.017965-0.0404383j -0.0234933-0.00726187j -0.0104877-0.00565306j -0.0142206-0.0101174j -0.0172763+0.0427759j -0.0445163+0.016851j 0.0028913+0.0245101j 0.0107539-0.027077j -0.00404836-0.00861501j 0.0179261-0.0279361j 0.052554+0.00169225j 0.0168859-0.0841228j 0.0117689-0.0713704j 0.030425-0.0180172j -0.00150609-0.0170626j 0.0429738+0.0277699j 0.104446+0.00649919j -0.0118987+5.55112e-17j -0.0121114+0.0611171j -0.0574495-0.0270145j 0.0150955-0.0175747j 0.0120897+0.0313406j -0.00577617-0.0272488j 0.05329+0.00951227j -0.00651124-0.0553475j -0.0540921+0.0435247j 0.0116396-0.0922417j -0.0238454-0.0490573j 0.0415829-0.029276j -0.00965191+0.0601827j -0.0779426+0.0653618j -0.00791095-0.0182823j 0.012172-0.00220922j -0.0184378-0.034982j -0.0912163+0.079716j 0.00935298+0.15793j -0.103745-0.00790324j 0.08872+0.0679083j 0.0334603-0.232225j -0.108445+0.144233j -0.00222934+0.0311726j 0.088305+0.0829812j -0.195041+0.0627735j -0.131056+0.0296229j 0.237026-0.26035j -0.00681524+0.0171119j 0.190587-0.171767j -0.0251905-0.201322j 0.0801671-0.0512613j 0.253302-0.0247698j 0.0987457+0.142358j 
-0.00532219+0.0190714j 0.00587053+0.0611519j 0.00196611+0.0603233j -0.0185544-0.00756887j 0.019507-0.0265317j 0.0172145-0.0437399j -0.000814792-0.00748759j -0.0221914-0.00327208j 0.00567156+0.00948606j -0.0193995-0.0149348j 0.0213845-0.0326191j -0.00612837-0.0377615j 0.0188237-0.0253015j 0.0120445-0.00884475j 0.00282943+0.00264621j -0.000988097+0.0306425j 0.00248308+0.0255889j 0.0100778-0.00185089j 0.0113364+0.00878205j 0.027115-0.0325596j 0.0298198-0.000437294j 0.0330076+0.00693032j 0.0182609-0.0537303j 0.00493533+0.00852325j 0.0292419+0.0461975j -0.0156232+0.0435375j -0.0141733-0.0157929j -0.047828+0.0173758j 0.00123412-0.0428509j 0.0131455-0.0352512j 0.0274006+0.0606041j 0.006203+0.108159j -0.059052+0.0493393j 0.040371+0.0112373j 0.0572745+0.0123778j -0.0121114-0.0611171j -0.0521355+9.50628e-16j -0.0453204-0.0440537j 0.02777+0.0364039j 0.075735-0.0537666j 0.0136988+0.0963437j -0.00330628-0.0524218j 0.0657004+0.0308769j 0.0400997+0.122505j -0.018206+0.00323j -0.0409763-0.0398611j -0.00438091+0.0432755j 0.0504654-0.0551274j -0.0227402-0.0604005j 0.0854034+0.120313j -0.0730555+0.046462j 0.0380524-0.0219476j -0.00205674+0.103138j -0.0162118-0.0677778j -0.120855+0.0430222j -0.0697425+0.0832145j 0.0224585-0.00294362j -0.113524-0.0820211j -0.23781+0.0424411j -0.134636+0.018191j -0.0986684-0.0398469j 0.00868634+0.0681706j 0.0994869+0.0149326j 0.0772406-0.122541j 0.196522+0.0567617j -0.212977+0.0198062j 0.12747-0.392911j -0.124772-0.00741478j 0.0750903-0.164255j 
-0.00699749-0.00232908j 0.0184553+0.00829657j -0.0187703+0.00704929j 0.0036315-0.0230421j 0.0218662-0.0317273j -0.0011029+0.0151435j 0.00469913-0.0060778j -0.0184208+0.00466196j 0.0243195+0.00717666j -0.0148421+0.0152315j -0.00723147+0.0132475j 0.00330286-0.0295391j -0.0024602+0.00445161j 0.0236669-0.00571597j -0.0185135-0.017693j -0.00753474-0.010556j -0.00364202+0.0187382j 0.00506775-0.0055836j -0.0312697+0.00830805j 0.00436693+0.00156693j 0.00631157-0.038027j 0.0157056-0.0439821j -0.0113335-0.0305301j -0.0084603+0.00797038j 0.016396+0.000213417j -0.0146644+0.0182117j -0.00748873-0.0138387j -0.0142042+0.0182452j -0.0158752-0.0279685j -0.00861473-0.0299657j -0.0141152-0.0157532j -0.0241971+0.00259551j -0.0159303-0.0499305j -0.0182878+0.0694822j 0.0847484-0.015838j -0.0574495+0.0270145j -0.0453204+0.0440537j -0.116656+3.25399e-13j -0.00722563+0.0427348j -0.0786052+0.0203987j 0.0315077+0.00383398j 0.0270575-0.00656238j -0.137827-0.0405556j -0.0310297+0.0289261j 0.0416253-0.0232367j 0.0228151-0.0306803j 0.0126953-0.0477267j 0.072463+0.00756329j -0.0477003-0.0467679j 0.00221027+0.111777j -0.0471087+0.0997871j -0.0897786+0.110112j 0.0137246+0.0277512j 0.0851309-0.211683j 0.0923331-0.134834j -0.132167-0.0116044j 0.0417343+0.178561j -0.0459621-0.0503068j -0.0725808-0.0852881j -0.0222765+0.0835583j 0.0484811-0.0701954j -0.182963+0.0113972j -0.0259148-0.100784j -0.141788-0.0034915j -0.0381819+0.0549623j -0.0948825+0.286561j -0.152616-0.0869285j 0.0754618-0.0541207j 0.0442965-0.0312567j 
0.0121686+0.0385971j 0.0269093+0.011463j -0.0235132+0.0363694j 0.0027363-0.00431381j 0.0249642-0.00285122j -0.00602174+0.00935939j -0.0140968+0.00412044j -0.0042313-0.00393519j 0.0030778+0.0376917j -0.00338208-0.0175248j 0.00511642+0.00971793j -0.00320316-0.00859141j -0.0129963-0.0127846j -0.0230832+0.00234524j -0.00860731-0.00464327j 0.0324039-0.0277106j 0.0181069-0.0295612j -0.00351341+0.00281519j -0.0487915-0.0119032j 0.022059+0.0397761j 0.0119094+0.039111j 0.0356271-0.0432924j 0.0115764-0.014144j 0.00192435-0.00178336j 0.000962672-0.0202748j -0.0185986-0.00040349j -0.000716329-0.00485141j 0.0392046+0.0428386j -0.0319979+0.0341116j -0.00322773+0.0320478j 0.0359926+0.0344936j -0.0937206+0.0970547j -0.00334363+0.0512412j -0.0120491-0.0241359j -0.0179321+0.0409201j 0.0150955+0.0175747j 0.02777-0.0364039j -0.00722563-0.0427348j 0.058358-2.63678e-15j -0.0904024+0.017268j -0.0415851-0.00859982j 0.0200837+0.0328215j 0.00131686+0.0458313j 0.032366+0.0247393j -0.0201482+0.0321714j -0.00404425-0.0220599j -0.0153125-0.0943866j 0.0139437+0.0153158j 0.0730387+0.0872861j -0.137667+0.0764484j 0.0586787+0.143057j -0.027207+0.00145123j -0.0439598-0.0884952j 0.11454+0.126501j -0.0099698-0.122954j 0.254975-0.147271j -0.0177691-0.00249055j 0.0166002-0.0720005j -0.0342453-0.0738254j 0.0790609-0.176373j -0.0530704+0.216538j -0.0424901-0.0366514j 0.187227-0.0154191j -0.0130761+0.0625361j -0.0993469-0.149766j 0.00331527+0.0469901j 0.0706145+0.0393879j -0.012567+0.083718j -0.0419435-0.072245j 
