-0.105899-1.73472e-17j 0.0702231-0.00977762j 0.074414+0.104624j -0.0072063+0.0490179j 0.0104582-0.0426858j 0.0172776-0.0227782j 0.00173276-0.0487933j 0.0350932+0.0266511j 0.0322562+0.011302j -0.0120086-0.0377487j -0.0375902-0.0484674j -0.00660327+0.0325807j 0.0251499-0.00978581j 0.0247433-0.0186178j 5.88079e-05+0.00300607j -0.0212071-0.0416919j 0.0238068+0.0322002j -0.0511373-0.0290905j 0.0124156+0.0157875j 0.00516589+0.0210056j -0.0299017+0.016639j -0.0155491-0.0163345j 0.0330233+0.0234896j -0.0223368-0.00356061j 0.0562634+0.0250918j -0.0375556+0.00378947j -0.0114402+0.0161964j -0.000192031-0.00436444j -0.0317282-0.0142062j -0.0188463+0.008685j -0.0269862+0.0229852j 0.0258368+0.0296854j -0.0104779-0.0234713j 0.0138284+0.0235952j -0.0454269-0.00426742j 0.0260389+0.00688078j 0.00507552+0.000190281j 0.0277501-0.0184294j 0.0118483+0.0139836j -0.0163643-0.0399924j 0.00604129-0.0432622j -0.00501093-0.0232169j -0.00445935+0.0182094j 0.0379486-0.0265506j -0.0427866+0.0177073j 0.0263253-0.00725754j 0.0352177-0.00898172j 0.0102546-0.00446086j -0.0190103-0.0400228j -0.0367669-0.0239143j 0.00767251+0.0314973j 0.0738037-0.0495558j -0.00329064+0.0371525j -0.0170324+0.00104072j -0.0218695+0.0297007j -0.0950204+0.0347714j -0.0388645+0.120447j 0.0128631-0.0624791j -0.0111196+0.0394239j 0.0283622-0.0526972j 0.0189039-0.0518382j -0.0132476+0.0345583j 0.0309235-0.119968j -0.0228457-0.291696j -0.272949-0.176735j -0.360368-0.0316333j -0.00996354-0.100054j 0.270348-0.00954874j -0.0444073-0.0298692j 0.10462-0.0269406j 
-0.0163643+0.0399924j 0.0605913+0.0301796j 0.0745683+0.0334163j -0.00758907+0.169497j 0.0377444-0.038447j -0.00778598-0.067883j -0.0448533-0.0481549j 0.165459-0.0179168j 0.119962-0.128133j -0.0637287+0.139724j -0.117467-0.0228506j -0.0919074+0.0439877j -0.000400009+0.000694585j 0.00578993+0.133795j -0.0248109+0.0699808j -0.0314112-0.0644692j 0.00462691+0.00966198j -0.111028+0.0724762j 0.12509+0.115003j 0.0820179+0.0264695j -0.0266436-0.0330337j 0.0686284+0.0666681j 0.0794241+0.0522866j -0.0426384-0.131106j 0.127376-0.0268061j 0.0403745+0.0489572j 0.0522668+0.120673j 0.0634444-0.111628j 0.0432328-0.123611j -0.0886177-0.179824j 0.160945-0.0334814j 0.0709514+0.0686505j -0.00334894+0.0357115j 0.0352634-0.032768j -0.142686-0.176746j -0.00364853+0.119197j 0.181145-0.0684975j 0.0916809+0.0226873j 0.0452581-0.00518545j 0.115026-1.60582e-13j -0.190835+0.0210858j -0.0400942-0.0810224j 0.0272381+0.0125311j -0.149245-0.00642882j 0.0788781-0.0485892j -0.0141504-0.00750115j -0.0138324+0.0207873j -0.0109921+0.0620707j -0.0111472-0.115695j -0.00736146-0.0345358j -0.0851643-0.0435274j -0.052246+0.0128781j 0.0174443-0.0276631j 0.0224192+0.00240841j -0.114898-0.0851034j 0.102814-0.0259905j 0.0643316+0.00201251j -0.131792-0.073082j -0.055163-0.0475462j 0.0557487+0.0625447j 0.031375+0.0232118j -0.0514797+0.0280973j -0.0704145-0.0102348j -0.156335+0.0337758j -0.145578-0.0608486j -0.102537-0.0661949j 0.110195-0.0145808j 0.160887-0.0356049j -0.109748+0.0319759j -0.0769588+0.0390801j 
0.00604129+0.0432622j 0.0941269-0.0746134j -0.0778744-0.0477606j 0.133511-0.0644422j 0.0367488-0.0172096j 0.0427406-0.0096521j 0.02576+0.0727059j -0.127596-0.0461181j 0.0721097-0.058401j 0.0319201+0.131438j 0.0979191-0.143632j 0.0104078+0.0035645j 0.104515-0.0705062j -0.0414919+0.0623876j -0.108429-0.032458j -0.0664219+0.039789j 0.109539+0.0361818j 0.126386-0.0757548j -0.00622424-0.0161201j -0.0643185-0.00115787j -0.00583141+0.0306161j -0.133509+0.0968952j -0.0796594+0.0744285j 0.0865235-0.0339287j -0.150205+0.0793835j -0.00430644+0.0505482j -0.00554144+0.0297619j 0.111981+0.0468482j 0.0754568-0.0334233j 0.0378443-0.0687072j 0.105792-0.0325154j -0.077884-0.0541498j 0.0575965-0.0526964j -0.0700255-0.0107046j 0.110592+0.0249999j -0.0142314+0.00192564j -0.127418+0.00265506j -0.022546+0.0220696j 0.116713+0.117467j -0.190835-0.0210858j 0.0811598+3.0205e-14j 0.024599+0.0326451j -0.0624127+0.0461566j -0.103314+0.121313j -0.0129651+0.0362857j 0.00309656+0.0406033j -0.0598709+0.0663608j -0.0442766+0.00936482j -0.000862294+0.0199331j -0.0239313-0.0201958j -0.0423046+0.0910047j -0.203056+0.0453854j -0.108269+0.0743099j -0.0770991-0.00297036j 0.182281-0.042335j 0.0695359+0.0673789j -0.156708-0.0320365j 0.268963+0.062753j 0.22353-0.0206895j -0.0231802-0.0547324j 0.0974979+0.0519616j 0.0280408-0.082193j -0.0407579-0.0981712j 0.324346+0.0117195j 0.0243219-0.0292764j 0.246518+0.0456672j -0.0766992+0.0354791j -0.413267-0.0193323j 0.142567-0.0647082j 0.148863-0.00688974j 
-0.00501093+0.0232169j -0.0104718+0.00623463j 0.0140841+0.12371j -0.126123-0.0323096j -0.00588469+0.0890051j -0.0603104-0.0625486j -0.0729072+0.0140149j 0.0301248-0.108058j 0.0711306-0.0874179j 0.0193822+0.00754791j 0.0241256-0.0773226j -0.0332079-0.000208097j -0.0187412-0.0392277j -0.0156021-0.0042504j 0.027466-0.0643853j 0.0289383-0.0920574j 0.0316521+0.0279865j 0.0809487+0.0517236j 0.0932108+0.0414955j -0.00879035-0.115097j -0.067473-0.113767j 0.034064-0.0115977j -0.0591571+0.116341j -0.0705901-0.0694943j -0.120834-0.131172j -0.0951408+0.137633j -0.0341095+0.0170173j -0.0282539-0.0780071j -0.139044+0.0797895j 0.036014+0.0501907j -0.0879936+0.0909036j 0.0504126-0.027995j -0.00576702+0.122912j 0.0093249+0.100916j -0.0102329+0.0469783j 0.0741661-0.0538836j -0.00326593+0.0457739j -0.0274575-0.0390334j 0.00343815-0.116398j -0.0400942+0.0810224j 0.024599-0.0326451j -0.0716482-6.245e-16j 0.0777593-0.000264621j -0.0512251-0.00665487j 0.0325981-0.0276908j 0.0503645-0.037003j 0.00254043-0.0162986j 0.0357981-0.0379625j -0.120233-0.0304353j -0.0178688-0.00677038j -0.0304916+0.00637251j 0.141232-0.0934994j 0.0735751-0.0494464j 0.00713522-0.0563231j -0.0239228+0.0100631j -0.0592806+0.143155j 0.00584746-0.00870562j -0.0264284-0.0128466j -0.0796776+0.017391j 0.0726515+0.00762629j -0.0167849+0.00763244j -0.0455408-0.0548282j 0.0169811+0.0989323j 0.0120046-0.0138395j 0.000622759-0.0402655j -0.0952315-0.0227161j 0.00319838+0.00715854j 0.0540424+0.00947603j -0.0514869+0.00144144j -0.0108771-0.076992j 
-0.00445935-0.0182094j 0.0203102-0.0546693j -0.0455492+0.0305676j -0.0258023+0.00781006j -7.60779e-05+0.0067287j 0.017629-0.0232467j 0.00868382+0.0028339j -0.0326622-0.0742219j 0.0602214-0.0554235j 0.0437314-0.017519j -0.0694982-0.11503j -0.0127034+0.0821149j -0.0203498+0.0151542j 0.0467452+0.0497029j -0.0599712+0.0184737j -0.00831207+0.0605827j 0.0529522-0.00140825j -0.0109051-0.0230296j -0.0499251+0.00596556j 0.11119+0.0227488j -0.011941-0.0250986j -0.0670193-0.00430972j 0.00265614-0.0362322j -0.0432125-0.0154442j -0.0602163-0.0453482j 0.0649745+0.00621904j -0.0514137-0.0715789j -0.0117131-0.0832484j 0.0959652+0.000884528j 0.0675401-0.000220803j 0.0806402-0.16732j 0.030493+0.064306j -0.034615-0.0183529j -0.0933207-0.0724398j 0.0375145+0.0594954j -0.121045-0.0711729j -0.0271674+0.0402293j 0.0532815-0.0244323j 0.174086-0.0120398j 0.0272381-0.0125311j -0.0624127-0.0461566j 0.0777593+0.000264621j 0.212069-2.39114e-14j 0.0468055-0.0303051j -0.0393455-0.0404238j 0.051763+0.031265j -0.0328002-0.0612843j -0.0124534-0.0742846j -0.127432+0.0655883j 0.208131-0.040874j 0.0318713+0.085704j -0.021095-0.0792636j 0.248561-0.176103j -0.0777283-0.00698915j 0.0554857-0.0868935j -0.0122608-0.0513936j -0.0531857-0.00871627j 0.0585546+0.0373015j 0.0399201-0.040793j -0.0125133+0.0417246j 0.0373475-0.000915095j -0.0317493-0.0602806j -0.0221267-0.0707248j 0.011941+0.0222561j -0.00221808-0.0209746j 0.0303906+0.00764794j -0.00832872+0.0224456j -0.0126915-0.0338637j 0.041946-0.00108031j 0.0254422+0.00823489j 
0.0379486+0.0265506j 0.0216027-0.0239944j 5.13706e-05+0.114201j -0.0275911+0.0972163j -0.16745-0.00692329j -0.033548-0.102668j 0.0151654+0.0137061j -0.00228101-0.0141553j 0.00968372-0.050865j -0.0289481-0.0261401j 0.000744849-0.0893893j -0.0811237+0.0480658j 0.0611807-0.0101386j -0.038686-0.0052718j -0.043337-0.049871j 0.0177413+0.00475333j -0.0808992-0.0276095j 0.008843-0.0287947j -0.044046-0.00911148j 0.0505143-0.0297421j 0.0292003-0.143958j 0.0284768+0.0354043j 0.0496815+0.023185j 0.00339289+0.0554454j -0.0996543-0.0451481j -0.0177465+0.0403066j -0.0265056-0.0394403j 0.0347885+0.018867j -0.0237886+0.0177908j 0.0743691+0.0834451j -0.0605536+0.00784141j -0.0971164-0.0487738j -0.101284-0.00556693j -0.0760263+0.0896214j -0.0438098+0.0550298j 0.0282432+0.0485799j 0.00523584-0.0231201j 0.0204618+0.0180809j 0.014393-0.0247291j -0.149245+0.00642882j -0.103314-0.121313j -0.0512251+0.00665487j 0.0468055+0.0303051j 0.157326+2.00083e-14j -0.0256192-0.103244j -0.017029+0.0718518j 0.115877-0.0676209j -0.0587214-0.0166966j 0.0951056+0.0365014j 0.128193-0.127938j -0.0331844+0.0415942j -0.0554044+0.0783927j -0.276205+0.0572421j -0.0444749-0.0205129j -0.038005+0.0179399j 0.0869079-0.0340569j -0.0396638+0.0357039j 0.104184+0.000598985j 0.0802524-0.024287j 0.032527+0.0539567j 0.0262878+0.0104698j -0.0331515-0.0433058j -0.00231445-0.0394638j 0.0116743+0.0165002j 0.0849357-0.0129166j 0.0544433+0.11905j -0.0138106-0.0312641j -0.0743445+0.0735002j 0.0128395-0.00138475j 0.00265024+0.0491806j 
-0.0427866-0.0177073j -0.0411703-0.0383831j -0.0289614+0.0385326j 0.00760192-0.0394726j 0.0807309-0.0452678j -0.00125895+0.11756j 0.00339905+0.0433442j -0.0439128+0.00843451j -0.0190525-0.140006j -0.0654538+0.103706j 0.0144159-0.0207633j 0.00818421+0.134463j 0.0741881+0.187899j 0.0659199-0.196792j -0.0420403-0.0119864j 0.0776668+0.0607049j -0.0434751+0.0169666j 0.0493845+0.0216254j -0.0246026-0.00228183j 0.0755575-0.0470589j -0.0826725+0.0468271j 0.067088+0.0184183j -0.0320859+0.0610946j 0.0137906-0.0522544j -0.0152976-0.0143307j -0.0811956-0.00376939j -0.0126298-0.0176589j -0.031143-0.0148984j -0.0495977-0.0154191j -0.0551355-0.0191353j -0.0167299+0.0922527j -0.0248822+0.0117774j 0.000733506-0.0232337j 0.126462-0.0385778j 0.0883594-0.137834j 0.11284+0.00755291j -0.0157379+0.0968535j 0.0596882-0.0246536j -0.00721646+0.010153j 0.0788781+0.0485892j -0.0129651-0.0362857j 0.0325981+0.0276908j -0.0393455+0.0404238j -0.0256192+0.103244j -0.109004-2.32496e-15j -0.0271996-0.0359217j -0.120739+0.021153j 0.142964+0.0114947j -0.0094343+0.0112023j 0.0623751+0.00173043j -0.0173377-0.00569348j -0.0331798+0.071936j -0.0896628-0.00158378j 0.0693063+0.00629726j 0.0277621+0.0433943j 0.0181893+0.00257705j -0.0137506+0.0157014j -0.0328073+0.00353353j 0.0423703-0.00476356j 0.0633408+0.0326837j -0.0288635+0.00604558j -0.0719158+0.188665j 0.0712178-0.0377964j 0.0350461+0.0673496j -0.0416676-0.0619089j -0.0760645-0.0127026j -0.0552951+0.0180851j -0.0285442-0.0577737j 0.0132783-0.0190557j 0.0345586-0.0298267j 
0.0263253+0.00725754j 0.0413694-0.0225157j -0.0414954+0.0188623j 0.025663-0.0595742j -0.0253054+0.102546j -0.0299947-0.0142281j -0.0664807-0.0460039j -0.014982-0.0263808j -0.102042-0.186345j 0.0373663-0.00186422j 0.0333657-0.0413515j -0.0624525-0.0328694j 0.0195814-0.0544912j -0.0371613-0.0597905j -0.018891+0.0204865j -0.038233+0.0456522j -0.0494353+0.0597754j -0.0442278-0.0360778j -0.171804-0.00328692j -0.00884909-0.11386j 0.0554786-0.00296378j 0.134026-0.122131j 0.0448084-0.0643691j -0.0189414-0.0843992j -0.0301831-0.00527554j -0.0561137+0.135978j 0.00784688+0.0545563j 0.02534+0.051964j -0.0766812+0.0310244j 0.0784905+0.0682461j 0.0662769-0.104636j -0.0196698-0.0604793j 0.00546088+0.0854079j 0.00148106+0.104981j 0.0664975+0.0409299j -0.0462871-0.0558257j -0.0694819+0.015663j -0.0843626-0.0542618j -0.0219733-0.100555j -0.0141504+0.00750115j 0.00309656-0.0406033j 0.0503645+0.037003j 0.051763-0.031265j -0.017029-0.0718518j -0.0271996+0.0359217j -0.177445-5.5532e-14j -0.0718947-0.0267231j -0.0340178-0.016217j -0.0591004+0.0708803j 0.104722+0.0192291j -0.00181461-0.133381j -0.0641617+0.0644389j -0.0695162-0.0565045j 0.0758455+0.00389189j 0.0471558+0.0285288j 0.0373429-0.0450755j -0.0271202-0.0376622j 0.0627809-0.00693958j 0.0396915+0.0479178j 0.0084166+0.0371392j 0.0262447-0.116497j 0.0791066+0.0969421j -0.00603946+0.0420474j 0.0857925-0.0114975j 0.0964766-0.0153893j 0.108479+0.0398516j -0.0360124-0.0120687j -0.0558014+0.0132046j 0.0536928-0.0211586j 0.0586191+0.0106777j 
0.0352177+0.00898172j 0.0180503+0.0466956j 0.060657-0.00107822j 0.00361687+0.12157j -0.121264+0.176408j 0.0127602-0.0331051j 0.0280955+0.099979j 0.0239095+0.109796j -0.0800542+0.0666304j 0.0793944-0.0245551j -0.0195635-0.113185j 0.0115974+0.082335j 0.0222037+0.0674316j 0.174173+0.0388255j 0.0766154+0.0356435j -0.058518+0.118298j 0.0782824-0.0197738j 0.0534017-0.0643076j 0.0607278+0.0393267j 0.15665-0.0539276j -0.00288155+0.0297151j -0.0156094-0.0517119j 0.0006836+0.00358502j -0.0194246+0.0770826j -0.0173104-0.0627884j 0.0176656+0.13183j 0.0711452-0.0728298j -0.00699405-0.037203j 0.0501405-0.0947907j -0.0735759+0.01047j 0.112501-0.071472j 0.0363183+0.0338555j -0.0156826+0.0278924j -0.028358+0.0441754j -0.012109+0.0148109j 0.0147436+0.00438481j -0.0388161-0.00826996j -0.0034153-0.0415039j 0.00945028+0.0544432j -0.0138324-0.0207873j -0.0598709-0.0663608j 0.00254043+0.0162986j -0.0328002+0.0612843j 0.115877+0.0676209j -0.120739-0.021153j -0.0718947+0.0267231j -0.0271444-1.57513e-15j 0.0463965-0.0247838j -0.0983655+0.00431796j 0.144714-0.060062j -0.0326503-0.116637j 0.0280275-0.0260934j 0.0267944-0.00825373j 0.00710054-0.1056j 0.00610886-0.0515645j 0.130101-0.0218292j 0.0321987+0.0376117j -0.0420473-0.0259618j 0.0682706-0.0342618j 0.0378874-0.0341213j 0.037375+0.0178413j 0.10019+0.0945775j 0.114256+0.0509768j 0.0895035-0.0132882j 0.0626176+0.00921621j 0.0508314-0.0067323j 0.015672-0.0660636j -0.0429842+0.0500185j -0.0185166+0.00495846j -0.00404927+0.0321952j 
0.0102546+0.00446086j -0.00364069-0.0560264j 0.000879987-0.119309j 0.0299826+0.107665j -0.0209369-0.0978663j -0.100482-0.0435246j 0.0767324-0.0986848j 0.0314438+0.144829j 0.0392514+0.148179j -0.169502-0.0171465j 0.0054673-0.108885j 0.0369565+0.0471558j 0.0154689+0.027429j -0.0264823-0.0728721j -0.0192836+0.00404173j 0.00868149-0.014019j 0.108471+0.00832167j 0.0476983-0.0412861j -0.056887+0.0608578j 0.0687667+0.031102j -0.0484947-0.0494661j 0.117795+0.0193321j 0.108552+0.0305396j -0.0887441-0.0474152j -0.036994+0.0852187j -0.0713363-0.107031j -0.0219192+0.0251283j -0.000894758+0.0828605j -0.0559032+0.0856307j -0.0217328-0.122565j 0.11196-0.0123333j 0.0783467+0.0351712j 0.0279671+0.0117861j 0.084122-0.0659787j -0.0430376+0.0232836j 0.0458483+0.0546106j 0.0506715-0.0555811j 0.0146541+0.00750184j 0.0461393+0.0613972j -0.0109921-0.0620707j -0.0442766-0.00936482j 0.0357981+0.0379625j -0.0124534+0.0742846j -0.0587214+0.0166966j 0.142964-0.0114947j -0.0340178+0.016217j 0.0463965+0.0247838j -0.147143+5.79137e-15j 0.0640758+0.0270852j 0.132571-0.0355321j 0.0179415-0.102423j -0.0726845-0.000819777j -0.0647766-0.0369037j 0.0675183+0.00515142j -9.70766e-05+0.0714267j -0.0414952-0.0298719j 0.00645833+0.00377928j -0.0451385+0.0123677j -0.03056+0.0440829j 0.0121074-0.0593131j -0.0243769-0.0867956j 0.0806375-0.0362344j 0.102748+0.0959766j 0.0161993-0.0495717j -0.0463198-0.0494377j 0.0256819-0.0194603j -0.0467263-0.0484599j 0.00465482-0.0857992j 0.0105626-0.0116469j 0.0235098+0.0121187j 
-0.0190103+0.0400228j -0.0528964+0.0648229j -0.00641657+0.0272992j -0.0023186+0.0407939j 0.103644-0.0501122j -0.0581451+0.0948678j 0.02929-0.00365158j 0.0798772+0.0743411j -0.0449182+0.0255835j 0.0309762-0.0852487j -0.0389688+0.0646678j -0.0212921-0.00283985j -0.0407383-0.139045j 0.0843255-0.0710942j 0.0615531-0.0342312j 0.0374118-0.150939j 0.0190595-0.0254466j -0.0546799+0.00689402j 0.0370303-0.0155271j 0.167426-0.004379j -0.0106553+0.0810038j -0.0245459+0.0906973j 0.0748241+0.126367j -0.0554622+0.0938972j -0.0177371+0.088371j -0.208453-0.0456939j -0.01449+0.122776j -0.105907-0.0735279j 0.0547931+0.0306667j -0.0467043+0.0827625j -0.03946-0.127806j 0.10121-0.0161829j -0.0958514-0.0164863j 0.0818323-0.0137066j 0.0544235-0.00317043j -0.0132481+0.0484074j 0.112842-0.13643j 0.112038-0.0678003j 0.0705344-0.0162154j -0.0111472+0.115695j -0.000862294-0.0199331j -0.120233+0.0304353j -0.127432-0.0655883j 0.0951056-0.0365014j -0.0094343-0.0112023j -0.0591004-0.0708803j -0.0983655-0.00431796j 0.0640758-0.0270852j 0.154459+7.05616e-14j 0.00811639+0.0190713j 0.0379945+0.0386602j 0.12977-0.031178j -0.095791+0.0155544j 0.019789-0.0222275j -0.0755496-0.0202313j 0.0142614-0.0149103j 0.0371527-0.0503648j -0.0721501+0.0194635j -0.122397-0.0349522j 0.0584001+0.0234254j 0.0623711-0.0107035j -0.060091-0.0679231j -0.104087-0.0919937j -0.104492-0.02643j 0.0349215-0.00201349j -0.167839+0.0133345j 0.0270724-0.0546418j 0.163683+0.0390709j -0.0781944+0.00911929j -0.0497716+0.00342351j 
-0.0367669+0.0239143j -0.026958-0.0349379j -0.0480527-0.0493409j 0.0784871+0.0159839j 0.01779-0.147316j 0.0818216+0.00536228j -0.0171905-0.00401638j -0.0393345-0.0168085j -0.115136+0.0417249j -0.0381127-0.0768623j -0.0884966-0.00861866j 0.12381+0.0130175j -0.00476336-0.0399849j -0.152771+0.0291052j -0.0872742+0.000311477j -0.0428097-0.0207466j 0.00265113+0.0229753j -0.0011638+0.0690486j -0.0714649+0.00169473j -0.0143558-0.0468819j -0.116866-0.0535093j 0.0350756+0.0272122j 0.0424114+0.0519634j 0.00719507+0.098608j -0.115299-0.0208673j -0.031307+0.125926j -0.00465124+0.0698856j -0.0501011-0.0615543j -0.000644359+0.0477876j 0.0137535-0.120885j 0.00171901-0.0160464j 0.0249372+0.036295j 0.00975422-0.0955787j -0.0899887+0.0317465j 0.0418734+0.0651358j 0.0339357-0.0455345j -0.0629783+0.000737366j -0.0584873+0.0159364j -0.0165373-0.0117848j -0.00736146+0.0345358j -0.0239313+0.0201958j -0.0178688+0.00677038j 0.208131+0.040874j 0.128193+0.127938j 0.0623751-0.00173043j 0.104722-0.0192291j 0.144714+0.060062j 0.132571+0.0355321j 0.00811639-0.0190713j 0.21917+8.91648e-15j -0.0665001-0.0588481j 0.0759921+0.0325547j 0.02935+0.0440012j 0.0771356-0.00933558j 0.0682598+0.0919463j 0.020103+0.0318605j -0.0623051-0.0573252j 0.0436815-0.0592884j 0.0611777+0.0474486j -0.107031+0.00833288j 0.200095-0.123767j 0.0397539+0.00173762j 0.0176616-0.00691473j 0.0103201-0.0196161j 0.0191082-0.0128658j 0.0897481-0.0324828j -0.00647885+0.0230867j -0.153498+0.0417584j 0.0339061-0.0171423j 0.0335138-0.0018534j 
0.00767251-0.0314973j 0.0359788-0.0418697j 0.0466722+0.0517003j -0.0696933+0.121453j -0.138342+0.000110656j 0.077046-0.147174j -0.0569996+0.0789556j -0.0684839-0.0273785j -0.102072-0.0470166j -0.031023-0.0632076j -0.0795171+0.055526j 0.0554037+0.0423415j 0.0915766+0.0282817j -0.0108287+0.155188j 0.0530685-0.0156055j 0.00985151+0.0449548j 0.0104875-0.203215j 0.0248107-0.0138123j -0.0113323+0.00868212j 0.099062-0.0213998j 0.0536062-0.0678959j 0.0236101+0.0763889j -0.0255218+0.00789849j 0.0376259-0.0630459j -0.0674213+0.0144703j -0.0347226+0.0755988j 0.109095+0.0703645j -0.0455763-0.0709028j 0.0705727+0.140575j 0.109127+0.106284j -0.113499+0.0912219j 0.0372507-0.0383245j 0.0300113-0.0160899j -0.0983617-0.0639292j 0.0157788-0.0366321j -0.0769221+0.0423914j -0.0957166-0.0993896j 0.064143-0.0719632j 0.0386235-0.0477904j -0.0851643+0.0435274j -0.0423046-0.0910047j -0.0304916-0.00637251j 0.0318713-0.085704j -0.0331844-0.0415942j -0.0173377+0.00569348j -0.00181461+0.133381j -0.0326503+0.116637j 0.0179415+0.102423j 0.0379945-0.0386602j -0.0665001+0.0588481j 0.0143018-4.19109e-15j -0.105286+0.0520771j 0.0169973-0.0284497j -0.019367-0.102098j -0.0163724-0.0221449j 0.0502634+0.0534369j 0.000310191-0.0566831j 0.103055+0.0853139j 0.0982269-0.0575775j -0.0329668+0.0344231j -0.0760873-0.064795j 0.043552-0.0360621j 0.0641417-0.00713283j 0.0722373-0.0156733j -0.00247411-0.00112379j 0.0581569-0.0241534j 0.0152653+0.0171118j -0.0944542-0.00859213j 0.0201801-0.00283073j 0.0235523-0.0134156j 
0.0738037+0.0495558j -0.0724874+0.0890565j 0.0340486-0.0519099j -0.114966-0.0378742j -0.00747066-0.137112j 0.0818217-0.0177636j -0.146742-0.0015282j 0.236832+0.0111633j 0.130662-0.00550376j -0.0375705+0.151892j -0.0615681+0.0219471j 0.111568+0.100222j -0.0571406+0.0235183j 0.0803437-0.0750889j -0.102519-0.0603605j 0.132401+0.0441402j -0.04944+0.00923717j -0.103599+0.0148111j 0.150325-0.084974j -0.0604446-0.0330248j 0.0586673-0.112446j -0.149937+0.0466061j 0.0611199+0.0135364j -0.187359-0.0215934j 0.0703084+0.0413023j -0.172531+3.55462e-05j 0.0188765-0.030015j -0.0279199+0.0575189j -0.0916699+0.0886709j -0.141731+0.0183231j 0.0538019+0.0238226j -0.00610947-0.032025j 0.0014684+0.0320236j -0.0615155+0.010179j -0.0544271+0.0345664j -0.099488+0.0184427j 0.0545873-0.0176835j -0.0177624-0.0290227j 0.0507971+0.0601518j -0.052246-0.0128781j -0.203056-0.0453854j 0.141232+0.0934994j -0.021095+0.0792636j -0.0554044-0.0783927j -0.0331798-0.071936j -0.0641617-0.0644389j 0.0280275+0.0260934j -0.0726845+0.000819777j 0.12977+0.031178j 0.0759921-0.0325547j -0.105286-0.0520771j 0.204415-4.80865e-15j 0.0183784-0.104311j -0.10879+0.0275522j -0.332332+0.00712573j -0.0565353+0.0210957j 0.186528-0.0763941j -0.290659+0.0452076j -0.211677-0.0210401j -0.00476221-0.00667755j 0.00556584+0.00263694j -0.13191+0.0196571j 0.0366586+0.0195286j -0.310779+0.128559j -0.0955453-0.0623361j -0.385037-0.0146721j 0.116562-0.0543519j 0.524331+0.00977931j -0.205136+0.0170477j -0.191534-0.0172676j 
-0.00329064-0.0371525j 0.0545289+0.0416926j 0.0712662-0.00123365j -0.0437729-0.0848558j 0.0363786+0.0533485j 0.0277913+0.144845j 0.10044+0.0680883j 0.0766864+0.00396478j 0.0463273+0.175803j 0.052163+0.0529815j 0.125758+0.0490523j -0.13053+0.0547805j -0.140329-0.0245369j 0.131835-0.00760242j 0.035949-0.0192225j 0.0874216+0.00767438j -0.205816-0.15018j -0.0342393-0.0675409j 0.0317538+0.133862j 0.104474-0.0163734j -0.0486087-0.165225j 0.0680397+0.064447j -0.106152-0.0256948j 0.0452006+0.0796368j 0.0833144+0.0721354j -0.0137407+0.0408919j 0.0751033+0.134372j -0.0704427-0.071429j -0.0749412+0.0682668j -0.0547901+0.0437463j 0.00279073-0.00801057j 0.0504524-0.0278594j 0.0752438-0.00853933j 0.0449959-0.0272171j 0.0151906+0.00594798j -0.113408-0.0461888j 0.00298242-0.118129j 0.0422505-0.0428141j -0.0114916-0.0190297j 0.0174443+0.0276631j -0.108269-0.0743099j 0.0735751+0.0494464j 0.248561+0.176103j -0.276205-0.0572421j -0.0896628+0.00158378j -0.0695162+0.0565045j 0.0267944+0.00825373j -0.0647766+0.0369037j -0.095791-0.0155544j 0.02935-0.0440012j 0.0169973+0.0284497j 0.0183784+0.104311j 0.105288-2.19269e-15j -0.00421347+0.0514091j -0.0180053+0.0159396j -0.0200889-0.00052454j 0.0662943-0.0349866j -0.0762673-0.00963855j -0.0882314-0.0249625j 0.0798033+0.00470382j -0.0123825-0.00164662j -0.0179805-0.00722537j -0.0347929-0.0305128j -0.0281542-0.0189493j -0.0292746+0.0356939j -0.0697991+0.0223127j -0.0106385-0.00246014j 0.134972-0.0134973j -0.0308793+0.0350253j -0.0169547+0.00316016j 
