0.0109631+0.000666771j 0.000702687-0.0109632j -0.0037252-0.0107217j 0.0108544-0.00390892j -0.000544413-0.00672329j 0.00525723-0.00422498j -0.00895001+0.000161229j 0.000529153+0.0101734j 0.00186751+0.00195998j 0.00192413+0.00355355j -0.0053026+0.000813811j 0.00452364+0.00149011j 0.00109533-0.00596814j 0.00252362+0.00417153j -0.000971617-1.74289e-05j -0.00446067+0.000261567j 0.00336678+0.000954134j 0.00329993-0.00206331j -0.00279743-0.00069596j 0.0016196+0.00390045j 0.00416467+0.00454562j -0.00569194+0.00435068j -0.00164058-0.00111363j -0.00149124+0.00288548j -0.00238982+0.00245247j -0.00206102-6.81045e-05j -0.000642293-0.00234843j 0.0024725+0.00358751j 0.0029768-0.00381718j 0.00541474-0.000456733j -0.00155218-0.000138682j 0.00623057-0.00714346j -0.00407728-0.0011583j -0.000534612+0.00275909j 0.00015525+0.00115399j 0.00282591-0.000433364j -0.000718092+0.00345755j -0.00882201-0.00491453j 0.0048441+0.00384357j 0.00231973-0.00144105j 0.00143827+0.00223881j 0.00168608-2.72438e-05j 0.00467823-0.00245553j 0.00239029+0.00356222j 0.000390666+0.000295619j 0.000962523+0.00106845j 0.000434361+0.00334858j 0.00232139-0.00197773j 0.00126985-0.00885424j -0.000246866+0.00122684j 0.00153769+3.07164e-05j 5.29338e-05+0.00441137j 0.000734402-0.000220452j -0.000814-0.000640777j -0.00106874+0.00342118j 0.00650353-0.00473335j 0.000756033+0.00433927j 0.0061448-0.00204838j -0.00414371+0.000118845j 0.00428277-0.000496825j -0.00554408+0.00120292j 0.00324611+0.000277934j -0.00695943+0.000454484j -0.00533966+0.00868035j -0.00179772-0.00288659j -0.00567596+0.00216614j 0.00970904+0.00502774j 0.00641032-0.0123461j 0.0111647-0.00532007j 0.00401103-0.00095077j 0.0071997-0.00871475j -0.00842249-0.00411589j -0.00223335-0.00250515j -0.00955593+0.0118085j 0.00981954+0.00999855j 0.0101747+0.0207169j -0.0208526+0.0111798j 
-0.00342558-0.000372111j 0.00167764+0.000772982j 0.00167277+0.000244919j 0.00115688+6.74519e-05j -0.00181525+0.00100372j -0.000756265+0.00153171j -0.00493615+0.00184863j 0.00258983-6.41424e-05j 0.00124701+0.00213055j -0.00299174-0.00140863j 0.00302451+0.00123322j -0.00404494-0.00306241j 0.00376577-0.00272626j 0.00416126-0.000366243j -0.00625254+0.00337944j -0.00909495+0.000418726j -0.00414161-0.00395432j -0.00288646-0.00117165j -0.00562842-0.00334326j 0.00411352+0.000285793j -0.00719202+0.00444061j 0.00765673+0.00213817j 0.00834265+0.00331371j 0.000591564+0.00113742j 0.00574014-0.00669103j -0.00910312+0.00395469j -0.0116979+0.00170467j -0.00328831-0.00330163j -0.00191438+0.002691j 0.00157154-0.00309952j -0.00274825-0.00747508j 0.00151397+0.00320148j 0.00398442+0.00223285j 0.000913543-0.00652037j -0.0119498+0.00553133j 0.00886414-0.000150002j 0.00878429+0.0037785j -0.0115745+0.00713827j 0.000767659+0.00184873j -0.00793829-0.00361154j -0.000758977+0.00547343j -0.00463307+0.00672299j -0.00406858-0.00218943j 0.00360063-0.00378401j -0.00116524-0.00876965j -0.00238174-0.010363j 0.00191831-0.00222507j 0.00377184+0.0121086j 0.0014945-0.0104189j 0.00309089+0.00373163j -0.00232408-0.00356513j 0.00586865-0.00321489j 0.00832157-0.00212444j 0.00276873-0.000548082j 0.00645931+0.000704729j -0.00275501+0.00393398j 0.00482247+0.00625278j -0.00807996+0.0117707j 0.00487993-0.00118831j -0.00558708+0.00186905j -0.00509899+0.0039686j -0.00311897+0.00917811j 0.00398359-0.0073219j 0.0112007-0.000520682j 0.0101595+0.00248212j 0.00186643-0.00264526j 0.00473896-0.0115185j -0.00567741-0.00330508j -0.00399783-0.00293968j -0.00335022-0.000830716j -0.0036074+0.00403906j -0.00256187-0.00259576j 0.00152626+0.00141859j 0.00501839-0.00436517j -0.00121416-0.00353326j 0.00382311+0.000502382j -0.001782+0.000379979j 
-0.000219003-0.00162313j 0.00205537-0.000517769j 0.00319745+0.000776521j 0.00483307-0.00222472j 0.00049805+0.00103695j 0.00932706+0.00087621j 0.00236522+0.00268108j -0.000985158+0.000486319j 0.00309439+0.003726j 0.00675262+0.00322141j -0.00177824-0.000941041j 0.00337383+0.000850103j 0.00741297+0.000238122j 0.000808721-0.00122537j 0.00552105+0.000617647j -0.000199906-0.000479408j 0.00193453+0.00289815j -0.00249977-0.00237804j 0.00154454+0.00213286j -0.00512506-0.00327204j -0.00142999-0.00591235j -0.00354785-0.00539549j 0.00418829+0.0034039j 0.0025222-0.00234084j -0.000755015+0.00290909j -0.00847666+0.0092629j -0.00679715-0.00295742j -0.000183202+0.000590048j 0.00137367+0.00616303j 0.0121389-0.00663561j -0.00148881-0.000455389j 0.00161324+0.00220672j -0.00574773-0.00639708j -0.000280285+0.00258367j 0.0114497+0.00179185j 0.0026238-0.00106338j 0.000311324-2.4825e-05j 0.00275809-0.0111425j -0.0037032-0.0033078j -0.000695645+0.00437187j 0.00346888-0.00033539j -0.00524003-0.00537222j 0.000212627-0.00386621j -0.00314158-0.00423542j -0.00475793-0.00179077j 0.00238996-0.000521288j 0.00144038-0.000574592j -0.00478427+0.000236127j 0.0120275+0.00970696j -0.000656259-0.00338163j -0.00440572-0.00785746j -0.00315065+0.00220093j -0.00914926-0.00569737j 0.0200586+0.00704843j 0.00391386-0.00507856j 0.00149427-0.00349582j 0.00186327-0.000657087j -0.00948108+0.00673629j 0.000841325+0.000688418j -0.0136184-0.00836223j 0.00990296+0.00219092j -0.0061481-0.00877342j 0.00585785-0.00310812j 0.00138352+0.00537438j 0.00460378-0.00703269j -0.00691515-0.00277045j -0.00254967+0.00424278j -0.00114982+0.00162792j -0.00297914+0.0019592j 0.00421623-0.00274024j 2.04125e-05+0.00599002j -3.1811e-05+0.0018566j 5.6921e-05+0.00289299j 0.00201112-0.0029983j 0.00273344+0.000224852j 0.00546083-0.00166305j 0.000868033-0.00133858j 
-0.00123812+4.81656e-05j -0.000810314-0.00164191j -0.00258818-0.00210893j -0.00343858+0.000647358j 0.00160231+0.000961975j -0.00644518-0.00336925j 0.00104692-0.00117224j 0.0027452+0.00246055j -0.00137573-0.00122921j -0.000289506+0.00321383j 0.00153463-0.00101719j 0.00170696+0.000524019j -0.00585055-0.00319336j -0.00558027+0.00284267j -0.00622277-0.0001027j 0.00173596+0.00430307j 0.00494707+0.00356868j -0.00113722+0.000471781j 0.0013396-0.00260475j -0.00286025-0.000782023j -0.00199557+0.00341984j 0.000822123-0.00281974j -0.00561727-0.00939181j 0.00171171+0.00384756j -2.63554e-05+0.000174786j 0.00361485+0.00638941j 0.00158578-0.0011533j 0.00605232+0.0104841j -0.000541203-0.00348771j -0.000509015-0.00192955j 0.00741262-0.00238177j 0.00317868-0.00679225j 0.00711146-0.00463678j -0.00543477+0.00490761j -0.00138313+0.00290081j -0.00278281+0.000906449j -0.0008501-0.00442123j -0.00648534-0.00840699j -0.00382045-0.00082139j 0.0120712+0.00381908j 0.00804247-0.00232787j -0.00322584+0.000802814j -0.00317998+0.000141905j 0.00143712+0.00856109j -0.00179563-0.00483386j -0.00233827+0.00267331j -0.000827341+0.000742644j -0.00582215+0.00658772j -0.00545094-0.00634543j 0.00647605-0.00193886j -0.00620741+0.00626518j 0.00335047+0.0040038j -0.00866845+0.00236464j 0.00362654-0.00239512j 0.00700257-0.0114366j 0.00162718+0.000133545j 0.00557443-0.00340259j 0.0152261+0.00942565j 0.00524644+0.00733155j -0.0120812-0.00224093j -0.00104841-0.0062987j 0.0073107+0.00606982j -0.00605464-0.0169196j -0.000727906+0.00603258j 0.00580627-0.00815486j 0.000729875+0.00418637j 0.00378584+0.00161271j 0.000784074-0.00522254j -0.00540388-0.00222993j 0.00231952+2.30113e-05j 0.00461415-0.00633011j 0.00295363-0.00117421j 0.00337412-0.00052487j -0.000439193+0.00114809j -0.0052635+0.000234775j -0.00527435-0.00195788j -0.0014998+0.00210491j 
8.76094e-05+6.46976e-05j 0.00243426+0.0028222j -0.000583765-4.74297e-05j -0.000719556-0.0013874j 0.00101874+0.000315485j -0.00226082+0.00385682j -0.00117986-0.000593572j 0.000184927-0.004503j -0.00267306-0.000606965j -0.000387566+0.00338896j -0.00735113+0.00254672j 0.0047767+0.0016653j -0.000101199-0.00387881j -0.0019477+0.00258333j -0.00231408-0.00156208j 0.00449608-0.00416395j -0.0090047+0.000380154j 0.00528325-0.00304522j 0.000924946+0.00239728j 0.00759099+0.00188918j 0.00723613+0.000857476j 7.33266e-05+0.0043466j -0.00716333-0.00156914j -0.00113666+0.000966596j 0.000766494+0.00191431j -0.00701961-0.0065983j 0.00665759-0.00424766j -0.00551282+0.00448808j -0.00486844-0.00013849j 0.0158663-0.0107815j 0.00611458-0.000358991j -0.00210243+0.00443118j 0.00156576-0.00239779j 0.00477441-0.00267275j -0.00805907-0.000166763j -0.00742277+0.000172399j -0.00580452+0.00367684j 0.00330526-0.00353754j 0.000439378-0.00644833j -0.0144687-0.00415016j -0.00233367-0.000641556j -0.00302996+0.00218838j 0.000610483+0.00108963j 0.00492813-0.00166566j 0.00316039-0.00228596j 0.0170361+0.00713849j 0.010088+0.008652j -0.0148998+0.00636185j -0.00128943-0.00353074j -0.00606323+0.00455508j 0.0024329+0.00600283j 0.00349188+0.00149422j 0.00986692+0.00398405j 0.00150417-0.00612507j 0.00645422+0.00121525j 0.0114536+0.00427001j 0.00646108+0.00658729j 0.00382717+0.00460872j 0.00443175+0.00286567j -0.00769865-0.00372471j 0.00333316+0.00356025j -0.00661381+0.0068167j 0.00258238-0.0151628j 0.00861111+0.0095942j -0.00158068+0.00419494j 0.00170982+0.00159332j 0.00872537+0.00359706j 0.00537955+0.00728297j -0.00676341-0.00219503j -0.00465763+0.000298066j -0.0045794-0.00497037j -0.00470047+0.00178419j -0.00443439-0.0043367j 0.000299889+0.000535553j -0.00104762-0.000322341j 0.00147046+0.000442138j 0.0010866-0.000984527j 
0.00368848+0.000758595j 0.00172577+0.00349419j 0.00189584+0.00015738j 0.00436001+5.57862e-06j 0.00281239+0.00113378j -0.00391769+0.0054655j -0.00605031+0.00210841j -0.0030617-0.00181994j 0.000803918+0.00140692j 0.00444994+0.00252944j 0.0010824-0.00399801j 0.00496401-0.0014883j 0.000523826+0.0047628j 0.00611372+4.19961e-05j -0.00360593+0.00601805j -0.00438237-0.00209175j 0.0087287-0.00379555j -0.0010619-0.00444081j -0.00353079-0.0011201j 0.00274377-0.00369903j 0.000949723-0.00264791j 0.00265613+1.33295e-05j -0.00404612+0.00837873j 0.00557309+0.00132222j 0.00297276-0.00205472j -0.00481806+0.00109721j 0.00148403-0.000391629j 0.00376387-0.00719561j -0.00806958+0.00267919j -0.000136485+0.00028138j 0.00539781-0.00523008j -0.00300755+0.000411545j 0.00369576-0.0082058j -0.000692504+0.00118051j -0.00368649+0.00142438j 0.0090518-0.000448492j 0.00529429+0.00272924j -0.000245513+0.00211092j -0.00401657+0.000643931j 0.00473662+0.00356454j 0.00275054-0.00114801j 0.00264015-0.00115787j -0.00153101-0.000399954j 0.013115-0.000594535j -0.00015883+0.0096318j 0.000974957-0.00255568j 0.00656427-0.00671852j 0.00758734+0.00167167j -0.00391414-0.00328494j 0.00810285-0.00060539j 0.0164811-0.00197627j -0.00129744-0.0048155j -0.0082313+0.00408146j -0.00362561-0.0127454j -0.0012833+0.00638954j 0.00693214-0.003666j -0.00958849-0.00908528j 0.00309675-0.0108356j 0.0109003-0.00208397j -0.00442094+0.0104124j -0.00435525-0.0105972j 0.00492248-0.00436702j 0.00101322-0.00191727j 0.00903345-0.00327074j -0.00143128+0.0100033j 0.00625723-0.0050991j -0.00730391+0.00107271j -0.00939127-0.00058769j 0.00326625+0.00509542j -0.00468996+0.00392408j -0.00595711-0.00255236j -0.00350337-0.00278345j -0.000622992-0.00383185j -0.00125636-0.00178766j 0.00212438-0.00171164j 0.00334261+0.00261371j 0.00610102-0.0026413j 
0.00445801-0.000434123j 0.000344027+0.00231693j -0.00433714+0.00336941j 0.00242812+0.00420267j -0.00304385-0.00102557j 0.00299051+0.000337603j -0.00467209+8.24891e-05j 0.0022251+0.00158916j -0.000771797+0.000878967j -0.00266788-0.00385569j -0.00221963+0.00677934j 0.000413698+0.00236144j 0.00043605-0.00125298j -0.00254466-0.000803875j 0.00142747+0.00534883j -0.00375371+0.000223919j 0.00314848+0.0109654j 0.00439495+0.0048796j -0.00448496+0.00195224j -0.00211196+0.00238388j 0.000676412-0.00857876j 0.000207724-0.0022754j 0.004512-0.000211545j 0.000882039+0.000513894j -0.00373479+0.00625501j 0.0061916+0.00895602j 0.00472466+0.00123452j -0.0111859-0.00265848j 0.00203651+0.00804785j 0.000783747-0.00243404j -0.00285156-0.00266416j -0.00738896-0.00292286j -0.00396591+0.00660849j -0.000278119+0.00284641j 0.000385462-0.000597203j -0.00355934-0.00684881j 0.00432872-0.000617323j 0.00844495+0.00613916j 0.00609441+0.00409111j 0.00142671+0.00416769j -0.0078397-0.00737007j 0.00592645+0.000338301j 0.00998646+0.00941479j -0.00367895+0.00223427j 0.00691107+0.00882131j -0.00189063-0.00772885j -0.00516638-0.0100813j 0.00405467+0.00784889j -0.00471253-0.00488502j -0.00179794-0.00875823j -0.00644853+0.00564603j 0.00634134+0.00735025j -0.00664639+0.00307136j 0.00306135-0.00768325j 0.000811153-0.00465832j 0.0107728-0.00352406j -0.00119084+0.000350205j 0.00714983-0.00253063j 0.00746871-0.0135563j -0.00496323+0.0058915j 0.0126667-0.00423291j -0.00186515+0.00242302j -0.000461425+0.00069641j 0.000504278+0.000938819j -0.00284078+0.00325238j -0.00962015-0.00391462j 0.00270744+7.60732e-05j 0.00267405-0.000179355j 0.00553404-0.00380839j -0.00502637+0.00163791j -0.0036317+0.00499824j 0.000592509-0.00236481j 0.00580511-0.000249041j 0.00502533-4.80203e-05j 0.00031872-5.13912e-05j 0.00402733+0.00244894j 0.00659104-0.00155734j 
-0.0012196+0.00122717j -0.00312475-0.000222673j 0.00258955-0.00117112j -0.0002876-0.000494873j -0.0017996-0.00244035j 0.00102033-0.000152987j 0.000227707-0.00503583j -0.00170513-0.00193296j -0.000555975-0.00104765j -0.00285627-0.000536931j -0.000991372-0.00524538j -0.00036439+0.0037095j -2.27805e-05+0.00402869j 0.0043824+0.00156332j -0.000688304-0.000563153j -0.00514362-0.00603339j -0.00734682+0.000661377j -0.00192303-0.00334753j 0.00103263-0.00501847j 0.00404565-5.81316e-06j 0.00393643+0.00341264j 0.0036878+0.004686j -0.00188783+0.00575246j -0.0108328+0.000312481j -0.00212751-0.00249923j -0.000449782+0.0014104j 0.00685019+0.00492495j 0.00302635-0.00141914j 0.00443038-0.00122466j -0.0114946-0.0113156j -0.00560974+0.00160579j -0.00284865-0.000180118j 0.00158338-0.00210815j -0.00982511+0.00277202j -0.00410084-0.00203783j 0.00325608+0.00131701j 0.01077+0.00359582j 0.00590104-0.00161977j 0.00577217-0.00311806j -0.00284247-0.00451115j 0.0046499+0.00171589j 0.0142096+0.0126109j -0.00637798+0.00392926j -0.00633943-0.00537182j 0.00265072+0.000798397j -0.00298531-7.89994e-06j -0.00248693-0.00161698j 0.00663697+0.00957417j -5.11431e-05-0.0120717j 0.00401198+0.0070301j 0.00562539+0.00483211j 0.000167221+0.00169696j -0.00500757-0.00280371j 0.00929663-0.00651645j 0.00396783-0.00480707j -0.0047995+0.00142615j -0.00206647+0.00462888j 0.00146256+0.00463729j 0.00574619+0.0163099j 0.000359338-0.00145271j 0.00752497+0.00934933j 0.00147386+0.00732201j 0.0144112+0.00121306j -0.0061917+0.00795123j -0.0018154-0.00235398j 0.00364939-0.00521088j -0.00437809-0.00111911j -0.00164941+0.00376683j 0.00124511-0.00259207j -0.00348631-0.00159181j 0.00505288-0.00146806j 0.00281849-0.00396245j -0.00422913+0.00315763j -0.00241733+0.00081421j 0.00230133-0.000743968j 0.000107206+0.0020174j -0.00131278+0.00313243j 
0.00432242-0.00294759j 0.00338224+0.0010778j -0.000692611+0.0011441j 0.00534575-0.0015158j 0.00152732+0.00382796j 0.00131604-0.00101042j -0.00445357+0.00250398j -0.00482298-0.00126009j -0.00229871-0.000837068j -0.00695153+0.00782445j 0.00592332-0.00306022j -0.00074791-0.00160095j -0.00420701+0.00163256j -0.00174451+0.00247604j -6.07629e-05+0.00357859j -0.0058148+0.00244829j -0.00500983+0.00235942j -0.00178594+0.000329462j -0.000493055+0.00140162j 0.00592386-0.00639366j 0.0103811-0.00237447j 0.00635373-0.00165591j 0.000269872-0.00600125j -0.0020949+0.00419527j 0.000316978-0.00033246j -0.0033468-0.00254078j -9.28497e-05-0.00640577j -0.00558955+0.00695517j 0.00095904-0.00461007j -0.0032175+0.000195787j -0.00180012+0.00139874j 0.00880278+0.00201789j 0.00780325+0.000221064j -0.010122-0.00160637j -0.000971532+0.011076j 0.00170867-0.00151104j 0.00589557-0.0079173j 0.00976422-0.00130387j 0.000355191-0.0080887j -0.00694055-0.00273248j 0.00707558+0.00358711j 0.00815084+0.000731667j 0.00779511-0.00105349j -0.0056664+0.00024268j -0.00502741-0.0113792j -0.00516884-0.000350052j -0.000870121+0.00561837j 0.0100098-0.00221255j -0.0125585+0.00469402j 0.00664748+0.00288759j 0.00406949-0.000616676j -0.00627483-0.00990543j -0.000732956-0.00597964j -0.0053201+0.0108536j 0.00460293+0.0024239j 0.00828777-0.000193595j 0.00774887+0.0024563j 0.000104306+0.00211081j -0.00519293-0.00757028j 0.000948287-0.00621701j 0.0110794+0.000838898j 0.00991273+0.00529031j -0.0065724-0.00099007j -0.000594729-0.00808705j 0.0083785+0.00167125j -0.00193677+0.000767062j -0.0124271-0.00662578j -0.0021888+0.00287071j -0.00664969+0.00208419j 0.00396427+0.00401999j 0.000314842+0.000129352j -0.00163816+0.00187605j 0.00318622-0.00327627j 0.000726599-0.00205075j 0.00102793-0.000455357j 0.00262491-0.000103361j 0.00197604-0.00567515j 
0.00494316-0.000754353j -0.00240919+0.0041331j 0.000791129+0.000335496j 0.00350982-0.00191917j -0.00364219-0.000623323j 0.00348539-0.00252693j -0.00226586-0.00310984j 0.000159867-0.000823508j -1.08661e-07-0.000711072j 0.00775884-0.000426639j -0.00546492-0.00226129j 0.00745607+0.000233548j 0.000791182+0.00336259j 0.000465042-0.00471653j -0.000548306-0.000420036j -0.00100704+0.00801789j -0.00336208-0.000889167j -0.0105596+0.00230481j -0.000454853-0.00210308j 0.00119875+0.00324223j 0.00697934-0.000744755j 0.000862436-0.00207803j 0.00856248-0.00322371j 0.00197567+0.00998626j -0.00401344+0.00109153j 0.00322409+0.00469945j 0.0035725-0.00284868j -0.000777992+0.000642479j -0.00408753-0.00565089j -0.00766609+0.00712169j -0.00228316+0.00571223j 0.00845728+0.00369266j -0.00274762-0.00156516j -0.00173479-0.00241075j -0.00038185+0.00194799j 0.00416492+0.00121864j 0.00272545-0.00898777j -0.000709616-0.00301819j -0.00439875-0.00625962j 0.000465485+0.0124936j -0.00288762-0.00674183j 0.00480139-0.00486663j -0.00140961+0.00296501j -0.00864341+0.00318687j 0.000750351+0.00549777j 0.00260205+0.00379359j -0.0055828+0.00699402j 0.00659892-0.0063465j -0.00785918-0.00613356j 0.0091216-0.00185936j -9.17907e-05-0.00682268j -0.00355209-0.00201771j -0.000506958+0.00435953j -0.0139816-0.0112099j -0.00775898+0.00196999j 0.00424595-0.00119773j 0.00606166-0.000182574j 0.00817969+0.00688367j 0.0125121+0.00113426j 0.00402845-0.00423841j 0.00219468-0.00484461j 0.00437018-0.00633454j 6.79785e-06-0.0135283j 0.00919639+0.00919875j -0.00250785-0.00434578j -0.00329438-0.00692877j 0.00344593+0.00799335j -0.00112641+0.00345069j 0.00421459+0.0010445j -0.0034702-6.50957e-05j 0.00409+0.00251199j 0.00263552-0.00218517j -0.00108955+0.00138961j -0.00315893-1.97775e-05j -0.000432159-0.00121669j 0.00555708+0.00169433j 0.00787198-0.000453962j 
-0.00182064-0.00245031j 0.00122527+0.000994411j 0.000531166-0.0030864j 0.000761161-0.00216175j 0.000560856+0.00276557j 0.00451345+0.00286188j 0.00339873+0.00277042j -0.00395946-0.00340367j -0.0020766-0.00422379j -0.000719119+0.00377268j 0.0041677-5.87661e-05j 0.00320208+0.00415787j -0.00663405-0.00791941j -0.00102154-0.0045114j 0.00580368-0.00633058j -0.0051431-0.00434115j 0.00685133-0.00189374j -0.00369019-0.00317571j -0.000500228+0.00636411j 0.00020957+0.0029821j -0.0075611+0.00407465j -0.00394354-0.000337197j -0.00229749-0.00164161j -0.00467516-0.000341815j 0.00041223-0.000775421j 0.00160419-0.010991j 0.00341186-0.00395821j -0.0064173+0.000585614j 0.00835343-0.00710228j -0.00312012-0.00251654j -0.0021258+0.000919932j -0.00131243+0.00656155j 0.00203465+0.00813774j 0.00174524-0.000543414j -0.00512106-0.00197179j -0.00203569+0.00295987j 0.0150336+0.00319274j 0.00418067+0.00042997j 0.00138513-0.00580807j 0.00356054-0.00140093j -0.00213898-0.00372117j 0.00355869-0.00382945j 0.00231618-0.00548389j 0.00175078+0.00666495j 0.00736119-0.00349343j -0.00298704+0.000950342j -0.00570977+0.00318755j 0.00716054-0.00453054j -0.000489728-0.00475738j -0.00309554+0.00319281j -0.000692574+0.00580133j 0.0105905+0.00505295j -0.000886265+0.00713986j -0.00230176-0.00289544j -0.00430396+0.00601098j -0.0106142+0.00111943j -0.00733708+0.00811193j 0.000511719+0.0102687j -0.00934494+0.001872j 0.0012268-0.00354652j -0.00142302-0.00943049j -0.00431106+0.00567482j 0.00235477-0.0115185j -0.00490039+0.00787156j 0.00201463+0.00499676j -0.00434297+0.00378025j -0.000561021-0.000536009j -0.00332828-0.00340402j -0.00456269-0.00187669j 0.00315159+0.00432319j 0.0015927+0.00644366j -0.00361788+0.00208872j -0.000374736+0.000610002j -0.0018972-0.00036913j -0.00479706-0.000504978j 0.00132277-0.00173364j -0.00261549-0.00107622j 
0.00184379+0.00227806j 0.000451583-0.00144345j 0.00171566-0.00157992j -0.00171784+0.00097751j -0.000202548-0.00206721j -0.000140346-0.0013624j -0.000411618-0.00267168j -0.00312963+0.00202261j 0.0014301+0.000571747j 0.00122857-0.00047764j 0.00103602+0.0034731j -0.000107328+0.000881574j 0.00156465-0.00074112j 0.00016038-0.000650788j -0.00743093+0.00302764j 0.000176314-0.00197252j -0.00627755+0.00323143j -0.0132612-0.00224541j 0.00241407+0.00375427j 0.00457641-0.00466732j 0.00341445-0.00603554j 0.003469+0.00267561j 0.00618591+0.00508524j 0.00169301+0.00145175j -0.00247768+0.00490079j -0.00374533-0.00322702j 0.00564337-0.00539844j 0.00138685+0.000107048j -0.00916728-0.00267885j -0.00552025+0.00108324j 0.00481206+2.28329e-05j 0.0074588-0.00692255j 0.000705101-0.00121526j -0.00437303+0.00872607j -0.00278275+0.0010185j 0.000358218+0.00455068j 0.00543734-0.000325731j -0.00743007-0.00192576j -0.00342785+0.00379885j 0.00246542+0.00032706j 0.00117286+0.00040301j 0.00652461-0.00443669j -0.00534224+0.00038751j -0.00180537+0.00236951j 0.00584255-0.00119799j 0.00388705+1.7794e-05j 0.000785506-0.00139726j -0.00688814-0.00816077j -0.0030191+0.0103036j 0.0104966-0.00513944j -0.00593131-0.00718708j -0.00602512+0.00826714j 0.0016663-0.0112971j -0.011485+0.0107088j 0.0120047+0.00612694j -0.00469949+0.00395441j 0.0027648-0.000527114j 0.00119718+0.00126025j 0.000342753-0.0019274j 0.000331948-0.00291236j 0.000660376-0.00409305j -0.00113054-0.00144855j -0.0033538-0.00111902j 0.00256079+0.000905216j 0.000772679-0.000394227j -0.00454443+0.00455983j 0.00315737-0.00438903j -0.00012499-0.00186117j -0.00538025+0.00226687j 0.0011307+0.00482927j 0.00116634-0.0042579j -0.000207426+0.00181082j 0.000199875+0.00365445j -0.00058216+0.00401687j 0.00396311-0.0013195j -0.00339466-0.000685095j -0.000855545-0.00117479j 
0.00384159-0.00184761j 0.00230312-0.00151179j 0.00342745+0.00273856j 0.001507-0.000972379j -0.00188358-0.000875861j 0.00343311-0.00179186j -0.00174338+0.00211266j -0.00532246+0.00199667j -0.00391155+0.00110753j 0.00192401-0.00529251j -0.00418831+0.00292184j 0.00339439-0.00139578j 0.00526437+0.000123147j -0.00179028+0.000463502j 0.00275466-0.00281082j 0.0013233-0.0020065j -0.000931355-0.00428689j -0.00448453+0.0032347j 0.00221014-0.00339552j 0.000356326-0.000560208j -0.00233335+0.00432068j -0.00367976-0.00113714j 0.00586622-0.0045928j -0.00041151-0.00766522j 0.0027204-0.00670099j 0.00214077+0.000228242j 0.0075472-0.00423194j 0.00141191+0.00397237j -0.00100249+0.0072283j -0.0012083-0.000792142j 0.0011648-0.0059778j 0.00415596-0.000797499j -0.00742851-0.00253345j -0.00206242+0.000479857j -0.00204407+0.00167926j 0.00627517-0.000214507j -0.000890954-6.32478e-05j 0.00208053-7.36694e-05j -0.00658965-0.00163064j 0.00649215-0.00616959j -0.00395153-0.00595186j -0.00232169+0.00405797j 0.00222357+0.00253518j 0.00139858-0.00621777j 0.0179628-0.00881529j 0.00326259-0.00764394j -0.0015988-0.00456382j 0.00417543+0.00836804j -0.00640343+0.00216306j -0.00135985+0.000538001j -0.00212156-0.00262691j -0.00128804-0.00295813j -0.00375921+0.00883667j -0.0170241+0.00249018j 0.0115295-0.00385494j -0.00282081-0.00644171j -0.0134469+0.00817552j -0.0159639+1.765e-05j -0.000928734-0.00515445j 0.00588409-0.00174026j -0.0113489+0.00597496j -0.00229431+0.00489029j -0.00250287-0.00727524j -0.00409904-0.00294497j 0.00276598+0.00110447j -0.00785945-0.000543811j 0.00994314+0.0042854j 0.000153373+0.00305822j -0.00415728-0.00605604j 0.00966055+0.00341026j -0.00150661+0.00161021j 0.0034928-0.000358291j 0.00153951+0.00445069j 0.000317832+0.000353779j -0.00158858-0.000472626j 0.000199777-0.00074842j -0.00148412-0.00487922j 
