0.0349428+0.0132731j 0.0360171-0.0185709j -0.0141476+0.028441j 0.0579846+0.00869186j -0.0443871+0.000454681j 0.0397963-0.00964551j 0.0162176-0.0144907j 0.0270308-0.0398685j -0.000741348+0.0276849j -0.0496867+0.0113881j 0.0307607-0.0155812j 0.000667915+0.00820446j -0.000820624+0.0121411j 0.0101684+0.0224673j 0.00476304+0.0138371j 0.0124119+0.0297459j 0.00343339-0.0287073j -0.0322686-0.090817j 0.0408039-0.0599485j 0.125328-0.0412292j -0.0126274+0.0453925j -0.0129639-0.0263176j 0.0198583-0.0331413j -0.0426588-0.0189053j 0.0115009-0.00923854j -0.0194479+0.01339j 0.0305048+0.011263j -0.00623048+0.0142478j 0.0627223-0.00755063j 0.00558047-0.00316754j 0.0320825-0.0284433j 0.0183651-0.0140218j -0.0597874-0.0114858j 0.0101041+0.031895j 0.100992-0.0388697j 0.0490371-0.0477515j 0.1406+0.069509j -0.090896+0.10933j 0.0380837+0.0169491j -0.0088397-0.0918476j 0.0583525-0.0123057j -0.0437487+0.0107991j -0.00215799+0.00562056j 0.0698035+0.00763918j 0.0121641-0.00583185j 0.0213209-0.0104236j -0.0152928-0.00612217j 0.0395216-0.0130296j 0.0233838-0.0068011j -0.00844346-0.0175323j 0.040263-0.00981562j -0.0088092+0.0161979j -0.00247848-0.00148386j 0.0467749-0.0209722j 0.0648134+0.0036239j 0.0114322-0.00131119j -0.00721148+0.00612316j -0.016564-0.00886417j 0.025032-0.00936895j -0.0242267-0.0135467j -0.0145441+0.025429j 0.00250028+0.0154805j -0.00773518-0.026155j 0.0246134-0.00120359j -0.00413546+0.00105014j -0.0108309-0.00041942j 0.0126133+3.78863e-05j 0.0123385-0.00218349j 0.000282346-0.00378828j -0.00692217+0.00199968j -0.0148634-0.0015499j -0.00199133+0.000198429j 0.00167363-0.00531035j -0.000837614+0.000595168j 0.0192176-0.00158028j 0.00619364+0.000332181j 0.00222367-0.00200944j -0.0194885-0.0025109j 0.00734624+0.00528433j -0.012648-0.00142031j 0.00351861+0.00343063j 0.00629662+0.00615166j 0.00039407-0.0035875j -0.00885672-0.00269752j -0.0203396-0.00325067j 0.0189042+0.000456088j 0.00176325-0.00992794j 0.00226671-0.0107974j 0.00585941-0.00802919j -0.0276442+0.0356207j 0.0255763+0.0248492j -0.0156845-0.0195395j -0.012183-0.00721819j 0.134842-0.0259605j 0.137888+0.0121542j 
-0.0187919-0.00765248j -0.0218046+0.00949679j -0.0061153+0.0178289j 0.00799038-0.0165957j -0.0835192+0.0447064j 0.0294375-0.0163578j -0.013075+0.0307266j -0.0536294+0.0269012j -0.0245916-0.033429j -0.0144605+0.00274275j 0.000255251+0.0178158j 0.0242058-0.0217128j -0.00758816-0.0312002j -0.00624933-0.0495126j -0.00343398+0.0158889j -0.049467-0.0201437j 0.0516968+0.013322j -0.023295-0.0018972j -0.030438-0.00212264j -0.115496-0.0205834j 0.048547-0.0966179j -0.0131254-0.00448815j 0.0697169+0.03058j 0.014855+0.00653388j -0.0082409-0.00513162j 0.0827174-0.0105543j 0.0313442+0.0248476j 0.0176408-0.0339198j -0.101142-0.00325787j -0.113225-0.0028336j -0.0327158-0.0721185j 0.117097+0.106162j 0.0419189-0.118515j 0.00193715+0.0745587j 0.128228-0.0263206j 0.00882009-0.00220639j -0.00361348+0.116065j -0.0149366-0.00975421j -0.00625472+0.0766115j 0.00937587-0.000955066j -0.00111805-0.0106982j -0.00533346+0.00102818j -0.00972866-0.0042934j 0.0104949-0.0237081j 0.00530835-0.013147j 0.0242257-0.0179466j 0.0130344+0.00218645j -0.0210415-0.0165935j -0.0368239-0.0331603j -0.00971908-0.0224273j 0.0060438+0.00332523j 0.0198757-0.00605322j 0.00742527+0.035599j 0.0633697+0.070227j 0.0229335+0.0549569j 0.0300171-0.0106336j -0.0186244-0.0226464j -0.00920707-0.0330121j -0.0117948+0.00852739j -0.0152559-0.0184234j -0.00754639-0.0218324j -0.00163687-0.00544965j -0.0287636+0.0235099j -0.0236096+0.014919j -0.0119564+0.00599733j -0.0152419+0.0245318j 0.00785545-0.00828714j -0.010811-0.00277462j -0.00645553+0.00512955j 0.00768045+0.0159812j -0.004427+0.022534j 0.00811832+0.0107852j 0.00353631+0.000438379j 0.000156661-0.000381782j 0.00846133-0.0247266j 0.000498511+0.0063857j 0.00745714+0.0121409j -0.0113871+0.0101133j 0.00766278+0.021253j -0.00596778+0.00393819j -0.00183578+0.0411906j -0.00815556+0.000382577j -0.00202113+0.0191184j 0.0289014-0.00233852j -0.0132719-0.00619341j 0.000249726+0.0037758j 0.0115967-0.019428j 0.00699995-0.000601322j 0.008199-0.00326472j -0.0208346-0.00632974j -0.0211516+0.00119154j 0.0169415-0.00106625j -0.0373341-0.0153353j 0.00869646+0.00936569j -0.0163917+0.00605588j 
0.000447551+0.0248478j -0.023017+0.0213098j 0.0200447-0.0153521j -0.00239419+0.0287685j 0.0814828-0.0525487j 0.0548993-0.0690846j -0.0417063-0.0109873j -0.000424251+0.0393994j 0.0288829-0.00905528j 0.00592725+0.0123498j 0.0193238-0.0292477j 0.000874607+0.0133477j -0.0231287+0.0208705j -0.037558+0.0393722j 0.01284-0.00878482j 0.00327508+0.000360316j 0.0028601-0.0101014j 0.0105531-0.0071579j 0.00630024-0.000873692j 0.00592819+0.0278205j 0.00431948-0.043328j 0.0656589-0.044856j -0.10854+0.00368665j -0.0884578+0.0546233j 0.000173592-0.0459005j -0.0554355-0.0365039j -0.107253-0.0609737j -0.0247396-0.0448477j -0.0375433+0.0138571j 0.17238-0.0260576j 0.0696429-0.06065j 0.0109689-0.0125514j -0.0207559-0.0660515j -0.0268288+0.000240516j -0.0200833+0.02077j 0.0128687+0.0260756j 0.0513112-0.0375512j -0.0512257+0.0527846j -0.0231979+0.0456594j -0.0695055+0.000870676j -0.0247157+0.0308988j 0.00333433+0.0147248j -0.0137991+0.0191381j -0.000895576+0.0306146j 0.0172826-0.0308287j 0.00855236-0.0845469j -0.00926264+0.0151471j 0.025967-0.0305397j 0.0215786-0.0136499j -0.0174438+0.0429546j 0.0409427-0.0556739j -0.00203496+0.00295761j -0.0147537-0.00109456j -0.048681+0.0123499j -0.0328349+0.0410406j 0.00432283+0.0090251j 0.0121438+0.0127221j -0.00186165-0.00169409j -0.042499+0.0681742j 0.029166+0.0113011j 0.0164421-0.0129709j 0.0135024-0.0202747j 0.0179556+0.012064j 0.018857-0.0251027j -0.0157692+0.0183257j -0.0191401+0.0218157j 0.0288406-0.00695246j -0.00461212+0.0123689j -0.00382699-0.00408151j 0.00274517+0.0120527j -0.00581907+0.0553541j -0.00292124+0.0109343j -0.00772232-0.0158742j -0.00804069+0.00512214j 0.0102587-0.0476519j 0.0125563+0.00915098j -0.0216119+0.0237553j -0.016856+0.0293711j 0.0179487-0.0347546j -0.0225532+0.0373591j -0.00821406-0.0305374j 0.0251591+0.0124615j 0.0155571-0.00662555j -0.0184887-0.00285852j 0.0433317-0.0164127j -0.00125303+0.0029237j -0.00116163-0.0104573j -0.00187907+0.00161518j -0.00454597-0.00150303j 0.0127855-0.00729615j 0.0146876-0.0131287j -0.0155004-0.0127982j 0.0204655-0.003285j -0.00707408+0.00674893j 0.0205139-0.00131389j 
-0.0350279+0.0652251j -0.00419476+0.0271673j 0.00682942-0.00324871j 0.0213008-0.0146649j -0.0296857+0.0350663j -0.0174425-0.00590974j 0.028097-0.0195273j 0.0467608-0.00455575j 0.00108334+0.00482838j 0.00630591-0.014718j 0.00218154+0.0106288j -0.0164085+0.0129858j 0.012601-8.76791e-05j -0.00755203+0.00419919j 0.00544967+0.00400837j 0.0298454+0.00321376j 0.0145315-0.0296599j 0.0200555+0.00927714j 0.0228722+0.0249027j 0.0487977-0.0419245j 0.0153679-0.011582j 0.00604597+0.018189j -0.0101301-0.035571j 0.0363886-0.054119j -0.0465701+0.0473401j -0.00332499-0.0394647j 0.0133073+0.0481162j -0.0190616+0.0701909j 0.044237-0.0619862j -0.0722427+0.0761662j -0.016332+0.0190037j -0.00888983-0.127988j 0.00481589+0.0134433j -0.00348309-0.00722224j -0.104443-0.0497568j -0.0496975+0.0869775j -0.00883498-0.0356245j -0.0152913+0.0417124j 0.0175371-0.0370622j 0.0124554+0.0140116j 0.0392151-0.0814025j -0.0133042-0.00340816j 0.0129576-0.0186418j 0.00835642+0.0217231j 0.00736427-0.0383542j 0.00782398-0.0733108j 0.00548663+0.0553607j -0.00938861+0.00570444j 0.0136521-0.0550616j 0.0389917-0.0188807j -0.0333006+0.0466126j 0.0117271-0.0258806j 0.00265373+0.0416149j 0.0135453+0.07716j -0.00511305+0.0290406j 0.0125913+0.0192992j 0.0127731+0.0564692j 0.00362398+0.00154129j 0.0213642-0.00961827j -0.0032051+0.0441368j 0.00769425-0.0103467j 0.00953643+0.000870917j 0.00378063+0.0154241j 0.011352+0.00607359j 0.00665189-0.0112005j -0.00371119-0.0231983j 0.0174987+0.0287141j 0.00675069+0.00216843j 0.00469623-0.00658803j 0.00630507-0.00444748j -0.0023253+0.0268376j 0.0040986+0.00210274j 0.00904811-0.00827794j 0.00286042+0.00970526j -0.0114333+0.0085195j -0.00177878+0.010634j 0.00475987+0.0112049j -0.00943767-0.0194155j -0.00514585+0.00810091j 0.0219405-0.0298542j -0.010715-0.0326307j 0.00141532-0.00854797j 0.00613644-0.0176938j -0.00845364+0.0136459j 0.0146607+0.00451578j 0.0213933-0.0486155j 0.00379093+0.00949504j -0.000258976-0.00190066j 0.00577207-0.0053333j -0.00220488+0.0145111j 0.00768562-0.00516831j 0.0175499-0.0149742j 0.0112901-0.00768758j -0.00211301-1.60874e-06j 0.00579156-0.00142043j 
0.0136129-0.0213765j -0.0379993+0.0686207j -0.0142953+0.0288906j 0.000632739-0.0138316j 0.00813504+0.0391874j 0.00369386+0.00807005j -0.0291455-0.00921669j 0.00247363-0.000926691j 0.0375702-0.0264933j -0.00231496-0.0244964j -0.00931832+0.00573649j -0.00912546+0.00788621j 0.00402011-0.000545684j 0.00745885+0.0176946j -0.0122413-0.00338757j 0.00794475-0.00660424j -0.0193264+0.00778527j 0.00052837-0.00279907j 0.00560473+0.00256838j 0.029621-0.00631245j -0.00812138+0.0173461j 0.00802425-0.0454406j -0.0383326+0.0131026j -0.000183356-0.0591413j -0.0186528+0.0571269j 0.0117698-0.167943j -0.0165282-0.0420014j -0.00920715-0.00465656j 0.010701-0.00669175j 0.0109767+0.0383526j 0.0121627+0.00840679j 0.00800487-0.138467j 0.00556388+0.0417153j -0.00299707+0.0150546j -0.0161281+0.00725606j 0.000573034-0.0496547j -0.00860987+0.0670524j -0.0130942-0.00202284j -0.0175727+0.0109751j -0.0238839+0.0406718j -0.0234443-0.00310149j -0.0118364-0.001004j 0.00999738+0.00563289j -0.0111476+0.00840226j -0.0094084+0.0284914j -0.00710664+0.0994662j -0.00291687-0.0450287j 0.041757-0.113455j 0.00665183-0.0548032j -0.0080412-0.0083685j 0.0102067-0.109351j 0.00333632-0.0484619j -0.025848+0.0069252j -0.0227702-0.0188496j -0.00332436+0.0696006j 0.00783478+0.0136859j -0.0319063-0.0166568j 0.00618584-0.00542274j 0.0036047-0.000939003j 0.0204459-0.00236389j 0.00886866+0.0124782j -0.00510318-0.012851j 0.0173646-0.0149778j -0.00476723-0.00984338j 0.0011657+0.033885j 0.00181753-0.010318j 0.00835961+0.0217505j -0.0204017-0.0308584j 0.00859763+0.0087442j -0.00811245-0.0140315j 0.00167321+0.0126834j 0.00390392-0.00210782j -0.000650111+0.00815755j 0.00588613+0.0128089j -0.00763661+0.000110481j -0.0109894-0.000534633j -0.00054625+0.0127951j -0.00834269+0.0285182j 0.0173916-0.0106094j -0.0107508+0.00507698j -0.00291056-0.000974198j 0.0152523+0.00945537j -0.00279405-0.00398912j -0.0271125+0.000982471j 0.00216701-0.00485163j -0.00584117+0.00848797j -0.00408799-0.000867577j -0.000973867-0.000760143j -0.000417353+0.00070133j -0.000465599+0.0013728j 0.00492843+0.00395656j -0.0133021-0.00294102j 0.004516-0.006357j -0.00093936+0.00464196j 0.00142922-0.00192473j 
0.017331-0.0270854j 0.00489379-0.0176048j 0.0055112-0.0049244j 0.0059893-0.00762832j 0.0335783-0.00978474j -0.00819807+0.0188649j 0.011388-0.0549857j -0.00887121+0.0225153j 0.0451081-0.0304185j 0.0289859-0.0112157j -0.00993918-0.00285117j 0.00846155-0.0109668j -0.00389088+0.00368245j 0.0150287-0.0255489j 0.0108283-0.0249415j 0.0180408-0.0319689j 0.00526233+0.00298996j -0.0169351+0.0192637j -0.0067774+0.00959827j 0.0170804-0.0139996j 0.0249421-0.0502985j 0.043036-0.0731605j -0.0465473+0.000992597j -0.0272608-0.00918581j -0.0453943+0.0939091j -0.0301539-0.0264641j -0.166193+0.201317j -0.0823819+0.109095j -0.0462203+0.0224139j 0.0829541+0.109991j 0.0081322+0.0397778j 0.04891-0.0121086j -0.0419534+0.0553943j -0.0210213+0.0261j 0.030636+0.0177739j 0.0411089-0.0620866j -0.00211153-0.0234609j -0.0138479+0.0421049j -0.00908174-0.0196219j -0.00922081-0.017315j -0.00475748+0.0158419j 0.00598204+0.0098975j 0.00787339-0.0172527j -0.00949697+0.0040771j -0.002495+0.0245541j -0.0153472+0.0240706j 0.0140375-0.0393326j -0.0109768+0.0296995j 0.00232113+0.023123j 0.017995-0.024787j -0.00889365+0.0263405j 0.0162635-0.00751626j -0.00923908+0.00657083j -0.0484317+0.0339653j -0.0303683+0.0416259j -0.00717351-0.000522015j 0.00137542+0.0147748j 0.00579195+0.0064146j -0.0176403-0.00599919j 0.018009-0.0357288j 0.0307137-0.0327006j 6.53836e-05+0.00199679j -0.0384093+0.073473j -0.00361978-0.0217295j -0.00496209+0.0181875j -0.0156341+0.0404976j 0.0132984-0.0388448j -0.000773208-0.0111865j -0.0148618+0.00845861j -0.0172188+0.0281844j 0.00991392+0.00586132j -0.0102157+0.0139137j 0.00157116-0.0213259j 0.00241463-0.0220709j 0.0158147-0.0353136j -0.0089355+0.0254089j 0.00584493-0.0189496j 0.00437487-0.00148139j -0.0225879+0.0248293j -0.0111738+0.0158675j -0.000575727+0.0089775j -0.0106256+0.0249828j 0.0056841-0.0111364j -0.0125477-0.00477759j 0.0257077-0.0134674j -0.0047172-0.00439209j -0.00545302-0.00877287j -0.000298766-0.00310962j -0.0029513-0.00472911j 0.00587708-0.00170793j -0.00543172+0.0106377j -0.0134588+0.0253712j 0.0161592+0.00542914j -0.00594363+0.000586125j 0.00841277+0.00377072j 
-0.00685307-0.00459988j 0.00244614-0.00461919j -0.00747615+0.0061998j -0.0109806+0.00280604j -0.0244777-0.00340952j 0.00618605-0.0156698j 0.00653204+0.0380079j 0.0161948+0.00421423j -0.0197994-0.0063896j -0.0127813+0.009727j 0.00596119+0.00218181j -0.00657567+0.00334794j -0.00504735-0.0148549j -0.0073929-0.00020625j -4.19018e-06+0.0193808j -0.00756727+0.01515j -0.0122958-0.0151453j 0.00337424-0.0179247j -0.00422524-0.0213164j -0.00297485+0.00458634j -0.0120826+0.012769j -0.0226807+0.00912195j 0.0253063-0.00602233j 0.00712562-0.0137314j 0.00597841-0.0225673j 0.0170883+0.00101268j 0.0821047-0.0416767j 0.0477604-0.0101901j -0.0274668-0.105949j 0.121259+0.369701j -0.00796089-0.0168719j -0.0068642+0.0388479j 0.0328148+0.0154409j 0.0188028-0.00821157j -0.016367+0.0193188j -0.051339-0.0298567j -0.00326917+0.00609961j 0.0126988+0.00462062j 0.0099296+0.00456965j 0.00792258+0.0138427j 0.020065+0.024563j 0.00199756-0.00204211j -0.00659274+0.000565612j -0.00751848-0.028734j 0.0121512+7.72062e-05j 0.00796033-0.018227j -0.00322321+0.0276807j 0.0161778+0.00552637j 0.00862214+0.00272905j 0.00254252+0.0163339j 0.00194075+0.00903112j 0.0207533+0.0551265j -0.012353-0.00312248j 0.0275426+0.0402059j 0.0337209+0.0287563j 0.00475539-0.0080272j 0.00513641+0.0133001j -0.000884222-0.00775154j 0.00147418+0.00391918j -0.0113741+0.00114777j -0.0110926+0.0137238j -0.00240889-0.00366008j 0.0102288-0.0203951j -0.00584988+0.00667063j 0.00111834-0.00998428j 0.0102451-0.0135656j -0.0124692+0.0060207j 0.000578741+0.00254615j -0.00304436-0.0120878j 0.00775707-0.0175927j -0.00324151-0.00519417j 0.00669668-0.00577973j -0.0035067+0.0008703j -0.00798668-0.00664294j -0.00389623+0.00607603j 0.00832377-0.0163572j -0.000110268+0.00184599j -0.00941194-0.0065482j 0.0101523-0.00486855j -0.0031484-0.0136011j 0.0130523+0.00599272j -0.00622221-0.0210996j -0.00535241-0.00274646j 0.00301757-0.00117264j -0.0123847+0.00645407j 0.00410778-0.00567122j 0.000957502+0.00424363j 0.00079505-0.00347624j -0.00561479-0.00729234j -0.004988-0.00272346j 0.0046325+0.000368396j 0.00520515-0.0151981j -0.00812046-0.00526138j -0.000165856-0.00379294j -0.000613272+0.00135254j 
-0.00401013+0.00876272j 0.033325-0.0661501j -0.00721819+0.0247366j -0.0211559+0.0302709j -0.0183076-0.0155247j 0.0378925-0.0632724j 0.0241964-0.0351418j 0.0021426-0.0363497j -0.0158444-0.0070831j -0.00852023+0.00290704j 0.0118225-0.00899287j -0.00488159+0.000224713j -0.0192038+0.0274622j -0.00950638+0.00461513j 0.00316477+0.00553386j -0.0206812+0.013935j 0.0181677+0.00290521j -0.0049677-0.030465j -0.015192+0.0216751j -0.0331098-0.0206587j 0.0174692-0.019012j 0.0163175-0.0697716j 0.00773519-0.0217937j 0.0185465+0.0374625j -0.0293175+0.0114915j 0.041886-0.0290757j 0.0414462-0.0421262j 0.0559719-0.0187126j -0.00494017-0.0342713j -0.0439806-0.0787365j -0.0196939+0.0165787j 0.0220308+0.0407931j 0.031133+0.0384443j 0.0139857-0.0368895j 0.0113789+0.0880069j -0.0492115+0.0715364j -0.00319476-0.126045j -0.0140534+0.0376477j -0.00217087-0.0133539j -0.00633278-0.00549128j 0.00791222-0.0196611j 0.00797635+0.0222577j 0.00512805-0.00115777j 0.00276627+0.0477896j 0.00309456-0.0334924j 0.0277196-0.0544116j 0.0119225+0.0434015j -0.00989674-0.0582437j 0.00156192-0.0711551j -0.00628961-0.0271631j 0.00831127-0.0175828j 0.0191631+0.0280052j 0.0171017+0.0801848j 0.0193447+0.140864j -0.00499382+0.103839j -0.000121292-0.0119301j 0.00436241+0.0112166j 0.0140854-0.0157708j -0.043938+0.0369975j -0.00529344-0.0351771j 0.00399934-0.00981496j 0.0126852+0.0057516j -0.0107538+0.0132443j 0.00957723-0.0191371j 0.0107872-0.00110198j 0.0114284+0.000998395j -0.00123067-0.00285068j -0.0166997+0.0187348j 0.00330502+0.0105027j 0.0073377-0.0338877j -0.00387635+0.0112306j 0.00438015+0.0176495j 0.005875-0.0089832j -0.000690675-0.0263175j -0.00359715-0.0131796j 0.00924456-0.0178944j 0.0111121+0.0162178j -0.00386586+0.0194667j 0.00183588+0.00284154j -0.00858582-0.00342642j 0.0233713+0.0112335j -0.0179688-0.00373894j -0.00573712+0.00975075j -0.00139652-0.00335619j -0.0104165+0.0034119j -0.00406545-0.0243475j -0.003809-0.00959624j 0.00122626-0.00190357j 0.0027898-0.00580039j -0.0020521-0.00544496j -0.00763306-1.00175e-05j 0.0191719-0.0124533j -0.00449035+0.00473592j -0.00304528-0.00752083j -0.00012776+0.00312115j 
-0.00462985-0.00332913j -0.00360351+0.00278997j -0.0263466+0.0296934j -0.0091756+0.0026251j -0.0343642+0.045546j 0.0558027-0.0683916j 0.00860581-0.0017449j 0.00220542-0.008084j 0.00346781+0.00348784j 0.0260025+0.0134456j -0.00730957-0.00520141j -0.0060461-0.00621378j 0.0080429+0.00451069j 0.00502542+0.00381726j -0.00932467-0.00345086j 0.00589678-0.00593002j -0.016308+0.0247181j 0.0108398-0.015472j -0.00632625+0.00790749j 0.0132376-0.0234896j -0.0203626-0.00472044j 0.00901993-0.0207947j -0.0067+0.0505254j 0.000664413+0.0230529j 0.00301613+0.0263029j 0.124535-0.174955j 0.075539-0.0582006j 0.0027724+0.000226898j 0.0521261-0.054885j -0.0147428-0.016053j -0.0469371+0.0435933j 0.0200884-0.0105515j 0.0303549-0.030779j 0.00192234+0.0352217j -0.0187358+0.0274522j -0.0617178+0.0664903j -0.0237861+0.0334457j -0.00275597+0.00716015j 0.00893361-0.0216202j -0.00999349+0.030567j 0.00292978+0.00314288j 0.00608427+0.0107472j 0.0206448-0.0257507j 0.0423785-0.0856526j 0.00308358+0.00398266j 0.0375731-0.0500672j 0.0238132-0.071218j -0.0315204+0.0584671j -0.00785613+0.0481426j 0.0114534-0.0256453j 0.00326781+0.0327062j 0.0195269-0.014379j 0.00425337-0.0184646j 0.0264187-0.0207206j 0.014022-0.0436131j 0.0118582-0.0408599j -0.00659744+0.0164246j 0.00977741-0.0216515j -0.0317884+0.0573656j 0.00480457-0.00155826j 0.00842154+0.00507308j 0.00704557-0.00646696j -0.00582767-0.00533565j -0.0148515-0.00275542j -0.00702918+0.00741695j -0.00699867+0.0305936j -0.00313607-0.0203683j 0.000198501+0.0183784j -0.0123127-0.00444446j 0.00979339-0.0110133j -0.0282705+0.0550479j 0.00630736-0.0212492j 0.00103324-0.0212652j -0.0196799+0.00846423j 0.00574056+0.0186141j 0.0107599-0.0054446j -0.0144759+0.0346793j -0.0158415+0.024738j -0.00174912-0.0154238j 0.00921467-0.0106624j 0.0128054+0.000781827j 0.00171691-0.00706847j 0.00979182+0.000892204j -0.00444553-0.00425671j -0.0208695-0.00505778j 0.0195278-0.0302289j 0.00752481+0.00379138j -0.00267455+0.00182997j 0.00215075-0.000953302j 0.000434933-0.00882953j 0.0127417-0.0103301j 0.00854717-0.0193587j -0.013827-0.0111777j 0.00117626+0.000264743j -0.00530034-0.00694731j 
0.0105301-0.0162387j -0.0262095+0.0557898j -0.0137916+0.0141411j 0.00821674+0.0151336j -0.00333018-0.0124434j -0.00181612-0.0280189j -0.0295857+0.0157266j 0.00520218+0.0286539j 0.0155416-0.00663556j -0.0114866+0.0190336j 0.0278678+0.00162287j -0.0205608+0.011977j 0.000362255-0.0138938j -0.0275159+0.0172261j 0.00867352+0.0128454j 0.00230728+0.0299362j 0.0210879-0.0402671j -0.00259075+0.0205598j 0.0033819+0.00748802j -0.0124243+0.0134958j 0.0341527-0.0700862j -0.0238051+0.125893j 0.00720753-0.0918828j -0.0532579+0.0595389j 0.00711847-0.0593501j 0.0131375-0.0280193j -0.0426678+0.0613781j -0.0227285-0.0332192j -0.014099+0.174797j 0.00340993+0.0264627j 0.0318949-0.0550777j -0.00844099-0.0956734j 0.0235998-0.0590897j -0.0134638+0.0263791j -0.0211635-0.0566973j 0.00997282-0.00132875j -0.000496869+0.00569257j -0.00445489-0.0190253j -0.00329639+0.0214559j 0.00310299-0.0227502j 0.00548629-0.0379548j 0.0111627-0.0191736j -0.00684165+0.000492185j 0.0248096-0.017117j 0.000600764-0.0525857j 0.0132425-0.0880022j -0.00202279+0.0782827j 0.0106232-0.0175474j 0.0175959-0.0604381j 0.00147293+0.00264113j -0.00951897+0.0201938j -0.00636014+0.0462641j -0.000984602+0.0423475j 0.0196809+0.0864182j -0.000220444+0.0139369j 0.0143293+0.00625555j 0.00335633+0.0121448j 0.00989303-0.000517193j 0.0148897+0.00433367j -0.00498586-0.00487769j -0.0126351-0.00128052j -0.00828933+0.0177263j 0.0016372+0.0159555j -0.000665662+0.0284758j 0.00425095-0.0192047j 0.00491644-0.0215691j 0.00503831+0.0196681j 0.00122291-0.00484975j 0.014545-0.0221939j 0.0235853-0.0093397j 0.00232513+0.00808461j -0.0177161-0.0181887j 0.00138256+0.00193224j 0.00728082+0.0129606j -0.00561342+0.0225164j 0.00787231-0.0108406j -0.0179989-0.0229014j -0.00250017+0.0109943j -0.0124131-0.0123624j -0.0301995+0.00557581j -0.0151453-0.00848217j 0.00430848+0.0140286j 0.00569221-0.00332815j 0.0108866+0.0168942j -0.00322739-0.00752436j 0.0087134-0.0106445j 0.00505451+0.00863412j -1.95287e-05+0.00100109j 0.005288-0.000584772j 0.0019845+0.00110032j 0.00205687-0.00580749j 0.00331292-0.00351239j -0.0184338-0.00850727j 0.00684856+0.00625667j -0.0019504-0.00549424j 
0.00687801+0.00360065j 0.0400737-0.0961085j 0.00492941+0.0137922j -0.0161518-0.00085198j -0.0156458+0.068534j 0.0190872-0.0286067j 0.0439572+0.0443887j 0.00767469+0.0547796j -0.0290504+0.0158386j -0.0152072-0.00948112j 0.00281614+0.0101431j 0.00825637-0.0102234j -0.0154647-0.0237026j 0.0107376-0.0116248j 0.00883662+0.0280909j 0.00580463+0.03271j -0.0203958-0.0129183j 0.00544466+0.0550644j -0.0254048+0.035051j -0.0249366+0.0309203j -0.0336415-0.0284967j 0.0120374-0.00118557j 0.0161671+0.0321485j 0.0115174+0.0345161j 0.00972588-0.0151909j 0.0237041-0.128633j 0.0512631+0.0232151j -0.00422077-0.0276048j 0.0580515+0.127125j 0.018917+0.0451088j 0.00326337+0.193603j -0.0650559-0.0579223j -0.0463423-0.0892316j -0.00758426-0.0343069j -0.0223226-0.137103j -0.00581179+0.0475485j 0.0214903+0.0302265j 0.00162906-0.0532747j 0.0129846+0.0447157j 0.000233871-0.0298097j 0.0147536+0.0610097j 0.00551871+0.00174492j -0.00139891-0.00392695j 0.010268-0.011695j 0.00330287+0.0315411j 3.68562e-05+0.00440074j 0.026393-0.0178047j -0.00449156+0.0485044j -0.0113531+0.020433j -0.000179947+0.00178927j -0.00937566-0.035432j 0.00129224-0.0171255j 0.0189952+0.00288152j 0.0213592+0.00510304j 0.00626109-0.00975696j 0.00416331+0.00109251j 0.0123253-0.0162768j 0.0235447+0.00281576j -0.0121706+0.0304737j -0.018079-0.0352604j 0.00768799+0.0238791j 0.0183142+0.0300773j -0.0145569+0.0150761j -0.00707999-0.00860352j 0.00192999+0.00426655j -0.00579862+0.000306021j 0.00332561+0.00313211j -0.01141-0.000800813j -0.00938484+0.0128937j -0.0022188+0.00412014j 0.00234889+0.00858911j -0.00154719-0.00698717j -0.00172341+0.00762729j 0.0147038+0.0156401j 0.00839322+0.00915711j -0.00131241+0.00789188j 0.00422561-0.00565047j -0.00712361-0.00543675j 0.00142766+0.0132248j 0.0121574-0.00164415j -0.0305343-0.0268494j 0.0180471+0.0390006j -0.0171333+0.00678538j 0.0240095+0.0217973j -0.042734-0.0158081j -0.00493267+0.0119814j 0.0102915+0.0171954j 0.00762248+0.0107048j -0.000283643+0.00744747j -0.00267293-0.017538j -0.0258849-0.0157242j 0.00385948+0.00350491j -0.00656837-0.00405926j 0.0198145+0.015515j -0.00659748-0.0043254j 
