-0.0248984+0.102921j -0.166477-0.00281573j -0.033543+0.0433964j 0.15206+0.0547749j -0.0218535+0.108785j 0.0528577-0.0706589j -0.00858405-0.115417j -0.0663768+0.0999693j -0.156332-0.0656971j -0.0613586+0.0221373j -0.0527086-0.00508256j 0.00698216-0.120035j 0.157175-0.00906573j -0.0939503+0.0898523j -0.0266701+0.0250342j 0.178136+0.0254248j 0.0152938+0.0766917j 0.0506587-0.0179102j -0.115906-0.10671j -0.140142+0.0604512j 0.0194711-0.00385763j -0.100858+0.0754784j -0.024435-0.216028j 0.177535-0.00290664j 0.146968-0.0521005j 0.0554737-0.0506215j 0.0211333-0.0213784j 0.0988058+0.0613013j -0.0204918-0.317785j 0.0118702-0.147331j 0.0240019+0.164924j 0.0623425-0.0549798j 0.0632873+0.149151j -0.0331962+0.202764j 0.0201569+0.058972j 0.232065+0.061453j 0.0489809-0.0151334j -0.0461807-0.141436j -0.122365-0.0471327j 0.104732-0.0233285j 0.150846-0.141826j 0.0532679+0.00686781j 0.00464057+0.086003j 0.115093+0.00853068j 0.0261805+0.0918805j 0.0234601-0.131513j -0.106239+0.0288811j -0.0485603-0.0197837j 0.0057774+0.0271161j -0.0295224+0.00885091j 0.015973-0.000512298j 0.0324887-0.014221j 0.0305413+0.0201733j 0.0103253+0.0121809j 0.00212396+0.0127977j 0.00616889-0.00095568j 0.00193284+0.0259737j -0.0047754+0.000828042j 0.00559145-0.042224j 0.00584043+0.00634835j 0.0267334-0.0280526j -0.0205164+0.0170089j 0.0407935-0.00716045j 0.0124552+0.0373389j -0.0149532+0.00794184j -0.00271946-0.0120159j -0.0366166+0.0250017j -0.0131962-0.0333233j -0.0294769+0.00290595j 
0.00335263+0.00100873j 0.00433766-0.00284769j 0.00382762+0.00481509j 0.00510562-0.00455044j -0.00178722+0.0018073j -0.00173269+0.0029664j 0.00385661-0.00188843j -0.000354722+0.00204919j -0.00275276+0.000720256j 0.00205816-0.00192172j -0.00206254+0.001769j 0.00252541-0.000893421j 0.00499176-0.000581066j -0.000620149-0.000870626j -0.00479593-0.0117112j -0.00540998+0.00211783j -0.00394866-0.00447771j 0.00134438+0.00278884j -0.00250301-0.00514465j 0.00366113+0.00133586j 0.000806578-0.00293176j 0.00283992-0.00208776j 0.00192416-0.00302998j -0.00104759+0.00244634j 0.00790571+0.0011804j 0.000880128-0.00316089j -0.00656342+0.00468992j 0.00173972-0.00154348j -0.0057696+0.00469029j 0.000231433+0.0014019j -0.0021034-0.00120522j -0.00172212+0.0034148j 0.00186315+0.00406076j -0.00553322+0.00404404j 0.00684834-8.22151e-05j 8.10261e-05-0.000164834j -0.00153453-0.00148941j -0.0070253-0.00331338j -0.00421095-0.00116532j 0.00375804-0.00284075j -0.0073346-0.00159304j -0.00511667+0.00101417j -0.00350131-0.000849403j 0.00530905+0.00101916j -0.00610323+0.00135262j 0.00484915+0.00582474j 0.00243027-0.00223128j -0.0030474+0.00384467j 0.00826782+0.00120344j -0.00453587+0.00117667j -0.000994479-0.0027887j 0.00105766-0.000180413j -0.00308854+0.00089324j 0.00670122+0.00343988j -0.00180169+0.00134408j -0.00537672-0.00334906j 0.00636612+0.00517658j -0.000790207-0.00129849j -0.00159825-0.000313642j 0.00140169+0.00321952j 0.00230865+1.71467e-05j -0.00873254+0.0059716j -0.00361223+0.000441051j 0.00025447-2.25265e-05j -0.00332787-0.000909769j -0.00343956+0.00893258j -0.000393354-0.00203649j -0.00263401-0.00021489j -0.00111011+8.09051e-06j 
-0.00339843+0.00456541j -0.00778426+0.00327967j -0.011646+0.00277375j -0.00604217+0.0159342j 0.00555133-0.0058277j 0.00654683-0.0093548j -0.00264359-0.00125049j 0.00402984-0.000800186j 0.00169046-0.00311293j -0.00113034+0.00564716j 0.00208007+0.000490025j -0.00428378+0.00157512j -0.0012898+0.00417462j 0.0013643+0.0042263j 0.0100271+0.0152396j 0.00389326-0.00501692j -0.000165671+0.00034104j -0.000662451-0.00695465j 0.00761981-0.00634542j -0.00509827+0.00280971j 0.00460592-0.00734539j -0.00057479-0.00238484j -0.00426841-0.0014104j 0.00489422-0.00501619j -0.00559194+0.00614817j 6.96712e-05-0.00653844j -0.000626097-0.000373668j 0.0059633+0.00400228j 0.00205179-0.00441328j -0.00322617+0.00266151j 0.00448071+0.00454373j 0.00373646-0.0020605j 0.00107704-0.000802627j 0.00844568+0.000413076j -0.00428712+0.00317305j -0.00330919+0.00466055j 0.00304203-0.00383818j 0.00140827+0.00394584j 0.00643389+0.00169395j -0.00523168+0.0140661j 0.00883047-0.00750875j 0.00203393-0.00427228j -0.00150164-0.00397324j -0.00061171-0.00022014j -0.00904927-0.00532573j 0.0015012+0.00542783j -0.00546186+0.00595105j 0.00020793-0.0102361j 1.82973e-05+0.000568405j 0.00506476+0.00214102j 0.0105669-0.00072396j -0.00242843-0.00944679j 0.00323112+0.00479605j -0.0043881+0.00458493j 0.00166731-0.000680028j 0.00362049+0.00127851j -0.00977437-0.0033163j 0.00229349-0.00270958j -0.00253666-0.00879071j -0.0087274-0.0016161j 0.00457594+0.00516003j -0.00307096+0.0122627j 0.000249697+0.00302786j 0.000919064+0.00315232j 0.00331195-0.000574228j 0.00124288+0.00893214j -0.00518669+0.00413382j -0.00080226-0.00612768j -0.00303465-0.00400544j 
-0.00576597+0.00449807j -0.00349615+0.000647592j -0.00385217+0.00225802j 0.000307028+0.0090612j 0.00255673+0.00305073j -0.0013332+0.000673544j -0.00207161-0.00125544j -0.00261706+0.000942229j 0.00319133+0.000648546j 0.000293558-0.00233471j 0.000669257+0.00222206j 0.00096256+0.000224703j -0.000998918+0.000574545j -0.000974333-0.000595759j 0.0117503+0.0025968j -0.00154516-0.00248661j 0.000315194+0.0030282j -0.00409908+0.0131455j -0.0124014-0.00857258j 0.00157424-0.000556961j 0.00517813+0.000516768j 0.00655515-0.00446656j -0.00517024-0.00222941j 0.0117907-0.00102195j -0.00131668+0.00164505j -0.00180995-0.00307644j -0.00305994-0.008333j -0.0037423-0.00333131j 0.00176157-0.00189218j 0.00117723-0.000503039j -0.00482012+0.00168469j 0.00604489-0.000349116j 0.0110243+0.000510664j 0.00206025+0.00705679j -0.00321896-0.000879526j -0.00334337+0.00191074j 0.00408255-0.0057624j -0.00152124-0.000333217j -0.001059+0.00597013j -0.00120939-0.000717978j 0.000245863+0.000788197j -0.00194292-0.00744222j -0.000948612-0.00411539j -0.000717352+0.00686625j -0.00168914+0.00285494j -0.00401915+0.0121233j -0.00559923-0.002305j 0.0041552-0.00541741j -0.00692671-0.00137573j -0.00235703+0.00710417j 0.000445358+0.0010323j -0.000608882+0.000333872j 0.000756231+1.99815e-05j -0.00226297-0.00431728j 0.000181004+0.00195637j -0.000272895-0.00023933j -0.00677872+0.00659574j -0.00313706+0.00379763j 0.00350432-0.00215445j -0.00696031-0.00354581j 0.00448818-0.00456049j 0.00531213+0.0071367j 0.00251607-0.00419601j -0.000404088+0.0135061j -0.00290307-0.00832777j 0.000277954-0.00540624j -0.00789598+0.00245409j 0.00311245-0.00292908j 0.00391155-0.00319613j 
-0.0025737+0.00470371j 0.000678093+0.00131412j 0.00397054+0.00253338j -0.00284021-0.00302393j 0.00489964+0.000888746j 0.000566061+0.00282322j -0.00104681-0.00717469j 0.00121398+0.00251855j -0.00377971-0.00504601j -0.0058658+0.0032511j 0.00267257-0.000475842j 0.00105075+0.00269835j -0.000623114+0.00524862j -0.00189282+0.00700085j -0.00182724-0.00150731j 0.000415912-0.00192155j -0.00239373+0.00609222j -0.000955753+0.000654621j -0.000996861+0.00073955j 0.00161564-0.00151937j 0.00228481-0.0027461j -0.00116052-0.00129523j 0.00287543+0.000498165j 0.000644603+8.58254e-05j 0.00384948+0.00180647j -0.00141776+0.00200783j 0.00421439-0.00622733j -0.00213429-0.00420988j 0.000685513+0.000791709j 0.00209053+0.00220165j 0.00360139+0.00227174j -0.00107763-0.00120947j -0.0041617+0.00363525j -0.00381165+0.00438272j -0.00558168-0.00414548j -0.00170833-0.00368907j 0.00438698+0.00364896j 0.0038527-0.0051334j -0.00348998-0.00905539j -0.00447561+0.00290518j 0.00589365-0.00257573j 0.000169086+0.00174442j -0.00908892+0.00428584j -0.00596009-0.00144786j 0.00543379-0.00522025j 0.00772533-0.00341805j -0.000174185+0.00403412j -0.00133442-0.00168719j -0.00266816-0.00231301j 0.000159891+0.00131079j 0.000499735-0.00147823j 5.36249e-05+0.00108436j 0.000657047+0.000116766j -0.000302821-0.000543845j -0.00735286+0.00224072j 0.00501952-0.00162245j 6.16783e-05-0.00116708j -0.00253636-0.000130673j 0.000625023+0.000838742j -0.00216658+0.00210888j -9.95882e-06-0.00207622j 0.00415183+0.000418001j -0.000432125-0.00345055j 0.00257452+0.000151986j 7.1958e-05+0.00110384j 6.87153e-05+0.000550865j 0.000778146+0.00238088j 0.00627859-0.00327655j -0.00228455+0.000262641j 
0.00343867-0.00390549j -0.00316746-0.00289164j 0.00505283-0.00504615j -0.00355515-0.00644238j -0.00275778-0.000883871j 0.000942661+0.00252639j -0.00172305+0.00176313j 0.000102366-0.00065855j 0.00136179+0.00438975j -0.000751899-0.00335662j -0.00136226+0.000923762j 0.00340847-0.00388423j -0.00257674-0.00289708j -0.00251791-0.00162099j -0.00891019-0.000448432j 0.00164651-0.000534702j -0.00669551+0.00294274j -0.00411667-0.00815456j 0.00324851+0.00245166j 0.00137386-0.00464147j -0.00213667+0.00419145j -0.00418009+0.00152008j 0.000753056+0.00107544j -0.00451265-0.00418862j 0.00430957+0.00472905j -0.000743098-6.4888e-05j 0.00602828+0.00533628j 0.000168822-0.00119827j 0.000633528-0.00226489j 0.000370059+0.000593551j 0.00343105-0.000241436j -0.00428876-0.00229j -0.000728128-0.000704835j 0.00135138-0.00399839j 2.86752e-05-0.000102242j -0.000685698-0.000298504j -0.00176045-0.00188478j -0.00256525-0.00490365j -0.000942293-0.000879558j -0.00548058-0.00225363j 0.000718805+0.00568996j 0.00988916+0.0016048j 0.00668157+0.00033735j -0.00755704-0.00243886j 0.00582206-0.00524814j 0.0015915-0.00657731j -0.0012103+0.00345691j -0.00256704+0.000602296j -0.0184551+0.00244031j 0.0049824-0.00287957j -0.00300204+0.00235553j 0.00055421+0.00321183j -0.000721226-0.00416759j -0.00257628-0.0109055j 0.000368953-0.000659526j 0.00216921+0.00528687j 0.00602507-0.00286993j 0.00192744+0.00290461j -0.000385987+0.00488288j -0.0034031-0.00191657j -0.000282351+0.00148728j 0.00243525+0.00532115j 0.0065816+0.000109983j 0.000940384+0.000547904j -0.00185853+0.00702743j 0.00124664-0.000532418j 0.00472968+0.00288191j 0.00384646+0.00199562j 2.42687e-05-0.00226182j 
0.000603045-0.000903124j -0.00243429+0.000717331j 0.00220999-0.000504047j -0.00417838-0.00273603j 0.000721876-0.000609897j -0.000828282-0.000399922j -0.00110219+0.00134013j 0.000217747+0.000195029j -0.000327157+0.000122586j 0.000472244-0.000922088j -0.000117564-0.000864282j -0.000161481-8.91662e-05j -0.00125381-0.00156886j 0.000613987+0.000186524j -0.00296743+0.000218423j 0.00650538-0.000731102j -0.00103238+0.00207292j -0.00279012-0.004673j 0.00363436+0.00166912j -0.000888647-0.00316008j -0.00115005-0.000290496j -0.00262962+0.001013j -0.000891261+3.64934e-05j -0.00376499-0.00129438j 0.00143511+0.000363445j -0.000617303-0.000783711j 0.00359046+0.00247703j 0.00266625-0.0010579j -0.000283814-0.00104398j -0.00136789+0.000177191j 0.00214708-0.000984842j -0.00114414-0.00272242j -0.0027916+0.000315236j -0.000205397-0.00272858j 0.000338511+0.0016733j -0.000211932-0.00098025j 0.000642726-0.00110163j 0.00023333-0.00109453j -0.00186534-0.00349197j -0.00124725+6.19633e-05j 0.00184593-0.00143567j 0.002809+0.00172469j 0.00310523-0.000817432j -0.00314954-0.000147883j -0.0021412-0.00145212j 0.0032493-0.00262104j -0.00338652-0.000314302j -0.000726346+0.00163746j -0.000620151-0.000570078j -0.00114632-0.000937223j -0.000487099-0.00114962j -0.00139588+0.000887147j 0.000636411-0.000704615j 0.00339675+2.76642e-05j 0.00176636+0.000559224j 0.000524906+0.00188125j -0.000955306-0.00300463j -0.00196751-0.000766692j -0.00215627+0.000550051j -0.00337261-0.00133541j -0.000638697-0.000771566j -0.00169469+0.000281406j 0.000206452-0.00184261j 0.004237-0.00547014j -0.00088864+0.00364004j -0.000536293+0.000798562j 0.0024683+0.00395626j 0.00283974+0.000772307j -0.00156841-0.0024785j 
0.00364933+0.00032162j -0.000668692-0.00424466j -6.73942e-05+0.00305405j -0.00326985-0.000480067j 0.000683479-0.00057432j -0.00268742+0.00594753j -0.00224437+0.000270202j -0.00217474-0.00206126j 0.00369892+0.00557338j -0.00400262-0.00341231j -0.00454238+0.0020879j 0.000449582+0.000683726j -0.00276042+0.00126203j -0.00227038+0.000639612j -0.00418835-0.00622604j 0.00335855+0.00246644j -0.004537-0.00213956j 0.00406828+0.00291206j 0.000937838-0.00156717j 0.00446343-0.00148162j 0.0012951+0.000771132j 0.00202871-0.00026448j 0.00170747+0.0019098j -0.00164676+0.00152487j 0.00272572+0.00152528j -0.00203041+0.00123931j 0.00102153+0.00118158j 0.000790856-0.00249363j -0.00123637-0.00042038j -0.00258999+0.00282806j 0.00238912+7.56423e-06j -0.00547792-0.00364135j 0.00265997-0.002726j -0.000135894+0.00454804j 0.000642651+0.00306284j -0.000195094+0.00327917j -0.00440875-0.00326439j -0.00182146-0.00183813j 0.00389736-0.00277355j -0.00549828-0.000485481j -0.00207302+0.00670409j -0.00712239+0.000382502j -0.00129025-0.000112023j -0.00871938+0.00406502j 0.000633528-0.000181797j 0.00136188-0.00434505j 0.00138332-0.00437605j 0.000218145+0.000476172j -0.00599073+0.00160309j 0.00172844+0.000341502j -0.00253334+0.00128483j -0.000426865+0.000576628j 0.00110138-0.00126528j 0.00446085-0.00224033j 0.000725336-0.00638929j 0.000933868+0.00619523j 0.00478086+0.0020779j 0.00104869-0.00232846j -0.0025039+0.000549345j -0.00601668-0.00507209j 0.00138549+0.000889342j -0.00175277+0.00676419j 0.00176027-0.00978873j 0.00122338+0.00321206j -0.00216119+0.000388298j -0.000821091+0.000117179j 0.00234291-0.00503785j 0.00371849-0.00363957j -0.000238046-0.00380798j 
-0.000975699+0.00119182j -0.00271296+9.53005e-05j 0.00373382-0.00299544j -0.00160241-0.000419541j 0.000848226+0.00197514j 0.000790155+0.000447814j 0.000227833-0.000849294j 0.00169944+0.00195207j -0.000673135-9.53133e-06j 0.00232146-0.00437696j 0.00358077+0.000823254j 0.00108374-0.00584575j 0.000325664-0.00283998j 3.35299e-05-0.000429117j 0.000641581+0.00277172j 0.00261649-0.00171159j -0.00298824+0.00268278j -0.00256045+0.000101827j -0.00522466+0.000881727j -0.000925197+0.000760113j 2.79531e-05-0.00229009j -0.00328036+0.00244138j -0.00241274-0.0014429j 1.49409e-05-0.00313153j 0.00371845+0.00198044j -0.000767534-0.000619259j 0.00292217+0.00156668j -0.000466598+0.000278123j 0.000732788-0.000439586j 0.00212619-0.00113939j -0.00163694+0.000487568j 0.00391204+0.000877661j 0.000413479+0.00414631j 0.000972902-0.00456831j -0.000216725-0.000662991j -0.0013934+0.000445636j 0.00387021-0.00215448j -0.00338961+0.00386099j -0.00554809+0.00262071j 0.000368745+0.0024164j -0.00159066+0.000693445j 0.00481119+0.00148813j 0.00243167-0.00198414j 0.00286926-0.00428579j 0.000121666-0.00432043j 0.00302969+0.00352464j -0.00195185+0.00183298j -0.000115003-0.00087003j 0.00103054+0.00223951j -0.00449342+0.00285026j -0.000810957-0.000779978j -0.00201862+0.00269592j 0.00091364-0.00176144j 0.00171471-0.00617634j -0.00158844+0.00413925j -0.000116104+0.00145878j 0.00187446+0.00408029j -0.001932+0.004341j -0.000414444+0.000848719j -0.00488019-0.000211073j 0.00246533-0.00285372j -0.00112983+0.00288735j 0.00204081-0.00483384j -0.000380176+0.00402575j -9.22071e-05+0.00345256j -0.000281029-0.00347165j -0.00328153-0.00646689j 0.000493562-0.00383786j -0.00214044+0.00474029j 
-0.000193938-0.000839776j -0.00114664-0.00122493j 0.000684969-0.0013007j -0.00478033-0.00328985j 0.000932372+0.00102344j -0.0039377+0.00433947j -0.000892278-7.28985e-06j 0.00144207-7.0221e-06j 0.000621505+0.000222357j -0.00182897+0.000374122j -0.000955505-0.00139142j -0.00239159+0.00375168j -0.00174555+0.000743969j 0.000710694+0.00284045j -0.00464489+0.00123084j 0.00442241+0.000616075j -0.00283425+0.000871927j -0.00232926-0.00120546j 0.00492557+0.0046713j 0.00194176-0.00410434j -0.000877616-0.0015366j 0.000210021+0.00494222j 0.00166891+0.00402047j -0.00209703+0.00259785j 0.000737948-0.00317855j -0.0012244+0.00213529j 0.00506356+0.00139674j 0.00343732-0.00149649j 0.00248507-0.00163868j -0.00359774+0.000801826j 0.00172009-0.000426483j -0.000664591-0.00169158j -0.000576798+0.00131083j -0.000920114+0.0015461j 0.00123393-0.000875644j 0.000347057-4.03251e-05j -0.00330664+1.99476e-05j 0.000530891+0.000829706j 0.00010691-0.00294757j -0.00218602-0.000672415j 0.000216768-0.00134466j -0.00163066+0.00461269j 0.000129392+0.00247756j -0.00583036+0.00238473j -0.00255096+0.000570144j -0.00104279-0.00182366j -0.000412242-0.00229508j 0.000575794-0.00051009j 0.00498082-0.00193351j -0.00127389+0.000641031j -0.000531833+0.000205815j -0.000798893+0.00139516j -0.00289198-0.0017889j -0.000970904-0.00379693j 0.000844535-0.00154343j 0.00154635+0.00225373j 0.00211619+0.0025535j 0.000845298+0.00250169j -0.000233869+0.000690939j 0.00189154-0.00283858j -0.00269024-0.000204398j -8.72205e-05-0.0077024j -0.00237503-0.000930927j 0.00178555-0.00416791j -0.00072919+0.00244827j 0.00314878-0.00155395j 0.00401082+0.00377175j 0.00398341+0.00225623j -0.000473815-0.00356403j 
-0.00253796-0.00144115j 0.000207497+0.000502666j -0.00293814-0.00215657j -0.00344551-0.0012651j -0.0015136-0.000284385j -0.00204891+0.00109465j -0.000695759+0.00374961j 0.000206488-0.00121986j -0.000597712-0.000433227j -0.00199213-0.00165096j 0.000789067-0.00131716j -0.00513302+0.00306439j -0.000371316-0.00145968j 0.00252606+0.000365542j 0.000117925+0.00463048j 0.00193976-0.00139648j 0.00329334+0.00501074j -0.00500853-0.00242317j 0.00158802+0.0030433j 0.00335309-0.00312425j -0.000276648-0.00558178j -1.30412e-05+0.00465455j 0.00133464+0.00463707j 0.00329599+0.00291858j -0.00257545-0.00141597j -0.000658376+5.02801e-05j 0.00282288-0.000664358j 0.00137935-0.000445773j 0.00296213-0.00147446j -0.0010621+0.00134492j -0.00181859-0.00300358j 0.00127935-0.00109129j -0.00277902+0.00228389j -0.000587985-0.00250076j -0.00117765-0.000693097j 0.000910525-0.000240585j -0.00515725-0.00315967j 0.00172771+0.00351015j 0.00159964-0.00101916j 0.00163743+0.00113521j -2.32294e-05-0.00144904j -0.000714158+0.00442085j 0.00233465+0.00547068j -0.000531925+0.0016767j 0.000449261+0.00375704j -0.00157149+0.00339327j 0.00219359+0.00145623j 0.00205701+0.000334286j 0.0138909+0.00100722j -0.00532688-0.00213727j 0.00199146-0.000804374j 0.00077727+0.000550895j -0.00121896-0.00103006j -0.00315694-0.00125211j 0.00351094+0.00303376j -0.00122091-7.19012e-05j -0.00136951+0.00458237j 0.000302507+0.00650034j 0.00129619+0.000644182j 0.00651442-0.00108641j -0.0036891+0.00153236j -0.000413869-0.00396376j -0.0049142+0.00391266j -0.000495982-0.0031089j 0.000694464+0.00238547j -0.00134469-0.000104402j 0.00130629+0.00173253j 0.00026846+0.00192522j 0.00126672-0.000718878j 
0.00106374-0.00567266j -0.000849116+0.000408848j 0.000364227-0.00225656j 0.000551375-0.000651338j -0.00637072+0.00163171j -0.00318585+0.00207743j 0.00320217+0.00707848j 0.00195428-0.0043602j 0.00416348+0.00797933j 0.0040776-0.00847791j -0.00240897+0.00117344j -0.00535157-0.00461248j -0.0025703-0.0113822j 0.000431315-0.00979982j -0.000441667+0.000304848j 0.00498535+0.000329038j -3.26627e-05-0.00805867j 0.000900117+0.000178389j 0.00550405+0.00276781j 0.000183778+0.000537243j -0.00332116+0.003811j 0.000710232+0.00142945j -0.00679234+0.0023145j -0.00593275+0.000529577j -0.00208658-0.00466171j 0.00050104+0.000312538j 0.00382785+0.0103366j 0.00458186+0.00417449j -0.00292211+0.000296567j -0.00682631-0.0023393j -0.00436945-0.00311549j -0.00250585+0.00234321j 0.00618008-0.00410381j 0.00514618-0.0118567j 0.0104924+0.00388457j 0.00299313+0.0022922j -0.00469293-0.00177837j -0.00274082+0.00650929j 0.00505783+0.00532922j 0.00101764-0.00310952j -0.006702+0.00586218j 0.00207742-0.000282206j 0.012725-0.00817853j 0.0089503+0.000431621j -0.00455286+0.00784624j -0.00856465+0.00473547j -0.00157346-0.00587223j 0.00253107+0.00123799j 0.0024758+0.00166407j 0.000452876+0.000206527j -0.00109852+0.00296215j -0.00109044+0.000773146j -0.00142296+0.00125058j 0.00083536-0.00332402j 0.00576981-0.00283318j -0.00344757+0.00288213j 0.0021621+0.0016216j 0.00180862+0.000587995j -0.000308155-4.7715e-05j 0.00195912-0.00208646j -0.00249026+0.00143223j -0.00267093-0.00308786j 0.00177035+0.0037601j 0.00339646-0.00255344j 0.000152739+3.10882e-05j 0.00229144-0.00054171j 0.00443074-0.000901633j -0.00192266+0.00847621j -0.00101943-0.00309328j 
0.000496829-0.00274912j 0.000689134+0.00410153j -0.00204616+0.0016188j -1.69296e-05-0.00363446j 0.00384249+0.00133396j 0.00182092-0.00535276j 0.000402066+0.00114081j -0.001599+0.00481039j 0.00165543+0.000927736j 0.00702103-0.00386923j 0.000209851-0.00680388j 0.0051518-0.00265165j 0.00351144-0.00531837j 0.0031654-0.00514082j 0.00163467-0.00286342j 0.000500372-0.00492077j 0.00219697-0.00632345j 0.00270644-0.00192455j 0.00150067+0.0059074j -0.00243587-0.00118151j -0.0037266+0.00344142j -0.00121695+0.00462926j -0.00738838-0.00201828j -0.00465077-0.00346892j 0.00214539-0.00413618j -0.000927555-0.0029061j 0.00380571+0.00605174j 0.00341755+0.000704956j -0.00346777+0.00479444j -0.00512728-0.00313319j -0.00613023-0.00823498j -0.000816059-0.00288104j 0.00349911-0.00591073j 0.00737535-0.00319227j 0.00522075+0.00352346j 0.00352844-0.00938447j -0.00274437+0.00136587j -0.000428753+0.00616821j 0.00856039+0.00233293j -0.00445101+0.000501353j -0.00113715+0.0047745j 0.000992465-0.00171233j 0.00659041-0.00759086j 0.0046524+0.000856696j -8.9246e-05-0.000920757j -0.0067066+0.00527623j -0.00241775-0.00194285j 0.000860227+0.00190082j -0.000996634+0.00100482j 0.00208074+0.000367316j -0.00177173+0.00133386j -0.00729473-0.00105153j -0.00446575-0.00251406j 0.00250279+0.00126437j -0.00274161+0.00217533j 0.00199219+0.000414032j 0.00125327-0.00290358j -0.000458013-0.000815625j 0.00182544+0.00209992j -0.0040397+0.00115392j -0.00152897+9.62711e-06j 0.000175039+0.00144577j 0.00133486-0.00148512j 0.00415736-0.00201278j -0.000620377-6.78843e-05j -0.000845528-0.00140546j 0.00234071-0.00318177j -0.000860913+0.00387133j -0.000891999-0.000849661j 
-0.00260083+0.000210332j -0.000945402-0.00158506j -0.000105063-0.00165344j -0.00176325-0.00227015j 0.00597835+0.000813195j -0.0017427+0.000458652j 0.00889308-0.00565104j 0.00242307-0.00182934j 0.00208425-0.00708891j 0.00226143+0.00798811j 0.00415709-0.000289085j 0.00236724-0.00220689j -0.000671351+0.00620238j -0.00548641+0.00393434j 0.00166737-0.00207529j 4.85957e-05-0.00445279j -1.26654e-05-0.000576505j 0.0033804-0.00431501j 0.00485842+0.000723537j -0.00559964+0.000611826j 0.00247424+0.000761325j -0.00273276+0.00648837j 0.00541837+3.67363e-05j -0.00281184-0.00543878j 0.00121964-0.00920973j -0.00347132-0.00418466j -0.000708178+0.00462909j 0.00306051-0.000471219j 0.00646011-0.000888736j 0.00306856+0.000586776j 0.000500184+0.00491695j 0.00691503+0.00265242j 0.00737974+0.00191519j 0.0029705-0.00189487j -0.000251184-2.84544e-05j 0.00102574+0.00197723j -0.000430841+0.000717125j -0.00775765-5.68359e-05j -0.00437376+0.00419825j 0.00333099-0.00192298j 0.000868295-0.00208245j 0.00295277+0.00128149j -8.83783e-05-0.0060367j -0.00056992-0.000835696j 0.00514005-0.000858129j 0.00243318+0.0011996j -0.00115659-9.4041e-05j -0.000647436+0.00131649j -0.000580662+0.00120689j 5.22668e-07-0.00186724j 0.000614942+3.11456e-05j 0.00052346+0.00252413j 0.000800399+0.00234807j -0.000920479-0.00149878j -0.0039991+0.00289355j 0.00196904-9.83139e-05j -0.000505276+0.00095806j -0.00152358-0.000139332j 0.0017208+0.00107795j -0.000456576+0.00144751j -0.00126201+0.000626065j -0.000688955+0.00519593j -0.00116866-0.00236547j 0.00218221+0.000708791j 0.000613797+0.000683953j 0.00318641+0.000618579j -0.00094832-0.000434117j 0.00162209+0.000998934j -0.00135396+0.000505665j 
0.000797649-0.002538j 0.00104862+0.00338065j -0.00594305+0.00160539j -0.000123004+0.00010258j -0.00277292+0.000936884j -0.00361539+0.00313654j -0.00216465+0.00167332j 0.0038883+0.00211924j 0.00552307+0.00334163j -0.000881171+0.00729117j -0.00660805-0.00122335j -0.00024476+0.00985738j -0.00356543+0.00121222j 0.00176679+0.00402763j 0.0011694+0.00297876j -0.00412563+0.00138758j -0.00310844-0.000548738j -0.000185458-0.00290025j 0.00102656-0.000751591j 0.00410466-0.00454429j -0.000987241+0.00148572j 0.00439791+0.00162864j -0.00184394+0.00363762j -0.00114867+0.00123655j -0.00104052+0.00249758j -0.00100301+0.00148113j -0.0014832+0.00062317j 0.00303587-0.00272441j 0.000873056-0.00523285j -0.0119013-0.000339579j -0.00239933+0.000425498j -0.00595807-0.00291432j 0.00232603-0.00266948j 0.00487345+0.0103642j 0.00613467+0.00155972j 0.0046691+0.000467102j -0.0112134+0.00274964j -0.000185804-0.00188753j 0.0139822-0.00362536j -0.0070339+0.00577517j -0.00215466-0.000236495j -0.00769416-0.00116757j -0.00134451+0.000740989j -0.00399424+0.00579768j -0.00497411+0.00271485j -0.00795407+0.00202073j 0.0010581-0.000196874j 0.00174977-0.00130187j 0.0021439+0.0024161j 0.00262223-0.00114186j -0.000557688+0.00125555j -0.00934403-0.00419175j -0.00832205-0.00207196j -0.00109926+0.000797593j 0.00208555-0.00487758j 0.00355327+0.00201882j 0.000258069+0.000516487j 0.00120774+0.000798457j 0.00105415-0.000534512j -0.0033355-0.00213903j 0.000584651-0.00111341j 0.00223983-0.00127571j -0.00148293+0.000288604j -0.000646648+0.00254595j -0.00154522-0.00153042j 0.00169078+0.00097716j 0.00151456-0.00153576j -0.00189662+0.000421457j 0.0014176-0.00176825j 
