-0.0248984+0.102921j -0.166477-0.00281573j -0.033543+0.0433964j 0.15206+0.0547749j -0.0218535+0.108785j 0.0528577-0.0706589j -0.00858405-0.115417j -0.0663768+0.0999693j -0.156332-0.0656971j -0.0613586+0.0221373j -0.0527086-0.00508256j 0.00698216-0.120035j 0.157175-0.00906573j -0.0939503+0.0898523j -0.0266701+0.0250342j 0.178136+0.0254248j 0.0152938+0.0766917j 0.0506587-0.0179102j -0.115906-0.10671j -0.140142+0.0604512j 0.0194711-0.00385763j -0.100858+0.0754784j -0.024435-0.216028j 0.177535-0.00290664j 0.146968-0.0521005j 0.0554737-0.0506215j 0.0211333-0.0213784j 0.0988058+0.0613013j -0.0204918-0.317785j 0.0118702-0.147331j 0.0240019+0.164924j 0.0623425-0.0549798j 0.0632873+0.149151j -0.0331962+0.202764j 0.0201569+0.058972j 0.232065+0.061453j 0.0489809-0.0151334j -0.0461807-0.141436j -0.122365-0.0471327j 0.104732-0.0233285j 0.150846-0.141826j 0.0532679+0.00686781j 0.00464057+0.086003j 0.115093+0.00853068j 0.0261805+0.0918805j 0.0234601-0.131513j -0.106239+0.0288811j -0.0485603-0.0197837j 0.0057774+0.0271161j -0.0295224+0.00885091j 0.015973-0.000512298j 0.0324887-0.014221j 0.0305413+0.0201733j 0.0103253+0.0121809j 0.00212396+0.0127977j 0.00616889-0.00095568j 0.00193284+0.0259737j -0.0047754+0.000828042j 0.00559145-0.042224j 0.00584043+0.00634835j 0.0267334-0.0280526j -0.0205164+0.0170089j 0.0407935-0.00716045j 0.0124552+0.0373389j -0.0149532+0.00794184j -0.00271946-0.0120159j -0.0366166+0.0250017j -0.0131962-0.0333233j -0.0294769+0.00290595j 
9.28295e-06-0.000169314j -0.00218395-0.00415384j 0.00404541+0.00167752j -0.00396205-0.00220339j 0.00348999+0.00289762j -0.00348305+0.00914124j 0.00246116-0.000123136j 0.00121773-0.000885147j -0.00607608-0.00087866j -0.00633779+0.000111045j -0.000903418+0.00101844j -0.00594752-4.98362e-05j -0.00292918+0.00723811j -0.00216224+0.00128704j -0.00757104-0.00321205j 0.00523195+0.00499467j -0.00249181-0.000453769j 0.0052655+0.00360597j 0.00191697+0.00454156j 0.000308194-0.000955948j 0.000552149-0.00442212j 0.00536926+0.00237212j 6.72793e-05+0.000436752j -0.00161286+0.00244509j 0.000716022-0.00301167j 0.00139296+0.00690477j 0.00661996-4.25722e-05j -0.00568944+0.00133405j 0.00561708+0.00146011j -0.0022079+0.00596478j -0.000667601-0.00061389j -0.00125433+0.0019139j -0.000126302+0.00303327j -0.00277401+0.00424952j 0.000998534-0.00355551j -0.0028317+0.00198579j -0.00135978+0.00407845j -0.0026183+0.000662804j 0.000755313-0.00594177j -0.00210626-0.00148425j -0.000351891-0.00106305j -0.00556709+0.00884224j -0.000711995+0.0027978j -0.00774603+0.00587287j -0.00110317-0.00289006j 0.00194505-0.00216004j -0.00178174-0.00569388j 0.000813824+0.000394597j 0.00202213-0.00374709j -0.00337668+0.00608271j -0.00380623+0.000266171j 0.00357067+0.00592154j 0.00447185+0.001383j 0.00387026-0.00214907j -0.00296602+0.00292217j -0.000307371-0.00149504j 0.00517599+0.00486813j 0.000877722-0.000111194j -0.00115649-0.00055595j -0.000608037+0.00184524j 0.0008396-0.00299067j -0.00301292-0.00301277j -0.00413892-0.00675639j -0.000170486-0.000955824j -0.000655905+0.000751292j -0.00125432-0.00115995j 0.00213604+0.0027461j 0.00475588-0.00154582j -0.00142456-0.00544297j 
0.000857455+0.00123163j 0.00374188+0.00328539j -0.00106579+0.00204855j -0.000610275-0.00127025j 0.00590807-0.0033484j 0.00510307-0.0144981j -0.00634805+0.00508219j -0.00700791+0.0106802j -0.000860351+8.08646e-05j 0.00111042-0.0103448j -0.00191621-0.0078626j 0.00846177-0.0059498j 0.00733495-0.007059j 0.00561775-0.00762215j 0.00339274+0.000883173j -0.00252949-0.00659339j 0.00626649+0.000394123j -0.00472227+0.000732993j -0.00473629+0.00615604j 0.00124512-0.00217176j -0.00100003+0.00148947j -0.00180507+0.00181665j -0.00687831-0.00142701j 0.00466743-0.00308712j 0.00236256+0.00371299j -0.00050389-0.00506393j 0.000545706-0.00443011j 7.59515e-05-0.00156893j -0.00792424+0.0108803j 0.00525853-0.003619j -0.00730525-0.0112933j -0.00280765-0.00692422j -0.0087539-0.00521689j 0.00157812-0.00291914j -0.00502705+0.00189452j -0.00229842-0.0179001j 0.00378565-0.00248123j 0.0099433+0.00430127j 0.000288089-0.000598397j -0.0031512+0.00321829j 0.00279809+0.00439247j 0.00226007-0.00423177j 0.00192823+0.0017777j 0.00286293-0.00148034j 0.00384234-0.00406603j -0.00131372+0.0023152j 0.00135291+0.00404188j -0.00112758-0.000430256j 0.000217636+4.38035e-05j 0.00132076+0.000748649j 0.00192401-0.00130722j -0.00246416-0.00213101j -0.00174194-0.0031952j -0.00157419+0.000851468j -0.00138971+0.00231644j 0.00213319-0.000979737j -0.00229572-0.00243389j -0.00126432+0.000861857j 0.00181172+0.00257573j -0.000347126+0.00111773j -0.00181468+0.000434882j 0.00255493-0.00179036j -0.000444561+0.002294j 9.8404e-05-0.00182444j 0.000939354+0.00169554j -0.00160272-0.00224525j -0.000989126-0.0014524j -0.00144957+7.77824e-05j 0.00133219+0.00290485j 
-0.00267886-0.00162333j 0.00146337+0.00202839j 6.01553e-05-0.00103956j 0.00638129+0.00463951j -0.00961776-0.00072806j -0.00203493-0.00110189j 0.00701241+0.000120101j 0.00643514-0.00809721j -0.00262802-0.00132604j -0.00176584+0.00194729j 0.00426841+0.00544905j -0.00994352-0.00129312j -0.00379203-1.82203e-05j -0.00054146+0.000166039j 0.00737747+0.00244817j -0.00920054-0.00138873j -0.00423502+0.00131388j -0.00020631-0.00387451j 0.000660818-0.0020537j -0.0033139+0.000498476j -0.00186145+0.00161355j 0.00213082-0.0083019j -0.00469346-0.00264481j -0.00275051-0.00308933j -0.00242322+0.00162355j 0.00232187+0.00119763j -0.00223108+0.00207183j -0.00206638+0.00244333j 0.00261184-0.00397616j -0.0103733-0.00122686j 0.00155171+0.00201571j -0.00311431+0.00565957j 0.00518264+0.00413818j 0.00485147-0.00705381j 0.00170943-0.00219568j -0.000973848+0.00686765j -0.00513696+0.00122737j -0.00306263+3.97448e-05j 0.00794852+0.00538145j 9.47621e-05+0.00151218j 0.000247306-0.000584918j 0.00374041-0.00424378j 0.00329484-0.0040075j 0.00692064+0.000491499j -0.0040803-0.00193804j -0.00285565+0.00217348j -0.00016153+0.00567671j 0.0028525+0.000427695j -0.00194058+0.0029329j 0.002019-0.00512437j -0.00104417+0.0015478j -0.000411066+0.0020718j -0.00271482+0.0050463j -0.00368983-0.000104494j 0.000146696+0.00390673j 0.000940442-0.000935707j -0.00369769-0.00440666j -0.000367797+0.00145935j 0.00160661-0.00131273j 0.000129521+0.00391255j -9.90805e-05+0.00227746j 0.00337103+0.00205365j 0.00295523+0.00671891j -0.000399121+0.00417131j 0.000420486-0.00138737j -0.000584294-0.000233089j -0.00259297-0.00489636j -0.00375172-0.000296539j 0.00227519+0.00429339j 
0.00140191-0.000106287j -0.000102967-6.66076e-05j 0.000796764+0.000246066j -0.000222278+0.00525561j 0.0101706+0.00444284j -0.00388855+0.00481811j -0.00431011-0.0115155j 0.0143728+0.0129794j -0.000362899+0.00869687j 0.00893771+8.56836e-05j 0.00150362+0.000733594j 0.00557272+0.00797457j -0.000508094-0.000765392j 0.00649592+0.00863597j -0.000948419-0.00310155j -0.00698305+0.00257916j 0.00314464+0.00136805j 0.000604621-0.00137229j -0.000873638-0.00013181j -0.00275445-0.00715432j -0.00470588-0.0024378j 0.00170086-0.000654411j -0.00119794+0.00601404j -0.00472977+0.00464967j 0.00339408+0.0073878j 0.0034399+0.0126465j 0.00183607-0.00380373j 0.00144554-0.0045594j 3.83191e-05+0.00018054j -0.0085126-0.00583984j -0.00232523+0.00249804j 0.00929836+0.00029299j -0.00268119+0.000184189j 0.00234439+0.00915835j 0.00378091-0.00468324j -0.0018981+0.0106107j -0.000305803+0.000600492j -0.00102727-0.00638526j 0.00111067-0.005498j -0.0035411+0.00359387j 0.000762816+0.0002054j 0.00360269+0.00108305j -0.00393185+4.7167e-05j -0.00218162-0.00158554j 0.00199127-0.00218232j -0.0029628+0.000269845j -0.00101078-0.00347451j 0.00108289+8.79304e-05j 0.00195626-0.00140262j 0.00212524+0.00203643j -0.0010364-4.01128e-05j -0.0191618-0.00315441j -0.0154153-0.00508985j 0.00296369-0.00056851j -0.00022229+0.000597075j 0.00540642-0.000140072j 0.00216143+0.000763904j -0.0011197+0.00082122j 0.00350554+0.00184165j -0.00178236-0.00239555j -0.0029179-0.00246355j 0.000309711-0.00188183j -0.00192829-0.00202869j -0.000169903-0.00191008j 0.00141074-0.00123228j -0.000727406-0.000341191j 0.000614986+0.000460585j 0.0012699-0.000295438j -0.000149627-0.000223234j 
-0.000422701-0.00112193j -0.0036317-0.00814655j 0.000760516+0.00121172j 0.000977125+0.00799904j 0.000376753+0.000900435j -0.00358117+0.00166582j 0.00578184-0.00633322j -0.00168618-0.00420952j -0.00560769+0.00534733j 0.00210081-0.00402959j 0.00288825+0.00379363j -0.00573904-0.0084105j 0.00441539+0.00348236j -0.00247256-0.0009821j 0.00191696-0.00470877j -0.00208677+0.00167494j -0.00197553-0.00136781j 0.00173611-0.000477228j 0.0048633-0.00083252j -0.0024879-0.0001609j 0.000882576-0.0020847j -0.00263985-0.00392932j 0.00628242+0.000770924j -0.00272593-0.00232537j -0.00162028+0.000164385j 0.00217152+0.00373512j -0.00133813+0.00187207j -0.00126749+0.000557314j -0.000220563-0.000889814j 0.00481882+0.00344709j 0.00302855-0.00101717j 0.00316305+0.00694407j 0.00371884-0.00316986j 0.000861478-0.00961876j 0.000386997-0.000883787j -0.00752179+0.0147402j -0.0015096-0.00607442j -0.00579374-0.00103262j -0.00135313+0.00265747j 0.00118751-0.00519465j 0.00155755+0.0051408j 0.00207201+0.00267031j 0.00137355-0.00485161j -0.00104214+0.00654247j 0.00170553-0.0014033j 0.00240721-0.00329907j -0.00040882-0.00176203j 0.00139988-0.00052906j -0.00157644+0.0014122j -0.000636676-0.00404946j 0.00063747+0.00282624j 0.00654534-1.43783e-05j 0.00465014-0.000397795j -0.00357128-0.00314718j -0.00376061-0.00159301j 0.00238384+0.00468603j 0.000276153-0.000519898j 0.00036014-1.41904e-05j -0.000202782-0.000211474j 0.000335327-0.000470225j 0.000831819+0.00201079j 0.00168376+0.00251846j -0.000830234+0.00215163j 0.000896961+0.0039423j -6.37955e-05+0.00108081j -0.00081686-0.00187566j 0.00160705-0.000871311j 0.000691176+0.000482135j -0.000685532-0.00301569j 
-0.00128847+0.00153862j -0.00200832+0.00134719j -0.00321387+0.00598531j 0.00655397-0.00152546j 0.000507762-0.00359807j -0.000194507+0.00160649j -0.0164468+0.0108418j -0.0036219+0.00531517j -0.0083319+0.0130148j -0.00424761-0.001598j -0.00466637-0.00170296j -0.000275476-0.0067625j 0.000525732+0.0014143j 5.55214e-05+0.00499739j -0.00466377+0.00242242j 0.00218334+0.00209753j 0.000222047-0.00379794j -0.00334836-6.80668e-05j 0.000713761+0.00292685j -0.00352358-0.0053834j 0.00212476-0.00267026j -0.000890697+0.000113306j -0.000670418-0.000119628j 0.00191115+0.0015633j -0.00297548+0.00216285j 0.00105138+0.00982887j 0.00546598-0.00251962j -0.00448639-0.00341909j -0.00412082+0.00315859j -0.00934179+0.00927538j -0.00405737+0.000541881j -0.00735549-0.000492337j 0.00347371-0.00230836j 0.00137086+0.0107751j 0.000839346-0.00127918j -0.00132648+0.00720785j -0.00197704-0.00054836j -0.00148081-0.00201999j 0.0042646-0.0041834j 0.00523791+0.00049345j -0.000405718+3.42313e-06j -0.00234942+0.000888209j 0.00443931-0.00202621j 0.00176944+0.00209694j -0.0028882-0.00184245j 0.00313236+0.00310867j -0.00120883+0.000433695j -0.00114558+0.000942653j -0.00203698+0.00118906j -0.00562022+0.000847953j 0.0032589+0.00028346j 0.018713-0.00272414j 0.0153615-0.00138888j -0.00197537-0.000818767j -0.000581337+0.00461099j -0.00395612-0.000447344j -0.00140709-0.000826086j -0.00062874+0.00163006j -0.000122488-0.000451899j -0.000454014+0.000422005j 0.00103705-0.000753515j 0.000165005+0.00125279j 0.00131649+0.000967604j 0.000404616+0.000640946j -0.000313932-0.00158188j -0.000325939-0.000179322j -0.000432962-0.000580647j -0.000381413+0.00037644j 0.000233262+6.12139e-05j 
0.000853887+0.00272222j 0.00123529+0.00386391j -0.00523012-0.00513719j -0.00630451-0.00682857j 0.00930999-0.00246587j 0.00087044-0.00069536j 0.00346785-0.00735295j 0.000794282+0.00190205j 0.00483051-0.00918119j 0.00613904+0.0136166j 9.59276e-05-0.00751848j 0.00669111-0.000457889j 0.000504355+0.00398924j -0.00459644+0.00423126j -0.000112624+0.000196896j -0.000422693-0.00543566j 0.00120282-0.00208276j 0.00184134-0.00218636j 0.00299762+0.00275096j -0.000979548+0.00030125j 0.00238016+0.0021764j 0.000910646+0.0129366j 3.97816e-05-0.00158467j -0.00505682-0.00588462j -0.00305385-0.0148247j -0.0058411-0.00889404j 0.0026862+0.00506342j 0.00154094-0.00377115j 0.00639717-0.00227424j 0.00420804+0.000571834j -0.0082755+0.00465397j 0.00516975-0.000516554j 0.00641379-0.00351982j 0.00546881+0.00260859j 0.00370689-0.00030142j 0.00215499-0.0123849j -0.000617762+0.0037362j -0.00523369+0.00296283j -0.000940786+0.00384275j 0.00483835+0.00177033j -0.00108393-0.00468562j -0.00093782+0.00140077j -0.00202415-0.00345303j -0.00236031-0.000792242j 0.0067093+0.000798342j -0.00328641+0.00429071j 0.000155104-0.00283185j -0.00100768+0.00169961j -0.000152684-0.000337833j 0.000325743+0.00544606j 0.00039932-0.00314702j -0.00127602+0.00481471j -0.000682663+0.000193749j -3.48577e-06+0.000940875j -0.00285472+0.00230464j 0.000702972-0.00624381j 0.000763089+0.00449361j 0.000575353+0.000999836j 0.00101827+0.00343736j -0.00172285-0.000452573j -0.00146351-0.00116163j -0.000427755-0.0014027j -0.00288907-0.00311451j 0.00221335-0.00558366j 0.000759069+3.65928e-05j 0.00354824+0.000952867j -0.00115352+0.00312951j 0.000926613+0.0023971j 8.80643e-05+0.00190808j 
-0.00333593+0.000395185j 0.00136126-0.0025591j 0.00716386+0.00609387j 0.00634175+0.000656145j -0.00267923+0.00352495j -0.00231508-0.00391684j 0.00717944-0.00103525j 9.54798e-05-0.000910841j -0.00692188-0.00964092j -0.00360097-0.00541214j 0.00610502+0.00170723j -0.00189605+0.000974298j 0.00357632+0.00439421j 0.0032023+0.00337819j 0.00364505-0.00221513j -0.00721212-0.0049126j -0.00775632+0.0034237j 0.0010149-0.00257736j 0.00174099+0.00162099j -0.00862878+0.000470457j 0.000200251+0.00182325j 0.00383556-0.00468757j -0.00658319-0.000436096j 0.0026346-0.000165715j 0.00450236+0.00333723j 0.00097033+0.00229636j -0.00167306+0.00107539j 0.00895289+0.00127945j -0.00110394+0.00524082j -0.014076-0.00358221j 0.00714143-0.00352812j -0.00226755-0.000877788j 0.0024936+0.00781645j -0.00195523-0.0022772j -0.00414044-0.00111836j -2.73517e-05-4.99628e-06j 0.0013987+0.00377549j 0.00280228+0.00283562j 0.00217496+0.00150745j -0.0058614+0.00158859j -8.52337e-05+0.00078366j 0.00200415-0.00234422j 0.000469809-0.001798j 0.0075104-0.000641223j -0.00666951-0.00633695j 0.0028392+0.00137478j -0.00272565+0.0089585j 0.00226565-0.002691j 0.00220986+0.000940185j 0.000415724-0.00766526j -0.00207067+0.00492229j -0.00108357-0.000233473j -0.00260036+0.00545281j -0.00213057-0.0024092j -0.00207216+0.00474062j 0.00277931+0.00468905j -0.00030661-0.00659275j -0.0019434-0.000770772j 0.0024103-0.00395083j 0.000909017+0.00797803j 0.00158828+0.000806268j 0.00163469+0.00107794j 0.000677297+0.00282694j -0.00132931+0.00560609j -0.000372109+0.00144323j 0.000794151+0.000338479j -0.00460837-0.00423993j -0.000547081-0.00291216j -0.000470772+0.000168976j 
-0.00354005+0.00289897j 0.000789998-0.00651499j 0.00238081+0.00231149j 0.00568939-0.00299092j 0.00465307-0.00735894j -0.00872444+0.00021932j -0.00710689-0.00485092j -0.000229327+0.00167129j 0.0105523+0.00686403j 0.00319816+0.0113972j -0.0120338-0.00307849j 0.00632099+0.00421586j 0.0100686-0.00209239j -0.000266451+0.0014943j -0.000587616-0.00646633j -0.00325466-0.00498452j -0.0117877+0.000637175j 0.00069293+0.00153167j 0.00713805-0.00576739j -0.0013518+0.000196992j 0.00490042+0.00457049j -0.00351912+0.0109595j 0.0149418+0.000892588j 0.00155743-0.00164873j 0.00704316-0.00669355j -0.00201493-0.00499418j -0.00489493+0.00544875j 0.0124497-0.00633548j -0.011602-0.00687858j 0.00666681-0.00311219j 0.00293564+0.00878484j -0.000512122-0.00175348j 0.00681848-0.0013528j 0.00185543+0.00907274j 8.22943e-05+0.00426623j -0.00544571-0.00445942j 0.000434617-0.00396421j 0.00132205+0.000787831j -0.00148341-0.0039173j -0.0073672+0.000420175j -0.00201737+0.00036124j -0.00443236+0.000730796j -0.000552801-0.00420241j 0.00192754-0.000326583j -0.0117147-0.00037748j 0.00855988-0.00161443j -0.00497577+0.011202j 0.00563386-0.00487914j 0.00112393+0.00117478j -0.00265043-0.0124995j -0.000921989+0.00647758j 0.000253569-0.00681424j -0.00254996+0.00252714j -0.000984478-0.00476122j 0.00185205+0.00558617j 0.000669284+0.0110903j 0.000145553-0.00934843j -0.00223904+0.00042137j 0.00363779-0.00507759j 0.000296918+0.00799028j 0.00196423+0.00113368j -0.000582598+0.0020487j 0.0013114+0.00290506j -0.00228597+0.010357j -0.0039324+0.00453961j 0.00118244+0.000565443j -0.0034254-0.00254578j 0.00159363-0.00225725j -0.00145204-0.00622523j 
0.00269463+0.0034428j 0.00270436+0.00683672j -0.00350079-0.00880724j -0.000706269-0.000152177j -0.00328068-0.00376744j -0.00011763+0.00152366j -0.00245176-0.00742569j 0.00680097-0.00489106j 0.00278194+0.00780504j 0.000110068+0.00753174j 0.00251332-0.00101444j -0.00776193+0.000403308j -0.0048642-0.00665196j -0.00036244-0.00161576j 0.00332722+0.00234737j -0.00223828+0.00224464j 0.00284512+0.000236569j -0.000912035+0.00230108j -0.00216405-0.000857189j 0.00505255-0.000768459j -0.00390291+0.000937753j -0.00244517-0.00365899j -0.00697205-0.00132561j -0.00700121-0.00259973j -0.00261841-0.00342987j 0.00427952-0.00420496j 0.00397984-0.00112322j -0.00918137+0.0007852j 0.00182515-0.00793365j 0.000245074+0.00158455j -0.0113194+0.00394631j -0.00154937+0.00553245j 0.00128573-0.000233371j 0.00493991-0.00533307j 0.00456498-0.00251381j -0.00219433-0.00329982j -0.00368594+0.000100771j -0.000937197-0.00333196j 0.00432743-0.000317471j 0.00292717+0.00482076j 0.00163488-0.0033855j 0.00292971-0.00202603j 0.00126474+0.00125812j 0.00194632-0.00218539j 0.00309085+0.00102109j -0.00614978+0.00157435j 0.00254382-0.000794864j 0.0019144+0.00225801j -0.00261329-0.00147832j 0.0013837+0.00601787j -0.00126213-0.00265129j -0.00279472+0.00484241j -0.00204938-0.00078642j 0.000334345+0.00224498j 0.000835906+0.00259931j -0.00105805-0.00869906j -0.00229451+0.00159881j 0.00152711+0.00282607j -0.000304116+0.00289082j -9.16689e-05-0.00260347j -0.00183665-0.000631791j 0.00203041-0.0043383j 0.00148847+0.000786441j 0.0014365-0.00421039j 0.00120349-0.00217326j -0.00331098-0.000827496j 0.000670306-0.000675594j -0.00199511+0.00093343j 0.00245594+0.00570309j 
-0.00213722-0.00262663j -0.00110307-0.0031332j 0.00614807+0.00265016j -0.00205111-0.00144895j 0.00231576+0.0045104j -0.00191806+0.00349064j 0.00441335+0.000404024j 0.00216237+0.00196098j -0.00387098-0.00485886j -0.00151592-0.00601551j 0.00237364+0.000502022j -0.00167773+0.00648918j 0.000705196+0.00134169j 0.0034058-0.00139451j -0.00454267-0.00456202j 0.00276161-0.001247j -0.00013382+0.00229678j 0.00179476+0.00165397j 0.00457553+0.00526966j -0.00345682-0.000570447j -0.00315238-0.00178316j 0.00335933-0.000114644j -0.000839479+0.00365249j 0.00150842+0.00583085j 0.00238617-0.000304863j 0.00151806+0.00627851j 0.00285574-0.000167686j 0.00623293+0.00203962j 0.00128632+0.0052527j -0.00519633-0.00331986j 0.00505215-0.00289141j 0.00287748-0.00168768j -0.00407756+0.00524761j -0.00558617+0.00122476j -0.0015659-0.00253793j -0.000662834+2.05145e-05j 0.00460078+0.002291j 0.00359231+0.00186406j -0.00228292-0.00365527j -0.00394343-0.00371551j 0.000192867+0.0019472j 0.00201038+0.00553932j 0.00165528+0.0011475j -0.000373681+0.000736796j -0.00312606+0.000977037j 0.00135019-0.00266054j -0.00345871-0.000701308j 0.00129155+0.000734322j 0.00448964-0.00328976j -5.61412e-05+0.000870875j -0.00209418+0.000326654j -0.00423274+0.00186941j -0.00521742+0.000753064j 0.00316186-0.00149232j 0.000864523+0.00444232j -9.51726e-05+0.0029452j 0.00157144-0.000784219j -0.000776268+0.000344911j 0.000819244-0.000169364j 0.00238763+0.00400186j -0.00214419-0.000314769j -0.00176759-0.00400853j -0.00100582-0.00023289j 0.00142855-0.0037089j 0.000325679+0.00170498j 0.000227675+0.000483274j 0.001836+0.00684513j 0.00499477+0.00213259j -0.000755571-0.00788495j 
-0.00278508-0.00352108j 0.000550003+0.00143467j -0.00165842-0.00442121j -0.00376666+0.00294488j -0.00598239+0.0024503j -0.000850255+0.00302318j 0.00147601-0.00578119j 0.00262225-0.00465828j 0.00497929-0.00173624j 0.00541487-0.00103189j -0.00278001+0.0016769j 0.00191735+0.00615011j -0.0028684-0.00590359j -0.00225524-0.00755192j 0.0029554-0.00123918j 0.00228068+0.00253527j 2.44912e-05-0.000288976j 0.00146105+0.00145138j -0.00359153-0.00254644j 0.0121154+0.00420909j -0.00111288+0.000966431j -0.00141457-0.00428261j 0.0105264-0.00101282j -0.00267923-0.000766624j 0.00129851+0.00185829j -0.000683965-0.00192258j -0.00604964+0.00301724j -0.00329367+0.00203277j -0.00190283-0.00744477j 0.0122057-0.00624501j 0.00507031-0.00198017j 0.00315437-0.00139122j -0.00559203+0.000588482j -0.00335897-0.0043885j -0.000839386+0.00176606j -0.00277167+0.000315963j 0.000666268-0.00349447j 0.00129947-0.00143811j -0.00187139+0.000248194j -0.00633885-0.00152557j -6.84083e-05+0.000595359j -0.000763125-4.60271e-05j -0.00444864+0.00212262j -0.00419047-0.000402432j -0.000798182+0.00314593j -0.00250454-0.00298444j 0.000485381-0.000808592j 0.000192968-0.00270995j -0.00164536-0.00116539j 0.00490265-0.000197834j -0.00243772+9.69556e-05j -0.0135824+0.000664971j -0.0110057-0.000438779j 0.00298244-0.000397005j 0.00313147-0.00428239j 0.00169924+0.00148258j 0.000760872-0.000316633j 0.000203596-0.00128366j -0.000641595-0.000532207j -0.000295846-0.00181661j 0.000125515-0.000289369j -0.000503099-0.00207203j 0.000169882+3.53221e-05j -0.00116657+0.00167632j -0.00116427+8.96786e-06j 0.00119282-0.000197864j 0.00131641-0.000251448j 0.000205088-5.99402e-05j -0.000160233-0.00183237j 
0.0109255-0.00115821j -0.00338196-0.00694341j -0.00190249-0.00224023j 0.00104295+0.00366774j 0.0103329-0.00334139j 0.00137278-0.00289106j 3.97028e-05+0.00334245j 0.000253471+0.00501907j 0.00985614+0.00347468j 0.000347527+0.00222296j -0.000707632-0.00296617j 0.000477444-0.00287688j 0.00115696+0.00239555j 0.00317881+0.00228478j -0.00741265+0.000355865j -0.00471032+0.0039663j 0.00721714-0.000138095j -0.0019212+0.000374507j 0.00262259+0.000256597j -0.0103116-0.00880413j -0.00136665-0.00217947j 0.00113341+0.0136505j -0.008238+0.0049988j 0.00579251+0.00576898j -0.00325748+0.003101j 0.00121079-0.00382208j 0.000590903-0.00362549j 0.00794377-0.00138025j 0.00145395+0.00498589j -0.00427138-0.00486361j -0.00805672+0.00822882j 0.00686812+0.00245678j 0.00208477-0.00875719j 0.000317265+0.00150392j 0.00795251-0.000944008j 0.00337371+0.00157393j -0.00275997-0.000352792j 0.00198305+0.000920677j 0.00105242+0.00136653j 0.0102786+0.00421106j -0.00181337-0.000628582j 0.00206544-0.0029046j 0.00279871+0.00208153j -0.000662059+0.000424545j 0.00369313+0.000522329j -0.00213477+0.00123744j 0.00162977-0.00430312j 0.000816704+0.00184339j 0.00198663+0.00161947j -0.00191927+0.00256184j -0.000371274-0.00135945j 0.00296068+0.00243771j 0.00292243+3.21979e-05j -0.00294473-0.000745488j -0.000165795-0.00570632j -0.00225772-0.002318j 0.00040862+0.00594217j 0.00342166+0.00186332j -0.00111949+0.0022411j 0.000503959-0.00384231j -0.00161924+0.00120218j -0.000555802-0.00163399j -0.000557301+0.0015901j -0.00175785-0.00126534j 0.00297952+0.00103045j 0.000625636-0.000675701j 0.00287052+0.00144623j -0.00273244+0.00159122j 0.00133436+0.00243382j 
-0.00155517-0.00538936j 0.00212924+0.00466614j -0.00541401-0.00185561j -0.00309771+0.000891625j -0.0028419+0.00298471j 0.00590672-0.00154708j 0.00264835+0.00854463j -0.000453947-0.00155297j -0.00174571-0.00526483j -0.00388083-0.00440819j 0.000934323-0.000789557j -0.000367911+0.00190003j -0.005716+0.00137389j -0.00197556-0.00335101j 0.00209753+0.005337j 0.00248627-0.0018501j 0.00722856-0.0016299j -0.0013845-0.00110854j -0.00444035+0.00457914j 0.00680377-0.000120817j -0.000189223-0.00122286j 0.000801939-0.000367778j 0.00093418+0.00269444j 0.00464314+0.00113118j -0.0031835+0.00678449j -0.00131597-0.000427186j -0.00438036-0.00241133j -0.00462199+0.00650145j 0.00513267-0.00111028j 0.0034444-0.00135725j -0.00156139-0.00225551j 0.000541799-0.00317906j -0.00469679+0.00125999j -0.00409984-0.000372974j -0.00152927-0.0011136j 0.00534237-0.00318219j -0.00124154-0.00044408j 0.00362897+0.00256112j 0.00201679+0.00425965j 0.00368651+0.000453328j -0.00227033-0.00130951j 0.00155835-0.00175726j -0.000685698+0.00324399j -0.00203977+0.000178471j 0.00622117+0.000911791j -0.00270579+0.00289221j 0.00256307-0.00210786j -0.00171436+0.00228325j 0.00143059+0.000327532j 0.00328554+0.00417516j -0.000736394-0.00312948j -0.000528339+0.000683624j -0.00083928+0.00177987j -0.00104624+0.00157026j 0.00207351-0.00386578j -0.00353743-0.00424807j 0.00181354+0.0073156j 0.00305246+0.00106331j 0.000560035+0.00266983j 0.000768539-0.00288118j -0.00388597-7.18326e-05j -0.000794822+0.000809041j -0.00263743+0.00172218j -0.00318347-0.00138572j 0.00139949+0.000540201j 0.00230095-0.000385117j 0.00200302-0.00179726j -0.00245949+0.00106728j 0.00244875+0.00463738j 
