-0.00217718+0.0147145j 0.00553767-0.0536652j -0.016524+0.0105014j 0.0450923-0.0251956j 0.0175899+0.00139013j -0.0144618+0.0131959j -0.048421-0.00416806j -0.00178071+0.00377857j -0.029843-0.010326j 0.00471619+0.00504773j 0.015467+0.017481j 0.0381925+0.0109139j 0.00649784+0.0091057j 0.00735393+0.0254631j 0.00273582-0.00166594j 0.00365513+0.0189212j 0.00406022-0.000377264j 0.00905021+0.01309j -0.0165531-0.0162716j 0.00595274+0.0118365j -0.0132475-0.00886132j -0.0078882-0.0166811j 0.00576654+0.00681999j -0.00452107+0.0256227j 0.0126399+0.00930478j -0.00432196-0.0223662j -0.00961608+0.00970066j 0.00239982+0.00908662j 0.00962043+0.00589202j -0.0128282-0.00849438j 0.00274796+0.0161109j -0.00834489+0.00769978j 0.00411754-0.0123366j 0.00618675+0.00405712j 0.0111844+0.0306291j 0.0136376+0.0137717j -0.0209477+0.0265349j 0.00409198+0.00635508j 0.00292171-0.0142097j 0.00159912-0.0176017j -0.00991165-0.0118474j 0.00138551+0.00928749j -0.00327404+0.0261478j 0.0120138+0.00690111j 0.00411739+0.0349657j -0.0196587+0.0379136j -0.00771919+0.00017821j -0.00841892-0.0122856j -0.00424558+0.00309697j 0.00943209-0.00646378j -0.00332028-0.00773924j 0.00639213-0.00954676j 0.0168473+0.0016862j -0.00537077-0.0302863j 0.0115105-0.0225656j 0.0112999-0.0136634j 0.0126522-0.0219198j 0.00201536+0.00887583j -0.0533944+0.0279674j -0.0230345-0.000551643j 0.0155873+0.0126334j 0.0505151-0.00827761j -0.00667668+0.051509j 0.0228067-0.0344757j 0.0386426-0.0567981j -0.01827+0.0375873j 0.0748411+0.0740067j 0.0512639-0.0285785j -0.0282125-0.0723197j 0.0714616+0.00296276j 0.0167002+0.0551917j -0.0813575-0.0625189j 0.0162538+0.0332612j 0.0150744+0.0565662j 0.109031+0.0798918j -0.110776+0.144113j -0.0389612+0.0394862j 
-0.00920112+0.0114307j -0.00248434-0.0106632j 0.0196393+0.00094793j 0.0229198-0.0466965j 0.00120259-0.016119j -0.00662699+0.0225216j -0.00752056-0.00724119j -0.0176935+0.0304885j 0.0285365+0.00833091j 0.0020629-0.024674j -0.0298925+0.026215j 0.00375502-0.00732308j 0.015691+0.0365676j 0.0095696-0.0315572j 0.0150859-0.00874967j 0.0157497+0.000901587j 0.00385362+0.0317137j -0.117802+0.0379085j -0.0110852-0.0135245j -0.0236708+0.0327617j 0.018573+0.05018j 0.0107934+0.010405j -0.00253471+0.0262257j -0.0956534+0.101309j 0.04448+0.00744325j -0.0651962+0.050738j 0.0345431-0.0297415j 0.0435311+0.0520973j -0.0110591-0.0165924j 0.0407575+0.103266j -0.0195352-0.0516908j 0.0352156-0.03392j 0.0199454-0.0519829j -0.068572+0.0373875j -0.0491305+0.0322243j 0.0456774-0.0455679j -0.035223-0.0469839j -0.0286098-0.12415j -0.0211381+0.149293j -0.00565318-0.00566758j -0.075951+0.0332994j -0.0579465+0.0105915j -0.0740953-0.0866015j 0.104878-0.0182571j 0.0887731+0.101819j -0.00940066-0.0523627j 0.0351485-0.157679j 0.0117768-0.0632387j 0.0192473+0.327013j -0.193605-0.0414223j -0.14549-0.0717175j 0.101072-0.119489j -0.115109+0.0134955j -0.108427-0.0856464j 0.0338794+0.0275926j -0.108467-0.0888238j 0.00225154-0.0928191j 0.00798732+0.0284836j -0.0259918+0.00898199j 0.00328571+0.00902905j 0.0616252+0.00213669j 0.0728149-0.0110417j -0.12842-0.0146236j 0.0809205+0.0731943j 0.0860974-0.0462156j 0.0454004-0.0404014j 0.0535473+0.010987j -0.0533532+0.0578588j 0.0204807-0.0884325j 0.0207625+0.031679j -0.00247463-0.0335555j -0.00716758-0.0552006j 0.0166261-0.0327656j -0.012537+0.0264204j 0.013168-0.0221782j 0.0177945+0.0128444j 0.0378048-0.0150818j 
-0.0142652-0.0263897j 0.0253477-0.00697928j 0.000248927-0.0372168j 0.0191815+0.00451501j 0.0355218-0.0202759j -0.0141733-0.0108424j -0.0484977+0.0563634j -0.00031044+0.0169315j -0.0547245-0.00306152j 0.0981382+0.0211564j -0.0455473-0.0254599j -0.0248391-0.0892009j -0.0345656-0.0195747j -0.0287172-0.0164463j 0.00531055+0.0170786j -0.0102139-0.00621948j -0.00496931-0.00197419j -0.00699133-0.000268441j -0.0432597+0.0772122j -0.0914961-0.0167638j -0.0204448+0.067009j -0.0384706+0.00488547j 0.0386213+0.0363269j -0.0694385-0.0303693j 0.189638-0.021393j 0.0350118-0.0080154j 0.017868-0.00250706j 0.0022699-0.0146623j -0.0184938+0.028209j 0.0389611-0.201756j 0.126147-0.00687355j 0.0148446+0.0541237j 0.0217328+0.0217678j -0.0541722-0.0137564j 0.0363489-0.039363j -0.0724475-0.00761523j 0.00726115+0.073002j -0.0151998-0.0185783j 0.102518+0.00266528j 0.0887549-0.0267824j -0.00352426-0.0925027j -0.0466409-0.00514687j -0.0064289-0.0989298j 0.197904+0.0734265j -0.192785+0.0809802j 0.0168118+0.0248631j 0.00350549+0.112428j -0.0286988+0.0909565j -0.0982902-0.0551413j -0.0103158-0.0758703j -0.0782241+0.0863664j -0.0280649-0.173629j 0.169626+0.0832374j 0.0187789+0.105417j 0.11592-0.0406118j -0.081438-0.00512501j -0.0682978-0.0847944j -0.0168193+0.0449569j -0.0149781-0.0531666j 0.169016-0.0384676j 0.0182655-0.0418522j -0.00369578-0.0590414j -0.0427752+0.111408j 0.0923744+0.00889451j -0.0108147+0.0328335j -0.0390543-0.0536986j 0.0817387-0.00763022j -0.000852416-0.00802072j -0.0200712-0.0123561j -0.0122347-0.0431368j -0.0412319-0.00648037j -0.00976365+0.0467229j 0.00194681+0.0292178j 0.0417444-0.0239792j -0.0233623-0.0364209j -0.017896+0.00198467j 0.0312381+0.0220284j 
-0.00671004-0.00990035j 0.0377746+0.0223824j -0.00676831+0.0270468j 0.0400031-0.0215167j 0.0264793-0.00172075j 0.000573916+0.033428j 0.0287975+0.0513953j -0.0257971-0.0148831j 0.031207-0.0121278j 0.0266303-0.0252279j -0.0214535+0.0269296j -0.0484389-0.0318726j -0.000154411-0.0124418j 0.0331949-0.0428105j -0.00630981-0.00939323j -0.027365-0.0034179j 0.00794655-0.008624j -0.0887156-0.0214304j 0.00183635+0.113825j 0.0667147-0.00718012j 0.0742122-0.0333285j 0.0361365-0.0266217j 0.0532973-0.0369044j -0.0332379-0.0930279j 0.00649787+0.0086194j 0.0792141+0.0119793j -0.0132223-0.0293251j 0.0402568+0.0397356j -0.0720406-0.0251048j -0.0296397-0.0376162j -0.0115467+0.0156219j 0.0566678+0.0263097j 0.00145+6.45132e-05j -0.103209+0.0398252j 0.0258026+0.0388192j -0.131813+0.0879492j -0.0703747+0.151807j -0.0610406-0.248786j -0.115168+0.10413j -0.104898-0.0395212j -0.0802169-0.0694226j -0.207386-0.139202j -0.0522383-0.0242291j -0.105298-0.0188381j -0.0458424-0.20651j -0.153418-0.000849282j -0.107126+0.0161694j -0.0659944+0.164561j -0.0173354+0.0218253j -0.081055+0.0441695j -0.050066-0.122574j -0.144922+0.0956119j -0.0114863+0.0374146j -0.0807082+0.0234071j -0.0488537+0.0236274j -0.00381668+0.0104257j 0.0191587+0.0821059j -0.100448-0.0049879j 0.0194916-0.00373058j 0.0266449+0.0435991j -0.043126-0.0240266j 0.00817746-0.0783165j 0.0139975+0.0637128j 0.00664523+0.0702025j 0.0362844-0.0242981j 0.0596511-0.00889017j 0.0303468-0.0773123j -0.0531414+0.0444856j -0.0199177-0.0461783j 0.0615584-0.000734237j 0.0660017-0.0201485j -0.0206409+0.00745697j 0.0107038-0.0492933j -0.0162285+0.0580539j -0.0371198-0.0323447j 0.0178392+0.010528j 0.043704+0.0057147j 
0.0188192+0.0188431j 0.00250183+0.0110246j 0.00256116+0.0183895j -0.00367536-0.017115j -0.00111381-0.00808744j 0.0169029+0.00642018j 0.0468792-0.013264j -0.0441567-0.0138943j -0.00469089-0.0111395j -0.0480908+0.0419746j 0.0143339+0.0565368j -0.00189493-0.0209286j 0.073219+0.00988183j 0.025118+0.0751233j -0.0537986+0.00885882j 0.0080643+0.0696577j -0.0674258-0.00437085j -0.00646474-0.0181348j -0.0196141-0.00644669j -0.00885273-0.0414173j 0.0314144+0.040456j 0.0135829-0.0589937j 0.0137918-0.0567791j -0.0451502-0.0484822j -0.0649748+0.00900707j 0.00287677+0.0311228j 0.00389291+0.101482j 0.14435-0.0431027j 0.125708-0.116141j 0.0494802-0.0682472j -0.0153073-0.0402252j 0.0493741-0.0450456j 0.108364-0.0137089j -0.0469645+0.0224007j 0.0258002+0.0110284j -0.0729252+0.0576829j 0.0969985+0.0393707j -0.0154318-0.0514902j 0.0518452+0.0669004j 0.00478273+0.0754907j -0.0226699-0.0389898j -0.0221145+0.0294763j -0.114978+0.000708521j 0.0600441+0.0971834j 0.0543966-0.0358367j -0.0908466+0.0363201j 0.13939+0.0881668j 0.058334-0.0866107j -0.0128806-0.0859531j -0.0918245+0.117509j -0.0397952-0.112772j 0.083507-0.0225507j 0.0260658-0.0695102j -0.0785926+0.0304485j 0.0358835+0.0314541j 0.0248046-0.0536777j 0.028739+0.0151382j 0.0693172+0.0282041j -0.0244899+0.0286614j -0.104857-0.0309559j -0.079225+0.0626578j 0.101609+0.0875885j 0.0135294-0.0144388j -0.0300414+0.0916564j -0.0053622-0.00427558j -0.014957-0.0071219j -0.0819822-0.0160969j 0.0496446-0.0174666j 0.0083318+0.0106251j -0.00431999-0.00358626j 0.0977681+8.67854e-05j 0.00404352-0.0168986j 0.00735845-0.0443025j -0.0273065+0.00447881j 0.0227295+0.0199752j 0.0120741-0.00615037j 0.0185009-0.00539265j 
0.0229735-0.00437376j 0.0115908+0.00453771j 0.00430057+0.000245137j 0.00560416-0.0154779j 0.00358962-0.022245j -0.0267804-0.00257258j -0.00559568-0.0245385j 0.0258053+0.043935j -0.0105329+0.0190472j 0.028574-0.0094198j -0.0116877+0.0155801j 0.0153093-0.052987j -0.0377112+0.0440736j -0.0212942+0.000481055j 0.0667038+0.0459526j -0.0559327-0.0393794j -0.0217194+0.0671707j -0.0199847+0.0825906j 0.11351+0.0680362j -0.0282172-0.0148281j -0.0273818-0.0376115j 0.0769543+0.0137794j 0.00176839+0.0191615j 0.00571158-0.0653302j -0.0216673+0.0163848j 0.046477-0.100537j 0.033128+0.0122989j 0.1072+0.0354444j 0.016344-0.151523j -0.0175933-0.013208j -0.060167-0.0183151j 0.0666532-0.0268544j 0.0101307+0.0328858j 0.0654137+0.0217723j -0.0614179-0.00755595j 0.0602491+0.0854101j -0.0657286-0.0334716j -0.00206051-0.0547705j -0.0693914-0.00301642j -0.0317161-0.0468686j -0.123708-0.0114284j -0.0312898+0.0464933j 0.0525265+0.0447578j -0.101851+0.0659814j -0.0418955+0.00391889j -0.0509127+0.0362686j -0.00718815+0.124639j -0.108203-0.0612547j -0.118169-0.0683601j 0.152213+0.127008j -0.000968625-0.0945475j -0.0440784+0.0217305j -0.045233-0.0130158j -0.00951597-0.00115308j -0.0132255-0.0991424j -0.00824454+0.0440772j -0.056119+0.0830765j 0.00241561-0.0443129j -0.0248505+0.0686442j -0.027605+0.00918795j 0.0207091+0.0101751j -0.0439459-0.0270827j 0.0578634-0.0298624j -0.0473478+0.0636154j 0.0916794-0.000777398j -0.0227104-0.0481104j 0.0169875-0.0470462j -0.00758407-0.0150633j -0.058842-0.0153069j 0.0247533-0.0200544j -0.00570053-0.036213j -0.00397674+0.000134631j 0.015026-0.0399192j 0.00466058-0.0148658j 0.00785519-0.0343707j 0.00164709-0.00358677j 0.0126196+0.0268907j 
-0.0141405+0.00681j -0.0167037+0.00841649j 0.00147849+0.00547435j -0.00463798+0.00838249j -0.0323247+0.0139865j -0.00921518+0.0211457j -0.0302977-0.0386552j 0.00183816+0.019768j 0.0122251+0.0675301j 0.0280555+0.0597574j -0.0133948-0.0311039j 0.00847605+0.0352495j -0.00193504-0.0488893j 0.00336089+0.00827325j -0.0216621+0.0351543j 0.0512701-0.0414896j 0.0185418-0.0561742j 0.0471211-0.0350579j -0.0208423+0.0531776j -0.0493575+0.0746243j 0.0624699-0.00258964j 0.0125042-0.0666748j -0.00274055-0.0674911j 0.0297948-0.0464495j -0.0274156+0.0401881j -0.0678427-0.116175j 0.0101451+0.0277011j 0.0787289-0.0440324j 0.0513538-0.0110113j 0.00519453-0.0201022j -0.0507785-0.020116j -0.0209982-0.0661345j 0.126393-0.0665409j 0.133311+0.0192684j 0.0608324-0.0154448j 0.0252826+0.0181114j 0.0601229-0.0448983j 0.0618631-0.0275933j -0.120837-0.133747j 0.125765-0.00728862j 0.0282135-0.05538j -0.00454985-0.0646555j -0.0445193+0.0801159j -0.0999095+0.0482255j -0.0499969-0.12672j 0.075796+0.0696343j -0.0311155-0.0150485j -0.0587791+0.0205868j -0.0425105-0.0663458j 0.235726-0.0115535j -0.0421584+0.0664606j -0.0924529+0.0171816j 0.0774792+0.0264792j 0.0436217+0.00746579j -0.0124199-0.0545771j -0.0522591+0.0310101j -0.0164003-0.0203696j -0.0372686-0.0602869j -0.0360839+0.0134065j 0.0251745+0.0995812j 0.0295101+0.0188644j 0.0141743-0.077239j -0.0413241+0.0312511j 0.0188588+0.0061488j -0.0129565+0.0559626j -0.0215368-0.0154528j 0.0121551-0.00735176j -0.0283446+0.0470305j -0.03479+0.104048j -0.0274194-0.0359649j -0.0187568+0.055285j 0.047255-0.0634953j -0.0122799-0.0142041j -0.0154468-0.0249816j 0.0159093+0.0459756j -0.0134064+0.00359174j -0.023094-0.0134769j 
0.015837+0.00458203j -0.00704594+0.0333122j -0.0138867+0.0297853j 0.0186812+0.0283987j -0.0161336-0.0219393j -0.0199279-0.0213743j -0.021763-0.0142776j 0.0297704-0.00761919j -0.00556443+0.0205943j -0.00796544+0.0114795j 0.0675047-0.00845952j 0.00138594+0.0345328j -0.00491289+0.016791j -0.0298746-0.0165133j 0.018005-0.0747722j 0.0720157+0.00904561j -0.0357183-0.0126553j 0.108989+0.0502789j -0.00561285+0.0204598j 0.113164-0.0565375j -0.0710424-0.0076165j 0.0196467+0.0229869j 0.00672157+0.029417j -0.0255843-0.00448277j 0.0398696-0.0912228j 0.0756404-0.0630766j 0.0243979+0.0151962j 0.0270421-0.0474782j -0.0478105+0.123316j -0.0785959-0.0396914j 0.0178047-0.017842j 0.0357235-0.0276641j -0.133015+0.00264225j 0.167666+0.0655603j -0.0389093-0.019884j -0.0589276+0.0881661j -0.0363875+0.0598111j 0.115075-0.143139j 0.0315193+0.0443619j 0.0716023-0.0330498j -0.139386-0.0493476j 0.00323422+2.8186e-06j -0.0514862+0.00729262j -0.163236+0.00762271j 0.0157985+0.0380563j 0.0505215-0.00167147j -0.0170355-0.0289269j 0.0321973+0.0866969j -0.0932965+0.178105j 0.0509617+0.0316524j -0.0820464-0.0175888j -0.0173851-0.0445349j 0.0998388+0.000621596j -0.0307706+0.00131513j 0.0979532+0.0118855j -0.0565075+0.0209663j 0.0323899-0.0750567j -0.00636639+0.0356314j 0.016936-0.0135087j -0.0297987-0.00145232j -0.0217806-0.00196267j -0.107282+0.00423666j 0.0266972+0.00341051j 0.00327311+0.0217762j -0.0137072-0.0190686j -0.0174834+0.104568j -0.120597-0.0030646j 0.0125156-0.0826887j -0.00421406-0.0073859j 0.0614348+0.0272932j 0.0365771+0.0124853j -0.00390394+0.0331105j -0.00600135-0.0233147j 0.00166476+0.00497711j 0.00257537+0.0329386j -0.0404638-0.0139614j -0.0216679+0.00711535j 
-0.0243088-0.0285505j -0.00307128-0.0314103j 0.00153743+0.0287807j -0.0175718-0.0110554j 0.00695681-0.000485253j -0.00822101+0.00743426j 0.0307305-0.0363326j 0.00288898+0.0136382j -0.0121331+0.0148035j -0.0393599-0.0500991j 0.0155664-0.0232775j -0.0125935+0.0348794j 0.00610523-0.000523836j 0.0524515+0.0201638j 0.0176354-0.119361j -0.0772616+0.0438513j 0.108117+0.0513912j -0.0156955-0.0673701j 0.031475+0.0149439j 0.0344229+0.0144909j -0.0263966-0.0264142j -0.00361487-0.0374786j -0.0132167+0.00120878j 0.00388462-0.000423445j 0.136554+0.0486036j 0.0660817+0.0124336j 0.0294921-0.076809j -0.0462279-0.0139449j -0.00602853+0.016932j -0.0235115-0.0138994j 0.00842627+0.0649222j -0.0742926+0.114746j 0.0169425+0.236742j -0.200766-0.0313007j 0.0747293+0.0606289j -0.0480218+0.147296j 0.0981129+0.0711092j -0.0349394-0.0366589j 0.0455635-0.185605j 0.0174967+0.00499307j 0.0917892-0.107137j -0.00378392-0.104157j -0.0690622+0.0506112j 0.137158+0.0583708j 0.0210779+0.0135449j -0.0841838-0.0404077j -0.0133532-0.00847129j -0.191157+0.0668318j -0.056969-0.0743701j 0.0512311-0.00965511j -0.00901958-0.0395012j -0.0348519-0.119881j -0.0276348-0.0349948j 0.0436444+0.0444606j -0.0210176+0.0025807j -0.0693918+0.00122888j 0.0287657+0.002673j -0.0352429+0.022097j 0.0199059-0.0649709j 0.0809081+0.0332702j -0.0281757-0.0200894j -0.00369559-0.0247844j -0.0231863-0.0122043j -0.0359164-0.0145876j -0.0256727+0.0585962j 0.00358226+0.0272628j -0.0120644-0.0252323j -0.00542339-0.0317552j -0.0147447-0.0342174j -0.0103909+0.0336192j -0.0216028+0.00531963j 0.00946417-0.018181j -0.0135442-0.0138971j -0.0139038+0.0229132j -0.0131462-0.00588951j -0.0210675+0.0227026j 0.00372795-7.42395e-05j 
0.0209862-0.00254522j 0.00506744+0.0340818j 0.000663591-0.0181475j -0.00837409+0.0194676j -0.00643103-0.00353944j -0.0136103-0.00268975j -0.0112963-0.00650584j 0.049181+0.0374705j 0.0210248+0.0047194j -0.0182836-0.0340987j 0.0334365+0.0363624j 0.0455321-0.0403069j -0.121547+0.0280106j 0.000351062-0.0125997j 0.0130046-0.0142491j 0.0158166+0.0587829j 0.0255819+0.0526125j 0.063642-0.0231407j 0.0883545+0.0850518j 0.0173603+0.118193j 0.0894734+0.0533612j 0.0610703-0.00153379j 0.000808219-0.126j -0.0244848+0.0645636j 0.0638682-0.0374794j -0.0681953-0.0227351j 0.0358916-0.0324259j 0.132043-0.0461682j 0.000245628-0.0295645j -0.0304287-0.0285579j 0.011151-0.0709439j 0.0637315+0.0238251j -0.0564873+0.168788j 0.109419-0.0201002j -0.0475251+0.0315259j -0.0962845+0.0720186j 0.0203472+0.0835246j 0.0992509-0.0264103j 0.114991-0.0283418j -0.0237-0.00226791j -0.065959+0.00425417j 0.0945638+0.00180306j -0.0721289-0.0290193j -0.134429-0.0175372j 0.0911326+0.132909j 0.0162323-0.026536j -0.05745+0.0621509j -0.0216935-0.039201j -0.0340998-0.0105561j 0.125848+0.0459047j 0.0189969-0.0787789j -0.070988+0.00862996j -0.00061081-0.0210031j 0.0249396+0.0168651j -0.045472-0.114879j 0.0158446-0.000295265j -0.0625012+0.09404j -0.0502604-0.0639628j -0.0711304+0.0366899j -0.0804698+0.00481476j -0.00527721-0.069081j -0.0273552+0.0310628j 0.00261678+0.00146395j 0.0247289+0.0175784j 0.0934458+0.0349057j -0.0367406-0.059899j 0.0189466+0.0241596j -0.00166712+0.0280948j -0.0180693-0.0224653j 0.0447942-0.00988644j -0.0514539-0.00264763j -0.00236532+0.000517743j -0.00901541-0.00363346j -0.0088117-0.0079827j -0.0205026-0.047221j 0.00862222-0.0374744j -0.0331115+0.0176923j 
0.00168055+3.54695e-06j -0.0122985-0.00756858j 0.00626706+0.00253422j -0.0141139-0.0308421j -0.00973968-0.0299511j -0.0199846+0.0180962j 0.023246-0.0517355j 0.00776981-0.00797987j -0.00793075-0.0216639j 0.0139747-0.0451255j 0.0445604+0.00178091j -0.0567118+0.0475192j 0.0540357+0.0668768j 0.0602701-0.0972196j -0.00104878-0.00736002j 0.055863-0.0743705j 0.0171445+0.0517939j -0.0366512+0.0267575j -0.0386544+0.0425684j -0.0224098+0.0985373j -0.0928373-0.0100397j 0.040935-0.0591228j 0.0741416-0.0364665j -0.054305-0.0125448j 0.0738155-0.000220709j -0.0334359-0.166909j 0.0892879-0.0472282j 0.104013+0.00331984j -0.00797183-0.158497j 0.0822348+0.105503j -0.0966938+0.0415712j -0.0380351+0.0732166j 0.000823449+0.0670803j 0.102019-0.0101456j 0.119357-0.112649j -0.064759+0.195178j -0.0615694-0.087816j 0.0382209-0.0364154j -0.0518243-0.00604453j -0.0362151+0.036042j 0.113631-0.107111j -0.00452678+0.120863j 0.0405303+0.133001j -0.0329138-0.00169066j 0.0171526+0.0924908j -0.10002-0.0893056j -0.0165146-0.0234469j -0.0489177+0.0774158j 0.0341107-0.0587732j 0.0122118+0.0296197j -0.0107206+0.0119098j 0.0508351+0.074644j 0.0365919-0.00821489j -0.0643232-0.0135534j -0.0580612-0.0175498j -0.0243457+0.0190647j 0.0561772-0.0781687j 0.0482623-0.0531078j 0.00607424+0.049794j 0.0103389-0.0363048j 0.0441426-0.031318j -0.00275698-0.0279402j -0.0243727-0.0301655j -0.0570444-0.0348138j -0.0344143+0.0358646j 0.0544033+0.0551679j -0.0421317-0.0253907j 0.00679188-0.0791921j -0.0049697-0.0251505j 0.0193374+0.00220762j 0.023179+0.0501482j 0.00362719-0.0396839j -0.00808145-0.00686432j -0.0217756+0.00132449j 0.0122106+0.00354177j -0.00956442+0.0118015j 0.0126465-0.00514127j 
-0.0185261-0.0103624j -0.00439761-0.0141965j -0.0367512+0.0268208j 0.000795713+0.00966499j -0.0225487+0.00524632j -0.0130637+0.0303695j 0.0204386-0.0467869j -0.0192379+0.016509j -0.0394217+0.0244055j -0.000869822-0.0444663j 0.119154+0.00138009j 0.0298124+0.0355788j 0.0552077+0.0323046j -0.00154153-0.0485494j 0.0876347+0.063827j -0.00493677-0.0140732j -0.0359177-0.0700053j -0.0888449+0.0125065j -0.0704137+0.0118148j -0.0201385-0.00558254j -0.0321873-0.101283j -0.119909+0.0316273j -0.0635999+0.0284998j -0.0400264+0.0949996j 0.0064947-0.0379809j 0.00389752+0.125717j -0.0551923-0.0805549j 0.0397984+0.0449391j 0.0239283-0.0555982j 0.0692686+0.0761546j 0.122115+0.0284897j 0.0646089+0.0411115j 0.103194-0.000895429j -0.103787+0.083505j -0.0018701-0.0741635j -0.0595391+0.0816236j -0.0889502-0.128919j 0.0522607-0.0438185j 0.00930433+0.0842744j 0.155525-0.0362294j -0.0563566-0.0589824j 0.0294499+0.0988441j 0.135385+0.0692704j 0.0394178+0.0427776j -0.175813+0.0425472j -0.0114019-0.0581544j 0.058506+0.010275j -0.0130261-0.0381843j -0.0543937+0.0267396j 0.0298214+0.040785j 0.00430882-0.0757407j 0.0507709+0.0151187j 0.00642775+0.0693073j 0.0472992-0.0357817j 0.0109729-0.016222j -0.068281+0.0411228j 0.0316733-0.0131091j -0.059241-0.000970954j 0.107754+0.00543285j -0.0178085-0.0875809j -0.0125667+0.0154593j -0.00707562+0.0241448j 0.0369619+0.00712901j 0.0570791+0.00988557j -0.089334-0.0381889j -0.0108831+0.0318409j 0.0240576-0.00340623j 0.00958586+0.0533266j 0.0212606+0.0139866j -0.0231218+0.00204983j -0.00167336+0.0430857j -0.0215992-0.0164657j -0.0150108+0.0166986j -0.00870609+0.0326107j -0.0019332+5.52518e-05j -0.0188091+0.0342073j -0.00875138+0.0129508j 
0.0234216+0.0259347j 0.00102798-0.000946281j -0.000760221-0.0107748j 0.0260262+0.00119777j 0.000801342-0.0110618j -0.0261122-0.030407j -0.0154659+0.0257353j 0.026658-0.00431419j 0.00777754-0.0144938j 0.0413318+0.0207818j -0.0091262-0.0118665j 0.0220113+0.0133471j -0.0305214-0.0136064j -0.115591-0.0762547j -0.00807637+0.0563568j 0.145956-0.0749469j -0.00929956+0.00158916j -0.0573599-0.00175256j -0.0670232-0.0192222j -0.0114878-0.0108218j -0.0434337-0.057453j -0.0291844-0.0254548j -0.0841813-0.0452956j -0.0690871-0.00194776j -0.0111594+0.0655459j -0.10126-0.000719172j -0.0709256-0.0987929j -0.000833202-0.00405477j 0.0562977+0.138852j -0.0556356+0.0649531j 0.0204239+0.0426963j 0.0805054+0.00283975j 0.0886649-0.0680707j 0.116948-0.0257799j 0.062379-0.0274921j -0.0920521-0.044964j 0.114847+0.0092376j 0.0894606+0.0786358j 0.0378499-0.0186801j 0.121486+0.0435394j -0.0390086+0.00713563j 0.0709514-0.077762j 1.13368e-05+0.018222j -0.089634-0.00956353j 0.0384801-0.137928j 0.0672515+0.0154878j 0.0950096+0.032344j 0.0552065-0.0112369j 0.0410642+0.0951157j -0.0408305+0.0308478j -0.048147+0.0519507j -0.0571344-0.0194576j 0.0204548-0.0265903j 0.0398266+0.0215725j 0.018261+0.0122838j -0.0490031+0.00568211j 0.0334064-0.0248259j -6.43086e-05+0.018696j 0.0594256+0.036187j 0.0101793+0.00772873j -0.0372289+0.0220537j -0.0949165-0.0298252j -0.00951267+0.0199995j 0.0766997-0.0800555j 0.0104661-0.0291801j -0.0133663+0.0108707j -0.00702289-0.0212504j -0.0560801+0.0075469j 0.0175273+0.00401106j 0.0292153+0.0126073j -0.0463737-0.0307046j -0.0291459+0.0128186j -0.000202755+0.00690463j 0.0312844-0.0155757j 0.00899694-0.000454257j 0.0237919-0.0221786j -0.00416016+0.000301385j 
0.0204887-0.0250149j 0.00545436+0.00899841j 0.0266523-0.0220399j -0.0337903+0.0210865j -0.0270246+0.00741787j -0.00083849-0.0159149j -0.0374754+0.0390967j 0.00931356-0.00796977j 0.011869+0.0338316j 0.015499-0.0302505j 0.00862679-0.0807215j -0.00579749-0.0196926j -0.118426+0.0784245j 0.11431-0.0265239j -0.0929182-0.116621j -0.0215823-0.00165338j 0.00873304-0.0201018j 0.046521+0.0194477j 0.0604179-0.0455354j 0.0737075+0.0476374j 0.0416615+0.0904419j 0.0721268-0.00509173j 0.0435452-0.0154833j -0.00359082+0.0276745j 0.0294113-0.00197238j -0.0662188-0.0181847j 0.0415079+0.0167496j 0.127607-0.0308336j 0.0469497-0.186371j 0.160566+0.0111884j -0.00785697-0.0183786j -0.0562041-0.0296862j -0.0215313-0.128541j 0.0899489+0.035558j 0.0453298-0.0763411j 0.0182166-0.0347641j -0.00369103-0.0716781j -0.0429315+0.0248437j -0.0505521+0.106295j -0.0447855-0.0101107j 0.0179631-0.0173798j -0.0695286+0.0734166j 0.0420862+0.00537985j -0.0134928-0.0125455j -0.100903-0.0141883j -0.0148064+0.045619j -0.0592294-0.0125174j -0.0377005+0.0160061j -0.0138274-0.145909j 0.0567999-0.012524j 0.0514455-0.0139475j 0.0185274+0.070649j 0.0578324+0.0761928j -0.0403638-0.0587669j 0.0087075-0.0212434j 0.150049+0.0382337j -0.068048-0.0224635j 0.0669855-0.049818j -0.0737538-0.0182505j -0.0112939-0.0649296j 0.0254089-0.019036j 0.0148528+0.0265778j 0.059715-0.0693576j -0.0603079-0.0216739j 0.0870351+0.0277855j 0.0158279+0.00494514j -0.00159934-0.0313777j -0.0148908-0.0374556j 0.0213915+0.0128684j 0.00899959+0.0133798j -0.0403985-0.0237117j -0.0249798+0.0382249j -0.0414996+0.0258788j -0.021991-0.00205652j -0.040828-0.020958j 0.00159959-0.0157186j -0.022831-0.0165983j 
