-0.0181025+0.0168699j 0.00221738+0.095709j -0.0469042+0.0533314j 0.0238801-0.0258494j -0.000683866-0.0111552j -0.0030494+0.0195621j 0.0311254-0.0391994j -0.0268707-0.0100426j 0.0890772+0.0267863j 0.0329717-0.0174674j 0.00473271+0.0144947j -0.00273092+0.00652939j 0.0132858+0.047449j 0.000144746+0.00903044j 0.0229865+0.0350236j -0.0274866-0.00708959j -0.046473-0.0202998j -0.000431969-0.0322346j -0.0394968+0.0163057j 0.0477881+0.0321399j 0.0290814+0.00345015j -0.0241052-0.013447j 0.00156164-0.00445053j -0.00446095+0.00732243j -0.0283244+0.00604827j 0.0187807-0.00494616j 0.0137604-0.0133007j 0.0136742+0.00360743j 0.0163611+0.00656097j 0.0011669+0.00532963j 0.00926439-0.0131319j -0.00796167-0.0152128j -0.00754108-0.0201066j -0.0152782-0.0180449j -0.00885458+0.00891384j -0.006924-0.0025259j -0.00530641-0.0142275j -0.032597-0.0190136j -0.0195739-0.0226097j 0.00282181+0.00135788j 0.0151555+0.00519724j 0.017836-0.00692388j -0.00171954-0.00415829j -0.00706973-0.0172678j 0.0124012-0.00726492j 0.00921741+0.00182397j -0.0125002-0.00520099j 0.00453424+0.0106365j -0.0166918+0.0061443j 0.032598+0.017938j -0.00249228-0.00748533j -0.0189325+0.00391359j 0.00149341-0.00717019j -0.00453159+0.0177068j -0.0038999+0.00893927j 0.0169744-0.00954413j -0.00468312-0.00302609j -0.0114875+0.0262492j 0.0130727+0.000838173j -0.00820047-0.0127427j -0.000747833-0.00210451j 0.00902027-0.0116475j -0.00397205-0.0069747j 0.00518519+0.00131171j -0.00142273+0.036851j -0.0259404-0.0252587j -0.00219527-0.0197892j 0.0162233+0.0165723j 0.0106704+8.06858e-05j -0.0115959-0.0160781j -0.0074178-0.0192572j 0.00669811+0.033692j -0.0210077-0.0355032j 0.0648889-0.0181771j -0.00816557+0.0264417j 0.00174347-0.0148561j 0.055094+0.0639171j -0.00227653-0.00968662j 0.0139826-0.02666j -0.0104623+0.0489578j -0.0340604-0.0715722j 0.0774408+0.0497705j -0.0199187-0.0213178j -0.0092349+0.0865618j 0.0901987+0.0220093j 0.0882283+0.0194662j -0.0961783-0.0252247j 0.0482118+0.0131077j 0.0402298+0.0553264j 0.107977+0.115592j 0.0381611+0.0722046j 0.0217117-0.019179j 0.0341846+0.0339209j -0.0202778-0.0477905j 0.105115+0.128903j -0.201996+0.233576j -0.114925+0.0417132j 
-0.0150384-0.0359199j -0.0407619-0.0382162j -0.0364688-0.0394717j 0.0173477+0.0230318j 0.0462897-0.00913555j 0.043016+0.0166892j 0.0255976+0.0546506j 0.0632533-0.00894626j -0.0214527-0.0314234j 0.0175078-0.0106373j 0.00753477+0.0349061j -0.0363261-0.0235709j 0.0545136+0.00188686j 0.0275348-0.0191895j -0.0203106+0.0510114j -0.030078-0.00282909j 0.0150379+0.01315j -0.0778284+0.0365052j 0.0363421+0.00691037j 0.0557205-0.057163j 0.0277413-0.00382577j 0.0105406+0.0153337j 0.00805774-0.0105441j 0.0563356+0.0124226j -0.00208011-0.0337363j 0.0109667+0.0168879j -0.0286618-0.0173721j 0.0172344+0.0468736j 0.0496633+0.000303981j 0.0392194-0.0190618j -0.0220829-0.0225824j -0.0177677-0.0469824j -0.0298731-0.0330451j 0.00593806-0.00840255j -0.00840343-0.0516755j -0.015161+0.0269707j -0.0636719-0.0369318j -0.000553366-0.00496728j -0.0236463+0.035324j 0.0230168-0.0113217j 0.0190022+0.00875199j 0.0337661-0.00791554j 0.0203091-0.000729738j 0.0215889+0.00625683j 0.0101373+0.0615265j 0.000598497-0.0208697j -0.027551+0.00699442j -0.0269147+0.00260977j -0.0350328-0.000721003j 0.0100979+0.0322298j -0.0370765+0.0150744j -0.013197-0.0102684j -0.00733333+0.0160405j 0.00726323-0.0243733j -0.0344501-0.0486685j -0.0401364+0.00599902j 0.0355656+0.0103054j 0.0117227+0.0546951j 0.0622215-0.00333606j -0.0313089+0.0410496j -0.0033483+0.0116015j -0.0367423+0.0553112j 0.0340802-0.0132039j 0.00369747+0.0484196j -0.00890695+0.00768557j 0.0414838-0.0130553j 0.0345159-0.00494541j -0.0330838+0.0139161j -0.0296727-0.00460973j -0.0141109-0.0285061j 0.0403578+0.010051j -0.0117253-0.000928206j -0.00597216+0.0109544j -0.0169604+0.00861862j 0.00700271+0.0126363j -0.0190882+0.00590332j -0.0129624+0.0372513j 0.052129+0.0060692j -0.0140383-0.01545j -0.00934398-0.0106441j -0.00581401-0.0223171j -0.0114431-0.0466099j -0.0138405-0.0531243j -0.00229898-0.00839898j -0.0116093+0.0120021j 0.0171697-0.007765j -0.0387022-0.0227023j 0.00375394+0.0250277j 0.0273526+0.0405204j -0.0139118-0.00354629j 0.012392+0.0269915j 0.00702723-0.0306648j -0.0450652+0.0323646j 0.0290163+0.0153622j 0.000602892+0.00916486j 0.0289661-0.0275689j -0.0122085+0.0142954j 
-0.0712389-0.0352789j 0.0593154+0.0768881j -0.0444645+0.0216339j -0.0225403+0.021058j 0.0247589+0.114899j -0.17058-0.132721j -0.0595164+0.0145589j 0.0925836+0.0670655j 0.0438893-0.0116366j 0.0656261+0.0368483j 0.0611468-0.069302j -0.0967007-0.00886977j 0.0177317+0.180805j -0.00497216-0.0436305j 0.00560691+0.0747146j -0.0276066+0.0555072j 0.0485045-0.0446077j -0.0120541-0.04486j 0.0691123-0.0586863j 0.0582694+0.0235323j -0.0280332+0.101085j 0.0493244-0.0391696j 0.0314933-0.0113595j 0.0422446+0.00288276j 0.0139184-0.0430904j 0.0274736+0.0923358j -0.0410616-0.0238849j 0.0755765-0.077889j 0.0397126-0.0524082j 0.0662785-0.00370522j 0.00843754+0.0386528j -0.0372654+0.0513785j -0.052003+0.0192364j -0.0393573+0.017306j -0.0261532+0.034062j 0.0398106-0.0414597j -0.0763556+0.0264258j -0.0432427-0.00468233j 0.010812+0.0190298j -0.0379462+0.0821955j 0.017605-0.00640511j -0.0321329-0.00822963j 0.0288114+0.0353384j 0.0115086+0.0345014j 0.00926752-0.0148248j -0.0102626-0.0563691j -0.0201718-0.0585183j 0.022682-0.0310435j -0.025231-0.0442487j 0.0419823-0.0341751j -0.0335004+0.00926879j 0.0172615+0.0459228j 0.0123752-0.0432892j -0.054341+0.00981794j 0.000271596-0.031449j -0.0506266+0.0550165j 0.0669817+0.015518j 0.0226663-0.0475713j 0.0296529-0.0380559j 0.073883+0.0138468j -0.00724921+0.0411422j -0.010388+0.0445214j 0.0032263-0.00389084j -0.0286598-0.00446903j -0.0579724+0.0161476j -0.0356831+0.0309048j 0.020426+0.0111848j -0.0144068-0.0177862j 0.051305-0.00670734j -0.0374609-0.0255121j 0.0576332+0.0211323j -0.0258334+0.029161j -0.0211+0.00832679j 0.0265337+0.0217135j 0.0522028-0.0407556j -0.0260834-0.0139258j 0.0144462+0.00244562j -0.0660923+0.0059449j 0.0413454+0.000641034j 0.00538158-0.0331457j -0.0583088-0.0213338j 0.00440065-0.0319641j -0.0114436-0.0272958j 0.0217698-0.0422068j 0.0174781+0.0329071j 0.0526461+0.0532428j 0.0215889+0.0163762j 0.00129113+0.0136453j -0.0359148-0.0129898j -0.00252707-0.0239114j 0.0429732+0.0314428j -0.0117779+0.0542553j -0.0128168-0.0123424j -0.0290503-0.0162835j -0.000415868+0.00188431j 0.0152463-0.0143967j -0.00178778+0.0136892j 
0.0316556+0.0767475j 0.106266+0.0437925j 0.00523734+0.0415983j 0.0493557+0.0305285j 0.0073731-0.0751927j 0.118822+0.0799551j 0.0624197+0.0574933j 0.00260773-0.0390438j -0.116216-0.0192193j -0.0304938-0.0489698j 0.0295786+0.0846105j -0.0584706-0.0550766j -0.0271031-0.0851982j -0.0785719-0.0321358j -0.0510936-0.0292406j 0.0563331+0.0888639j -0.0357341-0.0456504j -0.000690093+0.0443426j -0.003479+0.0343853j -0.0579165-0.0695954j 0.0225469-0.0535057j -0.00686851+0.0478887j -0.0303719+0.0268162j 1.256e-06-0.00409452j -0.00060919+0.0251251j -0.0248211-0.0286291j -0.00555205-0.0150194j -0.036055+0.036805j -0.0286252+0.00575796j -0.04876+0.0204906j 0.0092616-0.0730905j -0.0054986-0.0795158j 0.0239896-8.87727e-05j 0.0229072-0.00708985j 0.017868-0.0234858j -0.00966662+0.0476636j 0.0467038-0.0240027j 0.025787+0.0182363j 0.0236541-0.0033781j 0.0198134-0.00446056j -0.0352382+0.00859784j 0.027252-0.0365167j -0.0133496-0.0575527j -0.00408808-0.0266204j 0.00642931+0.0313411j -0.0358792+0.0108876j -0.00537235+0.0181532j 0.000788694-0.00321858j -0.0360948-0.0194206j -0.0396622+0.0225785j -0.018056+0.0117765j -0.00783398+0.0541263j -0.0115824+0.0701414j 0.0812734-0.0373505j -0.0339275+0.0339487j 0.00775703-0.0119893j -0.0166039-0.00864808j 0.0393113-0.0385699j -0.02341+0.0160226j -0.0172448-0.0406146j -0.0737634+0.0393496j -0.0113403-0.046721j -0.0361017+0.00352001j 0.00541659+0.0262553j 0.0361767-0.0103586j 0.012637-0.0167265j -0.0173035-0.00771916j -0.0353412+0.066745j -0.0303902-0.00558138j -0.0266374-0.023142j -0.0211821-0.0646347j -0.00669299-0.0424709j -0.0438664+0.0227866j -0.0462248-0.00378647j 0.00493322+0.0335662j 0.00380894+0.0154468j -0.0880893-0.0055536j 0.0915537+0.0257829j 0.0587476-0.0180569j 0.00352856-0.0416968j 0.0584672+0.0219669j -0.0258258-0.0169337j 0.00554542-0.0603942j -0.00301338+0.0241923j 0.0288458+0.0263544j -0.0417771-0.00647731j -0.0422617-0.0293153j 0.0207737+0.0113831j -0.059524+0.0102637j -0.0125118-0.0194442j -0.0153169-0.0117525j -0.00750139-0.0455848j -0.0150195+0.0181002j -0.0171888-0.0108682j 0.00996026+0.011014j 0.00185844+0.0252708j 0.0199177-0.0026846j 
0.143042+0.097264j 0.0447221-0.0492735j 0.0244383+0.0114487j 0.00339263+0.0720913j 0.128975+0.102067j -0.102504+0.000179194j 0.0285354+0.112308j 0.106169+0.068533j 0.0146144+0.0105562j -0.00483804-0.0192897j -0.0225467-0.014896j 0.0259227-0.0699842j -0.0468004-0.0824805j -0.0376602-0.0176184j 0.0544869+0.0067017j -0.122248+0.103343j 0.0240219-0.0644773j 0.0699345+0.0316508j -0.0235234-0.0019922j -0.0176318+0.0833644j -0.0295478-0.0985896j 0.0517901+0.0837787j -0.0316486+0.0635515j 0.0536234-0.0396667j -0.0148634+0.0444214j -0.0478904+0.00634584j -0.0130275-0.0245755j 0.0311565+0.0189816j 0.0659809+0.0236542j -0.00851971-0.0412332j 0.0277217-0.000148367j -0.0598326+0.0320005j -0.0441407+0.0251694j -0.0403838+0.0369682j -0.0262036-0.0246003j -0.00277498-0.0107131j -0.0261133-0.0215801j 0.0388127-0.0331024j 0.0457746-0.0389368j -0.0342226-0.0256133j 0.0283653+0.0222988j -0.0116756+0.0124833j 0.0076999-0.00409837j -0.00965219+0.0731267j 0.0361408-0.016588j -0.0294957-0.000323484j 0.00570341-0.0156382j 0.0226752+0.00630997j -0.0188807-0.0470059j -0.010374-0.0185356j -0.0051828+0.00133792j 0.0298315-0.00515739j -0.0114743-0.0183138j -0.0280405-0.0576768j 0.00986282-0.0472021j -0.0408656+0.0635281j 0.0329267-0.0609188j -0.0375001+0.0470148j 0.0271208-0.0518363j 0.00961082-0.0123757j -0.00585829+0.0360498j 0.0174557+0.00827272j 0.0528447-0.0289357j -0.0234396+0.0351691j -0.0186547+0.0293655j -0.0518006-0.00163405j 0.0163655+0.000916544j 0.0517895-0.00412279j 0.0265376-0.0317202j -0.0637306+0.0298423j 0.033369+0.00163009j -0.0762053+0.013195j -0.0437904+0.0146193j 0.0111597-0.0200795j 0.0159071-0.0092412j -0.0482764-0.0104519j -0.0320703+0.0151987j 0.0340716+0.00211353j -0.0202922+0.00406481j 0.0481857-0.00870035j -0.0373971-0.0455319j 0.00747804-0.0187077j -0.0552474+0.0342271j -0.0107878-0.0205794j 0.0559245-0.0148304j 0.0158726+0.00525607j 0.0144017+0.00201177j 0.0214847+0.036146j 0.0164623-0.00296339j -0.0368381-0.00839203j -0.0373541-0.00959542j 0.0062622+0.00126471j -0.00110461-0.030179j -0.0301717+0.00416112j -0.0402855-0.0235885j -0.021966-0.0273079j -0.00597849+0.0120236j 
-0.0165039-0.0272946j -0.0448323-0.01609j 0.00374109-0.01905j 0.014283-0.00695423j 0.0762621+0.0296898j 0.0444827+0.0658419j 0.0599297-0.00202904j -0.0302622-0.00794643j 0.00230808-0.00360663j -0.0195471-0.0386744j 0.00234312-0.0559801j 0.0143946+0.05125j -0.0702248-0.0120683j 0.00480113+0.0904711j -0.0228886+0.0209302j 0.020114-0.0218025j 0.000956523+0.0276474j 0.0229632+0.0382141j -0.023713+0.014992j -0.0184612-0.0502853j -0.0403575-0.0345692j 0.0256163+0.0462708j 0.00282206+0.00467813j -0.00991307-0.0505817j -0.0809249-0.0524564j 0.0423347+0.0131293j -0.0236256+0.0158337j -0.00886332+0.0385599j -0.0242604+0.0116039j -0.0080304+0.0328219j -0.00816283-0.0410996j -0.0269934-0.0172799j -0.0233979-0.060434j -0.00404429-0.0509329j -0.0236033-0.0599138j 0.0380677-0.0250398j 0.0159882-0.0187165j -0.0345983+0.0210917j 0.00110174-0.0148348j 0.0157952-0.00480304j 0.00574601-0.0173526j 0.0116895+0.00668008j 0.0129538+0.013982j -0.0131452+0.0285636j -0.00111304+0.000280917j -0.0289901+0.0198697j 0.0226482+0.00628322j 0.0179921-0.0124563j 0.0108459+0.0332572j -0.00462055+0.0321394j 0.00930956-0.0266617j -0.0122748+0.0608326j -0.00478347+0.0422689j 0.028026-0.0325902j -0.00631718+0.0602517j 0.0127307-0.0326859j 0.00753217-0.00654042j -0.02876-0.0210596j -0.0302508+0.00747277j -0.000585262-0.00423138j -0.0357979+0.0196327j -0.0159731-0.0524165j -0.0168626-2.94031e-05j -0.00684365+0.0340924j -0.00338439-0.0514835j 0.0473171-0.010089j -0.00843463+0.0122765j -0.0441572+0.0214487j 0.0016482+0.010206j 0.0101724+0.0460492j -0.00906655+0.000882787j 0.0125759-0.0308183j -0.044688-0.0334769j -0.0140102+0.0367857j -0.0157189+0.00343502j 0.0284734-0.00738568j -0.0164799-0.00169742j 0.0256822+0.0166673j -0.0150984-0.00434839j -0.0111072-0.0246628j -0.0365572+0.0110587j 0.00805526+0.0162261j -0.0207773-0.0480217j -0.0224563+0.0355448j 0.000375871-0.0454175j 0.00426179-0.00474815j -0.0138543+0.00020344j 0.0284418+0.0114468j 0.0470201-0.0109926j 0.0158921+0.0130788j 0.00793953+0.00158132j -0.00608382+0.00696028j 0.0236766-0.0272016j 0.0217928+0.0122495j 0.0268053+0.018159j -0.003059+0.00297314j 0.00123624-0.00688423j 
0.0434361+0.0635868j 0.063418+0.0228004j 0.0397029+0.0435816j 0.00220678-0.0343686j -0.0489471+0.0188864j -0.102815-0.0765852j 0.000784303-0.0394518j 0.0294063-0.067715j -0.0534982+0.0359504j -0.0364616+0.0293029j -0.0255065+0.0150788j 0.0218217-0.00115393j -0.0340532-0.0303342j -0.00788979+0.00465284j -0.0320069-0.073752j 0.0159323+0.0242332j -0.0052784-0.00626283j 0.0592707-0.0520588j 0.0149503+0.0113864j -0.050045+0.00975497j -0.0400111-0.0122247j 0.0599365-0.0361974j 0.00578523-0.015976j 0.0104848+0.00383063j 0.0658834+0.061857j -0.0102633-0.0349597j -0.00124918+0.0251866j -0.00277822+0.00514417j -0.00565971+0.0209582j 0.0232367-0.0432718j -0.000661749+0.032237j 0.020083+0.0844355j -0.0305524+0.01128j -0.0167564+0.00115811j 0.015695+0.0496036j -0.0128014-0.0262719j -0.0334748+0.0522022j 0.0669179-0.0175072j -0.0123682-0.0134335j 0.0181566-0.00850386j -0.0403735+0.0123384j -0.000849412+0.0101857j 0.00385536-0.0242005j 0.0204455-0.00404925j -0.0238057+0.0280437j 0.017178+0.0352834j -0.0253893-0.021067j -0.0311502+0.0518764j -0.0460157+0.00214396j -0.0149819+0.0218108j 0.0385236+0.0136096j 0.0338323+0.019383j 0.0176676-0.0330432j -0.029481+0.0451219j -0.0317541-0.00543336j -0.0241676-0.00251369j 0.00741856-0.0224117j -0.0198448+0.0212883j -0.020262+0.0391782j -0.00232489-0.0190563j 0.00729625-0.0469282j -0.0164632-0.0163247j 0.0136984-0.00594051j -0.00809949-0.00303579j -0.0243897-0.00862436j -0.0466361-0.0210275j -0.0230502-0.00346354j 0.0492392-0.00362238j 0.00519801-0.0275053j -0.025065-0.00395187j -0.0345799-0.0449963j -0.0792967-0.00735912j 0.00986235-0.00976495j -0.00404651-0.0520283j 0.0382691-0.00530684j -0.0211842-0.0180657j 0.000293215+0.0127462j -0.0219956-0.0103242j -0.000702672-0.00364168j 0.0212497+0.0421664j 0.0169486-0.0096715j -0.0144469+0.00481932j 0.00421718+0.0215438j -0.0013035+0.0502317j 3.89407e-05+0.013622j 0.0212742+0.0117902j 0.0328499+0.0375505j -0.0104009-0.0144684j -0.0456933-0.0120807j -0.015851+0.000944767j -0.0265593-0.0234064j -0.00295665+0.00091378j -0.0178923+0.0096474j -0.01743-0.029002j -0.00859115-0.00799596j -0.0197578+0.0435864j 0.00480507+0.00701767j 
0.0934128+0.0696443j 0.00267286-0.0606808j 0.0348319+0.0264499j -0.00515677+0.01642j -0.143415-0.122408j 0.0174974-0.050655j -0.0335544-0.0407791j -0.0888231-0.0231912j -0.0444369+0.0208546j -0.0411581+0.0536972j -0.0413192+0.0922331j 0.0930425-0.0100639j 0.0482188-0.0479917j 0.0172653-0.0385468j -0.0295909-0.0919858j 0.0223093+0.0719219j -0.0442917+0.0156678j 0.0118767+0.048141j -0.0365811-0.0210251j -0.0539965+0.0260621j 0.0569716+0.00591288j -0.0287423-0.090995j -0.00831134+0.0296426j -0.0323645+0.0783741j -0.00057589+0.020333j 0.0451797-0.0360497j 0.00635008+0.0607379j 0.00608762-0.0437457j -0.0461735-0.0625069j -0.04425-0.0173436j 0.0156694+0.0383281j 0.0482014+0.0259235j 0.0453816+0.0362169j 0.0289825+0.0229016j -0.00533988+0.0426377j -0.014673+0.0501462j 0.02875+0.0444675j 0.00978394-0.0185589j 0.0278519-0.00509422j 0.00825322+0.0256654j -0.040545+0.0132022j 0.0102295-0.0158857j 0.0091536-0.0297452j -0.0331555-0.0504475j 0.01897-0.0353015j 0.017834+0.0371927j -0.000994367-0.0159132j -0.00187992+0.036732j -0.00482937-0.010329j -0.0127287-0.0453208j 0.0205666+0.0168962j -0.00986955-0.016691j -0.0153844+0.0076339j -0.0113895+0.0221977j -0.00416159+0.021291j 0.0529311-0.0355178j -0.0431899+0.000636392j 0.0255175-0.0248251j 0.0603777+0.0189247j -0.0159981-0.0688598j -0.00286551-0.0372218j 0.0236872-0.00920972j -0.00975111+0.00331488j 0.0523838-0.0797998j 0.029711+0.0112553j -0.0289047+0.00293561j -0.0396274-0.00582979j 0.0334424-0.034435j 3.1217e-05-0.0473637j 0.0131228-0.0282602j -0.0315533-0.0199099j 0.00916365-0.00951585j 0.0678139+0.0218794j -0.00330555-0.0445556j 0.00441026-0.0163818j -0.00394033+0.0171147j -0.00611691-0.0285884j -0.0180702-0.0122131j -0.0269938+0.0127237j -0.00759337-0.0292172j 0.0478997+0.0365883j 0.00870071-0.0505448j 0.0395693+0.0179488j 0.00158478-0.022332j 0.0200374-0.00511329j -0.00692557+0.0133773j -0.0230814-0.0154971j -0.0443823-0.0244745j -0.0274763-0.010437j -0.00929935-0.0419868j -0.0339497-0.0442509j 0.0113858-0.00218366j -0.00793017+0.0135402j -0.0310321+0.00261806j -0.030176-0.0333012j -0.0133528-0.0093167j 0.0148006+0.0132379j 
0.0155566-0.0457037j -0.117391-0.0962452j 0.0196596-0.0379992j -0.000994628+0.0103183j 0.0123676-0.0121877j -0.0424674-0.0370418j 0.019906+0.0393208j 0.00600588+0.0167227j -0.0394636-0.0300254j -0.0165849-0.0168842j 0.00117316-0.0165589j 0.00512107+0.00716106j 0.0815079-0.05916j -0.00765887+0.0163075j 0.0544827+0.0253366j -0.108234+0.0509484j -0.0200789+0.0616591j 0.00835412+0.0113034j -0.016588+0.0314239j 0.0521178+0.0407947j 0.0258553-0.0240066j 0.0273415+0.0520554j 0.0224367-0.0637864j 0.0240991-0.0974611j 0.0182297+0.0404467j -0.0191525-0.0039218j 0.0208575-0.0275038j 0.0175873-0.00358022j 0.00698588-0.0228513j -0.00843531-0.0242739j -0.0147035+0.000657057j -0.00812617+0.0273451j -0.0122106+0.0452279j -0.0714711+0.0239178j 0.000335946-0.0201264j -0.0392147-0.031593j -0.0236266-0.0130597j 0.00433953+0.00857284j -0.0391236+0.0337528j 0.0249901+0.0123249j -0.00238649-0.0145571j -0.00463404+0.0122012j -0.0122206-0.01919j 0.0200458+0.0321708j 0.00551506+0.00775061j 0.015348+0.0268502j -0.00489069+0.0133245j -0.0196491-0.0123393j 0.00406904-0.00824627j -0.0253744+0.0174612j 0.0266963-0.0106421j -0.0246277+0.0359962j 0.00803162-0.000787189j 0.0196528-0.0379876j 0.000759498-0.0238329j 0.01143+0.0271683j 0.0243138+0.0103481j -0.0270612+0.00944745j -0.0090531-0.0411619j -0.00136596-0.00960702j -0.0209546+0.0477231j 0.0421557-0.00939358j 0.00844994-0.0068843j 0.0136321-0.00117727j 0.00911473-0.0598121j -0.037073+0.0106185j 0.00566725+0.0145041j -0.00388396+0.00273643j 0.032502+0.00424639j -0.0438384+0.00778664j -0.0260815-0.0204946j -0.0132911-0.0088825j -0.00911549-0.00757302j -0.000950361-0.0205223j 0.00320283-0.00556833j 0.0171463+0.0284808j 0.0184076+0.0110193j 0.00443108-0.000667022j 0.00243816+0.028698j 0.0117144-0.0549074j -0.00743647-0.0151777j -0.00931146-0.00722461j -0.0137899+0.0241724j 0.0263295-0.0296622j -0.00636332+0.00668771j 0.0273145+0.0211743j -0.0115618-0.0293855j 0.00401066+0.00833741j 0.079759-0.0404424j 0.0117487-0.00617817j 0.00292286-0.0030174j 0.00787564+0.00193891j -0.0102684+0.0245554j 0.0349251+0.0285588j -0.00993958-0.00571356j 0.0358029-0.0600075j 0.00193307+0.00367322j 
-0.0509413+0.00171248j 0.0291656+0.0449365j -0.0523053+0.0182232j -0.00464916+0.0291434j 0.0202857-0.0488613j 0.148169+0.130931j 0.00742175-0.0294982j -0.0106175+0.0415601j 0.0258351+0.000296557j 0.0311857-0.0659851j 0.0417444+0.0174673j -0.0390583-0.0470242j -0.022807+0.00995345j 0.00498513-0.0303652j -0.0161061+0.0616552j 0.00908126-0.047589j -0.00254624-0.0847486j -0.0624221+0.0395821j 0.00148455-0.0170367j 0.0394277+0.00674705j 0.019332+0.0305546j -0.0753339-0.01802j -0.0303826+0.0114582j -0.0200958+0.046537j 0.00720788-0.0142818j -0.0278534-0.0298371j 0.00986384-0.0223669j -0.0444267+0.064098j 0.0322793+0.0375284j 0.0512064-0.0150725j -0.045003-0.0419712j 0.0106204-0.0633735j 0.0263909+0.047868j -0.013914-0.0120072j 0.0215597-0.0382519j -0.0141082+0.0404201j 0.0228637-0.0368532j 0.00960261+0.000773077j -0.0229345+0.0236353j 0.00914983-0.0206285j 0.00203744-0.0379312j -0.00334533+0.0308573j -0.0283139-0.0172554j -0.0345593-0.0432054j -0.0347414+0.0354651j 0.0362921-0.0218167j -0.0150966+0.00808614j 0.0182351+0.00226464j 0.0246335+0.00439871j 0.0318945+0.0185999j -0.0262157-0.0327591j 0.0381192-0.00851182j -0.0110712+0.00222931j 0.0469317-0.00507929j 0.0295814+0.0139343j -0.0156064-0.00652334j -0.0410378-0.0142374j -0.0310716-0.01391j -0.0168897-0.0116684j -0.0238233+0.0320697j 0.0186917+0.0197906j 0.000986131+0.0375912j -0.00558467+0.00557164j 0.00376719+0.0113485j -0.00915614+0.0321432j 0.0341736-0.0213556j 0.013528-0.0187815j -0.0414706+0.0193111j -0.063522+0.0137598j 0.0249049-0.0417583j 0.0250943-0.026804j 0.0526924+0.0401428j -0.00785326-0.034732j -0.0037301+0.0271983j -0.0158347+0.0226316j -0.0185067+0.0122368j 0.00366951-0.0190083j 0.0737944-0.0101185j 0.029135+0.0142006j -0.014353+0.0167413j 0.0191111+0.0190747j 0.00421631+0.0526282j 0.0366856+0.0123177j -0.0114983+0.0075098j -0.0113402+0.0579086j -0.0444126-0.0156999j -0.0357975-0.051189j 0.00647474+0.00558316j -0.0202284+0.00934779j -0.00336696+0.0339673j 0.0234073-0.00698598j 0.0286828-0.0525325j 0.00503573-0.017392j -0.0080646-0.00783065j 0.0206395-0.0181378j 0.0142168+0.00813898j -0.0257242+0.0225328j 
0.016228+0.0489146j 0.0337361+0.0219371j 0.00956985+0.0307893j 0.00857438+0.00108282j 0.0562937+0.0301643j -0.00587107+0.00602437j 0.0381407+0.015179j 0.0334866-0.0940346j -0.0501395-0.00303244j -0.0316435-0.0273731j -0.000867542+0.0280698j 0.0331482-0.0290105j -0.0707837-0.0406219j -0.00366259+0.0157888j -0.0154475-0.0436867j -0.0867144+0.00476486j 0.0247026-0.0985165j 0.0170329-0.0725331j 0.0107808+0.0140859j -0.0455834+0.0211789j 0.00566241+0.0544868j 0.0983898+0.0495402j -0.00523499+0.0165085j 0.0227163-0.0390162j -0.028243-0.0143036j 0.0146269+0.00715053j -0.00864471-0.0105765j -0.0118127+0.00546693j -0.0142473+0.0396825j 0.00197235+0.0275835j 0.0222606-0.0172357j -0.0528528+0.0013445j -0.0161102+0.0107877j -0.00210276+0.000733732j 0.0132048+0.021141j 0.0339367-0.00541439j -0.0313453+0.0258508j 0.00819553-0.0261703j 0.0342113+0.0021893j 0.0167504-0.0275133j -0.0102977+0.0245005j 0.00322928-0.00783111j 0.013416-0.00391395j -0.000377484+0.00368044j -0.0272328+0.033374j -0.0159971+0.0232755j 0.00794515+0.0406986j -0.0101258+0.0428959j -0.00101088+0.0544594j -0.0218886+0.0537812j -0.0383181+0.0628166j 0.029085-0.00467393j 0.0131737-0.010287j 0.0410477+0.00396491j 0.00689752-0.0209786j -0.0255862+0.000701041j 0.037225+0.0422283j -0.0173447+0.0420046j -0.0205572+0.0501761j -0.0361393+0.0314218j -0.0305053+0.00420954j -0.0151993-0.0166446j 0.0115547-0.0160425j -0.00170399+0.06782j 0.035423+0.0215578j -0.0283629-0.0469456j -0.0200197+0.00504371j -0.0174935+0.00392409j 0.00512263-0.000407991j -0.000660256+0.0285537j 0.0177259+0.0105319j -0.0517708-0.0275751j 0.028032-0.00103375j -0.0310161-0.00203747j -0.0022052+0.00233642j -0.00766963-0.00131061j -0.0300992+0.02835j 0.0604951+0.00926204j -0.0124226-0.0179621j -0.00322324+0.0197153j -0.0152358-0.0102883j -0.0173435+0.0157192j -0.00979747-0.0400001j -0.00322065+0.033589j 0.00803017-0.0141477j 0.0183965-0.00193892j -0.00655124-0.00935642j 0.0217265+0.0126228j -0.013673+0.0194484j 0.0187602-0.000382575j -0.0102949+0.0208983j 0.00855699-0.0342627j -0.0116778+0.00987423j -0.00500412-0.0298451j 0.00730988+0.00699796j -0.0229056+0.0481779j -0.0157537+0.00958662j 
