0.218778+0.00633472j -0.00630302+0.219031j 0.263856-0.0249071j 0.026309+0.270934j -0.171288+0.0855263j -0.103485-0.12032j 0.0926545+0.0546003j -0.0140369-0.197369j -0.167677+0.0938929j 0.109775+0.0537947j -0.0774789-0.070564j -0.017046-0.0715107j -0.0119317-0.119724j 0.0305082+0.0717764j -0.0555557+0.12856j -0.050339+0.00276623j 0.0382777-0.0417372j -0.0387178+0.0635038j -0.00575681-0.0442786j 0.105643-0.0392484j -0.0133229+0.0244328j -0.0758966-0.0120934j 0.0466049+0.0182664j -0.0342225+0.0144421j 0.0303231-0.016742j -0.02355-0.00116455j -0.0748137+0.0186044j -0.032858+0.0451686j 0.0732588-0.0356289j 0.0285109-0.00287931j 0.0386175+0.00800981j -0.0980128-0.000831474j -0.00286033+0.00407262j -0.00695361+0.00584061j 0.0270827+0.0343042j 0.00132678+0.00551303j -0.00399507-0.017079j -0.0140144+0.0708305j -0.00782248+0.0398391j 0.0055877-0.0145813j 0.0118496-0.00706525j 0.00691799-0.00966287j 0.0532828-0.0163037j 0.0151635+0.00783687j 0.102804+0.0404216j 0.0161798+0.00350549j -0.029566-0.00578701j 0.029727+0.018924j 0.0734087+0.0824972j 0.00484438+0.0193292j -0.0417928-0.00554724j 0.0233061+0.0099458j -0.0178595-0.0244718j 0.00865767+0.0223436j -0.0583508-0.00197136j -0.0806352-0.0293015j -0.00912948+0.0229956j 0.0809951+0.0698912j 0.0198848-0.0593572j 0.0271012+0.0782041j -0.0293873-0.0335395j 0.0392791+0.0134532j 0.00862307+0.135457j -0.058093+0.0855905j 0.0304727-0.102508j -0.0260608+0.0606352j 0.0900841-0.0586066j 0.114117-0.0360415j -0.162232-0.102962j -0.0210657+0.193805j 0.0896981-0.0541242j -0.106914+0.112196j -0.167025-0.0887057j -0.0296082+0.265832j 0.258471+0.0279811j 0.00447048+0.21619j 0.215958-0.00449626j 
-0.00420467+0.00403967j -0.00403616-0.00414577j -0.00776339-0.00934125j 0.00972793-0.00775849j 0.00416176+0.0137293j -0.0151507+0.00407773j 0.00247948+0.00606669j -0.00293834-0.00162084j -0.00424027+0.00744266j 0.00406062+0.00747216j 0.00893524+0.000102919j 0.000863792+0.0110679j -0.0140393+0.00160004j 0.000559061+0.00333307j 0.00227325+0.00982339j 0.00510121+0.00791801j -0.00363021+0.00470046j -0.0113124+0.00121822j -0.000571857-0.00529963j 0.000364236+0.000310054j -0.00674264+0.00413861j 0.0012441-0.00257638j -0.00217778-0.00574556j 0.000580434-0.00441475j 0.00446674+0.00196104j 0.00276673-0.00273489j 0.00164278+0.00328816j -0.00186303-0.00230634j 0.00395159+0.000414781j 0.000838866+0.00190562j -0.00157378-0.0031968j 0.00152223+0.00317189j 0.00107469+0.00319683j 0.00366934+0.00672909j 5.0584e-05-0.000199296j 0.00521087+0.00149063j 0.00660342+0.00239749j -0.00505133+0.000843841j -0.00136006-0.00699722j -0.00244898+0.00189379j -0.00129382+0.00139166j 0.00147451+0.0057962j -0.00149808-0.00304979j -0.00422951+0.0048827j 0.00101559-0.00160021j 0.00512594-0.00215778j 0.000206877-0.000914771j 0.00271445+0.00114092j 0.00192921-0.00483834j 0.00215956-0.00447028j 0.00385775-0.00196259j 0.0055351-0.000115444j -0.00369998+0.0076241j 0.00625801-0.00526348j 0.00258273-0.00121581j 0.00206401-0.0066957j -0.000583852+0.00421333j 0.00544167-0.00191864j 0.00138672-0.00345656j 0.00684931+0.00134053j 0.00212302+0.00719535j -0.00544731-0.00331849j 0.000857977-0.000423258j -0.00323408-0.00900947j -0.00147875-0.000329218j -0.003141-0.0052663j -0.0145737+6.20935e-05j 0.00321625-0.00714254j 0.00540528-0.00460309j -0.00542943-0.00482546j 0.00584057+0.00446002j -0.000425197-0.0156415j 0.0132828-0.00356321j -0.0125908+0.00528342j 0.00531544+0.0124215j 0.000898082+0.00429911j 0.00421514-0.00087903j 
0.00896481+0.00540926j -0.00552148+0.00897614j 0.0114888-0.00573831j 0.00552303+0.0114253j 0.00555328-0.00290675j 0.00557339+0.00715535j 0.00155484-0.00400696j -5.05384e-05+0.00392584j 0.00513326-0.00376216j -0.00389274-0.00091998j 0.00259164+0.00395753j -0.00462761-0.00370728j 0.0095108-0.00181346j 0.00106898-0.0058429j -0.00315097-0.00788567j 0.00318038-0.00394377j 0.000555735-0.00142083j 0.000919479-0.00205292j 0.00409195+0.00127987j 0.00229592+0.00249574j 0.00310872+0.00343402j -0.00430414+0.00885959j -0.00177107-0.00235366j -0.000665379-0.00748966j -0.00620386+0.00425769j -0.00671287-0.00296273j 0.00453598-0.00268782j 0.000720484-0.00576859j 0.000767641-0.00095899j 0.00332993+0.000922082j 0.000365826-0.000153576j -0.00452635-0.00221134j 0.00360479-0.00093561j -0.00312542+0.000803375j -0.00176353-0.00218173j 0.00384577-0.00570733j -0.00372117-0.000784564j 0.0071493+0.0019808j 0.00581563-0.00214385j 0.00274171+0.00244172j -0.00744446-0.003452j 0.0050699-0.000903567j 0.0016511+0.00592631j -0.00254294-0.000414806j -0.00070379+0.00454336j 0.00101526+0.00161757j 0.00215827-0.000231111j 0.0022645-0.00356387j 0.00408718+0.0057171j -0.00371604-0.000573292j 0.00468577+0.00119012j -0.00251052-0.00615513j -0.000727326-0.00561239j -0.00316507-0.00337401j 0.00319286-0.0031251j -0.00489544+0.00503768j 0.00368316+0.00744458j -0.00456025+0.00363909j -0.00359094+0.00119109j 0.00130425+0.00434054j 0.00142322-0.00231231j -0.00563218+0.00794169j -0.00554513+0.0048877j 0.00440795+0.0068458j 0.0103008+0.00478897j 0.00636814-0.00389212j 0.005295-0.00611078j 0.00283953+0.00335388j -0.00159156-0.000131355j 0.00351726+0.0014739j -0.00020521-0.00789557j -0.009497+0.000844203j 0.000671553-0.00681057j -0.00278898-0.0127798j -0.0127363+0.0022566j 0.0134209-0.00386188j -0.00391941-0.0135296j 
-0.00241816-0.0125675j 0.012582-0.00251606j 0.00302103-0.000921941j 0.00107305+0.00268541j 0.00816944+0.00710112j -0.0064662+0.0114758j 0.00751996-0.00335658j -0.00987452-0.00071433j -0.0010692+0.0121111j 0.00592973+0.0107542j 0.0137916+0.00447975j -0.00390052+0.00549654j -0.00448251+0.00612386j 0.0112384-0.00672664j 0.00201738+0.00369748j 0.00263039-0.00494303j -0.00190928+0.00945479j -0.0072449+0.00210021j -0.00916086-0.00874327j 0.00362292+0.00257802j -0.000494723-0.00154586j 0.00461587+0.00147938j -0.000531672+0.002546j -0.00532526-0.000108809j 0.00300978+0.00685917j -0.0012323+0.00224726j -0.00218543+0.0019765j 0.00074079-0.00337134j -0.00593308+0.00349222j -0.000367456-0.00321848j 0.000154578-8.85321e-05j 0.00624306-0.00355295j 0.000119082+0.00583835j 0.0032976+0.00595855j -0.00289807+0.00705689j -0.00298168-0.000554398j -0.00202106+0.00206496j 0.00226612+0.00447328j 0.00185369-0.000232375j 0.000909777-3.37662e-05j -0.00224029+0.00237629j -0.00251679-0.00282762j -0.000806462-0.00648859j -0.00575728+0.00512614j -0.0065902-0.000594419j -0.0023266-0.00621809j -0.000333534-0.000374661j -0.0013264+0.00161307j -0.000869681-0.00140925j 0.00228483+0.00265451j -0.00288607-0.00413644j -0.0025773+0.00128538j -0.00634623+0.00211531j 0.00284352+0.00269896j 7.27019e-05+0.00161381j 0.00457273+0.00373458j 0.00475229+0.000188631j 0.00393013-0.00133672j 0.00841994-0.00826522j 0.00730488+0.00107449j 0.00385937+0.0110124j -0.00473001+0.00189041j -0.00583052+0.00720773j -0.0120781-0.00429172j 0.00826526+0.00780589j 0.00139442-0.00790993j -0.0116383+0.0026127j 0.00746018-0.010813j -0.00542051-0.0145902j -0.00878193+0.00387343j 0.00678413-0.00195454j -0.0131195-0.00734586j 0.00483634-0.0115939j 0.000918477-0.00436286j -0.0040152-0.00110835j -0.0118227-0.00439546j -0.0042897+0.011812j 
-0.00717118-0.00073753j 0.000787721-0.0072499j -0.00464129+0.0130677j -0.0130634-0.00464953j -0.00900721+0.000191376j -0.00323289-0.00992947j -0.00212946+0.00400666j 0.00161829-0.00455439j -0.00395923-5.59091e-05j -0.00136949-0.00444448j -0.0103164+0.000850938j 0.00371815-0.00387346j -0.00288719+0.00220605j 0.000318472+0.00719674j 0.0034908+0.00146554j -0.00286108+0.00378257j -0.000620163-0.00251494j 0.00468464-0.00140201j -7.33003e-06+0.00222248j -0.00431373-0.000484808j -0.00190913-0.00330554j -0.00148807-0.00731358j 0.0032489+0.00220896j 0.00526083+0.0063571j -0.000525258-0.00664104j 0.00585688+4.94588e-05j -0.00280201+0.00250665j 0.00356762+0.00608818j -0.00136803-0.000255818j -0.00302415+0.000539006j 0.000288756+0.00104843j 0.00324541+0.000548769j -0.00423551+0.000177855j -0.00125821-0.00396305j 0.00159529-0.000556935j -0.0020839+0.00599366j 0.000701975-0.00164553j -0.00611291+0.000334647j -0.00264042+0.00638185j -0.00279175-0.00148323j 0.00750878-0.00166821j -0.00382781+0.00124679j -0.00150349-0.00198092j 0.00325729-0.00467145j -0.000232837-0.00402215j -0.00134591+0.000920345j -0.00140295+0.00179272j -0.00147933+0.00300255j -0.00539172-0.00130065j 0.00191009+0.000165123j -0.00396085+0.00253502j 0.00287074+0.00373325j 0.00369929-0.00013557j 0.00136742+0.00383188j -0.0020434+0.00415637j 0.000878198-0.00356849j -0.00684372-0.00523267j -0.000138312-0.00253119j 0.0017388+0.00208097j -0.00661223-0.0018474j -0.00404724-0.000984645j 0.0037756-0.00902481j 0.00225621-0.00844062j -0.00142166-0.00259337j -0.012587-3.96838e-06j -0.00114739+0.00927594j 0.00465112+0.00276174j -0.00349042+0.00437432j 0.00417449+0.00348452j -6.76203e-05-0.0014091j 0.000544971+0.00678071j 0.0126274-0.00177875j 0.000723813+0.0112074j 0.0115484+0.0053674j 0.00550451-0.0110464j -0.005886+0.00532178j 0.00539614+0.00592359j 
-0.00346891+0.00120286j -0.00122474-0.00334868j 0.00256917-0.00166342j 0.00156145+0.00279686j -0.000341112+0.00053742j -0.00060548-0.000199134j -0.000371135+0.000862611j 0.00026311+0.000777069j 0.00112077+0.000262163j -0.000362905-0.000390727j 0.00117753-9.235e-06j -0.000348437-0.000500998j 0.000950153-0.000501741j -0.000314381-0.00159643j -0.0002208-9.99162e-05j -0.000748061+0.00139566j 0.00115153+0.00016985j -0.000129533-0.000713766j 0.000118102+0.00147904j 8.95944e-05-0.000704409j -0.00253409+0.00027753j 2.62785e-05-0.000527863j 0.00106695-0.000921531j 0.0016529+0.00028598j 0.000465713-0.000177185j 0.000925034-0.00112994j 0.000452583+0.00129621j -0.000160878-0.00144136j 0.00175018+0.00184624j -0.000441879+0.00057223j 0.000240673-0.000452613j -0.00108591-0.000154331j -6.88913e-05+0.00076543j 5.81312e-05-7.14853e-05j 0.00126075-0.000181369j 0.00105186+0.00107717j 0.000457036+0.00112755j 0.000345191-0.000365186j 0.00081122-0.00120661j -0.000548948+0.000173945j 0.000142722-0.000732058j -0.0004272+0.00155662j -0.000752149-7.26214e-05j -0.000515628+0.000162728j 0.000575935+0.00058549j -0.000416004+0.00190389j 0.000188244+0.000177447j 0.00098137+0.000465403j -0.000233308+0.000187763j 0.000635503-0.000598177j -0.000116132+0.00102593j 0.000879298+0.000561162j -0.00041616+0.000866831j 0.00205525-0.000644957j 0.00114466-7.29728e-05j 0.000342516-0.0014948j -0.000879334-0.000665344j 0.000671325+5.83975e-05j -0.000949232-0.000776053j -5.58799e-05+0.00072721j 0.000973317+0.000550198j -0.000665852-0.000119713j 0.000383929+0.000343968j 0.000451761+0.00172918j 0.000854529+0.000394727j 0.00158604-0.000707495j 0.000345112-0.000382607j -0.000477214+0.000510826j -5.97331e-05+0.000991849j 0.000806164-0.000722495j -0.000980351-0.000398766j 0.000370467-0.00027621j 0.00103841+0.00037263j -0.000528839-0.000982262j -0.000947741+0.000593733j -0.000345933+0.00269711j 0.00266864+0.000418617j 
-0.000720583-0.00129847j 0.00132866-0.0007486j 0.00108253+0.00043493j -0.000348376+0.00101803j -0.000422822-1.78388e-07j -0.000143116-0.000479235j -0.000456485+8.83308e-05j 0.000172523+0.00044808j 0.000152762-0.000218855j 7.96161e-05+0.000180884j -0.00022719-4.05698e-05j -5.75796e-05-0.00022984j -3.29026e-05+0.00038161j 0.00023046+3.36646e-05j 5.78496e-05+8.35145e-05j -9.14733e-05-0.00031711j -3.12599e-06+0.000244867j 0.000265143+0.000147838j -0.000393395-0.000221466j -5.60526e-05-0.00014195j -0.000234495-0.000684581j 0.000373251-0.000480918j 0.000225018+0.000350162j -0.000227832+0.000648776j 0.000302336+0.000152654j 0.000303407+0.000232427j -0.000734488+0.000647313j 0.000330977+0.000116847j -0.000633104+0.000621913j -0.000374528-0.000273056j 4.88601e-05-0.000160276j 0.000444917-7.0256e-05j -0.000409313+0.000273551j 4.34609e-05-9.63755e-05j 4.25278e-06+0.000153799j -0.000584709+0.000567345j -0.000457728+0.000587349j -1.08531e-05+0.000263959j 0.00031448+0.000674843j -0.000154443-0.000143317j 0.000390884+0.000372048j -0.000819171-0.000178347j -0.000129881-4.01905e-05j -0.000178321-0.000129881j -0.000434577+9.95283e-05j -0.000727355-3.05921e-05j -0.000126735+7.51233e-05j -0.000211042+0.000335411j -0.000407385+1.61954e-05j 0.000538689+0.000425674j -0.000850095+0.000248858j 0.000133584+0.000717134j -0.000568717+0.000147775j 0.000922629+0.000551976j 0.000175263+0.000502622j 0.00034404+0.000421297j -0.000164285-0.000661879j -5.66349e-05+0.00012809j 0.000167851-0.000751512j -0.000275171+0.000172533j 0.00044522+0.000450006j -6.29461e-05-0.0006064j 0.00024609+0.000177999j -0.000175885+0.000838963j -4.86577e-05+0.000595486j 0.000384655+0.000216161j 0.000718742-9.83263e-05j -4.40478e-05-7.10028e-05j -0.000123224+0.000849273j 0.00073238-0.000819171j -0.000704353-0.000390285j -0.000189135-0.000336395j 0.000737752+1.16145e-05j -0.000385919+0.00036536j 0.000550788+0.000319888j -0.000807136+0.000491762j 0.000539118+0.000798633j 
-0.00391495+0.00460816j -0.00446835-0.00369674j 0.000956104-0.00368289j 0.00381636+0.0013502j 0.0010468-0.000311401j 9.13407e-05+0.00101549j 0.000610239+0.00163028j 0.00157931+0.000991237j 0.00199468-0.00126751j -0.00170668-0.000734187j 0.000518191-0.000542957j -0.00124825-0.000776181j -7.81924e-05-0.00167216j -0.00154138-0.000948795j -0.000282608+0.000159141j 0.00145094+0.00173201j 0.00146251-0.00124506j -0.000395503-0.000275831j 0.0021632+0.000993322j -0.000728451-0.00108213j -0.00103489+0.00355741j -1.90494e-05+0.000617335j -0.000240341-0.00179666j 0.00146317-0.00185543j -0.000218022-0.000273793j -0.00111981-0.00206008j 0.00124054-0.000116011j -0.0019002-0.00140735j 0.00379651-0.000940124j 0.000510827+0.000270314j 7.30951e-05-8.08985e-05j -0.000911135+0.00122583j 1.21774e-05+0.000288605j -0.000489667-0.000922908j 0.000468897-0.0010931j 0.00180469-0.00146002j 0.000886597-0.000278955j 0.00029608-0.00085178j -0.00120369-0.00229983j 1.32018e-05+0.00049271j -0.00113194-0.000852777j 0.00193657+0.000824024j -0.000755971+0.000103764j -0.000601961+0.00045676j 0.00101128-0.00110979j 0.00152531+0.00233983j 0.000643765-0.000251504j 0.00118399-0.00104075j 2.50552e-05+0.000395722j -0.000850178-0.000236758j 0.000918927+0.000169009j 2.64696e-05-0.000649707j 0.00124476+8.2703e-05j -1.56936e-05-0.001733j 0.000548058-0.00159321j -0.00154856-0.000821469j -0.000472454-0.00017783j 0.000674747-0.000846821j -0.00067684+0.000819721j 0.000724365+0.000711799j 0.000912886-0.000249003j 4.44439e-05+0.00113535j -0.000136803+0.000175426j 0.0015264+0.000830646j 0.00128498+0.00075256j 0.00201615-0.00237628j 9.52907e-05-0.000130445j 0.000235441+0.00139401j 0.000492423+0.000313109j -0.000465006-0.00190279j -0.00284467+0.000452197j -0.000325396+0.000588141j 0.000732626-0.000926793j 0.00102518-0.000327009j -0.000131706-0.000804545j 0.000586878-0.00100434j -0.000955111-0.000390988j 
-0.00157129+0.00300979j -0.00303243-0.00151331j -0.0016326+0.000638174j -0.000679774-0.00156164j 0.00331891+1.00758e-05j 0.000340206+0.00328034j 0.000942734-0.000717987j -0.000806949+0.000612104j 0.0014411+0.000238136j -0.000469946-0.00151284j -0.00120165+0.000210174j -0.000502683-0.00121229j 0.000748584-0.00176833j -2.07405e-05+0.000372917j -0.000921395-8.42761e-05j 4.56401e-05+0.000103526j -0.000124861-0.000377707j -0.000225037-0.000167879j 0.000845198+0.000568385j 0.000409985+0.000263781j 0.00190851+9.41511e-05j -0.000386172+0.00236424j -0.00022587-0.000435347j 5.85094e-05-0.000878043j -0.000887427-3.86517e-05j -0.000470503+0.000603768j -0.000343843-0.00140558j -7.17222e-06-0.000262311j 0.000651019-0.00115136j 0.000782594-5.00347e-05j 0.000635427+0.000953378j -0.00092662-0.00053354j 0.000911589-0.000277924j -0.00106801-0.00104292j -0.000753121-0.000455513j 0.000440222-0.000953744j -0.000121576-0.00138687j 0.000679992-0.000673967j 6.00002e-05-0.000163374j 0.000696278+0.0002476j 1.52874e-05-0.000681492j 0.000911873-0.000492139j 0.000660238+0.000306169j 0.000135254+0.000166271j -8.22508e-06-0.000766108j 0.000491325-0.000208183j 0.000493183-0.000840274j -4.58719e-06-0.000157577j 0.000630584+0.000391069j -0.000450094-0.00022981j 0.000339143+2.62837e-05j -0.000915727-0.000492135j 0.00155441-0.00104065j -0.00158859-0.000172986j -8.28836e-05-0.000762163j -0.00101059+0.000402351j 0.000145378+0.000996555j -0.000724537-0.000713087j 0.00026109+0.000759223j 0.000708098+0.000399187j -0.000302509-0.000550297j -6.23002e-05+0.000982708j -0.00160439+0.000558922j -0.000453736-0.000367664j -0.000194083+0.00140322j 0.000757956-0.00012379j -0.000800461+0.00106414j -0.000428665-0.000111236j -0.0009254-0.000807005j 0.00070104-9.42364e-06j -0.000610771-0.000872157j 0.0010095+0.000617352j -5.96948e-05+0.00182574j 0.00093778-0.00149446j -0.00150562-0.000531986j -0.000402953-0.00188078j -0.00193735+0.000440108j 
0.00167885+0.00572778j -0.00544447+0.00190476j -0.00222541-0.00698935j 0.00736411-0.00172145j 0.00111998-0.0012319j 0.000659542+0.000374308j 0.00111848+0.00204956j 0.00271274+0.000148581j 0.000494962-0.00250983j -0.00211662+0.000725776j 0.000474851-0.00193256j -0.000142245+0.000300661j -0.00195106-0.00145687j -0.00273903+0.00170843j -0.000275746+0.000924363j 0.00373813+0.000581918j -1.5752e-06-0.00256827j -0.0015457+0.000722851j 0.0030753-0.000741218j -0.0011363-0.00100056j 0.00278156+0.00460923j 0.000555325+0.000440719j -0.00213323-0.000952713j -0.00148328-0.00373685j -7.34805e-05+0.00115554j -0.00316603+4.45674e-05j 0.000622961-0.00414089j -0.00281175+0.000966325j 0.0013622-0.00494191j 0.00046834-0.00053529j 0.000698466-3.17098e-06j -0.000109205+0.00221533j -0.0013546+0.000548415j -0.000427375-0.000230881j 0.00121037-0.000789651j -0.00143928-0.00342702j -0.000371416-0.00219926j -0.00216966-0.000906906j -0.00573744-0.000535209j 0.00036184+0.000145762j -0.00231991+0.000981347j 0.00280136-0.00253073j -0.00160561-0.000298177j -4.88783e-05+0.000957215j 0.000282469-0.00253828j 0.00384509-0.000275201j 0.000676127-0.000258616j -0.000304373-0.00237808j -0.000769348-0.00166454j -0.0012053+0.00193907j -0.000117107-0.00366246j -0.00314397+0.000241508j 0.00061859-0.00221533j -0.0027004+0.00195976j -0.00220374-0.000261191j -0.00129314-0.000610119j 0.000274496-0.0026748j 0.0012373-0.00262665j 0.00278227+0.00174261j -0.000492111-0.0012593j -0.00145287+0.00133928j 0.00392737-6.45284e-05j -0.000887694-0.000598539j -0.00238661-0.00267384j -0.00124035-0.00102894j -0.000254955-0.0019743j -0.00191599+0.00232925j 0.00171904-8.91659e-05j -0.00311329-0.00389967j -0.00228713+0.00491843j 0.00193873+0.00221987j 0.00203238+0.00139582j -0.00281192+0.00149109j 0.00427677-0.00687267j -0.00683541-0.00348284j -0.00230581+0.0045939j 0.00470644+0.00261466j 
-0.00504256-0.00224921j 0.00228165-0.00516176j -0.00069615-0.00197758j 0.00234386-0.000799563j -0.00563752+0.00317508j -0.00492993-0.00472757j 0.000693446+0.00465964j 0.00302288-0.00334471j -0.00247007-0.000558616j 0.00243815+0.000434194j -0.000456056-0.00244046j 0.001807+0.00201329j -0.00165355+0.00295065j -3.41864e-05-0.000383124j 0.00297244-0.00153081j -0.000462285-0.0014134j -0.000214185-5.59826e-05j 0.000769983+0.00112198j -0.000311167-0.00164805j -0.00251008+0.00306325j 0.000215089+0.0063229j -0.00326563-0.00231658j -0.00057642+0.00199658j 0.00208067+0.000621441j -0.00011336-0.00365551j -0.00152357-0.00234176j 0.00280313-0.000835542j -0.000337878+0.00299298j 0.00304328-0.00173335j 0.00153224+0.00237183j -0.00328981+0.0020842j 0.00430872+4.69918e-06j 0.000944946-0.00175947j 0.00289934-0.00119603j -0.00204715-0.000153654j 0.00345116+0.000547071j 0.00371362-0.00198042j -4.62685e-05+0.00332883j -0.00136228-0.00076592j 0.000161005+0.00052812j 0.000476004-0.000682092j 0.00380551+0.00204541j -0.00162042-0.000721084j 0.000680386-0.000830503j -0.00111481-0.00110953j -0.000177194+0.00143602j 0.00112211+0.00153512j 0.000744987-0.000832762j -0.00097045+0.0031303j -0.00238978+0.00016812j 0.00150796-0.00109227j 0.000527272-0.0031409j 0.003249+0.00219962j -0.00202247-0.00365274j 5.8004e-05-1.43739e-06j -0.00100464-0.00147854j -0.00282111+0.00329052j 0.000676133-0.0023252j -0.00119633-0.00154066j -0.00311879+0.00212206j 0.000988472-0.00110689j -0.00070674-0.000233515j -0.00318747-0.00224115j -0.000444021-0.0013555j 0.00235257-0.000525388j -0.00185302-0.00195619j 0.00131042-0.00136817j 0.00372372+0.00128964j -0.00161122-0.000522241j 0.00437014+0.00255873j 0.000484912-0.00381085j 5.37156e-05+0.00390437j -0.00458021+0.00193164j -0.00216804-0.00272797j -0.00259794+0.00215204j -0.00116907-0.003601j -0.00351632+0.00113071j 
-0.00451738+0.000974949j -0.000820395-0.00442298j 0.00142175-0.00561363j 0.00605351+0.00173034j -0.00353344+0.00117334j -0.00324038-0.00416965j -0.00139859+0.00596075j 0.00529015+0.000385779j 0.000356797-0.0032307j -0.00114283+0.000366156j 0.00169405-0.00114918j 8.05703e-05+0.00393101j -0.00445403+0.00101659j -0.00176646-9.99689e-05j 0.00310181+0.000191062j 0.0018077+0.00026977j -0.000783276-0.00183241j -0.00035289+0.00160472j 0.00186387-0.00186846j -0.00285202+0.000394435j 4.11923e-05+0.00773786j -0.00117162-0.00166465j -0.00213784-6.82823e-05j 0.000902222-0.00192688j 0.000248396-0.00220586j -0.00244871-0.00277027j 0.0027872-0.00157291j -0.002852+0.00209621j 0.00420371-0.00384193j 0.000734718+0.00176401j -0.00212867+0.00119427j 0.00332534+0.00207538j -0.000472608-0.00179068j 0.00189158-4.46936e-05j -0.0004955-0.00069317j 0.00283207-0.00170622j 0.00332359-0.00130833j -0.00193981+0.00113704j -0.00403197-0.00247484j -0.000373339+0.000220932j -0.00109393-0.000248608j 0.00493461+0.000717089j -0.00341945-0.00223992j 0.000285177-0.000655629j -0.000662926-0.00297055j 0.00130787+0.00211117j 0.00118016+0.00104757j 0.00181652-0.00170605j -5.06755e-05+0.00115278j -0.00325229+0.00138572j 0.00228133-0.00375545j -0.00101734-0.00271378j 0.00210063+0.000144425j -0.00299125-0.00163924j -0.00131566-0.000535902j -0.000928331-0.00192044j -0.00193434+0.00122967j 0.00191888-0.00374843j 0.00165956-0.000541417j -0.00262627-0.000641828j -0.00129377+0.000515852j 0.00252255-0.000248391j -0.00333639-0.00305751j -0.00162224-0.00394957j 0.00143261+0.00146058j 0.00133191-0.0032108j -0.00035699+0.0003211j 0.0023205+0.00321376j -0.0010308-0.00360262j -0.000502624+0.00668466j 0.00251684-0.0002986j -0.000169841+0.0062726j -0.00880662+0.000127309j 0.00365544-0.00495294j -0.00520575-0.00323143j -0.00416889-0.00143076j -0.00136453+0.00436394j 
0.00414955-0.00487513j 0.00480494+0.00399259j 0.00235244+0.00374605j -0.00379171+0.0021242j -0.0054772+0.00204227j -0.00250646-0.00438296j 2.34995e-05+0.000593578j 0.00019197-0.00327381j -0.00561554-0.00177907j -0.00130972+0.00795373j 0.00794695-0.000632497j 0.00528474+0.0030714j 0.00268961+0.00749766j 0.000505313-0.00201327j -3.40818e-05-0.0055718j -0.000463001-0.00115693j -0.00266348+0.00535477j 0.00143359-0.00230221j -0.00618407-0.000763766j -0.0026532+0.000203484j -0.00296252+0.0016718j -0.0022666-0.00390567j 0.00189127+0.00441819j -0.000406894+0.00450679j 0.0029624-0.0017234j -0.000782702-0.00140523j 0.00278057-0.00023367j -0.000254942+0.00192318j -0.00161339+0.00365804j 0.000811046+0.00428454j -0.00396418+0.0012822j 0.00499707+0.000868475j 0.00224813+0.00105465j 0.00538154+0.00329001j -0.000348886+0.0004825j 0.00127843+0.00292528j 0.00475555-0.000629765j 0.00195351+0.00157651j 0.0016367+0.000251405j -0.00134058+0.00119774j 0.00287239-0.000363099j -0.000762032+0.00248753j 0.000572692+6.4266e-05j 0.00191368+0.000884368j -0.000490139+0.00146592j -0.000572974-0.00232274j -0.00255791+0.00216359j -0.000179523-0.000666684j -0.0020977+0.00192998j -0.000962196+0.000363443j 0.00154343-0.00055055j 0.00264246-0.000480258j -0.00260423+0.00798142j 0.00265242-0.00602116j -0.000753162-0.00151135j 0.00149356-0.00206902j -0.00197042+0.00134261j 0.000960603+0.00324932j -0.00319753-0.00376952j -0.00415798+0.00120418j 0.00421291+0.00141538j -0.00624515-0.00214459j 0.00117315+0.000699526j -0.000871559+0.00466923j 0.00483348-0.00264816j -0.0022949-0.00220019j 0.0033638-0.00390379j 0.00612352+0.00211289j 0.000185535-0.00044722j 0.0067982-0.00106984j -0.00143979-0.00400538j 0.00379979+0.00301843j -0.00226717+0.00648242j -0.00197191+0.00337065j 0.00347916+0.00191033j 0.00508315-0.00324901j -0.00318153-0.00525303j 
