0.218778+0.00633472j -0.00630302+0.219031j 0.263856-0.0249071j 0.026309+0.270934j -0.171288+0.0855263j -0.103485-0.12032j 0.0926545+0.0546003j -0.0140369-0.197369j -0.167677+0.0938929j 0.109775+0.0537947j -0.0774789-0.070564j -0.017046-0.0715107j -0.0119317-0.119724j 0.0305082+0.0717764j -0.0555557+0.12856j -0.050339+0.00276623j 0.0382777-0.0417372j -0.0387178+0.0635038j -0.00575681-0.0442786j 0.105643-0.0392484j -0.0133229+0.0244328j -0.0758966-0.0120934j 0.0466049+0.0182664j -0.0342225+0.0144421j 0.0303231-0.016742j -0.02355-0.00116455j -0.0748137+0.0186044j -0.032858+0.0451686j 0.0732588-0.0356289j 0.0285109-0.00287931j 0.0386175+0.00800981j -0.0980128-0.000831474j -0.00286033+0.00407262j -0.00695361+0.00584061j 0.0270827+0.0343042j 0.00132678+0.00551303j -0.00399507-0.017079j -0.0140144+0.0708305j -0.00782248+0.0398391j 0.0055877-0.0145813j 0.0118496-0.00706525j 0.00691799-0.00966287j 0.0532828-0.0163037j 0.0151635+0.00783687j 0.102804+0.0404216j 0.0161798+0.00350549j -0.029566-0.00578701j 0.029727+0.018924j 0.0734087+0.0824972j 0.00484438+0.0193292j -0.0417928-0.00554724j 0.0233061+0.0099458j -0.0178595-0.0244718j 0.00865767+0.0223436j -0.0583508-0.00197136j -0.0806352-0.0293015j -0.00912948+0.0229956j 0.0809951+0.0698912j 0.0198848-0.0593572j 0.0271012+0.0782041j -0.0293873-0.0335395j 0.0392791+0.0134532j 0.00862307+0.135457j -0.058093+0.0855905j 0.0304727-0.102508j -0.0260608+0.0606352j 0.0900841-0.0586066j 0.114117-0.0360415j -0.162232-0.102962j -0.0210657+0.193805j 0.0896981-0.0541242j -0.106914+0.112196j -0.167025-0.0887057j -0.0296082+0.265832j 0.258471+0.0279811j 0.00447048+0.21619j 0.215958-0.00449626j 
0.000372666-6.2881e-05j 3.13315e-05+0.000373055j -0.000624042-0.00027729j 0.000181478-0.000639988j -0.000420412-1.18683e-05j 2.0656e-05-0.00057086j -0.00025918+0.000102821j -0.000310334+0.000118992j 0.00058492+0.00153829j 0.0021098-0.00118036j 4.91725e-05-0.00087006j -0.000257669+0.00146922j -0.00144771+4.49791e-06j -0.00073807-0.000658175j 0.000658569+0.00125683j 0.00146086+0.00116097j -9.36356e-05+0.00159175j -0.0015286+0.000308671j -0.000498132-0.00134934j 0.000949235+0.0008155j -0.000538438-0.000618792j 0.00108976+0.00145772j 0.00154575-0.000540899j 6.86602e-05-0.000485953j 0.00051344+0.00101067j -0.000983129-0.000877415j 0.000414169-6.7328e-05j 0.00124939+0.00114383j 0.00100804+0.00101336j 0.000866386+0.00174278j -0.00124236+0.00058169j -0.000533316-0.000506353j 0.000489406+0.00112615j -0.00100957+5.4581e-05j -0.000431958+0.000806655j -0.00113237+0.00156874j -0.000719722-0.000121842j -5.01708e-05+0.00029973j 0.0015444-0.000620127j 0.000425081+0.000319126j 0.000428431-0.000520462j -0.000474999-0.00185305j 0.00163522+0.00117364j -0.000681206+0.000840142j -0.000822506-0.000776722j 0.00138509-0.00055214j -0.000576233+0.00137154j -0.000955919-0.000952657j -0.00044642+0.000777493j -0.000917566-0.000363437j -0.00058236+0.000307131j -2.73182e-05-0.00102378j 0.000742684-0.000553249j -0.000840506+0.000462256j -0.000155622-0.00085377j 0.000271166+0.00024284j 0.000350057-0.00240231j -0.000226188+0.000477869j -0.00134823+0.000591227j -0.000959289-0.000221151j 0.000383916-0.00141579j 0.000589247+0.00110481j -0.000120145+0.000410778j -0.000536864+0.000184045j 0.00022817+0.000201726j 0.000483272+0.00157951j 0.00209297-0.000424519j 0.000662659+0.00182859j 0.000535879-0.000659186j -8.00163e-05-0.000150029j -0.000319817-0.000163793j 0.000175831+0.00012147j 0.000147813+0.000425666j -6.19146e-05-0.000326133j -0.000334733+0.000133069j 0.00016927+0.000398343j 0.000361667-0.000180723j 
0.000131834-4.85126e-05j 0.000151255+0.000120335j 0.000645482-0.00110248j 0.0012794+0.000591488j 0.00160079+0.00114403j -0.00154865+0.0020034j 0.0016412+0.000344357j -0.00120057-0.000432903j -0.000952626+0.00159104j 0.00101339+0.00112426j 0.00128321+0.000880041j -0.00355751+0.00120109j -5.34578e-05-0.0006996j -0.00032953-0.00174563j 0.00166408+0.00101535j 0.00203754-0.00247824j 0.000652319+0.001223j -0.000190197+0.00130415j 0.00158568-0.00252492j -0.00104098-0.000617089j -0.00116833-0.00242224j 0.00494586+0.00107478j 0.00245614-0.000430737j -0.00399045-0.00128543j 7.22589e-05-0.00085161j -0.00201904-0.00379299j -0.00158323-0.00158408j 0.00181902+0.00324425j 0.00354466+0.00148161j 0.00128103+0.00256027j 0.000252325-0.000280186j -0.00261174+0.000311163j -0.00159966+0.0036409j -0.000465068-0.00217459j 7.9168e-05+0.000126913j 0.000973777+0.00236889j 0.000952717+0.00012398j -0.00148184-0.000181582j 0.00218983-0.00142868j 0.00202789+0.000949679j 0.000787764-4.05438e-05j 0.000141534-0.00385629j 0.000594807+0.00125473j -0.00102922-0.00202154j -0.00281524-0.000256612j 0.00156366+0.00141026j -0.00142531-0.000112267j -0.00266259+0.000173745j -0.00129318+0.00211279j -0.00283186-0.0011756j -0.00175118-0.00135497j 0.000998807-0.00235922j 0.00313881-0.0015476j 0.000230358+0.00130293j 0.00131622-0.00203382j 0.00059052-0.00279687j -0.00151432-0.0022179j -0.00151499+0.00286759j -0.000199609+0.000282658j -0.00526522-0.000237527j -0.000618565-0.00101721j -0.000810604-0.00159446j 0.001562-0.00237002j -0.000138937-0.000602331j 0.000572964-0.0021242j -0.00254269+0.000230445j 0.0020295+1.87166e-05j 0.00114225+0.000418069j -0.000278938+0.00183198j 0.000989682-0.000207323j -0.00114834-0.000212306j -0.000601019+0.00086254j -0.000435468-0.00135788j -0.000278651+0.000736318j 0.00108793-3.6314e-05j -0.000615889+0.000293544j 0.00038171+0.000648099j 
-0.000419811+0.000404774j -0.000458703-0.00039584j -0.00116876+0.00153829j -0.00155973-0.00111244j -0.000648003-0.0009887j 0.000828964-0.000424709j -0.000863566+0.00155744j 0.00307816+0.0010118j 0.00101719-0.000536724j 0.00159159+0.00254373j 0.00269043-0.00206522j 0.000544136-0.000452558j -7.67279e-05-0.00130579j 0.00206314-0.00124068j -0.00409036-0.00211495j -4.71663e-07+0.0017126j -0.000816529+0.00155725j 0.000955785+0.000724672j -0.00300008+0.000834889j 0.00404846-0.00111693j 0.00179073+0.001328j -0.00455103-0.00124511j -0.00460064-0.00111527j 0.00470909+0.000380014j 0.000709893+0.00111397j 0.0019121+0.0055089j 0.00231946+0.0014248j -0.00139524-0.00488261j -0.00448488-0.00218891j -0.00074747-0.00104401j -0.00091857-0.000447277j 0.00533271+0.0012911j 0.000546616-0.00466657j -0.000297195+0.00229054j 0.0012162+0.00123027j -0.00224458-0.00401545j -0.00327125+0.00187192j 0.00339222+0.00191085j -0.00371963+0.00145005j -0.0027676+0.00192031j -0.00343094-0.0012606j -0.000166947+0.00561668j -0.000653076+0.00015426j -0.000746734+0.00145511j 0.00438776-0.000744896j -0.00182856-0.000250347j -0.00101047+0.00147923j 0.00367239+0.000168016j 0.00182486-0.00054271j 0.00375825+0.00159598j 0.00160297+0.00107965j 0.000754731+0.000613909j -0.000806862-0.00113559j 0.00199307-0.0013562j 0.00105429+0.00448445j -0.00140011+0.00448066j 8.04042e-05-0.00123571j 0.00234781-0.00344216j -0.00285228+0.000472228j 0.00115056+0.00173372j -0.00348361-0.00156294j 0.00254408-0.00289623j -0.00152899+0.00106215j 0.000392187+0.00179571j -0.00085763+0.000508754j 0.00107388-0.00111315j -0.00147156+0.00212166j -0.00309542+0.000529701j 0.00153127-0.00130689j -0.00138978-0.00111415j 0.000287992+0.000726973j 0.000669468-0.000683902j 0.000269168+0.00137945j 0.000409309-0.000439061j -0.000841081-0.00013211j 0.000850752-0.000589186j -0.000609027-0.000867123j 
0.000802276+0.00016186j -0.000279861+0.000851155j -0.00188199+0.000542037j -0.00102634-0.00212344j 0.00160717-0.000963514j -0.000225006-4.97215e-05j -0.00282474+0.00165549j 0.000334105+0.00225599j -0.000767506+0.004181j 0.00405158-0.000532348j -0.000850277-0.000140522j -0.00137193-0.00103533j -0.000772698-0.00334155j 0.00231769+0.00048569j -0.00190574-0.00183154j -0.000615506+0.00244218j -0.00292673+0.000307965j 0.00286043+2.78057e-05j -0.000545836+0.000630944j 0.00303556+0.000716705j 0.00395672-0.00349522j -0.000242804+0.000302318j -0.000317988-0.00122791j 0.00307479+0.000935568j -0.000986758-0.000320512j -0.000174176+0.000739835j 0.00263288-0.000202086j 0.000598707+0.00162878j 0.00202543-0.00171154j -0.00239661+0.0021541j -0.000741542+0.00236288j 0.00141901-0.000395038j 0.00234534+0.00159159j -0.00036935+0.000766174j 0.00205618+0.00117029j -0.00361995-0.000390171j -0.00133888-0.000924908j -0.0021996+0.00450209j -0.000315409-0.00200148j -0.00229714+0.00280672j 0.000802194-0.00133702j -0.00263189-0.000645566j 0.00148686+0.000186799j -0.00177165+0.000760515j 0.00339267-0.00215452j 0.00239344-0.000395111j 0.000784839+0.00283732j 0.00239745-0.00377657j -0.00225435-0.000230109j -0.00209444-0.000910257j -0.000916542+0.00210123j 0.00308333-0.00105624j 0.00109906+0.00215162j 0.000345815+0.000163204j 0.000283345-0.0012609j 2.92023e-05-0.000964974j 0.00218811-0.00530857j 0.0047255+0.00157359j -0.00359602-0.00238364j -0.00103223+0.00230312j -0.00234757-0.00266077j -0.000744369-0.000630895j -0.00189518+0.00287431j -0.00151496-0.00264035j 0.00382203+0.000756864j -0.000378964-0.00172021j -0.000397379+0.000554198j 0.000590319+0.00226885j 0.0018663-0.0011103j 0.000265495-0.00031072j -0.000657738-0.00102579j -0.000232539+0.00140088j -0.000789921+0.000212285j 0.000215306-0.00137252j -0.00154861-3.79384e-05j 7.69934e-05+0.000122867j 2.10435e-06-7.80433e-05j 
-0.00184518+0.00124266j -0.00122106-0.001946j -0.000473698+0.000617446j 0.000375731-0.00068691j 4.1625e-05+0.00240404j 0.000339005+0.00102049j 0.000630481-0.00227708j 0.000501999-0.000573624j 0.00093961-0.00458583j 0.00111598+0.0031077j -6.11191e-05-0.00258946j -0.000199118-0.00229832j -0.00162248+0.000397528j 0.00368883-0.00224018j -0.00203869+0.00472705j -0.00102078+6.48172e-05j 0.00474963-0.00370084j -0.00307046+0.00362185j 0.00542772-0.000110844j 0.00447817+0.000396456j -0.000850368-0.00442878j -0.000759766+0.000289162j -0.00229574-0.00215493j 0.000415096+0.00289072j 0.000116769+0.00133735j -0.00120966-0.000840304j -0.000430189+0.000510163j 0.00364034-0.00387963j -0.00663556-0.000425168j -0.00115109+0.00431531j -0.0041992+0.00110992j 0.00127005+0.000255506j -0.00165547-0.00219104j 0.003423+0.00305429j 0.0020184-0.000578001j -0.000888172-0.00419082j -0.00012767+0.000572045j 0.00179581+0.00382905j -0.00327866+0.000686281j -0.000593472+0.00169572j 0.00211913+0.00352714j -0.0016029-9.30227e-05j -0.00123384-0.000492093j 0.000292391-0.00186073j -0.000821887+0.00152505j -0.00188459+0.00151241j -0.00279538+0.00190625j 0.00274474+0.00285357j 0.00487488+0.0011025j 0.000688811+0.00310096j 0.00280247-0.0014745j -0.000347259+0.00100626j -0.000950455-0.000740736j -0.0017867-0.00205593j 0.00225057+0.00433493j -6.32724e-05+0.00286751j -3.12495e-05+0.00124271j 0.000387176-0.00153983j 0.00249437-0.000992406j -0.0046174-0.00267175j 0.00298175+0.00228592j -0.000449193+0.000755816j 0.00124602-0.00573606j 0.00266429+0.00114185j -0.00127919-0.00147281j -0.00121552-0.000493265j 0.000273743-0.000653834j 0.00127785+0.00182953j 0.00279308-0.00227187j 0.000958541-0.00255436j -0.00071456-0.00193302j -0.00115627+0.000390681j -0.000949993+0.000559813j 0.000272645-0.000520178j -0.000668192-0.000277176j 0.000693525+0.000178863j 0.000280402-0.00077157j 
-0.000660296-8.29776e-05j 1.28909e-06-0.000675142j 0.000748076-0.000571811j 0.000388534+0.000599219j 0.00127308-0.000192525j 9.79604e-05+0.00117749j 0.000224113+0.000193149j 0.000112073-0.00013796j -0.00100143+0.00122905j 0.002314+0.000611347j 0.00118708-0.00177821j 0.000857298+0.00148809j 0.000703758-0.000393107j -0.00081557-8.67761e-05j -0.000231338-0.000361935j -0.000113121-0.00202299j 0.00114489+0.00250609j 0.000216388+0.00201734j -0.00323071+0.000526818j -0.00029455-6.80381e-05j 0.00126994+0.00128681j 0.00036774-0.000370164j -0.000511479-0.000340458j -0.00147875+0.000224352j 0.000893038-0.000349782j 0.0011601+0.000472929j -0.000247304-0.000446771j -0.000150544+0.00049512j 0.000851995+0.000801805j 0.000465642-0.000988411j -0.00195357-0.000620133j 0.000752621+0.000267015j -0.0010105+0.000583114j -0.000830797+0.000589385j 0.000432478+0.00143435j 0.000209209-0.000455936j 0.000315741+0.00147552j -0.000653568-0.00148614j 0.000934597-0.000402328j -9.30968e-05-0.000290846j -0.002459+0.000693031j 0.00121288-0.000710054j 0.00108111+0.00106226j -0.00103874-0.000523688j 0.00048376-0.000206782j 0.000135032+0.000588913j -0.00146006+0.00162071j 0.00109021+0.00169381j 0.000955225-0.000246833j -0.000195781-0.00139885j -0.00117607-0.000277526j -0.000433223-0.00086625j -0.000726775-0.00234069j 0.00105945-6.7091e-06j 0.00147521+8.81744e-05j 4.65162e-05+0.000457401j -0.000183935+0.000715743j -0.00081609+0.00228075j 0.000705502+0.00188927j -0.00173573+0.00154325j -0.00380344-1.6126e-05j -0.000350271-0.00280369j -0.0010887-0.000487485j 0.00107838-1.88217e-05j -0.000854687+0.000628095j 0.000518696+0.000681404j 0.00114977+0.000266629j -0.00188462+0.00211661j 0.001347+0.000849444j 0.000285725+0.000600558j 0.00105965-0.000147415j 0.000492728-0.000139747j -0.000385395+0.000777994j 9.86125e-05+0.000471684j 0.000226206-5.73735e-05j 3.06335e-05-0.000112595j -0.000179818-6.92828e-05j 
-0.00113296-0.000646939j 0.000793693-0.00111346j -0.000541504+0.000839095j -9.14896e-05+0.000302571j -0.00173502+0.000595468j 0.000239128+9.09516e-05j 0.00125349-0.000914972j 0.000449592+0.000711871j 0.00528831-0.00191119j -0.00119232+0.000579542j -4.7637e-05-0.00292611j -0.00029391-0.00215506j 0.000213948-0.00305158j 0.000495956-0.000578895j 0.000524641-0.00257678j -6.35883e-05+0.0025879j -0.00177454-0.00123341j 0.00202493+0.000863458j -0.00200721-0.000993243j 0.00110451-0.00561262j -0.00375402+0.00291264j -0.0034608-0.000303803j -0.00106863-0.00194384j -0.00247738+0.00348738j -0.000796357+0.00045125j -9.29817e-05+0.00165383j 0.00080316-5.27021e-05j 0.00127011+0.00127059j 0.00248867+0.000409038j 0.00090723-0.00397904j -0.00125139-0.00128418j -0.000347797-0.000839947j 0.0014193+0.000397095j 0.00284889-0.000201522j -0.00184884-0.00154127j -0.00126982-0.000236465j -0.000605975+0.00226975j -0.00660602+0.00447867j -0.000122124+0.000108804j 0.00126255-0.00114745j -0.00260995-1.63085e-05j -0.00269464+0.00051657j 0.00183841+0.00293723j -0.00307799-0.00283664j 0.00414731+0.00202659j 0.00103084-0.00326651j 0.00451814+0.00340129j -0.00113611-0.00184647j 4.31749e-05-0.0026104j -0.00157904-0.0013057j -0.00231607+0.0021736j 0.00116265-0.00241094j -0.000878321+0.0025301j -0.00104059+0.00226466j 0.00135012-0.00191164j 0.000138628+0.00149317j -0.000547358+0.00284572j -0.00266449-0.000481769j 0.0012047-0.00183946j 0.000126791+0.00253131j 0.000669194-0.000700568j 0.000569153-0.00174677j -0.00129491+0.001212j 0.00179205-0.00302864j -0.00156279+0.00159367j -0.00215297-0.000700754j 0.00154436+0.00210097j 0.0025373+0.000647232j -0.00577552-0.00185772j -0.00170067+0.00144837j -0.00108451+0.000959205j 0.00104594-0.000226549j 0.00248531+0.000759341j -0.000172565-0.000453147j 0.000534972+0.00081674j 0.000338684-0.00163832j -0.00158785-0.000264438j 
-0.000199997+0.000716076j -0.000619267-0.000219484j -0.000574572-0.000518912j 0.000877191-0.000546407j 0.000762993+0.00152703j -0.00180269+0.0019244j 0.00202543+0.00142412j 0.000711396-0.00025131j 0.000458745+0.00152892j 0.00365733+0.00247867j 0.00313085-0.0027559j -0.00202097+0.001107j -0.000159077-0.000253034j -0.000110195-0.0027109j -0.000393132+0.000619608j 0.00366214+0.000398711j -0.000699414+0.00505172j -0.0034653+0.00199236j -0.00199296-0.00409974j 0.00164642-6.64318e-05j -0.00189341+0.000370651j 0.00291932+0.000507922j 0.00131724-0.00160015j -0.000707825-0.0012986j 0.00314449+0.00130803j -0.000968507+7.35944e-05j -4.01417e-05+0.000229915j 0.00150047+0.000606172j 0.000969432+0.00187707j 0.00190843+0.0021426j -0.00228039-0.000734778j 0.00138715+0.00207837j -0.00232102+0.00120147j -0.0017985+0.000116277j 0.000293176+0.00224044j -0.000812365+0.00110706j -0.00260794+0.00286886j 0.00100115+0.000342j 0.000785859-0.000351796j 0.000447626+0.00092573j -0.00178728-0.000944733j 0.000283864-0.00159875j 0.00102311+0.00247039j -0.00208723-0.000197581j -0.000955534-0.000741945j 0.000335313+0.00147308j -0.00275676+0.0019637j -0.00123435+0.00126309j -0.000304128+0.00238422j -0.000227881+6.87326e-05j -0.00182246-0.00209395j 0.00104287-0.00240918j 0.00233948-0.00305299j 0.000613024+0.00160539j 0.00157295+0.00142706j -0.000770964+0.00113553j -0.000539117-0.00345203j -0.00145946+8.75276e-05j -0.00287193+0.00200361j -0.00436219+1.49899e-05j -0.00272199-0.00403341j 0.00254714-0.00223547j 0.000108599-0.00130887j 0.000899659+0.00211052j -0.000322448-0.000266495j 0.000422531+0.0013527j 0.00426614+0.000178004j -0.00100916+0.00303714j 0.00165725+0.00160916j -0.000363221-0.000684276j -0.000936912+0.00127381j 0.00038271+0.00085233j -0.00101813-0.000326775j 5.05132e-05+0.000499176j 0.000564812-0.000298512j 2.38963e-05-1.3378e-05j 0.000103064-6.28384e-06j 
1.61956e-05+8.76336e-05j 1.32097e-05-7.17885e-05j 0.000657619-0.000329285j 0.000465343+0.000627705j -0.000240492-0.00344286j 0.00402081+0.000494201j 0.000566716-0.00233528j -0.000604471+0.000323244j 0.00117745+0.00167388j 0.00422191-1.51276e-05j 0.000464815-0.00341573j -0.00146119+0.00177439j -0.000247953-0.00118058j -0.00139416-0.00311978j 0.000955884+0.000314309j -0.000904285-0.000313955j 0.00224281+0.00106303j 0.00126888+0.0022986j -0.000689113+0.000860261j -0.00209206+0.000531229j -6.35959e-05-0.000266572j -0.000298663-0.00190532j -0.00133628-0.0003301j -0.000427319+0.00168036j -0.000100109-0.00274883j 0.00193024-0.000851937j -0.00372126+0.000305865j -0.000354811+7.09741e-05j 8.28727e-07-0.000977683j 0.00157788+0.000193816j -0.000610327-0.000169765j 0.00115025+0.000982504j 0.00294831+0.00204698j -0.000559165+0.00103682j 0.00092723-0.00148715j -0.00084193-0.0011038j 0.00162775-0.00111725j 0.000109391-0.000277738j -0.000236936+0.00172085j 0.000198992-0.00121667j -0.00141203+0.00133937j 0.000494609+4.91408e-05j 2.69505e-05+0.00128631j -0.00158094+0.00193253j -0.00169394-0.000970842j 0.00318544-0.000873548j -0.00133524+0.000128667j 0.0033674+0.000962079j 0.000620367+0.000495006j -0.000127735-0.000225071j -0.0010783-0.000960828j -0.00180557-0.000197756j -0.000547428-0.00436155j 0.000803804-0.00108674j 0.00110785-0.00203982j -0.00115907+0.000976109j 0.00146758+0.00267748j 0.00120586+0.00177049j 0.0019352-0.00128067j 0.000117576+0.00442256j -0.00275599+0.00384685j -0.00421838-0.000321081j -0.0022439-0.00086405j 0.000564064-0.00289405j -0.000728145-0.00095638j -0.00257594+0.000567205j 0.00145279-0.00163569j 0.00162731+0.00161704j 0.00287805+0.00127507j 0.000302652-0.000478512j 0.000680174+0.00201205j 0.00269904-0.00070652j -0.000315875+0.00133555j 0.000456652+0.000255263j 0.000328294-0.000815444j -0.000249371+0.000421448j 0.000532462+0.00019969j 
8.95147e-05+8.21178e-05j -6.78182e-05+0.000107043j 4.17799e-06+0.000160422j -0.000191595+0.000217057j 4.24741e-05-0.00034233j -0.000346075+0.000616659j 0.000603177+0.00111477j 0.000903347+0.00034796j 0.000945157+0.000797578j 0.000352109+0.000780426j 0.00158272-0.000610087j -1.66747e-05+0.000438667j 0.000241055-0.000762315j 0.00010746+0.000164553j -0.00110917-0.0015639j 0.00087529+0.000390874j -0.00142399+0.00298883j -0.00013965-0.000474109j -0.00249415-0.000136811j -4.75542e-05-0.000447318j 0.000583762+0.00182693j -0.000734526-6.18928e-06j -0.00046562+0.000298443j 0.000587538-0.00056456j 0.00147906+3.63268e-05j 0.00100123+0.00213885j 0.000410302+0.000168755j -0.000828104+8.33597e-05j 0.00087587-0.000507781j 5.90218e-05-0.00101496j 0.000323104-0.000436374j 0.00146749+0.000832701j -0.000440472-0.000303917j -0.00163286-0.000411177j -0.000606513+0.00116499j -0.00010665+0.000188689j -0.000467194+0.00132004j 0.000289639-6.02428e-05j -0.000195514+0.000114522j -6.99336e-05+0.00015399j -0.00160913-0.000850073j 0.000763765+0.00168538j 0.000796684+0.000552623j -0.00125749+0.00100116j 0.00106096-0.00110615j -0.000399351+0.000461542j 0.000299901-0.000407851j -0.000182334+0.000259268j -0.00108835+2.07266e-05j 0.000825326-0.000283508j -0.000332347+5.66279e-05j 8.32967e-05-0.000991171j 0.00112544-0.000619988j 0.00112961+0.000367413j 8.05167e-05+0.000305498j -0.000353718+0.000935028j -0.000256617-0.000599008j -0.000170185-0.000334728j -0.00145892+0.00108765j 0.000476606+0.000804984j -0.00277686-0.00152342j 0.000932511-0.00202933j -8.60643e-05+0.00104537j 9.59854e-06+0.000302026j -0.000111303+0.000720788j 0.000609387-3.43618e-05j 0.000597601+0.000824439j -0.00140262+0.00036142j -0.000507974+0.00116673j -0.000325331+0.000559651j 3.59839e-05+0.0008661j 0.000635517+0.00013699j -2.08686e-05+8.7767e-05j 6.32151e-05+0.000158531j 0.000235358-3.38097e-05j -0.000284159-0.000150438j -0.000152244+0.000314121j 
0.000339643+0.000520527j -0.000496113+0.000263778j 0.000196188-0.000413326j 0.00101104-3.17888e-05j 0.000633701+0.000692964j 0.000448341+0.000296957j -0.00101356-0.00124217j 2.77227e-05+0.00121251j -0.000946598-0.00229441j 0.000500441+0.00436069j 0.00293207-0.00060376j -0.00062874+0.00260223j -0.00278269-0.000822826j 0.000409652-0.000712729j 0.000248427-9.27714e-05j -0.00398091-0.000230675j -0.00138598-0.00620797j 0.00308738-0.00263718j 0.00410399-0.00293176j -0.000490138-0.00125848j -0.00181175-0.00263415j 0.00151443+0.00054561j 0.000778042+0.00246676j -0.000364512+0.0035464j -0.0029611+0.000154649j -0.00267467+0.0011117j -0.000940537+0.00212634j -0.000232217-0.000859079j -0.00101237-0.00100338j 0.000440449+0.000355233j 0.00222902-0.00146055j -0.000693163+0.00136916j -7.36953e-05+0.000531768j -0.00240779-0.00155831j -0.00160487+0.00132135j -0.00108676-0.00232265j 4.31426e-05-0.00471652j -0.000656108+0.00161868j -0.000156604-0.00071713j 0.00210312-0.000329827j 0.00352767-0.0020853j 0.000568651+0.00032206j -4.35579e-05-0.00145607j -0.00087837+7.70696e-05j 0.000344996+0.00224621j 0.000816722+0.00165069j -0.00239557-0.000712782j 0.000527598-0.000107515j -0.000453106-0.000137182j 6.33009e-06-0.000218272j 0.00118099-0.0012408j 8.70215e-05+0.000985231j 0.000785366-0.00131536j -0.00168266-0.00126258j 8.4455e-07-0.00190828j 0.00170236-0.000869827j -0.000189676+0.000907137j 0.00218975+0.000231093j -0.00122957-0.00383129j -0.00168202+0.00303693j 0.00357952-0.000304407j -0.00291657+0.000600506j -0.0023047-0.0038296j -0.00169208-0.000706663j -0.00253444+0.00103841j -0.00221052+0.00259651j 9.88298e-05+0.00239934j -0.00118312-0.00281479j -0.00228924+0.00214839j -1.70101e-05-0.00170243j -0.00259212-0.000139546j -0.00145266+0.000840193j 0.000627367-0.00195084j 0.000651202-0.00074635j -0.00026045-0.0010159j -8.76766e-05+0.000792216j 0.00084012+7.50238e-05j 
-0.000335403-0.000109723j 9.83575e-05-0.000237717j -0.000429411+0.000649605j -0.000662262-0.00036849j 0.000400247-0.000787041j 0.000953796+0.00033645j 0.000320269+0.000485967j 0.00116047-0.000428313j -0.000811161-0.00053281j 0.000126819+0.00312919j 0.00329079+0.000503781j -0.0022316+0.00106123j -0.00117287-0.00193481j 0.00203798-0.00261469j -0.00181504-0.000119283j 0.000223532-0.00173221j 0.00269669+0.000133118j 0.00217061+0.0019821j -0.00118259+0.00212602j 0.00127193-0.00235663j 0.00300544+0.000436141j -0.00133549+0.00137688j -0.00271851-0.0010825j 0.000712071+0.000691867j -0.00106152-0.000188764j 0.00112502+0.0011137j 0.000614337-0.00200078j -0.000285151-0.00230441j -0.000641631-0.00181215j -0.000995822+0.000318169j -0.000821369-0.000184305j -0.000129704-0.000779942j 0.000615262-0.000754171j 8.53116e-05-0.000425316j 0.000412583+0.000913587j -0.000465371-0.00300713j 0.00117352-0.000146634j 0.00151035+0.0020579j -0.00140773-1.8214e-05j -0.000755137+0.00161768j -0.00220806-0.000344651j 0.000143912+0.00251108j 0.000562911-0.000185292j -0.00137903-0.000153329j 0.00252611-0.00218009j 0.000302394+0.000224118j -0.000753325-0.000625824j 0.00103459+0.00113946j 0.000842102+0.000157212j 0.000768956-0.000381864j 0.00194297+0.00255959j -0.000749761+0.000200036j 0.00222955-0.00127306j 0.00188716-0.00120804j 0.0017877+0.000686364j -0.000139247+0.000944174j -0.00201321-0.000415999j 0.000122207+0.00135995j 0.000742791+0.000587933j -0.00241296+0.00110543j -0.00220636+4.57321e-05j -8.65278e-06-0.00378742j 0.000565237-0.00109777j -0.000130463-0.000177413j -3.2312e-06-0.00107134j -0.00135415-0.00187745j -0.000937098+0.0023822j -0.0011648-5.23098e-05j -0.00120027+7.84574e-05j 0.000314512-0.000567053j -0.000928739-0.000558067j 0.000322887-0.000478293j 0.0015674+0.000810556j 0.000850459+8.14854e-05j 0.000268908-0.000511482j -0.000278094+2.35642e-06j -3.15354e-05+0.000347356j 
