-0.315794-0j -0.356728-0j 0.286595-0j -0.294285-0j 0.756399-0j 0.206875-0j -0.0671751-0j -0.0413489-0j -0.0457649-0j 0.0355999-0j -0.0241202-0j -0.0365552-0j 0.0415333-0j 0.0738999-0j -0.0246227-0j 0.0775111-0j 0.0149901-0j -0.0039743-0j -0.0268997-0j -0.00388263-0j -0.0293561-0j -0.00423718-0j 0.0223744-0j -0.0229748-0j 0.00322946-0j -0.0207579-0j -0.00331612-0j -0.00299614-0j 0.0252745-0j -0.0171244-0j -0.0149838-0j 0.00364806-0j 0.0440146-0j -0.00247169-0j -0.00216273-0j 0.00635297-0j 0.0208504-0j 0.0524659-0j 0.0030095-0j -0.00874057-0j 0.00757281-0j 0.0317714-0j -0.00126159-0j 0.00475943-0j 0.00458581-0j 0.000686964-0j -0.00106646-0j -0.000153931-0j 
-0.000155939-0j -0.000176151-0j 0.000717609-0j 0.000725046-0j -0.000125849-0j -0.00010382-0j -3.31709e-05-0j 0.00195207-0j 0.00216054-0j 0.00170806-0j 0.00792268-0j 0.00172576-0j -0.00994253-0j 0.000704538-0j -0.00579981-0j 0.00123294-0j 0.000719216-0j 0.000187625-0j 0.00127801-0j -0.00857783-0j 0.00139471-0j -0.00936113-0j 0.00108034-0j 0.00109154-0j -0.0072511-0j -0.0049206-0j -0.00732625-0j 0.0330264-0j 0.00122038-0j 0.00566061-0j 0.000711886-0j -0.00819099-0j -0.00351545-0j -0.0379932-0j -0.00477808-0j 0.0235952-0j -0.00502311-0j 0.000503379-0j 0.0337144-0j -0.00207193-0j -0.00337861-0j 0.000508596-0j 0.0139065-0j 0.000229808-0j -0.00341362-0j -0.00154244-0j 5.06679e-05-0j -0.000340076-0j 
-0.00218314-0j -3.51023e-05-0j -0.00395205-0j -0.00394257-0j 7.44303e-05-0j -0.00279925-0j 0.00182452-0j 0.0135215-0j 0.000213018-0j -0.0116416-0j -0.0393541-0j -0.0116137-0j 0.000385617-0j -0.0241661-0j 0.0314363-0j 0.0246254-0j 0.0144267-0j -0.0063872-0j -0.000185962-0j 0.00256617-0j -2.88866e-06-0j 3.98618e-05-0j 0.000154678-0j 0.000154307-0j -0.00213446-0j 0.000286244-0j -0.00212934-0j -0.00395-0j 2.48704e-06-0j 8.40739e-06-0j 0.000202748-0j -3.43196e-05-0j -0.000606947-0j -0.000116017-0j -0.00279781-0j 0.00837551-0j 0.000279335-0j 5.1627e-06-0j -0.00385466-0j -0.000354726-0j -7.12421e-05-0j -0.000429904-0j 0.00489501-0j -0.000129269-0j 0.00593242-0j 0.00178384-0j 4.35012e-05-0j -0.000600291-0j 
0.000236332-0j 0.000782789-0j 0.000217976-0j -0.000220146-0j -0.0001853-0j 0.000144097-0j 0.000531729-0j -0.00295844-0j 0.00318118-0j 0.00781275-0j -0.00172576-0j -0.00789052-0j 0.0029341-0j -0.00106776-0j -0.0016134-0j 0.00186782-0j -0.00520443-0j -0.00521018-0j -0.00193688-0j 0.0130001-0j 0.00205358-0j -0.0137833-0j -0.00163731-0j 0.0016536-0j 0.0109894-0j 0.00451099-0j -0.0110988-0j -0.0302772-0j -0.00542316-0j 0.00119792-0j 0.00298207-0j 0.0363995-0j -0.00106783-0j -0.00804028-0j -0.0200153-0j 0.00716712-0j 0.00152517-0j 0.000741176-0j -0.0102367-0j -0.00300498-0j -0.00497467-0j -0.000705908-0j 0.020169-0j -0.00368381-0j 0.00473796-0j 0.0247253-0j -0.00215104-0j 0.0144375-0j 
1.37832e-05-0j -4.69909e-05-0j -1.25087e-05-0j 1.28444e-05-0j -3.30138e-05-0j -9.02926e-06-0j 2.93192e-06-0j -0.000346885-0j -0.000383931-0j -0.000901369-0j -0.000202349-0j 0.000925557-0j 0.000348431-0j 0.000619961-0j -0.000206565-0j 0.000650256-0j 0.000125755-0j -3.33412e-05-0j 1.17406e-06-0j 0.0046792-0j 1.28127e-06-0j 0.00510649-0j -9.76551e-07-0j 1.00276e-06-0j -0.00389202-0j -2.73439e-06-0j 0.00399646-0j -0.0108978-0j 3.32935e-06-0j 7.4741e-07-0j -1.97379e-06-0j 0.0132691-0j -1.92106e-06-0j 0.00297879-0j -0.00786648-0j -0.00765635-0j -9.10037e-07-0j -2.28993e-06-0j -0.00362693-0j 3.81491e-07-0j -0.00912646-0j -1.3867e-06-0j 0.00152042-0j -2.0773e-07-0j -0.00552665-0j -0.000827903-0j 4.65468e-08-0j 0.000185511-0j 
0.00472762-0j -0.0157172-0j -0.00429048-0j 0.0210355-0j 0.0333265-0j -0.00360365-0j -0.0187973-0j 0.000619017-0j -0.00201637-0j -0.000532951-0j 0.000361093-0j 0.00261296-0j 0.00182993-0j -0.00110632-0j 0.000428915-0j -0.00554048-0j 0.00316501-0j 0.00192754-0j 0.000402704-0j 5.81253e-05-0j -0.00129341-0j -0.000186688-0j -0.000334957-0j 0.00164223-0j -4.83469e-05-0j 0.000310757-0j 0.000237036-0j 4.4854e-05-0j 0.00111358-0j -0.000754489-0j 0.00026101-0j 0.000160731-0j -0.000658924-0j -0.000108901-0j 3.76736e-05-0j -9.51075e-05-0j -0.00149038-0j 0.00231162-0j -0.000215118-0j -0.00184548-0j 0.000333653-0j -0.000553442-0j -0.000266372-0j 0.00133181-0j -7.98825e-05-0j 0.00019223-0j 0.00330204-0j 0.000476608-0j 
-0.00133689-0j -2.14957e-05-0j -0.00242012-0j -0.00241432-0j 4.55791e-05-0j -0.00171419-0j 0.00111729-0j -0.000175048-0j -2.7577e-06-0j 0.00015071-0j 0.000509473-0j 0.000150349-0j -4.99215e-06-0j 0.00031285-0j -0.00040697-0j -0.000318797-0j -0.000186766-0j 8.26878e-05-0j 0.0220272-0j -1.64369e-05-0j 0.000342162-0j -2.55324e-07-0j -0.0183216-0j -0.0182777-0j 1.36717e-05-0j -0.0339056-0j 1.36389e-05-0j 2.53007e-05-0j -0.000294589-0j -0.000995855-0j -0.0240155-0j 2.19825e-07-0j 0.0718929-0j 7.43116e-07-0j 1.79206e-05-0j -5.36471e-05-0j -0.0330873-0j -0.000611521-0j 2.469e-05-0j 0.0420173-0j 4.56322e-07-0j 0.0509221-0j -3.13537e-05-0j 0.0153119-0j -3.79985e-05-0j -1.14259e-05-0j -0.00515272-0j 3.845e-06-0j 
-0.000771856-0j -0.000871905-0j 0.00352528-0j -0.000719285-0j -0.00791904-0j 0.00254468-0j -0.000164188-0j 0.00478058-0j 0.00529114-0j -0.0207138-0j 0.00278867-0j 0.00422636-0j -0.0241661-0j 0.012319-0j 0.00284677-0j 0.0383858-0j -0.00872199-0j 0.000459492-0j -6.57475e-05-0j 0.000907277-0j -7.17514e-05-0j 0.000990126-0j 0.000275217-0j -5.61543e-05-0j -0.00379783-0j -5.07359e-05-0j 0.000774896-0j 0.000700125-0j 0.000310891-0j -4.1855e-05-0j -3.66231e-05-0j -0.00429011-0j -0.000460807-0j 0.000577574-0j 0.000505377-0j 0.00635886-0j 0.000256472-0j -0.000184894-0j -0.00353916-0j -2.13635e-05-0j 0.00255143-0j -0.000332628-0j 0.000294803-0j 5.85436e-05-0j 0.00459007-0j -0.000807867-0j -2.60662e-06-0j 3.59698e-05-0j 
9.18877e-06-0j 1.03798e-05-0j -4.22855e-05-0j -4.27237e-05-0j 7.4157e-06-0j 6.11764e-06-0j 1.95462e-06-0j -0.000231256-0j -0.000255954-0j -0.000202349-0j -0.00093858-0j -0.000204446-0j 0.00117787-0j -8.34648e-05-0j 0.000687089-0j -0.000146063-0j -8.52037e-05-0j -2.22275e-05-0j 7.82709e-07-0j 0.00311947-0j 8.54183e-07-0j 0.00340433-0j 6.61647e-07-0j 6.68504e-07-0j 0.00263698-0j -3.01359e-06-0j 0.00266431-0j -0.0120106-0j 7.4741e-07-0j 3.4668e-06-0j 4.35989e-07-0j 0.00297879-0j -2.15301e-06-0j 0.0138168-0j 0.00173763-0j -0.00858077-0j -3.07637e-06-0j 3.08291e-07-0j -0.0122608-0j -1.26894e-06-0j 0.00122869-0j 3.11486e-07-0j -0.00505732-0j 1.40744e-07-0j 0.00124142-0j 0.000560933-0j 3.10312e-08-0j 0.000123674-0j 
0.0012735-0j -0.00281571-0j -0.00234294-0j -0.00216793-0j -0.00201164-0j 0.00328285-0j -0.00350989-0j -0.00788756-0j 0.0170871-0j -0.00690162-0j 0.0229566-0j -0.00638609-0j -0.0314363-0j -0.00284677-0j 0.0362758-0j -0.00456244-0j -0.00338146-0j 0.0335363-0j 0.000108478-0j -0.00149693-0j -0.000231712-0j 0.00319749-0j 9.16996e-05-0j 8.485e-05-0j -0.0012654-0j -0.000166976-0j -0.00117088-0j 0.00230417-0j -0.000202748-0j 0.000674394-0j 0.00023396-0j 0.00279781-0j -0.000119293-0j -0.00930623-0j -0.00322852-0j 0.00164618-0j -0.000156104-0j -8.36294e-05-0j 0.00215415-0j -8.18101e-05-0j 0.00115404-0j 0.000167149-0j 0.00112893-0j -0.000252734-0j -0.00230656-0j 0.00348757-0j -0.000423285-0j 0.00584108-0j 
-1.3926e-05-0j -4.61263e-05-0j -1.28444e-05-0j 1.29722e-05-0j 1.09189e-05-0j -8.49101e-06-0j -3.13324e-05-0j 0.000350479-0j -0.000376867-0j -0.000925557-0j 0.000204446-0j 0.00093477-0j -0.000347596-0j 0.000126495-0j 0.000191135-0j -0.000221276-0j 0.000616556-0j 0.000617237-0j -1.18623e-06-0j -0.00472769-0j 1.2577e-06-0j 0.00501253-0j -1.00276e-06-0j 1.01274e-06-0j -0.00399646-0j 2.76272e-06-0j 0.00403624-0j 0.0110108-0j -3.32137e-06-0j 7.33658e-07-0j 1.82635e-06-0j -0.0132373-0j -6.53984e-07-0j 0.00292398-0j 0.00727888-0j -0.00260644-0j 9.34079e-07-0j 4.53928e-07-0j 0.00372275-0j -1.84038e-06-0j 0.00180912-0j -4.32328e-07-0j -0.00733478-0j -2.25613e-06-0j -0.00172303-0j -0.00899174-0j -1.31739e-06-0j -0.00525042-0j 
-0.00123332-0j 0.00684691-0j -0.00113753-0j -0.0210587-0j 0.00489167-0j 0.0363226-0j -0.0375029-0j -0.000161486-0j 0.000878396-0j -0.0001413-0j -9.42001e-05-0j -0.00261585-0j 0.000810172-0j -5.82833e-05-0j 0.00425385-0j -0.00186885-0j -0.00192754-0j 0.00244687-0j -0.000105055-0j -1.51634e-05-0j 0.000563451-0j 8.13271e-05-0j -8.88063e-05-0j -0.00164405-0j -1.28181e-05-0j -8.10687e-05-0j -0.000237298-0j -1.17013e-05-0j 0.000493019-0j 0.00032868-0j 0.00258863-0j 7.11612e-05-0j -5.79183e-05-0j 4.74408e-05-0j 0.000373636-0j -8.35978e-06-0j -0.00151636-0j 0.00020336-0j -0.000218867-0j -0.0011059-0j 2.93525e-05-0j 0.0018494-0j -0.000159623-0j -0.00270044-0j 0.000266938-0j -0.000389775-0j 0.00417809-0j 0.000603055-0j 
-0.000472664-0j -0.00053393-0j 0.00215878-0j -0.00044047-0j -0.0048494-0j 0.00155829-0j -0.000100544-0j -6.18888e-05-0j -6.84984e-05-0j 0.000268158-0j -3.61018e-05-0j -5.47139e-05-0j 0.00031285-0j -0.00015948-0j -3.68539e-05-0j -0.000496937-0j 0.000112914-0j -5.94852e-06-0j 0.00778779-0j -5.81132e-06-0j 0.00849895-0j -6.34199e-06-0j -0.0325995-0j 0.00665148-0j 2.4326e-05-0j 0.00600966-0j -4.96339e-06-0j -4.48446e-06-0j -0.036825-0j 0.00495772-0j 0.004338-0j 2.74791e-05-0j 0.0545826-0j -3.69949e-06-0j -3.23706e-06-0j -4.073e-05-0j -0.0303791-0j 0.0219007-0j 2.26691e-05-0j 0.0025305-0j -1.63425e-05-0j 0.0393998-0j -1.88828e-06-0j -0.00693449-0j -2.94004e-05-0j 5.17458e-06-0j 0.000308754-0j -2.30395e-07-0j 
0.000779855-0j -0.00172426-0j -0.00143475-0j -0.00132758-0j -0.00123187-0j 0.00201032-0j -0.00214936-0j 0.000102111-0j -0.000221207-0j 8.93474e-05-0j -0.000297193-0j 8.26735e-05-0j 0.00040697-0j 3.68539e-05-0j -0.000469621-0j 5.90648e-05-0j 4.37759e-05-0j -0.000434157-0j -0.0128492-0j 9.58818e-06-0j 0.0274463-0j -2.04807e-05-0j -0.0108618-0j -0.0100505-0j 8.10518e-06-0j 0.0197783-0j 7.49975e-06-0j -1.47587e-05-0j 0.0240155-0j -0.0798819-0j -0.0277126-0j -1.79206e-05-0j 0.0141303-0j 5.96085e-05-0j 2.06794e-05-0j -1.05441e-05-0j 0.0184906-0j 0.0099059-0j -1.37978e-05-0j 0.00969041-0j -7.39186e-06-0j -0.0197988-0j -7.23106e-06-0j 0.0299363-0j 1.47741e-05-0j -2.23387e-05-0j 0.0501381-0j -3.74134e-05-0j 
0.00135075-0j -0.0014824-0j -0.00369754-0j -0.00125824-0j -0.000991665-0j -0.00244433-0j 0.00303908-0j -0.00836602-0j 0.0089959-0j 0.021726-0j -0.00488018-0j 0.00739313-0j -0.0246254-0j -0.0383858-0j -0.00456244-0j 0.00494572-0j 0.0436798-0j -0.0147336-0j 0.000115058-0j -0.00158773-0j -0.00012199-0j 0.00168339-0j -0.000288666-0j -9.82303e-05-0j 0.00398342-0j 8.87878e-05-0j 0.00135552-0j -0.00122522-0j 0.0003168-0j -7.1161e-05-0j 5.86948e-05-0j -0.00437165-0j 5.93956e-05-0j 0.00098198-0j -0.000809954-0j -0.000819623-0j 0.000268896-0j -0.000559728-0j -0.0037106-0j 0.000178507-0j 0.00772391-0j 3.92645e-05-0j -0.00246329-0j -0.000649477-0j -0.000541827-0j 0.0089624-0j 0.00012778-0j -0.00176328-0j 
0.000272892-0j 4.38779e-06-0j 0.000494006-0j 0.000492822-0j -9.30379e-06-0j 0.000349907-0j -0.000228065-0j -0.00341612-0j -5.38174e-05-0j 0.00294115-0j 0.00994253-0j 0.0029341-0j -9.74233e-05-0j 0.00610537-0j -0.00794215-0j -0.00622142-0j -0.0036448-0j 0.00161368-0j -0.00223652-0j 0.0150112-0j -3.47412e-05-0j 0.000233178-0j 0.00186027-0j 0.00185581-0j -0.0124859-0j 0.00344259-0j -0.0124559-0j -0.0231062-0j 2.99109e-05-0j 0.000101114-0j 0.0024384-0j -0.000200758-0j -0.0072996-0j -0.000678661-0j -0.0163662-0j 0.0489939-0j 0.0033595-0j 6.20905e-05-0j -0.0225485-0j -0.0042662-0j -0.000416743-0j -0.00517035-0j 0.0286342-0j -0.00155469-0j 0.0347027-0j 0.0104349-0j 0.000523178-0j -0.0035115-0j 
0.000827161-0j -0.000907779-0j -0.00226427-0j -0.00077051-0j -0.000607268-0j -0.00149684-0j 0.00186105-0j 0.000108305-0j -0.00011646-0j -0.000281261-0j 6.31782e-05-0j -9.57105e-05-0j 0.000318797-0j 0.000496937-0j 5.90648e-05-0j -6.40266e-05-0j -0.000565473-0j 0.000190739-0j -0.0136286-0j 1.01698e-05-0j 0.0144498-0j -1.07825e-05-0j 0.0341925-0j 0.0116354-0j -2.55147e-05-0j -0.0105169-0j -8.68241e-06-0j 7.84781e-06-0j -0.037525-0j 0.00842902-0j -0.0069524-0j 2.80014e-05-0j -0.0070354-0j -6.28981e-06-0j 5.18794e-06-0j 5.24987e-06-0j -0.0318507-0j 0.0662997-0j 2.37673e-05-0j -0.0211441-0j -4.94734e-05-0j -0.00465088-0j 1.57779e-05-0j 0.0769305-0j 3.47053e-06-0j -5.74062e-05-0j -0.0151355-0j 1.12942e-05-0j 
9.64821e-05-0j 0.000108988-0j -0.00044066-0j 8.99106e-05-0j 0.00098988-0j -0.000318085-0j 2.05235e-05-0j -0.00120778-0j -0.00133677-0j 0.00523318-0j -0.000704538-0j -0.00106776-0j 0.00610537-0j -0.0031123-0j -0.000719216-0j -0.00969788-0j 0.00220355-0j -0.000116087-0j -0.000790729-0j 0.00530726-0j -0.000862936-0j 0.00579191-0j 0.00330997-0j -0.000675354-0j -0.0222161-0j -0.000610188-0j 0.00453288-0j 0.0040955-0j 0.00373901-0j -0.000503379-0j -0.000440457-0j -0.0250957-0j -0.00554201-0j 0.00337861-0j 0.00295629-0j 0.0371972-0j 0.00308452-0j -0.00222368-0j -0.0207029-0j -0.000256933-0j 0.014925-0j -0.00400043-0j 0.0017245-0j 0.00070409-0j 0.0268504-0j -0.00472575-0j -3.13492e-05-0j 0.000210411-0j 
-0.000787937-0j 0.00261953-0j 0.000715081-0j -0.00350591-0j -0.00555441-0j 0.000600609-0j 0.00313288-0j 0.00488018-0j -0.0158966-0j -0.00420166-0j 0.00284677-0j 0.0206-0j 0.0144267-0j -0.00872199-0j 0.00338146-0j -0.0436798-0j 0.0249522-0j 0.0151963-0j -6.71173e-05-0j 0.000926178-0j 0.000215568-0j -0.00297471-0j 5.58261e-05-0j -0.000273705-0j -0.000770368-0j -5.17929e-05-0j 0.00377697-0j 0.000714711-0j -0.000185597-0j 0.000125748-0j -4.35017e-05-0j 0.00256112-0j 0.000109821-0j -0.00173525-0j 0.000600298-0j -0.00151546-0j 0.000248397-0j -0.000385269-0j -0.00342774-0j 0.000307579-0j 0.00531649-0j 9.22404e-05-0j -0.00424441-0j -0.000221968-0j -0.00127286-0j 0.00306303-0j -0.000550339-0j 0.00759436-0j 
-1.60803e-05-0j -2.58553e-07-0j -2.91096e-05-0j -2.90398e-05-0j 5.48231e-07-0j -2.06184e-05-0j 1.34389e-05-0j 0.000404699-0j 6.37561e-06-0j -0.000348431-0j -0.00117787-0j -0.000347596-0j 1.15415e-05-0j -0.000723288-0j 0.000940886-0j 0.000737036-0j 0.000431791-0j -0.000191168-0j -1.36974e-06-0j -0.00545907-0j -2.1277e-08-0j -8.47991e-05-0j 1.13931e-06-0j 1.13658e-06-0j 0.00454069-0j 2.10839e-06-0j 0.00452981-0j 0.00840294-0j 1.83187e-08-0j 6.19263e-08-0j 1.49338e-06-0j 7.3009e-05-0j -4.47059e-06-0j 0.000246806-0j 0.00595184-0j -0.0178174-0j 2.0575e-06-0j 3.80269e-08-0j 0.00820012-0j -2.61281e-06-0j 0.000151555-0j -3.16654e-06-0j -0.0104133-0j -9.52158e-07-0j -0.0126202-0j -0.0037948-0j 3.20417e-07-0j 0.00127701-0j 
-0.000159187-0j 0.000351964-0j 0.000292868-0j 0.000270992-0j 0.000251455-0j -0.000410356-0j 0.000438736-0j 0.00199273-0j -0.00431692-0j 0.00174364-0j -0.00579981-0j 0.0016134-0j 0.00794215-0j 0.000719216-0j -0.0091648-0j 0.00115267-0j 0.000854301-0j -0.00847271-0j 0.00130464-0j -0.00875654-0j -0.00278675-0j 0.0187043-0j 0.00110285-0j 0.00102047-0j -0.00740217-0j -0.00200818-0j -0.00684925-0j 0.0134786-0j -0.0024384-0j 0.00811076-0j 0.00281378-0j 0.0163662-0j -0.00143471-0j -0.0544383-0j -0.0188857-0j 0.00962958-0j -0.00187743-0j -0.00100579-0j 0.012601-0j -0.00098391-0j 0.00675072-0j 0.00201026-0j 0.00660387-0j -0.00303956-0j -0.0134926-0j 0.0204011-0j -0.00509074-0j 0.0341683-0j 
-0.000168844-0j 0.0001853-0j 0.000462193-0j 0.00015728-0j 0.000123958-0j 0.000305541-0j -0.000379885-0j 0.00211361-0j -0.00227275-0j -0.0054889-0j 0.00123294-0j -0.00186782-0j 0.00622142-0j 0.00969788-0j 0.00115267-0j -0.0012495-0j -0.0110354-0j 0.00372233-0j 0.00138378-0j -0.00928771-0j -0.00146715-0j 0.00984729-0j -0.00347171-0j -0.00118139-0j 0.0233017-0j 0.00106783-0j 0.00792933-0j -0.00716712-0j 0.00381008-0j -0.000855836-0j 0.000705908-0j -0.0255727-0j 0.000714335-0j 0.00574425-0j -0.00473796-0j -0.00479452-0j 0.00323394-0j -0.0067317-0j -0.0217058-0j 0.00214686-0j 0.0451823-0j 0.000472225-0j -0.0144094-0j -0.0078111-0j -0.00316951-0j 0.052427-0j 0.00153677-0j -0.0103146-0j 
-0.000482511-0j 0.00160413-0j 0.000437896-0j -0.00214692-0j -0.00340137-0j 0.000367796-0j 0.00191849-0j -6.31782e-05-0j 0.000205795-0j 5.43941e-05-0j -3.68539e-05-0j -0.000266684-0j -0.000186766-0j 0.000112914-0j -4.37759e-05-0j 0.000565473-0j -0.000323027-0j -0.000196729-0j 0.00795004-0j -5.93238e-06-0j -0.0255341-0j 1.90537e-05-0j -0.0066126-0j 0.0324204-0j 4.93438e-06-0j 0.00613486-0j -2.41924e-05-0j -4.57789e-06-0j 0.0219839-0j -0.0148949-0j 0.00515278-0j -1.64046e-05-0j -0.0130083-0j 1.11147e-05-0j -3.84505e-06-0j 9.70687e-06-0j -0.0294227-0j 0.0456351-0j 2.19554e-05-0j -0.0364328-0j -3.40533e-05-0j -0.0109259-0j 2.71864e-05-0j 0.0262921-0j 8.15297e-06-0j -1.96194e-05-0j 0.0651877-0j -4.86436e-05-0j 
-5.68526e-06-0j -6.42218e-06-0j 2.59661e-05-0j -5.29803e-06-0j -5.83293e-05-0j 1.87433e-05-0j -1.20936e-06-0j 0.000143083-0j 0.000158363-0j -0.000619961-0j 8.34648e-05-0j 0.000126495-0j -0.000723288-0j 0.000368706-0j 8.52037e-05-0j 0.00114888-0j -0.000261048-0j 1.37525e-05-0j -4.84276e-07-0j -0.00193007-0j -5.28499e-07-0j -0.00210632-0j 2.02717e-06-0j -4.13616e-07-0j 0.00807923-0j -3.73705e-07-0j -0.00164846-0j -0.00148939-0j 2.28993e-06-0j -3.08291e-07-0j -2.69755e-07-0j 0.00912646-0j -3.39416e-06-0j -0.00122869-0j -0.0010751-0j -0.0135274-0j 1.88909e-06-0j -1.36188e-06-0j 0.00752895-0j -1.57357e-07-0j -0.00542773-0j -2.45004e-06-0j -0.000627142-0j 4.31215e-07-0j -0.00976457-0j 0.0017186-0j -1.91996e-08-0j -7.65195e-05-0j 
0.000205553-0j -0.00114115-0j 0.000189588-0j 0.00350979-0j -0.000815278-0j -0.00605377-0j 0.00625049-0j -0.00127312-0j 0.00692506-0j -0.00111398-0j -0.00074265-0j -0.0206227-0j 0.0063872-0j -0.000459492-0j 0.0335363-0j -0.0147336-0j -0.0151963-0j 0.0192905-0j 1.75092e-05-0j -0.000241616-0j -9.39085e-05-0j 0.00129588-0j 1.4801e-05-0j 0.000274008-0j -0.000204246-0j 1.35114e-05-0j -0.00378115-0j -0.00018645-0j -8.21699e-05-0j -5.47799e-05-0j -0.000431438-0j 0.0011339-0j 9.65304e-06-0j 0.000755931-0j 0.00595358-0j -0.000133206-0j 0.000252726-0j -3.38934e-05-0j -0.00348747-0j 0.000184316-0j 0.000467708-0j -0.000308234-0j -0.00254345-0j 0.000450073-0j 0.00425345-0j -0.00621075-0j -0.000696348-0j 0.00960919-0j 
9.3802e-06-0j -2.07397e-05-0j -1.72574e-05-0j -1.59683e-05-0j -1.48171e-05-0j 2.41804e-05-0j -2.58528e-05-0j -0.000236074-0j 0.000511415-0j -0.000206565-0j 0.000687089-0j -0.000191135-0j -0.000940886-0j -8.52037e-05-0j 0.00108573-0j -0.000136554-0j -0.000101207-0j 0.00100374-0j 7.99015e-07-0j 0.00318446-0j -1.70672e-06-0j -0.00680211-0j 6.75432e-07-0j 6.24979e-07-0j 0.00269192-0j -1.22989e-06-0j 0.00249084-0j -0.00490171-0j -1.49338e-06-0j 4.96738e-06-0j 1.72328e-06-0j -0.00595184-0j -8.78678e-07-0j 0.0197974-0j 0.0068681-0j -0.00350195-0j -1.14982e-06-0j -6.15989e-07-0j -0.00458257-0j -6.02589e-07-0j -0.00245501-0j 1.23117e-06-0j -0.0024016-0j -1.86156e-06-0j 0.00490681-0j -0.0074192-0j -3.11779e-06-0j -0.0124259-0j 
9.84921e-05-0j -0.000327441-0j -8.93851e-05-0j 0.000438239-0j 0.000694301-0j -7.50761e-05-0j -0.00039161-0j -0.00123294-0j 0.00401615-0j 0.00106152-0j -0.000719216-0j -0.00520443-0j -0.0036448-0j 0.00220355-0j -0.000854301-0j 0.0110354-0j -0.00630398-0j -0.00383923-0j -0.000807202-0j 0.00541783-0j 0.00259259-0j -0.0174011-0j 0.000671407-0j -0.00329179-0j -0.00450639-0j -0.0006229-0j 0.022094-0j 0.00418082-0j -0.00223212-0j 0.00151234-0j -0.000523185-0j 0.0149817-0j 0.00132079-0j -0.0101506-0j 0.00351154-0j -0.00886494-0j 0.00298741-0j -0.00463354-0j -0.0200511-0j 0.00369918-0j 0.0310997-0j 0.00110935-0j -0.0248284-0j -0.00266955-0j -0.00744582-0j 0.0179177-0j -0.00661879-0j 0.0444244-0j 
0.000125875-0j -0.00069881-0j 0.000116098-0j 0.0021493-0j -0.000499254-0j -0.00370716-0j 0.00382763-0j 1.64816e-05-0j -8.96509e-05-0j 1.44214e-05-0j 9.61425e-06-0j 0.000266979-0j -8.26878e-05-0j 5.94852e-06-0j -0.000434157-0j 0.000190739-0j 0.000196729-0j -0.000249732-0j -0.00207396-0j 1.54761e-06-0j 0.0111235-0j -8.30041e-06-0j -0.00175318-0j -0.0324562-0j 1.30824e-06-0j -0.00160043-0j 2.42191e-05-0j 1.19425e-06-0j 0.00973302-0j 0.00648868-0j 0.0511038-0j -7.26286e-06-0j -0.0011434-0j -4.84191e-06-0j -3.81341e-05-0j 8.53217e-07-0j -0.0299354-0j 0.00401467-0j 2.2338e-05-0j -0.0218322-0j -2.99578e-06-0j 0.0365103-0j 1.62914e-05-0j -0.0533112-0j -2.72443e-05-0j 3.97812e-05-0j 0.0824824-0j -6.15491e-05-0j 
9.9492e-06-0j -1.09189e-05-0j -2.7235e-05-0j -9.2678e-06-0j -7.3043e-06-0j -1.80042e-05-0j 2.2385e-05-0j -0.000250394-0j 0.000269246-0j 0.000650256-0j -0.000146063-0j 0.000221276-0j -0.000737036-0j -0.00114888-0j -0.000136554-0j 0.000148025-0j 0.00130733-0j -0.000440975-0j 8.47483e-07-0j 0.00337763-0j -8.98544e-07-0j -0.00358113-0j -2.12623e-06-0j -7.23534e-07-0j -0.00847403-0j 6.53984e-07-0j -0.00288363-0j 0.00260644-0j 2.33345e-06-0j -5.24151e-07-0j 4.32328e-07-0j 0.00929993-0j 4.3749e-07-0j -0.00208899-0j 0.00172303-0j 0.00174361-0j 1.9806e-06-0j -4.12278e-06-0j 0.00789366-0j 1.31483e-06-0j -0.0164313-0j 2.89211e-07-0j 0.00524022-0j -4.78385e-06-0j 0.00115264-0j -0.0190659-0j 9.41187e-07-0j 0.00375108-0j 
-2.56941e-05-0j 0.000142644-0j -2.36985e-05-0j -0.000438723-0j 0.00010191-0j 0.000756722-0j -0.000781311-0j 0.000321643-0j -0.00174957-0j 0.000281438-0j 0.000187625-0j 0.00521018-0j -0.00161368-0j 0.000116087-0j -0.00847271-0j 0.00372233-0j 0.00383923-0j -0.0048736-0j 0.000210579-0j -0.00141337-0j -0.00112941-0j 0.00758047-0j 0.000178008-0j 0.00329542-0j -0.00119477-0j 0.000162499-0j -0.0221184-0j -0.00109067-0j -0.000988237-0j -0.000658825-0j -0.00518879-0j 0.00663291-0j 0.000116095-0j 0.00442194-0j 0.0348265-0j -0.000779212-0j 0.00303947-0j -0.000407627-0j -0.0204005-0j 0.00221672-0j 0.00273594-0j -0.00370705-0j -0.0148784-0j 0.00541292-0j 0.0248812-0j -0.0363308-0j -0.00837481-0j 0.0562106-0j 
