-0.0183001+0.0175842j -0.000553936+0.0245345j 0.0332931-0.0659436j 0.022486-0.00210454j 0.0109218+0.0158511j -0.00162044+0.00139233j -0.00198802-0.0363817j 0.0645597+0.00661252j -0.028629-0.00292076j 0.0114446+0.0018582j -0.00178426+0.0256861j 0.0262482-0.0136497j -0.00603974+0.0213802j -0.0401069+0.0267292j -0.000168533-0.0180426j -0.0140123-0.0101541j 0.016294-0.0162003j 0.0150977+0.0213386j 0.00285891+0.0124339j 0.00561896-0.014938j -0.00475118+0.00590199j 0.0193321-0.0173942j -0.00834985-0.00920823j -0.0149066-0.0166663j 0.0241925+0.0346144j 0.0583575-0.0115005j 0.0131942-0.0110736j 0.0259188-0.00839656j 0.00479807+0.0202389j 0.00203579-0.00780187j -0.0100238+0.0129398j 0.0049608-0.00117723j 0.0163565+0.00398224j -0.0155713+0.013385j 0.0157191-0.00819418j -0.00220582+0.0107446j -0.0132931-0.0122582j 0.00256687+0.0101227j -0.00339784-0.00228228j 0.0181589+0.0135894j 0.00159018+0.0114655j -0.000388728-0.00583888j -0.0112671-0.00928871j -0.0246819+0.000966697j -0.0106691+0.0194755j 0.00963104-0.0135284j -0.00778451-0.00449465j -0.0178683+0.00452357j -0.00383628-0.00261544j -0.000765765+0.0113115j -0.00577146+0.00352039j 0.0161192+1.09926e-05j -0.012324-0.0157876j 0.00611669+0.0209875j -0.00256375+0.00613635j 0.0183675-0.0048722j -0.0127224-0.00816958j -0.00875547-0.0089893j 0.00270888-0.00188007j 0.0146221-0.0316068j -0.0196721+0.00384854j 0.000818824+0.00463129j 0.0222881-0.00903723j 0.0132688-0.0105079j -0.0213303+0.0163612j -0.0115756-0.014343j 0.00752637-0.0217557j 0.0213392-0.0245334j -0.0106268+0.00491527j 0.0182374+0.0467959j 0.027894+0.0140389j 0.0298259-0.00376768j -0.0221944-0.0095912j 0.0167845-0.000485815j -0.0310881-0.00783838j 0.010559-0.0133255j -0.020871+0.0172908j 0.00602944+0.0314406j 0.00989853+0.0210424j 0.000992918+0.0269902j -0.0146802+0.0277578j 0.0380826-0.0160423j -0.015766-0.0620376j 0.0607391+0.0182606j -0.0158465-0.00499734j -0.0198155-0.0508219j 0.0319068+0.0331775j 0.0407384-0.0279973j 0.0804379+0.0112441j -0.00559052+0.0117701j 0.0136538+0.011634j -0.0130699-0.0864679j 0.142055-0.00460542j 0.000972778+0.016178j 0.0227496-0.0155537j 
0.000329365-0.0114999j -0.00570737-0.0050574j -1.17465e-05+0.0140159j 0.00942689-0.0345431j -0.0174063-0.0137878j -0.000167578+0.0309455j 0.0237596+0.00695302j -0.0232141-0.0301657j 0.0162359+0.0581335j -0.0523416+0.0138589j -0.0278189-0.0013655j 0.0233576+0.0109347j 0.00480141-0.0022316j -0.00893632+0.0942954j 0.025511-0.0617379j -0.047485+0.149114j -0.0565865-0.00572008j -0.020129-0.0850395j -0.0279137+0.0293871j -0.0775948+0.00990058j -0.00214013+0.104554j -6.45065e-05+0.118536j 0.0310559-0.0872927j -0.0214346+0.0103872j -0.0158391+0.0304256j -0.0258974-0.0263034j 0.00935607-0.0261825j 0.0895246+0.070566j -0.0168773-0.0258452j 6.15858e-06+0.0457833j 0.0276221-0.0551852j 0.012513-0.000807026j 0.000673158-0.0134495j 0.122848+0.0784223j 0.0449596-0.039935j -0.0251795+0.0891282j -0.0173409+0.13416j 0.0125904+0.0411334j -0.0748032+0.0207357j -0.0455691+0.0290775j 0.00889401+0.0773294j -0.123946-0.0578191j 0.0953159-0.0140114j 0.063524+0.0303952j 0.00484306-0.0826679j 0.0608449-0.0114676j -0.0109062-0.00736896j 0.00205055-0.00956894j -0.00914198-0.0132122j 0.05592+0.0131825j 0.00621295-0.0635085j -0.0396622-0.0271818j 0.0715502+0.0154472j 0.112193-0.0588015j 0.0287114-0.0445344j -0.0117677-0.0641216j -0.0805592-0.0486909j 0.0360351-0.0291347j 0.0415367-0.129355j 0.00703609-0.0880262j -0.0339808-0.062269j -0.122217-0.0246561j -0.0240551+0.00924545j 0.0168874+0.00940864j 0.00249005-0.0469663j -0.0372316+0.0587504j -0.0327468+0.00908298j -0.0826664+0.0448065j -0.00143456-0.0421053j -0.0244664+0.0448493j 0.0279636-0.0417317j 0.00645537+0.0244565j -0.0702218+0.0787795j 0.0812869-0.0841409j -0.0858824+0.0511257j -0.0478985-0.0447934j 0.00652872-0.018774j -0.0709161+0.0424212j -0.0319272-0.049099j 0.0953307-0.151816j -0.0447026+0.0425441j -0.0706296+0.0707429j 0.00347603-0.0119172j 0.0154034+0.0069712j -0.0054552-0.0202969j 0.0324372+0.0330902j 0.0555699-0.0480224j -0.0296341+0.00963027j -0.0262957+0.0135397j 0.0285284-0.0326011j 0.0167733+0.00161104j -0.0229985+0.0408787j -0.0143783+0.00478964j -0.00146654-0.0010005j 0.00487088-0.00697097j 
0.00441435-0.0138547j -0.00914387-0.0100808j -0.015441+0.00170078j 0.0138366-0.00230225j 0.010624-0.0177594j -0.00983753-0.0063664j -0.0174708+0.00969461j -0.000145719+0.00318395j 0.0368246+0.00136447j -0.0220529+0.00441099j 0.0735311+0.00701504j 0.00511134-0.0046804j -0.00346421-0.0269185j -0.00459006-0.0110282j -0.0356525+0.0579467j 0.0107324+0.0253368j 0.0378579-0.0280593j -0.00338176-0.0161313j 0.0446856-0.0196589j -0.0519677+0.0611098j -0.00355103+0.00083081j -0.0168316-0.0203824j 0.0500248-0.0733462j 0.0501356+0.0407694j 0.0289521+0.015948j 0.0572911+0.01717j -0.0387516+0.0428106j -0.0571579+0.0089852j 0.0152343-0.0118238j 0.0282382+0.0391617j 0.0142518-0.0304464j -0.0555346-0.00583278j -0.032536-0.00937348j 0.019991+0.0793564j 0.0198919+0.0629724j 0.0444519-0.02544j 0.00775959-0.102221j -0.0155157-0.0262553j 0.00679222-0.07341j 0.0886413+0.0250803j -0.00703056-0.05087j 0.0915078+0.155238j -0.171273-0.0153773j 0.0247909-0.0651574j -0.0467691+0.108077j -0.03976+0.00419644j -0.0777915-0.125172j -0.100501-0.0742085j 0.00930417+0.0187513j -0.122901+0.0527744j 0.0339135-0.00181887j -0.0830322-0.0508884j 0.0106657+0.0189459j -0.133377+0.0263527j 0.0233959-0.0589917j -0.00508642-0.0514092j 0.0648479+0.0491335j -0.00829724+0.0799453j 0.0221218+0.0364692j -0.0436518+0.0438448j 0.0152779+0.0399208j -0.0198505-0.0608773j -0.0363966+0.0863411j 0.0314614-0.121855j 0.00510015+0.0684336j -0.060354+0.0353948j 0.0231247+0.0697993j 0.081086-0.0673601j -0.0271552+0.00678651j 0.00850084-0.104321j -0.0107494-0.00377984j -0.0152049+0.0587691j 0.0401739-0.0268481j -0.0373729-0.0272058j 0.0157864-0.0344557j 0.0210995-0.0180113j 0.0246114+0.0609145j 0.00390172+0.049955j -0.0130869+0.043819j -0.00611152-0.0218848j 0.00964655-0.045117j 0.00450428-0.00847376j -0.00176933-0.0240875j -0.0620826+0.0134603j 0.0227927+0.0181794j -0.00416233+0.00646099j 0.0163953+0.00563818j -0.020174+0.00232532j -0.0181277-0.0198963j -0.0170059-0.00396035j 0.00281912-0.0293238j -0.00297917-0.000406535j -0.020763-0.00523541j -0.00221877-1.93034e-07j 0.00469672-0.0101552j 
-0.00749235-0.0058977j 0.00405642-0.00477236j -0.00101378+0.00636698j 0.0383532+0.00328387j -0.0048541+0.0162423j 0.00958524+0.00840125j -0.00374998-0.0403245j -0.0637491-0.0197605j -0.0216259-0.0100454j -0.0745505-0.0320831j -0.0132137+0.00275659j -0.0859176+0.00240972j 0.0433725-0.0265863j 0.0466456-0.027509j 0.0171143-0.00815422j 0.0243198-0.017025j -0.0557+0.017295j -0.0286672-0.0550659j -0.0212826-0.060692j -0.0218282-0.0325703j -0.059635-0.0221639j 0.00556808+0.113463j 0.0203725+0.0163746j -0.0123655+0.0342516j -0.056411-0.0707695j -0.062149+0.0342817j -0.0398508-0.0463645j 0.0372001+0.093224j -0.0242587+0.0240875j 0.0013868+0.0861575j 0.0177885-0.000750357j 0.108232+0.0307578j 0.0128213+0.069547j 0.00554985+0.00441183j 0.023046+0.0291472j 0.0210931-0.108061j 0.0228979-0.0435031j 0.013152-0.0210132j -0.0228296-0.0203787j 0.032123-0.00687279j 0.0979381-0.0553419j -0.027889-0.0418778j -0.0888678-0.0659191j 0.0109507+0.0071189j 0.0039708+0.0961261j 0.038195-0.00164625j -0.0944265-0.102373j 0.0218311-0.0209895j -0.0126538+0.0899083j 0.100163+0.00958681j 0.0219317-0.0292971j -0.109823-0.00653508j 0.037265+0.0307363j 0.00929033-0.00832263j -0.0770619-0.137254j 0.090826+0.0110294j -0.0399342-0.0655386j -0.00219995-0.0407079j -0.0254044-0.0536355j -0.0651119-0.166865j 0.0116678-0.0185378j -0.00322965+0.0493529j -0.120339+0.0467266j -0.0622085-0.0536334j -0.00941895+0.0350609j -0.0399583+0.015607j 0.0438311+0.117465j 0.0244368+0.0297j 0.00546279+0.0644173j -0.0564416+0.0117123j 0.0136595-0.0715206j -0.0188503-0.0195384j 0.00526915+0.0289327j 0.0150582+0.0219278j 0.0369538+0.0164731j -0.0320402-0.0448027j -4.9576e-05-0.0153741j -0.025835-0.0501651j -0.0157445+0.0307756j 0.0221624-0.072366j 0.0209123-0.0823651j 0.021412-0.0125091j 0.000749857+0.0271882j -0.0229401+0.00939427j 0.0319857+0.0246123j 0.0236174+0.0482424j 0.0164592+0.015769j -0.00911481-0.0255362j -0.0568944+0.0330964j -0.0116221-0.00871148j -0.00467791-0.0157088j 0.0368466-0.00315312j -0.0380265+0.0186688j -0.00130381+0.00696207j -0.00489671-0.0114068j 
0.00042368-0.000456762j 0.0126451-0.00134993j -0.0144547-0.0167303j 0.0191583-0.010022j 0.00936415-0.000413388j 0.0149288+0.00629137j -0.0524456-0.0201144j 0.0314235-0.00174936j 0.0169643-0.00871945j 0.0213792-0.00708906j -0.00269189-0.00617846j -0.0280314+0.00737023j -0.0175168-0.0104769j -0.0579956+0.0389215j 0.0166669+0.0289386j 0.0175374+0.0303735j -0.0740675+0.0341436j 0.0408528+0.0130766j -0.0124776+0.0172158j 0.027112-0.0971948j -0.0498023-0.0302996j 0.0108338-0.0151543j -0.0195106+0.038164j -0.03517+0.0155925j -0.0746425+0.011021j 0.00384395-0.0528122j -0.0176147+0.0539264j 0.026462+0.0121689j -0.0241688+0.0821715j -0.106924-0.017542j 0.0291911-0.0595043j -0.0194377-0.0836366j 0.0143717-0.0792732j 0.0520606-0.0575134j -0.0132975+0.015721j 0.00170368-0.0727481j 0.0156581+0.0537939j -0.0892497+0.0319858j 0.0581116+0.0102216j -0.0711037-0.0183466j -0.0416067-0.00975178j 0.0514389-0.000797656j 0.00704262+0.0272771j -0.0284252+0.0175215j 0.0232103+0.00735333j -0.0425425-0.0136723j 0.105155+0.0156999j 0.0813639+0.00177391j -0.0153592-0.0208229j -0.050146+0.0159269j -0.0584652+0.0316524j 0.0240461+0.017175j 0.00541566-0.0251404j -0.0246335+0.00604717j 0.0272271+0.0279948j -0.14178+0.0127346j 0.0167197-0.0246795j -0.0304658-0.0530221j -0.0177908-0.0178425j 0.00730955+0.0735925j 0.0562844+0.00419297j -0.0560875-0.0458363j 0.0182135+0.0383408j -0.0124134-0.0123334j -0.0336643-0.00226047j 0.0270238+0.0573458j -0.0298-0.0150879j 0.0105643+0.0131736j 0.0251655+0.0445253j 0.0472686+0.0462281j -0.107366+0.0536592j -0.00358347+0.0057521j 0.0361064-0.0462957j -0.0104352+0.00117642j -0.0108041-0.020321j 0.0913155+0.00804135j -0.00197409-0.0798867j -0.00156917-0.0531496j 0.00020369-0.06763j -0.0045899-0.0239421j -0.0348237+0.0127542j -0.0306952-0.0102271j -0.00533863+0.0136265j -0.00626469+0.0391831j -0.0107706-0.0317183j 0.0304357-0.0332257j 0.00356957+0.0311667j -0.0208879+0.0126205j -0.0132132+0.00429703j 0.00544481+0.00909368j -0.0107491+0.00744527j -0.00319749-0.0159736j -0.0122865-0.00544245j 0.0084747+0.00853026j -0.00216034+0.00409649j 
-0.0124567+0.0183739j 0.0042524+0.0103545j 0.0241887-0.00677839j -0.0207175+0.028816j -0.00881292+0.022821j -0.00204271-0.00950898j 0.0572673-0.0249074j -0.00399874-0.00138451j -0.0118113-0.0142042j 0.0330354-0.0135297j -0.0918519+0.0164407j -0.0119452-0.0467131j -0.0207126+0.0312069j 0.0313202+0.00562729j 0.0234131-0.0261387j -0.0583277-0.0192619j 0.0137473+0.0350651j -0.00222923+0.0411197j -0.0361529+0.0606689j 0.0802431-0.0414479j 0.0953663+0.0104929j -0.00426495-0.0513995j -0.00303949+0.0770316j 0.0581212-0.021364j -0.019833+0.00621505j -0.00508417+0.00902335j 0.058341-0.0229917j -0.0196468-0.0766322j -0.00859851-0.0765693j -0.00745363-0.00996813j -0.0705332+0.0611428j 0.0601929-0.0207887j 0.0322251-0.0321294j -0.0398447-0.0883819j -0.0599671-0.0242541j -0.0555314-0.0127408j -0.0479483+0.0251236j -0.0055861+0.0451078j 0.000113585+0.096055j -0.103355+0.0451015j 0.0325358+0.0821344j 0.101221-0.00402688j 0.0878466-0.0177871j -0.0261372-0.0108587j -0.0286472-0.0514875j -0.0315256-0.0574985j 0.0110045+0.143347j 0.0885742+0.0733179j -0.00497185-0.0254421j 0.0228082-0.0736518j -0.0351477+0.0189199j 0.0642954-0.0569883j -0.112886+0.0394083j 0.0124195+0.0957807j 0.00146719+0.153727j 0.00198112+0.0529256j 0.0057377+0.0537864j -0.077575-0.0523274j -0.0243358-0.0185568j 0.0865188+0.0791652j -0.0527509+0.0133917j 0.0610783+0.0515226j 0.0304149-0.0747949j -0.00746993+0.0497258j 0.0259084-0.0467327j 0.0756325-0.0510529j -0.00310424-0.10661j -0.0915566-0.0612477j -0.0231384-0.0364069j 0.0201282+0.0704868j 0.0269177-0.00862482j 0.0010387-0.0649528j -0.0208381+0.00727755j 0.0550686+0.0277398j -0.0193227+0.00146538j -0.0448486+0.0964152j 0.0194288-0.0503771j -0.0120947-0.0505519j -0.00739479+0.0171855j -0.0237623+0.0193431j -0.000267784+0.0374058j 0.0277937+0.0424398j 0.0229323+0.00283712j 0.0693682-0.0178542j -0.0288908-0.00456571j -0.0318781-0.013565j 0.0297563+0.00112713j 0.0535669+0.00899984j -0.00553407+0.0286428j 0.0206257+0.00403374j -0.0041923+0.0218595j 0.0270896+0.00167152j 0.0223187+0.0182971j 0.00407942-0.00133663j -0.0014597+0.015594j 
0.0127572-0.00880001j -0.00441069-0.00530921j -0.0456391+0.00798799j 0.0277425-0.00644864j 0.00348395-0.0274739j -0.00455671+0.011805j -0.0459734+0.0284988j 0.0375959+0.0121688j 0.0455426+0.0115416j -0.0123227+0.0191719j 0.0237391-0.0131946j 0.0327552-0.0124836j 0.0631346-0.0169956j 0.0190702+0.0446493j -0.001723-0.00901658j -0.00715074+0.0589126j 0.00633183-0.0473936j -0.0504216+0.0454114j 0.0613331+0.0325752j -0.0370037-0.0390304j 0.0311686+0.0392692j -0.0236809+0.0444014j 0.00509046+0.0308553j -0.00798-0.0505507j 0.0407675+0.0722374j 0.0148279+0.0197065j 0.0325029-0.00316704j 0.0340917-0.0857343j 0.00131386-0.0407209j 0.0527311+0.00659488j 0.00627599+0.0172311j -0.0267649-0.0393804j -0.0111207-0.010019j 0.036322-0.0183706j 0.0418299-0.00783005j 0.00262391-0.0124293j -0.0140874+0.053992j -0.0444519-0.02315j -0.0338148-0.0688807j -0.00387228-0.0155911j 0.0310528+0.0286671j 0.0441764+0.0267354j 0.0373823-0.0598674j 0.0252557-0.0404381j -0.0695692-0.104719j -0.0421376+0.00830904j -0.0112977+0.0764393j -0.00429503+0.0251575j 0.00597694-0.0441709j -0.0614313+0.0233796j -0.0309884+0.0216582j 0.0196228-0.0278593j -0.0420602-0.029148j -0.0677266+0.0511602j 0.00504377+0.0357573j -0.00201739-0.0406724j 0.00223569-0.0442059j -0.0285868+0.0343461j 0.0367383+0.00394344j 0.0161472+0.0516531j 0.00147169+0.0330366j -0.035614+0.0159655j 0.0308003+0.0420111j 0.031952+0.0347934j 0.0243808-0.0641105j 0.0486104+0.0193089j -0.0220628+0.0258825j -0.00769432+0.0123607j 0.00402552-0.0532341j -0.0586188-0.013121j -0.00986664+0.0275904j -0.0986726+0.056516j 0.0528494+0.0329151j 0.0112312-0.00557851j -0.0443715-0.0232074j -0.0215505-0.0237512j -0.0259927+0.0053383j 0.02214+0.0816997j 0.00875349-0.0249186j -0.029359-0.0641332j -0.00210505-0.0289821j -0.0265183-0.013471j -0.0683789-0.0136278j -0.0108394-0.00471594j -0.0310246-0.0107928j -0.0116685+0.0101562j -0.00588518-0.0512949j -0.0493622+0.0164679j 0.00568835-0.036726j 0.0156706-0.00771175j 0.00624849+0.00245362j -0.055024+0.032307j -0.0300669-0.0233771j 0.00350984+0.00450299j -0.00357804-0.00450125j 
0.0154774+0.00878239j 0.00167705-0.0179034j -0.0352778+0.00403156j -0.0395245+0.00766655j 0.013159-0.00444293j -0.000639442-0.0252731j 0.0251234+0.0420734j 0.0363491-0.00391182j 0.0203328+0.0105226j 0.0529173+0.0621053j -0.00883788-0.0213617j 0.013334+0.00332952j 0.0338968-0.0655173j -0.00402261+0.0470298j -0.0844189-0.0481925j -0.0150518-0.0170916j -0.00425711+0.0099863j 0.0109706-0.0036853j 0.0787115+0.0199348j 0.105503+0.0517298j 0.0935837+0.0711688j -0.0514319+0.000132025j -0.0171491-0.0570898j 0.0206304+0.0560311j -0.0954672-0.0245648j 0.0436639-0.0522928j 0.0338804-0.0358766j 0.00113925-0.0251987j 0.0096988-0.0659836j 0.033792+0.0549137j 0.00696766+0.0373419j -0.101684-0.0341109j -0.04023-0.00583503j 0.080248+0.081482j 0.0434228-0.0469044j -0.0209771+0.153771j 0.0359155-0.0107933j 0.0545823+0.102678j -0.0147147+0.0121727j -0.0205928+0.0618609j -0.0716228-0.0303242j -0.0430515+0.0190884j -0.0138938+0.0714418j 0.0375819+0.0177428j -0.0553924-0.000699919j 0.0824058+0.0295022j 0.0215862-0.0486545j -0.0801678-0.0630006j -0.0509813-0.0529673j -0.0442272-0.0519401j -0.00131613-0.0179592j -0.0920759+0.00351944j -0.00319176+0.0705955j -0.00686786-0.112268j -0.0371562+0.0542747j 0.0601059-0.0392897j 0.127229+0.0669634j 0.0367562+0.0466834j 0.0310546-0.0263613j -0.00268711+0.0320908j -0.0700533-0.071112j -0.0809045+0.0231339j -9.55479e-05+0.110419j 0.0292679-0.0508767j 0.0420344-0.0732876j 0.0514345-0.00222435j -0.0620662-0.115674j -0.125115+0.00316098j -0.0493251+0.007808j 0.0499691-0.0342987j -0.0557646-0.042892j 0.027972+0.0469214j -0.0684679+0.0205815j -0.0125026+0.0354731j -0.0370825-0.0232298j 0.0174017+0.0172055j 0.0234794+0.0250908j 0.0513066-0.037901j -0.0516762-0.024403j -0.0506576-0.00270142j 0.0293097-0.00715741j -0.0157699-0.00446716j -0.0278365-0.0393536j -0.00996648+0.0671145j -0.0480312-0.00167927j 0.0285108-0.0287333j 0.0181716+0.0110677j 0.0032505-0.0375984j 0.0113498-0.0132678j 0.016978+0.00400017j 0.0133824+0.0257771j -0.00226161-0.0171943j 0.0136789+0.0224723j -0.00112082-0.0135492j 0.00955889+0.00483325j 
-0.00124397+0.0099066j 0.00818573+0.000748449j 0.00217864+0.0261176j 0.0296703+0.0264953j 0.00213267+0.00934664j 0.00278232-0.00425584j -0.0273154+0.00702j 0.045658+0.028512j 0.0335491-0.084104j -0.02329-0.0510207j 0.00320364+0.000558393j 0.0174839+0.00119019j 0.0748868-0.0127386j 0.0187219-0.00570272j -0.00527912-0.0403708j -0.0241555+0.0137562j -0.0744305-0.0298015j -0.132728+0.00385193j -0.0181386-0.0221597j -0.0111413-0.0591187j -0.0212745-0.0150034j 0.004686+0.0595382j -0.0146929+0.0988242j -0.0279366+0.00777277j 0.0224449+0.0433653j 0.0417668-0.0447409j -0.0234721+0.0110897j 0.0500054-0.00674476j -0.0069663+0.00265063j 0.0185755+0.0341536j 0.0193921-0.0154547j 0.04005-0.0481067j -0.0155378+0.0569882j 0.0430262-0.0412946j -0.0471025+0.0430642j -0.0508782-0.0739114j 0.0184595+0.0477628j -0.0359408-0.00189162j 0.0106555-0.0198446j -0.0450222+0.0141366j 0.0569247+0.0847979j -0.00293898-0.0378684j 0.0240878-0.0145646j -0.0204728+0.0529731j 0.0196447-0.0593749j -0.0611941-0.0724815j 0.0294319+0.0498171j 0.0306047+0.0567018j 1.0063e-05+0.0898602j 0.00283183+0.0426275j -0.0410741+0.0584354j 0.0160096-0.0743099j -0.0148285-0.0433804j 0.0488166+0.106436j -0.00969253+0.00686898j 0.0180274-0.0510622j -0.0629706-0.0692286j -0.0174264-0.062005j -0.0327469-0.0203631j 0.0282894-0.123645j -0.0175468-0.0282825j -0.0770329+0.0776065j -0.0831473+0.111106j 0.0217499+0.0127765j 0.0020427-0.0264145j 0.0274675+0.00760439j 0.000409312+0.00551661j -0.0142414+0.0445933j 0.0394257-0.0385043j 0.0132697+0.0527364j -0.00804116+0.0272443j 0.00744999+0.0271425j 0.0425237-0.00965259j 0.0229267+0.0707261j -0.0372839+0.0204472j -0.100407-0.0237434j -0.0358227-0.000654898j 0.0401922-0.0257596j 0.0352719-0.0365599j 0.0182595+0.0162694j 0.0333184-0.0651808j 0.0155504+0.0110812j -0.0908554-0.00737924j -0.0474884+0.0221614j -0.00128247-0.0320108j 0.0526279-0.0181119j -0.00542551+0.0155312j -0.0273247-0.0428142j 0.00357659+0.00528583j 0.00257701+0.00235032j 0.00883165+0.0122451j -0.000482195-0.018096j 0.0102338+0.00785458j -0.00179156-0.0111489j 0.0130497-0.00142888j 
-0.0136883-0.00825904j -0.0109446+0.00619521j 0.00644571-0.0264823j 0.0231583+0.0217645j 0.0145404-0.00150983j -0.00931787-0.0135328j 0.0373977-0.0263575j -0.0263377-0.00429117j -0.00276423+0.0227784j -0.00743277-0.0129315j 0.0368369-0.0443834j -0.0504171-0.0372839j 0.0500727-0.0247853j 0.00316051+0.0299336j 0.0490219+0.038668j 0.0278014-0.0937292j 0.0286521-0.0233696j 0.0400594+0.0469609j -0.0013895-0.0134092j -0.0143143+0.0110831j 0.0430635+0.0269371j -0.0146696-0.0458842j -0.0640527-0.0772239j -0.00464002-0.0408481j -0.00121187+0.00640834j 0.101319+0.00279899j -0.0373258+0.00619925j -0.0307326-0.0117927j -0.00949636-0.0249827j 0.0103597-0.0348379j -0.101703-0.0337781j -0.0313623+0.0758532j -0.0134918+0.00282979j -0.0232364+0.0745946j -0.0718873-0.0642688j -0.0137774+0.0787977j -0.0690784-0.0824336j 0.10763+0.00621795j 0.052639+0.00811817j -0.00538854+0.0447302j 0.00382796+0.000143159j -0.0547894-0.0389003j 0.0029011+0.0320237j -0.0165464+0.0332981j -0.00875296+0.0387531j 0.0590695-0.035794j 0.067348+0.00239447j -0.0483865-0.0328133j 0.0292765+0.0212357j -0.0161509-0.0155425j -0.0308429+0.00686386j 0.011801+0.0917956j 0.00816413-0.0930833j 0.0848234-0.0184358j 0.00962974-0.0122139j -0.0248001+0.0346981j 0.00505892+0.000748867j 0.00488293-0.00940906j -0.00223654+0.033738j 0.0357011-0.0399243j 0.0569366-0.0198541j 0.0223499+0.0232827j -0.0309619-0.0255671j 0.0270317+0.000929335j 0.0623033-0.0115699j 0.0173616-0.040123j -0.0021091-0.0577593j 0.0706683-0.0298847j 0.00951148-0.00436131j 0.0636382+0.00595343j -0.0345388-0.0126809j 0.0646151+0.00731908j -0.0336771+0.0210318j 0.0202056+0.0250548j -0.00993356+0.0129134j 0.0207609-0.0213381j 0.00888067+0.0396998j -0.0146679-0.00409009j 0.0235751-0.0103065j -0.000217196+0.0498344j 0.00155559+0.0286018j -0.0904148-0.0118582j 0.0442627-0.010296j 0.0211031+0.0185033j -0.00396843-0.0034744j 0.0113569-0.0523864j -0.012678+0.0103488j -0.0609346+0.0300182j 0.0325873-0.0415417j 0.0021435+0.0188887j 0.00713171+0.00321766j -0.0215107-0.0290838j -0.0206621-0.0294265j 0.00384822+0.00443746j 0.0068729+0.00774994j 
-0.00737303-9.62198e-06j -0.0075083+0.0135412j 0.0505876+0.00932661j 0.00192841+0.00143688j -0.0138109-0.00756971j -0.0115015+0.00189248j 0.0437799-0.0074694j 0.0254181+0.0239728j 0.024949-0.0155112j -0.00756972-0.00735039j 0.0383267+0.02094j 0.0134484+0.0381069j -0.00489132+0.0151319j -0.0549758+0.0165552j -0.00411312+0.00128853j 0.0538194-0.0411516j -0.00537004+0.0149653j -0.0271019-0.0408942j -0.000836012-0.0156549j -0.0645663+0.00682531j -0.0240564+0.0638625j 0.0065981-0.00126435j 0.00861066+0.0180323j -0.0428567-0.00656415j 0.10556+0.0130019j 0.00511594-0.0383258j -0.0432017-0.033545j -0.0361924+0.0517485j -0.0172656-0.0253975j 0.00160942+0.0219077j 0.0211772+0.0340337j -0.0181367-0.0589112j -0.0183374-0.0249172j 0.0254127-0.00235969j 0.00420785+0.0121779j -0.00637861+0.037755j 0.0432605+0.00383739j -0.0455726-0.00309988j -0.00412775+0.0397316j 0.00875833+0.0340095j -0.050246+0.107568j -0.0337194+0.0186175j 0.0636037+0.104774j -0.0313355+0.0330764j -0.021642+0.00387563j -0.027161-0.0678775j -0.00540836+0.0457032j 0.0113813+0.0452561j -0.0014294-0.0690453j -0.00762266+0.00363179j -0.0615657-0.0334581j 0.0435848+0.0210735j 0.014124-0.00681995j 0.121514-0.0334591j 0.0683779+0.057255j -0.111059+0.0216433j -0.0248799+0.00873267j 0.0401652+0.0311448j 0.00412817-0.0629591j 0.0210779+0.0207412j 0.027855-0.039159j -0.0260135+0.0546349j 0.0434146+0.0168631j 0.0264481+0.0449948j -0.0839974-0.0360544j -0.116564+0.0526772j -0.0308263-0.0249733j -0.00901482+0.0058012j -0.0152035+0.0540402j 0.03159+0.00686998j 0.0177916+0.00214975j 0.0121787-0.0408591j 0.0307651+0.0288157j 0.0049028-0.00305151j 0.0245125-0.0660013j 0.00159155-0.0364577j 0.000412786-0.00306073j -0.0153982-0.00241417j 0.0610459+0.0471238j 0.0069823-0.0407363j -0.0158023-0.0262692j 0.0122189+0.00534786j -0.0169559-0.0200531j -0.0134935-0.00462007j 0.0208663+0.0308549j 0.0255226+0.027231j -0.0243534-0.00225419j 0.000187869-0.0302261j -0.016651-0.00435308j -0.0165918+0.00140729j -0.0137342-0.00470955j -0.00766972+0.0231648j 0.0125736+0.00755058j -0.00930621-0.00755096j -0.00555887-0.00220954j 
