0.000729497+0.0132119j -0.0232518+0.0245936j 0.00930301+0.00697906j 0.030064-0.00163395j -0.00341877+0.0556351j 0.0242272+0.00526206j 0.0280484+0.0121178j -0.0193412-0.0232533j 0.0341032-0.0293969j 0.00151157+0.0229917j -0.0105936-0.0301268j -0.00576444-0.0455741j 0.0187109-0.0187581j -0.0120227+0.0392939j -0.0307111-0.0410639j -0.0036127-0.0359585j 0.0125912-0.00735806j 0.00257591-0.0215067j 0.00522288-0.0303948j -0.00470523-0.00883703j -0.00385896+0.0322417j 0.0295154-0.0206571j -0.00844542+0.0251445j 0.0380563+0.0215431j 0.0150665-0.00813245j 0.0025667-0.0348817j 0.066668-0.0285023j -0.0601554-0.0350803j 0.0353235+0.0435653j -0.00526216+0.0176929j -0.00418294-0.00316896j 0.00860914+0.0618712j 0.00594746+0.0421688j -0.0222674+0.0337643j 0.0499527-0.0365605j 0.0276425+0.0399712j -0.0387096+0.0111112j -0.0220197-0.00332744j 0.0123021-0.00742424j 0.0217164-0.0365143j -0.0185172-0.0365222j -0.0135974+0.0753441j 0.017398+0.00222756j 0.0640169-0.0142006j -0.066988-0.0549972j 0.0158814-0.0380094j 0.0177902+0.0241725j -0.0174411+0.0241607j -0.00902588+0.0112148j -0.060708-0.0309212j -0.075038+0.00754207j -0.0778409-0.0152047j -0.022861+0.0372488j 0.00709665-0.0461793j 0.00485101-0.0451087j 0.0548303-0.0737181j 0.0641504+0.0504548j -0.0899982-0.0227436j 0.0179609+0.0288085j -0.040453+0.0881829j 0.042282+0.0651673j 0.012428+0.00644558j 0.0295089+0.0297845j 0.00583227-0.0325555j -0.0164042-0.0297059j -0.0200942-0.0389588j -0.0600022-0.0499244j -0.0992798+0.0504337j 0.0115079-0.0409002j 0.0170721-0.0277465j 
-0.00701768-0.00536751j 0.00624432-0.000325594j 0.000416186-0.014194j 0.0188018-0.00576372j -0.0107826-0.0165534j -0.0233425+0.0148479j 0.009313+0.00848999j 0.0010891-0.0130685j 0.00638989+0.0165794j -0.0033513+0.00101848j 0.0120595-0.0182421j 0.0159728+0.00857991j -0.00157936+0.00311811j 0.0114599-0.00640955j 0.0232521+0.0227406j 0.00403174+0.00213239j 0.00225925-0.0138405j 0.0166529+0.00585479j -0.0122146-0.0111408j -0.00971693-0.00975429j -0.00224819+0.0187377j -0.00888725-0.0158984j 0.0149011-0.0165153j -0.00652634+0.00407049j 0.00242597+0.00800267j 0.0100003+0.00380226j -0.00696227+0.00539652j -0.00871652+0.0014613j -0.00996211-0.0103048j 0.0136955+0.0115307j 0.00479969+0.0241278j -0.00430518-0.018289j 0.0052184-0.0136532j 0.00254124-0.00163156j 0.00421728-0.012006j 0.0104593+0.00487946j -3.72224e-06-0.0111358j -0.0173405-0.0117656j 0.0154712+0.00684254j 0.014279-0.001797j 0.0108042-0.000266032j 0.0044261-0.00171052j -0.00275865+0.000264149j 0.012477+0.0148859j -0.000526296-0.0176194j 0.00269741+0.00178851j 0.00515534+0.00554936j -0.0085215-0.000754386j -0.00275217-0.00445985j -0.00070664-0.00793331j -0.0103574+0.00196143j 0.00844218+0.00197483j -0.00192834+0.00801732j 0.00146636+0.0042779j 0.00754913-0.00836204j -0.00511577+0.000877664j -0.0148527+0.002701j 0.00351061-0.0158291j -0.00597738+0.00215749j -0.009931+0.00205427j -0.0051252-0.00431899j 0.00110889+0.0138011j -0.0112769+0.00678354j -0.00369254-0.00405657j -0.00106576+0.00606375j -0.00730121-0.000476351j 0.0218053-0.020803j 0.00344635-0.0142507j -0.000241879-0.00427935j 0.00269557+0.0111725j 
0.000126729-0.00332146j 0.00529432-0.00460009j -0.00780142-0.00236119j -0.00426561-0.00154464j -0.000183367+0.00802035j -0.00750108+0.0108162j -0.0001272-0.0101159j -0.00652407-0.00376486j 0.0163006-0.00198084j 0.00614601-0.00919088j 0.0025104-0.00452622j -0.00207242-0.0105463j 0.00427152+0.00544506j 0.000222325-0.000292653j 0.0155443+0.00220703j 0.00522775+0.00378866j -0.0072797+0.00183527j 0.00146399+0.00190723j -0.0151022-0.00297622j -0.0101947+0.0092913j -0.00847348-0.00395155j -0.00643771+0.00225774j 0.00652318-0.0124932j -0.00542372+0.00154063j -0.00108001-0.00661238j -0.00364302+0.000624311j -0.00099786+0.00154888j -0.00287178-0.000516778j -0.00448905-0.0064971j -0.00718627+0.000736124j 0.00977287+0.0150762j 0.0092204-0.00612308j 0.0122833+0.000629218j -9.82027e-05-0.0131006j -0.0143795-0.0119927j -0.00185737+0.0137833j -0.0103031-0.01421j -0.0166292-0.0160629j 0.00225857+0.00344852j 0.00335017+0.00562533j 0.0102121+0.00839909j 0.00196238-0.00126204j -0.0094566-0.00864241j -0.0024311+0.00773526j 0.006974-0.00297541j -0.00764049-0.00101936j -0.003736+0.00711243j 0.0200269+0.00294178j 0.00159157-0.00431314j 0.00820552-0.00412224j 0.0049873+0.00465026j -0.000641485-0.00130801j 0.00269301+0.00557083j 0.00432773+0.00258629j -0.0047628-0.00327195j -0.00683979-0.00395896j 0.00234619-0.00820733j -0.00461933-0.00291019j 0.00463508-0.0056497j 0.00204582-0.00149678j 0.000785612-0.010513j 0.00675336-0.00606746j -0.00644055+0.00712464j 0.000620985-0.018212j -0.00322759+0.0102476j -0.00465733-0.00201974j -0.00317865-0.00237512j 0.011027+0.0161457j -0.00643066+0.000141737j -0.00293595-0.0042789j 
0.00908737-0.00227782j -0.00330883-0.00465429j -0.0108973+0.00973646j -0.0155128-0.00251454j 0.00704825-0.000206369j -0.00119637-0.0140379j -0.0124672+0.00443143j 0.00967293+0.0134238j -0.0197213-0.00037269j 0.0020789-0.00780919j 0.016699+0.00927105j -0.000148788+0.00929605j -0.00590225+0.0145172j -0.00448175-0.00440806j -0.00789031+0.0060725j 0.00621669+0.000351722j -0.00066919+0.00375778j 0.00623013-0.0035433j 0.00397923-0.00500894j 0.025569+0.0108044j -0.00344236-0.00752555j 0.00357438-0.00259969j -0.0187112-0.000125242j -0.00450432+0.00270527j 0.00900201-0.00566614j -0.00200467-0.0179509j -0.00735276-0.00444841j 0.010331+0.0206743j -0.00640863-0.00431706j -0.010512-0.00984412j 0.00991717-0.0218946j 0.00198602-0.0168219j 0.00778392+0.0168915j 0.00353114-0.0169714j -0.0222498+0.0116679j -0.00831588+0.0056428j 0.0105987-0.00456864j -0.00466748+0.00715952j 0.00645038-0.00994225j -0.0178606-0.00806015j -0.0109055+0.00136455j -0.00651361+0.0171585j 0.00726667-0.0234952j -0.0173084-0.0327403j 0.0326069-0.0152006j -0.0110547-0.00615356j -0.00422003-0.00144822j 0.000839946+0.0148903j -0.0122531+0.01112j 0.00831855+0.016795j 0.0212649-0.0129952j 0.00873119+0.00732549j -0.0186486-0.0118911j 0.00797743+0.00779002j 0.0165849+0.00116848j 0.0104409+0.0243956j 0.0170358-0.0171781j 0.00470183-0.0158272j -0.0043695-0.0029465j 0.0289352-0.0256321j 0.0120256+0.0129679j 0.00846228-0.0019174j 0.0150625+0.00847972j 0.00343078+0.00264757j 0.0233473-0.000765078j 0.009476+0.00185909j 0.0226013+0.0154897j 0.0103429-0.0154249j 0.0161124+0.0225345j -0.0147092+0.000601174j 
-0.00140004-0.00269329j 0.00254999-0.000571661j 0.00327568-0.000775399j 0.00627346-0.00116504j -0.0101018+0.00644296j 0.00172763+0.0028194j 0.00127945-0.00152582j -0.018145+0.00769468j -0.0144867+0.00924888j 0.00870506-0.00725857j -0.00843091+0.010937j -0.00799724+0.00994267j -0.000384584+0.00926147j 0.001146+0.0138741j -0.00203272-0.0103414j 0.0106448-0.0045576j -0.00499563+0.0240062j -0.016525+0.00873963j -0.00836128+0.00335466j -0.00565095-0.00084397j 0.00668748+0.0107566j -0.00191595+0.000477787j -0.00261316-0.00564487j -0.00337716-0.0110827j 0.00353841+0.0241333j 0.0086608-0.00139399j 0.0175196+0.0158335j -0.0162348+0.0254869j -0.0187498-0.00716625j 0.00855677-0.0193361j -0.00301141+0.0014794j -0.00640135+0.0201949j 0.00792387-0.0154797j -0.000722694-0.00671767j 0.000239097-0.00337568j 0.00933261+0.00408199j -0.0245571-0.0115339j 0.000944765-0.00538611j -0.0152281-0.00427609j 0.00865424+0.0152689j 0.00103014-0.00144532j -0.00111307+0.00322588j -0.0148592-0.00889363j -0.0138725+0.00370719j 0.012244-0.0108546j -0.0181483-0.00558035j -0.0177866+0.0201693j 0.00933536+0.00755179j 0.00179682+0.000732358j 0.00568729-0.00519816j 0.00669205-0.0181024j -0.00315685+0.00512706j 0.0180706-0.0225901j -0.0147072+0.00915577j 0.0145938-0.00965649j -0.016464-0.0165967j 0.0112827+0.0042713j -0.000521976-0.0155859j -0.00584205+0.0164637j 0.00498245+0.0141476j 0.0230635+0.00538247j -0.00581962+0.00459642j 0.00985369-0.00815447j 0.012243+0.00443376j 0.0103075+0.0105352j -0.00616456+0.00535974j 0.00191408-0.0100477j 0.00584146+0.00188781j -0.00168227-0.00495171j 0.00136933+0.000938909j 
0.000392+0.00539987j 0.00610691+0.000299242j -0.0067561+0.000983889j -0.00745484-0.00585485j -0.00719245+0.0103561j 0.00215358+0.0149197j 0.00210648-0.00482838j 0.000429102+0.00572851j 0.0217302-0.00157072j 0.0130963+0.0108476j 0.0010812-0.00543834j 0.0134397-0.00269365j -0.00244712-0.00332536j 0.00250646+0.000957914j 0.0162784-9.06939e-05j -0.00835941+0.00896728j -0.000290884-0.00700502j 0.00300697+0.00375593j 0.00873613-0.0104722j -0.0112305-0.00495757j -0.01072-0.00142064j -0.00608683-0.00216801j 0.00972766-0.00287078j -0.00238673-0.0103679j 0.000437091+0.00310538j 0.00672916+0.00883087j -0.00879187-0.0103187j -0.0189512-0.00148879j 0.0146269+0.00707771j -0.00564216+0.0144452j -0.0114212+0.00349363j 0.0133718-0.00178105j 0.00480861-0.0103406j 0.000202391+0.00694339j -0.00473168+0.0072573j -0.0103647-0.00375238j -0.0216381+0.0205056j -0.010841-0.0144854j -0.0128553-0.0120024j 0.00611576+0.00057014j 0.0122394-0.00301351j -0.00379443-0.0106068j -0.00897391+0.00250693j 0.00785327+0.0284352j -0.0220854+0.0131382j -0.000678677+0.00413125j -0.00438469-0.00534978j 0.00772281+0.00579114j 0.00439179+0.00739451j 0.00232338-0.000103495j -0.00227704+0.0217118j 0.00691459-0.0120604j 0.0116687+0.0179354j 0.00316483-0.00453074j -0.00398015-0.0148256j 0.0153545+0.00189885j 0.00635181-0.00418904j -0.0118605+0.00101912j -0.0148418+0.0105307j -0.00386478+0.00142926j -0.0105691-0.0193404j 0.0235502-0.000877592j -0.000115809-0.0012966j -0.00200943+0.0149846j -0.00054284-0.00460831j -0.0188653-0.00151304j -0.0115156-0.0118103j 0.0135661+0.0235217j -0.00852817-0.00980134j -0.00368987-0.00484901j 
-0.00462733+0.000433304j 0.00459173-0.00170692j 0.00244497+0.00251817j 0.00322996-0.00234442j -0.005024-0.000720236j -0.00804018+0.00190927j 0.00109026-0.00722794j -0.00461351-0.0205009j 0.00722616+0.00120588j 0.00685842+0.00348451j 0.0131978-0.00892886j 0.0077663-0.00779785j 0.00595221+0.0122996j 0.00706867+0.00164477j -0.00391277+0.0091107j 0.0201184+0.00785174j 0.0155907-0.0116474j 0.00521166-0.00587607j 0.00170088-0.0146287j -0.000345913-1.95749e-05j 0.0112325+0.00586389j 0.0135341-0.00549468j 0.00152605-0.0119862j 0.000201286+0.00111337j -0.00963623-0.000345395j 0.0100561-0.00467179j -0.00901342-0.000360005j -0.0100994+0.00165291j 0.00480558+0.000445453j -0.00762416+0.00456658j -0.00253451+0.0126457j 0.0109024-0.0131067j -0.00555268-0.00641484j -0.00184232-0.00467846j 0.00331794+0.00162604j 0.00715346+0.00237275j -0.0119016+0.00232031j 0.0054817+0.00215624j -0.0160057+0.00764534j 0.0102179+0.0116566j 0.00889279-0.00214461j 0.00670401-0.00595876j -0.0057041-0.000109327j 0.0124989+0.0123316j -0.00132747+0.00401262j 0.00739672+0.00781316j 0.00233759+0.00367385j -0.00754249+0.0071231j 0.00888538+0.00533159j 0.0198184+0.00761626j -0.00336967+0.00469591j 0.017514+0.00672134j 0.00834509+0.00299804j -0.00612362+0.011261j 0.00626038-0.00287624j 0.00181532+0.0222141j -0.00149901-0.000783941j -0.0127573+0.000607865j -0.00234165+0.0208049j -0.00801238-0.000742776j -0.00732248+0.0108805j 0.00417196+0.00439768j 0.000662298-0.00895555j -0.00460402-0.0175584j 0.00607516+0.00619087j -0.013107+0.00219018j 0.0105104-0.0059625j 0.026974+0.00621701j -0.00281554+0.000358929j -0.00972985-0.0054348j 
0.00394771+0.00262117j -0.00170217+0.0049089j 0.00569204-1.26008e-05j -0.00336934-0.00513569j 0.00495542+0.00449598j 0.00386647-0.0168608j 0.00153961+0.0025987j 0.00891462+0.00859668j 0.00198897-0.00193629j 0.00919732-0.00988205j 0.00442758+0.00482483j -0.00469369+0.00967378j -0.00440618+0.00929722j -0.00742911+0.00676304j 0.00187327-0.012126j -0.00592973+0.0202828j 0.00211857+0.0040736j 0.00687274-0.00351239j 0.0099739+0.00317663j 0.0106954-0.00798681j 0.00335766+0.00828466j -0.0010547-0.00166425j -0.00124087+0.0107564j 0.00785408+0.00988613j 0.00314653+0.0131369j 0.00485085+0.00386086j 0.00625289-0.00479139j -0.00437028+0.000145871j 0.0241633-0.0104977j -0.00261352+0.00865408j -0.0132982-0.0166218j -0.00737582+0.00732216j -0.00155801-0.00561714j -0.00158493+0.0151311j -0.00892051+0.0249086j 0.0189738-0.00372118j -0.0208859-0.00762143j 0.00192201+0.0059188j -0.0214639-0.00100899j 0.0127363+0.00195764j -0.00528793-0.00996758j 0.0129537-0.0107949j 0.0058885+0.00323195j 0.000438623+0.00094012j 0.00830018-0.0260088j 0.0154797-0.00296219j -0.000487705-0.0101469j -0.00874867-0.00288466j 0.00302962+0.00539436j -0.0222965+0.0139277j 0.0156311-0.0141663j -0.0163572-0.00104642j -0.00552748+0.0120889j -0.00559093+0.00378597j -0.00319977-0.00323851j 0.0122332+0.00110886j 0.0123903-0.00808926j -0.00860696-0.0138132j 0.00483898+0.00952948j 0.00988991+0.00339741j -0.0123394+0.00888517j 0.00354936+0.00434219j 0.00584714-0.0101214j -0.000833894+0.0289631j -0.00174641-0.0149305j 0.0357782+0.000100469j -0.00104627-0.00352729j 0.0107508+0.00677806j -0.000300368-0.0048004j -0.00607013-0.0045032j 
0.00160029+0.00341886j -0.00241118-0.0020623j 0.000231581-0.00180074j -0.00179756-0.00373335j -0.0109024-0.00705108j -0.0159162-0.00386343j -0.0106505-0.00530157j 0.00263206+0.00649926j -0.000384712+0.00361637j 0.00661057-0.00874544j 0.00366012+0.00756688j -0.0116139+0.00578538j 0.0018959+0.00213759j -0.000562251-0.0181876j 0.00762302+0.0103042j -0.0251925-0.000506206j 0.00547233+0.00417452j -0.00690805+0.0115994j 0.0114577-0.00758182j 0.00225043-0.0150019j 0.00704629-0.000626876j -0.0128487-0.00649342j 0.0132703+0.0192776j -0.00172771-0.00687286j 0.004146+0.0170609j 0.00909735+0.000950872j -0.013362+0.00403711j -0.00414793+0.0102271j 0.0145831+0.00432933j 0.00301981+0.0110169j 0.00700548-0.00905296j -0.0118403+0.00724881j -0.0108213-0.0189495j 0.00304412+0.0116297j -0.00402199+0.00808955j -0.00902292-0.0144828j -0.00582-0.00375956j 0.0171709-0.00766624j -0.0101401-0.00404827j -0.0102937+0.0062359j 0.0032311-0.00506754j 0.00231607+0.00136153j -0.00570466-0.0116275j -0.00852755+0.00137304j -0.00658149+0.00437274j -0.0017642+0.000253309j -0.0074793-0.0152515j -0.002671-0.00211395j -0.00201264+0.00685742j -0.00165568-0.00470259j -8.264e-05+0.0080015j -0.0093823-0.0175261j 0.0025863-0.00974864j -0.00761847+0.0028015j 0.0118689+0.012221j 0.0155339+0.000207898j 0.00419705-0.000275101j -0.000933088-0.00927478j -0.00521741+0.00504859j 0.00172721-0.00010234j 0.000580013-0.0125726j -0.00313055+0.00341223j 0.00957877-0.00580332j 0.00567537+0.0368078j 0.00874862-0.0200127j 0.00805771+0.00320344j 0.0031362+0.00729812j 0.0014419+0.000484713j 0.0015336+0.00570682j -0.00457859+5.62316e-05j 
0.00500791+0.00283543j 0.00421866-0.00448517j 0.00117836-0.00434105j -0.00440906-0.00497907j 0.00374616+0.0156536j -0.00229417-0.00295067j -0.0211791+0.00444573j -0.0102639+0.0166548j 0.00269503+0.00734679j -0.00386356+0.00218083j 0.00319973+0.00426327j 0.000635209+0.0163636j -0.012587-0.00234017j 0.0060278+0.0138412j 0.00617219-0.000559681j 0.00162168+0.00237311j 0.0173763+0.0160916j -0.000172636-0.0146677j -0.00915679+0.00682408j 0.00831632+0.00434097j -0.0183361-0.0116741j 0.0021469-0.000854971j -0.00657913+0.00168873j -0.00817526-0.00614146j 0.00373534+0.0207306j -0.0050332+0.00177983j 0.00409102-0.0200317j 0.00677249+0.00816335j 0.0056357-0.00322217j -0.00660975-0.0100316j -0.019789-0.00561086j 0.00968023+0.0113908j 0.00789788-0.00609442j -0.00278229-0.00304744j 0.0060272-0.00987383j 0.00457728-0.0121749j -0.00426805+0.00102797j -0.0133498+0.011191j 0.0056974+0.00187219j 0.00197506+0.00149593j -4.20101e-05-0.00621862j -0.0161641+0.00266782j 0.00672848-0.0214821j -0.0217837+0.0120953j -0.00733443+0.0111397j 0.00317198+0.00992453j 0.00640392+0.017309j 0.00556718-0.00904589j 0.00657083-0.00424409j -0.00526548+0.0031536j 0.00396508+0.00848376j 0.0194192+0.00704253j -0.00361223-0.00194998j 0.00768642-0.00363769j 0.0189594-0.0111021j 0.00335346+0.0220185j -0.0061101-0.0138623j 0.0155075-0.00106773j -0.00880634+0.0101187j 0.0186508-0.010139j 0.0025484+0.00328339j 0.0134715+0.00125509j -0.00345595-0.00316734j 0.00117856+0.00835477j -0.00453496-0.00673777j -0.036585+0.000917885j 0.0131307+0.00368047j 0.0202584-0.00520702j -0.00159127+0.00650877j -0.00943304-0.00207137j 
-0.00115233-0.00139577j 0.00341984-0.00426049j -0.00520412+0.00201129j -0.00168004-0.00804636j -0.00509269+0.0054718j -0.00858965+0.00339302j -0.00315186-0.0105935j -0.0154271-0.0106186j 0.0156098+0.0108383j -0.00562201-0.00997654j 0.00503922-0.00185502j -0.0146944-0.00148111j 0.0025058+0.00762589j -0.00251584-0.00587103j -0.00264948-0.00245451j 0.00544895-0.0104821j -0.00439146+0.00211375j 0.000145785+0.0137826j -0.00963782+0.0165542j -0.00714659+0.0110962j 0.00337061-0.00769315j 0.000565488-0.00515386j 0.00473597-0.0116142j 0.00147957+0.00699457j -0.00691739-0.0192392j -0.0106268+0.0157225j 0.000828702-0.0154352j 0.00271374-0.0158925j -0.006949-0.00350829j -0.0154078+0.00169212j 0.0183033+0.00115193j 0.00904589-0.0159762j 0.0211341+0.00613835j 0.00555297-0.0056173j -0.000595491+0.0028445j 0.00384603-0.00377517j 0.00377856-0.00231388j 0.00254767-0.00819282j -0.00679513-0.00614396j 0.00162152-0.000254293j 0.0114052+0.00630308j -0.00087037-0.00129777j -0.00191388-0.0124485j 0.00361665+0.00049484j 0.00712595+0.00351879j -0.00197351-0.0120636j 0.00342777-0.0148059j 0.00588298-0.00939574j -0.000276814+0.00132906j 0.00725731-0.00780834j -0.00988186+0.00652037j -0.00507316-0.00353083j -0.00135668+0.00524908j -0.00231185+0.00252229j -0.00128747+0.00755169j -0.0123361+0.00398317j 0.000223223-0.0116872j -0.0100592-0.00149625j -0.00950611+0.000474939j -0.00568535-0.00754787j 0.00670916-0.00110096j 0.00427718-0.00276857j -0.0064391+0.0142451j 0.00806828-0.0409524j -0.00499519+0.0131436j 0.0209345-0.00226664j -0.00182544-0.00587628j 0.00724366+0.00367959j 0.000175217+0.00172519j -0.00174854-0.000975775j 
0.00394998+0.00010798j 0.000267322-0.0034225j -0.00547316+0.00215192j -0.0132368-0.00522998j -0.00232028+0.00448553j -0.00217571+0.00195135j -0.014496-0.00356004j -0.0135753-0.00123952j 0.00309141-0.0070922j -0.0135358-0.00361571j 0.00964287+0.00743294j -0.00905885+0.00751022j 0.0089236+0.00276153j -0.00468153-0.000492866j -0.0101184-0.010485j -0.00246643-0.00643482j 0.00964228+0.0032275j -0.0075584+0.00616974j 0.00797411+0.00760476j 0.0033449+0.00335871j 0.00425918-0.0184954j -0.0025428+0.00208063j -0.00628793+0.00520734j -0.000165176-0.00304414j -0.00293384-0.00789232j -0.00607988+0.0118308j -0.00468371-0.0164825j -0.000501731-0.00969392j 0.000477983-0.0013424j -0.0135129-0.00337537j 0.00370248-0.0095313j 0.00374009+0.00539156j 0.00872562-0.00333063j 0.000729169+0.00276778j 0.00717954+0.00438261j -0.00348129-0.0163898j 0.0129256+0.000431502j 0.00348535+0.0113819j 0.00582143-0.00845549j -0.00391844+0.00535802j 0.00048152+0.000558828j -0.00615275+0.0045326j 0.00495698-0.0116022j -0.0110316-0.00856978j 0.00320166+0.00837615j -0.00228069-0.00771239j 0.00453742-0.0139637j -0.00140595-0.0135221j -0.000645943+0.00114956j -0.00256851-0.00247204j -0.00530177+0.0118043j -0.00393313+0.00825176j -0.0167931-0.0118815j -0.00318261+0.00128673j 0.0091633+0.00466484j -0.00475037+0.021536j -0.00328485-0.0119161j 0.00513225+0.00368356j -0.0160502-0.00148083j 0.00559406-0.00708231j 0.00986683+0.0128503j 0.010899-0.00352843j 0.0001042+0.00674925j 0.00674124-0.00346285j -0.00290464-0.00506829j 0.00736389-0.00016582j 0.00578158+0.00929725j 0.0122889-0.00354412j 0.00387775+0.01097j -0.00882806-0.00159194j 
0.000667064+0.000191013j 0.0110396-0.00264203j -0.00659601+0.00120887j -0.00157078-0.00631129j 0.00156245-0.00723697j -0.00113919+0.00372654j 0.00964791-0.00567341j 0.00936338-0.00549685j 0.00876499+0.00938276j 0.0176325+0.0075826j 0.0116191-0.00960553j 0.0107481-0.00948351j 0.00807567+0.00777009j -0.00230154+0.0010664j 0.0163532-0.00370058j 0.00817718+0.00631j -0.0137512-0.0165026j 0.00184732+0.0060836j 0.00413517-0.00629909j -0.0117093-0.00809239j -0.00454844+0.00787348j -0.000773503-0.00523949j 0.00118621-0.0162113j 0.0011986+0.000983804j -0.0147035-0.00748019j 0.0025727+0.00101077j 0.0043723+0.00258789j -0.00974889-0.00241394j 0.00645081-0.0128165j 0.000728731+0.0100039j 0.00372552+0.0100144j 0.00630894-0.00279409j 0.0120967-0.00836073j -0.00323662-0.00855835j -0.00366128+0.0227194j 0.00562765-0.00227887j -0.00138362+0.00586302j -0.00821693-0.000586235j -0.0200791-0.0134423j 0.0133735-0.0036932j 0.00115904-0.00227539j 0.0156561-0.0265554j 0.00162764-0.00846198j 0.00518318+0.0168367j 0.000731263-0.010643j 0.00319013-0.00623522j -0.000317051-0.0101401j -0.00746451+0.00894056j 0.00276791+0.00174556j -0.00726445+0.00480287j -0.00441276-0.00786244j 0.00930457+0.00991414j -0.00891045+0.0259742j 0.00119475+0.00630716j -0.0224954-0.0024356j 0.00661548+0.00378287j 0.00332793-0.0135901j -0.00064998-0.00784455j -0.0222397+0.00993689j 0.00011667-0.0109599j -0.00922492-0.00647424j 0.0166459-0.00243162j -0.00776122-0.00597354j -0.0064491+0.00211757j -0.00682613+0.00418474j 0.0396412+3.56669e-05j 0.00767249-0.00843333j 0.0285368+0.0103488j -0.0100896-0.00227339j -0.0113302-0.00225096j 
-7.01084e-05-0.00138417j -0.000814991-0.00785197j -0.00519677-0.00310536j 0.00355435-0.00238076j 0.00331515+0.00796924j 0.00964045-0.00130252j 0.00476527-0.00865514j 0.013201-0.00356643j 0.00446689-0.00769032j -0.00404129+0.000566705j 0.00524047-0.00262887j -0.0121921-0.00450258j -0.00124302+0.00451402j -0.00426533-0.00660832j -0.0206276-0.0157444j 0.00965459-0.0108617j -0.00198796-0.0123615j -0.00396824-0.000741768j 0.0148078+0.0074998j 0.00400205-0.00163211j 0.00886196-0.00873564j 0.00801389-0.00517301j 0.0004066+0.0217828j -0.00512671-0.00593341j 0.0141515-0.00377221j -0.00378193+0.0253403j -0.0177353+0.0116252j 0.00792867+0.00321367j 0.0131234+0.00795318j -0.0105992+0.00892266j 0.0287654+0.0100429j 0.00457065+0.0180056j -0.00652068-0.00965669j -0.00163902-0.0286343j 0.000883676+0.00722914j -0.00156511-0.00693542j 0.0108408+0.00913906j 0.0240756-0.00174548j 0.00971325+0.00308807j -0.0163107+0.00522838j 0.00204072-0.0148884j -0.00144631+0.0201137j 0.00588617-0.0176135j -0.00628603+0.000358361j -0.00184031+0.0202165j -0.00720817+0.00126933j -0.0126021-0.0053171j -0.00959011-0.00843146j -0.0003578-0.00150293j -0.00282158-0.0169615j -0.0025046-0.0206334j 0.00218452+0.000468762j -0.00984815-0.011531j 0.00484358-0.00221001j 0.000164829+0.0172968j -0.00174179-9.68025e-06j -0.000799372-0.0195054j 0.00439093+0.0100442j -0.0130881-0.00302417j -0.00206353-0.00873331j 0.0143062-0.0024175j 0.00496781-0.00178349j -0.00464659+0.00973475j -0.00448337+0.00530578j -0.00314987-0.0112502j 0.0171404+0.00522638j -0.00572094+0.0165569j 0.00441008-0.00543187j 0.000144548+0.00823079j -0.00216806+0.000405828j 
-0.00443605+0.0029991j 0.00294984+0.00422291j 0.00728875-0.0042258j 0.00284445+0.00672646j 0.0107201-0.00109473j -0.00573272-0.000641501j 0.00618811-0.00498165j -0.00680483+8.73739e-05j 0.0245267+0.00451201j -0.00791949-0.00390421j -0.00885019-0.00654611j 0.0048745-0.00260996j -0.00993648+0.00433836j -0.0102998+0.000577997j -0.00233187+0.00774011j 0.0060264-0.000668443j -0.00483746+0.00106945j -0.00305107-0.01571j 0.00156386+0.00286657j 0.0040843-0.00397256j 0.00146054+0.0130205j 0.00526182-0.0143233j 0.00926913-0.00557982j 0.00879742+0.00978569j 0.000138815+0.00619628j 0.00256003+0.00145374j 0.00234028-0.00773454j 0.00562797-0.00652088j 0.00121673+0.00962494j -0.00488339-0.00127367j -0.00879293+0.00353015j -0.0120254-0.0103696j -0.00462654+0.00913424j 0.00436361+0.0103714j 0.0109227-0.00684921j -0.00281595-0.00717441j -0.0145207+0.0128757j 0.0120035-0.0101033j -0.00458795+0.00622138j 0.00949628-0.00705273j 0.00729936-0.00126873j 0.00516677-0.0018411j 0.00763104+0.012333j -0.00194899+0.00539271j -0.00500946-0.00411567j 0.0061886+0.0011072j -0.000366613+0.0141543j 0.00532125-0.0123836j 0.00856644+0.00300468j 0.00545733+0.00383775j 0.00592247-0.00398336j -0.00311747-0.0200116j 0.00546427+0.00776021j 0.00230653-0.013062j -0.00115366+0.00325425j 0.000907351-0.0156494j -0.00364826+0.00929685j -0.00576512+0.00538555j 0.00936653-0.00367829j -0.0120226+0.00621387j 0.0010474-0.00134495j -0.00881505+0.00375442j 0.0039733+0.00342277j 0.00852886-0.0204906j 0.0057943+0.00704765j 0.00251114+0.000527218j -0.00833729-0.00854739j -0.0158063-0.00131408j -0.000891927-0.00917316j 0.0119262+0.00463083j 
