0.0563822-0.000323248j -0.00642949-0.0761996j -0.0990123-0.0117555j -0.0275585+0.0793032j -0.145884+0.061779j 0.0280863+0.149207j 0.0242079-0.0667369j -0.0223534-0.0533353j -0.0934175+0.0273748j 0.0204179+0.065355j 0.087456+0.00734755j 0.00784044+0.0210489j 0.0457605+0.0601664j -0.0620753+0.0184073j -0.0581886-0.0271553j -0.0115357+0.0228057j 0.025757+0.0168838j -0.0140298-0.0940261j 0.099196+0.0239241j 0.0113392-0.073292j 0.079803-0.0211923j 0.0773155+0.135546j 0.17248+0.0733388j 0.0305597-0.113077j -0.0265866+0.0688341j -0.023452+0.0705946j 0.0406529+0.0129032j -0.0107423+0.0221658j -0.00174973-0.0790979j 0.0952483+0.026684j -0.0486948+0.0533135j 0.112039+0.00245329j 0.00470118+0.0159168j -0.00111603+0.0453446j 0.0750872-0.0762066j -0.0452628-0.0881663j 0.077384+0.00938389j -0.0645653-0.0916009j 0.0942303+0.0376187j 0.0653018-0.0382552j 0.0853018+0.0113183j -0.045164-0.0163317j 0.0237383-0.0347642j 0.0208477+0.0190063j 0.0016072-0.00199101j -0.0365221+0.105431j 0.0588649-0.0409143j 0.0862476-0.0810781j -0.0397218-0.0422716j -0.0621675+0.0624921j -0.00326972-0.022137j -0.0207021-0.0380452j -0.000148093+0.00283362j -0.0722292+0.051789j -0.0085874+0.0296813j -0.0258935-0.0164422j 0.0167025-0.0240084j 0.0257785-0.0577887j -0.014505-0.0128723j 0.0371538+0.02174j -0.0187283+0.0479753j 0.037508-0.0155692j -0.0214595+0.0340925j 0.0235996+0.0149162j -0.0382306-0.0223156j 0.00608608+0.022533j -0.017473+0.0382796j 0.0253958+0.0345352j -0.0231395+0.0118352j 0.0121533+0.0323838j 0.00600059-0.0341629j 0.0414456+0.0293282j -0.0180898-0.0218017j 0.015413+0.0715907j 0.0122593-0.015707j 0.0506246+0.018059j 0.0265296-0.00365981j -0.00458539+0.0273363j -0.0184959+0.0160505j -0.0427676+0.0243085j 0.0211035+0.00319795j -0.0242033+0.00721501j -0.0194371-0.0234811j 0.0104478-0.0292715j 0.133655+0.0307946j 0.0375561-0.0206329j 0.102143+0.0346879j 0.010926+0.0172645j 0.0107004+0.0258043j -0.0293895+0.0116803j 0.0309115+0.00166734j -0.0215594-0.0250879j -0.052878-0.0981674j 0.0559805+0.0481855j -0.0198143+0.0681427j 
-0.00279769-0.00412375j 0.00121424-0.00410313j -0.00587353+0.00151945j -0.00185379-7.96084e-05j -0.00851528-0.00286592j -0.0037679-0.00197151j 0.00152283+0.00166983j -0.00123799-0.00199033j 0.00115035-0.00165198j 0.0004593+0.00313843j 0.000604793-0.00157014j 0.00587836+0.00278922j 0.00325118+0.00331102j -6.13226e-05+0.000851968j 0.0017828-0.00143576j -0.00282658-0.0015242j 0.0011967-0.00233827j -0.00253871-0.00551052j 0.00566799+0.000428126j 0.000228753+0.00397245j -0.00158689-0.00420667j 0.00729443+0.00198191j 0.00364051+0.00608983j 0.00147198-0.00250906j -0.00338745-9.55209e-05j -0.00125541-0.00104971j 0.00312641-0.00654011j -0.000554387+0.00368087j 0.00312264-0.0025968j -0.000302202-0.00248312j -0.00280535+5.85526e-05j -0.00119361+2.70907e-05j 0.00124218+0.00767017j 0.0061878-0.00523064j 0.00346383-0.00373649j -0.00370318+0.00112608j -0.0012913+0.000103853j 0.00214826-0.00300223j -0.00640705+0.0029936j -0.00269402-0.00226561j 0.000399694+0.00247952j -0.0036755-0.00156384j 0.00202044-0.00165857j -0.00495682-1.17436e-06j 0.00558955-0.00365738j -0.00221285+0.00158762j 0.00140666+0.00403293j 0.00088766-0.00513764j 0.000805558+0.00498605j -0.000619619-0.00685494j -0.00283059-0.00250484j 0.00747334-0.00155345j -0.00579609-0.0015396j 0.00185816-0.00127084j -0.00132046-0.00406543j 0.00931177+0.000850751j -0.0066329+0.00525567j -0.00387244+0.00457702j 0.00148769+0.00194063j 0.00459401+0.00103644j 0.00508712-0.00174347j -0.0104199+0.00661282j -0.0032394+0.00483703j -0.00700881+0.00016831j -0.00207299+0.00123728j 0.00529429+0.0020233j 0.00416242+0.00362172j 0.00716864-0.00197099j -0.00136695-0.000823613j 0.0042245-0.00939372j -0.011159-0.00104415j -0.0023747-0.00642467j -0.000752706-0.00654983j 0.00535348-0.00191284j 0.00137165+0.00659124j 0.00440442+0.00636096j -0.00309712-0.0019814j 0.00196248-0.00295911j 0.00424746-0.00466834j 0.00238189+0.00205435j -0.00452632+0.000571541j 0.00150951+0.00136958j 0.00595207-0.00618536j -0.000146168-0.00961016j 0.00685589+0.00151327j 0.0113641-0.0022272j -0.00560687+0.000411801j -0.00165352-0.00931772j -0.00326169-0.0015946j 0.00238424+0.0012835j 0.000366962-0.00279315j 0.002048-0.00606171j -0.00175136-0.00333404j 0.00169576+0.00247585j -0.00247162+0.00491403j 
0.00054465+0.00405663j -0.00528449-0.00135527j 0.00161515+0.00315845j -0.000218682+0.00290239j 0.000271998+0.00141004j -0.00164634-0.000431689j -0.00262079-0.000471496j 0.000703368+0.00121938j 0.00049086+0.00153051j -0.000654619+0.00212156j -0.000753009+0.00214873j -0.00168318+0.00315859j -0.00276641+0.00185898j -0.000870279+0.00215495j 0.00267624-0.00012931j 0.000905784-0.000579025j -0.00322505+0.000584681j -0.00278335+0.000170003j 0.00616017+0.00449212j -0.000516226-0.000924171j 0.00588792+0.00224548j 0.00436598+0.00339826j -0.00552869+0.000939685j -0.00010275+0.00116401j 0.00812489+0.00237112j -0.000923618+0.00447974j 0.00176079+0.00228066j 0.00298403+0.000224207j 0.00509041-0.00294205j -0.00090037-0.00255397j -0.00285112-0.00135226j -0.000253602-0.00466865j 0.00351868-0.00934595j 0.000969364-0.00381922j 0.00255305-0.00488465j 0.00103688-0.00143462j -0.00548704-0.000761786j 0.000421175-0.00131019j 0.00935633-0.00298841j -0.00124874-0.00220405j 0.00168304+0.00600211j -0.00119704-0.000564398j 0.00117493+0.000193656j -0.0086068+0.0010465j 0.00494519+0.00356804j 0.00274356-0.00484267j 0.00438807-0.000577196j 0.00546757-0.00128513j -0.000356678-0.00407806j -0.00470496+0.00143257j 0.00329515+0.00100329j 0.00167146-0.00040313j -0.00128287+0.0039565j -0.000796202-0.00173577j 0.00583418+0.00680167j -0.00508244-0.00243202j -0.000367419+0.00430148j -0.000909122-0.0068835j -0.00173927-0.00105685j 0.000120614-0.00297685j -0.000116857+0.00340819j 0.00309409-0.000503615j -0.00703129-0.00567792j 0.00366096-0.0016188j 0.000551203+0.000789868j -0.000220888-0.000243342j -0.00201189+0.00440819j -0.00145767+0.00882939j 0.00165795-0.00265128j -0.00319903+0.00213169j 0.00312248+0.0057772j -0.00437474-0.000184495j -0.00686627-0.00241444j -0.000685392-0.00540045j 0.00145962-0.00438065j -0.00340216-0.00347695j 0.00811102-0.00102805j 0.00222387+0.00111404j -0.00120019-0.00122275j -0.00656716+0.000788507j 0.0061169+0.00214171j -0.000987474+0.00290179j -0.00345684+0.0111884j 0.00679789-0.00774174j 0.00164462+0.00325902j -0.000778814-0.00365035j 0.00443775+0.00473785j 0.00321838-0.00741759j -0.00493863-0.00991647j -0.00424931-0.00140851j 0.00269273+9.5395e-05j -0.00188352-0.0054378j 0.00220598-0.00383617j 0.00100179+0.000670661j -0.00104638+0.00194308j 
-0.00294242-0.00133633j -3.50905e-05+0.00245847j 0.00111731+0.00253446j -8.18224e-05+0.00261241j -0.0011459-0.000617754j -0.00130111+0.0038796j -0.00391581+0.00470574j -6.61683e-05+0.00216622j -0.00103012+0.00349631j 0.00173703-0.00213669j -0.000558829-0.000323887j -0.00468556+3.46115e-05j 0.0024698+0.000403289j -0.00291953-0.00218632j -0.000892845+0.00242189j -0.000442069+0.00360941j 0.00166023-0.000985474j 0.000576377+0.00176227j 0.00021921+0.00376891j -0.000361197-0.00292125j 0.00195293-0.00432448j 0.00413541-0.00428321j 0.00473784+0.00870719j -0.000988326+0.000875441j 0.00195574-0.0032614j 0.000857386+0.00195654j 0.00493894-0.00173847j -0.000369247-0.000320899j 0.000159431+2.4726e-05j 0.000659475+0.00114228j -0.00326591-0.0017433j 0.0064355-0.00132145j -0.0108256+0.00952995j 0.00301366+0.00367449j 0.000559551+4.82064e-05j 0.00210384+0.000878803j 0.0022004-0.00445717j 0.00679708-0.00078629j -0.00587677-0.00203197j 0.00245938-0.00610609j 0.00427405-0.00613698j 0.00700511-0.00109065j -0.00275363-0.0102286j -0.0073086+0.00365301j -0.00389339-0.0041725j -0.00770711-0.00200464j 0.00314898-0.00116345j 0.000641691+0.00492129j -0.00818885+0.00140212j 0.00492066-0.00174394j -0.0070846+0.00389934j 0.00697094+0.00127596j 0.00506971+0.00333527j -0.00291043-0.00113992j 0.00811562-0.00575793j 0.00657267+0.00522167j -0.00534121-0.00328216j 0.000886466-0.00512988j 0.00265707+0.000120762j 0.00590141+0.00771532j 0.0041952+0.00718939j -0.0039792-0.00469716j -0.00277127+0.00674162j -0.00848493+0.0060423j -0.00626056-0.00927819j 0.00385457-0.000439787j 0.00588834+0.00348003j 0.00248264-0.0112987j 0.0109642-0.00329692j 0.00659854-0.00498372j -0.000843588-0.00408344j 0.0101787-0.00514005j 0.00617969+0.00356028j 0.00238503-0.00384341j 0.00525889-0.00272611j 0.00322827-0.0013639j 0.00205804+0.00301503j 0.00297332+0.00487898j 0.00193361-0.00479354j 0.00281201+0.0010561j -0.00928109-0.0011922j 0.00461973+0.00253071j -0.00112924-0.0042951j -0.00357943-0.000358253j 0.000889165-0.00253907j -0.00284225-0.00177427j -0.00229431+0.0024357j 0.00214258+0.0059699j -3.09196e-05+0.00634185j -0.00143224-0.000968693j 0.00572084-0.000208557j -0.00658371+0.00452251j 0.0041445-0.00908385j 0.0040391+0.0032987j -0.00219596+0.00275134j 
0.00550064+0.00850176j -0.00621708+0.00720139j 0.00251543+1.33367e-05j 0.00233399-0.00307255j 0.00542898-0.00122071j 0.000151857-0.00379724j -0.00582992+0.0037092j -0.00714104+0.00788191j 0.00568542+0.000550514j -0.00476775+0.000591482j -0.00330876+0.00216997j -0.000539009+8.162e-05j 0.00283428-0.00491106j 0.000151875+6.70579e-05j 0.00284851+0.00137607j 0.00330916-0.000235261j 0.00301578-0.0050986j -0.00192455+0.00213737j 0.00513539+0.00755658j -0.00495274+0.00169738j 0.00211279+0.00199956j -0.000190574-0.00579881j 0.00100695-0.0012099j -0.00099404+0.00245336j 0.0019899-0.00645321j -0.00254036+0.00247957j 0.00530949+0.00497952j -0.00131679-0.00251059j 0.00421178+0.00153141j -0.00295827-0.00239411j -0.00278611-0.00313311j 0.0023546-0.00237798j -0.00625164-0.00375596j 0.00119515+0.00498959j -0.00183787+0.00555634j 0.00305756-0.00349295j -0.00128098-0.00304297j -0.00413049-0.00217927j -0.0016717-0.00820359j 0.00233619+0.000929277j 0.00189301+0.000324436j 0.000301226-0.00187262j -0.00590078-0.00666426j 0.00122888+0.00117691j -0.00919152+0.000900091j 0.000217337+0.00920986j -0.00232161+0.00358161j -0.00332384+0.00201367j -0.00310927+0.00163066j -0.00539981+0.00331886j -0.00204033+0.00376054j 0.00016387+0.000582207j 0.0124127+0.00340968j -0.00459242-0.0037201j 0.000403808-0.000895898j -0.0102872-0.0042028j -0.00886589-0.00589507j 0.00215778+0.00302637j 0.00523987-0.0072663j -0.00133017+0.00499582j 0.00300841+0.00404791j 0.00203906+0.00203317j -0.00350845-0.00247967j -8.68035e-05-0.00601524j -0.00125523-0.00687962j 0.000832194-0.00738403j 0.000272879-0.00320237j -0.00318365+0.00438645j 0.0044769-0.00392437j -0.0100157+0.000408284j 0.00081735-0.00644055j 0.00433749-0.00106014j 0.000310485+0.00475969j 0.00519554+0.00303364j -1.17258e-05-0.000585731j 0.000719901+0.00182078j 0.0110755-0.00669295j -0.00955942+0.00558877j -0.00314601+3.7226e-06j -0.00471356-0.00176032j 0.00286383-0.0131753j 0.0100938-0.00271463j -0.00467798+0.00321779j 0.00672919+0.00245109j 0.00495095+0.00797599j -0.0129267+0.00250946j -0.000595248-4.67289e-05j -0.00624556+0.0117459j 0.00385798-0.00037701j -0.00500301+0.000642955j 0.000465635-5.11788e-05j -0.0108456+0.0122075j 0.000350244+0.000421458j -0.000152924-0.002874j -0.000144639-0.00147339j 
0.000492615+0.00296163j 8.59625e-05+0.00139749j 0.00271424+0.000461414j -0.00210514+0.00482014j 0.000605913-0.00292182j -0.0010307-0.000170969j 0.00077819+0.00139154j -0.00356614-0.000302501j 0.00371502-3.44434e-05j -0.000690086+0.00176294j -0.000197247+0.0022361j -0.00413935+8.14522e-05j -0.0011381-0.000897984j -0.00343451-0.000308303j 0.00204085+0.00334723j 0.00167089+0.00203879j -0.00345+0.000448828j -0.00304484+0.000615966j 0.00162663+0.00501147j -0.000363733-0.0027272j -0.00431074-0.00371888j -0.00202742-0.00289581j 0.00318547-0.00180507j 0.00565403-0.00184852j 0.00758347-0.0014165j 0.00470823-0.00131876j -0.000774164+0.00470294j 0.000390486-0.0024082j 9.03757e-05-0.00322857j -0.00431583+0.00521532j 0.00309759-0.0059081j 0.00685668-0.000411141j -0.00815708+0.000615384j 0.000189846+0.00539916j 0.00178952-0.00326129j -0.000969902-0.00145262j 0.00383749-0.00439422j 0.000709451+0.00152379j 0.00100782+0.0020814j 0.00800154-0.00285461j -0.00218605-0.00299659j 0.00303811-0.00529009j 0.000455822+0.000373339j -2.62594e-05+0.00141387j -0.00608095+0.0027247j -0.00330979+0.00294912j 0.00298141-0.00464704j 0.00471024+0.00255319j 0.00124217-0.00388873j -0.00294367+0.00359796j 0.00356617-0.00188j -0.000496718+0.00409133j -0.000103475+0.00205174j 0.00257963-0.000497673j -0.00120637+0.00413488j -8.43781e-05-0.00088999j -0.0022372-0.00442629j 0.0039709-0.00418416j 0.00234813-0.000723458j 0.00220113-0.000340425j -0.00189105+0.00516603j 0.00222878-0.00180803j -0.00272984+0.00312369j 0.00307107+0.00430821j 0.000413045+0.000604917j -0.00545671-0.00553804j 0.00280795+0.000549205j -0.00333521+0.00390179j -0.0028302+0.00582923j -0.00650562+0.00132347j 0.00358595+0.00040863j 0.00417362+0.00266921j -0.0022524+0.00502693j 0.00210794+0.00435273j -0.00152992-0.00276799j -0.000919015-0.00224211j 0.00417334+0.00211124j -0.00259632-0.00461637j -0.00088694+0.00462145j -0.00325503+0.000568521j -3.3693e-05-0.000552228j 0.00100414+0.00606873j 0.0024138+0.00335045j 0.00151529-0.0100453j 0.00270336+0.00254642j -0.00162643-0.00284971j 0.00092522+0.00168487j -0.00112514-0.0030794j 0.00066965-0.0115245j -0.00206485-0.0028688j 0.00180159-0.00213028j -0.00457486-0.00241606j 0.00148587-0.0068702j -0.00138551+0.000922256j -0.00373496+0.00264047j 
0.00279444-0.00302441j 0.00296557+0.000591814j -0.000994097+0.00218083j 0.00318967-0.00237509j 0.00129974+0.00362815j 0.00522671-0.000983509j -0.000199818-0.000460821j 0.00431126+0.00307769j -0.00529918+0.00350678j 0.00355065-0.00407725j -0.000362256-0.00221296j 0.00252917+0.000417568j 0.00141289+0.00214402j 0.00208723+0.00113705j -0.00135018-0.00271177j -0.00088812-0.000580987j 0.0034957-0.00207174j 0.0020755+0.00261899j 0.00172987-0.00207103j -0.00265928-0.00118309j 0.00993849-4.20989e-05j 0.00452374+0.00301942j 0.00182491+0.000960124j 0.000837624+0.00564458j -0.00613212+0.0014771j -0.00469613+0.00471698j 0.00647211-0.00237811j -6.60236e-05+0.00179674j 0.0054023-0.00268726j -0.000362927-0.003934j -0.0035623+0.000158452j -0.00210253-0.00420188j 0.00286318-0.00229367j -0.000517523-0.00206722j 0.00222979+0.00110824j 0.00341144-0.00165131j -0.00174682-0.00259415j 0.00447603+0.00243711j -0.00176998-0.000665758j -0.0077134+0.0036251j 0.000453283-0.000412014j 0.00410212-0.00274894j -0.000997808-0.00824097j -0.000339453-0.00712262j 0.00218435-0.00535899j 0.000360486-0.00216229j 0.00605699+0.00023466j 0.00223604-0.00683333j 0.000401489-0.00191325j -0.00182491+0.0015194j -0.000211826+0.00614725j 0.00207218-0.000939493j 0.00194548+0.00245784j 0.00162989+0.000436313j 0.00157185-0.00277089j -0.00438335-0.00662557j 0.00301736+0.00593394j -0.0034503-0.00253387j -0.000609061+0.000255071j 0.00117841+0.0027742j 0.00424309-0.00580348j 0.00155805-0.00502971j -0.010629+0.00145786j 0.000427113+0.00447465j 0.0100619-0.00685511j -0.0057926+0.00394695j -0.000300818+0.00403804j 0.00477099-0.011508j 0.00500121-0.00699234j 0.000538066-0.00364967j -0.00437376-0.0034486j -0.000504868-0.00488527j -0.00131603-0.00503465j 0.00469983+0.00423173j 0.00803578-0.00206337j 0.00819526+0.00409297j -0.00424149-0.000170595j 0.00427187+0.00823383j -2.58577e-05-0.00718442j 0.00770559+0.00132912j -0.00118238+0.00287163j -0.00321731-0.00184198j -0.00149997-0.0067833j -0.0029363+0.00410031j 0.0067586+0.00123657j -0.000908133+0.0013921j 0.000925574+0.00108559j -0.000319549+0.00221738j -0.0022805+0.00193259j 0.00550478+0.000462472j -0.000546026+0.00150424j 0.00671479+0.000732153j 0.00179023+0.00258792j 0.000465287+0.00217891j -0.000661251-0.00220809j 
0.00784445-0.0125312j 0.00325488+0.00514375j -0.00786052+0.00661236j -0.00397187+0.00112103j -0.00187975+0.0073648j 0.00260069+0.000611904j -0.00382935+0.00688686j 0.00630554-0.0056543j 0.00409584+0.00530525j 0.0021699+0.00105667j -0.00280414+0.00398429j -0.000552941+0.00115234j 0.00117023+0.000853641j -0.000973972+0.00594198j -0.00414849+0.00179415j -0.00250294+0.0028328j -0.00250336+0.00601299j 0.00298389+0.0044261j -0.000379215-0.00149153j -0.000609417-0.00150511j 0.0129625-0.00157043j 0.00699484-0.000732935j 0.00850575+0.00467492j -0.00171496-0.000252249j 0.00279443+0.0108584j 0.0017749+0.0035192j 0.0112647-0.000433585j 0.00131544+0.00211845j 0.0070288+0.0010089j 0.00754779-0.00305075j -0.00640369+0.000183493j -0.00607116-0.00311143j 0.00952263+0.00739894j 0.0131071-0.00728934j 0.00270317+0.0040187j 0.00381564-0.000313243j -0.00770421-0.000734055j 0.00757997-0.000239266j 0.00382714-0.000177778j -0.00240795+0.00934655j -0.0124741-0.00324769j 0.00860193-0.00224013j -0.000238969+1.75634e-05j 0.00841714+0.00187561j 0.0151382-0.0015161j -0.000239853-0.00472576j -0.00229778+0.00420592j 0.00549321-0.00541534j -0.00320246+0.00149611j -0.00412225-0.000888354j -0.00203197-0.000477003j 0.00534947-0.00369699j 0.00345515+0.00041641j 0.00503187-0.00737073j 4.57083e-05+0.00220366j -0.00288238+0.0023668j -0.00159827+0.00692919j 0.00288951+0.0060666j 0.00806111-0.00664059j 0.00170064+0.00627965j 0.000302027+0.00259403j 0.0058893+0.00161847j -0.00327561-0.00441438j -0.00579434+0.0028186j 0.0041425-0.00378247j -0.00684755+0.00571194j 0.0020018-0.00359754j 0.00137539+0.00353226j 0.00141479-0.00330612j -0.00774915+0.00443012j 0.00701612-0.00116952j 0.00138541+0.00297659j -0.00210099-0.00994696j -0.00664408+0.00567457j 0.00111383-0.00370088j 0.000520656-0.00141894j -0.00238318+0.00824436j 0.00469911-0.00130487j 0.0093698-0.00220989j -0.00121009+0.000400323j 0.00136647-0.0013648j 0.00145419+0.00823883j -0.000391627+0.00343609j 0.00324054+0.00370992j 0.000384455+0.00190484j 0.00806353-0.00611841j 0.0068275-0.00103344j -0.000641071+0.00202065j 0.00362364+0.000898238j 0.0014792+0.00408698j -0.00250962-0.000612668j 0.00695049-0.00727778j -0.00104335+0.00260897j -0.00145731-0.00278175j 0.00388015+0.00227757j 
0.0105927+0.00144231j -0.000657909+0.00768855j 0.00289752-0.00101144j 0.00351074-0.00292518j 0.00119658+0.00151272j 0.00320943+0.00372197j 0.00160821+0.000411282j -0.00199106+0.000737358j 0.00423275-0.00288224j -0.00102918-0.00110413j -0.00373915+0.00377309j 0.000894274+0.00223787j -0.000784705-0.00245008j 0.00138066+0.00230537j -0.00190641-0.00237877j 0.000312449-0.00284119j 0.00504035-0.00111933j 0.00192913-0.00096282j 0.00025223-0.00145102j -0.00291703+0.00616305j -0.00597767+0.00167597j -0.00479091-0.00861711j -0.00287259-0.00376439j 0.00691755+0.00459583j 0.000642674-0.00343452j -0.0039432-0.00504896j -0.00410735+0.000546605j 0.00029472+0.000268218j 0.000580079-0.00228225j -0.00559755-0.000977388j 0.0013183-0.0102821j -0.00266783+0.00161875j -0.00197606-0.00316378j -0.000746888+0.000937327j -0.00418311+0.00358136j -0.00521801+0.00405649j 0.00303517-0.00354072j -0.00659065+0.00131813j -0.00124639+0.000739332j 0.00223807-0.00348554j -0.00288671+0.00313017j 0.000159325-0.00500771j 0.000894783-0.00153894j -0.00266128-0.00239054j 0.00102777-0.0065948j 0.00267908+0.00592951j -0.00346402+0.00101366j -0.00572746-0.00113154j 0.00654944-0.000406393j 0.00402256-0.00402119j 0.00510624+0.00351752j -0.000837092-8.70363e-05j -0.00761438+0.000176871j 0.00311968+0.00223118j -0.00207285-0.00168792j 0.00327097-0.00424569j -0.00308367+0.00091765j 2.89392e-05-0.00451284j 0.00227233+0.00154475j 0.00705289-0.00544171j -0.00361398-0.00835037j -0.00468408+0.00503116j 0.00623718+0.00137331j 0.0032723+0.00987355j -0.00145298+0.00322566j 0.00409578-0.00232578j 0.00450381-0.00176528j 0.00127779-0.00829038j 0.00163648+0.00362839j 0.00058723-0.00285247j 0.00343743+0.00530991j -0.00238881-0.00336103j -0.00167645+0.00655532j -2.38506e-05+0.000783771j 0.0018669-0.000759901j -0.00508459+0.000284545j -0.00195604+0.00247341j 0.00363035+0.00240866j 0.00157144-0.00252718j 0.00379391+0.000177118j -0.00149368+0.00640735j -0.00540406+0.00340757j 0.00773879+0.00248868j -0.00143683-0.000174622j -0.00430005+0.0010853j 0.00201143-0.0062555j -0.00572338+0.000696841j 0.000638609+0.00112632j -9.93812e-05+0.00145831j 0.000932675-0.000975732j -0.00158909-0.00623345j 0.00284874-0.0054167j 0.000417301-0.00251824j 0.00115199-0.00191079j 0.00169871+0.00306672j 
-0.00273612+0.00153836j -0.000525942-0.00281517j -0.000452358-0.000510516j -0.0021527-0.000154781j -0.00385373+0.00454244j -0.00248516-0.00122486j 0.00122878-0.000682598j -0.00153097-0.0011847j 0.00157125-0.00328649j -0.000545946+9.08445e-05j 0.000716513+0.000328244j 0.00205084-0.00114822j 0.000235626+0.00336626j 0.00263793+0.00123131j -0.000787252-0.00110161j -0.0001164-0.000838944j -0.00177009+0.00274378j 0.000454993-0.00286656j -0.00103134-0.00226458j -0.00219249-0.00197681j -0.00376153-0.00160582j -0.00144634+0.00204685j 0.000403302+0.0041193j 0.00329262-6.93597e-05j -0.00124305+0.000189965j -0.00231202+0.00259866j -0.00295043-0.00404329j 0.00227058+0.00404608j 0.00278084-0.00186851j 0.000730792-0.00249458j 0.00246359-0.00255666j -0.00198329+2.52951e-06j 0.00120939-0.00436327j -0.00418537-7.41237e-05j 0.000906271-0.00481988j 0.000657711+0.00244097j -0.00204365+0.00123951j 0.000869953+0.000290805j -0.00132608+0.00161411j -0.00207662-0.00140138j -0.00664739+0.00161381j -0.00113558+0.000143903j 0.00173517+0.000422822j -0.000488237-0.0047491j 0.00241206+0.000999461j 0.00376953+0.00281107j -0.00769129-0.000758968j 0.000969157-0.00332593j 0.00305723-0.00097251j -8.51624e-05+0.00393242j -0.000706414+0.000922349j -0.00178359-0.0032192j -0.00423184-0.00296424j -0.00170792-0.000574004j -0.00139762-0.000896947j 0.000999296-0.00138487j -0.00159708-0.000274899j -0.00133748-0.0035018j -0.00167059+0.00234105j 0.0030688-0.00300075j -0.00377128-0.00209125j -0.00109747-0.000380044j 0.00298681+0.00664841j 0.00246694-0.00855677j 0.00097698+0.00531727j 0.00103115-0.0014082j -0.000553996-0.00460273j -0.000236797+0.0021729j -0.00321193+0.00128473j -0.00216058-0.00446415j 0.00302275+0.00294936j -0.00251952-0.0017085j -0.00120735+0.0063414j -0.00132857-0.00583344j -0.00292177-0.000591567j 7.54251e-05+0.00358572j 0.00519128-0.0109508j -0.0049349+0.00146017j -0.0036758-0.00186109j -0.00404504+0.00230724j 0.00599361-0.00276673j -0.00188805-0.00483441j 0.00166996+0.0043975j -0.00175472-0.00245511j 0.00173987-0.00326899j 0.00146039-0.00243626j -0.00949854+0.00463403j -0.000321085+0.00754309j 0.000277781+0.0120979j -0.000925658-0.000123363j -0.000775643-0.00163132j 0.000537021+3.86564e-05j -0.000326736-0.00718081j 0.0031584+0.00257125j -0.00410519+0.000834504j 
-0.00684712-6.07441e-05j 0.00495175-0.00446596j -0.00121176-0.00253523j 0.000549295-0.0017223j 0.0031554-0.00101195j 0.0017475-0.00590583j 0.00162122-0.00209836j -0.000533535+0.00306234j -0.00337966+0.00283146j -0.000502107-0.00070717j 0.00310069-0.00385552j 0.00250534-0.00543217j 0.0015297-5.72857e-05j 0.00272183-0.0020897j 0.00113878-0.00309276j 0.00481336+0.000419408j -0.00410683-0.00184862j -4.02473e-07+0.00106392j -0.00452697-7.96855e-05j -0.00201226-0.00227504j 0.00034944-8.30551e-05j -0.00219421+0.00554704j 0.00618191+0.000814562j -0.00360292+0.00224198j -0.00218552-0.00102574j -0.000120367+0.00136216j -0.000915857-0.00301845j 0.000376836-0.000823232j 0.00113778+0.00204485j 0.00418832-0.00311297j -0.00157732+0.0110988j -0.00372446-0.000383223j 0.0051442-0.00224373j -0.00766545+0.00151721j 0.00176853-0.00194667j 0.00711227+0.00123388j 0.00287935+0.00223837j 0.00195672+0.00262289j -0.00444506-0.00236887j -0.010011+0.00658887j -0.00279166-0.00715478j 0.000301354+0.0097258j 0.00176031+0.000134961j 0.00630608-0.00818233j -0.00332243+0.00548354j -8.75924e-05-0.00417738j -0.00334302+0.00488506j -0.000889982+0.00531277j -0.000878356+0.00452214j 0.0029567+0.000782912j -0.00108937+0.00196683j -0.00879064-0.00172402j 0.00681222-0.00265963j -0.00121784+0.00105082j -0.00720481-0.0031125j -0.00381591-0.00244545j 0.00257267+0.00134827j -0.0040287+0.0050894j -0.000674213+0.000722545j 0.000268888+0.00484595j 0.00109073-0.00426781j -0.0036875-0.00487426j 0.00145895-0.00198767j 0.00461969-0.0159022j 0.00127215-0.000272028j -0.00253473+0.00232865j 0.00293597-0.000487389j 0.00377525+0.00861102j -0.00440215-0.0009027j -0.00190738+0.000890702j 0.00214074-0.00512075j -0.00456709+9.13716e-05j -0.000554548-0.0050288j -0.00167818-0.00135563j -0.00434507+0.00368181j 0.00167921+0.000398117j 0.003732-0.00898932j -0.00920081+0.0058212j -0.00494303+0.00506648j -0.0065794-0.00153853j 0.0075155-0.00600235j 0.00185439-0.0107103j -0.00504705-0.000700356j -0.00821437+0.00630331j 0.00506773-0.000413871j -0.00276262+0.00924029j -0.0112347+0.00110998j -0.00177403+0.00213981j -0.00136324+0.00179726j 0.00594947+0.00225948j -0.00482606+0.00466237j 0.00142987+0.00980871j 0.00336006+0.00371291j -0.00327287-0.000251104j -0.00246341-0.0046229j 
