-0.0669592-4.14112e-14j -0.0141897-8.91216e-15j 0.134595+2.83815e-16j -0.0581453-3.90476e-16j -0.120131-1.2404e-15j -0.125277-4.63991e-15j -0.104708+4.27653e-16j -0.0748645-7.82261e-16j -0.201874+7.70493e-16j -0.161389-4.74848e-15j 0.217346-5.60312e-15j -0.0708899+1.81113e-15j 0.0805882+1.36984e-16j 0.308021+3.96201e-15j 0.295607-4.43672e-14j -0.063888+5.5776e-14j -0.0553386+2.38723e-14j 0.164882-1.12789e-13j 0.000252305-1.57418e-14j 0.129765+5.40473e-15j -0.104856-4.59407e-15j 0.0627572-1.01322e-14j -0.00666074+6.48166e-15j -0.0182288-1.20151e-15j 0.0953366-5.0695e-15j 0.159464+2.84701e-14j 0.108728+3.69404e-15j -0.376888-2.69711e-14j -0.00744132-9.954e-15j -0.0894862-2.33406e-14j -0.12348+3.6998e-14j 0.06439+1.23768e-14j 0.0152021-5.16837e-15j 0.0271911+4.82158e-15j -0.0779342+1.62156e-14j -0.113735-1.08938e-14j -0.132003-3.86304e-14j -0.103324-1.8523e-13j -0.141203-1.63219e-13j -0.0350735-3.17698e-14j -0.203836-9.25949e-14j 0.183633+6.17065e-13j -0.243476+4.33239e-16j 0.0922743-3.36886e-15j 0.104645-1.49497e-15j 0.156368+4.95869e-15j -0.116497+2.66992e-15j 0.137277+3.55473e-15j -0.0702878-4.54454e-16j -0.087528-3.80193e-16j -0.108728+4.55165e-15j -0.102479+1.2366e-15j 0.0543818-8.62517e-17j 0.119803-4.06088e-17j -0.013549+1.59807e-15j 0.0626664-7.23619e-15j 
2.40361e-05+1.48652e-17j 5.09361e-06+3.19916e-18j -4.8315e-05-1.0188e-19j 2.08722e-05+1.40167e-19j 4.31229e-05+4.45263e-19j 4.49702e-05+1.66557e-18j 3.75867e-05-1.53513e-19j 2.68738e-05+2.80805e-19j 7.24658e-05-2.76581e-19j 5.79331e-05+1.70454e-18j -7.80198e-05+2.01133e-18j 2.54471e-05-6.50133e-19j -2.89284e-05-4.91726e-20j -0.000110569-1.42223e-18j -0.000106113+1.59263e-17j 2.29336e-05-2.00217e-17j 1.98647e-05-8.56934e-18j -5.91872e-05+4.04876e-17j -9.05689e-08+5.65076e-18j -4.65814e-05-1.94011e-18j 3.76397e-05+1.64911e-18j -2.25277e-05+3.63711e-18j 2.39098e-06-2.32669e-18j 6.54351e-06+4.313e-19j -3.42226e-05+1.81978e-18j -5.7242e-05-1.02198e-17j -3.90298e-05-1.32603e-18j 0.00013529+9.68171e-18j 2.67118e-06+3.57315e-18j 3.21225e-05+8.37849e-18j 4.43251e-05-1.3281e-17j -2.31138e-05-4.44286e-18j -5.45704e-06+1.85527e-18j -9.76069e-06-1.73078e-18j 2.79757e-05-5.82085e-18j 4.08269e-05+3.91052e-18j 4.73846e-05+1.3867e-17j 3.70899e-05+6.64914e-17j 5.0687e-05+5.85899e-17j 1.25902e-05+1.14043e-17j 7.31702e-05+3.32384e-17j -6.59181e-05-2.21505e-16j 8.73995e-05-1.55518e-19j -3.31233e-05+1.2093e-18j -3.75641e-05+5.36642e-19j -5.6131e-05-1.78e-18j 4.18184e-05-9.5841e-19j -4.92776e-05-1.27603e-18j 2.52309e-05+1.63134e-19j 3.14196e-05+1.36476e-19j 3.90296e-05-1.63389e-18j 3.67866e-05-4.43896e-19j -1.95212e-05+3.09614e-20j -4.30052e-05+1.45772e-20j 4.86361e-06-5.73651e-19j -2.24951e-05+2.59755e-18j 
0.000206296+1.27585e-16j 4.37174e-05+2.74577e-17j -0.000414677-8.74413e-19j 0.000179141+1.20303e-18j 0.000370114+3.82159e-18j 0.00038597+1.42952e-17j 0.000322599-1.31757e-18j 0.000230652+2.41009e-18j 0.000621959-2.37383e-18j 0.000497228+1.46297e-17j -0.000669627+1.72628e-17j 0.000218407-5.57995e-18j -0.000248286-4.22038e-19j -0.00094899-1.22067e-17j -0.000910744+1.36692e-16j 0.000196834-1.71842e-16j 0.000170494-7.35488e-17j -0.000507991+3.47496e-16j -7.77333e-07+4.84992e-17j -0.000399798-1.66516e-17j 0.000323053+1.4154e-17j -0.00019335+3.12165e-17j 2.05213e-05-1.99695e-17j 5.61615e-05+3.70176e-18j -0.000293725+1.56187e-17j -0.000491296-8.77144e-17j -0.000334984-1.13811e-17j 0.00116116+8.30961e-17j 2.29262e-05+3.06675e-17j 0.000275701+7.19107e-17j 0.000380433-1.13988e-16j -0.000198381-3.81321e-17j -4.68366e-05+1.59234e-17j -8.37739e-05-1.48549e-17j 0.00024011-4.99591e-17j 0.000350408+3.35631e-17j 0.000406692+1.19017e-16j 0.000318334+5.70681e-16j 0.000435036+5.02865e-16j 0.000108059+9.78804e-17j 0.000628004+2.85278e-16j -0.000565761-1.90113e-15j 0.000750131-1.33478e-18j -0.00028429+1.03792e-17j -0.000322405+4.60588e-18j -0.00048176-1.52774e-17j 0.000358918-8.22582e-18j -0.000422939-1.09519e-17j 0.000216552+1.40014e-18j 0.000269667+1.17135e-18j 0.000334983-1.40233e-17j 0.000315731-3.80987e-18j -0.000167546+2.65735e-19j -0.000369105+1.25113e-19j 4.17433e-05-4.92352e-18j -0.000193071+2.22942e-17j 
4.11655e-17+2.5459e-29j 8.7236e-18+5.47906e-30j -8.2747e-17-1.74485e-31j 3.57468e-17+2.40059e-31j 7.38546e-17+7.62581e-31j 7.70185e-17+2.85254e-30j 6.43731e-17-2.62915e-31j 4.60255e-17+4.80922e-31j 1.24109e-16-4.73688e-31j 9.92195e-17+2.91929e-30j -1.33621e-16+3.44472e-30j 4.3582e-17-1.11345e-30j -4.95444e-17-8.42156e-32j -1.89367e-16-2.43579e-30j -1.81735e-16+2.72763e-29j 3.92774e-17-3.42902e-29j 3.40213e-17-1.46763e-29j -1.01367e-16+6.93413e-29j -1.55113e-19+9.6778e-30j -7.97779e-17-3.32275e-30j 6.44638e-17+2.82436e-30j -3.85822e-17+6.22912e-30j 4.09492e-18-3.98483e-30j 1.12068e-17+7.38669e-31j -5.86115e-17+3.11665e-30j -9.80358e-17-1.7503e-29j -6.68446e-17-2.27104e-30j 2.31705e-16+1.65814e-29j 4.57481e-18+6.11957e-30j 5.50148e-17+1.43495e-29j 7.59136e-17-2.27458e-29j -3.9586e-17-7.60909e-30j -9.34603e-18+3.17743e-30j -1.67167e-17-2.96423e-30j 4.79128e-17-9.9691e-30j 6.99224e-17+6.69737e-30j 8.11535e-17+2.37494e-29j 6.35221e-17+1.13877e-28j 8.68094e-17+1.00344e-28j 2.15627e-17+1.95316e-29j 1.25315e-16+5.69259e-29j -1.12895e-16-3.79362e-28j 1.49685e-16-2.66349e-31j -5.67288e-17+2.07112e-30j -6.43344e-17+9.19083e-31j -9.6133e-17-3.04853e-30j 7.16205e-17-1.64143e-30j -8.43955e-17-2.18539e-30j 4.32119e-17+2.79392e-31j 5.38109e-17+2.33737e-31j 6.68443e-17-2.79829e-30j 6.30028e-17-7.60242e-31j -3.34331e-17+5.30262e-32j -7.36531e-17+2.49657e-32j 8.32969e-18-9.82467e-31j -3.85263e-17+4.4487e-30j 
1.70791e-17+1.05627e-29j 3.61933e-18+2.2732e-30j -3.43308e-17-7.2392e-32j 1.4831e-17+9.95977e-32j 3.06415e-17+3.16387e-31j 3.19542e-17+1.18349e-30j 2.67077e-17-1.09081e-31j 1.90955e-17+1.9953e-31j 5.14915e-17-1.96528e-31j 4.11651e-17+1.21118e-30j -5.54379e-17+1.42918e-30j 1.80817e-17-4.6196e-31j -2.05555e-17-3.49402e-32j -7.85662e-17-1.01058e-30j -7.53998e-17+1.13166e-29j 1.62958e-17-1.42266e-29j 1.41151e-17-6.08905e-30j -4.20562e-17+2.8769e-29j -6.43548e-20+4.01522e-30j -3.3099e-17-1.37857e-30j 2.67453e-17+1.1718e-30j -1.60073e-17+2.5844e-30j 1.69894e-18-1.65326e-30j 4.64957e-18+3.06466e-31j -2.43173e-17+1.29306e-30j -4.0674e-17-7.26181e-30j -2.77331e-17-9.4223e-31j 9.61319e-17+6.87946e-30j 1.89804e-18+2.53894e-30j 2.2825e-17+5.95344e-30j 3.14957e-17-9.43698e-30j -1.64238e-17-3.15693e-30j -3.87757e-18+1.31828e-30j -6.93558e-18-1.22983e-30j 1.98785e-17-4.13607e-30j 2.901e-17+2.77867e-30j 3.36697e-17+9.85337e-30j 2.63547e-17+4.72463e-29j 3.60163e-17+4.16318e-29j 8.94612e-18+8.10345e-30j 5.1992e-17+2.3618e-29j -4.68389e-17-1.57393e-28j 6.21028e-17-1.10505e-31j -2.35362e-17+8.59287e-31j -2.66917e-17+3.81318e-31j -3.98845e-17-1.2648e-30j 2.97146e-17-6.8101e-31j -3.50148e-17-9.06696e-31j 1.79282e-17+1.15917e-31j 2.23256e-17+9.6975e-32j 2.7733e-17-1.16098e-30j 2.61392e-17-3.15416e-31j -1.3871e-17+2.2e-32j -3.05579e-17+1.0358e-32j 3.4559e-18-4.07615e-31j -1.59842e-17+1.84572e-30j 
-4.20445e-05-2.60026e-17j -8.90987e-06-5.59606e-18j 8.45138e-05+1.78211e-19j -3.65101e-05-2.45185e-19j -7.54316e-05-7.78865e-19j -7.86631e-05-2.91346e-18j -6.57476e-05+2.68529e-19j -4.70083e-05-4.91192e-19j -0.000126759+4.83802e-19j -0.000101338-2.98163e-18j 0.000136474-3.51827e-18j -4.45126e-05+1.13723e-18j 5.06023e-05+8.60139e-20j 0.00019341+2.4878e-18j 0.000185615-2.78587e-17j -4.01161e-05+3.50224e-17j -3.47478e-05+1.49897e-17j 0.000103532-7.08219e-17j 1.58425e-07-9.88445e-18j 8.14814e-05+3.3937e-18j -6.58403e-05-2.88467e-18j 3.9406e-05-6.36213e-18j -4.18236e-06+4.06991e-18j -1.14461e-05-7.54441e-19j 5.98631e-05-3.1832e-18j 0.000100129+1.78768e-17j 6.82719e-05+2.31953e-18j -0.000236652-1.69355e-17j -4.67249e-06-6.25024e-18j -5.61895e-05-1.46559e-17j -7.75345e-05+2.32315e-17j 4.04313e-05+7.77156e-18j 9.54559e-06-3.24528e-18j 1.70736e-05+3.02753e-18j -4.89359e-05+1.0182e-17j -7.14154e-05-6.84038e-18j -8.28864e-05-2.42565e-17j -6.48785e-05-1.16308e-16j -8.8663e-05-1.02487e-16j -2.20231e-05-1.99486e-17j -0.000127991-5.81415e-17j 0.000115306+3.87463e-16j -0.000152881+2.72036e-19j 5.79402e-05-2.11535e-18j 6.57081e-05-9.38708e-19j 9.81857e-05+3.11362e-18j -7.31498e-05+1.67647e-18j 8.61976e-05+2.23206e-18j -4.41346e-05-2.85357e-19j -5.49599e-05-2.38728e-19j -6.82717e-05+2.85804e-18j -6.43481e-05+7.76475e-19j 3.4147e-05-5.41585e-20j 7.52258e-05-2.54988e-20j -8.50756e-06+1.00345e-18j 3.9349e-05-4.54369e-18j 
1.88615e-18+1.1665e-30j 3.99705e-19+2.51044e-31j -3.79136e-18-7.99469e-33j 1.63788e-18+1.09992e-32j 3.38393e-18+3.49405e-32j 3.52889e-18+1.307e-31j 2.9495e-18-1.20464e-32j 2.10883e-18+2.20353e-32j 5.68652e-18-2.17038e-32j 4.54611e-18+1.33758e-31j -6.12235e-18+1.57833e-31j 1.99687e-18-5.10171e-32j -2.27006e-18-3.85866e-33j -8.67654e-18-1.11605e-31j -8.32686e-18+1.24977e-30j 1.79964e-18-1.57114e-30j 1.55882e-18-6.72451e-31j -4.64452e-18+3.17713e-30j -7.1071e-21+4.43425e-31j -3.65532e-18-1.52244e-31j 2.95365e-18+1.29409e-31j -1.76779e-18+2.85411e-31j 1.87624e-19-1.8258e-31j 5.13481e-19+3.38449e-32j -2.68551e-18+1.42801e-31j -4.49188e-18-8.01966e-31j -3.06274e-18-1.04056e-31j 1.06164e-17+7.59741e-31j 2.09612e-19+2.80391e-31j 2.52071e-18+6.57474e-31j 3.47827e-18-1.04218e-30j -1.81378e-18-3.48639e-31j -4.28223e-19+1.45586e-31j -7.65938e-19-1.35817e-31j 2.1953e-18-4.56772e-31j 3.20376e-18+3.06865e-31j 3.71835e-18+1.08817e-30j 2.91051e-18+5.2177e-30j 3.9775e-18+4.59765e-30j 9.87974e-19+8.94913e-31j 5.7418e-18+2.60828e-30j -5.17271e-18-1.73819e-29j 6.85839e-18-1.22038e-32j -2.59924e-18+9.48963e-32j -2.94772e-18+4.21112e-32j -4.40469e-18-1.3968e-31j 3.28156e-18-7.52081e-32j -3.8669e-18-1.00132e-31j 1.97992e-18+1.28014e-32j 2.46555e-18+1.07095e-32j 3.06272e-18-1.28214e-31j 2.88671e-18-3.48333e-32j -1.53186e-18+2.4296e-33j -3.3747e-18+1.1439e-33j 3.81656e-19-4.50154e-32j -1.76523e-18+2.03834e-31j 
-0.000241744-1.49508e-16j -5.12293e-05-3.21757e-17j 0.000485931+1.02466e-18j -0.000209923-1.40974e-18j -0.000433711-4.47825e-18j -0.000452291-1.67515e-17j -0.000378031+1.54397e-18j -0.000270285-2.82421e-18j -0.000728829+2.78173e-18j -0.000582666-1.71435e-17j 0.000784688-2.02291e-17j -0.000255935+6.53875e-18j 0.000290949+4.94556e-19j 0.00111205+1.43041e-17j 0.00106724-1.6018e-16j -0.000230656+2.01369e-16j -0.00019979+8.61866e-17j 0.000595279-4.07206e-16j 9.10901e-07-5.68328e-17j 0.000468495+1.95128e-17j -0.000378563-1.65861e-17j 0.000226574-3.65805e-17j -2.40474e-05+2.34009e-17j -6.58117e-05-4.33783e-18j 0.000344196-1.83025e-17j 0.000575714+1.02786e-16j 0.000392544+1.33367e-17j -0.00136069-9.73744e-17j -2.68655e-05-3.59371e-17j -0.000323074-8.42671e-17j -0.000445802+1.33574e-16j 0.000232469+4.46843e-17j 5.48845e-05-1.86595e-17j 9.81686e-05+1.74074e-17j -0.000281367+5.85435e-17j -0.000410619-3.93303e-17j -0.000476574-1.39468e-16j -0.000373033-6.68741e-16j -0.000509787-5.89271e-16j -0.000126627-1.14699e-16j -0.000735914-3.34297e-16j 0.000662975+2.2278e-15j -0.000879025+1.56413e-18j 0.00033314-1.21626e-17j 0.000377803-5.39731e-18j 0.00056454+1.79025e-17j -0.000420591+9.63926e-18j 0.000495612+1.28337e-17j -0.000253761-1.64073e-18j -0.000316004-1.37262e-18j -0.000392543+1.64329e-17j -0.000369983+4.46451e-18j 0.000196336-3.11396e-19j 0.000432527-1.46611e-19j -4.89161e-05+5.76953e-18j 0.000226246-2.6125e-17j 
5.18786e-05+3.20845e-17j 1.09939e-05+6.90495e-18j -0.000104281-2.19894e-19j 4.50497e-05+3.02532e-19j 9.30748e-05+9.61038e-19j 9.70621e-05+3.5949e-18j 8.11258e-05-3.31337e-19j 5.80034e-05+6.0608e-19j 0.000156408-5.96962e-19j 0.000125041+3.67902e-18j -0.000168395+4.34118e-18j 5.4924e-05-1.40322e-18j -6.2438e-05-1.06132e-19j -0.000238648-3.06968e-18j -0.00022903+3.43748e-17j 4.94991e-05-4.3214e-17j 4.28752e-05-1.84957e-17j -0.000127747+8.73869e-17j -1.9548e-07+1.21964e-17j -0.00010054-4.18747e-18j 8.12401e-05+3.55939e-18j -4.8623e-05+7.85021e-18j 5.1606e-06-5.02185e-18j 1.41233e-05+9.30902e-19j -7.38648e-05+3.92774e-18j -0.000123549-2.20581e-17j -8.42405e-05-2.86206e-18j 0.000292005+2.08967e-17j 5.76537e-06+7.71215e-18j 6.9332e-05+1.80838e-17j 9.56696e-05-2.86652e-17j -4.9888e-05-9.58931e-18j -1.17783e-05+4.00434e-18j -2.10671e-05-3.73566e-18j 6.03818e-05-1.25635e-17j 8.81192e-05+8.44032e-18j 0.000102273+2.993e-17j 8.00534e-05+1.43513e-16j 0.000109401+1.26458e-16j 2.71742e-05+2.46146e-17j 0.000157928+7.17406e-17j -0.000142275-4.78089e-16j 0.00018864-3.35664e-19j -7.14922e-05+2.61012e-18j -8.1077e-05+1.15827e-18j -0.000121151-3.84189e-18j 9.02593e-05-2.0686e-18j -0.000106359-2.75413e-18j 5.44575e-05+3.52102e-19j 6.78148e-05+2.94565e-19j 8.42401e-05-3.52653e-18j 7.93988e-05-9.5809e-19j -4.21339e-05+6.6826e-20j -9.28209e-05+3.14629e-20j 1.04974e-05-1.23815e-18j -4.85526e-05+5.60645e-18j 
-7.01982e-17-4.34144e-29j -1.48761e-17-9.34327e-30j 1.41106e-16+2.97544e-31j -6.09579e-17-4.09364e-31j -1.25942e-16-1.30041e-30j -1.31337e-16-4.86435e-30j -1.09773e-16+4.4834e-31j -7.84859e-17-8.20102e-31j -2.11639e-16+8.07764e-31j -1.69196e-16-4.97818e-30j 2.2786e-16-5.87416e-30j -7.4319e-17+1.89874e-30j 8.44865e-17+1.4361e-31j 3.22921e-16+4.15367e-30j 3.09906e-16-4.65134e-29j -6.69784e-17+5.8474e-29j -5.80155e-17+2.50271e-29j 1.72858e-16-1.18245e-28j 2.6451e-19-1.65032e-29j 1.36043e-16+5.66617e-30j -1.09928e-16-4.8163e-30j 6.5793e-17-1.06223e-29j -6.98294e-18+6.79519e-30j -1.91106e-17-1.25963e-30j 9.99484e-17-5.31472e-30j 1.67177e-16+2.98473e-29j 1.13988e-16+3.87273e-30j -3.95119e-16-2.82758e-29j -7.80127e-18-1.04355e-29j -9.38149e-17-2.44697e-29j -1.29453e-16+3.87877e-29j 6.75048e-17+1.29755e-29j 1.59375e-17-5.41838e-30j 2.85064e-17+5.05481e-30j -8.17041e-17+1.7e-29j -1.19236e-16-1.14208e-29j -1.38389e-16-4.04991e-29j -1.08322e-16-1.94191e-28j -1.48033e-16-1.71114e-28j -3.67701e-17-3.33066e-29j -2.13696e-16-9.7074e-29j 1.92516e-16+6.46914e-28j -2.55253e-16+4.54196e-31j 9.67379e-17-3.53182e-30j 1.09707e-16-1.56728e-30j 1.63932e-16+5.19856e-30j -1.22132e-16+2.79907e-30j 1.43917e-16+3.72668e-30j -7.36878e-17-4.76438e-31j -9.1762e-17-3.98584e-31j -1.13987e-16+4.77183e-30j -1.07437e-16+1.29642e-30j 5.70124e-17-9.04239e-32j 1.25598e-16-4.25732e-32j -1.42044e-17+1.67537e-30j 6.56977e-17-7.58623e-30j 
-9.69878e-05-5.99825e-17j -2.05532e-05-1.29089e-17j 0.000194956+4.11095e-19j -8.42212e-05-5.65589e-19j -0.000174005-1.79668e-18j -0.000181459-6.72073e-18j -0.000151666+6.1944e-19j -0.000108438-1.13308e-18j -0.000292407+1.11603e-18j -0.000233766-6.87799e-18j 0.000314817-8.11591e-18j -0.000102681+2.62335e-18j 0.000116729+1.98416e-19j 0.000446157+5.73883e-18j 0.000428176-6.42642e-17j -9.25393e-05+8.07894e-17j -8.01558e-05+3.45781e-17j 0.000238826-1.63371e-16j 3.65454e-07-2.28014e-17j 0.00018796+7.82855e-18j -0.00015188-6.65433e-18j 9.09015e-05-1.46761e-17j -9.64783e-06+9.38844e-18j -2.64037e-05-1.74034e-18j 0.000138092-7.34297e-18j 0.000230977+4.12379e-17j 0.000157489+5.35067e-18j -0.000545908-3.90666e-17j -1.07785e-05-1.4418e-17j -0.000129617-3.3808e-17j -0.000178856+5.35901e-17j 9.32665e-05+1.79274e-17j 2.20197e-05-7.48618e-18j 3.93853e-05+6.98387e-18j -0.000112885+2.34877e-17j -0.00016474-1.57793e-17j -0.000191202-5.59547e-17j -0.000149661-2.68299e-16j -0.000204527-2.36416e-16j -5.08026e-05-4.60173e-17j -0.000295249-1.3412e-16j 0.000265986+8.93795e-16j -0.000352665+6.2753e-19j 0.000133656-4.87966e-18j 0.000151575-2.1654e-18j 0.000226494+7.18248e-18j -0.000168741+3.86728e-18j 0.00019884+5.14888e-18j -0.000101809-6.5826e-19j -0.000126781-5.50695e-19j -0.000157488+6.5929e-18j -0.000148437+1.79116e-18j 7.877e-05-1.24932e-19j 0.00017353-5.88204e-20j -1.96251e-05+2.31474e-18j 9.07699e-05-1.04813e-17j 
3.41864e-05+2.11427e-17j 7.24463e-06+4.55016e-18j -6.87183e-05-1.44903e-19j 2.96864e-05+1.9936e-19j 6.13335e-05+6.33295e-19j 6.3961e-05+2.36893e-18j 5.34595e-05-2.18341e-19j 3.82225e-05+3.99388e-19j 0.000103068-3.9338e-19j 8.23981e-05+2.42437e-18j -0.000110967+2.86071e-18j 3.61933e-05-9.24682e-19j -4.11448e-05-6.9938e-20j -0.000157262-2.02283e-18j -0.000150924+2.26519e-17j 3.26184e-05-2.84768e-17j 2.82535e-05-1.21881e-17j -8.41818e-05+5.75854e-17j -1.28816e-07+8.03706e-18j -6.62526e-05-2.75942e-18j 5.35348e-05+2.34553e-18j -3.20411e-05+5.17305e-18j 3.40068e-06-3.30925e-18j 9.30682e-06+6.13437e-19j -4.86747e-05+2.58826e-18j -8.14151e-05-1.45356e-17j -5.5512e-05-1.88601e-18j 0.000192422+1.37703e-17j 3.79921e-06+5.08208e-18j 4.56877e-05+1.19167e-17j 6.30434e-05-1.88895e-17j -3.28747e-05-6.31907e-18j -7.76153e-06+2.63874e-18j -1.38826e-05-2.46169e-18j 3.97898e-05-8.27897e-18j 5.80679e-05+5.56192e-18j 6.7395e-05+1.9723e-17j 5.27528e-05+9.45705e-17j 7.2092e-05+8.33323e-17j 1.7907e-05+1.62203e-17j 0.00010407+4.72749e-17j -9.37551e-05-3.15046e-16j 0.000124308-2.21193e-19j -4.71112e-05+1.71999e-18j -5.34273e-05+7.63264e-19j -7.98349e-05-2.53169e-18j 5.94782e-05-1.36314e-18j -7.00874e-05-1.81489e-18j 3.58859e-05+2.32024e-19j 4.46879e-05+1.9411e-19j 5.55117e-05-2.32388e-18j 5.23215e-05-6.31352e-19j -2.7765e-05+4.40363e-20j -6.11662e-05+2.07331e-20j 6.9175e-06-8.15902e-19j -3.19947e-05+3.69448e-18j 
-2.35894e-05-1.4589e-17j -4.99896e-06-3.13972e-18j 4.74173e-05+9.99868e-20j -2.04843e-05-1.37563e-19j -4.23216e-05-4.36989e-19j -4.41346e-05-1.63462e-18j -3.68883e-05+1.50661e-19j -2.63744e-05-2.75587e-19j -7.11193e-05+2.71442e-19j -5.68567e-05-1.67287e-18j 7.65701e-05-1.97396e-18j -2.49742e-05+6.38053e-19j 2.83909e-05+4.82589e-20j 0.000108514+1.3958e-18j 0.000104141-1.56304e-17j -2.25075e-05+1.96496e-17j -1.94956e-05+8.41011e-18j 5.80874e-05-3.97353e-17j 8.8886e-08-5.54576e-18j 4.57159e-05+1.90406e-18j -3.69403e-05-1.61847e-18j 2.21091e-05-3.56953e-18j -2.34655e-06+2.28346e-18j -6.42192e-06-4.23286e-19j 3.35867e-05-1.78596e-18j 5.61783e-05+1.00299e-17j 3.83046e-05+1.30139e-18j -0.000132776-9.50181e-18j -2.62154e-06-3.50675e-18j -3.15256e-05-8.2228e-18j -4.35015e-05+1.30342e-17j 2.26843e-05+4.36031e-18j 5.35564e-06-1.82079e-18j 9.57932e-06+1.69862e-18j -2.74559e-05+5.71269e-18j -4.00683e-05-3.83786e-18j -4.65042e-05-1.36093e-17j -3.64007e-05-6.52559e-17j -4.97452e-05-5.75013e-17j -1.23562e-05-1.11924e-17j -7.18106e-05-3.26208e-17j 6.46933e-05+2.17389e-16j -8.57755e-05+1.52628e-19j 3.25078e-05-1.18683e-18j 3.68661e-05-5.2667e-19j 5.5088e-05+1.74693e-18j -4.10414e-05+9.40601e-19j 4.8362e-05+1.25232e-18j -2.47621e-05-1.60102e-19j -3.08357e-05-1.3394e-19j -3.83044e-05+1.60353e-18j -3.61031e-05+4.35648e-19j 1.91585e-05-3.03861e-20j 4.22061e-05-1.43063e-20j -4.77324e-06+5.62992e-19j 2.20771e-05-2.54928e-18j 
-3.15198e-18-1.94936e-30j -6.67953e-19-4.19524e-31j 6.33581e-18+1.33601e-32j -2.73708e-18-1.83809e-32j -5.65494e-18-5.83897e-32j -5.89719e-18-2.18415e-31j -4.92895e-18+2.0131e-32j -3.52411e-18-3.68235e-32j -9.50284e-18+3.62696e-32j -7.59709e-18-2.23526e-31j 1.02312e-17-2.63757e-31j -3.33701e-18+8.52555e-32j 3.79354e-18+6.44827e-33j 1.44995e-17+1.86505e-31j 1.39152e-17-2.0885e-30j -3.00741e-18+2.62555e-30j -2.60496e-18+1.12374e-30j 7.76154e-18-5.30936e-30j 1.18768e-20-7.41015e-31j 6.10847e-18+2.54418e-31j -4.93589e-18-2.16257e-31j 2.95418e-18-4.76954e-31j -3.13542e-19+3.05112e-31j -8.58086e-19-5.65587e-32j 4.4878e-18-2.38637e-31j 7.50645e-18+1.34018e-30j 5.11819e-18+1.7389e-31j -1.77413e-17-1.26962e-30j -3.50286e-19-4.68566e-31j -4.2124e-18-1.09872e-30j -5.81259e-18+1.74161e-30j 3.03104e-18+5.82616e-31j 7.15611e-19-2.43291e-31j 1.27997e-18+2.26967e-31j -3.66861e-18+7.63319e-31j -5.35385e-18-5.12808e-31j -6.2138e-18-1.81846e-30j -4.86379e-18-8.71938e-30j -6.64686e-18-7.68322e-30j -1.65102e-18-1.4955e-30j -9.59521e-18-4.35873e-30j 8.6442e-18+2.90472e-29j -1.14612e-17+2.03939e-32j 4.34364e-18-1.58583e-31j 4.92599e-18-7.03728e-32j 7.36076e-18+2.33421e-31j -5.48388e-18+1.25681e-31j 6.46204e-18+1.67332e-31j -3.30867e-18-2.13926e-32j -4.12022e-18-1.78969e-32j -5.11817e-18+2.14261e-31j -4.82403e-18+5.82106e-32j 2.55992e-18-4.06014e-33j 5.63951e-18-1.91159e-33j -6.37792e-19+7.5226e-32j 2.9499e-18-3.4063e-31j 
-1.37802e-18-8.52241e-31j -2.92023e-19-1.83412e-31j 2.76996e-18+5.8409e-33j -1.19663e-18-8.03597e-33j -2.47229e-18-2.55275e-32j -2.5782e-18-9.54891e-32j -2.15489e-18+8.80109e-33j -1.54071e-18-1.60989e-32j -4.15456e-18+1.58567e-32j -3.32138e-18-9.77235e-32j 4.47297e-18-1.15312e-31j -1.45891e-18+3.72729e-32j 1.6585e-18+2.81912e-33j 6.33906e-18+8.15381e-32j 6.08358e-18-9.13075e-31j -1.31481e-18+1.14787e-30j -1.13887e-18+4.91291e-31j 3.39328e-18-2.3212e-30j 5.19243e-21-3.23965e-31j 2.67057e-18+1.11229e-31j -2.15793e-18-9.45457e-32j 1.29154e-18-2.0852e-31j -1.37078e-19+1.33392e-31j -3.75148e-19-2.4727e-32j 1.96202e-18-1.0433e-31j 3.28175e-18+5.85914e-31j 2.23763e-18+7.60231e-32j -7.75633e-18-5.55065e-31j -1.53142e-19-2.04853e-31j -1.84162e-18-4.80349e-31j -2.54121e-18+7.61417e-31j 1.32514e-18+2.54715e-31j 3.12859e-19-1.06365e-31j 5.59592e-19+9.92279e-32j -1.60388e-18+3.33716e-31j -2.34066e-18-2.24195e-31j -2.71662e-18-7.95012e-31j -2.12641e-18-3.81203e-30j -2.90595e-18-3.35903e-30j -7.21811e-19-6.53821e-31j -4.19494e-18-1.9056e-30j 3.77917e-18+1.26992e-29j -5.01072e-18+8.91603e-33j 1.899e-18-6.93309e-32j 2.1536e-18-3.07663e-32j 3.21806e-18+1.0205e-31j -2.3975e-18+5.49468e-32j 2.82515e-18+7.31561e-32j -1.44652e-18-9.35265e-33j -1.80132e-18-7.82436e-33j -2.23762e-18+9.36729e-32j -2.10902e-18+2.54491e-32j 1.11918e-18-1.77506e-33j 2.46554e-18-8.35729e-34j -2.78837e-19+3.28881e-32j 1.28967e-18-1.48921e-31j 
