-0.11371+9.81583e-13j -0.0400016+2.16199e-13j -0.166559-1.84984e-15j 0.0958549+1.93537e-15j 0.0877726-3.8756e-16j 0.183694+1.96382e-14j 0.10159+3.09905e-15j 0.0581754-9.83115e-16j 0.0533614+4.49697e-16j 0.180864-4.91231e-15j -0.159273+3.72832e-15j -0.148764-9.31962e-16j -0.0660818+3.78731e-16j 0.015846+8.37204e-16j 0.0639748-9.1599e-15j -0.202566+3.16896e-14j -0.0790305-2.26982e-14j -0.0692294-5.64741e-14j -0.202159-3.40182e-14j -0.0542536+1.11519e-14j 0.125531+3.27595e-14j -0.120792-2.69603e-14j -0.206096+5.80774e-15j 0.097021-1.1332e-13j -0.0213004+9.11755e-15j -0.0994035+8.61781e-14j -0.0445649+2.98516e-15j 0.210523-4.09513e-14j 0.116544-4.16562e-14j -0.0514376+3.12478e-15j -0.0915169+4.97751e-15j -0.045047+1.32353e-14j -0.0232603+2.50883e-14j 0.0341073-1.01343e-13j -0.177252-3.27462e-15j -0.110614-1.91636e-14j -0.0584187+1.55572e-14j 0.117461+3.57579e-14j 0.221476-2.93594e-14j 0.100599-2.49464e-14j 0.0372094-2.35212e-14j -0.123328+1.60552e-14j 0.159272+3.89788e-15j 0.0495772-2.71523e-14j 0.0134457-9.02039e-15j -0.00341901+9.40616e-15j -0.0601218-8.31582e-16j 0.0818393-2.37263e-14j -0.176214-1.70561e-15j -0.0582859+2.32011e-14j 0.143934-3.38173e-14j -0.105788-6.18347e-14j 0.0294212+8.65733e-15j 0.108307-9.10233e-15j 0.164021+1.97094e-15j 0.0425026+4.27384e-15j 0.136583+1.51683e-14j -0.0226944+1.26519e-15j 0.19533-3.67783e-14j 0.0484739+7.81274e-14j -0.0326991+1.49498e-14j -0.144392-1.96644e-15j -0.0779243+8.941e-16j -0.0474371-2.1462e-15j 0.0804828+1.40537e-15j 0.132912-3.31009e-15j 0.146576+1.24225e-15j -0.15417-2.21156e-14j -0.0465075+3.52955e-15j -0.0560814+5.49442e-16j -0.0946577+3.97575e-15j -0.169037+1.23877e-14j -0.0802742-2.32785e-15j 0.0906984-2.12001e-15j 0.156161-2.05027e-15j -0.0386313-1.94093e-13j 0.109046+8.65814e-13j 
-8.54423e-05+7.37569e-16j -3.00575e-05+1.62453e-16j -0.000125154-1.38999e-18j 7.20261e-05+1.45425e-18j 6.5953e-05-2.91216e-19j 0.000138029+1.47563e-17j 7.63354e-05+2.32865e-18j 4.37134e-05-7.3872e-19j 4.00962e-05+3.37906e-19j 0.000135902-3.69115e-18j -0.000119679+2.80149e-18j -0.000111782-7.00283e-19j -4.96544e-05+2.84582e-19j 1.19068e-05+6.29081e-19j 4.80712e-05-6.88282e-18j -0.00015221+2.38118e-17j -5.93841e-05-1.70556e-17j -5.20195e-05-4.24351e-17j -0.000151904-2.55615e-17j -4.07666e-05+8.37961e-18j 9.43252e-05+2.46158e-17j -9.07637e-05-2.02582e-17j -0.000154862+4.36398e-18j 7.29024e-05-8.51497e-17j -1.60053e-05+6.851e-18j -7.46926e-05+6.47549e-17j -3.34864e-05+2.24307e-18j 0.000158188-3.07711e-17j 8.75719e-05-3.13008e-17j -3.86506e-05+2.34799e-18j -6.87665e-05+3.74014e-18j -3.38486e-05+9.9451e-18j -1.74779e-05+1.88516e-17j 2.56285e-05-7.615e-17j -0.000133189-2.46058e-18j -8.31162e-05-1.43997e-17j -4.38963e-05+1.16898e-17j 8.82612e-05+2.68688e-17j 0.000166419-2.20609e-17j 7.55912e-05-1.87449e-17j 2.79595e-05-1.7674e-17j -9.26694e-05+1.2064e-17j 0.000119678+2.9289e-18j 3.72527e-05-2.04025e-17j 1.01032e-05-6.77799e-18j -2.56907e-06+7.06786e-18j -4.5176e-05-6.24857e-19j 6.14947e-05-1.78281e-17j -0.000132409-1.28161e-18j -4.37965e-05+1.74335e-17j 0.000108153-2.54106e-17j -7.94899e-05-4.64631e-17j 2.21073e-05+6.50519e-18j 8.1383e-05-6.83956e-18j 0.000123247+1.48098e-18j 3.19368e-05+3.2114e-18j 0.000102629+1.13976e-17j -1.70528e-05+9.50674e-19j 0.000146773-2.76355e-17j 3.64236e-05+5.87056e-17j -2.45704e-05+1.12334e-17j -0.000108497-1.4776e-18j -5.85529e-05+6.71834e-19j -3.56446e-05-1.61267e-18j 6.04754e-05+1.05601e-18j 9.98708e-05-2.48723e-18j 0.000110138+9.33439e-19j -0.000115845-1.66179e-17j -3.49461e-05+2.65213e-18j -4.214e-05+4.12855e-19j -7.11265e-05+2.98741e-18j -0.000127016+9.30824e-18j -6.03187e-05-1.74917e-18j 6.81515e-05-1.59299e-18j 0.00011734-1.54059e-18j -2.90279e-05-1.45843e-16j 8.19384e-05+6.5058e-16j 
-3.38147e-05+2.91901e-16j -1.18956e-05+6.42927e-17j -4.9531e-05-5.50102e-19j 2.85051e-05+5.75535e-19j 2.61016e-05-1.15252e-19j 5.46266e-05+5.83995e-18j 3.02106e-05+9.21587e-19j 1.73001e-05-2.92356e-19j 1.58685e-05+1.3373e-19j 5.37849e-05-1.46081e-18j -4.73644e-05+1.10872e-18j -4.42389e-05-2.77145e-19j -1.96513e-05+1.12626e-19j 4.71224e-06+2.48966e-19j 1.90247e-05-2.72395e-18j -6.02387e-05+9.42379e-18j -2.35019e-05-6.74995e-18j -2.05873e-05-1.67941e-17j -6.01175e-05-1.01162e-17j -1.61338e-05+3.31632e-18j 3.73302e-05+9.74195e-18j -3.59207e-05-8.0174e-18j -6.12883e-05+1.72709e-18j 2.88519e-05-3.36989e-17j -6.33427e-06+2.71135e-18j -2.95604e-05+2.56275e-17j -1.32526e-05+8.87719e-19j 6.26047e-05-1.2178e-17j 3.46575e-05-1.23876e-17j -1.52964e-05+9.29241e-19j -2.72151e-05+1.4802e-18j -1.3396e-05+3.93588e-18j -6.91708e-06+7.46071e-18j 1.01428e-05-3.01372e-17j -5.27109e-05-9.73799e-19j -3.28941e-05-5.69882e-18j -1.73724e-05+4.62636e-18j 3.49303e-05+1.06336e-17j 6.5862e-05-8.73085e-18j 2.9916e-05-7.4185e-18j 1.10653e-05-6.99467e-18j -3.66749e-05+4.77445e-18j 4.73639e-05+1.15914e-18j 1.47432e-05-8.07449e-18j 3.99844e-06-2.68246e-18j -1.01674e-06+2.79718e-18j -1.78789e-05-2.47294e-19j 2.43372e-05-7.05567e-18j -5.24022e-05-5.07212e-19j -1.73329e-05+6.89948e-18j 4.28027e-05-1.00565e-17j -3.1459e-05-1.83883e-17j 8.7492e-06+2.5745e-18j 3.22082e-05-2.70683e-18j 4.87763e-05+5.86114e-19j 1.26393e-05+1.27095e-18j 4.06167e-05+4.51072e-18j -6.74882e-06+3.76239e-19j 5.80869e-05-1.09371e-17j 1.4415e-05+2.32333e-17j -9.724e-06+4.44574e-18j -4.2939e-05-5.84775e-19j -2.31729e-05+2.65885e-19j -1.41067e-05-6.38231e-19j 2.39338e-05+4.17926e-19j 3.95249e-05-9.84347e-19j 4.35883e-05+3.69418e-19j -4.58469e-05-6.5767e-18j -1.38303e-05+1.04961e-18j -1.66774e-05+1.63392e-19j -2.81491e-05+1.1823e-18j -5.02677e-05+3.68384e-18j -2.38718e-05-6.92252e-19j 2.69717e-05-6.30444e-19j 4.64387e-05-6.09706e-19j -1.14881e-05-5.77189e-17j 3.2428e-05+2.57474e-16j 
3.66433e-06-3.16318e-17j 1.28906e-06-6.96707e-18j 5.36742e-06+5.96117e-20j -3.08895e-06-6.23678e-20j -2.8285e-06+1.24893e-20j -5.91961e-06-6.32846e-19j -3.27377e-06-9.98678e-20j -1.87472e-06+3.16812e-20j -1.71959e-06-1.44916e-20j -5.82839e-06+1.58301e-19j 5.13264e-06-1.20146e-19j 4.79395e-06+3.00328e-20j 2.12951e-06-1.22047e-20j -5.10642e-07-2.69792e-20j -2.06161e-06+2.95181e-19j 6.52776e-06-1.02121e-18j 2.54678e-06+7.31458e-19j 2.23094e-06+1.8199e-18j 6.51463e-06+1.09625e-18j 1.74834e-06-3.59373e-19j -4.04529e-06-1.05569e-18j 3.89255e-06+8.68806e-19j 6.6415e-06-1.87156e-19j -3.12653e-06+3.65178e-18j 6.86413e-07-2.93816e-19j 3.20331e-06-2.77712e-18j 1.43612e-06-9.61976e-20j -6.78416e-06+1.31967e-18j -3.75566e-06+1.34238e-18j 1.65759e-06-1.00697e-19j 2.94916e-06-1.60402e-19j 1.45165e-06-4.26511e-19j 7.49569e-07-8.0848e-19j -1.09912e-06+3.26581e-18j 5.71202e-06+1.05526e-19j 3.56457e-06+6.17552e-19j 1.88256e-06-5.01335e-19j -3.78522e-06-1.15231e-18j -7.13713e-06+9.46118e-19j -3.24185e-06+8.03906e-19j -1.19909e-06+7.57977e-19j 3.97428e-06-5.17383e-19j -5.13259e-06-1.2561e-19j -1.59764e-06+8.74992e-19j -4.33291e-07+2.90685e-19j 1.10179e-07-3.03116e-19j 1.93744e-06+2.6798e-20j -2.6373e-06+7.64587e-19j 5.67856e-06+5.4964e-20j 1.87828e-06-7.47662e-19j -4.63832e-06+1.08977e-18j 3.40905e-06+1.99264e-18j -9.48107e-07-2.78985e-19j -3.49024e-06+2.93326e-19j -5.28564e-06-6.35143e-20j -1.36966e-06-1.37726e-19j -4.40142e-06-4.88804e-19j 7.31335e-07-4.07711e-20j -6.29458e-06+1.18519e-18j -1.56209e-06-2.51768e-18j 1.05374e-06-4.81763e-19j 4.65308e-06+6.33691e-20j 2.51114e-06-2.88127e-20j 1.52867e-06+6.91619e-20j -2.59358e-06-4.52885e-20j -4.28312e-06+1.06669e-19j -4.72345e-06-4.0032e-20j 4.96819e-06+7.12683e-19j 1.49872e-06-1.13741e-19j 1.80724e-06-1.77059e-20j 3.05037e-06-1.2812e-19j 5.44726e-06-3.99199e-19j 2.58686e-06+7.50158e-20j -2.92278e-06+6.8318e-20j -5.03233e-06+6.60708e-20j 1.24491e-06+6.25471e-18j -3.51406e-06-2.79011e-17j 
-0.000100717+8.69428e-16j -3.5431e-05+1.91496e-16j -0.000147528-1.63848e-18j 8.49026e-05+1.71423e-18j 7.77437e-05-3.43278e-19j 0.000162706+1.73943e-17j 8.99822e-05+2.74495e-18j 5.15283e-05-8.70784e-19j 4.72644e-05+3.98315e-19j 0.000160198-4.35104e-18j -0.000141075+3.30232e-18j -0.000131766-8.25476e-19j -5.85314e-05+3.35458e-19j 1.40354e-05+7.41545e-19j 5.66651e-05-8.1133e-18j -0.000179421+2.80688e-17j -7.00005e-05-2.01048e-17j -6.13193e-05-5.00214e-17j -0.00017906-3.01313e-17j -4.80546e-05+9.87767e-18j 0.000111188+2.90164e-17j -0.00010699-2.38799e-17j -0.000182547+5.14415e-18j 8.59355e-05-1.00372e-16j -1.88667e-05+8.07578e-18j -8.80457e-05+7.63315e-17j -3.9473e-05+2.64407e-18j 0.000186468-3.62722e-17j 0.000103228-3.68966e-17j -4.55603e-05+2.76775e-18j -8.10602e-05+4.40878e-18j -3.98999e-05+1.1723e-17j -2.06026e-05+2.22218e-17j 3.02102e-05-8.97637e-17j -0.000157-2.90046e-18j -9.79753e-05-1.69739e-17j -5.17438e-05+1.37796e-17j 0.00010404+3.16723e-17j 0.00019617-2.60049e-17j 8.9105e-05-2.2096e-17j 3.29579e-05-2.08336e-17j -0.000109236+1.42207e-17j 0.000141074+3.45251e-18j 4.39126e-05-2.40499e-17j 1.19094e-05-7.98972e-18j -3.02835e-06+8.33142e-18j -5.32523e-05-7.36566e-19j 7.24884e-05-2.10153e-17j -0.00015608-1.51073e-18j -5.16262e-05+2.05501e-17j 0.000127488-2.99533e-17j -9.37007e-05-5.47695e-17j 2.60595e-05+7.66815e-18j 9.59323e-05-8.0623e-18j 0.00014528+1.74574e-18j 3.76462e-05+3.78551e-18j 0.000120977+1.34352e-17j -2.01014e-05+1.12063e-18j 0.000173012-3.2576e-17j 4.29353e-05+6.92006e-17j -2.8963e-05+1.32417e-17j -0.000127894-1.74175e-18j -6.90207e-05+7.9194e-19j -4.20169e-05-1.90097e-18j 7.12869e-05+1.24479e-18j 0.000117725-2.93188e-18j 0.000129828+1.10031e-18j -0.000136555-1.95887e-17j -4.11936e-05+3.12627e-18j -4.96736e-05+4.86663e-19j -8.38422e-05+3.52148e-18j -0.000149723+1.09723e-17j -7.11021e-05-2.06187e-18j 8.03352e-05-1.87778e-18j 0.000138318-1.81601e-18j -3.42173e-05-1.71916e-16j 9.65869e-05+7.66887e-16j 
0.000183742-1.58613e-15j 6.46381e-05-3.49353e-16j 0.000269141+2.98914e-18j -0.000154891-3.12734e-18j -0.000141831+6.26254e-19j -0.00029683-3.17331e-17j -0.000164158-5.00772e-18j -9.40049e-05+1.5886e-18j -8.62261e-05-7.26661e-19j -0.000292256+7.93775e-18j 0.000257368-6.02455e-18j 0.000240385+1.50595e-18j 0.000106781-6.11988e-19j -2.56053e-05-1.35283e-18j -0.000103376+1.48014e-17j 0.000327324-5.12069e-17j 0.000127704+3.66778e-17j 0.000111867+9.12559e-17j 0.000326666+5.49696e-17j 8.76677e-05-1.80202e-17j -0.000202845-5.29357e-17j 0.000195186+4.35649e-17j 0.000333028-9.38466e-18j -0.000156775+1.83113e-16j 3.44191e-05-1.47329e-17j 0.000160625-1.39254e-16j 7.2012e-05-4.82368e-18j -0.000340181+6.61728e-17j -0.000188322+6.73117e-17j 8.31174e-05-5.0493e-18j 0.000147881-8.04309e-18j 7.27909e-05-2.13867e-17j 3.7586e-05-4.054e-17j -5.51136e-05+1.63759e-16j 0.00028642+5.29142e-18j 0.00017874+3.09662e-17j 9.43981e-05-2.51387e-17j -0.000189804-5.77809e-17j -0.00035788+4.74416e-17j -0.000162558+4.03106e-17j -6.01263e-05+3.80076e-17j 0.000199284-2.59434e-17j -0.000257366-6.29854e-18j -8.01113e-05+4.38751e-17j -2.17267e-05+1.45759e-17j 5.52474e-06-1.51993e-17j 9.71501e-05+1.34374e-18j -0.000132243+3.8339e-17j 0.000284742+2.75608e-18j 9.41835e-05-3.74904e-17j -0.000232581+5.46449e-17j 0.000170942+9.99181e-17j -4.75414e-05-1.39893e-17j -0.000175013+1.47084e-17j -0.00026504-3.18482e-18j -6.86794e-05-6.90605e-18j -0.000220702-2.45103e-17j 3.66717e-05-2.04441e-18j -0.000315632+5.94297e-17j -7.83284e-05-1.26245e-16j 5.28382e-05-2.41572e-17j 0.000233321+3.17755e-18j 0.000125917-1.44477e-18j 7.6653e-05+3.46802e-18j -0.000130051-2.27092e-18j -0.00021477+5.34874e-18j -0.00023685-2.00734e-18j 0.000249122+3.57364e-17j 7.51509e-05-5.70337e-18j 9.06213e-05-8.87837e-19j 0.000152956-6.42436e-18j 0.000273145-2.00172e-17j 0.000129714+3.76155e-18j -0.000146558+3.4257e-18j -0.000252338+3.31302e-18j 6.2424e-05+3.13633e-16j -0.000176207-1.39906e-15j 
-0.000106206+9.16814e-16j -3.73621e-05+2.01933e-16j -0.000155569-1.72778e-18j 8.95299e-05+1.80766e-18j 8.19809e-05-3.61987e-19j 0.000171573+1.83424e-17j 9.48865e-05+2.89456e-18j 5.43367e-05-9.18244e-19j 4.98404e-05+4.20024e-19j 0.00016893-4.58818e-18j -0.000148764+3.48231e-18j -0.000138947-8.70466e-19j -6.17214e-05+3.53741e-19j 1.48004e-05+7.81961e-19j 5.97534e-05-8.55549e-18j -0.0001892+2.95986e-17j -7.38157e-05-2.12005e-17j -6.46613e-05-5.27477e-17j -0.000188819-3.17735e-17j -5.06737e-05+1.0416e-17j 0.000117248+3.05979e-17j -0.000112821-2.51814e-17j -0.000192497+5.42452e-18j 9.06191e-05-1.05843e-16j -1.98949e-05+8.51593e-18j -9.28444e-05+8.04917e-17j -4.16243e-05+2.78818e-18j 0.000196631-3.82492e-17j 0.000108854-3.89075e-17j -4.80435e-05+2.91859e-18j -8.54782e-05+4.64907e-18j -4.20745e-05+1.2362e-17j -2.17254e-05+2.34329e-17j 3.18568e-05-9.4656e-17j -0.000165556-3.05855e-18j -0.000103315-1.78991e-17j -5.45639e-05+1.45306e-17j 0.00010971+3.33985e-17j 0.000206862-2.74222e-17j 9.39614e-05-2.33003e-17j 3.47542e-05-2.19691e-17j -0.00011519+1.49958e-17j 0.000148762+3.64068e-18j 4.63059e-05-2.53607e-17j 1.25585e-05-8.42518e-18j -3.19341e-06+8.7855e-18j -5.61546e-05-7.7671e-19j 7.64392e-05-2.21607e-17j -0.000164587-1.59307e-18j -5.44399e-05+2.16702e-17j 0.000134437-3.15858e-17j -9.88076e-05-5.77546e-17j 2.74798e-05+8.08608e-18j 0.000101161-8.50172e-18j 0.000153199+1.84089e-18j 3.9698e-05+3.99183e-18j 0.00012757+1.41674e-17j -2.11969e-05+1.18171e-18j 0.000182441-3.43515e-17j 4.52753e-05+7.29722e-17j -3.05415e-05+1.39634e-17j -0.000134864-1.83668e-18j -7.27825e-05+8.35103e-19j -4.43069e-05-2.00458e-18j 7.51721e-05+1.31264e-18j 0.000124141-3.09167e-18j 0.000136904+1.16028e-18j -0.000143998-2.06563e-17j -4.34387e-05+3.29666e-18j -5.23809e-05+5.13187e-19j -8.84117e-05+3.71341e-18j -0.000157883+1.15703e-17j -7.49774e-05-2.17425e-18j 8.47136e-05-1.98012e-18j 0.000145857-1.91499e-18j -3.60823e-05-1.81286e-16j 0.000101851+8.08684e-16j 
1.66467e-05-1.437e-16j 5.85609e-06-3.16507e-17j 2.43837e-05+2.7081e-19j -1.40328e-05-2.83331e-19j -1.28496e-05+5.67375e-20j -2.68922e-05-2.87496e-18j -1.48724e-05-4.5369e-19j -8.51667e-06+1.43925e-19j -7.81193e-06-6.58341e-20j -2.64778e-05+7.19146e-19j 2.33171e-05-5.45813e-19j 2.17785e-05+1.36436e-19j 9.67415e-06-5.5445e-20j -2.3198e-06-1.22564e-19j -9.36569e-06+1.34098e-18j 2.9655e-05-4.63925e-18j 1.15698e-05+3.32294e-18j 1.01349e-05+8.26761e-18j 2.95953e-05+4.98014e-18j 7.94254e-06-1.6326e-18j -1.83773e-05-4.79588e-18j 1.76835e-05+3.9469e-18j 3.01717e-05-8.50233e-19j -1.42035e-05+1.65897e-17j 3.11831e-06-1.33478e-18j 1.45523e-05-1.26162e-17j 6.52415e-06-4.37017e-19j -3.08198e-05+5.99513e-18j -1.70616e-05+6.09832e-18j 7.53028e-06-4.57457e-19j 1.33978e-05-7.2869e-19j 6.59472e-06-1.9376e-18j 3.40522e-06-3.67285e-18j -4.9932e-06+1.48363e-17j 2.59491e-05+4.79393e-19j 1.61935e-05+2.80548e-18j 8.55229e-06-2.27752e-18j -1.71959e-05-5.23484e-18j -3.24233e-05+4.29812e-18j -1.47274e-05+3.65207e-18j -5.44733e-06+3.44342e-18j 1.80548e-05-2.35042e-18j -2.33169e-05-5.70636e-19j -7.25794e-06+3.97501e-18j -1.9684e-06+1.32055e-18j 5.00531e-07-1.37703e-18j 8.80162e-06+1.21741e-19j -1.1981e-05+3.47345e-18j 2.57971e-05+2.49696e-19j 8.53285e-06-3.39656e-18j -2.10714e-05+4.95073e-18j 1.5487e-05+9.05239e-18j -4.30716e-06-1.2674e-18j -1.58558e-05+1.33255e-18j -2.40122e-05-2.88539e-19j -6.22223e-06-6.25676e-19j -1.99952e-05-2.22059e-18j 3.32239e-06-1.85219e-19j -2.85957e-05+5.38422e-18j -7.09641e-06-1.14376e-17j 4.78704e-06-2.1886e-18j 2.11385e-05+2.8788e-19j 1.14078e-05-1.30893e-19j 6.94462e-06+3.14196e-19j -1.17824e-05-2.05741e-19j -1.94578e-05+4.84586e-19j -2.14582e-05-1.81862e-19j 2.257e-05+3.23765e-18j 6.80853e-06-5.16715e-19j 8.21012e-06-8.04364e-20j 1.38576e-05-5.82035e-19j 2.47464e-05-1.81352e-18j 1.17519e-05+3.4079e-19j -1.32779e-05+3.10362e-19j -2.28614e-05+3.00153e-19j 5.6555e-06+2.84146e-17j -1.5964e-05-1.26752e-16j 
-1.28637e-05+1.11044e-16j -4.52528e-06+2.4458e-17j -1.88424e-05-2.09268e-19j 1.08438e-05+2.18943e-19j 9.9295e-06-4.38438e-20j 2.07809e-05+2.22162e-18j 1.14926e-05+3.50588e-19j 6.58124e-06-1.11217e-19j 6.03665e-06+5.08732e-20j 2.04607e-05-5.55718e-19j -1.80182e-05+4.21776e-19j -1.68293e-05-1.05431e-19j -7.47568e-06+4.2845e-20j 1.79262e-06+9.47108e-20j 7.23732e-06-1.03624e-18j -2.29158e-05+3.58497e-18j -8.94053e-06-2.5678e-18j -7.83176e-06-6.38878e-18j -2.28697e-05-3.8484e-18j -6.13758e-06+1.26159e-18j 1.42011e-05+3.706e-18j -1.36649e-05-3.04996e-18j -2.33151e-05+6.57016e-19j 1.09758e-05-1.28196e-17j -2.40967e-06+1.03145e-18j -1.12453e-05+9.74912e-18j -5.04152e-06+3.37704e-19j 2.38159e-05-4.63272e-18j 1.31843e-05-4.71246e-18j -5.81901e-06+3.53499e-19j -1.03531e-05+5.63093e-19j -5.09605e-06+1.49728e-18j -2.63138e-06+2.83818e-18j 3.85848e-06-1.14647e-17j -2.00521e-05-3.7045e-19j -1.25135e-05-2.16793e-18j -6.60876e-06+1.75995e-18j 1.32881e-05+4.04521e-18j 2.5055e-05-3.32136e-18j 1.13806e-05-2.82213e-18j 4.20941e-06-2.66089e-18j -1.39518e-05+1.81628e-18j 1.80181e-05+4.40958e-19j 5.60855e-06-3.07168e-18j 1.52108e-06-1.02045e-18j -3.86784e-07+1.0641e-18j -6.80143e-06-9.40749e-20j 9.25829e-06-2.6841e-18j -1.99347e-05-1.92952e-19j -6.59374e-06+2.62468e-18j 1.62829e-05-3.82567e-18j -1.19675e-05-6.99522e-18j 3.32835e-06+9.79383e-19j 1.22526e-05-1.02972e-18j 1.85554e-05+2.22968e-19j 4.80821e-06+4.83489e-19j 1.54513e-05+1.71595e-18j -2.56737e-06+1.43128e-19j 2.20972e-05-4.16064e-18j 5.48373e-06+8.83837e-18j -3.69918e-06+1.69124e-18j -1.63347e-05-2.22459e-19j -8.81539e-06+1.01147e-19j -5.36644e-06-2.42794e-19j 9.10482e-06+1.58986e-19j 1.5036e-05-3.74462e-19j 1.65818e-05+1.40533e-19j -1.74409e-05-2.50189e-18j -5.26128e-06+3.9929e-19j -6.34435e-06+6.21571e-20j -1.07084e-05+4.49767e-19j -1.91227e-05+1.40139e-18j -9.08123e-06-2.63344e-19j 1.02605e-05-2.39832e-19j 1.76661e-05-2.31943e-19j -4.37027e-06-2.19573e-17j 1.23362e-05+9.79475e-17j 
6.92611e-05-5.97887e-16j 2.43651e-05-1.31688e-16j 0.000101452+1.12675e-18j -5.83857e-05-1.17884e-18j -5.34627e-05+2.36065e-19j -0.000111889-1.19617e-17j -6.18789e-05-1.88764e-18j -3.54349e-05+5.9882e-19j -3.25027e-05-2.73913e-19j -0.000110165+2.99211e-18j 9.70142e-05-2.27094e-18j 9.06126e-05+5.67662e-19j 4.02508e-05-2.30687e-19j -9.65187e-06-5.09945e-19j -3.89674e-05+5.57934e-18j 0.000123384-1.93023e-17j 4.81378e-05+1.38256e-17j 4.2168e-05+3.43987e-17j 0.000123136+2.07206e-17j 3.30461e-05-6.79267e-18j -7.64617e-05-1.9954e-17j 7.35747e-05+1.64217e-17j 0.000125534-3.53752e-18j -5.9096e-05+6.90239e-17j 1.29742e-05-5.55354e-18j 6.05472e-05-5.24915e-17j 2.71447e-05-1.81827e-18j -0.00012823+2.49437e-17j -7.09874e-05+2.5373e-17j 3.13309e-05-1.90332e-18j 5.57434e-05-3.03182e-18j 2.74383e-05-8.06167e-18j 1.41679e-05-1.52814e-17j -2.07749e-05+6.17286e-17j 0.000107965+1.99459e-18j 6.73755e-05+1.16726e-17j 3.55831e-05-9.47596e-18j -7.15462e-05-2.17803e-17j -0.000134902+1.7883e-17j -6.12756e-05+1.5195e-17j -2.26644e-05+1.43269e-17j 7.51195e-05-9.77929e-18j -9.70133e-05-2.37422e-18j -3.01977e-05+1.65386e-17j -8.18982e-06+5.49436e-18j 2.08254e-06-5.72934e-18j 3.66205e-05+5.06521e-19j -4.98487e-05+1.44518e-17j 0.000107333+1.0389e-18j 3.55022e-05-1.41319e-17j -8.76709e-05+2.05983e-17j 6.4436e-05+3.76638e-17j -1.79206e-05-5.27322e-18j -6.59706e-05+5.54427e-18j -9.99063e-05-1.20051e-18j -2.58885e-05-2.60322e-18j -8.31932e-05-9.23909e-18j 1.38233e-05-7.70633e-19j -0.000118977+2.24019e-17j -2.95257e-05-4.75878e-17j 1.99172e-05-9.10601e-18j 8.79499e-05+1.19777e-18j 4.74641e-05-5.44601e-19j 2.88941e-05+1.30726e-18j -4.90225e-05-8.56018e-19j -8.09571e-05+2.01619e-18j -8.928e-05-7.56663e-19j 9.3906e-05+1.34707e-17j 2.83279e-05-2.14987e-18j 3.41594e-05-3.34668e-19j 5.76565e-05-2.42165e-18j 0.000102961-7.54543e-18j 4.88954e-05+1.41791e-18j -5.52448e-05+1.29131e-18j -9.51183e-05+1.24883e-18j 2.35305e-05+1.18223e-16j -6.64208e-05-5.27372e-16j 
-4.89867e-05+4.22872e-16j -1.72329e-05+9.31396e-17j -7.17546e-05-7.96922e-19j 4.12948e-05+8.33767e-19j 3.78129e-05-1.66963e-19j 7.91366e-05+8.46024e-18j 4.37655e-05+1.33509e-18j 2.50623e-05-4.23531e-19j 2.29884e-05+1.93732e-19j 7.79171e-05-2.11625e-18j -6.86159e-05+1.60618e-18j -6.40882e-05-4.01494e-19j -2.84684e-05+1.6316e-19j 6.82654e-06+3.60672e-19j 2.75607e-05-3.94614e-18j -8.72667e-05+1.36521e-17j -3.40468e-05-9.77853e-18j -2.98244e-05-2.43294e-17j -8.70911e-05-1.46552e-17j -2.33727e-05+4.80429e-18j 5.40796e-05+1.4113e-17j -5.20377e-05-1.16147e-17j -8.87872e-05+2.50201e-18j 4.17972e-05-4.8819e-17j -9.17635e-06+3.92789e-18j -4.28236e-05+3.7126e-17j -1.91988e-05+1.28602e-18j 9.06943e-05-1.76421e-17j 5.02077e-05-1.79457e-17j -2.21596e-05+1.34617e-18j -3.9426e-05+2.14434e-18j -1.94065e-05+5.70183e-18j -1.00207e-05+1.08082e-17j 1.46936e-05-4.36592e-17j -7.63614e-05-1.41073e-18j -4.76531e-05-8.25577e-18j -2.51671e-05+6.70212e-18j 5.06029e-05+1.54047e-17j 9.54131e-05-1.26482e-17j 4.33388e-05-1.07471e-17j 1.603e-05-1.01331e-17j -5.31303e-05+6.91666e-18j 6.86153e-05+1.67923e-18j 2.13582e-05-1.16974e-17j 5.79247e-06-3.88603e-18j -1.47293e-06+4.05223e-18j -2.59008e-05-3.5825e-19j 3.52569e-05-1.02214e-17j -7.59141e-05-7.34788e-19j -2.51099e-05+9.99516e-18j 6.20076e-05-1.45687e-17j -4.55741e-05-2.66388e-17j 1.26748e-05+3.72963e-18j 4.66594e-05-3.92134e-18j 7.06614e-05+8.49093e-19j 1.83104e-05+1.8412e-18j 5.88406e-05+6.53459e-18j -9.77689e-06+5.45051e-19j 8.41494e-05-1.58443e-17j 2.08828e-05+3.36577e-17j -1.4087e-05+6.44047e-18j -6.22049e-05-8.47153e-19j -3.35702e-05+3.85183e-19j -2.04362e-05-9.24594e-19j 3.46724e-05+6.05442e-19j 5.7259e-05-1.42601e-18j 6.31456e-05+5.3517e-19j -6.64175e-05-9.52754e-18j -2.00357e-05+1.52055e-18j -2.41602e-05+2.36703e-19j -4.07791e-05+1.71277e-18j -7.2822e-05+5.33671e-18j -3.45826e-05-1.00285e-18j 3.90734e-05-9.13312e-19j 6.7275e-05-8.8327e-19j -1.66426e-05-8.36164e-17j 4.69779e-05+3.72998e-16j 
