-0.0415727-0j -0.00600051-0j -0.0341882-0j -0.00604367-0j -0.00050364-0j -0.0208702-0j -0.0210865-0j -0.00347837-0j -0.00213006-0j -0.00351442-0j -0.00215213-0j -0.000434797-0j -0.000439302-0j -2.56206e-05-0j -2.58861e-05-0j -0.0151937-0j -0.0188012-0j -0.0109674-0j -0.00245187-0j -0.00200194-0j -0.00303403-0j -0.000288955-0j -0.00176985-0j -0.00247727-0j -0.000250243-0j -0.00144508-0j -0.000357564-0j -2.94914e-05-0j -0.000309659-0j -0.000208579-0j -1.34609e-06-0j -0.000180635-0j -3.64937e-05-0j -1.6657e-06-0j -2.1288e-05-0j -9.71659e-07-0j -0.011974-0j -0.0139696-0j -0.00855461-0j -0.00189325-0j -0.0122234-0j -0.0050419-0j -0.00149675-0j -0.00220879-0j -0.00099783-0j -0.000216037-0j -0.0013526-0j -0.00193269-0j -0.0017462-0j -0.000249458-0j -0.000797195-0j -0.00116414-0j -0.00106933-0j -8.81966e-05-0j -0.000252043-0j -2.07881e-05-0j -0.000712884-0j -0.000154344-0j -0.00152793-0j -2.20491e-05-0j -0.000291034-0j -0.00101862-0j -0.000630238-0j -0.000220537-0j -1.83743e-06-0j -0.000102896-0j -0.000178221-0j -2.42528e-05-0j -0.000420159-0j -9.0967e-05-0j -6.84769e-08-0j -6.30107e-05-0j -2.5724e-05-0j -0.000254655-0j -1.48518e-05-0j -9.0034e-05-0j -1.57527e-05-0j -2.14367e-06-0j -2.12212e-05-0j -0.00010504-0j -2.25085e-05-0j -3.71371e-05-0j -1.31272e-06-0j -7.98897e-08-0j -8.75331e-06-0j -1.87571e-06-0j -9.28428e-06-0j -4.89223e-08-0j -7.7369e-07-0j -6.99035e-08-0j -2.88337e-08-0j 
-0.000158553-0j -0.101734-0j 0.00038213-0j -0.00643782-0j 0.0766894-0j -7.95961e-05-0j -0.000380101-0j 0.00126428-0j -8.12375e-06-0j 0.0060374-0j -3.87939e-05-0j -0.00737166-0j -0.0352024-0j -0.00268107-0j -0.0128031-0j -5.79465e-05-0j 0.000210146-0j -5.00776e-05-0j 0.000891177-0j -7.63512e-06-0j -0.0032319-0j -0.00489903-0j 0.000770159-0j 2.76892e-05-0j 9.09553e-05-0j -6.59831e-06-0j 0.0177666-0j -0.00153228-0j -0.000329854-0j -0.00423377-0j -0.00023559-0j 7.86041e-05-0j 0.00555691-0j 0.000854378-0j -0.00132421-0j -0.000203598-0j 0.000135536-0j 0.000156142-0j -3.26261e-05-0j -0.00204233-0j -0.000220337-0j 0.00026753-0j 1.6942e-05-0j -0.00235284-0j 1.12947e-05-0j 0.0108707-0j 0.000491629-0j 0.00332016-0j 1.95178e-05-0j -0.000269101-0j -0.0040313-0j 1.30119e-05-0j -4.07826e-06-0j 9.98317e-07-0j 0.0125235-0j 0.00320562-0j -2.71884e-06-0j -0.00261679-0j -2.75421e-05-0j 0.00110949-0j -0.000310014-0j -1.83614e-05-0j 3.34413e-05-0j -0.0176722-0j 0.000570664-0j 1.1501e-06-0j 6.47778e-05-0j 0.00369299-0j 2.22942e-05-0j 0.0214574-0j 5.34659e-05-0j -2.40314e-07-0j 0.00127817-0j 0.00043747-0j -0.000771654-0j -1.62293e-06-0j -0.000267075-0j 0.000657425-0j -0.00521128-0j -0.00053117-0j -0.00180366-0j 1.97054e-06-0j -0.00013737-0j 6.15946e-05-0j 0.00632747-0j -0.000927711-0j 0.00218998-0j -1.28703e-05-0j 0.00112641-0j -8.69179e-05-0j 0.000105535-0j 
0.0519718-0j -7.84632e-05-0j -0.000447048-0j 0.00755544-0j -6.58564e-06-0j 0.00187923-0j -0.000275729-0j 0.000313205-0j -0.0368656-0j -4.59549e-05-0j 0.00540908-0j -0.003743-0j 0.00054919-0j 2.30698e-06-0j -3.38489e-07-0j -0.000198674-0j 0.00169293-0j -0.00014341-0j -3.20608e-05-0j 0.00250271-0j 0.000273195-0j -3.7784e-06-0j -2.31427e-05-0j -0.0213259-0j 0.000628949-0j 0.00180655-0j 3.21963e-05-0j 3.68684e-05-0j -0.00535937-0j -2.7274e-06-0j -1.76016e-08-0j 0.000453999-0j -0.000314161-0j 1.49986e-07-0j 2.6613e-05-0j -1.27055e-08-0j -0.000156573-0j -0.000182668-0j -0.00356512-0j -2.47563e-05-0j 0.00110064-0j -6.59284e-05-0j 0.00187114-0j -2.88824e-05-0j -1.30477e-05-0j -2.82491e-06-0j -0.000563695-0j 0.000174027-0j 0.002183-0j 0.000311857-0j -1.04242e-05-0j -1.52223e-05-0j 0.0426055-0j 0.000333081-0j -3.29573e-06-0j -2.71828e-07-0j -0.000297093-0j -6.43226e-05-0j -0.0131534-0j 5.54174e-05-0j 0.000363833-0j 9.17201e-05-0j 0.000787886-0j 1.9858e-05-0j 2.29704e-06-0j 0.000388594-0j 0.00710091-0j -3.17132e-07-0j -5.49403e-06-0j -1.18949e-06-0j -8.9541e-10-0j 0.00758417-0j 6.46536e-05-0j -0.00219223-0j -6.18945e-06-0j -0.00234142-0j 0.00126184-0j 2.67989e-06-0j 1.91084e-06-0j 0.000131314-0j -0.000389562-0j 0.000140251-0j 5.23031e-05-0j -1.04465e-09-0j -1.14459e-07-0j -1.61473e-05-0j 2.33347e-05-0j -2.03883e-08-0j 9.67222e-07-0j 6.29437e-09-0j -3.77033e-10-0j 
0.000313853-0j 0.201382-0j 4.47186e-06-0j -7.53382e-05-0j 0.000897453-0j -0.000463708-0j -0.000153676-0j 0.00736539-0j -4.7327e-05-0j 0.00244094-0j -1.56845e-05-0j -0.0429455-0j -0.0142324-0j -0.0156193-0j -0.00517633-0j -0.000225578-0j -7.23764e-06-0j -0.000161292-0j 0.00346923-0j -2.97225e-05-0j 0.00011131-0j -0.0190713-0j 0.00248056-0j -9.53643e-07-0j 0.000354077-0j -2.12521e-05-0j -0.000611899-0j -0.00596498-0j 1.13605e-05-0j -0.0136363-0j -0.000917119-0j 0.000253171-0j -0.000191386-0j -2.94257e-05-0j -0.00426507-0j -0.000655757-0j 9.03973e-05-0j -3.59346e-06-0j 5.73335e-05-0j -0.00136216-0j 0.000262177-0j -0.000111553-0j 1.12997e-05-0j 5.41484e-05-0j 7.5331e-06-0j 0.00725036-0j -0.000863934-0j -0.00395063-0j -4.49183e-07-0j -0.00017948-0j 0.00168095-0j -2.99455e-07-0j 7.16669e-06-0j 6.65839e-07-0j -0.000288216-0j 0.00213802-0j 4.77779e-06-0j 0.00459846-0j 3.27721e-05-0j 0.000739986-0j 7.13468e-06-0j 2.18481e-05-0j -1.39442e-05-0j 0.021028-0j 0.000380611-0j -2.64684e-08-0j -0.000113833-0j -8.49906e-05-0j -9.29612e-06-0j -0.00894719-0j 3.56597e-05-0j 4.22301e-07-0j -2.94159e-05-0j -0.000520541-0j 0.00135602-0j 1.93111e-06-0j 0.000469329-0j -1.513e-05-0j 0.00620085-0j 0.000221485-0j 0.00214616-0j -8.21668e-07-0j 0.000241398-0j -1.41754e-06-0j -0.0026384-0j 0.00110387-0j -0.000913169-0j 2.26168e-05-0j -0.000469687-0j 0.000103423-0j -4.40053e-05-0j 
-0.171498-0j 0.000258915-0j -0.00287369-0j 0.0485675-0j -4.23334e-05-0j -0.000874892-0j 0.000816914-0j -0.000145815-0j 0.0171631-0j 0.000136152-0j -0.0160257-0j 0.00174259-0j -0.00162711-0j -1.07403e-06-0j 1.00286e-06-0j -0.00128928-0j 0.00153535-0j 0.00181914-0j -0.000208057-0j 0.0162412-0j 0.000247765-0j -2.45198e-05-0j 0.000293563-0j -0.0193409-0j 0.00408154-0j -0.0229159-0j 2.91994e-05-0j 0.000239256-0j -0.00486051-0j 3.45967e-05-0j -1.14225e-07-0j -0.00575893-0j -0.000284918-0j 1.36025e-07-0j -0.000337582-0j 1.61168e-07-0j 0.000516663-0j 0.00230922-0j -0.00108635-0j 8.16916e-05-0j -0.000460068-0j 0.00026046-0j -0.00617446-0j 0.00036512-0j 4.30553e-05-0j 9.32174e-06-0j -0.000171767-0j -7.27431e-05-0j -0.0275966-0j -0.00102908-0j 4.11824e-05-0j 0.000192435-0j 0.0129826-0j -0.00109911-0j 4.16634e-05-0j 8.96985e-07-0j -9.05292e-05-0j -1.96001e-05-0j 0.0054981-0j -0.000182868-0j -0.00459944-0j -3.8339e-05-0j -0.00311266-0j -8.30063e-06-0j -7.57986e-06-0j -0.00491246-0j 0.00216376-0j 4.00906e-06-0j 2.1705e-05-0j 4.69927e-06-0j 2.9547e-09-0j 0.00231102-0j -0.000817326-0j 0.00091635-0j -1.88602e-06-0j 0.000978713-0j 0.000384503-0j -3.38781e-05-0j -7.98728e-07-0j -0.000518777-0j 0.000162837-0j -0.000554083-0j 1.59376e-05-0j 1.3206e-08-0j 4.52188e-07-0j 6.74956e-06-0j -9.21874e-05-0j -6.21264e-09-0j -3.82116e-06-0j -2.63104e-09-0j 1.48952e-09-0j 
-0.105021-0j 0.000158553-0j -0.000872058-0j 0.0147384-0j -1.28466e-05-0j -0.0027102-0j -0.000556839-0j -0.000451699-0j 0.0531669-0j -9.28064e-05-0j 0.0109237-0j 0.00539809-0j 0.0011091-0j -3.32708e-06-0j -6.83584e-07-0j 0.000401465-0j 0.00235691-0j 0.000260189-0j 6.47861e-05-0j -0.00505728-0j 0.000380344-0j 7.63512e-06-0j 4.19879e-05-0j -0.0296902-0j -0.00127093-0j -0.00327762-0j 4.4824e-05-0j -7.45008e-05-0j -0.00746136-0j 4.94832e-06-0j 3.5568e-08-0j -0.000823691-0j -0.000437377-0j 2.08812e-07-0j -4.8284e-05-0j 2.30516e-08-0j 0.00031639-0j -0.000356331-0j 0.00282379-0j 5.00257e-05-0j 0.00158637-0j 0.000629665-0j -0.00378107-0j -5.63409e-05-0j 2.63659e-05-0j 5.70838e-06-0j 0.000446481-0j 0.000250828-0j 0.00425839-0j -0.000630178-0j 9.95587e-05-0j -2.96943e-05-0j -0.0337461-0j -0.000673065-0j -6.429e-06-0j 5.49289e-07-0j 0.000235316-0j 5.09475e-05-0j -0.0189582-0j -0.000111983-0j 0.000709731-0j 0.000132198-0j -0.00752489-0j 2.86216e-05-0j -4.6417e-06-0j 0.000758033-0j -0.00562436-0j -6.18631e-07-0j 5.24721e-05-0j 1.13605e-05-0j 1.80938e-09-0j -0.00600713-0j 0.00012612-0j -0.00315969-0j 4.90242e-06-0j -0.00337473-0j -0.000999455-0j 5.22766e-06-0j 2.75412e-06-0j -0.00125415-0j -0.000561481-0j -0.0013395-0j -4.14273e-05-0j -2.03779e-09-0j 1.09317e-06-0j -2.32733e-05-0j -0.000222864-0j 1.61488e-08-0j -9.23768e-06-0j 9.07218e-09-0j 3.60094e-09-0j 
7.84632e-05-0j 0.0503454-0j 6.45258e-05-0j -0.00108708-0j 0.0129496-0j -0.000271244-0j 3.97981e-05-0j 0.00430835-0j -2.76837e-05-0j -0.00063214-0j 4.06187e-06-0j -0.0251208-0j 0.00368583-0j -0.00913641-0j 0.00134053-0j 2.86761e-05-0j -0.000244353-0j 2.06995e-05-0j -0.000441018-0j 3.7784e-06-0j 0.00375798-0j 0.00242439-0j -0.000318344-0j -3.21963e-05-0j -4.50112e-05-0j 2.7274e-06-0j -0.0206586-0j 0.000758284-0j 0.000383547-0j 0.00175002-0j 0.000116587-0j -3.24908e-05-0j -0.00646146-0j -0.000993453-0j 0.000547359-0j 8.41567e-05-0j 2.25993e-05-0j 2.63659e-05-0j 0.000514581-0j -0.00034054-0j -0.000158864-0j 9.51594e-06-0j 2.82491e-06-0j -0.000397296-0j 1.88328e-06-0j 0.00181259-0j -0.007754-0j 0.00239385-0j 3.29573e-06-0j -4.487e-05-0j -0.000143392-0j 2.19716e-06-0j 6.43226e-05-0j 1.6646e-07-0j 0.00211469-0j 0.000534506-0j 4.28817e-05-0j 0.0412722-0j -1.9858e-05-0j 0.000184997-0j -5.23484e-05-0j -1.32387e-05-0j 1.18949e-06-0j -0.0127418-0j 9.51527e-05-0j 1.94203e-07-0j -0.00102168-0j 0.000623591-0j 7.92995e-07-0j 0.000763231-0j 8.91492e-06-0j 3.79025e-06-0j 0.000215829-0j 0.000315418-0j 0.0121706-0j -1.17014e-06-0j 0.00421233-0j 0.000111011-0j -0.00375736-0j -1.88935e-05-0j -0.00130045-0j 7.00916e-08-0j 0.0021666-0j 1.04007e-05-0j 0.000225066-0j -0.000668885-0j 7.78969e-05-0j 0.000202991-0j 4.00662e-05-0j -6.26682e-05-0j 3.75383e-06-0j 
0.0547945-0j -8.27247e-05-0j 0.00184448-0j -0.0311731-0j 2.71718e-05-0j -0.000287723-0j -0.00304839-0j -4.79538e-05-0j 0.00564437-0j -0.000508066-0j 0.0598015-0j 0.000573079-0j 0.00607171-0j -3.53213e-07-0j -3.74226e-06-0j 0.000411933-0j 0.00101434-0j 0.00192571-0j 6.64754e-05-0j -0.00518915-0j 0.000163688-0j 7.8342e-06-0j 0.000310761-0j -0.0127777-0j -0.00130407-0j -0.0242584-0j 1.92909e-05-0j -7.64434e-05-0j -0.00321114-0j 3.66235e-05-0j 3.64954e-08-0j -0.00609631-0j -0.000188234-0j 8.9866e-08-0j -0.000357359-0j 1.7061e-07-0j -0.000165076-0j -0.00148218-0j -0.000117936-0j -2.61009e-05-0j -0.00176709-0j 0.00129417-0j 0.00197277-0j -0.000234353-0j -1.37564e-05-0j -2.97834e-06-0j -1.86474e-05-0j -0.000279402-0j 0.0177129-0j 0.000328795-0j 0.000204626-0j -0.000123515-0j 0.00140941-0j 0.000351171-0j -2.67417e-05-0j -2.86591e-07-0j -9.82803e-06-0j -2.12783e-06-0j 0.0211179-0j 5.84272e-05-0j 0.00295216-0j -0.000147258-0j -0.0154661-0j -3.18822e-05-0j 2.4218e-06-0j 0.00315307-0j 0.000234902-0j -2.57322e-06-0j 0.000107847-0j 2.33497e-05-0j -9.44042e-10-0j 0.000250889-0j 0.000524602-0j 0.00351965-0j -2.04751e-07-0j 0.00375918-0j 4.17424e-05-0j 2.17447e-05-0j -3.06787e-06-0j -0.00257769-0j 0.000625445-0j -0.00275312-0j 1.73022e-06-0j -8.47629e-09-0j 2.24682e-06-0j 2.59246e-05-0j -0.000458059-0j -6.74456e-10-0j -1.89865e-05-0j -1.01057e-08-0j 7.40112e-09-0j 
-0.000258915-0j -0.166131-0j 0.000414781-0j -0.0069879-0j 0.0832421-0j 0.00012628-0j -0.000117911-0j -0.00200579-0j 1.28884e-05-0j 0.00187287-0j -1.20343e-05-0j 0.0116952-0j -0.0109202-0j 0.00425353-0j -0.00397166-0j 0.000186092-0j -0.000221608-0j -0.00026257-0j -0.00286197-0j 2.45198e-05-0j 0.00340818-0j 0.015733-0j 0.00403815-0j -2.91994e-05-0j -0.000292099-0j -3.45967e-05-0j -0.0187356-0j 0.00492086-0j 0.000347846-0j -0.0221988-0j 0.000756585-0j 0.000412142-0j -0.00586001-0j -0.00090098-0j -0.00694318-0j -0.00106752-0j -7.45739e-05-0j -0.000333307-0j 0.000156801-0j 0.00112372-0j 6.6405e-05-0j -3.75942e-05-0j -9.32174e-06-0j 0.00502247-0j -6.21449e-06-0j -0.00598124-0j -0.00236277-0j -0.00100063-0j -4.16634e-05-0j 0.000148064-0j 0.000566491-0j -2.77756e-05-0j 1.96001e-05-0j -5.49289e-07-0j -0.0267331-0j -0.00176378-0j 1.30668e-05-0j 0.0125763-0j 8.30063e-06-0j -0.000610458-0j 0.000661768-0j 5.53375e-06-0j -4.69927e-06-0j 0.00532605-0j -0.000313988-0j -2.45504e-06-0j -0.000311322-0j -0.00788319-0j -3.13285e-06-0j -0.00301526-0j -2.94177e-05-0j 1.15495e-06-0j -0.00272843-0j -0.000131845-0j 0.00370857-0j 4.89119e-07-0j 0.00128356-0j -0.00140336-0j 0.00157057-0j 7.46417e-05-0j 0.000543588-0j -2.76907e-07-0j 0.000660199-0j -0.000131482-0j -0.000889156-0j 0.000279593-0j -0.000307744-0j 6.18545e-05-0j -0.000158287-0j 2.61953e-05-0j -1.48301e-05-0j 
-0.000158553-0j -0.101734-0j 0.000125871-0j -0.00212057-0j 0.0252609-0j 0.000391183-0j 8.03727e-05-0j -0.00621342-0j 3.99249e-05-0j -0.00127661-0j 8.20301e-06-0j 0.0362288-0j 0.00744359-0j 0.0131764-0j 0.00270723-0j -5.79465e-05-0j -0.00034019-0j -3.75551e-05-0j 0.000891177-0j -7.63512e-06-0j 0.00523189-0j -0.00489903-0j 0.000577571-0j -4.4824e-05-0j 9.09553e-05-0j -4.94832e-06-0j -0.0287611-0j -0.00153228-0j 0.000533978-0j -0.00317506-0j -0.00023559-0j 5.89481e-05-0j -0.00899569-0j -0.00138309-0j -0.000993073-0j -0.000152686-0j -4.5667e-05-0j 5.1432e-05-0j -0.00040758-0j 0.000688137-0j -0.000228973-0j -9.08843e-05-0j -5.70838e-06-0j -0.000775007-0j -3.80559e-06-0j -0.00366275-0j 0.00614165-0j 0.0034503-0j 6.429e-06-0j 9.067e-05-0j 0.0013695-0j 4.286e-06-0j -5.09475e-05-0j -3.36369e-07-0j 0.00412513-0j -0.00108009-0j -3.3965e-05-0j -0.0326901-0j -2.86216e-05-0j -0.000373827-0j -0.000102116-0j -1.90811e-05-0j -1.13605e-05-0j -0.0183649-0j -0.000192278-0j 3.78833e-07-0j 0.000809233-0j 0.00121644-0j -7.57369e-06-0j -0.00728942-0j -1.80146e-05-0j -3.00211e-06-0j 0.000421019-0j 0.000454617-0j -0.00963984-0j -1.68655e-06-0j -0.00333642-0j 0.000216551-0j -0.00541554-0j 0.000180447-0j -0.00187436-0j -6.69426e-07-0j -0.00171608-0j 2.02888e-05-0j -0.00214954-0j -0.000964074-0j -0.000743973-0j -0.000160781-0j -0.000382661-0j -9.03248e-05-0j -3.58518e-05-0j 
0.0750304-0j -0.000113275-0j 0.00189145-0j -0.0319669-0j 2.78637e-05-0j 0.00115951-0j -0.0018814-0j 0.000193252-0j -0.0227466-0j -0.000313567-0j 0.0369082-0j -0.00230948-0j 0.00374733-0j 1.42343e-06-0j -2.30964e-06-0j -0.00028682-0j -0.00306129-0j -0.000247872-0j -4.62854e-05-0j 0.0036131-0j -0.000494013-0j -5.45479e-06-0j -4.00001e-05-0j 0.0385632-0j 0.000907999-0j 0.00312246-0j -5.822e-05-0j 5.3226e-05-0j 0.00969123-0j -4.71406e-06-0j -2.5411e-08-0j 0.000784697-0j 0.00056809-0j -2.71216e-07-0j 4.59982e-05-0j -2.19603e-08-0j -0.00022604-0j 0.000772865-0j -0.000143364-0j -3.57401e-05-0j 0.00320974-0j 0.00132421-0j 0.00270132-0j 0.000122201-0j -1.88367e-05-0j -4.07826e-06-0j -2.26678e-05-0j 0.000507504-0j -0.00923622-0j 0.000450221-0j 0.000209375-0j 6.44054e-05-0j 0.00171329-0j 0.000480861-0j 1.39442e-05-0j -3.92431e-07-0j -1.1947e-05-0j -2.58659e-06-0j -0.0383584-0j 8.00048e-05-0j -0.00153937-0j 0.000267478-0j -0.0158251-0j 5.79108e-05-0j 3.31619e-06-0j -0.00164413-0j 0.000285548-0j 1.34178e-06-0j 0.000110351-0j 2.38916e-05-0j -1.29268e-09-0j 0.000304981-0j -0.000273548-0j -0.00639307-0j -2.48895e-07-0j -0.00682816-0j 5.07422e-05-0j -1.13385e-05-0j 5.57246e-06-0j -0.00263752-0j -0.00113606-0j -0.00281702-0j 2.10326e-06-0j 4.41987e-09-0j 2.29897e-06-0j -4.70894e-05-0j -0.00046869-0j -8.1987e-10-0j -1.94271e-05-0j 1.83559e-08-0j 7.57289e-09-0j 
8.27247e-05-0j 0.0530798-0j -0.000266228-0j 0.00448519-0j -0.053429-0j 4.15292e-05-0j 0.000439998-0j -0.000659637-0j 4.23856e-06-0j -0.00698878-0j 4.49071e-05-0j 0.00384616-0j 0.0407497-0j 0.00139885-0j 0.0148206-0j -5.94574e-05-0j -0.000146407-0j -0.000277953-0j 0.000914413-0j -7.8342e-06-0j 0.00225164-0j -0.00502676-0j 0.00427472-0j -1.92909e-05-0j 9.33269e-05-0j -3.66235e-05-0j -0.0123779-0j -0.00157224-0j 0.000229807-0j -0.0234992-0j -0.000241732-0j 0.000436287-0j -0.00387147-0j -0.00059524-0j -0.00734993-0j -0.00113006-0j 2.38267e-05-0j 0.000213934-0j 1.70226e-05-0j -0.000359035-0j 0.000255058-0j -0.000186797-0j 2.97834e-06-0j -0.00322368-0j 1.98556e-06-0j 0.00191103-0j -0.000256507-0j -0.00384336-0j 2.67417e-05-0j -4.7307e-05-0j 0.00281477-0j 1.78278e-05-0j 2.12783e-06-0j 1.755e-07-0j 0.0171587-0j 0.000563536-0j 1.41855e-06-0j 0.00136531-0j 3.18822e-05-0j 0.000195044-0j -0.000424757-0j 2.12548e-05-0j -2.33497e-05-0j 0.020457-0j 0.000100321-0j 1.57577e-06-0j -3.37978e-05-0j 0.00505984-0j -1.55664e-05-0j -0.0149822-0j 9.39911e-06-0j 1.25384e-07-0j 0.00175125-0j -0.000506407-0j 0.00040261-0j 1.87868e-06-0j 0.000139346-0j 0.000900751-0j 0.00603248-0j 0.000370878-0j 0.00208789-0j -1.37589e-06-0j 7.16725e-05-0j 8.4392e-05-0j -0.00441802-0j 0.0010739-0j -0.00152911-0j 6.71505e-06-0j -0.000786496-0j 0.000100615-0j -7.36873e-05-0j 
0.000113275-0j 0.0726825-0j -0.000273007-0j 0.0045994-0j -0.0547896-0j -0.000167361-0j 0.000271557-0j 0.00265831-0j -1.70812e-05-0j -0.00431333-0j 2.77157e-05-0j -0.0154999-0j 0.0251498-0j -0.00563729-0j 0.00914697-0j 4.1399e-05-0j 0.000441858-0j 3.57772e-05-0j -0.000636687-0j 5.45479e-06-0j -0.00679548-0j 0.00350003-0j -0.000550228-0j 5.822e-05-0j -6.49816e-05-0j 4.71406e-06-0j 0.0373565-0j 0.00109472-0j -0.00069356-0j 0.00302475-0j 0.000168313-0j -5.61575e-05-0j 0.0116841-0j 0.00179644-0j 0.00094606-0j 0.000145457-0j 3.26261e-05-0j -0.000111553-0j 2.06928e-05-0j -0.000491629-0j -0.000463286-0j -0.000191133-0j 4.07826e-06-0j 0.00168095-0j 2.71884e-06-0j 0.00261679-0j -0.00031181-0j 0.00698106-0j -1.39442e-05-0j -6.47778e-05-0j 0.0028801-0j -9.29612e-06-0j 2.58659e-06-0j 2.40314e-07-0j -0.00894719-0j 0.000771654-0j 1.7244e-06-0j 0.00165967-0j -5.79108e-05-0j 0.000267075-0j 0.000221485-0j -3.86072e-05-0j -2.38916e-05-0j -0.0371581-0j 0.00013737-0j -8.21668e-07-0j -4.10846e-05-0j -0.0026384-0j -1.59277e-05-0j -0.0153299-0j 1.28703e-05-0j 1.52417e-07-0j -0.000913169-0j 0.000919836-0j 0.000489413-0j -3.41242e-06-0j 0.00016939-0j -0.000469687-0j -0.0109574-0j 0.000379486-0j -0.00379243-0j -1.40783e-06-0j 8.71253e-05-0j -4.40053e-05-0j -0.00452056-0j -0.00195063-0j -0.0015646-0j 8.16283e-06-0j -0.00080475-0j -0.000182756-0j -7.53975e-05-0j 
-0.0276812-0j 4.1791e-05-0j -0.00116578-0j 0.0197025-0j -1.71735e-05-0j -0.000141214-0j 0.0026695-0j -2.35357e-05-0j 0.00277026-0j 0.000444917-0j -0.0523686-0j 0.000281267-0j -0.00531704-0j -1.73357e-07-0j 3.27712e-06-0j 0.000105817-0j 0.000622849-0j -0.00333411-0j 1.70762e-05-0j -0.00133299-0j 0.000100512-0j 2.01245e-06-0j -0.00053804-0j -0.00784607-0j -0.00033499-0j 0.042-0j 1.18454e-05-0j -1.96368e-05-0j -0.00197178-0j -6.34086e-05-0j 9.37495e-09-0j 0.0105549-0j -0.000115584-0j 5.51816e-08-0j 0.000618719-0j -2.95387e-07-0j 8.33936e-05-0j -0.000476348-0j -0.000175346-0j 1.31857e-05-0j -0.0015034-0j 0.00110414-0j -0.000996606-0j -7.53173e-05-0j 6.94946e-06-0j 1.5046e-06-0j -2.77246e-05-0j -0.000237709-0j 0.00569267-0j -0.000166101-0j 0.000174579-0j -3.96957e-05-0j 0.00209549-0j -0.000177405-0j -8.59437e-06-0j 1.4478e-07-0j -1.46121e-05-0j -3.16362e-06-0j 0.0179666-0j -2.95163e-05-0j 0.000948778-0j -0.000125284-0j -0.0131951-0j -2.71247e-05-0j -1.22345e-06-0j 0.00101335-0j 0.000349248-0j -8.26994e-07-0j 9.20114e-05-0j 1.99211e-05-0j 4.76913e-10-0j 0.000373017-0j 0.000168599-0j 0.00299444-0j -3.04419e-07-0j 0.00319823-0j 6.20619e-05-0j 6.98841e-06-0j -2.61008e-06-0j -0.00219919-0j 0.000532115-0j -0.00234886-0j 2.57246e-06-0j -2.72415e-09-0j 1.91691e-06-0j 2.20561e-05-0j -0.000390799-0j -1.00277e-09-0j -1.61986e-05-0j -8.59769e-09-0j 6.31436e-09-0j 
0.00528546-0j -7.9796e-06-0j 0.000311947-0j -0.00527214-0j 4.59542e-06-0j -2.77537e-05-0j -0.00110352-0j -4.62561e-06-0j 0.000544454-0j -0.000183921-0j 0.0216482-0j 5.5279e-05-0j 0.00219797-0j -3.40708e-08-0j -1.3547e-06-0j -2.02048e-05-0j 0.00017155-0j 0.00261344-0j -3.26054e-06-0j 0.000254522-0j 2.76838e-05-0j -3.84258e-07-0j 0.000421742-0j -0.00216103-0j 6.39632e-05-0j -0.0329217-0j 3.26256e-06-0j 3.74946e-06-0j -0.000543082-0j 4.97028e-05-0j -1.79006e-09-0j -0.00827347-0j -3.18349e-05-0j 1.51986e-08-0j -0.000484983-0j 2.31539e-07-0j -1.59232e-05-0j 0.000127465-0j -1.13761e-05-0j -2.51768e-06-0j -0.00063969-0j -0.00392385-0j 0.000190293-0j 2.01539e-05-0j -1.32694e-06-0j -2.8729e-07-0j -1.79872e-06-0j -0.000101144-0j -0.00152328-0j 3.17154e-05-0j -0.000620416-0j 1.06221e-05-0j 0.000135952-0j 3.38739e-05-0j 2.29974e-06-0j -2.76445e-08-0j -9.48008e-07-0j -2.0525e-07-0j 0.0076447-0j 5.63587e-06-0j -0.000253881-0j -5.33075e-05-0j 0.0468925-0j -1.15414e-05-0j 2.33606e-07-0j -0.000271159-0j 2.26586e-05-0j 2.21293e-07-0j -0.000326988-0j -7.07949e-05-0j -9.1062e-11-0j 2.42007e-05-0j -4.51149e-05-0j 0.00127412-0j -1.97502e-08-0j 0.00136083-0j 4.02646e-06-0j -1.87001e-06-0j -1.11057e-06-0j 0.00781542-0j 0.000226412-0j 0.00834731-0j 1.66896e-07-0j 7.28948e-10-0j -6.81225e-06-0j 9.38476e-06-0j 0.00138881-0j -6.50578e-11-0j 5.7566e-05-0j -3.65827e-09-0j -2.24398e-08-0j 
