-0.0450084+0.0915105j -0.000429535-0.156448j -0.140528+0.126771j -0.00175637-0.0244778j -0.0732847+0.0657442j 0.050786-0.0242032j 0.0836907+0.0503432j -0.0481182+0.00200783j 0.0761208+0.0362063j 0.087634+0.0708297j -0.0319916-0.106137j 0.0120322-0.0405269j 0.0754589+0.0308558j -0.00564867-0.0151102j -0.00224536+0.049364j 0.0925613+0.0503534j 0.216586+0.199014j 0.0186294-0.0785198j 0.0122447-0.266546j -0.087761-0.0991976j -0.13157+0.00543623j 0.235978+0.114864j -0.0538593-0.100793j 0.16241-0.0454599j 0.0462006-0.0481702j -0.0376657+0.149941j 0.13604-0.0422109j -0.117219-0.0953558j 0.39697-0.284995j 0.0841558-0.0154088j 0.0037775+0.155173j -0.00249218-0.0498214j 0.0239314+0.00486426j -0.0110256+0.0139678j 0.0275585+0.0456264j 0.0171937+0.033015j -0.037508-0.0173642j -0.010472+0.0144595j 0.00563033+0.0230515j -0.00218109-0.0431427j 0.00823444+0.0176441j 0.0222442+0.00903623j 0.00626695-0.00700597j -0.0240122-0.0232912j -0.00768996-0.0341281j -0.00802764+0.0248852j -0.00500909+0.00610488j 0.0210277-0.00402805j -0.00385926-0.00128831j -0.038231+0.0269493j 0.037468-0.0578948j -0.0411724+0.0211371j 0.00847392+0.0222203j -0.00328641+0.0156953j 0.0149179-0.0249528j 0.0195815+0.0363074j -0.0116001+0.0292099j -0.010682+0.0509233j 0.05103+0.0873645j -0.0223498+0.0352639j 0.104212+0.00702537j -0.063879-0.0305495j -0.0190888-0.00626891j -0.0274708-0.0485702j 0.0219442+0.0300225j -0.00147929-0.084934j -0.0814569-0.0523935j -0.0787647+0.132241j 0.15887-0.072114j 
-0.0109322+0.0018122j 0.0259727-0.0109593j 0.00256881-0.0130288j -0.0108569-0.00814708j 0.0047094+0.00978131j -0.0144105-0.028485j 0.0162343-0.0108699j 0.00850333+0.0107454j -0.00750456-0.0280852j 0.0178291+0.00769407j 0.0316769-0.0228765j -0.00844616-0.0165239j 0.00933154+0.0299275j 0.00110706-0.0209746j -0.0238941+0.0181161j 0.00415943-0.0149978j 0.00783021-0.0327305j 0.0212757-0.0205385j 0.0260379-0.0017869j -0.00433879+0.000493892j -0.00175053-0.011828j 0.0050932-0.012733j 0.0133014+0.00725558j -0.00380116+0.00190848j -0.00239688-0.00606126j 0.00191615+0.00888553j -0.00275943-0.00578546j -0.00465221-0.00221668j 0.000694497-0.00777822j 0.00845522-0.00800474j 0.0593254+0.000928671j 0.00886458-0.0229041j 0.0294802+0.0159084j -0.0215236-0.0299873j -0.0569683-0.0339933j -0.057689+0.0239144j -6.92784e-05+0.0856899j 0.0215321-0.218152j -0.119436-0.0112737j -0.0121791-0.0324033j -0.100063-0.0342116j 0.0956212+0.100209j 0.0688098-0.157246j 0.00108421+0.0409393j -0.0138197+0.118203j -0.040449+0.184932j -0.0954996+0.04437j 0.0327499-0.277963j 0.0753155-0.0337945j 0.113879+0.020642j 0.0754691+0.297645j -0.0623451-0.0354874j -0.0508714-0.235481j 0.0838837-0.181128j -0.0807331-0.116353j 0.169453+0.163038j -0.135967+0.120062j -0.0559063-0.0948864j 0.034192+0.0181475j -0.0535876-0.156959j 0.108356-0.00247828j 0.0579422+0.0830393j -0.0952926-0.00297291j -0.0325054+0.0267702j 0.0423273-0.00415572j -0.0217381-0.00939566j 0.0131226-0.0159943j -0.013399-0.0100625j -0.0346564-0.00211528j 
-0.00707576-0.00620941j 0.0217553+0.00549018j 0.0122666-0.00444821j -0.0102879-0.00166195j -0.000657663-0.00228926j -0.0143523-0.0135527j 0.0174088-0.00329442j -0.019609+0.0159285j 0.0274213+0.013351j -0.0400695+0.0117522j 0.00846161+0.00874243j 0.0168761+0.0142371j -0.0169845-0.0151906j -0.0527034+0.00886667j -0.000150231-0.00368783j -0.0182772+0.028542j -0.00609159-0.00464728j -0.0199013-0.0166343j -0.0178331+0.00579886j 0.0088276-0.0078657j -0.00564061-0.00565231j -0.0232391+0.00874971j -0.0093175-0.0119232j -0.0190355+0.0157451j 0.000948965-0.00643235j 0.00670632+0.00401023j -0.00314837+0.00612643j 0.00728285+0.0041696j -0.00108285+0.00467165j 0.0192222+0.0135333j 0.0266265+0.0210764j 0.0320398-0.0181976j 0.0280577-0.0126986j -0.00485957+0.00440979j -0.069191-0.0603521j -0.023773-0.0298224j -0.00161848-0.0126292j 0.00183224+0.0686762j 0.126722+0.0800933j -0.00883412-0.061066j 0.0307194+0.120792j 0.103244-0.171714j -0.137155-0.00898763j 0.167089+0.0744405j 0.0778737-0.104181j 0.137365+0.10671j -0.172702-0.282331j -0.054065-0.153046j 0.076257+0.0938109j -0.0144697-0.0854455j -0.0829848+0.0599539j -0.349584+0.0494642j 0.0531004-0.00199401j 0.0310251+0.0162316j 0.0021072-0.0166702j 0.0689637+0.00281939j -0.0125151-0.0265961j -0.0109642-0.0963394j 0.0866531-0.00203404j -0.103295-0.146258j 0.0210445+0.054093j 0.0838115-0.0279536j -0.00865042-0.0303971j -0.000543013-0.0130635j -0.0186808+0.0451987j 0.0232604-0.00873885j 0.0335817+0.0339865j 0.0120088-0.00860742j 0.0266148-0.0126749j 
-0.00417514-0.00335712j -0.0288007+0.0443097j -0.0396671-0.0491259j 0.00601031+0.0317672j 0.00429312-0.0121991j 0.0544632+0.0252431j 0.0267575-0.0268244j -0.00375193+0.0346181j 0.0274556-0.0151197j -0.00405311-0.00958123j 0.0335814+0.0103499j -0.0451954-0.00957293j 0.0330896+0.0220464j -0.00556292+0.0286962j 0.00996188+0.00425729j -0.00907517+0.0188936j -0.0107024-0.00243614j 0.00389188+0.0107941j 0.0223528-0.000916365j -0.0224026-0.00628501j 0.0116152-0.0200814j -0.00908719+0.0155124j 0.00978155+0.0162871j -0.00306745-0.00841076j -0.00353809+0.0032804j 0.00569642-0.00678959j -0.00691256+0.0107367j 0.011464+0.0145434j -0.0109579+0.00349684j -0.0447289+0.0130185j -0.0640466+0.0396988j -0.0691941-0.0993204j 0.0129788-0.0835929j -0.0312555+0.0707957j 0.128457+0.137079j -0.0859486-0.0241835j -0.181396+0.147629j 0.114351+0.0487378j -0.0568224-0.131496j -0.13083-0.0246758j 0.00373171+0.0643529j 0.103576+0.039337j 0.232748+0.0576801j -0.104335-0.043485j 0.122378+0.0599856j 0.0370047+0.0925162j -0.0314621-0.0023536j 0.107929-0.141781j -0.0796615+0.185126j 0.130323-0.169936j 0.0369114+0.118599j -0.0038088-0.0133983j -0.00762898+0.0176644j -0.293623-0.0488495j 0.013782+0.0959863j -0.121123+0.0403807j -0.0251864-0.0107887j -0.126236+0.18151j -0.10505+0.138492j -0.0108465-0.137156j -0.102888-0.222476j -0.069256-0.0355549j 0.000768461-0.0882506j 0.0172201+0.0469446j -0.0332253-0.0726217j 0.017393+0.112948j -0.0495883-0.0476636j -0.0515813-0.0237141j 0.0803248-0.0286075j 
0.0176749+0.0191216j 0.0146844+0.00327228j -0.00292958+0.00508762j -0.0107513-0.0119783j 0.0115432-0.00123742j -0.00463314-0.0152385j -0.0104534+0.00581708j -0.00824518-0.00017771j -0.0201817-0.0282602j 0.0214317+0.0149489j -0.00986379-0.024323j 0.0152334-0.0378311j 0.00187669+0.0312035j 0.0264517+0.00774407j -0.0263445-0.0233561j -0.0081806+0.0327014j 0.0115755+0.0111214j 0.00656111+0.00172584j 0.00696498+0.00118207j -0.00496985-0.0117882j -0.00097455+0.0215158j 0.00475359+0.00444321j 0.00180941-0.0115351j -0.0148208+0.00856131j -0.00264394-0.00124571j -0.00261478+0.00782518j -0.00086019-0.0050097j -0.00511698+0.00684799j -0.0109672-0.00502217j 0.0152798+0.0376576j -0.00483-0.0184107j -0.00728199+0.0266762j 0.00907155+0.020189j -0.0219941+0.0123086j -0.00746411-0.107444j 0.0244048+0.0198583j -0.0147775-0.0589834j -0.0808818-0.0815921j 0.0185711+0.140502j 0.143275+0.0117915j -0.0627302-0.00958859j 0.096633+0.152325j 0.0180244-0.123269j -0.135359+0.107139j 0.0284996+0.225262j -0.15143+0.238155j 0.121922-0.00324131j 0.0857857-0.0510699j 0.0472382-0.102067j 0.0755576+0.0117564j -0.028671+0.079314j -0.2443-0.0697249j -0.0309743+0.0646124j -0.0151291+0.0366821j 0.065214+0.0795365j 0.0110825+0.0258813j 0.0181014-0.0193603j -0.0344275-0.0341104j -0.0256953+0.000563187j 0.031849+0.00538441j 0.0882854-0.0226759j 0.0286499+0.0621328j 0.0300309-0.00478706j 0.0128653+0.0522584j -0.00348002+0.0348754j -0.0335821-0.056217j 0.0404149-0.0142773j -0.0436104+0.0263026j 0.0069089-0.0111528j 
-0.0095198-0.0258095j 0.00288698+0.0130482j 0.00121936-0.00812157j 0.0144434-0.010762j -0.0363491+0.00252164j 0.0028068+0.025328j -0.0140442-0.0342648j -0.00567766+0.0421555j -0.00300514-0.0360894j 0.00393871+0.0110313j 0.0106188-0.00408947j -0.0101182-0.0235875j 0.0202815-0.0168816j -0.0408535-8.546e-05j -0.011267+0.0164113j -0.00542913+0.0122467j 0.00792905-0.0102583j -0.00069505+0.00169713j 0.0298291-0.00483509j 0.00980366+0.00198484j 0.0018232+0.00227241j 0.00405884-0.0202064j 0.00151518+0.00588305j 0.01808-0.0124982j 0.00332602+0.00123118j 0.00737426-0.00691989j -0.00421721+0.00624257j 0.00815257-0.00546615j 0.00659907+0.00849382j 0.00302944-0.0257391j 0.013493+0.0290261j 0.0148283-0.0137584j -0.0187965-0.010501j 0.0628356+0.0251492j 0.0273223+0.181591j 0.0597566+0.0461413j -0.0477973+0.138612j 0.118817-0.0879713j -0.00771381-0.149326j -0.115264-0.0322422j -0.228659-0.14695j 0.170826+0.165205j -0.162198+0.132908j 0.165283+0.0893401j 0.137564-0.160235j 0.126083+0.0884261j 0.221605-0.148822j 0.0799589+0.108516j -0.0544848-0.108059j 0.0384699+0.0294991j 0.0537289-0.0860757j 0.158212+0.0689534j -0.027341+0.0572979j 0.0660636-0.104488j -0.000739461-0.117395j 0.14426+0.159258j -0.00358474-0.0651956j -0.0094535+0.0217917j -0.05032+0.104113j 0.0470424+0.127815j -0.0329501+0.0633598j 0.00212291-0.0389309j -0.0469742+0.061369j 0.0480909-0.0393128j -0.000140221-0.0726226j 0.0204213+0.0648666j -0.0279096+0.0257451j 0.035402-0.032506j 0.00862387+0.000764608j 
-0.00104446+0.0381456j -0.0474635-0.052942j 0.0242866-0.00547333j 0.0193362+0.0339712j 0.0139447+0.0465606j -0.0438591+0.0261562j 0.0483751+0.00610323j 0.0313324+0.00603498j 0.00383434+0.011921j -0.0323203+0.00356937j 0.0335724+0.00349558j -0.00701877+0.0524241j 0.0124329+0.0386424j 0.016362-0.000289007j 0.0162058+0.0135596j 0.0113179+0.0167148j 0.00324531-0.00263454j 0.0194557-0.00725645j 0.0044991-0.0243153j 0.0111114+0.0111009j 0.0003286-0.0143974j 0.00620261+0.015741j 0.00735578+0.00401291j 0.0167844+0.00914401j 0.0168756-1.8658e-05j -0.0167707-0.00500773j 0.00567389-0.0115935j -0.0182096-0.0138889j 0.00911734-0.0120793j -0.0324882-0.0243659j -0.0205307-0.0764856j 0.0028803+0.0194608j -0.00784027+0.0130888j -0.00694306-0.197638j -0.228934+0.0488479j -0.199818-0.0561178j 0.0987956+0.0250888j 0.128814-0.0862345j -0.090978-0.242657j -0.290292+0.184136j -0.0630655-0.12872j -0.0694271-0.0491983j 6.27191e-05+0.0370055j 0.103333+0.142753j -0.122454+0.0117148j -0.0984037+0.0659347j 0.0800869+0.137616j -0.010098-0.0922142j 0.138261+0.0550939j -0.0897185-0.153004j -0.0695679+0.0974758j -0.0461005+0.0259551j 0.110765+0.105298j -0.0184516-0.105711j -0.162302+0.0578094j 0.0826906+0.0690493j 0.0359799+0.0686586j 0.0628731-0.0587022j 0.0114903+0.0117652j -0.16217-0.0243954j -0.0471989+0.0552885j 0.00727207+0.0249226j -0.0336067+0.0098553j -0.0270197-0.107887j 0.0273395+0.0401004j 0.027647-0.0423904j -0.0653984-0.00302258j 0.0276548+0.0368119j -0.0908996+0.0383653j 
0.0140626+0.0464609j -0.00659834+0.00480307j 0.0470113-0.0169308j 0.0216476-0.0130995j 0.0194868+0.0494642j 0.011098+0.0411761j 0.0320417+0.0228651j 0.0377155-0.00915675j -0.0163481+0.00930061j 0.0322551-0.00514878j -0.00167592-0.0156109j 0.00341567-0.0128788j -0.0291164-0.0149195j -0.0220495+0.0362399j -0.00061973+0.0160139j 0.00218392-0.00320836j -0.0014922+0.00357159j 0.00787766-0.00584605j 0.00422791+0.000805093j 0.000512905-0.0058389j -0.0119375-0.015388j 0.00423059-0.012849j 0.000721464-0.0055569j 0.00379647+0.010129j 0.0177705-0.0130357j -0.00330611+0.00427728j -0.00824671-0.00146718j -0.00375511+0.00466964j -0.00470672-0.00206881j 0.00962401+0.0338623j 0.00800497-0.0288734j 0.0933209+0.0517678j -0.0236908+0.0474429j -0.0657733-0.209184j -0.0105183+0.144088j -0.152147-0.0915981j 0.0236038-0.0970968j -0.161199-0.0257123j -0.0245203+0.14187j 0.0395755-0.00230702j 0.00984165+0.186796j 0.199541-0.27495j 0.167785-0.118786j 0.0309623+0.0983146j -0.0446817-0.137658j -0.00788882+0.0368198j -0.109696+0.121898j 0.159062-0.0247313j -0.175091-0.201485j 0.0394739-0.0286502j -0.122509+0.0136153j 0.190725-0.108348j 0.0729404+0.123313j -0.0640388+0.0508981j -0.0315659-0.0698323j -0.0480651+0.00961176j 0.0258784+0.0573392j 0.047674+0.0169425j -0.0652703+0.0195905j -0.04467+0.0367094j 0.0278075+0.040208j 0.125044+0.0894002j -0.015042+0.0101099j -0.0199128-0.149252j -0.0199781+0.00630715j 0.00466679-0.0522119j 0.0127927+0.0480342j -0.00286768+0.0239501j -0.0299323-0.00842329j 
-0.0756003-0.0528077j 0.0236845-0.0416511j -0.00904424-0.070712j -0.0513259+0.00229198j 0.0168059+0.0231672j 0.0114246+0.00581336j 0.00281674-0.0133412j -0.00062129-0.0391434j 0.0491268-0.0271376j 0.00633952-0.00653752j -0.0258942-0.0020092j -0.0140215+0.0043757j -0.00113074+0.0189383j 0.0034579+0.0132078j 0.00225053+0.00103308j -0.00285435-0.0150735j -0.012503-0.00882242j -0.0104124-0.0243241j 0.000947646-0.0110604j -0.000479895+0.0143007j 0.00572081-0.00216407j 0.00741892-0.00963649j -0.0145531+0.00379922j -0.0162731+0.00827675j 0.00335823+0.00318861j 0.00917915-0.00260543j 0.00849073+0.00812694j 0.0181549-0.00524559j 0.0105741+0.0236794j -0.019012-0.092172j 0.0785447+0.0310534j -0.00449853-0.161748j 0.173271-0.0076482j -0.0704969-0.0403546j 0.107193+0.0517898j 0.00614825+0.0265878j 0.0937474+0.025928j -0.00856356-0.229551j -0.0128249+0.121659j 0.0214087-0.0394047j 0.212385-0.121524j -0.115175+0.0670914j 0.113832+0.0815705j -0.110113-0.230351j 0.152986-0.114021j 0.149899-0.017666j 0.034757-0.0465748j 0.184945+0.116575j -0.0822166+0.0898522j 0.0293191+0.0179641j 0.0340841+0.140277j 0.00620273+0.0211879j 0.0640685+0.0459711j 0.131685+0.0380694j -0.0546803+0.164754j 0.0423899+0.0925812j 0.0374432+0.0687161j 0.0371822-0.049064j 0.228422+0.122154j -0.0716899+0.013168j -0.0100479+0.0243136j 0.0347746-0.00924396j -0.078546-0.0122557j 0.0468982-0.0173793j 0.052094+0.086713j 0.0178152-0.0345631j 0.0474389+0.0208029j 0.0517886-0.0636141j 0.0611628-0.00403925j 
0.027612-0.00917151j 0.0649097+0.0464114j -0.0337441-0.0348842j 0.0447517+0.0806627j 0.0227604+0.0169623j -0.0343848+0.0492746j 0.0385727+0.0300457j -0.00781869-0.0172663j -0.0403084-0.0412184j 0.00342545+0.000164177j -0.0147327+0.0176636j 0.0240107+0.017143j 0.00410265-0.00171672j 0.000784661-0.00342425j -0.0103441+0.00778346j -0.00658582+0.00590135j 0.00590048-0.00702815j -0.002954-0.00645376j -0.00719994+0.0149088j 0.0108985+0.0158609j -0.0166441+0.00277315j 0.00746217+0.00736607j 0.00772593-0.00981488j -0.0151131+0.0024359j -0.001248-0.000685553j 0.00567039+0.0134112j -0.0146927+0.00277793j 0.00948638+0.0226498j -0.0199243-0.00616525j 0.065968+0.0398459j 0.0180185+0.0606757j -0.123714-0.0214159j 0.000587315-0.198978j -0.103489-0.102709j -0.139929+0.238271j -0.194827-0.118881j -0.111591-0.308365j -0.154657+0.119224j -0.0206062+0.0390027j -0.0861062+0.117975j 0.00992869-0.116006j 0.0480312+0.0734353j 0.114308-0.0780145j 0.0360565+0.190933j 0.150057-0.162264j -0.0844041-0.193422j -0.01232-0.0478885j 0.0793333+0.00188322j 0.0816991+0.0669629j -0.103906+0.0997474j 0.191489-0.0237454j -0.0141418+0.0592723j 0.101419-0.0103681j -0.00251231+0.0129347j -0.0913544+0.106188j -0.013484+0.00996885j -0.0251184+0.00773643j -0.00237616+0.0197795j 0.0601576+0.0316804j 0.052942-0.00994909j -0.0635952-0.0106968j -0.024432+0.0067467j 0.0662138-0.0262125j 0.0693044+0.0513767j 0.0124653-0.0292993j -0.0665412+0.00934503j 0.0292441+0.0262112j -0.0715786-0.00588271j 0.0316745-0.0590461j 
-0.216897-0.0858383j -0.111507-0.160763j -0.0121108+0.0304435j 0.0157088+0.00790738j 0.0165872+0.0504883j 0.03093+0.00341482j -0.00586465+0.0581769j -0.0254362-0.00550702j -0.00440319-0.01669j 0.000587204+0.0238324j -0.00834156-0.0245487j 0.0129565+0.00271026j 0.00209219+0.000190245j -0.00952665+8.97625e-05j -0.00565634-0.00807008j 0.000373405-0.00222483j 0.0060684+0.0158376j 0.00568416-0.00671406j -0.0124332-0.0240809j -0.00159722-0.00579332j 0.0025975-0.00294458j 0.00397551+0.0173874j 0.0203189+0.0119484j 0.015962-0.0208906j 0.00337119+0.00365838j -0.0198885-0.00867446j 0.00737736-0.0147404j -0.0249693-0.0490136j 0.0520061-0.00282756j -0.352501-0.175863j -0.0904174-0.173622j 0.0171698+0.0915591j 0.015746-0.00726666j -0.0811937-0.0676591j -0.06132+0.0199095j -0.0308242-0.10827j -0.129279+0.0439107j -0.0290154-0.128594j 0.36291+0.220731j -0.1097+0.270149j 0.0137482+0.133981j 0.006493+0.0649368j -0.103146+0.0239091j -0.0253107-0.0220895j -0.0250903-0.00480697j 0.0317919-0.0415837j 0.0175645-0.0187403j -0.0161348-0.0182207j 0.0227396+0.0235998j 0.179457+0.0655061j -0.025929+0.0370132j 0.0126953-0.0355671j 0.00286152+0.0109898j -0.0338869+0.0125086j -0.00543357-0.0324628j -0.0136709+0.00891217j 0.073162-0.0298985j -0.123043+0.0523681j 0.01991-0.0396741j -0.0261332-0.0510194j -0.0772402+0.01275j -0.122192+0.0523429j -0.000870399+0.00272971j -0.0800244+0.0383118j 0.0386204-0.0086303j 0.0457278+0.0393301j -0.108387-0.00616811j 0.106963-0.0407321j -0.0216534+0.0595398j 
0.110408+0.174645j -0.209685-0.094322j 0.00611177+0.00666746j -0.0191673+0.031424j -0.0215461-0.00345386j 0.00371121+0.0613806j -0.0356241-0.00343042j 0.00555478-0.0341467j 0.0125528+0.00525968j -0.0130441-0.00381426j 0.00917532-0.0141652j -8.72847e-05-0.0083793j 0.00018776-0.0100349j -0.00907701-0.0189402j -0.00805451-0.00237883j 0.00290906+0.0128789j 0.0104263+0.000232033j -0.00776635-0.0151071j 0.00986119+0.00945637j -0.00522571+0.0043458j -0.0103735+0.00951641j 0.00813874+0.0233419j 0.00806482-0.0267216j -0.0106847-0.00416427j -0.00525561-0.00704603j 0.00229452+0.0249397j -0.0165903-0.021952j -0.05914-0.00933175j -0.0322233-0.0469354j 0.0796829+0.176826j -0.346948-0.183195j 0.0416962+0.0282927j 0.0335162-0.0847896j 0.0498579+0.0703021j 0.0893514+0.0133121j 0.0123607-0.0931864j 0.135169-0.0469314j 0.315938-0.0140418j -0.0735445+0.307921j -0.0751093-0.196438j -0.167745+0.0780547j -0.173836+0.0717028j -0.00230582-0.113471j 0.0693262-0.00212769j 0.0839501-0.0859869j 0.0831751-0.0349228j 0.0524186+0.00499676j 0.0121843+0.0545817j 0.0068082+0.0340371j 0.047631-0.112684j 0.0166302+0.0180286j 0.0300963+0.0180257j 0.0752315-0.0573732j -0.0444101-0.0121371j -0.0783841+0.0677602j -0.0241452-0.0227102j 0.0123953-0.022906j -0.0260887+0.0370031j -0.0288894-0.0569164j 0.0544533-0.00318812j -0.054742+0.0138061j 0.0128339+0.0858561j 0.138125-0.0246554j -0.0120535-0.0074738j 0.0408007-0.00690309j -0.0989421-0.0261109j -0.03318-0.0217498j -0.0418016+0.0607114j -0.11016+0.0405993j 
-0.0362648-0.0141985j -0.0213843-0.0577149j -0.00641236+0.0250931j 0.00705082-0.00373487j -0.00124178+0.0108363j 0.0069966-0.00573422j 0.0101182+0.018236j -0.00294323+0.00494127j 0.00603998+0.00798466j 0.00622245+0.00825614j 0.00363585-0.0153807j -0.00434825-0.000882418j 0.00218597+0.00720544j -0.00186107-0.00398095j -0.00128794+0.00230323j 0.00326395+0.00536124j 0.017303+0.00914133j 0.00974501+0.000373398j -0.00747071+0.000988101j 0.00460396-0.0113269j -0.0235371+0.000426742j 0.00953692+0.00534721j 0.00825909+0.0115121j -0.0291192-0.000107634j -0.00526673-0.0284399j 0.0123151+0.00153101j -0.00939146-0.0089125j 0.00391478-0.00482032j -0.00485492-0.013774j -0.0803008-0.0844919j 0.0302307-0.0685267j -0.0450583+0.0553139j -0.00520121+0.0657553j 0.0216107-0.0301664j -0.00116878-0.0264945j -0.0420695+0.0175278j -0.0408067+0.0192599j 0.00884149-0.061669j 0.00150612-0.0144861j -0.00389341+0.0300501j 0.0714889+0.0467798j 0.0208959+0.0243897j -0.0175987-0.00340577j 0.0249727+0.0057621j 0.0408314+0.0238207j -0.00519549+0.0213323j 0.0452753+0.0221618j -0.0103048-0.000515734j -0.0155951-0.00398169j -0.10649-0.0196468j -0.0273817+0.00391449j 0.0288664+0.0334724j 0.0235743-0.0202269j 0.0430205-0.0118011j 0.00474465-0.00996132j 0.0452919-0.00969393j -0.0131736-0.0249399j 0.0613943+0.108715j 0.113411+0.0707532j 0.00578909+0.0756514j 0.166643-0.13012j -0.0727958+0.00132162j 0.0378347-0.0543478j 0.00370085-0.00692364j -0.0237426-0.00104073j 0.0126391+0.0307402j -0.0100794-0.0724916j -0.167299+0.122684j 0.0714838+0.109509j 
-0.0228553-0.0683185j 0.0365835+0.0205101j 0.0130306-0.0125808j 0.00931859-0.0214704j -0.00213295+0.00706065j -0.0113859-0.0181735j 0.0136746-0.013344j 0.00995258-0.0010336j 0.0128961-0.015996j 0.00687388+0.00394924j -0.00701655+0.00546008j -0.00348093+0.00881532j 0.00910275-0.000168826j -0.000487652+0.00348371j 0.00683632-0.00136958j 0.00434245-0.0063235j 0.00568677-0.00614505j 0.00550027-0.00656918j -0.00504541-0.00746236j 0.000984539-0.000381846j -0.0074615+0.0132089j 0.0022207-0.0109963j 0.0238089+0.00876783j 0.0162689+0.0293972j -0.0135248-0.000151458j -0.01608-0.0182466j -0.00217969-0.0084262j -0.00655864-0.00840644j 0.00361273+0.00383989j 0.0314038-0.0810006j 0.0793435+0.0934525j 0.0194349-0.0810017j -0.0517156+0.0365562j 0.00520334+0.021649j -0.0159194+0.0269181j -0.0484759+0.0303029j 0.0677112-0.0227374j -0.0314751-0.0188557j -0.0126577-0.0550213j 0.0455728-0.0243145j 0.0558143-0.0412926j 0.00964079-0.00706935j 0.0119801+0.0201439j 0.0364336+0.00842452j 0.0461435-0.0146245j 0.018796-0.0317691j 0.0300035-0.0454392j -0.0372231-0.00468021j -0.0253502+0.0100781j -0.00890532+0.0238728j -0.0197634+0.0399913j 0.0218884-0.0431849j -0.0306365-0.0447557j -0.0384113-0.0795933j -0.044123-0.00144595j -0.024044-0.0525906j -0.0287409-0.020208j 0.0792667-0.0190946j 0.0151861-0.159997j 0.100083-0.028059j -0.0758088-0.141948j 0.0512126+0.0851746j -0.00467418-0.0482813j -0.0504401+0.037519j -0.0132716-0.031033j 0.0180296+0.0902644j 0.0165451+0.0267507j -0.0594653-0.107468j -0.16122+0.125041j 
-0.0268032-0.0494949j 0.0103605-0.000584695j 0.0157156-0.00905821j 0.0195359-0.0163597j -0.000524194-0.00375152j -0.0105419-0.00305347j 0.0207822-0.00446131j 0.0221699+0.00856762j 0.015771-0.00268859j 0.00228207+0.00204755j -0.0203444-0.00134067j 0.00144777-0.000713623j 0.0173772+0.00188803j 0.00567748+0.00195266j 0.0080034+0.0013224j 0.000901354-0.00599638j 0.00622022-0.0184545j 0.0034823-0.00256495j -0.0130766-0.00299476j -0.0165894+0.013668j -0.000303403+0.0060919j 0.00226572-0.0139665j 0.00146772+0.0139714j -0.0111336+0.0219121j -0.0289874+0.00223925j 0.0200398+0.0114811j 0.00915464-0.0195006j 0.0267741-0.00873224j 0.0140998+0.00285083j -0.0193779-0.0286543j 0.0244677-0.0166472j -0.0119449+0.0168564j -0.00392339+0.014442j -0.00489927+0.000199788j -0.0038095+0.00666872j -0.010994+0.00557934j -0.009698+0.0329449j 0.00469341-0.0138216j -0.000883431-0.00739273j 0.0404264+0.00955457j 0.0261225+0.00648364j 0.00231118+0.0146036j 0.00443043-0.000552058j -0.0202041-0.00821136j 0.0328584-0.00476098j 0.0254141-0.00232961j 0.0169929-0.00716967j -0.000846596-0.0117086j -0.00350731-0.00757175j -0.0119071-0.0239056j 0.00770294-0.0161364j 0.0252623+0.0142337j 0.022672+0.00378212j 0.0348176+0.0155833j 0.000819078+0.0135245j 0.0175963+0.00156016j 0.0161274+0.0131313j 0.0424589+0.0122843j 0.00313777-0.00439943j 0.0212453-0.0257294j 0.0105685-0.0109137j -0.0172055+0.0143791j -0.0310317-0.00239521j -0.0149086-0.000405486j 0.0262362+0.00221293j 0.00403408+0.0220589j -0.0015075+0.000111804j -0.0388946+0.0295157j -0.00659618+0.0471868j 
-0.0152683-0.00575325j -0.0217514-0.0436186j -0.0216267+0.02453j 0.00938739-0.00758164j -0.00851937+0.00168456j 0.0134702-0.0148934j 0.00738409+0.00933752j -0.00762166+0.00599893j 0.00605793+0.00724985j 0.00115268+0.0120801j -0.00459856-0.00934609j 0.000741491-0.00584707j 0.00417593+0.00982133j -0.00243663+0.0013896j -0.00286156+0.00561985j 0.00457514+0.00322013j 0.0154658+0.0183055j -0.0047117+0.00165282j -0.00129934-0.0237792j -0.00771966-0.00360145j -0.00716347-0.0153849j 0.012717+0.000965163j -0.0125055+0.00474471j -0.0151472+0.00375649j 0.0124099-0.0190061j -0.0132277+0.0150185j 0.016823+0.011755j -0.00204566+0.000402727j 0.0172549-0.0022141j -0.0288955+0.00939123j -0.017902-0.0280061j -0.0154915+0.0188834j 0.00384421+0.00140823j 0.00434381+0.008527j 0.0147306-0.0383306j 0.0155519+0.0048206j -0.0146716+0.0136973j -0.00148909-0.0145678j 0.0360498-0.00425807j 0.00275996+0.0206735j -0.0243016+0.0132653j -0.00836575+0.0137791j -0.0101073+0.00390751j -0.0237352-0.010493j -0.0133071+0.00136371j 0.00723019+0.00634452j -0.0055495+0.00727654j 0.0306152-0.00467442j 0.0248375-0.00717932j 0.00502926-0.050617j 0.0176344-0.00361413j 0.00189114+0.0292422j 0.0127634+0.032038j 0.0203533+0.0259925j 0.00241802-0.0181846j 0.0167324+0.00184884j -0.0127747+0.0169198j 0.0311302+0.0272736j -0.0181405-0.0267389j 0.0364036+0.0502743j 0.0117804+0.0171309j -0.00805051-0.0356202j -0.0104497-0.0181027j -0.0100523-0.039599j -0.0106513+0.0403725j -0.0219739+0.00235305j 0.000397328-0.0157583j 0.00291622+0.0451523j 0.0325541-0.0270669j 
