-0.00185308+0.00964007j 0.0116632-0.00125084j -0.00871648+0.0120184j 0.0078795+0.0145571j 0.0138193-0.0032261j -0.00450271-0.0209468j -0.011966+0.0155356j 0.00233243-0.0111473j 0.0254402+0.0140772j 0.00321152+0.0129666j -0.00950344-0.0264894j -0.00103924-0.0224637j 0.0161342+0.0215668j 0.00595958-0.00962492j -0.00567966-0.00556507j -0.0181596-0.00722906j -0.00890171+0.00542431j 0.0059343+0.011619j -0.00158697+0.0066226j -0.0319843+0.00794652j -0.00711279+0.0129675j 0.0179289+0.0233912j 0.00703919+0.0163674j -0.0122174+0.0186118j 0.0220974+0.00153902j 0.00491106+0.00693217j 0.00869752-0.000273339j 0.00232858+0.00232742j -0.0059973-0.00853108j 0.000987005-0.000756512j -0.0101242+0.00996935j -0.00138346+0.00439128j 0.00223854-0.000718425j -0.00141733+0.0039376j 0.00784663+0.00932276j 0.00454425+0.00687164j 0.000284953+0.00569437j 0.000687689-0.00884347j -0.00122505-0.00400472j -0.00336903-0.00916541j -0.00250015+0.00472928j 0.00294378-0.00273167j 0.0130897-0.000831236j -0.0105304-0.00627377j -0.00254334-0.00157226j 0.0117004-9.93889e-05j 0.000488784+0.00423358j -0.00321556+0.0103783j -0.000575832-0.00082418j 0.0084934-0.0088829j -0.00868755-0.00359336j 0.00404345+0.00954997j -0.00521604+0.00971489j 0.00510204+0.00659253j 0.00384746-0.003254j 0.00315588-0.00824769j -0.000674991-0.000874814j -0.00629721-0.000223172j 0.000110813-0.00896478j 0.00884684-0.00570569j 0.0141436-0.00172138j 0.000809343+0.00297493j 0.0103701+0.000626382j 0.00462502+0.000885434j -0.00619687-0.00577258j 0.00935463+0.00786585j -0.00373781-0.00595917j 0.00534073+0.0136287j -0.0022511-0.00529367j 0.0018493+0.00260823j 0.00728203-0.00792348j 0.00191458+0.000228631j -0.00311772-0.0012531j -0.000240544+0.00499884j -0.00479702+0.000714759j 0.00791504-0.000669059j -0.00011247-0.00263867j 0.00545369-0.00341586j 0.000362112-0.00207153j -0.00947161+0.00235308j 3.69692e-05-0.00304034j 0.00413524+0.00705522j 0.000299678+0.000281466j -0.00588171+0.00300338j -0.00258392-0.00141973j -0.000227747+0.000813813j 0.00466608+0.00332286j -0.00142246+0.000896403j -0.00140255-0.00313856j 0.00306475+0.0115847j 0.00931318-0.00214851j 0.00364976+0.00760698j 0.010479+0.0029489j -0.0382352+0.00125162j -0.005711-0.0375179j 
-0.00101405+0.00116719j 0.00297843-0.000607056j -0.000993298-0.00242529j -0.00255807+0.00431645j 0.00452447+0.00111821j 0.00789152-0.00191284j 0.0121767-0.00435748j -0.00157694-0.00167345j 0.008385+0.00537193j 0.00853981+0.00177139j 0.000515675-0.0152071j -0.00609048-0.0110663j -0.00131101-0.0167407j 0.000680807+0.0108805j 0.00599927+0.00632234j -0.00295269+0.0123949j -0.00958732-0.0182138j -0.0107003+0.0143178j -0.00293262+0.00493867j 0.00756551+0.00288712j 0.00354275+0.00118079j 0.00786664-0.000140381j -0.00888163+0.00143749j 0.00183227-0.00930994j 0.00394861-0.000597492j -0.000340566+0.001581j -0.0010647-0.00291598j -0.00443312+0.00274715j 0.00569301-0.00705467j -0.00215886-0.00220679j 0.00515289+0.00160948j 0.00745643-0.00035445j 0.0101851-0.00354824j -0.00211677-0.00104154j -0.000853494+0.00164291j -0.00475183-0.000997843j -0.00146611+0.00158992j 0.00266768-0.00345665j -0.00613729-0.00767543j -0.00457058+0.000806788j 0.00259485-0.000244557j 0.00547356+0.000405376j 0.0112224+0.00236662j -0.000554683-0.000888882j -0.00248734-0.00209297j 0.00580556+0.00736364j -0.00129959+7.82995e-05j 0.00327464-0.0061574j -0.00228625+0.00102846j -0.00185102+0.00806148j 0.00443232-0.00328701j 0.00556833+0.00567193j -0.00540832-0.00290497j -0.00898585+0.00201883j -0.00278449-0.000773844j -0.00571706-0.00935498j -0.00583121-0.00366953j 0.00124534-0.000641839j -0.000839064-0.00583408j 0.000206073+0.00100578j 0.00103783-0.00189984j 0.0151428+0.00216014j 0.00177914-0.0018094j -0.00236467-0.00134027j 0.00505804-0.00241841j 0.00232034-0.00186823j 0.00354483+0.00126141j 0.00109694-3.80669e-05j 0.0099555+0.0110532j -0.00427352-0.0126084j 0.00738469-0.00719143j -0.000922758+0.0046957j 0.00313856+0.00255358j 0.000140356+0.00037975j -0.00417204+0.00419057j 0.00315964+0.000427984j -0.00343192-0.00598691j -0.00555101+0.00180807j 0.00126108-0.00754072j -0.00816731+0.00472609j 0.00827386+0.0101962j 0.000862883+0.00248933j -0.00626155+0.00687442j -0.00138883-0.000442815j -0.00111232+0.00450519j -0.00712936-0.00828425j -0.00427968+0.00277843j 0.00845257+0.00418417j 0.000341493-0.00721554j 0.000725831-0.000575799j -0.00271618-0.00230308j 0.00157349+0.00207314j 0.00488093-0.00392681j 0.00102919-0.00152922j -0.00278447-0.000918253j 
-0.00411025-0.00339063j 0.00374337-0.00277094j -0.000740956+0.00761511j -0.0038081+0.00493591j -0.000771137-0.00334238j 0.00965047-0.00835211j 0.0046301-0.00114675j 0.0010701+0.00836119j -0.0056318-0.00250465j -0.00318336-0.00768571j 0.00123073-2.79818e-05j -0.00930994-0.0152065j -0.0117335+0.0180211j 0.0165026+0.00546348j -0.00267433+0.0156561j -0.001655+0.0106202j -0.0120819+0.00527695j 0.00244293-0.012158j 0.00269578-0.000798103j 0.00312027+0.0128488j -0.00911183+0.00962762j -0.00448412+0.00559188j -0.00465837+0.0054373j -0.00436293+0.0108084j -0.00878443+0.000452002j -0.00206298+0.00820467j -0.0128472+0.000836855j -0.00999504+0.00344085j -0.000752738+0.0016033j -0.000861416-0.00336154j 0.0107321+0.00409745j 0.00873441-0.00259934j 0.0025877+0.00311827j -0.0001188-0.00181562j -0.00459937+0.00738908j -0.00366955+0.0013797j -0.0132745+0.00441068j 0.0168029+0.00191646j -0.001101+0.00318759j -0.0041903-0.0116676j -0.0136274-0.0073336j 0.00557904-0.00817134j 0.00364071-0.0100362j 0.005189+0.00418595j 0.00466073-0.00631624j 0.0025212+0.00687271j -0.00498805+0.000747957j -0.00106097+0.00111534j 0.00420062+0.00923591j 0.00476185+0.0101419j 1.85288e-05+0.00533001j 0.00236448+0.00782188j 0.0031715+0.00116646j -0.00283464-0.00440568j -0.00374288-0.00129496j -0.00208603-7.49078e-06j 0.00286596-0.00801269j 0.000990524+0.0041871j 0.00208632-0.00425381j 0.0013871-0.00449014j -0.00456464+0.00131639j -0.0024465+0.00195319j -0.00440594+0.000830507j -0.00226922-0.00537301j -0.00958912-0.00162621j -0.00313922+0.00761179j 0.0067843+7.64504e-05j -0.000941305+0.00366585j -0.00531381+0.0134585j 0.00721161-0.00296634j -0.00300391+4.48948e-05j -0.000392307+0.00056924j 0.00365928+0.0051957j -0.00354851-0.000752002j -0.00418659+0.00199281j -0.00588353+0.00110729j 0.004885-0.000441717j 0.0108132+0.000787473j -0.00271198+0.00621968j 0.00353303-0.000350523j -0.00225287-0.00259287j 0.0037045-0.00239809j -0.0018648+0.0103517j 0.000896268-0.0012051j -0.00336384-0.000728726j 0.00572578-0.00244401j -8.74739e-05+0.00498168j 0.000432868-0.0026228j 0.000575269-0.00745798j -0.00271508+0.00246126j -0.00243605-0.0104399j -0.0037311+0.00140507j 0.0020272+0.00138103j 0.000925976+0.00694989j 0.00353616-0.00272473j 
-0.000847189-0.00288206j -0.00194752-0.00245852j 3.23593e-05+0.00526204j -0.000984462+0.00505607j -0.00195834-0.000674771j 0.00510508-0.00556889j 0.0119901+0.00128629j -0.000590791+0.00170015j -0.00266171+0.0134296j 0.000907622+0.00668823j 0.000531126-0.0083633j -0.015294-0.00462886j 0.0104401-0.00247186j 0.00547144-0.00165246j -0.00973461+0.0175065j -0.0154567+0.0122019j 0.0101282-0.0129285j -0.00679234-0.0042705j 0.00702356+0.000620651j -0.00633902-0.00314035j -0.00828259+0.00360601j -0.00582116+0.00551223j -0.00103603-0.000748081j 0.00344824+0.00317539j -0.00553137+0.00702376j 0.000387668+0.00223595j -0.00401643+0.00708777j -0.00258875+0.00154143j 0.00405599+0.00738951j 0.000949161+7.31716e-05j 0.00103048-0.0122132j 0.00929676-0.00318798j 0.00323226-0.000168552j -0.00142668+0.00455687j -0.00328327-0.00163218j 0.00538898+0.00654134j -0.0038183+0.00609462j 0.0106203-0.00842492j 3.15849e-06-0.00477074j -0.00773461+0.00762459j -0.00122272+0.00813143j -0.00395006+0.00379762j 0.00372829+0.00355363j 0.0029694-0.00714687j 0.00292209-0.00100754j 0.000498395-0.00156388j 0.000729705+0.00372126j -0.00362236+0.000379718j -0.000913271-0.0104027j 0.00240306-0.0104383j -0.000397023+0.00339794j 0.00847446+0.00360249j 0.00630392-0.00284304j -0.000505613+0.00388591j -0.00593601-0.000427682j -0.00457414-0.00362926j -0.00119414+0.00785727j 0.00235361-0.00446747j -0.000208646-0.00172968j -0.00402582+0.00100528j -0.0078425-6.51154e-05j -0.00448068-0.0101701j -0.00633892-0.00150507j 0.00195214+4.00555e-05j -0.00326303-0.0085171j -0.000135982-0.0113424j -0.00454756+0.00268806j 0.00119244-0.00498199j 0.00473016-0.00643499j 0.00267352+0.00781409j -0.00259297-0.00218423j 0.00756389+0.00229201j -0.00358211+0.00312606j 0.00152988-0.0123465j 0.00451113+0.000477519j -0.00430613-0.00273788j -0.000201624+0.00536345j -0.00382555+0.00763794j 0.00561-0.00910504j -0.00595537-0.00205331j -0.000730862-0.000371944j -0.00148935-0.00124383j 0.00244804-0.00651236j -0.00259306+3.4159e-05j -0.00251173+0.00130844j -0.00421783+0.00594879j 0.00580382-0.00242328j -0.00261551+0.00308261j -0.00592498-0.00753433j 0.000339888+0.00268408j -0.0049774-0.00119777j 0.000140008-0.00171721j -0.00347807-0.00348488j 0.00104966+0.000692184j 0.00197412-0.00445239j 
0.00285672-0.00570781j -0.0025297+0.00207563j 0.00316462+0.00139244j 0.0039937+0.00146337j 0.00242876+0.00333614j -0.00494652+0.00464862j 0.00103773+0.00718766j -0.00987215-0.0090119j 0.00395516+0.00629321j 0.00657597+0.00351777j -0.00336156+0.000775467j 0.00240435-0.006499j 0.00932486+0.00445318j -0.0101414-0.00203381j 0.0161886-0.00917768j 0.0160346-0.0103006j -0.00719083+0.00406202j -0.00170723-0.00655022j -0.0064792-0.00508558j 0.00553058+0.0152207j 0.0163086+0.000167445j 0.0148062+0.0109421j -0.00303097-0.000957539j 0.00453547-0.00777577j 0.00464542+0.0135368j 0.00639929+0.00266716j 0.00337453+0.00247425j 0.00971923-0.00648212j 0.000176175-0.00729748j 0.00636881+0.00078212j -8.12086e-05+0.0163623j -0.00049036-0.00132878j -0.00494126+0.00710093j -0.00288847+0.00344421j 0.00136127-0.000953974j 0.00125826-0.00118421j 0.00279617-0.00415973j -0.00124543-0.0044799j -0.00314577+0.00126073j -0.00190544-0.00113386j -0.0101424-4.14969e-07j -0.00532446+0.00140868j -0.00404246-0.00553892j -0.00147373+0.00653731j 0.00586159-0.00340958j -0.0044549-0.00492006j -0.00325007-1.46912e-05j -0.00570499+0.000762342j -0.000933805+0.00304686j 0.00600782-0.00500283j 0.000771442-0.0042266j -0.00327661+0.00491315j 0.00150735+0.00156442j 0.00592123+0.00258167j -0.00189891-0.00268422j -0.00431685+0.0022928j 0.00444971-0.00355221j 0.00253198+0.000644458j -0.00581423-0.00185051j -0.00286076+0.0019344j -0.00602206-0.00167048j 0.00144115+0.000895455j -0.00601079+0.00764874j 0.00591849-0.00201726j -0.000327861-0.00121765j -0.00154598+0.00497428j -0.00716941+0.00152677j -0.00114189+0.00153533j -0.000940487-0.00095119j -0.00385741+0.00347999j -0.00600548+0.0068611j 0.00921604+0.00655182j 0.00206601-0.00570194j -0.00401295-3.18163e-05j 0.00315991+0.0030177j -0.00476916+0.0039253j -0.00606186-0.00259782j 0.000852726+0.00533061j -0.00405133+8.31579e-05j 0.00259856-0.00416614j 0.00361284+0.00212436j -0.00485896-0.000392484j 0.00498487-0.00431074j 0.00131198+0.00152443j -0.00668796-0.00372426j 0.00432318+1.93494e-05j 0.00380355+0.00128016j 0.00224079-0.00530127j -0.00437578-0.000954901j -0.00134821-0.000875832j -0.0021437+0.00465648j -0.00676485-0.00279223j 0.00066386-0.00279089j 0.00659829+0.00250161j -0.0036438-0.00315452j 
0.00338971+0.00314532j -0.00283627-0.00229535j -0.000959005+0.00490772j 0.000177292-0.000546146j -0.0124415+0.00879913j -0.0103026-0.0014733j -0.00218314+0.0121069j 0.00189035-0.00438502j -0.01471-0.00125763j 0.00568873-0.00107081j -0.00934192-0.00365991j -0.00394653-0.00659052j -0.00839704+0.00294285j -0.0104565+0.00413617j -0.003637-0.0103156j -0.00152879-0.00356739j 0.00628081+0.00958858j 0.00929409-0.000718149j -0.00238382+0.000889492j 0.000657723+0.0246679j -0.00763538+0.000588495j -0.00252108+0.000374969j -5.43431e-05+0.0155431j 0.0137856+0.00118251j -0.0106235+0.00418641j -0.00890768-0.00690251j -0.0118794-0.00015948j 0.0014131-0.00241164j 0.00249383-0.00461496j -0.00613872-0.00472709j 0.00305804-0.001136j 0.0063484+0.00137203j -0.0101028-0.00366891j -0.00261734+0.00433208j -0.00523912-0.00271822j 0.00139576-0.00431814j -0.00543037+0.00347952j 0.00520446+0.00355234j 0.00136709-0.00401286j -0.0107205-0.00533754j -0.00153306+0.00645423j -0.00988287+0.00549232j -0.00314044+0.00878143j -0.00102178-0.00209973j 0.00694103+0.00083572j -0.00337078+0.00759401j 0.00117522+0.00122027j 0.00262799-0.00762342j 0.00102692-0.000437962j -0.00024393-0.00238193j 0.00591242-0.000803312j 0.00118545+0.0011094j -0.00117917-0.00175859j -0.001312-0.00352084j -0.00258911-0.00335833j -0.00518551-0.00526012j -0.00251597-0.00329492j -0.00131469+0.000930173j 0.00092081-0.00617159j -0.00430363-0.00149335j -0.00179021+0.00258034j -0.0126079+0.000195608j 0.00336392+0.00276404j -0.000185327-0.000494395j 0.00322407-0.00267129j 0.000960177-0.00125972j -0.00172115-0.000827783j 0.00123063+0.00631202j -0.00459336-0.0019298j -0.000461206-0.00611244j -7.6311e-05-0.00020959j 0.00274505-0.00363288j -0.00152248+0.00339825j -0.00634367+0.00228087j 0.00555109+0.00402709j -0.00913293-0.00412094j -0.00574394-0.00794382j 0.00330982-0.00165691j 0.013335-0.00204031j 0.00272937+0.00377564j -0.000750543-0.0019392j 0.00607727+0.00465774j -0.00526421-0.00308352j 0.00346535+0.0111111j -0.00397229+0.00460054j -0.00280239+0.00204892j -0.00259441+0.000700798j -0.00399357-0.00716389j 0.00367596+0.00298559j -0.000581063+0.00680648j -0.00191631-0.000713822j -0.00648761-0.000703754j -0.00377387-0.00318884j 0.00384914+0.00181473j 0.0106448+0.00122285j 
0.00183785-0.00405702j -0.00464147+0.000752866j 0.00797259+0.00106767j 0.00261053-0.000308649j -0.000275989-0.0042785j -0.0119546-0.00329944j -0.00748486-0.000964055j 0.000734457-0.0100468j -0.00309435+0.00372197j 0.00474872+0.0151869j -0.0201038-0.00457016j 0.00460999+0.00929271j -0.000658633+0.00366145j -0.0059706-0.0192663j 0.00560073+0.00315846j 0.0105368+0.00679782j -0.00688553-0.0118732j 0.00575018-0.00337782j 0.00494282-0.0104138j 0.00143606-0.00255327j -0.00289866-0.00940084j -0.000497539+0.0169284j 0.0109324+0.00135396j 0.00803462+0.00383889j -0.00126081+0.00375939j -0.00269743+0.00245282j -0.00550676-0.00629479j 0.000597899-0.00457354j -0.0070707-0.00332675j 0.000871427+0.00398876j 0.00242845+0.0148155j 0.00774489+0.0110891j 0.000652271+0.00844817j 0.00118734-0.00915196j 0.00368753-0.00978988j 0.0014889+0.00149045j -0.0030906-0.00706043j 0.0113051+0.00785905j 0.0048193+0.00189668j 0.00420149-0.0129134j -0.00689037-0.00938432j 0.00138504-0.00388172j 0.0019197-0.00624606j 0.00297193+0.00605788j 0.00366382-0.00187469j -0.00345708+0.00109563j 0.000584452-0.00553727j 0.00183267-0.000852244j -0.000317487+0.00118196j 0.000393397+0.00190069j 0.00734271+0.00377504j -0.00391848+0.00707454j 0.000106759-0.0062453j -0.000169013+0.00716894j 0.000385659-0.00500073j -7.15946e-06+0.00117282j 0.00192692+0.00612002j -0.000807087+0.00310375j -0.00062016-0.00190791j -0.00104381-0.00781856j 0.00278098-0.000303296j 0.00724472-0.00217472j 0.00427723+0.00390157j -0.00314276+0.00254654j 0.00798975-0.0030568j 0.00541597+0.0033902j -0.00267128-0.00259957j 0.0065954+0.00303966j 0.005959-0.00185228j -0.0106893-0.00333311j -0.0101654-0.00278733j -0.00366026-0.00352837j 0.00602934-0.0059435j 0.00877637-0.00288604j 3.35166e-05+0.00187845j 0.00118026+0.000702331j -0.00464793+0.00235998j -0.00701098-0.000280324j -0.000241192-0.00371188j 0.00512331-0.00369293j -0.00208068+0.00149107j 0.00299613+0.00541936j 0.00538172-0.00232802j 0.0102508+0.00122824j 0.00312154-0.00167483j -0.00546259+0.000950775j 0.0031348+0.0046211j 0.00548602-0.00135807j 0.00617121+0.00337033j -0.000233916+0.00260113j 0.00300278+0.00312652j -0.00227688+0.000600749j 0.00493165+0.000694578j 0.00604412+0.00236236j 0.00299133-0.00116581j 
-0.000150124-0.000796591j -0.00260638-0.000634333j 0.000783762+0.000562379j -0.00149929-0.000280867j -0.0029399+0.000410222j 0.00150832+0.000435157j 0.00479717+0.00405418j 0.0035652-3.25632e-06j -0.00120901+0.00571716j 0.00138434+0.0042289j -0.000218686-0.00409263j -0.00285281-0.00175223j 0.00533115-0.00932338j -0.00313302+0.00182757j -0.00241181+0.00468981j -0.00923154+0.00749223j 0.00637658-0.0100557j -0.00249283+0.00155279j -0.00273683+0.00138206j -0.00218423+0.0031963j -0.00583903-0.000760513j 0.00304118+0.00330288j 0.00283522+0.00299672j -0.00154086-0.00379228j -0.00672086+0.000397449j 0.00121405+0.000658598j -0.000903377+0.00198945j -0.000309315+0.00317364j 0.00170015-0.00487373j 0.00295047+0.000866378j 0.000828177-0.00115744j 0.000779069-0.00285943j 0.00185805-0.00720506j 0.00465782-0.00210225j -0.000902634+0.00229158j 0.00300321+0.00246679j 0.00118856+0.0016235j -0.000664629-0.000577225j -0.00038031-0.00064695j -0.006402+0.00176313j 0.0059875-0.00656164j -0.00709547-0.00680578j 0.00504635-0.0119497j -0.00255982+0.000281405j 0.00030896-0.00420803j 0.00210143-0.00335592j 0.00353287-0.00133j 0.00785726+0.00571091j 0.00565792+0.014313j -0.00586949+0.00755538j 0.00942098-0.00171975j -0.00372529-0.00960137j 0.000526453+0.00874054j 0.00538642+0.00823351j -0.00208215-0.0027409j -0.00305543+0.00938551j -0.00619675-0.0085013j 0.00140481+0.00356886j -0.00111171+0.000328885j -0.00230588+0.00113663j -0.00390331-0.00257291j -0.00218479-0.00127722j 0.00466909-0.00971403j -0.0045817-0.00143915j 0.00685485-0.00117117j 0.00244416+0.016489j -0.0067317+0.005679j -0.0064689-0.00743429j 0.00353593-0.00163957j 0.00109702+0.00986399j -0.00191674+0.00554861j -0.00689007+0.00271154j 0.00215472-0.00192209j -0.00610923+0.010611j 0.00245623+0.00199496j -0.00442007-0.0047828j 0.00229127+0.00914083j -0.00185836-0.00621703j -0.00414901+0.0183072j 0.00230819+0.00120948j 0.00924745-0.00135902j 0.00572322-0.00850972j -0.0094929-0.00392054j 0.00577204+0.00287799j -0.000168901+0.00113548j -0.00464758-0.00144746j -0.000662404-0.0079523j 0.0115113+0.00417804j -0.000979391-0.0036066j -0.000251562+0.0021362j -0.000970633+0.000927397j 6.92037e-05-0.000104299j -0.00113243-0.00111979j 0.000448299-0.000361023j 0.0010924-0.000112018j 
0.000436173-0.0018618j 0.0083478-0.000469813j -0.00591371+0.000476056j -0.00139129-0.0057005j 0.0108263+0.00163631j 0.00103816+0.00627599j -0.00658506+0.00684044j 0.00125498-0.00130101j 0.0115723-0.00118467j 0.00294637+0.00455742j 0.00394842-0.00526803j 0.00411101+0.00852128j -0.0128854+0.00855027j -0.00188331+0.00936241j -0.00564111-0.00230354j 0.00244318-0.00728546j -0.0104559-0.0071312j -0.00334533-0.0122264j 0.00581811-0.00638616j -0.00720796+0.0082411j -0.0136904-0.00396387j 0.00668086+0.00346469j 0.00340419+0.00612607j -0.00659088+0.00229782j 0.00555446-0.00230607j 0.00440518-0.0123282j 0.00760654-0.00425623j -0.00532071-0.0119368j -0.00755489+0.00585549j 0.00512154-0.000151869j 0.000910022+0.00259099j -0.00348639+0.00972073j 0.00720127-0.00201176j 0.00454122+0.00928289j 0.000767889-0.0079226j 0.00454002-0.00481171j -0.00787177-0.00356412j -6.48761e-05+0.0126255j 0.00377925+0.00533587j -0.00282675-0.0134489j -0.0146878-0.00132001j -0.00137848+0.0125343j -0.00834346+0.00317815j 0.00208557-0.000120729j 0.00127301+0.00198409j -0.00172442+0.0142477j -0.0038403-0.00115701j 0.00202116-0.00147855j -0.00210748+0.00201857j -0.004765-0.000780145j 0.000852544-0.00262612j 0.00148232-0.000978488j -0.00369461-0.00175566j -0.00440235-0.00287973j 0.00449501+0.00609847j -0.00173429+0.00332325j -0.0033803-0.00124875j -0.000638894+0.00845995j -0.00722439+0.000874322j -0.000988372+0.00614578j -0.0027262+0.00137305j -0.00107893+0.00157049j 0.000379331-0.00134106j -0.00384845+0.00365104j -0.00767965+0.00354351j 0.00256399-0.00149809j -0.00585135-0.0106277j 0.00734774-0.0114021j 0.00759182-0.00207652j -0.00137761-0.00833302j -0.00319701+0.0024122j 0.00592491-0.000915576j -0.00035127-0.0037631j -0.00545328-0.000811904j -0.000980483-0.00656143j -0.00112706+0.00244022j 0.00621058+0.000357393j 0.013613+0.00473398j -0.00171623+0.00631352j -0.00927364-0.0104825j 0.00236976-0.00159516j -6.92597e-05+0.00669249j 0.00115196+0.00657322j -0.0098072-0.0122285j -0.00472694-0.00492166j -0.00566188+0.0038658j 0.000462446-0.0120954j -0.00021375-0.0026654j -0.000235455-0.00657529j -0.00152417-0.00432188j 0.00262941-0.00311075j -0.00191796+0.000854356j 0.00135276+0.0104047j 0.00460089-0.00296041j -0.00536266-0.000367007j 
0.00311533-0.00478297j 0.00343722-0.000522176j -0.00209769+0.0108874j -0.00482495+0.00883097j 0.00325411-0.00342978j 0.00742397-0.00413533j 0.00486403+0.0112836j -0.00517051+0.00526326j -0.000903942+0.00159674j 0.00620801-0.00337473j -0.00145489-0.0101094j -0.00195554-0.0246701j -0.0146451-0.0122771j 0.00306934+0.0138089j -0.00627781-0.00221497j -0.00066407-0.0113668j -0.0102813-0.00683807j 0.0055138+0.00528016j 0.00163226+0.0069133j 0.00255384+0.00605489j -0.00182777-0.0149821j 0.004577+0.00751975j -0.0053121-2.87685e-05j -1.17186e-05+0.00149831j -0.00393972-0.000496279j 0.00108355+0.00935381j 0.00829486+0.00273124j 0.00530142-0.000693699j 0.0101665+0.00878547j 0.00472458-0.00373447j -0.0139493+0.00156565j -0.0116224-0.00682088j -0.00418129-0.001184j -0.000531437-0.00197893j 0.00370116+0.00843059j 0.000806402+0.00187742j -0.0021193+0.00906467j -0.0044233-0.00688241j -0.0087078-0.0059762j 0.0145268+0.000897285j 0.000339663-5.92223e-05j 0.00264045-0.00521251j 0.00319054-0.00273204j -0.00668261-0.00528145j 0.00755768-0.00723942j -0.00258737-0.00262046j -0.00244535+0.00482068j 0.00237932-0.00203601j -0.00174518-0.00184978j -0.000989049-0.00247562j -0.0019794+0.00118041j -0.00297292+0.00681285j 0.00565894+0.00352228j -0.00322603+0.000496396j 0.00434908-0.00378168j -0.00159589+0.00274084j 0.00376729+0.00259664j -0.000998205-0.00171688j 0.00672367+0.00967714j 0.00153753+0.00351016j 0.0012272-0.00509515j 0.0112786-0.00378328j -0.00550192+0.00367366j 0.00349307-0.00732185j 0.00666206+0.000671385j 0.00354928-0.00222801j -0.000253178+0.00480322j 0.00165041-0.00424633j 0.00284209-0.00129848j -0.00788356+0.0110451j -0.00117532+0.00526316j -2.95779e-05+0.00152896j -0.00348105+0.00241614j 0.00773588-0.00286756j -0.00273646-0.00789191j -0.00307532+0.00859883j 0.00182574-0.00212769j -0.00276156-0.00216544j -0.000349626-0.00090674j 0.00205474+0.00198483j -0.000443268-0.00238809j 0.00369322+0.00396729j 0.00494015+7.66969e-05j -0.000292266-0.00119543j -0.00315771-6.8408e-05j -0.00151266-0.00540269j -0.000119896-0.00313393j 0.000759346-0.00107217j -0.00104124-0.0011483j 0.00117809+0.000567056j -0.00377704-0.00303661j 0.00156627-0.00200092j 0.00281762+0.00470404j -0.00143548+0.00439737j 0.00678687-0.00148634j 
0.00174204+0.00076518j -0.00295148+0.00129721j 0.00817211+0.0010824j 0.00292729+0.00200192j -0.00587916+0.00563372j -0.000442667+0.00372483j 0.011084+0.00703986j 0.00108114-0.00466519j -0.00417423+0.000108193j 0.0054303+0.00479236j -0.00640866-0.0133605j -0.0168905+0.00621578j 0.00312179+0.0167489j 0.0107468+0.00039661j 0.0144075+0.00751142j 0.00817596-0.00833529j -0.01018-0.00793331j -0.00968394-0.00553189j 0.00489308-0.00224186j 0.00995267-0.0124997j 0.00895852+0.00135612j 0.00645014+0.00495859j -0.00615897+0.00601097j 0.00762342-0.000152225j -0.00554273+0.00553084j 0.00230535-0.00445767j -0.000883307+0.00877196j 0.000245131+0.00336932j 0.00914104+0.00197902j -0.00109676+0.00772393j 0.005999+0.0026964j -0.00764056-0.00617274j -0.00380318+0.0137539j 0.0039888+0.0038615j 0.00439898+0.000208027j -0.000707487+0.00865007j 0.00557181-0.00870865j -0.0142057+0.00626417j -0.0127751-0.0104891j 0.00468723+0.00374008j 0.00688426+0.00513033j 0.00374328-0.000492251j -0.0113006-0.000764101j -0.00173574-0.00294227j -0.000506023-0.000371427j -0.00439795+0.00197797j 0.000703958-0.00216692j 0.00587456-0.00337856j -0.00391835+0.00387316j -0.0101938+0.00197911j 0.000335617+0.00119525j 0.00225671+0.000134383j 0.000312953-0.00365898j -0.00462649+0.00502158j 0.00355749-0.00430443j -0.0046282+0.00194095j -0.00423999+0.00196043j 0.00499974+0.00456618j 0.00423032+0.00205908j 0.00119359-0.00047501j -0.00714201-0.00495012j -0.000951504+0.00174094j -0.00219544-0.00337172j 0.000605736+0.00047995j 0.00084716-0.00670524j 0.00220749+0.00744182j -0.00302932-0.00723166j 4.35412e-05+0.00555571j -0.0065839-8.7777e-05j 0.00330674-0.000650451j -0.00169095-0.00718567j 0.00801062+0.00190131j -0.00331883+0.00154755j -0.00796126+0.00400661j -0.00345002-0.00345099j -0.000811134-0.00748156j -0.00568152+0.00478694j 0.000514412+0.00364111j -0.00300636+0.00214385j -0.00326547+0.000530771j 0.00160166+0.00679802j -0.00109433+0.000371645j -0.00244517+0.00196908j 0.0085103-0.00276444j -0.00868439-0.00803881j -0.00653462+0.000266181j -0.00531364+0.000789807j -0.00582144-0.00597753j 2.42716e-05-0.00555879j -0.00728222+0.00650487j -0.00307308-0.00249252j 0.001879-0.000191136j -0.00361504+0.00280047j 0.00684196+0.00357949j 0.00129984+0.00308849j 
