-0.00808191-0.00234008j 0.00197134-0.00844728j 0.00603625-0.00374768j -0.00302027-0.00660007j 0.000876007-0.00223765j -0.00296918+0.000255037j -0.00150688-0.00579584j 0.00511621-0.0024056j -0.00272087-0.00123577j -0.00213103+0.00346407j 0.000329582-0.000465585j -0.00229788-0.00366935j 0.00389494-0.00125205j -0.00100499+0.00276691j 0.00294766-0.00217954j 0.00195754+0.00135283j -0.00123712-0.00279575j -0.000383107-0.00171532j -0.00156895+0.00351445j 0.000283832+0.00260078j 0.00459014-0.00449193j -0.00283315-0.0061307j -0.00372331+0.00251235j -0.00131141+0.00317409j 0.0015623+0.000926587j -0.00219542-0.00361301j -0.000613503+0.00227214j 0.0011862-0.00157934j 0.00108587+8.67065e-05j 0.00168176-0.00168778j 0.00531276+0.00106275j -0.00302069-0.00011906j 0.000679322-0.00147269j 0.00189392+0.00205317j 0.00138858-0.00341151j -0.000410222-0.000554275j 0.000192453+0.00224114j -0.00476623-0.000882999j 0.00349164+0.00287899j -0.0015267-0.00164259j -0.00378837+0.00421725j -0.00243873-0.000417054j 0.00484041+0.0013116j 0.0058426-0.00257562j 0.00116429+0.00128886j 0.00319468+0.0115128j 0.00506258-0.00642594j 0.00840649+0.000693514j 0.011308+0.00853041j -0.00702153+0.00914079j 0.0215813+0.000152148j 0.00109804-0.0214808j 
-0.000337361+0.000301119j -0.000929648-0.000382868j 0.00122979+0.0021691j -0.00317403-0.00510611j 0.00147541+0.000203055j 0.00221124-0.00182897j -0.00471612-0.000631661j 0.000518038-2.72111e-05j 0.00119956+0.00458544j -0.000427493+0.00292264j -0.00175473+0.000860953j -0.000907613-0.00215734j 0.00564714+0.000363801j -0.000244169+0.00645708j -0.00306391+0.00339235j 0.0053664-0.000200116j 0.00494703-0.00483091j 0.0128872+0.00923293j 0.00164582+0.00390348j -0.00767096-0.00361908j 0.0027545+0.00337273j -0.00164893+0.00032098j 0.00835832+0.00535545j -0.00864296-0.000577655j 0.0067242+0.00157381j 0.00615056-0.00180532j -0.0151265+0.000735004j -0.00439456-0.0041802j -0.00659047-0.00266123j 0.00283878-0.0020307j -0.00809571+0.00278075j -0.00705713-0.000767372j 0.0050207-0.00279449j 0.00320199-0.00232273j -0.00447605+0.0014112j 0.00421602+0.00413762j 0.00602792+0.00154909j -0.000360114-0.000322969j 0.00456546+0.000842558j -0.000880661+0.000699889j -0.000373361-0.00407065j 0.000145401-0.000810074j -6.92899e-05-0.00269886j -0.00299277+0.000333986j -0.00102293+0.00146426j 0.00195633-0.000777707j -0.0022162-0.000129833j -0.0023296+0.00113329j 0.00317148+0.00209181j 0.000792402+0.00196917j -0.000267744+0.000242233j -0.000150762-0.00183591j 
0.00125717+4.03857e-05j -0.00256084+0.0054849j -0.000726725+0.00170539j 0.00149025-0.00108095j 0.00199645-0.00664301j 0.0047266+0.0107453j 0.00163069-0.00258355j -0.00114239+0.00415519j 0.00492588+0.00411834j -0.00872017+0.00774242j -0.00446652-0.00871336j 0.000406893-0.00355376j -0.00563331+0.00654767j 0.00606665+0.0064127j -0.00220388-0.00550297j 0.0010378+0.00182789j 0.00818219+0.000986148j 0.000747897+0.00772632j 0.00356367+0.00413868j 0.00904391-0.00541435j -0.000687018-0.00300364j -0.00896717+0.00162779j -0.00274337-0.00662851j -0.00137466-0.00428826j -0.00339723-0.0077933j -0.000158521-0.0055098j -0.00225185-0.000591646j 0.00698428-0.00607679j -0.00361989-0.00807832j 0.00502831+0.000405254j 0.000428618+0.00590908j 0.000316296+0.00450256j 0.005837+0.00486913j 0.00661522-0.00462987j 0.00213397+0.00435674j 0.00047583+0.00558636j 0.00189205-0.00572102j 0.000736101-0.00144069j -0.000184759+0.000951667j -0.00246784+0.00175714j -0.000170513+7.89132e-05j 0.0011282-0.000922035j 0.00207118+0.00352989j -0.00064543-0.00238556j 5.90984e-05+0.000312803j -0.00140309+0.00562884j 0.00149741-0.00453762j 0.000869642+0.00301712j -0.0018318-0.00118223j 0.00196617+9.79542e-07j 0.00141599-0.000415287j -0.00096553-0.00068914j 
0.000737168+0.00196069j -0.000670321-0.00304783j -0.000873206-0.000244856j -0.000715233+0.00128342j -0.00191519+0.0020347j -0.00100549-0.00410579j -0.00329944-0.00394188j 0.00387448-0.00302822j -0.0068147-0.00789805j -0.000526995+0.00213411j -0.00158655-0.00394376j 0.00540047+0.00267633j 0.00364825-0.00675981j 0.0028745-0.01168j -0.000920622+0.00724735j 0.000248789-0.00582599j -0.00503352+0.00286514j 0.00374327-0.00137671j -0.00208713-0.00182782j 0.00420786+0.00239012j 0.000530132+0.00278287j 0.00274074-0.000739302j -0.00121814-0.00253305j 0.000481742+0.00199556j 8.48993e-05+0.00421479j 0.00169038+0.00146881j 0.00424649+0.00598133j -0.00183707+0.00543186j -0.000945066+0.00066106j -0.00174689+0.00290562j -0.00202369-0.00348405j 0.000605281+0.00075764j -0.00125022+0.00157604j 0.000388421-0.00173981j -1.14976e-05-0.00552907j -0.0014037-0.00729485j 0.00129377-0.00207383j -0.000712765+0.00256115j -0.00339943-0.000584949j 0.00139131-0.00502759j -0.00048317+0.00350501j -0.00262935+0.00338681j -0.00228812+0.00306032j -0.000473729+0.00108672j -0.00151379-0.00307245j 0.00129048-0.00369896j -0.00127793+0.00347847j -0.000872866-0.00106559j 0.00139257-0.00140998j 0.000176345-0.000185801j -0.00023031+7.92053e-05j 0.000883859-0.000663095j 
-8.56395e-05+0.00124826j 0.00235076-0.00281968j 0.00333349+0.00531944j -0.000151038-3.21057e-05j -0.00650496+0.00415024j 0.00522828+0.00297688j -0.0087535-0.00703241j 0.00257834-0.00358866j -0.00017384+0.00494674j 0.00924463-0.00012701j -0.0046581-0.0126848j -0.00781269-0.0047456j 0.00877449+0.00514418j 0.000125403+0.00211211j -0.00249079-0.00883249j -0.00258452-0.00476715j -6.2539e-05+0.00281617j 0.0119758-0.0046915j 0.00387257-0.00336954j -0.00991932-0.00811559j 0.0046874-0.00281002j 0.00215697+0.00133479j 0.00118859-0.00657601j 0.00118799-0.00781566j 0.00502327-0.00851512j 0.000983884-0.00168718j 0.000328784+0.00185999j -0.00682144+6.57448e-05j 0.00389764+0.000872286j 0.00104036+0.000343932j 0.0114612+0.00845066j -0.00340659+0.00193426j 0.00222096-0.0026006j -0.00493499-0.000184376j 0.00183356-0.00200932j 0.00130868+0.00511462j 0.00103462+0.00128635j 0.000168327+0.000696242j 0.000870961-0.000128434j 0.00335123-0.000383888j -0.000927983-0.00314372j 0.00273541-0.00202489j -0.0018803-0.003543j 0.000573108+7.55196e-05j 0.00115566+0.00450839j -5.92196e-05+0.00134325j -0.00237956-0.00374752j 0.00133303+0.00600644j 0.000976649-0.000504319j -0.000368585+4.1185e-05j -0.000321881-0.00248128j -0.00107805-0.00269392j 
-0.00315485-0.000481408j 0.00413762-0.00279913j -0.00219887-0.00143385j 0.00165229-0.00130242j -0.00987613+0.00642201j 0.000410169-0.00172263j 0.00697621+0.00362323j -0.00143597-0.0043903j 0.00176655+0.00623576j -0.00329646-0.0126459j 0.00899007-0.0008583j 0.0159979+0.00589076j 0.0108855+0.00188659j 0.00512346+0.0106513j -0.00464786+0.000719097j 0.0138144-0.00127095j 0.0045048+0.000371304j 0.0054812-0.00129893j 0.00193179+0.000915587j 0.00383833+0.00570381j -0.00235837-0.000319458j -0.0019398-0.00322191j -0.00380362+0.00225488j -0.00309863-0.00201379j 0.00492828-0.00527476j -0.000405501-0.00285432j -0.00741406-0.00804133j -0.00110847+0.00137646j -0.0090249-0.00361131j 0.00205866-0.000531352j -0.0082629-0.00253179j -0.00105965+0.000465949j 0.00297289+0.00581361j 0.006165+0.0091337j 0.00166896+0.000652016j 0.00282587+0.00326302j -0.000511784+0.000589233j -0.00290228-0.000450376j 0.0032005+0.00282141j -0.00349605-0.000961334j 0.00359582-0.00062009j -0.00253443-0.00143077j 0.00314648+0.00287346j -0.0027959+3.4365e-06j -0.000369019-0.00213507j 0.00111677+0.00167485j 0.00234343-0.000449864j -0.00182744-0.00272633j -0.001077+0.00388557j -0.00102279+0.000774416j 0.00103037-0.00079054j 0.00129887+0.00126739j 
-0.00026814-0.0017091j 0.00288571+0.000114584j 0.000665026+0.00261152j -0.00487003-0.0104576j -0.000966056+0.00269896j 0.00135201+0.00777915j 0.00672668+0.00123599j -0.00266691-0.00135184j 0.00384276+0.00616809j 0.00496254-0.00757376j 0.00161416-0.00214553j 0.00837241+0.0113142j -0.00530816+0.00123526j 0.000422858-0.00488622j 0.00477692-0.00146867j 0.00103676+0.00904879j -0.00554036+0.00194951j 0.00031657+0.00483489j 0.00666505+0.0088205j -0.00194437-0.00202295j -3.22547e-05+0.00713966j 0.0064767-0.00243952j 0.00140743+0.00509733j 0.00332467+0.00463757j 0.000123126-0.000423991j 0.00365875+0.00304379j 0.0105443+0.001675j -0.00320209-0.00132375j 0.0014099-0.00660645j -0.000779512+0.00165201j 0.00288482+0.00301876j 0.00586817+0.000994505j -0.00134679+0.00764025j -0.00505456-0.00426532j -0.00196008+0.000659343j 0.00262034-0.00122244j -0.00728657-0.00662309j -0.00168378-0.000827669j 0.0021338-0.0019831j -0.000626847-0.00210845j 0.0013907+0.00174575j -0.00263357+0.00161244j 0.00158328+0.00473278j 0.00225225-0.00288264j -0.00265138+0.00117062j -0.00027927-0.000885987j 0.00360294-0.00207811j -0.00255079+0.000417739j 0.00250018+0.00472261j -0.000717699-0.000517895j -0.00116071-0.000692584j 0.000379529+0.00161027j 
0.00242941+0.000823957j -0.000573657+0.000645836j 0.000614795+0.000661157j 0.000197785-0.00586649j 0.00220632+0.000917606j 0.00151156+0.00199908j 0.00729342+0.00535474j -0.00148654-0.00329624j -0.0072614+0.00589256j 0.000336136+0.00991919j 0.00179371-0.0134994j -0.00282136-0.00137411j 0.00140145+0.00590132j -0.00263317-0.00619121j 0.00634253+0.0013165j 0.0028042+0.0063078j -0.00319047+0.00263977j -0.00326431-0.00696614j 0.00155102+0.00500795j 0.0136017-0.00497926j -0.00105116+0.000854357j -0.00481853-0.00168719j 0.0042148+0.000152877j 0.00398143-0.00261638j 0.00603568-0.00137637j 0.00438236+0.00301612j -0.00701649-0.00209568j 0.00505367-0.00997469j -0.00236466-0.00730219j 0.000990972+0.00072263j -0.00867098+0.00597253j -0.00293136+0.00269036j 0.00158524+0.00198577j 0.00596004+0.00240507j 5.00598e-05+0.0016609j -0.00825622+0.00121477j 0.00583235+0.0022385j -0.000507204+0.00179678j -0.00113858-0.00227232j 0.00106026+0.00159511j 0.000739654+0.00310286j 0.0041555+0.00118219j -0.001882-0.000415981j -4.87094e-05-0.000568458j -0.00285397+0.000850961j -0.000869369-0.00434264j -0.00136966-0.00148081j -0.000266933-0.00120766j -0.00213333-0.000362476j 0.000565801-0.00167959j 0.00103071-4.1358e-05j 0.00076495-0.000233849j 
8.01921e-05-0.00262671j -0.00147596+0.00232265j 0.00180415+0.000427796j -0.00529968-0.00192378j 0.0026695+0.00412236j -0.00102555-0.000213422j 0.00102796+0.00851318j -0.00712221-0.0101903j 0.00894837+0.0133067j 0.00509893+9.86359e-05j 0.00514507-0.00411403j -0.00214764+0.00530155j -0.00136377+0.00437583j 0.00162369-0.00236041j 0.00908924-0.00531308j -0.00704812+0.0112772j -0.00581109-0.0097198j -0.000580385-0.00117738j 0.00542055+0.0146333j -0.00161509+0.000172128j 0.00140878+0.00515635j 0.00547406-0.00790332j 0.00641925+0.00644607j 0.000105871+0.00224642j 0.0014837-0.00185336j 0.00145439-8.25197e-05j 0.00385002-0.00147914j -0.0091243-0.0125093j 0.000221005-0.00697576j -0.00477642-0.000922292j 0.00621383+0.00928245j 0.0015616+0.00227971j -0.00318255+0.00261584j -0.00494184-0.00162818j -0.00313715+0.00421376j -0.000759789+0.00320036j -0.000980093-0.00380969j -0.00486003-0.0016621j 0.00195543-0.00203878j 0.000955024+0.00183817j 8.6456e-05-0.000138292j -0.00109775-4.49798e-05j 0.000427662-0.000375533j 0.00249103+0.000828374j -0.000179172+0.00260843j -0.00478023-0.00441911j 5.49367e-05-0.00311698j -0.000343564+0.00181417j -0.000706481+0.00247114j -0.000754497+0.00105936j 0.000411795+0.000210092j -0.00125859-0.0016041j 
-0.00218924+2.27387e-06j 0.00218286-0.00010893j 0.00137077+0.000662636j -0.00191011+2.81272e-05j 0.0013631+0.0008292j -0.000243055-0.000558775j -0.00181409-0.00519911j -0.00646602-0.00559053j -0.00617848-0.00225956j 0.00770449+0.00508841j -0.00496248-0.0100457j 0.00372072-0.00671094j -0.00419721-0.00217032j -0.00368749-0.00878042j 0.00229256+0.00303152j 0.00304917-0.00443791j 0.000136313+0.0054303j 0.00966798+0.00393698j 0.0103302-0.000748506j 0.0020693-0.0084672j 0.0124185+0.00480688j -0.00693915-0.00444517j 0.00195602-0.00359331j 0.000513089+0.00197893j 0.00907526-0.000571715j 0.00793766+0.000914735j 0.00289726+0.00645224j -0.00226188+0.000960814j -0.00667664+0.00233217j 0.00607425+0.00542994j -0.00137295+0.0068135j -5.0856e-05+0.00132124j 0.00833925+0.00456004j -0.00173677-0.00228957j -0.00154671-0.00157192j -0.00477672-0.00492812j -0.000844799-0.00372824j 1.09359e-05+0.00408844j -0.00255679+0.0016481j -0.00382025-0.001335j 0.00148636+0.00158408j 0.00248093+0.00625671j 0.00227111+0.00372746j 0.000154931+0.000645301j -0.00229781-0.000861183j -0.000758493-0.00121292j -0.00229717-0.00233827j -0.000324731+0.00291005j 0.00103839+0.00247141j -0.00122544+0.000632156j 6.06064e-05-0.00107941j -0.000976863-0.000652576j 
-0.00079796-0.00690627j 0.00164096-0.000809936j 0.000955891-0.00599545j 0.00362696+0.00194016j 0.00491979+0.000203978j -0.0075717+0.00363969j 0.0041395+0.00862594j -0.00288392-0.00566864j -0.00200599+0.00333889j 0.0108842-0.000833072j 0.00809325+0.0063805j -0.0114423+0.00804581j -0.0107159-0.00430808j -0.00145385+0.00723171j -0.00249359+0.000135222j -0.00624606+0.00179607j -0.00203935-0.00406956j 0.00308532-0.001641j -0.00362078-0.00277095j 0.00121324+0.00353473j 0.00105931-0.00246487j -0.00352557-0.00318135j 0.00415899-0.000327175j 0.000222571-0.00241103j 0.0107603+0.00100414j 0.00300857+0.000708742j -0.000282975+0.00231892j 0.00653254+0.000807633j 0.0102633+0.00751563j -0.000406164-0.00461297j -0.000663737+0.00289937j -0.00390588-0.000561882j -0.00208571+0.00210016j 0.000895808+0.00212107j -0.00169766+0.000891639j -0.00769932-0.00261951j 0.00527221+0.00136702j 0.000345284-4.90193e-05j -0.00174242+0.000385109j -0.00549584-0.000439085j -0.00202502-0.00297327j 0.00173087+0.00170662j -0.00538199-0.00141124j 0.00388639+0.00154978j 0.00199046-0.00174509j -0.00491506+0.00209623j 0.000124662-5.68226e-05j 0.00264036+0.00043406j -0.00465182+0.00177315j -0.00314929-0.000626688j -0.00153893-0.00204952j -0.00273231+0.000783965j 
0.00412665-0.00331956j 0.000695902+0.00212382j 0.000116912-0.00528469j -0.000884107-0.00860697j -0.00180896-0.00842845j 0.000879897+0.0149216j 0.00163781+0.00264259j -0.00176229-0.0076616j 0.000244757-0.00271196j 0.00704108-0.00742139j -0.0107941-0.0157513j 0.00423789+0.00994216j -0.00057481+0.00169751j 0.00625262-0.0142961j -0.00553268+0.000900654j -0.00665881+0.00286342j -0.00167411+0.0101552j -0.00404106-0.00790262j 0.00062945-0.00263569j 0.00129102-1.92315e-05j -0.000954745+0.000795313j -0.00258976-0.00226748j -0.00309302-0.00767693j -0.00524241-0.00296235j -0.00664722-0.00119177j -0.00358857+0.00135585j 0.00278172+0.000567247j -0.000420977-0.00285492j 0.00742592-0.0103143j -0.000250498+0.00154977j 0.00688867-0.00303412j 0.00358978+0.00555833j 0.0046204+0.00304604j -0.000938835+0.00197988j 0.000384925-0.00422814j 0.00200537+0.000927378j -0.00113426-0.00454059j 0.000904648+0.00167033j 0.00144019+0.00274717j -0.00155622-0.00129792j -0.00272808+0.00382261j -0.00241008-0.000750509j -0.00049242+0.00524132j 0.00132125-0.00173822j -0.00148843-0.000376848j 0.00209233+0.00275556j 0.000145469-0.00120227j 0.00144511+0.000882634j -0.00159186+0.00192849j -0.000964085+0.000239665j -0.00201308-0.0034771j -0.00171125-0.000151155j 
-0.00291778+0.00158626j -0.00305233-0.000640414j 0.00418786+0.0124611j 0.00404193-0.00221005j 0.00675365+0.00362868j 0.00489277-0.00711531j -0.010545-0.0145097j -0.00785896-0.00398792j 0.00587686+0.0106479j -0.0085624-0.000196201j -0.00263-0.00423319j -0.00648528-0.00578628j -0.0139624-0.0209454j 0.00196643-0.00082202j 0.00412809+0.00615337j -0.0109704-0.00158882j 0.00109143+0.0021868j -0.00830542-0.0050004j -0.00738934+0.00488611j 0.00174264-0.00511873j -0.00162066+0.00132165j 0.000692095-0.000468897j -0.000229881+0.00224269j -0.000454562-0.000902012j -0.00275722-0.00447204j 0.000630249+0.00158539j 0.00423344+0.00394686j 0.00746244+0.00564378j 0.00875799+0.00319029j 0.0017936+0.00647647j 0.00128153+0.00182031j 0.000651727+0.00366781j -6.26959e-05+0.000400722j -0.00037127-0.00363646j -0.00106458-0.000575267j -0.00143107-0.00431777j 0.00322003+0.000535425j 0.00300696+0.000891903j -0.000310361+0.000732914j -0.00037636-0.000375274j -0.00480948-0.00233407j 0.00214321+0.00145346j -0.0017839+0.000920641j 0.0013604+0.000728111j -2.80873e-05+0.000218891j 0.000157928+0.000258916j -0.000557074-0.00222912j 0.00118886+0.00157987j 0.000232766+6.879e-05j 0.00104516-0.000449474j -0.00117429+4.06946e-05j -0.00111768+0.000404035j 
0.00135603+0.00621306j -0.00329047+0.00991335j -0.00316495+0.00667698j -0.0038884-0.00339753j 0.00170622-0.0167875j 0.00901439-0.00641376j 0.0160466-0.00727537j -0.0022784-0.000501271j -0.00936312+0.00930618j -0.00286968+0.00113798j 0.00674145-0.00193596j -0.0118256+0.00267372j -0.000418398-0.00362476j 0.00486467-0.000600874j -0.000313427-0.00153591j -0.0015424-0.00360294j -0.00542869-0.00171332j -0.000194219-0.00487095j 0.000664998-7.42457e-05j 0.00121646+0.0039144j -0.00242332+0.00149263j -0.00128427-0.00299588j 0.00659289-0.00368056j 0.000503407-0.000155378j 0.00455481-0.0013608j 0.0021008-0.00211332j -0.000705583+0.00426319j 0.00246969-0.000501744j 0.00343994+0.00706021j -0.0015009-0.00204352j 0.000196137+0.00276557j -0.00366813+0.0018006j -0.000495416-0.0013543j 0.000402288+0.000315302j 0.000789893-0.000261228j -0.00100138+0.000784736j 0.00326588+0.00145832j -0.000623508+0.00146029j -0.00176076-0.00123653j 0.000330703-0.00360181j -0.00235487-0.00217314j 0.000284122+0.00256783j -0.00149468-0.00246889j 0.00219312+0.000976503j -0.000698597+0.00273262j -0.00224631-0.00158653j -0.000105678-0.000293462j -0.000591262+0.00134834j -0.00167039+0.000729822j 0.00210338-0.00281665j 0.00249541-0.000470119j -0.00185586+0.001192j 
-0.00381471+0.00349316j 0.00062971-0.0022946j -8.67385e-06+0.00171567j 0.00410411+0.0171148j -0.00525034+0.0107635j 0.00238464-0.0125087j -0.0154218-0.00226161j -0.00232105-0.00207584j 0.00568657-0.00827973j -0.00609409+0.0125345j -0.00118372-0.00079408j 0.00364304+0.000843139j -0.00925906+0.00109424j 0.00276463-0.00403453j -0.00365013+0.00248969j -0.00233272+0.00628353j -0.000175123-0.00047506j -0.00258857+0.00594864j -0.00407925+0.00878013j -0.00010363-0.00223819j -0.000555399+0.00467872j -0.00289686+0.000582343j -0.00539508-0.000432861j -0.00364086+0.00214249j -0.0027584+0.00232437j -0.00132903-0.00160209j 0.0008258+0.00200806j 0.00422953-0.00116588j 0.0031172-0.00118297j 0.0016971+0.000503614j 0.00207819-0.000502851j 0.00172177+0.000291174j -0.00139391+0.00466617j -0.00106208-0.00218495j 0.000736874-0.00341366j -0.000257497-0.00298918j 0.00172353-0.00366617j -0.000699708-0.000571633j -0.00262967+0.00278642j -0.00313192+3.12918e-05j -0.00280547+0.00334881j 0.000723636-0.000719007j 0.000295733+0.00257535j 0.000759345-0.000258873j 0.00187474-0.00332101j 0.000200616+0.00290585j -0.00138503-0.000251488j 0.00160846-0.000481639j -0.0014482-0.000597425j -0.00214682-0.000370226j 0.0002636-0.000819027j -0.000793831+0.00178498j 
-0.000767141+0.00384719j -0.00430433-0.00214129j -0.000814467+0.00146747j -0.00272868+0.000429439j -0.0043384-0.00572785j 0.00722534-0.00818275j -0.00233059-0.000549537j -0.00838787+0.0026386j -0.00259358+0.00343065j -0.00694388-0.00432145j -0.0103162+0.00809647j 0.0063284+0.00302879j -0.000840989+0.00190764j -0.0127155-0.000400053j -0.00152588+0.00466363j 0.00111737+0.00580266j 0.00809022+0.00258944j -0.00155077-0.00274584j -0.0030923-0.00361148j 0.000258577+0.00532337j 0.00285792-0.00408998j -0.0041328-0.00103544j -0.00206429-0.000226239j -0.00368211+0.00160285j 3.55834e-05-0.000195802j 0.00431214-0.00227436j 0.00274378-0.00588014j 0.002367-0.00159111j -0.00587862-0.010978j 0.00261462+0.000535868j -0.000139454-0.00738513j 0.00199369-0.00179153j 0.00319874+0.00118649j 0.00158518+0.00329519j -0.00304026+0.00061033j -0.00129762+0.00151541j -0.00334146-0.00225342j 4.2035e-05-0.00139102j 0.00219818+0.00187144j -0.00159316-0.00230078j 0.00122695+0.00326633j 0.00102697+0.00198292j 0.00302218+0.00193488j -0.000274785-0.00167701j 0.000321144+0.000401599j -0.000718951-0.000375901j -0.00212847+0.00258923j 0.000781611-0.0026232j 0.0010305+0.00109525j -8.56581e-07-0.00109612j -0.0010756-0.000684045j 0.000260841-0.000279401j 
-0.00126336+0.00605929j 0.00298246-0.00615039j 0.000410826-0.00269186j -0.00250059-0.000262482j -0.0131449+0.000881914j -0.0062956-0.00212915j 0.00125888+0.00740511j -0.000883692+0.00631814j 0.00227051-0.00302473j -0.00356545+0.00755017j 0.00603183-0.00972479j -0.00475184+0.00574866j 0.00111473+0.00272321j 0.00489682-0.000602315j 0.000732849+0.00153701j -0.00486756+0.0022797j -0.0042776+0.00211189j 0.000129733+0.000445488j 0.00373503-0.00171121j 0.00138923-0.00216095j 8.52478e-05+0.00120329j 0.00206145-0.00370044j -0.000269695-0.000428498j 0.00186092+0.000572352j 0.00275679+0.00137485j -0.000259093+0.000846384j -0.00163848+0.00422275j 0.000867513-0.0050276j 0.00626566+0.00444687j -0.00141827-0.000820071j 0.00216719+0.00473343j -0.00144497+0.00101743j -0.00211836+0.00154542j 0.000982859-0.00094939j 0.00121749+0.000883176j -0.00300312+0.00244061j 0.00158621-0.00217117j 0.000842564+0.000459435j -0.00328439+0.00176321j 0.0016725-0.00352548j -0.000994673-0.000280389j -0.000724874-0.00212734j -0.00312-0.00101549j 0.00199989+0.000961237j -0.000980859+0.00115032j -0.000969457-0.000389286j -0.000823603+0.0013563j -0.000363982+0.00111384j -0.000123988+0.00116103j 0.000294945-0.0036946j 0.000586613-0.0047746j -7.57516e-05+0.000196282j 
0.000919543+0.00597681j -0.00106268-0.000363629j -0.00242824+0.000135707j -5.25397e-06-0.000998044j 0.00093228+0.00140047j 0.00394693-0.00125875j 0.00552191-0.00151311j 0.000701087-0.00382548j -0.00261443-0.0124126j -0.0111105+0.00212102j 0.0043427-0.0129615j 0.00323703-0.00646479j 0.0138587-0.00678996j 0.0155217-0.00297481j -0.00499579-0.000662536j 0.00659157-0.00499158j -0.0022019+0.00357336j 0.0042426-0.00550904j 0.00655345-0.00212148j 0.00852709+0.003312j 0.00177342+0.00201398j -0.00562717-0.0100141j 0.00206671-0.00133439j -0.00276088-0.00200819j 0.000618974+0.000494251j 8.95618e-05+0.00355628j -0.0103674-0.00351008j 0.00318589+0.00511579j -0.00500115-0.00106231j -0.00223813+0.00374087j -0.00386211-0.00260618j -0.00280859+0.000365608j 0.00431547+0.00397147j 0.00410795+0.00375308j 0.00434461+0.00144867j 0.00370481-0.004894j 0.00188193+0.00310844j -0.00196407+0.00303789j -0.00282181-0.00120682j 0.000310409-0.000797169j -0.00223247-0.00117258j -0.00221326+0.000174065j -0.00108975-0.000635057j -0.00242139-0.000600863j -5.35793e-05-0.00264318j 0.00367851+0.00174685j -0.00251365-0.00329586j -0.000920801+0.00167948j 0.00153519+0.00115142j 0.000138269+0.000928732j 0.00112948-0.00310548j -0.000376992-0.000199451j 
-0.00160926-0.00723353j 0.000974042-0.00542665j 0.0057388+0.000861678j -0.00105656-0.00603398j 0.00245055+0.0058649j -0.0126304+0.0088781j 9.00995e-05-0.00217605j 0.00506765+0.0112751j 0.00541384+0.0079491j -0.00724095+0.00107936j 0.00852722-0.00274128j 0.00371815-0.00283582j -0.0135105+0.00220273j -0.00680273+0.000332831j 0.00613637+0.00225219j -0.00165334-0.00110288j 0.00161389+0.00119549j -0.00658084+0.00678539j -0.00173373+0.0027295j 0.00587747-0.00311422j -0.00359483+0.00187637j 0.00150406+0.00242127j 0.00331957+0.000241008j 0.00341994+0.00106033j 0.0031063+0.000136448j 0.00328503+0.00177695j 0.002108+0.0027175j 0.00541882+0.000642491j 0.00303938-0.00292877j -9.41695e-05-0.000265794j -0.00545471-0.00125507j 0.00118432-0.00145762j -0.00130155+0.00021537j 0.00121727-0.00442846j -0.002237+0.00305998j -0.00519393+0.000378659j 0.00183626+0.00120049j 0.00266485-0.00241168j -0.000980524-0.00279157j -3.2465e-05-0.00196852j 0.00116703-0.00182926j 0.00138823+0.00246117j -0.00206661+0.00120681j -0.00133803+0.000509849j -0.000478207+0.00245624j -0.00098445-0.00418642j 0.00294155+0.000269657j 0.00148044+0.000363789j 9.50131e-05-0.00628215j 0.00334164-0.0011657j -0.00125542+0.00586198j 0.00319116-0.00237369j 
0.00460936-0.00302613j -0.00277193+0.0022654j 0.00067973-0.00579685j 0.000797033+0.00487377j 0.0155024+0.0055199j -0.0148321-0.00116167j -0.017038+0.000285524j -0.00236036-0.0058164j 0.00586125-0.00441398j -0.00876357+0.00152874j 0.00128907+0.000621209j -0.002117-0.0156673j -0.00895258-0.0109395j 0.00148007+0.00300299j 0.00219649+0.000659956j -0.00912985-0.0060783j 0.00131787-0.00328952j 0.00139003-0.00316808j -0.000456552+7.99461e-05j 0.00097495+0.00241065j -9.08588e-05-0.00202706j -0.00352669+0.00105993j 0.0041074+0.00148905j -0.00132064+0.00380039j -0.00185913+0.000411285j -0.00263262+0.00110658j 7.98189e-05+0.000525082j -0.00129648+0.00743007j -0.00110283+0.00530226j 0.00172805-0.000165289j -0.00138527-0.000522107j 0.000288715+8.01276e-05j 0.000427063+0.000127883j 0.0019599+0.00070094j -0.00343879-0.00070417j -0.00258516-0.00287714j 0.00111336+0.00168621j -0.00121937+0.0022164j 0.00267583+1.99654e-05j -0.00163686+0.00424156j 0.00023393-0.00111486j -0.000825278+0.00187035j 0.00179768-0.00242537j 0.000854328+0.00340572j -0.000850228-0.00525905j -0.00153812+0.000825528j 0.000544398+0.000787516j -0.0031028+0.000308131j 0.00186839+0.00143455j 9.53194e-05+0.00326478j 0.000822965-0.00221055j -0.00180468-0.00305371j 
