-0.00808191-0.00234008j 0.00197134-0.00844728j 0.00603625-0.00374768j -0.00302027-0.00660007j 0.000876007-0.00223765j -0.00296918+0.000255037j -0.00150688-0.00579584j 0.00511621-0.0024056j -0.00272087-0.00123577j -0.00213103+0.00346407j 0.000329582-0.000465585j -0.00229788-0.00366935j 0.00389494-0.00125205j -0.00100499+0.00276691j 0.00294766-0.00217954j 0.00195754+0.00135283j -0.00123712-0.00279575j -0.000383107-0.00171532j -0.00156895+0.00351445j 0.000283832+0.00260078j 0.00459014-0.00449193j -0.00283315-0.0061307j -0.00372331+0.00251235j -0.00131141+0.00317409j 0.0015623+0.000926587j -0.00219542-0.00361301j -0.000613503+0.00227214j 0.0011862-0.00157934j 0.00108587+8.67065e-05j 0.00168176-0.00168778j 0.00531276+0.00106275j -0.00302069-0.00011906j 0.000679322-0.00147269j 0.00189392+0.00205317j 0.00138858-0.00341151j -0.000410222-0.000554275j 0.000192453+0.00224114j -0.00476623-0.000882999j 0.00349164+0.00287899j -0.0015267-0.00164259j -0.00378837+0.00421725j -0.00243873-0.000417054j 0.00484041+0.0013116j 0.0058426-0.00257562j 0.00116429+0.00128886j 0.00319468+0.0115128j 0.00506258-0.00642594j 0.00840649+0.000693514j 0.011308+0.00853041j -0.00702153+0.00914079j 0.0215813+0.000152148j 0.00109804-0.0214808j 
0.0011657-0.000293002j 0.0014577-0.00651918j 0.00691009+0.000203932j -0.00946382-0.00889523j -0.00634087+0.00672754j 0.00978361+0.00290024j -0.000772089+0.00660653j -0.00830857+0.00225064j 0.00809422+0.0102208j -0.0148325-0.0061791j -0.0106706-0.00300019j -0.0037698-3.55055e-05j 6.34123e-05-0.0102596j 0.00146343-0.000555057j -0.00961625-0.00111821j -0.00225045-0.0058053j 0.00463595-0.00140754j -0.00757047-0.00580512j 0.00112137-0.00292071j 0.00125821+0.00354422j -0.0025789-0.00355493j 0.00261006-0.00282285j -0.00275735+0.0016437j -0.00833534-0.00429382j -0.00963407-0.00432209j 0.00164484+0.00306563j -0.00342902+0.000390745j 0.00935625+0.00017683j 0.0014925+0.00122655j 0.000499626+0.000612526j 0.00273095-0.000295288j 0.00229891-0.00311668j 0.00159438-0.000301781j 0.00383342+0.00068735j -0.00218304+0.0063639j 0.00141727-0.00368619j 0.00102831+0.00165243j 0.00183544+0.00101049j 0.00121263-0.000871912j 0.00148743-0.00352695j -0.00168746-0.00625724j -0.00253894+0.000223548j -0.000848982-0.003893j -0.00166899-0.000527946j 0.00109811+0.00597304j 3.30775e-05-0.00239668j -0.00425012-0.00498478j 0.00369056+0.00550178j 0.000749517-0.0021492j 0.00166767-0.00232518j -0.00415963-0.0034539j -0.00106404-0.000711963j 
0.0011071+0.00591342j -0.00379983-0.00538703j -0.0113495-0.00701719j -0.00934419+0.00326383j -0.0141344-0.00462191j -0.00703753-0.00450281j 0.00379236+0.00218196j -0.0107671-0.0030953j -0.0135873+0.000197612j -0.00605666-0.0100669j 0.000572847+0.00116478j 0.0036767-0.000277187j 0.00507222-0.00683407j -0.0064723-0.00440301j 0.00504188-0.00116722j -0.00624298-0.00385624j 0.00527685+0.00311518j -0.00203491-0.00986758j -0.00752211-0.00899118j -0.000232196+0.00338831j 0.00415622-0.00779773j -0.00306343-0.00175268j 0.00215389-4.11845e-06j 2.34047e-05+0.000307177j 0.00533315-0.000366358j 0.00396463-0.00114182j 0.00112465+0.00416397j -0.00529063+0.00155981j -0.00109506+0.00306189j -0.000294641-0.00300322j 0.000443067+0.00288238j -0.0014142+0.0016107j -0.000159576-0.00135408j 0.00391305+0.00198896j -0.00559979-0.00461752j -0.00383314+0.00358435j -0.00120115+3.23086e-05j 0.00105147+0.0011092j 0.00177033+0.00185206j -9.61652e-05-0.00298709j 0.00326179+0.00125829j -0.00171375+0.000849868j 0.000688158-0.000467371j 0.00283346+0.000655149j -0.00337743+0.000378394j -0.00126623-0.00487596j -0.000712312+0.00593638j -0.00522648+0.000528011j 0.00543508+0.00161846j -0.00109652+0.00401554j -0.000634664-0.00431421j -0.00147974-0.00189808j 
-0.00319207-0.000892179j -3.32966e-05-0.00461282j -0.000685527-0.00356911j -0.00203198+0.00214001j 0.0104189+0.00410211j -0.0106605-0.000245589j 0.00772558-0.00643693j -0.00923528+0.0048486j 0.0156636+0.0024137j -0.00591942-0.0162457j 0.00394082-0.00771211j 0.0054397+0.000756277j -3.95424e-05-0.00411233j 0.00567291+0.0050073j 0.000527293-0.00149147j 0.00302438-0.00194412j -0.002175+0.00397826j -0.00691591-0.00335625j 0.00433493-0.00362845j -0.00217528+0.00157942j 0.00245097+0.000373386j -0.000959455-0.00154305j 0.00367305-0.00279286j 0.000932727-0.0036012j -0.00517277-0.00899619j 0.000576815-0.00629101j 0.00386503-4.4245e-05j -0.00644991+0.00478242j 0.00259932+0.00198534j -0.00215269+0.00306979j 0.00851168-0.00178807j 0.00219909+0.00266792j 0.0004598+0.00112302j 0.00218707+0.00367657j 0.00248531+0.00311387j 0.000955784+0.00470373j -0.00298038-0.000322172j 0.00112213+0.0022512j 7.59356e-05+0.000276842j -0.0015217+0.002356j -0.00148364-0.00349792j -0.00204647-0.00408541j -0.00188012+0.00234926j 0.0010365-0.00372494j 0.00365738-0.00100811j -0.00321974+0.00307294j -0.000602712+0.000961699j -0.000520081-0.00132676j 0.00463881+0.00458471j -0.00241742+0.00395546j -0.000675699-0.000783836j 0.00070371+0.000776943j 
-0.00393042+7.86584e-05j -0.00179266-0.00311201j 0.00208181+0.00444695j 0.00141718-0.00293174j -0.0148802+0.0020513j -0.00636258+0.00602312j -0.0113517-0.00721754j 0.0070381-0.00444971j -0.00204719+0.00925052j -0.00259271-0.00457637j 0.011349-0.00639427j 0.00744663-0.00172126j 0.00471685-0.00254136j 0.000592596+0.00757741j 0.00149282-0.000414798j -0.00704076+0.000966391j 0.00176475+0.000217148j 0.0024636-0.00522954j -0.0116459+0.0038324j 0.00181011+0.00165422j -0.0029811-0.00201722j 0.00567882-0.0014923j -0.00493015-0.00367503j 0.00172373-0.00258575j 0.00425616-0.00845888j -0.00132136-0.000522307j 0.000550767-0.00331521j -0.0011125+0.0026833j 0.000126068-0.00278299j -0.00544991+0.00300144j -9.05892e-05+0.000716502j -0.00229784+0.000806627j -0.00411167+0.00113379j -0.00180946+0.000384442j -0.00332856+0.000877071j 0.00470186+0.00482952j 0.000220334+0.00103813j -0.00244373-0.00289047j -0.000209752+0.00336914j -0.00263871-0.0015921j 0.00235956-0.00324926j 0.00429843+0.00139015j 0.00106959+0.00329556j 0.00253333+0.000158936j -0.000764893+0.00160169j -0.00117993+0.00105118j 0.00730588+0.00123582j -0.00318872+0.00202548j -0.0012624-0.00296746j 0.00190789+0.000191899j 0.00314911+0.00220222j 0.000107817-0.00344315j 
-0.00245675-0.00522275j -0.00339369-0.00504774j -0.00192621+0.00443509j 0.0114832+0.0027332j 0.0183482+0.0161961j 0.00515378+0.00402508j -0.00204361-0.00428228j 0.00202742-0.0149631j -0.00761251+0.0106055j 0.00772532-0.00999218j -0.0016209+0.000172748j 0.00501129-0.00944998j 0.00694581-0.0102166j -0.00831875+0.00109401j -0.00219859+0.00757426j -0.00230413-0.00891119j -0.00257688+0.00193544j 0.00319642-0.00460687j 0.000678101+0.000228465j -0.00533896-0.000211903j 0.000733627+0.00109573j -0.0020201+0.000528083j -0.0016003+0.00500016j 0.00202096+0.00190528j 0.00298642-0.00321655j -0.000315613+0.000339143j 0.00151912+0.000288134j -0.00329464+0.00449571j -0.0040254+0.00389391j -0.00122759+0.00360323j 0.000852767+0.00324082j -0.00220233+0.00324098j -0.0016272+6.25949e-05j -0.00072787+0.000700596j -0.00200072-0.00230909j -0.00248506-0.00341624j 0.000956305-0.00105396j -0.00203024+0.00089785j 0.0010087+0.00194404j 0.000814719+0.00335884j 0.002748-0.00202851j -0.00190559+0.000564385j 0.00184639+0.000868329j 0.000105646+0.00171736j -0.000237312-0.000681742j -0.0014796-0.00215192j -0.000807305-0.00163652j 0.000980994+0.000229665j -0.00303512+0.000411709j -0.000365179+0.00144226j 0.00052466+0.000728788j 0.00016996-0.00169978j 
-0.00596873-0.00672256j 0.00491947+0.00624136j -0.005781+0.00371564j -0.00770453+0.00535652j -0.00934869-0.00957951j 0.0166556-0.00238498j 0.00541433-0.0196635j 0.000514731-0.00485354j 0.00426995+0.00296981j -0.00102143-0.00145787j 0.00179331+0.00325791j 0.00403539-0.00180423j 0.00447421-0.00527829j 0.000262189-0.00228109j -0.00178753-0.000560682j -0.00124283-0.00285322j 0.000726428+0.00179676j -0.00113377+0.00330069j -0.00420866-0.00204293j 0.00170383-0.0059661j -0.000467468+0.0054845j -0.00418053+0.00378146j -0.00314961-0.00397909j -0.00089389+0.000686634j 0.000477948+0.00112689j -0.00168034+0.000296909j -0.000693043+0.00117736j -0.00533571+0.00275057j -0.00503383+0.00280167j -0.00153438+0.00262277j 6.2558e-05-0.00242363j -0.000465276+0.00225579j -0.00111771-0.00216594j -0.000693551-0.0020886j 0.00254978-0.000245493j 0.0018388+0.000304364j 0.00220624-0.000513803j -0.00171274+0.00229456j -0.00165725-0.00259953j -0.00144757+0.00117342j -0.00211414-5.41974e-05j 0.00127762+0.00207198j 0.0014678+0.00042113j -0.00144486+0.000267411j 0.00139489-0.00102644j 4.31837e-05+0.00247835j 0.000339147-0.000938977j -0.000316552-0.00108493j -0.000240765+0.000280619j 0.00157242-0.000258917j 0.00168401+0.00265025j 0.000156896-0.00133717j 
0.00485686+0.00661286j 0.00262533-9.54278e-05j 0.00790919+0.00523066j 0.00333771-0.000461414j -0.00186716+0.00938388j -0.00713772-0.0150087j -0.00391193-0.00451571j -0.00198167+0.00470427j -0.00400546+0.00351727j 0.00348872-0.00527821j -0.000448196+0.000714754j -0.00132094+1.64908e-05j -0.000201606-0.00653547j -0.00147948-0.00478418j -0.00217094+0.00349487j 0.000151564-0.0058912j -0.000592303-0.00243939j 0.000370458-0.000600751j 0.00422214-0.000168819j -0.00498159+0.00044184j 0.00557004-0.00220638j 2.40099e-05+0.000432055j -0.000800804+0.00059928j 0.00242078-9.01165e-05j 0.00209949-0.000218855j 0.00115632-0.00336096j 0.00137878+0.00270254j -0.000256522+0.00121749j 0.00230412+0.00428572j 0.000890084+0.00130607j 0.00157476-0.000133329j -0.00022473+0.00187854j -0.000552707-0.00157692j 0.000315949+0.00282115j -7.5483e-05-0.00209914j -0.00130921-0.00238995j -0.000706673-0.00235391j 0.000793804+0.00179772j -0.000405661+0.00148075j -0.000845863-0.00111694j 0.00109634+0.000924965j 0.000477394-0.00248584j -0.000486064-0.00107531j 0.000436701-0.000483417j 0.00191214+0.000857093j -0.000493248-0.00102483j -0.0013985+0.000722589j 0.00175084-0.00173909j -0.00026979+0.00336594j -0.00168648-0.00239017j 0.000411783-0.00167963j 0.00145142+0.00176625j 
0.00889356+0.00554604j -0.000255828+0.00525882j 0.0164834+0.000383008j 0.00358324-0.00841188j -0.00143568-0.00360312j -0.019488-0.00954378j -0.0174464+0.00592814j 0.000382982-0.00548074j -0.0030096-0.00585787j 0.00751377-0.000921961j -0.00287679-0.00538152j -0.00125576+0.0008471j -0.00556869-0.00339531j -0.000300644-0.00119414j -0.000567166-0.00288381j -0.00303887+0.00152553j 0.000810198+0.00305768j 0.000865781-0.00970975j 0.00311777+0.000685468j -0.00303727+0.00241885j 0.00025121-0.00177065j 0.00116162-0.00291784j -9.6137e-05-0.00316951j 0.000344221-0.00277997j 0.00075943-0.00178853j 0.00103596-0.0023446j 0.00219054-0.00430668j 0.00290391-0.000846613j 0.0031823-0.00369179j 0.00113267+0.00132523j 0.00236142-0.00167619j -0.000614623+0.00184167j -0.000354241+0.000839666j -0.00151566+0.00361717j -0.00713759-0.00104771j 0.0013181+0.00169693j -0.000921663-0.00244648j -0.00233701-9.14836e-05j 0.00240677+0.00339556j -0.00319024-0.00460898j 0.00337772+5.55398e-05j 0.00168864+0.000195359j 0.00142969+0.00119178j 0.00325153-0.00138614j -0.000668222+0.00486914j -0.0016912-0.00223316j 0.00186881+0.00126298j -0.000817941+0.00197947j -0.00177523+0.00012735j -0.000713136-0.00139884j 0.00303103-0.000944582j 4.84791e-06-0.000898446j 
-0.00149428+0.00520984j -0.0151717-0.00744238j -0.0082277+0.00167266j 0.0143895-0.000242318j 0.0243737+0.00356061j -0.00837508+0.0131609j 0.0141413+0.00940765j 0.000427815+0.00760466j -0.00806446-0.00624954j 0.00205706-0.00410475j 0.00318932+0.00107001j -0.00406047-0.00399772j -0.00177218+0.00328537j 0.004573+0.00420408j 0.00434372+0.00116203j 8.97406e-05-0.00152534j -0.00193994-0.00297366j 0.000487771+0.00360255j -0.000901432-0.00157459j 0.00480924-0.0010966j -0.00203223+0.000663986j -0.0018445-0.000395856j 0.00753294+0.0012539j 0.00123824-0.000215645j -8.95787e-05-0.00391567j 3.89516e-05-0.00218443j 0.00126806+0.00099953j 0.00146414+0.00140908j 0.00320277-0.00286172j -0.00170848+2.23429e-05j 0.00356989-0.00108129j -0.00248487-0.00172409j 0.0028637+0.00125619j 0.00023697-0.000782717j 0.0024287+0.00432147j -0.00204131+0.00418676j -7.04563e-05+0.000281012j 0.000419132-0.00107326j -0.000164627+0.000670824j 0.00262665-0.00138003j -0.00127318-0.00251122j -0.00220752-0.00186701j -0.0018747+0.000796609j 0.00166725-0.000596085j -0.00184961+0.000754649j -0.00202343-5.44113e-05j 0.000410396+0.00127851j 0.000395766+0.000727073j -0.000421987-0.00191297j 0.00186576-0.000640247j -0.00179663-0.00053464j 9.07484e-05-0.00119523j 
0.00147957-0.000846058j 0.00347716+0.000918198j 0.00985302-0.00107562j -0.00785205-0.0024324j 0.00217286+0.00382783j -0.00272165-0.0213458j 0.0112762-0.00596107j 0.00196246+0.0052322j 0.00794337-9.79688e-05j 0.00517004-0.000662401j 0.00857174+0.010144j 0.00575411+0.00333909j -0.00111211-0.004485j 0.000882186+0.00661192j 0.00138802+0.00433835j 0.00876131-0.0066867j -0.00519176-0.00107385j 0.00224731+0.000104439j 0.0067-0.00430872j -0.000389441+0.00256158j 0.00300425-0.000140339j -0.00208994-0.00158862j 0.00900011+0.00107864j 0.00379947+0.00535318j -1.56073e-05+0.00289825j 0.00349105-0.00351667j -0.00156205+0.00449025j -0.00553144-0.0037613j -0.00331929+0.00367183j -0.00181086-0.00324302j 0.000370445+0.00328655j -0.00187362-0.000188182j -0.00100991-0.00188073j -0.000211098+0.00158707j 0.00374553+0.000770761j -0.00417639-0.00152438j -2.23186e-05+0.000259509j -0.000915102-0.00012442j 0.000514105-0.00439406j -0.00136223-0.00176265j 0.00058781-0.00017573j 0.00147112+0.000278085j -0.00321366-0.00215469j 0.000698057+0.000474842j 0.00420836+0.0027062j -0.00122239-0.00385589j -0.00471582+0.00119512j 0.0033379-0.0042098j -0.000542712+0.00290471j -0.00424492-0.00211345j 0.00126187+0.00296801j 0.00172752+0.000332871j 
0.0126604+0.00532012j -0.00525126-8.97588e-06j -0.00140209+0.00469677j 0.000559244+0.00680961j -0.00570323+0.0132252j -0.013618-0.00674649j 0.00508423-0.0158895j 0.0183207+0.00808453j -0.00339344-0.00440255j 0.00588432+0.0136356j 0.000794383-0.00143008j 0.0102792+0.00162788j 0.00366262-0.00678319j -0.000397808-0.00281999j 0.0029549+0.00028915j -0.00423513-0.00536191j -0.00164757+0.00260062j 0.00367586+0.00454485j -0.00276787-0.00643028j 0.00162007-0.00219709j -0.00531802-0.000838321j -0.00306763-0.00233487j 0.00192298-0.00107201j 0.00071583-0.000261163j 0.00248482-0.00165979j -0.00309692-0.000501442j 0.00294653+0.00204631j -0.00271581-0.00084943j 0.00128944-0.00197451j -0.00203628+2.71029e-05j 0.000699037-0.00165349j -0.00116313-0.000617741j 0.000211057-0.00144226j 0.000745967-0.00420745j 0.00405525-0.00328751j 0.00180405+0.00397859j -0.000334404+0.000284258j 0.00237692-0.00300119j -0.00261302+0.00155293j -0.00342796-0.0048948j 0.000939217+0.00278052j -0.00250764+0.00358588j -0.00307652+0.00262685j 0.000349484+0.00282179j -0.00037025+0.000412099j -0.00113739-0.000130433j 0.00443526+0.00446305j -0.00126412+0.00102012j -0.000130303-0.00505813j -0.000762719-0.002811j -0.0013867+0.00103159j 0.00154076-0.00120415j 
0.0104655+0.00479443j 0.00175096+0.00800134j -0.00786699-0.000939901j 0.00597081+0.0118458j -0.00433799+0.000181275j -0.014547-0.0112637j -0.000617048+0.00682524j -0.0131365+0.0052902j 0.0029188+0.0013935j -0.000166495+0.00613551j 0.00102324+0.0050662j -0.00343439-0.00128349j -0.00261411-0.00114834j -0.00361919+0.00440034j 0.00281213+0.00251866j -0.000966017+0.00398748j 0.000211579-0.00134443j -0.00856834-0.000181532j 0.000407219+0.00240141j 0.00816043+0.00384337j -0.00166094-0.0040672j -0.000762936+0.000295973j -0.000815735+0.00363927j 0.000993678+0.00380115j -0.00117949+0.00215681j -0.00377139-0.000833659j 0.00165198+0.000250294j 0.000171207+0.00104679j 0.00521423+0.0042668j -0.000157002+0.00150429j 0.000989497-0.00156678j 0.00189401+0.000921142j 0.00080488-0.000610143j 0.0047213+0.000763987j -0.0032313+0.00319867j -0.0011632-0.000492918j -0.0018577+0.000647372j 0.00155879+0.00367407j 0.00357237-1.09136e-05j 0.00130313+0.00268295j -1.41735e-05+0.00166756j -0.00067179-0.00208859j 0.000770799-0.00466616j -0.00123171-0.00205689j 0.000229156-0.00253381j -0.000577762+0.00327447j 0.00238233+0.000782329j -0.00162847+0.00134499j 0.00390718+0.00266156j 0.000102695+0.00310558j -0.00411801-0.0036635j 0.000536428+0.0055118j 
0.00494713+0.00352179j -0.00479286-0.00282669j -0.000862324+0.00159096j -0.00145035+0.00265087j -0.00773935+0.0277241j 0.00960073+0.00520729j 0.00550441+0.010289j 0.000286369-0.0015624j -0.00142882+0.00288704j 0.00983245+0.00275207j -0.00941197+0.000165736j 0.00569452-0.00382125j 0.00786922-0.00246358j -0.00394717+0.00141437j -0.00389433+0.00127917j 0.00684154+0.00430266j 0.00352784-0.00477318j -0.00300809+0.00283114j -0.000691591+0.00559889j -0.00101054-0.00310666j -0.00329006+0.00572983j -0.0014093-0.00267514j -0.00172879+0.00666238j -0.000903628-0.000690206j -0.0016712-0.0027098j 0.00188643-0.000274506j -0.00363034+0.00145629j -0.00178763-0.00194609j -0.0061329-0.00294105j 0.00113743+2.26756e-05j -0.000992068+0.00098573j 0.000993248-0.00151458j 0.00145741+0.00075508j -0.00137208-0.00196523j 0.00125131+0.00399241j 0.00476601-0.00578965j 0.000397108+9.17668e-05j -0.00198071-0.000214325j 0.00270097-0.00319633j -0.00260702-0.000884707j -2.54352e-05-0.00141268j -0.000494664-0.00289031j 0.00183326-0.00313241j -0.00135954-0.00188183j 0.00246068+0.00412948j -0.00121215-0.00118236j -0.000598948-0.00487311j 0.00356769+0.0039087j -0.00402371+0.000175524j -0.00158147-0.00423511j -0.0035406-0.00248615j -0.00190407+0.00173714j 
-0.00580571-4.30813e-05j -0.00888935-0.00581613j 0.00282237-0.0136267j -0.0159868+0.00312333j 0.00921138+0.00560374j 0.00192795+0.00333459j -0.00482586+0.00309199j 0.00239172-0.00620464j 0.00487204-0.00720915j -0.00395785-0.00244829j -0.00508351+0.00204943j -0.00286255-0.00708428j -0.00953466-0.00540461j 0.00088706+0.000196529j 0.00470702-0.000809588j -0.00628996-0.000311208j 0.00138363-8.21724e-05j -0.000352582-0.00333517j -0.00638688-0.00334047j -0.00093244+0.00167875j 0.000961797+0.000209938j -0.0027704-0.00301963j 0.00291929-0.00118541j -0.00224143+0.000118472j -0.00524463+0.00328215j 0.00222161-0.00199283j 0.00318203-0.000291147j -0.00170579-0.000242428j -0.00451916+0.00345025j 1.91937e-05+0.00123377j -0.000728224+0.000897397j -0.00217879+0.000450038j -0.00123421+0.00123732j -0.00310144+0.00240767j 0.00119779+7.45177e-05j -0.000818895-0.0013883j -0.000399198+0.000177941j -0.001539+3.68955e-06j -0.00233984+0.0017653j -0.00452946+0.0013317j -0.00366978-0.00181114j 0.00255633-0.00177511j -0.000583318+0.00240807j 0.00254628-0.000852267j 0.00435875-0.000800357j -0.0044201-0.00161211j -0.00387673+0.00341395j -0.000768146-0.00278121j -0.00256992+0.00135242j -0.00452789-0.000451804j 0.004835-0.0028687j -0.0064229-0.00516781j 
-0.00364907+0.00887308j -0.00895789-0.000514069j 0.00915521+0.0186954j 0.0187209-0.011322j 0.0174444-0.00368268j 0.00833249-0.0145025j -0.00658874-0.0039233j -0.00374934-0.00330914j 0.00497918+0.0045815j 0.0016724-0.00124278j 0.00230113-0.000238288j -0.00168709-0.000797166j 0.0018815-0.00984251j 0.00131594+0.00327247j 0.00386164+0.00175377j -0.0003905-6.02171e-05j -0.00242578-0.00131585j 0.00398606-0.00201523j 0.00581514+0.00489156j -0.00600141-0.000478636j 0.00299051-0.0011097j 0.00240281-0.000884852j 0.00550061+0.00530385j 0.00360227-0.00184521j -0.0020286-0.00491565j 0.0027721+0.00101481j -0.00147816-0.00122824j 0.00461952+0.003814j 0.00141527-0.000298894j 0.00181423+0.00236379j 0.00194964+0.00311283j 0.000938777-0.000193316j 0.00158564+7.21034e-05j -0.00173043+0.000378737j 0.00137426-0.00380951j -0.000749543-0.000677975j 0.00124753-0.000997417j 0.000421017-0.00281744j 0.0010835+0.0014244j 0.00561231-0.00360807j 0.000943156+0.000676167j -0.000723502-0.000344436j 0.000345571-7.41335e-05j 0.00208762+0.00233004j -0.00468806+0.00265299j 0.00228746-0.00316228j -0.00204807-0.0022955j 0.00186356+0.000728471j -0.00260652+0.000392853j 0.0010902-0.00282348j -0.000106626+0.00126014j 0.000182996+0.000968745j 
0.0184836-0.0010775j -0.00383408+0.015516j 0.0111312-0.00441617j -0.00906623-0.014117j 0.0106543-0.0141376j -0.00410135+0.00285608j 0.00265765-0.00354445j 0.00868875-0.000150543j -0.00210562+0.00852402j -0.00743839-0.00321346j -0.00702831+0.00315814j -0.00276716+0.00531324j -0.0026733-0.00115221j 0.0015187-0.00114167j 0.00250095+0.00150026j -0.00360766+0.00187827j -0.00043122-0.000776774j -0.000481662-0.00272538j 0.00356492-0.00283011j -0.000373063+0.00126576j 0.00136741-0.00254354j -0.000232882-0.000417654j 0.00503863-0.00480054j 0.00121856-0.000360002j -0.0057265+0.00200678j 8.26805e-05-0.00206386j -0.000907247-0.000639941j 0.000554424-0.00299498j -0.000330805-0.00253243j 0.00032629+0.000168912j -0.00120597-0.00248551j 0.00122564+0.00113866j 0.00104767-0.00306442j 0.00183875+0.00138153j 0.00143594+0.000213333j 0.00157051+0.00017224j -0.00271776-0.000428325j 8.34945e-05+0.00016066j 0.0032621-0.000636022j -0.00496481-0.00347004j 0.000124059-0.000534193j -0.000644245+0.00207448j -0.000546359-0.000995977j 0.00050574-0.00221225j 0.00592373+0.00421398j -0.00441007+0.00190738j 0.0018428-0.000307844j 0.00417543-0.00035922j -0.00321277+0.00416711j -0.00590934-0.00427285j -0.00239634-0.000968036j -0.0016873+0.00136664j 
0.00183525-0.0168295j 0.0186865-0.000776161j 0.0103141-0.000835945j 0.00310431-0.0105369j 0.00183202+0.00573285j -0.00964506+0.0080352j -0.00764662-0.00354685j 0.00279974-0.00328108j -0.00138676+0.00171804j 0.00642046-0.0135078j 0.002248-0.00114991j -0.00143296-0.00110804j -0.00317091-0.00454115j 0.00318698+0.00227827j -0.00148161+0.000342668j 2.4068e-05-0.00279149j 0.000344554+0.00133498j 0.000737134+0.00038362j 0.00374738-0.00141226j -0.00203242-0.004182j 0.00466473+0.000435989j -0.000199773+0.00260832j -0.00362226+0.00273144j 0.00345727-0.00116086j 0.00378619-0.00304367j -0.000828521+0.00463008j -0.00225823-0.000295776j -0.00131767+0.00256967j 0.00200583-0.00150689j 0.000443513+0.00052619j 0.000978948-0.000614816j 0.000846226+0.00099818j -0.00291124-0.000796135j -0.000306148-0.00207837j -0.00205903+0.000997204j -0.00248857-0.00079174j 0.00160571-0.000175668j -0.00148478+0.000932837j -0.000431324-0.00325533j 0.000289408+0.0023586j 0.00378394-0.00259883j 0.00196419+0.00444956j -0.00063862-0.00040118j -0.00061506+0.00174334j -0.000261878-5.73068e-05j 0.0043071+0.001304j 7.71267e-05-0.00589272j 0.0029241-0.00096493j 0.00344721+4.2139e-05j 0.000983427+0.00263553j -0.000873749+0.00806738j 0.00887359-0.000591826j 
-0.0129659+0.000885028j 0.00103771-0.0135613j 0.0130167-0.00827095j -0.0101353-0.0149566j -0.00657439-0.00430584j -0.000704061+0.00214983j -0.00325947+0.0105901j -0.00428465+0.00331036j 0.0092624-0.00541929j -0.00693362-0.00173623j -0.00496212-0.00584861j -0.00148036+0.00164289j -0.0031162-0.00199159j 0.00324577+0.00152117j -0.000646978+0.00298839j -0.000766625-0.000501476j 0.00157161+0.00280005j -0.000591843-0.00469436j 0.00131844-0.00757545j 0.000594084+0.00318163j 0.00042363-0.00206911j 0.00191529-0.00441475j -0.000963105+0.00153113j -0.000749916-0.000667995j -0.00200104-0.000512382j 0.00328433-0.00017261j -0.000952616+0.00032792j 0.0010974-0.00402292j -0.00022904-0.00314165j -3.18693e-05-0.000750261j 0.00101141-0.00067178j -0.000682747-0.0010166j -0.000801182+0.00180648j -0.000920903+0.000583327j -0.00315201+0.00323518j 0.000487612+0.00184903j -0.00164875-0.000959694j -0.00101756-0.00041538j 0.000179536+0.000557526j -0.00122642-0.00409793j -0.000431112-0.00418878j 0.00279004+0.000268066j -0.00142173+0.00110886j 0.00380465+7.11161e-05j 1.00808e-05+0.00350589j -0.000747211-0.00480201j -0.00605969+0.000936766j 8.63037e-05-0.00273459j 5.58889e-05-0.000556418j 0.000133121-0.0024185j 0.00586423+0.000341271j -0.00055581-0.00634642j 
