0.00621301-0.03939j 0.0488542+0.0661643j 0.0149379+0.0629335j -0.0114299+0.0296858j 0.00112881+0.0208146j -0.00181625+0.0469658j 0.000628116+0.0136323j -0.00210862+0.0217373j 0.00543093+0.0173912j 0.00815843+0.00332463j -0.0062046+0.00776588j -0.004074-0.0174949j -0.0324142+0.0191781j -0.0943159+0.114615j 0.0342741+0.00904947j -0.009228+0.0429583j 0.0206513-0.0627188j -0.0240674-0.0140756j -0.0177606+0.0435049j 0.0176203+0.0265929j 0.0168441+0.0152194j -0.0281368+0.0310897j 0.021483-0.0154391j 0.00260048+0.00757807j -0.0213042+0.0286246j -0.0121583+0.0439858j 0.00013712+0.00811671j -0.00307761+0.0100999j 0.0183173-0.0182938j -0.00968796+0.0264213j 0.00618284+0.00550417j 0.00711782-0.0124753j -0.0127903+0.0334092j 0.00678453-0.0350548j 0.0563778-0.0693409j -0.0509387+0.0736667j 0.181086-0.113872j -0.041927+0.0587648j 0.0258719-0.0650247j -0.00232121-0.00532476j -0.00874628+0.0339122j -0.00705045+0.0175924j 0.0223116-0.0668272j 0.0126298-0.0213546j 0.00825671-0.0201149j -0.00245015+0.00681783j 0.0067563-0.0177161j 0.00588647-0.0209408j 0.0170863-0.0222516j 0.000132261-0.00211165j -0.00309633+0.00686334j 0.00997613-0.00766703j -0.0115274+0.0146201j 0.00639391+0.00141028j -0.0152164+0.0117583j -0.0110739+0.014251j -0.0135615+0.0145916j 0.0097829-0.00813791j -0.00432643+0.00719597j -0.006043+0.00175151j 0.00988433-0.00919209j 0.0014214-0.00383889j -0.0150898+0.0119322j 0.00348862-0.00448001j -0.00237736+0.000908645j -0.00620373+0.000622405j 0.00323563-0.00581707j -0.0031468+0.0026766j -0.00808537+0.01004j 0.012947-0.0101849j 0.0129272-0.00581933j 0.0051715-0.0024776j 0.00277478+0.00178743j 0.000633992+0.00594934j 0.00662469-0.000324935j -0.00629189+0.00373186j 0.00347195-0.00268994j 0.00527368-0.0127941j 0.00530737-0.0107125j -0.00279907+0.00179191j -0.00693385+0.00436714j 0.00896999-0.00409089j 0.00711478-0.00446347j -0.00576635+0.0123814j -0.0169883+8.1887e-05j -0.000129393-0.00123648j -0.0187806+0.012416j 0.0194176+0.022009j 0.0075176+0.00757546j -0.0164093+0.0251737j 0.00113721-0.0191648j 0.00716046-0.00634616j 0.0051924+0.0146237j 0.0263635-0.0307043j 0.0281486-0.0336941j -0.0685061+0.131291j 0.115648-0.0744425j 
-0.0437839+0.00258931j 0.0432433+0.007513j 0.00383672+0.0542476j -0.0348872-0.0214925j -0.0260697+0.0201171j -0.0113269+0.0181366j 0.0195567+0.0320149j -0.00127778+0.0200351j -0.0219765-0.0232601j -0.0115013+0.00618278j 0.00641419+0.000352504j 0.00625543+0.0147084j 0.0195711-0.00192677j 0.016413-0.00839258j -0.00430881+0.0153013j -0.0310421+0.0312426j -0.0215504-0.046153j -0.0562184-0.140703j -0.210196-0.0397138j 0.0795352+0.108862j 0.0487799+0.0942261j -0.0716468-0.129564j 0.119062+0.0424723j 0.069031+0.0129869j -0.0516036+0.0663832j -0.206708-0.0273423j -0.0708473-0.044014j -0.0767067-0.123832j -0.0368346-0.0228307j -0.0568174-0.0214917j -0.0453566-0.0158599j -0.100105+0.0409536j 0.00611291+0.0931054j -0.0619943+0.116302j -0.0361417+0.0630565j 0.00192443+0.0529471j 0.101258-0.0404002j -0.0228405-0.0581034j -0.0428631+0.000275038j 0.0255844+0.0151343j 0.00903795-0.0163379j 0.0675515+0.0563533j 0.0192454-0.0351431j -0.0747671-0.0338567j -0.0560444+0.019027j 0.0226497+0.00942783j -0.00491363-0.0179733j 0.00991858+0.0224957j 0.0505087+0.0174521j -0.0013293-0.0022551j 0.00554629-0.0369375j 0.016808+0.00322442j -0.00284599+0.0120518j 0.0257804+0.0247816j -0.00433683+0.0183895j -0.0148023+0.00335357j -0.0180925+0.0479635j 0.0192304+0.000842784j -0.0142814-0.00485007j -0.00880895+0.0112868j -0.0068412+0.00288466j -0.00102662-0.0104958j -0.0163304+0.0132814j -0.00273044+0.0160038j -0.0130517-0.000108839j 0.00101394-0.00471741j 0.0105799-0.00147331j 0.0102366-0.00749734j 0.0029443+0.00175145j 0.0181457+0.00357468j 0.00111119-0.0123671j -0.00934674+0.00464604j -0.00203706+0.000500683j 0.00044348+0.00384386j 0.000156834-0.00386172j 0.000515965-0.0098225j -0.0120101+0.0109549j 0.00208901+0.0143278j -0.0054164+0.00593708j 0.00750364-0.00466477j -0.00144065+0.00867222j 0.00088634+0.00074272j 0.00343206+0.00502655j 0.000561671+0.00318189j -0.00242928+0.00283598j -0.00264165-0.0180941j 0.00900283-0.00314735j 0.00310852-0.0184942j -0.0228694+0.0100791j -0.0233972-0.00450495j -0.00393181-0.014028j 0.00421249+0.000390667j -0.00200584+0.00997285j 0.000808663-0.0255766j -0.0133471+0.0116911j -0.0171737-0.00650663j 0.00918927-0.0100382j 
-0.0918662-0.0334426j 0.018133-0.0938557j -0.0291676-0.0382194j 0.0108624-0.00284362j -0.0275823+0.00587577j 0.0121865+0.0161326j -0.017769+0.0023436j 0.00449201-0.00862696j 0.0140103-0.00298059j 0.0112946+0.00316041j 0.00131721+0.015685j -0.0129319-0.00582946j -0.0191093-0.00783851j 0.00370755-0.00889455j -0.000763919-0.00274182j -0.0409168+0.0162729j -0.0507694-0.0610288j 0.0986181+0.0776355j 0.0482005+0.0304072j 0.0834799+0.0202718j 0.106796+0.0702506j 0.0210604-0.127581j -0.0814445+0.0451388j 0.0624852+0.0224419j -0.228983-0.0600085j -0.131244+0.0634733j -0.175968+0.0454566j -0.0104761-0.186503j -0.123564+0.10278j -0.0179122-0.141282j 0.0463521+0.0107142j -0.0133161+0.00294411j 0.0527266+0.139242j 0.0439456-0.0282256j 0.0498961-0.0990827j -0.0505593-0.044433j -0.019856-0.0276265j -0.0465784-0.0522018j -0.0437466+0.00837054j 0.0213633+0.00198544j 0.00024379-0.0270841j -0.0627005-0.096734j 0.00127655+0.0303496j -0.0200988-0.0178146j -0.0375643+0.019247j -0.00850682+0.0191343j 0.0262583-0.0026364j -0.0173615+0.0243739j -0.0132714+0.0167418j -0.00532037-0.00999693j 0.017319-0.0342153j -0.00553175-0.0177691j 0.00411596+0.00277363j -0.00186014+0.00430417j 0.0156999+0.01485j -0.00597547-0.00937819j 0.00553247+0.0120159j -0.00507031-0.00401264j 0.0209746+0.00425297j 0.000481626+0.00432171j -0.004951+0.000804464j 0.00916014-0.0198304j 0.011069+0.00302659j 0.0207313+0.00505673j 0.0163396+0.00522194j -0.0122764-0.00419923j -0.0161058+0.00214216j -0.0199244-0.00454572j -0.018983+0.00484559j -0.012891-0.00100856j -0.00169681+0.000922337j 0.00611676+0.00594024j 0.0108468+0.0135883j 0.00526732-0.00364428j -0.00743475+0.00450925j -0.0135392-0.00273777j 0.0149653+0.00775154j -0.00348978+0.00710985j -0.00717853-0.00549038j 0.0189435-0.00678698j 0.0107517-0.00209729j 0.0045449-0.00737026j -0.0134028+0.00517905j 0.0149723-0.013007j 0.0106567-0.0126623j 0.0100537+0.00290577j 0.00194157-0.00246226j 0.0121627-0.00171641j -0.0112988+0.0032482j -0.0176052+0.00783944j -0.0145052-0.00575914j 0.00296314+0.00314731j -0.000188152-0.000829536j -0.016967-0.00445097j -0.00212291+0.0101516j 0.00220045-0.0168487j 0.02138+0.00167619j 
0.156229-0.0232829j 0.0117473+0.127826j -0.0352849-0.0203796j -0.00770946-0.0497358j 0.00881284+0.0491543j -0.0307688-0.0053926j -0.0169734+0.0106317j 0.0132699+0.0292292j 0.00258951+0.0306001j 0.0134187+0.0146578j 0.00968954-0.0142077j 0.00656089-0.00366456j 0.00993077-0.00274528j -0.00645516+0.0225042j -0.0288192-0.00512806j -0.000778165-0.144646j 0.113522+0.039422j 0.172355-0.00825465j 0.0119522-0.130752j -0.100522+0.00771388j -0.0776872+0.170535j 0.00744529-0.169156j 0.141833-0.0372141j 0.0480079+0.00647743j -0.000521587+0.142176j -0.110776-0.184318j 0.056096-0.226615j -0.0643126+0.0396143j 0.0437167+0.0104024j 0.0278856+0.0510129j 0.0529507+0.0938744j 0.0646195+0.0514774j 0.0320847+0.0197102j -0.0568701-0.048762j 0.00725009+0.0947074j 0.0784001-0.0580111j -0.0137251+0.105829j 0.104117+0.0667493j 0.0339019-0.110552j -0.0486334+0.0178067j 0.016003+0.0530754j -0.0283402+0.0362891j 0.0823511-0.0184262j 0.0230044-0.0111511j -0.0012969-0.0412091j 0.0117403+0.0363396j 0.00493403-0.0370367j 0.0346252+0.0166199j 0.0374506-0.038634j 0.000236815+0.0231812j -0.00332246-0.033905j 0.0287992+0.0134218j 0.00242668-0.012628j 0.0348588+0.0225061j 0.00502721+0.0024771j 0.00271531+0.00827213j 0.0368954+0.0177539j 0.000811004-0.0215282j -0.00797096+0.0137604j -0.00467662-0.00397937j -0.00296979+0.0209568j -0.0100175-0.000531552j 0.0100682+0.00880739j -0.010756+0.0149507j -0.00840281+0.0179603j 0.00733809-0.0210456j 0.00365025-0.0111567j 0.010775-0.0247951j 0.0106049-0.0130391j -0.00179677-0.00311546j -0.00954505+0.010905j -0.00298475+0.0116734j -0.0092823+0.0162737j 0.00633842-0.00568094j 0.00221476-0.00117309j 7.46535e-05-0.00744714j 0.00146838+0.00747844j 0.00514088-0.00692251j 0.00200755+0.00444535j -0.013289+0.000691325j -0.00772588-0.00872757j -0.00121892+0.0077546j 0.00458983-0.000675484j -0.0124786-0.0126964j 0.00428321-0.0112422j 0.0109134+0.00855629j -0.00544177-0.00280811j 0.00122185+0.00722516j 0.00999698+0.0176706j -0.0161439+0.0145774j 0.00206136-0.0203124j 0.00531706+0.00262119j -0.00357982-0.000463887j 0.01688-0.00776669j -0.0158909-0.0233049j 0.006533+0.0161067j -0.00245754+0.0135699j 
0.0796197+0.0919277j -0.119714+0.0340869j -0.00630592+0.0329441j 0.0251792-0.0136192j -0.00706759+0.0100944j -0.00397235+0.0263082j 0.0143411-0.0107203j 0.0035139-0.0159283j 0.00367076+0.0104531j -0.00138963+0.00705688j 0.00834228-0.00491259j -0.00435437-0.0139076j -0.00499765+0.010186j -0.0117924+0.0152604j -0.00696226+0.00429255j 0.112819+0.00925551j 0.0165542+0.0791821j -0.0152691-0.0653832j 0.0376987-0.0429235j -0.0108703+0.0838904j 0.115353+0.0611019j -0.0362589+0.0163099j 0.0426108-0.0585367j 0.00844163+0.209689j 0.159415-0.0219726j -0.0763561-0.00922829j -0.0198121-0.0426061j 0.0532464+0.149712j 0.0548876+0.00304053j -0.000102247-0.0520466j 0.0625831+0.00960661j 0.0817629+0.0245996j 0.0068644-0.0922853j -0.0220673-0.0390414j -0.0688629-0.0812713j -0.00299049+0.0384616j -0.0423384+0.0478441j -0.0444958+0.105023j 0.163695+0.0564454j -0.0246286-0.0432762j -0.0583781+0.011085j 0.024367+0.0460253j -0.0117117-0.0527173j 0.00854063-0.0355548j -0.0347541-0.0254525j 0.0147393-0.0042204j -0.00703308+0.00112246j -0.00417113-0.0153207j -0.00549755+0.0100506j -0.00662381-0.00485559j -0.00121039+0.0173847j 0.00633082-0.00354516j 0.00714654+0.005305j 0.0166262-0.0131068j 0.0140531-0.0255703j 0.00201153+0.00820612j 0.031378-0.00214634j 0.0081231-0.0141112j -0.00876632+0.00877304j 0.0118096+0.00268139j -0.000794678+0.00522061j 0.000461497+0.0250923j 0.00338031+0.00161793j 0.0176636+0.00837337j -0.00560006+0.0133966j -0.0154302-0.00998358j -0.00184466-0.0189186j -0.00535742-0.0209348j 0.00224948-0.0209634j 0.00181423+0.000999417j -0.00189295+0.0133659j -0.00365703+0.00976798j 0.00593594+3.24903e-05j -0.0110314+0.00234194j -0.00554632+0.00106221j 0.0103985-0.012369j -0.000446938+0.00437668j -0.00488478+0.0136593j 0.00184258+0.00373806j 0.000806251+0.00111801j 0.001738+0.00912504j 0.010544-0.00298872j 0.00711266-0.00373311j 0.0147704+0.00508577j -0.00161702-0.00413575j -0.0149397+0.00695318j -0.005274+0.00327595j -0.00499668-0.00328537j 0.00612732+0.002207j 0.00377684-0.00591966j 0.0119025+0.00931498j -8.45564e-05+0.000762951j 0.00169188+0.000487161j 0.0105566+0.0279689j 0.0221759-0.0225374j -0.0307487+0.0155587j -0.00955543-0.0338212j 
0.0381196-0.00515071j 0.0239223+0.0391818j -0.0359957-0.040711j 0.0333511-0.00386796j 0.00998986-0.00948574j 0.0342441+0.0268333j 0.0146354+0.00770027j -0.00373521-0.011298j 0.0022284+0.0178294j 0.0304208+0.00585825j 0.00428708-0.00919548j 0.00307468+0.00777983j -0.00100867+0.00834355j 0.00433466-0.00950472j -0.0149482+0.00495399j -0.00165895-0.0493753j 0.0812153+0.0215272j 0.123668+0.0476195j 0.183172-0.0775241j 0.293757-0.105984j 0.00799492-0.0308585j 0.0577804-0.0179509j 0.171944-0.209533j 0.0149035-0.0216313j -0.0949249+0.162845j -0.0766967+0.0898844j 0.118248+0.0661844j 0.0257721-0.00838214j 0.143564+0.110535j -0.0849464-0.0584166j 0.0170839+0.107314j 0.137811+0.0554116j 0.0284868+0.12262j -0.0460667+0.0984113j 0.0187276+0.00332896j -0.00121088+0.0291025j 0.0513256-0.0230121j 0.094032+0.0309237j 0.031636-0.0691029j -0.0405749+0.00846864j 0.0105391+0.0255916j -0.100235+0.0380864j -0.0101216+0.0371965j -0.0196333+0.0204541j -0.00500185+0.00709127j -0.00613014+0.00432584j 0.0120945+0.00137335j 0.00657665-0.0227199j -0.0218562-0.036806j -0.00808278+0.00310543j -0.0170078+0.00999335j 0.00573628-0.0020972j -0.00246923-0.00130313j -0.00126514+0.00376481j 0.020581+0.00533023j -0.0031761+0.00292162j -0.00458109+0.00881536j 0.00677825+0.0203191j -0.0133218-0.012413j 0.00436726+0.0166162j -0.00653291+0.00115424j -0.003633+0.000155851j 0.00312178-0.0081793j 4.6289e-05+0.0188592j 0.00217765+0.00454134j -0.00454988-0.00974881j -8.03946e-05+0.00145744j 0.00170082-0.00387584j 0.000778893-0.00415504j -0.00631964+0.00737252j 0.00448222+0.00362833j -0.00430372-0.00739299j -0.00169841+0.00387967j -0.00659134+0.00915399j -0.002879+0.00137081j 0.00340458-0.000315933j 0.00152871+0.00988994j -0.0127587-0.0110958j -0.0100901-0.0114741j 0.00263055-0.0158368j 0.0140148-0.00259017j 0.00158175+0.00733259j 0.00580973+0.00933018j 0.000637023-0.0210203j 0.00841082-0.00783641j 0.00762637-0.0058963j -0.000184378-0.00111015j 0.0064581-0.00959803j 0.0016373+0.0151822j -0.0224248+0.00988357j -0.007691-0.0191912j 0.00131215-0.00339094j -0.0032158+0.00522422j 0.00043294-0.0221083j -0.0150334+0.0077242j 0.00068652+0.0125745j 0.00565249-0.00251693j 
0.03845-0.00971614j -0.0541049+0.00712783j 0.0814497-0.0333514j 0.0103469+0.00984317j -0.00874706-0.00230975j -0.0260412+0.0158826j -0.000378533-0.0114589j -0.00483394-0.0184717j 0.0297322+0.0112597j -0.0212084+0.00371327j -0.0169902+0.0104071j -0.00589221-0.0063012j -0.00473848-0.0075046j -0.00130212-0.00356401j -0.000277519-0.0154403j 0.0446248+0.00800977j 0.000410006+0.0445296j -0.164928+0.140131j 0.12832+0.194577j 0.0757062+0.0950779j -0.0776413+0.16476j -0.062365+0.0371771j 0.159136+0.0240145j 0.121095+0.0428887j -0.0117967-0.156826j -0.0140449-0.0486475j -0.056928-0.0463965j 0.0254617-0.00598785j 0.0129141+0.101766j 0.0548444+0.0407992j 0.0938801+0.0606653j -0.156489-0.0608295j -0.0481207+0.00169941j -0.0545436+0.0281163j -0.0194693+0.028937j -0.038206-0.0251875j -0.0272127+0.0299346j -0.00353228+0.0327901j 0.0531521+0.0603472j -0.0203147-0.029178j -0.0179332+0.00193913j -0.0429962-0.0752521j -0.098441+0.0419186j 0.0132923+0.0538939j -0.00397673-0.0191031j -0.0134677-0.0126456j -0.0112773+0.00913513j -0.0204858-0.0210659j -0.0145821-0.0390755j 0.00257459+0.00820828j 0.012195+0.00798205j -0.0115948+0.0143708j -0.00555395+0.000238529j -0.0161226+0.0170616j 0.00638755-0.00691812j 0.0110023+0.0147404j -0.00422303-0.00450399j -0.0137548-0.0118181j 0.000918935+0.00346688j 0.00314329-0.00776246j -0.0056239-0.00133125j 0.0010282+0.00796387j 0.0057033-0.00209454j -0.00308584-0.0028128j -0.000853827-0.0036135j 0.00769113-0.00085626j -0.00107686-0.00569713j 0.00216485-0.00380538j 0.00218602+0.000318886j -0.0104037+0.00130617j 0.00015171-0.00112031j 0.00272165+0.00353285j -0.00453305+0.00553604j -0.00662209-0.000759404j 0.00541728-0.000826739j -0.000330581+0.00568549j -0.00948524+0.00213031j -0.00715015+0.0060776j -0.00337739+0.0198331j -0.00851116+0.0093638j 0.0134273-0.00505126j -0.00660999-0.000604022j 0.00962305-0.00788115j -0.00779361+0.00900036j 0.00610702-0.0115158j -0.0172566+0.000501912j -0.00174929-0.00315762j -0.00329275+0.00434921j 0.0133414+0.00146108j 0.00304013+0.010477j 0.0102085+0.0126918j -0.000975165+0.00362351j -0.00137389-0.00563528j 0.0214684+0.0105516j -0.0113126-0.014038j 0.0109803+0.00128681j -0.0110662+0.018115j 
-0.00513194+0.145833j -0.130115+0.0444037j 0.0238609-0.0342617j -0.0044692-0.000863316j 0.0319884+0.00970332j 0.0248817+0.0220822j -0.0122065+0.0187604j -0.0116105-0.0218613j 0.0136662+0.0216071j -0.00754062+0.00847847j -0.0105252+0.00598389j 0.00987381-0.0152187j 0.000443198+0.0153873j -0.0128646+0.015846j 0.0050442-0.0144972j 0.0849503+0.0235114j -0.0105922+0.162086j -0.01625+0.0987821j 0.0263405-0.0470441j 0.0133695+0.0351453j 0.137104-0.0215595j -0.0225168+0.0607947j -0.145964-0.190446j 0.0892411+0.236456j 0.123971-0.0395361j -0.160029+0.0221901j -0.100398+0.0218261j 0.0157551+0.0334448j -0.00212997+0.0236689j 0.05379+0.0231712j -0.0308959+0.0795096j -0.072124+0.0297587j 0.00215829+0.0194101j 0.0304381-0.0453187j -0.00805059+0.0613425j 0.0470757+0.147614j 0.0216895+0.0224496j -0.0883381+0.152263j 0.064276+0.0725192j 0.00316625-0.0654013j -0.0451562+0.0246219j -0.00550614+0.0495045j 0.0126768+0.0201463j 0.0180528-0.0309882j -0.051395-0.00828468j 0.00864279-0.0185663j -0.0255924+0.00899884j -0.00958216-0.00577999j -0.0140477-0.0340556j 0.00337457+0.0135087j 0.0070799-0.0135296j 0.0238841+0.00249527j -0.00219685-0.0187703j 0.0159327+0.00308942j -0.0216978+0.00539951j 0.00249354-0.0178871j -0.00387387-0.0306849j -0.00504679-0.011421j 0.00303542+0.0121456j -0.00930649-0.0158595j 0.0150453+0.0121127j 0.0071597-0.0110626j -0.00571877-0.0106151j -0.000519149-0.0183174j 0.0112589+0.0172953j 0.00308848+0.0122539j 0.000272023+0.00543313j -0.0056081-0.0108091j -0.00439914-0.00228585j -0.00257908-0.00668572j 0.00288877-0.00108692j 0.00634926+0.00966677j -0.00624419+0.00491929j -0.00961327-0.0163731j 0.000784868-0.0019649j -0.00547402-0.00458041j 0.000714243+0.00886668j 0.00422724+0.00214122j 0.00432337+0.00797623j -0.00077796+0.00811465j 0.00849578-0.00807576j -0.00735179-0.00512157j 0.00540223-0.00978323j -0.00313972-0.00372155j 0.00144338+0.000946922j -0.000660852+0.0212344j 0.000256351-0.00159714j -0.00825466+0.00749571j 0.00388553+0.0215768j -0.0176645-0.00352399j 0.013962-0.0127464j 7.44902e-06-0.00814385j -0.00547592+0.00291718j 0.00420669+0.00346676j -0.00596182-0.000238866j -0.00607366+0.0148411j 0.00727562-0.0214919j 
0.00237402-0.0706618j 0.0827361+0.0601439j -0.00496979+0.0448704j 0.0272155-0.0100434j -0.0295796-0.0207438j -0.011488+0.00496229j 0.0242407-0.029619j -0.013338+0.0070912j 0.0120596-0.00173826j 0.00628116+0.0170404j -0.0109521+0.00110436j 0.00297533+0.00101119j 0.00865199-0.0195318j 0.011463-0.000338173j 0.0105968+0.016376j -0.0830691-0.0775798j 0.0169174-0.0346783j -0.0319159-0.0700812j -0.0335487-0.0154381j 0.0266401-0.0463669j -0.0653383-0.0544272j -0.118904+0.086701j 0.00849785+0.0645002j -0.158434-0.0789844j -0.0586252+0.0295859j 0.0719019-0.0387588j 0.0690696-0.0210973j 0.0125933+0.0445185j -0.0145278-0.0220466j 0.0118918+0.0116177j 0.0488617+0.0318267j 0.000751866+0.0460524j 0.0237718+0.0298535j 0.10885+0.0315273j 0.0443044+0.0472367j -0.0301981+0.0478456j 0.0634158+0.0109314j -0.00782436+0.00160056j -0.0510396-0.0990435j 0.00833601+0.0249261j 0.0160851+0.0366365j 0.00182792-0.0552136j -0.0590695-0.00956449j -0.0333579+0.0329965j 0.0138856+0.0129024j 0.00526931-0.00782834j 0.0146084-0.00133533j 0.00648824-0.0285839j 0.0121823-0.0166588j -0.0106162+0.0104428j 0.0243215-0.0189698j -0.0210018+0.0163097j 0.00261147-0.00447915j -0.0245198+0.0221801j -0.00942292+0.00382262j 0.0156916+0.00802915j 0.00423082+0.0341898j 0.0051425-0.00661326j 0.00654369+0.0049942j 0.0118497+0.00147091j -0.0033928-0.00421033j 0.010028+0.013238j 0.00292454+0.0103358j 0.00333124+0.00431707j -0.0105426-0.00730876j -0.00538032-0.00942309j -0.00441441-0.0140803j 0.00157988-0.0087432j 0.00277134-0.00429511j 0.00989813+0.00597307j 0.00963454+0.000106532j -0.00678101+0.00108525j -0.0005193+0.00447522j -0.00335854+0.0103073j 0.00267643-0.000676094j 0.00539671-0.00583316j -0.015553+0.00375749j -0.00657985+0.0160238j -0.00599966+0.00723548j 0.00798548+0.00526252j 0.00758259+0.000701815j 0.00415049-0.00483073j -0.00557747-0.00309788j 0.0087929+0.00973613j 0.00232503+0.00410217j 0.00224655+0.0064729j -0.000581154-0.00105566j -0.011635+0.00588687j 0.0123817-0.00437759j -0.00163405+0.0173636j -0.0045152+0.00127281j 0.0019737-0.00887351j 0.00097376-0.00382583j -0.0111234-0.0130026j -0.00317026-0.00152546j -0.00242463+0.031131j -0.00649793+0.0170978j 
0.0172922-0.0328615j 0.0352402+0.049388j -0.00200265-0.0146639j -0.00295926+0.054648j 0.0069855+0.034952j 0.00490957-0.0147822j -0.0480428-0.0447032j 0.00406221-0.00472956j 0.0168718-0.00106966j 0.0113565+0.0067848j -0.00124835+0.00526627j -0.0237081-0.00990956j -0.0268418-0.000960171j -0.00228595+0.00727227j 0.0162475+0.0119735j -0.0271412-0.0350997j 0.0698136+0.0254924j -0.0326062-0.00799697j 0.0721243+0.0836568j 0.0496111-0.0538745j -0.106214+0.162535j 0.105195+0.108745j 0.0884279+0.0543289j -0.0415424-0.0479495j -0.0575034+0.0407849j -0.0122167+0.00902303j 0.00290596+0.051569j -0.0258077-0.0271911j -0.0527635-0.00328705j -0.0856371-0.0180435j -0.0291866-0.0157941j 0.0291858+0.00385039j 0.00760626-0.0728578j 0.00484209+0.0604912j 0.0515671-0.0775776j -0.0779591+0.0912182j 0.0582359+0.00178166j 0.0858381+0.0130768j -0.0159506-0.0791381j -0.00782291+0.00170904j 0.015391+0.0238651j 0.00492532-0.047489j -0.0585464-0.0635927j 0.0280828+0.00799569j 0.00463223-0.0649494j -0.00687146+0.0205615j 0.0131581-0.026488j -0.000758953-0.000986009j 0.0179567-0.0203662j -0.00799211-0.000302055j -0.000365247-0.00413011j 0.0114924+0.00833258j -0.00289063-0.00552472j -0.0019452+0.00632336j -0.0118577-0.0166783j 0.00777896+0.000158359j -0.00634997+0.0051957j -0.0100894+0.000311704j 0.00346447-0.0072811j -0.00453258-0.00515947j 0.00181028+0.00288846j -0.00245851-0.0026981j 0.0154116-0.00561185j -0.00890465-0.00526606j 0.00749409-0.00446997j 0.0113525+0.000362596j -0.00902102+0.0052205j -0.00476799+0.00634649j 0.00563582+0.00624362j -0.0272159+0.00463577j -0.0107329+0.00292564j 0.0156605-0.00640296j -0.00127058+0.00494185j 0.00192313-0.00644058j 0.00046715+0.00120182j 0.00132807+0.0111333j 0.0211931-0.00672662j -0.0114253-0.0165014j 0.0051763-0.00658756j -0.00305296+0.00244284j -0.0199517-0.00235312j 0.00986771-0.0017079j -0.000371956-0.00054707j 0.00302218+0.00590785j -0.00422687-0.00457197j 0.0032624+0.00226785j 0.00106181+0.00471546j 0.00734735+0.00341654j 0.0126888-0.0118799j 0.0107119+0.0115069j -0.0109961+0.00542743j -0.00314676-0.012921j -0.0013952-0.00235179j -0.00670968+0.000293048j -0.000777257+0.00815522j -0.0203582+0.0424371j -0.0120846-0.0188672j 
0.0222665+0.0264479j -0.00897394+0.00461941j 0.00746984+0.0416455j 0.0226295+0.0275247j 0.0185781+0.0149283j -0.00484348-0.0039916j -0.0199767+0.0115715j -0.000931217+0.00946204j 0.000892914-0.00350074j -0.00170859-0.0199089j 0.00109805+0.00622048j -0.00686041+0.00154363j -0.00176488+0.0182208j 0.0104425+0.0258519j 0.000709943+0.0015408j 0.0491754+0.0218784j 0.0185883+0.00348718j -0.045693-0.0630776j -0.0664307+0.015918j -0.0791491-0.0581549j 0.00698735+0.261946j 0.182743-0.113237j 0.0565896+0.0537137j -0.0136568-0.0194092j 0.045499-0.0176758j -0.0278836+0.0408267j 0.0513127+0.0437788j -0.0386532+0.0362945j -0.0455685-0.09273j -0.0324106+0.0116933j -0.00536707+0.017246j 0.00291759-0.0466975j -0.0331571-0.0114317j 0.052245+0.055482j 0.0145783-0.0689608j 0.015968-0.0329921j 0.0378718-0.044866j 0.0302958+0.0321034j 0.0687708-0.00559773j -0.0040095-0.0192021j -0.0162409-0.00937524j 0.0372054-0.00382315j -0.0383537-0.00969717j 0.00580412+0.00152344j -0.0344077-0.0352463j 0.0170003+0.0354574j -0.0144561-0.0481842j -0.00146482+0.0108228j 0.00364557+0.00390369j 0.00608732-0.0115776j -0.0174232-0.0185624j 0.01488-0.0210049j -0.0185429+0.00239347j 0.0118713-0.00121533j -0.0240556-0.00200705j -0.00550466+0.00739297j -0.0264074+0.0140094j 0.0181715-0.00565123j -0.0337595-0.00201433j 0.0018717+0.00838029j 0.00385391-0.00580345j 0.000933132+0.00679071j -0.0150972+0.00656346j 0.0118715+0.0103518j 0.001922-0.00124583j 0.00212298-0.00496945j 0.00453223-0.00771855j -0.00422788-0.0040222j -0.00710564-0.00338783j 0.00193629+0.00495216j -0.00214016+0.00398364j -0.00205261-0.00166212j 0.00702575+0.00168839j 0.00630512+0.00466435j -0.00205414+0.00259656j -0.000137129-0.00433057j 0.0113912-0.00287849j -0.018795-0.00092421j -0.00887677-0.00885974j -0.00384068-0.00162444j -0.0144552+0.0059415j 0.00673864-4.01081e-05j -0.000635628-0.00363764j -0.00493972+0.00744549j -0.00883228-0.00440556j -0.000198108-0.00444458j 0.00157452-0.00483161j 0.00307208-0.00933778j 0.00397361+0.000311509j 0.00247318+0.00509076j 0.00252179+0.00933353j -0.00302766-0.000372957j 0.00163257+0.00445127j 0.00284521+0.0214083j 0.0149387-0.000664332j -0.0164458-0.00993952j 0.00923607-0.0456557j 
