-0.0066493-0.00757787j 0.00691069-0.00701707j -0.0083116-0.00321192j -0.00237056+0.00861363j 0.00404493-0.00229999j 0.0022043-0.00050407j -0.00417511-0.00530308j -0.00575344+0.00223553j 0.00310244-0.00206201j -0.000460491-0.00409166j 0.000561814-0.00176208j -0.00538623-0.000393588j 0.00217247-0.00482252j 3.60053e-05+0.00192604j -4.12843e-05-0.00122304j -0.00164172-0.000757872j -0.000196036-0.00120438j -0.00105028+0.00128284j 0.00202546-0.000861769j 2.90886e-05-0.00487323j 0.00304927+0.00504117j 0.00448036-0.00206732j -0.00141056+0.000609381j 0.00443151-0.00242074j -0.00344218-0.000340101j -0.001856+0.000974013j 0.00165799+0.00221333j 0.00136641+0.00297319j -0.000444889-0.00141007j 0.000668354-0.000942272j 0.00234686+0.00172736j -0.00075239-7.7994e-05j 0.000838094+0.000833976j 0.00252842+0.000562256j 0.00395326-0.0017318j -0.001022+0.00197974j 0.000745143+0.00212282j -0.000848756+0.00153999j -0.00127474-0.00344663j -0.00157861-0.00509974j -0.00240818-0.00141049j 0.000734028-0.00237042j 0.000846253+0.000230931j -0.00340262-0.00200024j -0.0030981+0.00296053j 2.5928e-05-0.00264129j 0.00189756-0.00348852j -0.00174251-0.00192751j -0.000650189-0.00309021j -0.00249462-0.00029818j 0.000667383-0.000938985j 0.00433777-0.00235429j 0.0013052+0.00192372j 0.00221548+0.00130284j -0.00375646-0.00378561j 0.00220654-0.00494271j -0.0076371-0.000749556j -0.00358523-0.00130823j -0.00280387+0.0141127j 0.00839661-0.00275443j 0.0146549+0.00860818j 0.00220771+0.00876212j -0.000526968-0.00298331j -0.00809856-0.0090274j -0.00366017+0.00356604j 0.00445327-0.00534118j -0.0108424+0.00601784j -0.00715236-0.00924528j 0.0177266-0.00263407j -0.00263919-0.0172868j 
-4.09457e-05-0.000196624j 0.00121382+0.000155734j 0.00374031-0.000322513j -0.000913966+0.0029316j 0.000922732-0.00289397j -7.10438e-05-0.000976225j -0.000782152-0.000933955j -0.00231039+0.00598769j 0.000422308+7.25789e-05j -0.0066092+0.00304502j 0.00129438+0.00194405j -0.00661609+0.00292517j 0.000818731+0.00246728j 0.000237965-4.79412e-05j 0.00144135+0.00236771j 0.00467805-0.00662047j -0.00270066+0.00361487j 0.00263236-0.00506419j -0.00741892+0.00839915j -0.00165474-0.00385241j -0.00353299+0.000968735j -0.000772762+0.00240578j 0.00660988-0.000245587j 0.00102555+0.00309529j 0.0029707+0.00383481j 0.000781393+0.00577398j -0.00201625+0.00210496j 0.0116319-0.0077223j 0.00553789-0.00779157j 0.00564974-0.0116552j 0.0109221-0.00878923j 0.00231586+0.00300048j 0.0016397+0.000152259j 0.0015915+0.00311227j -0.00158111-0.00139695j 0.000864564-0.00128666j -0.000307993-0.00652005j -0.0054655+0.0042724j 0.000501468-0.00320186j -0.000202337+0.00172944j 0.00890408-0.00322134j -0.00487405+0.00253152j -0.0042953+0.00969694j 0.00736995-0.00605189j -0.00416927-0.00117956j -0.0022619+0.00445005j -0.00158666+0.000537091j -0.00324104+0.0043117j -0.00229177-0.00557387j 0.00214116-0.00306274j 0.00613462-0.00134575j -0.0142683+0.00161957j 0.000980378+0.00336666j 0.00380525+0.0050746j 0.00635923-0.000995589j -0.00210822-0.00100635j 0.00928053+0.00204087j -0.00498285-0.0017989j 0.00173182+0.00155697j -0.000627781+0.00231177j 0.00609263+0.0031422j 0.00043744-0.00300201j -0.000743816+0.000929058j 0.0047833+0.00354918j -0.000425967+0.00164086j 0.00193957+0.00486833j 0.000814667+0.00208331j 0.00366486+0.00247962j -0.000486643+0.000841954j 0.00119773+0.00217798j 
-0.00111966+0.00354914j 0.00183034+0.00105578j -0.00233785-0.000185009j -0.00034237-0.00191966j -0.00208709-8.33394e-06j -0.00429805-0.00606109j -0.00195777+0.00200812j 0.00254265-0.000325625j 0.000701084+0.00217558j 0.00388218+0.00763091j -0.00140565+0.000901477j 0.00224186+0.00754967j 0.00357674-0.00160077j 0.00188249-0.00496679j 0.0013026+0.00398065j -0.000409825-0.00928785j 0.00159687-0.00141706j -0.0031911-0.0060329j 0.00282674+0.00463099j -0.000145892+0.0012857j 0.00212285-0.000747494j -0.00197404-0.00386802j -0.000240992+0.00204738j -0.00264519+0.00251808j 0.00508+0.00150109j 0.0035686-0.0075359j 0.00300523+0.00751067j -0.00651095-0.00118297j -0.000246742-0.0060022j -0.000294721-0.0072088j -0.00250575-0.0111306j 0.0043718+0.00246081j 0.00118903-0.0100506j -0.00200724+0.00435656j 0.00174417-1.16604e-05j -0.000835113+0.00680876j -0.00638805+0.00341881j 0.000636604+0.00751875j -0.00304478-0.00330721j -0.00264277+0.00578427j -0.00348608-0.00279381j 0.00152653-0.00740132j 0.00354306-0.000344926j 0.000936976-0.00920946j 0.00177011+0.0030836j 0.00175745-0.000483774j 0.000264927+0.000195702j 0.000737053+0.0047495j 0.00128968+0.0026448j 0.00679367-0.0052141j -0.00146188-0.00330573j -3.70904e-06+0.0115148j 0.00679982-0.000484377j 0.000892925-0.00659706j -0.00436764-0.00620653j -0.00534701-0.000649972j 0.00849276-0.00982505j 0.000947815+0.00521721j 0.000876792-0.00688975j -0.000806975-0.000297959j 0.00318057-0.00470795j -0.00147433+0.000452335j 0.000624372-0.00310808j -0.00201333-0.00149934j 0.0010582+0.00596808j 0.0031357-0.00621184j 0.000885176-0.000801401j -0.000481711-0.00268351j 0.00309237+0.00468206j -0.00153882-0.0017479j 
-0.000665206+0.00305936j 0.00207672-0.000701821j 0.000105879+0.000217891j -0.00162118-0.00354077j 0.00210558-0.00110312j 0.00229567+0.00393674j 3.39127e-06+0.00211398j -0.00527032+0.00220942j 0.00426406+0.00145314j 0.00203716+0.00066574j 0.000273923+0.00204372j 0.00420688-0.000291036j -0.00108634-0.000352069j -0.00374602-0.00347217j 0.00142187-0.000418879j -0.00194979-0.00528837j -0.00390116-0.00375149j -0.00288208-0.000373923j -0.00114709+0.00437286j 0.00117385-0.000769306j -0.000140941+0.000874087j 0.000283325+0.000282862j 0.00567799-0.00386461j -0.00192585+0.00705802j -0.00115608-0.00899169j -0.00700038-0.00737135j 0.0022403-0.0011706j 0.00964398+8.61439e-05j -0.00156017-0.00519886j 0.000191283-0.000964548j -0.00229947-0.00069801j 0.000315035+0.00246623j -0.00529434+0.000227962j 0.00369705+0.00322116j 0.000962055+0.00139025j 0.000576084-0.00127847j 0.00159515+0.0103937j -0.000697625+0.00262352j -0.00304501-0.00339016j 0.00845533-5.3326e-05j 0.00200301-0.00326458j -0.00535979+0.00104535j -0.000166859+0.00147935j -0.00618864-0.00391397j -0.00644165+0.00213778j 0.00155371+0.00246338j 0.00721872-0.00528107j 0.003805+0.0116884j 0.000166397-0.00117939j -0.00822333-0.00818549j 0.00165609-0.00105336j 0.00505452+0.000936548j 0.0025432-0.00430422j -0.007717+0.00721562j -0.00513957+0.0156126j 0.000699191+0.00616235j -0.0116319-0.00616084j 0.000617226-0.00173929j -0.000258915-0.000978093j 0.000402802+0.003213j -0.00113876+0.000204155j 0.00286126-0.00353026j -0.00852402-0.000634818j -0.000634401-0.00208122j -0.00427145-0.0026068j -0.00511743+0.00208502j 0.00079065-0.000967914j 0.000673502+0.00154189j 0.00319971+0.000767239j -0.00448201-0.000390803j 
-0.00013638-0.000391326j 0.000888652-0.000903811j 0.000241375+0.00280661j 0.000938259+9.51033e-05j 0.000778148-0.00232427j 0.00262134+0.000911441j -0.00132805-0.00463982j -0.00225846-0.0038269j 0.000733121+0.00396676j -0.00057709-0.00176423j -0.000988797+0.00287481j -0.00344813-0.000540316j -0.000981189-0.00997626j 0.000934866+0.00136577j -0.00337094+0.00739508j 0.00287575+0.00156636j -0.00196389-0.00379913j 0.00337412-0.00445255j -0.000479409-0.00341319j -6.95841e-06-0.00455224j -0.0028024-0.0075597j 0.000349888+0.00785112j -0.00322499+0.0122202j -0.000772512-0.00771723j 0.000162391+0.0011348j 0.000219061-0.00547989j -0.00541888+0.00619998j -0.00461519+0.015139j 0.00502155+0.00321924j 0.00493503-0.0043385j 0.0027708+0.00152436j -0.00643899-0.00176302j 0.00436717-0.0107983j -0.00671698+0.0133452j 0.00239889+0.0069416j -0.000314313+0.00217999j -0.00458205+0.00355547j -0.00219697-0.00167616j 0.00455863+0.00649011j -0.00556355+0.0098997j -0.00114015+0.00387165j 0.00109892-0.00150569j -0.0080548+0.00562512j 0.002951-4.66121e-05j 0.00552719-0.00667015j -0.00310187+0.000853761j 0.00802456-0.00282439j -0.00887408+0.00266875j 0.00144739-0.00300916j 0.00120486-0.00335916j 0.00239831-0.000242444j 0.000211543-0.00966996j 0.00197304-0.00406457j -0.00588278+0.00547716j -0.00660271+0.00812809j 0.00391796-0.00718797j -0.00324808+0.00404972j -0.00217321-0.00419062j -0.0012929+0.00217258j -0.00535325+0.0032017j -0.00302265+0.00279168j -0.00277545-0.00235518j -0.000535266-0.00314371j 0.000995203+0.000711571j -0.00159178-0.0005368j -0.00171499+0.0047656j -0.000764633+0.000260652j 0.000104357+0.00154863j -0.000809427+0.00036157j 0.0002627+0.00205099j 
0.00220777+0.00210559j 0.00295323+0.00077866j 0.00273453+0.00537741j 0.00226035-0.00186553j 0.00463141+0.00134657j -0.000370795-0.00299019j 0.00104234+0.0010672j -0.00517033-0.00248386j 0.00126167+0.000646476j -0.00492031-0.00364101j -0.00125289+0.000368729j 0.000722615-0.00011001j -0.00033345+0.00177775j 0.00385353-0.00255692j -0.00021987+0.00258128j 0.00717087+0.00147672j -9.74775e-05-0.00433996j 0.000458213+0.0040055j -0.00690965-0.00899015j 0.00307869+0.00245263j 0.0024984-0.00560697j -0.00487257-0.00586725j 0.0035024+0.00195452j -0.00284358+0.00295256j 0.0033601+0.00162986j -0.00370039-0.0056954j 0.00388589-0.000911805j 0.00814872+0.00744434j 0.00463805+0.00414834j 0.00680203+0.00726311j 0.00447453+0.0095655j -0.000798051+0.0084605j -0.000589768-0.00164576j 0.00328854+0.00415959j 6.26934e-05-0.00640272j 0.00396496+0.00246434j 0.00782149+0.00044714j -0.00247753+0.00073185j 0.000705563-0.00370069j 0.00444243-0.00285298j 0.00739098+0.00608956j -0.00820204-0.0063132j -0.00619634-0.00545739j 0.00532751+0.00310341j -0.00162203+0.00110234j 0.00180877-0.00503238j -0.00323019-0.00373606j 0.00570868-0.00421148j 0.00199601-0.00110569j 0.00631306+0.00510461j -0.00354149+0.00333973j -0.0054239-0.00304733j 0.00414321-0.00226493j 0.00828299-0.00361555j 0.00282627-0.0038995j -0.00827936+0.000395972j 0.00891981+0.00148788j 0.00305702+0.00372741j -0.00500852-0.00197111j 0.000682454-0.000510784j 0.00399409+0.00275495j 0.00121827+0.00994324j 0.00311378-0.00035155j -0.00361644+0.00152319j -0.000636908+0.00113838j 2.92518e-05-0.00348723j -0.00138739+0.00421866j -0.00486357+5.76425e-05j 0.00327175+0.00208438j -0.000868484+0.00122524j 
0.00179175-0.00227096j -0.00318107-0.00131451j 0.00105658-0.00261554j -0.00381779+0.000804306j -0.00201932-0.00125701j 0.000534509-0.00202324j 0.00362199-0.0027065j 0.000608243-0.000835592j 0.00219702-0.00194126j 0.00293422+0.00523358j 0.000568101+0.00258761j 0.00341156+0.00309123j -0.00338688-0.00482396j -0.0010068+0.00419701j 0.0052922+0.00466588j -0.00459881-0.000530988j -0.00494437-0.00230234j -0.00332501-0.00406662j 0.00334066-0.00389994j -0.00414356-0.00434241j 0.00512091-0.00514306j 0.000790591+0.00872871j -0.00014391+0.00892638j 0.00503033-0.00465789j -0.00790781+1.11715e-05j -0.0093843+0.00714059j 0.00548185+0.00363681j -0.00230345+0.000751389j -0.00296256-0.00103049j 0.00262792-0.00456913j 0.00661429-0.00707099j 0.00753635-0.00462806j -0.00173228-0.00798142j 0.0088675+0.00165356j -0.0040794-0.00307122j 0.00140067-0.0038725j 0.00747476+0.000723095j 0.00324388+0.000667518j -0.00647764+0.00570388j 0.000223966+0.0111764j -0.00356449+0.000533185j -0.00537905+0.00375371j -0.00396926+0.00370738j -0.00285566-1.83918e-07j 0.00748971-0.00358145j 0.00184929+0.00220775j -0.00991118+0.00108602j -0.000988964-0.00430615j 0.00292774+0.00220371j -0.00165319+0.00137002j -0.00671695-0.00124473j 0.00181682-0.000493759j -0.00222882-0.00925454j 0.00782767-5.37453e-05j 0.00593484+0.00450571j -0.00152568+0.00303641j 0.00272515-0.0011873j 0.00176276-1.39434e-05j 0.00146616+0.000920013j 0.000269308+0.00148502j 0.000823829-0.0057042j 5.10933e-05+0.00132316j 0.00457978+0.00463955j -0.00363468-0.00262777j -0.000813558+0.00169979j 0.00208982-0.00137371j 0.000860066-0.000289099j -0.000305253+0.000169965j -0.000408485-0.00489247j 0.00167241-0.000421517j 
0.00242521-0.0023332j 0.000418846-0.00427084j 0.00117561-0.0027446j 0.00242966+0.00315069j -0.000201697-0.000191239j -0.00300191-0.00363443j -0.000597688-0.00591969j 0.00267237+0.000731777j -0.000553983-0.00152602j 0.00365803-0.000787386j 0.00337787+0.000511445j 0.00439911-0.00145428j -0.00100729-0.00492499j 0.00534907+0.0019326j 0.00119008+0.00356874j 0.00303651-0.00134543j 0.00191286+0.00205916j -0.00627836-0.00242086j -0.00218449-0.00508615j 0.000826658+0.000997752j -0.0102006-0.00166891j 0.00501542+0.00236822j 0.00895846+0.00049474j -0.00310972-0.00520425j 0.00568391+0.00282164j 0.00501814+0.00506945j 0.00165925+0.00181696j 0.0029444+0.0016648j -0.000982487-0.00116851j -0.00694075-0.00347407j -0.00969902-0.00676568j -0.00273093-0.0055476j 0.000840838-0.00217438j 0.00350036-0.00635889j -0.00517222-0.00419607j 0.00095699-0.001473j 0.00274127-0.00559918j 0.00350224-0.00328372j 0.00804125+0.00714905j 0.00884755-0.0031217j 0.00417044-0.0019297j -0.00286098+0.0028263j -0.000705305+0.00597561j -0.00501958-0.002161j -0.0109778-0.00197326j 0.00237232-0.0100066j 0.00114105-0.00387513j 0.00831148-0.00101078j -0.00524852-0.00732997j 0.0018854-0.000951557j -0.000746969+0.00639198j 0.00753484-0.000814169j 0.000407594-0.00553466j 0.00386055-0.00129518j 0.00150584+0.00285778j 0.00244879+0.00205395j -0.00267391-0.0018641j 0.00471458+0.00423544j -0.00946107-0.00226348j 0.00273969+0.00475314j -0.00482354-0.00455829j 0.00182045+0.00331741j 0.00465321+0.00355944j 0.000741252+0.00519369j 0.000367+0.00136791j 0.000924223-0.000470471j 0.00527881+0.00234601j -0.00215212-0.00124069j 0.000522921-0.00520441j 0.00485771+0.00392524j 
0.00149761-0.000842236j 0.00229713-0.00131161j -0.0011474-0.00339908j -0.00183395-0.0013172j 0.00454032-0.000946353j 0.00221127-0.000548717j 0.00534464-0.00168821j -0.000259398+0.00411933j 0.000745639-0.00368267j -0.00159421+0.00361398j -0.004989+0.00182014j 0.00342068-0.00364415j 0.0075509+0.00221468j 0.00428542-0.000800954j -0.0102032+0.000840222j 0.00333137-0.00310884j 0.00106477+0.000381027j 0.00452927-0.00265951j -0.000409831+0.000697362j 0.00696234-0.00318119j 0.00802173-0.00317105j -0.00680404+0.00327626j -0.00640547-0.00198109j 0.00424559-0.000565303j -0.00354102+0.00075761j -0.00212371+0.00495155j -0.00734248-6.35731e-05j -0.00304422-0.00604926j 0.0023818-0.00242533j 0.0109337-0.00290944j 0.00321621-0.00246599j 0.00548505-0.000319509j 0.0108666+0.0027218j -0.00756772-0.00355517j -0.00462816-0.00297385j -0.00163717+0.000377835j 0.00085238-0.00476974j 0.00225588-0.00147692j -0.00895621+0.00138474j -0.00381093-0.00373284j 0.000248012-0.00104686j -0.00010105-0.000899496j -0.0111032-0.00806386j 0.00145632-0.0027541j 0.0068144+0.00361114j 0.00306617-0.00294112j 0.00483456+0.00296441j 0.00171751-0.00588562j 0.00248582-0.00116033j 0.00537394-0.00288754j -0.000827601-0.00102192j 0.00475236+0.00334345j 0.00553104-0.00312215j -0.00319255-0.00222662j -0.00468485+0.00126633j -0.00123307+0.00992299j -0.00383769-0.00238019j -0.00026746+0.00200532j -0.00382889-0.00472513j -0.00271116-0.00407788j -0.00148477-0.00555792j 0.0055047-0.0029424j -0.00141434+0.00711758j -0.00334784+0.00179281j -0.00335065-0.001335j -0.00418183-0.00210291j 0.00218098+0.000916731j -0.000981319-0.000767345j 0.00199265-0.00358735j -0.00140166+0.000914433j 
-0.00065471-0.00297588j 0.00107652+0.00402244j 0.000604431-0.000923333j 0.000771531+0.00166625j 0.00101804+0.00237009j 0.00112063-0.00158903j -0.000153367-0.000212091j -0.00507863-0.00201577j 0.00274307-0.00232024j -0.000788601+0.00434865j -0.00110575+0.00313452j 0.00122736-0.00188299j -0.00370739+0.00492583j 0.00871649+0.00222365j 0.00232858-0.00532905j -0.000722136+0.00426993j 0.000172964+0.000762593j -0.00158148-0.00635314j -0.00184215-0.00247897j -0.00265368+0.00324927j 0.00411691-0.00164705j 0.00848413+0.00125798j 0.00916349+0.00426177j -0.00450329-0.00380291j -0.000797359+0.00412099j 0.00480953+0.0030268j 0.0062738-0.00152301j 0.00388864+0.00608681j 0.0023785-0.00145216j -0.000865438-0.00195968j -0.00502032-0.0072655j -0.0043053-0.00305548j -0.00814065+0.00118613j -0.00127417-0.00389053j 2.52196e-05-0.000952335j -0.00495379-0.0013762j -0.00825572-0.000223171j 0.00401504-0.00395136j 0.00149846-0.00027711j 0.0102827+0.00365386j 0.0046986+0.00307003j 0.00179117+0.0029315j 0.006698-0.00568797j 0.00093045-0.000567479j 0.00148061-0.00700195j 0.00424947+0.00221876j 0.00388021+0.0125458j -0.00144758+0.00719574j 0.00351704-0.0027289j 0.00776969-0.00471639j 3.51537e-05+0.00468544j -0.00713291-0.000308858j 0.00127153-0.000358872j -0.00577861-0.00300015j -0.00346252+0.00238676j -0.00860768-0.00251236j 0.0036042-0.00374921j -0.00962062+0.00354616j 0.00917047-0.00470844j -0.00309443-5.52467e-05j -0.000819628-0.00205327j 0.000614345-0.0027597j -0.00220577-0.00163489j -0.00558202+0.00215866j -0.00102938-0.00258921j 0.000837556-0.00233205j -0.000674595+0.0040536j 0.000798494-0.000167142j -0.00146098+0.00174345j -0.000120666-0.00253464j 
0.000582193-0.000382068j -0.0029275-0.00332339j 0.000518789-0.00179645j 0.000602748-0.00327537j 0.00107245-0.00369634j 0.00419425-0.000176596j -0.000943693-0.00026503j -0.00109691+0.00416297j 5.71782e-05+0.00253495j -0.00247607-0.00379936j -0.00329852-0.00232313j 0.000324714-0.000697018j -0.00707401+6.22969e-05j 0.0003216+0.00061089j -0.00314223+0.00476056j -0.0069892-0.00300769j 0.00150369-0.000889372j 0.00142675+0.00125587j 0.00478863+0.000722643j 0.000255622-0.00306379j 0.00144318+0.00379886j 0.00368056+0.00418844j 0.00688947-0.00832682j -0.00167539-0.000396421j 0.000442597-0.00184733j -0.00488457+0.000898048j -0.00566945+0.00354726j 0.0105519-0.000903415j -0.000347471+0.00100122j -0.00382776-0.000764752j -0.00197144+0.000991336j 0.00174815+0.00200536j 0.000915127-0.00335675j -0.000800554+0.00442556j 0.000601514+0.000573545j 0.000184245+0.00559958j 0.00039326-0.00335463j 0.00807194+0.000424273j 0.00186915-0.00365488j -0.000667563-0.0019965j 0.000787894-0.00277496j -0.00105729+0.00335251j 0.00971921-0.00321519j -0.00569151+0.00239793j 0.00727179+0.00531183j -0.00281601+0.00282602j -0.00629342-0.00360323j 0.0137924-0.00464048j -0.00373933-0.00146731j 0.00203557+0.0073007j -0.00233285+0.000476832j -0.00325681-0.00554538j -0.00360717-0.00530737j 0.00463362-0.00166907j 0.012067-0.000790942j 0.0033209-0.00845759j 0.0071305-0.000324023j -0.00204431-0.00181318j -0.00686116+0.00429506j 0.00387074-0.00392809j 0.00078375+0.00602329j 0.00615979+0.00237012j -0.00187185+0.00557205j 0.0028287-0.00316616j -0.00265466-0.000725773j 0.00190606-1.7705e-05j -0.00153789-0.00616304j 0.00152007-0.00151743j -0.000927556-0.00340804j 0.00111268+0.000201762j 
-0.00144233-0.000226559j -0.00107495+0.00598782j -0.00031702+0.000315585j 0.00524862-0.00807356j 0.00217754+0.00318381j -0.00375244-0.000742132j -0.00234765-0.000375104j -0.00280936-0.00689145j -0.00107915+0.00433412j 0.000521498+0.000463463j -0.00132623+0.000998502j 0.00124818-0.00635078j 0.000864612-0.00339703j -0.00196694+0.0085107j -0.00133471+0.00439132j -0.000491502-0.000996478j 0.0037366+0.00772782j 0.00151788-0.00991857j -0.0016318+0.00190691j 0.00230136-0.00351016j -0.00286696+0.0136022j -0.00503902+0.00679241j 0.00148255+0.0166493j 0.0012503-0.00682366j 0.00269631-0.000651811j -0.00526553+0.0108082j -0.0015863+0.00589138j -0.000735579+0.0107215j 0.000695427-0.00716974j 0.00244226-8.89771e-05j 0.00421502-0.00300024j 0.0014189+0.00079249j -0.00170889+0.00306207j -0.000377251-0.0096588j -0.00726899-0.0020918j 0.00281227-0.00142843j 0.000640398-0.00533713j -0.00561041+0.00146031j -0.00289933-0.00130403j -0.00448448+0.000530814j -0.000318482+0.000896981j -0.00649502+0.0017488j 0.00430464-0.00120234j -0.000696401+0.00485273j -0.000461243+0.0052581j -0.00535095+0.00681142j -0.00217432+0.0022926j 0.000264284+0.00910809j -0.00148395+0.00805773j 0.00122695-0.00597835j -0.00264033+0.00198563j 0.0047035-0.00149704j 0.00156665+0.00505689j 0.00145131-0.00138263j -0.00268931+0.000455299j 0.00566166-0.00488637j 0.00260153-0.000540654j 0.00166568-0.00199052j 0.000515507-0.00292729j 0.000862116+0.00040266j 0.00356264+0.00265014j 0.00520071+0.00303245j -0.006838-0.00322159j 0.00184122-0.00111944j -0.00212965+0.00204881j -0.00260803-0.0035496j -0.0022028-0.00302245j -0.00105809+0.000914711j -0.0011853+0.00264088j -0.0028858-0.00644217j 
-0.00139895-0.00123696j 0.00234188-0.00167155j -8.42721e-06+0.000184794j 0.00385839-8.87349e-05j 0.00110943-0.000856581j -0.00112314-0.00457429j -0.000892188-0.00105379j -0.00479254+0.000653721j 0.00123042-0.00341438j 0.00244569+0.00186543j 0.00019797+0.000407728j 0.00403639-0.00219237j -0.0049885+0.00153526j 0.000886194-0.00531442j -0.00651549-0.00463982j -0.0030332-0.00478246j -0.00220463+0.00263749j -0.0021705-0.00152274j 0.00246576+0.00131131j 0.00159303+0.00233659j -0.0095626-0.00221521j 0.00172096-0.00284463j 0.00537919+0.00326321j 0.00159278+0.00115355j -5.50153e-05+0.00224752j -0.00644575+0.00435589j -0.00249076-0.00253493j -0.00296386+0.00216004j 0.00392851-0.00285409j -0.00160066-0.00171985j 0.00414777-2.66199e-05j 0.00203113+0.00470503j -0.00995881-2.3152e-05j 0.0014175+0.00595375j -0.00636879+0.00036828j 0.00580112+0.011375j 0.00439134+2.40409e-05j -0.00438715-0.00204604j 0.000964085+7.59959e-05j 0.00791593+0.00485518j -0.00263917-0.000861128j 0.00217941-0.00548488j 0.000395606+0.00479698j 0.000629199-0.00398646j -0.00027045-0.00148616j -0.00122368+0.00286399j 0.00526925+0.00356538j -0.0049025-0.00985991j 0.00184141+0.00309462j -0.00546044-0.00850203j -0.000579002-0.0120009j -0.0021297-0.00061716j -0.00779367-0.00042046j -0.00392514-0.00470767j 0.00115327-0.00174636j -0.0029927+0.00184489j -0.0044482+0.00229816j -9.45227e-06-0.00567925j -0.00370223-0.00529509j 0.000121659-0.00159483j -0.00012083+0.0022511j -0.000653569-0.000569313j -0.000435601-0.00329999j 0.00148+0.00318853j 0.000197667-0.00125655j -0.00394615-0.00275766j 0.00198328-0.000859234j -0.000777248-0.000981711j 0.000671677+0.000669031j 0.000360244-0.000113453j 
0.00311447-0.00606929j -0.00263231+0.000653731j -0.00366494-0.00282401j 0.00611037-0.00758606j 0.00667779-0.00593999j -0.00024574-0.00455661j -0.00156442+0.000805033j 0.00249939+9.41316e-05j -0.001178+0.00883798j -0.000561494-0.000298857j 0.000842171-0.00238036j 0.00449177+0.000417519j -0.00229784+0.00359217j 0.0042652-0.000400719j 0.00439302-0.0042474j -0.00202158+0.00712292j -0.00521515-0.000766508j 0.00250058+0.00289747j -0.00794637-0.00172713j -0.0042029+0.00440537j 0.00414381-0.0122729j -0.00279034+0.0045277j 0.000561734-0.0106125j -0.00225714-0.00121539j 0.00410982-0.00600423j 0.00106573+0.00232992j -0.00315119+0.00907594j -0.000374976-0.00236166j 0.00237841+0.00164967j 0.000587358+0.00156639j 0.000359448+0.000624151j 0.000559482-0.000471097j 0.000305178-0.00109987j 0.00218954+0.000263445j 0.00155015+0.000604257j -0.0069551+0.00890084j -0.00175665+4.33739e-05j -0.00378933-0.00162415j -0.00357143+0.00173259j -0.00134307-0.00360304j 0.0022432+0.000414882j 0.00157912-0.000231706j -0.000666153+0.00533479j -0.00350647+0.00696327j -0.00313232+0.00259636j -0.000717315+0.00404342j 0.00468358-0.001712j -0.0121908+0.00447257j -0.00431028+0.00487437j 0.00317769+9.71886e-05j 0.00472054+0.00189852j -0.0085968+0.00646782j -0.00459566+0.000137471j 0.00329561-0.00396929j -0.000926246-0.00240374j -0.000746976-0.00140679j -0.00329002-0.00401338j -0.00139796-0.00321265j 0.00520042-0.000109482j -0.0024089-0.00332731j 0.00194978-0.00199203j 0.00530256-0.00460077j -0.00161164-0.00195585j 0.00291619+0.000541052j -0.00358052+0.00208216j -0.00398426-0.00529798j -0.000355505-0.00768838j -0.00625798-0.00125071j -0.00231511-0.0015275j 0.00361821-0.00359901j 
0.0007722-0.00208896j -0.00398231-0.0044863j 0.0026353+0.00290127j 0.00456311+0.00424772j -0.00197279-0.00203133j 0.00207118-0.00516606j 0.00349737+0.00321207j 0.00447034-0.00243995j -0.00519375-0.00397428j -0.00062287+0.00623033j 0.00142528+0.000799951j -0.000523061-0.000443768j 0.00146477+0.00303237j -0.0083999-0.00720294j -0.00750893-0.00515282j -0.00470366-0.00440033j -0.0035575+0.00434931j 0.00536591-0.00617491j 0.00508288+0.006132j 0.00188585+0.000233806j -0.00218728-0.00242132j -0.00770461+0.000487292j -0.0146375+0.0045353j 0.00829892+0.00622021j 0.0010259+0.00162271j -0.0135878-0.00493009j -0.00317625-0.00382434j -0.00636443-0.00174674j 0.00525202-0.00218331j 0.0014042+1.44533e-05j -0.00123642+0.000554984j 1.55337e-05+0.00324836j -0.00422386+0.00216269j 0.0041832+0.00150252j 0.00437431-0.00680813j 0.000861263-0.00335259j 0.00325287+0.00194947j 0.00156075-0.00271275j -0.00214598-0.00278035j -0.00331328-0.00619786j 0.00323514-0.00218996j -0.00676399+0.000507883j -0.000915445+2.55561e-05j -0.00587642+0.000200391j -0.000401031-0.00115776j -0.00962483-0.00333079j -0.0030264+0.00424553j -0.00145676+0.00326137j -0.00920481-0.00347498j 0.00673987+0.000176973j 0.00157163+0.00398034j 0.00139339+0.00325804j -0.00193848-0.000965128j -0.00205508+0.00458709j 0.0017322+0.000721668j 0.000194674+0.00267414j -0.000854693-0.000929967j -0.00215003+0.00427332j 0.00100887-0.000779263j -0.000404305+0.0013445j 0.000232571+0.00548261j -0.00215607+0.00250057j 0.00212151-0.00326592j 0.00103544+0.00236741j -0.000624588-0.0033429j 0.00312934-0.00141669j 0.00341165-0.00205022j -0.00119947+0.00030629j 0.00100926-0.00113696j 0.00578706-0.000902413j 
