-0.00355638-0.00429951j 0.00117903-0.00744357j 0.00196809-0.00715045j 0.0047192+9.33563e-05j 0.000339319+0.00299151j -0.002118+0.00389567j 0.00574992+0.000617386j 0.00181721-0.00608754j -0.000686271+0.00150146j -0.00067711-0.00571649j -0.00469147-0.00165811j -0.00419367-0.00280186j 0.00255723-0.00741662j -0.00105898-0.000920772j -0.00297863-0.00148886j -0.0015307-0.000731989j -0.000571576+0.00109631j 0.00147982+0.00125263j -0.00271111-0.000697633j -0.000798895-0.00239864j 0.000479782+0.00607818j -0.00392471+0.000553055j 0.0012674+0.00333421j -0.00125807+9.00291e-05j 0.00196912+0.00188984j -0.000283325-0.000911053j 0.00202681-0.00312242j 0.000768597+0.00160582j 0.00220761-0.000533304j -0.00145851-0.000733306j -0.00148244+0.000483373j -0.00114559+0.00279435j 0.00224587+0.0037189j 0.000300577-0.00280621j -0.0021557-0.000558425j -4.1961e-05+0.00168484j 0.00410733-4.81108e-05j 0.00168388+0.00267901j 0.000713936+0.00220551j 0.00279203+0.000455364j 0.00150221+0.000109557j 0.00246036+0.00072276j 0.00314046+0.000189559j -0.000255046+0.00283192j 0.00230468+0.000274692j 0.000519852+0.00213961j 0.000802137-0.000993589j 0.00186822+0.000287576j -0.00269775+0.00369242j 0.001966+0.00105143j 0.000634424+0.000681808j -0.00165222+0.00173214j 0.00140293+0.00155142j -0.000449557-0.00451741j 0.00258865+0.000287343j 0.00169013+0.00605319j -0.0015207-0.00126001j 0.000815363-0.00532683j -0.00393027-0.00250081j -0.000914801+0.00175788j 0.000422809-0.00346616j 0.00176138-0.00023882j -0.00489127+0.00368638j 0.00318031-0.00273867j 0.000866008+0.00372241j 0.0114321+0.00152789j -0.0164008-0.0221737j 0.01203-0.0150946j -0.0117682-0.0169105j 0.00369767-0.00289774j -0.0344755-0.000787336j 0.0126317-0.0210582j -0.0457049-0.00230273j -0.0382834+0.0055459j -0.0139068-0.0105259j -0.064034+0.0181585j 0.0161054+0.0473251j 
-6.13788e-05-0.00513689j 0.000745649-0.000537662j 0.00365688-0.000503319j 0.000451815+0.00672466j -0.00295656-0.00366178j -0.00192709+0.00467994j -0.00358475+0.0060768j 0.0093783+0.00925468j 0.00664992+0.0130897j 0.00823823+0.0179739j 0.0033954+0.00381913j -0.00246622+0.0013752j -0.00482105-0.0337939j -0.00660797-0.0299105j -0.00168339-0.00211467j 0.00820968+0.0198861j 0.00315039+0.0150182j 0.00267056-0.000968534j 0.000590213+0.00306648j 0.00365767+0.0255947j -0.0067177-0.00776136j -0.00283307+0.0143342j -0.00312912-0.0105016j 0.00117669+0.0289738j -0.00855153+0.00387692j -0.00626404+0.0138801j 0.00419173-0.00341132j -0.0024666+0.0199696j 0.000785225+0.0252932j 0.00116562-0.0104982j -0.00641514+0.0144874j 0.00616956-0.00836143j -0.00636427+0.0164657j 0.00202221+0.00364508j 0.00463444-0.00203332j 0.00405017-0.0156956j -0.00232114+0.00507841j -0.0041455+0.00709777j 0.0026896+0.00713452j -0.0022303-0.00307691j 0.00269516+3.54453e-05j -0.00102379+0.00246741j -0.00137083+0.00313449j 0.0019658-0.00860314j 0.00400487-0.00941137j 0.000945819-0.00861351j -0.000281761+0.00476756j 0.00353119-0.00335449j 0.00421991-0.00402306j -0.000989014+0.00224939j -0.00190717+0.00116828j 0.00239457-0.0113626j 0.000656781-0.00103029j 0.00180582-0.00378288j 0.000219828-0.00322281j -0.00340369+0.00860135j -0.00103937-0.00134213j -0.000583407+0.00664074j 0.00283739+0.00115848j -0.00269964+0.00383533j 0.000895772+0.00168902j 0.000439444-0.00217195j -0.00235214+0.0029893j -0.00192009+0.00674934j 0.00056302+0.00362845j -0.0035584+0.00661172j 0.000348497+0.00453561j -0.00355834+0.00163441j -0.000703209+0.00320472j 0.000819865-0.00305177j -0.00209975-0.00592083j -0.00375452+0.000298589j 0.00111463-0.00952059j -0.000569482+0.00900308j -0.00606509-0.00117937j -0.00426691-0.0026537j -0.00927702-0.0019464j 
-0.000553763+0.0019666j -0.000474732-0.00527552j -0.000182526+0.00344385j 0.00310445-0.00324273j 0.00707742+0.0082228j -0.00060457+0.0139034j 0.00883152+0.0126854j 0.000794785+0.00750285j 0.00240584+0.00888546j -6.88154e-05-0.00587536j -0.00369186-0.00270627j 0.00744982+0.0320323j 0.00078467+0.00742188j 0.0122001+0.000553131j -0.0074696-0.0199502j -0.00639791-0.0148843j -0.00742029+0.00446179j 0.00539012+0.0587396j 0.00612145+0.00339526j -7.67927e-07+0.00851823j -0.0038213-0.00148875j -0.00261112-0.0138014j 0.00417363-0.0247217j 0.000802148+0.00480509j -0.00203528-0.0215798j -0.000995524+0.0155803j -0.00521877-0.0108524j 0.00555526+0.0131211j 0.00460166-0.00987827j 0.00694735-0.0145616j 0.000545485+0.0109462j -0.00316562+0.013883j 0.00237307+0.0195055j 0.00433542+0.00696219j 0.00164145+0.00239462j -0.00360792+0.00476501j 0.00394003+0.00506931j -0.00118515-0.00910922j 0.00107959-0.0101524j -0.00171647-0.00537298j 0.00404835-0.0061096j 0.00260014+0.00669551j 0.0014383-0.0119082j 0.000807913-0.00500494j -0.00619028+0.00506337j -0.000659174+0.00266052j 0.00434636-0.00999992j -0.0040846+0.0141976j -0.00330975+0.00554738j 0.00142201+0.000275219j 0.00284888-0.00864197j -0.00158222+0.00449475j -0.000254822+0.00537972j 0.000424877-0.00548406j 0.00145378-0.00222363j 0.000778989+0.00108526j 0.000348627-0.000908302j 0.00171099-0.000829268j -0.00285394+0.00645062j -0.00215318+0.0170323j -0.00626425+0.0132121j -0.00220146+0.00124243j 0.000218993-0.00192376j 0.00171079-0.00184006j -0.00522731+0.00451589j 0.00336309-0.00216301j 0.00458796-0.00435221j -0.00315021+0.0109119j -0.0038183+0.00469295j -0.00400764-0.00171044j -0.00293948+0.00602923j 0.00388905+0.0082499j -0.0080914+0.0109931j -0.00924063-0.000275827j 0.00683289-0.00669383j -0.00528023-0.000258113j 0.00655788+0.00307392j 
0.000552422+0.000303886j 0.000165156-0.000528339j 0.00184658+0.0050587j 0.00207384+0.0139055j -0.000380273-0.0152136j 0.010227+0.0220836j -0.00195367+0.000982079j 0.00784807-0.00199482j 0.00157709-0.00518544j 0.00362752+0.0131125j -0.00222549-0.0121602j 0.000803668+0.0158546j -0.00117668-0.0293468j 0.0133221+0.0341131j -0.00166138-0.0354262j 0.000350185-0.0060206j -0.0106693-0.0393464j -0.00645213-0.00598052j -0.00766111+0.00487755j -0.00211487-0.00294505j 0.00106306-0.0128171j 0.00370471+0.00472949j -0.00838933-0.0128314j 0.00141532-0.0222379j -0.0094581+0.0042715j -0.000313892-0.0108346j -0.00160237+0.00876646j 0.00389912-0.0132069j 0.00211448-0.00259639j 0.00354983-0.0193017j 0.00664008+0.00142952j -0.00199791-0.0103981j 0.00037406+0.0136731j -0.00162562-0.00408208j -0.00278495+0.0179069j -0.00699886+0.00644855j -0.00040942-0.0061155j 0.000998397-0.00906973j -0.00254275+0.00746474j -4.22331e-05+0.00042253j 0.00150335-0.0049551j 0.00288414-0.0089299j -6.77166e-05-0.00732329j 0.00254058-0.00614933j 0.00140147-0.00431475j -0.000721892-0.00514112j -0.00113266-0.0024901j -0.00103871+0.0106396j 0.00332124-0.00719781j 0.00113107-0.00587604j 0.000339964-0.000397759j 0.000273804+0.00218711j -0.00139881+0.00783964j 0.00194657-0.00593977j 0.00220404-0.0046426j 0.000587447+0.000995721j -0.000378605+0.00321902j -0.000934047+0.000258024j 0.00489479-0.00387061j -0.000413421+0.00229206j 0.00146761+0.00663898j -0.000454728+0.00544536j -0.00316316+0.009427j 0.00367035-0.00330982j 0.00212315+0.00479548j 0.0014054+0.00136956j -0.00114868+0.00112178j -0.00333388+0.00358271j 0.00162795-0.0018541j 0.00579398-0.00848271j 0.00437567-0.00232551j 0.00374626-0.00932141j 0.000480009-0.00247891j 0.00541388+0.00350679j 0.00198297-0.00279028j 0.000104676-3.50663e-05j -0.00441232-0.00170548j 
-0.00235529-0.00293969j 0.00108771-0.00693594j 0.00408489-0.00730397j 0.00951286+0.0115263j -0.0027584-0.00955948j -0.00376739+0.00292245j -0.00335342-0.0312351j 0.00682-0.000525085j 0.00344122+0.028097j 0.00153443+0.00521961j -0.00703064-0.00210079j -0.000253768+0.0228667j 0.00471366+0.0158054j -0.0078413-0.00714467j -0.00543005+0.00854266j 2.61618e-05-0.0116877j 0.000426047+0.00838112j -0.00681128+0.0102318j -0.0088162-0.0138184j 0.0039572-0.0262965j -0.00828123+0.00823344j -0.00185193-0.0131814j -0.0036706+0.00652223j -0.000390064+0.00521931j -0.00159159-0.0101723j 0.00175282-0.0230449j 0.00432397-0.0028356j 0.000968948-0.0106683j -0.00217258+0.00399178j -0.00394968-0.00276709j 0.000537784+0.00492796j 0.00423887-0.0026999j -0.00226975+0.00287226j -0.00137045+0.000535587j -6.35127e-05+0.00700131j -0.00248713-0.00396173j 0.000502801-0.00107199j -0.000927044+0.00058061j -0.000289889+0.00435037j -0.000131548+0.000874712j 0.000565703+0.00251432j -0.000706919-0.00479672j -0.00173203+0.000788346j 6.87191e-05-0.00398089j 0.00587688-0.00780194j 0.00106868-0.00135801j -0.000676261-1.35011e-05j 0.003761-0.000184749j 0.00147101-0.00392727j -0.00186477+0.00454429j 0.00233929-0.00250752j 9.38186e-05+0.00365035j 0.0010824+0.00353511j -0.000430283+0.00163574j -0.000532127-0.00470871j -0.001413-0.00109202j -0.000400152-0.00313656j 0.000876001+0.0120284j 0.00484966-0.00661798j -0.00272053+0.00391254j 0.000709232-0.000308519j 0.00490573+0.00133297j -0.00268088+0.00587771j -0.00187689+0.00406002j 0.00067532+0.00609678j -0.00199562+0.000801022j -0.00140476+0.0117187j -0.00333668+0.0114476j 0.00120095+0.00211117j 0.0034228-0.0108288j -0.00868561-0.00120381j -0.00213256+0.0198013j -0.00655396-0.00622211j -0.0162105+0.00507331j -0.00496136-0.0178047j -0.0198619-0.00819189j 0.0028168+0.00307275j 
0.00101127-0.00607165j 0.00254852+0.00471037j 0.00774733+0.00546711j -0.00708293-0.00188199j -0.00783124-0.00792926j -0.000416738+0.0103127j 0.000102161+0.0161217j -0.0113447-0.0382876j 0.0144084+0.0289386j 0.00369208+0.00535263j 0.0125977+0.0312945j 0.00378226+0.00515049j 0.0113087-0.00034637j -0.00464233+0.00316615j -0.00312263+0.000236066j -0.0047266-0.00276457j -0.00597555+0.0205423j 0.000132496+0.011254j 0.00818436-0.0276782j 0.000553721+0.00591931j -0.000515573-0.00891409j 0.00988892-0.0207998j -7.09093e-06-0.00622663j 0.00173991-0.0146403j 0.000698613+0.00374094j 0.00352913+0.00146168j 2.67465e-05-0.00877273j 0.00117773+0.00402379j -0.00399668+0.00325133j 0.00123433+0.000858513j -0.000417705+0.000368409j -0.00232024+0.00751097j 0.00216308-0.00658472j 0.00204468-0.00541455j 0.00105227-0.0139106j -0.000692696-0.00182699j -9.24898e-05+0.00452981j 0.00222375-0.0148695j 0.000191558+0.000963129j -0.000452847-0.000576761j -0.000317736+0.0129333j 0.000423751-0.00225448j -0.000453246+0.00882761j 0.000822704+0.00342112j -0.000886125+0.00917714j -0.00116249-0.00554953j -0.00073791-0.00445624j -0.000375083+0.00182178j -0.00287784+0.00882104j -0.0011761-0.00216908j -0.00190761-0.00253185j 0.000497512-0.001224j -0.000977255-0.00511607j 0.00112416+0.002j -0.000927954+0.0015117j -0.00393864+0.00165747j -0.00197799+0.0072975j 0.000490182-0.00669364j 0.00224302+0.000724026j 0.00166187-0.00984765j 0.00236621+0.000259605j 0.00120099-0.00657422j 0.000907993-0.0090098j 0.00218251-0.00461907j 0.00361322-0.00171725j -0.00186806-0.000484846j 0.00112728+0.00158856j 0.00215535-0.0131178j -0.00324375+0.00895271j -5.96508e-05+0.00474646j 0.000118082-0.013149j -0.010575-0.00546819j 0.00549262-0.0168722j 0.00716799+0.0148168j -0.0171184+0.00620443j -0.00219857-0.00263557j -0.0184652-0.00836059j 
0.0015451+0.00152877j 0.00800553+0.00541984j -0.00125466-0.0158629j -0.00575758-0.0156079j -0.00600775+0.00623687j 0.00182151+0.0278637j -0.00129942-0.00993289j 0.00579911+0.0192674j -0.0176395-0.0122538j 0.00723453-0.00392957j -0.000875826-0.0275063j 0.00417045-0.00384648j -0.00359963+0.0117567j 0.000738188+0.00223981j 0.000959227-0.00264965j -0.000421576-0.00428469j 0.00363795-0.0147879j 0.000109097+0.000706435j -0.00147461+0.0194332j -0.000834091-0.00749095j 0.00282755-0.00098444j -0.00701292+0.00398633j -0.00290916-0.0066485j -0.000534772+0.00461843j -0.000946462-0.00874648j -0.000731599+0.00109203j 0.00209028+0.00921475j 3.02869e-05+0.00616446j 0.00114735-0.0143555j 0.000989323+0.00184183j -0.000392337-0.00291329j -0.00501963+0.00350848j 0.000314813-0.00361206j -0.000340138+0.00256392j 0.000468173+0.00420984j -0.000275745+0.000985003j 0.000797724+0.000738367j -0.00269236+9.10696e-05j -0.00281648+0.00156622j 0.000953975-0.0079633j 0.00136-0.00134748j 0.00180228-0.00166282j 0.00341966-0.00209318j 0.00014725+0.000597296j 0.00162435-0.000424956j -0.000275973+0.00190243j 0.000604095+0.00182359j -0.000679037-0.00472349j -0.00790781+0.00380331j -0.00130513-0.00209485j -0.00125686+0.00268113j -0.00124069+0.00119221j 0.00140532-0.00725286j 0.00029007+0.00357203j -0.000208869+0.000595558j -0.00604819-0.00324963j -0.00259652-0.000119659j 0.00103608-0.00833023j 0.00309643+0.00236119j -0.000991624-0.00529975j 0.00138665+0.000843492j -0.000657225-0.00470996j -0.00547567-0.00155486j -0.00174288+0.00426061j 0.00190366-0.00421278j -0.00324723-0.0129727j -0.000161263+0.0102604j 0.00485586-0.0170166j -0.0042986+0.00936039j 0.00126542+0.00549985j -0.0140016-0.00909226j -0.0211594+0.012464j -0.000471608-0.0270757j -0.00178171+0.0226918j -0.0348464-0.00539919j -0.0215603-0.0113194j -0.0224169-0.0136788j 
0.00806731+0.00547077j -0.00172844-0.00214757j -0.00538181-0.0135007j 0.00244716+0.0189627j 0.00660521+0.0357428j 0.00916197+0.00365645j -0.0070615-0.00705201j 0.0111976+0.00104653j -0.00668465+0.00709333j -0.0096+0.0100553j 0.00358647-0.00426995j 0.00216332+0.0259465j -0.00390111+0.00560041j 5.24826e-05-0.00400546j -0.0024372+0.00771025j -0.00205063-0.00861316j 0.00265271+0.00883137j -0.000721033+0.0191951j -0.00813564+0.00136163j 0.000992817-0.00905709j -0.00198029+0.0100511j 0.000105758+0.000363499j -0.00132779+0.00219639j 0.00109788+0.00608545j 0.00126079-0.00133531j 0.0018938-0.00047404j 0.00455383+0.00439542j -0.000186476-0.000510455j 0.00184795+0.000521247j 0.000804222-0.00400562j -0.00161208+0.00103574j 0.00207076-0.0098375j -0.000574824+0.00623938j 0.000257653-0.00414472j -0.00337244+0.0126243j -0.000200191+0.00399928j 0.000852624-0.00243235j -0.00802215+0.00413787j -0.00602611+0.00183j 0.000885648-0.00292652j 0.000403422-0.00364834j -0.00133233+0.00114378j -0.00218088-0.00764344j -0.000460351+0.00363244j -0.00446992-0.00127633j -0.00064247+0.00380586j 0.00118325+0.000481306j -0.00177683+0.00256629j -0.000748595+0.00630974j 0.00253338+0.00175124j -0.00166485-0.00436386j 0.00126535+0.00172038j -0.000616678-0.00186111j 0.00322674-0.00259858j 0.00228435-0.00495076j 0.00434825+0.00171493j -0.00059124-0.00669307j -0.00718647-0.000287977j -0.00313-0.00399224j -0.00653902+0.00310403j 0.00421008-0.00611047j -0.00504643+0.00302949j -0.00165607+0.00921673j 0.00221728+0.00118968j -0.000268038+0.00549564j -0.000772611-0.00368727j -0.00241316-0.0147822j 0.00388143-0.0155987j 0.00693259-0.0128272j 0.00957678-0.00244528j 0.0146191-0.00200916j -0.00894447-0.0270605j 0.0141722-0.0121019j 0.0347907+0.00364193j -0.0016114+0.0218258j 0.0227774+0.0140211j -0.0212673-0.0110445j 
-0.00481547-0.0133397j 0.00163267+0.0232782j -0.00843498-0.0178788j -0.00726285+0.014789j -0.000512111+0.0165058j 0.00984726+0.0358491j -0.00245758+0.00894106j 0.00652308-0.0010533j -0.00442939+0.0156133j 0.00745066+0.0298083j 0.0105984-0.0248938j 0.001837+0.0081668j -0.00714795+0.00393259j -0.000325129-0.000735658j 0.00395207+0.00294655j 0.0031186-0.00490594j -0.00185241-0.000619875j -0.00236267+0.00176401j -0.0035181-0.00339588j -0.00233093+0.0143338j 0.00618293-0.000144699j 0.000554825-0.00658377j 0.00151785+0.00136161j 0.0012696-0.00654556j -0.00214137+0.0023919j -0.000464898+0.00417957j -0.00393846+0.000794019j 0.00207139+0.00201395j -0.00361327-0.00324386j -0.000315126+0.000686685j 0.00304411-0.00290064j -0.000327786-0.00311082j 0.00262685-0.000777588j -0.00192621+0.00239331j 0.00144768-0.00179164j 0.00175913+0.0016251j -0.00314712+0.000366117j 0.00277738+0.000645821j 0.00553525+0.00395301j -1.04254e-05+0.00216724j -0.000595831-0.00374548j -0.00252131-0.00192056j -0.000970749+0.00586382j 0.00122469-0.0043824j 1.31775e-06+0.00785223j -0.00103387-0.000975498j -0.00365427+0.00412706j 0.00292347+0.00111992j 0.00518226-0.00215476j -0.00253364-0.00326429j 0.000141252+0.00941793j 0.00349508-0.00247844j 0.0015414+0.00134199j -0.00359269+9.0264e-05j -0.0018273+0.00151419j -0.000212934-0.00450603j 0.00574979+0.00580525j -2.07573e-05+0.00512629j -0.00270225+0.00145299j 0.00539886-0.00676677j -0.0004309-0.00453686j 0.00355925+0.0055914j 0.00536548-0.000626071j -0.00789584+0.000182067j -0.00275494-0.0148596j -0.00263121+0.0163546j 0.00199978+0.00912392j -0.00412685+0.0120212j 0.00219122-0.00327257j -0.0180946+0.0152905j -0.00787262-0.00176959j 0.0157903-0.00541056j 0.00685184+0.021296j -0.0216984-0.0223046j 0.0156047+0.00561725j 0.0114445+0.00216591j 0.0198359+0.0134145j 
0.00170898+0.0234363j 0.00485796+0.0130536j -0.00712046+0.0156881j 0.00903777+0.019452j 0.0123099+0.0311131j 0.00170489-0.0190589j -0.00153715+0.0167369j 0.000114316+0.000695304j -0.00367329-0.0131741j -0.00905926+0.0257427j 0.0054517+0.0290707j -0.00867411+0.0128605j -0.00183412+0.00533644j 0.00384816+0.00131066j -0.00112349-0.000196875j -0.00419935-0.00171828j -0.00341333+0.00530663j -0.000632195-0.00877931j -0.00301446+0.00408656j -0.000312168+0.00492774j -0.00074935-0.00172303j -0.00610972+0.00327853j 0.0033496-0.00223802j 0.00106237+0.00618644j 0.000172866-0.00497178j -0.000383965+0.00242667j -0.00265556+0.00178942j 0.00262374-0.0019546j 0.00400165-0.0010724j 0.00209577+0.00319437j 0.00285896+0.00123447j -0.00439713-0.00463608j 0.0016206-0.000905696j -0.000354288-0.000917596j -0.00029656+0.00124171j 0.00231886+0.00267722j 0.00360104-0.00274617j 0.000751787-0.00711954j 0.000650113-0.00525423j -0.000684037+0.000389992j 0.00219294-0.0057267j 0.00455865+0.00106035j 0.00213644+0.00182274j 0.000970086-0.000660671j 0.00352493+0.000943844j 0.00169556+0.00329019j -0.00195191-0.000511583j 0.00143032-0.00142723j -0.00249532-0.00580611j -0.00170904-0.00585803j 6.05719e-05-0.000140431j -0.0025188+0.00201645j 0.00294258+0.000364609j -0.00399525-0.000206554j 0.000658779-0.00304461j -0.00224506-0.00961203j 0.000429771-0.00203528j 0.00377591-0.00622537j 0.00614004+0.00322658j 0.00717346-0.00175386j 0.000500887+0.00900446j 0.00143616+0.0064598j -0.00699103+0.00532814j -0.00412822-0.000103046j 0.000670568-0.00484471j -0.00629816-0.0169403j -0.00676736+0.0209575j 0.00154568+0.00118548j 0.002539-0.00382476j 0.0102188+0.00455834j -0.0232171+0.0123227j 0.00295616+0.016198j -0.0048648+0.00144229j -0.0156554-0.00291977j -0.020173-0.0220655j -0.0200803-0.0136986j 0.0114033+0.00214187j 
0.00803098-0.000254863j -0.00137982-0.0119105j -7.39215e-06+0.00535618j 0.00214836-0.00124247j -0.00399832-0.00728609j -0.00348782-0.00443396j -0.00559653-0.00297012j -0.00700025-0.00052644j 7.6609e-05-0.00731723j 0.00221055-0.0123494j -0.00325869+0.00416925j 0.00395325-0.00127635j -0.00582238-0.00345176j 0.00285938-0.000165636j -0.00283197-0.00948267j -0.00399998-0.00103267j 0.00307699+0.0020243j -0.0004786-0.000168835j 0.00309348-0.000150927j 0.00990165-0.00251848j -0.000462871+0.00187055j -0.00113972+0.000130985j 0.00539399+0.000432518j -0.00246505-0.000274597j 0.00111309-6.57505e-06j -0.00355195-0.00277146j -0.0067651+0.00260609j -0.00245352-0.00187199j 0.00369568-0.000325396j 0.00625705-0.00524475j 0.0026382-0.00237462j -0.000664357+0.00425924j -0.00318648+0.00290103j 0.000329692-0.00276391j 0.00111198-0.00417139j -0.00207791-0.00060577j -0.00398035+0.00611512j -0.00226957-0.00921482j -0.00580739-0.00122848j -0.00245593+0.00168957j -0.00139099+0.00247253j -0.00344342+0.000988259j 0.00178598+0.00347401j 0.00081685-0.000961228j -0.0023216-0.0032942j 0.00270867+0.00054361j 0.00153762+0.0001333j -0.00927509+0.000708358j -0.00246746-0.00193328j 0.00137476+0.00279861j 0.00561907+0.000103165j 0.00460498+0.000918708j 0.00506926+0.00266367j -0.00374738-0.00758175j -0.0035071-0.00366871j -0.000420485+0.0132766j -0.000905622-0.00500092j 0.00785823-0.00600152j 0.00719834-0.00609578j 0.0111708-0.00640191j -0.00893978-0.00173361j -0.00223136+0.00101528j 0.0103772-0.00620277j -0.0118474-0.00463422j -0.0170076-0.00235101j -0.0392123+0.0185207j 0.00952384+0.0179481j 0.0130965-0.0153888j -0.00419357-0.00645017j -0.0200295+0.0394514j -0.064849-0.0356972j -0.00477041+0.00135161j 0.0350587+0.0296157j -0.0467639-0.0244708j -0.0164475+0.0118077j 0.00882281+0.00837096j -0.0104266-0.00382283j 
0.00175771+0.01204j 0.00851537-0.000796409j -0.00163858+2.02108e-05j -0.00186916+0.00439812j 0.00787612+0.00698808j -0.00616351-0.00982213j -0.00618146+0.00115116j -0.000472809-0.00716599j 0.00520186-0.0126006j 0.00039203+0.00884252j -0.00414323+0.00734307j -0.0014079+0.00270283j -0.0027531+0.00186799j 0.00461957-0.00028337j 0.00429544-0.00341587j -0.0023374-0.0035457j -0.00384226+0.00405031j 0.000371359-0.00594202j -0.00275291+0.00325736j 0.00240372-0.000114672j -0.00558553-0.000744341j -0.00476101+0.000350978j -6.36125e-05-0.000703867j -0.000724826+0.00277288j 0.00101194-0.000302407j 0.0022482-0.00341485j -0.000125403+0.0024098j 0.00507594-0.00167913j 0.00309625-0.00121859j 0.00463231+0.00175433j 0.00388811+0.000665219j -0.00320156-0.00328581j -0.00561298-0.00100528j 0.000858855+0.0020812j 0.00115032+0.00510156j 0.000792796-0.00136017j -0.00385725-0.000164547j 0.00137764-0.000569082j -0.0043447-0.00491859j -0.0016292-0.00288295j -0.00214252-0.00192245j 8.29258e-05-0.000507706j -0.00491585-0.000503243j -0.000437557+0.00196069j 0.00694585+0.000707754j -0.000970953+0.00455733j -0.00072196-0.00313317j 0.0012688-0.00237717j 0.0052431+0.00698333j 0.00186451+0.00324407j -0.00517218-0.0056653j -0.00661964+0.00870761j -0.00265299-0.00301659j 0.0039969+0.00116015j 0.00509523-0.00940816j 0.00348179-0.00640566j 0.00297196-0.00846403j -0.00420768-0.000607938j -0.0029602+0.0101623j 0.00318068-0.000446259j 0.00976946-0.00787065j -0.00762222-0.00154695j 0.0113836-0.00521379j -0.000582722+0.00417926j -0.0398121+0.0118177j 0.032788+0.0130447j 0.013374-0.00543988j -0.0109873+0.00292415j -0.0162815+0.0332512j -0.0681087-0.0258861j 0.0176969-0.0216868j 0.00308126-0.0026682j -0.0199185+0.00487273j -0.0218565+0.00421035j 0.0453082+0.0233737j -0.00938343-0.00248874j -0.00969901-0.00836011j 
-0.00165907+0.00094661j 0.000978361+0.00173457j -0.000338411-0.00654365j -0.00782398+0.00140453j 0.00929348+0.00177611j 0.000280314-0.00314515j -0.000412936-0.000830447j 0.000790645-0.00277181j 0.00555198-0.00222575j 0.000817364+0.00422461j -0.00346678-0.00196835j -0.00183855+0.00109966j -0.00348121+0.00459562j 0.00267162-0.00233096j 0.000823599+0.00163161j 0.00151277-0.000798928j -0.00116784+0.00076028j -0.00784906+0.000988284j -0.00295873+0.00234551j 0.00276267-0.00334618j -0.00233945-0.000500775j -0.00380417+0.0019252j 0.000764226-0.000352756j -0.000931413+0.003283j 0.00239278-0.000762596j 0.00359138+0.000140911j -0.00448526+0.00455495j 0.00789026+0.00162099j -0.00127478-0.00260838j 0.00212248+0.00226368j 0.00357839-0.00165516j 0.00782128-0.00071069j -0.00253086-0.00284709j -0.00170469+0.00297496j -0.0059972+0.00196573j 0.00390765-0.00253958j -0.00519312+0.00016612j -0.00561194+0.00471118j -0.00509973-0.00245801j 0.00407315-0.000714628j -0.00498003-0.00222264j 0.00207708+0.000863749j 0.000587562+0.00164741j -0.00591842-5.00931e-05j 0.00185384+5.22693e-05j -1.35572e-05+0.00487802j 0.00239031+0.000366451j 0.00133822-0.00496594j -0.0164642+0.00361096j -0.00128926+0.00330989j 0.00874051+0.00219292j -0.000345756+0.00468263j 0.0179973-0.00137953j -0.0167514+0.00245912j 0.00657664-0.00546967j 0.00817701+0.00390984j 0.00807548+0.00248327j -0.00496073+0.00505145j 0.0257468+0.000556034j 0.0290889+0.00173136j 0.00378919+0.00917068j -0.0283552+0.0121656j -0.00454213+0.0120428j 0.0402426-0.0301543j 0.0269386+0.0186401j 0.00961445+0.013696j 0.0289541+0.0211288j 0.0134557-0.00135478j -0.0336152-0.0234678j 0.0425389+0.0101555j -0.000754403-0.0157037j 0.0508184+0.0153818j 0.0155028+0.0283734j -0.000903829-0.00421178j 0.019411+0.0092737j -0.000225303+0.00104547j 0.000644607+0.000360617j 
