-0.0380939+0.00135023j 0.0027777+0.00532778j -0.00283606-0.00355498j -0.00053769-0.00567721j -0.000114313-0.00156923j -0.00147347-0.00412493j -0.00147579-0.000757928j 0.000751879+0.000288063j 0.0019187+0.00264124j -0.000885649-0.00188148j 3.4566e-05-0.000375845j 0.000374136+0.000153157j -0.000256945+0.000291533j 0.000375488+0.00226276j -0.000217069+3.73761e-05j -0.000940054-0.000541986j -0.00029673+0.000530046j 0.000185365+0.000286774j -6.87396e-05-0.000431927j -0.000193904+0.00191682j -0.000284861-0.000913974j -4.76873e-05-0.00104194j 0.000247489-0.000620434j -0.000175404-0.00111282j -0.000100291+0.00401419j 0.000189943+0.00207574j -0.00106426+0.00214276j -0.000272242-0.000517128j 0.000443359-0.000353385j -0.00063453-0.000364539j -0.000800524+0.000936328j -0.000180869+8.57819e-05j 0.000349556-0.000249676j 0.000520231-0.000396827j 7.72213e-05-8.78973e-05j -8.06939e-05+3.06265e-05j -0.000202659-0.000313335j 0.000155996-0.000139545j -9.25946e-07+1.94185e-05j 0.000191326+0.000142238j -0.000507509-0.000975139j 0.0012664-0.000434096j 0.00158096+0.000222746j -0.000362178-0.000621815j -0.000152273-0.000124493j 0.000460151+7.63619e-05j -3.32196e-05+0.000103929j -0.000414161-0.0007618j 6.59479e-05+0.000213748j -0.000518218+0.000458407j 0.00025633+0.000188244j 5.34676e-05-1.05576e-05j 
-0.000303957+5.47684e-05j -0.000733457-0.00148472j 0.000659416-0.000262771j -0.000354029-0.000401563j -6.50317e-06+0.000206247j -0.000860704-0.000710258j 0.00154885-0.000882101j 0.000328412-0.00133949j -0.00264567-0.00114332j -0.00166319+0.000344663j 0.00656478+0.0040881j 0.00318093+0.0053534j -0.000882218+0.00047894j 1.09514e-05+0.000522804j 0.00553343+0.00237298j -0.00201498-0.00440151j -3.43746e-05+0.00203136j -0.00126778-0.000174179j -0.00185592-0.00440939j 0.00234738+7.27164e-05j -0.000156553+0.000960474j -0.00059194-0.00299643j -0.00429108-0.00932604j 0.000652436-0.0013503j -0.000380964-0.00294291j -0.00255473-0.00326842j -0.00161256+0.00232617j -0.00375547-0.00376968j -0.000541601+0.0052913j 0.00225768+0.00170775j -0.000187204+0.000190476j 0.000719391+0.000306659j 0.000893887-0.00110769j 3.67264e-05+0.00160056j -0.00180751+0.00150468j 0.00109861-0.000618606j -0.00630962-0.00353843j -0.00365084+0.00536844j -0.0016988-0.000111946j 0.00187435-3.19167e-05j 0.00105279-0.00124571j 0.00111385+0.00422651j -0.00191139-0.00565313j 0.0017934-0.00118844j 0.00111065-0.0008767j -0.000772242-0.000745819j -0.000462817+0.000270892j 0.000693346+6.20546e-05j 0.00154407-0.00411917j -0.00106519+0.00274697j 0.00119397+0.000760872j 0.0007803-0.000928346j 
-0.000617464+4.10348e-05j -0.000316373-2.37036e-06j -0.000329439-3.07991e-05j 0.000511513+8.69301e-05j -0.00054857-1.2928e-05j 0.00176843-0.000580506j -0.000476251-0.000546365j -0.000325623+0.00111709j -0.0022267-0.00178053j -0.00289768-0.00187741j 0.00497395+0.00494019j 0.00477062+0.00152703j -0.00753434-0.00518704j -0.00495611-0.00658493j 0.00264794+0.00140126j 0.0073516+0.0091125j -0.00220184-0.00373816j -0.00287168-0.00284134j 0.00189936+0.00541905j -0.0020282-0.00441043j 0.000638069+0.00148821j 0.00342691+0.00751176j -0.00179114-0.00714353j -0.00345787-0.00641938j -0.000955113-0.00291157j -0.000167425-0.00204119j 0.000464144+0.0007754j -0.000341676-0.000331381j 0.000433341-0.00122827j 0.000293333+0.00176916j -0.000492423+0.000352534j -4.33976e-05+5.64182e-05j -0.00444498+0.00272509j 0.00052472-0.000426928j -0.000342158-0.000106948j 0.00228478-0.00410639j 0.000206545-0.000337094j 0.00386846-0.0028816j -0.00251086+0.00210438j 0.00288871-0.00116722j -0.000635175+0.00095195j 0.00146482+0.000477905j -0.000133688-0.000241842j 4.04482e-05+9.0424e-05j -0.000191798+0.000164189j 0.000127035+6.53854e-05j -0.000341359+9.91865e-05j -0.00019169-0.000119158j -0.000305936+0.000492808j 1.20496e-05-8.18675e-05j -0.000208139+1.29984e-05j -0.000106718+0.000128755j 
-0.000319559-5.94545e-05j -0.000169904+0.00101001j 0.00111589+0.00155333j -5.13923e-05-0.00127211j -6.82412e-05-0.00031894j -0.00158785-0.000785368j 0.000335386+0.000474602j 0.00100847+0.00183297j 0.00326016-0.00812274j 0.0015635-0.00333958j -0.000658434+0.00320599j 0.00805195-0.012202j -0.000500871-0.00251547j -0.0015583+0.00178354j -0.0045216+0.00426589j 0.00277864-0.0019808j 0.00214251-0.00345618j -0.000854624+0.00183472j 0.00275396-0.000599592j -0.00221557+0.00127737j -0.00160457+0.00259405j -0.00234907+0.00210803j -0.000974398-0.00148132j 0.000820578-0.00257235j -0.000375819+0.000756111j -0.000362834-0.00097771j 0.00102736-0.000380155j 1.32874e-05-4.26885e-05j 0.000374833+0.00170733j 0.00726613+0.00292375j -0.000593167-0.00445803j 0.00117277+0.001123j 0.0132468+0.00633982j -0.00628343-0.00214548j 0.000131978-0.000720782j -0.00191454-0.00242053j -0.000868602-0.000947338j -0.00125045+0.0014765j 0.00202721-0.00192112j 0.00028688+0.001815j 0.00184419+0.00176502j -0.00117706+0.00335787j -0.00107204+0.00125005j 0.000325752-0.000487202j -5.89853e-05-0.00016286j -0.00076069-9.04509e-05j -0.00201077+0.00275651j 0.00137962+0.000697069j -0.000323603-0.000583648j 4.07367e-05-0.000591912j -0.000102886+9.2116e-05j 9.56326e-06-2.21981e-05j 
-0.000531414+0.000139139j -0.00147667-0.000766927j 0.000123927-0.00132636j -9.87425e-05-0.000514406j -0.00033464+0.000992168j 0.00132163-0.000945641j 0.000998707+0.00056688j -0.00319884-0.00242864j 0.000807003+4.76356e-05j -0.00313897-0.00185671j -0.00588796-0.0050819j -0.00501365-0.00638673j -0.000926515-0.00146451j -0.00377007-0.000792847j 0.00112208+0.000634915j 0.00640808+0.00475584j -0.00329342-0.00351257j -0.00387217-0.00349366j 0.00192487+0.00379173j 0.00251621+0.00307315j -0.00354444-0.00222943j 0.00396224+0.00425336j 0.00351977+0.00581727j 0.00124557+0.00101412j 0.00104945+0.00281141j -0.000687411-0.00189501j -0.000441484-0.00219711j -0.00319088-0.00179517j -0.00295104+0.0040836j -0.000959949-0.000207155j 0.00390375-0.00203547j 0.000414872+0.000214337j -0.000901123-0.00531162j 7.36358e-05+0.00395958j 0.00194982-0.00217439j 0.000767373+0.00293927j -0.00312274-0.00200184j 0.00044041+0.000823267j 0.0053417-0.00607496j -0.00126415+0.000750819j 0.0031561-0.00140291j -0.00140442+0.00223561j -0.00173642-0.00475747j 0.000843414-0.000842025j 0.000700066-0.000357226j -0.00123878-0.00085139j 0.000280159-0.00114232j 0.00120791+0.000642577j 0.000766175-0.00331625j -0.000294615+0.00164909j 0.000848856+0.000222643j 0.000477467-0.000703872j 
0.000140109-0.000225416j -0.000154452+0.00108789j 0.00160327+0.000237371j -0.000543974-0.000446498j 0.000344764-0.000221362j -0.00242229-0.000517122j 0.000856187+0.00188998j -0.00103192+0.00304221j -0.00164685-0.00433837j 0.003661-0.00481754j -0.000178387+0.00028127j 0.00302311-0.0102485j 0.00416474-0.000815148j 0.00280104+0.00286794j -0.00327937+0.00244938j -0.00430167-0.00400877j 0.00348754-0.000727971j 0.0023318+0.00243398j -0.00217272-0.00149303j 0.00053489+0.00163085j -0.000723631+0.00300059j -0.00320843-0.00158655j 0.00117644+0.000795088j 0.00115761+0.00335983j 0.000872861-0.000165639j -0.00139683+9.92106e-05j 0.00175034-0.00135896j 0.000301324+0.000355701j 0.000483139+0.00275646j -0.00761864-0.0037309j 0.000663839+0.00280231j -0.00168564-0.000861368j -0.0138365-0.00356181j 0.00524446+0.000636169j -9.91836e-05+0.00109905j 0.00319832+0.00137909j 0.000578392-0.00297536j 0.000715554+0.000163848j -0.00344622+0.00271102j -0.00313137-0.00181653j -0.00179506-0.0032942j 0.000786679-0.00399541j 0.000360491-0.00092676j 0.000756514-0.000114252j 0.000262188-0.000196898j 0.000653442+0.000150176j 0.000637892-0.0027556j -0.00106042-0.00134576j -0.000119746+0.000445246j -0.000670417+0.000838266j 1.53935e-05+0.00036148j -3.05348e-05+1.05683e-05j 
-0.000372213+7.12374e-05j -0.000157449-0.000226875j -0.00050699-0.000580727j 0.00018943+0.00044722j -0.000189006-0.000319534j 0.000259032-0.000365874j 0.000725432+0.000449952j -0.00120713+8.36045e-05j -0.00172262-1.30206e-05j -0.00157607-0.000898507j -0.000326847-0.00221175j -0.000869603-0.00192442j -0.00249749-0.00256046j -0.00251543-0.00223765j -0.000866849-0.00102045j 0.0036005+0.00428631j 7.84378e-05-0.00171815j -0.000808906-0.00074526j 0.00230606+0.00437589j -0.00135279-0.00272132j 0.000950392+0.000641753j 0.00219768+0.0031101j 0.000248902-0.000636026j -0.00134144+0.0014239j 0.000207632+0.000916927j -0.000662687-6.29713e-05j 0.000232965-0.000888152j -0.00152126-0.000980767j -0.00143891+0.00174548j -0.00176106-0.00489423j 0.00178437+0.00363946j -0.000694884-0.00119675j -0.0162549+0.0193678j 0.00665862-0.00997232j -0.00071892+0.00162543j 0.00476987+0.00440609j 0.000716367+0.000581278j 0.00663305-0.00573043j -0.00563979+0.00496631j 0.0044687-0.00548072j 0.00247726-0.00128767j 0.00379781-0.00081541j -9.00653e-05-0.0013914j 0.00118685-1.00769e-05j 0.000562466-0.000110191j -2.14915e-05-0.000193474j 0.00157835-0.00261702j 0.000406861+1.57264e-05j 0.000272345-0.00119669j -0.000541375+0.000706454j 0.000188259+0.000188503j 0.000208209-0.00030808j 
0.000444631-0.000160459j -4.73354e-05-0.000661788j -0.00102442-0.000842966j -0.000225736+0.00079762j -0.000351433-0.000131471j 0.000251219+0.000643124j -0.000122653+0.000843146j -0.00018262-0.00370876j 0.003825+7.14349e-05j -0.000112709+0.00172978j -0.00495384-0.00272618j -0.00508342+0.00312762j 0.00288397+0.00107592j 0.00361136-0.000412624j -0.00148195-0.00341121j -0.00216645-0.00173231j -0.00112717-0.000623458j 0.00139179+0.00187908j 0.000620593-0.000201784j 0.00120378-0.00235229j 0.00216224-0.00160443j -0.000655273+0.000871974j 0.00460094+0.00489541j 0.00156153+0.00353296j 0.000761684+0.00183983j 0.00045698+0.000389347j 0.000510865-0.000490065j -7.49943e-05+0.000424635j 0.000885265+0.00167466j 0.00952909+8.0415e-05j -0.00723066+0.00378375j 0.00204714+0.00011228j 0.00433961+0.0123379j -0.00309056-0.00159052j -0.00194237-0.000387971j 0.000678925-0.0129641j -0.000919732-0.00489932j 0.00565159-0.00501991j -0.00735702+0.0058903j 0.0041056+0.00178023j -0.000842257+7.14415e-05j 0.00992174-0.000630292j 0.00292882-0.0012577j 0.000184697-0.000183784j 0.00038288+3.32203e-05j 0.000708219+0.000268497j -0.00317261+0.00317714j -0.00100262-0.000818326j -0.000131391+0.000735747j -0.000724388+0.00131075j 7.93794e-05+0.000289066j 3.27536e-05+6.51979e-05j 
0.000615392+0.00031402j -0.000378292+0.00024063j -0.00238417-0.000320423j 0.000734781-0.000240573j 0.00117612+0.00039524j -1.94599e-05-0.00100325j -0.0001428-0.000391929j -0.000515096+0.00973816j 0.00503431+0.0116659j 0.00272008+0.0120411j -0.00393722-0.000172119j 0.00932205+0.00604075j -0.000345471+0.00872095j -0.000375558-0.000307861j -0.00368796-0.00384655j -0.0013088+0.00287022j 0.00342409+0.00192299j -0.000755164-0.000972842j -0.0025177+0.0020211j -6.85416e-05+0.000708351j -0.00282791-0.000964276j -0.0011059-0.00349606j 0.00250308+0.00255744j 0.00150762+0.00134489j 0.000101224+0.000377936j -0.000891104+0.00055997j 0.00150006+0.00127921j -0.000424938-0.00130967j 1.78465e-05+0.00127375j 0.00235456+9.9286e-05j -0.000167999-0.000521923j 0.000318731+0.000131145j -0.00241017+0.00119624j -9.28872e-05-0.00149343j 0.000386274-0.000218795j -0.000918754-0.00153341j -8.25289e-05-0.00179392j 0.00148916+0.000146131j 0.000614117+0.00053572j 0.000730274+0.000102727j 0.000717002-0.000787413j 0.000657525-0.000446535j 0.000307421-0.00216693j -0.000200635+0.000133863j 7.02854e-05-3.51717e-05j -1.47483e-05-0.000148776j -0.000973262+6.78198e-05j -1.32236e-05+0.000116397j 6.3087e-05-0.000605365j 0.000109812+0.000357452j 9.85505e-05-8.33737e-05j 2.63776e-05-0.000132399j 
2.80149e-05+0.000703224j 0.00211935+0.00215122j -0.000685483-0.00196314j -0.000935161-0.000598815j 0.000732761+0.000606687j -0.00207051+0.000430909j 0.00295913+0.000598418j 0.0013898+0.0141343j -0.00963158+0.00473087j -0.00613917+0.00644085j 0.000593623+0.00343067j -0.00406544-0.00897568j -0.00685553+0.00561195j 0.000789325+0.000197483j -2.18893e-06+0.00299269j -0.00178618-0.000446338j -0.000487516-0.00351161j 0.00199857+0.00161914j -0.00111643+0.000420487j 0.000752391-0.00154411j -0.000357386+0.00306007j 0.00207968+0.00213857j 2.28458e-05-0.0029161j 7.17915e-05-0.000491226j 0.000414243+0.00153158j -0.00260998+0.000176584j 0.00196967-0.00268046j 0.00286511-0.00165072j 0.00458105+0.000703059j 0.00306083-0.00348296j -0.00346541+0.000290031j -0.000360437-0.00102437j 0.00198252-0.00280562j -0.00468207+0.000185273j 3.52046e-05+0.000208683j -0.000899637+0.00103378j 4.70042e-05-0.00257252j 0.00162687-0.000210871j -0.000371626+0.00172143j 0.000611734+0.00109513j 0.000890144+0.000651155j 0.002033-0.000403631j 0.0021682+0.00111465j 0.000451856-0.000355657j -0.000401543-0.000467855j 0.000875231+0.000658393j 0.00114326+0.000604603j 7.33349e-05-0.000932306j 0.00012154+0.000711437j -0.000854142-0.000318901j -0.00015892+0.000391154j 2.97717e-05+0.000142371j 
0.000217821-0.000610074j -0.000159435+2.39991e-06j 9.32029e-05+0.000893876j -0.000278467+0.000117243j -0.000211649-6.7115e-05j 0.000433466+0.000241691j -3.22192e-05+5.61892e-05j 0.00145746-0.000923926j 0.00161429-0.00282875j 0.00308447-0.00285269j 0.00204571+0.00361046j 0.00049034-0.00259471j 0.000927704+0.0020919j -0.00153459-0.00308342j -0.000588161+0.000839714j 0.00191887-0.000287976j -0.000866849-0.00229691j 0.000765223-0.000227186j 0.000784416+0.000291737j -0.00185697-0.00173477j 0.000142928-0.0019754j 0.00263951+0.00308308j 0.000905226-0.00121746j -0.00217472-0.000266797j 0.000805995-0.00205214j -0.000905709+0.000196883j 0.000564368-0.000852606j -0.00121731+0.00153716j -0.00172154+0.000192347j 0.000622791-0.00321323j -0.00459128+0.013636j 0.00151535-0.00211337j 0.0071943-0.0117021j -0.00342108+0.00658975j -0.000758755+0.000469684j -0.00179406+0.00308192j 0.000158288-0.000566971j 0.00180968-0.00241489j -0.00446368+0.0025397j -0.00299663+0.000856621j -0.00672805+0.0041202j 0.00823883-0.00374148j 0.00151129-0.000640026j 0.000324215+0.000715528j 0.000782449+0.000153932j 0.00143768-0.000218738j 0.00379855+0.00153109j -0.00358521-0.000551335j 2.12152e-05+0.00162729j 0.000244703+0.00164141j -1.25181e-05-8.74534e-05j -0.00021934+0.000165597j 
0.000312343-2.992e-05j -0.00240259+0.000122626j -2.04519e-05+0.000398286j -0.00014424+0.000180362j -0.00068411+0.000268156j 0.000817802-0.000481369j -0.00496387+0.00171842j -0.005681-0.00160734j -0.000696836-0.003409j -0.00155374-0.00299952j -0.00365153+0.00174587j 0.00220277+0.00263912j -0.00103953-0.00218674j -0.000946417-0.000377691j -0.000547316-0.000884121j 0.00101273+0.000797807j -3.24842e-05+0.000511062j -0.00259029+0.000969879j 4.64243e-05+0.000132866j 0.000743324+0.00201637j -0.00215384-0.0002127j 0.00161078+2.30536e-05j 0.000987147+0.000315444j -0.00144078+0.000402511j -0.000505548-0.00109622j -0.00249584-0.000810679j 0.000836624+0.00123881j 0.00563139-0.00436625j 0.0224744+0.00245332j -0.00238379+9.53238e-05j -0.00595913-0.00395375j -2.76567e-05-0.00511004j -0.00427191-0.0047174j -0.00949018-0.00463155j -0.00202008-0.000288969j 0.00138004-0.00052057j -0.0123253+0.00805178j -0.0040117-0.00264882j 0.00348963+0.00265691j 0.00578412+0.00431008j -0.00382757-0.00242795j 0.000778275+0.00105926j -0.00189484-0.00170169j -0.00118296-0.00201115j -0.000681776-0.000321646j -6.43797e-05+0.00278716j 0.000386734-7.33222e-05j -2.27445e-05-0.00171031j 0.000454741-0.00113271j 0.0004218+0.00104915j 0.000743259+0.000261225j 0.000313755-0.000412791j 
0.000599971-0.000131913j 0.0011386+0.00038642j -0.00209615+0.000930893j -0.00067835-4.88555e-05j 0.00119513-0.00100645j -0.00101532+0.00120067j 0.00111254-0.00174675j 0.0128541+0.00563388j 0.00639084+0.00664294j 0.00655958+0.00450407j 0.000537354+0.0031429j -0.00257439-0.00341365j 0.00469651+0.0059169j 0.000289469-0.000270093j -0.000756799+0.00127929j 0.00220937+0.000272577j -0.000580609-0.001655j 0.000593151+0.000217862j 0.00189497+0.00222067j -0.000699721-0.00162143j 0.000317008+0.00293024j 0.000725217-0.00167763j 0.000157242-0.00220633j 0.00121873-0.00063399j 0.0015807-0.000108381j -0.00142361+0.00375659j -0.0018751-0.00186356j -0.00289119-0.00213021j 0.00675366-0.0014542j -0.00305005+0.00311035j -0.00309139+0.00147086j 0.000437424-0.00166814j -0.0054056+0.0055918j -0.00189352+0.000780625j -0.000240277-0.000187014j 0.00177133-0.00052731j -0.0079723+0.007469j 0.000551593-0.00213614j 0.000657422+1.61228e-05j -0.000592461+0.000968629j -0.00491501-0.000468976j 0.000563616+0.00155356j -0.00399658-0.00139547j -0.00130875-0.00118182j 0.00044065+0.0011285j -0.000545839+0.000242492j -0.000712377-0.000480841j -0.00173928-6.95576e-05j -0.000852476-0.000247746j 0.00142115+0.00158273j 0.000479143-1.93463e-06j -0.000162391-5.77604e-05j 
0.000125103-0.000484052j -0.000838081-3.07287e-05j 0.000392304+0.000165663j 0.000310763-0.000164167j -0.000392711+3.24492e-05j 0.000463861-0.000533832j -0.00102902+0.00152467j -0.00383309-0.000395333j 0.000717868+0.00143477j -0.00243687-0.0041023j -0.00112364-0.00152156j 0.00302182-0.00146988j -0.00228157+0.00124603j -0.00252346-0.00202962j -0.000847831-0.00327079j 0.00312396-0.00262501j 0.000710489-0.000428386j -0.00199095-0.000448472j 0.00121575+0.000465585j -0.00112024-7.1809e-05j -0.00087059-0.00215321j 0.00213097+0.000826243j 5.18783e-05-0.000132506j -0.00111126+0.00234906j -0.00139008-0.000427444j -0.00155084-0.00161776j 0.000788626+0.000570637j 0.00388739+0.00415128j -0.00127145+0.00323788j -0.00548868+0.0153684j -0.00118552+0.00380312j -0.000989927+0.00203362j -0.00438058+0.00190501j 0.00112875-0.00591359j 0.000377735-0.00128728j 0.000666843+0.003241j 0.00432152-0.00882947j -0.00113555-0.000780427j -0.00160211+0.00148171j -0.00816879+0.00686729j -0.0127609+0.00716242j -0.00324629+0.000735557j 0.00221897+0.000489382j 0.00097624+0.00167486j 0.000285939-0.00120903j 0.00218389-0.000354334j -0.000686943-0.000654093j -0.00428947+0.000663452j 0.00168924+0.00231053j -5.75332e-05+0.000407576j -0.000209485-4.30566e-05j 1.94976e-05+0.000438529j 
-0.000440554-0.000163221j -0.00233515+0.00158278j 0.000860708+0.0013747j 0.000209046+0.000226235j -7.1002e-05-0.000291346j 6.43445e-05-0.000170974j 0.00187045-0.000976294j -0.00554621+0.00116369j 0.000144297-0.00312877j 0.000256209+7.51658e-05j -0.00160033+0.00220932j 0.00521997-2.2671e-05j -0.00116054-0.00284276j -0.00010885-0.00029726j -0.00243253-0.000180124j -0.000575737-0.000819975j 0.00233561+9.76811e-05j 0.000699717-0.00113524j -0.000268564-0.000651273j -0.00182745-0.000423383j -0.00272259+0.000270536j -0.000505453-0.0013939j 0.000994223-0.000783489j 0.000463836-0.00226896j 0.00158309-0.00191977j -0.000780513+0.00313945j -0.00205167+0.00155184j -0.00840721+0.00204345j -0.00254399-0.00112219j 0.000275037-0.00126719j 0.00191596+0.00601303j 0.00315135-0.00269147j 0.00157719-0.000903612j 0.00258096+0.00475761j 4.66953e-05+0.00176468j 0.00114445-2.75224e-05j -0.00572401+0.0177556j 0.00221305+0.000628436j -0.00213261-0.000705189j -0.00122442-0.00365687j -0.00172052+0.000392643j 0.0055762-6.10526e-05j -0.00782103-0.00114206j -0.00334066+7.27e-05j 0.00227702+0.00340375j -0.00310368-0.000490937j 0.00146932+1.72777e-05j -0.0013829+0.00188615j -0.0032148+0.000514217j 0.00423146+0.00126688j -8.13768e-05-0.000935648j -0.000783123+0.000252309j 
-0.00019713+0.000644407j 0.000550549+0.00308735j 0.00039017-0.00165689j -0.00071366+3.36104e-05j -9.66127e-05+0.000845205j -0.000747405-0.000654072j 0.00338475-0.000388822j -0.000433553+0.00827527j -0.0051201+0.00210399j -0.00507374-0.00040803j -0.0004515+0.00486533j -0.00572006-0.00283522j -0.003403+0.00111977j 0.00144418+0.00113891j 0.000459922+0.00137076j 0.000319365-0.00070429j -0.00096984+0.000144676j 0.000737157+0.00167918j 0.000287909-0.000308234j 0.000916572-0.00116071j 0.000999705+0.00146574j 0.00135306-0.00154193j -6.0751e-05+0.000217109j 0.00193031-0.000754207j 0.000312412-0.00226949j -0.000830089+0.00390436j -0.00125051-0.00186283j -0.00463918-0.000746279j -0.000625747-0.00336019j -0.00110977+0.00967393j 2.2288e-05+0.00012424j 0.00123196+0.000752693j -0.00172844+0.00741546j 0.00138655+0.00284837j 0.00075267+0.000316642j 0.001271-0.00484606j -0.00174191+0.0103767j 0.000212222+0.00143023j -0.00038069-0.00190081j -0.00520908+5.38823e-07j -0.00415682+0.00257252j -0.00212087+0.00234793j -0.00428079+0.00329004j -0.00141952-0.00144584j 0.00120294+0.00205043j -0.00114162-0.000312131j -0.00231178-0.000214495j -0.0016139+0.000755698j -0.00203142+0.000738783j 0.00224616+0.00041772j -0.000212165-0.000229665j -0.000646711+0.000264331j 
0.000377438-0.000650963j 0.000519969-0.00150978j -0.000331092+0.000429376j 0.000213145+7.76e-05j 9.16578e-05+0.000160198j 0.000278426-0.000386602j -0.000585665+0.00287771j 0.00510223-0.00298545j 0.00419793-0.000273346j 0.00386679+0.000435181j 0.00156691+0.000749638j 0.000486636-0.000744621j 0.00387798-0.000338942j -0.000279907+2.24925e-05j 0.000282763-0.00096002j 0.00190875-0.000175935j -0.000600149-0.000559897j -0.00036669+0.00112179j 0.00126745+0.000771894j 0.00143475-0.000419859j 0.000942153+0.00107715j -0.000285685-0.000442588j -0.000205564-0.000695724j -0.000566816+0.0018103j -0.000772896+0.00176135j -0.000519432-0.000403223j 0.000879703-0.00156441j 0.00137706-0.0107225j 0.0013974-0.0125835j -0.00208447-0.000186487j -0.00451592+0.00314271j -0.00263739-0.000231863j -0.00486846+0.00319409j -0.00558222+0.00468996j -0.00111778+0.000735107j -6.80352e-05-0.000158906j 0.00103872+0.0010475j -0.00296608+0.00101948j 0.00288027-0.00117288j 0.00628416-0.00265851j 0.000589383-4.93353e-05j -0.00292729+0.000382496j 0.0049397-0.00383492j 0.000946081+0.000433936j -0.00369115-0.000617472j 0.00376047-6.3733e-05j -0.000167089-0.00015848j -0.000702362-0.00213168j 0.00196664-0.00537917j -0.00174185+0.00191783j 0.0013118-0.00142765j 0.000210007-0.00190769j 
-8.28277e-05+0.000128567j 0.000541898+7.71438e-05j 1.83619e-05-0.00039258j -0.000525483+1.0276e-05j -6.46573e-05+0.000187952j -0.000298891+1.16505e-06j 0.00130079+0.000590369j 0.00128297+0.000566307j -0.00193168+0.00224349j -0.000604919-4.69428e-05j 0.000121627+0.00159105j -0.00312471-0.00152889j -0.000466487+0.00121511j 0.00126683-0.000966768j -0.000844324+0.00199644j -0.000924766-0.000510342j -0.00080554-0.000498386j 0.00129335+0.000720629j 0.00057913-0.000510838j -0.00111062-0.00129674j -2.30742e-05+0.00256129j -7.61143e-05+0.000462266j -0.00112864-0.0020488j 0.00122059+0.000912236j 0.000649867+0.00117748j 0.000728586+0.000231086j -0.00254427+0.00128739j -0.000668807-0.000964578j 0.000837763-6.99148e-05j -0.000920361+0.0011945j -0.00214424-0.000554256j -0.00265542-0.000491597j -0.00137608+0.00122774j -0.00285453+0.0018416j -0.000222704+0.000123149j 9.14475e-05-0.000631727j -0.00104773+2.91957e-05j -0.00132419+0.000643204j 0.00218074-0.000911023j 0.00323549-0.000835085j -0.00298373-0.00184552j 0.00227619+0.0024193j -0.00654283-0.00259313j 0.00135171+0.00276509j 0.00214486+0.000542674j -0.00052374+0.000359381j -0.000442495+0.00012615j 0.000615945+0.00112206j 0.00115713+0.00027113j -0.000553215-0.000807554j -0.000296273+0.000906732j 0.000715373+0.000423912j 
0.000302785+0.000639033j 0.000967853-0.00104465j -0.00127124-0.00104848j -0.00031111-0.000165587j 0.000483057-0.00037362j -0.000108695+0.000425837j -8.25775e-05-0.00757844j 0.00659684-0.000252733j 0.0036102+0.00335083j 0.0029789+0.00300031j -0.000294534-0.000836647j -0.00352631+0.000785764j 0.00302712+0.000870521j -0.000195096-0.000225563j 0.00157945-0.0010894j -0.000806992+0.000556412j -0.00139467-0.000460703j -0.000476502-0.00315728j -8.63111e-05+0.000572781j -0.00169855-0.000740438j 0.00105538-0.000708533j -0.000133215-0.000337205j -0.000759913+0.00011655j -0.000299982-0.00289j 0.0010661-0.001747j 0.0013202+0.000302313j -0.00170429+0.000858904j 0.000183406+0.00511233j -0.000414396+0.0149825j -0.00138664-0.00246009j 0.00366667-0.00404537j 0.00333821-0.000954321j 0.00110611-0.00168725j 0.00571802-0.00429096j 0.000716971-0.00123057j 0.00091283-0.000292198j -0.00382253-0.00356081j 0.00311696-0.00297982j -0.00238904+0.00135341j -0.00321231+0.00183617j 0.00145974-0.00380955j 0.000540072-0.00121269j -0.00237687+0.00202958j 0.00258554-0.00158264j -6.74895e-07-0.00206742j -0.00174316+0.000910743j -0.000258069-0.000245345j 0.00195555-0.00104333j -0.00124427-0.00161103j 0.00028619+0.00039872j 0.00011236-0.000300778j -0.000213086-0.000644608j 
-0.0001099+0.000169269j 0.00104033+0.00097965j 0.000498655+8.82802e-05j 0.000394427+6.13137e-05j 2.66053e-05-8.02876e-05j -2.56168e-05+0.000131812j 0.00109293-0.000475693j -0.00110933+0.00157618j -0.00108092-0.000192162j -0.000200842+0.00015222j 0.000489271+0.00120039j -0.000843753-0.000337626j -0.00197424+8.41171e-05j 0.00127103+0.000212339j -0.000562285+0.000811556j -0.000352668+3.64434e-05j 0.000706529+7.0473e-05j -0.000662114+0.000213747j -0.000278503-0.000210998j -0.00164931+0.000137769j -0.00142924+0.000747805j -0.000503906-0.00031054j -6.31355e-06-0.000444339j -0.00124478-0.000409812j -0.00149571-0.000401127j 0.00201913+0.000863222j -0.00099336+0.00132133j 0.00410485-3.92873e-05j -0.00491096+0.00079631j -0.000680476+0.0013837j 0.000473864+0.000201907j 0.00702042-0.00495051j 8.3503e-05+0.000715333j -0.00148017+0.000861293j -0.000580715+0.000507091j 2.56016e-05-0.00147175j -0.00133424+0.00840237j -0.000671607-0.000405077j -0.000298999+0.000618129j 0.00035332+0.000460103j 0.000833605+0.00201654j -0.00165449-0.00189922j 0.00247202+0.00494035j 0.00642644+0.00118187j -0.0122528+0.00108452j 0.00480537+0.00109214j 3.63882e-05+0.000163722j -0.000892584-0.00412527j -0.00962489-0.00927201j 0.00418002+0.000179713j -0.00334049-0.00954934j -0.00510987-0.00411028j 
