0.994921-0j -0.000846511-0j -0.00051838-0j -0.000105814-0j -6.23514e-06-0j -0.00456118-0j 0.144184-0j -0.000600989-0j -8.67452e-05-0j -7.51236e-05-0j -8.8534e-06-0j -4.041e-07-0j -0.00292579-0j -0.00295611-0j -0.000462608-0j -0.000467402-0j 0.0716404-0j -0.000243816-0j 0.0103404-0j 0.0723828-0j -0.000246342-0j 0.0104476-0j -6.09539e-05-0j -2.15505e-05-0j -5.0795e-06-0j -6.15856e-05-0j -2.17738e-05-0j -5.38762e-06-0j -5.13213e-06-0j -5.44345e-06-0j -4.48968e-07-0j -1.67321e-08-0j -4.53621e-07-0j -1.69055e-08-0j -0.00219784-0j -0.00271968-0j -0.00158648-0j -0.000342648-0j -0.000424005-0j -0.000247336-0j -0.000265414-0j -3.83092e-05-0j 0.0474611-0j -0.000328433-0j -4.74052e-05-0j -0.000191586-0j 0.00839002-0j 0.0587301-0j -2.7653e-05-0j -2.8554e-05-0j 0.000699168-0j 0.0342592-0j -2.47285e-05-0j 0.0103821-0j -3.53338e-05-0j -5.04768e-06-0j 0.00605623-0j 0.000865176-0j -2.52384e-06-0j -3.05999e-05-0j -2.06114e-05-0j -2.97437e-07-0j 0.000504686-0j -1.785e-05-0j -3.64285e-07-0j -6.24619e-06-0j -3.12309e-06-0j -2.35145e-08-0j -3.6806e-07-0j -3.64361e-06-0j -1.8218e-06-0j -4.5078e-07-0j -7.40637e-10-0j -2.14702e-07-0j -2.62955e-07-0j -2.90977e-08-0j -1.69737e-08-0j -9.16491e-10-0j -5.3462e-10-0j 
0.000328433-0j 5.47388e-05-0j -0.00648381-0j -0.00065833-0j 4.0319e-07-0j -0.00103552-0j 6.7748e-07-0j -5.32217e-05-0j 7.98418e-08-0j -1.33746e-05-0j -7.8403e-07-0j 3.71941e-10-0j -0.000186159-0j -0.000185712-0j 0.00726024-0j 0.00724283-0j 0.00223888-0j -1.55132e-05-0j -3.35871e-06-0j 0.00223352-0j -1.5476e-05-0j -3.35066e-06-0j 0.000373147-0j 0.000398524-0j -3.23192e-07-0j 0.000372253-0j 0.000397569-0j 6.63065e-05-0j -3.22417e-07-0j 6.61475e-05-0j 2.74849e-06-0j -1.06461e-09-0j 2.7419e-06-0j -1.06205e-09-0j 0.000142121-0j -2.46309e-06-0j -0.000200796-0j 2.2157e-05-0j -3.84001e-07-0j -3.13046e-05-0j 0.407308-0j -0.000611032-0j 1.56674e-05-0j -0.00705902-0j 1.05897e-05-0j -0.575466-0j -0.000266477-0j -2.7153e-07-0j 0.000863298-0j 1.84642e-06-0j 2.30802e-07-0j -2.21357e-05-0j -0.0003093-0j 4.61829e-06-0j -3.20001e-08-0j -3.14046e-05-0j 0.000376492-0j -4.00001e-09-0j -4.74333e-05-0j 5.36045e-06-0j -2.60872e-06-0j 1.92335e-08-0j -3.26089e-07-0j 0.000436995-0j -4.55642e-06-0j 5.4427e-07-0j 8.22062e-07-0j -1.46297e-07-0j -3.33335e-10-0j 4.437e-05-0j 6.70162e-05-0j 7.89669e-08-0j 4.78926e-11-0j -2.71741e-08-0j 6.43755e-06-0j 2.53547e-09-0j 2.06697e-07-0j -8.30023e-13-0j -6.76652e-11-0j 
-4.74052e-05-0j 0.000755363-0j -4.83827e-06-0j -0.00441862-0j -0.0016069-0j 0.000149465-0j 9.34882e-06-0j -7.98418e-08-0j -5.15598e-05-0j 9.5416e-07-0j -1.61254e-05-0j -2.47921e-06-0j 2.68697e-05-0j 2.68053e-05-0j 0.100187-0j 0.0999468-0j 3.35871e-06-0j 2.23914e-06-0j 0.00216897-0j 3.35066e-06-0j 2.23377e-06-0j 0.00216377-0j -5.35183e-05-0j 1.97914e-07-0j 0.000639554-0j -5.339e-05-0j 1.97439e-07-0j 0.00022137-0j 0.000638021-0j 0.000220839-0j 0.000113851-0j 1.06666e-05-0j 0.000113578-0j 1.0641e-05-0j -2.05134e-05-0j 3.55516e-07-0j 2.89824e-05-0j 0.000305753-0j -5.29899e-06-0j -0.000431985-0j 0.000611032-0j 0.394589-0j -2.26139e-06-0j -1.05897e-05-0j -0.0068386-0j -0.000863298-0j 3.82192e-05-0j 3.9192e-08-0j -0.557496-0j 2.54795e-05-0j -0.000456727-0j 3.19501e-06-0j -2.30802e-07-0j -6.62374e-07-0j -4.41583e-07-0j -0.000210783-0j -5.39981e-05-0j 7.9155e-06-0j 2.25209e-06-0j 4.00001e-09-0j -3.59987e-05-0j -7.66547e-05-0j 0.000645288-0j 3.26089e-07-0j -4.66145e-05-0j 3.65307e-06-0j -3.90307e-08-0j -1.01353e-05-0j 1.3285e-06-0j 0.000297806-0j -3.18187e-06-0j 8.07872e-07-0j -6.72719e-07-0j 0.000108302-0j 6.58594e-05-0j 1.75655e-07-0j 1.43197e-05-0j 1.16588e-08-0j 9.50453e-07-0j 
-0.000191586-0j -3.1931e-05-0j 0.00378222-0j 0.000384026-0j -2.35194e-07-0j -0.0830639-0j 5.43436e-05-0j -0.00426915-0j 6.40446e-06-0j -0.00107283-0j -6.28905e-05-0j 2.9835e-08-0j -0.000110363-0j -0.000102119-0j 0.00430418-0j 0.00398267-0j 0.00132731-0j -9.1969e-06-0j -1.99119e-06-0j 0.00122816-0j -8.50992e-06-0j -1.84245e-06-0j 0.000221218-0j 0.000236263-0j -1.91602e-07-0j 0.000204693-0j 0.000218614-0j 3.93093e-05-0j -1.7729e-07-0j 3.63731e-05-0j 1.62942e-06-0j -6.31145e-10-0j 1.50771e-06-0j -5.84e-10-0j -8.29039e-05-0j 0.000200796-0j -0.000231708-0j -1.29249e-05-0j 3.13046e-05-0j -3.61238e-05-0j -0.237596-0j 0.000356435-0j -9.1393e-06-0j 0.575466-0j -0.000863298-0j -0.664056-0j 0.000155445-0j 2.21357e-05-0j 0.000996199-0j -1.07708e-06-0j -1.34635e-07-0j -2.55434e-05-0j 0.000180425-0j -0.000376492-0j 2.60872e-06-0j 1.83193e-05-0j 0.000434452-0j 3.26089e-07-0j 2.76694e-05-0j -0.000436995-0j -3.01032e-06-0j -1.12195e-08-0j -3.76289e-07-0j 0.000504269-0j 2.65791e-06-0j -4.437e-05-0j -6.70162e-05-0j 8.53402e-08-0j 2.71741e-08-0j 5.12006e-05-0j 7.73331e-05-0j -6.43755e-06-0j -2.79373e-11-0j -3.13575e-08-0j 7.42858e-06-0j -2.06697e-07-0j 2.38517e-07-0j 6.76652e-11-0j -7.80819e-11-0j 
-0.00839002-0j -0.000337669-0j -0.000845555-0j 0.00820797-0j -1.01064e-05-0j 3.84638e-05-0j 0.0575142-0j -0.000487617-0j -6.9936e-05-0j 0.00579635-0j 0.00103373-0j -8.19599e-07-0j 2.46727e-05-0j 2.49284e-05-0j -0.000184532-0j -0.000186444-0j 0.058126-0j 2.05606e-06-0j 0.00833667-0j 0.0587283-0j 2.07737e-06-0j 0.00842306-0j 0.00233937-0j -5.28189e-05-0j -6.16423e-06-0j 0.00236361-0j -5.33663e-05-0j 0.000840178-0j -6.22811e-06-0j 0.000848885-0j 7.00172e-05-0j -4.07515e-08-0j 7.07427e-05-0j -4.11738e-08-0j -3.69697e-05-0j 2.29347e-05-0j 1.33786e-05-0j 0.000272636-0j -0.000169134-0j -9.86613e-05-0j 0.000429549-0j 6.16077e-05-0j 0.000798342-0j -0.000266477-0j -3.82192e-05-0j -0.000155445-0j 0.642298-0j -0.000495262-0j -2.22945e-05-0j 2.27197e-05-0j -0.00169245-0j -0.000288903-0j 8.04577e-05-0j -0.398458-0j -1.40945e-05-0j -0.00078102-0j -0.232434-0j 0.00104994-0j -0.000583654-0j -4.9913e-05-0j -8.22177e-06-0j 9.61663e-07-0j 0.000612463-0j -2.91159e-05-0j -0.000170567-0j 0.000484516-0j 0.000362078-0j -9.15298e-06-0j -5.96581e-07-0j 0.000282634-0j 0.000211212-0j 0.000105814-0j 4.19989e-09-0j -3.48005e-07-0j 6.17246e-05-0j 5.67818e-06-0j 3.31227e-06-0j -2.60546e-09-0j -1.51985e-09-0j 
-0.0587301-0j -0.00728256-0j 3.05999e-05-0j 6.24619e-06-0j 3.6806e-07-0j 3.83241e-06-0j -0.000121146-0j -7.35935e-05-0j -1.06223e-05-0j 6.31205e-08-0j 7.43882e-09-0j 3.39534e-10-0j -0.000169939-0j -0.000169531-0j -2.68697e-05-0j -2.68053e-05-0j 0.00416109-0j 0.00414198-0j 0.000600602-0j 0.00415112-0j 0.00413205-0j 0.000599162-0j 0.000515977-0j -1.25172e-06-0j 4.29981e-05-0j 0.00051474-0j -1.24872e-06-0j -3.12929e-07-0j 4.2895e-05-0j -3.12179e-07-0j -2.60774e-08-0j -9.71849e-10-0j -2.60149e-08-0j -9.69519e-10-0j 0.000129738-0j -2.24848e-06-0j -0.000183301-0j 2.02265e-05-0j -3.50544e-07-0j -2.8577e-05-0j 1.56674e-05-0j 2.26139e-06-0j 0.408309-0j -2.7153e-07-0j -3.9192e-08-0j -2.21357e-05-0j -0.000495262-0j -0.00707638-0j -3.19501e-06-0j -0.000492987-0j -4.12719e-05-0j -0.576881-0j -0.00021274-0j 8.58335e-06-0j 8.54392e-06-0j -4.34253e-05-0j 0.000699733-0j 7.15279e-07-0j 1.48982e-07-0j 3.68698e-06-0j 0.000696518-0j -2.55886e-06-0j 5.83111e-05-0j 0.00030057-0j 2.15037e-08-0j 7.52601e-07-0j -2.582e-09-0j 1.38806e-09-0j 4.43474e-08-0j 6.13536e-05-0j -2.1049e-07-0j -3.72679e-10-0j 4.37197e-11-0j 3.6153e-06-0j -3.03816e-08-0j -2.40563e-11-0j -1.96112e-09-0j -7.57704e-13-0j -6.17696e-11-0j 
2.7653e-05-0j -0.000440629-0j 2.82233e-06-0j 0.00257753-0j 0.00093736-0j 0.0119892-0j 0.00074991-0j -6.40446e-06-0j -0.00413584-0j 7.65373e-05-0j -0.00129349-0j -0.000198868-0j 1.59295e-05-0j 1.47396e-05-0j 0.0593952-0j 0.0549585-0j 1.99119e-06-0j 1.32746e-06-0j 0.00128586-0j 1.84245e-06-0j 1.2283e-06-0j 0.00118981-0j -3.17279e-05-0j 1.17332e-07-0j 0.000379155-0j -2.9358e-05-0j 1.08568e-07-0j 0.000131237-0j 0.000350834-0j 0.000121434-0j 6.74957e-05-0j 6.3236e-06-0j 6.24539e-05-0j 5.85125e-06-0j 1.19661e-05-0j -2.89824e-05-0j 3.34441e-05-0j -0.000178356-0j 0.000431985-0j -0.000498487-0j -0.000356435-0j -0.230177-0j 1.31914e-06-0j 0.000863298-0j 0.557496-0j -0.000996199-0j -2.22945e-05-0j -3.19501e-06-0j -0.64332-0j -1.4863e-05-0j 0.000266424-0j 3.68687e-06-0j 1.34635e-07-0j 5.39981e-05-0j 3.59987e-05-0j 0.000122957-0j -6.23108e-05-0j -0.000645288-0j -1.31372e-06-0j -3.26089e-07-0j -4.15406e-05-0j 4.47153e-05-0j 0.000744627-0j 3.76289e-07-0j 2.71918e-05-0j -0.000297806-0j 3.18187e-06-0j 5.91228e-06-0j -0.000108302-0j 0.000343652-0j -3.6717e-06-0j -6.58594e-05-0j 3.9242e-07-0j 0.000124974-0j 7.59982e-05-0j -1.43197e-05-0j 1.65242e-05-0j -9.50453e-07-0j 1.09677e-06-0j 
2.8554e-05-0j 0.065841-0j 2.91428e-06-0j -5.68731e-05-0j -6.73761e-06-0j 2.56425e-05-0j -0.00019574-0j -0.000988202-0j 0.0136366-0j -1.99776e-05-0j -7.1627e-06-0j -5.464e-07-0j 1.64485e-05-0j 1.66189e-05-0j -0.000123021-0j -0.000124296-0j 2.05606e-06-0j 0.0582268-0j -2.83724e-05-0j 2.07737e-06-0j 0.0588302-0j -2.86664e-05-0j 0.00474095-0j 1.21155e-07-0j 0.00120194-0j 0.00479008-0j 1.2241e-07-0j -2.89575e-06-0j 0.0012144-0j -2.92576e-06-0j -4.85149e-07-0j -2.71677e-08-0j -4.90176e-07-0j -2.74492e-08-0j -2.46465e-05-0j 1.52898e-05-0j 8.91904e-06-0j 0.000181757-0j -0.000112756-0j -6.57742e-05-0j -2.97635e-06-0j 4.10718e-05-0j 0.000794674-0j 1.84642e-06-0j -2.54795e-05-0j 1.07708e-06-0j 2.27197e-05-0j -0.000492987-0j -1.4863e-05-0j 0.643411-0j 5.75997e-06-0j -0.000287576-0j 8.11061e-05-0j -1.40945e-05-0j -0.399149-0j -0.00158281-0j -8.22177e-06-0j -3.57328e-06-0j 1.33877e-06-0j -5.03153e-05-0j -0.232837-0j -0.000187512-0j -2.08441e-06-0j -2.93506e-05-0j 5.87875e-07-0j 0.000981918-0j -8.30524e-07-0j 6.3421e-08-0j 0.000116325-0j 0.000572786-0j -4.84473e-07-0j -3.64696e-07-0j 2.79993e-09-0j 6.78565e-05-0j -2.12739e-07-0j -3.93441e-08-0j -2.29507e-08-0j -1.73697e-09-0j -1.01323e-09-0j 
0.000699168-0j 8.5607e-05-0j -3.64285e-07-0j -0.00101947-0j 0.0114857-0j -3.20531e-06-0j -0.0145812-0j -4.22337e-07-0j -0.000835749-0j 7.59719e-06-0j 0.00394833-0j 0.00188064-0j -2.05606e-06-0j -2.07737e-06-0j 4.67832e-05-0j 4.7268e-05-0j 5.03444e-05-0j -1.71338e-07-0j 0.0996249-0j 5.08661e-05-0j -1.73114e-07-0j 0.100657-0j 6.16423e-06-0j -1.51443e-08-0j 0.00226529-0j 6.22811e-06-0j -1.53013e-08-0j -5.19072e-05-0j 0.00228877-0j -5.24451e-05-0j 0.000827037-0j 0.000156555-0j 0.000835608-0j 0.000158177-0j 3.08081e-06-0j -1.91122e-06-0j -1.11488e-06-0j -6.91196e-05-0j 4.28793e-05-0j 2.50129e-05-0j 3.72043e-07-0j 0.000736224-0j -6.65285e-05-0j -2.30802e-07-0j -0.000456727-0j -1.34635e-07-0j 0.00169245-0j 4.12719e-05-0j -0.000266424-0j -5.75997e-06-0j 0.621959-0j 2.40752e-05-0j 3.46631e-08-0j -0.00104994-0j 3.57328e-06-0j 9.70061e-05-0j -0.000612463-0j -0.385841-0j -5.09114e-07-0j -2.15037e-08-0j 2.08441e-06-0j -0.0010929-0j -0.225074-0j -1.25438e-08-0j -0.000324057-0j -6.0179e-05-0j 3.15836e-07-0j -0.000218287-0j 0.000677998-0j -3.51044e-05-0j 1.84238e-07-0j 0.000201033-0j -2.42658e-05-0j 0.000395499-0j 0.000117269-0j 0.000135418-0j 7.89936e-05-0j 1.50536e-05-0j 8.78128e-06-0j 
0.0342592-0j 0.00424816-0j -1.785e-05-0j -3.64361e-06-0j -2.14702e-07-0j 0.000307414-0j -0.00971769-0j -0.00590325-0j -0.000852061-0j 5.06317e-06-0j 5.967e-07-0j 2.72355e-08-0j -0.000100747-0j -9.32215e-05-0j -1.59295e-05-0j -1.47396e-05-0j 0.00246687-0j 0.00245554-0j 0.000356063-0j 0.00228261-0j 0.00227212-0j 0.000329466-0j 0.000305893-0j -7.42072e-07-0j 2.54911e-05-0j 0.000283044-0j -6.86641e-07-0j -1.85518e-07-0j 2.3587e-05-0j -1.7166e-07-0j -1.54598e-08-0j -5.76154e-10-0j -1.4305e-08-0j -5.33117e-10-0j -7.56806e-05-0j 0.000183301-0j -0.000211519-0j -1.17988e-05-0j 2.8577e-05-0j -3.29764e-05-0j -9.1393e-06-0j -1.31914e-06-0j -0.23818-0j 2.21357e-05-0j 3.19501e-06-0j -2.55434e-05-0j 0.000288903-0j 0.576881-0j -3.68687e-06-0j 0.000287576-0j 2.40752e-05-0j -0.665689-0j 0.000124098-0j -0.000699733-0j -0.000696518-0j 2.53314e-05-0j 0.000807453-0j -5.83111e-05-0j -8.69062e-08-0j -0.00030057-0j 0.000803744-0j 1.49267e-06-0j 6.72878e-05-0j 0.000346841-0j -1.25438e-08-0j -6.13536e-05-0j 2.1049e-07-0j -8.09701e-10-0j -3.6153e-06-0j 7.07987e-05-0j -2.42894e-07-0j 3.03816e-08-0j -2.55032e-11-0j 4.17185e-06-0j -3.50587e-08-0j 1.96112e-09-0j -2.26303e-09-0j 6.17696e-11-0j -7.12787e-11-0j 
2.47285e-05-0j -0.000600655-0j 0.0467245-0j -9.96496e-05-0j 3.03571e-08-0j 2.22071e-05-0j 3.58365e-06-0j 0.0824856-0j -6.15514e-05-0j 0.00677131-0j -8.33764e-06-0j 1.96745e-09-0j 1.42448e-05-0j 1.43924e-05-0j 2.2523e-06-0j 2.27564e-06-0j -0.000344418-0j -0.000347194-0j 2.57008e-07-0j -0.000347987-0j -0.000350792-0j 2.59671e-07-0j 0.00836592-0j 0.00588839-0j -3.60424e-06-0j 0.00845262-0j 0.00594941-0j 0.000485616-0j -3.64159e-06-0j 0.000490649-0j -4.22813e-07-0j 8.14635e-11-0j -4.27195e-07-0j 8.23077e-11-0j -2.13445e-05-0j 1.32413e-05-0j 7.72412e-06-0j -3.32766e-06-0j 2.06436e-06-0j 1.20421e-06-0j 0.000498578-0j -3.72043e-07-0j 0.000342928-0j -0.0003093-0j 2.30802e-07-0j -0.000180425-0j 8.04577e-05-0j -0.00021274-0j 1.34635e-07-0j 8.11061e-05-0j -3.46631e-08-0j -0.000124098-0j 0.647962-0j -4.9913e-05-0j -5.03153e-05-0j -0.00138191-0j -2.91159e-05-0j 2.15037e-08-0j -0.00137556-0j -0.401972-0j -2.93506e-05-0j 4.20983e-07-0j 1.25438e-08-0j -0.234484-0j -6.54959e-05-0j 0.000857288-0j 0.000853345-0j 4.41718e-08-0j -2.61163e-07-0j 0.000500085-0j 0.000497784-0j 4.06313e-05-0j -7.19276e-12-0j -1.52345e-07-0j 2.37016e-05-0j -2.74026e-08-0j -1.59848e-08-0j 4.46213e-12-0j 2.60291e-12-0j 
0.0103821-0j 0.000417844-0j 0.00104632-0j -0.0101569-0j 1.2506e-05-0j -6.7748e-07-0j -0.00101303-0j 8.58862e-06-0j 1.23182e-06-0j -0.000102094-0j -1.82075e-05-0j 1.4436e-08-0j 3.00412e-05-0j 2.99692e-05-0j -0.000224684-0j -0.000224145-0j 0.0707734-0j 2.50343e-06-0j 0.0101506-0j 0.0706038-0j 2.49743e-06-0j 0.0101263-0j 0.00284839-0j -6.43116e-05-0j -7.50548e-06-0j 0.00284156-0j -6.41575e-05-0j 0.00102299-0j -7.48749e-06-0j 0.00102054-0j 8.5252e-05-0j -4.96185e-08-0j 8.50476e-05-0j -4.94996e-08-0j -2.29347e-05-0j 3.97479e-07-0j 3.24033e-05-0j 0.000169134-0j -2.93124e-06-0j -0.000238961-0j 0.000266477-0j 3.82192e-05-0j 0.000495262-0j -4.61829e-06-0j -6.62374e-07-0j -0.000376492-0j 0.398458-0j -8.58335e-06-0j -5.39981e-05-0j 1.40945e-05-0j -0.00104994-0j -0.000699733-0j 4.9913e-05-0j -0.00690565-0j -2.4427e-07-0j -0.000484516-0j -0.562963-0j 1.81964e-05-0j -0.000362078-0j -8.65039e-07-0j -1.99134e-05-0j 5.96581e-07-0j 0.0014834-0j -7.05198e-05-0j -0.000105814-0j 8.39711e-06-0j 6.27514e-06-0j -5.67818e-06-0j -1.03393e-08-0j 0.00068455-0j 0.000511563-0j 1.83385e-06-0j 2.60546e-09-0j -8.42881e-07-0j 0.000149499-0j 9.84081e-08-0j 8.02243e-06-0j -4.5155e-11-0j -3.68113e-09-0j 
-3.53338e-05-0j -0.0814741-0j -3.60624e-06-0j 7.03768e-05-0j 8.33736e-06-0j -4.51653e-07-0j 3.44766e-06-0j 1.74057e-05-0j -0.000240188-0j 3.51875e-07-0j 1.2616e-07-0j 9.62399e-09-0j 2.00275e-05-0j 1.99795e-05-0j -0.000149789-0j -0.00014943-0j 2.50343e-06-0j 0.0708961-0j -3.45459e-05-0j 2.49743e-06-0j 0.0707262-0j -3.44631e-05-0j 0.00577252-0j 1.47516e-07-0j 0.00146347-0j 0.00575869-0j 1.47163e-07-0j -3.52583e-06-0j 0.00145996-0j -3.51737e-06-0j -5.90711e-07-0j -3.3079e-08-0j -5.89295e-07-0j -3.29997e-08-0j -1.52898e-05-0j 2.64986e-07-0j 2.16022e-05-0j 0.000112756-0j -1.95416e-06-0j -0.000159307-0j -1.84642e-06-0j 2.54795e-05-0j 0.000492987-0j 3.20001e-08-0j -4.41583e-07-0j 2.60872e-06-0j 1.40945e-05-0j -8.54392e-06-0j -3.59987e-05-0j 0.399149-0j 3.57328e-06-0j -0.000696518-0j 5.03153e-05-0j -2.4427e-07-0j -0.00691762-0j -0.000981918-0j -1.99134e-05-0j -6.19282e-08-0j 8.30524e-07-0j -8.7201e-07-0j -0.563939-0j -0.000116325-0j -5.04851e-06-0j -7.10881e-05-0j 3.64696e-07-0j 1.70176e-05-0j -1.43938e-08-0j 3.93441e-08-0j 2.01603e-06-0j 0.00138731-0j -1.17341e-06-0j -6.32052e-09-0j 1.73697e-09-0j 0.000164351-0j -5.15262e-07-0j -6.8187e-10-0j -5.55874e-08-0j -3.01033e-11-0j -2.45409e-09-0j 
-5.04768e-06-0j -0.011722-0j 9.96496e-05-0j 0.0452679-0j -0.000171102-0j -4.533e-06-0j 6.9936e-05-0j -0.00837513-0j 0.0562127-0j -0.00138065-0j 0.0116063-0j -1.85463e-05-0j -2.90771e-06-0j -2.93784e-06-0j 4.39544e-05-0j 4.44099e-05-0j 3.49703e-05-0j 7.08706e-05-0j -0.000234716-0j 3.53327e-05-0j 7.16051e-05-0j -0.000237148-0j 0.0812097-0j 6.22477e-06-0j 0.0100866-0j 0.0820513-0j 6.28928e-06-0j 0.00463368-0j 0.0101911-0j 0.0046817-0j 0.00118539-0j -1.15429e-06-0j 0.00119768-0j -1.16625e-06-0j 4.35692e-06-0j -2.70288e-06-0j -1.57668e-06-0j -6.49402e-05-0j 4.02866e-05-0j 2.35005e-05-0j -5.06228e-05-0j 0.000339774-0j -6.99998e-05-0j 3.14046e-05-0j -0.000210783-0j 1.83193e-05-0j 0.00078102-0j 4.34253e-05-0j -0.000122957-0j 0.00158281-0j 9.70061e-05-0j 2.53314e-05-0j 0.00138191-0j -0.000484516-0j -0.000981918-0j 0.627763-0j -0.000282634-0j -6.0179e-05-0j 0.000139023-0j -0.000857288-0j -0.000572786-0j -0.0023728-0j -3.51044e-05-0j -0.000500085-0j -0.00191506-0j -0.389441-0j -8.62447e-05-0j -0.000207118-0j 0.001472-0j -0.227174-0j -5.03094e-05-0j 0.00118803-0j 1.42882e-07-0j 0.000858665-0j 0.00069302-0j 0.000128489-0j 7.49518e-05-0j -8.86386e-08-0j -5.17058e-08-0j 
-0.00605623-0j -0.000243742-0j -0.000610354-0j 0.00592483-0j -7.29519e-06-0j -5.43436e-05-0j -0.0812592-0j 0.000688931-0j 9.88093e-05-0j -0.00818938-0j -0.00146051-0j 1.15797e-06-0j 1.78097e-05-0j 1.64794e-05-0j -0.000133202-0j -0.000123252-0j 0.0419576-0j 1.48414e-06-0j 0.00601773-0j 0.0388235-0j 1.37328e-06-0j 0.00556822-0j 0.00168865-0j -3.81267e-05-0j -4.44957e-06-0j 0.00156251-0j -3.52788e-05-0j 0.000606473-0j -4.11721e-06-0j 0.000561171-0j 5.05411e-05-0j -2.9416e-08-0j 4.67658e-05-0j -2.72187e-08-0j 1.33786e-05-0j -3.24033e-05-0j 3.73917e-05-0j -9.86613e-05-0j 0.000238961-0j -0.000275748-0j -0.000155445-0j -2.22945e-05-0j -0.000288903-0j 0.000376492-0j 5.39981e-05-0j -0.000434452-0j -0.232434-0j 0.000699733-0j -6.23108e-05-0j -8.22177e-06-0j 0.000612463-0j -0.000807453-0j -2.91159e-05-0j 0.562963-0j 1.99134e-05-0j 0.000282634-0j -0.649629-0j -0.0014834-0j 0.000211212-0j 7.05198e-05-0j -2.2979e-05-0j -3.48005e-07-0j 0.00171177-0j -8.1376e-05-0j 6.17246e-05-0j -0.00068455-0j -0.000511563-0j 3.31227e-06-0j 8.42881e-07-0j 0.000789934-0j 0.000590315-0j -0.000149499-0j -1.51985e-09-0j -9.72639e-07-0j 0.000172514-0j -8.02243e-06-0j 9.25745e-06-0j 3.68113e-09-0j -4.24782e-09-0j 
-0.000865176-0j -0.000105933-0j 4.5078e-07-0j 0.00126153-0j -0.0142128-0j 5.64567e-08-0j 0.000256826-0j 7.43882e-09-0j 1.47204e-05-0j -1.33813e-07-0j -6.95438e-05-0j -3.31246e-05-0j -2.50343e-06-0j -2.49743e-06-0j 5.69626e-05-0j 5.68261e-05-0j 6.12986e-05-0j -2.08619e-07-0j 0.121302-0j 6.11517e-05-0j -2.08119e-07-0j 0.121011-0j 7.50548e-06-0j -1.84395e-08-0j 0.00275819-0j 7.48749e-06-0j -1.83953e-08-0j -6.32015e-05-0j 0.00275158-0j -6.305e-05-0j 0.00100699-0j 0.000190619-0j 0.00100458-0j 0.000190162-0j 1.91122e-06-0j -3.31233e-08-0j -2.70028e-06-0j -4.28793e-05-0j 7.43138e-07-0j 6.05822e-05-0j 2.30802e-07-0j 0.000456727-0j -4.12719e-05-0j -4.00001e-09-0j -7.9155e-06-0j -3.26089e-07-0j 0.00104994-0j 7.15279e-07-0j -0.000645288-0j -3.57328e-06-0j 0.385841-0j 5.83111e-05-0j 2.15037e-08-0j -1.81964e-05-0j 6.19282e-08-0j 6.0179e-05-0j -0.0014834-0j -0.00668698-0j -3.15836e-07-0j -3.72679e-10-0j 5.04851e-06-0j -0.000677998-0j -0.545137-0j -3.03816e-08-0j -0.000201033-0j -1.04296e-06-0j 5.47373e-09-0j -0.000135418-0j 1.17503e-05-0j -8.50241e-05-0j 4.4623e-07-0j 3.48409e-06-0j -1.50536e-05-0j 0.000957911-0j 0.00028403-0j 2.34691e-06-0j 0.000191325-0j 2.60893e-07-0j 2.12686e-05-0j 
-2.52384e-06-0j 1.98973e-05-0j -0.0144561-0j -0.00146103-0j 5.95526e-07-0j -2.2665e-06-0j 1.73011e-05-0j 8.67966e-05-0j 4.12102e-06-0j 0.0990979-0j -0.000184005-0j 4.82954e-08-0j -1.45386e-06-0j -1.46892e-06-0j 1.08737e-05-0j 1.09863e-05-0j 5.28189e-05-0j -1.21155e-07-0j 2.50779e-06-0j 5.33663e-05-0j -1.2241e-07-0j 2.53378e-06-0j -0.000416411-0j 0.0572176-0j 3.63231e-07-0j -0.000420727-0j 0.0578106-0j 0.0143642-0j 3.66995e-07-0j 0.0145131-0j -1.24632e-05-0j 2.40131e-09-0j -1.25923e-05-0j 2.42619e-09-0j 2.17846e-06-0j -1.35144e-06-0j -7.88339e-07-0j -1.60652e-05-0j 9.96629e-06-0j 5.81367e-06-0j -7.64604e-05-0j -3.63027e-06-0j 2.40153e-07-0j 4.74333e-05-0j 2.25209e-06-0j 2.76694e-05-0j 0.000583654-0j -1.48982e-07-0j 1.31372e-06-0j -1.33877e-06-0j -5.09114e-07-0j -8.69062e-08-0j 0.00137556-0j -0.000362078-0j 8.30524e-07-0j 0.000139023-0j -0.000211212-0j 3.15836e-07-0j 0.632261-0j -0.000853345-0j 4.84473e-07-0j -5.66665e-08-0j 1.84238e-07-0j -0.000497784-0j -0.00291612-0j -8.62447e-05-0j -0.392232-0j 1.62925e-06-0j 3.51539e-08-0j -5.03094e-05-0j -0.228802-0j 0.00180906-0j -2.47481e-10-0j 2.05064e-08-0j 0.00105528-0j -1.01073e-06-0j -5.8959e-07-0j 1.53528e-10-0j 8.95581e-11-0j 
