3.04955e-12+0.264863j 7.16843e-13+0.525127j -1.73702e-14-0.0585449j -1.82487e-14-0.318633j -3.87195e-14-0.378592j -2.25292e-14+0.158822j 1.93122e-14+0.250472j 4.12549e-15+0.0260441j -7.96806e-15-0.0740605j -7.1135e-15-0.0486447j -7.07107e-15-0.125204j -7.78851e-15-0.0595055j -2.20491e-15+0.0128283j -9.96934e-16+0.0184634j -6.39696e-15-0.0731579j 5.56223e-15+0.0171727j 8.99257e-15-0.0312457j 1.19767e-14-0.0161801j 3.1937e-15-0.0129803j 2.20605e-15+0.0389858j -2.05863e-15-0.0224347j -4.63917e-16-0.00821555j -5.98609e-16-0.0264075j -2.0977e-14-0.0219269j 2.96061e-15+0.0200337j 6.35239e-15+0.0113251j 1.86935e-15-0.0118715j -4.69367e-15+0.0138345j -1.11147e-15-0.031275j -6.34628e-15-0.0105556j -6.10543e-15+0.00507344j 1.54795e-14+0.0448441j 2.35044e-14+0.00979018j -2.52919e-14-0.00875025j 5.29156e-15+0.0377589j -2.27021e-15+0.0289912j 8.90685e-15+0.0334128j 1.03908e-14+0.0355776j -1.05634e-14+0.00774407j -4.60051e-15-0.0099343j -8.61138e-15-0.0517367j 7.90229e-15+0.0114746j -1.88628e-15-0.0113701j -1.20394e-15-0.00495052j -4.08157e-15-0.0137142j 3.59063e-15-0.0178283j -1.03002e-15+0.00301454j -2.29416e-15-0.00102589j 2.11965e-15+0.00744744j -9.75743e-15-0.0371875j 4.47047e-15-0.00186667j -6.81821e-15+0.0136993j -2.41871e-15-0.0154544j -1.47966e-15+0.00129802j -2.00865e-16+0.0410202j -4.37557e-16+0.0525877j -2.4496e-15+0.0130818j 2.21323e-15+0.012393j 1.04635e-14+0.0313811j -2.26989e-14+0.0175294j -4.1193e-15-0.0102721j -1.92632e-15-0.0370688j 3.31106e-15+0.053622j 2.66266e-15+0.00469074j -3.52915e-15-0.0104722j 2.21403e-15+0.0533104j 7.78084e-15+0.0800893j 4.7958e-16-0.00311132j -4.0215e-15-0.0287052j 1.2101e-15-0.0158316j -5.22651e-15-0.066223j -1.5455e-14-0.0888804j -1.26227e-15+0.0180934j 7.6592e-15+0.0929285j 2.38934e-15-0.0174664j -1.77796e-13-0.0418233j 7.57106e-13-0.113201j 
2.13184e-15+0.0045985j 4.71166e-16-0.0197374j 8.85485e-17-0.00837934j -5.88204e-16+0.0428383j 1.25e-15+0.0229035j 1.4299e-15-0.0185769j 2.00843e-16+0.0200246j 4.71518e-16+0.00288211j 1.6264e-15+0.04763j -6.10708e-16+0.0327292j -2.35843e-16-0.0462868j -2.80973e-16-0.0221415j 9.69459e-16+0.0277929j 6.44379e-15-0.0549343j -1.21175e-15-0.0528479j 7.17398e-15+0.0245982j -3.6491e-15+0.00508933j 1.96671e-14-0.0256728j -3.33531e-16+0.0028843j 2.44582e-16-0.0272724j 3.59371e-15+0.00682344j -2.30101e-15+0.0330472j -3.17306e-15+0.0252848j 3.74819e-14+0.0402183j -4.78638e-16-0.00700378j -7.54207e-15-0.0109037j -1.47095e-15+0.00265579j 3.51403e-15+0.0181289j 3.15023e-15+0.000289145j 4.0851e-15-0.00610068j 5.45025e-15+0.0541105j -8.8164e-15-0.00621972j -1.19459e-14-0.0116787j -4.99758e-14-0.0310778j 7.67127e-15-0.0149784j 2.51368e-15-0.0178409j 3.6143e-15+0.0221529j 3.6147e-15+0.000507428j -4.46775e-15-0.00419953j -2.45868e-15-0.00631139j -6.96777e-16-0.00582765j 1.94215e-15+0.00963659j -1.76187e-15-0.0189658j 1.09603e-14+0.00834218j -2.00659e-15-0.00972189j -7.18875e-15+0.0231482j 4.39458e-16-0.010736j 4.37574e-17-0.00902029j 3.57934e-16+0.0270922j -7.7762e-16-0.0128602j 1.63135e-16-0.0124562j -2.56663e-15+0.00459574j 2.39694e-16-0.0074902j -1.015e-15+0.014698j 7.06181e-16+0.00523894j 3.93595e-16+0.00376657j -3.11658e-16+0.00159136j 9.37146e-16+0.0221468j 1.50549e-14+0.0529808j 4.11283e-14-0.0277718j -6.03383e-16-0.00487779j 1.93259e-15+0.0254841j -7.09769e-16-0.00465197j 4.39612e-16-0.00404549j -7.2603e-16-0.00366256j -1.18381e-15-0.0161607j 1.50986e-15+0.0272036j -6.56036e-15+0.0588018j 1.47578e-16-0.00646277j -1.88414e-16-0.00722647j 1.88934e-16-0.0449402j 4.30069e-16+0.0187751j -1.79785e-15+0.0701781j 2.95514e-16-0.0407007j 7.2035e-16+0.0738331j -9.89121e-14+0.112278j 4.38506e-13-0.0344446j 
9.39279e-14+0.011438j 2.15238e-14+0.00155862j 2.27033e-16+0.0175195j -4.3672e-16+0.0168026j -3.60678e-16-0.00646076j 3.74187e-16+0.00724106j 2.89351e-16-0.00857898j 3.39073e-16-0.00993771j 9.56975e-16+0.0308859j -1.41793e-16+0.0249711j -1.06314e-16-0.0124156j 2.46386e-15-0.0158995j -9.45465e-16-0.0216065j 9.33148e-16-0.0127996j -5.16284e-17-0.0323025j 2.11905e-15+0.0138453j -1.0565e-15+0.014516j -2.27575e-14+0.0306321j -4.23676e-15+0.0156844j 2.00773e-15+0.00384786j -7.9795e-16-0.0105475j -2.07276e-15-0.0110964j -9.28693e-16-0.0180143j -1.46732e-15-0.00336718j 9.5437e-16-0.00121609j -8.97801e-15-0.0180132j -1.44931e-16+0.0286838j 2.72169e-15-0.00220796j -2.44286e-15+0.0107809j -4.9179e-15-0.0215347j -7.03086e-15-0.0293834j 7.32819e-15+0.010178j 1.20881e-14+0.00644738j 4.61011e-15+0.00407463j 7.38543e-16+0.0029971j 1.95668e-15-0.0057058j 3.60635e-15+0.0304885j 2.01375e-16-0.011237j 1.51413e-15-0.00196741j 1.68844e-15+0.00801293j 1.21103e-15-0.000410539j -2.28658e-15-0.00454735j -1.59654e-15-0.00713939j 1.69237e-14+0.0165816j -4.16233e-16-0.00102224j 7.61363e-16-0.00948537j -1.18656e-15+0.000495001j -1.01013e-16+0.00199575j -3.31028e-16+0.0116564j 5.92045e-16+0.00358266j 9.75597e-16+0.00268642j -2.34801e-15+0.00516826j 8.19769e-16+0.0101997j -8.40343e-16-0.016916j -9.05988e-16-0.0101698j -6.79432e-16+0.0166767j 1.15647e-16-0.00288667j 1.35518e-16-0.0106588j -1.8467e-15+0.00402644j -3.51844e-14+0.0237885j -2.89023e-15-0.00606683j 1.29613e-15-0.00376239j 5.86236e-16+0.00909398j -1.35815e-15-0.0130786j 5.15728e-16+0.00502308j 1.56866e-15-0.0183382j -6.25595e-16-0.0086062j -4.38388e-15+0.0212502j 4.02692e-16-0.0193571j 1.04559e-15-0.000298779j 5.46112e-16-0.017455j -3.03335e-15-0.0407323j -1.65875e-16-0.003263j 1.82195e-16-0.00354001j -2.34269e-16+0.0045199j -5.69289e-14+0.00475843j 2.47658e-13-0.0324747j 
2.12277e-13+0.0272317j 4.68709e-14-0.00256395j 3.47315e-16-0.00460519j 2.97362e-16+0.00842011j -4.00014e-16+0.0221636j -9.54107e-16+0.011991j -7.94864e-16+0.0010894j -5.70628e-16+0.0165039j -5.73281e-16+0.0168001j -1.05308e-15-0.00620081j -8.30373e-17-0.0262977j -5.05232e-16-0.0327089j -2.64398e-16+0.0203576j -8.15815e-16-0.00447952j -1.25295e-15-0.0256304j -1.73112e-15+0.0195834j -1.9796e-14+0.0557351j 1.32166e-14-0.0117252j 2.06992e-15+0.00753076j 3.14846e-16-0.00489014j 2.95361e-15-0.0125891j -1.11557e-15+0.00835314j -3.40948e-16-0.00603547j -1.72756e-14-0.0192434j -7.28176e-17-0.0286424j -2.13076e-14-0.0374936j -2.86894e-15-0.00262967j 8.04221e-15+0.00634057j 2.64133e-15+0.0211143j 4.44546e-15+0.0109658j 6.10193e-16+0.00517949j -8.57522e-15+0.00334496j -9.57059e-15-0.0122197j -1.4316e-15-0.00536138j 5.78824e-15-0.0281989j 8.50195e-15-0.0169681j 6.59763e-16-0.0146856j 3.78443e-15-0.00646636j -4.47221e-15-0.00734238j 8.62904e-16-0.0238888j -2.07281e-15-0.0280999j 4.16461e-15+0.0196792j 5.3677e-16-0.0365545j 2.78198e-16-0.00507027j -2.64367e-15-0.0183792j 2.17601e-16+0.00358286j -1.618e-15-0.00419644j -1.82779e-15-0.00426956j -2.34268e-16+0.0158692j 1.3765e-15-0.00771898j 5.68599e-16-0.0228595j 2.25153e-15-0.00105543j 1.8156e-15-0.0257083j -5.97153e-16+0.00542177j 1.8306e-15+0.00520978j 1.82857e-16-0.00188002j -2.10713e-15+0.00889495j 7.59186e-16+0.0119292j 7.63341e-15+0.0342139j 3.32677e-14-0.022068j -3.19793e-15-0.0110548j 3.74619e-16-0.0234379j -6.0655e-16-0.00490537j -2.76712e-15+0.0306018j 2.78473e-16+0.0107464j 7.57462e-16-0.0465197j -1.09288e-15+0.0288296j -3.35571e-15+0.0249276j 2.81654e-15-0.0192469j 1.31274e-15-0.00475241j -1.89613e-15-0.0502594j -1.74146e-15-0.0165366j 2.43589e-15+0.0182955j -2.62301e-15-0.0111335j 3.13025e-16+0.0116512j -6.94346e-14+0.0355594j 3.16721e-13-0.0349163j 
-1.5689e-14-0.00251906j -3.54733e-15+0.00374709j 7.30383e-16-0.00605727j 9.79865e-16-0.0117686j -1.17345e-15-0.00165014j 5.53957e-15-0.0226865j -1.53839e-15+0.010034j -2.78284e-15+0.00504436j 1.48498e-16-0.00911172j 1.69152e-15-0.00555861j 2.04039e-15+0.00447827j -2.52082e-16+0.0163986j -3.88647e-15+0.0127644j -6.90029e-15+0.0241699j -6.45413e-16+0.00628578j -4.40326e-15+0.0256346j -8.53509e-15+0.0114134j -5.07081e-15+0.00953715j 9.30197e-15-0.0255101j -1.92366e-15+0.000513383j -1.09177e-14+0.0336589j 4.35448e-15-0.00563383j -2.86128e-15+0.020446j -3.29307e-16+0.000230185j 5.43375e-16-0.00121986j -9.27312e-16-0.00453391j 2.6445e-15-0.00438434j -5.60468e-15+0.00869089j 5.93701e-15-0.0257585j -3.57011e-15+0.00654166j -1.5308e-15+0.0051101j 3.72604e-15+0.0187806j 1.79936e-14+0.0179928j -1.33733e-14-0.0112997j 9.22815e-15-0.0141485j 1.37817e-14-0.0358062j 2.20027e-15-0.012116j -9.07412e-16+0.000433199j -6.52607e-16+0.00557366j 4.5257e-15-0.0255064j 1.09789e-15+0.00595352j -8.17556e-16-0.00779191j 2.06636e-15-0.00663465j 8.15083e-15+0.00818745j 5.10351e-16-0.000972713j -4.06321e-15+0.0128598j -4.48763e-15+0.0159784j -4.52294e-16+0.0146091j -1.08342e-15-0.00801686j 3.73847e-15+0.00472697j 8.09029e-16-0.0122633j 1.17149e-14-0.0149064j 4.35344e-15-0.0128767j -1.36744e-15+0.00606478j 4.04741e-16-0.00449062j -1.64712e-15+0.00456412j 6.1728e-16-0.00186914j 2.47565e-15-0.00793803j -1.46691e-15+0.0123635j 2.28699e-14-0.0135138j 2.20308e-15+0.0105529j -1.16803e-15+0.0105801j 1.12224e-15-0.00747622j -8.69325e-15+0.0365623j 5.58501e-16-0.00864352j 2.32746e-15+3.04065e-06j -5.84406e-15+0.0229662j -6.70752e-15+0.0180384j 5.37334e-15-0.032331j 4.41056e-15-0.0265084j -1.25338e-15+0.0294973j 1.68064e-15+0.0160298j 4.44535e-15-0.0338453j -4.93961e-15+0.0391175j 8.86516e-16-0.00102963j 2.83763e-14-0.0256325j -1.15466e-13+0.0103438j 
-2.64168e-14-0.00779229j 7.66616e-15+0.0235388j -8.58769e-16-0.000565465j -5.17042e-15-0.00723726j -8.77821e-15-0.0187987j 7.24234e-16-0.000194279j -2.05009e-15+0.000829485j -6.03114e-16-0.000209625j 4.04048e-15+0.00714832j 5.2609e-15+0.00824326j 1.19044e-16-0.00051965j -1.26898e-15-0.00217761j -3.51801e-15-0.00928806j 6.02613e-15+0.00700818j 2.95271e-15+0.0048j -6.5725e-15-0.0141255j 9.41885e-15+0.0119642j -8.54303e-15+0.0240523j 8.70499e-15+0.023379j -1.32864e-14-0.0247534j 1.61739e-15+0.00283694j 1.0571e-15-0.00160281j 6.23802e-15+0.011219j 7.49947e-15+0.00617639j -5.58911e-15-0.00816116j 2.67516e-14+0.026371j 7.68679e-16+0.00370673j 1.17428e-14+0.023155j 1.23582e-16-0.00659251j -2.53493e-14-0.0356958j 2.32548e-15+0.00496098j 1.14295e-15+0.00391531j -1.44214e-14-0.0101571j -3.22657e-14-0.014204j 1.33745e-15+0.00105547j -1.25882e-15+0.000355411j -4.40711e-15-0.00667671j -2.18035e-14-0.0301876j 2.04674e-14+0.0287178j -9.94693e-15-0.0192724j 3.68346e-15-0.00139369j 7.81334e-15+0.0113414j 1.71633e-15+0.00102923j -2.17553e-14-0.0147618j -3.30103e-15-0.00279132j -7.15155e-16+0.000276915j -5.27971e-15-0.00126265j 3.6422e-15+0.00470205j -1.80231e-15-0.0029806j -6.15615e-15-0.0105064j -5.28843e-15-0.0101058j 9.24538e-16-0.00492953j -2.57403e-15-0.00345831j 8.98775e-16+0.00062753j -5.09915e-15-0.00866835j -3.18924e-15-0.00773059j 2.90735e-15+0.00992631j 3.40152e-15+0.00676443j -6.46869e-15-0.0121499j 7.83683e-15-0.0105736j 7.01655e-15+0.010217j -4.75116e-15-0.00562492j -3.95005e-15-0.00362047j 1.00789e-14+0.0141393j 3.35601e-15+0.000421178j -1.61302e-14-0.0276144j -8.95127e-15-0.0125909j 7.27008e-15+0.0123876j -1.22212e-14-0.0209539j 5.24111e-15+0.00970127j -1.27939e-15+0.000653966j 9.13276e-15+0.00357547j -2.30649e-14-0.0406554j 1.02986e-14+0.0172605j 1.6847e-14+0.024303j 2.83359e-14-0.0323884j -1.88121e-13+0.0209558j 
-8.73049e-14-0.00896331j -1.6107e-14-0.00833003j -2.33973e-16-0.00115246j -1.0677e-15-0.015468j -1.49309e-15+0.0180018j -1.6979e-16+0.0105024j 5.37778e-16-0.0284756j 8.69197e-16-0.00834034j 9.11611e-16-0.00378496j 3.08206e-16+0.0109605j 3.11889e-16+0.00144514j 1.16854e-16-0.00740364j -1.36302e-15+0.0144684j -4.46431e-16+0.0114223j -1.35888e-15+0.00434938j 1.40386e-15+0.0212946j -9.60462e-15+0.0290378j 2.16946e-14-0.0236681j -5.74812e-16+0.0256098j -1.01313e-15-0.016363j 6.89552e-15-0.0182749j -5.38937e-15+0.0272011j 4.48253e-16+0.00165479j -5.08246e-15-0.00421288j 3.93591e-16+0.00216377j -4.76637e-15-0.00899894j -3.20567e-15-0.028385j 8.41712e-15+0.00606475j 1.98966e-15+0.0314571j -1.94594e-15-0.00707176j 3.17333e-15+0.0113131j -1.04941e-14-0.00802354j -2.4856e-14-0.0253145j 4.45481e-15+0.000907345j 1.39127e-16-0.010215j 7.6879e-16-0.00125776j -1.56754e-15-0.00913285j -3.10825e-15+4.05137e-05j 2.31631e-15+0.00115303j -1.79191e-15-0.00907127j 1.44104e-16+0.00502979j 3.44417e-15+0.0177507j -1.46298e-15-0.00126722j 3.291e-15+0.00380495j -1.31656e-15-0.0220436j 1.15881e-15-0.00353236j 9.51511e-16-0.0245641j -4.85591e-16-0.0112107j -1.03254e-16-0.0051413j -1.82486e-15-0.00204508j -1.0494e-16-0.000297415j -2.87632e-15+0.0034544j -4.69361e-16+0.000708051j -4.81963e-16+0.00652401j -6.41385e-16-0.000999101j 2.31239e-16-0.000939132j 1.16537e-15-0.00474798j -5.16414e-16+0.011892j 2.45246e-15+0.0140282j 3.04019e-14-0.0208171j -3.94724e-15-0.0173745j -3.14146e-16-0.020015j -9.8935e-16-0.0248027j 9.4555e-16+0.0148663j 3.23698e-16+0.0317312j -3.7954e-15-0.00161766j -2.74799e-15-0.0238419j -2.13977e-16+0.00665595j -8.36742e-16+0.0121286j 1.269e-15+0.0105474j -3.76103e-16-0.0110726j 4.14217e-15+0.066379j -6.44767e-15-0.00419957j 6.2936e-16-0.000872555j 1.96029e-15+0.0250858j 1.22157e-13-0.00541299j -5.65087e-13+0.0758496j 
-5.51998e-14-0.00491063j -1.1767e-14-0.00946655j -6.96351e-16+0.0183106j 7.36115e-16+0.00762219j -5.1687e-16+0.00943885j -7.38724e-17+0.0003555j 7.746e-16-0.0206939j 1.34649e-15-0.00518937j 2.58167e-16+0.010548j 1.12179e-16-0.00490002j -1.05527e-15+0.0101935j -8.56817e-16+0.00298112j 2.52859e-16+0.00710065j -4.0864e-16-0.00149176j 6.00201e-16+0.00479442j 4.67939e-16-0.00311485j 8.52986e-15-0.0269628j 1.01047e-14-0.016608j -3.45224e-15+0.0215884j -3.97906e-17+0.0110496j -2.57274e-15+0.0285496j -1.73747e-16+0.024062j -5.73318e-17+0.00822953j -1.87686e-15-0.00158288j -8.87608e-16-0.0253203j 2.38069e-15+0.00296785j 1.08571e-15-0.00392238j -3.62009e-16+0.0010192j 8.47693e-16-0.011823j 1.54609e-15+0.0136492j 2.01832e-15+0.00239968j -4.94124e-15-0.00638041j -1.09008e-14-0.0106179j -8.71714e-15-0.00566003j 6.34675e-16-0.00456961j 9.01884e-16-0.00138338j 1.06109e-15+0.0079567j -1.44934e-15+0.00728685j -1.7421e-16+0.0177912j 2.55843e-16+0.00659676j 5.86562e-16-0.0111398j 5.11359e-15+0.022057j 7.44221e-16+0.024022j -1.17455e-14-0.00902732j 1.26289e-15+0.00351347j -3.15432e-15+0.00621857j 1.2799e-15-0.019344j 3.25146e-15+0.00576146j 1.23299e-15-0.0107039j -9.73365e-16+0.00256223j -3.33046e-16+0.00746915j -1.55333e-14+0.0236323j 3.4896e-16+0.0089147j -1.06659e-15+0.00741256j -4.69127e-16+0.0126707j -6.08373e-16+0.00274041j 3.79785e-15-0.0257532j -2.70244e-16+0.010597j -8.23457e-16-0.00692453j 3.48126e-14-0.0216523j -2.39849e-15-0.0139016j -1.20003e-15-0.00614016j -1.1691e-16-0.0110251j 5.03126e-16-0.0106112j 4.15625e-17+0.00474051j -1.36375e-16-0.000808298j -1.09915e-15-0.0077652j 7.44921e-15-0.0449084j 2.11039e-16+0.0283665j 2.4133e-16+0.00829564j -1.51544e-15+0.013601j -9.93067e-16+0.00922073j -5.30446e-16+0.0159947j -1.08382e-15+0.0101955j -5.50222e-16-7.69036e-05j -4.15119e-15-0.0228687j 2.13015e-14-0.00825923j 
-5.73987e-14-0.0100016j -1.27022e-14+0.0125677j 5.39597e-16-0.00539616j -9.55779e-16+0.0106791j 9.43952e-16-0.0108999j 1.53597e-16+0.0034447j -1.05864e-15+0.00426352j -9.17699e-17+0.0206871j 3.32029e-16+0.0116267j 3.10978e-16-0.0158601j 5.5157e-16-0.011443j -3.95873e-16+0.0112841j 3.32692e-17-0.0126433j -2.32857e-15+0.0130208j 5.33292e-16+0.00392352j -2.0949e-16-0.0135551j 1.94619e-15+0.000522928j -1.03645e-14+0.0113043j -9.02338e-16+0.00685546j 1.53691e-15-0.0198462j -1.25116e-15-0.00406042j 3.87321e-15-0.0283687j 9.36963e-16-0.0112916j 5.08104e-16-0.00113414j -6.53182e-16+0.00448315j 3.19198e-15+0.0100337j 2.36791e-16-0.00678923j -5.30022e-16+0.00966862j 1.25439e-15-0.00104323j -1.24768e-15-0.0146225j -1.68254e-15-0.00533541j 4.96663e-16+0.000623595j -9.02658e-16-0.000773961j 1.37833e-14+0.00825859j -2.61033e-15-0.0041532j -1.85032e-15+0.0161006j -6.25966e-16-0.0012054j 4.27197e-16-0.0252646j 1.6718e-15-0.0101274j 1.80928e-16-0.00237093j -1.4379e-16-0.0187976j -1.04254e-15-0.00237226j -5.71351e-16-0.00336995j -7.28491e-16-0.00129087j -1.22987e-15-0.00183469j -3.87085e-16-0.00403899j 1.40305e-15-0.0126386j -1.19878e-15-0.0125363j 3.36462e-16+0.00401022j -2.77958e-15+0.00226656j 6.78802e-16+0.0108601j 6.23235e-15-0.00792521j 1.34387e-15-0.0168285j 5.23511e-16-0.0112139j -1.0416e-15+0.00565253j 1.97955e-16-0.00301076j -2.0903e-15+0.010681j -2.25483e-15+0.0160553j -1.2993e-15-0.0107803j -8.26555e-15+0.00557428j -3.21107e-15-0.0114227j -7.76181e-17-0.00900959j 3.13288e-16-0.00532124j 1.15953e-15-0.00417713j 1.14074e-15+0.00232177j 3.34476e-16-0.0364894j -9.21832e-16-0.0094829j -6.81202e-16+0.00306919j -2.09844e-16+0.0133668j -3.79412e-16+0.0242854j 7.96327e-16-0.0515071j -8.91709e-17-0.0225665j -9.61968e-16-0.0144061j 2.21724e-15-0.0496219j 9.67513e-16-0.0152453j -2.43406e-14-0.00492801j 1.00149e-13-0.0144611j 
2.13878e-13+0.0228215j 4.80028e-14+0.0179208j 1.36988e-16+0.0100176j 4.60807e-16-0.00757325j -6.26146e-16-0.0068058j -3.29711e-16+0.00729922j -6.49868e-16-0.00281117j 3.33485e-16+0.00502812j 5.14668e-16-0.0023306j -8.6607e-16-0.00135291j -8.45671e-16-0.0103406j -2.68745e-16-0.00133224j -1.2933e-16-0.000490021j 2.91025e-15-0.0248731j -3.78089e-16-0.00434272j -7.94674e-16-0.00225524j 1.17875e-15+0.00272929j -8.94702e-15+0.0118835j -7.30928e-16+0.0105319j -6.08095e-16+0.0231888j 2.51683e-15+0.00181119j -1.46105e-15+0.0289444j -2.4497e-15-0.010571j 3.21475e-14+0.0304357j -6.02155e-17+0.00627113j -5.22012e-15-0.00717604j -3.0855e-16+0.00393623j 2.3685e-15+0.0173167j 2.41311e-15-0.00336857j -9.60518e-16+0.000596395j 9.59821e-18+0.000385096j 1.16945e-15-0.0100768j 4.02365e-16+0.00373283j -4.61342e-14-0.024931j 1.95215e-15+0.00819649j -3.21827e-15+0.0221023j 1.25977e-15+0.0022816j -2.01075e-15+0.0124402j 1.17701e-15+0.01911j -1.47741e-16-0.000472825j 1.10866e-15+0.0153987j -2.72288e-15-0.00901918j 2.96363e-15+0.0053746j -1.31602e-14-0.0125966j 4.83572e-16+0.00614092j 1.72995e-15-0.00716884j -1.9511e-15+0.0200055j -3.00137e-15-0.00333818j 6.69679e-16+0.00334045j 1.15373e-15+0.00505467j -1.94221e-15-0.00262573j -1.30431e-14+0.0240776j -4.72429e-16+0.0140393j -2.12137e-15-0.0138497j -3.25523e-16-0.0157516j 5.94081e-16-0.00353714j 6.05411e-16+0.00352019j 3.81685e-16-0.0166462j -4.62626e-16+0.00102326j -3.18491e-14+0.0202904j -1.4442e-15-0.000187514j 2.05731e-16-0.00865027j -3.02551e-16-0.00789329j -7.83552e-16+0.00294682j -8.77271e-16-0.0163502j 1.31085e-16+0.00691844j -1.1399e-15-0.000971773j 1.07693e-15-0.0185156j 1.06052e-15+0.000572968j -5.19233e-17-0.00416428j -4.77202e-16+0.0233378j -5.56869e-16-0.0195805j 5.22946e-17-0.0317113j -8.6743e-17+0.0283211j 1.68777e-16-0.0182735j -2.90564e-14-0.0541594j 1.24304e-13-0.0290267j 
-5.57143e-14-0.00609649j -1.22515e-14-0.00421367j -4.10514e-16+0.00352201j 4.51907e-16-0.0263691j 2.22223e-18+0.0094313j 1.35651e-15-0.00856614j 6.84637e-17-0.00837469j -1.36329e-17-0.0187082j 1.72471e-16-0.0156194j 3.15731e-16-0.000502046j -3.12208e-16+0.00728529j -4.48822e-16-0.000490557j 1.17057e-15-0.0035892j 2.48565e-15-0.0155968j -1.37285e-15+0.0143727j 3.16592e-16+0.00706228j -2.84322e-15+0.00308707j 1.18439e-14-0.013807j 2.03773e-15-0.00710417j -2.48192e-16+0.00408255j 4.64319e-15-0.017385j -3.62417e-15+0.0290623j -2.85191e-16+0.0111457j -8.67338e-15-0.00746243j 1.37851e-15+0.00360287j -9.58379e-15-0.0174025j -1.97433e-15-0.014324j 2.88131e-15-0.00372013j 2.18076e-15+0.0119025j 1.02145e-15+0.0115075j 2.86018e-15-0.00541329j -4.31887e-15-0.00768553j -7.35544e-15-0.00649179j 9.80008e-15+0.00502555j -9.5012e-16+0.00503076j -3.97244e-17-0.00841132j -6.95374e-16-0.0121108j 1.28664e-15+0.0273346j -1.92845e-15-0.000972403j -1.98788e-15-0.00664542j -4.61756e-16+0.0153258j 3.67826e-16-0.00819804j -2.28359e-15+0.00899984j 8.90953e-15+0.0101346j -1.05414e-15-0.0135088j -2.99599e-15+0.00900016j 3.07435e-15-0.00880358j -6.42232e-16-0.00573485j -8.52554e-17-0.0125915j 2.46436e-15+0.0109392j -2.14362e-15-0.00165519j 4.81919e-15-0.00829731j 2.51859e-16+0.00206943j 6.30703e-16-0.00110703j 9.99757e-17-0.00220694j 5.61469e-16-0.00553947j -4.23598e-16-0.000943386j 3.25255e-16-0.000556558j 2.15544e-15+0.00752002j 1.7912e-14-0.0119817j 2.65583e-15+0.00703553j -9.50655e-16+0.0227094j 2.35424e-16-0.0116333j -1.00478e-16+0.00528584j 6.8403e-16-0.00742504j -2.32819e-16+0.0166465j -2.54453e-16-0.00363723j 9.38719e-17-0.00376777j -1.35845e-17-0.00351483j -9.00129e-18-0.0227268j 1.75762e-17+0.0351747j 5.09036e-15+0.0585931j 5.93358e-16-0.0323475j 2.71118e-16+0.0344764j 1.13927e-15+0.0124786j 1.04052e-13-0.0356749j -4.60268e-13+0.054583j 
-3.3709e-14-0.00321235j -6.53855e-15-0.00503612j 2.59626e-16-0.00137525j -5.34532e-16+0.00284265j -1.02039e-16-0.00127117j -8.03395e-16+0.00395348j 3.95427e-16+0.00495832j 8.64287e-16-0.0103512j 3.73595e-16-0.00556851j 1.4053e-16-0.00633049j 6.27473e-17-0.00150998j 2.23089e-15-0.0129424j 6.58789e-16-0.00721207j 1.05953e-15-0.0072797j 2.9613e-16+0.000406416j -1.10674e-15-0.00873298j -7.17782e-16+0.00154191j 2.52555e-15-0.00278633j -2.10015e-15+0.00559008j 1.96924e-15-0.00383521j 1.24403e-15-0.00863924j 8.76702e-16-0.0121335j -9.13205e-16-0.00304222j 1.19915e-15+0.00118536j 8.27686e-16+0.00231072j -8.39077e-15-0.0181885j -5.64122e-16+0.00519017j -1.39684e-16+0.00154964j 6.06679e-16-0.00389484j 2.53634e-16-0.00798426j -8.43056e-16+0.0015686j -4.0342e-15+0.00437604j -9.66596e-15-0.0170689j 3.5874e-15+0.00209353j -1.10652e-15+0.00437593j -4.44594e-15+0.0171597j -9.49767e-16-0.00344388j 1.16363e-15-0.00375705j -2.22676e-16-0.00633545j -1.98453e-16+0.00456363j 4.44559e-16-0.00256268j -1.74067e-15-0.00880503j 9.28435e-17-0.00128055j 1.81074e-15+0.00244687j 3.6838e-16+0.00818542j -5.13631e-15+0.0131963j 2.07928e-15+0.00525514j 5.64839e-16+0.000361906j -6.4005e-17+0.00454474j 1.59791e-15+0.00308103j -2.24406e-15-0.0111036j -1.21549e-14+0.0162387j 1.73317e-15-0.012821j -2.77402e-16+0.000540554j -1.29961e-15+0.0128615j -7.72469e-16+0.00503901j -3.47759e-15+0.015615j -5.5443e-16+0.0016671j 2.29205e-16-0.00508218j 8.8076e-15-0.00543089j 3.46717e-15+0.0144242j 9.19474e-16+0.00605195j 2.94397e-16-0.00158687j 2.36966e-15-0.0150151j -2.12134e-16-0.0132455j -6.90398e-16+0.0149319j -2.74688e-17+0.0172541j -1.28689e-15+0.00428909j -8.01385e-16-0.00240859j 1.52853e-17-0.0120634j 2.41964e-16+0.0122653j -4.48159e-16-0.0179593j -3.5371e-15+0.0278573j 1.68522e-15-0.00573664j 9.87898e-17-0.00933082j -3.8446e-14+0.0379484j 1.50179e-13-0.0120265j 
