-0.0120448-0.0415719j 0.0169794+0.0698945j -0.0138146-0.0114298j 0.000154762-0.0395165j 0.0209849-0.0204885j 0.0191989+0.023202j -0.0199387-0.00578493j -0.0246026+0.0566256j 0.00196673-0.0492155j -0.0234733+0.101767j 0.0269898-0.0669967j 0.0301621-0.017074j -0.0485459+0.0416836j 0.0295867-0.0783095j 0.0583709-0.0429697j -0.0630011+0.0640133j -0.0309462+0.0212361j -0.000332264-0.0523816j 0.061354-0.0640527j 0.0495564-0.0220516j -0.00730597+0.0178306j 0.00475145+0.0161825j 0.0607091-0.103727j 0.0864228-0.0441293j -0.0748084-0.071202j 0.146272-0.0375728j -0.135909+0.180072j 0.0158484+0.00290039j 0.0333913-0.0224725j 0.0203843-0.0243429j -0.0396009+0.0370158j -0.0301838+0.0365822j 0.0498005+0.0146585j -0.00627915-0.0189222j -0.0213075+0.0317154j -0.0287772+0.00438023j 0.0290215-0.0420801j 0.00350003+0.0232971j 0.0272015+0.0322418j 0.0329889+0.0157914j 0.0214197+0.0318911j 0.00954559-0.00546264j -0.00192261-0.0307593j 0.00450467-0.0331648j -0.0207834+0.00542511j -0.0044202-0.0181164j 0.0294706-0.0358914j -0.0185996-0.0308456j -0.0347455-0.0286032j 0.00183669+0.00912833j 0.0665701-0.0363775j 0.0170357+0.00138256j 0.0569265-0.0711721j -0.0654808+0.0315683j 0.0705328-0.0717501j 0.0439684-0.049026j -0.0157755+0.027686j -0.0086726-0.0108319j -0.040831+0.0165643j -0.0373537+0.0315586j -0.02315-0.0574531j 0.0195452+0.125469j 0.0530834-0.0846841j 0.0765878-0.125508j -0.104042-0.0387738j 0.0196829-0.038744j -0.134084+0.0621282j -0.072892+0.0180654j -0.0339542+0.0414859j -0.0382908+0.0134389j 0.00817256-0.023126j 0.00702155-0.0261317j 0.0322266-0.0618109j -0.0310303+0.0601253j 0.0176008+0.0102507j -0.0140314+0.0208238j -0.0130927+0.00912101j -0.021958+0.0209077j -0.0106701+0.0188167j -0.00929974+0.0020766j 0.0212578+0.0124126j 0.0252315-0.0221891j -0.00966483+0.000333714j -0.0204863+0.0164198j -0.0174897+0.0131609j -0.0521481-0.0323378j 0.0209894-0.0345589j 0.0204504+0.00690342j -0.0989671+0.140564j 0.0559052+0.033885j 0.0887685-0.0440897j -0.00830045+0.0559228j 
-0.00744371-0.0538217j 0.00602693-0.00848626j 0.116719+0.0861925j -0.0109302+0.00573928j -0.0764903-0.046888j 0.00221131-0.0297341j -0.0021132-0.0496061j -0.102295-0.0463687j -0.0313149+0.0709154j 0.0624327-0.0270045j 0.0602319-0.0433092j -0.0138624+0.0810719j -0.00998298-0.035125j 0.00545116+0.00012987j -0.0366814-0.13065j 0.0535235-0.0561929j 0.0981323-0.00515992j 0.0670534-0.0903701j 0.0465243-0.23347j -0.126716+0.0655297j 0.0350492+0.0951452j 0.0314742-0.0182199j 0.00943792-0.0981883j -0.137798-0.0109046j 0.157848-0.192956j -0.0506814-0.0243229j 0.0330042+0.116406j -0.00257654+0.04147j -0.00548252+0.0143971j -0.0179981-0.0428599j 0.00390846-0.0229161j -0.0455562+0.0371952j 0.00495594-0.0295902j 0.0171395-0.0189793j 0.000746732+0.0389577j -0.0171167-0.0158413j -0.0506496+0.0475129j -0.0100009-0.000587979j -0.0105814+0.0293326j -8.16571e-05+0.0270079j -0.00970936-0.00238794j 0.0223742+0.00663587j 0.0197582-0.0427251j -0.0131557+0.0207277j -0.0301718+0.177067j 0.0455485-0.0639672j 0.0122005+0.0232131j -0.0827246+0.0067181j 0.0101667+0.0277615j -0.0423658+0.0388361j 0.0481044+0.076935j 0.0315201+0.08345j 0.092945-0.022042j -0.0513799+0.0414459j 0.0155082+0.0121271j 0.0714042-0.0468455j -0.0531487-0.0471512j -0.040284+0.0419698j -0.0210882-0.022199j -0.014788-0.0296489j 0.0180527+0.0681253j 0.00427106-0.057296j 0.0103015+0.0403244j 0.0484933+0.00155621j -0.0538659-0.0100806j 0.000838373+0.00381195j -0.00270471-0.00660058j -0.018623+0.0209497j 0.00172316-0.0132274j -0.00649598+0.0276635j 0.00129218-0.00780573j -0.0161504+0.017568j 0.000881657-0.0566952j -0.00349341+0.0241716j 0.00194638-0.0544925j -0.0114115-0.022925j 0.0151938-0.0341149j 0.010262+0.00930601j 0.00110469+0.00723384j -0.0156841-0.0236693j -0.00810095-0.00719956j 0.00320417-0.0132415j 0.00367331+0.00689058j -0.0264161+0.0280064j 0.0114597-0.0216405j 0.00888421+0.0200492j 0.00412856+0.0059238j 0.0018329+0.0142117j -0.0100728+0.00441989j 0.00963072+0.0148523j 0.00664195-0.0171386j -0.0218956-0.003886j 
0.0276338-0.0318428j 0.00409836+0.00706301j -0.0634696-0.0564378j 0.0411347-0.0349627j 0.0434388+0.0395339j 0.0200016+0.0358067j -0.0310021-0.0541176j -0.0564167-0.0182691j -0.0840748-0.109128j -0.0147893+0.118931j -0.0441098-0.0123719j 0.0235531-0.0541466j 0.100225+0.0144755j -0.0540204+0.0634379j -0.0267139-0.037454j -0.0389478+0.0116449j -0.0916513-0.0157211j -0.111663-0.113341j -0.0289664-0.0611948j -0.133844+0.00921995j -0.0363356+0.000178243j 0.156887+0.11388j -0.0405125+0.0109808j -0.0477156-0.0422399j 0.0927408+0.0981463j -0.0160192-0.0324179j 0.00761876+0.0488429j 0.000588058-0.0860832j 0.053942+0.000662213j 0.0189678-0.00315861j 0.00808474+0.0267659j 0.0460689-0.0717755j -0.0137075-0.0299514j 0.0125681-0.071959j 0.0228025+0.0107066j 0.0453264-0.0621724j 0.0142654-0.0611804j -0.0464992-0.0427687j -0.0203165-0.0823588j 0.052433-0.00893876j 0.0353929-0.00493773j -0.104805-0.0295386j 0.0367387-0.0441246j 0.0385412-0.00390853j 0.104666+0.0361927j 0.0698929+0.000500956j 0.0355731-0.0497721j -0.117505-0.0391728j 0.0156847-0.0803902j -0.00641769+0.0247294j -0.0665186-0.0852013j 0.015737-0.0571024j -0.101881-0.00255894j 0.030376-0.00598745j -0.0204175-0.0303191j 0.0273111-0.00346854j -0.00895642+0.0453821j -0.0188841+0.0522974j 0.0313719-0.00559852j 0.00358157-0.00832998j 0.0178107+0.000240387j -0.0487609-0.00172742j 0.0018269+0.043983j -0.0508922+0.057181j 0.00810522-0.0129244j 0.0197782-0.0355748j 0.0449784+0.0118588j 0.00252762+0.00794542j 0.0277234-0.00509565j 0.0118772-0.0260703j -0.00715662-0.00931415j 0.0144446-0.0255592j -0.00420782+0.0201857j -0.0256412+0.0518007j -0.00568757-0.0295734j 0.00310456+0.112559j -0.0205233-0.0122199j -0.0118251-0.00404676j 0.0306882+0.0257461j -0.00210152+0.0112343j -0.00923642-0.00519081j -0.0362222-0.0157422j 0.00983432+0.0246769j -0.000275189+0.00786742j -0.00371547-8.02224e-05j 0.010702-0.000140968j 0.00806823-0.00535877j 0.0236528+0.0121588j 0.0172472+0.0134234j 0.000465959+0.000937835j -0.015583-0.0037591j -0.019736-0.0114829j 
0.0181225+0.0152589j 0.0238687+0.0051978j -0.0757015-0.0705861j 0.0105119-0.00558403j 0.0998759+0.0330062j -0.0166565+0.0408883j -0.0322736+0.0370602j 0.0251941-0.0130516j -0.100306-0.0751201j -0.0634517-0.0642979j -0.0216804-0.023322j -0.0168608+0.0388635j -0.0737248+0.00467404j -0.0974341-0.0373627j -0.0648309+0.134439j -0.052277+0.043639j 0.0523307+0.105023j 0.105769-0.00324249j 0.123733+0.257581j 0.062486-0.0762156j 0.0165034+0.0116616j -0.0710876-0.0521711j -0.103076-0.0299985j 0.0317418-0.0343067j -0.0434673-0.0650688j -0.0690332+0.042853j 0.0733567-0.0582192j -0.00867675-0.00750099j 0.0242361-0.0299843j -0.0618489-0.0408051j -0.0023109-0.0446686j -0.00363516-0.0279735j 0.0111072+0.00851846j 0.00555763-0.0399906j 0.0322382-0.0502686j 0.0128593-0.0287416j -0.0201525-0.0256531j -0.0405006+0.00282059j -0.0217209-0.0197948j 0.0277972+0.0161453j 0.00528526-0.0539578j -0.00112016-0.0625684j 0.0843672+0.0598193j 0.00486132+0.0969814j -0.0763119+0.0346484j 0.101633+0.00273859j 0.0626486+0.050258j -0.0713511-0.0755497j -0.0323816-0.050084j -0.0625343+0.0153736j -0.0577314-0.106762j 0.0118937-0.00951377j 0.00917757+0.00461668j -0.0406483+0.0252673j 0.0192952-0.0243418j 0.0527932+0.0164182j -0.017625-0.00215913j -0.0251636-0.0356925j 0.00370189-0.0754165j -0.0318305-0.0108339j 0.0360924+0.0338107j -0.0216635-0.0444203j 0.0386353-0.0132282j -0.012193-0.00562286j 0.0555743+0.0100461j -0.0141423+0.0158499j 0.0262623+0.0297322j 0.00413764-0.00378515j -0.00129027-0.0446405j -0.0221861+0.0156453j 0.0239548-0.0163266j 0.0136718-0.00269218j 0.0312758+0.00589864j -0.0215851-0.0155678j 0.094138-0.0257687j 0.0145016-0.0240171j 0.0517495-0.0256787j -0.0484298+0.0294593j 0.0201969+0.0026473j 0.0321011-0.0140471j -0.00107037-0.048413j -0.0179991+0.00947937j 0.0214169-0.00508877j -0.0451507-0.00662247j -0.00586918-0.0119426j -0.0246113+0.0188577j -0.00975515-0.00495817j 0.0226623+0.00182247j -0.00249402-0.0119862j -0.00218134+0.0153656j -0.0272731-0.0118976j -0.0256823+0.0181701j 
-0.0197591-0.0288653j -0.00769703+0.0341141j 0.0184307+0.100879j 0.0038459-0.0392595j 0.00431938-0.0551655j -0.0881679-0.0922584j 0.116334-0.0164234j 0.0704188-0.0665343j 0.136724+0.0770713j -0.049955+0.00561533j 0.094256-0.0277776j 0.0531565-0.125383j 0.0466431-0.100662j 0.119687-0.0373679j 0.109226+0.0223621j 0.113701-0.0213538j 0.0835497-0.0361612j 0.101806+0.0367275j -0.00898053+0.083718j 0.0482496+0.0197754j -0.0650847-0.128978j 0.0105027-0.00179117j 0.0177682-0.00892745j -0.0749551+0.0591336j -0.0438278-0.0293423j -0.00396603-0.00733658j 0.0445793+0.0674878j 0.0423051+0.013435j -0.0511596+0.0234038j 0.0592466-0.00583952j 0.0110549+0.0234963j 0.0639564+0.0265044j 0.0349384+0.000945496j 0.0823638+0.0495963j -0.0873623-0.00662477j 0.00154495+0.0274828j -0.0306587+0.0458604j 0.0117903-0.0161438j -0.00679218+0.0246035j 0.0241205+0.0513536j 0.0188207+0.0764233j 0.00186432-0.0106928j 0.0716158+0.0969337j 0.04707-0.0170469j -0.0107734-0.104986j 0.0320015+0.122955j 0.00652339+0.0346275j -0.0484932+0.00381576j 0.0207561-0.0479673j 0.0233885+0.00436241j -0.0138469+0.0184337j 0.0229785+0.0363349j 0.070992-0.0180103j 0.0345727-0.0450123j -0.0497221+0.0575707j -0.017239+0.0354804j 0.0155157-0.0147643j -0.0163138+0.0393158j -0.0189564+0.084667j 0.0317839-0.0681635j -0.0490263+0.0219218j 0.0944438+0.0177028j -0.0167016+0.113747j 0.0109417-0.030347j -0.0774883+0.0475217j 0.054798+0.0316787j -0.0299412-0.0569265j -0.0180221-0.00616056j 0.00152117-0.0270208j 0.0243836+0.0115431j -0.000619024-0.00421441j 0.00382645-0.00466833j -0.0248113+0.0231688j -0.0299032+0.00691299j 0.0176522-0.0485316j -0.0373991+0.0291527j -0.0190228-0.0582287j -0.0139568-0.0546145j -0.0166966+0.0279153j 0.0035663+0.010066j 0.00705259+0.0700001j 0.0164445+0.0171189j -0.00479946+0.0287323j -0.0098573+0.0262414j -0.00194365-0.0381869j 0.00235071-0.0147979j 0.00522542-0.010157j 0.00374026+0.0247015j 0.00803338-0.0265535j 0.0197609-0.00520447j 0.0423197+0.0234724j 0.0232958-0.0541043j 
0.00322317-0.0235402j -0.00351468-0.00592052j -0.037621+0.0783269j 0.013186-0.0167752j -0.00674425-0.0226809j -0.0305146+0.00763282j 0.0288333-0.0527519j -0.152271+0.0649387j 0.00423757-0.0618731j -0.094033-0.108922j 0.0202946-0.126828j -0.0649418-0.0165143j -0.00422272+0.0442568j 0.0758306-0.0609831j 0.0490347+0.0781595j 0.0188036+0.0233373j 0.0204172-0.0082384j 0.0669792+0.0579877j -0.0357718-0.109494j 0.04684+0.00137978j -0.0032625-0.0194642j -0.130937-0.0142803j -0.0549781-0.0136649j -0.064824+0.00301687j -0.0538767+0.141654j -0.000870464-0.0613228j -0.0471976+0.078432j 0.0502376+0.00770164j -0.00300497+0.0471136j -0.00612211+0.00758879j -0.0038585+0.0521772j 0.0482645-0.0421219j -0.040416-0.00696789j 0.00770125-0.0809203j -0.034813-0.00655136j 0.0676974+0.020255j 0.0558044+0.0467535j 0.0467662-0.0259518j 0.0284595+0.0222509j -0.0450539+0.0506444j 0.0168029-0.0401003j 0.0162643+0.066455j -0.00258745+0.138842j 0.0411598+0.0105514j 0.0196561-0.129916j -0.0336258+0.0165305j 0.00122866+0.0920018j -0.0133738+0.0604983j -0.0593405+0.215608j 0.0939322-0.0835449j -0.0899645+0.0833002j -0.0447203-0.0319408j -0.0621495-0.0113638j 0.0641434-0.0859424j 0.00838347+0.0972299j -0.0257239+0.0232385j 0.0135975-0.0128156j 0.0503057-0.0156785j -0.0514587+0.0613362j -0.0252805-0.0388913j -0.00261377-0.072826j -0.00307817-0.0261869j -0.0014919-0.0115904j -0.0247607+0.0433288j 0.0382199-0.0466095j 0.00173306-0.0240903j -0.00305118-0.0544969j -0.00816681-0.0370117j 0.00433155-0.00759103j 0.0247059+0.0108197j 0.0184545-0.0128738j 0.00554274-0.00289609j -0.0159987+0.0148182j -0.0100797+0.0189975j -0.0378406-0.0264377j -0.0056251+0.0131307j -0.0288725+0.000938645j 0.0147685-0.0130756j 0.00563031+0.0187803j -0.0197671-0.0365601j 0.0124871-0.0324085j -0.0107805+0.00958273j -0.00505275-0.0277417j 0.0148426+0.00193662j -0.00779659-0.00302185j 0.00491497-0.00951893j -0.01341+0.00756387j -0.0137201-0.0376293j 0.00251036+0.000439712j -0.011826-0.0252763j -0.00145122+0.0230969j 0.00812558-0.00231796j 
0.00558993+0.0100405j 0.00742015-0.0151294j 0.0499459-0.0165392j -0.0174665-0.0135291j 0.00159942+0.0345412j -0.0759266-0.00947127j 0.0421993+0.0263355j 0.0066159+0.0464133j -0.0135821-0.105558j -0.115711+0.0929052j -0.045572-0.037968j 0.0126879+0.119847j -0.22717-0.0294839j 0.0648636+0.0279573j 0.0149038+0.0124134j 0.128838-0.0258282j 0.104818+0.00283418j 0.0367447-0.0408008j 0.159622+0.0359951j 0.022455+0.0545211j -0.0634951+0.0708203j 0.0200137+0.0155266j -0.02209+0.0224813j 0.0128131+0.0448087j -0.0498146-0.0626883j -0.0363733-0.027354j -0.0335659+0.00283678j -0.00675383-0.0462655j 0.0337186-0.0181947j 0.00107133-0.0488038j 0.0244767+0.0234684j -0.0462747-0.0450603j 0.0363872+0.0212448j -0.0316047-0.061418j -0.0347415+0.0188854j -0.00959926-0.0638554j -0.0390405-0.0661264j 0.0563873+0.0205168j 0.0613101-0.00942381j -0.114168-0.04328j 0.050933-0.0301013j -0.0186457+0.151382j -0.0368478-0.0730277j 0.0149272-0.107265j 0.0234219-0.0553969j -0.0256925+0.0230026j 0.0353425-0.0871532j -0.0835685+0.145747j 0.0707372+0.0604183j 0.130792-0.0818038j 0.132015+0.0198946j -0.0366335-0.0374767j -0.0359242+0.120622j 0.0792871-0.0981364j 0.0229276+0.0196579j 0.054112-0.0257432j -0.0156722-0.00255436j 0.0313703+0.0250907j -0.00422159+0.0468718j 0.083456-0.0626577j -0.0718449+0.0184109j -0.0107892+0.0189573j 0.0124173+0.0431849j -0.0212898+0.0668445j -0.0492213+0.0254255j -0.0351305-0.00677121j -0.0280138+0.00328354j 0.0177032-0.00184422j -0.00998076-0.0119023j -0.0218453-0.00552251j -0.00559526-0.000464742j 0.0147219+0.0289528j 0.0196264+0.00430317j -0.00456748-0.0119249j 0.018275-0.00451381j 0.033769-0.0624463j 0.0220957-0.0100481j -0.00357125+0.0130675j -0.00130643-0.0116257j 0.0149936-0.0227134j 0.00932485+0.00210317j 0.0283456+0.0148824j -0.00117935+0.00715279j -0.000838407-0.015683j 0.0121473+0.0145471j -0.015753+0.0152376j 0.02068-0.0132838j 0.00950027-0.00410078j -0.000336827+0.0024001j 0.00397753-0.014467j 0.00358679+0.00832571j 0.0037928-0.0069802j 
0.0122176-0.00853595j 0.0115417-0.00138958j 0.125804-0.151082j -0.00558378-0.0180332j -0.0545103+0.129486j 0.0362715-0.0382936j 0.0314575-0.0189667j 0.028115+0.0614751j 0.00482271+0.0546526j -0.09014-0.00558235j 0.0904528+0.0224761j 0.00887974-0.0330867j 0.0126683-0.0962427j -0.0333386+0.0292174j -0.0532553+0.0640063j 0.0417527+0.000212801j -0.002783-0.0985261j 0.0668297-0.0467314j 0.0525311-0.117581j 0.0909859+0.0270489j 0.0212645+0.0103688j 0.00535542-0.00971394j -0.000346824+0.0328199j 0.0347692+0.0615462j -0.0498992-0.00309755j 0.04835-0.0224749j -0.0138736+0.000969289j 0.023078-0.0417671j 0.014388-0.0183075j 0.0592904+0.030928j -0.0181938+0.0249791j 0.051586-0.0348112j -0.0170155+0.0280162j 0.00327708+0.0159914j 0.0542635+0.0459333j 0.0381768-0.0335775j 0.0567663+0.0072265j -0.0382782-0.0447562j -0.093243-0.0308498j -0.0259977-0.0167292j 0.0908786+0.0212691j -0.0374883-0.0319276j -0.0718144-0.067668j 0.00351128+0.00484616j 0.00719789+0.0887917j 0.00704342-0.0528617j 0.0425949+0.0344799j 0.0178066-0.024459j 0.140409-0.0093638j -0.0768737-0.0116786j 0.0278711+0.0305691j 0.0339241+0.00282135j 0.0224807-0.0255271j -0.0495468+0.0572528j 0.0831015-0.0326316j -0.0330726+0.00143306j -0.00847286+0.00906809j -0.0463153+0.00428978j 0.0884137+0.0277728j -0.00722953+0.00354603j -0.0433957-0.0230467j -0.0390704-0.0181174j -0.0358599+0.0465831j -0.0092802+0.0127906j 0.0559127+0.0289239j 0.0249389-0.0125506j 0.00158937-0.0143497j -0.00672681+0.0219582j -0.0034402+0.000771855j 0.0364454+0.0303761j -0.0198738+0.00920829j 0.0197033+0.0258973j 0.00322352-0.00427874j -0.0270612-0.00281272j -0.0625094-0.016871j 0.0144498-0.0379942j -0.0563541-0.00646676j -0.0242985+0.00860848j 0.0229924-0.00302076j -0.00449244-0.000227751j -0.00118318+0.00273059j -0.00124899+0.0227434j -0.000185539+0.00805752j 0.0232528+0.0047598j -0.0363216+0.00846705j 0.00506681-0.00999422j 0.00475149+0.0101317j 0.000908789-0.00924585j 0.000580761+0.0116885j -0.00854568-0.0199495j 0.00381891+0.00633131j -0.00212864-0.00818249j 
-0.0145642-0.0112849j 0.0212223+0.0164404j 0.0920461+0.0342517j -0.0233904-0.061784j 0.0233007+0.00813512j 0.0719315-0.00929124j -0.026101-0.0453457j -0.0697682-0.0149545j -0.0367273+0.0258601j 0.0332403+0.0394621j 0.0733206+0.120898j 0.0125936-0.142557j 0.0420442-0.0784387j 0.135193+0.0658053j 0.0549365-0.0115181j 0.118909-0.0191406j 0.00848295-0.0235777j -0.094204-0.0527428j 0.0797446-0.0372819j -0.0270651+0.0207557j -0.0671961+0.0592559j 0.0743722+0.0393452j -0.00164936+0.0350942j 0.00248316-0.0341364j -0.0852318+0.0540904j 0.0250651+0.0469947j -0.0688487-0.169864j 0.0280711+0.00838588j 0.0233043+0.019462j -0.0234515+0.0595744j -0.0173478-0.0133589j -0.0761826-0.0395977j 0.0140535+0.0283394j -0.0257172-0.0187244j 0.0370261+0.0218658j 0.0239856+0.015365j 0.0155099+0.0131515j 0.0158304+0.0215301j 0.153843+0.116244j 0.0167843+0.100838j -0.0782351-0.124649j -0.0147175+0.0923533j -0.0145582+0.0794546j -0.0798946-0.0525504j -0.0772899-0.16348j 0.105306+0.0321072j -0.00101079-0.029329j 0.00487772+0.102173j 0.0841726-0.00617303j -0.016834-0.0847309j 0.083334-0.0323591j 0.0455844-0.0630396j -0.0570127-0.0624001j 0.0634003-0.0140193j -0.0380793-0.0251956j 0.0126193+0.0509615j 0.00787593+0.08795j -0.0379663-0.0723066j 0.0553923-0.117112j 0.0332762+0.0539262j 0.0333686+0.0405579j -0.0908128-0.0052871j 0.0144549-0.165973j 0.0134533-0.0810178j 0.0451141-0.0227086j 0.00937449+0.0180895j 0.0472337+0.057943j 0.0270586+0.0360403j -0.0205674-0.0250169j 0.00397218-0.00422917j 0.0240154-0.0107416j -0.0373915-0.00271056j -0.01134-0.0143696j 0.00587393-0.0156335j -0.00966999-0.00323055j -0.0116892-0.0210805j -0.00801968+0.00680078j -0.0194163+0.0316793j -0.0130087-0.0115264j -0.0258366+0.0106568j -0.00495744-0.00584788j -0.0040111+0.00760757j -0.00175787-0.0200266j 0.00628722-0.00221863j -0.00346026-0.0172522j 0.0120205+0.0268869j 0.0158203+0.00757887j 0.0259254+0.0293372j -0.00158074-0.00325023j 0.011658+0.0528641j -0.0309273-0.0420281j -0.0355595+0.0341963j 
0.0215508+0.0180873j 0.0297046-0.00721564j 0.143606+0.0392625j -0.0393658-0.0660732j -0.101177+0.012829j -0.0415783+0.0283573j -0.00036808-0.0284745j 0.0838779+0.0496448j -0.0105435+0.00851838j 0.0961592+0.131607j -0.00248116+0.0646235j -0.124012+0.0336425j 0.0920716-0.155943j -0.0694604+0.0653275j -0.0372613+0.0372403j -0.11162-0.0335261j -0.0355616-0.0188208j -0.0325676-0.048137j 0.0378304-0.0133443j -0.0531905-0.0345159j 0.000885933+0.0122057j 0.00327465+0.149693j 0.0183414+0.112268j 0.0202035+0.0306481j 0.00702741+0.0471686j 0.0205601+0.0277599j 0.0218021-0.0271776j 0.0042287-0.00229286j 0.0358574+0.0467822j 0.0102753+0.0636483j -0.045229-0.01257j -0.0730835-0.0339608j 0.0175362+0.0181982j 0.0640701-0.117481j -0.011666-0.00920874j 0.0412787-0.0112488j 0.0876497-0.0597631j 0.00975588-0.0237231j 0.0237054-0.062352j 0.187004-0.0654135j -0.102594+0.098556j -0.0368911-0.0664235j -0.0168925+0.0770312j 0.0556382+0.036896j -0.0161638-0.0494757j -0.0611424+0.0375329j -0.0450102+0.104761j -0.0287221-0.134632j -0.1256+0.0695733j -0.0518429-0.0247057j -0.0347257-0.0403053j 0.0416801-0.0633223j -0.0177571-0.0503532j 0.00190071-0.061555j 0.0491398+0.059756j -0.0260974+0.0487223j 0.0189204-0.0171138j -0.0697191-0.0053141j 0.0143189-0.00809147j 0.00802713-0.016557j -0.0262829-0.0588845j -0.0121183-0.010588j 0.0102404-0.00904466j -0.0577224-0.0026502j -0.00813654-0.0342138j -0.000817427-0.000901428j -0.0157215-0.0594624j -0.00496463+0.0082058j -0.0201802-0.0374202j -0.0197844+0.0275434j 0.00740613-0.0131073j -0.0118477-0.0141148j -0.0011069+0.00538837j 0.012595+0.0217891j -0.00405595-0.0787191j 0.0734203+0.0713548j -0.00611487-0.0575669j -0.0195172+0.0186588j 0.0320461+0.0118986j -0.0119455-0.0204563j 0.0276591-0.0206195j -0.00996541-0.00726398j 0.00225542+0.0142555j 0.0151296+0.00499709j -0.0068116-0.00985489j -0.00439149-0.0198871j -0.0103915+0.00156547j 0.00612736-0.00595386j -0.00378249-0.00919233j -0.00181894+0.00211886j 0.00468369+0.0178483j 0.00268484+0.000426648j 
0.000591852+0.0304305j 0.0186156+0.0259044j -0.00997965+0.00877542j -0.0270972-0.0185437j 0.0155137-0.0707854j 0.136105-0.00261268j -0.00270161+0.0529692j -0.0464734+0.0850004j -0.0402356+0.0892295j -0.156718+0.132344j 0.0486458+0.0720859j 0.0440242-0.0659983j -0.0830928+0.0404595j -0.0706806+0.0487602j -0.0426122-0.124387j -0.0238975+0.00316675j 0.213162-0.0623721j 0.123582-0.0867215j 0.0183792-0.151982j -0.00161711+0.0460087j 0.0766978+0.0592005j 0.0859323+0.0338494j -0.0490852+0.0580099j -0.0117083-0.0129501j -0.00559139+0.00404163j 0.0272966+0.0140171j 0.00416659+0.0250772j -0.010241+0.0245711j -0.0244917-0.0160108j 0.0204282-0.0377821j 0.0445657-0.0383359j -0.0449375-0.00462579j -0.00513076+0.015573j 0.0213929+0.0106996j -0.0191244-0.0389585j -0.0419602-0.0346022j -0.057719+0.0260931j -0.0122515+0.00738266j -0.044961+0.0427193j 0.0430415+0.0500629j -0.0506599-0.0602535j 0.0373067-0.0171174j 0.070035+0.130734j -0.0186782+0.0669156j 0.0402856+0.0243405j -0.0211201+0.00706924j 0.0248332+0.0679545j -0.0560801+0.0338433j 0.0142354+0.0479034j -0.0144454+0.00766202j -0.000880753+0.0298113j -0.0517346+0.0346592j -0.0166332-0.0101971j -0.0198682+0.0145865j -0.0595055+0.0367967j 0.0210834-0.0142269j 0.0267518-0.000369021j 0.0432694-0.0288183j 0.00646282-0.0210763j 0.0437908+0.0012765j 0.0180929+0.0249761j 0.0545708-0.0434208j -0.0231102-0.0151835j -0.0242144-0.0202824j -0.0320992+0.0172132j -0.024147+0.00385857j 0.0185639-0.0259203j 0.0119934+0.00886933j 0.00288738-0.0171125j -0.024117-0.0136041j -0.0020448-0.00848526j -0.00818411-0.00211825j 0.00898569+0.0159305j -0.000305248+0.00958214j 0.0279375+0.0304518j 0.0442388+0.0472312j 0.0338342+0.0302208j 0.00529974-0.0167738j 0.00882498+0.0138141j -0.0076965+0.0045929j 0.000248132+0.00274465j -0.0197534-0.0189785j -0.00587349-0.0205034j 0.00550256-0.0394554j 0.0173332+0.00714094j -0.0181882-0.00735179j -0.00917591+0.00391971j -0.00108117+0.00271022j 0.00891338-0.0108867j 0.00704097+0.000116611j -0.00814602+0.00420039j 0.0110709+0.00777807j 
