0.00972224+0.00147573j -0.000876508+0.010797j 0.00265851+0.0111611j -0.0109344-0.000139898j -0.00103457+0.00336798j 0.00103976+0.00536009j 0.00903911-0.00213412j 0.00267655+0.0011574j -0.00110609-0.00346674j -0.00200894+0.002852j 0.00100144-0.00224081j -0.00115227+0.00704336j 0.0096462-0.00348503j 0.00177814+0.00509253j -0.00138287-0.00551277j 0.00101321-0.000200693j -0.00275945-0.00126097j 0.000544646-0.000294416j -0.00103297+0.00210805j -0.00240666+0.00241921j -0.00695364+0.00346572j 0.00194843-0.00126522j 0.0012999-0.006194j 0.00133487-0.00272906j -0.00457311-0.00836086j -0.00615258-0.00136021j -0.00681982-0.00103563j -0.00445129+0.00542972j 0.00235957-0.00379506j -0.00270797+0.000461261j 0.00106901+0.000951593j -0.0038937+0.00665397j -0.00499841+0.00449184j -0.00156649+0.00725491j 0.0043348-0.000769638j 0.00632994-0.00173395j -0.00532185-0.0014798j 0.000896478-0.00511416j 0.000417979-0.00944808j -0.00207697-0.00132721j -0.00515034+0.00171647j 0.0020197+0.00750347j 0.000609114-0.00481149j -0.00308167-0.00365667j -0.00143827-0.00571739j 0.00311033-0.00919287j -0.00713218-0.00369024j -0.00828152-0.00333078j -0.00325866+0.00670315j 0.00104423+0.00212477j 0.00500331-0.000839749j -0.00952067+0.00546622j 0.00520673+0.00342055j 0.00489603+1.15835e-05j 0.00981638+0.00270405j -0.00123396-0.0061568j -0.00500992+0.000671379j -0.00389048+0.000769858j 0.0119592+0.0039698j 0.0138082-0.0137872j -0.00461376-0.00981647j -0.0129028-0.0051528j -0.00839202+0.0050477j 0.0124105+0.0057753j 0.00538027+0.00312028j -0.00563387-0.00427255j -0.00922357+0.00789244j 0.000953719-0.00794292j 0.00819205+0.0125232j -0.0158428+0.00548524j -0.0383795+0.00510103j 0.00275621+0.037709j 
-0.00778522+0.00303047j 0.0032573+0.00364031j -0.00440533+0.00377429j -0.00122458+0.00447139j -0.00346061+0.000123891j 0.00502797-2.41207e-05j 9.82667e-05-0.0066707j -0.00160503-0.0101301j -0.00762958-0.00444684j -0.00871206+0.00583652j 0.0107491-0.000400517j 0.000509969-0.00727014j -0.00226773-0.00334537j -0.00134444-0.0129539j -0.0118517+0.0039024j -0.00338058-0.00649797j -0.000265269-0.0132728j -0.0148942-0.023542j -0.00368228+0.0105244j 0.0137229-0.00509941j -0.00293257-0.00383057j -0.0140775-0.00562939j -0.0169904-0.00795301j 0.00241422-0.00357985j -0.00391604+0.00491641j -0.00409911+0.00542028j -0.00677253-0.00839531j -0.00256083+0.0106933j -0.00536347+0.00673276j 0.00286181-0.0120866j -0.00617097-0.0099308j 0.00596153-0.00567025j 0.00298386-0.00292832j -0.00446538+0.00675073j 0.000261534-0.00394144j -0.00416855-0.00441491j 0.00189934-0.00441651j 0.00114646+0.00239663j -0.000566422-0.0118646j 0.00876622-0.00322627j -0.00732221-0.00107756j -0.000997991-0.0025914j -0.0066847-0.00656182j 0.00456487+0.000820666j -0.0039939+0.0107018j -0.00161041+0.00918914j -0.0130181-0.000949675j 0.00176445-0.000374695j -0.00688491-3.5234e-05j 0.00307479+0.00534045j -0.00105682+0.00369941j 0.00870649-0.00139359j -0.00299103+8.51432e-05j 0.000392718-0.000222644j -0.00483663-0.0016493j -0.00794321+0.000416883j -0.000204119-0.000878493j -0.000838637-0.00310599j -0.00341065+0.00397097j 0.000118555+0.00233041j -0.0014345-0.00682895j 0.00183374+0.00211522j 0.00573246-0.00292955j -0.00146213-0.00302665j 0.00333873+0.00130009j 0.00192241-0.00013853j -0.0030236-0.000363399j -0.00282619+0.0014098j -0.00152592+0.000136057j 0.00407366-0.000361777j 0.000254734+0.00502735j -0.000597089+0.00391262j 
0.000284981+0.00280443j -0.00183752+0.00647156j -0.00211959-0.00115394j -0.00613956+0.010553j -0.0022506-0.0212009j -0.00845953-0.00738827j -0.000743926+0.00156759j 0.0135573-0.0099608j -0.00898576+0.0017418j -0.00237146+0.0105867j 0.00630874+0.00946339j 0.00593878-0.00300391j -0.00367901+0.0183977j 0.00382742-0.00572133j -0.00138073+0.0229489j 0.00252246+0.00552982j 0.00207793+0.00182873j -0.00792455-0.000586025j -0.00681785+0.00986084j 0.00963726+0.00650155j 0.0109071-0.00168305j 0.0118678-0.00729592j -0.000939562-0.00651846j 0.00787823-0.000772983j 0.00369537-0.00427475j -0.00705151-0.00238163j -0.000137975-0.00327643j -0.00363892-0.00871626j -0.00301088-0.00276887j -0.00423444+0.00426197j 0.00575017-0.000153398j -0.00284257+0.00435495j -0.00183847-0.00109276j 0.00170878-0.0100182j -0.00259502+0.00938826j 0.000437187+0.000498475j -0.00655981+0.0076493j 0.000681398+0.00655629j 0.00230128+0.00129766j 5.41021e-05+0.00664847j 0.00417213-0.00449358j 0.00144988+0.00711317j 0.00353764+0.00696533j -0.00674392+0.000340152j -0.00319407+0.00395165j 0.00226255-0.00659583j 0.00117135-0.000682483j 0.00606818+0.00245772j -0.00188979+0.000929624j -0.00275514-0.00141402j 0.00352033+0.000578112j -0.00639804+0.0042155j -0.0027078+0.00283908j -0.000729863+0.00115866j 0.00414221-0.00355809j -0.000359846-0.00677897j -0.00249062-0.000997339j -0.00475067-0.00293641j 0.00237074-0.00149712j -0.00548155-0.00491695j -0.00110821+0.00482849j -0.0034926-0.0036132j -0.00730536+0.00639663j 0.00679403-0.00141887j 0.000252399-0.00231855j -0.00157636-0.00178601j 3.13463e-07-0.00408972j 0.00559148-0.00358276j 0.000498838+0.000225381j -0.00642633-0.00160816j 0.00284073-0.00237733j 0.00056238-0.00237557j 
-0.00146574+0.00244501j -0.00126316+0.00831109j -0.00707895+0.00640527j -0.000505829+0.00420755j -0.00770345-0.00722951j 0.00297478+0.0106233j 0.00566491-0.00565398j 0.00152764-0.00637408j -0.0100788+0.000901513j -0.00904647+0.000719587j 0.000505256+0.0119845j 0.00105169+0.00359502j 0.00436697+0.00557657j 0.00269803+0.00289027j -0.00372677-0.00427475j -0.00941208-0.000874592j -0.00685036+0.00224557j -0.0143282-0.00732666j 0.00429558-0.0121585j 0.0081727+0.0181348j 0.010619+0.0170664j -0.00508151+0.00860819j -0.00935773+0.000232343j -0.00972901-0.0022597j 0.0147576+0.0122693j 0.00239296-0.00367076j 0.00546037+0.00891141j 0.0015762-0.00833502j 0.00518654-0.00201289j -0.00719769-0.000789309j -0.00250983+0.00199377j -0.0107095-0.00455717j 0.00257915+0.00431566j 0.00975732+0.00313565j -0.000486691+0.00267525j 0.00483074-0.0064003j -0.0013111-0.00443146j 0.00597873-0.00357758j 0.00250608+0.00291258j -0.00558558+0.00361477j 0.000720459+0.00608717j 0.000120429-0.00280688j -0.00253606+0.00095607j 0.00521493-0.00821021j -0.000857884-0.0112673j 0.0114448+0.00656376j -0.00684289-0.0118482j -0.00698201-0.0049292j 0.00201719+0.00252974j 0.00424267+0.00460827j -0.0051948-0.00672386j 0.00151043-0.000183095j -0.00338556-0.0108394j -0.00812182-0.00310386j -0.00715028-0.00344099j 0.00576649-0.00307641j 0.000194106-0.00483258j -0.00166833-0.00671277j -2.20721e-05+0.00149763j -0.00169036+0.00864537j 0.000684945-0.0119152j 0.00172146+0.00349458j 0.000236601+0.00272643j -0.00102723+0.00194188j 0.00415757+0.0035974j 0.00135583-0.00508853j -0.00522119+0.00210167j -0.000667024-0.000501476j -0.00236972+0.00131488j -0.00102159-0.000279972j 0.00283103+0.00394577j 0.000792811-0.00356508j 
0.00465846+0.0066308j 0.00523347-0.00710892j -0.00466107+0.00549533j -0.000207532+0.0067279j -0.011425+0.00434102j 0.00905695+0.00868933j 0.000748957-0.00168858j 0.0042219-0.0127135j 0.000211125-0.00950963j -0.00677959+0.000640654j -0.00377439-0.00261938j -0.000965271+0.0109182j -0.00546132+0.00350557j -0.0110254-0.00438593j -0.00347811+0.00382341j 0.00247726-0.020612j -0.00901408+0.0140708j 0.004177+0.00190784j 0.00421826+0.00515765j 0.0161754+0.00518611j -0.00607227-0.00676333j 0.00651746-0.00811985j -0.00393413+0.0203141j -0.000653852-0.000115559j -0.00673465-0.00420314j 0.00802981-0.00850297j -0.00304674-0.000675309j 0.000929174-0.0065168j -0.00825911+0.00755261j -0.00196224+0.000460554j -0.00891673+0.00467759j 0.00208071+0.0113337j -0.0125233-0.00314746j -0.00952991-0.0123891j 0.00297277-0.00209685j -0.00278882-0.00136154j 0.00450755+0.00426203j 0.00224571-0.00776443j 0.00168093-0.00130483j 0.0140411-0.0041005j -0.0015619+0.00138824j -0.000524456-0.00318322j -0.00402031-0.000132612j 0.00482328+0.00222491j 0.00935797+0.00137529j -0.00731261-0.00421446j -0.00372062+0.00564265j -0.00250462+0.00137615j 0.000294489-0.00427994j -0.00186992+0.00251163j 0.00138367+0.00269275j 0.000684725+0.0018552j 0.0025183+0.00780398j 0.000412059-0.00155059j -0.0057056+0.00289429j 0.000176362-0.00179366j 0.00104007+0.00195116j -0.00141324+0.00287042j 6.00879e-07-0.00101497j -0.00145745+0.00499807j 0.000298054+0.00219615j -0.00103702+0.00561142j 0.00166762-0.0027396j 0.000525785-0.00342759j 0.00265903-0.00322425j 0.00014131+0.00458732j -0.000674137+0.00169394j 0.00114771+0.0019444j -0.00192043-0.00670535j 0.00148789+0.00458268j -0.000710622-0.00275749j 0.00113241+0.00590845j 
0.000632631-0.000119433j -0.00594143+0.00534113j -0.00141229-0.00508762j -0.0133591-0.0053357j 0.00133837-0.00672259j -0.00294706-0.0111208j -0.00997928+0.00481812j 0.00216728+0.0144559j -0.0116512-0.00168741j 0.00555842+0.00943613j -0.00563542-0.0153986j -0.0108715-0.0178233j -0.00336955+0.00285594j 0.0176337-0.000192312j 0.000275844-0.00770747j 0.00492983+0.00767088j 0.00242677-0.0190587j 0.00642148-0.00553674j -0.00243689-0.0053772j -0.0214571-0.00246797j 0.0158787+0.00908067j -0.00354072+0.00118714j -0.00168152-0.0142026j -0.00365354+0.00654484j 0.00587962+0.00945207j 0.00897095-0.00253198j -0.00409688+0.000662895j 0.000331193+0.00311498j -0.00192378-0.00298001j 2.8373e-05-0.00226142j 0.00225863+0.0029146j -8.58006e-06-0.00965782j 0.00783749-0.00262761j 0.0085426+0.00163381j -0.00340805-0.00137561j 0.00201891+0.00149272j 0.00111285-0.00146429j 0.00372312+0.00110811j 0.00152017+0.00205096j -0.00338156+0.00555115j 0.0032784-0.000275964j 0.00449217-0.00794626j 0.000863209-0.00739097j 0.00222508+0.00838734j -0.00258948+0.00749041j 0.00206125+0.00211834j 0.000364436-0.00481329j 0.000898227-0.0027193j 0.00391591-0.00129121j 0.00217365-0.000815099j 0.000333162+0.00174878j -0.000604703+0.00399746j 0.000823749-0.00318897j 0.00428874-0.00453217j 0.00194973-0.00112104j -3.19173e-05+0.00192385j 8.97605e-05-0.000206589j -0.00148298-0.00134953j -0.00111004+0.00306733j -0.000199054-0.000993867j 0.0016803-0.00216001j 0.00315666+1.79401e-05j 0.00289931-0.000893832j 0.00908885+0.00231568j -0.00338128+0.000221005j 0.00331137-0.00416855j 0.00728632+0.0018671j 0.00182992+0.00458387j 0.00249516+0.00346247j -0.00486899-0.00267209j 0.00190697+0.000963509j 0.00145918-0.00117362j 
-0.000913625-0.000888295j -0.00567995-0.00235531j 0.000157351+0.00398327j 0.00401438-0.00875474j -0.00246259+0.0116564j 0.00624027-0.00610463j 0.0107545+0.00016093j -0.00574077-0.00735456j 0.0073624-0.00296534j -0.00135951-0.0137832j -0.00680688-0.00678514j -0.00374476-0.0107221j -0.00864788-0.00542208j 0.00807778+0.00121718j -0.0130347-0.00362194j -0.00616247+0.0136788j 0.0111057-0.00849427j -0.0120627+0.0142526j -0.00575296-0.0145265j 0.0242976-0.0167864j -0.0195314+0.01049j -0.00503828+0.00604704j -0.0167715-0.00362483j 0.019459-0.00625239j 0.00366394-0.00513761j -0.00372374+0.0102329j 0.00583481+0.0140284j -0.00395685-0.00998867j -0.00225369+0.00381642j 0.00571474+0.00189077j 0.00147358-0.00480323j 0.0102585+0.00960672j 0.0026914+0.00859209j -0.00850396-0.004111j -0.0023623-0.00252543j -0.0082611+0.00257197j -0.00834608+0.00205323j 0.00165794+0.00132369j -0.00208158+0.00310946j 0.00686569+0.00255596j -0.00524353+0.00398695j -0.000141588+0.0063691j -0.0118043+0.00227331j -0.00757146-0.000742874j -0.00382005-0.00842409j 0.00481678-0.00273921j -0.00335838+0.0054842j 0.00223037+0.00490215j -0.00722123+0.00648314j 0.00492473-0.00691714j -0.00547491-0.00301357j -0.000482327-0.00256662j -0.00372213-0.000291384j -0.00499383+0.00506347j 0.000533135+0.00173379j -0.00106415+0.00290766j 0.00200842+0.00301151j -0.00780508-0.00474217j -0.00202097-0.000759787j -0.00151622-0.00275733j -0.00469177+0.00189133j -0.00580563-0.00382266j -0.0078118+0.00149407j -0.00383518+0.00432932j 0.00365171-0.00545855j -0.00337083-0.00478372j -0.00441233-0.00590574j -0.00440563-0.00034517j 0.00010853-0.000754887j -0.000155297-0.000682278j -0.000426873-0.000936188j 0.00250005-0.00772417j 
-0.00446352-0.000664024j 0.000833554+0.00134117j -0.00602864-0.00314451j -0.00602722+0.00369715j -0.00387219-0.0162713j 0.00516893-0.0100672j 0.00493385-0.00529855j 0.00554672+0.015164j -0.0197114+0.00251279j 0.011797+0.00360638j 0.0114189+0.00300362j 0.000234385+0.00941715j -0.00625989-0.026427j 0.0075176+0.0112544j 0.0218741+0.0115718j 0.0115338-0.0140809j -0.0212564-0.00803462j 0.00757462+0.00974953j -0.00356119-0.0103229j 0.0112083-0.00166675j -0.00425788+0.000848151j 0.00172986+0.00390468j -0.0229486-0.000705799j 0.00881096+0.0130638j -0.00505783-0.00238407j -0.00691676-0.00386076j 0.00543789-0.0130421j -0.00115946-0.00216308j -0.0028535-0.00369269j 0.00851731+0.00904404j -0.00141982-0.00168079j 0.00274937+0.00925979j -0.00474778-0.00343709j -0.000471374+0.0069187j 0.00598992-0.00325j -0.000271464-0.00292142j 0.00383854+0.0036787j 0.00145782-0.000150834j 0.0024062+0.00612994j 0.00856657-0.000530342j -0.00349402+0.0105685j 0.00577296+0.00300178j -0.00711246+0.00132942j 0.00258776-0.00393825j -0.00471481-0.00323376j -0.00397864+0.00163845j 0.00348774+0.000149229j -0.00413282+0.00170084j -0.000425316-0.000169189j -0.00114041-0.00679798j -0.00200578-0.00340618j 0.00399699-0.00162328j -0.0066209-0.00148801j -8.22884e-05+0.00317495j -0.0037069-0.00705191j 0.00237809+0.00628546j 0.00130264-0.00103358j 0.00296504-0.000446689j -0.000271672+0.00453821j -0.00386434-0.00130048j 0.000547477+0.00365776j -0.0033001+7.88118e-05j -0.00411656-0.00145535j -0.00256008+0.00201574j -0.00105891+0.00580984j -0.00081765+0.00747724j -0.00407336-0.00470393j 0.00135927+0.00173539j -0.00354354-0.00416589j 0.00160698+0.000603873j 0.000224812+0.00287489j -0.000807995+6.96885e-05j 
0.000398897-0.00366767j -0.000702884-0.00169456j 0.00202497+0.00219916j -0.0055839+0.000727099j -0.00482529+0.0127149j -0.000447343-0.00376732j -0.0011532-0.00461375j -0.0179193-0.000782263j 0.0102945-0.00250613j -0.00948005-0.0063713j 0.00857736+0.00738251j -0.00436136-0.00874177j -0.00105919-0.00544369j 0.0041671-0.0126529j -0.00363094+0.0129808j -0.0064065+0.00929501j 0.0135912+0.00158158j -0.00699132+0.00714964j -0.00507629+0.00763076j -0.00364805-0.0215682j 0.00448673-0.00663039j -0.00755626+0.00421721j -0.00659596+0.00178341j -0.0215485-0.0144273j -0.0119323-0.0144115j -0.00674977+0.0075103j 0.0125844-0.0150938j -0.0126395+0.00818125j 0.0118231-0.000198296j 0.0059796-0.00175166j -0.0055818+0.00410868j -0.00306827+0.00370163j 0.010266-0.00146066j 0.00474322+0.00221515j 0.0104813+0.0031407j -0.00311536-0.00180808j 0.00357318+0.00764258j -0.00575352+0.00286548j -0.000827105-0.00100559j -0.00213111+0.00544241j 0.000351203+0.00767611j 0.0057665-0.00111775j 0.00417381-0.00246605j -0.00119851-0.00669211j -0.00711972+0.000956926j -0.0003267+0.00309168j -0.00251096+0.00328042j -9.0664e-05-0.00412862j 0.00347874-0.000473355j -0.00562673-0.0029221j -0.00370251-0.00132293j 0.00482675-0.00147509j -0.00142238-0.00384285j -0.00441165-0.00140923j 0.00137894-0.00526299j 0.0022603+0.00496434j 0.00497626+0.00362901j 0.00115771+0.00192424j -0.00646401-0.00543028j 0.00820147+0.00120724j -0.00102831+0.00209089j 0.00114203+0.000262543j -0.00146172+0.00393677j 0.00368563+0.0070967j -0.00772305-0.00181632j -4.78624e-05+0.0034451j -0.00200696-3.48744e-05j 0.00329903+0.00395453j -0.00628654+0.00265512j 0.00311162-0.00150263j 0.000255792-0.000799562j -0.00104565-7.81134e-05j 
0.00131561-0.000838321j 0.000263802-0.000788737j -0.0011278-0.00600399j -0.00331493+0.00678313j -0.00533405-0.00374675j 0.00126089-0.00742694j 0.00453116+0.00205718j 0.000741018+0.0021876j -0.00195489+0.0101818j 0.0095543+0.000361746j 0.00232331+0.0183281j -0.0113244-0.0172053j -0.0037243+0.0126437j -0.000231353+0.0164743j 0.00246727+0.00429969j 0.00838857+0.021631j -0.018883+1.13959e-05j -0.0195741-0.00287598j 0.000109762-0.00103451j -0.0063248-0.00363696j 0.00120664-0.008631j 0.0034685-0.00154627j -0.00198811-0.0114982j -0.00399028-0.0185577j -0.00501406-0.00802705j 0.00694615+0.012964j -0.0109972+0.00514261j 0.00840456+0.00579327j -0.000696365+0.00235445j -0.00301807-0.00327284j -0.0108278+0.00199901j -0.000786-0.0171764j -0.00567715+0.00189308j 0.0076131-0.00447976j -0.00541344+0.00824407j -0.00803295-0.00781608j -0.00280745+0.010331j 0.00641993+0.00031957j 0.00168396-0.00838148j 0.00704525-0.00118702j -0.000208474-0.00942802j 0.000520208+0.000101368j -0.00584299-0.00142464j 0.00679732-0.000667696j 0.012949+0.00520883j -0.00284916-0.0018013j -0.00234229+0.00551085j -0.00475274-0.00807116j -0.00104694-0.00598233j 0.00373392+6.51628e-05j -0.000500212+0.00141901j -0.00511031+0.00826156j 0.00978223+0.00557914j -0.0021938-0.00307209j -0.00572036-0.0046375j 0.00550709-0.00314238j 0.00174619+7.95828e-05j -0.00161164+0.00311818j 0.000781648+9.96095e-05j -0.000203241+0.00242756j 0.00408072-0.00444165j -0.00218583+0.00598313j -0.00202505-0.00116837j 0.00133623-0.003767j 0.00141348-0.00435579j -0.00221741-0.0027822j -0.00143274-0.00278976j 0.0041769+0.00752404j 0.000415004-0.00975014j 0.00053133+0.0030893j -0.00139331-0.00249821j -0.00452692+0.00117581j 
-0.00525697+0.00197002j -0.00157437-0.00115911j 0.00173837+0.000209092j -0.00202806+0.000484685j -0.00519191-0.00487324j 0.00745147-0.00164001j -0.00255279+0.00976471j 0.00798542-0.0171821j 0.00628001-0.0269205j 0.0119964-0.00522248j -0.00563318-0.019162j 0.00664816-0.0191037j -0.00526658-0.0180501j -0.000662181+0.00327136j -0.0168902-0.00112169j 0.00624834-0.00548196j -0.0155316+0.0242111j 0.00333975-0.000123439j 0.00612326+0.000852555j -0.0110767-0.00151424j 0.0228097-0.0133376j 0.0166035-0.0104422j 0.000730882-0.00487708j -0.00504053-0.00278524j 0.00382445+0.00292764j -0.00882658+0.013119j 0.00702981-0.0106818j 0.00157296+0.0046108j -0.00543122+0.00902067j -0.006811+0.0142053j 0.00411655-0.0028583j -0.00824511+0.0122133j -0.00899284+0.00465269j 0.00868005-0.00166662j 0.00307575-0.00334276j 0.015154-0.00833044j -0.00425212-0.00312546j -0.00283376+0.0110264j 0.00727427-0.00410744j 0.0038674-0.00545162j 0.000413252+0.0112576j -0.00359767+0.00959511j 0.00276177-0.0113057j 0.00605194-0.00567536j 0.00224286-0.0015317j 0.00103227+0.00641136j -0.00211564+0.00296795j -0.00268974-0.00509051j 0.00178992+9.76899e-05j 0.00205319+0.00210729j 0.00408304+0.000208254j -0.00155761+0.00288177j -0.0036745-0.00222052j 0.000901503-0.00315926j -0.00103895+0.00245692j 0.0008539-0.00145434j -0.000905349-0.0022339j 0.00512754-0.00390035j 0.00259121+0.00113073j -0.00461057-0.0015272j 0.00086853-0.000348392j -0.000609206+0.00199501j -0.00241863-0.00344495j -0.00130758+0.00534075j 0.00459651-0.00294829j 0.00239203+0.000848451j 0.000945185-0.000699764j 0.00261379+0.00127695j -0.000546449+0.000624066j -0.00115547-0.00547565j -1.52276e-05+0.00234368j 0.000962936-0.00150728j 
-0.000886409-0.00117229j -0.00102106+0.00532612j -0.00177712-0.00501043j -0.00115251+0.00225263j -0.00326521+0.00436039j 0.00337792+0.000697504j 0.00147386+0.00514711j -0.00771599-0.00330075j 0.0104358+0.00675967j 0.00420578+0.00264527j 0.00134019-0.00926154j 0.00377167+0.0174088j 0.0171108-0.00259025j 0.00109207+0.0210467j 0.0014722+0.0149088j -0.0157759-0.00443203j 0.00204624+0.000385766j -0.00322221+0.0149967j -0.0200581-0.00511132j -0.00371387-0.0056535j 0.00463751-0.00733777j -0.00313407-0.00243493j 0.0044164+0.000279082j 0.00512817+0.00685598j -0.00443154+0.0115995j -0.0071985-0.0117686j 0.00452573+0.00437469j -0.000149506-0.00370352j -0.00164826+0.0049202j 0.000724985+0.0102214j 0.0009713+0.0112707j -0.00192624-0.00236363j 0.000654108+0.00479655j -0.00372623-0.0153238j 0.0016619+0.00611207j -0.0105998+0.00600066j -0.000426724-0.00148477j -0.00938017-0.0119762j -0.00510715-0.00580955j 0.00308498-0.00620312j -0.006326-0.0049811j -0.00536357-0.00270389j 0.0045043+0.0038155j 0.00144901-0.00102945j -0.000235097-0.000342608j -0.00550275+0.00166925j -0.00757229-0.00231051j 0.00346553-0.00601732j -0.0103982-0.00967058j 0.00222605+0.00338008j 0.000619355+0.00208735j 0.0018761+0.0109864j 0.00141977-0.00688736j -0.00539514-0.00425424j -0.00213326+0.000854866j -0.00657202-0.0078889j 0.00293654+0.00157765j 0.000350742+0.00194694j -0.00867703-7.83772e-05j 0.00135565+0.00616439j -0.00187032-0.010012j -0.00041777-0.00166988j -0.00031029-0.00488699j -0.0031675+0.00085541j 0.000987891-0.00121341j -0.00387183+0.00432077j 0.00105772+0.00519946j 0.00030455+0.00499745j 0.000879304-0.00326966j 0.00292678-0.00140934j -0.00100373+0.000713664j -0.00308033-0.000132707j 
-0.00215362-0.000520515j -0.00454485+0.00415043j 0.00229371-0.00513111j 0.00509606-0.00883835j -0.00395746+0.00389537j -0.0078705+0.000471682j 0.00778661-0.00620055j -0.00410084+0.0143017j 0.00656763+0.00626108j -0.000457796+0.00397671j -0.000798794+0.00915938j 0.0047429+0.00191706j -0.002908+0.0130835j -0.00242069-0.00776074j -0.000868748+0.00109175j -0.00784261+0.00201403j 0.00303699-0.0133897j 0.00352301+0.0038675j -0.00595806+0.00667231j -0.00716187+0.00281628j -0.0059909+0.0172394j 0.000567914+0.00923674j 0.0109133+0.00501714j -0.00483205+0.000809464j -0.000345476-0.00110832j -0.00344971-0.00484602j 2.50835e-05-0.00536132j -0.00503888+0.000791389j 0.00300025-0.00364039j 0.00174497-0.0100522j -0.00458304+0.0058029j 0.00921454-0.012131j 0.00378697-0.00472293j -0.00245139+0.00636988j 0.000728959-0.00501036j -0.00676773+0.00550012j 0.0066811+0.000894867j 0.000658158+0.00047904j -0.00135499+0.00318489j -0.00371333+0.00692524j 0.0027247-0.000229524j 0.00135073-0.00869876j 0.000807414+0.00309199j -0.000776912+0.00147764j -0.00178583+0.00377376j -0.00332586-0.00291862j 0.00308787-0.000403823j -7.76061e-05+0.000429453j 0.00111484+0.00290272j -0.005494-0.00385101j -2.38999e-05+0.00248755j 0.00243276-0.0031736j 0.00650342-0.000453382j 0.000270389+0.00160685j 0.00161836-0.00284283j -0.000171326+0.00211028j -0.000951651+0.000655017j 9.60762e-05+0.00522282j -0.000889253+0.00162775j 0.000533668-7.99978e-05j 0.00328689+0.000754294j 0.00150498+0.000494135j 0.00414104+0.00363221j 0.00178586-0.00537661j -0.00366916+0.00419629j -0.00155859-0.000780345j 0.000364479+0.00377544j 0.00124185-0.00405129j 0.00237994+0.00625399j 0.000612766-0.00065146j -0.000573521+0.000395972j -0.00475074+0.00210683j 
0.00417387-3.72842e-05j -0.00377995-0.00261981j -0.0110135+0.00633824j -0.00432884+0.000122775j 0.00278046-0.0105054j 0.00509917+0.00345545j -0.00540263+0.0102967j 0.0234861+0.000769601j 0.0133304-0.00618977j -0.0121638+0.0015005j 0.0136625-0.0111726j -0.00913102-0.000609287j 0.00631048+0.000337192j 0.00348988-0.01749j 0.0119607-0.0284166j 0.0241297-0.00842815j -0.0169348-0.00359037j -0.00134899-0.00810607j -0.0166607-0.00478741j -0.00392233-0.00229257j 0.0160555-0.0132414j 0.00873359-0.000737224j -0.0121376+0.00626515j 0.00347725+0.000374136j -0.00310513-0.00242775j -0.00322159-0.013592j -0.00111873+0.00514838j 0.00614057+0.00371558j -0.00648892-0.00350845j 0.00663944-0.00819888j 0.000332726-0.00194477j -0.00836926+0.00286515j 0.00214605-0.00360992j 0.00933932+0.00273832j 0.00683563+0.00131311j -0.0014082-0.00205236j -0.00290551+0.00210259j 0.00219426-0.00218344j -0.00213481+0.008069j 0.0159099-0.00605289j -0.00432801-0.000837401j -0.00823589-0.00763419j 0.000419934-0.00517329j -0.00654974+0.00269849j 0.00302044-0.00910829j 0.00236287+0.00192665j -1.50432e-05+0.00456916j -0.00254039+0.00300413j 0.00415381-0.00455671j 0.00694173+0.00420104j -5.61745e-05-0.000986321j 0.0017151+0.0014002j -0.0113413-0.0047725j 0.000256516-0.00159459j -0.0109544-0.00455095j 0.001334+0.00452013j -0.000110588+0.00141415j 0.00965685-0.00189678j -0.00212057-0.000164537j -0.00261696-0.00450128j -0.00115326+0.000615701j -0.00706731+1.41605e-05j 0.000114125-0.00456597j -0.00710663+0.00477278j 0.00556162+0.00209013j -0.00271071+0.00398601j -0.000608976+0.000345084j -0.00133221+0.00596471j -0.00117787+0.000461859j 0.00338703+0.00179467j -0.0022744-0.00387939j -0.00406322-0.0018455j 
