0.124858+0.141195j -0.164905+0.120776j 0.0780471+0.230323j 0.234369-0.0281299j -0.06353-0.125958j 0.0637347-0.0952071j -0.148181+0.0441512j -0.00578966+0.209247j 0.0481936-0.0194897j -0.00702178-0.0304405j -0.072752+0.05123j 0.078483-0.0131611j -0.137952-0.1057j 0.0468455-0.049807j -0.0372287+0.035424j -0.0423103-0.0341385j -0.0150023+0.011913j -0.0508331+0.0203387j -0.0138611-0.0286334j 0.121478-0.175127j 0.0408399+0.0886729j 0.0330742+0.0276371j -0.0601919+0.071499j 0.0608499-0.0916994j -0.017034+0.0187893j 0.03852+0.0981881j 0.0948556+0.00872285j 0.065762-0.13917j -0.0427844+0.0147677j 0.0935963-0.0420247j -0.116565-0.0054635j -0.0158136+0.0711187j -0.0514823+0.0066321j -0.0170163+0.0161942j 0.00311579+0.0555644j -0.0477808+0.00583337j -0.0312797+0.013693j -0.024884-0.0299697j 0.00209868-0.104146j 0.05909+0.0414143j 0.0443452-0.068085j 0.0279541+0.00480424j -0.0626983+0.0202196j -0.0906427-0.022937j 0.0308879-0.0400351j 0.0886783-0.045997j -0.00466653+0.0953042j 0.021083-0.0260094j -0.113862-0.0597477j 0.0966159+0.0461837j 0.0425065+0.0657037j -0.0702033+0.0465499j 0.044013-0.108365j -0.0327045+0.000971513j -0.0475966+0.0118998j -0.0806599+0.0630249j -0.0226161+0.0400043j 0.0757308+0.00307442j 0.0873601+0.0457014j 0.0134615+0.0428637j 0.0921003-0.0500058j 0.0698394-0.0584495j -0.179554+0.0456123j 0.0818142+0.0317674j -0.0851727+0.106811j 0.0563347+0.131114j -0.135341+0.14963j -0.120942-0.173085j 0.100554-0.152045j -0.166209-0.125228j 
0.000656835-0.000179793j 0.000908949+0.00137156j 0.00264861+0.00138201j -0.00293478+0.000334677j 0.00168826+0.00403951j 0.00298754-0.000825639j -0.000232376-0.00079304j 0.00224209+0.00127281j 0.00215815-0.00359376j -0.00376319-0.00337597j 0.000427134-0.00594111j -0.00184927-0.000669402j 0.00731129+0.00223472j -9.77771e-05-0.00668115j -0.00249474-0.00360834j 0.00163725-0.00641688j -0.00509835+0.00916669j -0.00691613-0.00451629j 0.00216399-0.000566538j -0.00676777-0.000735734j -0.00201573+0.00492003j -0.000598361+0.00498808j -0.000469467-0.00703552j 0.00146068-0.00837616j 0.00236545+0.00271163j -0.00124217+0.000973501j 0.00548095+0.00278305j -0.00130644+0.00224595j -0.00234734+0.00164804j -0.00300768+0.00521564j -0.00380868+0.00191726j 0.00192073+0.00144967j -0.00148334+0.00261847j 0.00632895+0.00252513j 0.000484747+0.000683601j -0.000521145+0.00602984j 0.00245742+3.43368e-06j 0.00431327-0.00208433j 0.00182623+0.000141374j -0.00489271-0.0017568j 0.0014651+0.000578947j 0.000622789-0.00362216j -0.00101227+0.00468454j 0.00385652+0.00432325j 0.000759709-0.000641894j 0.000858849+0.0049029j -0.00037807+0.00236647j 0.00309414+0.00311957j 0.00382103-0.000721734j -0.00441396-0.00288154j 0.00530235+0.00265442j -0.00147524+0.00331546j 0.00197613-0.00341565j 0.000230538-0.000446653j -0.00102001-0.00280536j 0.00160206+0.000710083j -0.00315499-0.00107332j 0.000165936+0.000629988j -0.00221206+8.76588e-05j -0.00257028+0.000765314j -0.00213742-0.000875575j -0.00135696+0.00196196j 0.000132326+0.000891246j 0.000583326-0.0012221j 0.00245512-0.00144081j -0.000680093+0.00219513j 0.00237286-0.00211692j 0.000245825-0.000285235j 0.000559213-0.000843289j -0.000824261-0.000574421j 
0.000624638+9.18275e-05j -6.04276e-05+0.00149254j 0.00324214+0.00133063j -0.00220791+0.000564442j 0.00279034+0.00291254j 0.00339222-0.00065374j 0.00318687-0.000332764j 0.00161706+0.0025371j -0.000295435-0.000544266j -0.00165849+0.000614955j 0.00156624+1.92038e-05j 0.000316603-0.00235117j 0.00755103+0.00431343j -0.00352158+0.00275431j 0.00124562-0.00162448j 0.00107127-0.00353814j -0.00320014+0.00655003j -0.00535498-0.000125803j 0.000168738-0.00108037j 0.00395952+0.000907115j -0.00437959+0.00347241j -0.00353368+7.33632e-05j 0.000308126-0.00307863j 0.000879564-0.00190083j 0.00505674+0.00121417j -0.00404789-0.00133771j 0.00122841+0.00121205j -0.000726125+0.00109253j -0.000566225+0.0042901j -0.00483848-0.000190252j -0.00165368+0.000165407j 0.00225088-0.00202559j 0.00409071+0.00377103j 0.00770238+0.00377783j 0.00541275-0.000645595j -0.00346215+0.00487903j 0.00147858+0.00388151j 8.78536e-05-0.000309477j -0.000772942+0.00107691j -0.00131617-0.00128288j 0.00417601+0.000202476j -0.000865254+0.00238293j -0.000792988-0.00115479j 0.00226667+0.0024452j 0.000444205+0.0001416j -3.14768e-05+0.00282232j 0.00189558+0.00388821j 0.00203147+0.000991907j 0.00145063-0.00294792j -0.00413495-0.00164425j 0.00278488+0.00170167j -0.0011746-0.00189302j -0.00192657-0.00227163j -0.00027023+0.00118439j 0.00201611-0.00309012j 0.00167079-0.000884947j -0.000469712+0.00112431j 0.000334169-0.00014022j -0.000740048-0.00116571j -0.00186423+8.13267e-05j -0.00235907+0.00194839j -0.000538864+0.00125835j -0.000281788+0.00106342j -0.000279312+0.000441519j 0.00242032-0.00390644j 0.000113071+0.000485784j 0.00173817-0.0023734j -0.000550662+0.000300964j 0.00136101-0.000670452j -0.000274883-0.000829454j 
0.000382195-0.000130954j 0.000460065+0.000644056j 0.000196025+0.000235649j 0.000194452-0.000517423j -0.00242746-0.000341662j 0.000372839-1.43869e-05j -0.00101697+0.000981608j -0.00123232+0.00212441j 0.00163441+0.00270144j 0.00101392-0.00192977j -6.32248e-05-0.000472743j 0.000522015-0.000501276j 0.00284453+1.25932e-05j 0.00481695-0.000871425j 0.0034675-0.000549482j -0.00138469+0.00107387j 0.00470089+0.00167328j 0.0016845+0.000425754j -0.0059227-2.08442e-06j -0.00861089+0.00138485j 0.00154227+0.00615813j 0.00277493-0.00183638j -0.00258556+0.00271845j -0.000643982-0.00403327j -0.00193776-0.00761391j -0.00257639+0.00089529j -0.00050881+0.0010979j -0.00230887-0.00276924j 0.00169224+0.00185007j -0.000757713+0.0109633j -0.00136496-0.00130795j -0.00134755+0.00118245j -0.000430447+0.00361058j 0.00128063+0.00320009j -0.00660804+0.00468801j 0.00516926-0.00567565j -0.00451994+0.00398285j 0.00379305+0.00431814j 0.00395825+0.000491475j -0.000756861+0.00139027j 0.00383691+0.00240356j -0.000298747+0.00473326j 0.00109095+0.00618177j -0.00420201+2.02614e-05j -0.00381249-0.00104214j 0.00101788+0.00465665j -0.00244564-0.000923738j -0.00368919-0.00091732j -0.00401316+0.00298347j -0.000807266+0.00134759j -0.00213954-3.54168e-05j -0.00293653+0.00250244j 0.000319017+0.0010816j -0.00118083+0.00102437j -0.00142694-0.000420029j 0.000651894+0.00156419j 0.000978646+0.000647432j -0.00370245-0.00124747j 0.000990198-0.00112164j 0.00275721-0.000872325j 0.0041478+0.00165029j 0.00144845-0.00192874j 0.00213305-0.00130495j -0.000804089+1.39264e-05j -0.00167243+8.01485e-05j 0.000142679-0.00119042j -0.00232135+0.000969862j 0.00036044-0.00041756j -0.000951964-0.000568112j -0.00037133+0.000686073j 
0.000323424+0.00026156j -0.000454048-0.000799657j -0.00252271-0.00249507j 0.00157025-0.000923368j -0.000113735-0.00216437j -0.00236651+0.00156109j -0.00499364+0.000112366j -0.00318225-0.0031202j 0.000482518+0.00177527j 0.00198855+0.000922455j -0.00287029+0.00109127j -0.000403427+0.00272344j -0.0123286+0.000988552j -0.0011796-0.000617107j 0.00160309-0.00287515j 0.00274045+0.000376917j -0.00150136-0.00575592j -0.000235507+0.00586968j -0.000669974+0.000106859j 0.00123997-0.00344475j 0.00317922-0.00639774j -0.00134915-0.00372137j 0.00448737+0.00107846j -0.00241905+0.00165717j -0.000504004+7.47048e-05j -0.000449269+0.000294153j -0.00344405-0.00253148j -0.000126568-0.00331333j 0.00395585-0.00263088j 0.00741312-0.00183146j 0.00257991+0.000814619j -0.000839009-0.00399909j -0.00193944-0.00724545j -0.00413066-0.00535266j 0.000460176+0.000962241j -0.00176501-0.00123824j 0.000301028-0.00468636j 0.00267882-0.00320248j 0.00129626-0.004828j 0.00215121+3.46847e-05j -0.0032412-0.00193608j -0.00011578-0.00285425j -0.00331318-0.00468055j -0.00148737-0.00130283j 0.00112437+0.00166002j -0.00155036-0.0022117j -0.000473106-0.000716834j -0.000215983+3.35335e-05j -0.00154864-0.0019033j 0.00173365-0.000459079j -0.00188721+0.000656084j 0.00110195-0.000166303j 0.000208911-0.00293985j -0.00105565+0.000184898j -0.000920644-0.000685974j -0.00273456+0.00132269j 0.00184739+0.00145754j 0.00409777+0.000206144j -0.000426364+0.00210496j 0.00117263+0.00198092j 0.00239723-0.00424834j 0.00207114-0.00147597j -0.000733783+0.00137429j -0.000726541+2.28305e-05j -0.00446704+0.00104656j -0.000767522+6.36614e-05j 0.000350024+0.00188306j -0.000891502-0.000198847j -0.0010401-0.000100083j -0.000147727+0.000402778j 
-0.000838682-0.000280059j 5.38499e-05-0.000441584j -5.09884e-05-0.000320956j -0.0012262-0.00058151j -0.00266604-0.00254088j -0.000545972+0.00349462j 0.000419636+7.54505e-06j 2.89727e-05+0.00152153j 0.000970495+0.00310525j 0.00281931-0.00279355j 0.00276097+0.00133365j 0.00493045-0.00482553j 0.00441923-0.000588648j 0.00299019+0.0037827j -0.00489411+0.00661598j 0.00091508+0.00435406j 0.00168636+0.000608175j 0.00357834+8.76758e-05j -0.00283973-0.00252794j 0.00140533+0.00533084j -0.00148262+0.00645805j -0.00580009-0.0048669j -0.00853243+0.00949946j -0.000944866-8.32678e-05j -0.00313733-0.00393789j 0.00177189-0.00161824j -2.46202e-05-0.0048576j -0.000893841-0.00342361j -0.00217346-0.00140795j 0.00221247-0.000238822j -0.00330642+0.00198513j -0.00152652+0.00194746j 0.00218156+0.00208806j -0.00076361-0.00343869j 0.00227351-0.0050532j 0.00182096-0.00799636j -0.00285523+0.00366475j -0.00433058+0.0051097j -0.00501077+0.00592585j -0.00298225+0.000922453j -0.00366184+0.00116363j -0.00237243+0.00344377j 0.000253517-0.00316717j -0.000818673-0.00236287j -0.000336973-0.00174484j -0.000343213-0.00204355j -0.00111225-0.000807159j 0.00206333-0.00277922j 0.00124162+0.00226173j 0.000607233+0.00213976j -0.000489465-0.0032638j 0.00253628+0.0016945j 0.00248327+0.00167891j 0.000846019-0.00168164j 0.000420093+0.000231613j 0.000685367+0.00392527j 0.000681331-0.000973392j -0.00139334-0.000419076j 0.000266174+0.000492716j -0.000533385+0.000902866j 0.000752531-0.00148186j -0.000709939-0.000577228j 0.00129474-0.00170591j 0.00161665-0.000257308j 0.000297855+0.00156945j -0.00138179+9.63755e-05j -0.00115682+0.00234758j 0.00111708-0.000160465j -0.000292558-0.000105347j -0.000341922+0.0011469j 
-2.62722e-05-0.000628329j 0.000747124+0.00013283j -0.00118784-0.00010739j 0.0011291-0.000359081j -0.000507575-0.00232696j -0.00227652+0.000985507j -0.00239616-0.000956219j 0.00121015-0.00262422j -4.1325e-05+0.000870644j 0.000847249-0.000230694j 0.000285282+0.000449195j -0.00224544+0.00185192j -0.00222108-0.00286608j 0.0012756-0.000899478j -0.000535412-0.000705281j -0.000612553-0.000438035j 0.00296033-0.00174198j -0.000281164+0.00271076j -0.000307602+0.00200558j 0.000525945-0.00161103j 0.0013641-0.00286516j 0.000584588+0.00175575j 0.000856594+5.3936e-05j 2.4205e-05+0.00210219j -0.000803056-0.000172906j 0.00108593+0.000587736j -0.000759787+0.00130587j -0.000337711+0.000360428j -0.00063539-0.0015202j -0.00196091-0.00110534j -0.00063598-0.0014639j 0.00179436-0.0012411j -0.00330625-0.000313666j -0.00112465+0.000298213j 0.000422812+0.00234098j -0.000725062-0.000603747j 5.33568e-05+0.00107428j -0.00038883-0.000363231j 0.000789532-0.00299055j -0.00105724-0.00107027j 0.00140068+0.000474137j 0.000552823-0.000190879j -0.00138451+0.00146705j 0.00136104+0.00202177j 0.000705589+0.00092288j 5.45063e-05+0.000550898j 0.00192628-0.000697447j 0.000235236+0.00095047j 0.000892303+0.000182784j 0.00108715+0.000772631j 0.000528654-2.51979e-05j -0.0018859-0.0017514j -0.000495912-0.000102391j -0.000516198-0.000223531j -0.000208211-4.53424e-05j 0.00193767-0.000351419j -8.72201e-05-0.000206742j 0.000716856+0.00126814j -0.00110277+0.0012916j -0.000544669-0.000146548j -0.00063238-0.000849732j 0.000332512-0.000373631j -0.000680348-0.000101696j 0.00017224-0.000685297j -3.1322e-06+0.000449891j 0.000259064+0.000162477j 0.000333076-0.000441485j 0.00021673-0.000328545j -0.000507852-1.54418e-05j 0.000263355+0.000108574j 
-3.81942e-05+0.000161754j -0.000936577+6.88858e-05j -0.000233978+0.000291034j 0.00021435-0.000251817j 0.00138884-0.00256609j 0.000206415+0.000380667j 0.0027104-0.000763669j -0.00159816+0.00114143j -0.00243534+0.000582037j 0.00280413+0.00183588j -0.000468735+0.00474557j 0.00353405-0.00267856j -0.000914989+0.00512388j -0.00381695+0.00420645j 0.00181323+0.000232869j -0.00298306+0.00194955j -0.0042986+0.0043557j 0.00244661+0.00429208j -5.38063e-05-0.00373672j 0.00666219-0.00190269j -0.00130404+0.00032551j -0.0070641-0.00596123j 0.00519386+0.00272545j -0.00181725+0.00284269j 0.00113676+0.00152281j -0.00427958-9.99371e-05j -0.00306573-0.00691328j 0.00170365+0.00105819j 0.00622175+0.00347181j 0.0063459-0.00228709j 0.0017058-0.00177392j -0.000579332-0.00145806j 0.00436404+0.0010543j 0.00237424-0.000212125j -0.000195356-0.00455435j -0.00239401-0.000985597j -0.000230476-0.00377499j 0.00221889-0.000639013j -0.00240677+0.000735756j 0.00804819+0.00192519j 0.000414861-0.000621507j -0.00218112-0.000351955j -0.0013017-0.00482128j -0.00189078-0.00413523j -0.00416312+0.000918103j -0.00194236-0.00140851j -0.00229766+0.00121833j -0.00229909-0.000738455j -0.0024221-0.000480082j 0.00018129+0.000593391j -0.00207538+0.00106294j 0.00155062+0.000234326j -0.000591412+0.0010827j 0.000484814+0.000768592j -0.00106847+0.00093149j -0.00331644+0.000217736j 0.00221421+0.00147003j 0.00102391-0.00139962j 0.00167166-0.00166161j 0.00164973-0.000553119j 0.00102609+0.000258274j 0.0012641-0.000497941j 0.00128116+0.000285878j 0.00058658+0.00147727j -0.00138685-0.000635152j -0.000696838-0.000699742j -0.00206695+0.00151379j -0.000370358+0.000262405j 6.1533e-05+5.67542e-05j -0.000178805+0.00050099j 
0.000222-0.000259076j 3.16356e-05+0.000334062j 0.000281637-0.0025283j 0.00102736-0.001422j 0.0011891-0.00247425j -0.0010687+0.00303941j -0.00246876-0.000352696j -0.000471419-0.00246837j 0.00166938+0.00559637j 0.00390481-0.00279004j 0.00288555+0.00308225j -0.00154459-0.000566985j 0.00175608+0.00252619j -0.000247292+0.00358602j 0.00317478-0.00376919j 0.00164192-0.00153457j 0.00262098+0.00222509j -0.00379649+0.00874834j -0.00515226+0.00129415j 0.00443926-0.000790582j 7.91211e-05+0.000553601j -0.00658214-0.00325708j -0.00170925+0.00488449j -0.0013809+0.00221035j 0.00172556-0.00477961j -0.00414549-0.00145785j -0.000115293-0.000677465j -0.00190092-0.00449938j 0.00291728+0.00366971j -0.00352301+0.00288048j -0.00040339-0.00160212j 0.00420679-0.00638114j 0.00185335+0.00172156j 0.00658931+0.00125353j 0.00426494+0.00553604j -0.000768863-0.00451327j -0.0025323+0.00785753j 0.00104707+0.00194633j -0.00246553-0.00291869j -0.000462483-0.00162852j 0.00466427+0.00221954j -0.0018586+0.00417399j -0.00262502-0.00164027j 0.00208997+0.00360023j 0.00012196+0.00332462j 0.00178505+0.00522278j 0.00240999+0.00235618j 0.00138064+0.0021571j -0.000255472-0.00172014j -0.00261535+0.00038969j 0.00298488+0.00141731j -0.00426298-0.00190987j -0.00126987-0.00294011j -0.00251476+0.000481258j 0.00206475-0.00363856j 0.00363655+0.00125391j 0.0023486+0.00291233j 0.00295597+0.00175348j -0.00126633+0.000807321j -0.000910696-0.000597485j 0.00029834-0.00123044j 0.000933228-0.000815264j -0.00048622-9.15004e-05j -0.000465992-0.000861006j -0.0006214-0.00217629j -0.000335783-0.000713241j 0.0011786-0.000618849j -0.0010891+7.66355e-06j -0.000288143-0.00021573j 0.000552214+9.73621e-05j 
0.000129675+5.23113e-05j 0.00127137-4.10029e-05j 0.00105003-0.00180636j 0.000184617+0.00148081j -0.000326199+0.000428149j -0.000192193+0.00101584j -0.00391404+0.00134811j 0.00127005-0.00269628j 0.00100807+0.00038423j 0.000507119+0.000728669j 0.00120148-0.00368947j -0.000283437+0.00257545j 0.00124279-0.00217035j -0.00240403-0.0021892j -0.00142113+0.000818577j 0.000731968-0.00201631j 0.00291869+0.00163197j -0.000991169+0.000840973j 0.000648829+0.000410352j -0.000831407+0.00128201j -0.000159306-3.553e-05j 0.00260735+0.00503289j -0.00390979-0.00388197j -0.000141305-0.00204123j 0.000151252-0.00277422j 0.00102627+0.000110908j 0.00156061+0.00101877j -0.00177935-0.000382686j 0.000795305-0.00306212j -0.00174966+0.00180263j -0.000358708+3.82368e-05j 0.00289558+0.00113238j -0.00368516-0.000155154j 0.00272747+0.00178285j 0.00516819-0.000759098j -0.000229958+0.0030126j 0.000538937-0.00124294j 0.00209401-0.00158996j 0.00133534-0.00113694j -0.00406901-0.00154224j 0.0018382+0.000514172j 0.00059949-9.10736e-05j -0.00175805+0.00175049j 0.0030636+0.00103238j 0.00188132-0.000962516j 0.000130173+0.000989785j 0.00226994+0.000132434j 0.00273926-0.000913566j 0.00187968+0.00115473j -0.00257794-0.000920174j 0.00280757-0.00174872j -0.00139471+0.000821959j -0.00155028-0.000672082j 0.00162944-0.00157107j -0.000683619-0.00152114j 0.00309733+0.000930999j -0.000180275-0.000541587j 0.000817584+0.00138317j -0.00137325-7.50478e-05j -0.00203808+0.00130145j -0.000798475-0.000144944j -0.00143701+0.000230558j 8.29951e-05+4.15831e-05j 0.000292711-0.000124325j 0.000651824-0.000100017j 7.22308e-05+0.00124077j 0.00221391-0.00116793j 0.000674574+0.000136392j -0.000110509-0.000217587j 0.000247139-0.000341912j 
0.000294729+0.000478818j -0.00155291-0.00143671j -0.00254988-0.00514897j 0.00520003-0.0036052j 0.00335835-0.00093334j -0.000739225-0.00326367j -0.000734972+0.00188614j -0.00362961-0.000129471j 0.00480568-0.00168549j -0.00151718-0.00319529j -0.0027503+0.00272524j -0.00295551+0.00110091j 0.0016943+0.00218232j -0.00335517-0.000624075j -0.00229999-0.003297j -0.00519856-0.00193421j 0.00170536+0.008715j -0.00423709+0.00317182j 0.00367655+0.0030735j -0.0040476+0.00166937j -0.00290507-0.00221431j -0.00474692+0.0053363j 0.000485683-0.00264835j -0.00190206+0.00205757j 0.00208028+0.00397389j 0.00372094-0.000623445j 0.00422543+0.000161208j 0.00441801-0.00158911j -0.000919073+0.00719451j -0.00163845+0.000117692j 0.00185268+0.00281994j 0.000525589+0.000306201j 0.0019031-0.000415753j 0.00293773-0.000865016j -0.00553687+0.00273321j 0.00206115+0.000994623j 0.00178069+0.00146004j 0.000636724-0.000954451j 0.000812656+0.0019634j 0.00193369+0.000161041j -0.00160718+0.00107785j -0.00202747-0.00502469j -0.00112589+0.000851282j 0.00268527+0.00243794j 0.00193982-0.000263063j 0.00139485+0.00105859j -0.00441295+0.000956163j 4.55847e-05+0.000892153j 0.000825668+0.00122429j -0.00187093-0.00251246j 0.000242218+6.10963e-05j -0.000876737+0.00102835j -0.00256838+0.00202445j 0.000320361-0.00173238j 8.09579e-06+0.000491153j 0.00432703-0.000721586j -0.000379358+0.000723577j 0.00178624+0.00124344j -0.000284423+0.00204809j -0.00116764+0.000307179j -0.00182591-0.000490943j -0.000406353+8.05654e-05j -0.000826476-0.00418241j 0.00159869-0.000418102j 0.00188367+0.00127112j -0.000153242-0.000375669j 0.000136041-0.000199053j -0.000829078-0.000131948j -0.000633506+0.000416596j 0.000443906-0.000349624j 
0.000334385+0.00159436j -0.000902769-0.000842039j 0.00346307-0.00335086j 0.00190593+0.00234638j 0.000497148+0.00493245j 0.00484322-0.00353746j 0.00241764+0.00236783j 0.000388537+0.000798705j 0.0034704+0.000727973j -0.00177126+0.00196825j 0.00150138-0.00178335j -0.000840955+9.15004e-05j 0.00421578-5.78998e-06j -0.00214522+0.00128131j 0.0031543-0.000130068j 0.00642516-0.000402472j 0.00135954-0.00090424j -0.00154185-0.00251221j -0.00161281-0.000404703j 1.44175e-05+0.00188807j -0.000333999+0.00276525j 0.00146716+0.00165667j -0.00402469-0.00296041j 0.00310319-0.0037821j 0.00284502-0.00406686j 0.00017594-0.000931444j -0.00060358+0.00299781j -0.00222333-0.00523045j 0.00132415-0.0014641j -0.00263957+0.00369837j 0.00042726+0.00250128j -0.000459895+0.00149285j 0.00131688-0.000805524j 0.00319938+0.00246924j 0.00527257-0.00021629j -0.000701221+0.000398103j 0.00267884+0.000860075j 0.00117068+0.00132559j 0.000732706+0.00098597j -0.0041658-0.000898221j 0.000858268+0.00140002j 0.000394523+0.00469671j 0.00154947-1.43505e-05j -0.00155937+0.000198555j 0.000597823-0.00113438j 0.000491988+0.00211362j 0.00139593+0.00178002j 0.000277154-0.00126106j -0.00203328-0.00173898j -0.00286877-0.00118605j 0.00320386+3.41776e-05j 0.00046932-0.000309146j -0.000409517-0.0036177j -0.000801095+0.00137339j 0.00383527-0.000789475j -0.000655415+0.000300484j 0.00205402+0.00204793j 0.000140496+0.000106777j 0.000164657-0.00176119j -0.000454992-0.0011804j 0.0011549+0.00252854j -0.000325495+0.000807584j -0.000389913+0.000725812j -0.00257809+0.00101323j -5.16633e-05-0.00244373j 0.00103218-0.00163072j 0.000200039-0.00056545j -0.000842338+0.000358059j 0.0012227+0.000243498j 0.000637866-0.000913409j 
-0.0016544-0.000266201j -0.0035678-0.00391395j -0.00592946-0.00525069j 0.00586052-0.00758335j 0.00833881-0.00221127j 0.00200297-0.0118033j 0.00797807+0.000557844j -0.00136249+0.00641615j 0.00182055-0.0073403j -0.00712631-0.00199232j -0.00546447+0.00419801j -0.00117972-0.000702127j 0.00727965-0.000264145j -0.000759891+0.00267385j 0.00269688-0.00460067j -0.00771921-0.0019083j 0.000586084+0.0108606j -0.00388781-0.00338367j 0.00226861+0.000909603j -0.00477838+0.00164616j -0.00450811-0.000974385j -0.00269782+0.000775617j 0.00220767-0.00642417j -0.00109076-0.00339012j 0.00423276+0.00293248j 0.00708233+0.00438008j 0.000103516+0.00210752j 0.00591226-0.0010438j -0.00438323+0.00723094j -0.000384999+0.00297207j -0.00253131+0.00779513j -0.00392168+0.000744238j 0.00392171+0.00542366j 0.00585539-0.00254941j -0.00756551-0.000574791j 0.0011766+0.000492294j 0.00627452+0.000597069j -0.00121737+0.000409725j -0.00025566+0.00458364j -2.73038e-05+0.000698231j -0.00163108-0.00088012j -5.5577e-05-0.00193647j 0.00175123-0.000356846j -0.00323746+0.000124804j 0.000590528-0.00306666j -0.00184298-0.00125487j -0.00353898+0.0017453j -0.00301432-0.00253052j -0.00423884-9.26542e-05j 0.000482428+0.000178669j 0.000457644-0.000693198j 0.00246819-0.00205608j -0.00164713+0.00249143j -9.06711e-05+0.00218812j 0.003097+0.00219803j -0.00139413-0.00223285j 0.000695648+0.000583359j -0.00300106-0.00109991j 0.00280597+0.00230825j 0.00211396-0.00233241j 0.000271022+0.00289172j 0.000438133-1.77006e-05j -0.00112048-0.00111427j -0.000591802+0.000263184j -0.000981441-0.000108981j 0.000897416-0.00246645j -0.00217371+0.000871721j -0.00076779+0.000470128j 0.00060973+0.00146034j 0.00106896-0.000536035j 
-0.00178912-0.003573j 0.00253038+0.0022686j -0.0030565+0.00911735j -0.00719306-0.000989549j -0.000158887-0.00660976j -0.0057859+0.00195015j 0.00206364-0.00760089j 0.00776127+0.00186354j -0.00932683-0.0034403j 0.00140828+0.00110743j 0.00167386-0.000887321j 0.000628724-0.00122479j 0.00158828-0.0046322j 0.00851282-0.00194564j -0.00148127+0.00115004j -0.00448881-0.00180396j -0.00415729-0.000573385j 0.00160141-0.00266071j -0.00134394-0.0029602j 0.00418802-0.0038933j -0.00101405+0.000985261j 0.00238329-0.00475937j 0.00475317+0.000589078j -0.00102064-0.00338176j -0.000768622+0.000244201j -0.00270861+0.00428852j -0.00151463-0.00157762j -0.00146333+0.00931721j -0.00223682-0.00221753j 0.000429418-0.0012972j -0.0069173-0.00381747j 0.000274125-0.00150657j -0.00481182+0.00683386j -0.00195291+0.000198606j 0.00257524-0.000589068j -0.00435173+0.00150539j 0.000891554-0.00148507j -0.00143449+0.00055402j -0.0021711-0.00203506j -0.000851995-0.000917562j 0.00304764-0.000235032j 0.00177124+0.00174206j -0.000526761+0.000218288j -5.653e-05-0.000615477j -0.00156214+0.000587143j -0.00338455-0.00165598j 0.00565495+3.92236e-05j 0.00131372-0.000380787j 0.00052734+0.000241202j 0.00307719+0.00403633j 0.000735044-0.000482637j -0.000890078-0.00361844j 0.00313877+0.000261018j 0.00110828+0.00162193j -0.0020045-0.000183233j -0.00328342-0.000189165j -0.00182199-0.00250604j -0.00274105-0.00145759j 0.00053273+0.000151159j 0.00119041-0.000724348j 0.000638508-0.000347801j -0.000260993-0.00047403j 0.00102664+0.0057042j 0.00036597-0.000686982j -0.00294255-0.000206349j 0.000589338+0.000883323j 8.60473e-05-0.00119737j 0.00196154+5.27154e-05j -3.5482e-05-0.000643696j -0.000377774+0.000975735j 
-0.0005557+0.00151364j -0.00125909-0.00158025j 0.00214955-0.00317697j 0.00125146+0.000384966j -0.000561308+0.00484561j 0.00306317-0.00237655j 0.0024718+0.00082522j 0.000206562+0.00064711j 0.0034868-0.000195052j -0.000306031-0.00262659j 0.00302007-0.00304551j -0.00142122-0.00303138j 0.00406584-0.00057499j -0.000264588+0.000277816j 0.000734635+0.00144143j 0.00625836+0.00132409j -0.0030323-0.000412841j -0.00210023-0.00719744j 0.00178029-0.00107854j 0.00192195-0.000790887j 8.6025e-05+0.0012146j -0.00228979+0.00121487j -0.00538666+0.00153796j 0.00387302-0.00143655j -0.000792835+0.00236972j 0.00275352-0.00216818j 0.00380848-0.000883953j 0.0014007-0.00389895j 0.000168436-0.000101662j -0.00115513-0.000401247j 0.00055556+0.00420993j 0.00116008+0.00168061j 0.00171269-0.00124245j 0.000816062-0.00242146j 0.00224284-0.00389997j 0.0032382+0.00353091j 0.00312885-0.00101181j -0.00219422+0.000247183j -0.00417334+0.00455187j -0.00188036+6.71764e-05j -0.00465867+0.00217915j -3.7283e-06+0.00192226j 0.00289643-0.0017471j -7.74976e-05-0.000500708j 0.00230594+0.000411973j 0.00294924+0.00126867j -0.000220862-0.000648783j 0.00262825+0.00139472j 0.00248484-0.00305045j -0.000276897-0.000355953j 0.00305075+0.00196953j 0.00203711+0.00161305j 0.00299777-0.00277036j -0.00139061-0.000454453j 0.00422178+0.00139324j -0.000829874-0.000895458j -0.000835857+0.000603846j -0.000185504+0.00108602j -0.00126144-0.000434905j -0.00301792-0.000305071j -0.00125859+6.99532e-05j -0.00188898+0.00240473j -0.00098178-0.00120502j 0.000189043-0.00112707j 0.00259602-0.00072517j 0.000730898-0.00131688j 0.00158719+0.000480965j -0.000377424+0.000384736j 0.00112744+0.00085218j 0.00095981-0.000731617j 
