-0.165485-0.251318j 0.260012-0.134347j -0.0683004+0.00211814j 0.017731-0.0292547j -0.116346+0.101343j 0.0467623-0.0996636j -0.083481-0.179744j -0.198299+0.122715j 0.0198727-0.0959627j 0.168722-0.0143412j -0.0646783+0.0732099j -0.153189+0.0835204j -0.025624+0.00796997j 0.0893002+0.00441335j -0.0338715-0.0769333j -0.0503603+0.0443896j -0.0253587+0.00101647j -0.200899-0.0564739j 0.0984041+0.0770509j 0.131922-0.0216949j 0.0536148-0.0271011j 0.18921+0.0982735j 0.0147895-0.167488j -0.0253769-0.129654j -0.132327-0.0885994j 0.0601601+0.0995154j 0.016805-0.122184j -0.210187-0.242273j -0.298472+0.211706j 0.174362+0.0745645j -0.0567613+0.154034j -0.0235775-0.0430894j 0.0304445-0.0190785j 0.0345138+0.00709406j 0.000752198-0.0541776j 0.0163106+0.0113185j -0.0479004+0.00458115j -0.00681528-0.0314483j -0.0114543-0.0202065j -0.00444568+0.010565j -0.0221314+0.0168815j -0.0100139-0.00384832j -0.00394219-0.00798599j -0.0120128-0.00692701j 0.0185591-0.0107287j 0.000499516+0.0269099j 0.00218619-0.00321395j 0.00937954-0.00709367j 0.00231312+0.00954929j 0.00378732+0.0340458j -0.00650041-0.00629242j 0.00636372+0.00123774j 0.0151715-0.000817782j -0.00439304-0.000654122j -0.00532578+0.00785526j -0.0076259-0.00885522j -0.00518464-0.0133423j -0.0143244+0.0223767j -0.0159121+0.0176549j 0.0148237+0.0103979j 0.000897076+0.0116896j -0.0202094+0.0352633j 0.0179656+0.00404116j 0.01243-0.00490404j -0.00276216+0.000165876j -0.00891178+0.00332454j -0.0115368+0.00588971j -0.00508672-0.0387192j -0.0481651+0.00652494j 
0.00014396-0.000529695j 0.000229394+0.000918819j 0.00081717-0.0011615j -0.000606548+0.000355699j 0.00100307-0.000884373j 0.000489703+0.000235911j 0.000567846-0.000290653j -0.000901982-0.000431039j -0.000631131+0.000109886j -0.000685366-0.00166814j 0.00071644-0.000543867j -0.00184437-0.00172174j 0.00062512+0.000910561j 0.00153743+0.00143798j 0.00174523+0.000712158j -0.00252479-0.00109777j -0.000974746+0.00204156j 6.21521e-05-0.000360133j 0.000536401-0.00285225j 0.000514721+0.000979385j -0.000145602+0.00066095j -5.92248e-05-0.00294946j 0.000538148+6.8183e-05j 0.00197416+0.000747985j 0.00119852+0.000276049j -0.000875453+0.00164496j -0.00142032-0.00204785j 0.000360601-0.000288171j 0.00226022-8.85428e-06j 0.00165044-0.000579685j 0.000527422+0.000751864j 0.000768211-0.00109447j -0.000443359-0.00259792j -0.000179248+0.000769j 0.00105416+0.000543931j 0.00368976+0.00107895j 7.42313e-05-0.000268612j -0.00321958-0.0017027j 0.00231779+0.00230419j 0.000549597+0.00323627j 0.000802754+0.00128054j -0.000146658-0.00113375j -0.000580024+0.00423505j 0.0041597-0.00290612j 0.00073569-0.00343019j 0.00375077+0.00173429j -0.000805411+0.00136343j 0.00491878-0.00022039j 0.0020925-0.00136252j -0.000467841-0.000851204j 0.00203115-0.00570665j 0.00472128+0.000439246j 0.00143865+0.00572021j -0.00458247+0.0030449j -0.00207605-0.00568301j 0.00337074-0.000444567j -0.000407935+0.00492924j 0.00134653+0.00154938j 0.0035919-0.00557321j -0.00198069-0.00186888j -0.00405891-0.000119823j -0.00216685+0.00148539j 0.00219969-0.00233968j 0.00011274+0.00297077j 0.000857814+0.00190287j 0.00262763-0.00178511j 0.000204259+0.0023351j 0.0008649+0.00276178j 0.00239475-0.000312557j 
0.00169279+0.00117538j -0.000228874+0.00195944j 0.000573807-0.000246161j -0.00106399-0.000178378j -0.00181471-1.46177e-05j 0.00310811-0.000140633j 0.00143442+0.00273724j -0.000594713+0.000844334j 0.00129024-0.000359551j -0.000262633+0.000975969j -0.00164048+0.000272607j 0.000640213-0.000361392j 0.00245472+8.0886e-06j -0.00338284-0.000617406j 0.000897776+0.00153201j 0.00181295+5.31168e-05j 0.00220518-0.00181373j -0.000266488-2.52371e-06j 0.00344894+0.00218202j -0.00161441+0.00165151j 0.000919595-0.00281217j -0.00018015-0.00156431j -0.00141085+0.00270071j -0.0022147+0.000406716j 0.00281384+1.07866e-05j -0.000688862+0.00179864j -0.00059267-0.00244175j -0.000670213-0.00035261j 0.000872919+0.00119256j 0.00224606+0.000868369j -0.00111553+0.00136099j -0.000404826-0.000802941j -0.00306959+0.00381469j -0.000682855-0.00522504j -0.00212644-0.00168801j -0.000753621-0.00404651j 0.000792962-0.000254017j 0.00308033+0.00284849j -0.00424363-0.00711086j -0.00412455-0.00616592j -0.000997769-0.00228058j -0.00180343+0.0015314j -0.000670247-0.00555651j -0.00577102+0.00444431j -0.000429149+0.00684535j -0.00627765+0.00294507j 0.00157255+0.000719601j -0.00460893+0.00567157j -0.00173989-0.00546833j 0.0109589+0.00261042j 0.00238728+0.0017616j -0.00126006-0.00329654j -0.00427718-0.00728423j 0.00214623-0.00519423j 0.00284422+0.00422353j 0.00269032+0.00301058j 0.00642997+0.0053197j 0.0030147-0.00379513j -0.00507171+0.000965854j -0.00879302+0.000972293j 0.00160839+0.000193037j -0.00417692+0.000322493j -0.00392123-0.0016503j 0.0026499+0.00141174j -0.000310594-0.00269146j 0.00108072-0.00164019j 0.00246009+0.00296094j 0.000964941+0.00169713j 0.00164219+9.82665e-06j 
-0.000567355-0.000481548j 0.00206826+0.00150466j 0.00266101-0.00403767j -0.00111543+0.000103712j 0.00350513-0.00204467j -0.00105022-0.000531792j -0.000573259-0.00297066j 3.70923e-05-0.000571615j -0.000524125+0.00267079j -0.000583184+0.00191322j 0.000686145-0.000190205j -0.00269188-0.00407409j 7.68769e-05-0.000803857j 0.000352727+0.00034688j 0.00350589+0.000862603j -0.00318066+0.00146136j 0.000634772-0.000840896j -0.000889501-0.00192133j 0.00323647-0.00384754j 0.0033788+0.000401356j -0.000704279+0.0012605j -0.00246762-0.00497978j -0.00287201+0.00130108j 0.0053823-0.000558073j 0.00283137+0.00357471j -0.00371908-0.000597203j 0.00183639-0.00556611j 0.00190192+0.00244068j 0.00300732+0.00067518j 0.00231959-0.00175164j 0.000801064-0.000441575j -0.00337164+0.00103868j -0.00348563-0.00303936j -0.00169291+0.00349589j -0.000830907-0.00141407j 0.00287712+0.00215427j 0.00304837-0.000585168j 0.00141271-0.000849156j 0.00047657+0.000586249j 0.00104748+0.0039802j -0.000560464+0.00278514j 0.00121593-0.000187068j 0.00482545+0.00599807j 0.0023785-0.00229425j 0.00316976-0.00262021j 0.00221065+0.000409097j 0.000160502+0.000235906j 0.00214225-0.00185299j -0.000352719-0.00415378j 0.00266351+0.000206376j 0.00122466-0.00572155j 0.00198528-0.00279107j 0.00505875+0.00563075j -0.00163659+0.00482821j -0.000777817-0.00493423j 0.00516789-0.00147151j 0.00720463+0.00260524j 0.00389206+0.00120488j 0.00494819-0.00424409j -0.00228931-0.00251381j 0.000355664-0.00104272j -0.00677005-0.00126517j 0.00200314-0.00430986j 0.00040124+0.00377887j -0.00115339+0.00267727j 0.00386004-0.00399331j -0.00043746+0.000196111j 0.00242784+0.00276085j 0.00142887-0.00221845j 
0.000569801+0.00112619j 0.000603097+0.0011721j 0.00120834-0.00139385j 0.000193877-0.000671642j 0.000311703+0.000277875j 0.000576037-0.00273934j 0.000796681+0.00131834j 0.00275092+0.00347765j 0.00300573-0.00155277j 0.00180687+0.004709j -0.00270499+0.00460708j 0.00269663+0.0011831j -0.00118948-0.00536254j -0.00305057+0.002103j -0.000519109-0.00103919j 0.00554458+0.000801451j 0.00243769-0.00777837j 0.000131643-0.00281186j 0.00329147+0.00193202j 0.00376955+0.000938388j -0.00085379-0.00341726j -0.00358444+0.00190376j -0.00300545+0.00583399j -0.00370136+0.000639391j -0.00109219+0.000246553j -0.00141623-0.00265043j 0.00294296-0.00128053j 0.000883891+0.003118j -0.00112919+0.000191947j 0.00199093-0.00100359j 0.00039728+0.00109175j -0.000480172-0.00107945j -0.0029234-0.000163385j -5.46039e-05-0.00403162j -0.0010912-0.000102635j 0.000166838-0.00180797j 0.00377267-0.000560993j 0.00264144-0.000181366j -0.00120636-0.00432024j -0.00637978-0.00274322j 0.00166352+0.00092391j 0.00221372+0.00244513j -0.00534477-0.00494994j -0.00286081+0.00794535j 0.00192553+0.00172953j 0.000648041-0.00055718j 0.00329879+0.000714189j -0.00310248+0.00263089j -0.00315686-0.00324449j 0.00501263+0.00122766j 0.0043278-0.00131949j -0.000433844-0.00819732j 0.00520972-0.00143378j -0.000978098+0.000189397j 0.00261924-0.00426475j 0.00102504-0.000760129j 0.00925275-0.00630724j -0.000544593-0.00265817j -0.000524198+0.000417487j -0.00102295-9.09261e-05j 0.00723384+0.0015542j -0.0041622-0.00551737j -0.00092988+0.00350344j -0.00231333+0.00145945j -0.00182368-0.00558131j 0.00221228+0.00147757j -0.000273191+0.0049667j 0.00040406+0.00220184j 0.00198566-0.00169888j 
-0.000928853+0.000298891j 0.00378392+0.00329534j 0.0025674-0.00541031j -0.0053141+0.00168952j 0.000379487-0.0017822j 0.00070525-0.00434028j 0.00645289-0.000355237j -0.00121021+0.00429425j 0.000359698+0.000331638j -0.000970276+0.00129058j -0.00318745+0.00103406j -0.00219262-0.00264033j 0.00552479-0.000800754j -0.00735773+0.00205994j 0.00734432+0.00755656j 0.00166238-0.00238573j 0.00208831+0.00295923j 0.00297863+0.00126967j 0.00494865-0.00242382j -0.00142265+0.000847443j -0.00434493-0.00136656j -0.000276846-0.00504153j 0.000900444-0.000979273j 0.00395938+0.00519131j 0.00186837+0.00129831j -0.000820161+0.00646147j -0.00452523-0.00466529j -0.00364734-0.00114465j 0.00503886-0.00149585j 0.00354126-0.00189894j -0.00182038-0.000580711j -0.00335048-0.000655638j -0.00731665-6.69158e-06j -0.00341835-0.00182851j -0.00103813-0.000777017j 0.000105368+0.00167725j 0.0028925-5.18022e-05j 0.00370838+0.00182896j -0.000570614-0.00374065j -0.00223589+0.000697176j 0.00073732-0.000836514j 0.00240889+0.000708381j 0.00463449-0.000715288j 0.00160338+0.00582357j 0.000822012-0.00250424j -0.00213686-0.00138605j 0.00339961+0.00018397j -0.00115308-0.000250272j -0.00444003+0.00163311j 0.00201001-0.00347826j 0.00201898-0.000756169j 0.000431066-0.00127036j 0.00556807+1.38219e-05j 0.00406373+0.00189967j 0.00478122-0.00415218j -0.000428374-0.00328997j 0.00575369-0.00730356j -0.00255745+0.0027387j 0.0014443+0.000609666j 0.00205657-0.00232494j 0.00597276+0.000804034j -0.0018824-0.00634294j 0.00114685+0.00304555j -0.00123659+0.00059601j -0.00102267-0.000126655j -0.00254497-0.00113064j -0.00420516-0.00144073j 0.00301591+0.00242782j 0.00412434-0.00169138j 
0.00137079+0.0018508j 0.000840917+0.000736836j -0.00344469+0.000395761j -0.000998413+0.00103224j -0.000533232-0.000407287j -0.00397326-0.00202111j 0.00184112-0.00215863j 0.00140213+0.00171928j 0.000441444+0.000608068j 0.000918193+0.00134493j -0.00366252+0.000419928j 0.00115218+0.000154906j 1.68621e-05-0.00265231j -0.0050879-0.00137143j 0.000681515+0.00155001j 0.00246453-0.00142821j 0.00166807-0.00212591j 0.000318717+0.00244935j 0.00142024+0.00362931j -0.00296768-0.00255636j -0.00169226+0.000445424j 0.00137018+0.00135657j -0.000620703-0.00212469j 0.0013627-0.000441094j 0.00159577+0.000730845j 0.00127942+0.00241971j -0.0012632+0.00131125j -0.00277835-0.000645579j -0.00258528-0.000975164j -8.37621e-05-0.000778391j -0.00113665+0.000814732j 0.00187284+0.000991554j 0.00114325+0.00166094j 0.00132148-0.000316137j -0.000610436+0.00130904j -0.00114271-0.00123712j 0.000482391+0.000818364j -0.00258729-0.00044719j -0.000372705+0.000858343j 0.00254387-0.00281595j 0.000293622-0.000993372j -0.00155842-0.000371941j -0.00403417-0.00178087j -0.000620927-0.00283488j 0.00129391+0.00294638j 0.000907848+0.00488851j -0.00235992-5.52152e-05j 0.00197981-0.000711836j 0.0010651+0.000365588j 0.00026801+0.000625459j 7.96022e-05+6.55374e-05j -0.00339427+0.00122358j -0.00271496-0.00280126j -0.000720227-0.00196604j -0.00186072+0.00686788j 0.00201904+0.00302429j -0.00485651+0.000912203j 0.000459717-0.00287284j -0.00219132-0.00195118j -0.0054421+0.000806997j -0.00368067-0.00213493j 0.000711862+0.00382332j -0.0016273-0.00256155j 0.00319248-0.000669704j 0.00123038+0.000365887j 0.000215984-4.20674e-05j -7.57269e-05+0.00128235j -0.000318681+0.000681781j 0.00138497+0.000185555j 
-0.000555661-0.000521442j -0.00152265-0.000980204j 0.00215431+1.03351e-05j 0.000858839-0.000548616j 0.000718312+0.000564591j 0.00469814+0.00090093j -0.00296635+0.00229826j -0.000348959-0.00208482j 0.000101779-0.000307089j 0.00229875+0.000171032j 0.0034242-0.00040275j -0.00221628-0.00227576j 0.00123015-0.00126575j 0.00150614-0.00185924j -6.05539e-06-0.00462796j -0.00316912+0.000670188j -0.00157779-0.00462084j -0.00194923-0.00125283j 0.00393977-0.00295238j 0.00144936+0.00230787j 0.0015419-0.00259774j -0.00175425+6.97366e-05j -0.00104881+0.00531771j -0.000889436-0.000366988j 0.0018622-0.00164172j -0.00452058-0.0041188j 0.00155692-0.00433563j 0.00397387+0.00144642j 0.00284039+0.00250338j -6.25368e-05+0.00258055j -0.00107365-0.000263604j 0.00095561+0.000552505j 0.00241645+0.00136063j 4.25588e-06+0.000711897j -0.00118451-7.09867e-06j -0.000401403+0.00121864j 0.00107236-4.65623e-05j 0.00155095+0.000670479j -0.00344349+0.00224409j 0.00283221+0.000995295j -0.000854108+0.000612585j 0.000544459+0.00290442j 0.00725496+0.00311569j 0.000394765-0.0029728j 0.00241964+0.00035965j -0.00337865+0.00326152j -0.000275211-0.000710357j 0.00168253-0.00171434j 0.00153664+0.000970803j -0.000755322-0.00104006j -0.00041299+0.00429148j 0.00072009+0.00593067j -0.0036589+0.00174245j 0.00240306-0.00349915j 0.00287241+0.00369258j -0.00332217+0.000515008j -0.00247421+0.00449247j 0.00143405+0.00277173j 8.33373e-05+0.00254984j 0.00248663-0.0022645j -0.00134369-0.00314721j 0.00336647+0.00206163j -0.000908128-0.000191434j 0.00195046-0.000711616j 0.00225792+0.00453945j -0.00465498+0.000787036j -0.00095033-0.00431021j -0.000340989-0.000129356j -0.00167891+0.00135763j 
0.00181466-0.000910399j -0.000989451-0.000447369j -0.00236201+0.00342328j 0.00165444+0.000352799j -0.00131334-0.000468707j -0.0033643+0.00307588j -0.000838783-0.00271557j -0.000519794-0.00306279j -0.00174141+1.03663e-05j -0.00143853-0.00380283j 0.00481969-0.00274999j 0.00010503+0.00156776j 0.000209955+0.00426017j 0.000176738-0.00710578j -0.000899212-0.000565319j -0.00332986-0.000204306j -1.71488e-05+0.00500176j 0.00208595+0.002639j -0.00314875+0.0016147j -0.00507647-0.00220451j 0.00091164+0.00194645j 0.00613746+0.00466133j 0.00221248-0.00524876j 0.00285598+0.00153331j -0.00214313+0.00156893j 0.00448738+0.0019409j -0.00133211+0.0058582j -0.00139153-0.00142931j -0.00241385-0.00181446j -0.00159828-0.00112959j 0.00190777+0.000385618j -0.000338162+0.00197186j 0.00176672-0.00259704j 0.00139867+0.00078245j 0.00025585-0.00114099j 0.00291093-8.54493e-06j -0.00133393-0.00197546j -0.00257224-0.00132895j -0.000508115+0.0021101j -0.00522398+0.00556195j 0.00529854+0.00389537j -0.00188806+0.00131043j 0.00683601+0.00541041j -0.000444323-0.0025858j -0.00326501+0.00371181j 0.000308519+0.000846055j -0.00296275-0.00730197j 0.000659055+0.00673209j 0.00210128-0.0093351j 0.00076976+0.00153723j -0.00237241-0.00335507j -0.00663933-0.00369148j 0.00381665+0.0038856j 0.000796562+0.00388274j -0.00242333-0.000969665j 0.00192135-0.000789409j 0.0101587-0.00161742j 0.00577797-0.000632786j 0.00497466+0.000163828j 0.00463113+0.00134546j 0.0025382-0.0075358j -0.00840202-0.000805153j 0.00179591+0.000431562j -0.00420679+0.00466012j 9.01349e-05-0.000888895j 0.00694955+0.000986333j -0.00228438+0.00462878j -0.000671711-0.000547474j 0.000199108-0.000902323j 
-0.00165647+0.000178057j -0.000687605-0.00100181j 0.00124463-0.000645474j 0.00143358-0.0027428j -0.000950123+0.00197219j -1.70114e-06-0.00228025j -0.00123316-0.000405998j 0.00316591+0.00139254j -8.31442e-05-0.00420929j 0.00110545+0.0017815j 0.0034468+0.000359887j 0.00598303+0.00444799j -0.00287536-0.000741862j -0.000487218+0.00189577j -0.00215052-0.000336403j 0.00634643+0.000396076j 0.00153254-0.000413088j 0.000311865-0.00523706j -0.00489389-0.000990486j 0.00562388-0.00279273j -0.00185459-0.000508796j 0.0011847+0.00704408j 0.00371364-0.000336605j -0.000801705+0.00375676j -0.00902587+0.00228043j 0.00364182-0.00633612j 0.00557918+0.00637458j 0.00107713+0.00205501j -0.00467955-0.00200291j 0.00141808-0.000310678j 0.00228578+0.00110933j -0.00318136-0.000797497j -0.000365478-0.00192891j -0.00292321+0.00273121j -0.00252599-0.00127765j 0.00139365-0.00052388j 0.00208327+0.000523302j 0.00212446-0.00137519j 1.75256e-05-0.000516381j 0.0013991+0.00323777j -0.00177373+0.00044538j 0.00254576-0.00229184j 0.00071632+0.000932148j 0.000999714+1.35704e-06j 0.00309855-0.00360055j 0.00195483-0.00152008j 0.000578021+0.00324404j 0.00102649-0.00121342j -0.0035665-0.0019899j 0.00283378+0.00059712j 0.00260515-0.00380956j 0.0029971-0.00263554j 0.0029753+0.00331816j -0.00341426+0.00510625j -0.00295104-0.00606905j 0.00451789-0.00175391j 0.00502766-0.000663265j 0.00107102-0.000120362j 0.00341164-0.00355347j -0.004088-0.00263262j 0.000606212+0.00203548j -0.00500017-0.00021557j 0.00378976-0.00283131j 0.00201313+0.00403087j -0.000162352-0.00138221j 0.00438757-0.0014j 0.00203861+0.00345083j -0.00073346+0.000301938j -0.000785475-0.00123329j 
-0.00117326+0.0010475j 0.000883539-0.000447074j -0.000241132-0.0027638j -0.00126113-0.000425085j 0.00198516+0.000234878j -0.000746502-0.00491913j 0.000812972-0.00279499j 0.00123931+0.00123098j 0.00192039-0.00103175j 0.00177022+0.00474691j 0.001564+0.00115541j 0.00194676-0.00196612j 0.00224039-0.000330242j -0.00134429+0.00106402j 0.00253978+0.0014013j 0.00708124-0.00221202j 0.00319262-0.00576006j -0.00340146-0.00187718j 0.0046012-0.000649291j 0.00321439-0.00224127j -0.00153836-0.0021168j -0.0030971+0.00100608j 0.000121935+0.00340257j 0.00138954+0.00358072j -0.000902031+0.00281281j -0.00275261-0.00235647j 0.00275208-0.00380683j 0.00115156+0.00158722j -0.000469953+0.00102847j 0.00157574+0.000119417j -0.0010519+3.01557e-05j 0.000486522+0.00169261j -0.000906523+0.00257679j -0.000592259+0.000117742j -2.85938e-05-0.000749339j -0.00278752+0.00346596j -0.00218452+0.000968094j 0.00153793-0.000222655j -0.00186313-1.94773e-05j -0.00321369+0.00242753j -0.00146334+0.00297193j -0.0054182+0.000340331j 0.00889702+0.00393917j -0.0011152-0.00192841j -0.00610045+0.00764215j -0.00477102+0.00104743j -0.00244491-0.00766839j -0.00118034+0.00611433j 0.00545463-0.00326516j 0.00205593-0.0016486j -0.00621972+0.00305884j -0.00456386-0.000163276j -0.00364315-0.00132677j 0.00237727-0.00162365j 0.000753446+0.00427509j 0.00134544+0.00238175j 0.00537034+0.00594328j 0.00295177+0.000311295j -0.000425933+0.00571911j 0.00496265+0.00480943j 0.00188636-0.00402189j -0.000644452+0.00233267j -0.00408662-0.000165338j -0.000785636+0.000918431j -0.00276966+0.00301005j -0.00283962-0.00426418j 0.000709047-0.00256084j 0.000643937-0.000628607j -0.00104709-0.000476577j 
0.000360003-0.000944066j 0.000178098+0.00153259j 0.0020653-0.00127177j -0.000857842-0.000615652j 6.36661e-05-0.000158235j 0.00329309+0.000976019j -0.000910653+0.000793465j -0.00114232-0.00168393j -0.00154017-0.000235457j 0.00021251-0.00113104j 0.00199271-0.00225165j -0.00224487-0.0027986j 0.0023341+0.00104379j -0.00163386-0.00187032j 0.00332226+0.000272756j -0.00367508-0.000302507j -0.000241748+0.00190375j -0.000760763-0.000240274j 0.00234948-0.00408797j -0.000511328+0.000307034j -0.000377781-0.00116475j 0.000521094-0.00197431j 0.00111715+0.000182518j 0.00310475+0.000928243j 0.0025643+0.000188679j -5.18479e-05+0.000397648j -0.000469006-0.00235546j 0.00103557+0.000228826j 0.00295942+0.00138701j 0.0039504-0.000355286j 0.000701409+0.00206955j -1.99405e-05-0.00382598j -0.00245865+0.0013774j 0.000584578-0.000819786j 0.00280584-0.00221575j 0.000930855-0.00123024j -0.00286689+0.00219813j -0.000475163+0.00331721j 0.000469776-0.0004716j 0.000941974+0.000142127j -0.00458303-0.0027969j -0.00626666+2.89651e-05j 0.00366606+0.000567127j 0.00136644-0.00110062j -0.00292547+0.00127676j -0.000692008+0.00265352j 0.00174772+0.00227896j 0.00391488+0.00246337j -0.000929489-0.00152638j 0.00581061-0.00654509j -0.000885105+0.00284548j 0.00973891-0.000696657j -0.0076041+0.0090254j -0.00863623-0.00250272j 0.000421071-0.00344692j 0.000204497+0.000478428j 0.00691066+0.0148122j 0.0027337-0.00269991j -0.0017505-0.0014095j -0.0019505+0.00382865j -0.00854998+0.00621072j 0.00112029+0.00976342j -0.0064952-0.00622701j 0.0028747+0.00344507j -0.00471839+0.000740297j -0.0024621-0.0124373j 0.00961362-0.00287281j 0.00158174+0.00217524j 0.00141108-0.000166021j 
0.00167217+0.000336148j -0.00036256+0.00124384j 0.000381959+0.00129286j -0.000979689+0.00152704j -0.00415431+0.00234615j 0.00447577+0.00011993j 0.00400624+0.00693068j 0.000467521+0.00457866j 0.00111248-0.00408087j 0.0014911-0.000462051j -0.00367767+0.00340389j 0.00236101+0.00161268j 0.00389137-0.00310898j -0.00348916-0.00158108j 0.00030164+0.000987489j 0.00193088-0.00340331j 0.000740805-0.00209283j 0.00359428+0.00189341j 0.00194355+0.00505423j -0.00308756+0.00130762j -6.44208e-05-0.00470772j 0.00110085+0.00344353j 0.00159327+0.00277182j -0.00729331+0.00302172j -0.00065967-0.00560902j 0.00171132+0.00266541j -0.00416656+0.00305393j -0.00273148-0.0018682j 0.000488956-0.00101312j -0.000299193+5.30425e-05j -0.000543637+0.000387599j 0.000136858-0.00156402j 3.59431e-05+0.000164972j 0.0027531-0.00311645j 0.000362661-0.00112789j 0.0016564-0.00395261j 0.00292692-0.00171675j -0.00160299+0.0020645j -0.00467694-0.000387242j -0.001537-0.000954708j 0.00410983-0.00029617j -5.05404e-05+0.00444443j 0.00762303+0.00522608j -0.000184141-0.0010849j 0.000503988-0.000677171j -0.00423921+0.00644827j 0.00567843-0.00256804j 0.000998265+0.00191314j -0.000527013-0.00122548j 0.00231041-0.00130574j 0.00179028+0.00247678j 0.000160112-0.000650813j 0.000796177+0.0051083j 0.00154549-0.0024797j 0.000982326+0.00272942j -0.00579607-7.07182e-05j 0.00384525+0.00176666j 0.00280137+0.00086615j -0.00124407+0.000300465j 0.00112729-0.0011338j 0.0026883-0.00526699j -0.00258803+0.00102522j 0.000231714-6.09227e-05j -0.000700278+0.0022532j 0.00266085-0.00060266j -4.15563e-05+0.00224952j -0.00183163+0.00110015j -0.000677348+0.00101684j 0.00193566+0.000634529j 
0.00288207+0.00107481j 0.000593973+0.00168933j -0.00081291+0.00148078j 0.000811803+0.000573151j -0.000234301-0.00175131j -0.00168105+0.00393657j -0.00171954+0.00169548j 0.00196395+0.000436778j 0.000633036+0.00350357j 0.00106962+0.00152436j -0.00644933+0.00350812j -0.00266107-0.00121685j -0.00322289-0.00679303j -0.00107442-0.00520271j -0.00175983-0.00329217j -0.00599544+0.00249317j -0.000913832-0.00439726j 0.000800075+0.00352642j 0.00287769+0.00460076j -0.00187897-0.000347167j 0.00164025-0.000284735j -0.00252747-0.00128497j -0.00651487+0.00161122j -0.00202405-0.00790572j 0.00775271-0.00393288j -0.000576367+0.000999286j -0.00116216-0.000833985j -0.000219542+0.00178002j 2.10269e-05+0.00082552j -0.000529044-0.000260551j -0.00077111+0.000781156j 0.00114619-0.000722219j 0.000465328+0.00150327j 0.00327644-0.000491927j 0.000527734-0.000300019j -0.000594487-0.00403747j 0.00240046-0.000928957j -0.00269876+0.00161299j -0.00351429-0.00043261j 0.00243878-0.00391533j 0.000484883-0.00143154j -0.00228285+0.00377087j -0.000389589+0.00435928j -0.00120575-0.00421944j 0.00553141+0.00123204j -0.00037679+0.00948695j 0.00303679+0.00214551j 0.00372587-0.00172929j -4.53738e-05-0.000875965j 0.00474274-0.00178141j 0.00193594+0.00215639j 0.0015275+0.00113512j -0.00584039+0.00354194j -0.00427329-0.00391539j -0.00147611+0.00917247j 0.000378814+0.00308157j -0.00292595+0.00939051j 0.00182598-0.00254872j -0.00469943-0.00226509j -0.00847815+0.00264952j -0.00529502-0.000832771j 0.000543173+0.00577165j -0.00491283-0.00717958j 0.00507542+0.000548141j 0.00211439-0.000601361j 0.0016869-0.00199614j 0.00406578-0.00103254j -0.000658703+0.00138932j 0.000792463+0.000885921j 
-0.00351342-0.0010125j 0.0007098+0.000804163j 0.0021722-0.000680872j 0.000284163-0.00377627j -0.000475305-0.00339232j 0.000538263-0.000807945j -0.00409722+0.00125516j 0.00513271+0.000585758j -0.00219015-0.00234256j 0.00377128+0.00077635j 0.00321103+7.34187e-05j -0.00196488+0.00163059j -0.00235424-0.00732179j -0.00566954-0.0107762j 0.0049119-0.00343058j -0.00536612+0.00380174j -0.000333896+0.0030266j 0.00367498-0.00301654j -0.00245195-0.00448369j 0.00334918-0.00374258j -0.00428103-0.000706091j 0.00336616+0.00982898j 0.000901973-0.00307576j 0.00667477+0.00187411j -0.00390051+0.00387291j 0.00180867-0.00548535j 0.0046117+0.00274452j 0.00157537+0.00266637j -0.000812563-0.00269082j 0.00179912-9.05265e-05j 0.000647158+0.000388189j 0.00286515-0.00521753j -0.00501186-0.00180335j 0.00352677-0.00481148j 0.00325828-0.000471725j 0.000942588-0.00288318j 0.00352833-0.00476313j -0.000385425+0.00471924j -0.00180026-0.00142397j -0.00212095+0.00254056j 0.00682959-0.00468459j 0.000842021+0.00471988j 0.00806519+0.00380921j 0.00272121+0.0028555j -0.00130674-0.00394976j -0.00332621+0.00405008j 0.00871283-0.00387268j 0.00213466-0.00194425j -0.000942057+0.00470668j -0.00308228-0.00208516j 0.00258309+0.00348096j 0.00141915-0.000364723j 0.00972259+0.00508363j 0.00442493-0.00268648j 0.00128026-0.000592626j -0.0170276-0.000991005j -0.00317887-0.00789013j -0.0027318+0.00450668j -0.00106555+0.00186231j 0.009911-0.00600878j 0.00405285-0.00487363j -0.000547477-0.00463831j 0.00613911+0.00392805j -0.00540158+0.00183397j 0.000240141-0.000881217j 0.00140306+0.00314192j -0.0031514+0.000769801j -0.000538463+0.00116808j 0.000536049-0.000874612j 
