-0.165485-0.251318j 0.260012-0.134347j -0.0683004+0.00211814j 0.017731-0.0292547j -0.116346+0.101343j 0.0467623-0.0996636j -0.083481-0.179744j -0.198299+0.122715j 0.0198727-0.0959627j 0.168722-0.0143412j -0.0646783+0.0732099j -0.153189+0.0835204j -0.025624+0.00796997j 0.0893002+0.00441335j -0.0338715-0.0769333j -0.0503603+0.0443896j -0.0253587+0.00101647j -0.200899-0.0564739j 0.0984041+0.0770509j 0.131922-0.0216949j 0.0536148-0.0271011j 0.18921+0.0982735j 0.0147895-0.167488j -0.0253769-0.129654j -0.132327-0.0885994j 0.0601601+0.0995154j 0.016805-0.122184j -0.210187-0.242273j -0.298472+0.211706j 0.174362+0.0745645j -0.0567613+0.154034j -0.0235775-0.0430894j 0.0304445-0.0190785j 0.0345138+0.00709406j 0.000752198-0.0541776j 0.0163106+0.0113185j -0.0479004+0.00458115j -0.00681528-0.0314483j -0.0114543-0.0202065j -0.00444568+0.010565j -0.0221314+0.0168815j -0.0100139-0.00384832j -0.00394219-0.00798599j -0.0120128-0.00692701j 0.0185591-0.0107287j 0.000499516+0.0269099j 0.00218619-0.00321395j 0.00937954-0.00709367j 0.00231312+0.00954929j 0.00378732+0.0340458j -0.00650041-0.00629242j 0.00636372+0.00123774j 0.0151715-0.000817782j -0.00439304-0.000654122j -0.00532578+0.00785526j -0.0076259-0.00885522j -0.00518464-0.0133423j -0.0143244+0.0223767j -0.0159121+0.0176549j 0.0148237+0.0103979j 0.000897076+0.0116896j -0.0202094+0.0352633j 0.0179656+0.00404116j 0.01243-0.00490404j -0.00276216+0.000165876j -0.00891178+0.00332454j -0.0115368+0.00588971j -0.00508672-0.0387192j -0.0481651+0.00652494j 
-0.0062366-0.00122761j 0.00170748+9.38202e-05j 0.00644965-0.00536599j -0.00113177-0.00393527j 0.00183569-0.00107018j 0.00441609-0.00315165j -0.000963322+0.00442753j 0.00114331+0.00246613j -0.000577579-0.0023118j 0.000590078+0.00213005j -0.00260444+0.00354363j -0.00287468+0.000333386j -0.00276892-0.00538613j 0.00754487+0.00762814j 0.00534766-0.00289708j -0.00143076+0.00106579j -8.23491e-05+0.00293029j -0.00213371-0.00712016j -0.0047999-0.00662728j 0.0108998+0.00101229j 5.97579e-05-0.000234533j -0.00619531-0.00500009j -7.13273e-05+0.00276196j -0.00029412-0.00240748j -0.000875332+0.000490729j -0.0031606-0.00387035j 0.00257173-0.00461071j 0.00253986+0.001355j 0.00288408-0.000319997j 0.00242523+7.52487e-05j 0.00143595-0.00228247j -0.000121215-0.00424766j -0.00531012-0.00353199j -0.00108923-0.00261634j -0.00129974+0.0016337j -0.000857747-0.00181247j 0.00367214-0.00260109j 0.000518906-0.00014375j -0.00073221-0.00438487j -0.000297653-0.000123647j 0.00129283-0.00269991j 0.000955387-0.000738691j 0.00272529+0.00177724j -0.00271184+0.00303176j 0.00583823-0.00432774j 0.00380671+0.00631393j 0.00650218+0.00051065j 0.00128651-0.00433032j -0.00159648+0.00222549j 0.00298444+0.000360491j 0.00208002-0.00445422j -0.00200303-0.00351038j 0.00763837-0.00359928j 0.00225751+0.00289655j 0.000434905+0.00289784j 0.00352076-0.000420209j -0.00147406-0.00452806j -0.000738276-0.00121516j -0.00226036-0.0029662j -0.00468779+0.000186948j 0.00235696-0.00330598j -0.00500062-0.0017529j 0.00245453-0.00338936j 0.00243303+0.00176906j 0.00276011-0.00448949j 0.00635336-0.000784027j 0.000114783+0.00312336j 0.00166587+0.00166867j -4.26599e-05-0.000629732j 
0.00144146+0.0013764j -0.00153461+0.000357277j -0.00321232+0.00155389j 0.000703911-0.000155815j -0.000468336-0.000573778j -0.00317053+0.00277307j -0.000279823+0.000752254j -0.00208631+0.00121553j -0.000803581+0.00129012j -0.00530725-0.00199101j -0.00461563-0.00115512j 0.00332291+0.00263658j -0.00375931+0.00412716j 0.0049673+0.00320044j -0.00370147+0.00443421j 0.00249511-0.000180102j -0.00181994+0.00956122j 0.00279484+0.00133506j -0.010609+0.00292271j -0.000348164-0.000943829j 0.000576356+0.00485277j 0.000279519-0.00102869j 0.00108391-0.00837307j -0.00197714-0.00280788j -0.00429389-0.00092861j 0.00539787+0.0014886j 0.000206692+0.00707623j -0.00357354-0.00128784j -0.00207653-0.00179322j -0.000100489+0.00112568j -0.00149187+0.0014023j 0.000213714+0.00132597j 0.00163316+0.00283903j -0.000687766-0.000395217j -0.00090189+0.00161235j -0.00176534+0.00263342j 0.00218782+0.00206501j 0.00116474-0.000331851j -0.00124497-0.00191856j 0.00240652-0.00544823j -0.00423294-0.000242926j 0.00288018+0.00237977j -0.00194442-0.00160337j -0.00216134+0.000559287j 0.00265986+0.00283929j -0.00329062+0.00010067j 0.000203702+0.00281759j -0.0019572-0.00113803j 0.000601736+0.00605932j 0.000586694-0.000433614j -0.000224317+0.00679424j 0.00261936+0.00544529j -0.00936985-0.00324446j 0.00204821-0.00702402j 0.00620715+0.00522165j 0.00157248+0.00151621j -0.00521242+0.00393469j -0.00265124+0.00200114j -0.00380006+0.00325739j -0.00115434+0.00164449j -0.000410821+0.00307674j 0.00768791-0.00113154j -0.00416723+0.00234867j 0.00168677-0.00485633j 0.000991938+0.00387298j -0.00706474+0.0029088j -0.0037245-0.00525261j -0.0013323-0.00196185j -0.000349786+0.00128098j 
-2.18052e-06-0.000704141j -0.00029041-0.000308008j 7.1483e-05+0.000674531j -0.00022411-7.99222e-05j -0.00160151-0.000784633j 0.00411154-0.00041057j -0.00112398+0.000732535j 0.00178936-0.0016661j -0.00241108+0.000353016j 0.00362047-0.00156576j 0.00364094-0.00415969j -0.00205943-0.000469902j 0.0032815+0.00084296j -0.00740007-0.00682713j 0.00198102+0.00331236j -0.00602685+0.0040331j -0.00132237+0.00111731j 0.00133299+0.000122728j 0.0037218-0.00305991j -0.00206317-0.000967778j -0.00303337-0.000943041j 0.00316019+0.00454946j 0.00272049-0.000950656j 0.00387861+0.0028154j -6.43124e-06+0.00131962j -0.000226589-0.000138535j -0.000849123-0.000525654j 0.000394093-0.000907665j 0.00120289-5.72408e-05j 0.000587689+0.00185045j -0.000903156+9.77838e-05j -0.000165131+0.00241783j 0.00252308+0.000650547j 0.000930812+0.000350494j -0.00379781-0.00118492j 8.2426e-05+0.000493696j 0.00306445-0.00125581j 0.00584354+0.00134044j -0.00880181+0.00198025j 4.38339e-05-0.0040643j -0.00257421+0.00190132j 0.00157881+0.00221713j -0.00282146+0.000368809j -0.0010927-0.00349998j 0.00407791+6.21663e-05j -0.00144633+0.00303404j -0.00208371+0.000976133j -0.0045572-0.00337006j -0.00407727-0.0024362j 0.00755937+0.00179651j 0.00370935-7.93182e-05j -0.0041574+0.00470396j -0.00762741-0.00130853j 0.00216747-0.000618991j 0.00184577+0.00808751j 0.000546149+0.00074166j 0.000897126+0.00539888j 0.00334761-0.000526119j -0.00221368+0.00160402j -0.0119058+0.00175755j 0.000143417-0.00101233j -0.000954742+0.000223559j -0.00331356-0.00200284j 0.0057932-0.00226935j 0.00319401+0.0011928j 0.000282419+0.00133259j -0.00291126-0.00181205j 0.000377543-0.00029722j -0.000477425+0.000855138j 
0.00301561-0.00170999j 0.00159991-0.000840281j -0.00335732-0.000226042j 0.00210195+0.00437323j 0.00187706-0.00160576j 0.000171308+0.00214951j -0.0047497-0.00393952j -0.00207677+0.00269847j 0.00282984+0.00215553j -0.00481162+0.00267916j -0.00110973-0.00555214j 0.00641892-0.00360927j 0.00124276+0.00251714j 0.0028386+0.0035103j -0.00650627+0.0136825j 0.00667962+0.00514413j -0.00826606-0.00291597j -0.00113319-0.00295253j 0.0035404-0.00551423j 0.00972236+0.00260071j -0.00336601+0.00203399j -0.00639529-0.00176461j -0.000391578+0.00110337j 0.00302239-0.00040262j -0.00154604+0.00375196j -0.0033253+0.00205912j 0.00190225-0.00494641j 0.00248398+0.00129634j 0.000890932+0.00180638j 0.000852471-0.000571755j -0.00074117+0.00234275j -0.00148858+0.00107192j 0.00396708+0.000707265j 0.00249686+0.00353983j -0.000941426-0.00171627j 0.00293406-0.00773787j 0.00145614+0.00186219j -0.00107753+0.00155901j -0.00389187+0.000291991j 0.00016766+0.000147279j 0.000178526-0.00185977j 0.00770304+0.00315458j -0.00429417-0.00340228j 0.00453681+0.00188789j -0.00234225-0.000268604j -0.00676237-0.00532777j 0.0033043+0.00124765j -0.00113733+0.00754873j -0.0102314-0.00315614j 0.00900135+0.00141584j 0.00520402+0.00370506j 0.00733-0.00604199j -0.00259806+0.00755544j -0.00483566-0.00438253j -0.00731173-0.0110392j -0.00745971-8.45582e-05j 0.00968494-0.0047746j 0.00265433+0.000622573j 0.00216426-0.00387632j -0.00576727-0.0053314j 0.00384114+0.00384102j -0.00822702+0.00138679j 0.00431819-0.000434984j 0.00100661+0.0037682j -0.00327236-0.00268593j 0.00106855-0.000885491j 0.00384773+0.00311861j -0.000192185+0.00161827j 0.000373674-0.000747046j 
0.00031486-0.00116902j -0.000207946+0.000444813j 0.00154682+0.000879446j 0.00195283-0.00153847j -0.00356399+0.000205299j 0.00535755+0.00184259j -0.000389029+0.00661487j 0.00771299+0.000114557j -0.00265385+0.00219336j 0.00684647+0.000687939j -0.00408399+0.00242775j -0.00279896+0.00298856j -0.00387496-0.00235529j -0.00315955-0.00423444j -0.00269245+0.004775j -0.0103784+0.0114329j -0.00243338+0.00194799j 0.00224501-0.000764905j 0.00111708+0.00295098j 0.00228862-0.00190861j -0.00340728+0.00114984j -0.00178126+0.00463905j -0.00183426+0.00113423j -0.00475605-0.00499901j 0.00244816-0.00407649j 0.00133408-0.000919932j -0.000206464+0.00158908j 0.000902137-6.34042e-05j 0.000274001-0.000100113j -0.000410978-0.000433149j 0.0010382-7.67705e-06j 0.000864134+0.000360463j -0.000200949+0.000221242j 0.0012555-0.000304179j 0.00048321-0.00229546j 0.000734481+0.000504754j -0.00128171+0.000146814j 0.00730368+0.00369868j -0.00461423+0.00462448j -0.0024164+0.00359861j 5.59634e-05+0.00015778j -0.00150047-0.000995533j -0.000751546-0.00334123j 0.00505569-0.000786038j -0.00757528+0.00101431j -0.00429921-0.00524877j -0.00506846-0.00394509j -0.00356945+0.00127602j -0.00516854-0.00437938j 0.00354528-0.000613349j 0.00228065+0.000224126j -0.00184327+0.00151489j -0.000271234+0.00354294j -7.01839e-05+0.00291862j -0.00432661-0.00376376j -0.0125185+0.000448978j 0.00569466-0.000898946j 0.00159929-0.000148018j 0.00107936+0.00392584j 0.00178089-0.00154091j 0.00152565+0.0019854j -0.00173001+0.000254167j 0.000268236+0.0037327j -0.00126116+0.00044602j -0.00372431+0.000348281j -0.00129418-0.00176016j 0.00110896-0.000687166j 0.000580937-0.000944711j -0.000930767-0.000949051j 
-0.000405856-0.000479141j 0.000490415+0.000255403j 0.00057319+0.00050321j 0.000650629-0.00129312j 0.00126788-0.00327187j -0.00238216+0.00234309j -0.00296508-0.00325728j 0.000771766-0.00303846j -0.00234491+0.00441304j 0.000350127-0.000770464j 0.000790278-0.00147655j -0.00531376-0.0011232j -0.00258828+5.61896e-06j 0.000416582-0.0043815j 0.0010643-0.00120702j -0.00856886+0.00525212j -0.000464428+0.00400845j -0.000288136+0.00126871j -0.000391401-0.0015104j -0.000588729-0.00122109j -1.26346e-05+0.00387573j 0.000877134-0.00112554j -0.00247692-0.00356818j 0.00584887-0.00528948j 0.00439152+0.0024635j 0.000285945-0.000120075j -6.10579e-05-0.00132216j 0.000961846+0.000907032j 0.000899664-0.000365364j 0.00101255-1.48713e-05j -0.000320679+0.000478248j -0.00175487-7.52834e-05j -0.00126441-0.000266964j -0.00139989+0.00122739j -0.00215174-0.00174087j 0.00103205+0.00087578j 0.00227293-0.00194227j 0.00430272+0.00213558j -0.0040481+0.0011478j 0.000526125+0.00300635j 3.6101e-05-0.000117736j 0.0013247-9.00769e-05j 0.00418107+0.00457096j 0.00294585+0.000209749j 0.00178596-0.00305364j -0.00304752+0.000882961j 0.00186264+0.00047001j 0.000673845-0.00136623j -0.00334829-0.000772554j 0.00338589-0.000783515j 0.0035239-0.0019969j 0.000607953+0.00177984j 0.000990875+0.00418882j 0.00142335+0.00254775j -0.000168899-0.00287979j -0.00437151-0.00211124j 0.00276448+0.000125186j 0.00182547+0.00255746j 0.00209778+5.83217e-05j -0.00111269-0.00288518j 0.00166552-0.00191074j -0.004023-0.00062977j 0.00282071-0.000950375j 0.00179483+0.00154285j -6.82234e-05+0.0019862j 0.000499333-0.000631124j -0.000951677-0.00053943j 8.98553e-05+0.000825745j 0.000162127-0.000133675j 
-0.00146891+0.00102472j 0.000800686-0.000179591j -0.000963803-0.00128757j -0.00243951+0.000147791j 0.00152234-0.0011271j -0.00144288-0.00337574j 0.00418016-0.00400903j 0.00515305+0.00183464j -0.00200699+0.00301855j 0.00432069+0.00250415j -0.000655714+0.000727992j -0.00135609+0.00129456j 0.000779238+0.0063317j 0.000310236+0.00710612j 0.000652916+0.00855967j -0.00390801+0.0023472j 0.0033393+0.00213416j -0.00116665-0.00152023j 0.00227018+0.00282756j 0.000847758-0.00132982j -0.00315563+0.00361856j -0.00432193-0.00385696j 0.00151249-0.00142378j 0.000314855+0.00121127j -0.000653506+0.00250839j -0.000669846+0.000342208j -0.000914613-0.000571161j -0.00135474-0.000529362j -0.000520689-0.000805334j -0.000314469+0.000259071j -0.00101309-0.00119507j 0.00275781+3.80418e-05j 0.00021668+2.79489e-05j 0.00265495-0.00139548j 0.00224345-0.00338117j 0.00162935+0.00289084j -0.00175478-0.00360345j 0.00403526+0.0044739j -0.00428194+0.00683634j -0.000235572-0.001298j 0.00378593+0.00186802j -0.0078978+0.000230572j -0.0084107-0.00100053j 0.00209056-0.00570422j -0.000441119-0.00322482j 0.00456754+0.000602902j -0.00766424+0.000735284j -0.00296792-0.010187j -0.00015215-0.00544919j -0.00368922+0.00200167j 0.00403492-0.00431313j -0.0067617+0.0103329j -0.00197414+0.00138515j 0.00108667+0.00660671j -0.00076699+0.00786301j -0.010674-0.00186756j -0.00680693+0.00579865j 0.000673312-0.0014751j -0.00194991+0.00345199j -0.00386553+0.000463508j -0.00531659+0.0003908j 0.00437767-0.00123144j -0.00142168+0.000859835j 0.00103021-0.00310326j 0.00198766+0.00058323j 0.000810477+0.000825009j -0.00235278-0.000796198j 0.000210845-0.000626762j 0.000250168+0.000351845j 
0.000305182+0.00163648j -0.00204034-0.000137676j 0.00133746+0.000554484j -0.00168673-0.00116045j 0.000224454+0.00344064j -0.00178364-0.00196562j 0.00403037-0.00531956j 0.00095801-0.00277804j -0.00123325-0.00242661j 0.00377945-0.000447096j 0.00910656+0.000875057j 0.000149689+0.00179099j 0.00429418+0.00886612j 0.00108256+0.0055216j 0.00104735-0.00573528j 0.000793723-0.00845421j 0.00923216-0.00350807j -0.00276362-0.000420857j 0.00284433+0.00514404j -0.0072891-5.3789e-07j 0.00372308-0.00128562j 0.00348613-0.00147234j 0.00298697+0.00267126j -0.00160991+0.00675788j -0.00200185+0.00213972j 0.00102982-0.0032096j 0.000800232+0.00267129j 8.2288e-06+0.000179635j -0.0023114+0.000723017j 0.000612057-0.000496406j 0.00169162+0.000451868j -0.0023765-0.000165042j -0.0019127+0.00188794j -0.001995-0.00126342j -0.00176609-0.00378227j -0.000570264+0.000364252j -0.000251055-0.00169058j 0.00659571+0.00183382j -0.00250214+0.000520203j -0.00369353+0.00182041j 0.000621737+0.00206049j -0.00631882-0.0027484j 0.00104874-0.00147793j -0.00191959+0.003217j -0.000938704+0.00178341j -0.00322467+0.000703758j -0.00123877+0.000502322j -0.00229831+0.000798455j -0.00125921-0.00549016j 0.00364102-0.00240185j 0.00251466-0.00353223j -0.00240848-0.000520535j 0.00207293+0.000910974j 0.000978974+0.00528514j -0.000138629-0.00120979j -0.0044831-0.00188218j 0.00832828+0.000465972j 0.00185517-0.00187661j 0.000577739+0.00417066j -0.000613978+0.00108323j 0.00215766+0.00106888j -0.00260003+0.000455088j -0.0012239+0.000662534j 0.000867247+0.0026745j -0.00219611-0.00107081j -0.000348819-0.00225191j 0.0025764+0.000838273j -0.00061817+0.000315281j -0.000110262+9.90728e-05j 
0.000839925-0.00028136j 0.00137012+0.000148769j -0.000857005+0.00085991j -0.000358625+0.00142664j -0.0012983-0.000435903j -0.000607443-0.00128868j -0.00125777+0.000595251j -0.000954445+3.74406e-05j 0.001953-0.00164607j 0.00101346+4.50538e-05j 0.000415697-0.00116545j -0.000195439-0.00203624j 0.00250832-0.00911049j -0.0129097-0.0108866j 0.00197375-0.00414678j 0.00200749-0.00131773j -0.00161101-0.00740215j 0.00234469+0.00365852j 0.00662941-0.0022321j -0.00423738-0.000757279j -0.00259936-0.00538685j 0.00583224+0.00669482j -0.000827238+0.00186127j 0.00457154+0.00228395j 0.00260567-0.000898098j -0.000895413+0.0014591j -0.00125957-0.00124701j -0.000433682+0.000371572j -5.76613e-05+4.22126e-06j -0.000830928-6.86653e-06j -0.00108237-0.000284585j 0.000984433+0.0011592j 0.0012435-5.23127e-05j 0.000394642+0.000682798j 0.000675978+0.00245481j -0.000877364+0.000258802j -0.0011226+0.00133542j -0.00652971-0.00289995j 0.00275628-0.00156941j -0.000729962+0.00078207j 0.000849604+0.00133326j -6.35593e-05+0.0021687j 0.00647857+0.00470971j -0.00166081-0.00294882j -0.00200772+0.00365218j 0.000992587+0.00174347j 0.000176291-0.00476991j 0.00158922+0.00456478j 0.00591114-0.000642885j -0.00271693+0.000833008j -0.00636234+0.00212103j -0.00235914-0.00265323j -0.000205405-0.00140356j 0.000568271-0.00273252j 0.000591192+0.00370229j 0.00757436+0.00252903j 0.000369078+0.00254867j 0.00144747+0.000332506j 0.00106395-0.00080868j 0.00515625+0.00214798j -0.000254574-0.0053585j -0.000777627+0.00169708j -0.00180995-0.00136739j -0.00179896+0.00175071j 0.00181825+0.00131823j 0.000898909+0.000180226j -0.00100401+0.000175991j 0.000194549-0.000162064j 0.000214192-0.000323105j 
-0.0024786+0.00106552j -0.00154202-0.00106229j -0.00149883-0.000854533j 0.000678391-0.00363375j -0.00118172-0.000847935j 2.20304e-05-0.00169176j -0.00511155+0.00236897j 0.00478784-0.00175654j -0.0041333-0.00315864j -0.00123192+0.00114749j 0.00499525-0.00694153j 0.0089454+0.000432989j -0.00598029-0.000304254j -0.00528767-0.00591893j 0.00188804+0.00251818j 0.00650981+0.0031754j -8.7744e-06+0.00823402j 0.000895584-0.00979279j -0.0137631-0.00444157j 0.00751152-0.00901365j -0.00601834+0.00399485j 0.00738457+0.0132971j 0.00416979-0.00979973j 0.00986876+0.00389161j -0.0119795+0.0123234j 0.00313384-0.0116025j 0.0136924+0.00705429j 0.00317264+0.00373944j -0.00590292-0.00227095j 0.00243252+0.000536504j 0.0016525+0.00101431j 0.000688406-0.000986574j 0.00129748-0.00109571j 0.000490766+0.000968266j -0.000250454+0.000293472j 0.00110377+0.00101945j 0.000542377+0.00164734j -0.00103982-0.000538314j -0.000480342+0.000224802j 0.00119816-0.00196997j -0.00401156+0.000959219j -0.00121969+0.00144461j -0.000419446+0.00155527j -0.0018605-0.00349138j 0.0014095+0.00125262j 0.00264817+0.00123806j -0.000763493+0.00185374j 0.00103804-0.000717632j 0.000542054-0.000324653j 0.00280439-0.00174639j -0.00153344+0.00211899j 0.00317917+0.00126302j -0.00731657+0.00400105j -0.00451009-0.000821813j 0.0017826+0.00370442j 0.00619857-0.000175535j 0.00278055+0.0101863j 0.000314907-0.00223009j -0.00235503-9.59166e-05j -0.00307414+0.00593546j -0.0048859+0.00413168j 0.00430194+0.00399815j -0.00513891-0.00254199j 0.00381654-0.000616984j -9.85231e-05+0.00235457j -0.000545261-0.00488967j 0.00244959-0.00173665j -0.000820191-0.00061223j -0.00191262-0.000433627j 
0.00166211-0.000747373j 0.000523073-0.00095113j -0.00122877+0.00215266j 0.000547271+0.00233307j -0.00256816-0.000615239j 0.00174817+0.00117109j 0.000442218-0.00493623j 0.0095546-0.00449191j -0.00178307+0.0066863j 0.00946313-0.00227535j 0.0031569-0.000278658j -0.00129066+0.0026643j 0.0039083+0.0115995j -0.000965986+0.00192908j 0.00157693+0.0154152j -0.0110341+0.0142319j 0.00187718+0.00241455j 0.000725019-0.00238815j 0.00908378+0.00304957j -0.00186131-0.000957584j -0.00317707+0.0064198j -0.00381681+0.00145987j -0.000255603-0.000579341j -0.000323023+0.000920349j 0.00136401+0.00178754j 0.000648539+0.00042363j -0.00165256+0.000630037j 0.000177903+0.000181618j -0.000545122+0.000377576j -0.00133311+0.000107568j -0.000253762+0.000650883j -0.00204264-0.000192599j -0.000420221+0.000647218j -0.00114851-0.000308601j 0.00169673-0.00043056j -0.000297089-0.00118132j -0.00163029-0.00203874j -0.00296939-0.00037225j 0.00314173-0.00186893j -0.000821236-0.00177433j 0.00199873-0.000651184j -0.00273973-0.0017003j -0.00288123+0.000847931j -0.00199181+0.00339053j 0.00343659-0.00235562j 0.0015838+0.00230953j 0.00315808+0.00474932j 0.0011745-0.00150808j 0.00232712+0.00195493j -0.00360316-0.000820101j 0.000882831-0.00378023j 0.00245602-0.000854599j 0.00345-0.000583665j -0.00036871+0.000948936j 0.00127328-0.000724619j 0.000921671-0.000197319j -0.00387488-0.00191787j -0.0023653+0.000146261j -0.000289923-0.000918444j -0.000268017+0.000448667j -0.000617929+0.000932659j 0.00035165-0.00113065j 0.000912476-0.00189169j -0.00147023+4.39868e-05j 4.5367e-05-0.00189997j 0.00146832+0.000726614j 0.0011315+0.00140131j -0.000718981+0.00074631j 0.00068156+0.000496868j 
0.000569029-8.50079e-05j 0.000171468+0.000536982j 0.000189948+0.000960549j 0.000262193+9.98347e-05j -0.000333318+0.000466248j -0.00121094+0.000492548j 1.79091e-05-0.000298732j -0.00136269+0.00108087j 0.000491087-0.00115284j -0.00105872+0.000156398j -0.000876961-0.000549043j 0.00065411-0.000325406j 8.34353e-05-0.00321076j -0.00384728-0.00187325j -0.00136751-0.00292051j 0.00232061-0.0035299j -0.000128505-0.00242979j 0.000962165+0.00230966j 0.000111397+0.000518026j -0.00243835+5.09991e-05j 0.000437737-0.00152934j 0.0026899+0.00157807j 1.54608e-05+0.000156511j 7.50882e-05+0.000539829j 0.000213048-9.79045e-05j 0.00110369+0.000610168j -0.000458721+0.0012661j -0.000721044-9.4219e-05j -0.000891259-0.000320456j -0.00034756-0.000808339j 0.000764521+0.000357379j -0.00183725-0.000331536j -0.000782389-0.00142721j -0.000190489+0.00235444j -0.000294198-0.000972575j 0.000514178-0.00179816j 0.000987115+5.53025e-06j 0.00392103+0.0014518j 0.00111846+0.00058856j 0.00371708-0.00420152j -0.00343375-0.00278458j 0.00359524-0.00509897j -0.0157806-0.00211636j 0.00515432+0.000631567j 0.00151251-0.0110203j 0.00100498-0.0066007j 0.00433286+0.0107569j -0.00337101-0.00860238j -0.00687404+0.00783869j 0.000247417+0.000889018j 0.00652473-0.00515563j 0.00896616+0.000529215j 0.000968823+0.00203904j -0.00348802+0.00354884j -0.00492886-0.00673691j -0.00592242-0.00247306j -0.00896044-0.00127867j -0.0047288+0.00192334j -0.00116598-0.00414836j -0.0107429-0.00246935j -0.000396523+0.0118766j 0.00186738-0.00309945j 0.00445604-0.00182364j 0.00108674-0.00404036j -0.00167732-0.00133842j 0.000196438+0.000357069j 0.00133299-0.000264774j -8.72385e-05+0.000500955j 0.000317204-0.000194407j 
-0.00287734+0.000921006j 0.00131235-0.000228693j 0.0016136-0.00444791j -0.00348181-0.000275789j 0.000354752+0.000255735j 0.00297244-0.00371034j 0.00353178+0.00122341j 0.000752152-0.00109901j -0.00207209-0.0001993j 0.00117525-0.000247132j 0.0021387+0.00306376j -0.00292267-0.000608048j -0.00143595-0.00244543j -0.00155717-0.001778j 0.00545512-0.00555242j -0.00315259+0.000739138j 0.00290116+0.00118143j -0.000879601-0.00223544j 0.000711923-0.00141397j -7.36504e-05-0.000108393j -0.000796849-0.00168247j 0.000181634-0.000524324j -0.000329335-2.0297e-05j 0.00190514+0.00229986j 0.00101627+0.000664313j -0.0010032-0.000956683j 0.000766855-0.00320576j 1.12283e-05+0.000733037j 0.00216557-0.000238524j 0.000577041+0.000444426j -0.00157072-0.0021055j 0.00196116-2.54768e-05j 0.000874251+0.000836907j 0.000922283-0.00213836j 0.000483483+0.0013441j -0.000457434-0.000570657j 0.000402375+0.00289326j 0.00125188-0.00278577j -0.00200228-0.00155716j -0.00475655-0.00410923j -0.00259934+0.00166218j 0.00211459+0.00177166j -0.0163091-0.00826142j -0.00105883+0.004869j -0.00241151+0.00764654j -0.00169745-0.0070115j -0.00462468-0.000612722j -0.00670641+0.00687852j -0.00429371-0.00207424j 0.0061271+0.00336082j -0.000341926+0.00415424j -0.00584313-0.00317962j -0.00803895-0.0088415j -0.000617369-0.00366717j -0.000604684+0.000950496j 0.00277646+0.00157592j 0.00165846-0.00527267j -0.00393351-0.00449889j -0.00332216+0.00392057j -0.00221469+0.00545742j 0.00510527+0.00301437j 0.000573013-0.00347195j -0.00262571+0.00645652j -0.000726564-0.00282778j -0.00396971-0.00435943j -0.00120823+0.00162428j 0.00166006+0.00145339j 0.000420419-0.00259399j -0.00170552-0.00020775j 
-0.00129737-0.00122j -0.00701398+0.00185189j 0.0039924+0.00985594j 0.00591778-0.00866589j 0.00361232-0.0014256j -0.0082653-0.00306278j -0.00542575-0.00200499j -7.87999e-05+0.00133915j 0.00214923-0.000993249j 0.00742924+0.00299702j -0.00855988-0.0110396j -0.000921504+0.00596443j 0.0106544+0.00038473j -0.00546133+0.00828087j -0.00767875+0.00860679j 0.00465048-0.00385086j -0.000386174-0.00646376j -0.00274002+0.0097635j -0.00164612-0.000182341j -0.00187391-0.00299175j -0.00184518+0.000395063j 0.000793214+0.00238092j 0.00704885+0.00300209j -0.00110182-0.00419618j 0.00184305+0.00166199j 0.000897807+0.00211846j -0.00352767+0.00603463j -0.000913071-0.00543749j -0.00394163+0.000582574j -0.000928694+0.000410665j 0.00430075-0.00197438j 0.00473417-0.00150853j -0.0040622-0.00548701j 0.00122462-0.0042553j -0.00335134+0.00361734j -0.00034146+0.00534854j 0.005816+0.00364195j 0.00547729+4.0685e-05j -0.00158684-0.00219207j -0.00182664+0.00345674j -0.00402506-0.00238677j 0.00415643+0.0010491j -0.00151056-0.00200298j 0.00264677-4.20624e-05j -0.00462671+0.000801764j 0.00336567-0.00372257j -0.00129297-0.00597807j -0.00234522-0.00123063j -0.00376574+0.00204584j 0.00609532+0.00195716j -0.00278342+0.0018636j -0.00510887-0.00174572j 0.000113527-0.00570669j 0.00063396+0.000961092j 0.00024946+0.00110799j 0.00252013-0.00053516j 0.000492912-0.00163094j -0.00203496-0.00276172j -0.00152138-1.76994e-06j 0.000937579+0.00320514j 0.00211-0.000133122j 0.00018844-0.00138947j -0.00120226+0.00529056j 0.000166093-0.00107209j -0.00229793-0.00149666j 0.000700428-0.00131996j -0.000433011+0.0015205j 0.000589351-0.00127546j -0.00109661-0.000911119j 
