0.257969-0.112399j -0.103802-0.261712j -0.210946-0.0814948j 0.0519875-0.169108j -0.102085-0.0524763j 0.0857397-0.113068j -0.0738545-0.201007j -0.143182+0.0637957j -0.0149059+0.00752052j 0.0739367-0.181932j -0.0152003+0.0663092j -0.0608261+0.0182424j -0.0826604+0.0103563j 0.075734+0.00425267j -0.0747503+0.0416382j -0.11267-0.158454j -0.0836845+0.0443736j 0.0119721+0.00518153j 0.0394813-0.0825937j 0.113783+0.145375j 0.0377843-0.0136868j 0.121619-0.00561475j -0.110367-0.074389j 0.0848374-0.0701389j 0.0924728-0.0175801j -0.0430667-0.0712599j 0.00597816+0.00575728j 0.0483326+0.00216447j 0.0814167-0.00840517j 0.0324719-0.0273305j -0.0348347-0.00607633j 0.106016-0.0447128j -0.0720856-0.0354157j 0.0288821+0.0813475j 0.0191616-0.0071351j -0.161833+0.0102971j -0.00394764+0.0568303j -0.0814086+0.0890626j -0.0490827+0.0408011j -0.030637+0.00482268j -0.0297884+0.083176j -0.0264016-0.0120895j 0.0337049-0.088957j 0.0309088-0.121239j 0.0133868+0.0309169j -0.0287853-0.00578433j 0.0375732+0.0633355j -0.0822721+0.0194925j -0.0594749+0.129992j 0.0995519+0.056566j -0.00020301+0.0287101j 0.0673179+0.090443j 0.157295-0.0851137j -0.0712011-0.142412j 0.0361402-0.2784j 0.278933+0.0366429j 
0.0013872+0.00577851j 0.00565754-0.00109681j 0.00867154+0.000921498j -0.000786422+0.00697034j -0.00528242-0.00519708j 0.0035026+0.0139234j 0.017894-0.00891202j -0.0102426-0.00229297j -0.00174709-0.00776182j -0.00473458-0.000843128j -0.00831825+0.000659578j -0.00986555+0.0040017j -0.00437926-0.0101707j -0.00533985+0.000899783j -0.0014691+0.00347578j -0.00813768-0.00238056j -0.00213226+0.00985654j 7.44395e-05-0.00512594j -0.00257086-0.00319306j -0.00376666+0.000363469j -0.00542805+0.00129712j -0.00191639-0.0025147j -0.000497852+0.00626962j -0.00429764+0.0108124j 0.00162618-0.00558957j -0.00663408-0.0107682j 0.00456064-0.00313418j 0.00186562+0.0047586j -0.00245481-0.00167874j -0.00350476-0.0040512j -0.00623995-0.00367492j -0.00181193-1.67494e-05j 0.00759502+0.00414018j 0.00334253-0.00199042j 0.00641885-0.00169441j 0.00547187+0.00842555j 0.00596401+0.000824821j -0.00174745-0.00202581j 0.00219284-0.000298159j 0.00433931-0.00244561j 0.0029756-0.00501516j -0.00278637-0.00245339j -0.00696413+0.00638659j -0.0114822+0.00827243j -0.000606321-0.00830207j 0.00544758-0.00107496j -0.00827081-0.014347j 0.00597714+0.00270463j 0.00196901+0.0114885j 0.0167985-0.0135645j 0.0138661+0.0111277j 0.00134333+0.00544738j -0.00031623-0.00341705j -0.00305074+0.000146865j -0.000969557-0.00209009j 0.00208824-0.00102582j 
0.00176643-0.00953717j -0.00934821-0.00209742j -0.00290383-0.0016566j 0.0025524-0.000488083j 0.00816313+0.0143962j 0.000291319-0.0243429j -0.0323868+0.00881072j 0.00994727+0.0110774j 0.0069023+0.00759239j 0.00587788+0.00818161j 0.00618037-0.000372171j 0.0152609+0.00148445j -0.00599677+0.00558322j 0.00231831+0.00580988j 0.00020597+0.00309118j 0.0135386+0.0137074j 0.00928801-0.0142304j -0.0051565-0.00159696j 0.0008902+0.00433683j 0.00549926+0.00482742j 0.00753832-0.000167715j -0.00104654-6.97322e-05j 0.0141939-0.0115613j 0.00988621-0.011954j -0.00668626+0.00295449j 0.00483644+0.0133447j -0.0132131+0.00667884j 0.00290788-0.00748332j 0.00790194+0.00230896j -0.00828338+0.00633533j 0.00586462+0.0102215j -0.00324786+0.00718021j -0.00816397-0.0145173j -0.00457184+0.00517793j -0.00383796-0.00416929j -0.00421401-0.0189888j -0.00481114+0.00187298j 0.00136515+0.00519633j 0.000111119-0.00597631j 0.00378947+0.00365584j -0.00665841+0.00345399j -0.00263365-0.00239913j 0.00726781-0.0030093j 0.0201697+0.00317397j 0.0105029+0.00861547j -0.0083913+0.0104928j -0.0032503+0.0207553j -0.00763354-0.0106603j 0.00328539-0.0160429j -0.036065+0.00640605j -0.0104485-0.029666j 0.00566661-0.00773466j 0.000330213+0.00333951j 0.00340188-0.000690829j -0.0016409+0.00526152j -0.00528964-0.00150076j 
0.00955627-0.00583077j -0.00616261-0.0101721j 0.0106335+0.00480478j -0.00102611+0.0129962j 0.00202591+0.0062899j -0.000235279+0.00975918j 0.017484+0.00395064j -0.00880649-0.0150864j 0.0203588-0.0147961j -0.00602427-0.00486489j -0.00661667-0.00687689j -0.00295786+0.00220013j -0.0100173-0.017706j -0.00597731+0.00599674j -0.0119982+0.0209369j 0.00409333+0.00846924j -0.0094578+0.00725415j -0.000206717-0.0142282j -0.00625606-0.00984613j 0.00150059+0.00376551j -0.00371019-0.00877865j 0.0039432-0.00349913j 0.0127964-0.00303901j -0.00449718+0.00347272j 0.00122301-0.00757428j -0.00648959-0.0208693j -0.00490448+0.00916051j 0.00192709-9.79935e-05j 0.000899572-0.0058791j -0.0233848-0.00540642j 0.000924122-0.0016045j -0.00881403+0.00966607j 0.00742755-0.00758316j 0.00932192+0.00908571j 0.0186176-0.00751687j -0.00554081-0.00607687j 0.0117933+0.0101619j -0.000149319+0.00635225j -0.00201764-0.00168769j 0.0189095+0.00211335j 0.00496504-0.00855531j -0.00918217-0.0119531j -0.0177283+4.6283e-05j -0.00584309+0.0157868j 0.0292994-0.0142362j 0.00773572+0.0255947j -0.0122721-0.0190002j -0.00259608-0.000152173j -0.0134685+0.00954694j 0.00872746-0.00327222j 0.0124797+0.00185484j 0.00497907+0.0140049j 0.00537814-0.00567839j -0.00434551-0.00432427j -0.00154173+0.0051041j -0.00499343-0.00149689j 
0.00184736-0.0100354j -0.00913891-0.0020923j 0.00776858+0.00546572j -0.00603801+0.0130986j -0.0084808+0.015656j 0.0102007-0.00343795j -0.00901604+0.00287986j 0.00204432-0.00154915j 0.0224917+0.0104639j 0.00515185-0.00408457j -0.000258059-0.00597372j 0.00599645-0.00100572j -0.00242427-0.00992727j -0.00148734-0.000220904j -0.00788139+0.00958711j 0.00841047+0.00764337j 0.000322161+0.000105833j 0.00421925-0.0114716j -0.0022568+0.0010079j 0.00239985+0.00910205j 0.00421021-0.0102245j 0.00880852+0.000844443j 0.0196658-0.00563526j -0.00248627-0.00470893j -0.00131993-0.00125825j -0.00105483-0.00526806j -0.00850572+0.00900384j -0.000244223-0.00447248j 0.00302969+0.0053005j -0.0129639-0.00293697j 0.000627025+0.00143478j -0.012906+0.00620947j 0.00429986-0.0152607j -0.00274859+0.00798579j 0.0120685-0.00387227j -0.00565083-0.013542j -0.00412736-0.000828715j 0.00418868+0.00502971j -0.00333357-0.00197022j 0.010334+0.0150518j -0.00456596-0.00621356j -0.00346773-0.00778123j -0.0122084-0.0096403j 0.000869419+0.0147739j 0.01998+0.00564166j -0.00626465+0.0188838j 0.000135525-0.0117344j 0.000199478-0.0055359j -0.0111154-0.0105894j -0.0183915+0.00190298j 0.00613347-0.0145071j 0.00473946+0.00885485j 0.00873695-0.0123846j -0.0113022-0.00708815j 0.00448524+0.00240013j -0.00249874+0.00475898j 
0.00164635-0.00111365j -0.0016578-0.00180553j -0.0060671+0.00208957j -0.00162306-0.00624278j 0.00382562-0.00343109j -0.00229892+0.00140076j 0.0035876-0.00205555j 0.00321705-0.00543793j -0.00418749-0.00112248j -0.00195215-0.00391508j 0.00181751+0.00155243j 0.00306103+0.000275519j 0.00131561+0.00719439j 0.00469537+0.00386098j -0.00291687-0.000604622j -0.00205724+0.00678689j 1.45541e-05+0.000165615j -0.000574427+0.00357189j 0.000983085-0.00325785j 0.00143627-0.00300457j -0.000658003+0.00307196j 2.88695e-05+0.00298772j -0.00413156+7.26383e-05j 0.00638597-0.00110672j -4.76698e-05+0.00113071j -0.00207642-0.000192728j -0.000729364-0.000648074j -0.00267225+0.000355114j -0.00480118-0.00171437j -0.00295104-0.000438062j 0.0036451+0.00255596j 0.00224962-0.00192943j 0.00236336+0.00252997j 0.00208743+0.000272582j -0.00028268+0.0013093j 0.00183603-0.000504016j 0.000992395+0.000154112j -0.00221703+0.000494223j -0.00104753+0.00373604j -0.00381124-0.00512007j 0.00280031-0.000865725j 0.00114827+0.00059288j 0.00204071+0.00067221j 0.00196168+0.000400193j -0.00102847+0.00193907j 0.000625085-0.000656045j -0.00149218+0.00361216j -0.00294771+0.00032058j 0.00398889-0.00277597j -0.00114949-0.0037504j 0.00379868+0.00117816j -0.00468434-0.000424189j -0.00328643+0.00455193j 0.00464439+0.00233163j 0.00133376+0.00711611j -0.00697296+0.00145688j 
0.000880593+0.00169145j 0.00246345-0.000787691j 0.00313243-0.00514057j 0.00388139+0.00317498j -0.00253243+0.00262696j 0.00168675+2.46479e-05j -0.000354159+0.00298558j 0.00554002+0.00137613j 0.00297246+0.00279606j 0.00176792-0.00175037j -1.15665e-05+0.00399777j -0.00116813-0.000317798j -0.00105794-0.000499565j -5.06595e-05-0.00135809j -0.00203375-0.000836084j -0.00192888-0.000133308j 0.000266815-0.00180495j -0.00235367-0.000397023j 0.00104987+8.29237e-05j 0.00086809-0.000971751j 0.00211371-0.00078601j -0.00141526+0.000810853j 0.000456798+0.000137991j -0.00227801+0.00301352j -0.00127382+0.000195304j 5.72682e-06-0.00103626j 0.00024592-0.000727645j 0.000467033-0.000911782j 0.000500292-0.000211851j 0.000810863-0.00108823j 0.00095793+0.000901848j -0.001556-4.45767e-08j 0.000749813+0.000282363j -0.00109219+0.000802545j 0.00048883+0.000998587j 0.00304813+5.76794e-05j -0.00143149-0.000481048j -0.000114149-0.000127621j -0.00103203-0.00251349j 0.00180502-4.05034e-05j -0.00142675-0.000147515j 0.00014328+0.000576684j -0.000106294+0.000354967j 0.000460736+0.00156775j -7.15156e-05+0.00158867j -0.00156973+0.000290685j 0.00163803-0.00178625j -0.000145918-0.00145475j -0.00383415-0.00325026j 0.000402907+0.0020213j 0.000673862+0.00192179j -0.00214269+0.0028252j -0.00324331-0.00199599j -0.00288458+0.00370306j -0.00515113-0.000786635j 0.000772529-0.00519115j 
-0.00827284+0.00465279j 0.0058327+0.0101829j 0.0120904-5.58603e-05j -0.00265613+0.00917769j -0.00520711-0.000406802j 0.00472683+3.84133e-05j -0.00555557+0.00619608j 0.00339014+0.0101146j 0.0004041+0.00902895j 0.0100825-0.00183285j -0.0106693+0.00524475j -0.00189453-0.00242325j -0.00221427-0.00545054j 0.00367137+0.00094636j 0.00128398-0.00443907j -0.000111403-0.0100225j 0.00825604+0.00437418j -0.00140258-0.00763259j 0.00076977+0.00390379j 0.00415321+0.00235605j 0.00216928+0.00116888j 0.00438756-0.00388271j 0.0034812-0.00346492j -0.0147035-0.00161326j -0.00121366-6.85686e-05j -0.000558105-0.000217912j 0.00131211+0.00159805j 0.0039056-0.000294461j -0.000942934+0.00712174j 0.0039334+0.00173035j -0.00221747+0.00219162j -0.000857581+0.000222379j -0.0025234-0.00340553j -0.00305997-0.00230063j -0.000655852-0.000959336j -0.00256101+0.00896935j -0.00196188-0.00736577j 0.00407961-0.00110573j 0.00335623-0.00279989j 0.00347278+0.00502771j -0.00500868-0.00384709j 0.00129951+0.00338099j -0.00565081-0.000436594j -0.00267611+0.00343311j -0.0041145-0.000567787j 0.00076204+0.00116929j 0.00484802-0.00145389j -0.000304093+0.000607j 0.00213581-0.00584624j -0.00320601+0.000698223j -0.000884772-0.00285318j 0.00167404-0.00140215j -0.00331416-0.00591566j -0.0058424+0.00227695j 0.00455826-0.0034126j 0.00311945+0.00443711j 
-0.00781965-0.00195181j -0.00180741+0.00641071j -0.00338306+0.003212j -0.00377242+0.000244297j 0.00482759+0.000495108j 0.00108521-0.00392977j 0.00272639-0.0043224j 0.000424127-0.0116386j 0.00466264-0.00251679j -0.00983066-0.00497789j 0.00754655-0.000695978j 0.00115011-0.00227581j 0.00291381+0.0027664j -1.17149e-05-0.00786674j -0.00122346+0.00438373j 0.0038643+0.011928j -0.00183189+0.00172234j -0.00247525+0.00571349j 0.00792415+0.00107511j -0.00499549-0.00907631j 0.00023194-0.00188333j 0.00252397+0.00503046j -0.00250725+0.00171657j 0.00819612+0.00136448j -0.00519542+0.00514888j -0.00605542+0.002813j 0.0012113-0.000957558j -0.0122864+0.00393909j -0.00372622-0.000554699j -0.0067192+0.00227008j 0.00416153-0.000548934j -0.00210847+0.00440296j 0.00514976-0.000711678j -0.000532431+0.00363819j 0.000945958+0.00206314j 0.00370438-0.00751975j -0.00362224-0.00276675j 0.00132519-0.00103376j -0.000228647+0.00815168j -0.00422738-0.00720843j 0.00207039-0.000995998j 0.00340767-0.00379519j -0.00112639+0.00486419j 0.00167246-2.97759e-05j 0.00152173+0.00212618j 0.00417729+0.00121726j -0.00139114-0.00679164j 0.00148176+0.00106495j -0.00360509-0.0020866j -0.00283704-0.00037893j 0.000222237-0.00279546j 0.000998178-0.00706598j -0.0028951+0.00335944j 0.00378494+0.000815235j 0.00217212+0.00739903j -0.00713194+0.00269858j 
0.0123794+0.000412833j -0.000744054-0.0135367j -0.0128271-0.000993299j 0.004835-0.0116009j 0.00422127-0.00159669j -0.00750353+0.000326222j 0.0064485-0.00212277j -0.00372436-0.00265536j -0.00143621-0.0100503j -0.00147204+0.00219579j 0.00459639-0.00383364j 0.000705863+0.00580855j -0.00233977+0.00343905j -0.00440524+0.00410509j 0.0009972-0.00148243j -0.00709839+7.90127e-06j -0.00487638-0.00698146j 0.000781306+0.00226361j -0.00343095-0.00144688j 0.000805238+0.00340533j -0.00600434-0.00078211j -0.00700639-0.00382215j 0.000332724-0.00222753j 0.00768819+0.00670197j 0.00432708-0.00384715j 0.00637753-0.0011158j -0.00236069-0.000876865j 0.00344454-0.005356j 0.00705815-0.00630228j 0.00153218-0.00590393j -0.00231787-0.00047709j 0.00345578-0.002024j -0.00481901+0.00430619j 0.00217302-0.00135113j -0.00235858-0.00237961j 0.00232565+0.000929233j -8.77333e-05+0.00668797j -0.00323549-0.00168385j -0.0047955-0.00363246j 0.00662737-0.000730899j 0.000638899+0.00765723j 0.00104547+0.000312484j -0.000342864-0.000548198j -0.00137128-0.000305147j -0.00232449+0.00185652j 0.0023059-0.000281302j -0.00128706-0.000490957j -0.00114174-0.00104481j 0.00613196+0.00290598j -0.00109616+0.000644895j -7.2097e-05+0.000191253j -0.0012061-0.00366657j 0.00502948-0.00682637j -0.00421107-0.00493062j 0.000140882-0.0106562j 0.0107132+0.000431261j 
0.00314138+0.0049163j 0.0045311-0.00354537j -0.00459335+0.0064796j -0.00567348-0.00480667j 0.00482738-0.00657724j -0.00710733-0.00183245j 0.00360067+0.00154832j -0.000616312+0.000608473j -0.00422823-0.0028599j 0.00284534-0.000100167j 0.000828457-0.00190262j -0.00158135+0.00292868j -0.00417944+0.00387081j -0.00010396+0.00213798j -0.00491096+0.000847391j -0.00341604-0.00348225j 0.00689549-0.00397018j -0.00131039-0.00139881j 0.000745737-0.00940625j -0.00367965-0.00313795j -4.37173e-05+0.00823076j 0.00251349-0.00276884j -0.0100841-0.000834872j -0.00330134+0.00250233j -9.259e-05+0.00406799j -0.00220236+0.00175344j -0.000423646+0.000707928j 0.00242261+0.00172876j 0.00332536+0.00550135j 0.00224635-0.00212152j 0.00602378+0.00238894j 0.00301153+0.0021284j -0.00187221+0.00119756j 0.000988884+0.00771263j 0.00297083+0.000858282j 0.00105657+0.00781067j -0.00335469+6.29469e-05j -0.000938488-0.000336822j 0.00790194-0.00250731j -0.000468703+0.00171661j 0.000847474-0.00227883j 0.000896427+0.00162605j 0.00179964+0.00505516j 0.00122867-0.00134184j 0.000620228+0.00426057j 0.00184772-0.0014625j 0.000196292-0.00167616j 0.00503992+0.00383081j 0.00335095-0.00462773j -0.00508861-0.00345979j 0.00153335-0.00235469j 0.00254971-0.0031191j -0.0027478-0.00660807j -0.0041385+0.000780024j 0.00500606-0.00597365j 0.00594856+0.00557065j 
0.00331896-0.00375821j -0.0030169-0.00410434j -0.00471243-0.000824188j -0.00172052-0.00163526j 0.0043654-0.00213039j 0.00668743-0.00554777j 0.00310335-0.0104658j -0.0034139-0.00807432j 0.00213591-0.000895361j -0.00285476-0.00350991j 0.00392977+0.00354632j 0.000296294-0.00659085j 0.00294167+0.00387848j 0.00499352-0.00749629j 0.000108098+0.00359156j -0.00641794+0.00520438j -0.00844314-0.00528419j -0.00953202+0.00393689j 0.000789992+0.00942272j -0.00310616+0.00342185j 0.00201853-0.00640283j -0.00577377-0.000386282j 0.00369424+0.00688881j 0.0086714+0.00944737j 0.00342744-0.00266794j 0.000335952+0.000152957j 0.00440377-0.00262276j -0.00871176-0.00645126j 0.0104815-0.00672549j -0.00474228-0.00289978j -0.00129307-0.00514355j -0.0038019-0.000760719j -0.00391968+0.00155719j 0.00912814-0.00231146j -0.00332697-0.00275992j 0.00760974-0.00634041j 0.00377284+0.00424068j 0.00211068+0.000343672j -0.0078082-0.00199803j 0.00370701-0.00341397j -0.00358639+0.00652675j 0.00144331+0.000569322j 0.00282643-0.00118674j -0.00354444-0.00182748j -0.00182169-0.0052196j -0.00116647+0.00653237j 0.00374829-0.00605468j 0.00493927-0.0101114j 0.00244499-0.000521363j -0.00099686-0.00360895j -0.00338991+0.0058327j -0.000431251-0.0188932j 0.00626766-0.00431738j -0.00207306-0.0111644j 0.00329415-0.0086126j 0.00837412+0.00436859j 
0.0026135-0.00241444j -0.00182654-0.00313327j -0.00147778-0.000661964j -0.000834054+0.00115458j 0.00234746-0.00742091j 0.000256193-0.0075817j 0.00140447-0.00631604j -0.00342378-0.0089113j 0.000817166+0.000821337j -0.00330962-0.0083547j 0.00417031+0.00780899j 0.000720934-0.0027645j 0.00890892+0.00604843j 0.0112144-0.00418623j 0.0110284-0.0009041j -0.0104086+0.00561881j -0.00847917-0.00751942j -0.00448521+0.0127728j -0.00430706+0.012515j 0.00501621+0.0133399j 0.00505408-0.0192379j -0.00306758-0.0117952j 0.0187214+0.0083434j 0.00769545+0.00373118j 0.0131633-0.00660714j 0.00640806+0.0081822j 0.00403713-0.00446868j -0.00241993-0.00386002j 0.0157875-0.011095j 0.00222946+0.00278991j -0.00929822-0.0105971j -0.00405958-0.00473156j -0.00676356+0.00223823j 0.02039-0.0195567j -0.0093074-0.00758355j 0.00413203-0.00630027j 0.00446847+0.00384649j 0.00499209-0.00599991j -0.00802621-0.00670889j 0.00383651+0.00744195j -0.00958279+0.013777j 0.00189904-0.0028165j 0.00176422-0.0098459j -0.00524582-0.000327717j -0.000938446-0.0117372j 0.000588391+0.0128243j -0.000283543-0.00506701j -0.00415388-0.0182802j 9.22293e-05+0.00137325j -0.00443911-0.00614349j 0.00566381+0.00788592j -0.0139295-0.0120342j -0.00058377+0.000882099j -0.00197682-0.00443189j 0.00806614-0.00439097j 0.00473702+0.00886412j 
-1.94052e-05+0.000478586j 0.000760303+0.000942245j 0.00723904-0.00378352j 0.00130472+0.00597012j -0.000522712+0.000286762j 0.00781563-0.00138784j -0.00512565-0.00159839j 0.00260424-0.00040812j -0.00648901+0.00695594j -0.000234677+0.00103637j -0.00549171+0.00732954j -0.00614882-0.0124887j 0.0061954-0.00278722j 0.0110267-0.00250235j 0.000940094-0.000791464j -0.00114157+4.91128e-05j -0.00633899+0.00798993j -0.000921426+0.00559232j 0.00142132+0.0070367j 0.00120555+0.0052951j 0.00300192-0.00807313j -0.000777963-0.00167369j 0.0115602+0.0071725j -0.00393759-0.000780942j 0.00530961-0.00714393j -0.000363255-0.00188485j 0.00674021-0.00320527j -0.00691286+5.06543e-05j 0.00285874-0.00711806j -7.72158e-06+4.53971e-05j -0.00896134-0.00464752j -0.00285001-0.00270417j -0.00127326-0.00133287j 0.0105835-0.00669899j -0.00361687+0.000724619j 0.00306175-0.00648686j 0.00755808+0.00167749j 0.00167809-0.00185365j -0.0092047+0.00163618j -0.00398664+0.0016017j 0.00363091+0.00651645j -0.00257609-0.00261128j 0.00164695-0.00868975j -2.16149e-05-0.00232091j 0.00381538-0.013663j -0.00718464+0.00278216j 0.00177832+0.00135512j 0.00225091-0.0118393j -0.0048842+0.00380932j 0.000851483-0.00249872j -0.00249774-0.000503868j 0.0043776-0.00424849j -0.00608437+0.00694992j 0.00692783+0.00586909j -0.00192564-0.00284723j 0.00246765-0.00223108j 
-0.00439578+0.000737646j 0.00149478+0.00532302j 0.00900514+0.000669468j -0.00589788+0.00623632j 0.00976668+0.000699053j 0.00794465-0.0041695j -0.00351034-0.00315276j 0.0027231+0.000806101j -0.00505044+0.00255499j 0.000820798+0.00201338j -0.00554103+0.000805699j -0.00235815-0.00995407j 0.000816217-0.00988205j 0.0120588-0.0111412j -0.00503724-0.000838097j 0.00311397+0.00993458j -0.00903136+0.00805536j -0.00931803+0.00350936j 0.0220478+0.0170573j -0.0101871-0.0169371j 0.00676395+0.00327904j -0.00665345+0.0151132j -0.00339743-0.000378559j 0.00133646-0.000403717j -0.0205087+0.00150639j -0.0123106-0.00918232j 0.00687283+0.000696042j -0.0280836-0.00183419j -0.00280569-0.00161799j -0.00988327-0.00245845j -0.00123496+1.40729e-05j -0.00854474+0.0048892j 0.00738182-0.00134448j -0.000738711+0.0176823j -0.00419315+0.00795334j 0.00755849-0.0137743j 0.00169-0.00218635j 0.000241193-0.0014367j -0.00954012+0.0136619j -0.00849042-0.0181745j 0.00196418+0.000871858j 0.00615737-0.00467195j -0.000700951+0.00424509j 0.0084891-0.00321042j 0.0139446-0.00445131j -0.0104964-5.3335e-06j 0.0100305-3.79516e-06j 0.0161047+0.000864321j -0.000259507-0.00137889j 0.0104791-0.00498218j -0.00789931+0.000816159j 0.0253682-0.0116462j 0.003707+0.000139627j 0.00855834-0.00500635j -0.006905-0.00555238j 0.0042806-0.00675759j 
-0.00148259+0.00231969j 0.00277379+0.00240072j 0.00482719-0.0021723j -0.000948312+0.00534999j -0.0054648+0.00374812j 0.00492185-0.00113211j -0.0063254+5.26007e-05j -0.00284546-0.00055768j 0.00876338+0.00755829j 0.00692004-0.00549036j -0.00250108-0.00298854j 0.00653114+0.00364629j 0.00383507+0.00177161j 0.000800755+0.00652333j 0.00593642+0.00603539j 0.00243774-0.00311676j -0.00271866-0.000859697j 0.0020646-0.00120804j -0.0123796+0.00444357j 0.00415105+0.00878306j 0.00566698-0.00108516j 0.000181099-0.00169084j 0.000941201+0.00503051j 0.0042671-0.00936511j 0.00783724+0.00244071j 0.00267919+0.000841032j -0.00333563+0.00146714j 0.0095072-0.0053767j -0.00145857+0.00215395j -0.00133058+0.000874862j 0.00365943-0.00476637j 0.00246015-0.00633953j 0.00162518+0.000795988j 0.00028594-0.00875364j -0.000672499-0.00214935j -0.00210407-0.00727012j 0.00641235+0.00751916j 0.00435804+0.00464242j 0.00334519-0.00638598j 0.00161131+0.000308311j 0.00258012-0.0051635j -5.27083e-05+0.000967267j 0.0096685+0.00118017j -0.00263681-0.00314j -0.00244722-0.0031922j -0.00399261+0.00302055j -0.00530429+0.00869337j -0.0113401-0.00340579j -0.00240245+0.0110829j 0.0129953+0.000177232j -0.0023921+0.00794083j -0.0019595+0.00430354j -0.00861398+0.00518072j 0.00256759+0.0113938j -0.000683066-0.000800298j 0.000604864-0.00158165j 
0.00257144+0.00145756j 0.00124013-0.00215705j 0.00320993+0.00506219j -0.00549065+0.000496857j 0.00881177-0.00515649j -0.00986697-0.00938631j -0.00203616+0.00497176j -0.000933844+0.00196668j -0.00154068-0.00395082j 0.00801629-0.00590883j 0.000556423+9.14961e-05j -0.00368481+0.0198393j 0.00160398-0.00523738j 0.012634+0.00794149j 0.0101996-0.00203101j -0.00701151+0.00341796j 0.0052548-0.00108194j 0.00381936+0.0148698j 0.00396082+0.0097074j 0.00508114-0.00347258j 0.0123931+0.000540365j 0.00337766-0.00188184j 0.0102454-0.00453528j 0.00479158-0.0103775j -0.0132376-0.00409955j -0.00980059+0.00195296j -0.00436269-0.00110503j -0.00271492-0.000105376j -0.000273087+0.00834893j 0.00587702+0.00277912j -0.00361978-0.00173763j -0.0056814-2.6851e-05j 0.00620772-5.20028e-05j 0.00749239-0.00152328j -0.00706873-0.0058104j -0.000993778-0.00632301j -0.000665675-0.0113519j 0.00390147-0.00861399j 0.00398565+0.00560991j -0.00353878+0.0043708j -0.0108053-0.000984077j 0.0163661+0.00359735j -0.00437896+0.00415295j 0.0146217+0.0061357j 0.00915731+0.00206289j -0.00296163+0.00427368j -0.00623338+0.00298237j 0.0047309+1.32732e-05j -0.00403865-0.00068401j 0.0161984+0.00385241j -8.97899e-05+0.0160083j -0.00542729+0.00994195j 0.00453748-0.00266901j -0.00302164-0.00214222j -3.85435e-05-0.00144871j 0.00138356-0.000411868j 
-0.00497812+0.000292082j 0.00178668+0.00460144j -0.00580604+0.00110461j -0.00604799-0.00198191j -0.00219984-0.00348274j 0.00497912+0.00182207j 0.0119726-0.00911273j -0.00913606-0.0143599j 0.015268+0.0103445j 0.00857288-0.0063256j 0.021217-0.0101976j 0.00901179+0.016823j -0.00263907+0.00653034j -0.00734255-0.0183261j 0.00503978+0.00839585j 0.000877824+0.00365032j 0.00198217-0.0129805j -0.00600455-0.00904659j -0.00304301+0.00874132j 0.000660006-0.00434947j -0.000410274+0.00437423j -0.00768733+0.00567144j -0.0168779-0.00823194j 0.0142242+0.00694468j -0.0129693+0.0130973j 0.00049026+0.00488306j -0.00912986-0.00643506j 0.000201736-0.0072339j 0.00172622-0.00206802j -0.0100585+0.00347311j 0.0173067+0.0101751j -0.00224771-0.00293074j 0.000865033+0.00821332j -0.0146374-0.00467468j -0.00283881+0.000595634j 0.00579733-0.00476081j -0.00503634+0.00676388j 0.00303811+0.0108249j 0.0122286-0.0014336j 0.010008-0.00649577j 0.0043729-0.00784729j -0.000367469+0.00288898j 0.00107695+0.0188269j -0.0113974-0.00499392j -0.0114546+0.0101993j -0.00157248+0.0196579j -0.0012831-0.00387384j -0.0171298-0.00326958j 0.00597594+0.0097558j 0.00518929-0.000480901j -0.00497865+0.00604278j 0.0044888-0.0164327j 0.00736815-0.0109259j -0.00824987-0.0107316j 0.00614447-0.00557803j 0.00514563+0.0071167j 
-0.00452038-0.00462974j -0.00366135+0.00419189j -0.0116516+0.000448255j -0.00389772-0.00747925j 0.00160612-0.00165174j -0.00722212-0.00553635j -0.00299075+0.0029278j 0.000362312+0.00129932j 0.0116677+0.00206719j -0.0108764-0.0083855j -0.010205+0.0069614j 0.00525811+0.00206902j -0.00534917-0.00700446j -0.00901177-0.000622984j -0.0120791+0.00330413j 0.00404853+0.0122126j 0.000797085-0.00797259j -0.000887365-0.0107479j -0.010152-0.00284157j -0.00391589-0.000889701j -0.003748-0.00323036j -0.00553412+0.0110959j -0.000297351+0.00470085j 0.00714379+0.0142747j 0.00741728+0.00197929j 0.000885603+0.00123618j 0.00262962+0.0108091j 0.00995404+0.00202951j -0.00664558+0.00410336j -0.00663695-0.0112736j -0.00067142-0.00725449j 0.00498536+0.00887129j 0.00191046-0.00528133j -0.0146587-0.00617122j 0.0110508-0.00808471j -0.00235037-0.00317645j 0.00252325+0.00922945j -0.00659389+0.00316663j -0.00894363+0.00335672j 0.00954628+0.000259569j -0.00628683-0.00198058j 0.00675297-0.00144249j 0.0033467-0.00269931j 0.00501892-0.00626233j -0.0202589-0.0111748j 0.00628028-0.0170297j 0.00819018+0.000709128j 0.0103306-0.0042652j -0.00123514-0.00434818j 7.8564e-05+0.000314712j -0.00162069+0.00588535j -0.00276971-0.00649955j 0.00242907-0.00238157j -0.00181441-0.00365775j 0.00238528-0.00257646j 0.00232544+0.00283835j 
