-0.0451135-0j -0.0509611-0j -0.0416095-0j -0.0420407-0j -0.0364084-0j -0.0300354-0j -0.00959644-0j -0.00590699-0j -0.00653784-0j -0.00516862-0j -0.00344574-0j -0.00522218-0j -0.00603005-0j -0.00213195-0j -0.00351753-0j -0.0037309-0j -0.00217636-0j -0.000567757-0j 0.369732-0j -0.000554662-0j 0.403495-0j -0.000605312-0j 0.312546-0j 0.315785-0j -0.000468873-0j 0.285314-0j -0.000473732-0j -0.00042802-0j 0.353058-0j 0.235372-0j 0.205951-0j -0.000529648-0j 0.203838-0j -0.000353099-0j -0.000308961-0j -0.000305792-0j 0.291258-0j 0.145629-0j -0.000436937-0j 0.120138-0j -0.000218469-0j 0.147138-0j -0.000180227-0j 0.0664841-0j -0.000220733-0j -9.97376e-05-0j 0.0146584-0j -2.19901e-05-0j 
-2.36283e-05-0j 8.05558e-05-0j -2.17931e-05-0j -2.20189e-05-0j -1.90689e-05-0j -1.57311e-05-0j -5.02615e-06-0j 0.000295783-0j 0.000327371-0j -0.000781113-0j 0.00017254-0j -0.000789207-0j 0.000301945-0j 0.000106754-0j 0.000176134-0j 0.000186819-0j 0.000108978-0j 2.84295e-05-0j 0.000389308-0j -0.00129974-0j 0.000424859-0j -0.00141843-0j 0.000329094-0j 0.000332505-0j -0.00109871-0j -0.000906698-0j -0.00111009-0j 0.00302708-0j -0.00112198-0j 0.000247834-0j -0.000654489-0j 0.00374583-0j 0.000214631-0j -0.000827415-0j 0.00218507-0j -0.000716563-0j 0.000306679-0j 0.00015334-0j -0.00102387-0j 0.000126499-0j -0.000511937-0j 0.000154929-0j -0.000422327-0j 7.00042e-05-0j -0.000517242-0j -0.000233715-0j 1.54345e-05-0j -5.15293e-05-0j 
-0.00109157-0j 0.00119796-0j 0.000990639-0j 0.00101681-0j -0.00254013-0j 0.00065488-0j -0.00245595-0j -0.000142926-0j 0.000153687-0j 0.000123054-0j -8.33736e-05-0j 0.000126305-0j -0.000139476-0j 0.000255441-0j -7.79453e-05-0j -0.000267815-0j 0.000247399-0j -0.00025171-0j -9.2981e-05-0j -1.34207e-05-0j 9.85831e-05-0j 1.42292e-05-0j 7.73389e-05-0j 7.9382e-05-0j 1.11629e-05-0j -7.17514e-05-0j 1.14578e-05-0j -1.03564e-05-0j -8.48765e-05-0j 5.75068e-05-0j -4.74326e-05-0j -1.22509e-05-0j 0.00015214-0j 8.30039e-06-0j -6.8463e-06-0j 2.19596e-05-0j -7.2042e-05-0j -0.00017619-0j -1.03984e-05-0j -0.000144255-0j -2.54309e-05-0j 0.000100575-0j -2.08215e-05-0j 0.000174007-0j 1.45168e-05-0j 2.51157e-05-0j -0.000103262-0j -1.49045e-05-0j 
-0.000311877-0j -5.01462e-06-0j 0.000573782-0j -0.000563225-0j -3.58261e-06-0j 0.000406413-0j 0.000260646-0j 0.00193165-0j 3.04311e-05-0j 0.00169019-0j -0.00562202-0j -0.00165909-0j -5.59862e-05-0j 0.000697169-0j 0.0044909-0j -0.00118531-0j -0.00209456-0j -0.000912457-0j 0.00255602-0j 0.000366595-0j 3.97043e-05-0j 5.69455e-06-0j 0.00216068-0j -0.00212093-0j 0.000309894-0j -0.00393439-0j -0.000304192-0j -0.000564286-0j 3.47412e-05-0j -0.000115558-0j -0.00278675-0j 4.98273e-06-0j -0.00281086-0j -1.65739e-05-0j -0.000399686-0j -0.000403145-0j 0.00390202-0j 1.433e-05-0j 0.000559643-0j 0.00487566-0j 2.05527e-06-0j -0.00199095-0j 0.000699287-0j -0.00180575-0j -0.00028555-0j -0.000258989-0j -0.000597918-0j -8.57559e-05-0j 
0.000675374-0j -0.00224531-0j 0.000622919-0j 0.00300507-0j -0.00160413-0j 0.0005232-0j -0.00268533-0j 8.8431e-05-0j -0.000288053-0j 7.73771e-05-0j 5.15848e-05-0j 0.00037328-0j -0.00026568-0j 3.19164e-05-0j 6.12736e-05-0j 0.000266684-0j -0.000459515-0j 0.000275363-0j -0.0055351-0j 8.30361e-06-0j 0.0177777-0j -2.66697e-05-0j -0.00467899-0j -0.0225722-0j 7.01929e-06-0j -0.00427131-0j 3.38623e-05-0j 6.40771e-06-0j 0.0155555-0j 0.0103703-0j -0.00358755-0j -2.3336e-05-0j -0.00305157-0j -1.55573e-05-0j 5.38195e-06-0j 4.57789e-06-0j -0.0208191-0j 0.00641632-0j 3.12322e-05-0j 0.0253658-0j -9.62559e-06-0j -0.00256307-0j -3.80531e-05-0j 0.0186039-0j 3.84505e-06-0j -2.79091e-05-0j -0.045386-0j 6.80869e-05-0j 
0.000236332-0j -0.000259365-0j -0.00021448-0j -0.000220146-0j 0.000549954-0j -0.000141786-0j 0.000531729-0j -0.00295844-0j 0.00318118-0j 0.00254711-0j -0.00172576-0j 0.0026144-0j -0.00288704-0j 0.00528741-0j -0.0016134-0j -0.00554354-0j 0.00512094-0j -0.00521018-0j 2.0131e-05-0j 0.0130001-0j -2.13439e-05-0j -0.0137833-0j -1.67444e-05-0j -1.71867e-05-0j -0.0108131-0j 1.55346e-05-0j -0.0110988-0j 0.0100319-0j 1.83763e-05-0j -1.24506e-05-0j 1.02695e-05-0j 0.011867-0j -3.29394e-05-0j -0.00804028-0j 0.00663176-0j -0.0212714-0j 1.55976e-05-0j 3.81463e-05-0j 0.0100725-0j 3.12322e-05-0j 0.024634-0j -2.17752e-05-0j 0.020169-0j -3.76735e-05-0j -0.0140619-0j -0.0243286-0j 2.23568e-05-0j 0.0144375-0j 
1.96902e-06-0j -6.71299e-06-0j 1.81609e-06-0j 1.83491e-06-0j 1.58908e-06-0j 1.31092e-06-0j 4.18846e-07-0j -4.95549e-05-0j -5.48473e-05-0j 0.000130866-0j -2.8907e-05-0j 0.000132222-0j -5.05873e-05-0j -1.78853e-05-0j -2.95093e-05-0j -3.12993e-05-0j -1.82579e-05-0j -4.76303e-06-0j -1.61373e-05-0j 0.000668458-0j -1.76109e-05-0j 0.000729499-0j -1.36414e-05-0j -1.37827e-05-0j 0.000565067-0j 3.75838e-05-0j 0.000570923-0j -0.00155683-0j 4.65075e-05-0j -1.0273e-05-0j 2.71294e-05-0j -0.00192648-0j -8.89672e-06-0j 0.000425541-0j -0.00112378-0j 0.000368529-0j -1.27122e-05-0j -6.35612e-06-0j 0.00052658-0j -5.24353e-06-0j 0.00026329-0j -6.42199e-06-0j 0.000217203-0j -2.90176e-06-0j 0.000266019-0j 0.0001202-0j -6.39779e-07-0j 2.65016e-05-0j 
-0.000110265-0j -1.77293e-06-0j 0.000202863-0j -0.00019913-0j -1.26665e-06-0j 0.000143689-0j 9.21522e-05-0j -1.44377e-05-0j -2.27451e-07-0j -1.2633e-05-0j 4.20207e-05-0j 1.24006e-05-0j 4.18458e-07-0j -5.21085e-06-0j -3.35663e-05-0j 8.85939e-06-0j 1.56554e-05-0j 6.81998e-06-0j 0.00272986-0j -1.35569e-06-0j 4.24045e-05-0j -2.10588e-08-0j 0.00230763-0j -0.00226517-0j -1.14601e-06-0j -0.00420196-0j 1.12492e-06-0j 2.08676e-06-0j 3.7104e-05-0j -0.000123417-0j -0.00297627-0j -1.84264e-08-0j -0.00300203-0j 6.12911e-08-0j 1.47806e-06-0j 1.49086e-06-0j 0.00416739-0j 1.53046e-05-0j -2.06959e-06-0j 0.00520725-0j -7.60052e-09-0j -0.00212635-0j -2.58601e-06-0j -0.00192856-0j 1.05598e-06-0j 9.57755e-07-0j -0.000638582-0j 3.1713e-07-0j 
-0.000190985-0j -0.00021574-0j 0.000522803-0j -0.000177977-0j -0.000144322-0j 0.000377379-0j -4.06259e-05-0j 0.00118289-0j 0.00130922-0j -0.00307187-0j 0.000690018-0j 0.00104575-0j -0.00358385-0j 0.00542744-0j 0.000704393-0j 0.000699568-0j -0.00129348-0j 0.000113695-0j 0.00156524-0j 0.000224493-0j 0.00170817-0j 0.000244993-0j -0.00392698-0j 0.00133685-0j -0.000563223-0j 0.00120786-0j 0.000191737-0j 0.000173236-0j -0.00443599-0j 0.000996432-0j 0.000871878-0j -0.000636228-0j 0.00080801-0j 0.000142912-0j 0.000125048-0j 0.000115888-0j -0.00365951-0j 0.00783758-0j -0.000524862-0j 0.000508596-0j 0.0011241-0j 0.000583252-0j 7.29449e-05-0j -0.000835339-0j 8.36525e-05-0j -0.000119808-0j 6.20552e-05-0j 8.90022e-06-0j 
2.59898e-05-0j 4.17885e-07-0j -4.78152e-05-0j 4.69354e-05-0j 2.98551e-07-0j -3.38677e-05-0j -2.17205e-05-0j -0.000489718-0j -7.715e-06-0j -0.000428503-0j 0.00142531-0j 0.000420619-0j 1.41938e-05-0j -0.000176749-0j -0.00113855-0j 0.000300505-0j 0.00053102-0j 0.000231329-0j 2.21383e-06-0j 0.00438089-0j 3.43889e-08-0j 6.8051e-05-0j 1.87142e-06-0j -1.83699e-06-0j 0.0037033-0j -3.40767e-06-0j -0.00363516-0j -0.00674333-0j 3.00902e-08-0j -1.00088e-07-0j -2.41367e-06-0j 5.95446e-05-0j -2.43456e-06-0j -0.000198061-0j -0.00477633-0j -0.00481767-0j 3.37963e-06-0j 1.24116e-08-0j 0.00668785-0j 4.22293e-06-0j 2.45609e-05-0j -1.72441e-06-0j 0.00835662-0j -1.56401e-06-0j -0.00341238-0j -0.00309497-0j -5.17872e-07-0j -0.0010248-0j 
0.00045025-0j -0.00149688-0j 0.000415279-0j 0.00200338-0j -0.00106942-0j 0.0003488-0j -0.00179022-0j 5.8954e-05-0j -0.000192035-0j 5.15848e-05-0j 3.43898e-05-0j 0.000248854-0j -0.00017712-0j 2.12776e-05-0j 4.0849e-05-0j 0.00017779-0j -0.000306344-0j 0.000183576-0j 3.83527e-05-0j 5.53574e-06-0j -0.000123182-0j -1.77798e-05-0j 3.24207e-05-0j 0.000156403-0j 4.67953e-06-0j 2.95959e-05-0j 2.25748e-05-0j 4.2718e-06-0j -0.000107784-0j -7.18561e-05-0j 2.48581e-05-0j -1.55573e-05-0j 2.11444e-05-0j -1.03715e-05-0j 3.58796e-06-0j 3.05192e-06-0j 0.000144255-0j -4.44587e-05-0j 2.08215e-05-0j -0.00017576-0j -6.41706e-06-0j 1.77595e-05-0j -2.53687e-05-0j -0.000128907-0j 2.56337e-06-0j -1.86061e-05-0j 0.00031448-0j 4.53912e-05-0j 
-9.74819e-05-0j 0.000324083-0j -8.99106e-05-0j -0.000433744-0j 0.000231536-0j -7.55175e-05-0j 0.000387594-0j 0.0012203-0j -0.00397496-0j 0.00106776-0j 0.000711839-0j 0.00515105-0j -0.00366623-0j 0.000440428-0j 0.000845539-0j 0.00368009-0j -0.00634104-0j 0.00379985-0j -8.30361e-06-0j -0.00536226-0j 2.66697e-05-0j 0.0172226-0j -7.01929e-06-0j -3.38623e-05-0j -0.00453288-0j -6.40771e-06-0j -0.0218674-0j -0.00413794-0j 2.3336e-05-0j 1.55573e-05-0j -5.38195e-06-0j 0.0150698-0j -4.57789e-06-0j 0.0100465-0j -0.00347553-0j -0.00295629-0j -3.12322e-05-0j 9.62559e-06-0j -0.020169-0j 3.80531e-05-0j 0.00621597-0j -3.84505e-06-0j 0.0245737-0j 2.79091e-05-0j -0.00248304-0j 0.018023-0j -6.80869e-05-0j -0.0439688-0j 
-7.33811e-08-0j 2.50178e-07-0j -6.76817e-08-0j -6.8383e-08-0j -5.92215e-08-0j -4.88552e-08-0j -1.56095e-08-0j 2.77501e-06-0j 3.07137e-06-0j -7.32833e-06-0j 1.61876e-06-0j -7.40428e-06-0j 2.83282e-06-0j 1.00155e-06-0j 1.65248e-06-0j 1.75272e-06-0j 1.02242e-06-0j 2.66723e-07-0j -6.25068e-09-0j -6.26271e-05-0j -6.82147e-09-0j -6.8346e-05-0j -5.28389e-09-0j -5.33864e-09-0j -5.29406e-05-0j 1.45578e-08-0j -5.34892e-05-0j 0.000145858-0j 1.80144e-08-0j -3.97919e-09-0j 1.05084e-08-0j 0.00018049-0j -3.44608e-09-0j -3.98685e-05-0j 0.000105286-0j -3.45272e-05-0j -4.924e-09-0j -2.462e-09-0j -4.93348e-05-0j -2.03105e-09-0j -2.46674e-05-0j -2.48751e-09-0j -2.03496e-05-0j -1.12398e-09-0j -2.4923e-05-0j -1.12614e-05-0j -2.47814e-10-0j -2.48291e-06-0j 
-6.75234e-05-0j -7.62758e-05-0j 0.000184839-0j -6.29243e-05-0j -5.10255e-05-0j 0.000133424-0j -1.43634e-05-0j -8.84126e-06-0j -9.78548e-06-0j 2.29601e-05-0j -5.1574e-06-0j -7.81627e-06-0j 2.67868e-05-0j -4.05663e-05-0j -5.26485e-06-0j -5.22878e-06-0j 9.66787e-06-0j -8.49788e-07-0j 0.00167169-0j -8.30188e-07-0j 0.00182434-0j -9.05998e-07-0j -0.00419405-0j 0.00142777-0j 2.08283e-06-0j 0.00129-0j -7.09056e-07-0j -6.40637e-07-0j -0.00473768-0j 0.0010642-0j 0.000931174-0j 2.35281e-06-0j 0.000862962-0j -5.28499e-07-0j -4.62436e-07-0j -4.28561e-07-0j -0.00390839-0j 0.00837061-0j 1.94097e-06-0j 0.000543185-0j -4.15698e-06-0j 0.000622919-0j -2.69755e-07-0j -0.00089215-0j -3.09352e-07-0j 4.43056e-07-0j 6.62756e-05-0j -3.29135e-08-0j 
2.75663e-05-0j 4.43234e-07-0j -5.07156e-05-0j 4.97825e-05-0j 3.16661e-07-0j -3.59221e-05-0j -2.30381e-05-0j -0.00034508-0j -5.43637e-06-0j -0.000301945-0j 0.00100435-0j 0.000296389-0j 1.00017e-05-0j -0.000124546-0j -0.000802278-0j 0.000211751-0j 0.000374183-0j 0.000163006-0j -0.000454193-0j 0.00151636-0j -7.05526e-06-0j 2.35546e-05-0j -0.000383943-0j 0.000376879-0j 0.00128183-0j 0.000699122-0j -0.00125824-0j -0.00233408-0j -6.17336e-06-0j 2.05342e-05-0j 0.000495192-0j 2.06103e-05-0j 0.000499477-0j -6.85551e-05-0j -0.00165324-0j -0.00166754-0j -0.00069337-0j -2.54638e-06-0j 0.00231487-0j -0.000866382-0j 8.5013e-06-0j 0.000353782-0j 0.00289249-0j 0.000320874-0j -0.00118113-0j -0.00107126-0j 0.000106247-0j -0.000354715-0j 
0.000272892-0j -0.000299489-0j -0.00024766-0j -0.000254202-0j 0.000635032-0j -0.00016372-0j 0.000613988-0j -0.00169019-0j 0.00181745-0j 0.00145519-0j -0.000985945-0j 0.00149364-0j -0.0016494-0j 0.00302076-0j -0.000921752-0j -0.00316709-0j 0.00292565-0j -0.00297664-0j -0.00223652-0j -0.000320771-0j 0.00237127-0j 0.000340097-0j 0.00186027-0j 0.00190942-0j 0.000266808-0j -0.00172587-0j 0.000273856-0j -0.000247532-0j -0.00204158-0j 0.00138324-0j -0.00114092-0j -0.000292811-0j 0.00365951-0j 0.00019839-0j -0.000163635-0j 0.000524862-0j -0.00173286-0j -0.00423799-0j -0.000248534-0j -0.00346985-0j -0.000607831-0j 0.00241919-0j -0.00049766-0j 0.00418547-0j 0.00034697-0j 0.000600297-0j -0.0024838-0j -0.000356237-0j 
1.59154e-05-0j 1.79784e-05-0j -4.35669e-05-0j 1.48314e-05-0j 1.20268e-05-0j -3.14482e-05-0j 3.38549e-06-0j -0.00029989-0j -0.000331917-0j 0.000778792-0j -0.000174936-0j -0.000265123-0j 0.000908591-0j -0.00137598-0j -0.00017858-0j -0.000177357-0j 0.000327928-0j -2.88243e-05-0j 1.35569e-06-0j 0.00268273-0j 1.47949e-06-0j 0.00292771-0j -3.40125e-06-0j 1.15788e-06-0j -0.00673063-0j 1.04616e-06-0j 0.0022913-0j 0.00207021-0j -3.84212e-06-0j 8.63035e-07-0j 7.55156e-07-0j -0.00760306-0j 6.99838e-07-0j 0.00170783-0j 0.00149435-0j 0.00138489-0j -3.16959e-06-0j 6.78833e-06-0j -0.0062722-0j 4.40507e-07-0j 0.0134332-0j 5.05169e-07-0j 0.000871706-0j -7.23508e-07-0j 0.000999664-0j -0.00143173-0j 5.37476e-08-0j 0.000106359-0j 
9.64821e-05-0j -0.000105885-0j -8.75609e-05-0j -8.98741e-05-0j 0.000224518-0j -5.78838e-05-0j 0.000217077-0j 1.2633e-05-0j -1.35841e-05-0j -1.08766e-05-0j 7.36925e-06-0j -1.11639e-05-0j 1.23281e-05-0j -2.2578e-05-0j 6.88945e-06-0j 2.36717e-05-0j -2.18672e-05-0j 2.22483e-05-0j -0.00238862-0j 1.18623e-06-0j 0.00253254-0j -1.2577e-06-0j 0.00198679-0j 0.00203927-0j -9.86671e-07-0j -0.00184325-0j -1.01274e-06-0j 9.15387e-07-0j -0.00218042-0j 0.00147731-0j -0.00121851-0j 1.08283e-06-0j 0.00390839-0j -7.33658e-07-0j 6.05133e-07-0j -1.94097e-06-0j -0.00185071-0j -0.00452622-0j 9.19095e-07-0j -0.00370583-0j 2.24779e-06-0j 0.00258371-0j 1.84038e-06-0j 0.00447012-0j -1.28311e-06-0j -2.21994e-06-0j -0.00265273-0j 1.31739e-06-0j 
1.68808e-05-0j 1.90689e-05-0j -4.62097e-05-0j 1.57311e-05-0j 1.27564e-05-0j -3.33559e-05-0j 3.59086e-06-0j -0.000211317-0j -0.000233885-0j 0.000548776-0j -0.000123268-0j -0.000186819-0j 0.000640239-0j -0.000969586-0j -0.000125837-0j -0.000124974-0j 0.000231074-0j -2.0311e-05-0j -0.000278135-0j 0.000928578-0j -0.000303534-0j 0.00101337-0j 0.000697806-0j -0.000237553-0j -0.00232968-0j -0.000214631-0j 0.000793089-0j 0.000716563-0j 0.000788255-0j -0.000177061-0j -0.000154929-0j -0.00263166-0j -0.00014358-0j 0.000591134-0j 0.000517242-0j 0.000479352-0j 0.000650278-0j -0.0013927-0j -0.002171-0j -9.03751e-05-0j 0.00464965-0j -0.000103641-0j 0.000301725-0j 0.000148436-0j 0.000346015-0j -0.000495565-0j -1.10269e-05-0j 3.68143e-05-0j 
-2.2741e-05-0j 2.49574e-05-0j 2.06383e-05-0j 2.11835e-05-0j -5.29193e-05-0j 1.36433e-05-0j -5.11656e-05-0j 0.000428503-0j -0.000460765-0j -0.000368926-0j 0.00024996-0j -0.000378672-0j 0.000418161-0j -0.000765832-0j 0.000233686-0j 0.00080293-0j -0.000741722-0j 0.000754647-0j -1.93711e-06-0j -0.00383327-0j 2.05381e-06-0j 0.00406423-0j 1.61123e-06-0j 1.65379e-06-0j 0.0031884-0j -1.49482e-06-0j 0.00327264-0j -0.00295805-0j -1.76826e-06-0j 1.19806e-06-0j -9.88179e-07-0j -0.00349915-0j 3.16959e-06-0j 0.0023708-0j -0.00195547-0j 0.0062722-0j -1.50088e-06-0j -3.67063e-06-0j -0.00297003-0j -3.00532e-06-0j -0.0072637-0j 2.09532e-06-0j -0.00594713-0j 3.62514e-06-0j 0.00414636-0j 0.00717367-0j -2.15128e-06-0j -0.00425711-0j 
-0.000112562-0j 0.000374219-0j -0.00010382-0j -0.000500844-0j 0.000267355-0j -8.72001e-05-0j 0.000447555-0j 0.000697169-0j -0.00227094-0j 0.000610023-0j 0.000406682-0j 0.00294285-0j -0.00209456-0j 0.000251621-0j 0.000483066-0j 0.00210248-0j -0.00362271-0j 0.0021709-0j 0.000922517-0j 0.000132311-0j -0.00296295-0j -0.000424959-0j 0.000779832-0j 0.00376204-0j 0.000111847-0j 0.000711886-0j 0.000539567-0j 0.000102102-0j -0.00259259-0j -0.00172839-0j 0.000597925-0j -0.000371839-0j 0.000508596-0j -0.000247893-0j 8.57569e-05-0j 7.29449e-05-0j 0.00346985-0j -0.00106939-0j 0.00049766-0j -0.00422764-0j -0.000153376-0j 0.000427178-0j -0.000606345-0j -0.00310066-0j 6.12677e-05-0j -0.000444709-0j 0.00756434-0j 0.00108491-0j 
-2.29719e-06-0j -3.69361e-08-0j 4.2263e-06-0j -4.14854e-06-0j -2.63885e-08-0j 2.99351e-06-0j 1.91984e-06-0j 5.78141e-05-0j 9.10801e-07-0j 5.05873e-05-0j -0.000168267-0j -4.96565e-05-0j -1.67566e-06-0j 2.08662e-05-0j 0.000134412-0j -3.54763e-05-0j -6.269e-05-0j -2.73098e-05-0j 1.88269e-05-0j -0.000779867-0j 2.9245e-07-0j -1.21142e-05-0j 1.59149e-05-0j -1.56221e-05-0j -0.000659245-0j -2.89795e-05-0j 0.000647115-0j 0.00120042-0j 2.55893e-07-0j -8.51168e-07-0j -2.05263e-05-0j -1.05999e-05-0j -2.07039e-05-0j 3.5258e-05-0j 0.000850263-0j 0.000857621-0j 2.87411e-05-0j 1.05551e-07-0j -0.00119054-0j 3.59126e-05-0j -4.37223e-06-0j -1.46647e-05-0j -0.00148761-0j -1.33006e-05-0j 0.000607457-0j 0.000550953-0j -4.40408e-06-0j 0.000182431-0j 
-2.41205e-05-0j 2.64714e-05-0j 2.18902e-05-0j 2.24685e-05-0j -5.61294e-05-0j 1.44709e-05-0j -5.42694e-05-0j 0.000301945-0j -0.000324678-0j -0.000259964-0j 0.000176134-0j -0.000266831-0j 0.000294657-0j -0.000539644-0j 0.000164667-0j 0.000565785-0j -0.000522654-0j 0.000531762-0j 0.000397419-0j -0.00132682-0j -0.000421363-0j 0.00140676-0j -0.000330561-0j -0.000339294-0j 0.00110361-0j 0.000306679-0j 0.00113276-0j -0.00102387-0j 0.000362779-0j -0.000245795-0j 0.000202736-0j -0.00121117-0j -0.000650278-0j 0.000820608-0j -0.000676851-0j 0.002171-0j 0.000307922-0j 0.000753072-0j -0.00102802-0j 0.000616576-0j -0.00251419-0j -0.000429878-0j -0.00205849-0j -0.000743738-0j 0.00143518-0j 0.00248303-0j 0.00044136-0j -0.00147352-0j 
-3.97968e-05-0j 0.000132306-0j -3.67058e-05-0j -0.000177075-0j 9.45242e-05-0j -3.08299e-05-0j 0.000158235-0j -5.21085e-06-0j 1.69737e-05-0j -4.55949e-06-0j -3.03966e-06-0j -2.19958e-05-0j 1.56554e-05-0j -1.88069e-06-0j -3.61058e-06-0j -1.57145e-05-0j 2.70772e-05-0j -1.62259e-05-0j 0.000985257-0j -4.89295e-07-0j -0.00316446-0j 1.57152e-06-0j 0.000832868-0j 0.00401789-0j -4.13616e-07-0j 0.000760301-0j -1.99535e-06-0j -3.77578e-07-0j -0.00276891-0j -0.00184594-0j 0.00063859-0j 1.37508e-06-0j 0.000543185-0j 9.16723e-07-0j -3.17134e-07-0j -2.69755e-07-0j 0.00370583-0j -0.00114212-0j -1.84038e-06-0j -0.00451515-0j 5.67193e-07-0j 0.000456231-0j 2.2423e-06-0j -0.00331153-0j -2.26572e-07-0j 1.64456e-06-0j 0.00807878-0j -4.01206e-06-0j 
-1.40674e-06-0j -1.58908e-06-0j 3.85081e-06-0j -1.31092e-06-0j -1.06303e-06-0j 2.77966e-06-0j -2.99238e-07-0j 3.54038e-05-0j 3.91848e-05-0j -9.1941e-05-0j 2.06522e-05-0j 3.12993e-05-0j -0.000107264-0j 0.000162443-0j 2.10824e-05-0j 2.0938e-05-0j -3.87138e-05-0j 3.40287e-06-0j 1.15291e-05-0j -0.000477569-0j 1.25819e-05-0j -0.000521179-0j -2.89249e-05-0j 9.84686e-06-0j 0.00119816-0j 8.89672e-06-0j -0.000407887-0j -0.000368529-0j -3.26742e-05-0j 7.33942e-06-0j 6.42199e-06-0j 0.00135346-0j 5.95155e-06-0j -0.000304021-0j -0.000266019-0j -0.000246532-0j -2.69548e-05-0j 5.77293e-05-0j 0.00111655-0j 3.74616e-06-0j -0.00239132-0j 4.29606e-06-0j -0.000155177-0j -6.15285e-06-0j -0.000177956-0j 0.00025487-0j 4.5708e-07-0j -1.89337e-05-0j 
9.3802e-06-0j -3.11849e-05-0j 8.65165e-06-0j 4.1737e-05-0j -2.22796e-05-0j 7.26667e-06-0j -3.72962e-05-0j -0.000176749-0j 0.000575737-0j -0.000154655-0j -0.000103103-0j -0.000746082-0j 0.00053102-0j -6.37919e-05-0j -0.000122468-0j -0.000533027-0j 0.000918441-0j -0.000550373-0j 7.99015e-07-0j 0.00158115-0j -2.56629e-06-0j -0.00507835-0j 6.75432e-07-0j 3.2584e-06-0j 0.00133659-0j 6.16582e-07-0j 0.00644794-0j 0.00122013-0j -2.2455e-06-0j -1.497e-06-0j 5.17878e-07-0j -0.00444355-0j 4.40507e-07-0j -0.00296237-0j 0.00102481-0j 0.000871706-0j 3.00532e-06-0j -9.26223e-07-0j 0.00594713-0j -3.66166e-06-0j -0.00183287-0j 3.6999e-07-0j -0.00724594-0j -2.68556e-06-0j 0.000732161-0j -0.00531436-0j 6.55166e-06-0j 0.0129649-0j 
8.56113e-08-0j 1.37653e-09-0j -1.57505e-07-0j 1.54607e-07-0j 9.83439e-10-0j -1.11562e-07-0j -7.15482e-08-0j -3.23751e-06-0j -5.10036e-08-0j -2.83282e-06-0j 9.4227e-06-0j 2.7807e-06-0j 9.38349e-08-0j -1.16848e-06-0j -7.52691e-06-0j 1.98663e-06-0j 3.51055e-06-0j 1.52931e-06-0j 7.29246e-09-0j 7.3065e-05-0j 1.13278e-10-0j 1.13496e-06-0j 6.16454e-09-0j -6.05111e-09-0j 6.17641e-05-0j -1.1225e-08-0j -6.06276e-05-0j -0.000112466-0j 9.91185e-11-0j -3.29694e-10-0j -7.95072e-09-0j 9.93093e-07-0j -8.01953e-09-0j -3.30329e-06-0j -7.96603e-05-0j -8.03497e-05-0j 1.11326e-08-0j 4.08843e-11-0j 0.000111541-0j 1.39105e-08-0j 4.0963e-07-0j -5.68027e-09-0j 0.000139373-0j -5.1519e-09-0j -5.69121e-05-0j -5.16182e-05-0j -1.70589e-09-0j -1.70917e-05-0j 
5.2426e-08-0j 5.92215e-08-0j -1.43511e-07-0j 4.88552e-08-0j 3.96168e-08-0j -1.03592e-07-0j 1.11519e-08-0j -1.98256e-06-0j -2.19429e-06-0j 5.14857e-06-0j -1.15649e-06-0j -1.75272e-06-0j 6.00667e-06-0j -9.09658e-06-0j -1.18059e-06-0j -1.1725e-06-0j 2.16792e-06-0j -1.90556e-07-0j 4.4657e-09-0j 4.4743e-05-0j 4.87349e-09-0j 4.88288e-05-0j -1.12039e-08-0j 3.81411e-09-0j -0.000112254-0j 3.44608e-09-0j 3.82146e-05-0j 3.45272e-05-0j -1.26561e-08-0j 2.84287e-09-0j 2.48751e-09-0j -0.000126805-0j 2.30529e-09-0j 2.84834e-05-0j 2.4923e-05-0j 2.30973e-05-0j -1.04408e-08-0j 2.2361e-08-0j -0.000104609-0j 1.45105e-09-0j 0.000224041-0j 1.66405e-09-0j 1.45384e-05-0j -2.38326e-09-0j 1.66725e-05-0j -2.38785e-05-0j 1.77047e-10-0j 1.77388e-06-0j 
2.01004e-06-0j -2.20595e-06-0j -1.82419e-06-0j -1.87238e-06-0j 4.67745e-06-0j -1.20591e-06-0j 4.52245e-06-0j -5.05873e-05-0j 5.4396e-05-0j 4.35539e-05-0j -2.95093e-05-0j 4.47045e-05-0j -4.93663e-05-0j 9.0411e-05-0j -2.7588e-05-0j -9.47906e-05-0j 8.75646e-05-0j -8.90905e-05-0j -1.64735e-05-0j 0.000682384-0j 1.7466e-05-0j -0.000723497-0j 1.37022e-05-0j 1.40642e-05-0j -0.000567587-0j -1.27122e-05-0j -0.000582581-0j 0.00052658-0j -1.50376e-05-0j 1.01885e-05-0j -8.40366e-06-0j 0.000622905-0j 2.69548e-05-0j -0.00042204-0j 0.000348106-0j -0.00111655-0j -1.27637e-05-0j -3.12158e-05-0j 0.000528713-0j -2.55578e-05-0j 0.00129305-0j 1.7819e-05-0j 0.00105868-0j 3.08289e-05-0j -0.000738117-0j -0.00127703-0j -1.82949e-05-0j 0.000757833-0j 
