-0.00336536-0.00663374j -0.00793298+0.0105791j -0.0109893+0.0131743j -0.00543908-0.00428465j -0.00504915+0.0160989j 0.00205921+0.00145771j -0.0026659+0.00216939j 0.000463297+0.0119864j -0.00972832+0.00895199j -0.00292575-0.000136763j -0.00069012+0.0100097j 0.0139692-0.00357435j 0.00521649+0.00346922j 0.00326241+0.00621457j 0.0117529+0.00455634j -0.0036192-0.000438016j -0.00565613+0.000655626j -0.00709004-0.00763387j -0.00100688+0.0126019j -0.00953854+0.0113256j 0.00238948+0.0089548j 0.00312123-0.00937362j 0.0174339+0.000747736j -0.0137852+0.00702892j 0.0146674+0.0239971j -0.00608008+0.00415752j -0.000527335+0.00775866j 0.000999343-0.00435609j -0.00990111+0.00904728j -0.000992633+0.00443088j 0.0121881-0.00109047j -0.00713884-0.0017192j 0.00235128+0.0136305j -0.00272837-0.00128214j -0.0101556+0.00272239j -0.00356748-0.0015553j -0.00230204+0.00140139j 0.00314208-0.00125297j -0.00876616-0.00995052j 4.98361e-05-0.00230605j -0.0023018-0.00160426j -0.00400595-0.00414305j -0.000161634-0.00289484j -0.00296549-0.00231062j -0.00566646-0.003534j -0.00274485+0.00535559j 0.00260932-0.00134255j -0.000289962-0.00381221j -0.00342235+0.00231933j 0.00397184-0.00486568j 0.00910075-0.00123644j -0.000777672+0.00679335j -0.00358106-0.00310824j -0.0120613-0.00962352j -0.00449588-0.00525485j 0.00971592-0.0111019j -0.0102043+0.00327721j -0.00376639-0.00544056j 0.00288926+0.00088792j -0.00625608+0.00322332j 0.00160818+0.0110545j -0.00312077+0.00682795j 0.0214052+0.00138294j -0.00299831+0.00982548j -0.00727051-0.0043915j -0.00294821+0.00333908j 4.01574e-05+0.00976835j -0.000825683-0.00360048j 0.00084765-0.00723755j -0.00202172+0.0150232j 0.000882898-0.00847555j -0.00565308-0.0023202j -0.00745447+0.00103538j -0.0030165-0.00376458j -0.00884216+0.000606453j 0.0041073+0.00818173j 0.00563871+0.00576983j -0.00219205-0.000488753j -0.00448372+0.00416653j 0.00749794+0.00231935j 0.00146014-0.00304571j -0.0117768-0.000961038j 0.0117906+0.00157267j 0.00495046-0.00460764j 0.00851837+0.00556795j -0.0103221+0.00148055j 0.00279056-0.00788812j -0.000709774+0.0109707j -0.00259519+0.0174247j -0.0146511-0.010057j 0.00259983+0.0220021j -0.0221058+0.00480127j 
-0.00131701+0.000664851j -0.00188445-0.00214159j 0.00252692-0.000175605j -0.00127315-0.00328193j 0.00366198+0.0140866j 0.00681042-0.0076861j -0.00148192-0.00623601j -0.000516336+0.00475673j 0.00270091-0.010428j -0.00928792-0.0236466j 0.00789329+0.0143441j -0.0116669-0.0289408j -0.00558287+0.0237923j -0.00833407-0.0182477j -0.00356055-0.00136967j -0.00744934+0.0154027j -0.01055+0.0132864j 0.0117093+0.0160012j -0.00403849+0.0232499j 0.00297203-0.00475319j 0.00249029+0.011551j 0.00356356+0.00735887j 0.00570582+0.000102302j 0.0103937-0.0193393j -0.00244985-0.00177818j 0.0137772-0.00832825j -0.000908713+0.0102709j -0.000995284-0.0116948j -0.00632999+0.00756289j -0.00381308-0.00307257j 0.0102828+0.00608707j -0.00290525-0.00109923j -0.00877614-0.00621192j 0.00202293-0.00219097j -0.0033874+0.00616588j -0.00554591+0.00897251j -0.00542797-0.0022842j -0.00256324-0.0169065j -0.00627613-0.00365025j -0.00825135+0.0108811j -0.00662241-0.00215617j 0.00726412+7.5774e-05j -0.00159302+0.00421478j 0.0087949-0.00994965j -0.00508558+0.00538712j -0.00291762-0.00521583j -0.00437328-0.0043526j 0.0056666+0.00568987j 0.00451656-0.0109765j -0.000759484-0.00549233j 0.00835066+0.0036804j 0.0134704-0.000388375j 1.43057e-05+0.00716051j 0.00388243-0.00387375j -0.00375046-0.00187455j -0.000284315+0.0015032j 0.0093454-0.00882964j -0.00877736+0.00416193j 0.00918513+0.000714988j 0.00181542-0.000478149j -0.00262322-0.000102768j -0.00114333-0.000489868j -0.00656565+0.00472802j -0.00482662+0.00890516j -2.4467e-05+0.00253802j 0.00169623+0.0018805j -0.00231462+3.34534e-05j 0.00404734+0.000294844j -0.0121322+0.00144583j -0.00910727+0.00249464j -0.00358338+0.00378089j -0.010722-0.000835956j -0.0030354-0.00392813j 0.000558358+0.000656303j 0.00953125-0.00379592j -0.000824069+0.00120691j -0.00104182+0.00420373j -0.00751845+0.00113001j 0.0018652+0.00266911j 0.0169275-8.47461e-05j 0.00407096-0.00135309j -0.00510947-0.000566276j -0.00171437-0.000941185j 0.00447871+0.00119131j 0.00174662+0.00180011j 0.00145852-0.000109401j 0.00371364+0.00312351j 0.000767094-0.000190585j 0.00234597-0.000521482j 0.00293681-0.00081677j 0.0015567+0.000797574j 0.00130622-0.000956218j 
0.00225326-0.000749232j 0.00180884-0.000643723j -0.000191971-0.00416118j -0.00323502-0.000263818j 0.00125959-0.0119425j -0.00934588-0.00035142j -0.0050116-0.000937442j -0.000734359-0.00372251j -0.00593149+0.0020947j 0.00601061+0.00781183j 0.00824586-0.00561184j -0.00677104+0.000132278j 0.00338568+0.00411462j -0.00367453-0.000664997j -0.00603478+0.00122562j -0.0182242+0.00806755j -0.00803189+0.00421252j 0.00127425+0.0059421j 0.00412964+0.00639779j 0.0013487-0.0070129j 0.00176685-0.0014082j 0.00442602+0.00317786j -0.00283195-0.00171298j -0.00726976+0.00170905j -0.00244126-0.000726551j -0.00547937+0.00173126j 0.00276185+0.00221857j -0.00720222-0.00484952j -0.00819375-0.00436839j 0.00470546+0.000182752j 0.00552074+0.00270648j 0.00185704-0.00294971j 0.000922181-0.00460179j -0.0199194+0.000545295j -0.0015439-0.000775865j 0.00574612+0.000597011j 0.00620468-0.00101398j -0.0175949-0.00262096j 0.00364338+0.00156766j 0.00407858-0.00124478j -0.0162568-7.13447e-05j 0.00248928+0.00644043j 0.0438039-0.00149612j -0.0127442-0.00285008j 0.0028358+0.00164812j 0.00249536+0.00114408j 0.00525688+0.000321166j 0.00713078-0.00203787j -0.0152283-0.00201751j -0.00839153-0.0022158j 0.00804278-0.00609972j 0.00675199+0.00633631j 0.0011489-0.00490747j 0.0114576+0.00347041j -0.00595326+0.0054217j -0.00913812-0.00191251j 0.00124974+0.00314939j -0.00175381+0.00178533j -0.00527178+0.00183584j 0.00678609-0.00359183j -0.000912779-0.00651366j -0.0021968+0.00598654j -0.00218193+0.00301036j -0.0033223-0.00057053j 0.0053045-0.000795484j -0.00591473+0.00444594j -0.00379146+0.000130681j -0.00933068-0.000497755j -0.00214578-0.0220854j 0.00333422-0.00442061j 0.000202175-0.00375514j -0.00516101-0.00824308j 0.00433781-0.000827704j 0.00593812-0.000749063j -0.000760669+0.00756451j -0.00352618-0.0031407j -0.000721188-0.00224035j 0.00144178+0.0037778j 0.00105222+0.00230544j 0.00118017+0.0161686j 0.00422355-0.00194963j -0.00158622-0.00876306j 0.00233396-0.00283514j -0.00077313-0.00186485j 0.00307504+0.00143417j 0.000868982-0.000981548j -0.00141177-0.0020648j -0.000523861+0.000125404j -0.00141259+0.000793415j 7.63237e-05-0.000684117j -0.00126717-0.00222773j 0.00279292+0.0022407j 
0.000864151-0.000985496j 0.000758398-0.000606505j 0.00397063+0.00575476j 0.00751335+0.00194191j 0.00315729+0.00147318j -0.0135597-0.00153187j 0.00927127+0.00237778j -0.0027768+0.00161329j -0.00781956+0.00375377j 0.0247364-0.00133077j 0.0132779+0.00264466j 0.00722556-0.00859449j -0.0127785-0.00199018j 0.0204454-0.0111003j 0.00131904-0.00321724j -0.0290225+0.00491223j 0.00897617+0.00394102j 0.00335447-0.000134858j -0.00417078-0.0025384j 0.00524792+0.00247439j -0.0031564+0.0032804j 0.00387509-1.03277e-05j -0.000509561+0.000231618j -0.0212633+0.00613431j 0.00502731+0.00302606j -0.00697516+0.0123209j 0.0194437+0.000301559j 0.00117008+0.00433764j -0.00100131-0.00383855j 0.00277624-0.00225718j -0.00452419-0.00908505j 0.0156772-0.0013399j -0.00154004+0.0039916j 0.015323-0.00337841j -0.0101399+0.000914317j -0.00688426-0.00585616j 0.0165153-0.0114485j 0.0120512-0.00535349j 0.0188376+0.00949992j -0.0113548+0.00412044j 0.00340588+0.00694126j -0.0123559+0.00290618j 0.0232669+0.00199358j 0.00211394-0.000738606j 0.00127539+0.00280196j 0.00385433+0.000864653j 0.00970309+9.40978e-05j -0.0045306+0.00276036j 0.0102976+0.00290315j 0.0156394-0.0030193j -0.00708319-0.0048123j 0.00455912-0.00101531j -0.00706651-0.00219221j 0.0177318-0.00537699j -0.00155643+0.00715215j -0.00350869-0.0039198j -0.000888034+0.000208155j 0.00491347+0.00310102j -0.0110813-0.00258211j 0.000994714-0.000939463j 0.00531895+0.000556148j 0.00399291-0.00393638j 0.00383834-7.90119e-05j -0.00419383+0.00541681j 0.00122173+0.00500314j 0.00370225+0.0014057j -0.00222621+0.00160787j -0.00617248+0.000373135j -0.00638397+0.0124017j 0.000273577+0.00220037j -0.00175092+0.00169769j -0.00312001+0.00582906j 0.00218836+0.0026136j 0.00552317-0.00172422j -0.00108444-0.00306858j -0.00863654+0.00146208j 0.00102281+0.00368153j 0.0100612+1.73153e-05j 0.002783-0.000653991j -0.00106942-0.00805748j -0.00501915+0.000847381j 0.00994572+0.00584674j -0.00690309+0.000545291j -0.00339239-0.00184874j -0.00652104-0.00582284j 0.00447906-0.000475594j -0.00209701+0.000652267j -0.00245086-0.00294231j -0.00732957-0.00131625j 0.00598724+0.00320463j 0.00207453-0.00312509j 4.3301e-05-0.00154544j 
-0.00243332-0.00158717j -0.0043428+0.00424132j -0.00607285+6.11444e-05j -0.00948778+0.00821816j -0.00961377-0.00553787j -0.00138642+0.00999502j 0.00457698-0.00386969j -0.00792506+0.0070246j 0.0272119-0.00366473j 0.00510496+0.00231743j 0.0130308-0.0147251j -0.00303076+0.013523j 0.00793043-0.0163122j 0.000641785+0.00903452j -0.0114166-0.00122174j -0.014484-0.00170999j -0.0156264+0.00238177j -0.00542331-0.0144187j 0.00744982-0.0118756j 0.00681708+0.00656623j 0.000778855+0.000788724j 0.0120351-0.00709024j -0.0109494+0.0150834j 0.00761767+0.00824628j 0.00438964-0.00598185j 0.0245636-0.00751888j -0.0114537+0.00858359j -0.00113377-0.0036414j -0.00278962-0.00130956j 0.0203361+0.00238053j -0.00670782+0.00374995j -0.00155883+0.00815407j -0.000235672+0.00712005j -0.00950784+0.000640331j -0.0143727+0.00334992j 0.0154145-0.00369656j -0.00126208-0.000328305j 0.016383-0.00373961j 0.00501516-0.00210252j 0.00926905+0.0025978j -0.0122431-0.00132817j 0.00645993-0.00188234j 0.0189726+0.00835339j 0.0194496+0.00520436j 0.00644715-0.00197973j -0.0019543-0.00752452j -0.00220431-0.00265843j 0.00183013+0.00622305j -0.00137445-0.00186472j 0.0189857-0.00262484j 0.019023+0.010532j 0.00884144+0.00381831j 0.00156473+0.00560382j 0.00279785-0.00394424j -0.020015-0.0103941j -0.00838003+0.00447089j 0.00178668-0.00546543j -0.00191323+0.00263527j -0.0139829+0.000267132j 0.00357978+0.00330649j -0.00561514+0.00489617j 0.00631752-0.00513603j -0.00352864-0.00148202j -0.00164686-0.00163478j 0.000950589-0.0018279j 0.00637737-0.000906487j -0.00205046-0.000129205j -0.00181441-0.00283385j 0.00370059+0.0104294j -0.00199263-0.00273687j -0.00915976-5.62868e-05j -0.012915-0.00237885j 0.00788717-0.00038724j 0.00997948-0.00011127j -0.00311211-0.00536033j 0.000430538+0.00692087j 0.00575871-0.00311343j -0.00897826-0.00510539j 0.00398668+0.000551369j 0.00469993-0.00521377j 0.00604702+0.000759229j -0.00624984+0.00491816j 0.00105412+0.00520411j -0.000918773-0.00126452j 0.0138519+0.0063731j 0.00284421+0.00398515j -0.0040232-0.0054136j -0.00429972-0.000139113j -0.0012618-0.00220494j -0.00105145-8.16188e-05j -0.00267976+0.00470221j -0.00466814-0.00280536j 
-0.00482588+0.00164534j -0.00313904+0.00092954j 0.0105633+0.00425788j 0.0051269-0.00437442j 0.00361101-0.00294285j -0.0064047-0.00209032j 0.00304563+0.0128648j -0.0164211-0.00620954j -0.00154909+0.00889988j 0.00930014+0.0206824j 0.000364507-0.00266623j -0.013481+0.0231632j -0.0091239+0.000301449j -0.00806134+0.00912954j -0.00210154+0.00119811j 0.00545248-0.00279997j -0.010879-0.0098721j 0.00818119-0.00535775j 0.0020321-0.002811j 0.0165937-0.00515603j 0.00116794+0.000613279j -0.0067823-0.00878687j 0.0137165-0.00769352j 0.00114455+0.00145477j -0.00517757-0.00772861j 0.0159494+0.00074695j -0.00429566-0.00654908j -0.00892299-0.00610862j 0.000227248-0.00533639j -0.0117606-0.00250368j 0.0116426-0.00195803j -0.00219612-0.00413757j -0.0186036-0.0027274j 0.0166044-0.00199562j 0.00888689+0.000643221j -0.0321229-0.00288981j -0.0069772+0.00194695j -0.0181606+0.000975923j -0.00183349+0.00723543j -0.010374-0.00700098j 0.0120001-0.00170762j 0.00205083-0.00405725j -0.0113828-0.000559613j 0.00979292+0.00109058j -0.0101858-0.00530863j -0.00244155+0.00482525j -0.0165249-0.00369295j 0.0112486-0.0118347j -0.0116955+0.00840334j 0.00540416-0.0104783j 0.000270259+0.0142189j 0.00114125+0.000678022j 0.00728199+0.00908071j -0.0063317-0.00396934j 0.000737688+0.00105587j 0.00187928-0.00419055j 0.00548302-0.00166261j 0.00967545-0.00259709j -0.00111785+0.00282183j 0.00369897+0.00213782j -0.00185363+0.00381105j 7.55975e-05-0.0115567j 0.000735278-0.000820446j 0.00167991+0.000759049j 0.00407885+0.00318657j 0.000192296+0.00427176j 0.00109894-0.00195745j 0.00789327-0.000704541j -0.000848451-0.00208648j 0.00185844-0.00573924j 0.000877815-0.0016692j 0.0034607-0.00429548j -0.00241547+0.000355659j -0.00419348+0.00210263j 0.00111012+0.00177979j 0.00763532+0.00437949j -0.00355835-0.00224556j -0.00989176-0.00392319j 0.000743099+0.000669659j -3.47774e-05+0.00774907j 0.00154001+0.000794108j -0.00355905-0.00107291j -0.00374042+0.00305114j 0.00360699+0.0016834j -0.00157227-0.00108126j -0.00221018+0.000834551j -0.00103979-0.00806087j -0.00131767-0.000557557j -0.00534074+0.000201468j 0.00491466+0.000755808j 0.00368392+0.00215442j -0.00671571-0.00513572j 
0.00263751-0.00132336j 0.000290631+0.00467781j -0.0101308-0.00426164j 0.00309134+0.0182844j 0.00167064-0.010458j -0.0118341+0.00728263j -0.00588401-0.0182691j 0.01356+0.0103724j 0.00693246-0.0107774j 0.0193432-0.026929j 0.0135271-0.00750513j -0.000874737-0.0216474j -0.00746998-0.0110458j 0.0172037-0.0219762j 0.00562891+0.000628676j 0.0183989+0.00371013j -0.0106346+0.0182986j 0.000117893-0.0145243j -0.00539659-0.0190532j 0.00554801+0.0133736j 0.00465146-0.000119604j 0.00679217-0.000239711j 0.00612991+0.0191496j -0.00781737+0.00772059j 0.00832324+0.00384197j 0.000234753-0.00252948j 0.00154436+0.0230195j -0.000142201-0.00486853j -0.011167-0.00462416j 0.00113038+0.00365891j 0.000261951-0.00330739j 0.0228939+0.00475714j 0.00782583+0.00259134j 0.00972018-0.0041249j 0.000559465+0.00244979j -0.0109839+0.00287944j 0.0161857-0.00382936j -0.0191249-0.00111434j 0.0167831+0.00475307j 0.0104883+0.0049793j 0.00667502-6.81918e-05j 0.00499114+0.0048269j -0.00689187+0.002317j 0.0132835+0.0055018j -0.00225552+0.00826932j -0.0138641-0.00572735j -0.0139333-0.00110052j 0.00645816+0.00652991j -0.00765115-0.00444856j -0.00489521+0.00220195j -4.67237e-06+0.00291554j 0.00498501-0.000305351j -0.00488073-0.00735277j 0.00844551+0.00562044j -0.00594416-0.00494873j -0.0103555+0.00400454j -0.00508803+0.00297485j -0.0102453+0.00135699j -0.00959796-0.0097351j 0.00446276+0.0049667j -0.000668201-0.0047715j 0.00895258+0.00210692j -0.00126706-0.000959808j -0.00616793-0.000694717j 0.00423436-0.000293597j -0.00346569+0.00335687j -0.00228623-0.00161744j -0.00211951+0.00175532j -0.00483792-0.00888121j 0.00194312-0.00379619j 0.00269715+0.000926041j 0.000425871-0.000951613j -0.000724333-0.00214761j 0.00207196+0.00152364j -0.00361174+0.00155106j -0.000964102-0.000404838j -0.00219494-0.000501401j 0.00437966+0.000437773j 0.000167965+0.00311956j -0.00281506+0.0060347j -0.00316734+0.000116966j 0.000477344+0.000147867j 0.000692528-0.000347565j 0.00150699+0.000457236j 0.00331852+0.00365877j -0.000985631+0.00431212j -0.00260794-0.000210276j -0.00327202-0.00128147j -0.00465327-0.00360929j 0.00101305+0.00212806j -0.00185297-0.0028112j -0.000375757+0.000222555j 
-0.00273773-0.00120959j -0.00306507-0.000389106j 0.00780742+0.000271305j -0.00125203-0.00798193j 0.00512849+0.00058162j -0.000366639-0.00822444j -0.00959479+0.0120939j -0.0251122-0.00617092j 0.00543997-2.84366e-06j 0.012069+0.00751805j 0.000441913-0.000586883j 0.0103415+0.00566284j 0.00371017+0.00265928j 0.0347454+0.00829706j 0.0143145-0.00332976j 0.0211643-0.00171375j -0.00885624-0.00693997j -0.00916343+0.00893177j -0.00088037+0.0129553j -0.00238047-0.0105878j 0.00639772-0.00296388j 0.00491763+6.76014e-05j -0.00283953-0.00441562j -0.0109549+0.000115623j 0.0145831+0.0026205j 0.00143581+0.0103742j -0.0023136-0.0102082j 0.00011084-0.00601176j 0.0048079+0.000889831j 0.00953316+0.000860007j -0.00901522+0.000936304j -0.0135551-0.00142436j 0.00451273-0.00298122j -0.010504-0.00160038j -0.0118672+0.00157251j 0.0133045-0.00378214j 0.0142496-0.00356466j 0.00448688-0.00173407j 0.010402-0.00534967j 0.0258851+0.00258851j 0.0019526+0.005893j 0.00853083-0.000794408j -0.0086883-0.000252087j 0.000540396+0.000446225j 0.0223076-0.00152553j -0.00661915-0.00863212j -0.00863452+0.00329294j 0.0152886+0.000892495j -0.00460644+9.09508e-06j 0.00576283-0.0035897j -0.000970283-0.00729389j -0.000895217+0.00163499j -0.0105803-0.000908761j 0.0174628-0.00504214j -0.00356183+0.00563321j -0.00700224-0.00118297j 0.00426417-0.00123097j 0.00450532+0.00528j -0.0163086+0.00230218j 0.00610318-0.00622113j -0.00174617+0.00131629j 0.00434824-0.003798j -0.00258022+0.00390714j -0.000204262+0.00522111j 0.000399979+0.00210429j 0.00658925+0.00543026j -0.0089618+0.000859079j -0.00403279-0.00267464j -0.00423001-0.00513919j -0.00426129+0.00262942j -0.00344615-0.00330584j 0.00790081-0.00265316j 0.0142075-0.00141647j 0.00959922+0.000423812j -0.0142975-0.000840646j 0.00391183+0.00467072j -0.000382349-0.00126369j 0.0035422+0.00182621j 0.000647023+0.000664746j 0.00784033+0.00217843j 0.00226421-0.0003302j 0.00252191-0.00406399j -0.000946227-0.000926651j -0.0058409-0.00302869j 0.00170397+0.000320124j 0.00470825-0.000275916j 0.00213662+0.00378125j -0.00398641-0.00149127j -0.00114284+0.000842593j 0.00354637+0.000383386j -0.00174466-0.0016371j 0.00166822+0.000257497j 
-0.00270957-0.00199363j 0.000961055-0.00045219j 0.00974616+8.44242e-05j -0.00392333+0.00215091j 0.00419454+0.0050877j 0.0203469-0.00238132j -0.00711056-0.00395112j -0.0138705+0.00685124j 0.00534803-0.00377933j 0.000389261-0.00446262j 0.010711+0.00137658j 0.0126969+0.000633631j 0.00666155+0.00282562j 0.00716762-0.00455403j 0.0143728-0.00162818j -0.00756982+0.00217665j 0.0179893+0.00255457j -0.00929766+0.000905724j -0.00483126-0.00158844j -0.00293416+0.00807461j -0.00431111+0.00401685j -0.00301521+4.52141e-05j -0.000377029+0.00219454j -0.0119623+0.000994207j -0.00086333+0.0149035j 0.0183759+0.00373331j -0.00323275+0.00524928j 0.00382952-0.00263793j 0.00889829-0.00339295j -0.00170332+0.00137768j 0.00217931+0.00552854j 0.000386346+0.006522j -0.00430759+0.00692562j -0.00227108+0.000748127j 0.00166256-0.00713964j -0.0228891+0.00475389j 0.00615011-0.00284982j -0.0101454+0.00246294j 0.0167422+0.000538043j -0.0145245+0.00662237j 0.0110248+0.00470007j -0.00992546-0.00398996j 0.00792754+0.000803735j -0.0141461+0.00458471j -0.0199776-0.0047618j -0.000403063-0.00358362j 0.00477933+0.00697927j -0.00677551+0.015345j -0.00747328-0.00588626j 4.83448e-05+0.00438112j -0.00750399+0.00466652j 0.00630484-0.00717868j 0.00377398+0.00251166j -0.0018666+0.0136302j -0.00402092-0.0103409j -0.00276172+0.0135745j -0.00163151-0.00137011j 0.00308255+0.00173131j -0.0179389-0.00708051j 6.38656e-05+0.00268758j 0.00966714+0.00120634j 0.00281539+0.00100802j 0.00659326-0.00193267j 0.00339309+0.00201151j -0.00519988-0.000479905j 0.00796235+0.00537468j 0.00439181-0.000913934j 0.0125642+0.000894365j 0.00506861-0.00619129j -0.00859982-0.000532901j -0.00536449-0.0048293j 0.0186645-0.0107649j 0.0138389-0.00191586j -0.00449454+0.000371116j -0.00158002-0.00426122j 0.00658256+0.00820907j -0.00842444-0.00923789j -0.0125036-0.00698994j -0.00523355-0.00028663j 0.0012675+0.00500588j 0.007149+0.000245161j -0.0045675+0.0021308j -0.00559906+0.00102524j -0.000472137-0.00411917j 0.00585063+0.00642461j 0.00661843+0.0108931j 0.00562276+0.00873344j -0.00566486+0.00157156j 0.00222332-0.0113962j 0.000771902+0.00126016j -0.00102584+0.000987234j 0.00414215+0.00107359j 
0.00293788-0.00274124j 0.00127699-0.00246191j 0.0080985+0.00139946j -0.0235107-0.00236222j 0.0126903-0.00755402j 0.00419315-0.00864941j -0.00388336-0.00352597j -0.00398229+0.00011654j 0.0119086+0.00772152j 0.00600681+0.00936475j 0.0107493+0.000515048j 0.00372048+0.00306599j 0.0118522+0.00255376j -0.00441407+0.00285415j 0.0126888+0.000187203j 0.00999429-0.00275243j -0.00446404-0.000153222j 0.0108399+0.00272806j 0.00438628+0.00315534j 0.000855645-0.00791391j -0.0174278-0.00579757j -0.0050635+0.00245355j 0.00583129-0.0104585j -0.0115728+0.00445924j -0.00270164-0.00279856j 0.000684196+0.00321419j -0.00418895-0.00607193j -4.08145e-05+0.00473918j -0.0151726+0.00732453j 0.00969908-0.00540076j 0.0112238-0.000668499j 0.024469-0.00639414j 0.000586829+0.00413012j 0.000535934+0.00808742j 0.00755735-0.00293137j -0.0180965+0.00146828j 0.0149399-0.00223661j 0.00161851-0.00802686j 0.0148346-0.0143509j -0.00181909-0.00459509j 0.00100099+0.00564335j -0.00540321+0.00229758j -0.000879762-0.00462219j 0.0208916-0.00588172j -0.0109467-0.00120736j -0.00234875+0.00433895j -0.0156931-0.00146891j 0.00106748+0.00560787j 0.00835014-0.00617529j 0.00818482+0.00666857j 0.014543-0.0183669j 0.0123501+0.00430998j 0.00150295-0.00491307j 0.0129941-0.00022942j -0.0133114+0.0109321j -0.0122657+0.000288849j -0.00339856+0.0130725j -0.000271619+0.00736576j -0.0150927+0.0187711j 0.00695525-0.00787956j -0.00478209-0.00885742j 0.00241825+0.008217j -0.000753968+0.00055943j -0.00821564-0.00184324j -0.00229324-0.00237422j -0.00457597-0.00794699j 0.00590295+0.00244536j -0.00256618-0.00284981j -0.00703556+0.00496179j 0.0108608+6.99898e-05j -0.00164505-0.00362743j 0.00156227+0.00425534j 0.000101349+0.00248924j 0.00098701-0.000487234j -0.00651399-0.00137347j 0.00125755-0.00315249j -0.00676141+0.00165853j 0.00593219-0.00334855j -0.00449483-0.0086347j -0.000521816-0.00285811j -0.00204596-0.00227522j -8.11359e-05+0.00146506j 0.0102258+3.15064e-05j -0.0045074-0.0064561j 0.0151857-0.00080394j -0.00242132-0.00615621j -0.00790764-0.00334295j -0.00265706+0.000309677j -0.000214864+0.00275337j -0.00881591-0.00365132j -0.0028333-0.000371455j 0.00371983+0.00343541j 
-0.00100146-0.00524896j 0.00184122-0.000413897j -0.00821046-0.00241649j -1.87142e-05-0.00060283j -0.00429855-0.00251184j -0.000645392+0.00423908j -0.00733758-6.49824e-05j 0.00658226+0.0041441j -0.00417741-0.00788179j -0.00192907-0.000480807j 0.00894349-0.0171238j -0.00218954+0.0104748j 0.0126693-0.0066856j 0.0100029+0.00773463j 5.41451e-05+0.000563069j 0.00305002-0.00792126j 0.00867808-0.00275713j -0.00647143+0.000275188j 0.00387849-0.000572045j 0.00270754-0.00421995j 0.0116074+0.0124146j -0.00708184-0.00334676j 0.00543464+0.013799j 0.000587171+0.00208195j -0.00478601-0.0039415j -0.0078223-0.00664211j 0.00421687-0.00109055j -0.0054343-0.000661716j -0.00567818-0.0071922j -0.00521836+0.00681192j 0.00769253+0.0118276j 0.0179903-0.00724901j 0.00614365-0.00143017j 0.00199198-0.00380015j -1.37908e-05-0.0117297j -0.00971542-0.00854861j 0.00125112+0.000559189j -0.00180865+0.00517885j 0.00161527-0.0113465j -0.00760245+0.00076941j 0.00242897-0.00377145j -0.00479808-0.00331451j 0.00589205-0.00186523j 0.012011-0.000722739j -0.0168779+0.00307877j 0.00308661-0.00535163j -0.00473096-0.00301095j 0.00394004-0.000362954j 0.00287213+0.00118429j 0.00533194+0.011919j 0.0125574-0.00595017j 0.00205188+0.00153916j -0.00047673+0.00474888j 0.00558371-0.0183328j -0.00370875-0.00179176j -0.00655169+0.00208799j 0.00471602-0.0168558j 0.00668127+0.0153942j 0.00255606-0.000969617j 0.00727841-0.000344636j -0.0015888+0.00318508j -0.0131914-0.00446472j -0.00728737+0.01661j 0.00527055+0.0051048j 0.0198119+0.00217787j -0.00259956+0.00532213j -0.0107054+0.00167999j 0.00223971-0.0035346j 0.00420531-0.00521573j -0.011764+0.0169941j 0.011426+0.000136075j 0.00228946-0.0041848j -0.00767878-0.00373529j -0.00343347+0.000604465j 0.00676721-0.00461568j -0.000305355+0.000584416j -0.00322581+0.00632445j 0.00148166+0.00640561j 0.000289853+0.00393264j 0.00518989-0.00200817j -0.000322638-0.000997596j 0.0126236-0.00411374j 0.00510417-0.00446938j 0.0016076-0.00249774j -0.0155972+0.000472301j 0.0102398-0.00413761j 0.0165939+0.00896102j 0.00939902+0.00110184j 0.00675663+0.00675278j 0.00844436-0.00353424j -0.000859295+0.0057883j 0.00853595+0.00252387j 
