-0.00336536-0.00663374j -0.00793298+0.0105791j -0.0109893+0.0131743j -0.00543908-0.00428465j -0.00504915+0.0160989j 0.00205921+0.00145771j -0.0026659+0.00216939j 0.000463297+0.0119864j -0.00972832+0.00895199j -0.00292575-0.000136763j -0.00069012+0.0100097j 0.0139692-0.00357435j 0.00521649+0.00346922j 0.00326241+0.00621457j 0.0117529+0.00455634j -0.0036192-0.000438016j -0.00565613+0.000655626j -0.00709004-0.00763387j -0.00100688+0.0126019j -0.00953854+0.0113256j 0.00238948+0.0089548j 0.00312123-0.00937362j 0.0174339+0.000747736j -0.0137852+0.00702892j 0.0146674+0.0239971j -0.00608008+0.00415752j -0.000527335+0.00775866j 0.000999343-0.00435609j -0.00990111+0.00904728j -0.000992633+0.00443088j 0.0121881-0.00109047j -0.00713884-0.0017192j 0.00235128+0.0136305j -0.00272837-0.00128214j -0.0101556+0.00272239j -0.00356748-0.0015553j -0.00230204+0.00140139j 0.00314208-0.00125297j -0.00876616-0.00995052j 4.98361e-05-0.00230605j -0.0023018-0.00160426j -0.00400595-0.00414305j -0.000161634-0.00289484j -0.00296549-0.00231062j -0.00566646-0.003534j -0.00274485+0.00535559j 0.00260932-0.00134255j -0.000289962-0.00381221j -0.00342235+0.00231933j 0.00397184-0.00486568j 0.00910075-0.00123644j -0.000777672+0.00679335j -0.00358106-0.00310824j -0.0120613-0.00962352j -0.00449588-0.00525485j 0.00971592-0.0111019j -0.0102043+0.00327721j -0.00376639-0.00544056j 0.00288926+0.00088792j -0.00625608+0.00322332j 0.00160818+0.0110545j -0.00312077+0.00682795j 0.0214052+0.00138294j -0.00299831+0.00982548j -0.00727051-0.0043915j -0.00294821+0.00333908j 4.01574e-05+0.00976835j -0.000825683-0.00360048j 0.00084765-0.00723755j -0.00202172+0.0150232j 0.000882898-0.00847555j -0.00565308-0.0023202j -0.00745447+0.00103538j -0.0030165-0.00376458j -0.00884216+0.000606453j 0.0041073+0.00818173j 0.00563871+0.00576983j -0.00219205-0.000488753j -0.00448372+0.00416653j 0.00749794+0.00231935j 0.00146014-0.00304571j -0.0117768-0.000961038j 0.0117906+0.00157267j 0.00495046-0.00460764j 0.00851837+0.00556795j -0.0103221+0.00148055j 0.00279056-0.00788812j -0.000709774+0.0109707j -0.00259519+0.0174247j -0.0146511-0.010057j 0.00259983+0.0220021j -0.0221058+0.00480127j 
-0.000603236-0.00113782j -3.92429e-05-0.00110553j -0.00152589-0.00382486j -0.000160307-0.00508802j -0.00136582-0.00691136j 0.00181718+0.005199j 0.00189544+0.00226255j 0.00387558+0.00368236j 0.00389629+0.0101091j -0.00610519-0.0133982j -0.00333104+0.00176248j 0.00498408+0.0176494j -0.00221703+0.00808144j -0.00483242-0.00174362j -0.00302399-0.00340679j 0.00603411+0.030617j 0.00473867+0.0193955j -0.000454764-0.00759568j -0.00130807-0.00387117j -0.00544492-0.0177478j 0.000888719-0.000226105j -0.00248067-0.00521803j -0.00160253-0.0084823j 0.00272221+0.0234768j 0.00378927+0.000729119j 0.00834027-0.00327722j 0.000861981-0.00576157j -0.00237661+0.000165262j 0.00335369-0.00375641j 5.91744e-05+0.00216456j -0.00139809-0.00363743j -0.0110856-0.000151668j -0.00585064+0.000704581j 0.00521136-0.00144201j -0.00497544-0.00186755j 0.000182314+0.0110541j -0.0100857-0.00727629j -0.00313224+0.00172703j 0.00759182-0.00588625j 0.00545296+0.00530671j 0.0147684-0.00644473j -0.00251056+6.446e-05j 0.0106244-0.0074753j 0.00897223-0.000821787j 0.00495975-0.00417013j 0.0029675+0.000618356j -0.00412731+0.00167318j 0.00806861-0.00327574j -0.00199793-0.00562557j -0.00609923+0.00316726j 0.00381011+0.000948356j 0.00326443-0.00393108j -0.0146938+0.00542506j 0.00854661-0.0119598j -0.000289739-0.000191481j 0.000954051+0.0134901j 0.0110733-0.00609343j 0.00387506+0.0147951j 0.00840664-0.000278263j -0.0142013+3.94939e-05j 0.0195704-0.0066796j -0.00721085-0.000392115j 0.00220297+0.00604132j 0.000169348+0.00627055j -0.000898489+0.00314095j 0.00180855+0.00363742j 0.00605389+0.000579169j -0.00314989-0.00132399j 0.00379022-0.00383699j -0.00993124+0.00120906j 0.00263547-0.000190167j -0.0162913-0.00523283j -0.0236489-0.00418457j -0.00445458+0.000583482j 0.00273248-0.00173396j -0.00650584+0.00252698j -0.000632734-0.000908435j 0.00985178-0.000211652j 0.00351393+0.00106965j -0.00678552+0.00210558j -0.0194731-0.00134728j 0.0105317+0.00149597j -0.0100239-1.25405e-05j -0.000538438-0.00012935j -0.0100158-0.00104458j 0.00501352-0.000452433j -0.00400573+0.00107039j -0.000380054+0.00343412j 0.00106423+0.000399488j 0.00273505-0.00248408j -0.000134103+0.00196431j 0.000678307-0.000917467j 
-0.00237436-0.000810256j 0.0001727-0.00101965j 0.00756818-0.00201425j -0.00385999-0.00939509j -0.00423469-0.00645403j -0.00633797-0.00964055j 0.0026831+0.00609435j -0.00589721-0.00943911j 0.0011256+0.00824514j -0.00278681+0.00971525j 0.00809157+0.0152908j -0.000521981+0.000749414j 0.00635997-0.000822599j 0.00373079+0.00760031j 0.00123422-0.00657827j 0.002405-0.000135036j 0.00081313+0.000325087j -0.00553738-0.00275562j -0.00140351-0.00229403j 0.00211581+0.00556754j 0.00293412-0.00367983j 0.00575639-0.00579505j 0.00480951-0.00972659j -0.00291+0.00362648j -0.000673506+0.00652568j 0.00012295+0.011951j 0.00486792+0.00587815j -0.000620708-0.00791566j 0.000184668-0.0069039j 0.00834963+0.0144437j 0.00598402-0.00288839j 0.00618001+0.0035007j -0.00384214-0.0028547j 0.0195646-0.00826712j 0.0115656-0.0134505j 0.00640003+0.0177715j 0.0074697+0.00365593j -0.00265026+0.00936716j 0.00260503+0.0141445j 0.00109122+0.0104551j 0.0152059-0.0142782j -0.00797522-0.00212175j -0.00467663+0.035776j -0.00113019+0.0120535j -0.0128371+0.0186588j 0.00283296-0.00971172j 0.0012906-0.00623797j 0.000162043+0.0112761j -0.0100053-0.0061802j 0.00413549+0.0347775j 0.00127092+0.0111814j -0.00253305+0.0121306j 0.00330874-0.00277443j 0.00125893+0.00191495j 0.005958-0.0233114j 0.00790117-0.00331391j 0.00351523-0.0129382j -0.0121861+0.0171004j 0.010545-0.0215961j 0.00859973+0.0110658j -0.00964503-0.00699739j -0.00108383+0.0087464j -0.00629212+0.00613112j -0.011669-0.00114408j 0.00218119+0.00819299j 0.00207963+0.00689587j -0.0117039-0.00468377j -0.0243343-0.00906567j 0.00394925-0.00431303j 0.00636162+0.00239517j -0.0132695+0.00413241j -0.0181544-0.00539825j 0.0323915-0.00203745j 0.0395987+0.00868463j -0.0252312-0.00780947j -0.00959021-0.00677668j 0.0236864+0.00934641j 0.0112956+0.00555183j 0.00815152+0.00397857j 0.00928024+0.00195816j 0.0149419+0.00295798j 0.00234706+0.000681154j -0.000863916-0.00304686j -0.00429201+0.00184122j 0.0124025+0.00510798j -0.00567103-0.00093364j -0.00438905+0.000523387j -0.00544327+0.00105288j 0.00333233+0.000607827j -0.00152621-0.00200756j -0.0011208+5.64299e-05j 0.000123378+0.00013595j 
0.000443462-0.0016704j 0.00249792-0.00190747j 0.00125937+0.0046992j -0.00233137+0.00154329j -0.000973631-0.00772256j -0.00597842-0.010135j 0.0053982+0.00320528j -0.0104909-0.00213763j 0.00497669+0.00440815j -0.00129259+0.00822726j 0.00476312+0.0100808j 0.00640613-0.00936021j 0.000374216-0.00650429j 0.00945219+0.0126262j -0.00530024-0.00277786j 0.00241649+0.00571964j -0.00329783-0.00598634j 0.00314585-0.00384254j 0.00189915-0.00170477j 0.00336749+0.00854641j 0.00285255+0.00381963j 0.00427755-0.00808437j -0.00156644+0.000825329j -0.00392107+0.00454553j 0.00584908-0.00201436j -0.00470164+0.0114582j 0.00653278+0.00348174j 0.00627387-0.00910158j -0.00304277-0.00277415j 0.0138542-0.0020257j -0.000458655-0.00282627j 0.0133146+0.00496696j -0.00387979-0.00831072j 5.47476e-05+0.00998697j -0.004305+0.00110117j 0.0167493-0.00902882j 0.00269724-0.0109645j -0.0022025-0.00402166j 0.00358857+0.00848143j 0.00047431-0.00111329j -0.00150709+0.00114084j -0.00154631-0.000812348j 0.0155312-0.000904567j 0.000155803+0.00941196j 0.0134635-0.00114628j -0.0102166-0.00345145j -0.00953708-0.0110506j 0.0131125+0.00408189j 0.00764619-0.00856437j 0.0078683+0.0173141j -0.00402686+0.00623891j 0.000827286+0.00548289j 0.00443078+0.00051028j 0.0111573-0.00594621j 0.000376399-0.00969071j -0.00511639+0.00896739j 0.00471277-0.00360739j 0.000149013+0.0165813j -0.000852952-0.0110522j 0.000209378+0.00447839j -0.0115217-0.00519082j 0.00135934+0.0039954j -0.00335698+0.00516827j 0.00519905+0.00219749j -0.00765238+0.00852165j -0.000806535+0.00467949j 0.0107372-0.00133216j 0.0325422-0.00269046j -0.00271082-0.00222864j 0.004658-0.00140364j 0.0153637+0.00311062j 0.0252394-0.00413313j -0.0427813-0.0042236j -0.0561136+0.00459021j 0.0265184-0.0069048j 0.0254112-0.000851246j -0.0352829+0.00331971j -0.0179541+0.00218789j -0.00885298+0.00299684j -0.00859054+0.00019725j -0.0150868-0.000826606j -0.0131452-0.000902491j 0.00742009-0.00195783j 0.0189944+0.0045334j 0.00315993+0.00306348j -0.0111293-0.000690411j -0.00130264+0.000511591j 0.000923318+0.00164119j 0.00422405+0.00104459j -0.000476697-0.0020246j 0.000985577-0.000559798j 0.000466845-0.000306612j 
0.000868431-0.00020364j -0.00436505+0.00387998j -0.0027313+0.0015518j 0.00362843-0.00612323j 0.000624428-0.00977074j -0.01502-0.00450369j -0.00478638+0.0149623j -0.004387-0.00515748j -0.00918357-0.000490284j 0.00946863-0.00100026j -0.00155631-0.00200068j -0.0126052+0.00222689j 0.00167691-0.00239951j -0.000817259-0.00879752j -0.00219524-0.00592916j -0.00439693+0.0208201j 0.000915181+0.011582j -0.00893478+0.0003574j 0.00114364-0.00166017j 0.00457643+0.000262946j 0.00318375-0.00792931j -0.000191424-0.0143087j 0.0025907-0.0069916j 0.00654155+0.00571626j 0.00437-0.00492541j 0.0100064+0.00371407j -0.0094267+0.00292209j -0.00863807-0.0104771j -0.0104738-0.0066806j -0.0206812-0.00412407j 0.00862251+0.00750077j 0.00815899-0.00255968j 0.0142775-0.0170667j -0.0188883+0.00709489j 0.0106629-0.000852992j 0.00319378-0.0138221j -0.00429927-0.0167783j 0.0114441-0.00218609j -0.00131999-0.00776703j -0.00807086-0.00210437j 0.0129775+0.00530499j 0.0178308-0.00558454j -0.00475593-0.00891793j -0.0024257+0.00607075j -0.000106086-0.00870291j -0.0102613-0.00482237j 0.00668684-0.00704837j 0.000319573+0.00220929j 0.000565502-0.00966321j 0.00789623+0.015592j -0.00364554+0.00357196j 0.00105147-0.00185052j -0.00701015+0.00182157j -0.00588929-0.0138528j 0.00833006-0.00198418j 0.00478034+0.00993427j -0.00238713-0.00978268j -0.00566106+0.0077405j -0.00669507+0.00198539j 0.00813018+0.00180033j -0.0129847+0.00098251j 0.0111297-0.00530361j -0.00321106+0.00223296j 0.00381199+0.00401722j 0.0041847+0.00254981j -0.0136212+0.00160065j -0.00444668+0.00286789j 0.000906439+0.00146507j 0.000107769+0.00215373j -0.000330082+0.00747301j 0.00100556-0.000591045j 0.00214895-0.000180612j 0.0131104+0.000984166j 0.00238579-0.00222907j 0.00233628+0.000506839j 0.00696518+0.00922039j 0.0056712-0.00284707j -0.00295108+0.000555474j -0.00190834+0.00115065j 0.00178363-0.00198911j 0.00601207+0.00577415j -0.00957374+0.00427256j 0.00784709+0.00137345j -0.00397396+0.000164806j 0.00137217-0.00729977j -0.00283079-0.000365629j 0.00683134+0.000832008j -0.00505894+0.00945942j -0.00459899-0.0047254j 0.00135366-0.00324382j -0.00230471+0.00418839j -0.0043232-0.00305023j 
-0.000821906-0.000368556j 0.00261623-0.00183473j 0.000321466+0.00294901j 0.00504902+0.00310786j -0.00391562+0.0011971j 0.00397271-0.00469298j 0.00118195-0.00107452j 0.00565765-0.00469787j -0.000297077-0.00453418j -0.00518455+0.00454621j -0.000898337-0.00524852j 0.00648536-0.0086187j -0.00375525-0.00659316j 0.00385896+0.00623289j -0.00259157+0.00425927j 0.00577145+0.0213172j 0.00376064-0.0146494j 0.00516066+0.0019313j -0.000961966-0.00334328j 0.00346552+0.00945177j 0.00218188+0.0033775j -0.00527601-0.00355502j 0.00809319+0.0069367j -0.00147642+0.000232507j -0.00507612+0.00260716j -0.000249829+0.00342298j -0.00406161-0.000685972j 0.00524047+0.00100669j 0.00559566+0.00285782j -0.0127278-0.00811718j 0.00326792+0.00167287j 0.00245894+0.0038547j -0.00377562-0.00402932j -0.000964682+0.0118031j 0.000859863+0.00805635j -0.00432336-0.0157262j -0.00440176-0.00363512j -0.00862751-0.00863696j -0.0059663+0.000848451j 0.0072654+0.000653794j 0.002695+0.0128435j -0.00456843+0.00444663j -0.0108183-0.0344831j -0.00801577+0.00661597j -0.0085868-0.0012224j 0.0105529-0.0107548j 0.00202811-0.0162434j -0.000501862+0.00362648j -0.00622587-0.000372592j 0.000518987-0.00295204j -0.000660968-0.00181095j -0.00215144-0.00105358j -0.00503965-0.00063792j 0.0108909-0.00596175j -0.00130419+0.000515499j -0.00123259+0.000814444j -5.91767e-05+0.00314187j 0.0064519+0.00797103j 0.00403532+0.000441272j -0.00393303-0.00101692j -0.00977426-0.00469541j 0.00299734+0.00241863j 0.00117727+0.00187295j -0.0183891+0.00254489j 0.00498035+0.00534782j 0.0364853+0.00132054j 0.0145214-0.000579689j 0.00290576+0.000289339j 0.0238628-0.00244415j 0.0092968-0.0026749j -0.024384+0.00300224j -0.0316834+0.00124413j 0.0106432-0.00740156j 0.0238928-0.00221661j 0.00129721-0.00236853j -0.0250347+0.00110624j 0.0150548-0.00159389j 0.00309654-0.00206129j 0.0054385+0.000171712j 0.000457202-0.000941964j 0.0104094-0.00351794j 0.00545774-0.00135985j 0.0053517-0.0021345j -0.0072615+0.000824325j 0.00866522+0.000880754j -0.00272258-0.00159253j -0.00548078-0.000782563j -0.00436291-0.0024928j 0.00216097+0.00215273j -0.000601553+0.000281337j 0.0013531-0.00115661j 0.00157292+0.000300317j 
-0.00236913+0.00206553j -0.00209699-0.000885216j -0.0004419+4.01232e-05j -0.00242491-0.00388416j 0.00608382+0.00716021j -0.00157955+0.006534j -0.0043152-0.00966324j -0.0121845+0.00374688j 0.00772025+0.00599477j 0.00967709+0.00437847j 0.00209855-0.00249471j -0.00393913+0.00786069j 0.00344195+0.00497948j 0.00350237+0.0120939j 0.00789944+0.0126958j 0.00124922+0.0251051j 0.00402858-0.00846723j -0.00665481+0.00182803j 0.00255723-0.00101834j 0.00134303-0.00643781j -0.00389423+0.000164557j 0.00888365+0.00401831j -0.00105885+0.000706395j -0.00313376-0.008067j 0.000968524+0.00822014j -0.00867219+0.00256847j 0.00591117-0.00462888j -0.006701-0.0013279j -0.00623644-0.0034059j 0.0154485+0.00717307j 0.00379897-0.00680508j -0.00175379-0.00418638j 0.0108462+0.0107345j -0.00325956-0.011872j 0.0225507-0.00841237j -0.0079745+0.0155944j 0.0107081+0.0159318j 0.00477029+0.00724281j 0.00856257+0.00717681j -0.00366596+0.0238475j -0.00763685-0.001485j -0.0019028+0.00766873j 0.00128723-0.0131814j 0.0054789+0.00564372j 0.0113011+0.0163755j 0.00351892-0.00450206j -0.00468258-0.0130349j -0.00729418+0.0122906j 0.0113449-5.929e-06j -0.00384996+0.00431731j 0.00443101+0.00558181j -0.00593985+0.00221342j 0.00321958-0.00748056j -0.00817119+0.0158369j 0.000206521-0.00352982j -0.00323483-0.00987356j -0.0128187-0.00440654j 0.0020308-0.0121783j -0.0020239-0.00773858j 0.0085224+0.00204775j -0.0111813+0.00480431j 0.00809198+0.00957326j 0.00112601-0.00676722j -0.00166607-0.00637233j -0.000153448-0.00726202j 0.0103551-0.00525796j 0.00289657-0.00185213j 0.0111067+0.00150819j 0.0148069+0.00203103j 0.000119399-0.00428182j -0.00453217-0.00267315j 0.00518496+0.00660643j 0.00126651+0.00828342j -0.0140712+0.00123015j 0.027867+0.000478819j -0.00418883-0.000361539j 0.00026445+0.00240485j -0.0114458+0.00583598j 0.00109542+0.00267662j -0.00144527+0.000686817j 0.0136939+0.00469106j -0.011976+0.000282408j 0.00889418+0.000441499j 0.0114473+0.00222561j 0.00268745-0.00228294j 0.00101622+7.6329e-05j 0.0077653+0.000325205j 0.00500881+0.000891404j -0.00128024-0.0032813j -0.000118791+0.00126423j 0.00010438+0.000820456j -0.00371391-0.00127532j 
-0.000799403+0.000137544j 0.00512735-0.00416338j -0.0179232+0.00669015j 0.0195482+0.00845756j -0.00282006-0.0141794j -0.00418752-0.00187852j -0.0026763-0.00200929j 0.00850045+0.00859469j 0.00803784-0.00318245j -0.0092447-0.00844168j 0.00508124-0.00378294j -0.00403584-0.00707988j -0.00679079+5.53733e-05j 0.00866885+0.0118932j -0.00738244-0.00955903j -0.00588897-0.00530165j 0.00351874+0.000558458j 0.00402434-0.00684496j 0.00100728+0.00631838j 0.00170232-0.00732953j 0.00529195+0.00986981j -0.00653325+0.00475481j -0.00693426-0.00321619j -0.00255058+0.00650458j 0.00310779-0.00479083j 0.00254348+0.00517226j -0.00490557+0.00111195j 0.014034-0.00872362j 0.00068446+0.0048431j -0.00138077-0.00395414j 0.00133065-0.0186349j 0.0026064-0.0159769j 0.00370436-0.000230512j 0.0100419-0.00404715j 0.0160688-0.00397557j -0.0174277+0.0115679j -0.00648702-0.0206158j -0.00111128+0.00513407j -0.00323129-0.0128494j 0.00426012-0.00229043j -0.00757368+2.98883e-05j 0.00222438+0.00298927j -0.00694699+0.00385341j -0.00132707-0.00886312j 0.00846622+0.00395951j 0.00813172+0.0153575j 0.00967506+0.00597893j -0.00423179-0.0032514j 0.00231604-0.00545018j -0.00377443+0.00173219j 0.000442711+0.000683262j 0.0069922+0.00213904j 0.0080456+0.000119426j -0.00108684-0.0121625j 0.000704829+0.0102314j 0.000902064+0.0161929j 0.00786844+0.00793752j 0.00451431+0.00839514j -0.00692969+0.0104676j 0.00930912-0.0107517j -0.0144629-0.00362941j -0.000898146+0.00208715j 0.00111021-0.00324984j 0.00489001+0.00746763j 0.00636529+0.000620507j -0.00459416+0.0020317j -0.00460173+0.000217769j 0.00173455-0.000896972j -0.00127013+0.00244378j 0.00443767-0.00716258j -0.00325458-0.00342144j 0.0106086-0.00482061j 0.0185777+0.00122721j 0.00568031-0.000852417j -0.00303761+0.000183039j 0.000945037+0.00904958j -0.000704737-0.00303795j -0.00719263+0.00243848j -0.00201496+0.00646446j -0.00063555-0.000968568j 0.0168974+0.00406205j -0.00769769-0.00152905j 0.0112208+0.00243269j 0.00124149-0.000356798j 0.00944578-0.00432733j 0.00300434-0.00163614j 0.000437732+0.000747034j -0.00415088+0.00171501j 6.07895e-05-0.0014485j 0.00350899-0.000300713j 0.00258568-9.72316e-05j -0.00208134-0.0032446j 
-0.000108623+0.000559434j 0.00228104-0.00260299j -0.005599+0.000594736j 0.00268122-0.0120277j 0.00415712-0.00499497j -0.00219723-0.0030958j 0.00314579+0.00612726j 0.00490378+0.00206673j 0.00229289+0.00863944j 0.0048496+0.00658087j 0.00728419+0.0131973j 2.82031e-05+0.0013574j -0.00157322+0.00699988j -0.000340192-0.00123134j 7.33243e-05-0.003369j -0.00139473-0.0159453j -0.00442227-0.00106588j -0.000756536+0.00190944j -0.00191212+0.00177877j 0.000198895-0.00444167j -0.000286899-0.00612777j -0.00605978+0.0121825j -0.00477521-0.00906797j -0.00452924-0.00483694j -0.000904555+0.000285465j -0.00805945-0.00363094j -0.0131721+0.00815992j -0.00781212+0.00279473j -0.00433974-0.005948j -0.0179553+0.0157853j 0.00159145-0.00675067j 0.00746625+0.0110123j -0.00124412+0.0107626j -0.0217996-0.0136183j -0.00761913-0.00774017j -0.00376936+0.00617698j -0.00231322+0.00811555j 0.00195296+0.00440874j 0.00121423+0.00769536j -0.00166964+0.00141575j 0.000975656-0.0103342j 0.00507558+0.00401127j -0.00734313+0.0249746j -0.000735076+0.00353836j -0.000750961-0.0043259j -0.00410108+0.00258971j -0.00409198+0.00783017j -0.00423131-0.00252047j 0.0027756-0.00333426j -0.00308841+0.0064447j 0.00654568+0.00815309j -0.00318064+0.00958132j -0.00693127-0.00224162j 0.00545314+0.00885769j -0.00130016-0.0126836j -0.0104732-0.00183428j 0.00267814-0.00478005j 0.00493785-0.00529919j -0.00672536-0.00667903j -0.00623301+0.00257332j 0.0028446+0.00101144j -1.89034e-05+0.00319403j 0.00198399-0.00406411j -0.0103138-0.00133723j 0.00620173+0.000315642j 0.0274734+0.00196854j 0.0184039-0.00455161j 0.0278655-0.0171597j 0.0202649+0.000422397j 0.0022617+0.00398007j -0.0117614-0.00541867j -0.0260211-0.0122716j -0.0215561+0.00548897j -0.0052616+0.00943263j 0.0297898-0.00402186j -0.0154386+0.000867084j -0.000916501+0.00475403j 0.00137237+0.00186494j 0.00287384+0.00557487j -0.0144582-0.00274801j 0.00314391+0.00832263j 0.00192364+0.00346953j 0.0108114+0.00256619j -0.00145916-0.0058561j -0.00174243+0.00459527j 0.00128417+0.0019872j 0.000312146-0.000114501j -0.00125187-0.0040119j 0.00142577-0.00524527j 0.00382294+0.00256638j 0.00026766+0.00179518j -0.00106174+0.00144781j 
-0.00488346+1.79703e-05j 0.00524657-0.00157254j 0.00395898-0.000855185j -0.00659811-0.00783968j -0.00344313+0.00471664j 0.00601543+0.010323j 0.00616097-0.0150283j -0.00171656+0.0180238j 0.020826+0.00494182j 0.000501035-0.00561663j 0.011448+0.00973689j 0.00618009+0.00705075j -0.00585318+0.0130412j 0.00194699-0.00107958j -0.000241786+0.00815278j -0.00567374-0.000144793j 0.00731347+0.00703935j -0.00499326+0.000174885j -0.0016215-0.000367325j 0.00388257-0.00545747j 0.00421345-0.00384294j -0.00284857-0.00458255j 0.00951475+0.00571397j -0.000939463-0.00150581j -0.00583192-0.00453225j -0.0103263+0.00468886j 0.00510453+0.000104902j -0.00190225-0.002886j 0.0119468-0.00371173j -0.0110431-0.00861486j 0.00569683+0.00519483j 0.0172394+0.019241j -0.00984072+0.00292524j 0.0017672+0.0142252j 0.00699347+0.0125662j -0.00783541-0.0275052j -0.00177316+0.00670507j 0.00159251-0.0109621j 0.00281107+0.0065351j 0.00805584-0.0212459j 0.00162023+0.010574j 0.00227053-0.00696324j 9.79584e-05+0.00238754j -0.00784841+0.00459146j 0.0132975-0.0234537j -0.00620428+0.0052173j 0.00947238-0.00814906j -0.0102577+0.00451802j -0.000573487-0.00212861j -0.00139968+0.0128473j 0.00471737+0.00622629j -0.000164955+0.00471449j 0.00901934+0.00245945j -0.00476361+0.00117221j -0.00558838-0.00724503j -0.00221639-0.00436931j -0.0060071-0.007586j -0.00822254-0.000764436j 0.00272593-0.0124695j 0.00848905+0.00106495j 0.00045557+0.00427934j 0.00101861+0.0084803j 0.000612733+0.00140895j -0.00142583-0.00440205j 0.00416913-0.00256189j 0.00209686-0.00481113j -0.01046+0.00622124j -0.00453271+0.00580812j -0.00858967-0.00108807j 0.000672503-0.000508496j 0.00346666+0.00496068j 0.0130514+0.00315497j 0.00719194-0.00652116j -0.000387527-0.00638149j -0.0114573+0.00113136j 0.01169+0.00159245j -0.00603461-0.000767257j 0.00697731+0.00771413j 0.00370188+0.00111767j -0.00143749-0.00298876j 0.00685779-0.0012409j -0.00211018-0.00767101j 7.74286e-06+0.000633817j 0.00518021+0.00595027j 0.000271078+0.00305712j 0.0014497-0.00246818j -0.00151238+0.00359171j 0.00551603+0.00146824j 0.00893687+0.00492618j -0.0005574-0.000288458j -0.00192902-0.00220776j -0.00133437+0.00145066j 
-0.0131782+0.00487441j -0.00590078+0.00137053j 0.0156651-0.0071056j -0.00910577-0.0120757j -0.00644962-0.00205973j 0.00310105-0.00831902j 0.0175905-0.00831085j 0.0198598-0.0136124j -0.00451571-0.0160912j 0.0163697-0.0100522j -0.00281466-0.00523696j 0.000735253+0.00827032j 0.00531062-0.0022544j -0.00305434+0.00126742j 0.010344-0.0123866j -0.00185372-0.000401783j 0.00801826-0.00721834j -0.00814291+0.00515885j -0.00264069-0.00295756j -0.00762305+0.0064429j -0.000424222+0.00423381j -0.00229615-0.00397797j -0.00494208-0.00556001j -0.00140624+0.000567043j 0.00278925+0.0034446j 0.0179008+0.00572445j -0.00045864+0.00709552j -0.00923797+0.00680967j -0.00529589-0.00132556j 0.000533641+0.00391347j 0.0136018+0.00725793j -0.00184036-0.00114717j 0.0127005-0.00123777j 0.0101739-0.00649339j -0.00736503+0.00238722j -0.00132561+0.000614546j -0.00812686+0.00502442j 0.000194634+0.00177418j -0.0215081-0.00282818j 0.0106113+0.00334404j 0.000419108+0.00302862j -4.66082e-06+0.00102396j 0.00301087+0.000397712j 0.00186856+0.00195675j 0.0178165+0.00283501j -0.000277855+0.000252816j 0.00540749-0.00047131j 0.0109814+0.00147636j -0.00812551-0.000769233j 0.00744049+0.00106874j -0.00500924+0.00423479j -0.00937811-0.00495007j -0.00322901+0.000194521j -0.00267732-0.00322749j -0.00132322+0.00215756j 0.00557368+0.000161304j 0.0102825+0.00630512j 0.002045-0.00164258j 0.00381053-0.0037293j -0.00204224-0.00425716j -0.00527281-0.0059914j 0.0031169+0.00016625j 0.00340164-0.000947593j 0.00325429+0.000393327j -0.000535456-0.000733784j 0.00311615-0.000625744j -0.000873086+0.00370937j 0.00723224-0.00335237j -0.00212086-0.000177378j 0.00706843-0.00306874j -0.000130074-0.00232392j -0.00373732-0.00312351j -0.0128386+0.0010179j -0.00879384+0.000446965j 0.00280801-0.00122181j 0.00203154+0.00399268j -0.00699473-0.0032879j -0.00189747+0.00786842j -0.00318092+0.00763475j -0.00497594-0.00373636j -0.0110435+0.00259068j 0.000737525-0.00326357j -0.00515875-0.000412066j 0.00106729+0.000841066j 0.000755841+0.000630796j 0.0040044+0.00249043j -0.00194092+0.00324479j -0.000286837-0.000334582j 0.00523988+0.000337724j -0.00499286+0.00213451j -0.00327226-0.00470403j -0.00365376-0.00212135j 
