-0.00202184-0.0134919j -0.0117423+0.004589j 0.00856001+0.000567006j -0.00702087+0.0101887j -0.00191961-0.000588422j -0.00410845-0.00541983j -0.00316816+0.00140478j -0.00351963+0.00608949j 0.000723527+0.000167375j 0.00242998-0.000637634j -0.00373353+0.000510937j -0.00574998-0.00381548j -0.00279052-0.000363769j -0.00293625+0.00265886j -0.00382636+0.00246124j -0.000844062-0.000965106j 0.000499266-0.00150434j 0.00291726+0.00151265j -0.00336357+0.00384019j 0.00221146-0.00223972j -0.00390429+0.00419746j 0.00213651+7.4437e-05j -0.00475145+0.000163715j 0.000206701+0.00209931j 0.00696238-0.0058132j 0.00209342-0.0148716j 0.0195012-0.0131785j 0.014085-0.00783233j -0.0116164-0.00182037j -0.0144908-0.0144467j 0.00268229+0.00756941j -0.00369123-0.00461415j -0.00847099-0.00728948j 0.00322596+0.00444473j 0.00037581+0.00585306j -0.00411531-0.000764728j -0.00611748-0.00109829j -0.00498915+0.00118426j 0.00306534+0.000933045j -0.00544003-0.000811002j 0.0037796-0.00167269j 0.00519027-0.00268149j 0.0047263+0.00132671j 0.00973435+0.000202628j -0.00102655-0.0107974j -0.0056302-0.0124457j -0.00763298-0.00873669j 0.0191605+0.00728495j 0.00137468-0.0319299j 0.026398+0.00839012j -0.000650414+0.0386471j 0.0364912-0.00354979j 
-0.00145871-0.00270155j -0.000718037-0.00233501j -0.0105256-0.00111645j -0.00364449+0.00389303j 0.00128746+0.00314592j 0.00656561-0.0104194j -0.00405974+0.00624382j -0.00785255+0.00734002j -0.00202898+0.00603265j -0.00967816+0.00705136j -0.00177583+0.00416759j -0.00140941+0.00769967j -0.00232624-0.000849298j -0.00264454+0.00233415j 0.000163845+0.00210836j 0.00943179-0.00619116j -0.000266703+0.00495759j -7.22453e-05+0.00068358j -0.00588488+0.00791358j -0.00187373+0.0141344j -0.00130767+0.00200724j -0.00222318-0.00357804j 0.0075135-0.00493396j -0.00223597-0.0103011j -0.00458557+0.00190293j 0.00017557+0.00341454j 0.0010672-0.00437042j 0.00185829-0.0146062j 0.000247426+0.00023431j 0.009914+0.00768237j 0.00597184+0.0130318j -0.00467865-0.00493676j -0.00927544-0.0209301j 0.00781686+0.0121983j 0.00177509+0.00666928j -0.0037112-0.0103125j -0.00254182-0.00722719j -0.00445906-0.0050761j -0.00367502-0.00292277j 0.00607711-0.00444463j -0.00506563-0.0103793j 0.000605004-0.0142804j 0.00467482+0.0346253j 0.00175958+0.0114544j 0.00168964-0.0325973j -0.000512297+0.0129761j -0.00718741+0.0253928j -0.0117683+0.00185901j 0.000299996+0.0228643j -7.82597e-05-0.00215389j 0.00248499-0.00405474j -0.00193313+0.00286827j 
0.000965441+0.0024819j 0.000350163-0.00117136j 0.00456329+0.00211447j 0.00555612+0.00308958j 0.00248444+0.00298688j -0.00674006+0.00950782j 0.00129482-0.00556558j 0.00458245-0.0084983j 0.00566962-0.000931239j 0.00885567+0.00171344j 0.00289594+0.000878041j 0.00465873-0.00591085j 0.00220109-0.00682781j 0.00266108+0.00462295j -0.00196092-0.00553291j -0.00869482+0.00603513j -0.0031992-0.010697j -0.000282998+0.00746554j 0.000807134+0.000932076j 0.00984949-0.0118284j 0.00373686+0.00987247j 0.000728539-0.00122266j -0.00328686+0.00439199j 0.00127898-0.00949827j 0.00563171+0.0141609j -0.00214033-0.00919374j 5.60737e-05+0.00603659j -0.00550653-0.00439105j 0.00304765+0.00216195j -0.00966572-0.00369293j -0.00454852-0.000319539j 0.00282631+0.00377122j 0.00444327+0.0222776j -0.00752175+0.0182012j -0.00233716+0.00209425j 0.00364332+0.000399175j 0.00113736+0.000722533j 0.00776276+0.0045789j 0.0039173-0.00199533j -0.00853913+0.0132898j 0.0043109-0.00920953j -0.00334166+0.0102226j -0.00691708+0.0529451j -0.000596301+0.0149338j -0.000260912-0.0197816j -0.00205626+0.00491068j 0.00475982+0.0024127j 0.0082079-0.0113818j 0.00256468-0.00112526j 0.00261732+0.00267399j -0.00112567+0.000902423j 3.27505e-05-0.00500383j 
-0.00359302-0.00279628j -0.00226936+0.00370272j -0.0104144-0.00454626j 0.00607706-0.012766j 0.0059157-0.00146866j -0.0022073-0.00201335j -0.00516292-0.00717081j -0.00984056+6.71146e-05j 0.0025067-0.00447436j 0.00287725+0.00826163j 0.000692652-0.00607869j -0.00299392-0.00454714j -0.00421646-0.00242832j -0.0023882-0.00882299j 0.00154538+0.0129065j 0.00305856-0.0135969j -0.00152088-0.0167642j 0.00111098-0.0114045j 0.00435268-0.00782561j 0.00220002-0.000292288j -0.00164607-0.0131912j -0.00358841-0.00185033j 0.00130119-0.0120502j -0.00607209-0.0072216j -0.00111655-0.000216498j 0.0051303-0.00247216j -0.00697054-0.00270685j -0.00143852-0.0255471j -0.0113374-0.00828807j 0.00140046-0.0199272j -1.04817e-05-0.007281j -0.00479841+0.0164597j -0.0117586-0.00642752j -0.00647448-0.000907111j -0.00179615+0.00505453j 0.00337755+0.00410351j 0.00708494+0.00638081j -0.000130991+0.018019j -0.00459509+0.0015456j 0.00459776+0.00539853j -0.00963896+0.00212845j -0.00156068+0.0112412j -0.00259057-0.00303934j -0.0101748-0.00160494j -0.000636052+0.0226759j 1.66348e-05+0.0107616j -0.0104321-0.00194084j -0.00946103+0.0198772j 0.00364059+0.00245256j -0.00153719-0.00572281j -0.00168574-0.00583548j 0.00131934+0.00445678j 
0.00216301+0.00339572j -0.000251675-0.000681939j 0.00963127-0.00491185j -0.000294085-0.00729829j -0.00827067+0.00908681j -0.0106468-0.00340332j 0.0072951-0.00997578j 0.00936468-0.00617774j -0.00124955-0.00850485j 0.0103256-0.0155393j -0.000735233-0.00637421j 0.00407701+0.00422309j 0.00387423-0.00224643j 0.00534876-0.00946748j 0.000645035-0.00165657j -0.0052938+0.00152429j -0.000720479+0.00324191j -0.000952973-0.0173225j -0.00123313-0.0152102j 0.00605678+0.00277363j 0.0034506+0.00472381j 0.00240662+0.0183042j -0.00763714-0.01995j -0.00180426+0.0014483j 0.000875439+0.00926932j 0.000469822+0.00486333j -0.00344764-0.00145742j -0.00769302-0.0127794j -0.00523787-0.00401665j -0.00996858+0.00697409j -0.00684961+0.00963235j 0.0085417-0.0127104j 0.01546-0.00172453j 0.00407085+0.0183093j -0.00238154+0.00106217j 0.00656909-0.0110649j 0.00591512-0.00825693j 0.0054064-0.0172893j -0.00253626-0.00155011j 0.00888486-0.0124127j -0.00184283-0.00190805j 0.00421134-0.0180039j 0.00830645-0.00230304j -0.00820742+0.00299524j -0.00642408-0.0238674j 0.0078245-0.00314416j 0.00203322+0.0133867j 0.00784568-0.00521739j -0.0005153+0.0111299j -0.00425666+0.0034761j -0.00453778+0.00156445j 0.00353907-0.000937276j 
-0.000259842+0.00217364j 0.00167747+0.00250208j -0.00285035+0.011251j -0.000920189-0.00886773j 0.00883598-0.0102064j 0.00775953+0.00471289j -0.00487864+0.00138015j -0.0029184-0.00126928j -0.000232257+0.000167903j -0.00492249-0.00553597j -0.000880447-0.00380707j -0.00383378-0.00192249j -0.00332786-0.0115912j 0.00554558+0.0155529j -0.0028119-0.00765394j -0.000423012-0.0131328j 0.00114557-0.00529009j -0.000287753-0.00126177j -0.0028501-0.00220662j -0.0052017-0.00605059j -0.00313047-0.00849854j -0.00200137+0.00301598j -0.00162569-0.00656563j -0.00526073-0.00549022j 0.000421481-0.00123844j 0.00274549+0.00155974j 0.00298449+0.0109773j -0.00327467-0.0208703j 0.00470604+0.0143551j 0.00597481-0.00281109j 0.00187733-0.0108106j -0.00233849+0.0204088j -0.0032644+0.0110861j -0.0135184-0.0151244j 0.000760681+0.000841049j 0.00264996+0.00678998j -0.00330581+0.00784146j 0.0048414+0.0204527j -0.00380976-0.00196344j 0.00111945+0.0155867j -0.000931623-0.00457335j 0.00378052+0.0204107j -0.00413929+0.0492117j -0.00293676+0.0156944j 0.00215621+0.0205085j 0.00696324-0.00625363j 0.00313326-0.0117382j 0.00472496+0.0110345j -0.00214328-0.00762808j 0.0042359+0.00406507j 0.00200506+0.00375707j -0.000359102+0.00336332j 
-0.000967717-0.001616j -0.000423023+0.000927703j -0.00117761-0.00330243j 0.00244211+0.00374434j 0.000966084+0.00499871j -0.000614246+0.00622878j 0.00023875-0.00116716j -0.00104294-6.64308e-05j 0.00403427+0.00159319j 0.00352543+0.0059745j 0.00352858+0.00260799j 0.00266972-0.00075754j -0.00263083+0.00330628j 0.00238446-0.000971727j -0.00210756+0.00195008j -0.000796631+0.00304678j -0.00344524-0.00686311j 0.00550574+0.0136235j 0.00562966+0.00494167j 0.00171665-0.00476893j 0.00157251+0.00661673j -0.00331622-0.0146807j 0.00235301+0.01286j -0.00379482-0.00422789j 0.00394547-0.000441046j -0.00327392-0.0111046j 0.000325794+0.00537047j -0.00286103-0.0019109j -0.0023162+0.00469188j -0.00885267-0.00151082j -0.00559709-0.00485333j 0.00324312+0.0111171j 0.000403613+0.0173321j -0.00849074+0.00685931j 0.00117143+0.00219778j 0.00241407+0.00480371j 0.00526346+0.00432903j 0.00779982+0.0140844j 0.00275543-0.00263867j 0.000911591+0.019398j 7.29565e-05-0.00768347j 0.00156669+0.0243021j 0.00541809+0.0504131j 0.00424666+0.0105248j 0.0038937+0.0116671j -0.0047299+0.00887276j -0.00127094-0.0143534j 0.00193309+0.00848198j 0.00137992-0.00779051j -0.00333029-0.00277156j -0.00208161-0.000973093j 0.000777748-0.00138145j 
0.000625179+0.000669185j 0.000238041-0.00230364j 0.000260717-0.00205335j 5.80488e-05+0.00730445j 0.0012536-0.00164124j 7.20201e-05+0.00245435j -0.00106108-0.00450807j 0.000735352-0.0119995j 0.00110063+0.00648275j -9.68097e-05-0.0108689j 0.000747433-0.00510943j -0.0020525+0.00711476j 0.000362298-0.0161642j 0.000847149+0.00930839j -0.00371626+0.00188565j -0.00340915-0.0217876j 0.00373452+0.0200358j 0.00075748+0.01136j 0.000512212+0.02372j 0.00175341+0.0212743j -0.000451915-0.00181556j -0.00403903-0.00560172j -0.000433089-0.00572327j 0.000236075+0.00725216j -0.00578582-0.0189742j -0.00090626+0.0104418j -0.00452476+0.00788185j -0.00204766-0.00406378j -0.00413138+0.000595809j -0.000884895+0.00117204j -0.00111677+0.00180705j 0.00228421+0.00114736j -0.00775384+0.00100824j -0.00069403+0.00115905j 0.000994345+0.00285941j -0.00183741-0.0025457j -0.000143792+0.00219124j -0.00674204+0.00364335j -0.00353833-0.00111929j 0.00962094-0.00130485j -0.00346763-0.000547353j 0.0027984+0.00655321j -0.00304211+0.0046483j -0.00105283+0.0020455j 0.000138694+0.00955617j -0.00303861+0.00260614j -0.00339847-0.00269979j -0.000597944+0.0100079j 0.00206192-0.000702225j -0.00155044+0.00132322j -0.00135181-0.00111986j 0.00202602+0.00060083j 
-0.00249256-0.00478487j -0.00133213+0.00279836j -0.0043855-0.00949508j 0.00637545-0.00991003j 0.00327682-0.00768373j 0.000720677-0.00966525j -0.00574149-0.00322688j -0.00797463-0.002463j -0.00401823-0.000220401j 0.00037649+0.0161989j -0.00379138+0.000774712j 0.000444532-0.0175642j -0.000615156-0.00704747j -0.00335627-0.0137891j 0.00109687+0.0219483j -0.00296739-0.00502492j -0.00262687+0.00342515j 0.00466764+0.000386514j 0.00146358-0.00424411j 0.00575833-0.000622178j 0.00126869+0.00191345j -0.00360425+0.00181502j -0.0034961-0.00107459j -0.000696925+0.00499633j 0.00234795+0.00675479j 0.00420688+0.00276693j 0.000411505+0.00281461j -0.00248947+0.00403652j 0.00461271-0.000657783j 0.000796545-0.00812824j -0.00208445-0.00919564j 0.00459101+0.00587654j -0.00467437+0.00676986j -0.000262228-0.004401j -0.00472703-0.00149976j 0.00244243-0.00368833j 0.0124395-0.00858983j -0.00335028-0.00799811j 0.00908533-0.000995519j -0.00222036-0.0044434j 0.00726028+0.000257849j -0.00292113+0.00193975j 0.00754786-0.00643696j -0.00481384-0.00301373j 0.00162463-0.00359664j -0.00416596+0.00134793j 5.184e-05-0.00381682j -0.00108658-0.0095042j 0.00352765-0.0124128j 0.00804693+0.000588381j 0.00270273-0.00091071j -0.00299677-0.0010941j 
-0.00024827+0.000472446j 0.000682845-0.0010132j -0.00270569+0.00451395j -0.00109022+7.46568e-05j 0.000404933+0.0080574j 0.00156988-0.00360799j 0.000671155+0.00718063j -0.00148764+0.0141534j 0.00527087-0.00303227j -0.00260363+0.0153529j -0.000778374+0.00449627j 0.00127287+0.0139369j 0.000715743+0.00323249j 0.000177596-0.00148701j 0.00322316-0.0151373j 0.00455147+0.0214225j -0.00308063-0.0044296j 0.0039718-0.021671j 0.00114084+0.00505078j 0.00145544-0.00687972j -0.00208882-0.0150696j 0.00597313+0.0084258j 0.00515465+0.00181064j 0.00321065-0.00581769j -9.69128e-07-0.00439662j -0.00143211+0.00140858j 0.000584148-0.00903686j -0.000623798-0.00378041j -0.00108669-0.00799763j 0.000506695+0.00677113j 0.00568019+0.0199569j -0.00205393-0.0107299j -0.000489868-0.0218152j 0.00573594+0.00609545j -0.000360794+0.00634497j -0.00180939+0.00785234j -0.00687926+0.00896253j -0.00141219+0.02044j 0.00293735+0.00419884j -0.00514029+0.00459175j -0.000699069+0.00672868j 0.00676543-0.00290912j 0.00194547-0.0101834j 0.00415643-0.00114853j 0.00362348+0.00500975j 0.00422754+0.00192063j -0.00363732+0.0168569j -0.00730094+0.00439512j 0.000763321+0.016412j 0.00408559+0.00370588j 0.0017129-0.00326892j -0.00369617+0.00150736j 
0.000671121-0.000408959j -0.000598745-0.00214152j 0.00343949-0.00371925j -0.0016312+0.00582638j 0.00307953+0.00741339j -0.0026897+0.00310327j 0.00452599-0.00730031j 0.00533489-0.00380428j 0.00310776+0.00300872j 0.00680416+0.00550444j 0.00115334-0.0025962j 0.00162904+0.012069j 0.000695355-0.0194806j 0.000609894-0.000706893j -0.00092662-0.0053142j -0.000365548-0.00243912j 0.00167042-0.002803j -0.00161206-0.0125872j 0.00345454+0.00955962j 0.00290496+0.00336767j 0.0015093-0.0137609j 0.00351757-0.000676728j 0.00305517+0.00143418j -0.00193512+0.00649011j -0.000162515-0.0140712j 4.68872e-05-0.00244654j -0.00630587-0.00162385j -0.00265324-0.00425088j -0.00171641-0.00692939j -0.00629831+0.00212949j -0.00254099+0.0069927j 0.00319843+0.00278286j -0.00518639+0.00629484j 0.000135663+0.0253405j 0.00137893+0.00525301j 0.0023777-0.00158443j 0.00784913+0.00373416j -0.00245983+0.00844082j 0.00285518-0.00106684j 0.00479975+0.00220866j -0.000294216+0.000687313j -0.00172222+0.00410644j -0.00116755+0.00141578j -0.00278394-0.000906376j 0.00147447+0.00481496j -0.00023245+0.00378827j 0.00095549+0.00268108j 0.000192061+0.00701976j 0.00330071+0.00553683j -0.0025385+0.000406558j -0.00215411-0.00351192j 0.00102433+0.000473369j 
-0.00251077-0.00157471j 0.002992+0.00108578j -0.0093562-0.00630668j 0.000233244-0.000143485j 0.00239864+0.0191939j 0.0131131-0.0100198j 0.00156505+0.00331805j 0.00490747-0.00477909j -0.00513676+0.00307206j 0.00747901-0.00762291j -0.00331514+0.0105298j 0.00520871-0.0139141j -0.0013523+0.00885189j 0.004628-0.00143295j -0.00241362+0.0102574j 0.0049574-0.00125529j -0.00397724+0.0124027j -0.00392176-0.00134836j 0.000574467-0.00265149j 0.000781517+0.00162213j -0.00656091-0.000480561j 0.00409694-0.00417189j 0.00365082-0.00590214j -0.00472124-0.00397862j -0.00155963-0.00106542j -0.00141252+0.0104041j -0.00295559-0.0101186j 0.00629444-0.00414076j 9.24519e-05-0.0126095j 0.00502714+0.00160353j -0.00823497+0.00524588j -0.00549582-0.00252042j -0.000766945+0.0071601j -0.00269723+0.0316241j 0.00808347+0.0109597j -0.0122049+0.00719258j -0.0192942+0.00701207j 0.00706577+0.0283153j -0.0126587-0.00298881j -0.00500489+0.00752096j -0.0147936-0.00310958j -0.000794802+0.00104937j -0.0051912-0.00876974j 0.00600926+0.0106189j 0.00469743+0.0125247j 0.00467167-0.00200023j -0.00384218+0.0150518j -0.00199154-0.000852448j 0.00137199+0.0100312j 0.0034586+0.0168832j 0.00120334-0.000621826j -0.00570323-0.00404451j 
-0.00124199-0.00168404j -0.00154192-0.00231542j -0.00599644+0.00173715j -0.00385886+0.00553651j 0.00532296+0.0101996j 0.00540926-0.0039556j 0.00326802+0.000359486j -0.00369246-0.00731198j -0.00060041+0.0127469j -0.00590477+0.00788212j -9.85332e-05+0.00512028j -0.00349496+0.00225936j 0.0049176+0.00152333j 0.00218814+0.00192622j 0.00699173-0.0063854j 0.000212238+0.00649299j 0.00565622-5.36448e-05j 0.00216331-0.00397094j 0.000708834-0.00467606j 0.00190058+0.00669265j 0.00721171+0.00203441j 0.003745-0.00314371j 0.00451468+0.00369465j -0.00393322+0.00508233j 0.00372298-0.00741872j 0.00257329+0.00565166j 3.28079e-05-0.00518838j -0.00267971+0.000158315j 0.00441309-0.00452314j -0.00086292+0.00806871j 0.0113775+0.0106599j 0.00689243+0.00110933j -0.0139297+0.00615865j -0.00276538+0.04026j -0.00631694+0.00823416j 0.0076404+0.00071082j 0.0203539+0.00144857j -0.0128923+0.00888586j 0.0164985+0.00479114j 0.00125582+0.00126247j 0.0177468+0.00652681j 0.00452497+0.00018548j 0.00571892+0.00248075j -0.00410965+0.00323277j 0.00510602-0.000699762j -0.000817537+0.00047301j 0.00104846+0.00918923j -0.0048933-0.000840366j 0.00274459+0.00648084j 0.00504392+0.00813873j 0.00281986-0.00150804j -0.0042767-0.000362123j 
0.000304496+0.00134154j 0.00268135+0.000784284j -5.04299e-05-0.00686747j -0.00475954+0.00674562j -0.00614231+0.00528248j 0.0155529-0.00105119j -0.00468458-0.0137775j 0.00229442-0.0112566j -0.00278157+0.00518075j 0.00129708+0.0162013j -0.0101438-0.00360096j 0.00855879+0.010189j -0.00161159-0.0207786j 0.000716242-0.0118444j -0.000512641-0.0109906j -0.00113774+0.0149334j -0.00767329-0.00657251j 0.00661955-0.00555519j -0.00120723-0.00298299j -0.00506244-0.00210701j -0.00369173-0.00227279j 0.00303739-0.0145773j 0.00340275+0.00174545j 0.00315624-0.00134309j -0.00944256-0.00257208j -0.00423905+0.00719744j -0.000154989+0.0012436j 0.00127124-0.00106113j 0.00742679-0.0063908j 0.00631311-0.00331321j -0.00775324-0.00550372j 0.00202882+0.00693822j -0.00210362+0.00785966j -0.00350257-0.0194628j 0.000867444-0.0143279j -0.0111319-0.00446323j -0.014936-0.00214174j -0.00726218-0.0255701j -0.00896492+0.000144325j -0.0027003-0.0014485j -0.0131052-0.000224664j -0.00174935+0.00320355j 0.000190172+0.00923244j 0.00785429-0.00379518j 0.00459151-0.00431237j -0.00337631+0.000688462j -0.00705526-0.00233891j -0.00464975-0.0119798j -0.00225803-0.0169625j 0.00972427+0.00385288j -0.000196691-0.00309951j -0.00590928-0.0034692j 
-8.28784e-05-0.00120015j -0.000105939-0.000206282j 0.00010704-0.00344717j 0.00509063-0.00147451j 0.00139498-0.00692136j -0.00561172-0.00515056j -0.00246107+0.000217652j -0.00444952-0.0144683j 0.00424093+0.00687401j -1.79872e-05+0.00528023j 0.00110635-0.00651307j 0.00585443-0.00646219j 0.00220233+0.0321594j 0.000365283+0.00769001j -0.00162489-0.0222075j -0.00308514+0.00060177j -0.000593314-0.011409j -0.00276222-0.00140707j -0.00163373-0.0141318j -0.00177531+0.00705276j 0.000676504+0.0129616j -0.00515191-0.0012821j -0.00248775-0.00387452j 9.33103e-05+0.00511856j -0.00893891-0.0121583j 0.00220555+0.00859782j -0.00105772+0.00297291j -0.00337137-0.0101216j -0.0087791+0.000356298j 0.00156377-0.00700033j -0.00379245-0.00809242j 0.00102485+0.00855944j -0.00215845+0.00575953j 0.0060092+0.00526838j 0.00302854-0.000327772j -0.00529309-0.00042266j -0.00392464-0.00150023j -0.00467491+0.00133188j -0.00815373+0.000868486j 0.0065112-0.00444293j -0.00508673-0.00128644j 0.0050943-0.00561838j -0.00261075-0.000541027j -0.000692781+0.00269994j -0.000524884+0.00372393j 6.27337e-05+0.000250057j -0.00119069+0.00366002j 0.000667093+0.0140811j 0.00259153+0.00531142j -0.000897892+0.00209182j -0.000740902+4.07902e-05j 0.00234249+0.00355685j 
-0.00178119+0.00345463j 0.00471371+0.00115632j -0.0207662-0.000699865j -0.00939261+0.0136253j -0.000419718+0.0170151j 0.0205685-0.00611288j -0.00504445-0.00686713j -0.0103328-0.00816149j 0.000217642+0.00546119j -0.00937541-0.012865j 0.00576118+0.00426455j -0.00866376-0.00614383j 0.00201019+0.00853516j -0.00166573+0.00138531j 0.00199199-0.0133899j 0.00359453-0.000943135j 0.00347928-0.00270573j -0.00150978+0.00611174j 0.00118711+0.000323392j -0.000126112-0.00660303j 0.00337117-0.00488687j -0.00214255-0.014509j -0.000666988-0.00644353j -0.000722839-0.0135487j -0.00194647+0.0108729j 0.00175784+0.0124576j 0.00483173-0.000776473j -0.00472777-0.00783459j -0.00797213+0.00149345j 0.00631303-0.00306636j 0.0121835-0.00524408j -0.0103597-0.00381849j -0.0109437-0.0140469j 0.00165046-0.055774j -0.00389749-0.00354357j 0.00710408+0.00891613j 0.0147111-0.00250614j -0.00867594+0.0141968j 0.00214104+0.0026445j 0.00862529+0.00266499j 0.0043973+0.00350097j 0.00205964+0.0047714j 0.00152635+0.00669105j -0.0113079+0.00649145j -0.000855677+0.00877243j -0.00263793-0.00557806j -0.00462506+0.00190812j 0.000604335-0.000693488j 0.00170098+0.000799427j -0.00143646+0.0111974j -0.00311752+0.00387917j -0.0013625-0.00504093j 
0.000478624+0.00155967j -0.000212935-0.00167837j 0.00641236+0.00841383j 0.0027192+0.00336354j 0.00150357-0.009207j -0.00212102-0.0102522j -0.00184457-0.0104395j 0.00137065-0.00693922j 0.0053262-0.000310595j 0.00401088+0.00953581j -0.00386438-0.00408696j 0.00123832-0.0130971j 0.00334839-0.00128441j -0.00232116-0.00492461j 0.000936061+0.00326567j -0.0046024-0.0116612j -0.00501816-0.0156965j 0.000474762+0.0026172j -0.00379869-0.0103805j -5.30087e-05-0.00871153j -0.00345733-0.00602249j -0.00504032-0.0103543j -0.00316694+0.00130569j -0.000259365+0.0146958j -0.00177898-0.00765159j 0.000631708-0.00661852j 0.00193362+0.0118345j 0.00258734+0.0106872j 0.00205394+0.018127j 0.007627+0.0283111j -0.0073291+0.0313319j 0.00250889-0.0297069j -0.00575134-0.024174j -0.00151213-0.00464494j 0.00100897+0.000352229j -0.00154519+0.000122007j -0.000450554-0.00646782j 0.000816016-0.00981404j -0.00473597-0.0017503j -0.000881307-0.00350162j -0.00569874+0.00176142j -0.00241477-0.0019482j -0.000961197+0.000363554j 0.00133737-0.00121031j -0.00138293-0.00253712j -0.00147209-0.00170477j -0.0012422-0.00305772j 0.00363957-0.00627766j 0.000130895-0.0065574j -0.000123685+0.00281204j 0.00107346+0.00280858j 0.00116492-0.00155524j 
-0.000909848+0.00273612j 0.00110357-0.0015259j -0.00322822-0.00191154j 0.0025032+0.00660563j -0.00754181-0.0245548j 0.00559796-0.00977355j -0.0108109-0.00737266j 0.000690647-0.00482968j -0.00766673-0.0108419j -0.0109184-0.00871345j -0.00190929-0.0185424j 0.00413751+0.00688098j 0.000492481-0.00977421j -0.00970227-0.017064j -0.00550879-0.00794611j -0.00513715+0.00192519j 0.000405547-0.00213791j 0.000296346-0.0101833j -0.00285899+0.00308606j 0.00111208+0.00213124j -0.000223386+0.000819003j -0.00524336-0.000743524j -0.00229664+0.00445991j 0.00501406-0.000515754j 0.0027901+0.0157978j 0.00209081+0.00633841j 0.00138722+0.00665282j 0.00731569+0.0252924j 0.00224126+0.00308658j 0.00307867-0.00929624j 0.00487684+0.00106672j -0.00367799+0.00677835j 0.0120967+0.0181925j 0.0124758+0.0362134j 0.00155484+0.00285985j 0.00310965+0.00251357j 0.00270948+0.00361731j 0.000890732+0.00182843j -0.00379131+0.00188779j 0.00229413+0.00172875j -0.00326618+0.00335066j -0.00605675-8.52152e-05j 0.000846327-0.00268165j 0.000207905-0.00067693j -0.00742534-0.0130162j -0.00726601+0.000865751j -0.00084331-0.00344055j 0.00117184-0.0202009j -0.00160907-0.00801535j 0.00175187-0.00300695j 0.00110671+0.00324315j 0.000536651-0.00515242j 
0.00117573+0.00231039j 0.000207825+0.00407697j 0.00287842+0.00900382j -0.00776196+0.00438289j -0.00166581+0.00869712j 0.00510498-0.00502012j 0.00434645-0.00424036j 0.00347398+0.0135644j -0.00342201-0.00707528j -0.0107407-0.00452377j -0.00844877+0.00267174j 0.00388767+0.00370192j -0.00262682+0.0135226j -0.00463683-0.0105492j 0.00442104-0.00107342j 0.00261467-0.00480839j 0.00396327+0.00579139j 0.0014741+0.00369887j -0.0052176-0.0167718j -0.0096951-0.00764914j 0.00504546+0.00278811j -0.00564896-0.0145751j 0.002531-0.00280886j 0.00591864+0.012442j -0.0124538-0.0128954j -0.00280265+0.00874637j 0.00784539-0.00200434j -0.00530316+9.26785e-05j -0.0099812+0.00375949j 0.0144681+0.00694931j -0.00141627-0.00790602j -0.00251918+0.0182111j -0.00323111+0.0350174j 0.0111381+0.0534625j -0.0045269-0.00067295j -0.00612408-0.00849062j -0.00185543-9.28766e-05j -0.0159179-0.0155734j -0.00182462+0.00192877j -9.49747e-06-0.0123879j -0.00159503+0.00183649j 0.00546088-0.0125835j -0.000184236-0.00191458j -0.00337854+0.00104448j 0.00155323-0.00359125j 0.00158359-0.00840163j -0.00389719+0.00226303j -0.00333102+0.0115183j -0.000913629-0.00181833j -0.000252229+0.00570314j -0.00168976+0.00320136j -0.000260965+0.00239233j 
-0.00390013-0.00778814j -0.00477141-0.00190686j -0.00502471-0.011989j 0.00908558+0.00654028j -0.00264711+0.00265757j -0.0128956-0.00605475j -0.00492196+0.00454394j -0.00732132-0.00623733j 0.00522914+0.000914676j -0.00237553+0.000971905j 0.0081963-0.00137032j -0.00414572-0.00626538j -0.00518254+0.0224445j -0.00499824+0.00656951j -0.00422689-0.0036678j 0.00155706-0.00254183j -4.17727e-06-0.00640126j -0.00815313-0.0105607j 0.00484891+0.00468439j 0.00194245+0.0157543j -0.00231089-0.00355827j -0.00227211+0.0144881j 0.00180428+0.00856095j -0.00392259+0.000268997j 0.0168698+0.00361118j -0.000909836-0.00444204j 0.00257582+0.00355781j 0.0119744+0.0102953j 0.00266231+0.00106954j -0.00505113-0.00337323j 0.00109488+0.0144576j -0.0108867-0.012179j -0.000346121-0.0155548j -0.0151994+0.0256035j 0.00313969+0.0129382j 0.00747501+0.00450789j 0.00192286+0.00200674j 0.0123526+0.0219153j -0.00354194-0.00184267j 0.00442973+0.00374184j 4.39451e-06-0.00190695j 0.00158504-0.00122659j -0.00220507-0.00969542j -0.00299007+0.00111748j -0.010098+0.000965532j -0.000864811+0.00632231j -0.0042352+0.000148921j 0.00328061-0.00274383j -0.00434548+0.0161494j -0.0169281-0.00531695j 0.00073203+0.003767j 0.00619367-0.00230092j 
