-0.0120714-0.0073143j 0.0087904-0.0123673j -0.00204876+0.00884461j -0.0130987+0.00967712j -0.000401836-0.000875527j 0.00948883+0.0080439j -0.000893461-0.00351024j 0.00666076-0.00621963j -0.00126143+0.00820748j -0.00908057-0.010821j 0.00676388-0.0106805j 0.0275253-0.00849345j 0.00347435-0.00938641j 0.0112158-0.000660693j 0.00744349+0.0189638j -0.0132839+0.015365j -0.00482208-0.00106884j 0.000640722-0.00651907j 0.00890539+0.0113593j -0.00369838+0.00586117j 0.000937134-1.7174e-05j -0.00877721+0.00435207j -0.00174791+0.000310446j 5.75417e-05+0.00502486j -0.00814842-0.00305817j 0.000569795+0.00909774j -0.000170842-0.00295653j 0.00555455-0.00448592j -5.3166e-05+7.94019e-05j 0.00590874-0.00225473j 0.0127035-0.00909099j 0.000733616-0.00430722j 0.00805707+0.00433157j -0.00505981-0.00057653j -0.000480477+0.00546273j -0.00551547+0.00129902j 0.0108565+0.00820908j 0.00451437+0.00213356j 0.00683708+0.00879462j -0.00830125-0.00183694j 0.0206972-0.000259187j -0.00568045-0.0454958j 0.0437191+0.0047872j 0.0184221-0.0230033j -0.0123482-0.00590363j -0.0101429-0.0309807j -0.0083755+0.00544142j 0.00330468+0.00806207j 0.00359047+0.000657061j 0.0013734-0.000733725j 0.00124669-0.00127268j -0.00116857+0.000486041j -0.00147444+0.00340207j 0.00111725-0.00517017j -0.00751687+0.00174335j -0.015168+0.00727849j 0.00922943+0.00500495j 0.00974206-0.00397955j -0.00141689-0.00710994j 0.000120726-0.0143291j 0.00682495+0.011513j -0.000226133-0.0203437j -0.00269657-0.0138812j 0.000826311+0.0129396j -0.00293876+0.00649288j 0.00297013-0.0186996j -0.0224789-0.0154922j 0.00292412-0.0547248j -0.0520433+0.00189476j 
-0.00319374-0.000853386j 0.000913717+0.00289861j 0.00153803+0.00170241j -0.00060678+0.00597426j -0.00504486-0.00136738j 0.00192792+0.00772779j 0.00717856+0.00751718j 0.00366352+0.000238259j 0.00437725+0.0067208j -0.0157058-0.012247j 0.0180229+0.0271534j -0.0109434-0.0354486j -0.00817564-0.00394192j 0.000973807-0.0013436j 0.0024098-0.00789136j -0.00635959-0.0128231j -0.00131738+0.00439704j 0.0102489+0.0134263j -0.000710795+0.0170268j -0.00431389-0.000540469j 0.00201962-0.000800202j -0.00186762-0.00293609j 0.00035247-0.00166172j -0.00379141-0.00782819j -0.00820863-0.00281584j -0.00703335-0.014945j -0.0161474+0.0056385j 0.00289267-0.00319706j 0.00257051+0.00248584j 0.0018655+0.00767824j 0.009502+0.0117364j -0.00483973+0.00291965j 0.000421656+0.00270223j 0.00181567+0.00942051j 0.00353126+0.00914229j -0.0117034+0.00290679j 0.003748-0.00840092j 0.00787661+0.0039571j -0.00218923-0.00243658j 0.00599818-0.00400226j -0.000184392+0.00394461j 0.00806468-0.00315296j -0.00351558-0.00491401j -0.00633485-0.000168424j 0.00144037+0.00195228j 0.00167303+0.00297727j -0.00377041-0.00452126j 0.00290301-0.00314928j 0.00668385-0.00352633j -0.00711707+0.00296131j -0.00760514+0.00272246j -0.0146598+0.00943195j -0.0357152+0.0152066j 0.00989704+0.00228373j -0.00642473+0.00863026j 0.00182632+0.000450225j 0.00452976-0.00120364j 0.00977149+0.002117j 0.00843248-0.00613472j -0.00770222+0.00519316j -0.000438235-0.00271375j -0.00967227-0.00273112j 0.00500118-0.00679836j 0.00721122-0.00144358j 0.00670157-0.00395716j 0.000972789+0.0012144j 0.00365629-0.00563133j -0.000420221+0.00301041j -0.00303124+0.00219075j 
-0.00202528-0.00905556j -0.0237906-2.21204e-05j -0.0045158+0.00406911j -0.0140136+0.0136779j -0.00106463+0.0128687j -0.0117135+0.0134388j -0.010867-0.0143178j 0.00758152-0.0058941j 0.00231982-0.00580351j -0.00452306+0.0179898j -0.0116808-0.00873572j -0.0080508-0.00204129j 0.0205662+0.00165353j 0.0025661-0.0142061j -0.00988672-0.0130202j 0.00740639-0.00105534j -0.00928413+0.00315836j 0.000744702+0.000926205j 0.00198897+0.0132153j -0.00139075-0.000257586j -0.0132904+0.011321j -0.0262782+0.00858471j -0.00178239-0.00508036j 0.00728-0.0110483j -0.010599-0.00183519j 0.0110838-0.00962817j 0.00831762+0.00125492j 0.00166855-0.00434064j -0.0027145-0.00413069j 0.0129574+0.00293635j 0.0185793+0.00829674j 0.00127662-0.016821j 0.00279803+0.00586522j 0.0047147+0.0221822j 0.0179103-0.00916534j -0.0176657+0.00140307j 0.0214336-0.0329385j -0.00847655-0.00704885j -0.0122117-0.0106018j 0.00855422+0.00841522j 0.00890477+0.0161625j 0.00341077+0.00132675j 0.00234658+0.00832391j -0.00581868+0.00509367j 0.00908754-0.000488506j -0.00220814-0.00808796j -0.00873177-0.00389192j -0.003672+0.0020605j 0.00776484+0.000552693j -0.00714517-0.00162327j 0.00288773-0.00512793j -8.26111e-05-0.00290618j 0.0010985+0.000127493j -0.00801743+0.00944791j -0.0225289+0.0170246j -0.0094454+0.000783238j -0.00862279+0.000482204j -0.00289029-0.00383915j -0.00493145-0.00244473j -0.00763318+0.0045065j 0.0127457-0.0103912j 0.009002-0.00217562j 0.00854203-0.00392192j -0.00228457-0.000238652j -0.00877301+0.00158239j -0.00331179-0.000298335j 0.00778633-0.00918981j -0.00413656+0.00667221j -0.0077527+0.00232913j 
-0.0022409-0.00577222j -0.00593544+0.00081401j -0.0111659-0.00388796j -0.000456306+0.0224374j 0.00471615-0.000700865j -0.00782807+0.0262757j 0.00717255-0.00956692j -0.00278544+0.0204309j -0.00219181-0.0045102j 0.00518762+0.000135669j -0.00341222-0.0138885j 0.00197864-0.00807251j -0.00646853+0.0110917j -0.00853101+0.0136946j 9.54436e-06-0.00181301j -0.00167912-0.00136891j -0.00437165+0.0141812j 0.00684976+0.0148369j -0.0207344-0.0080092j -0.00773741-0.00028992j 5.70767e-05+0.00835183j -0.0185001+0.0111608j -0.0118825+0.000177305j -0.0104442-0.00062191j 0.00547483+0.00407347j -0.00241916-0.00596129j -0.00939156+0.00856863j -0.00272418-0.00137721j 0.000315023-0.0070209j -0.004494+0.0115366j -0.00668568+0.0277504j -0.004063-0.0339872j -0.0121092+0.0150501j 0.0126016-0.00828124j 0.00573368-0.0104686j -0.00651402+0.00928285j -0.000418628-0.00181743j -0.0145056+0.0148705j 0.00936349-0.000422031j -0.0083288+0.0108985j 0.0103359-0.00208797j -0.000405365-0.00477726j 0.00227421-0.00880311j -0.0140812+0.0119846j -0.0112774-0.0133049j 0.00400394+0.0052668j 0.0130194+0.00411262j 0.00152632-0.00237021j 0.000946868-0.00134651j -0.00165567+0.000673658j 0.0148474+0.0102677j 0.0144876+0.00756054j -0.00463818+0.00329743j 0.00862286+0.00872992j -0.00202251-0.00908583j -0.00259814-0.000155135j -0.0166399-0.00922883j 0.00325272+0.00149896j -0.00196479-0.0071004j -0.00442199-0.00338975j 0.00219546-0.0014662j -0.00378629-0.00177164j 0.000242656-0.00420465j 0.00215676-0.00106209j -0.0184229-0.0105678j -0.0199491-0.00630306j -0.00377759-0.00178455j 0.000836126+0.0012638j -0.00140099-0.000345476j 
0.0131264-9.14072e-05j 0.00831677-0.00740846j 0.00302137+0.0136876j 0.00242553-0.0124536j -0.00937793+0.000674962j -0.00690475+0.00595436j 0.00346036+0.0098687j -0.00809148+0.0108752j 0.00540142+0.00319573j 0.000688201-0.00850196j -0.00363673-0.0185743j -0.000975351-0.00135523j -0.0238466+0.0135531j 0.00582546+0.00797253j 0.00639202+0.011263j 0.00945704+0.00116235j -0.00702914-0.00359523j -0.0111609+0.0213999j 0.00669512+0.00337061j 0.00955061+0.00931505j -0.0205865+0.0242461j 0.0174917-0.0130274j -0.012224+0.00546486j -0.000278028+0.0166947j 0.00368905+0.0199501j 0.00366945+0.00821243j 0.012151-0.00455356j 0.00638847-0.00350651j 0.00055238-0.00647658j -0.0081606+0.00661218j -0.0158187+0.0217383j 0.00820094-0.0193844j 0.0270893-0.0342163j -0.0204912-0.0237071j -0.015289-0.00105815j 0.000314946+0.018618j 0.0122857+0.0172662j 0.0185434+0.00805537j 0.00373649+0.019179j -0.0106269-0.0161029j 0.000511074-0.00384801j -0.00397751-0.00362373j -0.00253352-0.000128794j -0.00328609+0.0145905j -0.0159058-0.00518922j 0.00516502-0.000395271j 0.00860493+0.00508839j -0.0065209+0.000431204j -0.000805544-0.00988718j -0.019179-0.00514458j 0.00591781-0.00109985j 0.0035993-0.000309285j -0.00720691-0.00140776j 0.00833938+0.0012243j -0.00449087-0.00299648j -0.00754875-0.00188385j -0.0100983+0.00244797j 0.0107177+0.00407697j -0.0104912-0.000130529j -0.00866956-0.00506208j -0.00733352+0.000414279j -0.0030812+0.00300238j -0.003786-0.0025444j 0.00193922-0.00140393j 0.00935252+0.000617929j 0.00394484+0.000807584j 2.92438e-05-0.000809975j -0.00175172-0.00539782j 0.00578232-0.00131355j 
0.00792559-0.00506735j -0.0222205-0.00867139j 0.0207666-0.00620898j 0.000187949+0.00148515j -0.00250617+0.00321919j -0.0179949-0.00490686j 0.00308594+0.000868717j 0.0101047-0.00943234j 0.00576073+0.00967801j -0.00442406-0.0115054j -0.0144837-0.000220505j -0.0189544-0.008547j 0.017825+0.00290207j 0.00644884-0.00287186j -0.00513468+0.00809308j 0.00946542+0.00805816j -0.014217-0.00162322j 0.0074409-0.0188689j 0.00670613-0.00931479j -0.0124262-0.000191562j -0.0109883-0.0238692j -0.035882-0.00820719j -0.0101137-0.0141493j -0.00143205-0.00434878j 0.00227066+0.0245708j 0.0124222-0.023476j 0.000400174-0.0189929j 0.00197454-0.00827085j -0.00253475+0.00616974j -0.00962829-0.00021137j 0.00143042-0.0285119j -0.00783834-0.000745159j 0.00431758+0.0232158j -0.0161637-0.0154728j 0.00651454-0.00111155j 0.0398027+0.0227784j 0.0195483+0.0184349j -0.0167771-0.0121678j 0.0269862+0.0310326j -0.0211652-0.0231615j -0.0147629-0.0138537j -0.0106104-0.0121258j 0.00176867+0.0178621j 0.00163878+0.00289122j -0.00714974+0.00532849j -0.0243167-0.0054533j 0.000598773+0.0213535j 0.00470229+0.00340453j -0.00645755-0.0115726j -0.000622332+0.000835747j -0.00590484-0.00347829j -0.00629807-9.20577e-05j -0.00494869-0.00155582j -0.00139135-0.0104993j -0.00108336-0.00591403j -0.00114096+0.00375118j 0.00508429+0.000280743j 0.00235+0.00114044j 0.0119317+0.00715647j 0.00365799-0.00277518j -0.0144008+0.00530154j 0.00622955+0.00427673j -0.00177405-0.00910237j -0.00263317+0.000284931j -0.000428767+0.00156399j 0.00193308+0.0017427j 0.00652853+0.00336358j -0.00109299-0.00947925j 0.00990161-0.00222356j 
-0.00149148-0.00291776j -0.00442873+0.000259807j -0.00354587-0.0108521j -0.00606366+0.0149141j -0.0133685+0.0462126j 0.0101047-0.015815j -0.00202169+0.0138824j 0.000531863-0.00176561j -0.00334329+0.0107772j 0.0104773-0.0146382j 0.00104799-0.0125017j -0.0065211+0.00471398j 0.00293164+0.00145225j 0.00353554-0.00728275j -0.000195869-0.00454545j -0.00595826+0.00376747j -0.00157557-0.00561902j 0.00898315+0.01067j -0.00488664-0.00268434j 0.00639348-0.00235092j -0.00842541-0.000844047j -0.0176184+0.0114453j -0.0128435-0.00542399j -0.00425303-0.00584942j 0.00289298+0.00411108j -0.00273425-0.00920765j 0.0223998+0.0133681j -0.00592014-3.43328e-05j -0.000820829-0.00338826j 0.00112597+0.0112191j -0.00455056+0.0186157j 0.00218061-0.0111421j -0.0124718+0.00970019j 0.00472144+0.00475161j 0.000334382-0.00167442j -0.00473212+0.00564477j -0.00311263-0.0106051j -0.000946662+0.00973885j 0.000300088-0.0064115j -0.00898017+0.00816781j 0.00419512+0.0025264j 0.0011733-0.00561974j 0.00585431-0.00424107j -0.00635917+0.00717692j 0.0247306+0.000169995j 0.000176024+0.00154172j 0.00631552-0.00188954j 0.0046588-0.000364358j 0.00189836+0.00249998j 0.00663088+0.00338263j -0.00516452-0.000876189j -0.0100227-0.00165618j -0.0229444-0.00619951j 0.0103459+0.00740568j 0.00173217-0.000133556j 0.00356726+0.00323312j 0.00866695+0.00022874j 0.0106654+0.00606786j -0.00405852-0.00242667j -0.00701356-0.000881104j 0.00094161-0.00165406j -0.00372193-0.00285757j -0.000457343-0.005218j 0.00267963-0.00203733j 0.000288059-0.00214078j -0.00581725-0.00348249j -0.00189934-0.00229096j -0.000286966+0.0020642j -0.00170943-0.000944959j 
-0.00925382-0.0174308j -0.0207128-0.00364228j 0.0163657-0.022585j 0.00231858-0.00924489j 0.00766685-0.0137695j 0.00448983-0.00554953j -0.0123863-0.00543223j 0.00367099+0.00833983j -0.000745208+0.00452965j 0.0124832-0.0163456j 0.00145611-0.00444472j -0.00433734+0.0045731j 0.0215073+0.0147151j -0.00375893-0.00144881j -0.0116233+0.012447j -0.00134493-0.0192496j -0.00759396+0.00235021j 0.00520027-0.00647768j -0.00512358-0.000913213j 0.00645034+0.0155381j 0.0102251+0.000308987j -0.026036+0.0200742j -0.00449615-0.0121739j -0.00802444+0.0043834j -0.0253137+0.0113116j 0.0155798-0.00839712j 0.0142565-0.0114339j 0.00448077+0.00180463j -0.00520162+0.00250459j -0.00441957+0.00186537j 0.0181575-0.00638436j -0.0140343+0.0136254j -0.0044078-0.024586j 0.00691704+0.00024531j -0.00850438+0.00791791j -0.00823363-0.0179261j -0.00629695-0.000799896j -0.00329643-0.00296334j -0.00278319-0.0199578j 0.0162986+0.0115678j 0.00801574-0.00161534j 0.00496161+0.00984056j -0.000814241+0.000151514j -0.00161475-0.00296595j -0.0251331+0.00269387j 0.00305228+0.00725427j 0.00944341-0.00223218j -0.00680597+0.00317799j -0.00229308+0.0165662j -0.0143189-0.00456299j 0.000719695-0.00363079j -0.00068243-0.00437055j 0.00658871+0.00190011j 0.00827465-0.00371894j 0.000292463-0.00871274j -6.9487e-06-0.00603385j -0.00107497+0.0036888j -0.00480669+0.00954021j -0.00389275+0.001362j -0.00112457+0.0042225j 0.00355713+0.00728j -0.00828381+0.00755985j -0.000774391+0.00759891j -8.84721e-05+0.00126887j -0.00429291+0.00192267j -0.00341355+0.00173181j -0.00139986+0.00031671j -0.00456549-0.00104271j -0.00087645-0.00656887j 
-0.00265827+0.00242864j -0.00512344+0.00362911j -0.00680093+0.00178166j 0.00898441+0.00262171j -0.00350008-0.00405457j 0.00839858+0.0113989j 0.00323963-0.00323513j 0.0164476+0.0106667j -0.00235859-0.00148269j -0.0126122-0.00814865j 0.00276711-0.00412733j 0.00424384+0.00239853j -0.00918457+0.00354369j 0.0158265+0.00732469j 0.00761282-0.000202361j -0.00186034+0.00214423j 0.00221888-0.00665674j -0.0081105+0.00742743j -0.00505617-0.00210544j 0.011063+0.00213294j 0.0141683+0.00724172j 0.00516425+0.029765j 0.00495562-0.0171899j 0.0151699+0.0011027j 0.00923585-0.00475791j 0.0239025+0.0113275j 0.00277496-0.0084234j 0.00127089+0.00399727j -0.00788704-0.00756716j -0.00494047+0.00851955j -0.000737736+0.0280403j -0.0133804-0.0237891j -0.0207784+0.00648123j -0.0169669-0.0172593j -0.0182957-0.00720963j -0.00632612+0.0032159j 0.00340002+0.00790853j 0.00978566-0.00684594j -0.0019535+0.000161258j 0.00308186+0.0168872j -0.0035135-0.00905555j 0.00171108+0.0027701j -0.00790521+0.00639861j 0.00360978-0.0111212j -0.0103777+0.0129149j -0.000907311-0.00423591j 0.000314386+0.00617026j 0.00543023+0.00627777j 0.0101276+0.00961221j 0.00387697+0.00962676j 0.000287485+0.00268821j -0.00242162+0.00177087j -0.0001307+0.00143146j 0.00022623+0.0075271j -0.0175323+0.00144276j 0.00422516+0.00055755j 0.00219133-0.00461542j -0.00508619-0.00232706j 0.00566502+0.00123052j -0.00375835+0.00622994j 0.00260884+0.00319206j 0.00433711-0.00350886j 0.00639001-0.00498071j -0.00343612+0.00111038j -0.0154817-0.00723113j -0.0102238-0.00639234j 0.0108118-0.0037874j 0.000483344-0.00148027j -0.00180199+0.00067469j 
0.000661295+0.00158474j -0.00340279-0.000462283j 0.000711822-0.00104543j 0.00580307+0.00385069j -0.0243518-0.0182249j 0.0153608+0.0134407j -0.0108789-0.00551273j 0.00569935+0.00836829j -0.00458267-0.00487451j 0.0127376+0.00777149j -0.00818024-0.00880095j -0.0108014-0.0133108j 0.00865512+0.0132276j 0.00782437+0.00998119j 0.0013386-0.00237396j -0.00236039-0.0109093j 0.00984923+0.0122841j 0.0064145-0.00261272j 0.00340659-0.00219142j -0.00613753+0.00682387j -0.00634506-0.0148326j -0.00713678-0.00327521j 0.00874365+0.00268648j -0.0029422+0.0055118j 0.0058396+0.00455406j -0.0225218-0.00209858j -0.0117717+0.0154919j 0.00353289-0.01151j 0.00447588+0.0044931j 0.00268908+0.00773135j 0.00613457-0.00513989j 0.00764102+0.00678465j 0.00912901+0.00467224j -0.00438577+0.00750225j 0.00363925+0.0118868j 0.0112918+0.011874j -0.00105647+0.00541567j 0.00369188+0.00187979j 0.00187777+0.00594312j -0.0109476-0.00870333j -0.00402935+0.00337615j -0.00714549-0.00581886j 0.00144984-0.00274003j -0.00267338+0.0101274j -0.0146905+0.0184113j 0.00553531-0.00502641j 0.00484137-0.00582094j -0.00369531+0.000297911j -0.00548088-0.00554768j 0.00710583-0.00398966j 0.0172782-0.0164345j 0.0164723-0.0138765j 0.00569823-0.0129943j 8.71136e-05-0.00583709j -0.00965085+0.0067791j -0.00641222+0.00463384j -0.00928656+0.0101419j 0.000944476+0.00258477j -0.000778355+0.00422137j -0.00132274+0.000579206j -0.00481862+0.000637565j -0.000823962+0.00139549j 9.16235e-05-0.00612598j -0.0004828-0.0021106j -0.0201697+0.00697902j -0.0136166+0.00927465j 0.000435959+0.00022415j 0.00151537-0.000544805j -0.000832068+0.000148068j 
-0.00367726+0.00651873j -0.00342208-0.00551085j -0.00169268-0.01065j -0.00625913+0.00170852j 0.00967582-0.00928799j -0.000771001-0.0123823j 0.00193411+0.0116136j -0.0100367+0.0108562j 0.00588488-0.00272948j 0.00440503-0.000301394j 0.0042755-0.0182794j -0.00486909-0.0172017j 0.000529346+0.0114452j -0.00129124-0.00156707j -0.0018269-0.00253686j 0.0111869-0.0129108j -0.00283853+0.000467855j -0.00801593+0.0251758j 0.0181588-0.00720761j 0.00728733-0.00367105j -0.0150701-0.00299702j -0.00769287+0.0152914j 0.00861632+0.0168181j 0.006653+0.00708844j 0.0165455+0.00183734j -0.0209695+0.00101686j -0.000986971-0.0133479j -0.000272084+0.00390648j 0.00577799+0.00582645j 0.00632819-0.000732824j -0.00471481+0.00838894j 0.0184316+0.026431j -0.00125673-0.00234455j 0.000950469+0.0102764j 0.000225659+0.0236287j 0.00330463+0.00973935j -0.00966104+0.000904025j 0.00267587-0.0190225j -0.0149014+0.00225564j -0.0102409-0.00620165j 0.00540645+0.0191174j 0.000214658-1.06208e-05j 0.00700927+0.00180548j -0.00385257-0.0156212j -0.0105424-0.0245401j 0.00147467+0.0102135j -0.00439538+0.0098992j -0.00112341-0.00660839j 0.00485739-0.00104453j -0.00102263-0.0128124j -0.00576289+0.0140236j -0.0100765+0.0131866j -0.0107098+0.00281344j -0.0103454+0.00744473j -0.0167024+0.00866673j -0.00614543-0.00509661j 0.0116479-0.0167951j 0.00459264-0.000312932j 0.0121757+0.00728577j 0.00253609+0.00739081j -0.000650926+0.00206733j 0.00674406-0.00353379j 0.0114242-0.00124566j -0.00797963-0.00234383j -0.030192-0.0205644j -0.0168746-0.0130833j 0.00559031-0.0108231j -0.00141342+0.00383874j -0.00644129-0.00108551j 
-0.00294544-0.0191187j -0.0161547-0.00147613j 0.011855+0.0343413j 0.0135377-0.0182519j -0.00686031+0.00982215j -0.0081284+0.0193716j -0.00272457+0.0168989j -0.00245973-0.0104909j -0.00289615-0.00288932j 0.00644788+0.0159557j -0.00319322-0.00639815j -0.013881+0.00629129j 0.0118183+0.00773646j -0.00764965+0.00476084j -0.00104818+0.00707647j -0.00483668-0.0113072j -0.0110482+0.00823167j -0.00977147+0.0330828j -0.0133484-0.00864695j -0.00821271-0.00366474j 0.00133063+0.00703769j -0.0183345-0.00470386j -0.01019+0.00855664j -0.00962942+0.00295821j -0.0115325+0.0090839j 0.00184715-0.0076267j -0.00357005-0.0092501j 0.0137825+0.00111976j -0.0012591+0.00053809j -0.00744445+0.0125512j 0.00302269+0.0265741j 0.0105813-0.000873584j 0.00671836-0.0223032j 0.00487833-0.00967641j -0.00694049+0.0168908j -0.0114584+0.0022297j -0.00665073+0.016878j 0.00244485+0.00318042j 0.004589+0.000829078j -0.00678664+0.00124j -0.000191013+0.000337386j -0.000741535-0.00140883j 0.00697951-0.00714174j 0.0104333-0.000391711j 0.0227054-0.0052658j -0.0204212+0.0076465j -0.0098973-0.00143352j 0.0105249+0.00226352j -0.000503491+0.00459341j 0.026551+0.00180931j 0.00537047+0.00657077j 0.00457677+0.00537559j -0.00451212+0.000672703j -0.00391473-0.00371585j 0.000342438-0.00860563j 0.00481353-0.00784488j -0.00134041-0.00715296j -0.0147958+0.0087975j -0.000425049+0.0044918j -0.00680418+0.00618317j -0.00227965+0.00741216j -0.00340587+0.00135514j 0.00234578-0.00181963j 0.000359622-0.000275289j 0.000820909-0.0104613j -0.00226999-0.00583473j 0.00117292-0.00182956j -0.00117084-0.00293872j 0.00145319-0.00621469j 
0.00392951+0.00379723j 0.0016681-0.0012516j 0.0205362-0.00127939j -0.0211567+0.00121865j -0.00566374-0.00844275j -0.00233036+0.00640739j -0.0120423-0.0117639j 0.00312552+0.00316354j -0.00602794-0.00399967j -0.00266381+0.00944477j 0.0204544+0.0062866j 0.00454897+0.00533943j -0.0109455-0.00843j 0.0131175-0.00491973j -0.00390729+8.51854e-05j 0.00526499+0.0132675j 0.00674684-0.00740125j -0.0270374+0.0200367j 0.00844377-0.00552701j -0.00994656-0.00238814j 0.00475257-0.00719749j -0.0169602-0.00370015j 0.0213368-0.0180661j -0.000107076-0.0113855j -0.00655661-0.00324032j 0.00843257+0.00238352j -0.0073798+0.0127092j -0.00387342+0.00220761j -0.000223424-0.00328472j -0.0117502-0.0146986j -0.0252725-0.0115635j 0.00491022-0.00475042j 0.000581217+0.00731645j -0.0144389-0.0017746j -0.0102153-0.00421664j 0.0108386+0.0168881j 0.00174653-0.00472758j -0.0299687-0.0148462j -0.00356248-0.0014298j 0.00934488+0.011993j -0.0140376-0.008671j 0.0068943-0.00651106j 0.00083569+0.0110272j -0.0102087-0.00369381j 0.00978836-0.0136545j -0.0141371+0.0163304j -0.00656759+0.0244478j -0.00151552-0.00774587j 0.00469057-0.00952196j -0.00803113-0.0074913j -0.0124716+0.00741516j -0.0113881+0.00523571j 0.0083371-0.0153815j -0.0228338+0.0163754j -0.00236388+0.0104781j -0.00309344+0.00373972j -0.00508802-0.00560587j -0.00649517-0.00372803j 0.0152572-0.00636028j 0.0197677-0.0095305j 0.0107249-0.0074149j 0.0122408-0.00926252j 0.000369245+0.00320114j -0.00843895+0.00316994j -0.00960734-0.0160983j 0.00820641-0.019252j 0.00388155-0.00216707j -0.000373197-0.000667695j 0.000364529+0.00551946j 
0.00994645-0.00854814j -0.00178698-0.00848101j -0.000552724-0.0247495j -0.00858768+0.0243376j 0.00216323-0.00126681j -0.0220659-0.00637058j -0.00297816-0.014155j 0.0135555+0.00471917j 0.00577229+0.00352816j -0.0141142-0.00824935j -0.00485687-0.00751802j -0.00383561+0.00435721j 0.0206135+0.00118626j -0.00454547-0.00412997j 0.0037356-0.00320021j -0.0114905-0.00732775j -0.00173958+0.00600446j 0.00452857-0.0141174j 0.0120392-0.00692683j -0.00465467-0.00635865j 0.0178749+0.00280193j 0.000444708-0.0105387j 0.0149087-0.0161069j -0.00984834-0.014955j -0.0172152-0.00353413j 0.000647939-0.00282914j 0.00752082-0.00432979j 0.00371144-0.0116495j 0.000522855+0.00198528j -0.00560322+0.00439113j -0.00109333-0.0116168j 0.00721668-0.0184439j -0.00850347+0.01001j -0.0109803+0.0230521j -0.0130933+0.00770658j 0.00231692-0.00626321j -0.00485039+0.00498074j 0.00433133+0.00591874j -0.00552917+0.00830499j 0.00571458+0.00756427j -0.00220118+0.0015024j -0.000190752+0.0034239j -1.44846e-05-0.00736399j 0.00380094+0.0108649j 0.0147654-0.00597025j -0.00116699-0.00647352j -0.00275009-0.0148299j -0.0021362+0.0033168j -0.00507618+0.00310954j -0.00950126+0.00134593j -0.00363917-0.00202994j -0.00263537-0.000836818j -0.00572263+0.00379254j 0.00322619-0.010844j 0.0184957+0.00114587j -0.00139265+0.00309725j -0.00654981-0.00332376j -0.00549703-0.0104851j 0.000344331+0.0017462j 0.00160158-0.00330152j 0.0048594-0.00263571j -0.00156857+0.00298584j 0.00750738+0.00250562j -0.00422926+0.000317752j -0.0287794+0.00290468j -0.0173511+0.0020239j -0.0120642+0.00622151j -0.00200636+0.00121023j 0.00302692-0.000361513j 
-0.0183721+0.0101591j 0.00300215+0.0176728j 0.00985369-0.00122216j -0.0172332-0.00556801j 0.016717+0.00794718j -0.00121556-0.00739938j 0.000719751+0.0141562j 0.0018371+0.0067324j 0.00351546-0.00623417j -0.0136488+0.005095j 0.00993932-0.00607501j -0.000685082-0.00321018j 0.0174912-0.0010637j -0.0167647+0.000124302j 0.00262087-0.00270658j 0.00528523-0.00865902j 0.00341898+0.00664504j -0.0228326+0.0266529j -0.027402+0.00977865j 0.0128328+0.00130993j -0.00880501+0.00220422j -0.0107271+0.0342943j -0.00949226+0.00147323j 0.0111649+0.012955j 0.014656-0.00597868j 0.0139388+0.0297207j -0.00583266+0.0187805j 0.00869894-0.00903313j -0.000930473+0.000311851j -0.00477453-0.000776601j -3.83767e-05-0.006196j 0.0198605+0.0020925j -0.0122205-0.00885061j 0.00423078+0.0108593j 0.00126352+0.020521j -0.00396309+0.0115595j -0.00587033+0.00644487j -0.0204559-0.00621663j -0.0101962-0.000651691j 0.0103014+0.0103319j -0.0055315+0.00519988j 0.00580429-0.00808098j 0.00632702+0.00290074j 0.00175807+0.014344j -0.003061+0.0164307j 0.00494752+0.0105937j -0.000380716-0.00552385j -0.00390301-0.000102321j 0.00600899+0.000507707j -0.00786102-0.000245442j -0.00805177-0.0156102j -0.00770562-0.0105354j -0.0010628-0.00462517j -0.0167297+0.00739773j -0.00937759+0.0185978j 0.00217486+0.0105205j -0.00033976+0.0149342j 0.00162449-0.00353265j 0.00851327-0.00192249j 0.005947-0.0028786j 0.0116058-0.0102613j 0.00880687-0.00128424j -0.00250768-0.00101436j -0.00254671+0.00105264j -0.0100879+0.0170519j -0.00408059+0.00979434j 0.00601906-0.00226139j -0.0020593+0.00573475j -0.00850283+0.00404819j 
