-0.0120714-0.0073143j 0.0087904-0.0123673j -0.00204876+0.00884461j -0.0130987+0.00967712j -0.000401836-0.000875527j 0.00948883+0.0080439j -0.000893461-0.00351024j 0.00666076-0.00621963j -0.00126143+0.00820748j -0.00908057-0.010821j 0.00676388-0.0106805j 0.0275253-0.00849345j 0.00347435-0.00938641j 0.0112158-0.000660693j 0.00744349+0.0189638j -0.0132839+0.015365j -0.00482208-0.00106884j 0.000640722-0.00651907j 0.00890539+0.0113593j -0.00369838+0.00586117j 0.000937134-1.7174e-05j -0.00877721+0.00435207j -0.00174791+0.000310446j 5.75417e-05+0.00502486j -0.00814842-0.00305817j 0.000569795+0.00909774j -0.000170842-0.00295653j 0.00555455-0.00448592j -5.3166e-05+7.94019e-05j 0.00590874-0.00225473j 0.0127035-0.00909099j 0.000733616-0.00430722j 0.00805707+0.00433157j -0.00505981-0.00057653j -0.000480477+0.00546273j -0.00551547+0.00129902j 0.0108565+0.00820908j 0.00451437+0.00213356j 0.00683708+0.00879462j -0.00830125-0.00183694j 0.0206972-0.000259187j -0.00568045-0.0454958j 0.0437191+0.0047872j 0.0184221-0.0230033j -0.0123482-0.00590363j -0.0101429-0.0309807j -0.0083755+0.00544142j 0.00330468+0.00806207j 0.00359047+0.000657061j 0.0013734-0.000733725j 0.00124669-0.00127268j -0.00116857+0.000486041j -0.00147444+0.00340207j 0.00111725-0.00517017j -0.00751687+0.00174335j -0.015168+0.00727849j 0.00922943+0.00500495j 0.00974206-0.00397955j -0.00141689-0.00710994j 0.000120726-0.0143291j 0.00682495+0.011513j -0.000226133-0.0203437j -0.00269657-0.0138812j 0.000826311+0.0129396j -0.00293876+0.00649288j 0.00297013-0.0186996j -0.0224789-0.0154922j 0.00292412-0.0547248j -0.0520433+0.00189476j 
0.0150002-0.00661463j -0.00910921-0.00881389j -0.00301279+0.0140556j 0.0105143-0.00521405j 0.0151577+0.0104764j -0.0128314+0.00288963j 0.00931687+0.013957j -0.00490189-0.00573786j -0.00448601+0.0066161j 0.00994543+0.00196327j 0.00220082-0.00515083j 0.00949502+0.000958256j -0.0257644+0.00781542j 0.00367188+0.000228957j -0.00795477+0.000248286j -0.00188751-0.00918067j -0.0120911-0.00713696j -0.00661135-0.0167292j 0.0178865-0.012094j -0.0022352+0.0161112j 0.0115605-0.011513j -0.00684402-0.00987858j -0.00115717-0.0131978j -0.00231438-0.00237424j -0.00907275+0.00112263j 0.0044137-8.47711e-05j 0.00372277+0.0064112j -0.00536822-0.0108944j -0.00311789+0.00166187j 0.00208072+0.0146935j -0.00483117+0.00341478j -0.0196579-0.0136501j -0.00326462-0.00900769j 0.00186341+0.00597987j -0.0114834+0.00951185j -0.0145378-0.0106223j -0.00145387+0.0154272j 0.0167537+0.00645418j 0.00288041-0.00357909j -0.00252159+0.00222623j -0.00157906+0.0142167j -0.0102388+0.0112716j 0.00448252-0.0054315j 0.00646674-0.000970567j 0.0121227-0.000859419j -0.00303343-0.013459j -0.0114419-0.000128956j 0.00272181-0.000167739j -0.00283097-0.00159867j 0.0185266-0.0150802j 0.00378971-0.0229975j 0.00186828-0.0181073j -0.00845558+0.00514695j -0.00140763-0.00123449j -0.0127867-0.00415888j 0.00617807-0.000434906j -0.0016376+0.0183606j -0.00644328+0.0158109j 0.000837035+0.00210355j -0.00934131+0.00824997j -0.00472092+0.00673001j -0.00689559+0.00406606j 0.0021159-0.000771385j 0.000938993-0.00112186j -0.0161902+0.010787j -0.014715+0.0112885j 0.00899509-0.00181187j -0.00157808-0.00532902j 6.07994e-05-0.0018347j 
-0.00121089-0.0084561j 0.00765362+0.00240993j 0.0248982-0.0261514j -0.00659522+0.0123337j -0.00944283+0.00713483j 0.000901686+0.00946078j 0.0106671-0.0193281j -0.0147759+0.000514038j -0.0027018+0.00443603j 0.0132419-0.00854464j 0.00440937+0.000140211j -0.0027143+0.0103257j -0.00137247+0.00357966j -0.0223755+0.0036147j 0.00624553-0.00444064j 0.000662335-0.0042615j 0.0049657+0.00537675j -0.00621891-0.0136023j -0.0111368+0.00549225j -0.00350877-0.000800484j 0.0040766-0.00979947j 0.00483633-0.00951504j -0.00285468-0.0128416j 0.00728313-0.0185528j -0.000686128-0.000140924j 0.0136637-0.0329346j -0.0109656-0.0109856j 0.00766868-0.0209682j 0.00110696+0.00515017j -0.00140903+0.0137932j 0.0101237-0.0117373j 0.0113963-0.0195508j -0.0064941+0.00888515j -0.00152039+0.0165941j 0.0053271+0.0011313j -0.00805897-0.0129869j 0.0105273-0.00401951j 0.013341-0.00126632j 0.00720374-0.000354962j -0.0146351+0.00167237j 0.00603737-0.00514263j -0.00568438+0.00837199j -0.00229139-0.00349683j 0.0169679-0.0126283j 0.0153371-0.000299297j -0.0140619-0.00283239j -0.00587978-0.00452385j 0.00434781+0.000560557j -0.000660811+0.0108634j -0.00697226-0.00487274j -0.00640433-0.00670997j -0.00326215-0.00744354j 0.00668531+0.00635637j 0.00611248-0.0131604j 0.0105565-0.0247038j -0.0025995-0.00979059j -0.00122631+0.00143371j -0.0167561+0.0153462j 0.00319121+0.0045186j -0.00778784+0.00772875j -0.00740082+0.00557061j -0.00477804+0.00565361j 0.000394091+0.00440906j -0.00130849-0.000975577j -0.0150827-0.0028073j -0.014375+0.00284598j 0.000780705+0.00525131j 0.00321356-0.00301768j 0.000691245-0.00558928j 
-0.00050016+0.021043j 0.00384819-0.000975535j 0.0218555-0.00273356j -0.0127699-0.0138092j -0.008477-0.00811302j -0.00628532-0.0163639j 0.00881434+0.0158546j 0.00462384-0.00298304j 0.0036704-0.00902283j -0.000946085+0.020165j -0.0122343-0.00298055j 0.00793896-0.00508603j 0.00798591-0.00850491j 0.0101825+0.00758321j 0.00264443-9.71835e-05j -0.0133334-0.015217j -0.017843+0.0047718j 0.0248609+0.0182492j 0.0136787+0.0171294j -0.00154955+0.00777509j 0.0130705+0.0276788j -0.0108867+0.00678391j 0.00714229+0.0227003j 0.00562845+0.0109834j -0.00870394-0.0149993j 0.00915376+0.035036j -0.0098803+0.0186393j -0.000693345+0.0071671j 0.00119026-0.00259552j -0.000424029-0.0112345j -0.00938535+0.0071142j 0.000789816+0.0108733j -0.032105-0.0295634j 0.000165793-0.00508271j 0.00735819+0.00251666j -0.033297-0.00302214j 0.0209528+0.00716646j 0.0172374+0.00229072j -0.00392309+0.0210517j -0.00640304-0.0130273j -0.00155111+0.0318599j 0.00782156+0.00109752j 0.000819852-0.00139484j 0.00476536-0.0183109j 0.00330527-0.00371268j 0.00719896+0.00224677j -0.0187927+0.00686919j -0.00102211+0.00830782j 0.00203413+0.00499239j 0.000118348-0.00937525j -0.00329349+0.00275058j -0.00293245+0.00868474j 0.00678876-0.00151741j -0.0157924+0.0272058j -0.0235472+0.0446041j -0.0142671+0.00854978j 0.0112662-0.0110472j 0.0122396-0.0158158j -0.0014474-0.00233771j -0.00464478-0.00276342j 0.00683912-0.00689472j 0.00942547-0.0109178j 0.0180399-0.0182695j 0.00647652+0.00203015j 0.00797264+0.00243304j -0.00113153-0.00398773j 0.00897715-0.0112249j -0.00494475+0.00994818j -0.00834867+0.00474848j 
-0.0158628+0.00941379j -0.00206045+0.0170802j 0.00034469+0.00882455j 0.00771824+0.042838j 0.00420655+0.00262913j 0.018795+0.00479589j -0.0020687-0.00651221j -0.00891759-0.0072241j 0.0110726+0.00593075j -0.0108606+0.00266066j -0.000909396+0.00173612j 0.004489-0.00404816j 0.00659744-0.0140139j -0.00811229+0.00105988j 0.0130399-0.00610728j 0.00766282+0.00633577j 0.00287458-0.00577323j -0.0126211-0.0238135j -0.0137434+0.0162344j -0.00280853+0.0224744j 5.38733e-05-0.00696524j -0.0149026+0.0277488j -0.0142734-0.0134794j -0.00745492-0.00560808j 0.00757845-0.0164409j -0.00851498+0.00963224j 0.00635717+0.00728639j 0.00302694+0.00105534j -0.00441788-0.00191675j 0.0094772-0.0108661j 0.0203127-0.00854261j -0.0237295-0.0156663j 0.01629+0.0440099j -0.00994975+0.0050734j -0.0137358-0.0331227j -0.00154632+0.0100837j 0.00166401-0.0194426j 0.0229585+0.0245748j 0.00537502+0.0283107j -0.00185503-0.0113275j -0.00620595-0.00168889j 0.010094-0.00526914j -0.00732221-0.00584553j 0.0024503-0.00562943j -0.00716533-0.0313556j -0.0209831-0.00277011j 0.00572135+0.00835329j 0.00650058-0.00672283j -0.00875733-0.00316167j 0.0150359-0.0278803j 0.0070039-0.00929719j 0.00593499-0.00497689j -0.00445321+0.00366091j 0.0100429+0.00345301j 0.00535674+0.0207694j 0.00200239+0.00548889j 0.0026107-0.00228562j -0.00581685-0.0112774j -0.00173804-0.00116951j -0.00336918+0.000709551j -0.00844556-0.00863261j 4.41257e-05-0.0140167j 0.00373604-0.0163864j 0.00278628-0.00696104j -0.00167591-0.0151368j -0.00696521-0.0068407j 0.00231696-0.00240725j 0.00505804-0.000828652j 0.00506669+0.00855078j 
0.0236377+0.0138745j 0.00452227-0.00730172j -0.00879884+0.0124746j -0.000256558-0.0271953j 0.00851782-0.00240191j -0.00819576-0.00426358j -0.00926401+0.00209368j -0.0031216+0.0118521j -0.00120412-0.00435252j 0.00496817+0.000992529j 0.00402929+0.00174538j -0.00191676-0.00512103j 0.00697549+0.0191581j -0.00562684-0.00503822j -0.00354647-0.0068939j 0.00907472+0.014292j 0.00267908-0.0123094j -0.00692136+0.0189175j -0.00115019+0.00259221j -0.00564253-0.00734035j -0.00236456+0.0028202j -0.0113537-0.0175869j 0.00245028+0.00644654j -0.0166382+0.0131103j -0.00177368-0.00871249j -0.0250064+0.0129331j 0.00585474-0.0063051j -0.0070063+0.0113959j 0.00331812-0.00172028j 0.00333649+0.00105432j -0.00667381+0.0239643j -0.00479362+0.00831596j 0.00849138-0.0142874j -0.0012228-0.0020636j -0.00654323+0.0119387j 0.00841844+0.000104534j -0.00458943+0.00439811j 0.00141919-0.00522195j 0.00736067-0.004507j 0.00327087-0.0023071j -0.00150916-0.00867724j -0.010044-0.00901817j -0.00522165+0.00779772j -0.00499294+0.00699594j 0.000810931+0.0132144j -0.00106956+0.00331408j 0.00405927-0.00678185j -0.0024849-0.00293036j -0.00431049-0.00761169j -0.00747303+0.0090629j -0.0063407-0.00361663j -0.0061752-0.00442508j 0.00495278+0.00544518j -0.00106136-0.0123118j -0.00768217-0.0120791j 0.00249816-0.00292289j -0.000480859+0.00820504j -0.000801514+0.00353237j 0.00313437+0.000686423j -0.00122222+0.000112873j 0.000126323-0.000926922j -0.00151212-0.00100846j -0.00731401-0.0008093j 0.000302982-0.000284677j 0.000109862-0.00131772j -0.00231611-0.00303375j 0.00329264+0.0109998j 0.00529356-0.00385192j -0.00182322-0.00445239j 
0.00316421+0.00683115j 0.00196141-0.0102773j -0.0197808-0.00180716j -0.00556422+0.013387j -0.0279585-0.0149371j -0.0214134+0.00501677j 0.00105944+0.00423081j -0.0214376-0.00437775j 0.00512638+0.00138129j 0.00939212+0.00284846j 0.00574965-0.000210526j 0.00431018+0.000184015j -0.0143477-0.00793927j -0.0223793-0.0028221j 0.00433383-0.0012456j -0.00642302-0.00248529j -0.0134986-0.0291997j -0.040346-0.0072634j 0.0214352-0.00672132j 0.0205274+0.00922776j 0.00294888-0.0121195j 0.00126759-0.00897076j -0.0228475-0.0259239j -0.00586677+0.00146182j -0.0094483-0.00551063j 0.00279801+0.00759465j -0.0172972-0.000235232j -0.00197031+0.00692795j 0.00764509-0.00352639j -0.010521-0.00961298j -0.0354176-0.0129366j 0.0108094+0.0011037j -0.0121603+0.00374118j 0.0181852+0.0125345j -0.00696358-0.0200662j -0.0413961-0.0363623j 0.00390902-0.0129718j 0.0136994+0.00654797j 0.0118275+0.0100815j -0.0234152-0.028893j 0.0233873-0.000182264j 0.0198325+0.0114816j 0.00334578+0.0114914j -0.00965412-0.0236691j -0.013023+0.0231915j -0.012775-0.0124977j -0.00200425-0.00160816j 0.00254469+0.0115292j -0.00141293+0.0126442j -0.0110906+0.0265068j -0.00649364+0.00699731j -0.00374398+0.00232756j 0.0111447-0.016626j -0.00156418-0.00242721j 0.0132279-0.0241077j 0.00412149-0.00309752j 0.00980964+0.003196j -0.0170691+0.0128239j -0.00215358-0.00273035j -0.00956666-0.00722331j -0.00222482+0.00533081j 0.00141641-0.000489084j 0.0132378+0.00941181j 0.0021395+0.00288166j 0.0020576+1.85094e-05j -0.000116386-0.00644874j -0.00345624+0.00108393j -0.000843724-0.00373004j 0.00365618-0.0030068j 
0.00110985-0.0209563j -0.0204836+0.0093764j -0.0173843-0.0236566j 0.000389349-0.0192635j -0.00867239-0.000587178j -0.00108524-0.00124076j 0.00498225-0.000836853j 0.00530031+0.00336247j 0.00241138+0.00422597j -0.0144657-0.0138345j 0.00224401-0.000841809j 0.00327342+0.0104742j 0.0120545+0.00424813j -0.0153053-0.010305j 0.0117634+0.0194789j -0.00860292-0.0130709j 3.13071e-05+0.0128738j 0.00774693+0.00902475j -0.0118265-0.0316056j 0.00417639+0.0114719j 0.00106379-0.00318014j 0.00813051-0.00848558j 0.00737082-0.000305477j 0.00994483-0.0213433j 0.0124745+0.0100586j -0.00235322-0.0331087j -0.0100725+0.00421998j -0.00380309+0.00175096j -0.000289573+0.00442877j 0.00455549-0.00551784j -0.00193021-0.0187023j 0.00531425+0.0217258j -0.0136668-0.0383755j 0.00278966-0.00958953j 0.00624373+0.000418812j -0.00527073-0.00351946j -0.00211667-0.000637944j -0.0105954-1.30986e-05j -0.0191332-0.0257218j 0.00450117+0.0139627j 0.00377989+0.0062896j 0.00156642+0.00957666j 0.00479898+0.00058734j 0.00243526+0.00188091j 0.000298326-0.00364216j -0.00570602+0.0218979j 0.00040102+0.0118577j -0.00523316-0.00414379j -0.00410351+0.00317475j -0.0042174-0.0156674j -0.00343336-0.0107971j -0.0032541-0.0077491j 0.0114522-0.00898405j -0.00496203+0.00659579j -0.0214896+0.000816823j -0.00754741+0.000222817j 0.00277651+0.00267908j 0.00448675+0.0111819j 0.00155588+0.00575927j 0.00206362+0.00338034j 0.00495138+0.00774878j 0.00329035+0.00452284j 0.00368785+0.0109702j 0.00162854-0.000600157j 0.0113376-0.0272737j 0.00986321-0.0208159j 0.00485972-0.00217104j -0.00401418+0.00141725j -0.00778954-0.00651676j 
0.0232821+0.0157483j 0.020929-0.0377885j 0.0108239+0.00741835j 0.00289408+0.00542717j 0.00585675+0.00345099j -0.0159593+0.0141727j 0.0107162-0.00413514j 0.00876064+0.00861841j -0.00691256+0.00432644j 0.0104069-0.00739486j -0.0033326+0.00243469j -0.0145059-0.0023961j 0.0122382+0.0180766j 0.00433644+0.0126633j -0.00455242-0.0158635j -0.000865357+0.0255848j 0.00402653-0.0279053j 0.0203835+0.0271223j 0.0163141+0.0212152j -0.000805261+0.0115879j 0.0222436-0.0158019j 0.0158634-0.0243214j 0.0166513+0.00808318j 0.0074103+0.0291757j -0.012998-0.0116766j 0.0217461+0.0294184j 0.0136845+0.00793385j 0.00895876+0.00479911j -0.00159796-0.0090789j -0.00735049+0.0029868j 0.0193581+0.0223102j 0.00867024-0.0137776j -0.0054465+0.00399161j -0.00626542+0.000791098j 0.00217192-0.00659837j 0.021626+0.00228667j -0.00269971-0.00750692j -0.00115538+0.0109404j 0.0260611-0.00231532j -0.00450516-0.0179306j 0.0013189-0.0165304j -0.0119504-0.00752785j -0.00490625+0.00468143j -0.000612263-0.0103421j 0.0033766-0.0100872j -0.00379626+0.00622575j 0.000875525-0.00683122j 0.000555949-0.00809308j -0.00651966+0.00356549j 0.00178583-0.00594611j 0.00209855-0.0104663j 0.00490754-0.0126372j 0.00147589-0.0129405j 0.0146465-0.0192109j 0.0386386-0.0415795j 0.0115513-0.0109835j -0.00982236+0.0144569j -0.0256418+0.0211684j -0.00020764+0.00797864j 0.000295726-0.000217736j -0.00894267+0.00742375j -0.0123735+0.00231543j -0.0134778+0.0151288j -0.000778223-0.007352j 0.000752077-0.0353207j -0.000395575-0.0188973j -0.0120981+0.00998532j 0.0072824-0.0119562j 0.00998938-0.00440375j 
-0.0258911+0.0035619j 0.0054866+0.0533783j -0.00323163-0.00730074j 0.00904833+0.0237422j 0.005085-0.0148595j -0.00441435+0.00936785j 0.012286+0.0119441j -0.0100279-0.00668395j 0.00176228+0.00235997j 0.010563+0.00380866j -0.0142125-0.00436041j -0.00456633+0.0169695j -0.00511027-0.0332542j 0.0128779+0.00452241j 0.0019349+0.00724074j -0.0152818-0.011772j 0.0029338-0.00552688j 0.015681+0.0150226j 0.0103918+0.0252163j -0.0013448+0.00934795j 0.000727883-0.00759372j 0.00464136+0.0577675j 0.00460088-0.0193905j -0.00865028-0.000169339j 0.00857501+0.00759318j -0.0279254-0.0270512j -0.000909244-0.0187309j -0.000822727-0.0165317j 0.00475421+0.00632078j 0.00808126+0.00380534j 0.000281336-0.0370987j 0.011527-0.0106841j -0.00810312+0.0149266j -0.00283896+0.0242034j 0.00605145-0.00581988j -6.0834e-07-0.0277554j 0.00207056-0.005411j -0.00570041+0.0249632j -0.00951609-0.00286982j -0.000212323-0.0146809j 0.00495694-0.00721404j -0.000171735+0.0043087j 5.1961e-05-0.00784556j 0.00881181+0.0149198j 0.00788773-0.00084213j 0.00910307+0.0138132j -0.000247729-0.0145297j 0.000756532+0.00226886j 0.00464081+0.00584247j 0.00855576+0.0108069j 0.00299472-0.00377143j 0.000365053-0.00468254j -0.00519359+0.00174357j -0.00125898-0.0109136j -0.00239587-0.0158916j 0.0027755-0.00128554j -0.00509937+0.013867j 0.00234456+0.00154676j -2.63402e-05+0.00355033j 0.00117942-0.0028475j 0.00794577-0.00702154j -0.00568576+0.00224138j -0.00617513+0.0218251j 0.00191806-0.0020639j 0.00305274-0.0190914j 0.00130754-0.0134973j -0.00627393-0.00118094j -0.0016465+0.00560386j -0.00772634-0.00172391j 
-0.00682696-0.00525566j 0.0135827+0.0198342j -0.00717745+0.00755438j -0.0159367-0.00266099j -0.00345024+0.028257j -0.00655844+0.0273432j -0.0135441-0.00225094j 0.0143081+0.0110476j -0.0103336-0.00316226j -0.00135552-0.0176227j 0.0147419+0.00874516j 0.00538849+0.00711493j -0.00804859+0.00837429j -0.00283175+0.0204635j -0.00583987-0.00566462j 0.00364509+0.0106321j 0.00987845+0.0143588j -0.0140553+0.000480817j -0.00118493-0.0104735j 0.0024691-0.00676074j 0.00205437-0.0113531j 0.00798878+0.0133868j -0.0123042+0.0284063j -0.00892919+0.0162878j -0.0069432+0.0104379j 0.00452467+0.00266048j -0.00111518-0.00848229j 0.000687766-0.0147037j 0.00193095-0.00243641j -0.0117139+0.00783617j -0.0154225-0.00551167j 0.0075412-0.0138455j -0.0053104+0.0204869j 0.00416939+0.00303247j 0.00059099-0.00386592j 0.000705744+0.0104458j -0.00236413-0.0134741j -0.00980246-0.013133j 0.000538493-0.00740448j 0.0113593+0.00426238j 0.00611066-0.0208315j 0.00502933+0.00614892j -0.00394865-0.00773636j -0.00422861-0.0138156j -0.00698658-0.00765664j -0.00130046+0.00268556j 0.00518267+0.00429917j -0.000324603-0.00419737j -0.00660255+0.00530619j -0.00292691-0.0172613j 0.00167235-0.0123588j 0.00551155-0.010765j 0.00366217+0.0183542j 0.0126123-0.0149399j 0.0229583-0.0351969j 0.0044368-0.0135514j -0.00324693+0.0105355j -0.0074233+0.0263619j 0.000532016+0.01013j 0.00400286+0.0163411j -0.0016221+0.0102409j 0.010924+0.0136034j 0.0108683+0.00436251j 0.00250097-0.000367583j 0.0105169+0.00492555j 0.00636273+0.00605175j -0.0146683+0.00936624j 0.000986303+0.00099421j 0.00888406-0.0109558j 
-0.0184759+0.0210595j 0.00624531+0.0138759j 0.00196329-0.00360266j -0.0148135+0.012231j -0.00659739-0.00621681j 0.00725185+0.00596449j 0.0107664-0.00221035j -0.00704027-0.000201737j -0.0039899+0.0018283j 0.0073382-0.00515086j -0.00373756+0.00810546j 0.00719043+0.0128212j -0.0114805-0.0145676j -0.0132877+0.00238407j 0.0178644-0.000465464j -0.0260359+0.00525093j 0.0202469-0.00432919j 0.00764621-0.0133533j -0.00154867+0.0177497j 0.00473855-0.00140936j 0.0129842-0.00680322j 0.0306499+0.0210364j -0.0116501+0.00092356j -0.0113804+0.00367158j 0.011905-0.00352524j -0.0161262-0.00335455j -0.000697945-0.00807172j -0.00384157-0.00998453j 0.00262679+0.00301867j 6.07849e-05+0.00408375j -0.00354995-0.0172618j 0.000522937-0.0118134j -0.00850391+0.0216334j 0.0102739+0.00610273j 0.00332387-0.00376258j 0.0084748-0.0108832j -0.011608+0.00444265j -0.00470672+0.0163532j 0.00345384-0.000763851j 0.00394299-0.00125138j 0.00526834-0.00505328j 0.00581998+8.89118e-05j -0.00739676-0.00810973j 0.0124206-0.00135073j 0.00119635-0.00955339j 0.001989+0.00396461j 0.000680485-0.0110561j -0.0013789-0.00588414j -0.00316147-0.00234873j -0.0012622-0.0019777j 0.00581975-0.00636581j 0.00567087-0.00605825j -0.00752919+0.00855348j 0.00607235-0.0190403j 0.0179054-0.0194975j 0.00590341-0.00199023j -0.00873765+0.00880766j -0.00929583+0.00229854j -0.0047633+0.00409447j -0.00602997+0.000260923j 0.00197587-0.00106248j -0.000341571+0.00527372j 0.0067485+0.0110508j 0.000594218-0.00287247j 0.00178443-0.0103089j 0.00220664-0.00398496j -0.0136677+0.00796315j 0.00050655+0.0005779j 0.00352974-0.000962139j 
-0.0119923-0.026313j -0.0126339+0.00659781j 0.00880031-0.0209631j -0.0204348-0.00587226j 0.0206952+0.00359876j -0.00121453+0.0156204j 0.00798938-0.000449141j -0.00312462-0.018123j 0.00400103+0.00254663j -0.00520878+0.0015572j -0.00415741-0.00372106j 0.00171004+0.000734747j 0.010925+0.00292369j -0.00160279-0.00791753j 0.0120613+0.00980387j -0.00993346+0.00896916j 0.0184777+0.0131802j 0.00636564+0.0171937j -0.0110592-0.0166597j -0.00232523+0.0001755j -0.000606774-0.0121403j 0.00656236+0.00438426j 0.00666232-0.0162887j -0.0046459-0.0062182j 0.00610239+0.0168679j -0.0138462-0.0257847j 0.0129646+0.0178552j 0.00262161-0.000401591j 0.00145073-0.00118862j 0.0104443+0.0130406j 0.0165963+0.0178049j 0.00831429-0.00378819j -0.00180108+0.00115243j -0.00941886-0.00781619j 0.0129496+0.00663921j 0.00779983+0.00484405j 0.012067+0.00551442j -0.00602701+0.00111533j -0.0122118-0.00950685j 0.0184395+0.00120112j 0.00795609+0.00864087j 0.0010906-0.00227863j -0.00782963-0.00319505j 0.00362694+0.00840872j -0.00248731+0.02184j 0.00163157-0.00250843j -0.00317935+0.00206198j -0.001227+0.0016365j -0.000155624+0.00431419j 0.00437515-0.00418143j 0.00676394+0.00385689j 0.00406803+0.00191311j -0.0103865-0.0273157j 3.36793e-05+0.0175042j 0.0010994+0.00673228j 5.41035e-05-0.00346826j 0.000480823-0.0146629j 0.00312939-0.00479527j 0.00273267-0.00407776j 0.00532362-0.0127424j 0.011705+0.000921872j 0.0118642+0.00133548j 0.0112032-0.00463424j 0.00165721+0.00286567j 0.000220216-0.00533682j 0.00471332-0.0114609j -0.00995984-0.000963017j -0.00361772+0.00615335j -0.000284998-0.00526021j 
-0.00992493+0.0372487j 0.0169164+0.0078321j -0.0191598+0.0220914j 0.019437+0.0133475j 0.0077972+0.00799295j -0.00146943+0.0094683j 0.00664364-0.0014243j 0.00180933+0.0135809j -0.00527977+0.00137869j 0.00275959-0.00720042j -0.00430562-0.00489742j 0.00113985+2.17327e-05j -0.0217473+7.773e-06j 0.0118376+0.019143j -0.00235059-0.00692397j -0.00523072-0.00162283j 0.0127549-0.0134467j 0.00677755+0.0198439j -0.00558737+0.0265015j -0.00810295-0.000463235j -0.0147156+0.00607552j 0.0327178+0.01753j 0.000133267+0.0132005j -0.00822601+0.00649216j -0.00500015+0.00674668j -0.0138632-0.00193945j -0.000525983-0.000553602j -0.00243069-0.0130653j 0.00103681-0.00435598j -0.00280631-0.000408413j -0.0115385-0.0106068j 0.00327416-0.0202936j 0.0293501+0.0107047j -5.66453e-05+0.0130477j -0.00502494-0.0135859j 0.00495036+0.0139553j -0.00275116-0.0329772j -0.00174472-0.00362198j -0.00165164+0.00369704j 0.000739315-0.0139384j -0.00547661-0.0250294j -0.00293796-0.00652778j -0.00614632+0.00391297j 0.00334232+0.00108015j 0.00830401+0.00679902j 0.000585064+0.0056114j 0.0125293-0.0117078j 0.00647288-0.00798068j -0.0079092+0.00177885j 0.00471249+0.000449185j -0.00661406-0.000681284j -0.000745042-0.00614786j 0.0111084-0.00623192j 0.016085-0.0187709j 0.0221271-0.0416377j 0.00469925-0.0097301j 0.00753419+0.00463136j 0.00166383+0.0215439j 0.00763659-0.000905572j 0.0162281+6.27228e-05j -0.00606921+0.00480233j -0.00910648+0.00342816j -0.00125528+0.0102787j -8.84892e-07-0.00287436j -0.0140409-0.00286432j -0.0118029+0.00395287j -0.0123544+0.0057742j 0.00481418-0.00465259j 0.0056634-0.00320526j 
-0.000369557+0.0237797j 0.0140533+0.00816088j -0.00847396+0.0145599j 0.0186671+0.00843259j 0.0104337+0.00754204j 0.00344931-0.00165402j -0.00436885-0.000322834j 0.00402824+0.0114544j -0.00438989+0.00244211j 0.000802905-0.00497247j 0.00266387-0.00803201j -0.00394248-0.00159036j -0.00685176-0.000190645j 0.00452278+0.0199393j -0.00920356-0.00668248j 0.0107423-0.00592527j 0.00419073-0.00804712j 0.000528375+0.0172508j 0.00700631+0.014943j -0.000489941-0.00113498j -0.00106328-0.0119389j 0.00514417+0.0191921j 0.00255027+0.00624916j -1.20119e-05+0.00103397j 0.00288808-0.00435064j -0.00174434+0.00190683j -0.00500493+0.0131671j -0.0043711-0.00547883j -0.00212565+0.00046358j -0.00233194+0.00519736j -0.00408503-0.00696843j -0.0106244-0.00436163j 0.00895131+0.0275743j 0.00652436+0.00293052j -0.0164092+0.00193579j 0.0124192+0.00638037j -0.0217749-2.07681e-05j -0.00603084-0.00261462j 0.0053809+0.0030242j -0.0113104+0.0015603j -0.00922466-0.0162352j -0.00367801-0.00400254j 0.00228773-0.00355536j 0.00237402-0.00945142j 0.00286027+0.0102221j -0.00713208-0.00210394j 0.00461872-0.00453668j 0.00369655-0.0083741j 0.00100447+0.0110063j -0.00707677-0.0158546j 0.00419587+0.00744416j 0.00476101+0.0011769j 0.00589542-0.0164488j 0.014768-0.00498833j 0.00604706-0.0276954j -0.00547021-0.0153157j -0.00124897-0.0205724j -0.000276561+0.00973336j -0.00488723-0.0122562j 0.00084326-0.011855j -0.00831027+0.00315049j -0.000977145+0.00219985j -0.0103725-0.00138101j 0.000336843-0.000455139j 0.0130268+0.0284111j 0.01118+0.027996j 2.05497e-06+0.00588573j 0.00609917-0.00304262j 0.00270895-0.000360957j 
