0.0015041+0.0099587j -0.0103337+0.00248203j -0.0063754+0.00144858j -0.00112919-0.00603835j 0.00167601-0.00128917j 0.00318534-0.00288591j -0.00340327-0.00412526j -0.00212894+0.00123942j 0.00029204-0.000653436j 0.00052391-0.00129428j -0.00149056-0.00118154j -0.00569692-0.000205377j 0.00173399+0.00765907j -0.00727634+0.00249315j -0.00174839-0.00160473j -0.000498324+0.00165157j 0.000785941-0.00332352j 0.000241651+0.00127216j 0.00611824-0.00105655j -0.00150787+0.00199514j -0.00451696+0.000894719j 0.00307402+0.000277182j 0.00108247+0.00256642j -0.0045879+0.00321135j 0.00494679-0.00205154j 0.00155769+0.00134062j 0.00232805+0.00113096j -0.00358867+0.00166978j -0.00162132+0.00596821j -0.000482706-0.00210188j 7.15101e-05-7.00866e-05j 0.00546386+0.00181735j -0.00374599+0.00207368j 0.00214245+0.00226396j -0.00142393+0.00225113j 0.00431686-0.000794447j 0.000832284-0.000792901j 0.00237837+0.00702337j -0.00143181+0.00629667j -0.00185514+0.000518093j 0.00470922-0.00447083j -5.3424e-05-0.000590551j 0.0022772+0.0037001j -0.00077333-0.0027552j 0.00131029-7.73761e-05j 0.00310848+0.00117784j 0.00190815+0.000429131j 0.000706917+0.00056598j 0.00443371+0.00068404j 0.000230476+0.00330515j -0.00332764-0.00200806j -0.000122518-0.000271757j -0.000589488+0.000713801j -0.00168888-7.63799e-06j 0.00469996-0.00625374j 0.00441132+0.0125866j 0.014843-0.00703341j -0.002283-0.00627333j 0.00723308+0.0028774j 0.00567323-0.000457315j 0.00325415-0.00477322j 0.00296977+0.000426872j 0.00361918-0.00410672j -0.00384521+0.00153231j -0.00817118-0.00486816j -0.00586659+0.00992163j -0.00464725-0.00487824j 0.0173569+0.0150657j 0.0168474-0.0155881j 
-0.000375636+0.000273475j 0.00075772+0.0011172j 0.00129472-0.000786289j 0.00147281+0.00115626j 0.00204413-0.00178021j 0.00190752-0.00286007j 0.00443131+0.00272777j -0.000785016+0.00129369j -0.00426487+0.00203981j -0.000627694+0.00283209j -0.00517057-0.00196221j 0.00374083-0.00225697j 0.00753584-0.00680681j -0.00691348+0.00211349j 0.00430144+0.00104645j 0.00276149+0.00386742j 0.00268957+0.00360659j -0.000457379+0.000278133j -0.00512175+0.000881261j 0.00337909-0.00393788j 0.000314398-0.00240634j -0.00422636+0.0094728j -0.00283632+0.00372672j 0.00133943-0.00790271j 0.000676173-0.00338541j -0.00123343+0.00734735j 0.00857527-0.000465231j 0.00593319+0.00690256j 8.52855e-05+0.00312575j -0.00655489+0.00854629j 0.00384046-0.00371414j -0.00718948-0.0028461j -0.00364505+0.0027486j -0.00022042-0.00798587j -0.0151841-0.00348037j -0.000988916-0.00601885j 0.00151754+0.00446225j 0.00528903-0.00188222j 0.00391606+0.00179607j 0.00519327+0.00718204j -0.00215414+0.00550118j 0.00700372-0.00417051j 0.0115608+0.00139932j 0.00186702+0.00761852j -0.000697217-0.00240056j -0.00121907+0.00936231j 0.000527168+0.00291387j -0.00420064-0.0108332j -0.000777541+0.00356552j 0.00293471+0.0041589j -0.00391443-0.000561229j -0.000908416+0.000786305j -0.00440235+0.00283835j -0.000912495+0.00191412j 0.00205649+0.00130752j -0.00438764-0.00461793j -0.00608903-0.00782755j -0.00143144-0.00320003j -0.00371571+0.000831355j 0.00165088-0.00315904j 0.00505972+0.0036332j -0.000377303-0.000212741j 0.00302556-0.0020259j 0.00238231+0.00453607j 0.00107334+0.00113056j -0.000979118-6.15885e-05j -0.00181816-0.00110913j -0.00036829+0.00182065j -0.000789138-0.0010943j 
-0.00197179-0.00564461j -0.00464986+0.0048382j -6.47466e-06+0.00490537j 0.00241489-0.00183827j -0.00249413+0.00188285j 0.000159527+0.000149091j 0.00242684+0.00228003j -0.00152595+0.00600048j -0.000344757+0.00153961j 0.00046085+0.000203624j -0.00534999-0.0019152j -0.00217308-0.0018143j 0.00371332-0.00959801j -0.00309023-0.00183845j -0.00125502-0.00286419j 0.00192034-0.000953107j -0.00596698+0.0087101j -0.0017545-0.00510276j 0.0054124+0.000308867j -0.000297636+0.00753304j -0.00305119-0.00132686j 0.00195131+0.00176613j -0.00708274-7.97695e-05j -0.00391673+0.00847646j -0.0101313+0.000903697j 0.00021646+0.0010585j -0.00160064+0.00809239j 0.000459227-0.00264986j 0.00574643-0.00561886j 0.00155652-0.00134581j 0.00127032+0.00649466j -0.000538452+0.00168915j -0.00465319+0.00520613j 0.00503451-0.00462059j 0.00216358+0.003536j 0.00168671+0.00407452j 0.00555642+0.00524301j 0.000733878+0.00172173j 0.000314252-0.00623634j -0.00121734-0.00151386j -0.00687498-0.0051945j 0.000528278+0.00267979j -0.00149788-0.00831945j 0.000445578+0.000834951j 0.0101631+0.000751013j -0.00513139-0.00816327j 0.0062426-0.000703765j 0.00150795-0.00159315j -0.00289201+0.00192437j -0.00108769-0.00709408j 0.00543048-0.000614715j -0.0015846+0.00544489j 0.00638518+0.00852615j -0.00179738-0.00118846j -0.00144465+0.00319328j -0.00231644+0.00145027j -0.00391455-0.00902843j 0.00243132-0.00213076j -0.00493009+0.00168142j 0.000878414-9.11009e-06j 0.000744971+0.00155796j -0.00187403-0.00583369j 0.00229381-0.00202421j 9.6279e-05-0.000336617j -0.00275876-0.00174715j -0.00252059-0.00193698j 0.000277185+0.00485379j 0.00484397+0.00479886j -0.00179699+0.00547668j 
-0.00140542-0.00141698j 0.00175099+0.00156657j -0.00897428-0.00156314j -0.00104046+0.00104975j 0.00564699+0.00464944j 0.00187419-3.67494e-05j -0.000198151+0.00144218j 0.00136047-0.00045053j -5.7555e-05-0.00371378j -0.00582942+9.43295e-05j 0.00533716+0.000619812j -0.00233127+0.00791184j 0.00249522-0.00279327j -0.00171334-0.00465387j -0.000805533+0.00153334j -0.00521007-0.0106275j -0.00498031+0.0014126j -0.00299465-0.00212724j 0.00159707+0.000394122j -0.00582444-0.00264877j -0.00164114-0.00174674j 0.00191553-0.00549388j -0.00193894+0.00230971j 0.00882068-0.00474218j 0.00573027-0.00441242j 0.00141416+0.00296716j 0.00201791+0.00645181j 0.00293173-0.00105058j -0.00640597-0.00277174j 0.002474-0.00476129j 0.00464404-0.0055831j -0.000713042-0.00250795j 0.00069797+0.0025015j -0.00557635-0.00680164j 0.000514551-0.00458214j 0.00324473-0.00379299j 0.0119089+0.0088151j -0.000952671-0.000593534j 0.0071192-0.00551491j 0.00154828+0.00923815j 0.00901831+0.00174741j -0.000483734+0.00468815j 0.00813571-0.00612818j -0.00443343-0.00441505j 0.00395915+0.00682085j -0.000770103-0.00275502j 0.00810294-0.00102066j -0.00985822+0.00177531j 0.00934503-0.00724651j -0.0020105-0.00310895j 0.00246989+0.000733242j -0.00595106+0.00309086j -0.00390169+0.00362349j 0.00551549+0.000391209j -0.00228612+0.000268848j -0.000463142-0.00121817j -0.00333951+0.00327708j -0.00513949-0.00303478j 0.000823526-0.000792844j -0.00290121+0.00397643j 0.00195359-0.000882914j 0.00841999+0.00150274j -0.00518908+0.00288327j -0.00119123-0.000371634j 0.00329733-0.000226761j 0.00559566+0.00125765j 0.00361592-0.00150123j 0.00196938+0.00122607j -0.00333602+0.000676256j 
0.00257765+0.00366491j 0.00479227-0.000330517j -0.00279591-0.000706602j -0.000265888+0.00205557j 0.000523371-0.00522964j -0.00600422+0.000432506j 0.00400754-0.00255929j -0.0025094-0.00194334j -0.000473489-5.4489e-05j 0.000491495+0.00224165j 0.00233066+0.00259369j -0.00230602-0.00163459j 0.00199946+0.000245301j 0.00270343+0.00635183j -0.002193-0.00286373j 0.00263396+0.00198361j -0.00515658+0.00274331j 0.00187614+0.00339632j -0.0032115+0.00710925j -0.00763281+0.00439787j -0.00373063-0.00109383j 0.0064655+0.00340669j -0.00642683+0.00296289j 0.00421352+0.00446452j -0.00453775+0.001629j -0.00497019-0.00278211j -0.00249608+0.004112j 0.0121767+0.00108009j -0.00398296-0.00368641j 0.0062388-0.000579175j -0.00280179+0.000415902j 0.0117191+0.00482127j 0.0104683+0.00591517j -0.00651521-0.00425951j -0.0036731+0.00490083j 0.00507267-0.0034762j -0.00477172+0.00928146j 0.00233903+0.00240922j -0.00521147+0.00903615j 0.00802777-0.00699215j -0.00583973-0.00342074j -0.000363497+0.00223543j -0.00372081+0.00452052j -0.00211895+0.00256742j -0.00192061+0.00150268j -0.0028038-0.00430332j -0.00369576+0.00652669j 0.00181855-0.000545944j 0.00919098-0.00414238j -0.00248315-0.000521932j -0.000527369-0.000939964j -0.000526704+0.00379606j 0.00326205-0.0016977j -0.00173253-0.00120732j -0.00359377+0.00249458j -0.00214667+0.00193181j 0.0041211-0.00283775j 0.00092281+0.000684115j -0.000926089-0.00221716j -0.0017024-0.0046134j 0.00518262-0.00319512j 0.00106875+0.00259508j -0.000610189-0.000237094j 0.0002533+0.000938567j 0.00442238-0.00556996j 0.00572978-0.003674j -3.22273e-05-0.00202808j -0.00234686-0.00131078j 0.00312412-0.000770941j 
0.00100155-0.00197386j -0.0056592-0.000849422j 0.00425409-0.00153314j 0.000713394-0.000292331j 0.00122527+0.00146431j 0.00260628-0.00179606j -0.00616179-0.00217792j -0.00533434-0.0034886j 0.000544444-0.000293085j -0.00213865+4.54129e-05j -0.00605858+0.00195949j -0.0064205-0.00548388j 0.00166037-0.00079971j -0.00434726-0.00137157j 0.00401038+0.00153771j -0.00609564+0.00484439j -0.00132661-0.000640914j -0.00504601+0.00161934j -0.00244089+0.00197037j 0.00525449-0.0040345j -0.000944378+0.00551199j -0.00608769+0.000116128j 0.00218056+0.00452099j 0.00444897-0.00282559j 0.00861651+0.00695831j 0.00515389-0.00797809j 0.002818+0.00572238j -0.015152+0.00743529j 0.00401472-0.000116303j -0.00368961+0.000614756j -0.00178607+0.00554122j -0.00340067+0.0147462j 0.00986725+0.00113296j 0.0043401-0.0106826j -0.00350254+0.000364333j 0.00546927+0.00117271j -0.00536747+0.00498509j -0.00221149-0.0063906j 0.000918167-0.000165869j -0.00186485-0.00125902j -0.00238043+0.00195657j -0.0039899+0.00319484j -0.00295139-0.00187104j -0.0129415-0.0021119j -0.00421098+0.00316148j -0.00741464+0.00276116j -0.0018986-0.00591378j -0.00415091-0.00183743j 0.00351525+0.0016742j 0.00105146+0.00275871j -0.00520768-0.00247573j -0.00128686+0.00194815j -0.00178315+0.00169407j -0.00640293-0.000116866j 0.000235084-0.00231835j 0.00587218+0.0016437j -0.000456095+0.0026568j 0.00475902-0.0049311j -0.0014836+0.00233342j -0.00284052-0.000786895j -4.07916e-05+0.00418949j 0.000209578-0.00361475j -0.000972644-0.00164765j 0.00372662-0.00152541j -0.000430198+0.00248827j -0.00273839+0.00207566j 0.00259862+0.00437149j -0.000931465+0.00258735j -0.00416713-0.00120818j 
-0.00255837+0.00453999j 0.00288499-0.00345798j -0.000293212-0.00189227j 0.00113825-0.000211825j -0.0021875-0.00451989j -0.00264777+0.00314842j 0.000478101-0.00443748j -0.00343296+0.00173178j -0.00103684+0.00384123j 0.00122315-0.00699977j 0.00572951+0.00336855j -0.00386424-0.00226703j 0.004666+0.00243285j 0.00410766-0.00350103j -0.0067345+0.00208002j -0.00175685+0.00323154j -0.000603995+0.00424371j -0.00114204+0.00677417j -0.00233042-0.00525908j -0.00154955+0.00148955j 0.000582583-0.00745879j -0.00944164-0.00180933j -0.00226426-0.00134605j -0.00746574-0.00298327j -0.00628625+0.0042978j -0.00300753+0.00844868j 0.00306609+0.00719734j 0.00405826+0.00164385j 0.00669619-0.00435967j 0.00676243-0.0111039j -0.000199506+0.00652971j 0.0039905+0.00300729j -0.00562527+0.00451729j 0.000907379-0.000598774j -0.00285768-0.00759461j -0.00527517-0.00741717j -0.00766284-0.0029806j -0.00133981+0.00167542j -0.00323808-0.0100412j 0.00239412+0.00305032j -0.00397582+0.00424024j 0.00641628+0.00630626j -0.00350583-0.00551932j -0.00341743-0.00655528j -0.00234727+0.00273549j 0.00368105+0.00136892j -0.00712652-0.00208296j 0.00460353+0.00179613j 0.00100411-0.0019604j 0.00290449+0.00203515j 0.000665761-0.00282968j -0.0033865-0.0014706j -0.00338824+0.00580264j 0.000609941+0.000661548j -0.000932683-0.00336259j 0.00318471+0.003385j -3.42519e-05+0.000709458j 8.87718e-06-0.0034002j 0.000295717-0.00175208j -0.00527453+0.00559099j -0.0026301+0.00195364j -0.00294794-0.00206773j 0.000749167+0.00454806j 0.00412201+0.00031935j 0.000377578-0.00109666j 0.00215822-0.00438468j -0.00148374-0.00400642j -0.00261375-0.00419094j 0.00199392-0.00166523j 
-0.000197186-0.000221114j 0.000955997+0.000194844j 0.000711418+0.0019533j 0.00182274-0.000972278j -0.002541+0.000553434j -0.00312185+0.00490555j -0.00341677+0.00113624j -0.00147948+0.00261387j 0.00306902-0.00106622j -0.000914283+0.00153121j -0.00283502+0.000138639j -0.000472207-0.00437486j 0.00714515+0.00160011j 0.00320212+0.000667838j 0.00225565-0.00143623j -0.00433301+0.00198189j -0.000857674-0.00134491j -0.003729+0.0023652j -0.00552538-0.00325328j -0.00465289-0.00534737j -0.00514842-0.000898j -0.000585106-0.00473874j 0.000191032-0.00486249j -0.000127435+0.00438991j -0.00126814+0.00305982j -0.00167448-0.00108144j 0.00346022-0.00108953j 0.00324825+0.00265856j -0.00177989-0.00311107j 0.00272488+0.00944521j 0.0120195+0.00191659j 0.00151312-0.00105082j -0.00383171-5.48519e-05j -0.000549942+0.0104437j 0.000897463+0.00718454j 0.00395024+0.00814321j 0.00424253+0.000623669j -0.0161626-0.00492258j -0.00502524+0.00861442j 0.0105345+0.00888008j 0.00717263+0.00367601j 7.04178e-05-0.00241454j -0.00185046-0.0040155j -0.000522974+0.00587864j -0.000553483+0.00752081j -0.00648844-0.00235992j 0.0021405+0.00116518j 0.00636955-0.00335232j 0.00784921+0.00486823j 0.00664376-0.00458964j -0.00177197+0.00105057j 0.00208624+0.00243604j -0.00547458+0.00513735j 0.000761362-0.0054234j -4.95249e-05-0.0015469j 0.00214631-0.00357643j -0.00677699-0.000203242j -0.00565472+0.00372203j 0.00316352-0.00214983j -0.000252145-0.000223462j 0.00324488-0.00010406j -0.00615419-0.00309254j 0.00109078+0.00076434j 0.00385636-0.00198341j -0.00225122+0.00205079j -0.00274741-0.00152305j -0.00134832-0.0010783j 9.29471e-05-0.00144237j 0.00312726+0.00147026j 
0.00348788+0.00250895j 0.005152+0.00316461j 0.00528939+0.00133962j 0.000512837-0.00149557j -0.00101628+0.000649035j 0.00396501-0.000674866j 0.00213912+0.00686984j -0.00450592+0.00197354j -0.00622836-0.00654303j -0.00427126+0.00577033j -0.00603869+0.000609349j 0.00159121-6.60182e-06j 0.00675065-0.000127126j 0.00595718-0.00328446j -0.00353179-0.0075104j -0.00455083-0.00183121j 0.00282388-0.00302804j -0.00093504-0.000231704j -0.000761653+0.00115665j -0.00589948-0.00530234j 0.00184197+0.00325494j 0.00155126+0.0015613j 0.00460676-0.0027772j 0.00208143+0.00404399j -0.00826086-0.0109989j -0.00626704-0.000545791j 0.0115141+0.00553713j -7.08357e-05+0.000718935j 0.000695606-0.0050219j -0.00381731+0.00319908j -0.000883235+0.003101j 0.00339016-0.00108826j -0.003149-0.0135848j -0.00601454+0.00544545j -0.00218726+0.00286794j 0.00694917+0.00187123j -0.000832348+0.00652223j 0.000388853+0.00174607j -0.00112024-0.00163059j -0.00298857-0.00280907j 4.96449e-05-0.00108773j -0.00269306-0.00108352j 0.00438727+0.00412888j -0.0093326+0.00370033j 0.00147888+0.0060638j 0.00611489+0.00324711j -0.00113096-0.00169856j 0.00631097+0.00127689j -0.00429346+0.000558706j -0.000643905+0.00271718j 0.00528012+0.00862776j -0.00105183-0.000380384j -8.6779e-05-0.00191308j -0.00170207+0.00296059j -0.000995539-0.0010828j 0.00135334+0.00121739j 0.000742574-0.00227975j 0.0101602-0.00362041j -0.00378703+0.00102874j -0.0103636-0.000902674j -0.000321361-0.00184301j -0.000318653+0.000358759j -0.0042204-0.00368538j -0.00140147-0.00384112j -0.00157355+7.92499e-05j 0.000668786+0.0011563j 0.00334169+0.00219707j -0.00307875+0.00223266j 0.00350859-0.00147887j 
0.00393696-0.000591859j -0.00160313-0.00202348j -0.00337623-0.000376409j 0.000595333+0.00075946j 0.00199678+0.000865054j 0.000662172+0.00192498j -0.00249197-0.00324036j -0.0016188-0.00181147j 0.000952563-0.00272246j -0.00107554+0.00108925j 0.00249812+0.00199156j 0.00279011+0.00289346j 0.00552737+0.00150953j -0.00646395-0.00180825j 0.0023098+0.00321266j 0.00534332-0.00302007j 0.00105813+0.00478033j -0.00105777-0.00219883j 0.00240702-0.00174908j -0.00817548-0.000567309j -0.00369883-0.00267167j -0.00244587+0.00387708j -0.00232175+0.00104215j -0.0128401+0.00407746j 0.00514314-0.0050497j 0.00809437+1.5595e-05j 0.000214994-0.00498641j -0.00516279+0.0127048j 0.00060615-0.00667026j 0.003351-0.0120255j -0.000295711+0.00504866j 0.00557835+0.00949297j 0.0111828-0.00811811j -0.00729143+0.00241457j -0.00367597+0.0013347j -0.00192459+0.00111075j -0.0014163-0.00157575j -0.00213959+0.00815034j 0.00388869-0.00504624j 5.1891e-05-0.00162813j -0.00047651+0.00635167j 0.000232429+0.00756805j 0.00703307+0.00184658j 0.000166792+0.0057438j -0.00674759+0.00119696j 0.00476259+0.000895156j 0.00454656-0.000646576j -0.00286598+0.00301283j -0.0052183+0.000794496j -0.000802921-0.00150733j -0.00348984+0.00307243j -0.00124924+0.000961282j 0.00350066+0.00218046j 0.00471811+0.000953662j 0.000848622-0.00260365j 0.0016562-0.00195561j 0.00148656+0.000959271j -0.00306407-0.0022558j -1.49253e-05+0.00465548j -0.0010653+0.00204767j -0.00352945-0.000247156j 0.00519549-0.00563029j 0.00253715-0.00158933j -0.00126289-0.00155681j 0.000382506-0.000321272j 0.000912681-0.00206936j -0.00118569+0.00214005j -0.00197551+0.00167483j -0.00313135-0.00119005j 
0.000315079-0.00218566j -0.0019636-0.00115182j -0.00384679-0.00269431j -0.00405494+0.000425749j 0.000186893+0.00130037j -0.00156877+0.0013882j -0.00206087+0.000440045j 0.00194193+0.00063032j -0.00747448-0.00364419j 0.00304709+0.00063011j -0.000984282+0.00311402j 0.00529302+0.00222158j 0.00510473-0.000914633j 0.000527572-0.00325787j -0.00217452-0.00613001j 0.0105047+0.000566782j 0.000942895-0.00273382j 0.00377976+0.00816516j -0.00509123-0.00577594j 0.00513014-0.00229488j -0.00934635+0.00937499j -0.000575444-0.0127328j 0.00417993-0.00387454j -0.00314713+0.008228j -0.00736258+0.00436444j -0.000654773+0.00155138j 0.00269773+0.00665366j 0.00910279+0.00660669j -0.00801288-0.00696514j -0.00600043+0.00461464j 0.00329705+0.00906834j 0.0074557+0.00620184j 0.00448228-0.00692074j -0.00512118+0.00518984j -0.00125555-0.00898353j -0.00092177-0.00319492j -0.00127278-0.00508906j 0.00292133-0.00114382j 0.00237248-0.0104208j 0.00110353-0.00370046j -0.000578212-0.00628751j 0.0066613+0.00161632j 0.00328171-0.00356684j 0.00421095+0.0079927j -0.00680455+0.00169592j 0.00480431-0.00425176j 0.0021009-0.000870116j -0.00485574+0.00209771j -0.000552644+0.000104709j -0.00309412+0.003984j 0.00304149-0.00424478j 0.00709005+0.00199974j 0.00509865-0.00139544j -0.00744066-0.00100515j -0.000969202+0.00665355j -0.00101494+0.00378143j 0.00635746-0.00152702j -0.000580037+0.00282865j -0.0050183-0.00146628j -0.000225385+0.00150635j -0.00185342-0.00192238j 0.000464562+0.000181392j -0.0021812+0.00147723j -0.00253436+0.00119097j 0.0024166-7.24794e-05j 0.00492708+0.00143194j -0.000786895-0.00130509j 0.00160283+0.0004737j -0.00202174-0.000173178j 
0.00105405-0.000130919j -0.00385557-0.00377596j -0.00154275-7.18738e-05j -0.000144567-0.00210259j 6.18395e-05+0.000800735j -0.00120356+0.0027365j -0.0025163-0.00403313j -0.00632305-0.000195364j 0.00118457+0.00115334j -0.00309551+0.00110959j -0.00337379+0.0022382j -0.00148488-0.00416263j 0.000249553+0.000286987j -0.00472294+0.0012093j 0.00647656-0.00121319j -0.00888683-0.00118357j -0.00707069+0.0013914j 0.00421141+0.00125649j -0.00685664+0.000326353j -0.00312253-0.00432374j -0.00630826-0.00457008j 0.000368941+0.00145149j -0.00286781-1.5149e-05j 0.00275211+0.0107594j 0.00348891+0.00543044j 0.00708671-0.00414637j -0.00854623-0.00425164j 0.00162878-0.00414882j 0.000517493+0.00512539j 0.0060538+0.00172275j -0.000281942-0.00298323j 0.00197975-0.00930395j 0.00320008+0.00687273j -0.00116024+0.00923715j -0.00216714+0.00126029j -0.0111004-0.00197854j -0.00822392-0.00577928j -0.00219009-0.000714832j 0.00259726-0.00821743j -0.000324212+0.00134825j 0.00177035+0.00812566j 0.000333158-0.00291832j -0.00326268-0.00541132j 0.00244204-0.000254593j -0.00382715-0.00242419j 0.00397216+0.000352796j 0.00823477+0.00322511j -0.0026034+0.0054443j 0.00157251+0.0101698j 0.00530902-7.19528e-05j -0.00850998+0.00181185j 0.00287563-0.000637411j 0.000217149-0.000834222j 0.00118131+0.000718139j -0.000706719+0.000457528j 0.00288644-0.00304709j 0.000243208+0.000666343j -3.00361e-05-0.00519954j -0.000618724+0.00522639j 0.000648302+0.000170704j -0.00305248-0.00130444j 0.00126153-0.00343037j -0.000326797-0.00140999j 0.0014317-0.00116358j 0.000369928-0.000396958j -0.000842045-0.00111121j -0.00141509+0.000308091j -0.000570444-0.00125101j -0.00648165-0.00152513j 
0.00133651+5.80681e-05j -0.000566768+0.000408385j 0.00069678-0.0013256j -0.00217343-0.000157191j -0.00158811+0.000256276j 0.00124114+0.00220811j -0.00118202-0.00103673j 0.00170562+0.00478874j -0.00118831-0.00406229j -0.00536496-0.00029715j -8.47295e-05+0.00110839j -0.00822227+0.00112814j -0.000726543+0.0018079j 0.00216964+0.00497951j 0.000352289+0.00241084j 0.00277454-0.00477419j -0.0033785+0.000111476j -0.00341607-0.000931031j -0.00863301-0.00145317j -0.00125837-0.0028138j 0.00319809+0.000906692j 0.000257104-0.000148379j -0.00182023+0.000117232j -0.00422652-0.00874101j -0.0056773-0.00573509j 0.00329851-0.000218866j -0.000779342-0.00524059j 0.00252469-9.64147e-05j -0.00913467+0.00356824j 0.0023479-0.00230163j -0.000698294+0.000552137j 0.00744426+0.00685545j -0.0148546-0.00253278j 0.00968053+0.0107276j -0.00467496-0.00599123j -0.00220958-0.0137865j -0.0122516-0.00656995j 0.000746573+0.00220233j -0.00342505-0.00129586j -0.00760262-0.00240398j -0.00228769-0.00610148j -0.00383921-0.00355958j -0.00135751+0.0032808j -0.00393889+0.00844493j 0.00839-0.000133455j 0.0017619-0.00116699j 0.00173614+0.00648459j -0.00333454-0.00380992j -0.00479775-0.0033617j -0.00143345-0.00406555j -0.00399135+0.00115426j -0.0011373+0.00463108j 0.00148912-0.00275053j 0.00220196+0.000302421j -0.00302212+0.000852201j 0.00513739-0.00166042j 0.00434372-0.0025554j -0.000290513+0.000796724j -0.00272473+0.0014987j -0.0024791+0.00552919j 0.00690446+0.00105789j -0.000862638+0.000344471j 0.000969066-0.000982516j 0.0017818-4.46485e-05j 0.000183686-0.000343078j 0.00184527+0.000422195j -0.000941283-0.00030627j 7.2686e-05+0.00133603j 0.000199294+0.000772213j 
0.00252429+0.000750505j -0.00345173-1.66075e-05j 0.00401655-0.0020671j -0.0043043+0.00031698j 0.00332018+0.000598928j -0.00146225-0.00346834j -0.00100228-0.00277868j -0.00154113-0.000357595j 0.00322638+0.00498775j 0.00306263-0.0020373j -0.0035146+0.00144372j -0.00121775-0.00062125j -0.000584359+0.00371518j -0.00486971+0.00013758j 0.00184265+0.00627411j -0.00354552-0.0100052j 0.00182675+0.00022101j 0.00508618+0.00288558j 0.00139824+0.00347084j 0.00418057+0.0035031j 0.000552189-0.00123817j 0.00257801+0.00629465j -0.0010341-0.00835071j -0.00248936+0.00336823j 0.00310468-0.00220766j -0.00111147-0.00289105j 0.00990667+0.000866683j 0.00179643+0.00657482j 0.00276085-0.00495814j -0.00477642-0.00164308j 0.00781043-0.00140658j 0.0112726-0.00150881j -0.000673634+0.00629385j -0.00484703-0.0104517j -0.0015199+0.00479141j 0.00435315+0.00633924j 0.00034113-0.0006616j -0.00260911+0.000100713j -0.00640899+0.000220783j -0.008852+0.00914692j -0.00163375-0.00402317j 0.000500981+0.00302869j 0.00230952-0.00527379j -0.00056928-0.00199137j -0.00121979+0.00150347j -0.00587991-0.000511708j -0.00250238-0.00209654j 0.0021744+0.004206j -0.000822585-0.00797877j 0.00302096-0.00273262j -0.00421542-0.000144759j -0.00388162+0.00648824j 0.00488361-0.00161925j -0.00148498+0.00506459j 0.00206427-0.00132319j 0.00365578-0.000197726j -0.000805721+0.00531231j -0.00247752-0.00158613j 0.00131064+0.000711426j 0.00155929+0.0028517j -0.00154928+0.00461797j -0.000912897+0.000657844j 0.00510439-0.00139237j -0.00651198+0.00336398j 0.00240911+0.000598187j 0.0020161+0.00141222j 0.00231807+5.67328e-05j -0.00113985+0.0021133j 0.00123039+0.000416284j 
-0.00378394-0.00183631j -0.00125534-0.000191899j -0.00283798-0.000501153j 0.00165861+0.00226881j -1.37438e-05+0.00143758j 0.00141847+0.000808858j 0.00204035+0.000285709j 0.0010629-0.00318459j 0.00301138-0.00110052j -0.00232214-0.000848305j -0.000943788-0.00665671j -0.00347024+0.00120297j -0.00616733+0.00237909j 0.00257688-0.00484108j 0.000782766+0.00476817j -0.000331065+0.00217392j -0.0076161+0.000381029j 0.00620614+0.00039472j -0.001751+0.002206j 0.00242095+0.00625773j -0.000436892-0.00226521j -0.00521829+0.00240647j 0.0126747+0.00768682j -0.000923194-0.00546666j -0.00974953-0.00363122j 0.00979694+0.00946565j -0.00614325+0.00354854j 0.000669462-0.000901543j -0.00456402+0.00349084j -0.0139265+0.00539988j -0.000183295-0.00814524j 0.00971112-0.00327193j -0.0117779-0.00319864j 0.00908026+0.0100589j -0.00307767+0.000715515j -0.0147615+0.0035651j -0.0085201+0.00375557j -0.00457808-0.00928437j -0.000595566+0.00171392j -0.00853449-0.00176233j 0.00183646-0.00385114j -0.00033438+0.00489323j 0.00308328+0.00943292j -0.00501998+0.000378716j -0.00298665-0.00720565j -0.00354822+0.00108146j -0.000659927-0.000198911j -0.00664658-0.00457674j 0.00183356-0.000680031j -0.00420194-0.0026109j -0.000198637-4.41111e-05j 0.000272296-0.00362986j 0.000210685-0.000875932j -0.00418725+0.00187225j 0.000274163-0.00216743j 0.000310245+0.00298814j 0.00412224-0.00294751j 0.00294283-0.00238581j -0.00420686-0.00207115j 0.000639331-0.00183752j 0.00464609-0.00135794j 0.00444993+0.00374535j -0.0012839+0.00051224j 0.00379028-0.00059631j -0.00210789+0.0012192j -0.000739745+0.00131769j 0.000703571+0.000921912j 0.00201367-0.00139301j -0.00124893+0.00105684j 
